InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
1.0;0;62.0;928.0;8;23.0;-24;-8;311;75.0;-24
301.0;-13;53.0;935.0;185;638.0;-718;-185;257;-201.0;-718
328.0;-4;-60.0;920.0;-10;724.0;7;10;233;175.0;7
-251.0;743;148.0;1024.0;36;-190.0;-49;-36;-503;158.0;-49
120.0;-2;-79.0;962.0;-48;92.0;-125;48;309;-138.0;-125
852.0;-80;-770.0;920.0;81;1330.0;-24;-81;268;-543.0;-24
34.0;-4;14.0;949.0;-19;46.0;-19;19;254;21.0;-19
-5.0;-4;33.0;923.0;32;8.0;-4;-32;303;91.0;-4
-277.0;-2;156.0;924.0;3;-276.0;-30;-3;291;39.0;-30
-768.0;86;252.0;1193.0;85;-459.0;47;-85;1050;220.0;47
36.0;67;25.0;956.0;-11;-132.0;1;11;510;-62.0;1
-32.0;-1;20.0;932.0;8;-3.0;29;-8;306;38.0;29
0.0;-1;44.0;949.0;22;17.0;-24;-22;302;50.0;-24
-164.0;-138;233.0;873.0;48;9.0;-163;-48;359;-301.0;-163
-11.0;2;8.0;941.0;31;-28.0;9;-31;308;69.0;9
-13.0;8;51.0;956.0;13;-7.0;1;-13;332;-39.0;1
-206.0;-1235;20.0;1404.0;1882;-633.0;-613;-1882;531;856.0;-613
-270.0;-1714;233.0;946.0;2;-338.0;32;-2;574;165.0;32
-38.0;-2;54.0;952.0;1;-64.0;13;-1;267;114.0;13
20.0;3;1.0;930.0;10;53.0;-12;-10;312;35.0;-12
-16.0;-1;0.0;930.0;-19;24.0;5;19;303;36.0;5
-33.0;-4;-47.0;951.0;19;-3.0;-11;-19;304;24.0;-11
-143.0;-1;142.0;986.0;478;-44.0;-2090;-478;259;360.0;-2090
-30.0;-1;59.0;955.0;27;22.0;1;-27;287;42.0;1
47.0;1;27.0;915.0;-37;21.0;-26;37;260;21.0;-26
-5.0;-3;-55.0;939.0;-7;18.0;-20;7;303;-31.0;-20
-41.0;-13;72.0;1004.0;-139;3.0;-154;139;324;0.0;-154
-197.0;2;174.0;960.0;-10;-321.0;-5;10;302;312.0;-5
34.0;-1;28.0;949.0;-3;39.0;-1;3;305;44.0;-1
33.0;0;22.0;919.0;0;19.0;-8;0;302;10.0;-8
9.0;-5;3.0;927.0;-20;4.0;-25;20;253;39.0;-25
-43.0;-1;-5.0;919.0;-27;-20.0;-34;27;220;26.0;-34
-30.0;-4;9.0;948.0;-20;-22.0;-24;20;253;35.0;-24
-332.0;-2;231.0;953.0;-428;62.0;-391;428;257;-590.0;-391
0.0;1;5.0;923.0;0;-178.0;-3;0;222;-132.0;-3
-1.0;-5;5.0;942.0;-21;-12.0;-25;21;253;47.0;-25
-140.0;43;-76.0;891.0;31;1047.0;-61;-31;278;816.0;-61
-9.0;1;17.0;914.0;-22;19.0;1;22;219;23.0;1
-258.0;-19;134.0;945.0;-19;-458.0;-23;19;430;401.0;-23
7.0;1;-14.0;923.0;-15;-15.0;-15;15;308;18.0;-15
-15.0;11;193.0;903.0;3;-314.0;3;-3;231;73.0;3
26.0;-1;10.0;943.0;1;74.0;-4;-1;258;62.0;-4
10.0;1;13.0;946.0;27;54.0;4;-27;284;58.0;4
-83.0;1;54.0;918.0;288;67.0;223;-288;301;72.0;223
524.0;149;24.0;884.0;-21;865.0;873;21;290;-433.0;873
10.0;-7;23.0;946.0;-5;53.0;-9;5;285;79.0;-9
-42.0;5;99.0;916.0;-9;81.0;-13;9;229;-142.0;-13
-1.0;0;48.0;968.0;12;5.0;-2;-12;307;56.0;-2
-8.0;3;46.0;942.0;-49;72.0;9;49;304;83.0;9
27.0;-4;-29.0;923.0;-10;135.0;-4;10;215;-48.0;-4
-731.0;-131;200.0;1003.0;39;-387.0;-9;-39;302;7.0;-9
-384.0;-10;68.0;970.0;-46;-408.0;20;46;259;362.0;20
35.0;-5;82.0;930.0;-16;23.0;-6;16;216;13.0;-6
7.0;2;11.0;937.0;-20;110.0;5;20;259;-9.0;5
343.0;-44;119.0;1012.0;-24;28.0;-43;24;355;-245.0;-43
-262.0;29;-163.0;927.0;-8;-173.0;-49;8;248;-60.0;-49
-9.0;8;82.0;936.0;11;9.0;5;-11;301;161.0;5
79.0;3;73.0;909.0;2;93.0;-28;-2;306;75.0;-28
-14.0;-3;71.0;970.0;9;43.0;11;-9;285;12.0;11
-102.0;-5;122.0;984.0;-90;-198.0;18;90;272;306.0;18
323.0;-2;-190.0;898.0;17;-26.0;-4;-17;211;43.0;-4
38.0;-2;-44.0;926.0;2;-25.0;8;-2;220;113.0;8
147.0;4;-79.0;965.0;-40;-78.0;-15;40;254;125.0;-15
2.0;4;14.0;839.0;36;17.0;-11;-36;218;58.0;-11
-115.0;-31;290.0;1065.0;1256;-772.0;2744;-1256;339;215.0;2744
-340.0;108;534.0;924.0;141;-1110.0;0;-141;237;-136.0;0
-50.0;4;-69.0;905.0;125;-126.0;-1167;-125;248;153.0;-1167
-983.0;1;731.0;943.0;-9;-1481.0;24;9;279;959.0;24
86.0;80;-1107.0;936.0;-3145;1230.0;911;3145;373;-2411.0;911
-258.0;126;500.0;873.0;6810;-342.0;-2042;-6810;426;674.0;-2042
36.0;9;-81.0;948.0;6;15.0;17;-6;308;-55.0;17
-107.0;-31;817.0;899.0;-53;170.0;-1104;53;262;119.0;-1104
-47.0;0;947.0;972.0;-18;-307.0;26;18;253;1542.0;26
-191.0;-51;172.0;752.0;-13;-22.0;-29;13;229;220.0;-29
208.0;0;-48.0;956.0;19;193.0;-4;-19;304;69.0;-4
8.0;3;5.0;860.0;-20;68.0;-15;20;213;137.0;-15
-62.0;-7;-40.0;862.0;-17;-380.0;-7;17;216;-537.0;-7
-26.0;-8;1.0;947.0;-162;2.0;-358;162;254;87.0;-358
153.0;-29;-131.0;944.0;-1;428.0;-27;1;327;-182.0;-27
42.0;5;103.0;946.0;-3;190.0;25;3;284;255.0;25
-22.0;47;64.0;1005.0;-2;263.0;-10;2;434;-162.0;-10
115.0;-8;35.0;957.0;0;68.0;-16;0;155;-33.0;-16
6.0;-3;12.0;836.0;5;17.0;-3;-5;220;33.0;-3
-30.0;84;-49.0;1197.0;1201;19.0;126;-1201;364;-56.0;126
15.0;-4;-45.0;898.0;13;105.0;7;-13;241;58.0;7
-959.0;111;1214.0;1026.0;-20;-1802.0;-7;20;103;2796.0;-7
170.0;4;-51.0;862.0;-22;75.0;-2;22;265;98.0;-2
333.0;-1;-312.0;905.0;-588;455.0;-2690;588;257;-168.0;-2690
107.0;-5;109.0;936.0;15;11.0;-24;-15;236;-47.0;-24
984.0;5;-1574.0;860.0;11;346.0;976;-11;249;-57.0;976
34.0;1;21.0;947.0;13;30.0;-22;-13;220;65.0;-22
-18.0;5;133.0;944.0;-7;76.0;-9;7;312;61.0;-9
-44.0;11;102.0;936.0;249;299.0;-47;-249;301;-163.0;-47
37.0;-3;172.0;926.0;1;143.0;45;-1;285;147.0;45
7.0;3;18.0;858.0;-1;65.0;-24;1;223;12.0;-24
-65.0;-12;9.0;899.0;-282;116.0;1827;282;306;-330.0;1827
217.0;7;-313.0;923.0;-575;267.0;245;575;245;-356.0;245
-148.0;-71;185.0;978.0;2;156.0;2;-2;270;-271.0;2
-107.0;8;123.0;937.0;-823;22.0;-233;823;323;159.0;-233
-730.0;-95;680.0;889.0;101;-354.0;-85;-101;254;273.0;-85
154.0;-7;-364.0;946.0;-31;66.0;-32;31;270;-53.0;-32
198.0;-24;7.0;951.0;-6;-339.0;4;6;345;370.0;4
431.0;2;-292.0;956.0;17;392.0;-14;-17;254;-38.0;-14
179.0;218;222.0;964.0;16;209.0;2;-16;449;-27.0;2
23.0;-2;-6.0;805.0;13;14.0;-9;-13;211;36.0;-9
25.0;-1;17.0;815.0;9;-13.0;-4;-9;220;50.0;-4
-781.0;69;362.0;1014.0;-20;-767.0;12;20;323;868.0;12
30.0;-16;-791.0;1312.0;2515;866.0;-2129;-2515;294;-1625.0;-2129
3.0;-1;22.0;918.0;13;45.0;1;-13;299;200.0;1
-50.0;-51;-22.0;961.0;-9;281.0;-41;9;325;-602.0;-41
-25.0;52;4.0;980.0;-4;864.0;-3;4;348;-641.0;-3
29.0;7;51.0;850.0;13;-14.0;-25;-13;221;3.0;-25
218.0;-36;132.0;945.0;-1;587.0;1;1;239;-235.0;1
-358.0;5;227.0;922.0;-20;35.0;-12;20;218;-205.0;-12
3.0;-201;-1028.0;905.0;46;-77.0;111;-46;250;-897.0;111
-37.0;4;-230.0;903.0;-18;181.0;-3;18;223;152.0;-3
-35.0;-198;-924.0;996.0;43;1017.0;-9;-43;160;-1803.0;-9
-4.0;0;22.0;860.0;-5;10.0;-8;5;219;17.0;-8
27.0;-4;0.0;975.0;-20;7.0;-16;20;249;48.0;-16
222.0;-83;227.0;990.0;-3583;164.0;395;3583;266;257.0;395
164.0;-1;71.0;960.0;16;260.0;5;-16;296;-112.0;5
813.0;-75;-292.0;982.0;972;256.0;-653;-972;267;108.0;-653
-100.0;13;266.0;934.0;2350;-146.0;-838;-2350;302;129.0;-838
138.0;3;0.0;968.0;13;147.0;-28;-13;154;-6.0;-28
235.0;14;-128.0;938.0;3;153.0;-17;-3;268;334.0;-17
-368.0;-11;-55.0;1006.0;12;159.0;-14;-12;242;-379.0;-14
-7.0;4;-105.0;954.0;-19;-8.0;-2;19;220;35.0;-2
