InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accX;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit RLA accY;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax
-43.0;124.0;122.0;304.0;-421.0;-26.0;342.0;141.0;1;1;15
-17.0;131.0;40.0;323.0;-258.0;47.0;326.0;163.0;-24;-24;16
-24.0;-77.0;-78.0;311.0;-322.0;9.0;284.0;136.0;9;9;20
3.0;24.0;-2.0;312.0;-266.0;59.0;305.0;146.0;12;12;6
84.0;-98.0;58.0;296.0;-332.0;36.0;197.0;156.0;26;26;6
72.0;-2.0;8.0;319.0;-292.0;0.0;291.0;164.0;-12;-12;14
17.0;31.0;36.0;313.0;-246.0;51.0;317.0;131.0;18;18;5
65.0;27.0;-16.0;322.0;-268.0;30.0;335.0;118.0;34;34;8
78.0;-16.0;25.0;324.0;-275.0;33.0;320.0;161.0;2;2;15
72.0;-17.0;31.0;328.0;-319.0;43.0;319.0;172.0;3;3;14
-82.0;20.0;-16.0;462.0;-86.0;130.0;328.0;419.0;12;12;59
43.0;-304.0;27.0;388.0;-333.0;-20.0;211.0;170.0;2;2;7
104.0;-242.0;-281.0;323.0;-453.0;-135.0;219.0;59.0;-1151;-1151;-5
-9.0;24.0;-67.0;543.0;-175.0;72.0;533.0;144.0;-21;-21;23
-5.0;27.0;-14.0;521.0;-42.0;198.0;604.0;58.0;-17;-17;22
-3.0;2.0;0.0;510.0;33.0;126.0;656.0;125.0;-7;-7;27
90.0;-34.0;4.0;333.0;-228.0;49.0;333.0;126.0;13;13;17
65.0;4.0;-7.0;276.0;-36.0;-15.0;818.0;53.0;-13;-13;33
122.0;-105.0;-1.0;315.0;-306.0;38.0;304.0;124.0;33;33;21
-71.0;926.0;-29.0;405.0;-691.0;-300.0;270.0;190.0;-34;-34;0
329.0;4.0;95.0;331.0;-358.0;-16.0;195.0;221.0;-17;-17;16
-5.0;39.0;16.0;550.0;22.0;255.0;829.0;308.0;-23;-23;22
-293.0;352.0;83.0;318.0;-303.0;84.0;237.0;127.0;-19;-19;26
-56.0;-497.0;-314.0;361.0;-541.0;-94.0;243.0;135.0;-17;-17;9
-31.0;-620.0;-314.0;366.0;-358.0;-67.0;186.0;96.0;-412;-412;128
-13.0;60.0;53.0;333.0;-370.0;-152.0;274.0;106.0;1950;1950;91
-19.0;295.0;123.0;284.0;-413.0;-49.0;250.0;104.0;7;7;-24
-3.0;186.0;16.0;370.0;-665.0;-42.0;198.0;234.0;-8;-8;8
-69.0;319.0;2.0;541.0;-314.0;61.0;179.0;313.0;1095;1095;-509
-5.0;48.0;63.0;304.0;-332.0;-17.0;284.0;201.0;24;24;5
234.0;-297.0;-209.0;294.0;-330.0;20.0;311.0;183.0;10;10;-3
48.0;-82.0;-49.0;327.0;-300.0;11.0;321.0;156.0;8;8;10
-86.0;-423.0;-211.0;397.0;-440.0;-182.0;240.0;181.0;300;300;159
105.0;-61.0;53.0;332.0;-309.0;-84.0;300.0;246.0;-109;-109;28
69.0;84.0;-10.0;298.0;-313.0;-8.0;297.0;200.0;12;12;5
155.0;151.0;29.0;398.0;-369.0;-9.0;216.0;217.0;15;15;-10
8.0;130.0;31.0;324.0;-307.0;-15.0;286.0;192.0;-22;-22;13
76.0;-855.0;-164.0;256.0;-122.0;70.0;651.0;230.0;876;876;-174
41.0;-338.0;-13.0;441.0;-458.0;6.0;183.0;128.0;-303;-303;-35
-108.0;-64.0;-268.0;476.0;-177.0;99.0;394.0;559.0;4;4;46
7.0;-106.0;465.0;399.0;-434.0;-64.0;241.0;100.0;-6;-6;5
2.0;21.0;-15.0;560.0;-162.0;83.0;530.0;141.0;-8;-8;21
379.0;-610.0;-184.0;309.0;-42.0;15.0;674.0;97.0;-247;-247;56
444.0;-623.0;83.0;416.0;-324.0;75.0;228.0;264.0;-71;-71;32
369.0;-149.0;-13.0;387.0;-83.0;153.0;541.0;251.0;35;35;19
-33.0;251.0;-35.0;378.0;-380.0;-127.0;346.0;82.0;205;205;476
1446.0;76.0;-335.0;532.0;-165.0;16.0;596.0;301.0;-122;-122;-4
-28.0;204.0;34.0;366.0;-272.0;93.0;629.0;117.0;-33;-33;10
-51.0;1087.0;370.0;377.0;-200.0;137.0;700.0;349.0;26;26;28
-18.0;42.0;-17.0;314.0;-342.0;57.0;297.0;133.0;32;32;9
115.0;131.0;163.0;565.0;-444.0;-105.0;323.0;162.0;3;3;22
-11.0;18.0;-11.0;554.0;-137.0;87.0;512.0;144.0;-17;-17;30
244.0;321.0;-616.0;419.0;68.0;257.0;849.0;275.0;7;7;24
15.0;-60.0;167.0;447.0;-203.0;291.0;427.0;387.0;-13;-13;12
-24.0;28.0;-11.0;552.0;-152.0;83.0;540.0;152.0;0;0;28
3.0;-12.0;33.0;368.0;-573.0;-380.0;376.0;30.0;31;31;24
-65.0;307.0;213.0;459.0;60.0;362.0;782.0;451.0;6;6;-1
101.0;19.0;-235.0;322.0;-536.0;-48.0;667.0;144.0;-46;-46;21
22.0;9.0;-15.0;556.0;-144.0;83.0;506.0;144.0;7;7;30
28.0;-33.0;190.0;484.0;10.0;116.0;654.0;134.0;-14;-14;28
-2.0;-203.0;-3.0;536.0;-109.0;195.0;566.0;67.0;-28;-28;24
-13.0;-146.0;56.0;536.0;16.0;157.0;702.0;116.0;26;26;20
34.0;-42.0;-71.0;233.0;-311.0;19.0;218.0;88.0;-8;-8;20
30.0;-7.0;-39.0;325.0;-302.0;21.0;278.0;115.0;-5;-5;9
14.0;23.0;-65.0;532.0;-419.0;-114.0;184.0;77.0;3;3;3
44.0;109.0;125.0;305.0;-366.0;-85.0;202.0;85.0;-473;-473;144
-236.0;-135.0;181.0;332.0;-131.0;208.0;384.0;366.0;-48;-48;46
107.0;25.0;-522.0;344.0;-302.0;89.0;677.0;222.0;16;16;26
93.0;-249.0;41.0;574.0;-148.0;189.0;207.0;282.0;-69;-69;29
-45.0;-205.0;-235.0;446.0;-309.0;-169.0;206.0;102.0;14;14;19
13.0;-139.0;73.0;447.0;-379.0;259.0;456.0;306.0;2;2;5
-150.0;517.0;482.0;447.0;103.0;14.0;621.0;324.0;10;10;45
-446.0;26.0;-167.0;535.0;-245.0;57.0;580.0;135.0;-1;-1;28
14.0;-333.0;-117.0;447.0;-441.0;120.0;535.0;232.0;-15;-15;13
1.0;29.0;-15.0;552.0;-145.0;85.0;520.0;146.0;2;2;24
-1466.0;277.0;547.0;712.0;-77.0;195.0;550.0;422.0;64;64;11
-219.0;495.0;103.0;504.0;-312.0;-38.0;344.0;192.0;-13;-13;44
-548.0;-232.0;454.0;484.0;51.0;232.0;680.0;343.0;5;5;0
4.0;7.0;-227.0;297.0;-310.0;-67.0;154.0;201.0;24;24;56
10.0;8.0;-53.0;326.0;-313.0;17.0;274.0;148.0;29;29;10
-58.0;-315.0;25.0;329.0;-406.0;28.0;824.0;205.0;-11;-11;7
-27.0;-185.0;-88.0;324.0;-281.0;60.0;267.0;110.0;-18;-18;11
164.0;7.0;178.0;337.0;-353.0;-65.0;258.0;93.0;-56;-56;-103
8.0;-29.0;-63.0;232.0;-171.0;-10.0;294.0;25.0;0;0;112
22.0;66.0;-92.0;361.0;-743.0;-255.0;-5.0;43.0;-14;-14;24
-15.0;68.0;111.0;420.0;-230.0;-28.0;-112.0;191.0;12;12;26
-2.0;1.0;-63.0;373.0;-753.0;-122.0;-323.0;156.0;-4;-4;10
-28.0;-7.0;-32.0;305.0;-506.0;-2.0;93.0;164.0;-9;-9;12
-333.0;-310.0;265.0;448.0;-584.0;131.0;72.0;293.0;-19;-19;28
-86.0;3.0;26.0;312.0;-269.0;17.0;274.0;178.0;29;29;15
-197.0;-159.0;-93.0;344.0;-376.0;-28.0;207.0;135.0;-18;-18;37
-18.0;17.0;19.0;481.0;-98.0;164.0;608.0;30.0;3;3;20
-43.0;19.0;-126.0;452.0;89.0;60.0;668.0;251.0;2;2;31
-42.0;27.0;3.0;291.0;-294.0;7.0;303.0;121.0;12;12;17
-78.0;281.0;-53.0;386.0;-321.0;-84.0;345.0;51.0;633;633;382
203.0;68.0;-104.0;347.0;-84.0;101.0;500.0;166.0;2;2;-28
57.0;608.0;387.0;535.0;-373.0;53.0;275.0;259.0;76;76;74
-3.0;53.0;-96.0;322.0;-334.0;11.0;271.0;141.0;25;25;38
-9.0;94.0;31.0;533.0;-248.0;211.0;397.0;140.0;-22;-22;31
-53.0;-27.0;49.0;282.0;-21.0;-75.0;274.0;-316.0;1;1;36
-10.0;-16.0;110.0;412.0;-75.0;75.0;95.0;188.0;-27;-27;53
27.0;41.0;43.0;384.0;-324.0;-64.0;194.0;67.0;4;4;14
-13.0;19.0;121.0;303.0;-182.0;66.0;74.0;152.0;-29;-29;6
-13.0;37.0;-9.0;541.0;-143.0;189.0;538.0;67.0;-24;-24;19
-188.0;314.0;204.0;318.0;-243.0;64.0;294.0;233.0;-26;-26;11
98.0;141.0;106.0;304.0;-314.0;-4.0;268.0;173.0;7;7;5
-18.0;534.0;280.0;339.0;-279.0;77.0;300.0;284.0;250;250;-232
-17.0;55.0;-10.0;462.0;-68.0;225.0;528.0;179.0;-36;-36;11
51.0;531.0;284.0;445.0;-264.0;193.0;318.0;262.0;612;612;-60
-1.0;-149.0;17.0;542.0;-281.0;250.0;384.0;142.0;-15;-15;23
40.0;-103.0;-2.0;371.0;-562.0;-76.0;114.0;182.0;20;20;8
5.0;33.0;26.0;337.0;-195.0;94.0;564.0;125.0;-31;-31;9
55.0;44.0;157.0;420.0;-174.0;45.0;700.0;186.0;-13;-13;30
-54.0;2.0;9.0;314.0;-360.0;-44.0;268.0;242.0;22;22;-3
40.0;-254.0;-63.0;480.0;28.0;203.0;590.0;446.0;-57;-57;37
72.0;22.0;41.0;521.0;-146.0;260.0;540.0;195.0;23;23;20
-29.0;182.0;25.0;286.0;-356.0;-56.0;253.0;46.0;-779;-779;61
-3.0;226.0;-13.0;535.0;-198.0;232.0;552.0;163.0;10;10;27
-19.0;24.0;-130.0;397.0;-352.0;-84.0;125.0;31.0;-289;-289;171
-7.0;-45.0;-10.0;533.0;-154.0;199.0;573.0;56.0;11;11;14
-28.0;-23.0;-2.0;554.0;-166.0;81.0;536.0;143.0;14;14;28
12.0;-9.0;-11.0;293.0;-353.0;3.0;225.0;113.0;-4;-4;45
86.0;46.0;-30.0;391.0;-393.0;28.0;293.0;219.0;13;13;16
58.0;-48.0;-153.0;406.0;104.0;168.0;624.0;184.0;-13;-13;28
-169.0;39.0;-185.0;327.0;-577.0;290.0;379.0;311.0;44;44;-29
-14.0;-321.0;146.0;480.0;274.0;282.0;667.0;255.0;19;19;2
8.0;-14.0;-96.0;409.0;-434.0;132.0;643.0;279.0;-19;-19;2
-41.0;-84.0;18.0;350.0;105.0;108.0;721.0;206.0;-36;-36;14
71.0;-269.0;-329.0;463.0;-5.0;60.0;627.0;248.0;-37;-37;23
-50.0;180.0;58.0;350.0;153.0;119.0;637.0;211.0;23;23;-7
-5.0;-639.0;-72.0;445.0;-133.0;176.0;709.0;276.0;8;8;22
82.0;733.0;-11.0;476.0;-191.0;189.0;817.0;329.0;-14;-14;14
-13.0;-3.0;-8.0;552.0;-157.0;73.0;545.0;149.0;-20;-20;26
45.0;53.0;136.0;410.0;-343.0;80.0;437.0;290.0;12;12;5
30.0;216.0;-135.0;580.0;-338.0;1.0;671.0;152.0;8;8;3
148.0;100.0;113.0;381.0;-316.0;-63.0;255.0;89.0;143;143;-60
200.0;97.0;-104.0;476.0;-261.0;-82.0;553.0;-24.0;-11;-11;9
-86.0;146.0;290.0;343.0;-277.0;90.0;306.0;329.0;-34;-34;51
191.0;462.0;-208.0;422.0;-456.0;51.0;584.0;-155.0;-63;-63;33
-4.0;224.0;-57.0;462.0;-370.0;224.0;716.0;291.0;-8;-8;15
-34.0;35.0;-63.0;537.0;-320.0;208.0;401.0;193.0;22;22;18
-49.0;-64.0;98.0;515.0;37.0;125.0;661.0;124.0;-15;-15;26
210.0;76.0;154.0;411.0;201.0;207.0;662.0;345.0;45;45;46
-19.0;-19.0;-6.0;551.0;-149.0;74.0;551.0;144.0;-9;-9;29
66.0;-539.0;-49.0;438.0;-269.0;156.0;197.0;244.0;-75;-75;0
1489.0;-1001.0;-657.0;291.0;-411.0;-147.0;171.0;42.0;-172;-172;169
13.0;6.0;-27.0;543.0;-508.0;37.0;45.0;177.0;3;3;-5
1.0;-135.0;-8.0;496.0;-140.0;179.0;619.0;27.0;-3;-3;17
336.0;159.0;325.0;535.0;-236.0;67.0;449.0;331.0;-109;-109;-61
171.0;20.0;-82.0;346.0;-525.0;85.0;566.0;195.0;10;10;23
40.0;-122.0;-619.0;347.0;-417.0;-23.0;353.0;126.0;18;18;6
-46.0;-55.0;-21.0;629.0;-385.0;167.0;323.0;301.0;-22;-22;7
206.0;537.0;-555.0;418.0;-172.0;166.0;675.0;227.0;11;11;20
12.0;55.0;-27.0;381.0;-437.0;47.0;186.0;223.0;-27;-27;21
-10.0;-79.0;77.0;473.0;-287.0;-33.0;523.0;210.0;-24;-24;19
-71.0;38.0;-102.0;329.0;-253.0;31.0;280.0;133.0;-26;-26;12
-27.0;-86.0;-12.0;520.0;-132.0;219.0;569.0;60.0;-8;-8;18
-174.0;250.0;187.0;625.0;226.0;192.0;-15.0;327.0;55;55;31
17.0;272.0;51.0;476.0;-642.0;-78.0;586.0;226.0;-10;-10;12
21.0;8.0;-42.0;770.0;-108.0;203.0;579.0;488.0;21;21;-20
-434.0;288.0;1.0;308.0;-360.0;-38.0;286.0;40.0;3;3;12
-104.0;162.0;-245.0;502.0;-106.0;146.0;612.0;51.0;-21;-21;23
-209.0;173.0;271.0;539.0;-613.0;-141.0;408.0;422.0;-60;-60;0
47.0;-358.0;347.0;533.0;-70.0;117.0;709.0;278.0;4;4;10
6.0;-628.0;59.0;535.0;-349.0;200.0;546.0;140.0;13;13;28
-50.0;-2.0;-74.0;711.0;-172.0;212.0;529.0;146.0;-10;-10;23
-83.0;50.0;-30.0;338.0;-342.0;20.0;274.0;154.0;-8;-8;12
18.0;112.0;113.0;359.0;-420.0;4.0;281.0;247.0;715;715;-1067
-443.0;72.0;849.0;513.0;-124.0;196.0;743.0;405.0;17;17;14
92.0;-1543.0;-559.0;329.0;-279.0;-31.0;514.0;240.0;-8;-8;7
-17.0;-1.0;-24.0;460.0;-78.0;144.0;620.0;43.0;12;12;16
-375.0;117.0;124.0;755.0;-82.0;273.0;555.0;578.0;25;25;-10
-205.0;222.0;115.0;308.0;-337.0;44.0;281.0;134.0;1027;1027;183
55.0;-352.0;323.0;485.0;208.0;119.0;624.0;278.0;35;35;9
635.0;91.0;86.0;203.0;-600.0;-65.0;305.0;265.0;401;401;-313
