InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RUA_ accX;Accelerometer RWR accZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
180;-350;250.0;?;200.0;-350
-139;-475;140.0;?;-1084.0;-475
163;2812;134.0;?;-910.0;2812
?;1269;139.0;?;-777.0;1269
?;2226;51.0;?;-702.0;2226
45;-1672;-18.0;?;-514.0;-1672
-226;-4711;131.0;564.0;-304.0;?
-163;1037;303.0;541.0;-52.0;1037
-164;501;138.0;415.0;334.0;501
-182;-309;154.0;435.0;613.0;-309
-160;393;100.0;468.0;281.0;393
-178;-490;-15.0;489.0;36.0;-490
-168;127;6.0;541.0;125.0;127
-172;-33;169.0;573.0;?;-33
-173;-80;304.0;639.0;?;-80
-171;98;338.0;665.0;?;98
-172;91;387.0;696.0;?;91
-171;132;355.0;762.0;?;132
-171;54;279.0;806.0;?;54
-170;-268;269.0;772.0;?;-268
-169;-532;240.0;806.0;?;-532
-170;-709;238.0;827.0;?;-709
-168;-1212;204.0;669.0;?;-1212
-170;-839;149.0;652.0;?;-839
-157;134;247.0;598.0;?;134
-109;842;205.0;538.0;-222.0;842
-67;1708;203.0;435.0;-123.0;1708
-64;1532;137.0;416.0;-180.0;1532
-87;605;91.0;403.0;-569.0;605
-102;279;36.0;403.0;-1041.0;279
-125;195;25.0;350.0;-1669.0;195
-137;241;78.0;321.0;-1869.0;241
-145;324;98.0;343.0;-1550.0;324
-177;30;125.0;412.0;-915.0;30
-137;-517;124.0;475.0;-546.0;-517
-211;-764;127.0;509.0;-559.0;-764
-124;-210;140.0;497.0;-681.0;-210
172;561;169.0;594.0;-618.0;561
183;551;140.0;644.0;-387.0;551
201;425;81.0;540.0;-140.0;425
31;530;128.0;593.0;-1.0;530
-220;229;222.0;556.0;158.0;229
-156;-23;102.0;438.0;417.0;-23
-165;106;85.0;386.0;619.0;106
-180;0;79.0;398.0;482.0;0
-160;-203;-64.0;424.0;147.0;-203
-177;-121;-51.0;473.0;154.0;-121
-167;1;100.0;510.0;-12.0;1
-171;-43;208.0;531.0;193.0;-43
-171;-77;290.0;529.0;1302.0;-77
-169;-4;318.0;545.0;1693.0;-4
-171;-31;273.0;666.0;1573.0;-31
-169;-30;249.0;744.0;1149.0;-30
-169;-209;236.0;767.0;881.0;-209
-168;-426;273.0;732.0;698.0;-426
-169;-797;314.0;835.0;446.0;-797
-170;-1719;281.0;760.0;279.0;-1719
-166;-1598;156.0;766.0;?;-1598
-165;-268;243.0;682.0;?;-268
-128;1083;221.0;542.0;?;1083
-67;1857;204.0;473.0;?;1857
-60;1550;117.0;457.0;?;1550
-86;949;29.0;449.0;?;949
-94;567;-9.0;402.0;?;567
-120;-35;55.0;377.0;?;-35
-139;-382;68.0;339.0;?;-382
-154;-346;99.0;314.0;?;-346
-162;-408;125.0;328.0;?;-408
-154;-774;138.0;415.0;-579.0;-774
-203;-1378;137.0;551.0;-579.0;-1378
-74;21;126.0;542.0;-597.0;21
230;2099;165.0;573.0;-516.0;2099
174;2245;212.0;610.0;-342.0;2245
-136;1000;167.0;398.0;-86.0;1000
-190;-967;99.0;366.0;169.0;-967
-148;-598;202.0;611.0;150.0;-598
-170;626;132.0;581.0;124.0;626
-158;92;29.0;417.0;220.0;92
-162;-43;131.0;435.0;127.0;-43
-164;-92;25.0;434.0;19.0;-92
-160;-182;-40.0;484.0;619.0;-182
-165;-47;55.0;490.0;970.0;-47
-168;-1081;?;794.0;321.0;-1081
-157;-995;?;735.0;254.0;-995
-154;-706;?;751.0;302.0;-706
-163;-822;?;678.0;241.0;-822
-61;663;?;547.0;?;663
-3;1600;?;462.0;?;1600
-33;1073;?;417.0;?;1073
-36;911;?;436.0;?;911
-51;582;?;468.0;?;582
-81;432;?;467.0;?;432
-128;421;?;454.0;?;421
-128;68;?;424.0;-1163.0;68
-173;-41;?;456.0;-474.0;-41
-150;-969;?;562.0;-265.0;-969
-160;-815;?;602.0;-373.0;-815
-220;1515;160.0;613.0;-495.0;1515
97;1138;205.0;632.0;-595.0;1138
62;20;242.0;519.0;-558.0;20
-235;-153;153.0;255.0;-306.0;-153
-150;-954;23.0;383.0;-91.0;-954
-161;-411;6.0;456.0;-142.0;-411
-177;239;-119.0;322.0;-261.0;239
-149;137;-97.0;264.0;-338.0;137
-173;-3;-8.0;342.0;-349.0;-3
-159;-178;-140.0;387.0;-49.0;-178
-165;-62;-19.0;395.0;848.0;-62
-165;39;128.0;?;870.0;39
-163;-26;211.0;?;826.0;-26
-165;-56;213.0;?;1210.0;-56
-164;69;227.0;?;1216.0;69
-163;-20;254.0;?;878.0;-20
-164;-1;266.0;?;555.0;-1
-164;-217;324.0;?;425.0;-217
-162;-881;411.0;739.0;486.0;-881
-165;-872;410.0;760.0;349.0;-872
-162;-1653;269.0;735.0;94.0;-1653
-165;-1464;133.0;729.0;-483.0;-1464
-126;-1;125.0;666.0;-1536.0;-1
-37;-354;198.0;578.0;-1711.0;-354
-16;382;234.0;511.0;-917.0;382
-30;1625;163.0;478.0;-189.0;1625
-39;1382;92.0;411.0;-137.0;1382
-61;1063;111.0;377.0;-342.0;1063
-96;800;136.0;374.0;-688.0;800
-126;511;116.0;369.0;-604.0;511
-129;148;114.0;376.0;-447.0;148
-177;297;99.0;389.0;-494.0;297
-129;-525;117.0;465.0;-627.0;-525
-199;-960;118.0;508.0;-769.0;-960
-170;67;104.0;478.0;-791.0;67
157;1087;98.0;534.0;-685.0;1087
-35;1437;124.0;625.0;-389.0;1437
-247;-2249;36.0;519.0;30.0;-2249
-135;-3327;91.0;511.0;395.0;-3327
-181;23;301.0;470.0;516.0;23
-167;233;131.0;358.0;567.0;233
-158;18;35.0;367.0;669.0;18
-175;132;28.0;393.0;449.0;132
-161;-245;-118.0;449.0;-57.0;-245
-170;-52;-62.0;467.0;-69.0;-52
-167;-121;101.0;479.0;-209.0;-121
-167;-88;211.0;473.0;71.0;-88
-167;-68;253.0;553.0;1130.0;-68
-168;-26;267.0;647.0;1511.0;-26
-166;93;261.0;743.0;1179.0;93
-168;21;245.0;766.0;741.0;21
-166;-170;248.0;711.0;532.0;-170
-166;-374;311.0;711.0;415.0;-374
-170;-744;380.0;849.0;441.0;-744
-161;-1410;302.0;803.0;264.0;-1410
-180;-1916;185.0;793.0;-202.0;-1916
-137;-914;249.0;726.0;-936.0;-914
-33;-221;286.0;607.0;-1098.0;-221
-16;-296;322.0;501.0;-464.0;-296
-26;1435;198.0;441.0;339.0;1435
-30;2166;99.0;382.0;222.0;2166
-56;1191;19.0;363.0;-388.0;1191
-80;783;50.0;425.0;-1249.0;783
-124;457;34.0;411.0;-1636.0;457
-139;417;49.0;374.0;-1450.0;417
-137;508;101.0;380.0;-1206.0;508
-47;1465;150.0;409.0;6.0;1465
-66;925;85.0;394.0;-417.0;925
-73;536;73.0;398.0;-1184.0;536
-87;699;121.0;393.0;-1904.0;699
-129;608;73.0;377.0;-2048.0;608
-141;672;125.0;389.0;-1885.0;672
-150;615;122.0;422.0;-1515.0;615
-164;-449;126.0;492.0;-1228.0;-449
-169;-89;93.0;465.0;-1019.0;-89
-174;-351;66.0;493.0;-915.0;-351
-173;81;74.0;601.0;-748.0;81
-173;185;10.0;532.0;-520.0;185
-173;-4272;-28.0;426.0;-271.0;-4272
-173;-2656;152.0;489.0;-22.0;-2656
-172;836;263.0;577.0;141.0;836
-170;-294;105.0;502.0;450.0;-294
-171;217;125.0;412.0;623.0;217
-172;45;194.0;456.0;394.0;45
-172;-267;103.0;537.0;240.0;-267
-172;71;8.0;576.0;500.0;71
-172;-100;110.0;534.0;93.0;-100
-172;11;222.0;581.0;-432.0;11
-172;-36;273.0;563.0;98.0;-36
-172;-33;291.0;559.0;?;-33
-172;-34;265.0;632.0;?;-34
-173;-82;215.0;718.0;?;-82
-170;-38;190.0;753.0;?;-38
-173;-201;231.0;680.0;?;-201
-171;-434;281.0;769.0;?;-434
-169;-451;339.0;840.0;?;-451
-178;-1108;228.0;635.0;?;-1108
-161;-1938;206.0;652.0;?;-1938
-191;-1191;227.0;622.0;?;-1191
-150;-716;188.0;544.0;?;-716
1;-328;222.0;493.0;-301.0;-328
-4;1671;149.0;445.0;-64.0;1671
-59;1894;74.0;437.0;-446.0;1894
-67;957;9.0;436.0;-925.0;957
-114;1000;7.0;446.0;-1789.0;1000
-134;967;33.0;434.0;-2098.0;967
-142;1064;70.0;383.0;-1794.0;1064
-161;1080;109.0;356.0;-1272.0;1080
-150;586;118.0;429.0;-790.0;586
-192;-578;115.0;500.0;-518.0;-578
-148;-995;103.0;498.0;-438.0;-995
-199;-373;101.0;504.0;-386.0;-373
-192;719;183.0;553.0;-282.0;?
146;1334;124.0;543.0;-147.0;?
-4;-449;85.0;517.0;-8.0;?
-246;-744;123.0;604.0;84.0;?
-143;636;174.0;549.0;225.0;?
-183;273;139.0;482.0;700.0;?
-180;41;303.0;537.0;1191.0;41
-166;33;259.0;556.0;1406.0;33
-184;-89;113.0;?;1317.0;-89
-170;10;133.0;?;906.0;10
-178;-76;251.0;?;-95.0;-76
-175;-77;327.0;?;36.0;-77
-175;-58;328.0;?;1102.0;-58
-175;-97;385.0;?;1363.0;-97
-178;-41;296.0;?;?;-41
-172;-81;221.0;767.0;?;-81
-180;-130;270.0;796.0;?;-130
-174;-281;273.0;728.0;?;-281
-170;-649;365.0;812.0;?;-649
-191;-840;369.0;890.0;?;-840
-147;-1373;309.0;835.0;?;-1373
-223;-1882;284.0;749.0;-4.0;-1882
-108;-1171;396.0;666.0;-207.0;-1171
178;-714;399.0;519.0;-305.0;-714
64;-641;261.0;447.0;-173.0;-641
-23;862;201.0;409.0;-294.0;862
-21;1780;80.0;417.0;-1060.0;1780
-131;1603;-24.0;378.0;-1851.0;1603
-132;1669;3.0;398.0;-2670.0;1669
-149;1651;42.0;416.0;-3163.0;1651
-165;1789;88.0;406.0;-3217.0;1789
-142;1450;124.0;413.0;-2813.0;1450
-214;722;144.0;458.0;-2259.0;722
-73;-138;155.0;445.0;-1663.0;-138
211;405;154.0;459.0;-1113.0;405
176;1202;145.0;533.0;-759.0;1202
-129;1140;247.0;531.0;-1031.0;1140
-143;1070;197.0;501.0;-893.0;1070
-146;965;198.0;515.0;-866.0;965
-155;1038;204.0;491.0;-828.0;1038
-174;1220;224.0;496.0;-648.0;1220
-146;1418;225.0;516.0;-528.0;1418
-211;1571;215.0;511.0;-614.0;1571
-97;1803;218.0;518.0;-800.0;1803
192;1804;190.0;612.0;-1040.0;1804
181;2246;200.0;627.0;-1313.0;2246
149;3471;173.0;705.0;-1631.0;3471
193;2954;193.0;558.0;-1726.0;2954
151;1877;158.0;461.0;-1801.0;1877
196;1075;219.0;601.0;-1793.0;1075
161;-14;161.0;552.0;-1611.0;-14
-139;77;-40.0;405.0;-1437.0;77
-251;104;99.0;326.0;-1356.0;104
43;-274;203.0;339.0;-1640.0;-274
212;-180;57.0;450.0;-1751.0;-180
169;-114;29.0;450.0;-1641.0;-114
180;-91;169.0;427.0;-2353.0;-91
182;-47;245.0;418.0;-2739.0;-47
174;-43;278.0;471.0;-1678.0;-43
182;-25;206.0;540.0;-668.0;-25
176;-51;233.0;488.0;-520.0;-51
179;-1;82.0;512.0;-1014.0;-1
178;-25;77.0;519.0;-1543.0;-25
179;-55;132.0;568.0;-1823.0;-55
175;66;99.0;609.0;-1877.0;66
184;-185;79.0;538.0;-1811.0;-185
171;183;97.0;444.0;-1868.0;183
184;-239;67.0;417.0;-1844.0;-239
178;-28;79.0;436.0;-1861.0;-28
166;4722;34.0;434.0;-1803.0;4722
224;8158;4.0;415.0;-1781.0;8158
5;7401;58.0;450.0;-1751.0;7401
-222;5942;118.0;533.0;-1547.0;5942
-165;3708;158.0;622.0;-1342.0;3708
-172;1678;200.0;642.0;-1078.0;1678
-177;1848;278.0;631.0;-591.0;1848
-157;2448;339.0;587.0;3.0;2448
-170;2583;297.0;566.0;419.0;2583
-161;2273;209.0;631.0;429.0;2273
-166;1616;153.0;701.0;-18.0;1616
-168;1089;111.0;714.0;-833.0;1089
-169;246;106.0;575.0;-1615.0;246
-170;-32;185.0;562.0;-2128.0;-32
-169;42;231.0;587.0;-2050.0;42
-169;-40;190.0;586.0;-1386.0;-40
-169;94;185.0;528.0;-809.0;94
-169;124;182.0;504.0;-713.0;124
-169;159;168.0;510.0;-895.0;159
-169;182;126.0;515.0;-1044.0;182
-169;434;85.0;546.0;-1292.0;434
-168;743;104.0;532.0;-1333.0;743
-167;1335;150.0;458.0;-1072.0;1335
-165;2183;180.0;446.0;-716.0;2183
-162;1894;169.0;418.0;-329.0;1894
-160;1069;122.0;469.0;-223.0;1069
-160;308;109.0;506.0;-386.0;308
-159;-285;105.0;558.0;-605.0;-285
-159;-441;143.0;600.0;-597.0;-441
-158;-125;185.0;617.0;-265.0;-125
-157;510;276.0;656.0;181.0;510
-157;367;325.0;721.0;487.0;367
-157;967;362.0;710.0;633.0;967
-154;1182;356.0;794.0;573.0;1182
-155;-368;364.0;858.0;367.0;-368
-159;-650;364.0;885.0;123.0;-650
-160;-359;366.0;841.0;-71.0;-359
-161;-381;409.0;834.0;-106.0;-381
-162;-144;407.0;815.0;-203.0;-144
-162;-26;394.0;870.0;-199.0;-26
-162;19;398.0;874.0;-196.0;19
-163;-101;401.0;784.0;-299.0;-101
-163;-123;432.0;755.0;-294.0;-123
-163;-73;413.0;718.0;-271.0;-73
-163;-90;333.0;781.0;-357.0;-90
-163;-83;262.0;808.0;-623.0;-83
-163;-83;255.0;871.0;-899.0;-83
-164;-60;319.0;832.0;-1075.0;-60
-164;-45;396.0;834.0;-923.0;-45
-164;-63;526.0;779.0;-656.0;-63
-164;-35;565.0;813.0;-224.0;-35
-164;0;568.0;847.0;267.0;0
-165;-1;649.0;862.0;301.0;-1
-164;31;687.0;865.0;-83.0;31
-164;48;751.0;906.0;-485.0;48
-164;24;770.0;876.0;-600.0;24
-165;-11;790.0;882.0;-439.0;-11
-165;2;789.0;825.0;-297.0;2
-165;0;776.0;818.0;-363.0;0
-165;6;774.0;845.0;?;6
-164;35;784.0;900.0;?;35
-165;-202;815.0;1004.0;?;-202
-164;-227;854.0;968.0;?;-227
-165;-344;905.0;864.0;?;-344
-166;-1395;965.0;946.0;?;-1395
-165;-1762;846.0;668.0;?;-1762
-167;-756;602.0;1162.0;?;-756
-168;-604;599.0;1507.0;?;-604
-168;-228;654.0;1256.0;1393.0;-228
-166;1449;678.0;1045.0;1930.0;1449
-152;2995;890.0;945.0;1995.0;2995
-145;3506;1244.0;907.0;648.0;3506
-145;2137;1223.0;910.0;152.0;2137
-142;2036;970.0;911.0;1064.0;2036
-145;1281;849.0;962.0;672.0;1281
-155;-806;821.0;931.0;734.0;-806
-161;101;832.0;987.0;645.0;101
-161;-104;882.0;948.0;434.0;-104
-159;-1185;881.0;946.0;324.0;-1185
-159;?;898.0;920.0;320.0;-884
-158;?;918.0;906.0;366.0;-1186
-155;?;916.0;885.0;360.0;-1847
-155;-1940;957.0;954.0;509.0;-1940
-154;-870;920.0;929.0;382.0;-870
-153;-274;916.0;910.0;318.0;-274
-154;-74;891.0;957.0;208.0;-74
-154;425;924.0;886.0;209.0;425
-154;329;921.0;966.0;223.0;329
-155;131;?;1024.0;194.0;131
-156;122;?;1125.0;83.0;122
-157;569;?;1117.0;-74.0;569
-158;1317;?;1182.0;6.0;1317
-158;1586;?;1086.0;-192.0;1586
-159;2133;?;954.0;-292.0;2133
-158;2777;?;1389.0;-600.0;2777
-158;2172;?;1069.0;-755.0;2172
-158;1134;?;832.0;-1028.0;1134
-159;-261;777.0;865.0;-1304.0;-261
-162;-1007;1069.0;570.0;-1420.0;-1007
-164;-276;1034.0;677.0;-1350.0;-276
-164;-182;1042.0;750.0;-1689.0;-182
-164;-122;1042.0;1064.0;-3268.0;-122
-164;133;920.0;868.0;-3486.0;133
-164;-83;892.0;738.0;-2329.0;-83
-164;-36;920.0;144.0;-3371.0;-36
-165;-7;925.0;503.0;-3214.0;-7
-164;-28;867.0;1342.0;-2603.0;?
-165;22;982.0;662.0;-1470.0;?
-165;-5;473.0;462.0;-1889.0;?
-169;11;832.0;1060.0;1923.0;?
-168;53;779.0;1402.0;4039.0;?
-168;65;1135.0;?;3979.0;?
-167;26;995.0;?;2419.0;?
-166;17;1184.0;?;4012.0;?
-165;-4;1207.0;?;3992.0;-4
-164;-8;993.0;?;3624.0;-8
-164;-2;1163.0;?;3706.0;-2
-163;41;986.0;?;2941.0;41
-162;186;1129.0;?;2530.0;186
-162;211;1019.0;?;2147.0;211
-161;285;1250.0;?;2528.0;285
-160;443;1146.0;934.0;1742.0;443
-160;433;1207.0;853.0;812.0;433
-159;408;1032.0;817.0;1132.0;408
-157;320;1159.0;882.0;293.0;320
-156;214;1001.0;836.0;298.0;214
-155;209;1020.0;839.0;108.0;209
-154;218;974.0;810.0;-188.0;218
-154;217;959.0;631.0;-162.0;217
-154;301;859.0;?;-326.0;301
-156;582;886.0;?;-141.0;582
-157;744;930.0;?;-177.0;744
-158;702;830.0;?;-470.0;702
-160;406;928.0;?;-375.0;406
-159;574;1040.0;?;-1114.0;574
-160;1378;742.0;?;-1333.0;1378
-160;1447;980.0;?;-1588.0;1447
-160;1831;992.0;911.0;-2863.0;1831
-161;2447;908.0;1225.0;-3483.0;2447
-160;2069;910.0;1182.0;-2673.0;2069
-160;1756;783.0;860.0;-2503.0;1756
-160;1921;1322.0;891.0;-935.0;1921
-159;2588;527.0;823.0;-357.0;2588
-158;3058;320.0;549.0;377.0;3058
-157;3693;261.0;518.0;-304.0;3693
-156;4485;54.0;447.0;-3409.0;4485
-156;5019;-37.0;550.0;-6133.0;5019
-154;5150;53.0;573.0;-6622.0;5150
-155;2871;30.0;520.0;-5668.0;2871
-155;748;50.0;533.0;-4102.0;748
-158;-124;77.0;492.0;-2181.0;-124
-168;-1127;170.0;545.0;-1822.0;-1127
-171;-764;136.0;517.0;-1634.0;-764
-172;-314;143.0;440.0;-1672.0;-314
-174;-513;236.0;368.0;-1892.0;-513
-174;?;201.0;293.0;-1644.0;-407
-175;?;158.0;361.0;-976.0;-211
-175;?;109.0;474.0;-609.0;-48
-175;?;116.0;538.0;-936.0;-27
-175;-60;193.0;520.0;-1614.0;-60
-175;-66;220.0;529.0;-1871.0;-66
-176;-60;222.0;504.0;-1718.0;-60
-177;-49;218.0;467.0;-1465.0;-49
-177;-31;150.0;483.0;-1211.0;-31
-176;17;105.0;490.0;-1181.0;17
-179;114;115.0;524.0;-1117.0;114
-174;159;139.0;565.0;-1098.0;159
-182;137;209.0;640.0;-1156.0;137
-173;175;242.0;670.0;-1090.0;175
-177;133;264.0;677.0;-878.0;133
-185;1;292.0;747.0;-515.0;1
-157;37;292.0;779.0;-332.0;37
-221;-253;284.0;674.0;-335.0;-253
-77;-1048;221.0;475.0;-414.0;-1048
204;-1753;166.0;447.0;-536.0;-1753
178;-1688;49.0;487.0;-641.0;-1688
131;-1815;-121.0;602.0;-736.0;-1815
158;-2701;-28.0;574.0;-555.0;-2701
83;-1327;124.0;505.0;-221.0;-1327
93;816;252.0;446.0;81.0;816
84;244;265.0;462.0;225.0;244
88;345;188.0;515.0;64.0;345
193;2557;169.0;517.0;-284.0;2557
-38;3146;137.0;480.0;-615.0;3146
-225;2177;145.0;468.0;-731.0;2177
-147;1548;148.0;463.0;-747.0;1548
-177;1115;207.0;514.0;-792.0;1115
-175;-407;214.0;541.0;-603.0;-407
-167;-1693;209.0;531.0;-479.0;-1693
-179;-800;247.0;511.0;-274.0;-800
-171;-1648;293.0;631.0;84.0;-1648
-180;-29;290.0;692.0;344.0;-29
-174;71;187.0;692.0;487.0;71
-173;-4816;278.0;668.0;479.0;-4816
-176;-1813;403.0;634.0;472.0;-1813
-177;1096;393.0;520.0;668.0;1096
-175;-122;252.0;389.0;1048.0;-122
-173;616;120.0;414.0;1384.0;616
-173;50;14.0;522.0;1381.0;50
-173;30;-3.0;608.0;1230.0;30
-173;134;68.0;584.0;757.0;134
-173;-167;192.0;542.0;255.0;-167
-173;-4;299.0;526.0;384.0;-4
-173;-85;327.0;540.0;1207.0;-85
-173;-90;306.0;579.0;1960.0;-90
-173;12;318.0;560.0;2007.0;12
-173;67;346.0;634.0;1330.0;67
-173;-40;341.0;703.0;902.0;-40
-173;-119;299.0;755.0;846.0;-119
-173;-254;311.0;813.0;699.0;-254
-173;-446;365.0;854.0;568.0;-446
-173;-529;293.0;654.0;405.0;-529
-173;-598;200.0;541.0;403.0;-598
-173;-294;262.0;613.0;486.0;-294
-163;464;193.0;609.0;311.0;464
-143;1423;97.0;543.0;283.0;1423
-126;1572;155.0;483.0;431.0;1572
-119;541;135.0;445.0;251.0;541
-121;140;111.0;449.0;-44.0;140
-127;204;81.0;455.0;-134.0;204
-134;52;123.0;421.0;-492.0;52
-141;160;113.0;415.0;-748.0;160
-146;-84;156.0;437.0;-666.0;-84
-152;-589;174.0;428.0;-469.0;-589
-159;-881;212.0;432.0;-271.0;-881
-160;-1335;257.0;532.0;72.0;-1335
-161;-771;269.0;579.0;242.0;-771
-165;-164;?;641.0;153.0;-164
-168;222;?;753.0;-10.0;?
-172;2122;?;773.0;-55.0;?
-169;1957;?;608.0;-26.0;?
-163;16;?;454.0;20.0;?
-160;87;?;508.0;-36.0;?
-159;698;?;416.0;-100.0;698
-159;413;?;447.0;-21.0;413
-159;120;?;504.0;-114.0;120
-159;139;?;594.0;-366.0;139
-159;37;?;625.0;-61.0;37
-159;-80;?;563.0;507.0;-80
-160;-83;?;519.0;527.0;-83
-160;-93;?;587.0;1061.0;-93
-160;-70;419.0;654.0;1927.0;-70
-160;-22;346.0;681.0;1967.0;-22
-160;-11;307.0;695.0;1289.0;-11
-160;15;307.0;696.0;344.0;15
-160;-50;390.0;755.0;-118.0;-50
-160;-61;436.0;784.0;-79.0;-61
-160;23;452.0;873.0;92.0;23
-160;-252;523.0;1012.0;187.0;-252
-160;-294;534.0;943.0;172.0;-294
-160;-439;567.0;800.0;131.0;-439
-160;-829;613.0;687.0;57.0;-829
-157;-794;440.0;541.0;-36.0;-794
-157;-910;226.0;597.0;-8.0;-910
-155;-73;96.0;562.0;-71.0;-73
-151;1468;-32.0;539.0;-333.0;1468
-150;1832;200.0;456.0;-567.0;1832
-150;2176;316.0;508.0;-255.0;2176
-150;2251;364.0;484.0;243.0;2251
-154;505;305.0;512.0;924.0;505
-171;-1047;235.0;375.0;1085.0;-1047
-161;-1217;147.0;716.0;690.0;-1217
-180;-184;230.0;266.0;421.0;-184
-177;1631;193.0;377.0;820.0;1631
-162;1836;291.0;707.0;1773.0;1836
-221;1127;401.0;614.0;2989.0;1127
-14;1061;392.0;822.0;3938.0;1061
228;420;26.0;748.0;4514.0;420
164;-408;295.0;702.0;3469.0;-408
175;-313;245.0;853.0;1376.0;-313
197;-253;330.0;738.0;-85.0;-253
148;-364;402.0;748.0;-942.0;-364
229;-201;484.0;455.0;-187.0;-201
85;-314;558.0;572.0;?;-314
-197;-563;465.0;592.0;?;-563
-184;-626;310.0;635.0;?;-626
-164;-653;286.0;621.0;?;-653
-190;-607;245.0;830.0;?;-607
-168;-694;201.0;725.0;?;-694
-183;-575;227.0;867.0;?;-575
-176;-680;367.0;860.0;?;-680
?;-696;457.0;777.0;?;-696
?;398;501.0;779.0;?;398
?;471;556.0;784.0;?;471
?;-71;547.0;672.0;?;-71
?;69;530.0;619.0;?;69
?;-33;554.0;622.0;-1178.0;-33
?;-35;496.0;655.0;-1166.0;-35
-178;5;371.0;769.0;-1322.0;5
-178;-15;377.0;793.0;-1208.0;-15
-178;13;411.0;759.0;-914.0;13
-179;-34;388.0;652.0;-404.0;-34
-179;-54;422.0;619.0;140.0;-54
-179;-72;413.0;747.0;62.0;-72
-179;-46;396.0;753.0;-205.0;-46
-179;-24;441.0;692.0;-174.0;-24
-179;-38;214.0;736.0;-285.0;-38
-179;-28;301.0;709.0;-34.0;-28
-180;-22;408.0;702.0;45.0;-22
-180;-25;420.0;702.0;-82.0;?
-179;1;405.0;704.0;37.0;?
-182;7;345.0;692.0;-50.0;?
?;-4;347.0;692.0;151.0;?
?;-1;359.0;663.0;12.0;-1
?;-1;363.0;705.0;-147.0;-1
?;-1;367.0;702.0;-57.0;-1
?;-4;370.0;716.0;40.0;-4
-156;11;359.0;723.0;36.0;11
-213;36;362.0;698.0;31.0;36
-134;25;340.0;667.0;-49.0;25
173;-1;372.0;679.0;-28.0;-1
201;-19;380.0;705.0;-9.0;-19
160;-21;349.0;672.0;?;-21
194;9;339.0;650.0;?;9
172;33;337.0;673.0;?;33
182;15;318.0;683.0;?;15
181;-1;320.0;705.0;?;-1
178;-16;306.0;700.0;?;-16
182;-31;335.0;704.0;?;-31
179;-2;344.0;625.0;?;-2
180;1;345.0;780.0;?;1
180;-34;344.0;670.0;?;-34
180;-33;371.0;637.0;-1.0;-33
180;-24;363.0;729.0;-46.0;-24
180;-17;369.0;736.0;29.0;-17
180;-40;315.0;801.0;-45.0;-40
180;-65;303.0;807.0;-136.0;-65
180;-40;365.0;797.0;-185.0;-40
180;-23;407.0;731.0;-133.0;-23
180;-14;437.0;732.0;269.0;-14
179;-14;445.0;680.0;57.0;-14
182;-28;434.0;752.0;-22.0;-28
178;-13;411.0;671.0;2.0;-13
181;20;423.0;744.0;?;20
182;13;367.0;684.0;?;13
172;-24;454.0;755.0;?;-24
194;-32;537.0;785.0;?;-32
160;-18;380.0;625.0;?;-18
203;-41;388.0;693.0;?;-41
168;-29;422.0;611.0;?;-29
-137;52;464.0;871.0;?;52
-211;55;378.0;852.0;?;55
-154;21;487.0;800.0;?;21
-188;8;515.0;861.0;?;8
-168;67;600.0;821.0;610.0;67
?;48;596.0;785.0;165.0;48
?;48;519.0;803.0;-129.0;48
?;422;518.0;819.0;-265.0;422
?;666;521.0;809.0;-651.0;666
?;948;592.0;860.0;-461.0;948
?;1101;560.0;846.0;-57.0;1101
?;50;684.0;239.0;41.0;50
?;-1815;614.0;618.0;118.0;-1815
?;-2598;725.0;656.0;153.0;-2598
?;-934;124.0;847.0;-36.0;-934
?;966;-100.0;939.0;-412.0;966
?;1335;217.0;979.0;-655.0;1335
?;1092;397.0;893.0;-919.0;1092
?;383;598.0;796.0;873.0;383
?;-84;669.0;666.0;221.0;-84
-163;-105;679.0;622.0;230.0;-105
-163;-51;546.0;486.0;-202.0;-51
-163;67;410.0;460.0;-458.0;67
-163;25;302.0;599.0;-657.0;25
-163;-28;304.0;661.0;-961.0;-28
-163;-36;278.0;750.0;-1036.0;-36
-163;25;282.0;826.0;-1014.0;25
-163;67;299.0;1028.0;-1031.0;67
-163;-21;306.0;1153.0;-980.0;-21
-163;-54;303.0;1252.0;-776.0;-54
-163;-22;366.0;1205.0;-589.0;-22
-163;2;492.0;1149.0;-492.0;2
-163;-10;610.0;1178.0;-85.0;-10
-163;13;735.0;1142.0;634.0;13
-163;38;761.0;980.0;1035.0;38
-163;-7;820.0;800.0;1062.0;-7
-163;-16;871.0;825.0;1199.0;-16
-163;-54;896.0;747.0;1567.0;-54
-163;-62;776.0;637.0;2197.0;-62
-163;3;716.0;651.0;2128.0;3
-163;8;682.0;759.0;1149.0;8
-163;7;701.0;843.0;210.0;7
-163;3;663.0;877.0;91.0;3
-163;-29;672.0;925.0;418.0;-29
-163;19;749.0;873.0;599.0;19
-163;30;793.0;940.0;1170.0;30
-163;-22;822.0;1003.0;2046.0;-22
-163;-12;887.0;924.0;2392.0;-12
-163;-35;828.0;988.0;2117.0;-35
-163;-25;852.0;1014.0;1570.0;-25
-163;0;883.0;1015.0;617.0;0
-163;-24;855.0;1036.0;-484.0;-24
