InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit RLA magneticZ;Accelerometer HIP accZ;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RLA accY
272.0;-3.0;?;-404.0;-574.0;-42;-383.0;329.0;754.0;687.0
290.0;21.0;-142.0;-563.0;-553.0;-42;-352.0;167.0;735.0;682.0
311.0;43.0;-154.0;-598.0;-531.0;-41;-324.0;260.0;720.0;438.0
325.0;66.0;-161.0;-572.0;-510.0;-41;-299.0;371.0;706.0;481.0
332.0;89.0;-150.0;-677.0;?;-42;-267.0;405.0;690.0;620.0
339.0;114.0;-154.0;-635.0;?;-42;-241.0;435.0;677.0;654.0
347.0;140.0;-146.0;-626.0;?;-41;-218.0;433.0;666.0;709.0
354.0;167.0;-147.0;-579.0;?;?;-192.0;532.0;656.0;?
364.0;202.0;-146.0;-767.0;-420.0;-42;-173.0;546.0;646.0;709.0
379.0;256.0;-151.0;-1060.0;-408.0;?;-155.0;?;643.0;763.0
388.0;320.0;-165.0;-831.0;-397.0;-42;-134.0;713.0;636.0;735.0
406.0;?;-149.0;-943.0;-387.0;-42;-118.0;772.0;631.0;823.0
423.0;458.0;-148.0;-750.0;-383.0;-42;-107.0;734.0;630.0;912.0
437.0;?;-209.0;-703.0;-380.0;-42;-92.0;771.0;626.0;914.0
455.0;549.0;-177.0;-863.0;-382.0;-42;-78.0;764.0;623.0;1003.0
474.0;595.0;-163.0;-655.0;-385.0;-42;-60.0;726.0;626.0;895.0
490.0;635.0;-132.0;-779.0;-389.0;-42;-46.0;814.0;625.0;781.0
506.0;670.0;-217.0;-1187.0;-397.0;-41;-44.0;699.0;626.0;866.0
523.0;699.0;-228.0;?;-407.0;-41;-57.0;818.0;629.0;731.0
530.0;713.0;-200.0;-834.0;?;-41;-81.0;807.0;625.0;801.0
532.0;705.0;-190.0;-646.0;-442.0;-41;-110.0;799.0;621.0;788.0
531.0;684.0;-198.0;-723.0;-464.0;-41;?;768.0;624.0;880.0
519.0;672.0;-233.0;-745.0;-477.0;-41;-151.0;705.0;617.0;852.0
504.0;669.0;-198.0;-638.0;-484.0;-42;-162.0;726.0;618.0;713.0
482.0;672.0;-175.0;?;-493.0;-42;-190.0;788.0;614.0;716.0
?;677.0;-173.0;-536.0;-497.0;-42;?;716.0;?;779.0
413.0;669.0;-164.0;-532.0;-504.0;-44;?;651.0;595.0;732.0
378.0;654.0;-180.0;-610.0;-508.0;-46;-302.0;640.0;587.0;680.0
342.0;632.0;-178.0;-736.0;-513.0;-46;-312.0;619.0;577.0;658.0
299.0;604.0;-159.0;-639.0;-517.0;-43;-314.0;622.0;565.0;734.0
262.0;576.0;-206.0;-538.0;-513.0;-36;-318.0;593.0;555.0;797.0
212.0;533.0;-196.0;-548.0;-507.0;-24;-320.0;?;535.0;756.0
?;497.0;-143.0;-535.0;-502.0;-13;-322.0;439.0;516.0;663.0
132.0;474.0;-101.0;-455.0;-499.0;-6;-337.0;407.0;503.0;604.0
90.0;452.0;-122.0;-392.0;-502.0;-4;-346.0;387.0;486.0;540.0
61.0;436.0;?;-409.0;-497.0;-5;-350.0;351.0;?;490.0
45.0;430.0;-69.0;-476.0;-490.0;-5;-345.0;289.0;457.0;444.0
29.0;424.0;-54.0;-423.0;?;-5;-349.0;317.0;442.0;397.0
24.0;426.0;-42.0;-517.0;-483.0;-5;-359.0;291.0;427.0;404.0
30.0;437.0;-22.0;-546.0;-480.0;-5;-372.0;205.0;416.0;427.0
?;445.0;-17.0;-574.0;-480.0;-5;-380.0;172.0;401.0;406.0
51.0;465.0;-60.0;-555.0;-479.0;-5;-385.0;190.0;386.0;414.0
55.0;485.0;-105.0;-502.0;-480.0;-5;-388.0;175.0;374.0;405.0
52.0;502.0;-237.0;-456.0;-479.0;-5;-390.0;214.0;362.0;404.0
52.0;521.0;-178.0;-400.0;-473.0;-5;-393.0;192.0;352.0;363.0
54.0;537.0;-106.0;-542.0;-469.0;-5;-389.0;102.0;341.0;323.0
?;545.0;-118.0;-713.0;-465.0;-5;-385.0;-2.0;333.0;?
37.0;546.0;-112.0;-573.0;-462.0;-5;-381.0;-3.0;319.0;339.0
25.0;537.0;?;-374.0;-452.0;-5;?;102.0;302.0;289.0
3.0;517.0;-131.0;-317.0;-439.0;-5;-375.0;126.0;281.0;313.0
-15.0;?;-101.0;-235.0;-432.0;-5;-379.0;186.0;257.0;275.0
-27.0;476.0;-123.0;-225.0;-422.0;-6;-379.0;214.0;235.0;264.0
-46.0;453.0;-104.0;-270.0;-412.0;-6;-372.0;?;210.0;277.0
-57.0;442.0;-110.0;-326.0;-401.0;-7;-368.0;203.0;192.0;270.0
-70.0;434.0;-106.0;-323.0;-393.0;-7;-362.0;215.0;177.0;295.0
-79.0;425.0;-54.0;-392.0;-389.0;-7;-359.0;177.0;164.0;325.0
-89.0;417.0;-101.0;-347.0;-384.0;-8;-365.0;178.0;153.0;340.0
-94.0;412.0;-67.0;-330.0;-384.0;-8;-369.0;217.0;141.0;329.0
-104.0;405.0;-106.0;-307.0;-382.0;-8;-374.0;228.0;133.0;328.0
-112.0;398.0;-72.0;-391.0;-376.0;-9;-378.0;232.0;124.0;342.0
-116.0;391.0;-87.0;-381.0;-373.0;-11;-379.0;196.0;118.0;340.0
-121.0;382.0;-49.0;-388.0;-367.0;-11;-378.0;173.0;111.0;339.0
-124.0;374.0;?;-358.0;-364.0;-11;-380.0;176.0;108.0;342.0
-132.0;368.0;-78.0;-368.0;-358.0;-11;-378.0;157.0;101.0;331.0
-139.0;359.0;-79.0;-359.0;-356.0;-11;-376.0;146.0;91.0;325.0
-143.0;353.0;-61.0;-296.0;-353.0;-11;-379.0;126.0;88.0;297.0
-144.0;351.0;-73.0;-284.0;-351.0;-11;-379.0;116.0;86.0;283.0
-150.0;342.0;-67.0;-252.0;-350.0;-11;?;107.0;83.0;270.0
-154.0;336.0;-53.0;-220.0;-346.0;-11;-385.0;118.0;80.0;250.0
-156.0;334.0;-60.0;-165.0;-345.0;-11;-383.0;110.0;83.0;236.0
?;330.0;-53.0;-119.0;-345.0;-11;?;99.0;83.0;203.0
-162.0;325.0;-96.0;-135.0;-345.0;-11;-380.0;105.0;84.0;176.0
-161.0;322.0;-71.0;-208.0;-344.0;-11;-378.0;72.0;91.0;180.0
-163.0;318.0;-69.0;-208.0;-347.0;-11;?;61.0;93.0;185.0
-162.0;317.0;-30.0;-215.0;-355.0;-11;-386.0;101.0;98.0;168.0
-164.0;320.0;-35.0;-242.0;-371.0;-11;-386.0;93.0;101.0;202.0
-166.0;319.0;10.0;-348.0;-370.0;-11;-402.0;100.0;104.0;202.0
-167.0;320.0;-37.0;-518.0;-368.0;-10;-406.0;95.0;109.0;245.0
-164.0;322.0;28.0;-560.0;-372.0;-10;-408.0;103.0;110.0;286.0
-160.0;322.0;-26.0;-564.0;-382.0;-7;-419.0;163.0;116.0;321.0
-153.0;330.0;-7.0;-348.0;-390.0;-6;-421.0;?;?;327.0
-146.0;347.0;?;-78.0;-394.0;-5;-421.0;?;114.0;295.0
-143.0;354.0;10.0;-80.0;-394.0;?;-427.0;112.0;110.0;163.0
-140.0;358.0;-12.0;-366.0;-395.0;2;-435.0;66.0;106.0;207.0
-145.0;349.0;17.0;-240.0;-392.0;?;-432.0;218.0;101.0;153.0
-157.0;336.0;-6.0;-360.0;-384.0;?;-431.0;232.0;97.0;171.0
-172.0;316.0;?;-297.0;-380.0;4;-426.0;136.0;90.0;323.0
-179.0;308.0;41.0;-287.0;-372.0;4;-416.0;151.0;87.0;278.0
?;302.0;-21.0;-191.0;-365.0;4;-405.0;156.0;83.0;255.0
-191.0;294.0;18.0;-257.0;-362.0;4;-400.0;155.0;86.0;270.0
-199.0;290.0;17.0;-207.0;-361.0;5;-401.0;195.0;89.0;240.0
-203.0;?;22.0;-281.0;-363.0;5;-402.0;269.0;95.0;236.0
?;278.0;13.0;-386.0;-367.0;5;-404.0;?;100.0;259.0
-205.0;281.0;2.0;-390.0;-363.0;5;-402.0;167.0;106.0;295.0
-204.0;283.0;-8.0;-395.0;-364.0;6;-396.0;166.0;110.0;?
?;285.0;-4.0;-411.0;-363.0;7;-389.0;171.0;118.0;307.0
-206.0;289.0;29.0;-463.0;-366.0;7;-378.0;201.0;121.0;315.0
-210.0;285.0;1.0;-501.0;-373.0;8;-357.0;223.0;125.0;353.0
-212.0;286.0;-10.0;-410.0;?;8;?;182.0;135.0;354.0
-207.0;294.0;-22.0;-393.0;-388.0;9;-292.0;143.0;140.0;355.0
-199.0;301.0;-14.0;-403.0;-393.0;9;-260.0;?;142.0;319.0
-187.0;312.0;6.0;-415.0;-400.0;9;-224.0;130.0;149.0;298.0
-174.0;322.0;-4.0;-440.0;-399.0;9;-198.0;145.0;156.0;295.0
-160.0;330.0;42.0;-442.0;-395.0;10;-182.0;106.0;160.0;308.0
-144.0;343.0;31.0;-362.0;-388.0;10;-157.0;51.0;162.0;300.0
-125.0;358.0;17.0;-244.0;-374.0;10;-134.0;59.0;163.0;243.0
-116.0;367.0;28.0;-224.0;-358.0;10;-106.0;60.0;165.0;233.0
-111.0;369.0;22.0;-226.0;-349.0;?;-80.0;42.0;165.0;170.0
-109.0;371.0;33.0;-222.0;-334.0;10;-55.0;59.0;166.0;151.0
-112.0;365.0;35.0;-258.0;-315.0;10;-32.0;43.0;162.0;146.0
-119.0;358.0;41.0;-286.0;-298.0;10;-11.0;58.0;165.0;160.0
-124.0;350.0;65.0;-343.0;-282.0;10;4.0;88.0;167.0;184.0
-135.0;336.0;31.0;-349.0;-274.0;10;13.0;77.0;165.0;220.0
-144.0;329.0;60.0;-237.0;-258.0;10;15.0;125.0;163.0;233.0
-155.0;321.0;40.0;-254.0;-247.0;?;22.0;85.0;155.0;224.0
-168.0;305.0;39.0;-166.0;-247.0;10;36.0;68.0;148.0;190.0
-185.0;288.0;?;-122.0;-249.0;10;43.0;58.0;145.0;170.0
?;272.0;41.0;-171.0;-235.0;10;51.0;103.0;147.0;164.0
-213.0;255.0;57.0;-261.0;?;10;65.0;112.0;147.0;156.0
-219.0;242.0;37.0;-265.0;-215.0;11;70.0;20.0;143.0;188.0
-221.0;236.0;66.0;?;-202.0;11;70.0;2.0;134.0;167.0
-232.0;228.0;45.0;-194.0;-191.0;11;64.0;-13.0;129.0;137.0
-241.0;223.0;37.0;-176.0;-183.0;11;57.0;-34.0;121.0;129.0
-248.0;217.0;51.0;-155.0;-173.0;11;50.0;-8.0;113.0;106.0
-269.0;203.0;30.0;?;-161.0;11;48.0;36.0;98.0;92.0
-286.0;181.0;93.0;-264.0;-154.0;11;56.0;25.0;89.0;131.0
-304.0;162.0;82.0;-223.0;-147.0;11;53.0;32.0;79.0;155.0
-322.0;141.0;73.0;-286.0;?;11;52.0;43.0;64.0;164.0
-337.0;126.0;87.0;-278.0;-112.0;11;?;2.0;55.0;176.0
-352.0;117.0;102.0;-236.0;-89.0;11;?;-10.0;40.0;173.0
-366.0;100.0;101.0;-167.0;-67.0;11;69.0;?;24.0;143.0
-386.0;84.0;132.0;-197.0;-43.0;11;71.0;12.0;3.0;124.0
-403.0;66.0;108.0;-213.0;-33.0;11;70.0;10.0;-18.0;115.0
-422.0;46.0;87.0;?;-28.0;11;74.0;22.0;-36.0;134.0
-437.0;29.0;90.0;-245.0;-25.0;11;56.0;12.0;-54.0;153.0
-448.0;17.0;145.0;-242.0;-26.0;11;34.0;-41.0;-67.0;169.0
-460.0;-1.0;166.0;-182.0;?;11;0.0;-57.0;-81.0;148.0
-471.0;-13.0;153.0;-374.0;-7.0;11;14.0;22.0;-81.0;107.0
-477.0;-26.0;168.0;-343.0;-13.0;11;10.0;-26.0;-78.0;165.0
-484.0;-40.0;177.0;?;-16.0;11;2.0;-55.0;-85.0;206.0
?;-46.0;175.0;-228.0;-9.0;11;-4.0;-27.0;-90.0;133.0
-489.0;-44.0;148.0;-237.0;-28.0;11;1.0;-30.0;-84.0;122.0
?;-49.0;163.0;-219.0;-33.0;11;-6.0;-41.0;-87.0;146.0
-488.0;-50.0;160.0;-231.0;-32.0;11;-20.0;-90.0;-89.0;142.0
-484.0;-51.0;142.0;-220.0;-35.0;11;-26.0;-99.0;-94.0;105.0
-483.0;-57.0;?;-196.0;-34.0;11;-23.0;-58.0;-102.0;88.0
-481.0;-65.0;101.0;-211.0;-33.0;11;-28.0;-68.0;-106.0;102.0
-478.0;-66.0;?;-114.0;-33.0;11;-34.0;-80.0;-114.0;100.0
-479.0;-64.0;77.0;-121.0;-33.0;12;?;-97.0;-119.0;?
-480.0;-65.0;131.0;-147.0;-31.0;12;-54.0;-101.0;-121.0;32.0
-483.0;?;83.0;-157.0;-32.0;12;-57.0;-98.0;-123.0;28.0
-487.0;-73.0;103.0;-127.0;-22.0;?;?;-66.0;-130.0;32.0
-500.0;-88.0;165.0;-106.0;1.0;13;-10.0;?;-137.0;62.0
-512.0;-110.0;182.0;-61.0;25.0;13;-6.0;-94.0;-152.0;48.0
-532.0;-145.0;154.0;-76.0;38.0;15;7.0;-27.0;-164.0;34.0
-554.0;-184.0;238.0;-140.0;43.0;27;27.0;53.0;-172.0;55.0
-574.0;-226.0;223.0;-199.0;52.0;41;40.0;115.0;-179.0;122.0
-591.0;-260.0;157.0;-261.0;57.0;47;61.0;122.0;-187.0;188.0
-603.0;-288.0;179.0;-495.0;56.0;49;97.0;106.0;-194.0;222.0
-612.0;-308.0;252.0;-490.0;52.0;49;130.0;130.0;-196.0;273.0
-620.0;-330.0;209.0;-506.0;51.0;51;176.0;180.0;-192.0;367.0
-630.0;-347.0;237.0;-471.0;46.0;?;241.0;204.0;-192.0;391.0
-632.0;-365.0;263.0;-385.0;47.0;54;306.0;182.0;-196.0;383.0
-639.0;-393.0;232.0;-423.0;56.0;?;375.0;168.0;-196.0;367.0
-648.0;-427.0;170.0;-457.0;66.0;58;439.0;223.0;-195.0;333.0
-655.0;-470.0;175.0;-570.0;77.0;59;487.0;270.0;?;371.0
?;-516.0;196.0;-621.0;80.0;62;514.0;296.0;-189.0;461.0
-658.0;?;199.0;-644.0;66.0;63;522.0;316.0;-177.0;495.0
-656.0;-567.0;198.0;-608.0;41.0;68;507.0;289.0;-163.0;521.0
-650.0;-576.0;232.0;-640.0;17.0;75;474.0;227.0;-147.0;521.0
-645.0;-577.0;?;-652.0;?;77;443.0;175.0;-134.0;480.0
-634.0;-567.0;256.0;-560.0;-16.0;76;417.0;?;-120.0;453.0
-629.0;-565.0;259.0;?;-23.0;77;414.0;175.0;-111.0;417.0
-624.0;-566.0;241.0;-496.0;-33.0;77;?;183.0;-101.0;383.0
-620.0;-560.0;221.0;?;-51.0;?;393.0;147.0;-93.0;?
-615.0;-555.0;252.0;-400.0;-72.0;78;367.0;141.0;-87.0;347.0
-610.0;-547.0;268.0;-335.0;-94.0;78;324.0;?;-77.0;329.0
-606.0;-537.0;194.0;-383.0;-116.0;78;281.0;58.0;-70.0;?
-605.0;-535.0;67.0;-384.0;-133.0;78;243.0;59.0;-65.0;229.0
-607.0;-539.0;62.0;-468.0;?;78;213.0;92.0;-68.0;?
-609.0;-546.0;228.0;-571.0;-145.0;78;192.0;164.0;-68.0;?
-612.0;-564.0;152.0;-655.0;-147.0;78;179.0;309.0;-69.0;349.0
-614.0;-586.0;-31.0;-771.0;-145.0;78;167.0;364.0;-79.0;447.0
-617.0;-605.0;-51.0;-758.0;-133.0;78;158.0;405.0;-82.0;565.0
-617.0;-618.0;-131.0;-785.0;-113.0;78;161.0;408.0;-95.0;620.0
-617.0;-625.0;-139.0;-806.0;-91.0;77;169.0;399.0;-110.0;621.0
-618.0;-621.0;-84.0;-622.0;-65.0;77;177.0;382.0;-121.0;653.0
-621.0;-608.0;9.0;-536.0;-40.0;77;194.0;401.0;-130.0;604.0
-625.0;-592.0;-23.0;-571.0;-20.0;77;212.0;414.0;-139.0;565.0
-627.0;-576.0;9.0;-533.0;-10.0;77;230.0;396.0;-149.0;519.0
-628.0;-566.0;-28.0;-500.0;?;75;244.0;321.0;-162.0;519.0
-630.0;-555.0;-26.0;-492.0;4.0;?;251.0;262.0;-170.0;485.0
-630.0;-548.0;-22.0;-480.0;14.0;74;255.0;296.0;-179.0;?
-630.0;-547.0;16.0;-560.0;20.0;72;258.0;376.0;-186.0;415.0
-630.0;-545.0;29.0;-586.0;25.0;68;263.0;436.0;-197.0;455.0
-633.0;-536.0;30.0;-559.0;36.0;57;271.0;?;-203.0;503.0
-636.0;-527.0;-5.0;-555.0;46.0;41;275.0;405.0;-214.0;521.0
-635.0;-517.0;61.0;-537.0;59.0;-7;281.0;364.0;-224.0;517.0
-639.0;-504.0;-49.0;-520.0;74.0;-38;289.0;312.0;-237.0;493.0
-639.0;-499.0;102.0;?;80.0;-37;300.0;317.0;-245.0;454.0
-644.0;-500.0;212.0;-512.0;89.0;-49;311.0;377.0;-255.0;?
?;-504.0;141.0;-588.0;100.0;?;324.0;424.0;-270.0;466.0
-654.0;-511.0;-104.0;-531.0;117.0;61;329.0;480.0;-277.0;505.0
-656.0;-517.0;-147.0;-525.0;130.0;79;330.0;331.0;-287.0;544.0
-659.0;?;63.0;-638.0;129.0;86;330.0;142.0;-299.0;535.0
-660.0;-535.0;147.0;-822.0;127.0;87;328.0;?;-305.0;466.0
-659.0;-550.0;58.0;-778.0;131.0;86;326.0;53.0;-302.0;456.0
-662.0;-556.0;105.0;-611.0;?;84;330.0;-12.0;-305.0;470.0
-663.0;-551.0;36.0;-316.0;136.0;83;339.0;-103.0;-306.0;369.0
-664.0;-545.0;53.0;-195.0;142.0;82;352.0;-108.0;-309.0;150.0
-666.0;?;202.0;-130.0;157.0;?;369.0;65.0;?;?
-665.0;-579.0;204.0;-260.0;175.0;74;379.0;169.0;-306.0;155.0
-663.0;-616.0;132.0;-367.0;190.0;69;385.0;224.0;-304.0;290.0
-658.0;-651.0;142.0;-348.0;?;63;396.0;246.0;-299.0;345.0
-653.0;-671.0;158.0;-420.0;208.0;63;403.0;239.0;-292.0;325.0
-650.0;-683.0;151.0;-470.0;212.0;65;414.0;243.0;-286.0;359.0
?;-678.0;171.0;-498.0;212.0;66;429.0;229.0;-284.0;391.0
-655.0;-663.0;64.0;-571.0;215.0;68;?;255.0;-279.0;405.0
-656.0;-650.0;54.0;-658.0;221.0;69;436.0;237.0;-270.0;432.0
-663.0;-628.0;461.0;-625.0;224.0;69;?;283.0;-265.0;472.0
-665.0;-607.0;82.0;-718.0;221.0;69;434.0;337.0;-256.0;461.0
-670.0;-576.0;-22.0;-774.0;215.0;70;425.0;438.0;-243.0;518.0
-671.0;-544.0;-94.0;-656.0;210.0;70;424.0;483.0;-233.0;561.0
-670.0;-508.0;112.0;-765.0;198.0;70;425.0;564.0;-223.0;658.0
-660.0;-451.0;-91.0;-603.0;178.0;70;421.0;505.0;-210.0;688.0
-645.0;-379.0;-54.0;-606.0;158.0;70;412.0;352.0;-190.0;668.0
-620.0;-302.0;-85.0;-500.0;131.0;70;397.0;250.0;-163.0;558.0
-600.0;-249.0;-26.0;-617.0;103.0;?;381.0;270.0;-142.0;400.0
-597.0;-223.0;-123.0;-656.0;74.0;70;373.0;335.0;-122.0;387.0
-603.0;-238.0;-135.0;-727.0;33.0;70;364.0;386.0;-106.0;408.0
-605.0;-277.0;-90.0;-829.0;3.0;?;349.0;508.0;-86.0;551.0
-611.0;-316.0;-71.0;-541.0;?;71;339.0;503.0;-74.0;677.0
-606.0;-311.0;-137.0;-201.0;-51.0;71;319.0;339.0;-51.0;713.0
-593.0;-286.0;-192.0;-448.0;-76.0;71;303.0;225.0;-26.0;519.0
-582.0;-259.0;-106.0;-685.0;-106.0;70;?;235.0;-4.0;347.0
-573.0;-254.0;-123.0;-668.0;-141.0;63;260.0;325.0;18.0;343.0
-565.0;?;-177.0;-532.0;-188.0;56;228.0;?;37.0;480.0
-556.0;-262.0;-78.0;-435.0;-231.0;?;196.0;244.0;52.0;493.0
-547.0;-276.0;-3.0;-386.0;-269.0;39;?;272.0;67.0;438.0
-538.0;-290.0;49.0;-425.0;-300.0;43;130.0;336.0;89.0;401.0
-530.0;-303.0;-22.0;-415.0;-330.0;43;102.0;339.0;106.0;409.0
-514.0;-309.0;?;-356.0;-356.0;48;78.0;321.0;122.0;382.0
-493.0;-310.0;-210.0;-428.0;-381.0;45;51.0;?;142.0;409.0
-470.0;-307.0;-251.0;-361.0;-402.0;40;22.0;359.0;169.0;384.0
-441.0;?;-294.0;-384.0;-407.0;44;-3.0;363.0;208.0;401.0
-407.0;-261.0;-211.0;-470.0;?;45;-19.0;268.0;241.0;448.0
-375.0;-232.0;-254.0;-804.0;-419.0;45;-24.0;276.0;271.0;445.0
-349.0;-219.0;-291.0;-611.0;-436.0;45;-31.0;407.0;308.0;432.0
-319.0;-215.0;-272.0;-509.0;-460.0;46;-48.0;480.0;343.0;?
-296.0;-207.0;-318.0;-354.0;-486.0;47;-71.0;224.0;375.0;661.0
-265.0;-206.0;-403.0;-384.0;-507.0;45;-100.0;161.0;398.0;?
-244.0;-203.0;-344.0;-159.0;-531.0;43;-127.0;273.0;414.0;388.0
-235.0;-190.0;-389.0;-286.0;?;?;-148.0;239.0;419.0;313.0
-226.0;-180.0;-299.0;-131.0;-550.0;40;-159.0;151.0;434.0;?
-224.0;-172.0;-373.0;?;-546.0;40;-160.0;176.0;443.0;353.0
-230.0;-171.0;-381.0;-924.0;-542.0;38;-157.0;532.0;453.0;357.0
-242.0;-174.0;-462.0;-530.0;-536.0;37;-149.0;377.0;463.0;699.0
?;?;-396.0;-714.0;-533.0;37;-144.0;386.0;471.0;718.0
-232.0;-175.0;-366.0;-472.0;-528.0;37;-139.0;358.0;?;661.0
-221.0;-170.0;-331.0;-668.0;-518.0;37;-124.0;?;458.0;560.0
-215.0;-178.0;-323.0;-485.0;-503.0;37;-110.0;427.0;443.0;564.0
-203.0;-185.0;-365.0;-245.0;-479.0;36;-89.0;443.0;417.0;594.0
-192.0;-188.0;-383.0;-460.0;-452.0;36;-63.0;227.0;406.0;622.0
-180.0;-195.0;-382.0;-366.0;-429.0;36;-33.0;307.0;398.0;412.0
-172.0;-197.0;-409.0;-551.0;-408.0;37;-4.0;399.0;389.0;479.0
-169.0;-198.0;-372.0;-430.0;-391.0;37;13.0;499.0;382.0;518.0
-163.0;-198.0;-384.0;?;-377.0;37;29.0;428.0;380.0;705.0
-159.0;-197.0;-380.0;?;-357.0;37;45.0;375.0;371.0;589.0
-149.0;-199.0;-390.0;-362.0;-341.0;38;53.0;352.0;365.0;605.0
-143.0;-196.0;-378.0;-549.0;-334.0;38;64.0;412.0;358.0;472.0
-137.0;-185.0;-401.0;-546.0;-323.0;38;78.0;480.0;343.0;522.0
-133.0;-177.0;-347.0;-421.0;-313.0;39;104.0;404.0;322.0;680.0
-127.0;-173.0;-380.0;-537.0;-299.0;41;?;435.0;306.0;640.0
-129.0;-164.0;-368.0;-530.0;-276.0;47;205.0;523.0;281.0;586.0
-127.0;-154.0;-245.0;-460.0;?;54;285.0;420.0;?;675.0
-128.0;?;-231.0;-342.0;-217.0;56;357.0;303.0;229.0;682.0
-127.0;-135.0;-243.0;-421.0;-163.0;57;436.0;279.0;195.0;527.0
-135.0;-129.0;-201.0;-467.0;-114.0;57;482.0;?;150.0;392.0
-151.0;-129.0;-197.0;-205.0;-67.0;57;512.0;406.0;106.0;414.0
-181.0;-130.0;-228.0;-707.0;-3.0;57;534.0;621.0;58.0;519.0
-211.0;-128.0;-205.0;-727.0;71.0;57;539.0;633.0;14.0;772.0
-250.0;-138.0;-177.0;-969.0;148.0;57;?;609.0;?;762.0
-291.0;-166.0;-74.0;?;236.0;57;519.0;569.0;-85.0;635.0
-328.0;-210.0;-101.0;-901.0;306.0;57;508.0;721.0;-118.0;751.0
-373.0;-267.0;-100.0;-623.0;?;57;492.0;667.0;-148.0;900.0
-420.0;-322.0;-91.0;-469.0;396.0;57;481.0;560.0;-169.0;1012.0
-459.0;-366.0;-92.0;-233.0;423.0;57;468.0;407.0;-174.0;769.0
-478.0;-382.0;-136.0;-478.0;437.0;57;463.0;327.0;?;558.0
-486.0;-374.0;-137.0;-390.0;?;57;464.0;392.0;-190.0;380.0
-484.0;-365.0;-139.0;-930.0;445.0;57;470.0;357.0;-191.0;546.0
-482.0;-362.0;-207.0;-472.0;442.0;57;?;?;-184.0;?
?;-354.0;-178.0;-532.0;434.0;57;471.0;211.0;-187.0;700.0
-463.0;-349.0;-180.0;-350.0;428.0;57;477.0;313.0;-188.0;471.0
-462.0;-336.0;-202.0;?;429.0;57;479.0;250.0;-192.0;368.0
-460.0;-320.0;-203.0;-415.0;430.0;57;485.0;316.0;-197.0;569.0
-464.0;-316.0;-214.0;-508.0;427.0;57;491.0;416.0;-203.0;553.0
-463.0;-307.0;-226.0;-586.0;426.0;57;497.0;327.0;-212.0;547.0
-472.0;-298.0;-246.0;-477.0;430.0;57;508.0;338.0;-222.0;?
?;-299.0;-237.0;-539.0;439.0;57;515.0;371.0;-230.0;530.0
-486.0;-291.0;-238.0;-593.0;442.0;57;518.0;387.0;-240.0;530.0
-489.0;-280.0;-237.0;-565.0;?;57;523.0;411.0;-244.0;512.0
-488.0;-271.0;-249.0;-501.0;445.0;57;525.0;366.0;-250.0;571.0
-486.0;-267.0;-275.0;-513.0;441.0;57;528.0;322.0;-253.0;569.0
-488.0;-264.0;-211.0;-521.0;442.0;57;539.0;334.0;-259.0;452.0
-486.0;-264.0;-232.0;-510.0;440.0;57;551.0;375.0;-260.0;474.0
-489.0;-262.0;-269.0;-513.0;436.0;57;561.0;388.0;-261.0;520.0
-488.0;-265.0;-235.0;-520.0;436.0;57;574.0;386.0;-268.0;517.0
-490.0;-266.0;-234.0;-452.0;436.0;57;577.0;313.0;-268.0;539.0
-490.0;-266.0;-213.0;-509.0;435.0;57;?;309.0;-271.0;?
-492.0;-267.0;?;-495.0;436.0;57;590.0;352.0;-280.0;461.0
-494.0;-265.0;-262.0;?;433.0;?;594.0;364.0;-282.0;489.0
-496.0;-263.0;-228.0;-551.0;429.0;57;595.0;358.0;-281.0;513.0
-496.0;-258.0;-200.0;-505.0;?;57;597.0;338.0;-285.0;535.0
-499.0;-253.0;-189.0;-452.0;431.0;57;599.0;322.0;-288.0;533.0
-499.0;?;-219.0;-434.0;431.0;57;591.0;304.0;-291.0;509.0
-504.0;-241.0;-230.0;-523.0;443.0;57;590.0;362.0;-298.0;430.0
-505.0;-246.0;-183.0;-473.0;451.0;57;587.0;351.0;-304.0;508.0
-507.0;-250.0;-196.0;-449.0;452.0;57;587.0;321.0;-305.0;517.0
-506.0;-249.0;-190.0;-531.0;452.0;57;588.0;333.0;-307.0;451.0
-507.0;-253.0;-188.0;-524.0;456.0;57;590.0;365.0;-312.0;464.0
-505.0;-254.0;-173.0;-432.0;455.0;57;591.0;343.0;-310.0;547.0
-505.0;-258.0;-171.0;-473.0;457.0;57;594.0;320.0;-314.0;550.0
-503.0;-264.0;-173.0;-440.0;456.0;57;592.0;337.0;-309.0;478.0
-501.0;?;-163.0;-427.0;457.0;57;589.0;?;-311.0;473.0
-501.0;-275.0;-170.0;-490.0;458.0;57;587.0;334.0;-312.0;480.0
-499.0;-278.0;-172.0;-443.0;456.0;57;586.0;352.0;-312.0;476.0
?;-279.0;-173.0;-526.0;452.0;57;583.0;370.0;-311.0;479.0
-491.0;-277.0;?;-518.0;454.0;57;582.0;351.0;-317.0;511.0
-489.0;-274.0;-153.0;-580.0;?;57;?;354.0;-322.0;525.0
-482.0;-266.0;-158.0;-663.0;457.0;57;582.0;389.0;-329.0;501.0
