InertialMeasurementUnit L-SHOE EuX;Accelerometer RUA_ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX
98;574.0;323.0;-303.0
99;580.0;508.0;-562.0
99;641.0;550.0;-623.0
95;765.0;543.0;-452.0
95;809.0;571.0;-639.0
-62;775.0;423.0;-612.0
-60;730.0;644.0;-623.0
-59;680.0;664.0;-711.0
-31;529.0;545.0;-374.0
34;829.0;685.0;-773.0
-6;682.0;649.0;-510.0
51;793.0;468.0;-545.0
-74;302.0;262.0;-456.0
68;748.0;671.0;-696.0
67;662.0;617.0;-619.0
66;632.0;660.0;-596.0
67;664.0;680.0;-637.0
-74;411.0;380.0;-416.0
-74;531.0;321.0;-331.0
-106;582.0;428.0;-483.0
-107;662.0;453.0;-421.0
-108;758.0;596.0;-473.0
-108;772.0;640.0;-515.0
166;889.0;887.0;-695.0
-109;544.0;620.0;-697.0
-106;603.0;596.0;-565.0
-112;654.0;484.0;-472.0
-101;657.0;530.0;-443.0
-104;567.0;573.0;-466.0
-5;739.0;648.0;-563.0
-123;797.0;521.0;-618.0
34;719.0;595.0;-707.0
34;763.0;618.0;-686.0
155;702.0;391.0;-598.0
34;779.0;638.0;-669.0
-63;868.0;563.0;-775.0
34;753.0;614.0;-717.0
34;709.0;597.0;-737.0
34;698.0;599.0;-733.0
34;705.0;628.0;-713.0
-48;393.0;430.0;-289.0
34;793.0;637.0;-658.0
-53;818.0;767.0;-552.0
-58;660.0;851.0;-543.0
-48;680.0;385.0;-578.0
-48;665.0;409.0;-588.0
-48;713.0;469.0;-600.0
26;467.0;654.0;-362.0
-48;721.0;452.0;-550.0
-48;676.0;431.0;-531.0
-48;631.0;411.0;-628.0
-9;774.0;416.0;-663.0
-48;737.0;386.0;-604.0
175;575.0;483.0;-443.0
175;732.0;536.0;-441.0
-48;754.0;579.0;-687.0
175;621.0;444.0;-489.0
86;839.0;719.0;-658.0
175;627.0;384.0;-529.0
175;589.0;527.0;-510.0
175;696.0;592.0;-459.0
175;642.0;588.0;-490.0
175;619.0;536.0;-521.0
173;842.0;733.0;-601.0
175;592.0;637.0;-509.0
139;399.0;421.0;-256.0
139;427.0;272.0;-250.0
175;696.0;557.0;-497.0
97;354.0;350.0;-55.0
175;684.0;559.0;-456.0
34;809.0;651.0;-669.0
175;661.0;680.0;-600.0
175;710.0;624.0;-669.0
175;701.0;679.0;-599.0
177;700.0;550.0;-565.0
91;666.0;565.0;-520.0
91;441.0;514.0;-401.0
92;394.0;544.0;-314.0
34;792.0;617.0;-642.0
34;775.0;621.0;-615.0
181;651.0;635.0;-616.0
34;764.0;622.0;-603.0
158;-142.0;265.0;175.0
34;726.0;633.0;-638.0
34;749.0;604.0;-689.0
34;774.0;611.0;-712.0
-177;349.0;459.0;-305.0
-179;389.0;363.0;-260.0
-179;464.0;417.0;-234.0
-48;794.0;452.0;-699.0
0;723.0;459.0;-617.0
5;683.0;431.0;-612.0
-179;492.0;418.0;-230.0
-170;411.0;403.0;-267.0
139;526.0;273.0;-463.0
139;537.0;666.0;-479.0
139;580.0;580.0;-386.0
139;664.0;474.0;-363.0
139;647.0;520.0;-379.0
139;601.0;574.0;-353.0
139;630.0;369.0;-348.0
139;565.0;540.0;-356.0
139;497.0;537.0;-347.0
139;502.0;363.0;-344.0
139;505.0;377.0;-314.0
139;489.0;427.0;-303.0
139;508.0;472.0;-292.0
139;500.0;456.0;-318.0
139;508.0;447.0;-442.0
139;474.0;479.0;-490.0
139;441.0;483.0;-427.0
139;442.0;415.0;-285.0
139;442.0;422.0;-266.0
139;603.0;332.0;-297.0
139;659.0;502.0;-297.0
9;735.0;533.0;-631.0
139;373.0;429.0;-359.0
9;717.0;557.0;-642.0
18;708.0;667.0;-666.0
-4;709.0;570.0;-644.0
-5;701.0;608.0;-651.0
-4;721.0;730.0;-710.0
-81;470.0;461.0;-251.0
139;440.0;263.0;-359.0
-81;462.0;169.0;-255.0
-57;309.0;96.0;-243.0
-81;494.0;229.0;-253.0
-81;508.0;354.0;-284.0
139;500.0;278.0;-414.0
-81;511.0;251.0;-267.0
-81;472.0;288.0;-220.0
139;510.0;207.0;-446.0
139;568.0;244.0;-446.0
-57;408.0;260.0;-151.0
-81;464.0;247.0;-233.0
-152;555.0;274.0;-39.0
-81;487.0;309.0;-191.0
-150;486.0;285.0;7.0
-81;490.0;387.0;-188.0
-81;469.0;461.0;-213.0
-81;454.0;351.0;-244.0
-81;433.0;313.0;-239.0
-31;471.0;642.0;-379.0
-81;409.0;342.0;-216.0
139;450.0;389.0;-506.0
139;641.0;477.0;-508.0
139;702.0;348.0;-542.0
-81;394.0;361.0;-287.0
139;641.0;295.0;-451.0
-81;347.0;342.0;-283.0
-81;377.0;338.0;-349.0
-168;681.0;398.0;-398.0
-81;403.0;302.0;-377.0
-97;405.0;376.0;-689.0
139;629.0;513.0;-465.0
-96;612.0;616.0;-348.0
-27;538.0;247.0;-143.0
-79;477.0;255.0;-206.0
-63;524.0;315.0;-245.0
-63;560.0;258.0;-246.0
29;323.0;593.0;-388.0
-96;575.0;243.0;-264.0
-109;657.0;304.0;-309.0
153;650.0;390.0;-490.0
164;626.0;352.0;-467.0
173;440.0;263.0;-396.0
172;409.0;322.0;-490.0
176;503.0;353.0;-431.0
176;574.0;354.0;-355.0
139;552.0;323.0;-598.0
139;701.0;370.0;-517.0
139;736.0;515.0;-445.0
139;757.0;668.0;-460.0
140;729.0;526.0;-426.0
140;719.0;487.0;-382.0
140;637.0;388.0;-373.0
140;575.0;304.0;-387.0
175;529.0;367.0;-324.0
174;509.0;369.0;-289.0
173;539.0;407.0;-327.0
173;668.0;419.0;-408.0
173;611.0;363.0;-434.0
27;396.0;602.0;-380.0
173;566.0;453.0;-372.0
173;639.0;360.0;-374.0
161;190.0;459.0;-157.0
97;287.0;494.0;-260.0
102;460.0;468.0;-371.0
102;555.0;318.0;-411.0
102;528.0;548.0;-362.0
102;538.0;567.0;-464.0
140;339.0;278.0;-293.0
102;596.0;569.0;-429.0
141;336.0;372.0;-203.0
101;519.0;563.0;-469.0
130;707.0;415.0;-635.0
130;675.0;373.0;-610.0
140;414.0;369.0;-279.0
140;421.0;350.0;-320.0
140;408.0;395.0;-348.0
140;387.0;366.0;-365.0
140;415.0;381.0;-347.0
140;452.0;407.0;-331.0
140;479.0;331.0;-283.0
140;483.0;313.0;-321.0
102;596.0;591.0;-521.0
140;446.0;288.0;-297.0
140;417.0;335.0;-275.0
102;624.0;576.0;-559.0
173;567.0;297.0;-416.0
173;547.0;327.0;-502.0
143;536.0;296.0;-501.0
143;559.0;329.0;-446.0
173;617.0;428.0;-430.0
173;631.0;489.0;-482.0
173;612.0;453.0;-367.0
173;631.0;492.0;-427.0
27;368.0;505.0;-285.0
173;656.0;546.0;-448.0
173;681.0;630.0;-501.0
143;644.0;649.0;-411.0
140;645.0;458.0;-381.0
127;677.0;321.0;-533.0
144;603.0;151.0;-554.0
-120;735.0;514.0;-691.0
-163;744.0;478.0;-625.0
164;586.0;432.0;-352.0
159;601.0;506.0;-330.0
149;543.0;379.0;-309.0
-18;652.0;566.0;-729.0
-14;604.0;527.0;-625.0
-14;551.0;496.0;-604.0
-18;547.0;493.0;-523.0
-18;597.0;663.0;-486.0
118;933.0;678.0;-360.0
-19;532.0;551.0;-684.0
137;652.0;439.0;-336.0
-20;505.0;592.0;-601.0
-44;546.0;640.0;-558.0
97;741.0;485.0;-287.0
-53;807.0;818.0;-401.0
-70;669.0;420.0;-584.0
-58;799.0;615.0;-641.0
-54;772.0;620.0;-698.0
-55;688.0;526.0;-601.0
114;670.0;491.0;-660.0
-55;669.0;604.0;-596.0
-55;718.0;670.0;-702.0
-55;653.0;615.0;-737.0
-7;475.0;580.0;-441.0
-7;478.0;447.0;-436.0
-7;492.0;451.0;-439.0
-7;548.0;418.0;-478.0
-7;526.0;239.0;-474.0
-53;533.0;212.0;-516.0
137;583.0;359.0;-441.0
135;574.0;383.0;-529.0
-7;614.0;262.0;-446.0
71;741.0;747.0;-632.0
60;662.0;704.0;-696.0
50;603.0;630.0;-666.0
-55;693.0;632.0;-688.0
60;557.0;608.0;-703.0
66;616.0;529.0;-716.0
126;861.0;756.0;-813.0
4;405.0;377.0;-328.0
30;413.0;374.0;-356.0
32;437.0;497.0;-404.0
32;497.0;563.0;-457.0
66;797.0;623.0;-675.0
35;530.0;621.0;-493.0
125;777.0;664.0;-776.0
34;569.0;683.0;-598.0
35;739.0;706.0;-637.0
35;621.0;683.0;-548.0
35;579.0;525.0;-532.0
35;569.0;506.0;-513.0
35;510.0;552.0;-515.0
36;535.0;536.0;-547.0
36;581.0;615.0;-632.0
-58;752.0;615.0;-616.0
110;607.0;561.0;-645.0
110;524.0;526.0;-555.0
110;512.0;553.0;-510.0
110;484.0;523.0;-484.0
110;484.0;534.0;-471.0
110;525.0;614.0;-499.0
164;778.0;764.0;-697.0
-58;708.0;603.0;-641.0
-58;627.0;645.0;-734.0
-59;624.0;629.0;-630.0
-59;655.0;550.0;-571.0
-66;713.0;541.0;-537.0
-45;676.0;305.0;-288.0
-75;781.0;656.0;-532.0
-83;710.0;673.0;-540.0
-89;677.0;684.0;-568.0
30;769.0;733.0;-691.0
40;666.0;693.0;-554.0
22;490.0;486.0;-450.0
2;512.0;484.0;-513.0
5;621.0;540.0;-651.0
3;750.0;668.0;-627.0
3;652.0;527.0;-536.0
3;528.0;381.0;-480.0
2;556.0;520.0;-509.0
3;547.0;652.0;-524.0
4;587.0;716.0;-604.0
5;666.0;746.0;-665.0
-11;298.0;341.0;-268.0
-22;678.0;651.0;-617.0
117;673.0;598.0;-608.0
-133;666.0;684.0;-644.0
7;741.0;412.0;-702.0
-45;717.0;353.0;-608.0
-45;674.0;351.0;-590.0
131;533.0;765.0;-446.0
97;485.0;622.0;-95.0
56;1062.0;1053.0;-677.0
174;838.0;510.0;-672.0
154;823.0;524.0;-546.0
42;208.0;735.0;-343.0
67;835.0;342.0;-829.0
85;963.0;911.0;-896.0
-135;260.0;243.0;-230.0
-153;694.0;558.0;-68.0
145;350.0;542.0;-524.0
154;728.0;441.0;-653.0
164;520.0;111.0;-567.0
-185;342.0;445.0;-274.0
163;654.0;288.0;-521.0
-69;439.0;387.0;-794.0
145;708.0;287.0;-645.0
-44;407.0;80.0;-637.0
157;686.0;746.0;-581.0
50;346.0;740.0;-328.0
-62;989.0;918.0;-350.0
161;229.0;657.0;-191.0
-135;871.0;729.0;-639.0
-123;953.0;750.0;-383.0
9;711.0;792.0;-739.0
-47;-86.0;-644.0;185.0
109;973.0;964.0;-906.0
25;541.0;147.0;58.0
37;822.0;750.0;-1030.0
-55;521.0;269.0;-628.0
-145;816.0;607.0;-658.0
-57;813.0;-304.0;-632.0
-27;777.0;846.0;-768.0
-123;776.0;511.0;-671.0
-81;679.0;463.0;-830.0
144;546.0;192.0;-659.0
185;433.0;279.0;-299.0
-123;786.0;591.0;-779.0
139;279.0;241.0;-129.0
139;385.0;217.0;-188.0
139;415.0;235.0;-300.0
-179;529.0;619.0;-253.0
-139;816.0;835.0;-741.0
-73;384.0;317.0;-610.0
112;697.0;850.0;-580.0
84;431.0;859.0;-269.0
-7;619.0;79.0;-253.0
-81;1010.0;453.0;-779.0
175;720.0;651.0;-419.0
-57;734.0;29.0;-300.0
-101;673.0;277.0;-782.0
115;949.0;29.0;-870.0
141;676.0;550.0;-824.0
161;747.0;252.0;-446.0
114;752.0;711.0;-886.0
70;756.0;852.0;-717.0
91;342.0;626.0;-317.0
139;623.0;20.0;-309.0
-91;861.0;780.0;-893.0
-99;904.0;423.0;-561.0
144;666.0;115.0;-446.0
-22;852.0;725.0;-651.0
105;757.0;752.0;-582.0
103;803.0;806.0;-640.0
-33;911.0;824.0;-667.0
-74;664.0;273.0;-275.0
-26;963.0;1209.0;-864.0
94;875.0;901.0;-852.0
-157;-386.0;-519.0;483.0
-63;1568.0;1822.0;-887.0
154;605.0;289.0;-583.0
154;650.0;271.0;-607.0
-167;278.0;77.0;-566.0
193;667.0;606.0;-688.0
66;866.0;568.0;-702.0
-81;857.0;399.0;-743.0
67;770.0;654.0;-907.0
-57;411.0;-47.0;-307.0
-101;826.0;609.0;-907.0
-124;727.0;695.0;-677.0
145;577.0;207.0;-495.0
-153;170.0;252.0;-137.0
145;665.0;273.0;-489.0
-166;235.0;-72.0;8.0
-7;406.0;73.0;-261.0
-135;142.0;154.0;-275.0
-34;666.0;489.0;-906.0
168;451.0;494.0;-994.0
163;502.0;83.0;-490.0
161;419.0;340.0;-557.0
97;184.0;-176.0;-106.0
145;596.0;152.0;-499.0
-57;695.0;795.0;-805.0
-152;289.0;435.0;-87.0
-93;461.0;747.0;-451.0
-166;-111.0;357.0;477.0
85;301.0;581.0;-572.0
144;626.0;249.0;-502.0
137;461.0;207.0;-282.0
-168;462.0;282.0;-539.0
159;781.0;421.0;-513.0
161;786.0;433.0;-548.0
174;856.0;555.0;-755.0
135;945.0;900.0;-456.0
137;410.0;141.0;-423.0
118;1053.0;418.0;-609.0
-157;706.0;313.0;-444.0
155;847.0;310.0;-448.0
-84;743.0;824.0;-669.0
145;568.0;282.0;-575.0
-68;738.0;604.0;-798.0
172;424.0;147.0;-527.0
118;845.0;456.0;-783.0
-90;945.0;989.0;-609.0
98;675.0;409.0;-711.0
-140;626.0;786.0;-298.0
-160;798.0;477.0;-528.0
-114;599.0;-40.0;-771.0
136;432.0;85.0;-119.0
91;181.0;472.0;-486.0
126;369.0;417.0;-760.0
-81;498.0;475.0;-1010.0
-101;861.0;190.0;-588.0
-57;342.0;191.0;-142.0
140;552.0;188.0;-435.0
165;677.0;727.0;-579.0
97;744.0;601.0;-278.0
125;866.0;808.0;-776.0
-143;619.0;670.0;-689.0
-66;758.0;681.0;-759.0
145;575.0;113.0;-492.0
-157;91.0;409.0;331.0
118;619.0;175.0;-146.0
92;756.0;314.0;-776.0
-151;151.0;-183.0;62.0
-167;-6.0;-106.0;623.0
97;512.0;764.0;-136.0
-121;755.0;868.0;-94.0
144;370.0;44.0;-323.0
-154;698.0;478.0;-699.0
-62;420.0;285.0;-7.0
-97;302.0;102.0;-105.0
168;581.0;681.0;-648.0
97;806.0;682.0;-304.0
-165;123.0;980.0;718.0
-68;699.0;729.0;-756.0
-160;527.0;665.0;-373.0
-160;104.0;56.0;-84.0
144;812.0;264.0;-483.0
-138;478.0;63.0;-136.0
-136;719.0;714.0;-730.0
130;772.0;1067.0;-685.0
-57;466.0;835.0;-347.0
154;829.0;479.0;-500.0
15;1176.0;1140.0;-1127.0
113;593.0;793.0;-515.0
-81;912.0;322.0;-452.0
165;763.0;407.0;-560.0
179;408.0;339.0;-527.0
144;760.0;302.0;-396.0
-82;788.0;453.0;-357.0
-99;958.0;495.0;-389.0
70;-2.0;-69.0;166.0
139;645.0;243.0;-700.0
-74;898.0;964.0;-787.0
-87;1003.0;999.0;-899.0
155;911.0;447.0;-444.0
-81;223.0;466.0;-279.0
-27;853.0;758.0;-761.0
-166;-313.0;329.0;316.0
154;687.0;405.0;-665.0
-27;948.0;596.0;-804.0
165;599.0;247.0;-498.0
133;-12.0;465.0;32.0
145;610.0;177.0;-456.0
-183;778.0;524.0;-641.0
41;390.0;667.0;-492.0
97;838.0;457.0;-277.0
-25;824.0;809.0;-637.0
139;599.0;175.0;-382.0
130;230.0;112.0;-224.0
125;360.0;205.0;-273.0
143;682.0;376.0;-664.0
143;645.0;757.0;-548.0
144;638.0;641.0;-293.0
165;538.0;526.0;-251.0
-147;764.0;503.0;-648.0
-101;858.0;276.0;-741.0
-142;221.0;386.0;-391.0
173;739.0;672.0;-497.0
129;937.0;760.0;-536.0
-142;340.0;372.0;-136.0
-57;12.0;-85.0;-762.0
-63;1005.0;640.0;-586.0
139;298.0;200.0;-383.0
-162;564.0;488.0;-28.0
-172;441.0;516.0;-214.0
12;1304.0;1414.0;-1087.0
-121;698.0;770.0;-568.0
125;702.0;520.0;-1009.0
141;416.0;431.0;-154.0
141;207.0;67.0;-66.0
-115;377.0;71.0;-440.0
161;665.0;749.0;-518.0
102;614.0;557.0;-1270.0
-168;745.0;486.0;-663.0
-168;637.0;-14.0;-359.0
-53;1009.0;360.0;-925.0
-138;847.0;748.0;-561.0
165;307.0;375.0;-327.0
-56;955.0;255.0;-902.0
-170;825.0;386.0;-338.0
147;583.0;847.0;-504.0
-81;865.0;468.0;-841.0
-166;-250.0;25.0;437.0
156;575.0;654.0;-791.0
45;426.0;777.0;-743.0
-88;561.0;575.0;-955.0
154;669.0;279.0;-552.0
-94;968.0;862.0;-891.0
-155;152.0;255.0;51.0
33;452.0;893.0;-499.0
143;612.0;1068.0;-481.0
145;646.0;61.0;-584.0
83;1038.0;1357.0;-241.0
-145;407.0;336.0;-601.0
-149;707.0;482.0;-707.0
100;931.0;886.0;-1202.0
-109;809.0;722.0;-755.0
-119;726.0;745.0;-675.0
115;1019.0;679.0;-981.0
-81;917.0;739.0;-776.0
-123;697.0;764.0;-603.0
155;699.0;179.0;-503.0
118;785.0;359.0;-639.0
-156;-642.0;-841.0;770.0
-100;672.0;866.0;-709.0
167;605.0;702.0;-402.0
145;586.0;-10.0;-480.0
145;664.0;197.0;-565.0
155;482.0;157.0;-365.0
-81;-108.0;662.0;-869.0
139;923.0;555.0;-399.0
108;1216.0;1217.0;-734.0
-62;801.0;635.0;-1166.0
2;780.0;427.0;-231.0
-136;386.0;191.0;-1057.0
141;219.0;100.0;-521.0
-152;319.0;213.0;23.0
-153;706.0;720.0;-462.0
-53;865.0;835.0;-813.0
98;263.0;270.0;-580.0
167;606.0;653.0;-707.0
143;419.0;-98.0;-180.0
-138;777.0;772.0;-537.0
122;1016.0;769.0;-664.0
-90;680.0;696.0;-828.0
-157;375.0;652.0;37.0
-135;118.0;-145.0;-290.0
84;723.0;1004.0;-259.0
-57;526.0;801.0;-903.0
-55;1132.0;1094.0;-842.0
-57;1009.0;236.0;-744.0
136;225.0;-37.0;-341.0
-112;497.0;1214.0;-897.0
41;273.0;706.0;-471.0
-57;382.0;715.0;-226.0
-121;595.0;637.0;107.0
-170;591.0;183.0;-677.0
-109;791.0;769.0;-720.0
183;779.0;549.0;-420.0
-85;863.0;506.0;-224.0
-34;603.0;624.0;-1108.0
-160;128.0;-69.0;300.0
140;790.0;167.0;-685.0
-157;-157.0;-59.0;149.0
144;738.0;223.0;-531.0
-55;926.0;869.0;-1007.0
-167;-132.0;668.0;-268.0
-166;587.0;789.0;-2.0
-157;-196.0;-278.0;346.0
82;500.0;716.0;-695.0
167;604.0;738.0;-403.0
145;700.0;195.0;-606.0
