InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
-104.0;23;1065.0;?;-395.0;-196.0;418.0;243.0;-231;-754.0;-431.0;23;-664.0
-77.0;-8;?;358;-491.0;-222.0;471.0;-91.0;-358;-811.0;-517.0;-8;-602.0
36.0;-394;792.0;1753;-542.0;-205.0;488.0;-155.0;-1753;-621.0;?;-394;-595.0
57.0;-1046;777.0;4157;-586.0;-179.0;462.0;-107.0;-4157;-453.0;-534.0;-1046;-562.0
63.0;-1258;?;5411;-528.0;-207.0;419.0;116.0;-5411;-656.0;?;-1258;-583.0
101.0;?;781.0;4441;-562.0;-249.0;?;159.0;-4441;-924.0;-804.0;-1049;-617.0
82.0;-1633;531.0;3689;-540.0;-282.0;349.0;168.0;-3689;-935.0;-943.0;-1633;-304.0
143.0;-658;489.0;2086;-506.0;-312.0;373.0;125.0;-2086;-718.0;-911.0;-658;-251.0
129.0;2237;367.0;-491;-367.0;-306.0;332.0;136.0;?;-564.0;-851.0;2237;?
87.0;2722;279.0;-631;-478.0;-281.0;266.0;106.0;631;-654.0;-838.0;2722;13.0
-16.0;2090;183.0;-1542;-395.0;-365.0;140.0;-115.0;1542;-585.0;-817.0;2090;127.0
-88.0;2343;39.0;-2884;-475.0;-454.0;59.0;-343.0;2884;-594.0;-870.0;2343;156.0
-154.0;2203;?;-2698;?;-497.0;?;-518.0;2698;-846.0;-987.0;2203;62.0
-238.0;2287;40.0;-2763;-757.0;-494.0;156.0;-386.0;2763;-1059.0;-1054.0;2287;-155.0
-243.0;2002;?;-2233;-682.0;-409.0;219.0;-295.0;2233;-1218.0;-865.0;2002;-409.0
-208.0;?;-19.0;-2019;-762.0;-170.0;329.0;-277.0;2019;-1063.0;-536.0;1693;-456.0
-272.0;2567;?;-1392;-910.0;29.0;397.0;-201.0;1392;-749.0;-301.0;2567;-334.0
-309.0;993;-90.0;1064;-1071.0;140.0;505.0;-109.0;-1064;-647.0;-336.0;993;-254.0
-323.0;-882;-77.0;516;-1095.0;67.0;567.0;-33.0;-516;-763.0;-621.0;-882;-236.0
-251.0;512;-97.0;-3593;-1069.0;-94.0;530.0;173.0;3593;-948.0;-920.0;512;-218.0
-239.0;602;-198.0;-3805;-1078.0;-256.0;496.0;433.0;3805;-1121.0;-979.0;602;-33.0
-186.0;-490;-267.0;?;-1140.0;-391.0;556.0;423.0;584;-1075.0;-866.0;-490;90.0
-188.0;-385;-314.0;222;-1145.0;-428.0;573.0;217.0;-222;-836.0;-872.0;-385;163.0
-94.0;-25;-353.0;-194;-1075.0;-530.0;610.0;7.0;194;-697.0;-894.0;-25;210.0
22.0;63;-447.0;33;-1059.0;-717.0;604.0;-245.0;-33;-776.0;-996.0;63;201.0
182.0;-32;-348.0;-48;-1008.0;-866.0;602.0;-547.0;?;-908.0;-1138.0;-32;197.0
284.0;-39;-241.0;6;-925.0;-1003.0;603.0;-627.0;-6;-1152.0;-1266.0;-39;141.0
280.0;-19;-201.0;49;-979.0;-1077.0;582.0;-544.0;-49;-1365.0;-1311.0;-19;4.0
245.0;-67;-218.0;-16;-885.0;-1082.0;500.0;-474.0;16;-1378.0;-1412.0;-67;1.0
209.0;-68;-171.0;63;-991.0;-975.0;357.0;-352.0;-63;-1311.0;-1460.0;-68;220.0
142.0;13;-99.0;21;-656.0;-863.0;205.0;-161.0;-21;-1171.0;-1452.0;13;335.0
141.0;9;-371.0;6;-872.0;?;3.0;188.0;-6;-1044.0;-1440.0;9;453.0
826.0;0;-491.0;-7;-272.0;-692.0;61.0;124.0;7;-860.0;-693.0;0;365.0
899.0;75;-544.0;?;251.0;-210.0;212.0;-83.0;23;-708.0;-685.0;75;279.0
465.0;107;-796.0;6;-179.0;139.0;98.0;-20.0;-6;-374.0;-293.0;107;-6.0
374.0;71;-822.0;7;-303.0;349.0;234.0;-54.0;-7;327.0;191.0;71;-132.0
332.0;130;-893.0;-42;-291.0;419.0;440.0;249.0;42;883.0;446.0;130;-77.0
319.0;154;-985.0;?;-410.0;463.0;225.0;372.0;26;908.0;329.0;154;127.0
316.0;30;-872.0;38;-445.0;357.0;130.0;497.0;-38;343.0;-116.0;30;49.0
308.0;-4;-611.0;36;-319.0;309.0;237.0;344.0;-36;-413.0;-253.0;-4;-306.0
316.0;-41;-990.0;22;-201.0;267.0;?;66.0;-22;-609.0;-259.0;-41;-27.0
282.0;-30;-895.0;47;-56.0;253.0;-89.0;37.0;-47;-318.0;9.0;-30;149.0
271.0;16;?;68;81.0;248.0;69.0;-495.0;-68;104.0;200.0;16;-81.0
356.0;-21;-484.0;85;174.0;269.0;263.0;-932.0;-85;305.0;412.0;-21;-220.0
267.0;?;-492.0;96;72.0;314.0;264.0;-836.0;-96;276.0;?;-4;-282.0
121.0;-48;-360.0;86;170.0;194.0;80.0;-765.0;-86;270.0;615.0;-48;-329.0
88.0;59;-201.0;66;73.0;-5.0;76.0;-964.0;-66;301.0;634.0;59;-538.0
178.0;-35;-227.0;153;-7.0;-216.0;108.0;-907.0;-153;138.0;216.0;-35;-586.0
268.0;-424;-325.0;532;56.0;-406.0;47.0;-840.0;-532;-345.0;-292.0;-424;-646.0
208.0;-482;-381.0;923;63.0;-426.0;-6.0;-1110.0;-923;-725.0;-333.0;-482;-700.0
146.0;-344;-440.0;857;98.0;-350.0;0.0;-923.0;?;-781.0;-391.0;-344;-532.0
155.0;99;-587.0;674;17.0;-243.0;-155.0;-352.0;-674;?;-241.0;99;?
118.0;499;?;670;-7.0;-186.0;-173.0;-113.0;-670;-222.0;-136.0;499;59.0
174.0;405;-492.0;231;-6.0;-117.0;-213.0;210.0;-231;-55.0;-113.0;405;222.0
213.0;414;-259.0;-465;?;?;?;130.0;465;?;-22.0;?;106.0
262.0;713;-133.0;-403;-63.0;-42.0;-350.0;?;403;-64.0;-68.0;713;-9.0
301.0;852;75.0;158;115.0;-132.0;-471.0;-34.0;-158;24.0;-146.0;852;39.0
336.0;781;400.0;438;442.0;-310.0;-832.0;-479.0;-438;92.0;-199.0;?;-129.0
512.0;679;-291.0;500;877.0;-357.0;?;-33.0;-500;-17.0;-221.0;679;268.0
611.0;?;-515.0;524;816.0;-206.0;-48.0;-494.0;-524;-160.0;-18.0;415;619.0
331.0;-33;-489.0;675;652.0;111.0;196.0;-121.0;-675;-10.0;?;-33;475.0
51.0;-24;?;759;268.0;318.0;127.0;-28.0;-759;272.0;?;-24;-252.0
-41.0;576;475.0;291;51.0;456.0;17.0;-169.0;-291;450.0;538.0;576;-251.0
-155.0;847;227.0;-247;-41.0;514.0;245.0;-68.0;247;516.0;639.0;847;-209.0
-405.0;861;302.0;-381;-242.0;400.0;-20.0;322.0;381;520.0;314.0;861;-137.0
-412.0;831;40.0;-355;-279.0;38.0;-270.0;230.0;355;244.0;-49.0;831;327.0
-345.0;860;-233.0;-364;-479.0;-358.0;-264.0;-223.0;364;-247.0;-404.0;?;-39.0
-340.0;897;-45.0;-373;-458.0;-629.0;-238.0;431.0;373;-764.0;-850.0;897;117.0
-242.0;324;64.0;?;-412.0;-652.0;-383.0;1449.0;243;-959.0;-902.0;324;450.0
-247.0;93;232.0;-168;-423.0;-610.0;-326.0;2920.0;168;-818.0;?;93;33.0
-362.0;245;336.0;-151;-307.0;-557.0;-478.0;4453.0;151;-356.0;-570.0;245;400.0
-513.0;?;-53.0;-84;-316.0;-696.0;-465.0;4582.0;84;150.0;-414.0;103;596.0
-456.0;135;275.0;-96;-581.0;-824.0;-218.0;5784.0;96;319.0;-390.0;135;748.0
-559.0;152;567.0;-124;-866.0;-849.0;-242.0;6516.0;124;-80.0;-838.0;152;726.0
-583.0;192;1079.0;-142;-935.0;-894.0;-97.0;5768.0;142;-474.0;-973.0;192;667.0
-464.0;320;1209.0;-175;-1026.0;-910.0;?;2763.0;175;-555.0;-1066.0;320;542.0
-176.0;162;836.0;-118;-650.0;-810.0;-1248.0;101.0;118;-656.0;-1082.0;162;732.0
-45.0;14;980.0;-10;-417.0;-552.0;-576.0;402.0;10;-769.0;-987.0;14;443.0
17.0;20;641.0;-24;-404.0;-270.0;-286.0;-81.0;?;-600.0;-713.0;20;-575.0
-220.0;-95;427.0;-75;-350.0;-10.0;-364.0;-121.0;75;-107.0;-244.0;?;-642.0
-540.0;-167;445.0;-84;-462.0;88.0;-408.0;-17.0;84;439.0;-59.0;-167;-204.0
-486.0;-211;448.0;-215;-428.0;72.0;-290.0;?;215;648.0;-4.0;?;-118.0
-157.0;-154;326.0;-237;?;112.0;-191.0;?;237;445.0;90.0;-154;171.0
-67.0;-6;248.0;-72;-240.0;367.0;144.0;-686.0;72;91.0;-37.0;-6;14.0
-161.0;?;?;-15;-210.0;496.0;359.0;166.0;15;-18.0;23.0;0;-104.0
-359.0;26;-16.0;14;-629.0;488.0;393.0;237.0;-14;215.0;233.0;26;210.0
-344.0;1;-286.0;38;-1142.0;230.0;69.0;-22.0;?;287.0;301.0;1;-207.0
-247.0;-21;-262.0;-1;-973.0;7.0;38.0;-267.0;1;-223.0;-153.0;-21;-276.0
-170.0;-45;-51.0;-28;-1106.0;-141.0;-155.0;70.0;28;-1051.0;-780.0;-45;-202.0
11.0;-164;321.0;-11;-1399.0;-301.0;-65.0;691.0;11;-1487.0;-1160.0;-164;-326.0
298.0;-157;441.0;-13;-1081.0;-439.0;108.0;1569.0;13;-1542.0;-1235.0;-157;-240.0
333.0;-82;287.0;-65;?;-546.0;-3.0;1802.0;65;-1382.0;-1284.0;-82;167.0
251.0;-103;-9.0;-98;-1318.0;-606.0;26.0;522.0;98;-1151.0;-1212.0;-103;170.0
184.0;?;-38.0;-125;-1296.0;-781.0;?;-249.0;125;-915.0;-1195.0;-220;-118.0
216.0;-182;11.0;-128;-1147.0;-942.0;-128.0;117.0;128;-853.0;-1338.0;?;-150.0
327.0;-28;-259.0;-23;-778.0;-1014.0;98.0;-90.0;23;-1051.0;-1422.0;-28;-246.0
411.0;-23;-334.0;-8;-741.0;-921.0;482.0;-6.0;?;-1165.0;-1536.0;-23;32.0
497.0;-49;-528.0;-34;-618.0;-683.0;583.0;-261.0;34;-1189.0;-1456.0;-49;74.0
514.0;188;-592.0;101;-639.0;-396.0;414.0;-631.0;-101;-1054.0;-1330.0;188;-34.0
?;732;-495.0;-213;-644.0;-153.0;736.0;-136.0;213;-898.0;?;732;-169.0
492.0;1358;-616.0;-345;-732.0;-14.0;1010.0;-488.0;345;-767.0;-754.0;1358;-69.0
435.0;950;-868.0;-197;-792.0;5.0;1114.0;-384.0;197;-640.0;-554.0;950;-408.0
354.0;1790;-829.0;502;-632.0;42.0;1102.0;-326.0;-502;-558.0;-447.0;?;-286.0
308.0;4423;-682.0;2603;-577.0;?;910.0;-959.0;-2603;-533.0;-431.0;4423;-655.0
348.0;2927;-517.0;3560;-314.0;122.0;453.0;-1103.0;-3560;-660.0;-460.0;2927;?
339.0;226;-687.0;3268;-363.0;220.0;-124.0;?;?;-847.0;-596.0;226;-325.0
362.0;-116;-885.0;1759;-455.0;260.0;-297.0;876.0;-1759;-871.0;-672.0;-116;-499.0
354.0;-1084;-1383.0;-993;-734.0;305.0;-333.0;-601.0;993;-1009.0;-695.0;-1084;-1255.0
336.0;-1826;?;-1869;-897.0;319.0;-30.0;?;1869;-956.0;-670.0;-1826;-1739.0
291.0;-1905;-1975.0;-1778;-1134.0;320.0;102.0;-1591.0;1778;-1019.0;-660.0;-1905;-1818.0
125.0;?;-1956.0;-1472;-1157.0;396.0;208.0;-2305.0;1472;-1002.0;-855.0;-1490;-2002.0
29.0;-1508;?;-481;-1497.0;197.0;54.0;-4266.0;?;-750.0;-778.0;-1508;?
-197.0;-670;-667.0;-479;-1612.0;-144.0;333.0;-5360.0;479;-1045.0;-1402.0;-670;-3770.0
-176.0;?;754.0;-1230;-1875.0;?;499.0;-6130.0;1230;-1705.0;-1540.0;677;-4076.0
-98.0;515;2316.0;-460;-1295.0;-818.0;929.0;?;460;?;-1738.0;515;-4207.0
-29.0;184;3808.0;318;-1011.0;-976.0;1476.0;-6891.0;-318;-2437.0;-1544.0;184;-5246.0
40.0;?;4859.0;-410;-858.0;-1293.0;1670.0;-7688.0;410;-2036.0;-1187.0;-1407;-6098.0
228.0;1100;4920.0;2539;-792.0;-1752.0;1483.0;?;-2539;-773.0;?;1100;-5505.0
244.0;3284;4405.0;5575;-577.0;?;1332.0;?;-5575;1067.0;704.0;3284;-3991.0
52.0;-165;3376.0;3827;-620.0;-1097.0;540.0;-2078.0;-3827;396.0;-505.0;-165;-1767.0
-60.0;?;2586.0;1931;-573.0;-919.0;310.0;358.0;-1931;-741.0;-888.0;728;-860.0
-148.0;2212;1871.0;-147;-565.0;-747.0;436.0;1661.0;147;-1115.0;-1026.0;?;-407.0
-341.0;677;1166.0;-729;-773.0;-523.0;156.0;1604.0;729;-1644.0;-1093.0;?;-288.0
-349.0;358;350.0;?;-777.0;-403.0;13.0;590.0;?;-1475.0;-966.0;?;-395.0
-292.0;283;-515.0;-137;-861.0;-362.0;-136.0;-515.0;137;-580.0;-813.0;283;-524.0
51.0;94;?;24;-831.0;-352.0;-381.0;-1361.0;-24;101.0;-467.0;94;-460.0
422.0;-34;-1727.0;170;-603.0;-345.0;-532.0;-1745.0;-170;467.0;-438.0;-34;-325.0
598.0;-106;-1885.0;145;-176.0;-289.0;-539.0;-426.0;?;488.0;-596.0;-106;218.0
676.0;-91;-1759.0;261;-206.0;-267.0;-512.0;1193.0;-261;496.0;-991.0;?;?
707.0;-42;-1365.0;112;-145.0;-173.0;-466.0;1227.0;-112;510.0;-1130.0;-42;946.0
378.0;-11;-851.0;29;-462.0;-251.0;-69.0;433.0;-29;316.0;-1083.0;-11;433.0
479.0;-29;7.0;70;-220.0;-372.0;578.0;-911.0;-70;108.0;-654.0;-29;-580.0
147.0;-79;916.0;130;-495.0;-144.0;993.0;-2537.0;-130;-181.0;45.0;-79;-1640.0
-207.0;-78;1889.0;103;-1096.0;111.0;1339.0;-3599.0;-103;-319.0;-215.0;-78;?
-180.0;-157;2538.0;299;-773.0;279.0;1854.0;-3604.0;-299;-196.0;-694.0;-157;-3461.0
-87.0;?;2744.0;339;-843.0;476.0;2058.0;-3304.0;-339;-815.0;-864.0;-274;-3734.0
-168.0;-265;2938.0;670;-1100.0;570.0;2360.0;-3144.0;-670;-1352.0;-1129.0;-265;-3737.0
-271.0;-231;3248.0;631;-1297.0;468.0;?;-2380.0;-631;-1215.0;-888.0;-231;-2933.0
-320.0;-229;3248.0;194;-1486.0;303.0;1933.0;-942.0;-194;-883.0;-1064.0;-229;-1608.0
-241.0;-199;3093.0;3085;-1412.0;231.0;1497.0;1057.0;?;-797.0;-925.0;-199;-453.0
-34.0;164;3054.0;6743;-1151.0;47.0;1410.0;?;-6743;-938.0;-888.0;164;326.0
128.0;986;2940.0;6771;-934.0;-17.0;1352.0;2917.0;-6771;-1283.0;-615.0;986;760.0
215.0;1089;2797.0;6491;-628.0;18.0;1267.0;1810.0;-6491;-1368.0;-102.0;1089;670.0
231.0;994;2392.0;4563;-51.0;235.0;1151.0;-24.0;-4563;-948.0;129.0;?;328.0
260.0;1840;1668.0;-1033;330.0;446.0;910.0;-1467.0;1033;-296.0;540.0;1840;-81.0
248.0;1449;987.0;-3126;-121.0;580.0;570.0;-2038.0;3126;209.0;547.0;1449;-362.0
195.0;?;318.0;-3028;?;632.0;84.0;-1784.0;3028;333.0;304.0;284;-250.0
117.0;-260;-496.0;-4036;200.0;477.0;-454.0;-786.0;4036;237.0;330.0;-260;-517.0
140.0;-35;-1187.0;-4279;105.0;175.0;-971.0;-193.0;4279;-82.0;37.0;-35;-548.0
191.0;-189;?;-5508;-127.0;-86.0;-1224.0;-530.0;5508;-785.0;-686.0;-189;-719.0
171.0;-1872;-2585.0;-4891;-327.0;-313.0;-1519.0;-1364.0;4891;-1099.0;-620.0;-1872;-632.0
-169.0;-1455;-2700.0;-1351;-639.0;-397.0;-1595.0;-2115.0;1351;?;-539.0;-1455;?
-260.0;149;-2296.0;-375;308.0;-456.0;-1182.0;-1379.0;375;136.0;56.0;149;43.0
-36.0;2867;-1551.0;-199;658.0;-246.0;-920.0;723.0;199;1029.0;546.0;2867;123.0
251.0;1080;1582.0;6153;-831.0;-180.0;?;-374.0;-6153;-732.0;-852.0;1080;-1125.0
289.0;2174;1333.0;5170;-890.0;-76.0;659.0;-643.0;-5170;-516.0;-545.0;2174;-1233.0
?;2113;1085.0;2516;-724.0;9.0;614.0;-1017.0;-2516;-546.0;-455.0;2113;-1315.0
157.0;1333;881.0;-239;-267.0;34.0;516.0;-1119.0;239;-440.0;-290.0;1333;-1231.0
207.0;1086;700.0;-1320;-146.0;121.0;383.0;-1011.0;1320;-181.0;-181.0;1086;-1091.0
285.0;860;449.0;-2097;-166.0;210.0;283.0;-853.0;2097;-177.0;-116.0;860;-935.0
384.0;805;40.0;-2165;-413.0;308.0;?;-751.0;2165;-287.0;155.0;805;-671.0
163.0;622;-408.0;-2923;-623.0;259.0;-401.0;-489.0;?;-161.0;269.0;622;?
-121.0;472;-944.0;-4539;-385.0;36.0;-484.0;?;4539;-207.0;-140.0;472;-402.0
-32.0;237;-1317.0;-5022;-661.0;-57.0;-262.0;-456.0;5022;-708.0;-494.0;237;-309.0
-178.0;-884;-1430.0;-5220;?;-20.0;-100.0;-651.0;5220;-861.0;-441.0;-884;-241.0
-160.0;-2394;-909.0;-5048;-445.0;?;?;-600.0;5048;-378.0;90.0;-2394;-561.0
-119.0;-3471;90.0;-4263;250.0;251.0;724.0;-751.0;4263;-115.0;-83.0;-3471;-639.0
-221.0;?;635.0;-2610;268.0;404.0;783.0;-935.0;2610;-58.0;53.0;-1549;-393.0
-337.0;1574;736.0;812;?;387.0;579.0;-326.0;-812;?;411.0;1574;187.0
-422.0;2696;591.0;3245;-303.0;193.0;212.0;?;-3245;676.0;691.0;2696;699.0
-428.0;2374;538.0;4692;-586.0;5.0;-76.0;1102.0;-4692;727.0;545.0;2374;663.0
-382.0;456;557.0;6634;-684.0;-206.0;?;1028.0;-6634;228.0;-146.0;456;279.0
-190.0;-183;572.0;4167;-598.0;-380.0;23.0;507.0;-4167;-545.0;-664.0;-183;15.0
-79.0;998;539.0;329;-654.0;-456.0;94.0;-302.0;-329;-1016.0;?;998;-277.0
-23.0;978;442.0;-53;-684.0;-520.0;154.0;-596.0;53;-1097.0;-820.0;978;-414.0
-50.0;551;409.0;-102;-664.0;-534.0;110.0;-654.0;102;-840.0;-517.0;551;-526.0
?;623;400.0;-214;-614.0;-647.0;18.0;-695.0;214;?;-320.0;623;-672.0
-32.0;267;549.0;-5;-839.0;-719.0;-32.0;?;?;-225.0;-446.0;?;-755.0
-17.0;-57;688.0;97;-927.0;-772.0;9.0;-718.0;-97;-412.0;-937.0;?;-878.0
229.0;-4;712.0;147;-783.0;?;150.0;-825.0;-147;-614.0;-1038.0;-4;-1227.0
519.0;-95;779.0;113;-618.0;-930.0;414.0;-1030.0;-113;-637.0;-1126.0;-95;-1400.0
657.0;-90;833.0;115;-824.0;-856.0;566.0;-1191.0;-115;-602.0;-1170.0;-90;-1329.0
426.0;7;797.0;59;-808.0;-835.0;493.0;-1043.0;?;-569.0;-1474.0;7;-1032.0
260.0;-23;763.0;67;?;-997.0;367.0;-457.0;-67;-529.0;?;-23;-980.0
644.0;1;981.0;94;-1424.0;-1157.0;447.0;-78.0;-94;-690.0;-1283.0;1;?
486.0;-206;1362.0;279;-1208.0;-916.0;?;-525.0;-279;-764.0;-1066.0;-206;-1590.0
332.0;-302;1767.0;425;-1408.0;-797.0;1094.0;-1496.0;-425;-865.0;-1823.0;-302;-2132.0
500.0;?;?;639;-1585.0;-763.0;1564.0;-2207.0;?;-1319.0;-2369.0;-393;-2676.0
?;-346;2225.0;1161;-1710.0;-810.0;1876.0;-2672.0;-1161;-2164.0;-2586.0;-346;-3014.0
701.0;109;2449.0;1819;-1677.0;-755.0;1912.0;-2653.0;-1819;-2569.0;-2464.0;109;-2677.0
639.0;-702;2559.0;3633;-1760.0;-751.0;1853.0;-2171.0;-3633;-2285.0;-2232.0;-702;-2442.0
555.0;263;2607.0;5872;-2005.0;-654.0;1804.0;-1719.0;-5872;-2079.0;-2327.0;263;-2158.0
590.0;3357;2592.0;6228;-1909.0;-493.0;1848.0;-1514.0;-6228;-2120.0;-2246.0;3357;-1872.0
683.0;4390;2577.0;4523;-1458.0;-376.0;1866.0;-1542.0;-4523;-2044.0;?;4390;-1571.0
738.0;4550;2424.0;2211;-1418.0;-378.0;?;-1523.0;-2211;-1933.0;-1749.0;4550;-1357.0
748.0;4003;2257.0;962;-1054.0;-317.0;1709.0;-1438.0;-962;-1899.0;-1637.0;4003;-963.0
726.0;2549;2108.0;213;-816.0;-174.0;1660.0;-1416.0;-213;-1739.0;-1460.0;2549;-798.0
727.0;2056;1966.0;-1675;-841.0;33.0;1530.0;-1406.0;?;-1498.0;-1148.0;2056;-606.0
682.0;2395;1969.0;-4035;-1058.0;272.0;1462.0;-1225.0;4035;?;-838.0;2395;-463.0
381.0;3103;1935.0;-5547;-1007.0;449.0;1208.0;-763.0;5547;-771.0;-910.0;3103;-369.0
281.0;3935;1694.0;-5389;-1079.0;167.0;933.0;?;5389;?;-920.0;3935;-472.0
257.0;3932;1462.0;-3201;-1882.0;-100.0;1009.0;-357.0;3201;-1250.0;-1350.0;3932;-709.0
1.0;2790;?;-923;-2691.0;-318.0;1251.0;-416.0;923;-2112.0;-1469.0;2790;-821.0
-118.0;1243;1418.0;503;-1724.0;?;1643.0;-689.0;-503;-2168.0;-1462.0;1243;-665.0
-136.0;667;902.0;911;-2010.0;-185.0;1651.0;-1056.0;-911;-1785.0;-1766.0;667;-841.0
-593.0;596;440.0;162;-2322.0;-211.0;1281.0;-1005.0;-162;-1701.0;-2253.0;596;-729.0
-518.0;-245;404.0;-127;-2240.0;-678.0;631.0;91.0;127;-1757.0;?;-245;-158.0
-427.0;-371;523.0;?;-2274.0;-1058.0;77.0;1009.0;31;-1679.0;-1384.0;-371;181.0
-343.0;-21;753.0;10;-2523.0;-1350.0;-234.0;-142.0;-10;-1591.0;?;-21;106.0
-412.0;-226;948.0;188;-2456.0;-1484.0;-478.0;-511.0;-188;-1797.0;-2522.0;-226;-544.0
-346.0;-304;1782.0;184;?;-1636.0;-1086.0;695.0;-184;-2110.0;-2694.0;-304;?
-116.0;-264;2373.0;168;-1865.0;-1794.0;-1007.0;2560.0;-168;-2225.0;-2768.0;-264;-44.0
?;-136;1952.0;102;-1720.0;-1719.0;?;3281.0;-102;-2145.0;-2370.0;-136;727.0
446.0;-105;1956.0;58;-1294.0;-1382.0;-860.0;?;-58;-1651.0;-1524.0;-105;-863.0
389.0;-110;2338.0;41;-1151.0;-924.0;-456.0;54.0;-41;-634.0;-649.0;-110;-893.0
122.0;-92;2808.0;?;-476.0;-547.0;16.0;1596.0;-64;455.0;-244.0;-92;-487.0
24.0;-141;2863.0;126;-277.0;-538.0;629.0;1905.0;-126;992.0;-129.0;-141;-842.0
412.0;-70;2510.0;137;-447.0;-490.0;798.0;1721.0;-137;541.0;-217.0;-70;-1291.0
590.0;-81;2227.0;168;-218.0;-152.0;842.0;1982.0;-168;-411.0;-117.0;-81;?
232.0;-80;1838.0;?;-600.0;181.0;792.0;1651.0;-102;-867.0;-565.0;-80;-1204.0
165.0;-209;1515.0;347;-791.0;248.0;755.0;1359.0;-347;-415.0;-512.0;-209;-1061.0
200.0;-149;?;332;-764.0;112.0;?;1374.0;-332;-341.0;-627.0;-149;?
?;?;1092.0;390;-956.0;-50.0;727.0;1164.0;-390;-696.0;-882.0;-157;-859.0
190.0;-190;828.0;891;-846.0;-148.0;?;597.0;-891;-1258.0;-1143.0;-190;-433.0
29.0;114;640.0;735;-835.0;-279.0;794.0;804.0;-735;-1366.0;?;114;-179.0
-57.0;?;455.0;2201;-842.0;-388.0;703.0;663.0;-2201;-962.0;-1045.0;-962;-97.0
-59.0;-1532;219.0;4954;-839.0;-478.0;572.0;243.0;-4954;-653.0;-892.0;-1532;-386.0
2.0;-2062;93.0;4558;-940.0;-562.0;391.0;-96.0;-4558;-676.0;-843.0;-2062;-274.0
55.0;-2265;127.0;?;-745.0;-581.0;318.0;?;-3257;-784.0;-883.0;-2265;?
155.0;815;-108.0;2422;-622.0;-595.0;90.0;-936.0;?;-882.0;-947.0;815;425.0
220.0;1950;-516.0;-1147;-546.0;-607.0;-31.0;-1466.0;1147;-993.0;-937.0;?;676.0
248.0;1534;-1023.0;-3279;-343.0;-605.0;10.0;-1721.0;3279;-1096.0;-952.0;1534;386.0
288.0;2525;-1440.0;?;-218.0;-524.0;32.0;-1397.0;2854;-1050.0;-890.0;2525;-487.0
356.0;2718;-1932.0;-2880;111.0;-384.0;48.0;-1214.0;2880;-873.0;-696.0;2718;-1399.0
286.0;2266;-2017.0;-2481;185.0;-190.0;241.0;-2122.0;2481;?;-395.0;2266;-1386.0
46.0;1974;-1365.0;-1952;-340.0;-42.0;95.0;-4479.0;1952;-182.0;154.0;1974;-1427.0
-81.0;?;-1369.0;-1194;329.0;112.0;276.0;-3425.0;1194;421.0;515.0;1528;-1096.0
51.0;94;-1961.0;-1164;525.0;?;445.0;-1557.0;1164;588.0;397.0;94;-305.0
-9.0;452;-876.0;54;50.0;?;769.0;-395.0;-54;197.0;181.0;452;-40.0
-219.0;1825;-251.0;1104;-471.0;380.0;771.0;821.0;-1104;132.0;294.0;1825;424.0
-333.0;694;-392.0;-376;-663.0;183.0;328.0;324.0;376;287.0;176.0;694;476.0
-212.0;-307;-516.0;-144;-596.0;89.0;556.0;123.0;144;304.0;30.0;-307;80.0
-179.0;-201;-719.0;308;-762.0;2.0;435.0;490.0;-308;117.0;?;-201;291.0
-154.0;-243;-574.0;-119;-996.0;-196.0;473.0;565.0;119;-234.0;-426.0;-243;273.0
-98.0;-221;-525.0;110;?;-396.0;542.0;244.0;-110;-368.0;-474.0;-221;13.0
-26.0;-248;-391.0;56;-1055.0;-625.0;?;-142.0;?;-475.0;-578.0;-248;-313.0
26.0;-183;-205.0;40;-1069.0;-816.0;537.0;-441.0;-40;-663.0;-734.0;-183;-273.0
85.0;-61;-543.0;?;-1110.0;-873.0;492.0;-570.0;-35;-791.0;-835.0;-61;-334.0
109.0;-133;-584.0;31;-1019.0;-884.0;416.0;-891.0;-31;-811.0;-865.0;-133;-400.0
210.0;-181;-558.0;127;-770.0;-780.0;334.0;-755.0;-127;-686.0;-723.0;-181;-181.0
293.0;-44;-404.0;73;-530.0;-662.0;403.0;-298.0;-73;-680.0;-745.0;?;-298.0
320.0;20;-402.0;-30;-356.0;-569.0;514.0;29.0;30;-694.0;-800.0;20;-501.0
462.0;45;-410.0;-4;-215.0;-315.0;484.0;?;4;-613.0;-423.0;45;-267.0
520.0;119;-374.0;88;51.0;-5.0;555.0;528.0;-88;-353.0;-82.0;119;-7.0
417.0;135;-454.0;91;69.0;347.0;860.0;249.0;-91;-149.0;175.0;135;?
211.0;135;-641.0;108;231.0;662.0;673.0;-32.0;-108;-3.0;266.0;135;84.0
11.0;115;-602.0;77;?;?;564.0;200.0;-77;179.0;454.0;115;54.0
94.0;-11;-471.0;61;398.0;698.0;494.0;-363.0;-61;363.0;783.0;-11;-189.0
