InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
67;397;-49;16;-122;53;-84;-862;-67;-122;54;-84
-155;415;-41;36;-182;63;-120;-857;155;-182;47;-120
-409;432;-27;?;-259;77;-165;-845;409;-259;44;-165
3235;267;-311;-306;964;?;578;-1141;-3235;964;-82;578
5166;338;-585;-496;1816;-392;1183;-1498;-5166;1816;-413;1183
5680;308;-297;-353;1216;-149;1005;-1032;-5680;1216;34;1005
8235;608;-158;-257;822;60;896;-581;-8235;822;220;896
6850;853;-104;-126;948;?;796;-542;-6850;?;-12;796
1982;303;251;-280;1102;386;538;-415;-1982;1102;481;?
-429;928;-225;-968;1185;179;875;?;429;1185;-226;875
46;1671;-790;-1560;1276;-111;1521;-2098;-46;1276;-1047;1521
-1318;996;-284;?;1093;139;522;-1268;1318;1093;-296;522
-3719;75;110;-205;?;165;-1436;-297;3719;685;735;-1436
-3168;204;102;-268;?;215;-1057;-429;3168;956;564;-1057
-1806;1515;?;118;1762;898;1032;-937;1806;1762;-959;1032
-1631;1876;342;295;1945;1102;1502;-1029;1631;1945;-1377;1502
-1694;1652;295;167;1839;971;1237;-984;1694;1839;-1119;1237
-1672;1785;326;250;1900;1052;1388;-1007;1672;1900;-1272;1388
-1679;1727;311;211;1874;1015;1322;-999;1679;1874;-1205;1322
-1676;1738;314;219;1880;1022;1335;-1001;?;1880;-1218;1335
-1677;1753;319;228;1888;1033;1353;-1002;1677;1888;-1235;1353
-1672;1727;309;212;1870;1013;1321;?;1672;1870;-1205;1321
-1683;1755;322;229;1893;1036;1355;-1002;1683;1893;-1237;1355
-1664;1728;308;216;?;?;1325;-998;1664;1868;-1207;1325
-1683;1748;319;223;1889;1030;1346;-1002;1683;1889;-1229;1346
-1681;1745;317;222;1886;1028;1343;-1001;1681;1886;-1225;1343
-1640;1719;298;212;1852;?;1319;?;1640;1852;-1196;1319
-1745;1783;347;238;1938;1068;1377;-1005;1745;1938;-1271;1377
-1564;1672;262;193;1787;953;1276;-992;1564;1787;?;1276
-1818;1829;382;257;2001;1115;1420;-1010;1818;2001;-1325;1420
-1533;1651;249;183;1760;935;1255;-991;1533;1760;-1117;1255
-36;667;?;-234;460;10;325;-889;?;460;4;325
19;447;-480;-331;181;-84;84;-857;-19;181;221;84
-418;587;?;?;310;71;223;?;418;310;68;223
40;413;-441;-364;152;-40;?;-869;-40;152;223;90
33;464;-383;-361;?;52;17;-904;-33;120;129;17
135;426;-404;-383;151;21;38;-904;-135;151;171;38
555;435;-392;-367;167;30;16;-876;-555;167;183;16
523;605;-396;-222;-215;29;-299;-813;-523;-215;90;-299
842;412;-406;?;50;21;-342;-979;-842;50;154;?
1048;279;-266;-616;80;145;-373;-1012;-1048;80;175;-373
1049;284;-375;-647;257;53;-289;-1063;-1049;257;194;-289
1014;304;-309;-600;103;?;-355;-1017;-1014;103;173;-355
980;331;?;-551;-40;147;-410;-975;-980;-40;151;-410
959;-94;-865;-1225;1854;-383;270;-1528;-959;1854;502;270
-1571;-163;-643;-851;-461;-376;?;-1030;1571;-461;778;-718
-3698;-176;?;-191;-4956;-364;-2238;-143;3698;-4956;1151;-2238
-3057;-25;-242;-362;-2511;-126;-1651;-507;?;-2511;798;-1651
-3741;331;730;-235;243;899;-2294;-533;3741;243;215;-2294
-4000;269;809;-251;11;960;-2622;-459;4000;11;?;-2622
-1625;1243;287;264;2944;611;800;-1087;1625;2944;-707;800
-1416;2103;237;988;3567;718;2400;-1182;1416;3567;-1297;2400
-2478;2311;464;1021;2194;1197;2386;-1442;2478;2194;-1786;2386
-2073;2114;297;1129;2460;788;1943;-982;2073;2460;-1098;1943
-910;1517;77;1736;1651;-290;-447;908;?;1651;1435;-447
634;1482;629;1678;1650;246;-793;949;-634;1650;1207;-793
1859;1070;355;939;195;352;-174;124;-1859;195;538;-174
4025;?;-480;1353;-1527;-643;455;370;-4025;-1527;1077;455
601;567;267;283;-420;495;-667;-323;-601;-420;336;-667
-3834;-250;-337;-1016;-1956;491;-2055;-1781;3834;-1956;-545;-2055
-985;687;-1738;201;-4170;-1189;-707;-1726;985;-4170;-346;-707
-61;593;-308;252;-1800;-68;-572;-812;61;?;90;-572
-642;362;8;2;-211;?;-561;?;642;-211;99;-561
-117;636;-667;325;-607;-457;-105;-934;117;-607;49;-105
?;468;-298;124;-263;-70;-333;-860;461;-263;?;-333
-317;544;-463;215;-451;-243;-252;-890;317;-451;61;-252
-340;532;-436;200;-418;-215;-263;?;340;-418;61;-263
-62;524;-333;183;28;-118;9;-871;62;?;47;9
163;561;-374;224;80;?;139;-883;-163;80;37;139
-87;504;-334;164;106;-115;77;-876;87;106;51;77
-144;409;-309;58;30;-69;49;-914;144;30;48;49
-63;385;-279;36;-201;-43;-121;-908;63;?;54;-121
-29;481;-355;157;-192;-155;-88;-860;29;-192;81;-88
-10;499;-372;178;?;-177;-67;-855;10;-174;83;-67
-58;478;-349;155;-189;-150;-91;-856;58;-189;84;-91
25;497;-375;175;-193;-178;-77;-861;-25;?;78;-77
-83;479;-350;159;-169;-152;-80;-852;83;-169;88;-80
1;492;-367;?;-195;-169;-82;-860;-1;-195;80;-82
16;493;-369;?;-200;-171;-84;-862;-16;-200;78;-84
-223;464;-329;149;-114;-135;-64;-835;223;-114;103;?
426;542;-437;204;?;-231;-111;-911;-426;-343;32;-111
-1386;324;-122;55;227;44;-62;-675;1386;227;256;-62
-3964;-10;379;-153;787;459;?;-209;3964;787;710;-312
-3396;64;212;-49;667;278;-198;-212;3396;667;719;-198
-2850;307;87;192;991;161;407;-359;2850;991;545;407
-2814;369;179;245;949;239;?;-315;2814;949;566;320
-3015;316;-139;246;1314;?;1156;-525;3015;1314;435;1156
-2747;840;-57;851;636;84;2054;-595;2747;636;438;2054
-2246;1671;258;1739;-143;473;2181;?;2246;?;300;2181
-2272;1512;229;?;-151;415;2138;-665;?;-151;377;2138
-2214;1442;244;1487;-267;406;2071;-593;2214;-267;447;2071
-2607;1780;?;1878;306;449;2456;-978;2607;306;65;2456
-720;909;331;851;-553;236;1130;200;?;-553;1268;1130
1642;1356;-170;1344;3174;-139;983;-59;-1642;3174;1136;983
1498;795;162;771;-2143;237;-155;185;-1498;-2143;1257;-155
-1830;-1504;-107;-1679;-12844;-600;-4972;1769;1830;-12844;2702;-4972
-5040;-152;-2502;46;-4177;-2556;-4749;-564;5040;-4177;667;-4749
-1661;892;-1238;1169;802;-1221;-1042;-1218;1661;802;35;-1042
853;?;296;613;-1487;41;-47;-331;-853;-1487;803;-47
-290;797;-466;1020;139;-561;-327;-871;290;139;332;-327
202;633;-125;818;-625;-294;-221;-625;-202;-625;546;-221
80;677;-210;?;-440;-361;-248;-685;-80;-440;495;-248
-29;715;-289;916;-373;-431;-313;-712;29;-373;476;-313
347;572;-1;753;35;-136;147;-771;-347;35;379;147
325;556;39;728;676;-49;382;-908;-325;676;229;382
261;559;91;713;291;?;303;-830;-261;291;299;303
184;562;74;709;335;?;300;-863;-184;335;259;300
150;547;77;681;237;27;200;-829;?;237;?;200
173;529;83;644;125;46;93;-839;-173;125;247;93
300;538;46;617;154;18;28;-848;-300;154;210;28
96;550;78;609;123;45;7;-822;-96;123;220;7
478;529;22;580;137;3;-49;?;-478;137;168;-49
1019;?;-54;648;162;-88;-91;-820;-1019;162;205;-91
1219;644;-30;651;468;-60;121;-790;-1219;468;213;121
2053;452;-199;392;1029;-132;248;-993;-2053;1029;-2;248
2177;366;-255;282;?;-152;135;-1061;-2177;1107;-71;135
2311;428;-246;360;1140;-163;317;-1034;-2311;1140;-42;317
2000;379;-223;298;1038;-128;96;-1038;-2000;1038;-50;96
2316;412;-255;340;?;-166;275;-1044;-2316;1154;-51;275
154;545;198;986;-68;-215;-85;-855;-154;-68;748;-85
-8;498;266;939;-130;-115;-73;-900;8;-130;657;-73
237;?;227;952;80;-161;52;-881;-237;80;672;52
?;517;272;927;147;-100;72;-884;-324;147;648;72
?;533;311;903;168;-57;29;-856;-312;168;676;29
?;575;253;924;211;-120;129;-826;-284;211;665;129
?;541;255;856;159;-72;139;-848;-146;159;532;139
237;545;301;803;133;-10;?;-822;-237;133;512;90
71;557;271;800;33;-37;24;-825;-71;33;474;24
-148;432;193;713;?;-47;-50;-931;148;-72;286;-50
281;427;190;677;-70;-38;10;-920;-281;-70;268;?
345;615;267;771;?;-43;-58;-794;-345;-127;412;?
?;682;300;801;-230;-38;-84;-733;-209;-230;476;-84
252;?;291;802;-156;-44;-111;-763;-252;-156;449;?
255;668;293;794;-207;?;-71;-745;-255;-207;465;-71
253;669;293;796;-197;-40;-79;-748;-253;-197;462;?
201;686;296;818;-124;-49;-168;-775;-201;-124;438;-168
261;589;258;?;?;-29;79;-667;-261;-374;526;79
-507;706;215;922;?;-170;-955;-1035;507;366;164;-955
-570;1099;253;1465;1496;-360;-2136;-1849;570;1496;-598;-2136
-941;929;231;1234;1188;-294;-1892;-1507;941;1188;-280;-1892
-3428;414;242;458;1038;?;-1598;-435;3428;1038;702;-1598
?;347;362;306;1654;146;-476;?;3771;1654;767;-476
-2428;515;345;656;1487;?;982;-641;2428;1487;661;982
-1801;750;446;884;1213;-51;1486;-635;1801;1213;908;1486
-1744;659;399;916;1679;-56;1727;-808;1744;1679;688;1727
-1721;806;502;951;1448;-8;1641;-733;1721;1448;853;1641
-2543;1932;1322;1522;583;364;1571;-722;2543;583;1564;1571
-3308;2283;1587;1843;476;459;1788;-915;3308;476;1622;?
-1030;1478;839;708;487;180;394;90;1030;487;?;394
-1177;1219;266;-103;673;-197;-1339;1127;1177;673;2672;-1339
962;?;630;?;1013;120;83;589;-962;1013;2229;83
3086;862;356;614;-920;-49;1012;-36;-3086;-920;1498;1012
-5716;418;-2035;1114;-5722;-2404;-1676;576;5716;-5722;1953;-1676
-9093;319;-3036;?;-7584;-3359;-2650;?;9093;-7584;2286;-2650
-2406;545;-465;966;-2659;-1036;-743;-283;2406;-2659;?;-743
414;?;1070;829;314;281;-84;-1164;-414;314;?;-84
-22;?;556;844;-706;-133;-358;-886;22;-706;826;-358
66;543;685;839;-478;-30;-324;-960;-66;-478;787;-324
72;548;719;835;-465;?;-339;-979;-72;-465;776;-339
215;516;522;872;-42;-183;-20;-878;-215;-42;825;-20
517;515;576;863;604;-138;269;-907;-517;604;799;269
511;520;546;?;445;-123;216;-877;-511;445;800;216
624;511;498;885;595;-170;?;-886;-624;?;781;?
596;516;507;873;552;-157;233;-880;-596;552;786;233
?;588;635;752;294;42;206;-805;-211;294;842;206
-264;?;652;719;-21;84;41;-755;264;-21;880;41
?;569;?;814;-190;-68;-181;-833;219;-190;777;-181
-285;548;587;813;-358;?;-214;-859;285;-358;724;-214
115;486;549;777;-211;-29;-165;-930;-115;-211;596;-165
618;477;453;832;-174;-156;?;-924;-618;-174;550;-201
904;539;484;857;31;-173;-31;-849;-904;31;619;-31
2222;487;306;843;1193;-199;293;-1056;-2222;1193;326;293
1896;355;?;715;548;-44;32;-863;-1896;548;447;32
4666;352;165;617;2066;-44;481;-1218;-4666;2066;?;481
10233;-369;61;-275;2158;537;448;-1336;-10233;2158;-461;448
10734;-284;-47;-221;1647;509;?;-1627;-10734;1647;?;244
7047;1422;-1868;?;4624;-1341;924;-3193;-7047;4624;-1726;924
-262;1041;-1480;1420;-2289;-1370;-1953;-1739;262;-2289;-384;-1953
-5021;?;-247;372;-4945;-490;-4261;-96;5021;-4945;947;-4261
-4739;461;71;171;?;159;-2693;-841;4739;1078;81;-2693
-5171;?;1056;-293;-131;1108;-1022;-890;5171;-131;-109;-1022
-5273;859;979;349;-697;588;719;-1063;5273;-697;?;719
-5048;912;817;?;-297;348;?;-1179;5048;-297;-124;1084
-5561;857;1088;203;-1062;749;515;?;5561;-1062;-53;515
-4587;1024;838;901;405;?;1306;?;4587;405;-94;1306
-4545;2159;1952;1676;2017;372;403;-1382;4545;2017;495;403
-4213;3477;2890;1744;2086;672;-903;-470;4213;2086;2137;-903
-4339;3104;1976;547;2596;228;-54;1233;4339;2596;3637;-54
-5838;2842;1840;-181;3210;440;-11;1890;5838;3210;3889;-11
1699;3462;1609;2581;463;-981;595;-473;-1699;463;3056;595
6572;3077;1067;3859;?;-1681;339;-2073;-6572;-2040;1456;339
1833;1478;680;1861;-1775;-583;-1121;-1267;-1833;-1775;400;-1121
241;450;1;1011;-1042;-573;-495;-905;-241;-1042;450;-495
125;520;286;820;-337;-250;-102;-909;-125;-337;392;-102
-138;513;422;662;-59;-40;-142;-886;138;-59;300;-142
145;438;273;730;-7;?;52;-929;-145;-7;342;52
24;499;377;681;176;-79;29;-884;-24;176;321;29
209;475;314;717;202;-139;119;-906;-209;202;337;119
224;486;328;705;?;-106;141;-907;-224;262;317;141
224;477;?;663;255;-69;139;-885;-224;255;318;139
204;488;330;671;230;-76;145;-874;-204;230;332;145
294;533;347;710;229;-85;119;-885;-294;?;324;119
134;486;333;661;232;-68;149;-868;-134;232;335;149
307;530;344;710;223;-89;114;-883;-307;223;327;114
220;508;339;685;234;-77;139;-877;-220;234;331;139
873;417;278;593;682;-11;585;-922;-873;682;238;585
-276;518;603;635;236;-59;-131;-923;276;236;444;-131
?;435;?;720;-68;-65;104;-958;-378;-68;432;104
-87;523;524;704;454;-158;66;-861;87;454;520;66
186;477;573;668;195;-27;173;-901;-186;195;467;173
113;496;563;656;185;-37;92;-886;-113;185;470;92
113;497;537;677;101;-66;40;-884;-113;101;470;40
113;491;534;665;5;-51;?;-866;-113;5;471;36
47;526;509;646;42;-64;23;?;-47;?;398;23
-124;496;460;622;-18;-86;-9;-856;?;-18;367;-9
93;507;434;581;36;-72;?;-884;-93;36;289;11
28;475;357;?;88;-51;71;-874;-28;88;190;71
-46;469;358;453;87;-48;64;-872;46;87;192;64
700;525;317;528;121;-121;?;-901;-700;121;156;182
85;434;201;524;308;-193;257;-947;-85;308;94;257
1745;378;102;463;704;-147;506;-1054;-1745;704;-20;506
1807;778;729;1901;-826;-707;-1359;-1806;-1807;-826;890;-1359
-520;465;510;496;-231;-34;281;-518;520;-231;1186;281
203;473;547;931;-274;-276;-203;-939;-203;-274;998;-203
134;477;544;895;-272;-256;-154;?;-134;-272;1019;-154
-47;492;623;709;155;-79;223;-794;47;155;1091;223
245;469;662;819;289;-112;100;-948;-245;289;1004;100
-1;481;638;719;237;-72;228;-824;?;237;1071;228
172;479;651;787;243;-101;137;-901;?;243;1034;137
88;477;648;757;259;-87;183;-870;-88;259;1046;?
86;477;648;757;265;-87;186;-871;-86;265;1046;186
113;496;659;777;-10;-83;-13;-889;-113;-10;1047;-13
-148;458;676;724;9;-35;-61;-875;148;9;1013;-61
395;493;623;809;190;?;55;-890;-395;190;1023;55
142;487;636;?;221;-94;107;?;-142;221;982;107
668;406;723;714;320;24;238;-942;-668;320;878;238
3199;1550;1583;2438;-7677;460;413;-2633;-3199;-7677;1485;413
-1264;1160;3655;1755;2584;1920;-3636;-3253;?;2584;1572;-3636
1796;2654;1344;3575;-820;?;-185;-2707;-1796;-820;160;-185
269;1020;?;1625;-1807;-1085;-563;-1216;-269;-1807;?;-563
-257;364;667;646;-278;-195;-580;-829;257;-278;678;-580
376;704;621;982;-508;-238;145;-974;?;-508;808;145
-216;355;750;588;135;-38;-327;-856;216;135;815;-327
342;564;?;832;12;-201;211;-916;-342;12;777;211
196;475;694;?;113;-83;27;-874;-196;113;827;27
182;508;670;731;92;-93;?;-861;-182;92;827;28
109;541;639;766;83;-121;76;-856;-109;83;804;76
-14;518;666;726;55;-77;-3;-850;14;55;821;-3
-26;496;?;727;50;-91;20;-862;26;50;784;20
-2;546;625;752;58;-158;53;-864;2;58;678;53
-37;487;601;695;232;-108;151;-850;37;?;639;?
139;444;625;590;322;-34;131;-905;-139;322;?;131
431;591;615;628;248;-114;96;?;-431;248;310;96
510;297;480;551;463;-88;385;-864;?;463;445;385
2581;554;840;379;1103;-105;818;?;?;1103;-25;818
3025;-83;459;124;1396;?;1205;-908;-3025;1396;361;1205
4594;376;937;140;?;25;1007;-1308;-4594;1452;-41;1007
?;2082;2337;539;-541;392;-1158;-2402;-9223;-541;-1162;-1158
8307;945;1783;18;-4486;1019;-2772;-1499;-8307;-4486;433;-2772
6445;2191;2868;?;-4350;374;-81;-2108;-6445;-4350;-110;-81
2103;2427;2826;-1041;-2552;162;1886;-2318;?;-2552;?;?
-3752;?;437;-383;-3853;?;141;-560;3752;-3853;1695;141
-3466;-1;388;-228;-4249;199;-1811;?;3466;-4249;1210;-1811
-3637;177;624;-16;-2555;367;-3233;-555;?;-2555;1255;-3233
-4661;489;929;385;-1280;758;-3499;-697;4661;?;1527;-3499
-5545;946;1431;1067;-377;1176;-2008;-973;5545;-377;1579;-2008
-7130;1208;657;1283;141;960;59;-570;7130;141;1379;59
-6459;1155;917;1690;985;961;814;-939;6459;985;1154;814
-6180;1483;654;1950;2147;1034;1485;-1044;6180;2147;987;1485
-5730;2060;305;2189;2783;589;3606;-1511;5730;2783;-40;3606
-4388;1977;254;3428;2868;1531;5448;-2037;4388;?;-53;5448
?;5814;-5331;?;-380;506;6640;1638;6024;-380;-556;?
1098;3531;-3761;-473;-4056;-872;3784;1245;-1098;-4056;-96;3784
9890;623;1802;908;-1204;-1125;1494;-2677;-9890;-1204;-1614;1494
5073;3860;-686;1116;595;-1168;2200;-1462;?;595;-3082;2200
1149;-35;482;1160;?;995;-477;-1005;-1149;-3296;1460;-477
912;-623;?;981;-2400;668;-1001;-1151;-912;-2400;1427;-1001
-57;1569;-159;501;374;-565;387;-626;57;374;-522;?
206;65;818;691;-80;55;-112;-1028;-206;-80;682;-112
54;641;378;686;128;-49;74;-856;-54;128;326;74
26;456;496;697;165;18;28;-902;?;165;470;28
?;356;567;723;18;71;-14;-936;-105;18;549;-14
?;582;433;690;132;-32;87;-884;-150;132;353;87
217;397;526;680;?;35;5;-900;-217;25;501;5
231;515;436;720;53;58;15;-873;-231;53;433;15
201;511;466;689;92;13;?;-890;-201;92;398;21
130;514;469;?;11;-19;3;-889;-130;11;358;3
180;484;434;670;19;56;18;-884;-180;19;388;18
323;518;?;606;146;13;131;-867;-323;146;296;131
353;476;443;562;89;-31;138;-915;-353;89;?;138
452;559;429;563;243;-32;?;-856;-452;243;226;227
1355;568;453;457;631;-125;626;-916;-1355;631;148;626
4651;1962;358;2809;-443;1079;922;-4156;-4651;-443;-3177;922
4080;3453;-514;-11;96;-826;867;-1827;-4080;96;-2732;867
2485;498;520;1040;-1127;157;-775;-1428;-2485;-1127;-118;-775
278;473;264;728;-566;131;-609;-962;-278;-566;253;-609
-51;571;274;520;-234;-88;-185;-885;51;-234;185;-185
?;295;476;?;-173;-47;?;-1012;-133;-173;269;-74
56;594;304;400;146;-225;39;-836;-56;146;141;39
119;385;395;606;?;-70;48;-937;-119;116;249;48
92;467;344;556;277;-83;182;-909;-92;277;222;182
138;457;348;558;262;-71;174;-909;-138;262;222;174
96;444;347;559;228;-56;106;-908;-96;228;225;106
73;476;316;539;199;-45;89;?;-73;?;196;89
32;445;314;499;119;-45;68;-880;-32;119;202;68
42;464;271;519;-30;-4;-30;-910;-42;-30;171;-30
97;497;281;496;24;-27;-2;-920;-97;24;117;-2
227;474;297;393;226;-98;158;?;-227;226;100;?
471;454;252;436;250;-24;207;-939;-471;250;109;207
718;412;389;512;454;12;379;-959;-718;454;116;379
1773;243;425;368;494;-135;483;-1021;-1773;494;214;483
3;324;395;245;-1025;-413;-411;-847;-3;-1025;98;?
18;471;321;223;-417;-424;-139;-899;?;-417;-26;-139
51;484;241;269;66;-337;-15;-894;-51;66;0;?
69;376;?;375;95;-224;-21;-883;-69;95;105;-21
44;?;140;370;349;-186;158;-926;-44;349;18;158
108;414;203;350;254;?;85;-888;-108;254;77;?
182;462;166;346;291;-188;?;-900;-182;291;46;?
172;449;176;336;323;-188;183;-898;-172;323;53;183
110;450;155;?;349;-173;145;-871;-110;349;64;145
97;466;125;304;292;-132;138;-883;-97;292;48;138
84;471;94;314;234;-87;141;-903;-84;234;31;141
13;462;105;252;124;-111;102;-896;-13;124;23;102
66;?;139;181;108;-173;50;-876;-66;?;22;50
160;457;125;185;268;-156;158;-892;-160;268;11;158
235;431;110;221;263;-104;208;-928;-235;263;2;208
475;436;92;205;275;-83;44;-896;?;275;24;44
636;?;135;?;580;-159;372;-916;-636;580;-21;372
1876;511;234;168;743;-171;617;-965;-1876;?;-71;617
2843;401;265;322;872;-51;910;-963;-2843;872;47;910
3979;404;426;434;906;-73;983;-1097;-3979;906;2;983
7310;844;795;541;894;-231;568;-1434;-7310;894;-392;?
831;844;-263;98;96;331;378;-2014;-831;96;-1162;378
?;428;212;-270;-5;-337;-360;-844;26;-5;48;-360
-184;894;-132;-314;-1033;-51;-573;-1283;184;-1033;-491;?
34;407;-7;-136;193;-157;107;-803;-34;193;93;?
?;374;-140;7;285;35;145;-790;63;285;126;?
-153;?;-51;-254;-228;-145;-111;-1045;153;-228;-205;?
-67;360;-54;-77;304;-93;153;-750;67;304;159;153
-94;581;-49;-211;-60;-134;-29;-974;94;-60;-117;-29
16;454;-85;-100;235;-54;123;-860;-16;235;32;123
-17;490;-103;-106;130;-27;87;-892;?;130;-6;87
-11;493;-99;?;136;-31;49;-894;11;136;-10;49
-28;490;-90;-125;163;-47;33;-876;28;163;7;33
-112;488;-90;?;37;-34;14;-894;112;37;-8;14
-91;483;-90;-112;?;-35;6;-888;91;?;-2;6
-73;464;-81;-81;-65;-21;-70;-901;73;-65;-7;-70
-22;464;?;-89;-51;-55;-46;-908;22;-51;-16;-46
134;453;-42;-69;81;-55;66;-908;-134;81;-11;66
208;444;-44;-1;115;1;19;?;-208;115;-43;19
475;?;-4;-190;?;-166;219;-863;-475;187;5;219
1001;354;120;96;466;-33;263;-1049;-1001;466;-113;263
57;321;-204;261;-486;230;-48;-1054;-57;-486;-92;-48
-158;465;-6;-180;-25;-226;10;-893;158;-25;-13;10
-158;442;17;-170;-2;-238;15;-910;158;-2;-22;15
-75;462;-68;-109;?;-132;91;?;75;248;-40;91
46;477;-20;-185;310;-212;133;-914;-46;310;-33;133
85;389;?;-96;353;-161;160;-908;-85;353;1;160
197;?;-22;-116;527;-136;230;-921;-197;527;-20;230
102;438;-38;-103;437;-108;195;-916;-102;437;-14;195
-40;446;-64;-98;211;-62;89;-881;40;211;18;89
1;442;-80;-87;232;-37;94;-865;-1;232;36;94
-181;?;-31;-133;41;-109;-5;-904;181;41;-15;-5
-208;389;29;-108;-104;-142;-148;-917;208;-104;4;-148
-159;414;36;-129;?;-162;-18;-919;159;72;-17;-18
-130;383;40;-106;?;-151;-66;-917;?;26;3;-66
595;343;69;-66;280;-150;71;-968;-595;280;-25;71
?;523;82;-155;930;-194;623;-1080;-1290;930;-225;623
2371;138;235;178;1063;-57;582;-1088;-2371;1063;-6;582
?;645;517;-154;2074;-373;1520;-1365;-5123;2074;-503;1520
5552;1007;347;-66;1921;-71;1123;-1523;-5552;1921;-774;1123
4778;1251;-183;581;1228;?;-607;-1345;-4778;1228;-979;-607
5109;2797;-192;?;1394;627;-369;-1369;-5109;1394;-2173;-369
1432;1626;185;33;-1780;231;-2221;-1084;-1432;-1780;-924;-2221
-1380;16;287;869;-2614;401;-3428;-840;1380;-2614;?;-3428
-1299;208;83;741;-909;469;-1360;-784;1299;-909;515;-1360
-2482;-281;233;?;-2102;243;-11;-497;2482;-2102;1009;-11
?;-336;414;245;-1501;-112;844;-335;2778;-1501;1079;844
-3070;-45;245;196;?;?;987;-385;3070;?;779;987
-3552;69;336;84;?;-240;255;-517;3552;272;526;255
-3505;418;-84;-187;67;-82;-133;-245;3505;67;?;-133
-2984;607;-461;-212;506;160;317;-169;2984;506;562;317
-2079;1157;-728;-656;483;80;1216;-188;2079;483;366;1216
?;1803;-1417;-1065;-222;422;1402;70;1542;-222;464;1402
-1452;1797;-1448;-1033;-414;484;1290;47;1452;-414;451;1290
-1700;1951;-1538;-1204;59;402;1649;209;1700;59;550;1649
-933;1240;-915;-576;-1129;430;545;-445;933;-1129;155;545
-34;236;186;98;-1436;89;-534;-1209;34;-1436;-233;-534
-129;439;194;-283;167;-228;38;-875;129;167;61;38
-41;504;162;-340;144;-227;63;-875;41;144;38;63
-8;460;167;-266;51;-170;8;?;8;51;-18;?
-38;504;112;-305;334;-163;156;-875;38;334;?;156
6;445;159;-252;266;-154;123;-915;-6;266;13;123
-4;467;126;-261;393;-138;207;-884;4;393;35;207
?;461;119;-227;355;-107;189;-912;-61;355;6;189
-15;461;104;-208;331;-87;173;-903;15;331;9;173
-60;?;86;-180;285;-62;124;-901;?;285;11;124
-86;469;72;-190;180;-50;?;-897;86;180;6;56
-127;448;64;-168;90;?;-13;-880;127;90;29;?
-138;473;82;-170;-12;-84;-52;-901;138;-12;?;-52
-131;?;73;-148;3;-82;-26;-897;?;3;7;-26
-33;398;?;-60;56;-19;1;-905;33;56;17;1
155;?;100;-92;35;-71;-19;-952;-155;35;-56;-19
445;331;132;-74;185;-126;63;-917;-445;185;51;63
791;681;79;-229;522;-103;315;-965;-791;522;-176;315
1358;315;176;?;734;-98;702;-950;-1358;?;40;702
3063;161;?;157;1582;-170;797;-1119;-3063;1582;-20;797
4845;1373;664;-433;2839;-301;1676;-1611;-4845;2839;-1014;1676
4910;1506;?;-469;3472;-212;2455;-1756;-4910;3472;-1155;2455
4246;2521;704;-278;3878;352;-704;-1953;-4246;3878;-2188;-704
2282;2792;554;374;2158;1114;-3476;-1825;-2282;2158;-2405;-3476
133;855;271;1025;-1988;994;-3626;?;-133;-1988;-418;-3626
-755;98;454;601;-3306;247;-2940;-810;755;-3306;601;-2940
-1650;-223;444;?;-1883;178;-746;-676;1650;-1883;942;-746
-1746;-271;311;669;?;297;-203;-642;1746;-1841;?;-203
-2751;-257;454;434;?;15;648;-522;2751;-459;929;?
-3443;81;-92;234;430;239;1231;-246;3443;430;818;1231
-3734;122;56;244;468;142;608;-410;3734;468;577;608
?;323;-182;99;460;227;611;-324;3713;460;532;611
-3014;1019;-829;-344;569;444;798;-145;3014;569;362;798
-3409;863;?;-598;2126;-134;2068;-349;3409;2126;284;2068
?;3732;-3298;-2066;-4246;1358;-986;696;-2115;-4246;120;-986
4324;2997;-1166;?;-5694;-713;-2846;127;-4324;-5694;?;-2846
-535;-1209;3486;-839;-86;-3188;-72;-1446;535;-86;156;-72
-257;33;101;293;-2245;111;-390;?;257;-2245;340;-390
-42;657;?;-75;-990;133;-401;-794;42;-990;-5;-401
-454;207;637;-199;?;-694;145;-1099;?;805;-108;145
292;677;-281;-122;-248;86;-91;-791;-292;-248;-8;-91
-68;351;300;-146;586;-377;230;-959;?;586;?;230
174;475;65;-126;358;-166;160;-885;-174;358;-8;160
277;469;60;-97;?;-124;271;-898;-277;516;-14;271
238;448;90;-83;544;-118;270;-901;-238;544;-8;270
186;505;-16;-83;241;-24;140;-845;-186;241;21;140
-1;477;53;-87;192;-70;83;-876;1;192;4;83
-112;483;38;?;-8;-62;-41;-867;112;-8;12;-41
-169;499;90;-141;92;-132;8;-886;169;92;-12;8
-76;476;106;-115;229;-127;85;-911;76;?;-23;85
124;399;94;-42;46;-74;7;-908;-124;46;13;7
197;460;139;-53;144;-92;65;?;-197;144;-71;65
