InertialMeasurementUnit L-SHOE EuX;Accelerometer RUA_ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX
141;882.0;795.0;-791.0
175;661.0;680.0;-600.0
174;861.0;654.0;-565.0
97;794.0;160.0;-178.0
118;668.0;1075.0;-558.0
97;420.0;19.0;-183.0
-53;950.0;362.0;-787.0
115;928.0;972.0;-770.0
-136;699.0;694.0;-800.0
143;313.0;208.0;-219.0
-166;587.0;789.0;-2.0
-54;469.0;394.0;-902.0
144;770.0;537.0;-592.0
160;10.0;438.0;18.0
86;723.0;701.0;-755.0
145;767.0;524.0;-563.0
-114;599.0;-40.0;-771.0
173;567.0;297.0;-416.0
83;870.0;867.0;-975.0
141;532.0;671.0;-527.0
97;744.0;601.0;-278.0
-94;961.0;867.0;-902.0
172;434.0;274.0;-413.0
-159;819.0;694.0;-499.0
161;574.0;673.0;-645.0
-69;597.0;549.0;-860.0
144;579.0;257.0;-465.0
145;704.0;298.0;-426.0
84;483.0;666.0;-903.0
118;845.0;289.0;-454.0
145;700.0;195.0;-606.0
12;1116.0;1028.0;-727.0
-94;805.0;780.0;-754.0
115;866.0;529.0;-872.0
145;620.0;209.0;-472.0
102;965.0;569.0;-639.0
175;732.0;536.0;-441.0
48;769.0;651.0;-847.0
125;749.0;750.0;-1192.0
-77;716.0;697.0;-731.0
-81;809.0;308.0;-785.0
-88;902.0;655.0;-824.0
-63;980.0;565.0;-831.0
-52;986.0;287.0;-925.0
114;408.0;541.0;-768.0
101;797.0;761.0;-901.0
144;410.0;579.0;-463.0
89;834.0;339.0;-763.0
42;241.0;716.0;-391.0
-32;652.0;615.0;-1146.0
139;863.0;632.0;-176.0
-62;989.0;918.0;-350.0
156;575.0;654.0;-791.0
-101;673.0;277.0;-782.0
-77;950.0;1037.0;-953.0
145;576.0;89.0;-470.0
126;581.0;877.0;-230.0
-136;386.0;191.0;-1057.0
166;385.0;163.0;-571.0
155;603.0;140.0;-213.0
-57;813.0;-304.0;-632.0
-31;635.0;722.0;-914.0
97;390.0;-54.0;-765.0
-61;904.0;806.0;-1045.0
135;948.0;798.0;-562.0
154;874.0;532.0;-364.0
149;241.0;355.0;71.0
145;596.0;152.0;-499.0
145;646.0;61.0;-584.0
144;738.0;274.0;-619.0
37;658.0;339.0;-177.0
161;330.0;185.0;-409.0
-55;709.0;1082.0;-502.0
156;596.0;537.0;-227.0
158;584.0;697.0;-311.0
12;1304.0;1414.0;-1087.0
181;750.0;480.0;-676.0
41;337.0;783.0;-777.0
-121;698.0;770.0;-568.0
-157;493.0;648.0;36.0
175;851.0;547.0;-722.0
43;1126.0;1080.0;-1180.0
9;1181.0;1269.0;-779.0
-121;611.0;725.0;-460.0
-111;869.0;436.0;-620.0
-133;666.0;684.0;-644.0
85;963.0;911.0;-896.0
139;599.0;175.0;-382.0
141;197.0;1.0;-439.0
-213;501.0;328.0;-357.0
109;969.0;964.0;-906.0
115;844.0;845.0;-778.0
-170;633.0;377.0;-686.0
153;808.0;484.0;-466.0
-123;391.0;401.0;-616.0
-185;342.0;445.0;-274.0
145;588.0;216.0;-699.0
118;785.0;359.0;-639.0
154;770.0;505.0;-571.0
-170;700.0;402.0;-557.0
-55;853.0;903.0;-684.0
