InertialMeasurementUnit R-SHOE EuY;Accelerometer RUA^ accY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit RUA accX;InertialMeasurementUnit LLA gyroZ
-21;1002.0;-50.0;24.0;245.0;-149;7.0;353;-954.0;76.0
-21;990.0;-29.0;30.0;250.0;-149;17.0;353;-960.0;62.0
-21;1016.0;-39.0;37.0;250.0;-149;36.0;354;-969.0;66.0
-36;1010.0;-3.0;11.0;331.0;-73;-26.0;547;-920.0;61.0
-36;1009.0;7.0;-12.0;308.0;-73;-12.0;547;-913.0;46.0
-36;1011.0;5.0;-19.0;286.0;-73;-20.0;545;-917.0;50.0
-36;1016.0;-41.0;11.0;292.0;-73;5.0;548;-902.0;56.0
-36;1024.0;-30.0;15.0;294.0;-73;20.0;552;-906.0;28.0
-36;1018.0;-10.0;-10.0;312.0;-73;5.0;552;-910.0;14.0
-36;1020.0;-8.0;3.0;307.0;-73;6.0;546;-906.0;18.0
-36;1020.0;-10.0;-23.0;301.0;-73;-3.0;550;-913.0;44.0
-36;1030.0;-2.0;-1.0;280.0;-73;-2.0;550;-915.0;40.0
-36;1020.0;-48.0;8.0;284.0;-73;16.0;550;-909.0;29.0
-36;1017.0;6.0;-12.0;291.0;-73;-14.0;551;-916.0;56.0
-36;1011.0;-32.0;-12.0;289.0;-73;-1.0;547;-916.0;18.0
-29;1028.0;-56.0;-7.0;191.0;-71;-5.0;437;-964.0;49.0
-36;1040.0;-10.0;5.0;293.0;-73;5.0;545;-913.0;36.0
-36;1028.0;-12.0;7.0;285.0;-73;19.0;552;-909.0;53.0
-36;1022.0;-2.0;-29.0;289.0;-73;-23.0;554;-909.0;26.0
-21;1021.0;-27.0;17.0;242.0;-149;9.0;352;-972.0;31.0
-21;995.0;-32.0;19.0;244.0;-149;-4.0;352;-967.0;41.0
-21;1019.0;-48.0;24.0;246.0;-149;16.0;354;-969.0;18.0
-21;1020.0;-8.0;37.0;241.0;-149;-2.0;355;-967.0;32.0
-21;1005.0;5.0;-1.0;248.0;-149;19.0;356;-964.0;114.0
-21;1010.0;25.0;-47.0;253.0;-149;7.0;357;-964.0;44.0
-34;1015.0;23.0;-25.0;285.0;-74;59.0;516;-914.0;66.0
-37;1061.0;-25.0;-182.0;266.0;-77;327.0;529;-866.0;93.0
-34;1029.0;-12.0;-29.0;346.0;-74;-17.0;522;-923.0;51.0
-34;1034.0;-10.0;-25.0;341.0;-74;-20.0;522;-926.0;87.0
-34;1001.0;-43.0;5.0;292.0;-74;-11.0;510;-917.0;37.0
-34;982.0;-28.0;37.0;305.0;-74;15.0;515;-909.0;32.0
-34;903.0;-65.0;25.0;327.0;-74;22.0;512;-928.0;10.0
-34;897.0;-51.0;35.0;343.0;-74;27.0;508;-928.0;-32.0
-21;1020.0;0.0;39.0;240.0;-149;-10.0;346;-965.0;28.0
-29;1015.0;-32.0;11.0;375.0;-2;47.0;363;-886.0;-3.0
-28;1002.0;-43.0;-21.0;432.0;24;-3.0;402;-857.0;73.0
-28;989.0;-37.0;-13.0;433.0;24;-19.0;406;-854.0;79.0
-20;984.0;-5.0;67.0;344.0;8;72.0;350;-910.0;1.0
-20;1000.0;25.0;18.0;377.0;7;25.0;350;-933.0;51.0
-20;969.0;35.0;31.0;295.0;7;39.0;349;-919.0;41.0
-20;959.0;55.0;38.0;323.0;8;41.0;346;-934.0;49.0
-20;940.0;12.0;52.0;334.0;8;16.0;348;-915.0;83.0
13;930.0;-82.0;6.0;361.0;174;-107.0;-206;-909.0;181.0
-14;979.0;-77.0;106.0;298.0;174;18.0;-121;-959.0;135.0
-22;970.0;35.0;-165.0;386.0;8;-125.0;366;-917.0;189.0
-22;979.0;0.0;-2.0;337.0;8;28.0;379;-931.0;9.0
-22;958.0;26.0;40.0;353.0;8;69.0;344;-945.0;-52.0
-15;998.0;18.0;125.0;230.0;174;104.0;535;-952.0;44.0
-39;1054.0;27.0;-9.0;211.0;174;2.0;464;-998.0;-32.0
-27;976.0;-28.0;-18.0;331.0;8;-3.0;440;-930.0;-24.0
-21;1001.0;-46.0;-8.0;233.0;-149;13.0;350;-979.0;36.0
-25;864.0;0.0;-45.0;335.0;4;20.0;400;-900.0;-46.0
-25;1044.0;-16.0;-45.0;292.0;4;26.0;400;-868.0;-65.0
-20;990.0;-6.0;87.0;209.0;7;145.0;350;-949.0;-44.0
-26;1029.0;34.0;-7.0;175.0;174;31.0;337;-968.0;7.0
-26;1018.0;64.0;4.0;213.0;174;29.0;346;-975.0;-19.0
-29;1050.0;-28.0;-32.0;193.0;-71;10.0;447;-948.0;39.0
-23;955.0;-27.0;-41.0;290.0;-15;-19.0;337;-1003.0;115.0
-25;991.0;64.0;-27.0;237.0;-115;11.0;397;-943.0;30.0
-25;972.0;27.0;-8.0;322.0;-116;13.0;382;-965.0;78.0
-25;1010.0;38.0;-8.0;327.0;-116;-1.0;378;-980.0;84.0
-25;922.0;42.0;21.0;215.0;-139;3.0;374;-918.0;60.0
-25;994.0;1.0;-30.0;216.0;-139;-37.0;365;-909.0;86.0
-25;1007.0;-2.0;-78.0;316.0;-115;-125.0;360;-939.0;28.0
-24;1029.0;-2.0;-53.0;268.0;-115;5.0;365;-937.0;96.0
-24;1009.0;2.0;-15.0;253.0;-116;-20.0;366;-931.0;122.0
-25;911.0;-1.0;11.0;394.0;-129;-63.0;372;-864.0;91.0
-24;1010.0;4.0;-9.0;238.0;-116;0.0;362;-928.0;90.0
-24;1009.0;-4.0;-4.0;222.0;-116;-20.0;356;-925.0;48.0
-24;1020.0;-3.0;2.0;236.0;-115;-16.0;357;-929.0;-1.0
-24;1009.0;-20.0;0.0;259.0;-115;-4.0;357;-939.0;-69.0
-29;902.0;-78.0;51.0;171.0;-124;17.0;450;-896.0;36.0
-28;918.0;-61.0;10.0;144.0;-124;8.0;441;-902.0;17.0
-28;941.0;-54.0;-6.0;133.0;-124;-46.0;437;-879.0;73.0
-28;918.0;-60.0;-43.0;152.0;-125;-58.0;425;-895.0;53.0
-27;941.0;-45.0;-52.0;155.0;-124;-46.0;419;-893.0;45.0
-27;956.0;-10.0;-33.0;255.0;-125;-23.0;417;-923.0;73.0
-27;944.0;-14.0;-45.0;171.0;-125;-35.0;416;-943.0;116.0
-26;961.0;-11.0;-20.0;160.0;-125;-63.0;408;-917.0;85.0
-26;959.0;-38.0;-39.0;158.0;-125;-33.0;399;-909.0;87.0
-26;1009.0;-56.0;-33.0;232.0;-125;-39.0;414;-956.0;51.0
-26;940.0;-38.0;-48.0;142.0;-124;-65.0;412;-888.0;70.0
-26;950.0;-38.0;-18.0;198.0;-124;13.0;408;-913.0;33.0
-26;963.0;-56.0;-28.0;191.0;-125;35.0;409;-901.0;16.0
-27;981.0;-56.0;6.0;220.0;-125;-5.0;411;-924.0;55.0
-27;932.0;-50.0;-6.0;208.0;-124;-24.0;418;-907.0;73.0
-27;976.0;-34.0;1.0;233.0;-125;3.0;413;-959.0;91.0
-27;957.0;-31.0;34.0;155.0;-124;17.0;418;-914.0;57.0
-27;946.0;-8.0;32.0;197.0;-125;48.0;425;-929.0;14.0
-27;1006.0;0.0;17.0;177.0;-125;13.0;423;-910.0;36.0
-27;980.0;-11.0;8.0;218.0;-125;58.0;424;-921.0;28.0
-27;962.0;-7.0;32.0;252.0;-124;27.0;423;-933.0;29.0
-27;1009.0;0.0;36.0;203.0;-124;19.0;429;-918.0;35.0
-27;1009.0;-30.0;24.0;204.0;-124;11.0;413;-913.0;69.0
-27;1037.0;-11.0;10.0;225.0;-125;35.0;431;-902.0;43.0
-27;1013.0;2.0;-13.0;264.0;-125;29.0;421;-927.0;67.0
-28;923.0;13.0;-15.0;267.0;-125;-8.0;444;-938.0;39.0
-24;983.0;-37.0;-17.0;251.0;-115;25.0;358;-923.0;-35.0
-28;971.0;51.0;-42.0;270.0;-125;-19.0;434;-937.0;19.0
-24;971.0;1.0;16.0;239.0;-115;21.0;358;-921.0;75.0
-24;975.0;-46.0;7.0;233.0;-116;21.0;357;-910.0;175.0
-28;1020.0;23.0;-82.0;238.0;-124;-39.0;439;-942.0;55.0
-28;1001.0;89.0;-62.0;249.0;-125;-30.0;438;-949.0;20.0
-31;949.0;22.0;109.0;191.0;-124;213.0;480;-981.0;4.0
-28;959.0;5.0;-9.0;200.0;-124;54.0;417;-924.0;-33.0
-28;950.0;-11.0;37.0;211.0;-124;-10.0;425;-984.0;-54.0
-28;927.0;1.0;12.0;183.0;-125;23.0;422;-936.0;-46.0
-27;966.0;-14.0;-14.0;188.0;-125;-21.0;406;-939.0;43.0
-26;940.0;-32.0;11.0;133.0;-125;15.0;367;-898.0;8.0
-25;959.0;-28.0;-9.0;184.0;-124;-6.0;362;-917.0;-6.0
-25;956.0;-36.0;6.0;202.0;-124;14.0;366;-943.0;2.0
-25;957.0;-65.0;-8.0;167.0;-125;-63.0;374;-894.0;49.0
-25;943.0;-39.0;19.0;175.0;-125;-36.0;373;-908.0;100.0
-25;948.0;-50.0;-37.0;151.0;-124;-13.0;377;-918.0;90.0
-25;941.0;-33.0;-31.0;147.0;-125;-21.0;373;-912.0;70.0
-25;950.0;-31.0;6.0;179.0;-125;-37.0;367;-912.0;47.0
-25;950.0;-11.0;4.0;161.0;-124;-67.0;368;-900.0;103.0
-25;959.0;-50.0;7.0;196.0;-124;-71.0;361;-905.0;82.0
-25;947.0;-65.0;-8.0;197.0;-125;-2.0;365;-898.0;30.0
-25;942.0;-40.0;-1.0;238.0;-125;11.0;364;-914.0;42.0
-25;965.0;-22.0;-12.0;175.0;-124;4.0;369;-900.0;77.0
-25;954.0;-40.0;-26.0;149.0;-124;-2.0;368;-911.0;63.0
-25;976.0;-25.0;-31.0;129.0;-125;2.0;366;-893.0;73.0
-29;1046.0;-44.0;3.0;181.0;-71;16.0;444;-944.0;39.0
-29;1029.0;-7.0;2.0;175.0;-71;-5.0;439;-948.0;51.0
-29;1041.0;-11.0;-9.0;160.0;-71;-2.0;441;-943.0;27.0
-25;961.0;-26.0;-9.0;204.0;-124;-116.0;369;-921.0;64.0
-25;964.0;-3.0;-18.0;198.0;-125;-94.0;368;-897.0;65.0
-25;959.0;-6.0;-35.0;191.0;-125;-69.0;361;-896.0;71.0
-25;970.0;1.0;-28.0;219.0;-125;-10.0;363;-921.0;69.0
-25;959.0;-3.0;-27.0;196.0;-125;37.0;369;-918.0;57.0
-25;939.0;24.0;-35.0;190.0;-125;12.0;366;-915.0;57.0
-25;995.0;-16.0;-11.0;190.0;-125;-21.0;367;-914.0;75.0
-26;980.0;-13.0;2.0;210.0;-124;18.0;370;-920.0;41.0
-26;967.0;-27.0;12.0;209.0;-124;10.0;377;-916.0;19.0
-26;971.0;-47.0;6.0;228.0;-124;23.0;373;-929.0;54.0
-26;952.0;-32.0;20.0;219.0;-124;-6.0;375;-907.0;42.0
-26;955.0;-42.0;1.0;239.0;-124;-17.0;369;-927.0;52.0
-26;961.0;-44.0;11.0;275.0;-124;28.0;373;-927.0;73.0
-26;960.0;-40.0;6.0;287.0;-125;10.0;362;-935.0;28.0
-26;951.0;-44.0;12.0;285.0;-124;6.0;367;-937.0;26.0
-26;978.0;-44.0;31.0;257.0;-125;23.0;379;-917.0;39.0
-26;1003.0;-52.0;14.0;263.0;-124;44.0;378;-924.0;35.0
-26;1009.0;-36.0;14.0;246.0;-124;41.0;372;-926.0;-22.0
-26;909.0;-52.0;34.0;349.0;-124;73.0;381;-941.0;16.0
-26;937.0;-29.0;35.0;275.0;-124;35.0;381;-921.0;18.0
-26;949.0;3.0;-13.0;249.0;-125;39.0;390;-938.0;33.0
-26;988.0;9.0;2.0;320.0;-125;15.0;393;-941.0;28.0
-27;991.0;3.0;-7.0;278.0;-124;-39.0;405;-939.0;27.0
-27;969.0;-2.0;-1.0;369.0;-124;-39.0;404;-992.0;14.0
-31;1049.0;-2.0;-263.0;186.0;-124;262.0;503;-996.0;-219.0
-27;982.0;-12.0;-65.0;204.0;-125;-33.0;422;-964.0;-22.0
-27;971.0;-1.0;6.0;200.0;-124;88.0;424;-955.0;67.0
-25;971.0;43.0;7.0;306.0;-115;9.0;351;-951.0;149.0
-25;967.0;5.0;8.0;310.0;-115;-6.0;359;-957.0;129.0
-28;1010.0;0.0;40.0;216.0;-124;36.0;422;-962.0;-129.0
-23;995.0;87.0;48.0;178.0;-12;24.0;352;-946.0;111.0
-25;1000.0;-26.0;13.0;292.0;-115;-19.0;356;-949.0;73.0
-26;1002.0;-15.0;6.0;180.0;-74;-5.0;414;-910.0;39.0
-25;1001.0;-6.0;6.0;300.0;-115;-31.0;361;-947.0;-49.0
-26;1011.0;-55.0;6.0;193.0;-74;53.0;417;-935.0;15.0
-25;991.0;-27.0;2.0;304.0;-115;-2.0;357;-951.0;-103.0
-26;995.0;-48.0;8.0;191.0;-74;30.0;417;-921.0;-63.0
-26;1009.0;-50.0;3.0;195.0;-74;6.0;414;-913.0;15.0
-26;990.0;-3.0;-35.0;191.0;-74;47.0;416;-917.0;61.0
-26;1003.0;-3.0;-35.0;205.0;-74;27.0;414;-926.0;74.0
-20;1058.0;-49.0;-41.0;204.0;-15;1.0;365;-1011.0;128.0
-26;1010.0;-22.0;-52.0;179.0;-74;-26.0;415;-916.0;42.0
-26;1038.0;-28.0;-44.0;193.0;-74;32.0;416;-933.0;10.0
-26;1022.0;-67.0;-29.0;190.0;-74;-55.0;415;-927.0;-8.0
-26;968.0;-43.0;-6.0;184.0;-74;-106.0;414;-916.0;-65.0
-26;1027.0;17.0;4.0;204.0;-74;-11.0;414;-934.0;-18.0
-25;924.0;66.0;62.0;258.0;-75;123.0;406;-813.0;-111.0
-25;956.0;0.0;-11.0;217.0;-75;48.0;408;-816.0;0.0
-25;940.0;-67.0;-1.0;281.0;-75;-114.0;404;-827.0;-27.0
-26;1018.0;-12.0;-59.0;314.0;4;-90.0;404;-872.0;-138.0
-25;956.0;-40.0;-32.0;262.0;-75;-73.0;415;-819.0;-27.0
-25;931.0;-90.0;-23.0;205.0;-75;-21.0;409;-819.0;29.0
-25;951.0;-30.0;-22.0;201.0;-75;23.0;406;-849.0;41.0
-25;916.0;1.0;-73.0;219.0;-75;16.0;415;-836.0;181.0
-20;1030.0;-318.0;-146.0;78.0;-158;162.0;355;-950.0;64.0
-24;819.0;14.0;50.0;222.0;-74;169.0;379;-772.0;68.0
-25;940.0;-71.0;31.0;296.0;-75;166.0;421;-860.0;-4.0
-25;922.0;-63.0;6.0;284.0;-75;-7.0;416;-867.0;-6.0
-25;1001.0;-36.0;0.0;306.0;-115;29.0;358;-958.0;-60.0
-25;985.0;-37.0;8.0;306.0;-115;52.0;360;-958.0;31.0
-25;991.0;-15.0;11.0;300.0;-115;63.0;356;-960.0;94.0
-26;984.0;99.0;-43.0;345.0;-74;29.0;424;-927.0;41.0
-26;986.0;86.0;-22.0;310.0;-74;51.0;418;-911.0;11.0
-26;978.0;71.0;-7.0;304.0;-74;42.0;422;-906.0;13.0
-26;1012.0;36.0;-30.0;317.0;-74;2.0;419;-925.0;49.0
-26;1001.0;51.0;9.0;323.0;-74;8.0;421;-927.0;55.0
-26;985.0;59.0;19.0;336.0;-74;49.0;431;-939.0;25.0
-26;1028.0;21.0;41.0;336.0;-74;50.0;426;-926.0;-6.0
-26;1004.0;-10.0;-2.0;338.0;-74;6.0;432;-913.0;41.0
-26;990.0;-3.0;11.0;318.0;-74;-31.0;427;-906.0;26.0
-26;990.0;-60.0;-26.0;303.0;-74;-50.0;427;-905.0;70.0
-26;1025.0;-31.0;-66.0;330.0;-74;-51.0;422;-923.0;71.0
-26;997.0;-25.0;-63.0;332.0;-74;-35.0;423;-924.0;99.0
-26;1030.0;-4.0;-42.0;314.0;-74;-22.0;424;-921.0;89.0
-26;1002.0;-18.0;-7.0;327.0;-74;-31.0;423;-936.0;61.0
-26;971.0;-9.0;-7.0;328.0;-74;2.0;431;-920.0;71.0
-26;983.0;-18.0;-42.0;295.0;-74;-39.0;422;-919.0;39.0
-26;986.0;-28.0;-18.0;311.0;-74;-47.0;420;-935.0;114.0
-26;1030.0;5.0;-11.0;323.0;-75;-49.0;423;-926.0;82.0
-26;992.0;-44.0;-11.0;323.0;-74;-79.0;429;-926.0;96.0
-26;985.0;-66.0;-54.0;325.0;-74;-76.0;422;-928.0;118.0
-24;1010.0;-99.0;-40.0;308.0;-115;-198.0;356;-930.0;198.0
-26;947.0;-45.0;8.0;374.0;-74;-123.0;417;-915.0;126.0
-24;986.0;43.0;-100.0;413.0;-3;-230.0;376;-881.0;135.0
-24;1143.0;-381.0;-10.0;421.0;-16;-196.0;372;-980.0;115.0
-26;973.0;-49.0;-43.0;374.0;-74;-40.0;421;-901.0;92.0
-26;1027.0;-28.0;-56.0;380.0;-74;-31.0;414;-898.0;69.0
-26;1021.0;-11.0;-2.0;392.0;-75;6.0;413;-915.0;83.0
-26;987.0;-15.0;-13.0;402.0;-75;12.0;412;-904.0;1.0
-24;973.0;-146.0;-51.0;245.0;-116;-108.0;353;-965.0;-117.0
-33;800.0;-158.0;-286.0;446.0;-73;-133.0;488;-934.0;142.0
-25;828.0;-14.0;4.0;426.0;-74;8.0;391;-774.0;29.0
-25;871.0;-27.0;-4.0;389.0;-74;-4.0;389;-782.0;22.0
-25;909.0;-37.0;40.0;419.0;-74;1.0;392;-783.0;79.0
-24;820.0;80.0;-24.0;528.0;-31;-29.0;360;-813.0;213.0
-25;982.0;5.0;-32.0;320.0;-115;50.0;350;-943.0;-5.0
-25;1004.0;-14.0;-32.0;311.0;-115;3.0;352;-950.0;81.0
-25;993.0;33.0;-40.0;301.0;-115;52.0;348;-943.0;63.0
-24;774.0;-15.0;-32.0;297.0;-74;-12.0;388;-741.0;3.0
-25;757.0;34.0;-41.0;328.0;-75;-54.0;378;-763.0;120.0
-25;990.0;21.0;-56.0;313.0;-115;40.0;351;-943.0;21.0
-24;932.0;20.0;4.0;228.0;-74;-49.0;387;-715.0;104.0
-24;939.0;-12.0;-81.0;239.0;-74;-18.0;388;-725.0;24.0
-25;999.0;40.0;-27.0;331.0;-115;23.0;348;-945.0;45.0
-25;976.0;-10.0;-41.0;319.0;-74;40.0;389;-769.0;-6.0
-25;984.0;70.0;-54.0;206.0;-74;-12.0;397;-784.0;2.0
-25;986.0;23.0;-42.0;321.0;-115;32.0;346;-944.0;108.0
-25;795.0;-103.0;40.0;343.0;-75;-204.0;387;-858.0;14.0
-25;892.0;-22.0;88.0;399.0;-75;-75.0;379;-823.0;13.0
-25;929.0;-26.0;83.0;412.0;-75;-27.0;383;-819.0;-3.0
-25;954.0;-15.0;23.0;436.0;-75;56.0;404;-795.0;66.0
-24;839.0;-52.0;14.0;526.0;-33;10.0;368;-827.0;247.0
-25;896.0;16.0;-3.0;380.0;-75;-5.0;383;-855.0;124.0
-25;860.0;-23.0;-11.0;403.0;-75;-1.0;391;-734.0;75.0
-25;852.0;41.0;6.0;368.0;-75;50.0;392;-697.0;43.0
-25;981.0;28.0;3.0;337.0;-115;-34.0;353;-941.0;-5.0
-21;1009.0;-18.0;0.0;202.0;127;-20.0;342;-978.0;-23.0
2;982.0;-13.0;25.0;248.0;173;12.0;35;-966.0;-25.0
-25;914.0;-54.0;4.0;307.0;-75;10.0;378;-678.0;-12.0
-25;1004.0;-76.0;56.0;314.0;-115;64.0;345;-914.0;-59.0
-25;946.0;-96.0;23.0;251.0;-75;81.0;384;-715.0;44.0
-25;991.0;-73.0;-3.0;350.0;-115;20.0;360;-971.0;10.0
-23;940.0;-67.0;18.0;264.0;-14;83.0;345;-889.0;-58.0
-23;948.0;-12.0;5.0;258.0;-14;108.0;349;-862.0;-59.0
-23;911.0;-47.0;-28.0;335.0;-14;89.0;350;-879.0;47.0
-23;920.0;-29.0;-3.0;362.0;-14;59.0;353;-871.0;46.0
-24;939.0;87.0;-51.0;354.0;-4;-1.0;372;-883.0;146.0
-23;898.0;37.0;15.0;306.0;-15;-5.0;345;-870.0;52.0
-23;910.0;-2.0;27.0;324.0;-16;64.0;349;-894.0;76.0
-23;931.0;31.0;28.0;319.0;-16;48.0;342;-898.0;100.0
-24;942.0;-14.0;-5.0;313.0;-15;-36.0;349;-899.0;74.0
-24;933.0;-6.0;-11.0;281.0;-15;-80.0;353;-895.0;47.0
-24;914.0;32.0;40.0;331.0;-16;-106.0;357;-863.0;24.0
-24;885.0;49.0;41.0;339.0;-15;-51.0;359;-878.0;-24.0
-24;930.0;54.0;33.0;306.0;-16;238.0;348;-888.0;27.0
-24;942.0;29.0;-18.0;260.0;-15;76.0;345;-904.0;12.0
-24;956.0;39.0;-14.0;300.0;-16;94.0;354;-875.0;35.0
-24;906.0;37.0;10.0;317.0;-16;2.0;359;-876.0;-33.0
-24;885.0;50.0;3.0;318.0;-16;-34.0;344;-869.0;-18.0
-24;917.0;76.0;36.0;299.0;-16;21.0;355;-882.0;-37.0
-24;922.0;74.0;14.0;306.0;-16;39.0;345;-874.0;7.0
-24;904.0;63.0;1.0;314.0;-16;93.0;340;-868.0;39.0
-29;1028.0;23.0;21.0;176.0;-71;16.0;445;-958.0;19.0
-29;1045.0;4.0;15.0;249.0;-71;7.0;434;-952.0;31.0
-24;904.0;21.0;12.0;308.0;-17;56.0;350;-863.0;14.0
-24;921.0;-6.0;28.0;328.0;-17;-25.0;348;-873.0;96.0
-29;939.0;10.0;19.0;281.0;-71;26.0;425;-728.0;-12.0
-29;970.0;18.0;4.0;302.0;-71;-22.0;417;-722.0;-15.0
-29;996.0;-9.0;17.0;339.0;-71;-19.0;420;-731.0;-7.0
-24;910.0;1.0;54.0;317.0;-17;-18.0;346;-858.0;106.0
-29;946.0;30.0;23.0;324.0;-71;18.0;420;-720.0;13.0
-29;949.0;47.0;45.0;318.0;-71;15.0;423;-717.0;33.0
-29;938.0;12.0;28.0;318.0;-71;36.0;424;-760.0;74.0
-24;871.0;-79.0;106.0;289.0;-17;63.0;347;-866.0;25.0
-25;840.0;-11.0;-165.0;329.0;-79;-159.0;428;-625.0;143.0
-29;799.0;14.0;19.0;300.0;-71;-22.0;419;-751.0;2.0
-24;948.0;-146.0;-16.0;252.0;-74;40.0;383;-616.0;-19.0
-28;985.0;-65.0;7.0;349.0;-75;-2.0;427;-763.0;-60.0
-28;988.0;-96.0;2.0;315.0;-75;47.0;432;-761.0;-24.0
-28;867.0;-48.0;-30.0;358.0;-75;-60.0;430;-832.0;61.0
-25;808.0;5.0;-85.0;375.0;-75;-2.0;403;-729.0;180.0
-25;860.0;7.0;-133.0;446.0;-74;-138.0;388;-740.0;183.0
-28;819.0;-33.0;42.0;504.0;-76;-172.0;427;-736.0;72.0
-21;829.0;-45.0;-19.0;63.0;173;-15.0;347;-728.0;-153.0
-29;911.0;14.0;-9.0;234.0;-71;9.0;415;-805.0;-88.0
-29;902.0;17.0;-28.0;343.0;-71;-69.0;419;-811.0;148.0
-29;907.0;22.0;11.0;355.0;-71;11.0;415;-805.0;81.0
-29;887.0;11.0;-19.0;313.0;-71;46.0;414;-797.0;10.0
-29;888.0;7.0;-21.0;264.0;-71;106.0;416;-797.0;13.0
-29;866.0;-11.0;6.0;274.0;-71;36.0;417;-804.0;2.0
-29;896.0;6.0;17.0;305.0;-71;-8.0;417;-798.0;-17.0
-29;897.0;23.0;6.0;315.0;-71;-18.0;417;-810.0;168.0
-29;901.0;-7.0;-26.0;310.0;-71;-9.0;415;-817.0;205.0
-29;874.0;-6.0;-7.0;298.0;-71;19.0;413;-817.0;-99.0
-29;861.0;43.0;9.0;273.0;-71;19.0;419;-812.0;-174.0
-28;843.0;63.0;49.0;258.0;-75;32.0;441;-743.0;84.0
-29;902.0;7.0;-41.0;297.0;-71;42.0;418;-809.0;-108.0
-29;896.0;27.0;-11.0;305.0;-71;28.0;419;-823.0;-59.0
-29;894.0;7.0;-21.0;291.0;-71;34.0;415;-817.0;-41.0
-29;875.0;-15.0;-15.0;271.0;-71;4.0;413;-809.0;16.0
-29;856.0;-39.0;-39.0;333.0;-71;7.0;416;-800.0;93.0
-29;880.0;-6.0;6.0;310.0;-71;0.0;416;-820.0;41.0
-29;890.0;10.0;16.0;277.0;-71;-14.0;417;-819.0;-10.0
-29;877.0;2.0;-14.0;301.0;-71;-10.0;419;-808.0;54.0
-29;899.0;-27.0;17.0;368.0;-71;25.0;413;-818.0;95.0
-29;900.0;-3.0;26.0;327.0;-71;-2.0;413;-822.0;99.0
-29;894.0;-40.0;8.0;286.0;-71;19.0;416;-811.0;47.0
-29;907.0;-42.0;-15.0;293.0;-71;-2.0;413;-833.0;9.0
-29;907.0;-44.0;-15.0;333.0;-71;-88.0;415;-811.0;69.0
-29;845.0;-77.0;-40.0;346.0;-71;-60.0;413;-804.0;69.0
-29;895.0;-69.0;-23.0;332.0;-71;-25.0;416;-837.0;70.0
-29;884.0;-97.0;-50.0;313.0;-71;-22.0;422;-832.0;112.0
-29;894.0;-110.0;-30.0;343.0;-71;31.0;410;-807.0;34.0
-28;889.0;48.0;22.0;272.0;-75;70.0;445;-792.0;20.0
-25;1011.0;177.0;-83.0;460.0;-74;24.0;418;-902.0;9.0
-33;891.0;412.0;-505.0;407.0;111;-659.0;334;-895.0;997.0
-23;972.0;-338.0;-129.0;391.0;8;-136.0;398;-1020.0;-54.0
-27;974.0;-474.0;-83.0;205.0;-16;-73.0;357;-991.0;175.0
-25;904.0;-65.0;46.0;299.0;-75;50.0;375;-943.0;-48.0
-25;940.0;-121.0;10.0;283.0;-75;-33.0;382;-893.0;-20.0
-30;996.0;-26.0;-19.0;227.0;-71;-19.0;444;-945.0;31.0
-30;936.0;-35.0;-24.0;219.0;-71;14.0;444;-954.0;16.0
-30;946.0;-39.0;10.0;223.0;-71;25.0;449;-941.0;10.0
-30;945.0;-28.0;25.0;217.0;-71;21.0;454;-947.0;9.0
-30;1062.0;-27.0;23.0;214.0;-71;41.0;425;-951.0;43.0
-29;1002.0;-21.0;-1.0;206.0;-71;27.0;422;-948.0;33.0
-25;899.0;-99.0;38.0;194.0;-75;-17.0;382;-872.0;120.0
-25;920.0;-29.0;0.0;263.0;-75;-20.0;386;-828.0;-18.0
-29;1070.0;-8.0;53.0;213.0;-71;26.0;442;-951.0;38.0
-29;1051.0;-27.0;27.0;204.0;-71;39.0;445;-953.0;22.0
-29;1044.0;4.0;26.0;209.0;-71;16.0;441;-942.0;9.0
-29;1049.0;-8.0;42.0;214.0;-71;6.0;442;-944.0;9.0
-29;1053.0;-11.0;2.0;208.0;-71;6.0;439;-954.0;20.0
-29;1062.0;-64.0;23.0;212.0;-71;27.0;444;-946.0;1.0
-29;1048.0;-17.0;18.0;208.0;-71;33.0;443;-948.0;15.0
-29;1035.0;-31.0;25.0;198.0;-71;46.0;441;-958.0;1.0
-29;1048.0;-59.0;40.0;196.0;-71;25.0;444;-953.0;-6.0
-29;1050.0;-51.0;12.0;191.0;-71;39.0;438;-953.0;4.0
-29;1060.0;-2.0;11.0;194.0;-71;25.0;445;-945.0;33.0
-29;1050.0;-33.0;32.0;198.0;-71;-17.0;441;-953.0;15.0
-29;1044.0;-36.0;17.0;200.0;-71;27.0;443;-950.0;11.0
-29;1057.0;-17.0;7.0;200.0;-71;50.0;439;-961.0;0.0
-29;1052.0;7.0;26.0;197.0;-71;56.0;446;-956.0;19.0
-25;909.0;3.0;11.0;224.0;-75;36.0;387;-841.0;-55.0
-29;1055.0;-13.0;6.0;180.0;-71;32.0;445;-956.0;29.0
-25;913.0;-21.0;-7.0;299.0;-75;0.0;381;-851.0;-71.0
-29;1045.0;26.0;-19.0;215.0;-71;-23.0;443;-966.0;94.0
