InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
12;488;2;-3;-49;-140;-33;-886;-12;-49;-21;-33
-7;592;12;-2;4;3;-17;-834;7;4;-22;-17
-3;501;-3;-3;-10;-87;7;-878;3;-10;-15;7
-28;487;0;-2;21;-99;-26;-886;28;21;-15;-26
10;489;3;1;18;-111;-29;-891;-10;18;-22;-29
7;496;0;3;-1;-90;31;-884;-7;-1;-18;31
15;496;4;2;-2;-94;13;-885;-15;-2;-19;13
-48;491;0;-16;-27;-112;1;-888;48;-27;-21;1
-25;483;-10;9;-47;-135;-18;-886;25;-47;-18;-18
-21;473;-3;-5;-31;-115;15;-896;21;-31;-20;15
33;512;1;-9;8;-99;10;-874;-33;8;-18;10
27;478;3;12;36;-103;12;-893;-27;36;-17;12
-2;580;-3;5;8;-9;-28;-839;2;8;-19;-28
8;496;-3;2;7;-90;-13;-887;-8;7;-20;-13
19;493;-3;3;13;-89;3;-887;-19;13;-19;3
6;499;4;-5;4;-98;-9;-883;-6;4;-19;-9
6;498;4;-5;-4;-98;9;-880;-6;-4;-15;9
385;488;271;-110;1659;151;-2441;-871;-385;1659;34;-2441
27;494;0;1;8;-92;-4;-884;-27;8;-17;-4
28;583;1;1;-3;-4;1;-838;-28;-3;-21;1
46;483;9;-2;-18;-114;-16;-888;-46;-18;-18;-16
14;499;1;-3;25;-95;1;-884;-14;25;-19;1
6;474;3;5;-69;-160;-5;-894;-6;-69;-24;-5
-1;589;2;11;-15;-13;-5;-838;1;-15;-24;-5
-17;485;-2;0;-19;-89;-10;-890;17;-19;-18;-10
-18;489;5;-3;27;-102;0;-884;18;27;-15;0
-1;589;2;11;-15;-13;-2;-839;1;-15;-25;-2
-11;478;10;8;-9;-12;-26;-901;11;-9;-20;-26
-12;586;1;4;2;-8;9;-837;12;2;-21;9
-1;585;5;0;6;-3;9;-835;1;6;-19;9
7;584;4;-3;24;0;-5;-836;-7;24;-20;-5
-15;487;4;-1;16;-56;-10;-896;15;16;-21;-10
18;583;-1;6;-3;-8;16;-835;-18;-3;-19;16
13;585;-1;4;3;-6;0;-839;-13;3;-23;0
-15;584;0;1;13;-4;11;-839;15;13;-22;11
9;591;9;-3;20;2;2;-837;-9;20;-25;2
-4;585;1;3;12;-5;19;-837;4;12;-21;19
-23;589;4;6;17;-8;19;-837;23;17;-23;19
8;583;-1;-2;7;-1;22;-840;-8;7;-23;22
-6;586;1;6;-6;-8;-9;-840;6;-6;-24;-9
-11;585;1;-2;-16;-1;19;-843;11;-16;-25;19
8;579;-1;1;-25;-4;10;-837;-8;-25;-18;10
10;585;0;3;-4;-6;20;-840;-10;-4;-24;20
-19;579;-8;10;-5;-8;-23;-839;19;-5;-20;-23
12;583;0;3;20;-2;-15;-837;-12;20;-20;-15
6;587;3;8;31;-5;5;-834;-6;31;-20;5
22;587;1;4;16;-2;-5;-837;-22;16;-22;-5
9;485;3;-2;-27;-54;13;-895;-9;-27;-20;13
2;489;-8;8;-6;-99;-1;-891;-2;-6;-21;-1
22;593;-1;-7;-14;9;-13;-838;-22;-14;-26;-13
3;498;4;2;-21;-121;-8;-885;-3;-21;-23;-8
10;484;-1;-5;-10;-50;-29;-897;-10;-10;-20;-29
21;487;-24;7;8;-116;-5;-897;-21;8;-26;-5
13;483;5;10;11;-70;-4;-898;-13;11;-22;-4
-11;475;5;-1;12;-131;6;-890;11;12;-18;6
1;480;0;1;-7;-147;19;-888;-1;-7;-20;19
-3;494;5;3;-13;-145;-34;-884;3;-13;-23;-34
9;486;7;7;17;-67;-22;-897;-9;17;-22;-22
3;488;-3;6;19;-104;24;-887;-3;19;-18;24
22;479;1;1;3;-79;1;-895;-22;3;-18;1
0;619;-1;0;10;15;-3;-811;0;10;-20;-3
13;615;-1;2;6;18;10;-814;-13;6;-21;10
19;481;0;-7;37;-60;10;-893;-19;37;-17;10
24;476;-2;-2;5;-59;21;-898;-24;5;-17;21
-21;494;9;-4;11;-112;11;-882;21;11;-17;11
-13;477;0;-2;20;-57;14;-897;13;20;-18;14
4;471;-4;5;11;-61;-3;-896;-4;11;-14;-3
-1;483;3;-2;-10;-59;6;-898;1;-10;-21;6
21;475;0;1;-16;-60;2;-893;-21;-16;-13;2
3;596;-7;2;7;3;6;-829;-3;7;-21;6
2;607;-4;7;-5;8;9;-822;-2;-5;-22;9
7;596;-2;-3;-1;-2;-34;-830;-7;-1;-22;-34
27;619;2;5;14;15;12;-808;-27;14;-17;12
-19;619;-1;1;-2;18;26;-814;19;-2;-22;26
-20;613;-2;-3;-5;15;6;-815;20;-5;-20;6
-20;587;-10;3;0;0;-25;-832;20;0;-18;-25
-10;616;1;4;42;11;-24;-814;10;42;-21;-24
-22;487;-3;8;-6;-67;16;-903;22;-6;-27;16
-5;591;-1;-2;8;7;21;-831;5;8;-21;21
-12;595;2;-4;-4;12;-2;-828;12;-4;-19;-2
-13;594;4;9;3;-1;-1;-818;13;3;-12;-1
-32;622;2;0;-2;19;-11;-814;32;-2;-25;-11
-6;597;0;5;17;-1;13;-833;6;17;-25;13
4;596;3;0;18;12;3;-827;-4;18;-19;3
-10;598;2;-4;7;15;-3;-831;10;7;-24;-3
8;595;-3;-6;14;18;-1;-835;-8;14;-25;-1
-12;601;4;-3;3;11;18;-824;12;3;-20;18
5;624;5;0;10;17;28;-806;-5;10;-20;28
-6;613;-3;-1;6;21;11;-817;6;6;-22;11
10;620;-1;1;-3;20;-4;-812;-10;-3;-21;-4
0;597;-1;-2;9;12;3;-830;0;9;-23;3
6;487;-3;-3;17;-99;-5;-887;-6;17;-17;-5
-1;475;9;2;4;-133;1;-889;1;4;-16;1
-17;621;0;3;-16;22;-23;-810;17;-16;-20;-23
4;619;-1;-1;-19;23;12;-813;-4;-19;-22;12
-4;595;-5;-2;-4;12;-2;-833;4;-4;-23;-2
-22;620;-2;0;7;15;2;-812;22;7;-21;2
20;491;-16;2;-10;-82;-9;-890;-20;-10;-20;-9
3;489;-6;4;-7;-92;-13;-891;-3;-7;-21;-13
53;715;-3;4;29;141;33;-718;-53;29;-23;33
15;618;-1;7;15;19;-14;-810;-15;15;-19;-14
-10;493;-1;-5;12;-96;-1;-886;10;12;-19;-1
22;479;1;-2;-15;-80;-25;-895;-22;-15;-19;-25
21;614;2;-2;1;21;-11;-813;-21;1;-19;-11
9;489;3;0;10;-103;-3;-889;-9;10;-20;-3
-6;489;1;-1;4;-92;-10;-886;6;4;-16;-10
19;489;4;0;-5;-96;6;-888;-19;-5;-18;6
36;484;21;48;7;-96;17;-894;-36;7;-21;17
19;486;-2;5;22;-89;-5;-887;-19;22;-16;-5
22;493;3;-4;1;-96;-12;-881;-22;1;-14;-12
6;492;-3;-2;3;-92;-16;-881;-6;3;-13;-16
23;618;3;-1;-2;18;14;-813;-23;-2;-22;14
-6;621;3;3;-3;21;17;-812;6;-3;-23;17
-18;626;0;-3;-17;31;-13;-807;18;-17;-22;-13
-13;621;3;1;-6;17;-12;-814;13;-6;-25;-12
4;478;0;8;17;-101;24;-893;-4;17;-18;24
6;488;-3;-2;48;-93;31;-891;-6;48;-20;31
8;616;-1;0;1;19;32;-818;-8;1;-24;32
-23;589;-5;-6;5;13;-2;-831;23;5;-18;-2
-12;594;0;-1;9;10;-11;-832;12;9;-22;-11
9;495;-1;-3;21;-96;-6;-882;-9;21;-17;-6
-1;592;-2;-1;16;9;-11;-833;1;16;-22;-11
4;617;3;-2;20;19;-39;-813;-4;20;-20;-39
3;588;-3;-6;-5;15;-17;-830;-3;-5;-18;-17
9;599;10;4;14;7;7;-823;-9;14;-17;7
-2;599;9;5;-5;5;19;-822;2;-5;-17;19
19;617;1;3;-18;17;-6;-808;-19;-18;-16;-6
16;592;-4;-3;18;7;10;-832;-16;18;-21;10
-9;614;1;0;-19;19;25;-817;9;-19;-23;25
-10;599;2;1;-8;10;-18;-826;10;-8;-21;-18
10;597;3;-2;8;8;7;-833;-10;8;-25;7
-16;595;3;6;-1;-1;-12;-829;16;-1;-20;-12
-2;591;2;-3;5;8;8;-831;2;5;-19;8
-5;589;2;-4;-12;8;-1;-833;5;-12;-21;-1
-3;591;3;4;13;1;7;-830;3;13;-18;7
-22;591;1;-3;6;7;8;-837;22;6;-24;8
-38;594;3;2;5;-3;12;-827;38;5;-19;12
1;595;4;2;5;4;-16;-835;-1;5;-26;-16
13;592;2;7;7;-1;-8;-832;-13;7;-21;-8
7;580;-7;3;2;0;23;-830;-7;2;-13;23
15;586;-2;-1;13;5;30;-833;-15;13;-19;30
-21;590;-1;0;5;4;4;-835;21;5;-23;4
6;596;6;3;-3;3;9;-831;-6;-3;-23;9
-1;585;-2;-3;-5;7;-6;-833;1;-5;-18;-6
-19;589;-3;-4;-7;8;-4;-842;19;-7;-28;-4
-9;584;-2;0;-1;0;16;-836;9;-1;-20;16
-13;580;-6;1;-11;-3;-1;-837;13;-11;-19;-1
-24;589;2;0;3;0;-4;-838;24;3;-24;-4
-5;587;3;2;8;-1;7;-835;5;8;-20;7
20;583;1;3;-1;-4;-17;-833;-20;-1;-16;-17
5;581;-3;2;22;-4;-5;-838;-5;22;-20;-5
1;478;0;-4;-14;-57;4;-900;-1;-14;-21;4
-1;708;4;-3;12;82;19;-726;1;12;-18;19
22;594;-5;-1;-6;7;6;-828;-22;-6;-19;6
14;590;-9;-1;5;7;20;-830;-14;5;-19;20
-6;481;3;5;3;-70;8;-899;6;3;-22;8
14;489;7;-5;50;-104;-9;-890;-14;50;-20;-9
-10;475;0;8;-4;-72;13;-898;10;-4;-19;13
3;484;-6;1;35;-62;2;-899;-3;35;-23;2
21;469;-17;-15;-11;-51;-18;-897;-21;-11;-14;-18
-14;475;-3;-2;10;-62;-7;-898;14;10;-18;-7
1;617;-1;2;-6;15;7;-814;-1;-6;-21;7
15;478;0;-4;-12;-60;-4;-898;-15;-12;-19;-4
5;478;1;2;0;-67;-10;-902;-5;0;-23;-10
16;476;0;2;18;-66;-7;-900;-16;18;-20;-7
13;476;2;2;32;-68;15;-896;-13;32;-17;15
21;481;5;-7;-8;-58;22;-896;-21;-8;-18;22
21;478;-1;-5;-15;-58;3;-900;-21;-15;-20;3
76;487;14;13;137;-60;74;-891;-76;137;-17;74
-2;494;-2;3;-4;-45;-23;-888;2;-4;-18;-23
22;476;-2;-6;19;-58;-24;-898;-22;19;-18;-24
-10;476;2;0;-6;-67;10;-895;10;-6;-16;10
-283;702;10;-48;-194;223;-51;-692;283;-194;-10;-51
-35;569;-3;2;-5;-12;6;-839;35;-5;-14;6
-31;574;0;4;-7;-14;8;-841;31;-7;-19;8
39;580;-21;12;13;-28;43;-842;-39;13;-23;43
7;472;-1;5;-2;-72;-4;-895;-7;-2;-14;-4
10;474;-2;0;17;-67;16;-898;-10;17;-18;16
10;473;-2;2;-16;-73;6;-897;-10;-16;-16;6
7;481;6;-1;13;-76;-12;-893;-7;13;-17;-12
7;474;-4;3;5;-76;0;-899;-7;5;-18;0
-14;518;666;726;55;-77;-3;-850;14;55;821;-3
-13;579;2;4;8;-16;25;-837;13;8;-18;25
-26;577;-2;-1;4;-10;9;-842;26;4;-21;9
8;475;-4;3;8;-80;-12;-901;-8;8;-22;-12
4;483;1;-5;-7;-76;-10;-898;-4;-7;-22;-10
17;576;-2;-9;27;-1;13;-846;-17;27;-23;13
-1;574;0;-6;5;-1;28;-837;1;5;-14;28
3;578;0;2;10;-8;3;-840;-3;10;-19;3
26;482;4;-3;1;-79;19;-894;-26;1;-19;19
1;478;3;1;22;-81;-6;-891;-1;22;-14;-6
-28;477;6;1;-13;-77;-19;-891;28;-13;-14;-19
17;473;-2;1;-10;-78;-1;-896;-17;-10;-17;-1
-10;489;-5;-1;-18;-69;-13;-883;10;-18;-12;-13
7;495;-2;-4;-5;-70;9;-886;-7;-5;-17;9
-11;494;8;5;-31;-73;-40;-893;11;-31;-23;-40
20;491;-8;0;2;-69;-1;-890;-20;2;-19;-1
-2;494;-17;-11;-13;-57;-1;-893;2;-13;-22;-1
20;471;-9;-3;-17;-111;-52;-895;-20;-17;-18;-52
27;477;-6;6;-28;-83;-34;-890;-27;-28;-13;-34
-3;485;-6;-2;6;-77;-19;-884;3;6;-11;-19
-15;485;13;7;5;-91;-7;-884;15;5;-12;-7
7;575;-2;5;5;-16;10;-843;-7;5;-20;10
5;576;0;1;23;-11;0;-841;-5;23;-20;0
-4165;333;118;-469;134;69;-608;-564;4165;134;628;-608
17;578;2;-1;16;-8;-6;-843;-17;16;-22;-6
-7;484;7;-1;4;-75;-6;-898;7;4;-23;-6
27;574;-5;-4;7;-8;1;-849;-27;7;-25;1
-17;476;-3;-3;13;-88;-12;-895;17;13;-18;-12
-2;575;3;-3;18;-6;-12;-838;2;18;-16;-12
0;582;4;4;37;-11;7;-841;0;37;-22;7
-22;574;0;-4;-4;-5;30;-842;22;-4;-19;30
2;579;0;2;-22;-11;-21;-845;-2;-22;-24;-21
17;580;1;3;2;-13;4;-842;-17;2;-22;4
15;579;3;-2;33;-7;9;-837;-15;33;-18;9
24;577;2;-4;19;-2;17;-837;-24;19;-16;17
-26;580;3;2;-6;-8;0;-836;26;-6;-18;0
-16;581;1;6;-27;-13;-3;-840;16;-27;-21;-3
-11;578;-1;6;0;-14;6;-842;11;0;-22;6
-8;580;0;-2;-18;-7;8;-845;8;-18;-25;8
-5;580;0;4;17;-13;9;-842;5;17;-22;9
1;588;8;2;40;-7;16;-841;-1;40;-26;16
-11;566;-12;7;12;-19;18;-854;11;12;-25;18
11;572;-1;2;18;-23;26;-842;-11;18;-19;26
7;578;1;4;30;-24;15;-846;-7;30;-25;15
11;573;2;4;2;-22;-1;-837;-11;2;-14;-1
22;568;-5;5;-24;-26;-12;-839;-22;-24;-14;-12
-12;574;-5;10;-15;-36;-25;-845;12;-15;-22;-25
385;477;-15;3;267;-73;193;-907;-385;267;-25;193
2;570;-6;4;35;-30;22;-846;-2;35;-20;22
2;576;-3;-3;51;-6;15;-838;-2;51;-17;15
-11;579;-3;8;-9;-29;-21;-845;11;-9;-25;-21
342;579;55;-55;-1007;-93;1412;-1012;-342;-1007;-168;1412
-37;572;-3;1;-21;-21;-7;-844;37;-21;-20;-7
10;570;-2;-5;45;-19;-12;-845;-10;45;-19;-12
5;473;-5;2;24;-102;1;-892;-5;24;-14;1
33;574;-1;-4;34;-16;-4;-850;-33;34;-26;-4
28;580;6;4;15;-20;13;-839;-28;15;-20;13
21;577;-2;7;0;-29;-21;-850;-21;0;-28;-21
-1135;345;174;-117;-2815;-207;5274;-903;1135;-2815;40;5274
8;574;-2;-1;-5;-22;18;-847;-8;-5;-23;18
7;565;-7;-7;12;-18;9;-846;-7;12;-17;9
-7;565;-9;-7;26;-16;15;-851;7;26;-22;15
19;571;-2;1;8;-21;13;-842;-19;8;-17;13
41;574;3;-2;3;-17;-10;-839;-41;3;-17;-10
5;579;5;-2;23;-16;0;-841;-5;23;-22;0
9;570;0;-1;-5;-21;-41;-848;-9;-5;-22;-41
-19;572;2;1;-21;-35;-55;-849;19;-21;-24;-55
34;566;-1;9;33;-31;23;-844;-34;33;-17;23
11;573;-2;0;24;-22;32;-845;-11;24;-21;32
23;572;-3;-6;18;-16;-9;-848;-23;18;-22;-9
4;584;11;-7;-15;-10;29;-842;-4;-15;-25;29
-7;479;12;-45;312;-68;173;-903;7;312;-23;173
-13;567;-6;4;-26;-23;-17;-846;13;-26;-19;-17
1;567;-3;-4;33;-15;18;-848;-1;33;-20;18
-290;496;-138;-93;392;35;475;-920;290;392;-33;475
-511;565;-92;19;-462;29;-310;-890;511;-462;-45;-310
47;577;0;0;-10;-17;4;-841;-47;-10;-20;4
118;491;-5;-10;-381;-119;-45;-895;-118;-381;-28;-45
-11;570;-5;4;29;-30;9;-846;11;29;-21;9
-21;573;-4;3;31;-30;1;-851;21;31;-27;1
-11;571;-4;3;14;-29;-18;-847;11;14;-22;-18
29;577;6;-10;28;-9;4;-845;-29;28;-23;4
-20;577;5;1;3;-19;-6;-841;20;3;-20;-6
238;459;47;180;-782;-155;-449;-894;-238;-782;-25;-449
10;575;2;14;7;-34;-28;-843;-10;7;-20;-28
10;576;2;12;6;-31;-22;-843;-10;6;-21;-22
-29;711;4;4;-23;144;-10;-710;29;-23;-15;-10
7;574;6;-6;21;-13;13;-839;-7;21;-17;13
72;581;-1;0;38;-24;6;-838;-72;38;-19;6
-3671;-441;71;45;-2177;-26;-2088;-156;3671;-2177;1264;-2088
-22;567;-12;0;27;-23;-13;-854;22;27;-25;-13
-22;576;0;0;18;-19;3;-852;22;18;-28;3
22;585;0;3;47;-5;39;-839;-22;47;-22;39
8;580;7;-3;40;-10;8;-843;-8;40;-23;8
7;574;2;1;-13;-13;0;-840;-7;-13;-18;0
-5;580;7;-5;-5;-7;-7;-841;5;-5;-22;-7
-12;576;-4;9;-6;-28;-12;-848;12;-6;-24;-12
-8;572;-6;7;0;-27;-11;-848;8;0;-23;-11
-18;570;-11;13;-8;-35;-16;-851;18;-8;-25;-16
5;572;-2;-2;1;-17;-1;-844;-5;1;-20;-1
-9;573;-4;11;29;-28;11;-842;9;29;-19;11
-15;582;9;0;-19;-11;13;-836;15;-19;-19;13
11;582;-1;-1;-14;-15;-5;-851;-11;-14;-30;-5
-4510;1009;339;-413;415;399;771;-851;4510;415;-249;771
-1683;1748;319;223;1889;1030;1346;-1002;1683;1889;-1229;1346
55;578;13;-4;47;-8;57;-833;-55;47;-14;57
-17;578;-1;13;-60;-31;-17;-841;17;-60;-21;-17
1559;468;281;204;-833;244;-1968;-785;-1559;-833;128;-1968
-18;573;2;10;-29;-37;-16;-845;18;-29;-21;-16
3;565;-5;2;-18;-41;20;-851;-3;-18;-22;20
36;567;-5;-1;20;-37;-2;-854;-36;20;-26;-2
2575;533;6;198;707;-84;815;-918;-2575;707;-48;815
-20;466;7;5;0;-127;16;-894;20;0;-16;16
4;497;102;-41;97;-95;31;-882;-4;97;-10;31
0;485;9;0;-4;-94;4;-894;0;-4;-22;4
-3;482;5;0;-14;-92;-7;-894;3;-14;-20;-7
17;484;3;-3;4;-89;-9;-898;-17;4;-24;-9
0;477;0;0;15;-85;11;-895;0;15;-18;11
17;483;4;2;-13;-86;4;-893;-17;-13;-19;4
3;480;-1;1;5;-87;9;-898;-3;5;-22;9
20;480;2;-7;8;-80;-20;-893;-20;8;-17;-20
14;478;0;0;2;-86;10;-900;-14;2;-22;10
-11;622;4;6;-19;16;7;-811;11;-19;-22;7
656;681;-206;192;1496;-29;-1374;-1019;-656;1496;-195;-1374
0;593;4;1;-5;-3;-13;-835;0;-5;-23;-13
1;603;7;-3;-18;-1;-45;-824;-1;-18;-21;-45
-4;591;2;-2;-2;-3;21;-837;4;-2;-25;21
22;591;3;-1;15;-3;-2;-835;-22;15;-22;-2
9;599;8;3;6;-1;7;-835;-9;6;-27;7
-16;585;1;-9;7;10;5;-831;16;7;-16;5
11;584;-5;5;0;-7;-8;-837;-11;0;-20;-8
21;591;1;4;15;-3;8;-835;-21;15;-22;8
52;584;-4;2;24;-2;-27;-839;-52;24;-22;-27
-7;591;1;-1;-10;2;-7;-833;7;-10;-22;-7
16;588;-7;-2;-21;2;32;-839;-16;-21;-24;32
10;585;-7;4;7;-7;32;-837;-10;7;-22;32
2;587;-4;-1;-8;-1;0;-838;-2;-8;-24;0
28;605;-4;4;-29;12;-5;-822;-28;-29;-21;-5
-3;587;-1;3;10;-4;1;-828;3;10;-14;1
-16;617;2;5;29;13;14;-813;16;29;-21;14
24;589;-1;0;18;-1;29;-833;-24;18;-20;29
14;587;-5;-2;12;1;12;-837;-14;12;-22;12
-13;593;3;2;0;-1;-1;-832;13;0;-22;-1
-28;589;7;-6;5;-1;-24;-836;28;5;-23;-24
-7;589;-2;6;-13;-6;26;-831;7;-13;-19;26
-23;586;-2;-1;11;1;15;-829;23;11;-15;15
0;589;0;6;6;-5;-11;-831;0;6;-18;-11
-27;586;-4;2;5;-3;-2;-835;27;5;-20;-2
7;592;3;-2;6;4;17;-833;-7;6;-22;17
3;588;-3;9;24;-7;23;-830;-3;24;-17;23
-8;608;0;-3;39;11;2;-817;8;39;-19;2
-23;593;-2;3;4;1;-7;-838;23;4;-26;-7
-29;603;5;4;-17;8;3;-824;29;-17;-22;3
-5;474;7;11;4;-101;-9;-891;5;4;-13;-9
10;474;1;5;16;-90;5;-893;-10;16;-15;5
-3;587;6;-8;-3;11;-13;-822;3;-3;-10;-13
-25;593;-3;0;-25;0;1;-832;25;-25;-21;1
5;582;-1;-5;-9;-1;15;-840;-5;-9;-22;15
5;581;-3;0;28;-6;8;-842;-5;28;-24;8
8;578;-5;0;10;-6;-1;-840;-8;10;-20;-1
21;579;-2;3;-1;-8;8;-836;-21;-1;-17;8
-17;586;2;0;-37;-10;-28;-835;17;-37;-20;-28
4;580;-5;8;-33;-13;-8;-837;-4;-33;-19;-8
10;583;1;6;-4;-11;8;-835;-10;-4;-18;8
-27;572;-13;0;12;-10;-16;-846;27;12;-22;-16
70;603;16;-5;10;6;60;-813;-70;10;-11;60
19;586;5;0;-16;0;-10;-830;-19;-16;-16;-10
5;588;6;-7;-26;6;-13;-835;-5;-26;-22;-13
-7;588;3;7;-18;-15;-21;-839;7;-18;-24;-21
11;585;6;-2;16;-3;-3;-837;-11;16;-20;-3
0;578;0;-12;-24;7;-10;-840;0;-24;-20;-10
-14;577;-2;-6;-5;1;-5;-839;14;-5;-19;-5
-31;583;1;1;17;-9;-24;-833;31;17;-16;-24
11;583;1;12;29;-26;-12;-842;-11;29;-24;-12
10;580;5;-3;36;-7;-4;-839;-10;36;-19;-4
-9;582;7;-8;-20;3;-13;-843;9;-20;-24;-13
-12;573;-8;6;26;-23;5;-856;12;26;-30;5
5651;1234;-236;-777;-776;377;-755;-1259;-5651;-776;-600;-755
97;566;-101;199;-72;2;-16;-877;-97;-72;-20;-16
23;591;6;1;6;-18;19;-831;-23;6;-20;19
11;587;2;0;-9;-19;-3;-833;-11;-9;-20;-3
-19;584;2;0;-1;-23;-2;-839;19;-1;-22;-2
-18;578;-1;-3;13;-21;18;-842;18;13;-22;18
2;570;-9;-2;-7;-24;16;-844;-2;-7;-18;16
1;572;-7;-2;-5;-23;18;-843;-1;-5;-18;18
6;482;7;3;3;-89;20;-892;-6;3;-17;20
11;579;3;-1;-22;-22;11;-837;-11;-22;-17;11
-3;578;0;7;-17;-30;-5;-836;3;-17;-17;-5
-31;581;4;-2;13;-21;-1;-839;31;13;-21;-1
-11;580;1;0;-14;-21;8;-841;11;-14;-21;8
-27;578;2;4;4;-25;3;-834;27;4;-15;3
-3;582;-1;4;6;-26;18;-844;3;6;-26;18
3;576;-7;1;8;-24;-21;-847;-3;8;-25;-21
-2;594;5;8;-30;-14;45;-830;2;-30;-21;45
6;583;3;3;14;-24;7;-840;-6;14;-23;7
20;582;5;0;11;-21;-2;-837;-20;11;-20;-2
24;586;3;-4;-4;-18;-17;-846;-24;-4;-30;-17
25;581;0;-2;-27;-21;15;-839;-25;-27;-20;15
-18;586;7;0;-9;-20;-13;-833;18;-9;-18;-13
-23;577;6;-3;-54;-7;-37;-837;23;-54;-17;-37
-6;574;-11;0;6;-26;-17;-841;6;6;-19;-17
37;585;0;1;-14;-25;14;-842;-37;-14;-26;14
23;599;-3;11;45;-22;14;-838;-23;45;-30;14
21;586;4;4;22;-25;0;-835;-21;22;-20;0
-6;585;3;3;-26;-24;-3;-835;6;-26;-20;-3
2;583;-3;3;-33;-26;-13;-844;-2;-33;-25;-13
-11;591;6;0;-32;-20;4;-833;11;-32;-22;4
-48;584;-12;11;-2;-28;-29;-849;48;-2;-31;-29
-4312;999;524;-180;3611;-543;-1836;-848;4312;3611;-311;-1836
-17;585;-15;-3;26;-21;12;-843;17;26;-26;12
2;607;7;-1;-16;-11;-10;-829;-2;-16;-28;-10
-2;592;-6;0;-12;-16;-5;-829;2;-12;-19;-5
-20;596;-4;-6;20;-13;11;-837;20;20;-27;11
16;599;5;0;-2;-19;-9;-828;-16;-2;-21;-9
-6;597;0;-2;3;-16;10;-834;6;3;-25;10
-32;963;-26;15;0;234;145;-200;32;0;-10;145
20;595;0;2;-4;-19;6;-827;-20;-4;-19;6
14;593;-2;-2;21;-17;-8;-830;-14;21;-20;-8
41;591;8;2;-8;-18;27;-835;-41;-8;-23;27
23;602;7;3;15;-18;8;-821;-23;15;-18;8
-10;595;-5;4;-18;-23;-12;-833;10;-18;-23;-12
13;617;-1;1;17;15;10;-817;-13;17;-23;10
-5;616;0;-1;-17;19;-7;-813;5;-17;-20;-7
11;597;0;-8;-9;-10;-9;-830;-11;-9;-22;-9
-21;601;0;5;15;-24;-9;-829;21;15;-25;-9
-12;595;0;0;14;-18;3;-825;12;14;-18;3
9;607;8;4;-6;-20;7;-827;-9;-6;-25;7
4;597;-1;0;29;-17;22;-830;-4;29;-23;22
-12;593;-5;-4;11;-13;-7;-829;12;11;-19;-7
-3;471;1;4;-3;-76;4;-897;3;-3;-17;4
-11;598;2;6;5;-23;11;-823;11;5;-17;11
17;487;-5;-5;4;-79;19;-889;-17;4;-17;19
-2;594;-3;5;30;-24;10;-827;2;30;-18;10
-11;601;1;1;26;-16;-2;-831;11;26;-25;-2
-9;597;0;9;-27;-23;6;-824;9;-27;-18;6
-1152;1918;-1710;-977;519;589;1441;406;1152;519;463;1441
0;595;-3;7;26;-24;-2;-831;0;26;-22;-2
5;596;-2;9;-19;-24;-3;-831;-5;-19;-23;-3
185;680;14;5;44;40;56;-765;-185;44;-24;56
13;588;-9;-2;-21;-14;-1;-835;-13;-21;-21;-1
21;602;4;-3;14;-10;-2;-831;-21;14;-26;-2
27;597;8;-1;-8;-10;-4;-815;-27;-8;-11;-4
-36;592;4;4;-19;-12;2;-831;36;-19;-20;2
-240;903;-162;-527;756;930;-865;-883;240;756;-470;-865
13;590;-12;4;16;-13;7;-839;-13;16;-26;7
-30;589;-17;2;-5;-10;-7;-839;30;-5;-25;-7
3;600;1;8;5;-12;-5;-828;-3;5;-23;-5
-7;598;-4;9;10;-14;26;-832;7;10;-25;26
-68;599;-265;68;95;254;-12;-953;68;95;-97;-12
6;486;5;0;-11;-51;4;-895;-6;-11;-19;4
-18;589;-14;5;-7;-27;-7;-844;18;-7;-29;-7
18;597;5;5;30;-12;-13;-829;-18;30;-21;-13
-44;594;0;5;-24;-21;19;-827;44;-24;-18;19
6;478;6;2;-16;-78;-14;-893;-6;-16;-16;-14
19;619;6;7;-13;14;-4;-807;-19;-13;-17;-4
7;597;-11;-5;-5;-16;8;-835;-7;-5;-27;8
-11;600;-5;-1;-6;-19;0;-828;11;-6;-23;0
-21;601;4;1;-13;-18;19;-822;21;-13;-18;19
8;488;-1;8;-6;-77;-6;-901;-8;-6;-28;-6
10;476;6;7;-1;-83;12;-894;-10;-1;-17;12
-4;600;1;-7;-33;-11;12;-826;4;-33;-21;12
-3;596;4;-8;-2;-10;-17;-830;3;-2;-22;-17
5;484;1;-1;-14;-94;27;-891;-5;-14;-19;27
10;586;4;-14;-5;-7;-16;-822;-10;-5;-9;-16
5;477;1;4;-7;-76;12;-901;-5;-7;-22;12
41;593;23;2;-63;-4;-28;-824;-41;-63;-15;-28
6;592;5;0;-10;-21;14;-829;-6;-10;-19;14
