InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
16;489;-5;-5;-7;-93;21;-888;-16;-7;-18;21
-511;565;-92;19;-462;29;-310;-890;511;-462;-45;-310
22;493;3;-4;1;-96;-12;-881;-22;1;-14;-12
47;453;0;-26;1;-6;1;-880;-47;1;5;1
33;512;1;-9;8;-99;10;-874;-33;8;-18;10
12;490;1;1;11;-93;5;-885;-12;11;-16;5
-2;580;-3;5;8;-9;-28;-839;2;8;-19;-28
8;496;-3;2;7;-90;-13;-887;-8;7;-20;-13
19;493;-3;3;13;-89;3;-887;-19;13;-19;3
2;495;2;-2;0;-110;-5;-884;-2;0;-19;-5
6;498;4;-5;-4;-98;9;-880;-6;-4;-15;9
5;488;-1;0;5;-90;8;-888;-5;5;-17;8
-21;515;9;3;-15;-34;-33;-867;21;-15;-9;-33
29;486;0;-2;-38;-97;-36;-891;-29;-38;-20;-36
10;489;-3;0;7;-85;3;-889;-10;7;-18;3
-71;493;-6;7;49;-75;30;-895;71;49;-25;30
-1;489;-18;-6;-16;-44;2;-891;1;-16;-17;2
183;492;87;0;302;-85;169;-905;-183;302;-22;169
53;488;16;4;147;-38;-1;-896;-53;147;-21;-1
67;500;44;-186;1;-71;-53;-897;-67;1;-11;-53
3413;356;-94;-220;733;-142;679;-1014;-3413;733;-53;679
5;489;-1;-6;-43;-73;-31;-890;-5;-43;-18;-31
2311;484;-301;388;-749;129;-509;-1239;-2311;-749;-227;-509
-50;500;1;0;2;-96;18;-886;50;2;-21;18
9;491;6;11;8;-69;21;-893;-9;8;-22;21
151;-332;57;46;11;788;166;-308;-151;11;93;166
-4;483;17;-21;4;-51;-6;-902;4;4;-24;-6
7;474;-4;3;5;-76;0;-899;-7;5;-18;0
-15;591;0;1;24;-10;11;-835;15;24;-24;11
9;591;9;-3;20;2;2;-837;-9;20;-25;2
12;593;2;6;-24;-9;-2;-831;-12;-24;-20;-2
16;488;5;-6;3;-54;-17;-896;-16;3;-21;-17
-9;485;0;-5;-30;-8;-19;-892;9;-30;-15;-19
-11;491;-7;2;-7;-44;12;-896;11;-7;-22;12
-11;593;0;-4;-19;-1;26;-834;11;-19;-23;26
1;574;-7;-8;-33;-6;17;-840;-1;-33;-17;17
0;483;-1;-21;35;-60;-5;-886;0;35;-11;-5
-28;586;-3;0;-6;-9;-26;-835;28;-6;-20;-26
-21;483;2;0;-29;-35;-30;-900;21;-29;-22;-30
6;587;3;8;31;-5;5;-834;-6;31;-20;5
-1;481;-9;0;-31;-60;-6;-894;1;-31;-17;-6
16;486;15;10;1;-100;-9;-896;-16;1;-25;-9
8;481;12;-1;4;-62;19;-890;-8;4;-13;19
-4;488;1;0;-14;-53;10;-894;4;-14;-20;10
24;485;5;-2;12;-56;-3;-894;-24;12;-19;-3
17;485;2;-4;13;-52;13;-888;-17;13;-13;13
-14;594;3;2;-6;-11;10;-836;14;-6;-26;10
13;483;5;10;11;-70;-4;-898;-13;11;-22;-4
-19;592;2;-2;4;-7;6;-837;19;4;-25;6
-30;589;-3;-3;10;-6;12;-837;30;10;-23;12
24;587;-2;2;8;-10;21;-834;-24;8;-20;21
-8;487;-5;1;-9;-42;1;-898;8;-9;-22;1
-12;496;10;-3;-17;-56;3;-894;12;-17;-23;3
32;505;6;-3;-31;-54;27;-881;-32;-31;-17;27
29;485;8;3;-31;-17;-19;-898;-29;-31;-20;-19
-4;486;6;3;-13;-53;4;-892;4;-13;-17;4
-7;488;2;0;13;-48;-5;-893;7;13;-19;-5
15;489;2;-1;25;-46;17;-894;-15;25;-20;17
9;488;-1;-1;13;-44;17;-894;-9;13;-20;17
-9;485;1;3;41;-53;-12;-897;9;41;-21;-12
40;596;1;-4;19;-12;12;-835;-40;19;-25;12
-1;483;3;-2;-10;-59;6;-898;1;-10;-21;6
-15;584;3;5;27;-20;25;-836;15;27;-20;25
3;596;-7;2;7;3;6;-829;-3;7;-21;6
3;621;2;1;-12;19;16;-814;-3;-12;-24;16
5;481;-4;-9;-12;-36;11;-902;-5;-12;-22;11
-3;592;1;-5;10;-4;28;-840;3;10;-28;28
-21;592;2;0;7;-9;6;-836;21;7;-25;6
-15;475;2;3;15;-71;-21;-896;15;15;-17;-21
20;484;-1;0;8;-48;10;-892;-20;8;-16;10
-10;487;4;2;-2;-55;-2;-894;10;-2;-20;-2
-23;591;1;4;10;-11;7;-830;23;10;-19;7
-5;591;-1;-2;8;7;21;-831;5;8;-21;21
26;592;3;5;-5;-14;-13;-833;-26;-5;-21;-13
-41;623;-5;3;-9;24;-1;-809;41;-9;-22;-1
-4;482;4;1;4;-59;-26;-891;4;4;-15;-26
-7;622;3;7;35;12;16;-809;7;35;-20;16
-1;625;5;4;26;16;9;-816;1;26;-27;9
12;491;1;0;17;-49;16;-901;-12;17;-26;16
12;480;0;-3;14;-88;23;-895;-12;14;-19;23
2;483;3;3;12;-54;-16;-893;-2;12;-17;-16
-16;487;-2;2;-2;-85;4;-889;16;-2;-17;4
-6;479;5;5;-6;-58;11;-890;6;-6;-12;11
0;486;-5;-2;2;-88;-12;-883;0;2;-12;-12
0;597;-1;-2;9;12;3;-830;0;9;-23;3
24;482;1;1;3;-55;1;-894;-24;3;-17;1
8;485;0;1;13;-51;11;-894;-8;13;-18;11
15;595;3;4;-8;-12;17;-835;-15;-8;-25;17
-12;590;0;8;-12;-17;17;-833;12;-12;-21;17
-4;595;-5;-2;-4;12;-2;-833;4;-4;-23;-2
21;590;1;5;0;-14;22;-832;-21;0;-20;22
-11;589;-1;7;-14;-14;19;-833;11;-14;-21;19
-2;485;0;13;-12;-56;-1;-894;2;-12;-19;-1
-1;479;0;4;0;-58;6;-897;1;0;-19;6
15;476;1;0;-11;-67;22;-897;-15;-11;-18;22
-2;482;3;3;15;-60;-11;-894;2;15;-18;-11
-22;595;-2;4;25;3;-33;-827;22;25;-18;-33
8;483;5;0;19;-59;-12;-891;-8;19;-15;-12
7;592;-2;-2;26;-8;-37;-837;-7;26;-25;-37
-8;481;-4;2;10;-102;-14;-891;8;10;-17;-14
16;476;0;2;18;-66;-7;-900;-16;18;-20;-7
2;488;15;-1;5;-86;-13;-891;-2;5;-20;-13
19;499;0;6;-2;-87;12;-887;-19;-2;-22;12
-19;489;9;0;-2;-69;4;-891;19;-2;-18;4
10;484;2;-1;2;-97;-22;-891;-10;2;-18;-22
51;332;46;-91;92;-47;-3;-789;-51;92;147;-3
28;483;1;4;15;-63;28;-894;-28;15;-19;28
2;505;-376;356;-17;-94;-73;-891;-2;-17;107;-73
25;483;2;0;2;-55;2;-896;-25;2;-19;2
6;490;-23;71;1;-67;-7;-884;-6;1;-11;-7
-3;590;-3;-1;-32;-2;2;-832;3;-32;-20;2
3;479;-5;-3;25;-60;21;-896;-3;25;-17;21
14;593;0;2;-26;-4;13;-830;-14;-26;-20;13
-4;594;-1;2;2;-6;-21;-837;4;2;-27;-21
5;481;-2;-2;-9;-52;1;-894;-5;-9;-16;1
-1;592;-2;-1;16;9;-11;-833;1;16;-22;-11
19;595;4;-3;31;1;-1;-833;-19;31;-24;-1
-37;618;1;2;-27;20;26;-812;37;-27;-21;26
17;709;1;-6;19;110;12;-718;-17;19;-15;12
-17;616;-1;3;-30;13;12;-822;17;-30;-28;12
12;617;-1;4;-7;16;-12;-815;-12;-7;-22;-12
18;596;1;-1;25;4;11;-831;-18;25;-22;11
82;489;28;3;-64;-105;-31;-898;-82;-64;-27;-31
-3;484;-6;1;-8;-68;3;-897;3;-8;-22;3
10;597;3;-2;8;8;7;-833;-10;8;-25;7
-18;619;0;-2;-10;20;-14;-814;18;-10;-23;-14
-2;591;2;-3;5;8;8;-831;2;5;-19;8
1;595;-3;-6;-15;3;-3;-832;-1;-15;-22;-3
-29;615;-4;-1;-10;17;-31;-820;29;-10;-25;-31
-3;588;-7;0;23;-10;18;-837;3;23;-23;18
-25;596;5;0;18;-9;3;-835;25;18;-26;3
1;595;4;2;5;4;-16;-835;-1;5;-26;-16
21;478;-1;-5;-15;-58;3;-900;-21;-15;-20;3
27;494;-11;3;9;-86;-5;-884;-27;9;-16;-5
1;596;6;-7;9;0;-11;-834;-1;9;-25;-11
-21;590;-1;0;5;4;4;-835;21;5;-23;4
-6;617;-1;-1;-1;17;4;-820;6;-1;-26;4
-26;578;8;1;-2;-4;-14;-840;26;-2;-20;-14
-11;589;0;3;27;-11;18;-833;11;27;-20;18
-3;587;-5;10;8;-22;30;-833;3;8;-19;30
-4;484;-1;-6;4;-54;-2;-895;4;4;-20;-2
-24;589;2;0;3;0;-4;-838;24;3;-24;-4
1;585;-5;1;-23;-11;8;-837;-1;-23;-21;8
17;588;1;0;-10;-9;17;-830;-17;-10;-18;17
23;498;30;103;-13;-99;10;-883;-23;-13;-13;10
25;586;-5;3;25;-15;1;-835;-25;25;-20;1
43;589;2;-1;24;-3;0;-833;-43;24;-21;0
44;623;4;5;-7;18;-5;-807;-44;-7;-19;-5
20;611;1;0;5;16;15;-821;-20;5;-23;15
-6;481;3;5;3;-70;8;-899;6;3;-22;8
-10;476;2;0;-6;-67;10;-895;10;-6;-16;10
-4;485;-1;2;8;-65;-4;-896;4;8;-21;-4
-9;588;-2;11;29;-18;19;-829;9;29;-16;19
3;485;7;0;6;-60;1;-900;-3;6;-24;1
2;595;4;-2;2;-1;-22;-831;-2;2;-22;-22
5;493;6;-6;-3;-99;3;-881;-5;-3;-14;3
13;499;-12;7;-2;-60;26;-895;-13;-2;-27;26
2;483;0;0;23;-54;-38;-896;-2;23;-19;-38
16;488;-7;0;3;-83;7;-885;-16;3;-14;7
-12;590;-1;7;-22;-19;10;-835;12;-22;-22;10
-13;591;-2;2;-22;-5;-2;-835;13;-22;-22;-2
-6;481;9;2;-24;-37;-13;-896;6;-24;-17;-13
17;473;0;3;21;-90;3;-892;-17;21;-14;3
-6;496;-6;7;-11;-50;-43;-884;6;-11;-15;-43
-29;616;1;-3;-10;21;24;-813;29;-10;-20;24
-25;595;1;5;-16;-18;2;-826;25;-16;-18;2
7;486;-3;3;12;-84;-3;-888;-7;12;-16;-3
11;593;6;1;-34;-5;27;-826;-11;-34;-16;27
-42;580;1;3;-15;-10;11;-843;42;-15;-23;11
668;831;50;34;-475;71;1293;-581;-668;-475;-14;1293
-2;482;0;3;3;-59;-8;-891;2;3;-14;-8
-5;600;5;3;-29;-4;-3;-832;5;-29;-26;-3
-29;478;5;-185;23;-94;-1;-882;29;23;10;-1
20;592;2;7;-3;-18;19;-831;-20;-3;-20;19
2;591;1;-5;8;-8;30;-836;-2;8;-24;30
33;532;-53;98;26;-48;25;-855;-33;26;0;25
18;586;-3;-2;28;-13;25;-834;-18;28;-19;25
-26;577;-2;-1;4;-10;9;-842;26;4;-21;9
1;591;2;-2;-21;-15;7;-836;-1;-21;-24;7
-3;498;5;-2;27;-67;-1;-891;3;27;-23;-1
17;576;-2;-9;27;-1;13;-846;-17;27;-23;13
-12;485;-1;-2;0;-50;3;-900;12;0;-23;3
-28;477;6;1;-13;-77;-19;-891;28;-13;-14;-19
-27;595;2;1;-9;-21;-42;-828;27;-9;-21;-42
48;589;7;1;-4;-17;-17;-838;-48;-4;-25;-17
0;484;3;-1;-4;-53;-17;-894;0;-4;-19;-17
21;485;5;3;17;-58;-4;-896;-21;17;-20;-4
8;483;3;2;4;-79;8;-895;-8;4;-20;8
32;497;3;-1;-24;-58;-3;-890;-32;-24;-20;-3
26;589;1;0;-16;-20;-4;-840;-26;-16;-25;-4
-11;488;5;2;-6;-55;9;-896;11;-6;-22;9
-2;494;-17;-11;-13;-57;-1;-893;2;-13;-22;-1
-18;587;2;-2;20;-18;0;-835;18;20;-21;0
17;475;0;-1;-17;-66;-28;-895;-17;-17;-15;-28
-1;483;-10;6;14;-89;-23;-886;1;14;-13;-23
24;593;8;-5;14;-17;20;-835;-24;14;-24;20
3;488;-14;-5;-4;-56;9;-898;-3;-4;-23;9
-1;591;6;-2;-20;-23;10;-833;1;-20;-21;10
-5;486;5;8;-1;-58;-16;-893;5;-1;-18;-16
21;487;-7;-4;0;-64;-6;-897;-21;0;-23;-6
-7;484;7;-1;4;-75;-6;-898;7;4;-23;-6
-7;484;2;0;-20;-66;10;-896;7;-20;-21;10
-10;586;1;-11;14;-17;-25;-837;10;14;-22;-25
-25;481;2;2;32;-91;12;-894;25;32;-19;12
0;582;4;4;37;-11;7;-841;0;37;-22;7
-21;588;2;-5;-32;-19;29;-833;21;-32;-20;29
-3;589;-1;5;-32;-8;-25;-835;3;-32;-21;-25
-14;595;6;0;-7;-25;-6;-834;14;-7;-25;-6
15;579;3;-2;33;-7;9;-837;-15;33;-18;9
46;574;4;-3;27;-18;29;-843;-46;27;-20;29
-36;592;4;4;-19;-12;2;-831;36;-19;-20;2
-30;578;-1;-6;-40;-6;-15;-842;30;-40;-22;-15
1;587;2;-5;-37;-18;-6;-831;-1;-37;-18;-6
25;581;0;-2;-27;-21;15;-839;-25;-27;-20;15
41;488;-37;41;-41;-109;-39;-910;-41;-41;-39;-39
-1;475;-2;3;64;-80;12;-897;1;64;-18;12
-2;487;-4;-4;2;-47;-4;-898;2;2;-23;-4
-14;488;-3;-4;-6;-48;9;-897;14;-6;-23;9
-6;484;-2;3;15;-62;-7;-899;6;15;-23;-7
13;495;-3;-5;-9;-58;1;-903;-13;-9;-31;1
-4;600;1;-7;-33;-11;12;-826;4;-33;-21;12
-60;524;17;9;-67;-54;-66;-879;60;-67;-24;-66
1;593;1;1;-25;-24;-3;-835;-1;-25;-24;-3
-9;488;-3;-4;-4;-48;7;-898;9;-4;-23;7
29;472;-77;-316;158;-106;17;-911;-29;158;22;17
21;487;1;0;6;-64;-13;-894;-21;6;-20;-13
10;586;4;-14;-5;-7;-16;-822;-10;-5;-9;-16
-3;596;4;-8;-2;-10;-17;-830;3;-2;-22;-17
7;487;0;38;2;-90;-7;-907;-7;2;-33;-7
-11;600;-5;-1;-6;-19;0;-828;11;-6;-23;0
6996;739;-580;-931;2781;109;1504;-1534;-6996;2781;-325;1504
51;501;-11;7;-13;-57;-34;-892;-51;-13;-25;-34
-18;589;-14;5;-7;-27;-7;-844;18;-7;-29;-7
6;486;5;0;-11;-51;4;-895;-6;-11;-19;4
21;602;4;-3;14;-10;-2;-831;-21;14;-26;-2
3;490;2;-3;-11;-61;-21;-895;-3;-11;-23;-21
-11;487;2;1;5;-58;-15;-894;11;5;-20;-15
13;588;-9;-2;-21;-14;-1;-835;-13;-21;-21;-1
260;489;4;-31;103;-134;73;-908;-260;103;-39;73
30;489;2;-1;8;-56;6;-894;-30;8;-20;6
-2;573;-3;3;-7;-24;-38;-845;2;-7;-21;-38
-361;596;36;58;207;-152;-912;-824;361;207;-26;-912
35;584;1;-2;51;-4;22;-836;-35;51;-20;22
11;573;-2;0;24;-22;32;-845;-11;24;-21;32
5;596;-2;9;-19;-24;-3;-831;-5;-19;-23;-3
12;579;138;-69;-15;-13;36;-843;-12;-15;-12;36
0;595;-3;7;26;-24;-2;-831;0;26;-22;-2
-32;580;-6;-1;-41;-22;-28;-840;32;-41;-21;-28
-2;594;-3;5;30;-24;10;-827;2;30;-18;10
26;482;4;-3;1;-79;19;-894;-26;1;-19;19
-11;598;2;6;5;-23;11;-823;11;5;-17;11
91;525;-64;-39;16;-41;14;-880;-91;16;-23;14
-12;593;-5;-4;11;-13;-7;-829;12;11;-19;-7
1;484;-7;1;-5;-79;-3;-890;-1;-5;-16;-3
-36;589;-12;8;42;-15;-8;-848;36;42;-32;-8
-9;487;-4;1;7;-52;-4;-896;9;7;-21;-4
37;574;10;-11;29;8;9;-842;-37;29;-19;9
9;607;8;4;-6;-20;7;-827;-9;-6;-25;7
-12;595;0;0;14;-18;3;-825;12;14;-18;3
24;476;-2;-2;5;-59;21;-898;-24;5;-17;21
-2;485;-5;3;-4;-83;-9;-891;2;-4;-18;-9
11;597;0;-8;-9;-10;-9;-830;-11;-9;-22;-9
-14;595;1;8;-24;-14;-5;-830;14;-24;-22;-5
16;599;5;0;-2;-19;-9;-828;-16;-2;-21;-9
-17;585;-15;-3;26;-21;12;-843;17;26;-26;12
-3105;1086;634;198;2444;-270;-3038;-643;3105;2444;-14;-3038
-6;585;3;3;-26;-24;-3;-835;6;-26;-20;-3
23;599;-3;11;45;-22;14;-838;-23;45;-30;14
4;582;9;-9;46;-10;10;-839;-4;46;-21;10
-21;587;-1;2;-12;-11;-15;-833;21;-12;-19;-15
24;586;3;-4;-4;-18;-17;-846;-24;-4;-30;-17
2;489;0;2;13;-56;-17;-899;-2;13;-25;-17
-24;503;19;7;19;-91;-69;-887;24;19;-24;-69
7;484;9;5;-1;-83;-9;-886;-7;-1;-13;-9
-30;494;3;-1;5;-59;26;-891;30;5;-21;26
-40;573;1;-8;17;0;1;-837;40;17;-14;1
-15;582;9;0;-19;-11;13;-836;15;-19;-19;13
43;489;3;6;122;-72;45;-886;-43;122;-14;45
23;591;6;1;6;-18;19;-831;-23;6;-20;19
97;566;-101;199;-72;2;-16;-877;-97;-72;-20;-16
0;578;0;-12;-24;7;-10;-840;0;-24;-20;-10
10;580;5;-3;36;-7;-4;-839;-10;36;-19;-4
-4;494;-4;-1;24;-52;12;-891;4;24;-20;12
-27;483;2;3;13;-60;-18;-898;27;13;-21;-18
-5;593;2;2;-18;-10;-26;-835;5;-18;-25;-26
20;509;1;0;28;-37;17;-892;-20;28;-27;17
26;595;2;-5;-26;-7;-13;-827;-26;-26;-20;-13
-1259;323;-5;7;262;88;-504;-836;1259;262;105;-504
-23;491;-1;1;-43;-56;-3;-890;23;-43;-18;-3
-19;498;2;0;12;-55;-10;-889;19;12;-21;-10
-28;505;-9;-6;-28;-55;19;-885;28;-28;-20;19
2;598;7;3;33;-9;26;-833;-2;33;-25;26
8;616;-1;0;1;19;32;-818;-8;1;-24;32
-27;586;-4;2;5;-3;-2;-835;27;5;-20;-2
-13;593;3;2;0;-1;-1;-832;13;0;-22;-1
10;585;-7;4;7;-7;32;-837;-10;7;-22;32
-7;591;1;-1;-10;2;-7;-833;7;-10;-22;-7
-16;585;1;-9;7;10;5;-831;16;7;-16;5
2;497;-78;-53;50;-60;22;-900;-2;50;-26;22
30;591;1;-1;10;-7;4;-833;-30;10;-22;4
-9;484;-11;3;-23;-140;30;-886;9;-23;-19;30
126;511;-16;11;28;-101;29;-881;-126;28;-27;29
-45;727;-2;5;-41;188;-50;-689;45;-41;-19;-50
7;486;4;-4;23;-97;-10;-886;-7;23;-15;-10
-19;615;-2;2;6;16;-21;-814;19;6;-20;-21
-16;487;-12;-1;-35;-78;12;-890;16;-35;-17;12
-7;479;-3;2;-9;-56;11;-894;7;-9;-15;11
-20;592;2;0;-33;9;-12;-825;20;-33;-16;-12
30;612;-5;2;-5;14;27;-815;-30;-5;-20;27
9;590;-1;0;-16;-1;25;-834;-9;-16;-21;25
-3;492;-2;1;-3;-110;-20;-887;3;-3;-20;-20
39;472;-8;1;-11;-86;-3;-893;-39;-11;-14;-3
-7;492;1;2;-11;-94;21;-889;7;-11;-20;21
-24;486;4;-9;-14;-103;-3;-886;24;-14;-16;-3
-8;479;-3;2;-9;-55;12;-894;8;-9;-16;12
4;478;0;8;17;-101;24;-893;-4;17;-18;24
37;377;-133;16;663;-196;-2507;-803;-37;663;102;-2507
10;474;1;5;16;-90;5;-893;-10;16;-15;5
34;485;4;2;-4;-60;11;-891;-34;-4;-16;11
-6;592;4;5;-4;-16;37;-830;6;-4;-20;37
-52;615;6;11;13;31;36;-791;52;13;-1;36
-34;596;-1;2;3;7;13;-831;34;3;-23;13
0;601;8;10;-46;-5;-12;-829;0;-46;-23;-12
3;483;0;-1;36;-112;-17;-892;-3;36;-21;-17
12;478;-3;4;14;-56;-2;-900;-12;14;-20;-2
3;596;5;7;6;-7;28;-823;-3;6;-17;28
-31;590;-1;-7;3;10;-15;-837;31;3;-24;-15
122;505;40;-10;-9;-112;-15;-884;-122;-9;-23;-15
-8;474;1;6;-18;-143;8;-892;8;-18;-21;8
12;596;9;-1;-37;1;-48;-826;-12;-37;-19;-48
-5;735;-4;-1;-24;172;-34;-688;5;-24;-22;-34
24;617;2;-3;14;20;36;-818;-24;14;-24;36
-19;589;-3;-4;-7;8;-4;-842;19;-7;-28;-4
1712;508;-103;130;528;-86;594;-925;-1712;528;-54;594
28;484;-9;1;76;-99;67;-895;-28;76;-22;67
0;593;0;3;37;-14;11;-836;0;37;-25;11
-226;247;95;24;305;531;-54;-839;226;305;-19;-54
2;589;3;-5;-49;-12;-3;-835;-2;-49;-22;-3
-10;488;8;-4;-22;-73;5;-890;10;-22;-18;5
-125;712;-6;0;-38;95;-28;-721;125;-38;-18;-28
14;485;-9;3;3;-72;20;-894;-14;3;-20;20
-18;593;-2;2;24;-3;1;-835;18;24;-24;1
19;481;0;-7;37;-60;10;-893;-19;37;-17;10
-14;591;0;6;31;-18;14;-834;14;31;-23;14
-27;493;0;-3;18;-103;-10;-884;27;18;-17;-10
-6;595;-3;-4;-37;14;-22;-828;6;-37;-20;-22
16;503;6;-8;-19;-104;22;-884;-16;-19;-22;22
-3671;-441;71;45;-2177;-26;-2088;-156;3671;-2177;1264;-2088
-57;480;-1;0;-3;-57;5;-901;57;-3;-23;5
-56;570;-8;0;-97;-19;-53;-847;56;-97;-20;-53
189;646;0;5;167;25;159;-787;-189;167;-18;159
16;505;32;0;-120;-75;-98;-888;-16;-120;-23;-98
-32;483;-9;5;153;-75;53;-895;32;153;-20;53
5;488;-1;2;-5;-94;-7;-891;-5;-5;-21;-7
-28;480;5;-5;23;-144;-2;-889;28;23;-21;-2
27;489;-6;2;10;-107;4;-885;-27;10;-17;4
-11;507;163;103;-57;-94;-26;-872;11;-57;5;-26
32;507;198;-13;18;-60;21;-892;-32;18;-9;21
43;623;1;2;56;20;48;-822;-43;56;-31;48
-28;480;-15;10;-115;-133;-50;-890;28;-115;-19;-50
-1683;1748;319;223;1889;1030;1346;-1002;1683;1889;-1229;1346
-13;475;-2;0;27;-68;9;-899;13;27;-19;9
8;485;6;0;-38;-166;-4;-883;-8;-38;-21;-4
12;603;3;6;10;-6;24;-836;-12;10;-30;24
17;486;4;0;1;-56;-23;-894;-17;1;-19;-23
20;621;0;0;33;16;10;-812;-20;33;-23;10
-39;481;-19;9;34;-73;31;-890;39;34;-14;31
-11;479;1;9;54;-115;29;-887;11;54;-15;29
-27;495;0;-2;75;-75;9;-889;27;75;-19;9
38;473;-7;-2;-27;-105;-28;-894;-38;-27;-17;-28
-4;506;2;0;86;-31;61;-887;4;86;-22;61
20;481;-4;5;-3;-51;6;-901;-20;-3;-22;6
296;648;98;107;-418;-95;144;-804;-296;-418;-27;144
27;499;-31;44;21;-66;14;-886;-27;21;-17;14
12;489;-2;2;-10;-91;1;-892;-12;-10;-21;1
534;461;29;-19;48;-68;52;-908;-534;48;-19;52
2101;605;-23;-24;-1028;-124;503;-675;-2101;-1028;88;503
22;585;0;3;47;-5;39;-839;-22;47;-22;39
-17;478;7;-1;18;-99;35;-892;17;18;-17;35
-6;482;-5;4;1;-63;16;-897;6;1;-20;16
238;459;47;180;-782;-155;-449;-894;-238;-782;-25;-449
139;486;-116;-163;63;-111;22;-948;-139;63;-57;22
5;477;-8;2;3;-50;11;-898;-5;3;-18;11
70;475;197;23;74;-131;67;-888;-70;74;4;67
16;471;0;0;8;-122;-9;-897;-16;8;-21;-9
-9;482;-3;0;5;-99;14;-893;9;5;-19;14
-1;707;-1;-1;-7;135;0;-719;1;-7;-17;0
-20;596;-4;-6;20;-13;11;-837;20;20;-27;11
76;605;11;-2;36;-11;48;-816;-76;36;-15;48
3;737;4;-1;17;182;9;-682;-3;17;-20;9
-16;484;-4;-2;11;-46;1;-895;16;11;-19;1
16;472;0;2;27;-127;5;-890;-16;27;-16;5
11;578;-2;-1;25;-3;-33;-837;-11;25;-17;-33
217;497;2;-1;553;-117;-737;-883;-217;553;-21;-737
23;602;7;3;15;-18;8;-821;-23;15;-18;8
6;484;-3;5;7;-62;18;-904;-6;7;-27;18
-32;478;-1;7;5;-92;-5;-890;32;5;-14;-5
41;648;-20;-85;55;120;7;-741;-41;55;12;7
-40;709;7;-4;-32;100;-12;-720;40;-32;-16;-12
-30;474;-2;8;-1;-93;2;-894;30;-1;-16;2
-3269;374;-217;273;-1027;259;34;-479;3269;-1027;389;34
16;493;-1;-2;-12;-87;0;-894;-16;-12;-24;0
65;943;8;25;-39;248;209;-154;-65;-39;16;209
9;489;-4;11;4;-60;26;-897;-9;4;-23;26
-26;479;-3;0;-14;-27;7;-896;26;-14;-16;7
55;486;-273;31;70;-43;37;-882;-55;70;30;37
-72;593;-1;2;-6;-6;-12;-835;72;-6;-25;-12
8;475;-4;3;8;-80;-12;-901;-8;8;-22;-12
-11;601;1;1;26;-16;-2;-831;11;26;-25;-2
31;479;4;-6;32;-103;8;-896;-31;32;-21;8
11;609;0;1;46;17;16;-822;-11;46;-23;16
5;481;2;1;-17;-85;-15;-896;-5;-17;-21;-15
3;597;-9;4;32;-5;5;-843;-3;32;-33;5
30;493;-2;6;20;-94;-10;-886;-30;20;-18;-10
12;481;-11;7;-31;-148;-31;-889;-12;-31;-22;-31
-16;486;1;5;51;-57;17;-892;16;51;-17;17
288;523;84;-25;-298;-63;-141;-950;-288;-298;-66;-141
2;483;-1;6;-14;-91;4;-898;-2;-14;-24;4
8;482;3;0;5;-149;1;-886;-8;5;-19;1
-11;623;4;6;-18;16;7;-811;11;-18;-22;7
-9;489;1;-29;-5;-89;4;-893;9;-5;-22;4
-1;588;-2;6;39;-16;9;-834;1;39;-21;9
-7;598;-4;9;10;-14;26;-832;7;10;-25;26
9;488;2;1;17;-50;48;-894;-9;17;-20;48
-8;486;0;-4;-2;-50;-20;-896;8;-2;-21;-20
21;483;-1;-1;10;-56;-6;-900;-21;10;-22;-6
17;596;1;-1;26;-11;-12;-829;-17;26;-21;-12
-24;478;2;-4;26;-66;1;-896;24;26;-18;1
-81;595;-1;4;-39;-22;-26;-826;81;-39;-18;-26
-40;486;-1;-9;12;-51;-11;-894;40;12;-19;-11
7;478;2;0;24;-71;3;-898;-7;24;-20;3
-14;475;-3;-2;10;-62;-7;-898;14;10;-18;-7
-35;590;0;-1;1;-9;-11;-833;35;1;-21;-11
63;500;-59;-48;1189;52;-1041;-852;-63;1189;14;-1041
11;485;6;2;-22;-29;-31;-899;-11;-22;-22;-31
31;488;3;2;-4;-94;-19;-890;-31;-4;-20;-19
-39;601;3;0;31;-3;22;-830;39;31;-25;22
-16;480;-7;1;-43;-82;-11;-893;16;-43;-18;-11
65;621;23;-6;-30;7;-11;-816;-65;-30;-24;-11
10;493;2;-30;-23;-85;29;-886;-10;-23;-18;29
-2;484;-7;1;0;-64;-20;-897;2;0;-21;-20
54;489;-15;2;-53;-44;-4;-901;-54;-53;-26;-4
-18;592;2;-8;-31;-16;-16;-839;18;-31;-26;-16
8;475;-3;-3;16;-62;-1;-895;-8;16;-15;-1
-17;484;4;4;-18;-59;1;-894;17;-18;-19;1
-28;485;3;-1;2;-54;3;-893;28;2;-17;3
2;480;7;3;-8;-73;6;-897;-2;-8;-20;6
6;477;-1;3;38;-88;20;-895;-6;38;-19;20
-13;479;1;4;19;-92;7;-896;13;19;-20;7
