InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit RLA magneticZ;Accelerometer HIP accZ;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RLA accY
208.0;-114.0;81.0;-555.0;322.0;-107;-194.0;378.0;178.0;662.0
216.0;-110.0;71.0;-667.0;319.0;-107;-192.0;418.0;175.0;656.0
219.0;18.0;4.0;-1139.0;457.0;-156;-155.0;659.0;179.0;735.0
198.0;-123.0;91.0;-908.0;322.0;-107;-196.0;443.0;178.0;637.0
163.0;-138.0;65.0;-621.0;303.0;-108;-136.0;354.0;186.0;637.0
192.0;-126.0;49.0;-604.0;328.0;-107;-182.0;398.0;154.0;513.0
159.0;-161.0;39.0;-716.0;288.0;-107;-204.0;451.0;167.0;577.0
-449.0;-629.0;3.0;-620.0;-640.0;-107;-793.0;-1.0;315.0;164.0
153.0;-145.0;52.0;-610.0;306.0;-108;-139.0;381.0;188.0;595.0
-397.0;-307.0;126.0;-296.0;-179.0;-122;-188.0;-197.0;139.0;320.0
-85.0;-147.0;35.0;-601.0;231.0;-110;-483.0;148.0;37.0;328.0
136.0;-527.0;-85.0;-189.0;-27.0;160;-383.0;137.0;371.0;404.0
140.0;-186.0;74.0;-639.0;319.0;-108;-176.0;411.0;218.0;655.0
121.0;-208.0;61.0;-628.0;320.0;-109;-193.0;437.0;217.0;888.0
-100.0;-251.0;-29.0;-880.0;-97.0;-101;-571.0;325.0;120.0;452.0
-322.0;-400.0;43.0;-442.0;-215.0;-26;-164.0;22.0;261.0;478.0
-78.0;-314.0;-151.0;-537.0;-90.0;-103;-497.0;409.0;319.0;620.0
-111.0;-78.0;-9.0;-327.0;278.0;-110;-713.0;0.0;-36.0;283.0
173.0;-94.0;28.0;-552.0;-31.0;-102;-745.0;42.0;169.0;917.0
-325.0;-380.0;-76.0;-258.0;-144.0;-123;-181.0;82.0;193.0;295.0
-86.0;-142.0;45.0;-623.0;306.0;-110;-505.0;192.0;32.0;429.0
-521.0;-307.0;144.0;-669.0;-142.0;51;-124.0;198.0;-174.0;463.0
-326.0;-387.0;22.0;-341.0;-133.0;-122;-172.0;232.0;187.0;205.0
-230.0;-387.0;-99.0;-725.0;383.0;-173;293.0;355.0;-150.0;626.0
-460.0;-507.0;-167.0;-706.0;467.0;114;502.0;691.0;-310.0;890.0
210.0;-205.0;22.0;-459.0;86.0;-155;-630.0;-26.0;195.0;386.0
-441.0;-743.0;188.0;-789.0;-506.0;-94;-388.0;451.0;367.0;-33.0
-463.0;-473.0;129.0;-249.0;38.0;-88;49.0;208.0;18.0;306.0
-529.0;-566.0;232.0;-754.0;-11.0;34;-53.0;190.0;-71.0;431.0
-78.0;-317.0;-131.0;-676.0;-104.0;-103;-509.0;393.0;313.0;519.0
-114.0;-689.0;-11.0;71.0;-195.0;-128;-840.0;-126.0;287.0;-55.0
103.0;-310.0;63.0;-529.0;-113.0;-86;62.0;213.0;324.0;291.0
-519.0;-405.0;95.0;-209.0;-143.0;45;-131.0;387.0;147.0;250.0
176.0;-130.0;0.0;-638.0;-193.0;-103;-613.0;436.0;238.0;531.0
37.0;-227.0;-119.0;-500.0;-106.0;-103;-507.0;219.0;317.0;162.0
-65.0;-308.0;-164.0;-756.0;-114.0;-103;-509.0;398.0;323.0;654.0
-88.0;-153.0;28.0;-668.0;224.0;-110;-480.0;186.0;35.0;454.0
-108.0;-441.0;289.0;-471.0;-193.0;-77;-327.0;286.0;433.0;313.0
-628.0;-522.0;81.0;-403.0;-98.0;-100;-132.0;-2.0;158.0;285.0
-62.0;-714.0;40.0;-275.0;-176.0;-127;-772.0;25.0;309.0;137.0
86.0;-499.0;-59.0;-534.0;150.0;177;-56.0;-32.0;130.0;319.0
-126.0;-167.0;72.0;-523.0;321.0;-109;-688.0;177.0;12.0;450.0
46.0;-303.0;111.0;-638.0;368.0;-107;-286.0;107.0;134.0;332.0
-122.0;-165.0;106.0;-361.0;-460.0;-84;-545.0;87.0;581.0;381.0
-496.0;-482.0;-69.0;-61.0;-130.0;75;-126.0;561.0;125.0;365.0
134.0;-251.0;101.0;-519.0;391.0;-107;-249.0;2.0;193.0;320.0
-497.0;-785.0;-354.0;-257.0;57.0;-31;21.0;242.0;90.0;308.0
-542.0;-585.0;-103.0;-797.0;-730.0;12;-735.0;220.0;319.0;374.0
32.0;-271.0;-131.0;-868.0;3.0;-45;-14.0;705.0;233.0;825.0
-71.0;-124.0;20.0;-757.0;371.0;-110;-369.0;128.0;17.0;379.0
105.0;-456.0;-170.0;-83.0;-7.0;-94;-199.0;-25.0;281.0;113.0
-75.0;-225.0;214.0;-1204.0;331.0;-105;-331.0;389.0;-2.0;281.0
105.0;-571.0;89.0;-234.0;171.0;-90;-30.0;138.0;125.0;268.0
-52.0;-298.0;123.0;-735.0;374.0;-107;-308.0;178.0;91.0;418.0
-109.0;-306.0;119.0;-715.0;370.0;-107;-324.0;168.0;55.0;568.0
-447.0;-362.0;100.0;-315.0;-109.0;-77;-148.0;259.0;128.0;439.0
-337.0;-324.0;102.0;-837.0;423.0;-110;-261.0;276.0;-122.0;568.0
181.0;-234.0;118.0;-553.0;321.0;-107;-278.0;42.0;78.0;188.0
80.0;-286.0;111.0;-699.0;334.0;-107;-279.0;130.0;74.0;330.0
-120.0;-248.0;129.0;-1150.0;325.0;-106;-316.0;690.0;-18.0;350.0
20.0;-151.0;-54.0;-765.0;-238.0;-101;-617.0;441.0;106.0;731.0
-341.0;-396.0;85.0;-117.0;133.0;-154;-638.0;-11.0;-107.0;548.0
141.0;-195.0;38.0;-715.0;-102.0;-101;-633.0;542.0;214.0;393.0
48.0;-224.0;79.0;-672.0;287.0;-106;-224.0;213.0;232.0;853.0
-304.0;-297.0;34.0;-796.0;232.0;-174;236.0;525.0;-127.0;-42.0
-98.0;-448.0;120.0;-74.0;-348.0;-96;-473.0;142.0;490.0;173.0
240.0;-78.0;-537.0;-552.0;-98.0;-174;32.0;316.0;273.0;605.0
-64.0;-405.0;70.0;-349.0;-189.0;-76;-336.0;140.0;450.0;391.0
278.0;-60.0;92.0;-734.0;-73.0;-103;-596.0;505.0;185.0;748.0
-54.0;-723.0;36.0;-247.0;31.0;147;-244.0;89.0;157.0;261.0
150.0;-117.0;-53.0;-1018.0;149.0;-154;-679.0;538.0;88.0;778.0
-13.0;-762.0;266.0;-284.0;416.0;-90;205.0;96.0;-104.0;274.0
-193.0;-907.0;156.0;-418.0;398.0;-74;157.0;98.0;-57.0;395.0
252.0;-235.0;75.0;-524.0;314.0;-106;-291.0;125.0;159.0;262.0
210.0;-274.0;93.0;-601.0;318.0;-106;-260.0;207.0;148.0;355.0
212.0;-239.0;90.0;-787.0;327.0;-106;-330.0;386.0;167.0;309.0
-75.0;-330.0;-18.0;-1018.0;167.0;-106;-484.0;640.0;-7.0;691.0
149.0;-147.0;74.0;-591.0;288.0;-108;-160.0;354.0;218.0;623.0
150.0;-148.0;84.0;-598.0;288.0;-108;-161.0;367.0;217.0;619.0
149.0;-147.0;73.0;-590.0;289.0;-108;-161.0;376.0;217.0;617.0
150.0;-103.0;-14.0;-998.0;-96.0;-101;-664.0;548.0;72.0;834.0
-82.0;-340.0;-52.0;-1020.0;-95.0;-106;-530.0;733.0;70.0;846.0
-410.0;-323.0;109.0;-321.0;-288.0;13;-287.0;255.0;268.0;346.0
148.0;-150.0;71.0;-642.0;292.0;-108;-159.0;354.0;211.0;618.0
180.0;-203.0;-96.0;-951.0;-44.0;-101;-429.0;872.0;184.0;866.0
-349.0;-265.0;101.0;-191.0;-136.0;-83;-139.0;30.0;166.0;141.0
-437.0;-261.0;9.0;-700.0;-121.0;82;-83.0;518.0;-11.0;930.0
-391.0;122.0;25.0;-636.0;-111.0;10;153.0;129.0;145.0;297.0
-3.0;-295.0;-91.0;-823.0;-176.0;-103;-413.0;384.0;358.0;557.0
138.0;-194.0;-74.0;-1024.0;46.0;-171;-66.0;633.0;365.0;857.0
114.0;-653.0;95.0;-470.0;96.0;-130;-159.0;122.0;220.0;361.0
30.0;-287.0;-155.0;-1028.0;-78.0;-103;-502.0;505.0;397.0;670.0
90.0;53.0;12.0;-696.0;-272.0;-129;-235.0;666.0;424.0;728.0
139.0;-221.0;-152.0;-710.0;-122.0;-103;-506.0;417.0;383.0;265.0
23.0;-269.0;115.0;-672.0;383.0;-107;-297.0;85.0;126.0;458.0
-26.0;348.0;-193.0;-507.0;-584.0;-75;-270.0;252.0;522.0;327.0
16.0;-227.0;124.0;-695.0;-54.0;-158;-282.0;-173.0;147.0;311.0
-376.0;-341.0;73.0;-729.0;-368.0;-89;-246.0;172.0;375.0;514.0
-513.0;-964.0;-157.0;-834.0;-17.0;49;71.0;143.0;43.0;560.0
99.0;-104.0;12.0;-780.0;-195.0;-103;-565.0;317.0;217.0;408.0
-124.0;-82.0;12.0;-441.0;304.0;-109;-756.0;48.0;-58.0;292.0
-64.0;-304.0;-132.0;-630.0;-106.0;-103;-497.0;320.0;351.0;682.0
7.0;-292.0;-106.0;-723.0;-59.0;-103;-500.0;466.0;371.0;559.0
251.0;-201.0;96.0;-452.0;316.0;-107;-281.0;-47.0;95.0;53.0
-288.0;-309.0;98.0;-557.0;60.0;-154;-558.0;80.0;-43.0;442.0
-46.0;-77.0;-45.0;-200.0;-40.0;-168;-143.0;188.0;110.0;268.0
-223.0;-36.0;275.0;-684.0;-358.0;-64;-221.0;-189.0;309.0;446.0
35.0;-319.0;-222.0;-472.0;-88.0;-136;-416.0;61.0;292.0;411.0
1.0;287.0;94.0;-424.0;-755.0;-102;-517.0;75.0;593.0;255.0
-92.0;-255.0;5.0;-1015.0;332.0;-110;-474.0;345.0;-21.0;550.0
-73.0;-448.0;75.0;-884.0;206.0;-156;-371.0;530.0;144.0;799.0
165.0;-158.0;54.0;-309.0;279.0;-107;-182.0;232.0;239.0;801.0
-295.0;-539.0;-101.0;-963.0;282.0;-93;145.0;813.0;-52.0;855.0
171.0;-190.0;39.0;-685.0;-60.0;-103;-615.0;436.0;252.0;720.0
-31.0;-213.0;102.0;-889.0;479.0;-113;94.0;414.0;60.0;712.0
-132.0;-296.0;50.0;-715.0;106.0;-154;-539.0;92.0;99.0;565.0
-70.0;-373.0;133.0;-1016.0;331.0;-107;-302.0;557.0;72.0;643.0
59.0;-198.0;-17.0;-840.0;-302.0;-103;-499.0;275.0;239.0;576.0
-452.0;-419.0;-65.0;-347.0;-168.0;92;-63.0;219.0;108.0;350.0
-206.0;-197.0;91.0;-694.0;263.0;-132;-598.0;29.0;-213.0;273.0
293.0;483.0;-338.0;-630.0;-637.0;-36;-501.0;410.0;559.0;770.0
214.0;-89.0;58.0;-566.0;287.0;-109;-132.0;470.0;198.0;629.0
197.0;-103.0;33.0;-614.0;284.0;-108;-133.0;401.0;189.0;618.0
210.0;-95.0;63.0;-634.0;286.0;-108;-136.0;397.0;189.0;629.0
212.0;-110.0;93.0;-665.0;320.0;-107;-190.0;380.0;174.0;649.0
212.0;-92.0;44.0;-656.0;287.0;-108;-137.0;385.0;189.0;628.0
193.0;-107.0;61.0;-641.0;283.0;-108;-132.0;396.0;188.0;624.0
-494.0;-820.0;82.0;-188.0;65.0;-5;3.0;149.0;47.0;245.0
-207.0;294.0;-22.0;-393.0;-388.0;9;-292.0;143.0;140.0;355.0
218.0;-100.0;-29.0;-902.0;-39.0;-113;-481.0;596.0;367.0;727.0
-260.0;-159.0;265.0;-467.0;-217.0;-134;-174.0;294.0;274.0;358.0
353.0;426.0;-67.0;-826.0;-676.0;-80;-743.0;582.0;629.0;647.0
-325.0;-393.0;260.0;-534.0;-205.0;-26;-172.0;110.0;245.0;371.0
339.0;-50.0;-116.0;-599.0;-384.0;1;-475.0;301.0;576.0;348.0
402.0;-95.0;110.0;-385.0;305.0;-108;-257.0;-15.0;221.0;59.0
157.0;25.0;-145.0;-655.0;-638.0;29;-554.0;335.0;565.0;357.0
-357.0;-244.0;305.0;-248.0;-251.0;-54;-165.0;128.0;196.0;292.0
64.0;-155.0;-10.0;-596.0;-341.0;-102;-572.0;124.0;263.0;372.0
107.0;-228.0;-53.0;-158.0;-267.0;-176;-521.0;166.0;368.0;269.0
169.0;-175.0;-99.0;-1081.0;-110.0;-103;-490.0;556.0;350.0;400.0
-349.0;-264.0;15.0;-255.0;-205.0;-99;-204.0;182.0;164.0;191.0
-788.0;-642.0;13.0;-92.0;475.0;-16;459.0;-29.0;-439.0;56.0
-186.0;-333.0;148.0;-824.0;377.0;-107;-366.0;454.0;-98.0;882.0
-426.0;-20.0;-142.0;-837.0;32.0;25;-6.0;376.0;-171.0;235.0
283.0;-176.0;110.0;-727.0;304.0;-107;-263.0;147.0;170.0;21.0
244.0;-74.0;81.0;-669.0;292.0;-108;-121.0;433.0;136.0;664.0
900.0;916.0;-446.0;-827.0;-836.0;-4;-821.0;357.0;876.0;621.0
178.0;-218.0;-232.0;-590.0;-74.0;-134;-71.0;139.0;384.0;321.0
312.0;-124.0;99.0;-226.0;320.0;-107;-262.0;-91.0;157.0;7.0
86.0;-253.0;-82.0;-942.0;6.0;-106;-710.0;801.0;151.0;477.0
-246.0;-194.0;21.0;-251.0;-411.0;-77;-417.0;93.0;421.0;206.0
-55.0;-397.0;82.0;-867.0;345.0;-106;-335.0;612.0;144.0;664.0
-315.0;-286.0;-85.0;-367.0;-427.0;-57;139.0;246.0;264.0;481.0
-32.0;-384.0;-21.0;-503.0;273.0;-165;64.0;187.0;-21.0;344.0
-458.0;-731.0;-61.0;-843.0;321.0;147;446.0;339.0;-262.0;601.0
213.0;-226.0;142.0;-837.0;323.0;-107;-268.0;271.0;220.0;174.0
125.0;251.0;-30.0;-481.0;-565.0;-88;-630.0;229.0;572.0;550.0
-558.0;-433.0;214.0;-119.0;7.0;-68;-32.0;-146.0;-12.0;34.0
286.0;93.0;-31.0;-503.0;-210.0;-101;-655.0;40.0;193.0;443.0
-405.0;-332.0;225.0;-487.0;-143.0;44;-47.0;81.0;154.0;415.0
77.0;101.0;-283.0;-540.0;-570.0;-77;-43.0;234.0;593.0;404.0
251.0;-104.0;56.0;-772.0;-109.0;-109;-617.0;523.0;198.0;738.0
-204.0;-123.0;-28.0;-541.0;-425.0;10;-150.0;281.0;322.0;511.0
-132.0;-134.0;71.0;-992.0;-360.0;-98;261.0;626.0;361.0;800.0
401.0;390.0;-18.0;-272.0;-817.0;-64;-720.0;283.0;777.0;347.0
-33.0;-469.0;53.0;-717.0;67.0;-139;383.0;283.0;155.0;489.0
-10.0;-615.0;0.0;-153.0;-49.0;84;-302.0;223.0;289.0;333.0
241.0;-73.0;143.0;-568.0;295.0;-108;-128.0;156.0;142.0;683.0
133.0;315.0;15.0;-652.0;-362.0;-105;-281.0;568.0;515.0;826.0
-661.0;-1144.0;105.0;-261.0;121.0;96;26.0;-194.0;-57.0;140.0
14.0;-506.0;-176.0;44.0;39.0;-92;-129.0;-56.0;224.0;28.0
286.0;-40.0;-73.0;-75.0;-88.0;-101;-498.0;-41.0;170.0;149.0
38.0;-362.0;-196.0;-809.0;-116.0;-105;-407.0;689.0;245.0;871.0
-173.0;-342.0;171.0;-411.0;343.0;-106;-337.0;380.0;-47.0;923.0
39.0;-245.0;-1.0;-955.0;-284.0;-103;-602.0;395.0;229.0;621.0
51.0;-196.0;0.0;-1056.0;-274.0;-103;-520.0;453.0;238.0;491.0
-900.0;-755.0;100.0;-308.0;199.0;-16;16.0;-15.0;-359.0;151.0
331.0;155.0;-207.0;-920.0;-330.0;-144;-567.0;280.0;163.0;411.0
22.0;-245.0;-125.0;-917.0;-93.0;-103;-490.0;313.0;331.0;504.0
45.0;-264.0;71.0;-636.0;299.0;-108;-228.0;380.0;214.0;1793.0
139.0;-541.0;114.0;-270.0;177.0;123;-167.0;300.0;127.0;318.0
0.0;-300.0;-152.0;-882.0;-57.0;-103;-498.0;450.0;372.0;619.0
