InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit R-SHOE Body_Ax;Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RKN_ accX
-505;483.0;250.0;153;17;2825;-101;794.0;70;463;2825;95.0
-240;628.0;199.0;160;14;3931;-22;809.0;90;875;3931;-87.0
-774;760.0;392.0;160;13;1662;119;938.0;407;443;1662;-30.0
-793;977.0;181.0;160;13;?;252;719.0;477;245;-2181;75.0
-799;818.0;2.0;160;13;?;248;695.0;480;254;-1964;160.0
-443;539.0;-161.0;?;13;-1203;318;548.0;460;731;-1203;617.0
-413;140.0;49.0;152;19;-2314;65;794.0;202;581;-2314;267.0
-802;?;-126.0;138;26;-2663;-409;412.0;-89;-66;-2663;341.0
-595;10.0;-750.0;124;28;-3110;25;777.0;250;312;-3110;?
-650;450.0;-86.0;101;30;-2386;-124;2170.0;156;145;-2386;662.0
-113;859.0;-310.0;76;33;-1735;?;1730.0;65;677;-1735;1272.0
863;958.0;-305.0;67;34;-1290;916;533.0;396;2114;-1290;?
548;?;?;66;36;2227;163;203.0;-395;1518;?;1180.0
1965;-234.0;-753.0;69;34;?;2353;39.0;1189;3841;-1620;1056.0
701;-581.0;-675.0;76;28;-4630;2265;89.0;1846;2821;-4630;?
-4105;-526.0;-332.0;75;28;1249;-2847;394.0;-916;-3767;1249;665.0
-4069;-222.0;-340.0;75;28;1193;-2804;304.0;-891;-3715;1193;483.0
-3454;-243.0;-346.0;76;27;381;-2139;227.0;-533;-2860;381;398.0
-4416;-297.0;-346.0;73;28;1414;-3108;301.0;-1006;-4165;1414;507.0
-2738;-213.0;-73.0;80;27;283;-1620;308.0;-414;-1993;283;656.0
-957;-98.0;-66.0;90;27;-30;-313;474.0;-49;141;-30;324.0
-895;201.0;42.0;87;28;-125;-267;838.0;60;163;?;5.0
-902;384.0;448.0;87;28;-131;-272;793.0;60;154;-131;-373.0
-861;1054.0;402.0;88;27;-106;?;738.0;58;213;-106;94.0
-862;1347.0;-19.0;82;28;-92;-309;556.0;25;165;-92;-343.0
-733;866.0;?;77;29;-61;-291;1398.0;-5;284;-61;1568.0
-767;-335.0;17.0;77;?;-132;-307;2187.0;-5;253;-132;-429.0
?;544.0;-1192.0;77;29;-114;?;1698.0;-1;271;-114;-44.0
?;1030.0;321.0;77;29;-101;-293;-253.0;3;274;-101;2127.0
-755;-579.0;-697.0;77;29;-181;-308;690.0;-17;268;-181;1361.0
-759;-108.0;82.0;76;30;110;-266;1643.0;53;259;110;443.0
-800;170.0;-266.0;74;29;339;-285;620.0;61;213;339;989.0
-811;185.0;47.0;?;30;668;-418;920.0;-46;121;668;730.0
?;140.0;-28.0;76;?;1050;?;881.0;-173;31;1050;623.0
-803;347.0;27.0;76;30;1014;-612;856.0;-202;34;1014;260.0
-859;370.0;6.0;80;?;1529;-468;892.0;78;-116;1529;211.0
?;445.0;85.0;78;40;1822;-492;758.0;229;-354;1822;215.0
-858;493.0;73.0;82;38;?;-405;744.0;?;-138;1746;296.0
?;437.0;171.0;78;40;1700;-525;358.0;187;-347;1700;-27.0
-1002;453.0;466.0;79;42;1557;?;1193.0;119;-498;1557;-137.0
-220;1099.0;355.0;115;37;2637;-281;1258.0;-60;619;2637;55.0
103;1047.0;-274.0;129;35;3234;-268;13.0;-255;989;3234;264.0
-158;280.0;?;129;31;1119;-513;773.0;-297;568;1119;651.0
-321;139.0;133.0;131;27;-1960;-580;980.0;-504;418;-1960;417.0
-355;447.0;-239.0;120;29;-3384;?;532.0;-857;215;-3384;217.0
-286;331.0;-560.0;118;30;?;-1021;1334.0;-1055;214;-3649;638.0
-318;627.0;-308.0;112;29;-3711;?;2027.0;-1063;452;-3711;576.0
-199;790.0;-324.0;105;28;?;-325;903.0;-660;?;-3601;1390.0
-140;286.0;-712.0;102;26;-3989;-228;366.0;-473;1126;-3989;1690.0
337;31.0;-163.0;91;29;-2233;72;86.0;-360;1750;?;1141.0
866;-77.0;-228.0;84;35;737;396;18.0;?;2169;737;1053.0
449;-273.0;-209.0;90;37;961;-209;330.0;-524;1489;961;929.0
168;?;-205.0;97;38;731;-403;219.0;-527;1139;731;637.0
217;-207.0;-412.0;97;38;900;-300;8.0;-439;1201;900;803.0
?;-257.0;-234.0;98;38;745;-383;297.0;-497;1130;745;?
207;-184.0;-306.0;97;38;856;-332;261.0;-468;1185;856;700.0
177;-168.0;-392.0;98;38;804;-352;160.0;-476;1156;804;630.0
-1761;?;181.0;141;20;1911;-722;785.0;-332;?;1911;91.0
-2083;690.0;113.0;142;17;-1029;-780;572.0;-298;-1601;-1029;261.0
180;459.0;51.0;137;18;-2811;97;469.0;180;1347;-2811;486.0
-113;346.0;39.0;137;17;-2629;1;669.0;132;973;-2629;511.0
-542;178.0;-78.0;129;17;-1207;4;703.0;122;470;-1207;268.0
-357;528.0;-196.0;120;20;-1368;-309;659.0;?;597;-1368;338.0
-694;265.0;-231.0;101;23;-2667;-815;1055.0;-644;186;-2667;280.0
-560;669.0;-407.0;70;?;-2699;-483;1296.0;-363;?;-2699;890.0
-563;369.0;-293.0;52;23;-2704;-596;1369.0;-403;895;-2704;1667.0
-59;615.0;-26.0;42;22;-2380;-40;1274.0;21;1676;-2380;922.0
1005;235.0;-587.0;35;23;-465;1046;130.0;?;2812;-465;1026.0
896;-56.0;-915.0;35;25;651;264;259.0;-138;2332;651;1191.0
795;?;-661.0;34;29;737;285;-50.0;-47;2181;737;1021.0
358;-448.0;-364.0;36;24;419;-708;295.0;-889;1445;419;726.0
-1167;-235.0;-184.0;42;12;-225;-2552;475.0;-2245;-694;-225;505.0
-1417;-133.0;-282.0;45;11;-71;-784;247.0;?;-566;-71;468.0
-905;-169.0;-343.0;47;10;158;354;601.0;365;568;158;427.0
-859;-133.0;-349.0;48;9;147;-167;349.0;-158;674;147;759.0
-844;-162.0;-5.0;48;10;124;-169;355.0;-173;588;124;431.0
-846;-139.0;47.0;50;9;?;-228;757.0;-226;562;30;189.0
-875;299.0;267.0;50;9;39;-160;851.0;-170;567;39;122.0
-835;527.0;493.0;50;9;2;-177;988.0;-188;584;2;-170.0
-823;1429.0;332.0;50;9;-4;-227;?;-232;558;-4;-280.0
-822;?;-11.0;50;9;38;-213;877.0;-216;536;38;85.0
-803;896.0;141.0;50;9;70;-227;527.0;-230;549;70;547.0
-811;298.0;553.0;50;9;43;-205;1660.0;-209;541;43;532.0
-805;789.0;92.0;50;9;44;-175;1269.0;-184;551;44;-222.0
-806;1445.0;-88.0;50;9;48;-176;2493.0;-186;552;48;-218.0
-800;1180.0;-70.0;51;9;-61;-174;424.0;-178;515;-61;1170.0
-838;-360.0;-22.0;52;9;9;-275;152.0;-266;404;9;1524.0
-852;-269.0;-1.0;52;9;63;-189;1644.0;-164;379;63;596.0
-798;211.0;-263.0;?;9;96;-155;665.0;-151;399;96;684.0
-795;37.0;-139.0;53;9;221;-307;908.0;-309;410;221;680.0
-857;103.0;8.0;54;9;346;-259;902.0;-260;373;346;387.0
-890;297.0;50.0;55;9;436;-266;864.0;-292;296;436;186.0
-880;493.0;29.0;52;9;239;-178;?;-150;410;239;292.0
-950;449.0;141.0;64;8;1387;-217;780.0;-246;?;1387;198.0
-366;521.0;157.0;83;8;4139;-182;713.0;-11;661;4139;?
-733;632.0;123.0;104;5;3744;-372;866.0;-69;306;3744;246.0
-1940;682.0;59.0;116;2;-444;-896;742.0;-986;-1433;-444;352.0
-590;454.0;142.0;93;5;-2786;-296;647.0;-240;278;-2786;219.0
275;465.0;-40.0;76;7;-2497;109;720.0;348;1460;-2497;612.0
-604;302.0;-160.0;63;9;-1847;-179;460.0;-168;318;-1847;580.0
-714;208.0;1.0;40;15;-1865;-441;672.0;-379;257;-1865;273.0
-903;?;-189.0;35;20;-2456;-811;326.0;-675;-1;-2456;735.0
-1106;?;-358.0;27;22;-2387;-566;1405.0;-409;-4;-2387;732.0
-1061;572.0;-355.0;20;26;-2411;-493;1510.0;-285;364;-2411;?
-834;?;-429.0;20;30;-2750;-706;?;-497;640;-2750;1033.0
-388;801.0;-291.0;16;31;-2612;?;1062.0;26;1377;?;860.0
228;332.0;-856.0;17;30;?;742;175.0;436;?;-1336;987.0
695;-251.0;-699.0;17;?;398;798;-31.0;293;2342;398;1097.0
123;-505.0;?;17;35;875;-113;247.0;-217;1723;875;785.0
-324;?;-196.0;18;34;482;-609;509.0;-558;1195;482;649.0
221;-89.0;-220.0;17;38;-111;254;?;253;1620;-111;594.0
-667;-149.0;-172.0;19;29;627;-1099;373.0;-1096;800;627;409.0
-1714;-216.0;-359.0;23;10;1240;-2310;448.0;-2418;-277;1240;620.0
-861;-240.0;-115.0;24;11;86;-323;413.0;-417;505;86;?
-698;-52.0;127.0;24;12;-98;-18;689.0;-98;?;-98;218.0
-930;238.0;215.0;24;11;158;-405;911.0;-519;468;158;123.0
-746;590.0;252.0;24;12;-32;-173;834.0;-270;636;-32;137.0
-838;869.0;403.0;24;11;211;-379;838.0;?;540;211;-383.0
-796;1300.0;425.0;24;12;350;-150;1075.0;-255;579;350;-572.0
-803;1648.0;38.0;24;13;376;-118;800.0;-156;439;376;?
-829;1021.0;?;24;12;406;-128;683.0;-147;374;406;224.0
-728;632.0;-361.0;24;13;274;-221;702.0;-308;582;274;257.0
-632;257.0;1463.0;25;14;206;-332;1030.0;-471;685;206;983.0
-620;95.0;54.0;25;14;137;-173;2168.0;?;721;137;-738.0
-611;2256.0;-677.0;25;14;176;-237;966.0;-373;705;176;465.0
-609;39.0;150.0;25;14;177;-239;32.0;-376;706;177;2232.0
-744;-1051.0;-126.0;25;15;276;-212;1325.0;-248;518;276;886.0
-814;-188.0;7.0;26;17;821;-454;862.0;-429;120;821;679.0
-747;39.0;-30.0;25;16;278;38;1100.0;77;600;278;428.0
-859;?;364.0;27;18;1295;-643;910.0;-601;-166;1295;319.0
-1391;470.0;-196.0;32;22;3627;-1325;1023.0;-1046;-1582;3627;-23.0
-1730;568.0;-40.0;37;23;2427;4;729.0;835;-571;2427;215.0
-1264;683.0;279.0;44;22;949;-399;786.0;606;103;949;376.0
-762;424.0;-108.0;53;21;906;-826;733.0;-142;150;906;455.0
-676;216.0;-117.0;59;20;-174;-317;629.0;?;300;-174;807.0
-687;-141.0;116.0;55;?;-1724;-473;852.0;-190;?;-1724;660.0
?;-31.0;189.0;45;22;-2469;-120;1093.0;-110;270;-2469;329.0
-899;329.0;310.0;40;23;-2476;-143;1289.0;-274;182;-2476;-182.0
-1029;804.0;244.0;40;24;-2493;-220;1474.0;-419;278;-2493;-300.0
-831;1270.0;222.0;38;24;-2502;-263;1717.0;-349;-58;?;-534.0
-1379;1771.0;463.0;27;30;-3053;-740;1853.0;-1296;918;-3053;-300.0
-728;?;103.0;14;41;-3254;-815;1436.0;-1827;2897;-3254;1091.0
548;562.0;-890.0;13;46;-3547;630;1003.0;?;3692;-3547;1620.0
503;48.0;-711.0;13;45;-3797;904;1056.0;-141;3777;-3797;1003.0
-2123;385.0;111.0;28;20;5279;-1482;853.0;-659;-2583;5279;295.0
-1668;391.0;121.0;34;17;1568;-1451;878.0;65;-1088;1568;373.0
-643;346.0;58.0;37;?;-823;-867;892.0;350;876;-823;241.0
-500;489.0;86.0;35;16;-1059;-354;890.0;522;1117;-1059;318.0
-824;509.0;271.0;34;18;-2199;-95;892.0;578;479;-2199;490.0
-924;302.0;455.0;34;23;-2981;-201;1020.0;381;113;-2981;?
-999;779.0;320.0;33;26;-3102;-302;1255.0;128;?;-3102;170.0
-976;852.0;178.0;32;27;-3192;-127;1251.0;161;-144;-3192;210.0
-1222;723.0;149.0;31;31;-3572;-545;1397.0;-399;-286;-3572;-8.0
-1269;1219.0;323.0;29;33;-3834;-644;1800.0;-581;-365;-3834;-587.0
?;2714.0;702.0;26;36;-4282;-822;1723.0;-953;-221;-4282;109.0
-1481;1392.0;-749.0;21;42;-3831;?;1101.0;-1477;1136;-3831;1466.0
850;41.0;-789.0;17;47;-2295;1504;1050.0;-637;4624;-2295;?
1457;-159.0;-626.0;15;53;-3071;2188;771.0;-1214;6679;-3071;945.0
1464;-205.0;-464.0;18;41;-535;2427;458.0;834;4375;-535;836.0
-1090;381.0;-155.0;34;?;2546;-385;?;0;-180;2546;532.0
-2237;289.0;168.0;53;26;3342;-1933;853.0;-824;-2547;3342;468.0
-2213;327.0;95.0;80;30;1606;-2634;915.0;-1093;-3070;1606;343.0
-485;401.0;151.0;87;31;-378;-816;850.0;94;392;-378;406.0
-185;320.0;382.0;82;29;-1159;8;1029.0;507;1166;-1159;272.0
-610;509.0;448.0;77;28;-2230;-3;1011.0;435;431;-2230;-108.0
-886;1014.0;421.0;67;31;-2727;-134;1035.0;?;258;-2727;21.0
-952;1029.0;351.0;58;34;-2906;-165;969.0;-89;44;-2906;454.0
-1053;453.0;?;58;?;-2718;-232;1227.0;-138;47;-2718;171.0
-1065;1239.0;286.0;58;33;-2691;-250;1768.0;-150;29;-2691;-433.0
-1157;352.0;463.0;43;40;-3576;-14;1958.0;-172;?;?;-530.0
-2592;-1021.0;-287.0;29;50;-2945;-1432;1332.0;-1852;356;-2945;1037.0
397;945.0;-1076.0;23;60;-4057;726;1023.0;-1231;4168;-4057;1226.0
905;-492.0;-845.0;18;69;-502;2391;855.0;-780;6075;-502;999.0
?;-17.0;-742.0;21;69;4515;34;651.0;-573;1970;4515;990.0
-742;284.0;244.0;60;42;642;-379;900.0;?;?;642;410.0
-1041;353.0;184.0;58;43;1225;-344;877.0;91;-41;1225;394.0
-1180;505.0;386.0;72;46;2785;-645;750.0;-36;-437;2785;297.0
-1015;477.0;185.0;94;54;3825;-910;816.0;45;-735;3825;277.0
-1448;429.0;187.0;119;65;2786;-849;766.0;?;-1096;2786;491.0
-1249;290.0;91.0;172;?;1510;-990;823.0;1107;-368;1510;492.0
-488;337.0;114.0;149;82;1070;-645;844.0;858;974;1070;445.0
-718;197.0;335.0;202;77;-1149;33;940.0;762;1227;-1149;285.0
-1267;543.0;372.0;139;78;-3081;451;953.0;671;1080;-3081;137.0
-1458;632.0;497.0;-163;80;-1860;?;858.0;199;?;-1860;108.0
-1473;808.0;481.0;-199;80;-574;676;977.0;-198;989;-574;87.0
-1153;951.0;353.0;-143;80;-337;380;1077.0;-395;838;-337;-278.0
-1267;1162.0;107.0;-161;83;-977;-66;1770.0;-608;583;-977;?
-1738;1592.0;-184.0;-123;86;-1292;448;2022.0;-1513;858;-1292;-110.0
-2094;666.0;-802.0;?;91;-990;213;1086.0;-2283;644;-990;726.0
-903;-219.0;-1356.0;-76;?;-1411;-395;1040.0;-1832;108;-1411;1433.0
1174;-693.0;-1367.0;-65;97;-1285;1250;712.0;-1310;1170;-1285;1085.0
-515;-383.0;-896.0;-77;96;-1749;-35;713.0;-904;715;-1749;857.0
-2295;-387.0;-1009.0;-68;97;-2734;-2004;372.0;-535;-312;-2734;?
-1649;-568.0;-840.0;-76;96;-2151;-1182;265.0;-731;118;-2151;449.0
-1889;-605.0;-802.0;-71;97;-2492;-1528;151.0;?;-54;-2492;540.0
-1903;-650.0;-512.0;-69;97;-2588;-1568;112.0;-594;-70;-2588;513.0
-1419;-554.0;-346.0;-127;86;274;-324;228.0;-1310;?;274;573.0
-1072;-482.0;-191.0;-156;80;927;68;327.0;-1114;686;927;515.0
-833;-429.0;-6.0;-146;81;-117;-162;427.0;-573;660;-117;819.0
-853;-492.0;657.0;-153;80;222;-215;993.0;?;523;222;734.0
-824;568.0;190.0;-151;80;31;-242;?;-646;517;?;419.0
-828;505.0;750.0;-152;80;-31;-231;1039.0;-623;532;-31;-968.0
-815;2107.0;157.0;-157;80;26;-226;821.0;-635;495;26;201.0
-793;2194.0;154.0;-159;80;-39;-266;1055.0;-557;456;-39;349.0
-804;-41.0;573.0;-163;80;80;-226;2047.0;-592;?;80;267.0
-814;1790.0;-55.0;-163;81;20;-228;1572.0;-589;433;20;-494.0
-819;2559.0;74.0;-164;81;32;-213;-427.0;-584;443;32;1126.0
-811;-330.0;-249.0;-165;80;51;-212;1128.0;-593;424;51;1166.0
-815;-93.0;-10.0;-166;80;17;-268;1186.0;-548;367;17;158.0
-785;108.0;-43.0;-168;79;139;-153;644.0;-575;435;139;789.0
-895;74.0;374.0;-166;79;132;-225;1026.0;-534;405;132;643.0
-897;223.0;-97.0;-167;78;311;-302;?;-492;281;311;412.0
-977;257.0;175.0;-164;79;798;-203;885.0;-524;?;798;409.0
-1032;?;230.0;-152;83;1430;-220;856.0;-328;504;1430;275.0
-866;418.0;270.0;-145;85;2457;-324;859.0;-234;308;2457;400.0
-1503;378.0;418.0;-126;104;2640;?;751.0;-374;-517;2640;257.0
-596;?;85.0;-106;128;2534;-1149;839.0;?;-896;2534;391.0
-163;410.0;?;-104;137;2615;-1094;889.0;166;-176;2615;389.0
-1846;295.0;62.0;-106;141;1348;-1544;891.0;648;852;1348;470.0
-1198;207.0;240.0;-107;139;-316;-352;839.0;96;1523;-316;444.0
-772;320.0;343.0;-103;136;-1368;31;964.0;-254;1405;-1368;198.0
-1286;714.0;463.0;-91;128;-1883;?;934.0;-518;1031;-1883;140.0
-887;776.0;363.0;-79;114;?;150;1122.0;-844;868;-2163;160.0
-1165;842.0;132.0;-66;101;-2000;-80;1277.0;-1033;514;-2000;121.0
-1356;907.0;60.0;-54;89;-2324;-241;1706.0;-1274;113;-2324;-199.0
-1778;1334.0;133.0;-45;82;-2942;-81;2024.0;?;-222;-2942;-923.0
-2566;1180.0;-124.0;-40;82;-2291;-77;1423.0;-2612;-686;-2291;511.0
-731;584.0;-1019.0;-37;81;-3519;276;907.0;-284;-279;?;1450.0
2256;-515.0;-601.0;-41;80;-3065;2214;917.0;2973;1598;?;951.0
1103;-174.0;-633.0;-50;79;-723;1738;717.0;1411;2097;-723;757.0
-1250;?;24.0;-54;65;?;-252;891.0;-998;117;498;456.0
-1053;338.0;211.0;-52;73;1123;-33;894.0;-800;674;1123;222.0
-970;405.0;243.0;-51;84;2615;-446;874.0;-759;192;2615;417.0
-1485;480.0;120.0;-51;104;3931;-827;925.0;-1324;-902;3931;365.0
-1400;542.0;94.0;?;143;4352;-1045;825.0;-1132;-165;4352;250.0
-1929;396.0;87.0;-60;?;3482;-2616;844.0;-1489;-639;3482;488.0
-1270;269.0;?;-61;?;828;-1934;833.0;-551;523;828;506.0
-222;?;73.0;-60;167;-652;-128;771.0;435;2178;?;652.0
-678;82.0;161.0;-58;162;?;-340;?;-388;1286;-934;535.0
-789;301.0;297.0;-51;145;-2367;-357;1046.0;-596;935;-2367;339.0
-781;332.0;291.0;-44;114;-3121;-320;?;-666;548;?;283.0
-726;848.0;156.0;-42;95;-3118;-382;1349.0;-645;?;-3118;231.0
-1023;711.0;250.0;-37;78;-3286;-445;1524.0;-835;-93;-3286;-124.0
-923;1846.0;612.0;-35;66;-3513;-549;2087.0;-615;-290;-3513;-734.0
-1197;669.0;326.0;-34;68;-3391;-571;1580.0;-892;-487;?;182.0
-1511;307.0;-512.0;-30;64;-3361;-739;1342.0;-465;-1380;-3361;1295.0
631;216.0;-969.0;-31;68;?;836;795.0;2466;540;-2903;1095.0
1976;-344.0;?;-33;71;72;2005;999.0;2630;2603;72;931.0
1515;57.0;-384.0;-29;70;2162;-312;422.0;1770;?;2162;783.0
-1184;459.0;152.0;-31;91;3474;-660;843.0;?;-822;3474;435.0
?;?;89.0;-33;117;3716;-753;841.0;-990;-313;3716;460.0
-477;312.0;103.0;-35;155;3288;-372;845.0;-612;236;3288;549.0
-449;201.0;190.0;-35;173;1076;-814;903.0;-446;976;1076;492.0
-376;264.0;91.0;-33;176;-214;-1038;937.0;-285;1363;?;488.0
-307;238.0;24.0;-33;162;-553;-503;916.0;-288;1095;-553;360.0
-583;216.0;160.0;-32;118;-2145;-564;1057.0;-545;?;?;526.0
-675;314.0;136.0;-29;80;-3273;-676;1138.0;-617;430;-3273;308.0
-704;573.0;237.0;-25;65;-3209;-459;1214.0;-594;254;-3209;-92.0
-810;775.0;-23.0;-21;57;-2594;-286;1513.0;-616;160;-2594;-31.0
-975;1324.0;221.0;-17;53;-2198;-440;1486.0;-552;-202;-2198;-316.0
-1025;?;-164.0;-14;53;-2145;-561;1288.0;-524;-363;-2145;477.0
-1194;613.0;?;-11;53;-2628;-776;1012.0;-287;-790;-2628;787.0
-971;-173.0;-408.0;-7;56;-2840;-543;585.0;238;-542;-2840;940.0
-493;13.0;-515.0;-3;58;-2554;-96;?;739;174;-2554;1025.0
-540;-299.0;-115.0;-1;60;-2885;-222;?;1164;16;-2885;744.0
554;197.0;-90.0;1;60;-1408;1110;518.0;1181;1961;-1408;790.0
-192;-15.0;-114.0;1;60;-427;77;468.0;1283;585;-427;747.0
-956;72.0;-210.0;0;58;400;-104;413.0;-345;391;400;621.0
480;-60.0;-203.0;-2;51;2990;1782;422.0;-1959;3381;2990;544.0
-1000;-19.0;-172.0;-5;49;2585;-1727;479.0;-258;-1058;2585;487.0
-2519;437.0;135.0;?;95;5598;-1897;974.0;-2162;-2712;5598;611.0
-1926;337.0;33.0;-13;144;2906;-1486;898.0;-2255;-66;2906;575.0
-925;507.0;168.0;3;48;1818;-408;921.0;-390;-131;1818;?
-850;?;183.0;3;58;2039;-880;929.0;-295;-850;2039;253.0
-1377;562.0;152.0;4;61;1892;-1026;958.0;-805;-1439;1892;188.0
-857;?;218.0;3;52;?;-513;970.0;-494;-472;1857;181.0
-462;556.0;239.0;3;45;2003;-269;951.0;-219;?;2003;248.0
-705;562.0;90.0;3;39;?;-570;917.0;-508;-53;1049;375.0
-451;352.0;48.0;3;32;-446;-604;991.0;-396;?;-446;355.0
-284;297.0;44.0;3;29;-1045;-395;1046.0;-275;751;-1045;434.0
-231;307.0;10.0;3;28;-1376;-358;1265.0;-253;899;-1376;371.0
-210;432.0;66.0;3;28;-1678;-281;1610.0;-309;981;-1678;157.0
-203;?;243.0;3;29;-1855;-384;1635.0;-132;790;-1855;-449.0
-154;1828.0;260.0;4;29;-1591;-188;1450.0;-288;1006;-1591;303.0
224;1269.0;85.0;6;32;-1169;-266;1157.0;392;826;-1169;806.0
72;661.0;-3.0;7;35;-1731;-53;1073.0;323;776;-1731;753.0
-447;585.0;-168.0;9;40;-1344;627;1175.0;396;?;?;880.0
287;462.0;-151.0;10;44;67;615;958.0;1964;374;67;796.0
68;420.0;-364.0;9;35;-1290;1598;654.0;-2697;3673;-1290;932.0
-1271;306.0;-258.0;9;29;-1805;-915;598.0;-3631;1487;-1805;664.0
-1189;460.0;216.0;10;45;1648;-359;891.0;-233;-556;1648;227.0
-1386;605.0;185.0;10;?;1817;-1182;923.0;-421;-1584;1817;253.0
-1710;537.0;156.0;10;?;2829;-1003;926.0;-887;-1587;2829;210.0
-989;436.0;220.0;9;41;3256;-342;955.0;-572;-261;3256;?
-601;410.0;196.0;9;28;3100;-621;932.0;-553;172;3100;270.0
-677;366.0;279.0;9;19;971;-974;976.0;-877;233;971;272.0
-527;418.0;163.0;9;15;-1994;-599;1031.0;-606;621;?;293.0
-460;487.0;213.0;9;20;-2918;-245;1070.0;-531;876;-2918;260.0
-397;471.0;176.0;9;26;-2728;-124;1410.0;-540;1038;-2728;40.0
-474;585.0;97.0;9;28;-1979;8;1565.0;-339;877;-1979;-263.0
?;1118.0;49.0;10;30;-1719;-322;1407.0;-571;1330;-1719;-219.0
-275;1252.0;356.0;12;31;-1216;6;1478.0;?;458;-1216;311.0
170;1473.0;110.0;12;33;-1948;-420;1524.0;-114;1035;?;871.0
-210;827.0;-123.0;12;32;-1472;-102;1322.0;?;476;-1472;544.0
-3435;603.0;-91.0;10;28;2661;2408;1109.0;3376;-3836;2661;?
-2743;478.0;?;10;28;2586;1824;729.0;1222;-1799;2586;956.0
-1080;119.0;-389.0;10;28;?;670;596.0;-528;642;496;753.0
-1311;234.0;-412.0;10;26;369;472;428.0;472;-493;369;436.0
-719;125.0;-263.0;10;26;-78;-416;436.0;-391;264;-78;326.0
-885;140.0;-295.0;10;26;64;-114;453.0;-197;115;64;178.0
-917;64.0;-106.0;10;26;33;-177;253.0;-152;9;33;444.0
-778;-1.0;-125.0;10;27;-61;-346;111.0;-332;194;-61;602.0
-875;-92.0;-85.0;10;27;27;-209;103.0;-145;28;27;417.0
-801;-53.0;-111.0;10;27;-87;-318;178.0;-262;132;-87;815.0
-847;59.0;51.0;10;28;-37;-230;-153.0;-209;99;-37;656.0
-831;-92.0;-555.0;10;28;-21;-255;934.0;-222;113;?;1502.0
-801;-268.0;-304.0;10;28;?;-296;721.0;-204;110;-61;?
-817;607.0;174.0;11;28;-47;-290;1246.0;-181;85;-47;61.0
-822;582.0;-497.0;11;28;-27;-255;503.0;-196;117;-27;1015.0
-860;248.0;-450.0;12;28;-33;?;1283.0;-209;73;-33;4.0
-829;466.0;-347.0;13;28;-2;-258;597.0;-148;93;-2;1186.0
-830;321.0;59.0;13;28;68;-290;1106.0;-154;83;68;133.0
-871;410.0;-23.0;13;28;82;-344;796.0;-188;22;82;845.0
-759;433.0;54.0;14;28;86;-173;900.0;-84;195;86;467.0
?;417.0;-55.0;14;28;294;-542;783.0;-372;-194;294;544.0
-940;300.0;10.0;14;28;584;-530;908.0;-546;105;584;256.0
-1076;400.0;90.0;12;31;1356;-238;850.0;-396;-54;1356;?
-1669;455.0;185.0;10;35;2782;-836;840.0;-401;-1421;2782;249.0
-926;495.0;111.0;9;35;3222;-899;842.0;-265;-947;3222;331.0
-829;447.0;123.0;9;31;1982;-668;943.0;-473;-575;1982;195.0
-889;501.0;165.0;7;25;855;-594;967.0;-576;-301;855;171.0
-508;541.0;238.0;?;20;831;-460;924.0;-447;233;831;271.0
-882;565.0;190.0;?;17;195;-454;979.0;?;-107;195;245.0
-605;554.0;110.0;1;?;-1079;-303;1041.0;-489;427;-1079;194.0
-297;519.0;97.0;0;18;-1400;-374;1145.0;-374;791;-1400;258.0
-541;543.0;77.0;-1;20;-1946;-177;1448.0;-570;778;-1946;196.0
-344;601.0;37.0;-2;22;-1698;-196;1626.0;-214;734;-1698;-341.0
-422;1102.0;300.0;-2;25;-2061;-3;1465.0;-377;813;-2061;-80.0
-160;1638.0;364.0;-2;27;-1602;-347;1549.0;-87;660;-1602;544.0
109;1220.0;-175.0;-2;29;-1559;?;1310.0;444;762;-1559;833.0
-134;536.0;-25.0;-2;31;-2992;982;1054.0;294;1362;-2992;?
895;310.0;-97.0;-4;32;4535;-1766;1020.0;3231;?;4535;682.0
-1083;421.0;-232.0;-5;26;6855;-512;836.0;3406;-2564;6855;725.0
-2674;333.0;-276.0;-5;22;562;1591;662.0;-259;-569;562;479.0
-256;197.0;-325.0;-5;22;671;-1606;547.0;-518;117;671;500.0
-602;225.0;-278.0;-5;20;243;-663;521.0;-110;60;243;376.0
-1095;227.0;-251.0;-5;20;-379;102;463.0;?;77;-379;334.0
-623;150.0;-282.0;-5;20;233;-620;466.0;-2;0;233;425.0
-986;82.0;-169.0;-5;21;-261;-15;285.0;-164;100;-261;585.0
-777;-10.0;?;-5;22;9;-391;145.0;-116;57;?;590.0
-821;-36.0;-136.0;-5;?;-108;-291;204.0;-120;75;-108;573.0
-829;-73.0;-125.0;?;23;-108;-257;-215.0;-108;79;-108;649.0
-779;-77.0;-5.0;?;24;-37;-329;388.0;-95;79;-37;?
-808;-85.0;-454.0;-5;25;-104;-267;1535.0;-99;90;-104;1206.0
-766;-10.0;80.0;-5;25;-53;-352;855.0;-104;81;-53;-632.0
