InertialMeasurementUnit R-SHOE EuY;Accelerometer RUA^ accY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit RUA accX;InertialMeasurementUnit LLA gyroZ
-53;820.0;-92.0;7.0;247.0;-13;-264.0;1253;-1414.0;1318.0
-53;662.0;-101.0;15.0;186.0;-12;-234.0;2583;-1195.0;?
-39;565.0;-103.0;?;220.0;-13;-120.0;?;-951.0;1567.0
-33;583.0;-133.0;100.0;?;-17;-304.0;290;-756.0;1045.0
-33;634.0;-135.0;104.0;260.0;-12;-447.0;670;-617.0;468.0
-32;?;-131.0;56.0;185.0;-4;-446.0;296;-530.0;51.0
-79;549.0;42.0;48.0;?;-30;-43.0;-255;-408.0;-156.0
-69;620.0;91.0;-3.0;46.0;-31;104.0;-126;-421.0;-211.0
-73;1093.0;90.0;-1.0;72.0;-30;183.0;-313;-451.0;-276.0
-65;1628.0;-30.0;46.0;111.0;?;201.0;183;?;-403.0
-56;1885.0;-197.0;-42.0;179.0;-31;162.0;513;-595.0;-565.0
-57;1521.0;223.0;?;245.0;-31;217.0;592;-1145.0;-322.0
-52;1735.0;-47.0;-243.0;407.0;-31;112.0;1809;-1664.0;287.0
-47;1576.0;-899.0;79.0;593.0;-32;182.0;1915;-1826.0;942.0
-47;1432.0;-302.0;-118.0;733.0;-31;-228.0;1772;-1616.0;1083.0
-42;1180.0;132.0;-244.0;?;-32;-85.0;912;-1682.0;875.0
-45;929.0;-57.0;-41.0;382.0;?;-203.0;1712;-1645.0;806.0
-44;735.0;-95.0;86.0;337.0;-30;-62.0;?;-1440.0;699.0
-22;590.0;18.0;27.0;328.0;-32;-29.0;-3530;-1122.0;393.0
-9;518.0;11.0;-5.0;329.0;-32;?;-1674;-865.0;54.0
-9;396.0;-2.0;-2.0;282.0;-34;-392.0;1263;-680.0;-189.0
-9;482.0;-112.0;36.0;?;-28;-476.0;81;-532.0;-395.0
-9;520.0;-240.0;63.0;92.0;-12;-411.0;565;-430.0;-440.0
-9;644.0;-277.0;64.0;33.0;-13;-266.0;337;-353.0;-541.0
?;891.0;-199.0;3.0;46.0;-16;-148.0;279;?;-668.0
-9;964.0;-137.0;-65.0;83.0;-8;-8.0;487;-452.0;-881.0
-9;966.0;-59.0;-159.0;145.0;-42;38.0;309;-590.0;-974.0
-10;1086.0;187.0;-169.0;200.0;-71;173.0;404;-854.0;-949.0
?;1336.0;77.0;-142.0;263.0;-67;176.0;352;-955.0;-538.0
-11;1757.0;225.0;-45.0;250.0;-67;157.0;453;-953.0;-198.0
-11;1645.0;161.0;-88.0;209.0;-63;167.0;473;-1058.0;403.0
-11;1562.0;155.0;-105.0;311.0;-97;50.0;452;-1311.0;1009.0
-11;1615.0;90.0;?;362.0;-130;439.0;465;-1689.0;1617.0
-11;1381.0;?;144.0;474.0;-128;471.0;457;-1639.0;1547.0
-11;1119.0;197.0;127.0;393.0;?;531.0;460;-1630.0;1031.0
-11;905.0;-46.0;90.0;291.0;-130;228.0;460;-1560.0;675.0
-11;737.0;-256.0;86.0;205.0;-130;103.0;462;-1332.0;194.0
-12;627.0;-332.0;123.0;176.0;-126;33.0;452;-1029.0;41.0
-10;550.0;-239.0;?;112.0;-122;-54.0;473;-817.0;-101.0
-13;548.0;-160.0;109.0;104.0;-125;-106.0;441;-642.0;-149.0
-21;?;-11.0;96.0;74.0;-124;-125.0;432;-523.0;-119.0
-21;843.0;114.0;115.0;45.0;-124;-7.0;435;-476.0;-82.0
-21;889.0;?;143.0;20.0;-124;105.0;391;-472.0;-83.0
-20;776.0;40.0;122.0;53.0;-124;157.0;514;-526.0;-105.0
-23;752.0;37.0;78.0;68.0;-124;256.0;217;-785.0;-3.0
?;886.0;-227.0;132.0;?;-124;272.0;85;-841.0;11.0
-18;1099.0;-213.0;130.0;227.0;?;157.0;338;-768.0;-206.0
-12;1477.0;76.0;119.0;139.0;-124;?;537;-717.0;-459.0
-6;1545.0;297.0;?;110.0;-124;125.0;1388;-771.0;-479.0
-2;1385.0;225.0;-130.0;131.0;-124;220.0;1589;-1115.0;-82.0
?;1526.0;-69.0;-199.0;351.0;-124;491.0;1651;-1448.0;574.0
-3;1542.0;-835.0;154.0;585.0;-125;74.0;1495;-1508.0;905.0
-2;1442.0;-209.0;-273.0;638.0;-124;-377.0;1990;-1418.0;563.0
-7;1138.0;148.0;-263.0;456.0;-123;-364.0;1902;-1519.0;427.0
-3;876.0;38.0;-161.0;412.0;-129;-301.0;-1908;-1526.0;617.0
4;653.0;48.0;?;387.0;-120;-81.0;-1886;-1382.0;894.0
9;471.0;69.0;-56.0;?;-138;-116.0;610;-1093.0;905.0
14;?;35.0;-56.0;296.0;-143;-246.0;?;?;503.0
13;427.0;13.0;-67.0;233.0;-154;-379.0;512;-598.0;92.0
13;457.0;46.0;-41.0;113.0;?;-376.0;591;-441.0;-255.0
13;?;1.0;-63.0;60.0;-159;-331.0;398;-395.0;-539.0
13;816.0;-147.0;-99.0;103.0;-222;?;?;-351.0;-830.0
13;951.0;-70.0;-146.0;107.0;-75;-191.0;428;-366.0;-1100.0
12;?;149.0;-187.0;130.0;184;-49.0;385;-513.0;-1174.0
12;1208.0;175.0;-81.0;182.0;155;52.0;399;-752.0;-1119.0
12;1557.0;141.0;15.0;257.0;137;191.0;485;-991.0;-947.0
12;1809.0;173.0;-15.0;269.0;158;242.0;476;-1085.0;-654.0
12;1619.0;97.0;-66.0;197.0;138;74.0;541;-1211.0;-120.0
12;1547.0;106.0;-21.0;314.0;152;27.0;388;-1561.0;600.0
13;1487.0;-61.0;39.0;453.0;145;-64.0;134;-1725.0;?
13;1212.0;204.0;110.0;531.0;147;-217.0;148;-1631.0;656.0
12;997.0;213.0;176.0;341.0;148;-164.0;142;-1498.0;?
13;829.0;230.0;212.0;249.0;146;242.0;182;-1400.0;427.0
9;701.0;164.0;211.0;328.0;147;633.0;82;-1201.0;268.0
-1;540.0;53.0;271.0;194.0;147;553.0;332;-948.0;336.0
-11;461.0;-13.0;279.0;43.0;147;320.0;579;-757.0;316.0
-17;438.0;4.0;197.0;-7.0;147;129.0;?;-609.0;266.0
-17;611.0;-35.0;141.0;13.0;147;-65.0;37;-479.0;202.0
-18;739.0;-28.0;123.0;38.0;146;-180.0;121;?;30.0
-15;700.0;-24.0;69.0;29.0;148;-166.0;51;-397.0;-69.0
-13;780.0;-79.0;-62.0;91.0;145;-67.0;-42;-591.0;-62.0
-12;1107.0;257.0;-193.0;111.0;149;158.0;39;-704.0;-50.0
-2;1451.0;49.0;-212.0;173.0;171;299.0;531;-674.0;-212.0
3;1444.0;-6.0;-125.0;169.0;174;280.0;636;-726.0;-526.0
2;1362.0;292.0;-169.0;220.0;171;184.0;545;-1097.0;-508.0
3;1435.0;337.0;-272.0;371.0;173;117.0;620;-1371.0;-150.0
3;1555.0;-470.0;-33.0;605.0;172;120.0;565;?;218.0
3;1489.0;-266.0;-36.0;827.0;172;-33.0;594;-1377.0;269.0
2;1193.0;18.0;-373.0;687.0;171;-226.0;?;-1529.0;344.0
4;950.0;-14.0;-216.0;563.0;170;-175.0;545;-1534.0;409.0
0;701.0;-104.0;-129.0;410.0;169;-56.0;687;-1425.0;450.0
9;538.0;-69.0;-60.0;342.0;170;?;257;-1175.0;406.0
21;457.0;-85.0;-88.0;286.0;168;-137.0;?;-869.0;22.0
20;465.0;25.0;-88.0;242.0;169;?;-392;-649.0;-427.0
23;525.0;-22.0;-107.0;214.0;170;-432.0;385;-521.0;-849.0
25;651.0;-131.0;-100.0;146.0;153;-477.0;473;-428.0;-1175.0
24;792.0;-229.0;-99.0;86.0;?;-353.0;341;-396.0;-1358.0
25;888.0;-184.0;-194.0;50.0;150;-110.0;369;?;-1397.0
24;949.0;?;-196.0;56.0;144;19.0;?;-566.0;-1405.0
24;926.0;-2.0;-119.0;114.0;137;-114.0;386;-701.0;-1352.0
24;1113.0;27.0;-124.0;199.0;137;-47.0;386;-846.0;-1006.0
24;1297.0;-36.0;-81.0;?;134;-112.0;377;-939.0;-513.0
24;1712.0;44.0;-4.0;340.0;139;-199.0;407;-954.0;115.0
24;?;182.0;-100.0;261.0;142;-230.0;406;-1078.0;1065.0
?;1538.0;?;-116.0;273.0;145;-33.0;319;-1252.0;1895.0
24;1524.0;152.0;-102.0;249.0;161;425.0;316;-1622.0;2474.0
24;1369.0;-7.0;-14.0;437.0;?;410.0;391;-1693.0;2492.0
25;1115.0;123.0;10.0;444.0;162;564.0;308;-1550.0;1691.0
23;870.0;?;-35.0;?;166;353.0;400;-1504.0;1078.0
23;701.0;-207.0;22.0;195.0;162;78.0;370;-1333.0;756.0
19;639.0;-170.0;120.0;156.0;169;27.0;18;-1037.0;376.0
11;633.0;-106.0;118.0;143.0;174;-46.0;-64;-800.0;19.0
6;?;-75.0;80.0;117.0;133;-105.0;59;-605.0;-292.0
-15;622.0;-48.0;102.0;74.0;?;-144.0;78;-545.0;-326.0
-32;751.0;-20.0;83.0;81.0;62;-105.0;-79;-540.0;-299.0
-35;751.0;15.0;96.0;111.0;63;?;-23;?;-234.0
-40;801.0;-45.0;87.0;77.0;65;103.0;351;-611.0;-304.0
-40;689.0;-71.0;102.0;47.0;64;61.0;326;-683.0;-353.0
-38;827.0;-184.0;?;64.0;33;105.0;23;?;-449.0
?;1317.0;-11.0;132.0;74.0;22;101.0;165;-735.0;-501.0
-14;1611.0;56.0;113.0;?;29;64.0;829;-641.0;-573.0
-12;1409.0;115.0;72.0;124.0;28;-59.0;730;-776.0;-476.0
-8;1548.0;?;-151.0;225.0;34;104.0;1515;-1273.0;56.0
-5;1545.0;-133.0;-232.0;510.0;35;205.0;2209;-1637.0;570.0
-2;1675.0;-818.0;163.0;746.0;34;-4.0;1386;-1459.0;368.0
?;1269.0;-8.0;-292.0;366.0;?;-233.0;2082;-1521.0;-102.0
-2;982.0;136.0;?;372.0;34;-423.0;-972;-1592.0;-91.0
2;733.0;-137.0;-182.0;437.0;35;?;-2585;-1616.0;198.0
8;587.0;-106.0;?;411.0;34;-159.0;1555;-1259.0;547.0
8;456.0;?;-178.0;282.0;34;-178.0;1515;-936.0;616.0
7;447.0;?;-174.0;247.0;37;-301.0;993;-696.0;317.0
7;485.0;70.0;-165.0;263.0;29;-444.0;1622;-522.0;-44.0
8;585.0;16.0;-100.0;203.0;51;-432.0;1010;-427.0;-348.0
10;?;5.0;-90.0;112.0;85;-449.0;820;-395.0;-641.0
9;786.0;10.0;-32.0;69.0;77;-357.0;437;-412.0;?
9;804.0;-31.0;49.0;77.0;73;-221.0;427;-495.0;-1109.0
9;1168.0;191.0;156.0;129.0;?;38.0;494;-641.0;-1053.0
9;1533.0;161.0;120.0;207.0;67;112.0;405;?;-752.0
8;1815.0;195.0;225.0;310.0;108;-14.0;437;-823.0;-315.0
8;?;173.0;20.0;258.0;134;?;474;-1143.0;438.0
8;1632.0;218.0;-74.0;259.0;136;153.0;465;-1472.0;1590.0
8;1476.0;34.0;72.0;335.0;142;364.0;460;-1738.0;2474.0
8;1361.0;243.0;174.0;381.0;110;-162.0;486;-1746.0;1893.0
7;1089.0;323.0;226.0;321.0;203;193.0;?;-1609.0;461.0
8;935.0;229.0;162.0;204.0;67;119.0;279;-1478.0;-3.0
5;791.0;86.0;182.0;198.0;-207;232.0;352;-1310.0;79.0
5;670.0;-4.0;133.0;190.0;-171;221.0;257;?;-56.0
7;620.0;-6.0;64.0;142.0;-161;93.0;211;-822.0;-302.0
-12;658.0;12.0;61.0;136.0;-188;0.0;673;-704.0;-498.0
-24;618.0;34.0;36.0;117.0;-167;-111.0;991;-569.0;-567.0
-18;681.0;130.0;13.0;68.0;?;-109.0;797;-538.0;-575.0
-22;836.0;130.0;60.0;31.0;-175;-88.0;937;-569.0;-495.0
-26;800.0;101.0;97.0;56.0;-177;-59.0;899;-547.0;-425.0
-26;811.0;177.0;83.0;74.0;-178;-24.0;?;-609.0;-521.0
-26;802.0;187.0;77.0;94.0;-175;51.0;-78;-768.0;-338.0
-19;1002.0;63.0;99.0;147.0;-176;177.0;66;-778.0;-218.0
-7;1216.0;152.0;85.0;119.0;-175;295.0;459;-775.0;-116.0
-3;?;204.0;66.0;74.0;-174;307.0;?;-728.0;-132.0
-1;1637.0;205.0;?;62.0;-174;401.0;872;-931.0;24.0
5;1521.0;422.0;?;219.0;-172;388.0;1476;-1166.0;518.0
9;1650.0;308.0;-49.0;377.0;?;338.0;1479;?;903.0
10;1540.0;-693.0;52.0;582.0;-167;153.0;1773;-1608.0;1079.0
15;1328.0;-77.0;-202.0;546.0;-167;-177.0;1791;-1592.0;963.0
17;1056.0;206.0;-127.0;383.0;-166;-271.0;948;-1635.0;915.0
15;865.0;-144.0;-4.0;238.0;-167;-217.0;1078;-1541.0;1042.0
13;672.0;-163.0;17.0;242.0;-168;-95.0;1156;-1292.0;978.0
12;569.0;-44.0;42.0;208.0;-164;-89.0;1036;-1011.0;593.0
13;558.0;53.0;6.0;165.0;-171;-234.0;1126;-792.0;182.0
12;580.0;40.0;21.0;142.0;-162;-380.0;?;-639.0;-178.0
?;593.0;-136.0;49.0;102.0;-169;-366.0;1092;-534.0;-492.0
-10;790.0;-31.0;83.0;53.0;77;-26.0;1331;-502.0;76.0
-18;786.0;-157.0;106.0;32.0;76;-6.0;1495;-599.0;-61.0
-12;790.0;-19.0;56.0;63.0;77;100.0;-590;-712.0;-181.0
-13;934.0;-140.0;?;121.0;77;181.0;-320;-768.0;-432.0
?;1135.0;-176.0;167.0;117.0;77;176.0;228;-764.0;-697.0
7;1465.0;-66.0;57.0;106.0;77;184.0;294;-744.0;-858.0
12;1600.0;21.0;-24.0;?;77;182.0;682;-864.0;-796.0
18;1473.0;-169.0;-46.0;113.0;77;378.0;1157;-1119.0;-480.0
19;1497.0;-416.0;-189.0;246.0;77;434.0;1981;-1404.0;-174.0
21;1525.0;?;105.0;426.0;76;237.0;2125;-1573.0;-18.0
25;1337.0;-609.0;-128.0;665.0;75;-249.0;1489;-1466.0;-27.0
24;1072.0;-124.0;-204.0;563.0;75;-227.0;1149;-1558.0;318.0
22;823.0;-209.0;-36.0;471.0;75;-202.0;1293;-1517.0;986.0
24;670.0;-137.0;17.0;396.0;75;-86.0;766;-1325.0;1640.0
33;549.0;-164.0;-13.0;373.0;75;-66.0;-402;?;1913.0
38;473.0;-194.0;-44.0;294.0;75;-289.0;-556;-794.0;1721.0
40;469.0;-204.0;-22.0;196.0;75;-519.0;295;-617.0;1324.0
40;517.0;-208.0;-58.0;164.0;74;-683.0;568;-509.0;907.0
40;617.0;-261.0;-56.0;148.0;76;-697.0;368;-429.0;508.0
41;787.0;-246.0;-109.0;123.0;88;-546.0;361;-412.0;82.0
41;989.0;-254.0;-131.0;115.0;81;-427.0;384;-475.0;-227.0
41;973.0;-180.0;-165.0;142.0;50;-287.0;387;-568.0;-519.0
40;?;-204.0;-202.0;158.0;44;-98.0;377;-711.0;-754.0
40;1276.0;-149.0;-95.0;172.0;50;99.0;391;-928.0;-830.0
39;1452.0;-39.0;-41.0;204.0;55;222.0;408;-972.0;-831.0
39;1622.0;66.0;-17.0;269.0;54;357.0;408;-936.0;-931.0
39;1625.0;0.0;-87.0;251.0;57;308.0;444;-1204.0;-691.0
39;1509.0;360.0;-85.0;391.0;77;290.0;444;-1359.0;-361.0
39;1424.0;344.0;-42.0;572.0;81;?;409;-1687.0;-139.0
39;1165.0;260.0;96.0;355.0;74;255.0;373;-1604.0;-221.0
39;957.0;278.0;96.0;310.0;70;257.0;254;-1499.0;-581.0
?;?;203.0;152.0;330.0;72;384.0;289;-1429.0;-641.0
38;731.0;41.0;177.0;281.0;?;340.0;365;-1161.0;-357.0
38;689.0;74.0;181.0;222.0;68;315.0;376;-885.0;-116.0
37;690.0;104.0;132.0;111.0;68;264.0;465;-711.0;23.0
39;669.0;120.0;?;43.0;59;123.0;?;-628.0;?
29;771.0;45.0;36.0;50.0;48;30.0;407;-596.0;129.0
8;927.0;-11.0;19.0;65.0;51;-38.0;-269;-618.0;229.0
-8;913.0;-30.0;42.0;90.0;50;-83.0;-219;-621.0;290.0
-17;900.0;-134.0;-13.0;91.0;50;-122.0;1530;-701.0;285.0
-11;896.0;-334.0;-10.0;77.0;50;-67.0;266;-840.0;389.0
-5;777.0;-238.0;?;106.0;48;4.0;-752;-874.0;419.0
?;906.0;-353.0;1.0;111.0;?;-2.0;308;-873.0;270.0
8;1241.0;-87.0;27.0;123.0;50;15.0;471;-838.0;217.0
12;1448.0;323.0;10.0;107.0;50;105.0;739;-709.0;89.0
15;1367.0;249.0;-75.0;124.0;54;158.0;1107;-850.0;227.0
18;1487.0;-249.0;-177.0;170.0;55;257.0;1747;-1205.0;640.0
23;1585.0;-115.0;-365.0;326.0;53;226.0;1863;-1419.0;907.0
?;1475.0;-304.0;-179.0;531.0;52;-245.0;1454;-1322.0;639.0
37;1262.0;56.0;-328.0;517.0;51;-391.0;1149;-1461.0;159.0
?;1013.0;?;-269.0;505.0;48;-478.0;879;-1596.0;140.0
38;808.0;1.0;-153.0;394.0;46;-368.0;1215;-1487.0;388.0
36;673.0;176.0;-152.0;363.0;46;-165.0;1115;-1251.0;502.0
34;584.0;258.0;-155.0;318.0;45;-201.0;889;-997.0;340.0
37;511.0;273.0;-102.0;241.0;48;-373.0;?;-762.0;39.0
42;526.0;223.0;-124.0;141.0;48;-446.0;583;?;-291.0
42;647.0;81.0;-116.0;91.0;48;-449.0;308;-534.0;-472.0
42;?;99.0;-107.0;77.0;53;-381.0;290;-469.0;-684.0
42;1076.0;99.0;-83.0;54.0;36;-325.0;350;-461.0;-865.0
41;1080.0;?;-127.0;30.0;18;-219.0;371;-581.0;-878.0
40;1111.0;-551.0;-119.0;57.0;19;-37.0;390;-846.0;-696.0
38;1112.0;-682.0;?;203.0;17;61.0;?;-1031.0;-435.0
37;988.0;-181.0;-73.0;286.0;20;81.0;166;-1052.0;-313.0
37;1299.0;-124.0;-84.0;286.0;24;-109.0;98;-1076.0;-287.0
35;1760.0;196.0;-25.0;264.0;16;-206.0;367;-1068.0;-199.0
32;1803.0;726.0;-13.0;256.0;37;24.0;610;-954.0;-7.0
31;1662.0;430.0;-35.0;241.0;66;?;512;-1166.0;332.0
31;1519.0;1056.0;-25.0;273.0;61;123.0;585;-1643.0;848.0
31;1287.0;-165.0;?;420.0;59;-212.0;590;-1615.0;1018.0
26;892.0;-307.0;136.0;550.0;62;-451.0;346;-1574.0;-26.0
16;714.0;-42.0;199.0;550.0;48;158.0;573;-1449.0;-856.0
22;678.0;41.0;208.0;473.0;34;77.0;71;-1244.0;-731.0
9;602.0;91.0;173.0;433.0;29;-149.0;895;-914.0;-385.0
?;634.0;?;159.0;355.0;24;-158.0;2240;-654.0;-182.0
-35;810.0;36.0;-11.0;212.0;23;-142.0;549;-578.0;122.0
-36;615.0;-118.0;-29.0;179.0;23;-315.0;-335;?;412.0
-31;647.0;-396.0;5.0;9.0;22;-481.0;26;-473.0;654.0
-21;796.0;-600.0;138.0;-118.0;23;-454.0;-90;-726.0;888.0
-13;871.0;-379.0;259.0;-67.0;23;-390.0;290;?;1034.0
2;840.0;-331.0;141.0;113.0;23;-167.0;375;-659.0;977.0
10;1005.0;-167.0;168.0;292.0;23;72.0;573;?;761.0
10;1304.0;140.0;203.0;366.0;23;284.0;849;-855.0;617.0
13;1165.0;400.0;79.0;479.0;22;375.0;381;-829.0;622.0
33;1096.0;?;-116.0;613.0;23;283.0;1796;-884.0;520.0
61;1000.0;257.0;-108.0;629.0;22;-14.0;2917;-1203.0;-151.0
65;918.0;90.0;-13.0;639.0;23;-409.0;2609;-1123.0;-827.0
64;741.0;-167.0;-5.0;700.0;27;-608.0;2740;-1025.0;-982.0
-32;707.0;-56.0;237.0;108.0;14;317.0;?;-495.0;-43.0
-42;860.0;-25.0;206.0;125.0;15;?;916;-543.0;173.0
-48;1022.0;-55.0;245.0;116.0;14;344.0;-501;-580.0;456.0
-41;968.0;36.0;265.0;115.0;15;268.0;-749;-657.0;729.0
-37;934.0;-1.0;218.0;139.0;?;?;-142;-792.0;968.0
-30;959.0;40.0;154.0;125.0;15;202.0;188;-896.0;1151.0
-22;807.0;-166.0;361.0;312.0;15;275.0;478;-1081.0;1177.0
-15;1061.0;230.0;216.0;285.0;13;429.0;564;-844.0;971.0
-3;1349.0;-83.0;148.0;299.0;13;376.0;1026;-892.0;565.0
9;1101.0;-113.0;70.0;478.0;11;212.0;1145;-829.0;208.0
19;843.0;?;-152.0;572.0;9;219.0;1797;-959.0;-296.0
31;793.0;33.0;?;604.0;?;-53.0;2990;-1067.0;-810.0
43;?;-340.0;98.0;561.0;9;-633.0;3620;-771.0;-1080.0
47;650.0;-77.0;-56.0;311.0;8;-445.0;5554;-791.0;-1129.0
42;809.0;60.0;-203.0;441.0;9;-182.0;1843;-1139.0;-1108.0
-14;787.0;-183.0;329.0;152.0;37;?;381;-496.0;-231.0
-28;1008.0;92.0;248.0;136.0;36;87.0;2115;?;79.0
?;1065.0;-57.0;122.0;175.0;?;-31.0;2452;-638.0;316.0
-26;1142.0;30.0;-12.0;166.0;34;18.0;-326;-798.0;376.0
-21;1038.0;-53.0;47.0;126.0;35;10.0;-767;-973.0;25.0
-15;1358.0;-157.0;145.0;151.0;34;100.0;-39;-1087.0;-393.0
-8;1236.0;-384.0;203.0;204.0;34;368.0;175;?;-821.0
3;1165.0;-15.0;365.0;248.0;34;459.0;753;-1074.0;-921.0
1;845.0;-439.0;310.0;290.0;34;349.0;666;-1201.0;-810.0
1;910.0;51.0;282.0;356.0;34;169.0;669;-1176.0;-546.0
21;1079.0;365.0;199.0;445.0;36;90.0;1076;-1137.0;-108.0
39;1033.0;?;-55.0;664.0;36;107.0;2432;-963.0;97.0
48;909.0;32.0;-128.0;782.0;36;-256.0;3642;-959.0;59.0
56;802.0;57.0;-229.0;631.0;37;-626.0;4643;-1075.0;-3.0
52;705.0;-41.0;-415.0;418.0;37;-654.0;?;-1057.0;-134.0
6;748.0;304.0;333.0;263.0;108;501.0;215;-903.0;-993.0
-1;759.0;260.0;354.0;243.0;110;289.0;379;-765.0;-936.0
-12;840.0;253.0;229.0;195.0;99;103.0;785;-692.0;-808.0
-28;849.0;332.0;185.0;118.0;93;75.0;1170;-679.0;-538.0
-39;821.0;339.0;121.0;33.0;90;-10.0;?;-696.0;-248.0
-46;850.0;354.0;94.0;23.0;88;-3.0;750;-753.0;46.0
-49;973.0;234.0;63.0;36.0;88;-104.0;-541;-816.0;260.0
-47;1140.0;92.0;14.0;111.0;88;-106.0;-429;-800.0;326.0
-43;1275.0;190.0;-8.0;165.0;89;-114.0;135;?;472.0
-36;1204.0;-47.0;-77.0;160.0;90;-80.0;517;-916.0;506.0
-32;1223.0;-180.0;-50.0;139.0;91;-55.0;679;-1097.0;501.0
-30;1105.0;105.0;103.0;192.0;92;-10.0;688;-1203.0;367.0
-26;1280.0;229.0;94.0;305.0;94;-132.0;471;-1228.0;264.0
-23;1249.0;319.0;-202.0;593.0;98;-364.0;1153;-1112.0;69.0
-22;?;321.0;-191.0;731.0;106;-359.0;1536;-992.0;-26.0
-20;1139.0;335.0;?;734.0;119;-592.0;1785;-1321.0;61.0
-19;1027.0;311.0;-119.0;500.0;123;-795.0;2981;-1379.0;-58.0
?;866.0;146.0;-236.0;202.0;124;-966.0;880;-1251.0;-250.0
-15;821.0;357.0;-308.0;-16.0;128;-942.0;-1265;-1084.0;-401.0
-16;757.0;292.0;-407.0;-49.0;?;-912.0;-394;-935.0;-654.0
-15;733.0;281.0;-459.0;-59.0;131;-947.0;-771;-798.0;-851.0
?;759.0;376.0;-426.0;-91.0;120;-902.0;-823;-712.0;-981.0
-18;785.0;479.0;-377.0;-32.0;113;-793.0;668;-615.0;-1094.0
-20;859.0;328.0;-432.0;38.0;105;-701.0;730;-616.0;-1207.0
-20;949.0;?;-476.0;112.0;141;-503.0;224;-689.0;-1190.0
-21;1093.0;217.0;-402.0;160.0;124;-291.0;443;-767.0;-1156.0
-21;1128.0;138.0;-327.0;241.0;159;-95.0;392;-861.0;-1270.0
-21;1336.0;-115.0;-328.0;328.0;192;-77.0;356;-955.0;-1362.0
-21;1588.0;-59.0;-313.0;326.0;-81;-146.0;406;-1049.0;-1307.0
-21;1376.0;314.0;-399.0;296.0;-207;-152.0;345;?;?
-21;927.0;696.0;-529.0;220.0;-126;-98.0;391;-1241.0;-484.0
-21;1111.0;1049.0;-475.0;121.0;-153;-69.0;390;-1474.0;230.0
-21;1275.0;?;-294.0;195.0;-144;144.0;377;-1333.0;898.0
-21;1168.0;369.0;-60.0;421.0;-144;59.0;399;-901.0;653.0
-21;1013.0;752.0;89.0;459.0;-153;61.0;415;-1056.0;1.0
-21;894.0;748.0;85.0;336.0;-141;-137.0;361;-1188.0;-433.0
-22;789.0;634.0;83.0;303.0;-134;95.0;368;-1106.0;-548.0
?;778.0;513.0;167.0;290.0;-119;207.0;314;-1005.0;-290.0
-25;806.0;441.0;120.0;256.0;-117;242.0;?;-899.0;-54.0
-29;868.0;310.0;56.0;177.0;-117;173.0;241;-778.0;25.0
-33;931.0;239.0;39.0;116.0;-116;86.0;194;-736.0;91.0
?;913.0;225.0;28.0;?;-114;-68.0;1543;-734.0;132.0
-38;888.0;183.0;-9.0;105.0;-113;-162.0;?;-779.0;223.0
-36;973.0;41.0;-42.0;79.0;-114;-152.0;1114;-838.0;246.0
-38;1037.0;22.0;-13.0;91.0;-115;-269.0;715;-859.0;260.0
-48;1275.0;126.0;-14.0;129.0;-115;-283.0;-110;-847.0;270.0
-53;1459.0;59.0;-13.0;98.0;-115;-173.0;-148;-895.0;336.0
-55;1331.0;-119.0;-70.0;76.0;-116;-16.0;365;-987.0;432.0
-58;1231.0;97.0;-22.0;92.0;-116;122.0;368;-1189.0;353.0
-57;984.0;-425.0;246.0;175.0;-117;222.0;634;-1358.0;295.0
-53;818.0;102.0;186.0;342.0;-118;276.0;854;-1414.0;69.0
-46;935.0;2.0;48.0;474.0;-119;?;1272;-1223.0;-106.0
-42;983.0;384.0;-50.0;568.0;?;167.0;1952;-1027.0;-261.0
-35;894.0;?;110.0;?;-121;-9.0;2446;?;-366.0
-26;766.0;103.0;88.0;686.0;-122;-274.0;3732;-994.0;-242.0
-24;750.0;304.0;-48.0;384.0;-126;-320.0;?;-951.0;?
-46;696.0;168.0;361.0;312.0;-111;355.0;434;-877.0;-728.0
-50;716.0;100.0;360.0;255.0;-100;53.0;-101;-761.0;-577.0
-56;754.0;91.0;297.0;209.0;-100;-11.0;?;-658.0;-343.0
-60;804.0;139.0;188.0;130.0;-97;146.0;1770;-618.0;-115.0
-59;929.0;?;117.0;69.0;-95;253.0;1439;-650.0;124.0
-53;1029.0;106.0;34.0;47.0;-94;285.0;2792;-688.0;274.0
-56;1108.0;30.0;47.0;73.0;-93;119.0;1149;-744.0;414.0
-61;1246.0;28.0;116.0;74.0;-94;-77.0;-1290;-845.0;628.0
-66;1497.0;-4.0;?;116.0;-95;-251.0;-45;-1008.0;789.0
-71;1370.0;-190.0;134.0;214.0;-96;-197.0;200;-1062.0;849.0
-72;?;-95.0;?;240.0;-96;?;391;-1233.0;917.0
-71;1197.0;185.0;433.0;286.0;-97;-16.0;697;?;952.0
-61;871.0;-457.0;395.0;354.0;-98;174.0;714;-1455.0;954.0
-56;942.0;-338.0;289.0;465.0;-99;115.0;1079;-1214.0;713.0
-54;917.0;174.0;42.0;566.0;-99;378.0;1034;-1157.0;211.0
-34;882.0;-394.0;189.0;526.0;-100;-86.0;2273;-903.0;?
