Accelerometer LUA^ accX;Accelerometer LUA_ accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;InertialMeasurementUnit L-SHOE EuZ;Accelerometer LUA_ accX;Accelerometer LH accX;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX
89.0;708.0;827.0;1007.0;-395.0;5;-321.0;283.0;758.0;455.0;?
123.0;775.0;865.0;980.0;-481.0;8;-318.0;319.0;825.0;508.0;-681.0
206.0;825.0;914.0;?;-491.0;9;-252.0;368.0;862.0;551.0;-747.0
112.0;827.0;931.0;903.0;?;9;-294.0;470.0;873.0;519.0;-775.0
53.0;843.0;873.0;1002.0;-550.0;9;-358.0;575.0;830.0;556.0;-774.0
70.0;903.0;894.0;1121.0;-655.0;8;-405.0;578.0;894.0;568.0;-757.0
?;1032.0;1020.0;1011.0;-690.0;8;-353.0;?;972.0;522.0;-813.0
146.0;?;1178.0;980.0;-641.0;7;-281.0;443.0;1098.0;410.0;-947.0
126.0;1222.0;1279.0;1027.0;-527.0;7;-368.0;322.0;1189.0;464.0;-1106.0
284.0;1314.0;1327.0;962.0;-584.0;7;-356.0;347.0;1291.0;406.0;-1153.0
570.0;1361.0;1417.0;950.0;-655.0;7;-71.0;551.0;1339.0;245.0;-1233.0
519.0;1206.0;1400.0;1128.0;-566.0;7;57.0;479.0;1250.0;274.0;-1212.0
311.0;1158.0;1227.0;1159.0;-444.0;7;47.0;256.0;1203.0;258.0;-1185.0
253.0;1090.0;1092.0;1087.0;-276.0;7;-11.0;35.0;1089.0;243.0;-1142.0
232.0;1067.0;1122.0;?;-232.0;7;-86.0;?;1027.0;223.0;-1057.0
318.0;1013.0;1124.0;1469.0;-282.0;7;-97.0;236.0;1018.0;?;-1008.0
315.0;900.0;998.0;1888.0;-359.0;7;-19.0;313.0;891.0;186.0;-976.0
179.0;788.0;865.0;1696.0;?;7;-45.0;236.0;775.0;152.0;-842.0
92.0;746.0;846.0;1612.0;-207.0;6;-215.0;34.0;698.0;170.0;-743.0
46.0;709.0;1079.0;1354.0;?;5;-213.0;?;653.0;191.0;-690.0
88.0;819.0;1000.0;1272.0;-377.0;5;-158.0;519.0;786.0;111.0;-716.0
316.0;939.0;645.0;1046.0;-337.0;?;?;140.0;921.0;350.0;-839.0
311.0;933.0;854.0;956.0;-264.0;?;-68.0;-64.0;919.0;299.0;-840.0
634.0;746.0;753.0;836.0;-242.0;-4;17.0;425.0;844.0;384.0;-775.0
636.0;696.0;671.0;903.0;-320.0;-5;-56.0;553.0;821.0;500.0;-717.0
522.0;669.0;583.0;956.0;-461.0;-5;-168.0;696.0;793.0;571.0;-658.0
377.0;621.0;565.0;933.0;-560.0;-5;-299.0;955.0;724.0;594.0;-617.0
232.0;648.0;576.0;938.0;-718.0;-5;-448.0;1038.0;667.0;523.0;?
223.0;673.0;596.0;964.0;-785.0;-5;-404.0;818.0;669.0;511.0;-559.0
279.0;686.0;662.0;972.0;-641.0;-5;-345.0;707.0;719.0;530.0;-584.0
?;797.0;719.0;1022.0;-595.0;-5;-435.0;762.0;745.0;552.0;-622.0
235.0;901.0;787.0;1057.0;-682.0;-4;-514.0;777.0;864.0;516.0;-691.0
240.0;1147.0;1043.0;991.0;-720.0;-4;-428.0;626.0;1065.0;640.0;-824.0
291.0;1177.0;1137.0;967.0;-678.0;-3;-366.0;746.0;1101.0;434.0;-1034.0
168.0;1076.0;1040.0;926.0;?;-2;-366.0;886.0;963.0;421.0;-1062.0
?;?;976.0;923.0;-677.0;-2;-411.0;679.0;901.0;456.0;-977.0
190.0;941.0;927.0;893.0;-608.0;0;?;548.0;821.0;536.0;-892.0
256.0;897.0;?;913.0;-607.0;3;-479.0;581.0;780.0;594.0;-827.0
180.0;944.0;817.0;928.0;-663.0;5;-489.0;662.0;849.0;621.0;-773.0
227.0;1018.0;870.0;976.0;?;6;-469.0;716.0;868.0;?;-825.0
266.0;913.0;895.0;985.0;?;7;-402.0;755.0;859.0;584.0;-852.0
215.0;892.0;836.0;1001.0;-677.0;7;-460.0;702.0;792.0;523.0;-811.0
118.0;846.0;806.0;980.0;-692.0;7;-491.0;721.0;736.0;601.0;-761.0
114.0;880.0;765.0;928.0;-690.0;7;-550.0;737.0;735.0;640.0;-710.0
121.0;856.0;729.0;943.0;-741.0;8;?;708.0;728.0;716.0;-696.0
108.0;862.0;787.0;922.0;?;8;-532.0;706.0;722.0;641.0;-709.0
110.0;857.0;740.0;913.0;-750.0;8;-500.0;601.0;692.0;648.0;-709.0
151.0;901.0;?;908.0;-705.0;8;-502.0;666.0;714.0;589.0;-699.0
200.0;905.0;836.0;924.0;-694.0;8;-446.0;700.0;771.0;642.0;?
198.0;914.0;812.0;918.0;-749.0;7;?;932.0;787.0;635.0;-763.0
147.0;884.0;737.0;935.0;-794.0;7;-472.0;702.0;741.0;699.0;?
236.0;939.0;886.0;981.0;-736.0;7;-494.0;828.0;794.0;684.0;-728.0
175.0;927.0;1025.0;982.0;-820.0;7;-436.0;254.0;825.0;496.0;-778.0
226.0;877.0;878.0;972.0;-499.0;8;?;?;819.0;643.0;-792.0
231.0;963.0;778.0;994.0;-645.0;9;-489.0;775.0;919.0;711.0;-799.0
349.0;965.0;773.0;998.0;-806.0;9;-312.0;855.0;880.0;653.0;-824.0
?;993.0;744.0;991.0;-707.0;9;-400.0;743.0;905.0;702.0;-849.0
?;898.0;772.0;986.0;-682.0;10;-407.0;651.0;809.0;562.0;-825.0
186.0;829.0;687.0;965.0;-654.0;9;-510.0;628.0;720.0;589.0;-739.0
134.0;783.0;833.0;961.0;-729.0;7;-441.0;597.0;663.0;536.0;-693.0
100.0;738.0;638.0;965.0;-623.0;7;-485.0;961.0;664.0;799.0;-648.0
209.0;767.0;463.0;978.0;-879.0;6;-541.0;860.0;698.0;864.0;-575.0
?;832.0;740.0;977.0;-787.0;6;-304.0;727.0;881.0;563.0;-636.0
270.0;873.0;584.0;962.0;-637.0;7;-399.0;909.0;805.0;547.0;-761.0
?;648.0;595.0;968.0;-684.0;7;-349.0;747.0;694.0;400.0;-746.0
224.0;650.0;474.0;973.0;-546.0;7;-334.0;705.0;637.0;576.0;-610.0
280.0;725.0;401.0;971.0;-590.0;7;-435.0;?;751.0;1017.0;-546.0
402.0;891.0;555.0;?;-936.0;7;-328.0;808.0;907.0;725.0;-604.0
401.0;969.0;564.0;972.0;-633.0;7;-8.0;644.0;959.0;263.0;-840.0
426.0;966.0;457.0;991.0;-369.0;7;-159.0;758.0;897.0;626.0;-898.0
362.0;765.0;451.0;?;-627.0;7;-310.0;735.0;786.0;?;-794.0
141.0;779.0;472.0;979.0;-631.0;7;-293.0;679.0;828.0;482.0;-703.0
248.0;783.0;384.0;962.0;-552.0;7;-308.0;687.0;775.0;598.0;-717.0
295.0;839.0;485.0;1000.0;-625.0;7;-266.0;720.0;814.0;641.0;-712.0
286.0;803.0;463.0;938.0;-591.0;7;-239.0;671.0;804.0;669.0;-739.0
237.0;804.0;421.0;948.0;-593.0;7;-260.0;641.0;?;613.0;-720.0
301.0;770.0;457.0;?;-562.0;7;-261.0;704.0;755.0;698.0;-696.0
361.0;747.0;444.0;865.0;-652.0;7;-334.0;734.0;725.0;727.0;-683.0
390.0;700.0;428.0;876.0;?;7;-215.0;690.0;710.0;587.0;-666.0
330.0;720.0;413.0;917.0;-600.0;7;-317.0;695.0;711.0;689.0;-647.0
285.0;723.0;453.0;880.0;-634.0;7;-386.0;691.0;?;660.0;-640.0
427.0;680.0;411.0;838.0;-698.0;7;-248.0;769.0;728.0;634.0;-642.0
557.0;742.0;?;790.0;-662.0;7;-195.0;713.0;763.0;590.0;-633.0
497.0;685.0;408.0;?;-632.0;7;-154.0;675.0;730.0;602.0;-672.0
?;675.0;379.0;685.0;-585.0;7;-94.0;658.0;709.0;625.0;-636.0
720.0;650.0;389.0;708.0;-566.0;7;-5.0;584.0;764.0;589.0;-628.0
722.0;682.0;358.0;691.0;-498.0;7;-16.0;582.0;783.0;740.0;-637.0
710.0;666.0;?;737.0;-526.0;6;38.0;?;768.0;623.0;-657.0
643.0;620.0;324.0;?;-477.0;6;-125.0;768.0;663.0;581.0;-653.0
617.0;612.0;430.0;487.0;-638.0;6;-72.0;?;?;585.0;?
693.0;663.0;432.0;710.0;?;7;48.0;622.0;729.0;490.0;-614.0
676.0;637.0;458.0;639.0;-459.0;7;50.0;?;685.0;536.0;-664.0
713.0;655.0;365.0;764.0;-520.0;7;-53.0;539.0;750.0;536.0;-629.0
?;657.0;445.0;672.0;-571.0;7;169.0;595.0;759.0;529.0;-659.0
774.0;612.0;176.0;670.0;-415.0;8;61.0;?;698.0;589.0;-660.0
?;610.0;395.0;?;-573.0;8;54.0;552.0;665.0;594.0;-587.0
787.0;619.0;322.0;612.0;-507.0;8;47.0;674.0;704.0;556.0;?
804.0;619.0;314.0;637.0;-505.0;8;61.0;670.0;713.0;606.0;-615.0
782.0;605.0;?;613.0;-510.0;8;69.0;?;714.0;544.0;-628.0
786.0;581.0;333.0;589.0;-495.0;8;?;652.0;711.0;571.0;-629.0
806.0;591.0;389.0;618.0;-481.0;8;130.0;661.0;716.0;536.0;-607.0
800.0;589.0;389.0;596.0;-452.0;8;150.0;613.0;695.0;522.0;-629.0
770.0;586.0;377.0;567.0;-457.0;8;142.0;592.0;?;493.0;-626.0
771.0;581.0;349.0;569.0;-431.0;8;148.0;585.0;711.0;516.0;-631.0
794.0;?;354.0;537.0;?;8;152.0;588.0;709.0;?;-608.0
831.0;544.0;342.0;563.0;-423.0;8;203.0;?;740.0;?;-609.0
782.0;568.0;324.0;592.0;-428.0;8;163.0;604.0;747.0;531.0;-619.0
711.0;573.0;354.0;593.0;-414.0;8;156.0;607.0;691.0;488.0;-625.0
734.0;613.0;376.0;620.0;-417.0;8;133.0;587.0;747.0;535.0;-622.0
742.0;?;382.0;627.0;-421.0;8;130.0;614.0;?;476.0;-641.0
728.0;580.0;388.0;?;-428.0;8;180.0;576.0;751.0;541.0;-641.0
606.0;563.0;319.0;588.0;-403.0;9;?;630.0;637.0;278.0;-643.0
512.0;573.0;341.0;589.0;-286.0;9;-100.0;394.0;649.0;535.0;-640.0
764.0;?;387.0;567.0;-475.0;9;?;792.0;727.0;668.0;-594.0
969.0;559.0;255.0;570.0;-617.0;9;386.0;468.0;804.0;345.0;-609.0
902.0;544.0;263.0;587.0;-321.0;9;512.0;543.0;812.0;340.0;-660.0
690.0;502.0;449.0;637.0;-121.0;9;297.0;622.0;694.0;338.0;-623.0
610.0;554.0;?;598.0;-235.0;9;84.0;775.0;681.0;407.0;-579.0
651.0;602.0;473.0;622.0;-351.0;9;171.0;592.0;776.0;352.0;-611.0
690.0;?;550.0;608.0;-297.0;9;158.0;668.0;723.0;361.0;-680.0
537.0;579.0;537.0;592.0;-318.0;9;68.0;603.0;731.0;440.0;-627.0
635.0;?;536.0;616.0;-363.0;9;148.0;654.0;815.0;327.0;-639.0
671.0;544.0;536.0;654.0;-300.0;9;163.0;479.0;711.0;369.0;-666.0
652.0;550.0;553.0;659.0;-283.0;9;188.0;654.0;750.0;329.0;-592.0
724.0;557.0;498.0;647.0;-271.0;9;270.0;486.0;772.0;319.0;-617.0
687.0;594.0;564.0;641.0;-198.0;9;292.0;433.0;776.0;222.0;-630.0
599.0;602.0;593.0;645.0;-91.0;9;264.0;494.0;790.0;290.0;-650.0
560.0;563.0;?;629.0;-154.0;9;243.0;508.0;771.0;258.0;-663.0
500.0;543.0;653.0;601.0;?;9;223.0;454.0;684.0;143.0;-633.0
505.0;534.0;711.0;574.0;-115.0;9;196.0;463.0;665.0;180.0;-609.0
506.0;573.0;667.0;?;?;9;93.0;471.0;729.0;374.0;-575.0
505.0;649.0;608.0;638.0;-304.0;9;74.0;575.0;837.0;475.0;-613.0
667.0;650.0;626.0;620.0;-364.0;9;119.0;613.0;900.0;446.0;-692.0
770.0;656.0;617.0;697.0;-365.0;?;318.0;?;930.0;395.0;-688.0
600.0;677.0;625.0;653.0;-281.0;9;106.0;?;893.0;341.0;-687.0
443.0;774.0;648.0;689.0;-295.0;9;-48.0;700.0;996.0;564.0;-753.0
506.0;740.0;721.0;670.0;-477.0;9;-74.0;609.0;902.0;525.0;-837.0
382.0;721.0;740.0;675.0;-375.0;9;-49.0;671.0;843.0;385.0;-785.0
202.0;660.0;644.0;702.0;-382.0;?;-185.0;814.0;711.0;472.0;-756.0
149.0;551.0;?;692.0;-417.0;9;-214.0;648.0;615.0;563.0;-651.0
413.0;678.0;604.0;709.0;?;9;-239.0;768.0;780.0;?;-547.0
491.0;832.0;775.0;711.0;-551.0;9;-166.0;920.0;969.0;447.0;-652.0
597.0;918.0;826.0;711.0;?;9;-74.0;532.0;999.0;?;-841.0
435.0;717.0;738.0;701.0;-445.0;8;-210.0;961.0;873.0;565.0;-864.0
282.0;717.0;582.0;?;-565.0;8;-347.0;637.0;839.0;649.0;-726.0
304.0;706.0;591.0;659.0;-533.0;8;-321.0;844.0;781.0;?;-703.0
372.0;709.0;584.0;706.0;-642.0;7;-418.0;917.0;763.0;587.0;-671.0
354.0;691.0;715.0;687.0;-560.0;7;-256.0;896.0;705.0;644.0;-668.0
183.0;356.0;117.0;708.0;-542.0;7;-452.0;558.0;454.0;910.0;-610.0
74.0;386.0;729.0;718.0;-636.0;7;-502.0;368.0;508.0;436.0;-302.0
387.0;604.0;518.0;750.0;-342.0;7;-144.0;293.0;614.0;?;-361.0
464.0;810.0;826.0;750.0;-180.0;8;-86.0;583.0;939.0;331.0;-587.0
263.0;804.0;754.0;737.0;-366.0;8;-387.0;787.0;781.0;765.0;-835.0
216.0;964.0;735.0;766.0;-692.0;9;?;1150.0;918.0;643.0;-684.0
329.0;991.0;841.0;782.0;?;8;-300.0;?;889.0;551.0;-865.0
256.0;779.0;705.0;839.0;-539.0;8;-307.0;877.0;?;592.0;-847.0
271.0;898.0;713.0;806.0;-577.0;8;-335.0;791.0;838.0;?;-722.0
208.0;746.0;575.0;879.0;-578.0;7;-328.0;985.0;724.0;470.0;?
132.0;591.0;399.0;858.0;-526.0;5;-408.0;-474.0;189.0;79.0;-677.0
240.0;559.0;647.0;?;?;2;-329.0;711.0;828.0;538.0;-564.0
445.0;1164.0;1077.0;889.0;154.0;-1;-179.0;970.0;1352.0;561.0;-573.0
344.0;786.0;?;889.0;-774.0;-2;47.0;?;895.0;616.0;-1123.0
40.0;850.0;463.0;885.0;-321.0;-6;-455.0;571.0;865.0;949.0;-799.0
-98.0;730.0;565.0;855.0;-661.0;-10;-567.0;1130.0;699.0;510.0;-674.0
-76.0;686.0;636.0;?;-913.0;-11;-498.0;544.0;580.0;307.0;-693.0
81.0;645.0;657.0;?;-376.0;-13;-332.0;643.0;749.0;601.0;-587.0
112.0;714.0;522.0;954.0;-636.0;-19;-570.0;795.0;717.0;671.0;-654.0
81.0;722.0;674.0;941.0;-745.0;-25;-329.0;651.0;821.0;581.0;-630.0
202.0;816.0;624.0;903.0;-557.0;-33;-376.0;758.0;849.0;702.0;-717.0
214.0;734.0;744.0;960.0;-695.0;-41;-305.0;?;875.0;492.0;-758.0
133.0;947.0;717.0;949.0;-517.0;-49;?;816.0;912.0;542.0;-767.0
97.0;753.0;756.0;978.0;-547.0;-52;-194.0;322.0;930.0;528.0;-877.0
-88.0;959.0;498.0;1030.0;-416.0;-37;-392.0;623.0;679.0;614.0;-765.0
456.0;1075.0;1779.0;1043.0;-839.0;-24;205.0;321.0;1435.0;?;-817.0
412.0;931.0;1168.0;991.0;249.0;-21;-81.0;771.0;1068.0;972.0;?
-448.0;-27.0;-289.0;994.0;-587.0;-4;-1288.0;1424.0;203.0;1175.0;-729.0
270.0;1253.0;919.0;993.0;-1247.0;8;-466.0;616.0;1164.0;530.0;-18.0
196.0;551.0;?;992.0;-599.0;4;-292.0;719.0;616.0;818.0;-1269.0
-10.0;807.0;492.0;955.0;-665.0;4;-466.0;847.0;685.0;649.0;-497.0
136.0;643.0;604.0;961.0;-746.0;4;-481.0;814.0;619.0;607.0;-664.0
65.0;724.0;543.0;940.0;-667.0;4;-427.0;769.0;722.0;579.0;-644.0
181.0;724.0;581.0;937.0;-656.0;6;-413.0;751.0;?;660.0;-642.0
?;737.0;526.0;?;-692.0;7;-450.0;657.0;741.0;692.0;-656.0
180.0;?;531.0;985.0;-627.0;7;-360.0;744.0;792.0;828.0;-674.0
133.0;743.0;527.0;1018.0;-661.0;8;-471.0;894.0;759.0;740.0;-692.0
124.0;777.0;566.0;997.0;-786.0;9;-419.0;782.0;793.0;?;-680.0
155.0;767.0;595.0;1002.0;-657.0;?;-333.0;688.0;766.0;644.0;-712.0
115.0;748.0;698.0;999.0;-615.0;9;-301.0;767.0;707.0;357.0;-702.0
-78.0;717.0;780.0;1001.0;-441.0;9;?;443.0;696.0;228.0;-711.0
?;806.0;884.0;996.0;-441.0;9;-189.0;545.0;960.0;601.0;-713.0
646.0;969.0;480.0;972.0;-496.0;?;94.0;582.0;1031.0;471.0;-788.0
446.0;848.0;419.0;951.0;?;9;-167.0;1108.0;894.0;244.0;-941.0
301.0;923.0;727.0;944.0;-631.0;9;-124.0;816.0;1118.0;454.0;-862.0
382.0;963.0;474.0;986.0;-508.0;9;2.0;942.0;1084.0;547.0;-971.0
350.0;880.0;659.0;984.0;-483.0;9;-74.0;125.0;954.0;374.0;-863.0
240.0;899.0;592.0;942.0;-142.0;9;-80.0;741.0;972.0;304.0;-825.0
111.0;938.0;510.0;911.0;-427.0;9;-220.0;-235.0;872.0;285.0;-907.0
290.0;855.0;1136.0;?;-257.0;9;-43.0;208.0;965.0;?;-856.0
216.0;1003.0;1099.0;916.0;-111.0;9;-163.0;468.0;1088.0;290.0;-917.0
134.0;1032.0;1106.0;915.0;-426.0;9;-157.0;?;1081.0;154.0;-1040.0
32.0;974.0;1131.0;918.0;-298.0;9;-206.0;887.0;1079.0;236.0;-1034.0
?;1009.0;852.0;818.0;-377.0;9;-236.0;666.0;1093.0;502.0;-1000.0
?;945.0;735.0;878.0;-600.0;9;-214.0;512.0;936.0;598.0;-1006.0
88.0;910.0;?;836.0;-494.0;9;-290.0;354.0;918.0;625.0;-889.0
58.0;911.0;744.0;765.0;-477.0;9;-229.0;143.0;907.0;675.0;-858.0
51.0;861.0;949.0;744.0;-504.0;9;-339.0;122.0;902.0;615.0;-865.0
-22.0;830.0;1188.0;680.0;-559.0;8;-285.0;438.0;871.0;278.0;-821.0
77.0;851.0;1362.0;?;-371.0;8;-292.0;749.0;924.0;307.0;-822.0
231.0;1006.0;1411.0;881.0;-471.0;8;-252.0;696.0;1070.0;416.0;-839.0
279.0;1027.0;1472.0;?;-585.0;7;-144.0;568.0;1127.0;526.0;-953.0
255.0;1013.0;1384.0;1006.0;-516.0;8;-139.0;502.0;1084.0;524.0;-964.0
120.0;974.0;1208.0;953.0;-509.0;5;-199.0;336.0;1069.0;447.0;-974.0
184.0;964.0;1125.0;930.0;-494.0;12;-200.0;152.0;1076.0;501.0;-954.0
91.0;915.0;1038.0;836.0;-490.0;?;-247.0;159.0;1014.0;441.0;-941.0
28.0;897.0;?;828.0;-447.0;18;-281.0;267.0;935.0;395.0;-901.0
-21.0;845.0;971.0;802.0;-450.0;58;-364.0;254.0;865.0;293.0;-852.0
-5.0;830.0;971.0;763.0;-496.0;73;-421.0;285.0;793.0;315.0;-794.0
12.0;793.0;912.0;666.0;-534.0;59;-412.0;209.0;707.0;316.0;-788.0
39.0;779.0;852.0;581.0;-502.0;53;-361.0;168.0;718.0;285.0;-736.0
104.0;914.0;965.0;467.0;-437.0;37;-344.0;106.0;847.0;299.0;?
236.0;900.0;1040.0;652.0;-443.0;19;-339.0;67.0;879.0;?;-876.0
358.0;887.0;958.0;432.0;-456.0;12;-240.0;?;916.0;368.0;-875.0
417.0;1025.0;1016.0;900.0;-509.0;7;-195.0;297.0;1097.0;350.0;-872.0
537.0;1008.0;1111.0;1045.0;-518.0;3;-63.0;298.0;?;406.0;-997.0
665.0;940.0;1100.0;683.0;-449.0;0;110.0;318.0;1069.0;374.0;-994.0
649.0;940.0;1116.0;986.0;-381.0;-5;192.0;345.0;1115.0;249.0;-920.0
544.0;996.0;1180.0;1123.0;-252.0;-8;132.0;235.0;1136.0;238.0;-965.0
385.0;924.0;1205.0;1178.0;-179.0;-8;77.0;79.0;1046.0;260.0;-1032.0
272.0;779.0;1034.0;1077.0;-188.0;-9;-76.0;53.0;878.0;272.0;-978.0
247.0;709.0;893.0;1106.0;-267.0;-9;-172.0;?;770.0;294.0;-827.0
207.0;633.0;840.0;1109.0;-341.0;-7;-174.0;150.0;709.0;305.0;-699.0
149.0;640.0;854.0;1061.0;-363.0;-5;-210.0;181.0;703.0;282.0;-638.0
148.0;726.0;890.0;1015.0;-381.0;-8;-283.0;221.0;780.0;394.0;-649.0
200.0;817.0;927.0;960.0;-456.0;-7;-307.0;291.0;829.0;355.0;-713.0
235.0;840.0;962.0;909.0;-507.0;-4;-321.0;294.0;870.0;432.0;-764.0
257.0;?;902.0;962.0;-499.0;-3;-270.0;274.0;817.0;436.0;-790.0
161.0;733.0;862.0;1008.0;-465.0;-3;-236.0;259.0;773.0;413.0;-744.0
144.0;750.0;874.0;1006.0;?;-3;-280.0;189.0;?;406.0;?
215.0;798.0;960.0;1072.0;-403.0;-3;-252.0;230.0;805.0;474.0;-710.0
366.0;998.0;1131.0;1014.0;?;-3;-198.0;278.0;1031.0;378.0;-759.0
399.0;1184.0;?;1019.0;-437.0;-3;-101.0;266.0;1271.0;406.0;-970.0
309.0;1272.0;1388.0;1068.0;-425.0;-3;-198.0;156.0;1312.0;360.0;-1169.0
325.0;1260.0;1332.0;928.0;-442.0;-3;-248.0;180.0;1316.0;393.0;-1247.0
463.0;1219.0;1310.0;942.0;-522.0;-3;-176.0;311.0;1236.0;409.0;-1234.0
420.0;1036.0;1204.0;1207.0;-571.0;-4;-33.0;455.0;1122.0;437.0;-1151.0
150.0;923.0;1053.0;1100.0;-486.0;-3;-215.0;307.0;995.0;364.0;-1030.0
135.0;977.0;1045.0;1039.0;-412.0;-4;-295.0;200.0;961.0;325.0;-900.0
185.0;1029.0;1133.0;571.0;-422.0;-2;-262.0;212.0;983.0;411.0;-928.0
259.0;1031.0;1155.0;1381.0;-484.0;-4;-157.0;291.0;1036.0;?;-969.0
287.0;939.0;?;1710.0;-455.0;-3;?;284.0;991.0;290.0;?
221.0;863.0;984.0;1641.0;-338.0;-1;-95.0;175.0;?;268.0;-938.0
200.0;835.0;931.0;1603.0;-290.0;-9;-145.0;165.0;849.0;303.0;-852.0
208.0;840.0;897.0;?;-345.0;4;-181.0;223.0;845.0;290.0;-825.0
161.0;811.0;890.0;1318.0;-398.0;-18;-193.0;269.0;819.0;303.0;-794.0
123.0;847.0;942.0;1071.0;-390.0;7;-203.0;190.0;827.0;300.0;?
128.0;867.0;963.0;894.0;-344.0;142;-213.0;131.0;825.0;295.0;-816.0
149.0;?;955.0;817.0;-329.0;159;?;110.0;854.0;293.0;-830.0
189.0;896.0;984.0;675.0;-329.0;83;-215.0;115.0;865.0;243.0;-833.0
224.0;892.0;1005.0;570.0;-325.0;45;-190.0;108.0;847.0;195.0;-862.0
236.0;891.0;1006.0;796.0;-324.0;19;-187.0;?;863.0;248.0;-882.0
239.0;987.0;1022.0;952.0;-304.0;12;?;92.0;938.0;190.0;-880.0
255.0;?;1101.0;325.0;-323.0;?;-240.0;39.0;1085.0;244.0;-942.0
443.0;1192.0;?;219.0;-388.0;8;-214.0;98.0;1167.0;217.0;-1089.0
639.0;?;1305.0;429.0;-351.0;4;-29.0;257.0;1231.0;?;-1153.0
707.0;1046.0;1138.0;954.0;-367.0;3;106.0;450.0;1186.0;269.0;-1152.0
510.0;1111.0;1173.0;989.0;-337.0;2;-29.0;378.0;1152.0;302.0;-1043.0
368.0;1157.0;?;814.0;-353.0;-2;-243.0;233.0;1100.0;296.0;-1089.0
468.0;995.0;1150.0;1153.0;-420.0;-4;-114.0;321.0;1036.0;304.0;-1111.0
479.0;991.0;1055.0;1089.0;-396.0;-2;-153.0;376.0;1015.0;378.0;-996.0
566.0;1002.0;1066.0;1142.0;-431.0;6;-116.0;393.0;1042.0;335.0;-977.0
553.0;1000.0;1071.0;915.0;-448.0;12;-10.0;444.0;1068.0;370.0;-980.0
527.0;957.0;1025.0;1118.0;-383.0;12;-29.0;380.0;1000.0;298.0;-974.0
442.0;879.0;971.0;1057.0;-347.0;13;-8.0;314.0;886.0;220.0;-923.0
366.0;819.0;911.0;1061.0;-299.0;15;-59.0;263.0;854.0;?;?
366.0;?;994.0;965.0;-263.0;16;-127.0;203.0;813.0;171.0;?
409.0;789.0;936.0;912.0;-281.0;16;-120.0;321.0;797.0;253.0;?
438.0;793.0;811.0;853.0;?;16;-126.0;236.0;838.0;277.0;-765.0
?;799.0;827.0;851.0;-311.0;17;-74.0;241.0;813.0;286.0;-769.0
456.0;802.0;886.0;811.0;-297.0;17;?;235.0;803.0;234.0;-767.0
427.0;792.0;866.0;861.0;-324.0;17;-89.0;280.0;811.0;206.0;-794.0
461.0;856.0;892.0;842.0;-297.0;17;-63.0;292.0;871.0;164.0;-763.0
682.0;982.0;1015.0;836.0;-309.0;17;55.0;281.0;1038.0;?;-845.0
909.0;1079.0;1157.0;772.0;?;17;214.0;280.0;1176.0;45.0;-979.0
896.0;1139.0;1227.0;752.0;-161.0;17;308.0;126.0;1247.0;-36.0;-1112.0
895.0;1017.0;1180.0;926.0;-51.0;17;371.0;-13.0;1118.0;-47.0;-1188.0
852.0;951.0;1139.0;1159.0;70.0;16;398.0;-128.0;1074.0;-131.0;-1090.0
894.0;981.0;1235.0;957.0;132.0;16;368.0;-172.0;1105.0;-115.0;-1046.0
944.0;917.0;1150.0;1232.0;128.0;16;?;-135.0;1088.0;-55.0;-1091.0
892.0;805.0;968.0;1220.0;79.0;16;329.0;-64.0;956.0;-41.0;-1027.0
820.0;711.0;878.0;992.0;33.0;17;348.0;-32.0;852.0;-57.0;-907.0
?;708.0;854.0;1163.0;41.0;17;349.0;9.0;?;-116.0;-815.0
914.0;794.0;915.0;1040.0;22.0;17;430.0;29.0;961.0;-111.0;-802.0
?;798.0;1033.0;1041.0;56.0;17;488.0;-22.0;991.0;-89.0;-882.0
916.0;750.0;1043.0;1131.0;133.0;17;?;-149.0;897.0;-175.0;-920.0
874.0;727.0;976.0;1186.0;228.0;17;485.0;-126.0;914.0;-253.0;-856.0
835.0;738.0;955.0;1199.0;231.0;17;460.0;-79.0;?;-149.0;-844.0
851.0;713.0;952.0;1199.0;166.0;17;428.0;?;893.0;-164.0;-849.0
880.0;758.0;999.0;1137.0;158.0;17;417.0;-139.0;932.0;-178.0;-823.0
947.0;870.0;1042.0;1012.0;?;17;393.0;-70.0;1023.0;?;-862.0
1003.0;961.0;1078.0;1178.0;49.0;17;417.0;122.0;1124.0;-68.0;-934.0
959.0;974.0;1087.0;1105.0;?;17;?;99.0;1126.0;-17.0;-1029.0
908.0;900.0;1121.0;1120.0;-17.0;17;415.0;45.0;1047.0;-23.0;-1034.0
848.0;859.0;1043.0;1080.0;78.0;17;318.0;61.0;1026.0;32.0;-990.0
838.0;984.0;1068.0;1017.0;-45.0;17;239.0;250.0;1086.0;113.0;-923.0
819.0;927.0;1118.0;1025.0;-167.0;17;217.0;157.0;1060.0;-30.0;-1025.0
798.0;883.0;1054.0;985.0;-82.0;17;297.0;21.0;?;-95.0;-993.0
806.0;941.0;1128.0;953.0;5.0;17;273.0;29.0;1012.0;-1.0;-956.0
767.0;856.0;1063.0;933.0;-36.0;17;169.0;115.0;912.0;85.0;-1018.0
623.0;678.0;824.0;975.0;-141.0;17;59.0;286.0;775.0;122.0;-902.0
