InertialMeasurementUnit R-SHOE EuY;Accelerometer RUA^ accY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit RUA accX;InertialMeasurementUnit LLA gyroZ
-20;1007.0;-35.0;35.0;240.0;-156;18.0;343;-965.0;70.0
-25;929.0;-13.0;-92.0;343.0;5;68.0;376;-897.0;-150.0
-27;976.0;-28.0;-18.0;331.0;8;-3.0;440;-930.0;-24.0
-21;1034.0;23.0;-40.0;205.0;127;-55.0;338;-983.0;-132.0
-15;998.0;18.0;125.0;230.0;174;104.0;535;-952.0;44.0
-22;979.0;0.0;-2.0;337.0;8;28.0;379;-931.0;9.0
14;962.0;-100.0;45.0;259.0;174;-30.0;-149;-949.0;161.0
-20;940.0;12.0;52.0;334.0;8;16.0;348;-915.0;83.0
-20;978.0;94.0;66.0;305.0;8;79.0;343;-952.0;-19.0
-27;1017.0;96.0;-12.0;212.0;174;71.0;360;-985.0;178.0
-20;989.0;-53.0;153.0;311.0;7;137.0;342;-929.0;-20.0
-28;1022.0;-36.0;19.0;413.0;24;-26.0;402;-860.0;117.0
-37;871.0;-52.0;147.0;424.0;-77;97.0;521;-927.0;-121.0
-37;925.0;-143.0;55.0;392.0;-75;22.0;551;-1044.0;8.0
-38;969.0;-18.0;22.0;412.0;-75;15.0;563;-868.0;16.0
-36;971.0;-78.0;31.0;323.0;-73;23.0;538;-970.0;17.0
-25;1000.0;-16.0;-47.0;313.0;-115;-99.0;354;-965.0;293.0
-29;1056.0;284.0;-168.0;227.0;-71;-60.0;439;-943.0;127.0
-20;993.0;6.0;1.0;253.0;-153;2.0;344;-967.0;65.0
-20;1011.0;-60.0;12.0;180.0;-130;4.0;326;-987.0;53.0
-20;1011.0;-16.0;10.0;255.0;-154;-2.0;337;-968.0;58.0
-20;1001.0;-4.0;-10.0;240.0;-154;27.0;343;-970.0;34.0
-20;1015.0;-21.0;17.0;257.0;-154;-12.0;344;-963.0;8.0
-20;997.0;-17.0;29.0;263.0;-153;19.0;341;-959.0;10.0
-25;1010.0;5.0;-8.0;373.0;-75;6.0;370;-757.0;-24.0
-21;1012.0;5.0;5.0;268.0;-145;-10.0;355;-970.0;11.0
-20;1019.0;-17.0;8.0;256.0;-153;-2.0;342;-965.0;69.0
-21;1000.0;11.0;-15.0;267.0;-145;-18.0;347;-965.0;51.0
-20;991.0;-9.0;14.0;260.0;-153;6.0;339;-966.0;20.0
-32;1056.0;-95.0;37.0;84.0;-14;-6.0;405;-1008.0;88.0
-36;1011.0;-32.0;-12.0;289.0;-73;-1.0;547;-916.0;18.0
-20;996.0;-5.0;1.0;262.0;-153;0.0;339;-963.0;5.0
-20;1010.0;3.0;10.0;261.0;-153;8.0;345;-961.0;48.0
-31;1215.0;-18.0;15.0;173.0;-71;31.0;441;-944.0;13.0
-20;997.0;1.0;18.0;265.0;-153;15.0;340;-963.0;29.0
-20;1012.0;44.0;-29.0;233.0;-154;-2.0;341;-983.0;-36.0
-21;1007.0;26.0;37.0;266.0;-149;29.0;348;-962.0;40.0
-26;975.0;142.0;79.0;477.0;-15;123.0;402;-1044.0;83.0
-20;1010.0;-11.0;-5.0;262.0;-153;-12.0;342;-959.0;45.0
-37;1024.0;-10.0;14.0;299.0;-77;26.0;550;-916.0;30.0
-21;992.0;-43.0;-4.0;246.0;-145;41.0;340;-962.0;37.0
-20;1010.0;-27.0;3.0;253.0;-154;14.0;343;-966.0;40.0
-79;1199.0;-130.0;190.0;161.0;16;144.0;-44;-1006.0;651.0
-22;969.0;78.0;-237.0;362.0;8;-144.0;353;-913.0;396.0
-19;1048.0;-261.0;176.0;227.0;-10;124.0;882;-982.0;196.0
-21;1037.0;123.0;-8.0;267.0;-145;72.0;346;-957.0;18.0
-36;1058.0;-21.0;-38.0;288.0;-73;-28.0;548;-910.0;69.0
-7;928.0;232.0;-227.0;440.0;-34;-121.0;1027;-1024.0;57.0
-34;1119.0;197.0;420.0;295.0;-12;562.0;756;-960.0;-672.0
-20;1018.0;-27.0;-10.0;248.0;-154;-13.0;347;-965.0;56.0
-21;973.0;166.0;-398.0;249.0;-147;-357.0;323;-810.0;-35.0
-24;1094.0;-107.0;-103.0;271.0;-74;-28.0;381;-846.0;-305.0
-26;999.0;59.0;52.0;208.0;174;84.0;345;-970.0;-46.0
-26;1039.0;11.0;-21.0;150.0;174;25.0;365;-988.0;-3.0
-21;1020.0;34.0;-19.0;278.0;-145;-24.0;343;-954.0;61.0
-20;1000.0;21.0;-15.0;259.0;-154;18.0;343;-963.0;38.0
-31;1036.0;-92.0;6.0;162.0;-71;14.0;434;-946.0;-12.0
-20;1012.0;-44.0;18.0;242.0;-155;12.0;342;-986.0;74.0
-20;1001.0;-22.0;-10.0;251.0;-156;-31.0;338;-942.0;187.0
-21;1016.0;-4.0;-30.0;264.0;-144;16.0;348;-956.0;58.0
-62;1353.0;-77.0;101.0;194.0;-145;-6.0;-49;-967.0;357.0
-21;1000.0;-118.0;2.0;239.0;-144;-38.0;350;-973.0;159.0
-25;1007.0;-2.0;-78.0;316.0;-115;-125.0;360;-939.0;28.0
-21;1009.0;-4.0;4.0;272.0;-145;54.0;347;-950.0;42.0
-28;630.0;-1.0;6.0;165.0;-71;13.0;418;-456.0;36.0
-20;999.0;-12.0;-15.0;265.0;-153;-10.0;348;-962.0;45.0
-25;630.0;-166.0;91.0;304.0;-74;50.0;404;-496.0;-35.0
-20;1009.0;4.0;-5.0;254.0;-154;-2.0;348;-962.0;42.0
-25;855.0;-68.0;47.0;471.0;-75;120.0;387;-712.0;67.0
-25;985.0;-18.0;6.0;294.0;-115;15.0;349;-927.0;-336.0
-29;849.0;-145.0;190.0;151.0;-158;98.0;370;-1024.0;62.0
-27;933.0;-36.0;2.0;103.0;-124;11.0;402;-895.0;18.0
-20;1004.0;31.0;8.0;260.0;-154;-18.0;339;-957.0;49.0
-28;1150.0;-118.0;75.0;123.0;-67;116.0;374;-957.0;296.0
-26;940.0;-38.0;-48.0;142.0;-124;-65.0;412;-888.0;70.0
-20;1015.0;-16.0;-31.0;252.0;-154;-23.0;344;-966.0;47.0
-25;1088.0;35.0;34.0;35.0;-139;12.0;382;-1002.0;18.0
-20;1011.0;-15.0;-14.0;250.0;-154;18.0;343;-971.0;41.0
-25;1073.0;-39.0;-30.0;-28.0;-116;-20.0;347;-998.0;193.0
-20;814.0;72.0;-45.0;414.0;-13;80.0;2812;-943.0;-557.0
-22;951.0;19.0;113.0;507.0;-20;191.0;337;-840.0;97.0
-20;1000.0;9.0;-10.0;258.0;-153;-21.0;343;-959.0;25.0
-20;1023.0;20.0;7.0;258.0;-153;23.0;344;-963.0;44.0
-25;892.0;-22.0;88.0;399.0;-75;-75.0;379;-823.0;13.0
-38;968.0;-12.0;-25.0;404.0;-75;-35.0;561;-882.0;82.0
-20;1029.0;40.0;-10.0;184.0;-129;12.0;333;-986.0;34.0
-31;1031.0;-28.0;-24.0;178.0;-71;14.0;434;-948.0;20.0
-25;1098.0;-22.0;-4.0;44.0;-116;9.0;346;-1026.0;64.0
-27;973.0;153.0;-79.0;255.0;-124;104.0;416;-1015.0;217.0
-20;994.0;1.0;-25.0;259.0;-153;-11.0;345;-964.0;20.0
-23;1022.0;5.0;39.0;183.0;-145;-18.0;352;-1011.0;45.0
-20;990.0;-31.0;-3.0;250.0;-153;-8.0;348;-966.0;18.0
-16;1083.0;-170.0;-279.0;312.0;25;-131.0;453;-1078.0;1969.0
-20;1022.0;-23.0;-3.0;239.0;-154;-11.0;343;-962.0;28.0
-20;1019.0;18.0;-28.0;213.0;-156;-21.0;339;-970.0;-67.0
-45;640.0;405.0;-145.0;234.0;-79;-133.0;-209;-1018.0;-527.0
-31;574.0;3.0;-197.0;496.0;-75;-240.0;479;-529.0;190.0
-61;904.0;13.0;258.0;479.0;-81;314.0;998;-1301.0;43.0
-37;1020.0;-21.0;-3.0;311.0;-77;-14.0;543;-922.0;37.0
-25;767.0;89.0;131.0;291.0;-75;106.0;378;-729.0;157.0
-27;722.0;-35.0;6.0;487.0;-78;6.0;413;-663.0;16.0
-28;601.0;-164.0;172.0;502.0;-47;71.0;405;-631.0;627.0
-20;1010.0;0.0;-37.0;251.0;-154;-9.0;348;-972.0;45.0
-20;1006.0;10.0;18.0;251.0;-154;13.0;341;-969.0;16.0
-20;1009.0;1.0;-16.0;245.0;-153;10.0;343;-966.0;30.0
-20;1016.0;9.0;-3.0;249.0;-153;5.0;341;-966.0;22.0
-20;1001.0;1.0;1.0;257.0;-154;-4.0;346;-964.0;29.0
-20;979.0;3.0;-1.0;251.0;-154;15.0;342;-969.0;22.0
-20;1008.0;-3.0;3.0;256.0;-154;7.0;344;-962.0;49.0
-20;1010.0;-5.0;3.0;258.0;-154;-3.0;345;-963.0;64.0
-25;936.0;-77.0;-22.0;184.0;-75;-272.0;374;-919.0;-26.0
-23;1107.0;-260.0;-29.0;-19.0;-6;-270.0;342;-1040.0;93.0
-20;1001.0;-16.0;-1.0;253.0;-154;22.0;343;-971.0;20.0
-25;941.0;-33.0;-31.0;147.0;-125;-21.0;373;-912.0;70.0
-20;1013.0;-21.0;12.0;241.0;-154;20.0;345;-966.0;30.0
-72;1320.0;-231.0;104.0;233.0;-72;35.0;34;-1101.0;84.0
-74;1228.0;-132.0;228.0;123.0;104;64.0;-506;-853.0;692.0
-38;1072.0;-742.0;-313.0;193.0;-146;-353.0;346;-1068.0;442.0
-20;1010.0;-38.0;-9.0;251.0;-153;-17.0;345;-969.0;90.0
-21;986.0;-3.0;-4.0;261.0;-148;11.0;344;-966.0;74.0
-25;1089.0;-20.0;-15.0;-40.0;-116;-20.0;352;-993.0;60.0
-22;1018.0;-114.0;-22.0;197.0;127;-291.0;314;-981.0;541.0
-20;1000.0;3.0;-16.0;257.0;-154;-4.0;341;-962.0;61.0
-29;1029.0;-7.0;2.0;175.0;-71;-5.0;439;-948.0;51.0
-25;1007.0;-49.0;-39.0;312.0;-115;94.0;354;-941.0;-153.0
-20;999.0;6.0;10.0;258.0;-154;8.0;341;-960.0;62.0
-20;1030.0;21.0;11.0;181.0;-130;3.0;343;-986.0;20.0
-27;888.0;130.0;191.0;119.0;-21;353.0;433;-922.0;-498.0
-20;985.0;-3.0;14.0;249.0;-156;-20.0;339;-950.0;60.0
-25;1078.0;-177.0;-117.0;71.0;-116;-132.0;335;-990.0;-118.0
-20;1059.0;-11.0;-3.0;216.0;-129;41.0;339;-985.0;-17.0
-29;1070.0;-8.0;53.0;213.0;-71;26.0;442;-951.0;38.0
-79;1009.0;-363.0;175.0;91.0;-60;52.0;842;-928.0;-315.0
-14;834.0;-13.0;-70.0;387.0;-54;19.0;1502;-851.0;-717.0
-29;1046.0;-44.0;3.0;181.0;-71;16.0;444;-944.0;39.0
-29;1065.0;-3.0;-22.0;186.0;-71;-5.0;439;-974.0;29.0
-20;1029.0;-17.0;3.0;232.0;-156;-37.0;346;-962.0;121.0
-23;855.0;-76.0;175.0;469.0;-71;145.0;1665;-1128.0;959.0
-20;1026.0;-38.0;37.0;181.0;-129;43.0;332;-978.0;10.0
-21;1005.0;-120.0;-32.0;274.0;-145;128.0;343;-956.0;63.0
-29;1052.0;7.0;26.0;197.0;-71;56.0;446;-956.0;19.0
-29;1050.0;-51.0;12.0;191.0;-71;39.0;438;-953.0;4.0
-20;1032.0;3.0;-4.0;186.0;-129;1.0;328;-983.0;37.0
-21;1020.0;0.0;39.0;240.0;-149;-10.0;346;-965.0;28.0
-21;957.0;44.0;67.0;249.0;-14;249.0;374;-916.0;238.0
-20;999.0;-61.0;-46.0;249.0;-154;-44.0;347;-961.0;76.0
-21;1017.0;265.0;-250.0;336.0;-113;57.0;395;-927.0;-488.0
-20;1000.0;-38.0;-14.0;252.0;-154;-2.0;343;-965.0;28.0
-20;1012.0;-13.0;8.0;253.0;-153;-4.0;342;-966.0;48.0
-23;1044.0;176.0;-172.0;62.0;-11;108.0;337;-956.0;559.0
-38;1030.0;70.0;-17.0;289.0;-75;-1.0;572;-923.0;48.0
-20;1001.0;-1.0;-1.0;257.0;-153;16.0;343;-968.0;54.0
-24;789.0;96.0;-62.0;587.0;-42;-32.0;367;-777.0;65.0
