InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit RLA magneticZ;Accelerometer HIP accZ;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RLA accY
77.0;-226.0;134.0;-606.0;285.0;-109;-172.0;359.0;219.0;470.0
98.0;-211.0;103.0;-626.0;281.0;-109;-164.0;366.0;213.0;660.0
98.0;-209.0;134.0;-639.0;283.0;-109;-164.0;359.0;217.0;633.0
104.0;-205.0;127.0;-579.0;280.0;-109;-164.0;367.0;221.0;627.0
105.0;-202.0;118.0;-621.0;281.0;-109;-163.0;359.0;219.0;625.0
109.0;-199.0;121.0;-601.0;280.0;-109;-161.0;366.0;220.0;614.0
105.0;-203.0;119.0;-595.0;282.0;-109;-162.0;368.0;220.0;622.0
105.0;-204.0;113.0;-596.0;282.0;-109;-162.0;368.0;217.0;616.0
107.0;-203.0;140.0;-615.0;281.0;-109;-162.0;359.0;220.0;616.0
224.0;-522.0;173.0;-153.0;138.0;-113;-33.0;79.0;150.0;276.0
-78.0;-823.0;171.0;-554.0;422.0;-90;233.0;253.0;-129.0;418.0
-505.0;-246.0;-183.0;-473.0;451.0;57;587.0;351.0;-304.0;508.0
-590.0;-574.0;-115.0;-148.0;470.0;-172;648.0;979.0;-373.0;671.0
-134.0;-768.0;-92.0;-875.0;411.0;-173;291.0;388.0;-150.0;545.0
-113.0;-763.0;-94.0;-591.0;407.0;-174;287.0;249.0;-137.0;426.0
-228.0;-403.0;-78.0;-294.0;385.0;-159;291.0;287.0;-157.0;503.0
-81.0;-444.0;-81.0;-554.0;352.0;-175;222.0;298.0;-119.0;656.0
-77.0;-419.0;-93.0;-544.0;349.0;-175;232.0;225.0;-122.0;655.0
-72.0;-404.0;-118.0;-702.0;350.0;-175;232.0;281.0;-121.0;584.0
-72.0;-394.0;-80.0;-597.0;351.0;-175;231.0;360.0;-122.0;566.0
-97.0;-356.0;-142.0;-847.0;310.0;-174;174.0;395.0;-75.0;555.0
-109.0;-372.0;-133.0;-772.0;303.0;-174;167.0;360.0;-69.0;558.0
-134.0;-412.0;-143.0;-636.0;296.0;-175;157.0;318.0;-61.0;657.0
-142.0;-431.0;-124.0;-629.0;292.0;-175;154.0;344.0;-56.0;647.0
-148.0;-452.0;-163.0;-620.0;288.0;-175;152.0;359.0;-53.0;695.0
-67.0;-434.0;-170.0;-563.0;267.0;-174;129.0;458.0;-40.0;833.0
-149.0;-674.0;-82.0;-681.0;383.0;-173;264.0;425.0;-119.0;710.0
-153.0;-509.0;-160.0;-671.0;278.0;-174;138.0;429.0;-45.0;689.0
-91.0;-493.0;-199.0;-1010.0;270.0;-174;132.0;405.0;-40.0;978.0
25.0;-283.0;-90.0;-860.0;-391.0;-144;-589.0;324.0;266.0;524.0
106.0;-203.0;112.0;-640.0;282.0;-109;-166.0;359.0;220.0;616.0
107.0;-202.0;98.0;-631.0;284.0;-109;-165.0;361.0;221.0;612.0
105.0;-206.0;111.0;-600.0;284.0;-109;-167.0;366.0;221.0;610.0
105.0;-202.0;129.0;-616.0;285.0;-109;-166.0;359.0;220.0;611.0
107.0;-202.0;99.0;-608.0;284.0;-109;-164.0;372.0;218.0;615.0
61.0;-207.0;3.0;-691.0;-213.0;-103;-547.0;282.0;225.0;402.0
83.0;-232.0;19.0;-640.0;-173.0;-103;-569.0;235.0;234.0;685.0
110.0;-200.0;113.0;-602.0;283.0;-109;-165.0;352.0;221.0;610.0
111.0;-200.0;112.0;-602.0;283.0;-109;-168.0;353.0;223.0;614.0
104.0;-205.0;129.0;-580.0;284.0;-109;-168.0;321.0;221.0;614.0
105.0;-206.0;111.0;-649.0;284.0;-109;-166.0;329.0;219.0;616.0
102.0;-208.0;111.0;-608.0;286.0;-109;-165.0;414.0;217.0;611.0
103.0;-210.0;129.0;-580.0;286.0;-108;-175.0;411.0;224.0;602.0
233.0;-172.0;-103.0;-239.0;205.0;-108;-139.0;-174.0;141.0;737.0
19.0;-271.0;123.0;-414.0;293.0;-107;-209.0;203.0;225.0;829.0
-9.0;-278.0;81.0;-616.0;299.0;-107;-211.0;138.0;234.0;703.0
-183.0;-332.0;175.0;-904.0;344.0;-107;-351.0;448.0;-125.0;872.0
-120.0;-331.0;114.0;-867.0;361.0;-106;-316.0;334.0;-13.0;681.0
-107.0;-326.0;101.0;-853.0;359.0;-106;-311.0;344.0;0.0;589.0
-74.0;-310.0;103.0;-746.0;359.0;-107;-296.0;288.0;28.0;521.0
-52.0;-303.0;112.0;-816.0;360.0;-107;-293.0;258.0;45.0;417.0
-25.0;-300.0;118.0;-787.0;357.0;-107;-287.0;277.0;59.0;430.0
-4.0;-297.0;107.0;-696.0;354.0;-107;-286.0;226.0;70.0;401.0
18.0;-299.0;114.0;-742.0;349.0;-107;-287.0;190.0;74.0;394.0
45.0;-296.0;122.0;-718.0;340.0;-107;-283.0;220.0;76.0;384.0
69.0;-289.0;131.0;-763.0;335.0;-107;-276.0;191.0;73.0;303.0
80.0;-286.0;111.0;-699.0;334.0;-107;-279.0;130.0;74.0;330.0
90.0;-280.0;89.0;-672.0;331.0;-107;-275.0;170.0;71.0;317.0
111.0;-267.0;110.0;-680.0;325.0;-107;-274.0;111.0;72.0;316.0
121.0;-263.0;123.0;-617.0;325.0;-107;-274.0;86.0;72.0;272.0
140.0;-254.0;105.0;-576.0;323.0;-107;-276.0;50.0;78.0;230.0
-210.0;-580.0;-170.0;-834.0;213.0;162;114.0;574.0;7.0;804.0
212.0;-235.0;123.0;-722.0;323.0;-106;-286.0;128.0;124.0;60.0
-230.0;47.0;-226.0;-870.0;-358.0;5;-319.0;341.0;180.0;618.0
-247.0;45.0;-101.0;-674.0;-432.0;50;-494.0;381.0;55.0;578.0
108.0;-314.0;127.0;-778.0;329.0;-106;-294.0;410.0;109.0;209.0
-120.0;-342.0;112.0;-1012.0;337.0;-108;-329.0;375.0;4.0;604.0
-38.0;-291.0;83.0;-405.0;308.0;-108;-271.0;215.0;184.0;618.0
54.0;-275.0;110.0;-676.0;298.0;-108;-246.0;397.0;223.0;1770.0
81.0;-225.0;63.0;-581.0;300.0;-108;-202.0;378.0;213.0;516.0
96.0;-205.0;93.0;-620.0;300.0;-108;-190.0;369.0;211.0;533.0
106.0;-190.0;86.0;-621.0;299.0;-108;-178.0;390.0;208.0;421.0
115.0;-174.0;60.0;-609.0;297.0;-108;-167.0;371.0;204.0;559.0
124.0;-167.0;75.0;-598.0;295.0;-108;-163.0;361.0;202.0;648.0
133.0;-165.0;79.0;-626.0;291.0;-108;-164.0;365.0;211.0;621.0
133.0;-164.0;73.0;-609.0;288.0;-108;-167.0;358.0;214.0;611.0
149.0;-147.0;74.0;-591.0;288.0;-108;-160.0;354.0;218.0;623.0
150.0;-148.0;84.0;-598.0;288.0;-108;-161.0;367.0;217.0;619.0
149.0;-147.0;73.0;-590.0;289.0;-108;-161.0;376.0;217.0;617.0
148.0;-147.0;60.0;-608.0;290.0;-108;-163.0;362.0;213.0;623.0
147.0;-150.0;82.0;-623.0;290.0;-108;-162.0;358.0;214.0;617.0
148.0;-150.0;67.0;-616.0;291.0;-108;-161.0;360.0;212.0;616.0
148.0;-150.0;71.0;-642.0;292.0;-108;-159.0;354.0;211.0;618.0
146.0;-153.0;60.0;-601.0;293.0;-108;-166.0;359.0;208.0;619.0
144.0;-152.0;70.0;-621.0;293.0;-108;-166.0;358.0;207.0;616.0
145.0;-154.0;64.0;-618.0;293.0;-108;-164.0;350.0;205.0;619.0
146.0;-156.0;89.0;-593.0;293.0;-108;-167.0;358.0;209.0;615.0
145.0;-155.0;72.0;-627.0;293.0;-108;-163.0;348.0;205.0;614.0
145.0;-156.0;79.0;-599.0;294.0;-108;-166.0;365.0;203.0;620.0
141.0;-158.0;77.0;-628.0;295.0;-108;-169.0;363.0;200.0;617.0
142.0;-159.0;41.0;-588.0;293.0;-108;-169.0;351.0;205.0;615.0
141.0;-159.0;84.0;-623.0;295.0;-108;-171.0;358.0;200.0;613.0
140.0;-160.0;74.0;-596.0;295.0;-108;-170.0;346.0;204.0;614.0
138.0;-163.0;70.0;-595.0;296.0;-108;-172.0;344.0;198.0;618.0
140.0;-163.0;72.0;-611.0;296.0;-108;-172.0;360.0;200.0;615.0
130.0;-172.0;91.0;-579.0;303.0;-108;-173.0;421.0;192.0;615.0
132.0;-171.0;85.0;-971.0;302.0;-108;-175.0;349.0;190.0;612.0
83.0;-228.0;116.0;-584.0;303.0;-107;-191.0;320.0;193.0;675.0
63.0;-241.0;137.0;-593.0;304.0;-107;-193.0;318.0;191.0;694.0
49.0;-256.0;143.0;-644.0;306.0;-107;-196.0;275.0;187.0;756.0
-18.0;-286.0;132.0;-395.0;314.0;-107;-210.0;184.0;195.0;600.0
-43.0;-270.0;177.0;-756.0;318.0;-107;-228.0;332.0;193.0;526.0
-56.0;-260.0;114.0;-795.0;315.0;-107;-241.0;517.0;180.0;454.0
-182.0;-343.0;130.0;-790.0;360.0;-106;-344.0;368.0;-71.0;753.0
-145.0;-314.0;140.0;-797.0;369.0;-107;-338.0;245.0;20.0;651.0
-128.0;-309.0;120.0;-727.0;369.0;-107;-332.0;199.0;33.0;507.0
-109.0;-306.0;119.0;-715.0;370.0;-107;-324.0;168.0;55.0;568.0
-52.0;-298.0;123.0;-735.0;374.0;-107;-308.0;178.0;91.0;418.0
-24.0;-300.0;121.0;-665.0;372.0;-107;-303.0;158.0;105.0;416.0
-1.0;-302.0;120.0;-604.0;369.0;-107;-296.0;128.0;116.0;418.0
22.0;-302.0;124.0;-611.0;370.0;-107;-291.0;98.0;126.0;349.0
46.0;-303.0;111.0;-638.0;368.0;-107;-286.0;107.0;134.0;332.0
68.0;-302.0;127.0;-599.0;365.0;-107;-284.0;84.0;139.0;287.0
121.0;-285.0;120.0;-367.0;357.0;-107;-271.0;58.0;143.0;257.0
172.0;-245.0;148.0;-530.0;337.0;-107;-288.0;160.0;188.0;209.0
314.0;-152.0;100.0;-611.0;304.0;-108;-259.0;71.0;164.0;-12.0
165.0;-255.0;142.0;-565.0;340.0;-107;-287.0;184.0;189.0;223.0
164.0;-257.0;123.0;-499.0;341.0;-107;-288.0;135.0;192.0;264.0
166.0;-258.0;121.0;-569.0;340.0;-107;-280.0;191.0;187.0;281.0
283.0;-176.0;110.0;-727.0;304.0;-107;-263.0;147.0;170.0;21.0
234.0;-145.0;-97.0;-514.0;-254.0;-84;-96.0;243.0;453.0;384.0
103.0;-310.0;63.0;-529.0;-113.0;-86;62.0;213.0;324.0;291.0
56.0;-363.0;35.0;-472.0;-42.0;-87;233.0;185.0;269.0;377.0
38.0;-383.0;43.0;-402.0;-16.0;-89;288.0;262.0;245.0;393.0
24.0;-396.0;6.0;-447.0;1.0;-95;322.0;195.0;225.0;425.0
9.0;-404.0;2.0;-425.0;14.0;-109;345.0;195.0;209.0;488.0
0.0;-407.0;32.0;-460.0;24.0;-120;360.0;193.0;196.0;527.0
-7.0;-418.0;16.0;-581.0;39.0;-123;369.0;173.0;185.0;523.0
-175.0;-337.0;178.0;-552.0;357.0;-107;-377.0;242.0;-98.0;736.0
-62.0;-256.0;100.0;-404.0;335.0;-108;-305.0;260.0;101.0;157.0
-26.0;-265.0;59.0;-275.0;329.0;-108;-293.0;560.0;139.0;560.0
68.0;-256.0;80.0;-701.0;324.0;-108;-223.0;384.0;211.0;749.0
94.0;-232.0;81.0;-629.0;322.0;-108;-207.0;409.0;211.0;406.0
140.0;-186.0;74.0;-639.0;319.0;-108;-176.0;411.0;218.0;655.0
142.0;-152.0;66.0;-636.0;310.0;-108;-141.0;378.0;195.0;499.0
153.0;-145.0;52.0;-610.0;306.0;-108;-139.0;381.0;188.0;595.0
163.0;-138.0;65.0;-621.0;303.0;-108;-136.0;354.0;186.0;637.0
168.0;-135.0;77.0;-598.0;298.0;-108;-137.0;381.0;190.0;651.0
172.0;-130.0;80.0;-631.0;295.0;-108;-136.0;395.0;190.0;614.0
173.0;-124.0;89.0;-617.0;289.0;-108;-138.0;406.0;194.0;633.0
187.0;-112.0;64.0;-646.0;285.0;-108;-134.0;397.0;198.0;625.0
192.0;-106.0;50.0;-668.0;283.0;-108;-133.0;376.0;192.0;620.0
190.0;-107.0;70.0;-609.0;284.0;-108;-134.0;380.0;191.0;621.0
192.0;-107.0;71.0;-637.0;282.0;-108;-133.0;389.0;188.0;625.0
194.0;-108.0;60.0;-670.0;282.0;-108;-132.0;392.0;189.0;627.0
193.0;-107.0;61.0;-641.0;283.0;-108;-132.0;396.0;188.0;624.0
192.0;-107.0;43.0;-630.0;284.0;-108;-132.0;403.0;189.0;623.0
197.0;-103.0;33.0;-614.0;284.0;-108;-133.0;401.0;189.0;618.0
201.0;-102.0;59.0;-650.0;286.0;-108;-132.0;397.0;190.0;627.0
205.0;-99.0;53.0;-636.0;285.0;-108;-136.0;394.0;192.0;626.0
211.0;-94.0;54.0;-631.0;286.0;-108;-135.0;388.0;193.0;633.0
210.0;-95.0;63.0;-634.0;286.0;-108;-136.0;397.0;189.0;629.0
209.0;-96.0;61.0;-631.0;284.0;-108;-136.0;395.0;190.0;633.0
211.0;-97.0;52.0;-609.0;285.0;-108;-136.0;389.0;191.0;631.0
210.0;-94.0;69.0;-608.0;285.0;-108;-135.0;396.0;189.0;627.0
211.0;-95.0;71.0;-629.0;285.0;-108;-135.0;383.0;192.0;631.0
212.0;-94.0;52.0;-656.0;286.0;-108;-136.0;381.0;188.0;631.0
212.0;-91.0;58.0;-637.0;282.0;-108;-136.0;407.0;190.0;626.0
211.0;-94.0;43.0;-650.0;284.0;-109;-135.0;392.0;192.0;629.0
211.0;-91.0;60.0;-640.0;285.0;-108;-136.0;394.0;191.0;629.0
211.0;-94.0;63.0;-607.0;284.0;-108;-139.0;394.0;192.0;629.0
212.0;-92.0;44.0;-656.0;287.0;-108;-137.0;385.0;189.0;628.0
213.0;-91.0;62.0;-629.0;285.0;-108;-134.0;416.0;194.0;627.0
214.0;-87.0;21.0;-638.0;285.0;-108;-133.0;397.0;196.0;629.0
214.0;-89.0;58.0;-566.0;287.0;-109;-132.0;470.0;198.0;629.0
5.0;-269.0;99.0;-608.0;299.0;-107;-184.0;154.0;179.0;649.0
-39.0;-296.0;39.0;-612.0;305.0;-107;-184.0;154.0;175.0;539.0
-178.0;-362.0;68.0;-691.0;346.0;-107;-324.0;223.0;4.0;761.0
-160.0;-357.0;59.0;-655.0;344.0;-107;-315.0;210.0;15.0;680.0
-139.0;-349.0;67.0;-627.0;344.0;-107;-310.0;132.0;28.0;693.0
-104.0;-337.0;75.0;-638.0;345.0;-107;-306.0;128.0;38.0;631.0
-69.0;-326.0;42.0;-628.0;344.0;-107;-301.0;121.0;50.0;571.0
5.0;-313.0;101.0;-463.0;344.0;-107;-289.0;62.0;72.0;384.0
77.0;-294.0;61.0;-466.0;344.0;-107;-280.0;34.0;84.0;265.0
-450.0;-75.0;-125.0;-851.0;-383.0;-47;173.0;836.0;276.0;1000.0
-530.0;-272.0;54.0;-754.0;-379.0;40;-137.0;488.0;288.0;848.0
-143.0;-311.0;140.0;-789.0;326.0;-107;-287.0;456.0;20.0;656.0
-102.0;-280.0;102.0;-481.0;321.0;-108;-280.0;356.0;59.0;389.0
33.0;-220.0;94.0;-667.0;308.0;-108;-270.0;408.0;163.0;672.0
42.0;-224.0;118.0;-517.0;306.0;-108;-264.0;271.0;179.0;712.0
40.0;-238.0;107.0;-342.0;302.0;-108;-260.0;226.0;200.0;690.0
142.0;-191.0;84.0;-671.0;292.0;-108;-210.0;481.0;237.0;804.0
149.0;-169.0;66.0;-640.0;284.0;-108;-189.0;413.0;225.0;457.0
160.0;-163.0;76.0;-672.0;279.0;-108;-190.0;445.0;225.0;667.0
179.0;-151.0;88.0;-653.0;276.0;-108;-188.0;455.0;229.0;710.0
182.0;-147.0;93.0;-665.0;275.0;-108;-183.0;444.0;231.0;683.0
190.0;-135.0;79.0;-650.0;277.0;-108;-178.0;425.0;234.0;657.0
193.0;-132.0;88.0;-651.0;277.0;-108;-172.0;430.0;232.0;659.0
201.0;-127.0;111.0;-630.0;275.0;-108;-172.0;391.0;233.0;672.0
198.0;-129.0;39.0;-597.0;275.0;-108;-175.0;246.0;233.0;674.0
187.0;-135.0;79.0;-528.0;280.0;-107;-174.0;398.0;232.0;706.0
38.0;-276.0;70.0;-535.0;325.0;-108;-236.0;266.0;202.0;948.0
19.0;-238.0;65.0;-679.0;296.0;-106;-228.0;198.0;215.0;641.0
-8.0;-244.0;85.0;-885.0;302.0;-106;-227.0;370.0;200.0;380.0
-194.0;-335.0;118.0;-539.0;360.0;-107;-331.0;232.0;-42.0;724.0
-156.0;-331.0;120.0;-605.0;361.0;-107;-319.0;186.0;-5.0;768.0
-109.0;-318.0;111.0;-644.0;360.0;-107;-309.0;174.0;26.0;431.0
-78.0;-307.0;91.0;-692.0;361.0;-107;-302.0;156.0;37.0;441.0
-1.0;-279.0;111.0;-452.0;358.0;-107;-290.0;83.0;70.0;417.0
-114.0;-568.0;1003.0;-154.0;308.0;-155;-535.0;-424.0;-557.0;-156.0
138.0;-253.0;98.0;-421.0;346.0;-107;-275.0;47.0;113.0;228.0
232.0;-195.0;107.0;-284.0;341.0;-107;-266.0;-29.0;154.0;120.0
-380.0;-37.0;-75.0;-474.0;-256.0;-106;-119.0;221.0;74.0;267.0
-504.0;-40.0;-30.0;-459.0;-398.0;-133;-176.0;190.0;133.0;578.0
-389.0;-152.0;130.0;-423.0;-243.0;-139;-166.0;149.0;165.0;385.0
-355.0;-131.0;-105.0;-832.0;-234.0;-139;-177.0;205.0;157.0;357.0
-347.0;-132.0;-94.0;-667.0;-237.0;-139;-182.0;253.0;151.0;408.0
-207.0;265.0;45.0;-524.0;-497.0;2;-317.0;-219.0;265.0;392.0
-213.0;-233.0;59.0;-662.0;-351.0;-48;-314.0;-138.0;279.0;553.0
-292.0;-158.0;-132.0;-516.0;-234.0;-88;-190.0;31.0;251.0;432.0
-265.0;-157.0;116.0;-490.0;-215.0;-87;-173.0;254.0;268.0;350.0
-260.0;-159.0;265.0;-467.0;-217.0;-134;-174.0;294.0;274.0;358.0
-247.0;-169.0;-51.0;-372.0;-245.0;-158;-194.0;194.0;301.0;390.0
63.0;-93.0;12.0;-381.0;-453.0;-94;-297.0;262.0;406.0;208.0
-181.0;183.0;-140.0;-274.0;-586.0;-77;-361.0;290.0;490.0;424.0
-354.0;-291.0;-112.0;-787.0;-303.0;-160;-316.0;493.0;347.0;317.0
-156.0;-315.0;187.0;-878.0;339.0;-116;-335.0;292.0;37.0;484.0
-26.0;-273.0;193.0;-848.0;312.0;-128;-324.0;278.0;188.0;379.0
67.0;-279.0;273.0;-767.0;284.0;-114;-328.0;184.0;304.0;723.0
127.0;-384.0;226.0;-687.0;171.0;-126;-393.0;162.0;470.0;476.0
-254.0;-728.0;-109.0;-645.0;30.0;63;-106.0;258.0;134.0;642.0
-328.0;-770.0;-171.0;-855.0;-106.0;77;-164.0;593.0;203.0;800.0
-124.0;-550.0;-208.0;-1043.0;84.0;-171;-84.0;667.0;223.0;765.0
-500.0;-280.0;103.0;-646.0;-157.0;51;-184.0;199.0;-146.0;401.0
-660.0;-462.0;111.0;-730.0;-35.0;72;-125.0;72.0;-296.0;229.0
-282.0;-531.0;-50.0;-754.0;290.0;162;14.0;190.0;-14.0;421.0
-253.0;-527.0;-13.0;-736.0;273.0;160;-3.0;192.0;8.0;647.0
-234.0;-534.0;4.0;-632.0;261.0;168;-18.0;343.0;24.0;504.0
-167.0;-512.0;14.0;-771.0;233.0;175;-41.0;76.0;72.0;438.0
-112.0;-483.0;-7.0;-596.0;214.0;157;-59.0;238.0;99.0;391.0
12.0;-408.0;-32.0;-670.0;172.0;204;-105.0;187.0;151.0;809.0
59.0;-373.0;23.0;-597.0;151.0;-52;-131.0;186.0;172.0;674.0
168.0;-236.0;15.0;-735.0;53.0;-156;-229.0;226.0;264.0;331.0
327.0;-51.0;-47.0;-949.0;-15.0;-156;-298.0;251.0;332.0;312.0
9.0;-549.0;-150.0;-660.0;87.0;-1;-183.0;503.0;117.0;751.0
111.0;-484.0;-185.0;-732.0;8.0;0;-270.0;566.0;195.0;768.0
271.0;-388.0;-72.0;-695.0;-141.0;0;-399.0;512.0;331.0;476.0
49.0;-328.0;-203.0;-593.0;-52.0;-174;-321.0;490.0;252.0;830.0
49.0;-326.0;-206.0;-655.0;-54.0;-174;-313.0;501.0;254.0;772.0
207.0;-96.0;-136.0;-707.0;-243.0;-152;-195.0;552.0;478.0;661.0
124.0;-255.0;-74.0;-579.0;-94.0;-153;-292.0;508.0;322.0;593.0
74.0;27.0;12.0;-621.0;-179.0;-147;-212.0;789.0;321.0;745.0
161.0;-88.0;262.0;-676.0;-305.0;-85;-453.0;485.0;669.0;404.0
-178.0;-92.0;-176.0;-694.0;50.0;-141;159.0;-68.0;-63.0;356.0
-202.0;-168.0;94.0;-258.0;64.0;-116;153.0;257.0;-60.0;262.0
356.0;-6.0;24.0;-1039.0;89.0;-170;-39.0;622.0;402.0;859.0
109.0;-181.0;117.0;-708.0;51.0;-122;162.0;427.0;288.0;817.0
-179.0;-484.0;-93.0;-610.0;-85.0;137;-169.0;600.0;283.0;774.0
-194.0;-504.0;-165.0;-656.0;-71.0;144;-167.0;552.0;251.0;743.0
-209.0;-517.0;-79.0;-557.0;-51.0;138;-155.0;500.0;221.0;801.0
-450.0;-864.0;113.0;-627.0;197.0;-100;-63.0;265.0;128.0;575.0
-336.0;-1093.0;440.0;-230.0;333.0;59;79.0;187.0;34.0;230.0
-367.0;-1017.0;60.0;-207.0;195.0;-102;-72.0;250.0;165.0;201.0
-243.0;-369.0;29.0;-206.0;113.0;-116;95.0;-180.0;-39.0;686.0
-197.0;-586.0;175.0;-619.0;147.0;-83;38.0;216.0;52.0;706.0
-188.0;-582.0;167.0;-611.0;153.0;-83;49.0;246.0;48.0;595.0
-219.0;-596.0;4.0;-572.0;196.0;-83;194.0;343.0;8.0;372.0
-271.0;-816.0;78.0;-705.0;409.0;-86;231.0;368.0;-175.0;475.0
-186.0;-778.0;89.0;-610.0;423.0;-89;258.0;366.0;-155.0;464.0
-506.0;-841.0;-53.0;-800.0;320.0;123;397.0;208.0;-230.0;379.0
-603.0;-468.0;2.0;-598.0;-58.0;31;141.0;470.0;-119.0;696.0
-538.0;-290.0;49.0;-425.0;-300.0;43;130.0;336.0;89.0;401.0
-574.0;-444.0;-242.0;-577.0;-135.0;34;101.0;685.0;-26.0;643.0
-504.0;-371.0;-58.0;-394.0;-152.0;67;114.0;626.0;-42.0;664.0
-450.0;-335.0;-9.0;-432.0;-198.0;63;-57.0;401.0;13.0;782.0
-442.0;-334.0;190.0;-504.0;-214.0;64;-80.0;483.0;2.0;569.0
-438.0;-323.0;-84.0;-431.0;-206.0;-139;-69.0;165.0;-1.0;633.0
-340.0;-955.0;6.0;-347.0;-90.0;-84;-350.0;50.0;349.0;622.0
-375.0;-707.0;-24.0;-434.0;-18.0;-84;-125.0;247.0;191.0;485.0
-384.0;-773.0;82.0;-320.0;-76.0;-19;-171.0;300.0;168.0;354.0
-404.0;-791.0;31.0;-414.0;84.0;-72;-13.0;266.0;63.0;261.0
-411.0;-979.0;158.0;-282.0;49.0;124;-47.0;-30.0;86.0;269.0
226.0;383.0;-96.0;-671.0;-571.0;-60;-610.0;451.0;533.0;531.0
-516.0;-911.0;-111.0;-614.0;106.0;-52;-19.0;257.0;58.0;336.0
56.0;-169.0;-61.0;-897.0;-318.0;-101;-464.0;231.0;179.0;434.0
120.0;188.0;3.0;-419.0;-620.0;-62;-569.0;105.0;479.0;369.0
238.0;529.0;-199.0;-441.0;-547.0;-65;-531.0;386.0;539.0;557.0
80.0;4.0;-195.0;-545.0;-630.0;29;-538.0;157.0;505.0;371.0
67.0;-149.0;-73.0;-793.0;-296.0;-101;-476.0;267.0;181.0;451.0
279.0;-10.0;-215.0;-904.0;-507.0;-147;-434.0;445.0;253.0;590.0
-487.0;-329.0;31.0;-924.0;-130.0;95;-121.0;569.0;-88.0;844.0
-396.0;-657.0;-67.0;-455.0;-135.0;-66;-97.0;378.0;144.0;224.0
74.0;-159.0;10.0;-795.0;-359.0;-102;-583.0;199.0;267.0;415.0
61.0;-169.0;-111.0;-736.0;-319.0;-101;-462.0;197.0;180.0;491.0
65.0;-85.0;-295.0;-886.0;-470.0;-170;-335.0;116.0;484.0;514.0
-404.0;-239.0;59.0;-253.0;-235.0;77;-99.0;371.0;-37.0;465.0
45.0;-156.0;-75.0;-719.0;-289.0;-101;-446.0;220.0;169.0;505.0
-381.0;-206.0;99.0;-526.0;-249.0;66;-112.0;348.0;-32.0;184.0
51.0;-134.0;-82.0;-697.0;-268.0;-101;-452.0;203.0;177.0;525.0
58.0;-134.0;-81.0;-715.0;-255.0;-101;-466.0;192.0;184.0;494.0
43.0;-123.0;2.0;-548.0;-319.0;-102;-545.0;72.0;253.0;241.0
-394.0;-224.0;41.0;-679.0;-262.0;63;-118.0;388.0;-33.0;235.0
-407.0;-247.0;-1.0;-575.0;-268.0;58;-124.0;254.0;-25.0;437.0
-418.0;-277.0;82.0;-464.0;-274.0;54;-123.0;240.0;-24.0;595.0
-422.0;-323.0;173.0;-551.0;-272.0;50;-119.0;235.0;-12.0;605.0
-422.0;-336.0;209.0;-726.0;-278.0;51;-117.0;274.0;-9.0;475.0
240.0;-78.0;-537.0;-552.0;-98.0;-174;32.0;316.0;273.0;605.0
196.0;-137.0;-488.0;-1036.0;-95.0;-174;90.0;193.0;258.0;452.0
110.0;-58.0;-246.0;-717.0;-41.0;-135;48.0;105.0;322.0;735.0
327.0;138.0;-253.0;-602.0;-328.0;-144;-585.0;153.0;165.0;591.0
343.0;-420.0;-52.0;-376.0;-19.0;-131;-316.0;114.0;430.0;361.0
178.0;-218.0;-232.0;-590.0;-74.0;-134;-71.0;139.0;384.0;321.0
266.0;122.0;-111.0;-434.0;-156.0;-49;285.0;543.0;144.0;616.0
-229.0;-387.0;9.0;-801.0;113.0;-105;85.0;-101.0;-38.0;519.0
-223.0;-402.0;49.0;-965.0;115.0;-100;76.0;195.0;-29.0;322.0
-213.0;-417.0;-57.0;-874.0;117.0;-85;70.0;266.0;-13.0;222.0
-304.0;-297.0;34.0;-796.0;232.0;-174;236.0;525.0;-127.0;-42.0
-476.0;-609.0;-143.0;-554.0;-82.0;-107;-68.0;108.0;93.0;268.0
-410.0;-678.0;195.0;-610.0;-45.0;-71;-15.0;200.0;41.0;252.0
-661.0;-1144.0;105.0;-261.0;121.0;96;26.0;-194.0;-57.0;140.0
-398.0;-883.0;-82.0;-546.0;198.0;-87;40.0;-235.0;-19.0;336.0
-446.0;-365.0;213.0;-249.0;-98.0;-92;-158.0;-62.0;113.0;377.0
-445.0;-362.0;121.0;-353.0;-107.0;-84;-148.0;201.0;129.0;432.0
-447.0;-362.0;100.0;-315.0;-109.0;-77;-148.0;259.0;128.0;439.0
-455.0;-372.0;-47.0;-363.0;-114.0;-66;-162.0;298.0;129.0;398.0
-458.0;-373.0;-67.0;-359.0;-115.0;-67;-162.0;293.0;130.0;377.0
-464.0;-374.0;-50.0;-345.0;-116.0;-67;-159.0;341.0;130.0;358.0
-472.0;-370.0;-5.0;-398.0;-113.0;-67;-151.0;202.0;131.0;253.0
-794.0;-591.0;-133.0;-260.0;-106.0;-97;-156.0;299.0;134.0;-475.0
-2.0;-93.0;-143.0;-492.0;389.0;102;427.0;376.0;-186.0;492.0
95.0;-101.0;-314.0;-341.0;205.0;-152;147.0;402.0;-9.0;823.0
106.0;-175.0;-271.0;-494.0;147.0;-152;39.0;536.0;41.0;619.0
