InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK accY;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accY;Accelerometer RKN^ accX;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX
-1;-332.0;-868.0;13.0;894.0;-172.0;-3.0;162.0;191.0
3;-330.0;-893.0;-26.0;911.0;-174.0;38.0;200.0;152.0
-6;-213.0;-967.0;12.0;937.0;-158.0;-7.0;75.0;19.0
3;-212.0;-963.0;-30.0;974.0;-179.0;-6.0;72.0;15.0
5;-266.0;-872.0;15.0;903.0;-10.0;81.0;178.0;115.0
0;-205.0;-966.0;-17.0;942.0;-167.0;45.0;69.0;28.0
-1;-215.0;-969.0;-14.0;977.0;-169.0;28.0;73.0;29.0
-3;-304.0;-995.0;4.0;1004.0;8.0;-43.0;59.0;131.0
0;-299.0;-983.0;-16.0;997.0;3.0;-13.0;73.0;112.0
-1;-278.0;-985.0;-36.0;994.0;7.0;-27.0;77.0;144.0
-1;-288.0;-1003.0;-32.0;1002.0;-7.0;-30.0;60.0;115.0
-1;-205.0;-963.0;-3.0;967.0;-171.0;41.0;74.0;25.0
-2;-371.0;-909.0;18.0;1039.0;-38.0;-362.0;225.0;66.0
5;-285.0;-877.0;4.0;872.0;-30.0;283.0;180.0;106.0
3;-213.0;-960.0;-12.0;955.0;-164.0;26.0;74.0;18.0
4;-210.0;-965.0;11.0;963.0;-158.0;29.0;77.0;27.0
2;-213.0;-966.0;20.0;937.0;-171.0;-3.0;73.0;37.0
-1;-211.0;-973.0;-14.0;960.0;-168.0;26.0;61.0;23.0
6;-178.0;-894.0;99.0;898.0;55.0;294.0;182.0;130.0
0;-206.0;-966.0;-13.0;949.0;-161.0;41.0;72.0;32.0
87;-304.0;-909.0;13.0;889.0;67.0;-239.0;182.0;-15.0
-1;-273.0;-865.0;31.0;844.0;-32.0;-33.0;180.0;100.0
-10;-296.0;-841.0;28.0;794.0;-29.0;67.0;180.0;163.0
0;-268.0;-858.0;8.0;849.0;-19.0;26.0;163.0;81.0
0;-255.0;-868.0;9.0;858.0;8.0;-2.0;164.0;106.0
3;-291.0;-850.0;20.0;862.0;-19.0;-60.0;166.0;108.0
-2;-209.0;-964.0;0.0;919.0;-169.0;22.0;61.0;19.0
1;-89.0;-828.0;-29.0;871.0;-229.0;-18.0;432.0;-116.0
-6;-280.0;-853.0;128.0;857.0;-7.0;-182.0;172.0;97.0
1;-265.0;-851.0;33.0;847.0;-21.0;-76.0;151.0;97.0
-4;-228.0;-966.0;-31.0;940.0;-180.0;75.0;92.0;56.0
4;-276.0;-871.0;8.0;852.0;-30.0;64.0;145.0;96.0
1;-234.0;-964.0;-17.0;958.0;-167.0;79.0;92.0;43.0
354;-253.0;-883.0;-65.0;909.0;50.0;299.0;172.0;97.0
0;-236.0;-964.0;74.0;956.0;-173.0;20.0;94.0;51.0
-1;-248.0;-965.0;-142.0;968.0;-179.0;131.0;191.0;47.0
5;-342.0;-875.0;-17.0;949.0;-172.0;-45.0;152.0;178.0
0;-247.0;-954.0;90.0;958.0;-169.0;18.0;98.0;43.0
0;-333.0;-895.0;-63.0;938.0;-142.0;94.0;149.0;164.0
-7;-487.0;-670.0;128.0;288.0;-239.0;10.0;402.0;319.0
3;-348.0;-861.0;107.0;839.0;-161.0;124.0;231.0;159.0
5;-334.0;-838.0;-51.0;838.0;-160.0;-29.0;284.0;156.0
1;-228.0;-951.0;64.0;942.0;-153.0;82.0;107.0;59.0
-21;-183.0;-953.0;285.0;922.0;-142.0;267.0;120.0;11.0
4;-408.0;-897.0;-50.0;941.0;-232.0;39.0;353.0;269.0
-1;-210.0;-950.0;132.0;956.0;-156.0;29.0;90.0;44.0
16;-300.0;-968.0;55.0;947.0;-181.0;-57.0;134.0;164.0
-270;-188.0;-899.0;286.0;915.0;-156.0;26.0;128.0;44.0
-2;-296.0;-958.0;-42.0;930.0;-170.0;8.0;124.0;206.0
0;-293.0;-952.0;-60.0;934.0;-161.0;25.0;97.0;208.0
8;-289.0;-938.0;-25.0;861.0;-159.0;21.0;94.0;163.0
12;-295.0;-955.0;-54.0;890.0;-195.0;17.0;110.0;22.0
-14;-319.0;-959.0;-73.0;948.0;-193.0;39.0;140.0;68.0
-1;-282.0;-866.0;19.0;838.0;-31.0;-102.0;170.0;94.0
5;-259.0;-674.0;-53.0;825.0;-26.0;22.0;109.0;90.0
-8;-310.0;-965.0;-5.0;935.0;-161.0;-33.0;119.0;221.0
15;-303.0;-965.0;29.0;942.0;-183.0;-126.0;123.0;173.0
2;-306.0;-945.0;-9.0;956.0;-183.0;-83.0;117.0;126.0
-3;-311.0;-942.0;63.0;968.0;-191.0;-57.0;127.0;117.0
-87;-228.0;-833.0;-185.0;928.0;53.0;59.0;216.0;89.0
8;-322.0;-959.0;-42.0;953.0;-180.0;64.0;140.0;140.0
19;-263.0;-907.0;151.0;900.0;-157.0;-169.0;196.0;59.0
1;-222.0;-945.0;274.0;985.0;-134.0;174.0;207.0;66.0
0;-258.0;-958.0;70.0;919.0;-151.0;-81.0;143.0;18.0
4;-206.0;-964.0;172.0;958.0;-166.0;-102.0;90.0;35.0
5;-179.0;-959.0;-43.0;948.0;-170.0;-252.0;39.0;-10.0
7;-226.0;-963.0;-65.0;944.0;-153.0;-85.0;103.0;29.0
35;-115.0;-986.0;-687.0;957.0;-228.0;55.0;81.0;22.0
0;-341.0;-602.0;-17.0;625.0;-74.0;-217.0;509.0;231.0
12;-313.0;-922.0;57.0;921.0;-140.0;-109.0;126.0;134.0
1;-187.0;-793.0;-20.0;801.0;-235.0;45.0;247.0;10.0
-3;-183.0;-965.0;-58.0;948.0;-142.0;-56.0;33.0;13.0
0;-228.0;-868.0;-1.0;847.0;-161.0;-71.0;-51.0;74.0
0;-188.0;-962.0;24.0;946.0;-163.0;-8.0;58.0;8.0
-2;-179.0;-954.0;17.0;926.0;-172.0;117.0;24.0;-10.0
0;-189.0;-960.0;13.0;959.0;-161.0;-14.0;63.0;5.0
-2;-256.0;-994.0;20.0;998.0;12.0;10.0;54.0;126.0
1;-258.0;-994.0;-19.0;988.0;35.0;7.0;54.0;128.0
2;-187.0;-976.0;26.0;949.0;-173.0;1.0;69.0;13.0
-2;-222.0;-972.0;18.0;1007.0;-19.0;-78.0;41.0;115.0
3;-186.0;-971.0;1.0;968.0;-159.0;-8.0;72.0;0.0
-7;-258.0;-994.0;-2.0;994.0;33.0;21.0;54.0;143.0
0;-195.0;-968.0;-7.0;957.0;-154.0;-22.0;68.0;9.0
-1;-194.0;-962.0;-27.0;950.0;-163.0;25.0;69.0;1.0
3;-191.0;-968.0;-26.0;954.0;-161.0;21.0;70.0;18.0
3;-190.0;-964.0;6.0;966.0;-172.0;-9.0;68.0;-3.0
2;-195.0;-967.0;7.0;984.0;-151.0;9.0;67.0;-8.0
5;-192.0;-960.0;18.0;951.0;-161.0;24.0;70.0;0.0
5;-193.0;-969.0;31.0;955.0;-160.0;-24.0;78.0;3.0
1;-195.0;-970.0;56.0;958.0;-162.0;-22.0;78.0;14.0
0;-197.0;-967.0;36.0;960.0;-158.0;-21.0;79.0;23.0
4;-199.0;-964.0;55.0;949.0;-152.0;-21.0;75.0;5.0
7;-194.0;-964.0;15.0;964.0;-166.0;8.0;78.0;11.0
-3;-182.0;-966.0;49.0;939.0;-166.0;-124.0;41.0;-10.0
1;-197.0;-961.0;12.0;958.0;-168.0;-20.0;80.0;19.0
2;-206.0;-974.0;21.0;949.0;-165.0;-8.0;96.0;11.0
7;-210.0;-968.0;16.0;960.0;-166.0;-5.0;84.0;19.0
3;-204.0;-957.0;-10.0;958.0;-173.0;51.0;84.0;19.0
-5;-203.0;-960.0;15.0;971.0;-169.0;-3.0;82.0;19.0
2;-200.0;-958.0;108.0;951.0;-155.0;2.0;93.0;12.0
-11;-154.0;-950.0;155.0;950.0;-202.0;21.0;32.0;-32.0
12;-200.0;-962.0;7.0;949.0;-183.0;-90.0;75.0;28.0
3;-282.0;-1008.0;23.0;1008.0;-20.0;-27.0;188.0;87.0
0;-139.0;-973.0;42.0;978.0;-135.0;119.0;128.0;-31.0
3;-180.0;-772.0;41.0;795.0;-231.0;-179.0;254.0;8.0
5;-276.0;-723.0;-423.0;765.0;-178.0;269.0;122.0;164.0
-24;18.0;-834.0;48.0;826.0;-386.0;163.0;88.0;2.0
5;-191.0;-963.0;-36.0;961.0;-162.0;3.0;37.0;-3.0
0;-261.0;-1005.0;-33.0;992.0;-11.0;66.0;59.0;115.0
1;-266.0;-990.0;-35.0;992.0;7.0;38.0;52.0;106.0
6;-196.0;-968.0;0.0;933.0;-144.0;36.0;36.0;-7.0
-3;-254.0;-965.0;-30.0;1006.0;-20.0;67.0;40.0;111.0
-5;-255.0;-976.0;-35.0;1004.0;5.0;70.0;43.0;109.0
-1;-280.0;-997.0;-19.0;1007.0;-25.0;52.0;52.0;114.0
4;-267.0;-956.0;64.0;991.0;-87.0;18.0;10.0;78.0
5;-304.0;-918.0;41.0;884.0;-161.0;-116.0;145.0;131.0
12;-227.0;-999.0;84.0;984.0;-115.0;162.0;161.0;95.0
-3;-240.0;-987.0;93.0;965.0;-139.0;7.0;131.0;30.0
13;-290.0;-939.0;-80.0;917.0;-161.0;71.0;112.0;147.0
0;-301.0;-962.0;-8.0;982.0;-140.0;4.0;298.0;154.0
6;-294.0;-950.0;-93.0;911.0;-177.0;78.0;118.0;137.0
3;-325.0;-950.0;11.0;978.0;-121.0;-49.0;293.0;143.0
3;-337.0;-934.0;-121.0;915.0;-171.0;91.0;161.0;66.0
4;-304.0;-928.0;-1.0;1010.0;-125.0;-11.0;311.0;119.0
5;-287.0;-956.0;-68.0;885.0;-167.0;4.0;117.0;193.0
-7;-214.0;-930.0;36.0;965.0;1.0;-95.0;67.0;110.0
5;-285.0;-942.0;-59.0;892.0;-168.0;60.0;128.0;35.0
2;-294.0;-876.0;151.0;871.0;-171.0;-43.0;205.0;122.0
4;-258.0;-995.0;-63.0;1000.0;21.0;32.0;59.0;115.0
1;-265.0;-943.0;-28.0;967.0;-120.0;20.0;322.0;55.0
4;-166.0;-895.0;12.0;922.0;-211.0;15.0;413.0;1.0
-3;-262.0;-939.0;-16.0;979.0;-121.0;31.0;322.0;86.0
-2;-264.0;-939.0;22.0;970.0;-124.0;-2.0;328.0;88.0
3;-170.0;-886.0;-15.0;926.0;-190.0;-58.0;415.0;2.0
0;-247.0;-943.0;-11.0;975.0;-116.0;-69.0;316.0;77.0
5;-205.0;-932.0;-64.0;937.0;-152.0;53.0;151.0;-11.0
1;-212.0;-932.0;-19.0;922.0;-155.0;198.0;158.0;19.0
14;-172.0;-901.0;162.0;942.0;-181.0;20.0;148.0;1.0
1;-221.0;-941.0;65.0;933.0;-159.0;104.0;160.0;52.0
-1;-225.0;-938.0;84.0;919.0;-149.0;54.0;160.0;33.0
3;-218.0;-936.0;70.0;926.0;-170.0;98.0;164.0;37.0
3;-287.0;-947.0;148.0;933.0;-184.0;104.0;148.0;39.0
1;-215.0;-942.0;47.0;921.0;-160.0;79.0;157.0;37.0
1;-160.0;-967.0;-301.0;990.0;-220.0;-84.0;253.0;5.0
0;-207.0;-854.0;-253.0;876.0;-107.0;133.0;261.0;48.0
-5;-243.0;-921.0;-3497.0;842.0;-92.0;-180.0;26.0;33.0
0;-252.0;-849.0;-372.0;976.0;-153.0;-75.0;205.0;8.0
-72;-96.0;-901.0;-301.0;941.0;-168.0;-24.0;160.0;3.0
-1;-229.0;-924.0;-166.0;915.0;-154.0;6.0;186.0;37.0
3;-280.0;-964.0;-63.0;946.0;-137.0;-197.0;213.0;17.0
-14;-301.0;-855.0;-106.0;867.0;-150.0;-267.0;220.0;158.0
4;-238.0;-936.0;-2.0;911.0;-171.0;-104.0;201.0;58.0
-3;-337.0;-886.0;32.0;916.0;-137.0;324.0;158.0;119.0
9;-200.0;-885.0;136.0;997.0;-261.0;-105.0;179.0;21.0
7;-282.0;-908.0;2.0;1010.0;-179.0;-38.0;202.0;148.0
-3;-283.0;-884.0;22.0;948.0;-170.0;-83.0;206.0;174.0
3;-281.0;-881.0;-9.0;925.0;-171.0;-101.0;172.0;177.0
1;-281.0;-880.0;13.0;906.0;-182.0;-32.0;181.0;192.0
-1;-173.0;-885.0;90.0;920.0;-205.0;-210.0;395.0;-10.0
23;-257.0;-908.0;17.0;900.0;-187.0;-29.0;248.0;84.0
4;-308.0;-991.0;31.0;996.0;-153.0;-11.0;85.0;152.0
27;-247.0;-931.0;-62.0;901.0;-151.0;-99.0;225.0;75.0
5;-328.0;-1028.0;67.0;986.0;-61.0;-23.0;139.0;242.0
4;-148.0;-965.0;-47.0;980.0;-153.0;-29.0;107.0;10.0
1;-229.0;-986.0;-43.0;1001.0;-12.0;-31.0;15.0;109.0
2;-151.0;-969.0;-70.0;989.0;-161.0;0.0;109.0;1.0
-3;-162.0;-982.0;-113.0;985.0;-132.0;-38.0;128.0;-6.0
-6;-151.0;-1002.0;-115.0;998.0;-163.0;-157.0;115.0;47.0
1;-149.0;-980.0;-63.0;978.0;-150.0;27.0;121.0;10.0
2;-153.0;-977.0;-44.0;997.0;-165.0;-15.0;108.0;32.0
-2;-263.0;-941.0;202.0;1001.0;-110.0;-177.0;321.0;66.0
3;-227.0;-966.0;121.0;970.0;-129.0;-62.0;174.0;65.0
4;-218.0;-969.0;53.0;978.0;-125.0;-94.0;164.0;61.0
5;-306.0;-988.0;5.0;1003.0;-145.0;49.0;94.0;163.0
4;-261.0;-999.0;-5.0;987.0;19.0;12.0;47.0;126.0
-392;-354.0;-991.0;-301.0;1299.0;-69.0;-136.0;366.0;-55.0
2;-236.0;-1001.0;-5.0;986.0;14.0;25.0;53.0;124.0
3;-256.0;-1000.0;-11.0;991.0;9.0;8.0;43.0;123.0
2;-210.0;-966.0;-7.0;977.0;-138.0;-114.0;168.0;66.0
249;-217.0;-1044.0;-233.0;1243.0;-83.0;188.0;153.0;16.0
8;-454.0;-847.0;-524.0;883.0;38.0;155.0;388.0;291.0
22;-237.0;-993.0;-163.0;987.0;-56.0;4.0;124.0;90.0
-3;-193.0;-1000.0;24.0;1031.0;-131.0;-4.0;80.0;127.0
1;-69.0;-840.0;145.0;848.0;-179.0;20.0;403.0;-75.0
-30;-254.0;-895.0;86.0;871.0;-111.0;59.0;185.0;86.0
0;-231.0;-855.0;330.0;839.0;-19.0;183.0;101.0;95.0
10;-313.0;-889.0;219.0;950.0;-110.0;-115.0;272.0;106.0
-10;-268.0;-886.0;100.0;928.0;-66.0;12.0;256.0;115.0
-2;-265.0;-889.0;116.0;928.0;-70.0;103.0;261.0;105.0
-10;-264.0;-888.0;99.0;923.0;-57.0;49.0;230.0;106.0
2;-280.0;-897.0;52.0;848.0;-142.0;59.0;345.0;117.0
-4;-152.0;-703.0;-75.0;833.0;-40.0;-111.0;472.0;-56.0
-8;-269.0;-902.0;97.0;921.0;-72.0;-26.0;271.0;86.0
2;-254.0;-919.0;-5.0;910.0;-101.0;164.0;243.0;86.0
4;-243.0;-950.0;10.0;961.0;-79.0;233.0;225.0;66.0
13;-241.0;-997.0;-42.0;938.0;-100.0;101.0;253.0;95.0
-5;-268.0;-971.0;45.0;1017.0;-213.0;14.0;119.0;174.0
2;-280.0;-953.0;19.0;997.0;-192.0;49.0;215.0;156.0
-1;-197.0;-966.0;-10.0;965.0;-141.0;107.0;159.0;55.0
1;-197.0;-969.0;-36.0;969.0;-142.0;113.0;147.0;48.0
0;-197.0;-967.0;-55.0;965.0;-149.0;159.0;153.0;58.0
4;-136.0;-984.0;-62.0;1019.0;-266.0;156.0;200.0;-28.0
7;-90.0;-991.0;170.0;1029.0;-143.0;35.0;31.0;-90.0
-2;-176.0;-987.0;37.0;976.0;-155.0;-10.0;92.0;38.0
-18;-229.0;-991.0;5.0;968.0;-233.0;75.0;188.0;67.0
2;-151.0;-984.0;-81.0;1012.0;-271.0;-194.0;212.0;-12.0
6;-269.0;-967.0;-39.0;960.0;-236.0;-65.0;197.0;94.0
-1;-269.0;-980.0;-83.0;959.0;-220.0;-56.0;192.0;115.0
5;-257.0;-977.0;-13.0;950.0;-190.0;-121.0;209.0;137.0
8;-245.0;-955.0;-24.0;968.0;-244.0;4.0;216.0;147.0
12;-241.0;-945.0;1.0;985.0;-237.0;59.0;213.0;168.0
-100;-198.0;-923.0;-78.0;971.0;-247.0;-6.0;269.0;12.0
-3;-248.0;-961.0;18.0;957.0;-228.0;12.0;209.0;78.0
-2;-238.0;-960.0;22.0;978.0;-218.0;-30.0;214.0;101.0
-6;-240.0;-957.0;0.0;978.0;-227.0;-42.0;209.0;90.0
-2;-145.0;-969.0;38.0;987.0;-253.0;-121.0;185.0;-12.0
-7;-249.0;-965.0;-5.0;988.0;-248.0;-48.0;216.0;87.0
-2;-249.0;-967.0;-10.0;940.0;-224.0;-27.0;208.0;96.0
-6;-245.0;-970.0;24.0;983.0;-230.0;12.0;208.0;106.0
8;-226.0;-985.0;2.0;978.0;29.0;40.0;56.0;133.0
-5;-214.0;-988.0;-5.0;953.0;-18.0;72.0;44.0;125.0
1;-213.0;-975.0;-25.0;974.0;31.0;124.0;44.0;111.0
3;-274.0;-958.0;-13.0;982.0;-245.0;0.0;220.0;124.0
-6;-278.0;-942.0;21.0;1008.0;-268.0;-19.0;230.0;87.0
1278;-326.0;-964.0;-60.0;944.0;12.0;-597.0;204.0;-37.0
-242;-217.0;-974.0;-2.0;984.0;-230.0;-131.0;119.0;133.0
20;-293.0;-968.0;5.0;976.0;-186.0;-123.0;104.0;136.0
-75;-277.0;-972.0;15.0;988.0;-243.0;-29.0;92.0;91.0
-20;-283.0;-974.0;46.0;944.0;-39.0;-65.0;82.0;131.0
4;-273.0;-961.0;26.0;950.0;-29.0;-102.0;83.0;124.0
0;-290.0;-927.0;42.0;947.0;-218.0;-14.0;268.0;152.0
3;-287.0;-929.0;19.0;949.0;-214.0;-27.0;266.0;143.0
-10;-264.0;-1001.0;-16.0;1001.0;-13.0;-14.0;15.0;116.0
74;-271.0;-1029.0;-20.0;994.0;-137.0;11.0;76.0;163.0
1;-262.0;-1001.0;-27.0;1011.0;-27.0;12.0;16.0;94.0
-3;-261.0;-1003.0;-21.0;1007.0;-14.0;20.0;19.0;97.0
2;-259.0;-1007.0;-7.0;1015.0;-8.0;22.0;31.0;97.0
72;-305.0;-1002.0;-3.0;1026.0;-91.0;-50.0;65.0;145.0
41;-285.0;-980.0;-23.0;1015.0;-115.0;-92.0;72.0;174.0
24;-292.0;-998.0;-17.0;1024.0;-151.0;-45.0;85.0;150.0
7;-267.0;-996.0;2.0;999.0;-11.0;95.0;23.0;127.0
-15;-279.0;-999.0;6.0;980.0;-159.0;-89.0;71.0;165.0
-36;-347.0;-1000.0;-13.0;996.0;-116.0;-48.0;69.0;127.0
1;-278.0;-1000.0;-35.0;1015.0;-14.0;114.0;43.0;135.0
-1;-275.0;-994.0;14.0;998.0;-35.0;-56.0;25.0;108.0
-1;-353.0;-902.0;1.0;961.0;-123.0;18.0;292.0;248.0
-5;-261.0;-929.0;-79.0;957.0;-177.0;-4.0;284.0;183.0
2;-270.0;-1000.0;-22.0;1016.0;-28.0;31.0;29.0;124.0
2;-265.0;-1000.0;-64.0;1006.0;-30.0;-34.0;26.0;96.0
4;-308.0;-989.0;-61.0;996.0;6.0;-219.0;86.0;144.0
7;-285.0;-996.0;12.0;997.0;3.0;12.0;112.0;138.0
3;-306.0;-1003.0;38.0;995.0;-15.0;-136.0;105.0;132.0
158;-296.0;-993.0;93.0;999.0;-122.0;-30.0;81.0;153.0
-2;-261.0;-999.0;-6.0;1016.0;-29.0;-14.0;17.0;122.0
-7;-267.0;-999.0;6.0;1016.0;-20.0;-21.0;22.0;126.0
0;-272.0;-992.0;30.0;996.0;-36.0;-50.0;27.0;115.0
48;-289.0;-1005.0;-10.0;1005.0;-150.0;19.0;68.0;158.0
307;-263.0;-1009.0;-28.0;987.0;-120.0;37.0;85.0;119.0
0;-273.0;-1006.0;-20.0;1010.0;-56.0;43.0;36.0;117.0
-1;-277.0;-1002.0;-24.0;1010.0;-34.0;57.0;34.0;132.0
3;-281.0;-1007.0;-98.0;1001.0;-19.0;79.0;57.0;111.0
0;-292.0;-991.0;55.0;949.0;-12.0;-52.0;67.0;125.0
-3;-294.0;-994.0;50.0;961.0;-1.0;-26.0;74.0;111.0
-3;-283.0;-980.0;54.0;951.0;-9.0;-36.0;77.0;109.0
2;-278.0;-964.0;30.0;960.0;-1.0;-20.0;71.0;115.0
-1;-278.0;-955.0;42.0;957.0;-9.0;-25.0;53.0;114.0
1;-283.0;-952.0;-20.0;967.0;-3.0;6.0;55.0;117.0
65;-312.0;-993.0;-11.0;990.0;-121.0;92.0;93.0;177.0
13;-307.0;-934.0;91.0;941.0;-152.0;-64.0;99.0;135.0
-51;-265.0;-1006.0;-72.0;980.0;-104.0;-5.0;60.0;38.0
0;-289.0;-961.0;-19.0;968.0;-1.0;0.0;67.0;128.0
5;-347.0;-997.0;-104.0;1011.0;-94.0;109.0;57.0;158.0
1;-294.0;-935.0;-58.0;940.0;-15.0;34.0;60.0;116.0
3;-286.0;-959.0;-41.0;953.0;-16.0;-46.0;55.0;106.0
13;-321.0;-963.0;15.0;948.0;-192.0;-61.0;130.0;146.0
-5;-272.0;-980.0;-30.0;960.0;74.0;20.0;137.0;116.0
-5;-288.0;-961.0;-13.0;912.0;-12.0;-36.0;66.0;134.0
13;-323.0;-957.0;5.0;957.0;-182.0;-50.0;135.0;159.0
21;-331.0;-934.0;211.0;935.0;-202.0;-44.0;141.0;146.0
-3;-294.0;-941.0;3.0;955.0;-12.0;1.0;41.0;126.0
7;-331.0;-955.0;-20.0;944.0;-171.0;-57.0;126.0;169.0
-3;-265.0;-961.0;-48.0;946.0;-11.0;20.0;45.0;120.0
-6;-277.0;-963.0;-11.0;944.0;-21.0;-10.0;39.0;139.0
-1;-279.0;-961.0;-17.0;929.0;-19.0;-17.0;44.0;133.0
31;-261.0;-970.0;91.0;950.0;-271.0;-72.0;106.0;109.0
-2;-287.0;-966.0;21.0;959.0;-16.0;-7.0;49.0;93.0
3;-288.0;-967.0;18.0;950.0;-10.0;-18.0;57.0;98.0
14;-332.0;-950.0;-35.0;940.0;-184.0;37.0;131.0;157.0
-2;-283.0;-955.0;9.0;941.0;-18.0;5.0;51.0;136.0
5;-303.0;-954.0;45.0;931.0;-183.0;-63.0;117.0;117.0
3;-187.0;-1018.0;-168.0;1008.0;102.0;415.0;202.0;61.0
4;-287.0;-969.0;-39.0;997.0;-30.0;72.0;102.0;84.0
-4;-276.0;-990.0;-83.0;1004.0;11.0;-44.0;87.0;93.0
-5;-253.0;-990.0;-23.0;989.0;35.0;14.0;93.0;125.0
-1;-260.0;-989.0;-57.0;1005.0;-9.0;62.0;98.0;84.0
15;-327.0;-950.0;29.0;948.0;-194.0;88.0;132.0;144.0
-5;-272.0;-1002.0;-44.0;979.0;10.0;32.0;134.0;115.0
-8;-294.0;-871.0;-82.0;872.0;-21.0;-143.0;189.0;127.0
-2;-290.0;-886.0;-19.0;869.0;-22.0;-140.0;192.0;126.0
-2;-297.0;-875.0;-6.0;873.0;-36.0;-73.0;190.0;112.0
-9;-277.0;-877.0;-21.0;871.0;-42.0;-88.0;202.0;116.0
-5;-282.0;-881.0;7.0;879.0;-22.0;-115.0;201.0;97.0
-5;-276.0;-1019.0;-36.0;996.0;0.0;-26.0;156.0;103.0
22;-268.0;-931.0;-6.0;907.0;-201.0;-70.0;236.0;102.0
1;-242.0;-970.0;-3.0;959.0;4.0;72.0;60.0;113.0
-2;-275.0;-1009.0;-26.0;960.0;32.0;57.0;103.0;125.0
0;-260.0;-984.0;-29.0;967.0;-14.0;65.0;101.0;153.0
-3;-311.0;-987.0;8.0;973.0;12.0;196.0;133.0;141.0
3;-246.0;-995.0;-16.0;997.0;-202.0;63.0;72.0;76.0
4;-243.0;-1004.0;-13.0;996.0;-176.0;25.0;71.0;60.0
19;-243.0;-1002.0;-24.0;978.0;-174.0;31.0;67.0;48.0
12;-342.0;-947.0;127.0;922.0;-162.0;-115.0;152.0;146.0
1;-194.0;-960.0;20.0;921.0;1.0;-26.0;26.0;76.0
-2;-276.0;-961.0;-12.0;988.0;-11.0;112.0;116.0;136.0
2;-234.0;-1004.0;-81.0;1001.0;-178.0;-19.0;69.0;76.0
0;-273.0;-986.0;-1.0;999.0;-13.0;38.0;106.0;148.0
3;-280.0;-977.0;-30.0;986.0;6.0;42.0;107.0;140.0
-6;-242.0;-986.0;-75.0;986.0;-205.0;-96.0;52.0;76.0
2;-286.0;-989.0;-48.0;864.0;-28.0;59.0;59.0;119.0
4;-290.0;-993.0;-30.0;987.0;-4.0;75.0;108.0;145.0
-3;-283.0;-985.0;12.0;989.0;-18.0;27.0;112.0;163.0
1;-278.0;-988.0;33.0;1005.0;-25.0;-28.0;107.0;163.0
13;-294.0;-989.0;35.0;1011.0;-171.0;-6.0;95.0;166.0
5;-271.0;-980.0;18.0;996.0;11.0;-20.0;107.0;161.0
12;-276.0;-968.0;-12.0;893.0;-12.0;34.0;45.0;86.0
-13;-280.0;-970.0;-8.0;861.0;9.0;-11.0;51.0;97.0
-4;-272.0;-971.0;-42.0;945.0;-30.0;24.0;43.0;118.0
10;-273.0;-963.0;-62.0;975.0;-28.0;27.0;39.0;60.0
10;-267.0;-963.0;-45.0;1003.0;-23.0;-10.0;43.0;115.0
4;-273.0;-950.0;-28.0;1006.0;-32.0;-20.0;30.0;68.0
6;-281.0;-951.0;47.0;983.0;-16.0;-23.0;33.0;123.0
3;-269.0;-979.0;55.0;1010.0;15.0;6.0;102.0;139.0
1;-278.0;-979.0;49.0;1015.0;8.0;-19.0;103.0;139.0
3;-278.0;-975.0;58.0;995.0;38.0;-28.0;104.0;140.0
12;-271.0;-948.0;-119.0;977.0;-31.0;142.0;56.0;29.0
-101;-254.0;-1005.0;34.0;1001.0;-144.0;59.0;65.0;75.0
-6;-235.0;-989.0;53.0;1002.0;-154.0;37.0;74.0;95.0
1;-232.0;-939.0;11.0;923.0;-1.0;-30.0;35.0;45.0
0;-261.0;-947.0;30.0;993.0;-49.0;63.0;76.0;37.0
0;-296.0;-983.0;-90.0;952.0;-25.0;83.0;116.0;114.0
0;-297.0;-973.0;-81.0;932.0;-39.0;59.0;66.0;110.0
2;-293.0;-951.0;-63.0;977.0;-13.0;56.0;63.0;128.0
-6;-265.0;-959.0;95.0;946.0;-34.0;-6.0;71.0;59.0
0;-279.0;-983.0;137.0;972.0;-29.0;-164.0;101.0;124.0
4;-287.0;-997.0;60.0;988.0;15.0;-62.0;94.0;115.0
1;-285.0;-1000.0;23.0;1008.0;26.0;-50.0;86.0;116.0
20;-246.0;-986.0;-48.0;991.0;-235.0;41.0;89.0;66.0
-3;-251.0;-973.0;3.0;1015.0;31.0;-53.0;68.0;134.0
5;-229.0;-953.0;47.0;944.0;-14.0;-44.0;50.0;58.0
13;-171.0;-966.0;-73.0;963.0;-41.0;67.0;65.0;116.0
-7;-248.0;-1011.0;-36.0;993.0;-221.0;-47.0;80.0;77.0
-3;-239.0;-959.0;25.0;949.0;8.0;-65.0;48.0;27.0
14;-184.0;-1011.0;4.0;969.0;-31.0;75.0;49.0;117.0
3;-225.0;-941.0;34.0;927.0;-17.0;-40.0;35.0;29.0
0;-267.0;-979.0;-2.0;973.0;50.0;-39.0;74.0;137.0
17;-273.0;-966.0;-32.0;977.0;-27.0;47.0;46.0;29.0
-1;-270.0;-991.0;-23.0;986.0;39.0;41.0;89.0;124.0
1;-277.0;-963.0;-65.0;953.0;-172.0;98.0;93.0;141.0
-1;-282.0;-1003.0;-62.0;978.0;30.0;5.0;92.0;119.0
