InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer HIP accY;Accelerometer RUA^ accX;Accelerometer BACK accZ
-733.0;-39.0;?;599.0;273.0;?;-519.0;?
-694.0;-62.0;-492.0;568.0;204.0;1096.0;-457.0;-923.0
?;-77.0;-494.0;624.0;251.0;1002.0;-448.0;-964.0
-675.0;-99.0;-491.0;735.0;206.0;928.0;-544.0;-971.0
-629.0;-120.0;-489.0;727.0;168.0;963.0;-587.0;-854.0
-647.0;-141.0;-502.0;758.0;201.0;952.0;-748.0;-934.0
-576.0;-157.0;-449.0;770.0;193.0;879.0;-680.0;-885.0
-557.0;-172.0;-449.0;729.0;134.0;899.0;-509.0;-829.0
-552.0;-183.0;-480.0;723.0;132.0;862.0;-421.0;-870.0
-531.0;-193.0;-441.0;703.0;160.0;968.0;-363.0;-911.0
-464.0;-204.0;?;752.0;136.0;932.0;-356.0;-937.0
-403.0;-211.0;-429.0;857.0;109.0;953.0;-419.0;?
-438.0;?;-467.0;874.0;75.0;939.0;?;-927.0
-522.0;-224.0;-468.0;835.0;74.0;960.0;-456.0;-960.0
?;-230.0;?;832.0;92.0;973.0;-495.0;-980.0
-483.0;-235.0;-470.0;844.0;68.0;991.0;-504.0;-999.0
-483.0;-237.0;?;863.0;85.0;1016.0;-446.0;-985.0
-491.0;-242.0;-437.0;883.0;80.0;993.0;-450.0;-952.0
-476.0;-244.0;-455.0;864.0;97.0;995.0;-458.0;-916.0
-468.0;-247.0;-456.0;865.0;70.0;958.0;-463.0;-934.0
-464.0;-240.0;-444.0;851.0;87.0;960.0;-476.0;-935.0
-459.0;?;-425.0;845.0;81.0;921.0;-461.0;-919.0
-446.0;-238.0;-421.0;840.0;65.0;935.0;-463.0;-880.0
-459.0;-235.0;-431.0;840.0;?;900.0;-434.0;-909.0
-448.0;-230.0;-451.0;828.0;66.0;889.0;-452.0;-889.0
-436.0;-228.0;-431.0;819.0;57.0;860.0;-423.0;-862.0
-439.0;-222.0;-433.0;824.0;66.0;891.0;-427.0;?
-420.0;-224.0;-429.0;812.0;52.0;888.0;-421.0;-926.0
-415.0;-220.0;-407.0;?;38.0;900.0;-416.0;-909.0
-426.0;-215.0;-386.0;831.0;49.0;898.0;-429.0;-924.0
-430.0;-212.0;-357.0;832.0;30.0;934.0;-438.0;-935.0
-419.0;-212.0;-413.0;821.0;58.0;956.0;-471.0;-965.0
-420.0;-207.0;-398.0;812.0;77.0;941.0;-472.0;-978.0
-419.0;-201.0;-426.0;820.0;118.0;956.0;-462.0;?
-450.0;-196.0;-421.0;822.0;152.0;945.0;-503.0;-869.0
-466.0;-182.0;-400.0;819.0;161.0;971.0;-587.0;-865.0
-472.0;-168.0;-241.0;781.0;205.0;1005.0;-615.0;-862.0
-468.0;?;-322.0;760.0;274.0;1060.0;-561.0;-876.0
-483.0;-143.0;-281.0;713.0;309.0;1047.0;-442.0;-821.0
-523.0;-124.0;-280.0;692.0;347.0;950.0;-406.0;-840.0
-596.0;-106.0;-266.0;694.0;389.0;984.0;-358.0;-802.0
-620.0;-85.0;-244.0;665.0;458.0;984.0;-380.0;-836.0
-650.0;-62.0;-217.0;631.0;492.0;987.0;?;-794.0
-689.0;-42.0;-233.0;614.0;484.0;993.0;-369.0;-870.0
-744.0;-18.0;-221.0;629.0;459.0;988.0;-412.0;-797.0
-696.0;7.0;-222.0;669.0;504.0;1042.0;-437.0;-763.0
-796.0;21.0;-179.0;602.0;561.0;1047.0;-459.0;-785.0
-800.0;37.0;-248.0;584.0;563.0;979.0;-406.0;-752.0
-783.0;49.0;-259.0;?;560.0;917.0;-346.0;-677.0
-800.0;60.0;-290.0;571.0;524.0;907.0;-288.0;-711.0
-790.0;69.0;-293.0;537.0;567.0;942.0;?;-703.0
-772.0;75.0;-296.0;490.0;588.0;946.0;-335.0;-728.0
-766.0;82.0;-270.0;493.0;583.0;?;-404.0;-755.0
-784.0;86.0;-226.0;505.0;577.0;1064.0;-406.0;-804.0
-796.0;87.0;-267.0;507.0;575.0;1018.0;-389.0;-783.0
-817.0;83.0;-269.0;521.0;546.0;968.0;-377.0;-770.0
-820.0;84.0;-245.0;543.0;498.0;947.0;-368.0;-768.0
-795.0;84.0;-316.0;?;488.0;955.0;-368.0;-739.0
-770.0;78.0;-350.0;525.0;481.0;939.0;?;-770.0
-750.0;74.0;-284.0;530.0;489.0;979.0;-425.0;-816.0
?;67.0;-261.0;523.0;477.0;986.0;-458.0;-817.0
-712.0;59.0;-318.0;549.0;485.0;991.0;-480.0;-806.0
-729.0;54.0;-314.0;538.0;513.0;975.0;-515.0;-822.0
-716.0;51.0;-312.0;556.0;528.0;1004.0;-566.0;-841.0
-728.0;49.0;-318.0;?;526.0;?;-533.0;-813.0
-760.0;57.0;-300.0;571.0;525.0;995.0;-479.0;-817.0
-768.0;59.0;-301.0;567.0;540.0;985.0;-462.0;-807.0
-776.0;63.0;?;560.0;547.0;961.0;-481.0;-791.0
-775.0;72.0;-359.0;556.0;559.0;948.0;-505.0;-767.0
?;83.0;-382.0;552.0;584.0;940.0;-519.0;-739.0
-757.0;87.0;-398.0;561.0;575.0;920.0;-501.0;-759.0
-765.0;96.0;-396.0;545.0;593.0;925.0;-501.0;-771.0
-774.0;108.0;-392.0;537.0;582.0;910.0;-443.0;-799.0
-785.0;116.0;-432.0;555.0;550.0;889.0;-445.0;-792.0
-781.0;?;-444.0;563.0;516.0;928.0;-475.0;-823.0
-808.0;139.0;-469.0;562.0;549.0;914.0;-463.0;-819.0
-784.0;145.0;-439.0;600.0;540.0;896.0;-455.0;-832.0
-755.0;151.0;-454.0;?;506.0;884.0;-542.0;-803.0
?;?;-435.0;577.0;522.0;864.0;-591.0;-771.0
-783.0;169.0;-468.0;588.0;508.0;?;-613.0;-802.0
-752.0;180.0;-451.0;582.0;489.0;891.0;-595.0;?
-737.0;190.0;-473.0;570.0;502.0;907.0;-559.0;-814.0
-749.0;197.0;-512.0;562.0;519.0;885.0;-524.0;-857.0
-735.0;?;-459.0;589.0;552.0;873.0;-541.0;-850.0
-759.0;214.0;-459.0;577.0;555.0;913.0;-566.0;-851.0
-773.0;219.0;-480.0;592.0;589.0;906.0;?;-822.0
-813.0;230.0;-425.0;593.0;593.0;872.0;-590.0;-820.0
-819.0;239.0;-481.0;568.0;593.0;892.0;-623.0;-789.0
-822.0;243.0;-502.0;547.0;607.0;918.0;-575.0;?
-844.0;251.0;-520.0;508.0;627.0;908.0;?;-825.0
-841.0;256.0;-477.0;526.0;599.0;918.0;-543.0;-887.0
-864.0;257.0;-468.0;527.0;563.0;942.0;-551.0;?
-851.0;266.0;-492.0;545.0;630.0;934.0;-558.0;-954.0
-864.0;269.0;-440.0;558.0;519.0;878.0;-599.0;-969.0
-856.0;273.0;-502.0;581.0;480.0;877.0;-587.0;-828.0
-891.0;279.0;-513.0;575.0;577.0;801.0;-582.0;-919.0
-781.0;285.0;-498.0;713.0;396.0;835.0;-657.0;-879.0
-773.0;288.0;-505.0;647.0;451.0;?;-588.0;-911.0
-858.0;288.0;-518.0;526.0;481.0;?;-564.0;-880.0
-708.0;?;?;687.0;467.0;846.0;-610.0;-880.0
?;293.0;-533.0;624.0;451.0;885.0;-617.0;-864.0
-774.0;299.0;-577.0;609.0;486.0;860.0;-651.0;-917.0
-737.0;303.0;-578.0;619.0;509.0;875.0;-693.0;-930.0
-736.0;303.0;-534.0;612.0;478.0;872.0;-708.0;-939.0
-773.0;309.0;-529.0;629.0;452.0;851.0;-698.0;-921.0
-807.0;315.0;-540.0;672.0;448.0;860.0;-688.0;?
-789.0;317.0;-509.0;679.0;422.0;868.0;-659.0;-883.0
-766.0;322.0;-500.0;660.0;457.0;872.0;-661.0;-878.0
-731.0;330.0;-494.0;642.0;?;888.0;-672.0;-846.0
?;334.0;-525.0;608.0;519.0;906.0;-678.0;-830.0
-725.0;347.0;-525.0;592.0;546.0;883.0;-685.0;-866.0
-743.0;360.0;-479.0;542.0;517.0;819.0;-692.0;-825.0
-798.0;?;?;515.0;581.0;901.0;-620.0;-819.0
-824.0;391.0;-394.0;?;613.0;931.0;-566.0;?
-815.0;411.0;-425.0;483.0;765.0;905.0;-545.0;?
-840.0;429.0;-158.0;463.0;681.0;909.0;-528.0;-768.0
-904.0;451.0;-211.0;494.0;646.0;989.0;-554.0;-666.0
-1049.0;472.0;-277.0;554.0;758.0;965.0;-628.0;-630.0
-911.0;478.0;?;474.0;810.0;1047.0;-550.0;-640.0
-852.0;484.0;-161.0;304.0;818.0;1026.0;?;-546.0
-921.0;495.0;-178.0;226.0;835.0;986.0;-395.0;-529.0
-950.0;509.0;-151.0;249.0;882.0;949.0;-424.0;-519.0
-946.0;524.0;-139.0;281.0;912.0;957.0;-351.0;-497.0
-963.0;534.0;-196.0;207.0;915.0;976.0;-275.0;-470.0
-991.0;544.0;-186.0;155.0;897.0;990.0;-271.0;-434.0
-1010.0;560.0;-152.0;178.0;938.0;?;-289.0;-434.0
-1016.0;576.0;-95.0;180.0;931.0;1015.0;-316.0;-446.0
-1006.0;588.0;-129.0;161.0;924.0;1024.0;-414.0;-352.0
-1027.0;603.0;-144.0;110.0;946.0;1001.0;-433.0;-383.0
-999.0;619.0;-184.0;101.0;946.0;953.0;-486.0;-359.0
-972.0;627.0;-194.0;110.0;933.0;945.0;-443.0;-385.0
-979.0;636.0;-169.0;71.0;924.0;983.0;-420.0;-366.0
-988.0;644.0;-143.0;38.0;922.0;976.0;-389.0;-358.0
-976.0;649.0;-123.0;38.0;923.0;973.0;-423.0;-351.0
-959.0;659.0;-103.0;15.0;904.0;940.0;-428.0;-340.0
-951.0;668.0;-72.0;3.0;893.0;931.0;-440.0;?
-934.0;676.0;-147.0;25.0;880.0;913.0;-453.0;?
-916.0;688.0;-309.0;-11.0;977.0;1105.0;-433.0;-342.0
-901.0;701.0;-324.0;-38.0;1046.0;1294.0;-407.0;-386.0
-905.0;715.0;-284.0;-51.0;1018.0;1058.0;-396.0;-507.0
-971.0;730.0;-211.0;5.0;1022.0;929.0;-331.0;-486.0
?;?;-349.0;69.0;1042.0;1205.0;-419.0;-534.0
-1064.0;?;-299.0;-44.0;974.0;1073.0;-387.0;-506.0
-1094.0;752.0;-342.0;20.0;899.0;1010.0;-347.0;-421.0
?;758.0;-302.0;212.0;956.0;971.0;?;?
-1021.0;755.0;-293.0;?;962.0;1011.0;-241.0;-475.0
-933.0;758.0;?;274.0;913.0;1029.0;-262.0;-390.0
-1004.0;757.0;-168.0;153.0;857.0;978.0;-272.0;-347.0
-1009.0;752.0;-142.0;98.0;803.0;863.0;-273.0;-294.0
-963.0;753.0;-190.0;109.0;782.0;815.0;-324.0;-261.0
-856.0;753.0;-194.0;143.0;794.0;846.0;-286.0;-240.0
-824.0;752.0;-214.0;27.0;?;909.0;-241.0;-249.0
-766.0;752.0;-176.0;-33.0;883.0;941.0;-181.0;-227.0
-771.0;751.0;-103.0;-14.0;921.0;1002.0;-198.0;-250.0
-809.0;749.0;-49.0;32.0;?;976.0;-211.0;-251.0
-845.0;745.0;-49.0;-31.0;857.0;997.0;-269.0;?
-863.0;739.0;-63.0;-96.0;880.0;?;-295.0;-316.0
-824.0;738.0;-137.0;-198.0;984.0;991.0;-267.0;-421.0
?;737.0;-49.0;-59.0;996.0;1036.0;-259.0;-415.0
-903.0;739.0;-77.0;63.0;1129.0;1206.0;-271.0;-388.0
-1037.0;734.0;-281.0;40.0;?;1335.0;-305.0;-670.0
-992.0;732.0;-453.0;-342.0;1164.0;1370.0;-412.0;-728.0
-1248.0;727.0;-539.0;35.0;913.0;1168.0;-512.0;-686.0
-1317.0;723.0;-540.0;195.0;713.0;915.0;-620.0;-570.0
-1375.0;716.0;-464.0;316.0;857.0;836.0;-673.0;-595.0
-1017.0;711.0;-313.0;8.0;876.0;?;-709.0;-600.0
-817.0;?;-320.0;270.0;858.0;990.0;-657.0;-544.0
-987.0;721.0;-276.0;350.0;867.0;986.0;-613.0;-444.0
-985.0;?;-268.0;285.0;848.0;907.0;-483.0;-426.0
-964.0;730.0;-230.0;141.0;804.0;841.0;-341.0;-380.0
-940.0;739.0;-187.0;145.0;816.0;831.0;-292.0;-369.0
-908.0;751.0;-175.0;116.0;833.0;860.0;-304.0;-351.0
-866.0;756.0;-116.0;122.0;840.0;836.0;-299.0;-339.0
-874.0;767.0;-120.0;120.0;877.0;825.0;-353.0;-357.0
-888.0;774.0;-113.0;86.0;878.0;874.0;-367.0;-333.0
-897.0;781.0;-78.0;54.0;915.0;961.0;-348.0;-372.0
?;788.0;?;58.0;914.0;1031.0;?;-372.0
-938.0;790.0;-373.0;40.0;974.0;1045.0;-308.0;-401.0
-947.0;792.0;-128.0;30.0;?;968.0;-283.0;-314.0
-968.0;795.0;176.0;54.0;945.0;1044.0;-173.0;-431.0
-980.0;797.0;-228.0;96.0;1104.0;1157.0;-266.0;-517.0
?;794.0;-431.0;86.0;1023.0;1041.0;-157.0;-569.0
-1022.0;793.0;-395.0;128.0;731.0;1356.0;-6.0;-492.0
-1182.0;787.0;-362.0;?;789.0;1047.0;-53.0;-604.0
-1138.0;775.0;-333.0;290.0;779.0;957.0;-120.0;-644.0
-881.0;?;-225.0;252.0;826.0;876.0;-354.0;-710.0
-905.0;746.0;-279.0;224.0;899.0;1152.0;-315.0;?
-926.0;727.0;-334.0;253.0;855.0;1106.0;-268.0;-713.0
-961.0;708.0;-301.0;302.0;706.0;889.0;-358.0;?
-1067.0;689.0;-289.0;347.0;636.0;904.0;-175.0;-544.0
-969.0;665.0;-315.0;284.0;544.0;848.0;-126.0;-513.0
-865.0;641.0;-334.0;225.0;570.0;830.0;-179.0;-523.0
?;618.0;-349.0;176.0;566.0;785.0;-181.0;-534.0
-657.0;595.0;-346.0;167.0;585.0;872.0;-219.0;?
-630.0;575.0;-290.0;207.0;603.0;881.0;-239.0;?
-684.0;557.0;-345.0;234.0;626.0;933.0;-269.0;-528.0
-692.0;536.0;?;264.0;669.0;900.0;-257.0;-539.0
-700.0;520.0;-432.0;244.0;600.0;843.0;-119.0;-569.0
-744.0;499.0;-428.0;317.0;526.0;571.0;-124.0;-522.0
-778.0;472.0;-404.0;272.0;567.0;814.0;-216.0;-664.0
?;443.0;-507.0;178.0;543.0;835.0;-205.0;-819.0
-675.0;421.0;-280.0;372.0;305.0;818.0;-245.0;-766.0
-779.0;390.0;?;612.0;246.0;857.0;-239.0;-753.0
-840.0;347.0;-638.0;504.0;282.0;792.0;-363.0;-810.0
-581.0;306.0;-689.0;443.0;210.0;?;-225.0;-774.0
-484.0;264.0;-810.0;539.0;218.0;787.0;?;-864.0
-536.0;224.0;-668.0;600.0;227.0;914.0;-312.0;-884.0
-438.0;189.0;-639.0;632.0;158.0;907.0;?;-883.0
-476.0;146.0;-642.0;669.0;96.0;832.0;-505.0;-857.0
-455.0;104.0;-651.0;674.0;105.0;879.0;-457.0;-842.0
-377.0;68.0;-591.0;682.0;71.0;860.0;-255.0;-837.0
-347.0;?;-691.0;696.0;25.0;733.0;?;-808.0
-327.0;4.0;-618.0;706.0;-38.0;757.0;-308.0;-849.0
-283.0;-24.0;-660.0;683.0;29.0;787.0;-388.0;-862.0
-254.0;-54.0;-751.0;?;20.0;785.0;-375.0;-925.0
-189.0;-75.0;-748.0;742.0;34.0;846.0;-293.0;-921.0
-242.0;-92.0;-622.0;712.0;?;?;-199.0;-875.0
-176.0;-112.0;-599.0;860.0;30.0;782.0;-231.0;-898.0
-259.0;-128.0;-530.0;779.0;55.0;746.0;-216.0;-876.0
-202.0;-139.0;-608.0;763.0;30.0;753.0;?;-918.0
-241.0;-153.0;-621.0;769.0;54.0;764.0;-295.0;-868.0
-302.0;-161.0;-660.0;740.0;41.0;769.0;-262.0;-843.0
?;-164.0;-549.0;733.0;70.0;721.0;-221.0;-798.0
-212.0;-169.0;-579.0;698.0;101.0;741.0;-161.0;-796.0
-229.0;?;-558.0;721.0;95.0;753.0;-131.0;-817.0
-245.0;?;-588.0;693.0;123.0;753.0;-165.0;-837.0
-252.0;-173.0;-633.0;683.0;82.0;772.0;-204.0;-854.0
-256.0;-171.0;-684.0;736.0;57.0;?;-250.0;-848.0
-267.0;-171.0;-624.0;727.0;66.0;724.0;-189.0;-860.0
-226.0;-173.0;-671.0;757.0;57.0;757.0;-178.0;-860.0
-206.0;-173.0;-649.0;772.0;67.0;709.0;-198.0;-819.0
-209.0;-170.0;-596.0;772.0;93.0;710.0;-201.0;-759.0
?;-164.0;-691.0;784.0;124.0;688.0;-124.0;-800.0
-202.0;-155.0;-714.0;742.0;121.0;742.0;-293.0;-808.0
-222.0;-146.0;-618.0;739.0;101.0;681.0;-255.0;-836.0
-257.0;-139.0;-552.0;763.0;86.0;694.0;?;-890.0
-245.0;?;-553.0;776.0;64.0;658.0;-269.0;-916.0
-277.0;-125.0;-717.0;806.0;34.0;726.0;-212.0;-935.0
-274.0;-121.0;-764.0;834.0;49.0;700.0;-101.0;-995.0
-272.0;-112.0;-734.0;901.0;-22.0;687.0;-111.0;-983.0
-277.0;-110.0;?;881.0;?;592.0;-165.0;-981.0
-330.0;-108.0;-724.0;889.0;-41.0;599.0;-352.0;-1011.0
-286.0;-102.0;-740.0;970.0;-32.0;617.0;-367.0;-1126.0
-307.0;-101.0;-809.0;941.0;?;562.0;-257.0;?
-249.0;-102.0;-767.0;963.0;-19.0;604.0;-150.0;?
-256.0;-104.0;-731.0;977.0;-9.0;648.0;-39.0;-989.0
-234.0;-103.0;-788.0;985.0;-10.0;?;-275.0;-1011.0
-240.0;-105.0;-849.0;1046.0;-20.0;623.0;-278.0;-968.0
-209.0;-108.0;?;965.0;0.0;641.0;-298.0;-986.0
-200.0;-112.0;-806.0;941.0;32.0;633.0;?;-1000.0
-201.0;-114.0;-805.0;965.0;-30.0;663.0;-414.0;-989.0
-228.0;-109.0;?;963.0;-31.0;639.0;-378.0;-1049.0
-241.0;-110.0;-785.0;970.0;-35.0;638.0;-460.0;-1004.0
-216.0;-114.0;-781.0;959.0;-30.0;651.0;-437.0;-979.0
-186.0;-112.0;-712.0;966.0;-44.0;582.0;-343.0;-996.0
?;-107.0;-751.0;979.0;-79.0;645.0;-324.0;-970.0
-214.0;-107.0;-793.0;960.0;-73.0;614.0;-281.0;-992.0
?;-108.0;-753.0;958.0;-90.0;619.0;-221.0;-987.0
-161.0;-110.0;-749.0;975.0;-113.0;599.0;-269.0;-950.0
-172.0;-113.0;-750.0;965.0;?;?;-313.0;?
-160.0;-116.0;-724.0;947.0;-133.0;601.0;-304.0;-958.0
-149.0;-116.0;?;948.0;-119.0;580.0;-302.0;-948.0
-156.0;-118.0;-800.0;964.0;-141.0;649.0;-348.0;-1010.0
?;?;-793.0;928.0;-151.0;601.0;-315.0;-1019.0
-58.0;-121.0;?;995.0;-141.0;608.0;-295.0;-1040.0
-119.0;-122.0;-759.0;1009.0;-169.0;606.0;-380.0;-978.0
-139.0;-122.0;-786.0;992.0;-152.0;596.0;-378.0;-992.0
-120.0;-123.0;-757.0;991.0;-179.0;600.0;-388.0;-973.0
-136.0;-125.0;-795.0;975.0;-178.0;?;-381.0;-977.0
-117.0;-124.0;-764.0;995.0;-175.0;589.0;-355.0;-936.0
-109.0;-125.0;-781.0;964.0;-164.0;599.0;?;-969.0
-107.0;-125.0;-801.0;963.0;-151.0;583.0;-360.0;-986.0
-109.0;?;-769.0;959.0;-166.0;572.0;-358.0;-988.0
-126.0;-121.0;-770.0;968.0;-163.0;558.0;-327.0;-916.0
-138.0;-119.0;-791.0;978.0;-159.0;532.0;-324.0;-954.0
-136.0;-116.0;-787.0;983.0;?;578.0;-331.0;-980.0
-160.0;-113.0;-773.0;954.0;?;582.0;-335.0;?
-140.0;-112.0;?;972.0;-186.0;567.0;-378.0;-982.0
-133.0;-112.0;-812.0;978.0;-167.0;600.0;-381.0;?
-132.0;-108.0;-789.0;971.0;?;?;-376.0;-997.0
-129.0;-105.0;-794.0;983.0;-161.0;578.0;?;-1000.0
-139.0;?;-831.0;993.0;-154.0;598.0;-394.0;-986.0
-141.0;-96.0;?;985.0;-135.0;615.0;-406.0;-1010.0
-144.0;-95.0;-794.0;987.0;-131.0;602.0;-406.0;-994.0
-152.0;-90.0;-805.0;987.0;-137.0;589.0;-397.0;-975.0
-164.0;-83.0;-794.0;981.0;-139.0;600.0;-415.0;-981.0
-172.0;-78.0;-797.0;978.0;-122.0;618.0;-374.0;?
-179.0;-72.0;-787.0;978.0;-118.0;592.0;-351.0;-973.0
-188.0;-61.0;-759.0;985.0;-102.0;587.0;-318.0;-983.0
-198.0;-56.0;-806.0;984.0;-122.0;606.0;-274.0;-969.0
-201.0;-47.0;-811.0;974.0;?;607.0;-319.0;-971.0
-206.0;-41.0;-780.0;966.0;-113.0;629.0;-343.0;-970.0
-203.0;-36.0;-786.0;969.0;-95.0;637.0;-360.0;-998.0
-212.0;-32.0;-784.0;956.0;-113.0;635.0;-336.0;-969.0
-211.0;-26.0;-765.0;962.0;-93.0;609.0;-357.0;-979.0
-203.0;-21.0;-700.0;976.0;-123.0;606.0;-338.0;-971.0
-203.0;-15.0;-737.0;955.0;-127.0;625.0;-321.0;-992.0
-212.0;-11.0;-707.0;956.0;-106.0;607.0;-290.0;-955.0
-212.0;-6.0;-734.0;978.0;-111.0;589.0;-238.0;-976.0
?;-1.0;-757.0;981.0;-125.0;597.0;-226.0;-956.0
-215.0;2.0;-756.0;965.0;-118.0;618.0;-198.0;-952.0
-209.0;1.0;-767.0;963.0;-140.0;589.0;-207.0;-971.0
-201.0;2.0;-792.0;957.0;-157.0;601.0;-199.0;-952.0
-196.0;2.0;-770.0;958.0;-122.0;618.0;-213.0;?
-190.0;0.0;-789.0;961.0;-109.0;604.0;-280.0;?
-180.0;0.0;?;968.0;-132.0;605.0;-276.0;-983.0
?;?;-787.0;979.0;-122.0;633.0;-342.0;-1001.0
-201.0;-2.0;-776.0;944.0;-132.0;642.0;-313.0;-991.0
-185.0;-5.0;-782.0;955.0;-122.0;662.0;-330.0;-1063.0
-193.0;-5.0;?;965.0;?;640.0;-384.0;-1023.0
-199.0;-5.0;-829.0;991.0;-131.0;640.0;-406.0;-938.0
-190.0;-7.0;-796.0;1004.0;-160.0;690.0;-417.0;-1017.0
-119.0;-8.0;-763.0;1005.0;-170.0;607.0;?;-1040.0
-196.0;-8.0;?;987.0;-179.0;624.0;-310.0;-1018.0
-196.0;-10.0;-791.0;1005.0;-141.0;671.0;-218.0;-1007.0
-150.0;-10.0;-735.0;1017.0;-133.0;614.0;-282.0;-986.0
-161.0;-12.0;-773.0;999.0;-124.0;625.0;-241.0;-986.0
-192.0;-10.0;-785.0;981.0;-128.0;686.0;-216.0;-971.0
-192.0;-8.0;-743.0;969.0;-86.0;665.0;-298.0;-968.0
-197.0;-7.0;-706.0;?;-102.0;?;-270.0;-965.0
-189.0;?;-719.0;?;-80.0;718.0;-438.0;-940.0
-209.0;0.0;-722.0;938.0;-74.0;707.0;-399.0;-950.0
-188.0;2.0;?;919.0;-67.0;684.0;-213.0;-920.0
-215.0;4.0;-676.0;898.0;-28.0;723.0;-223.0;-951.0
-222.0;12.0;-732.0;?;-17.0;746.0;-240.0;-948.0
-237.0;?;-674.0;930.0;14.0;737.0;-305.0;-936.0
-252.0;23.0;-659.0;911.0;45.0;703.0;-181.0;-899.0
-248.0;27.0;-676.0;917.0;72.0;702.0;-188.0;-842.0
-276.0;31.0;-662.0;889.0;92.0;676.0;-179.0;-822.0
-294.0;33.0;-675.0;869.0;?;670.0;-324.0;-824.0
-300.0;38.0;-678.0;830.0;92.0;740.0;-324.0;-834.0
-319.0;33.0;-675.0;828.0;71.0;692.0;-330.0;-875.0
-313.0;?;-687.0;836.0;38.0;761.0;-243.0;-875.0
-320.0;22.0;-687.0;824.0;61.0;658.0;-248.0;-858.0
-306.0;11.0;-745.0;843.0;35.0;687.0;-270.0;-887.0
-299.0;-4.0;-668.0;821.0;26.0;687.0;-361.0;-918.0
-288.0;-15.0;-625.0;807.0;37.0;716.0;-371.0;-920.0
-284.0;?;-621.0;833.0;29.0;690.0;-288.0;-883.0
-278.0;-38.0;-640.0;822.0;9.0;715.0;-283.0;-900.0
?;-46.0;-641.0;826.0;19.0;744.0;-347.0;-947.0
-279.0;-65.0;-659.0;842.0;20.0;782.0;-431.0;-914.0
-250.0;-76.0;?;831.0;28.0;750.0;-379.0;-931.0
-257.0;-83.0;-649.0;827.0;16.0;739.0;-238.0;-894.0
-269.0;-93.0;-683.0;828.0;43.0;767.0;-245.0;-917.0
-253.0;-101.0;-667.0;?;80.0;779.0;-323.0;-922.0
-249.0;-106.0;-667.0;819.0;52.0;777.0;-264.0;?
-255.0;-109.0;-662.0;806.0;57.0;764.0;-301.0;-830.0
-279.0;-109.0;-624.0;804.0;66.0;748.0;-349.0;-881.0
-269.0;-110.0;-616.0;?;65.0;716.0;-321.0;-822.0
-238.0;-111.0;-619.0;790.0;32.0;724.0;-297.0;-852.0
-254.0;-113.0;-610.0;783.0;42.0;?;-284.0;-871.0
-265.0;-113.0;-646.0;780.0;47.0;756.0;-361.0;-815.0
-231.0;-112.0;-606.0;?;72.0;757.0;-273.0;-776.0
-264.0;-113.0;-641.0;745.0;?;722.0;?;-856.0
-217.0;-113.0;-664.0;753.0;94.0;756.0;-196.0;-829.0
-230.0;-111.0;-640.0;752.0;93.0;752.0;-220.0;-806.0
-248.0;?;-628.0;761.0;98.0;754.0;-273.0;-866.0
-271.0;-105.0;-671.0;792.0;124.0;774.0;-265.0;-834.0
-266.0;-105.0;-681.0;757.0;118.0;775.0;-317.0;-869.0
-251.0;-104.0;-683.0;731.0;96.0;749.0;-330.0;-832.0
-260.0;-102.0;-670.0;745.0;?;740.0;-290.0;-837.0
?;-103.0;-654.0;762.0;82.0;753.0;-262.0;-816.0
-250.0;?;-647.0;758.0;69.0;730.0;?;-844.0
-237.0;-105.0;-625.0;749.0;61.0;738.0;-226.0;-848.0
-255.0;-105.0;-615.0;751.0;49.0;706.0;?;-850.0
-246.0;-108.0;-568.0;756.0;52.0;733.0;-239.0;-853.0
-239.0;-105.0;-659.0;746.0;67.0;715.0;-320.0;-876.0
-243.0;-106.0;-701.0;755.0;50.0;747.0;-398.0;-902.0
-235.0;-105.0;-715.0;770.0;39.0;749.0;-301.0;-923.0
-236.0;-102.0;-621.0;772.0;20.0;744.0;-241.0;-861.0
-235.0;-102.0;-661.0;776.0;29.0;?;-216.0;-890.0
-220.0;?;-680.0;759.0;61.0;687.0;-333.0;-894.0
-213.0;-90.0;-684.0;735.0;98.0;778.0;-221.0;-930.0
-244.0;?;-718.0;801.0;115.0;?;-248.0;-989.0
-272.0;-73.0;-835.0;783.0;108.0;843.0;?;-1074.0
-294.0;-60.0;-835.0;799.0;130.0;877.0;-470.0;-991.0
-285.0;-54.0;-788.0;818.0;183.0;898.0;-386.0;-975.0
-311.0;-45.0;-764.0;805.0;191.0;874.0;-378.0;-928.0
-318.0;-29.0;?;810.0;201.0;853.0;-510.0;-925.0
-343.0;-11.0;-674.0;783.0;195.0;849.0;-571.0;-911.0
-371.0;16.0;-614.0;726.0;214.0;812.0;-585.0;-822.0
-380.0;49.0;-535.0;?;259.0;660.0;-627.0;-799.0
-391.0;86.0;-530.0;715.0;304.0;734.0;-583.0;?
-398.0;130.0;-431.0;652.0;?;686.0;?;-753.0
-460.0;179.0;-414.0;650.0;417.0;764.0;-390.0;-693.0
-491.0;231.0;-599.0;627.0;489.0;817.0;-270.0;-739.0
-542.0;282.0;-478.0;596.0;528.0;896.0;-328.0;-707.0
-611.0;328.0;-636.0;540.0;571.0;858.0;-180.0;-658.0
