InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK accY;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accY;Accelerometer RKN^ accX;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX
-4;-554.0;-752.0;-40.0;811.0;-97.0;-35.0;488.0;387.0
-18;-543.0;-814.0;-124.0;816.0;-47.0;-314.0;557.0;428.0
-31;-487.0;-788.0;-101.0;741.0;-24.0;?;562.0;443.0
-21;-533.0;-721.0;-121.0;?;-135.0;76.0;555.0;451.0
-10;-572.0;-774.0;-292.0;840.0;-127.0;580.0;533.0;467.0
?;-599.0;-852.0;-436.0;813.0;-87.0;343.0;572.0;435.0
-33;-583.0;-780.0;-341.0;771.0;-85.0;97.0;577.0;440.0
-23;-586.0;-720.0;-29.0;769.0;-95.0;-20.0;556.0;433.0
-37;-580.0;-732.0;-159.0;762.0;-130.0;135.0;537.0;423.0
-45;-566.0;?;-123.0;756.0;-60.0;-41.0;536.0;444.0
-26;-553.0;-721.0;40.0;769.0;-69.0;-89.0;546.0;?
-34;-561.0;-744.0;50.0;759.0;-107.0;-110.0;571.0;425.0
-50;-576.0;-745.0;108.0;769.0;-40.0;-207.0;577.0;455.0
-20;-562.0;-745.0;19.0;759.0;-17.0;-235.0;582.0;437.0
-17;-559.0;-729.0;-36.0;767.0;-120.0;-292.0;?;442.0
-56;-541.0;-718.0;-24.0;728.0;-74.0;-395.0;538.0;400.0
-93;-514.0;-709.0;55.0;750.0;0.0;-415.0;521.0;366.0
-142;-506.0;-736.0;33.0;779.0;-54.0;-222.0;544.0;359.0
?;-469.0;-767.0;-53.0;775.0;-116.0;19.0;548.0;322.0
-138;-461.0;-748.0;-296.0;768.0;-101.0;277.0;476.0;311.0
-42;-449.0;-768.0;-521.0;789.0;-74.0;646.0;408.0;237.0
-234;-426.0;-788.0;-708.0;791.0;-97.0;?;394.0;231.0
41;-412.0;-777.0;-856.0;802.0;-123.0;1152.0;403.0;253.0
-242;-382.0;-798.0;-833.0;864.0;-51.0;1272.0;388.0;204.0
733;-404.0;-853.0;-907.0;899.0;20.0;1524.0;379.0;202.0
2329;-391.0;-887.0;-865.0;918.0;-1.0;1733.0;396.0;200.0
15;-390.0;-923.0;-559.0;?;-7.0;1577.0;383.0;169.0
-1063;-397.0;-967.0;-255.0;958.0;19.0;1193.0;348.0;138.0
?;-389.0;-981.0;27.0;1012.0;19.0;722.0;309.0;110.0
-508;-380.0;-1018.0;150.0;1006.0;65.0;255.0;293.0;106.0
-411;-338.0;-991.0;?;958.0;160.0;-173.0;288.0;108.0
?;-280.0;-935.0;307.0;962.0;232.0;-411.0;280.0;119.0
-373;-299.0;-965.0;341.0;1005.0;237.0;-557.0;247.0;92.0
-290;-299.0;-1002.0;377.0;987.0;133.0;-432.0;249.0;67.0
-352;-279.0;-974.0;201.0;903.0;66.0;-220.0;304.0;165.0
-323;-239.0;-903.0;12.0;896.0;235.0;-24.0;330.0;207.0
-318;-300.0;-907.0;-86.0;949.0;190.0;84.0;?;241.0
-317;-381.0;-961.0;-183.0;966.0;111.0;139.0;263.0;265.0
-318;-342.0;-935.0;-368.0;873.0;-129.0;140.0;312.0;345.0
-314;-335.0;-863.0;-302.0;838.0;-356.0;137.0;303.0;377.0
-317;-398.0;-877.0;-244.0;1039.0;-941.0;213.0;249.0;268.0
-309;-520.0;-1066.0;-117.0;1052.0;-767.0;345.0;169.0;238.0
-305;-404.0;-1017.0;-145.0;998.0;?;433.0;275.0;223.0
-310;-363.0;-969.0;-85.0;1050.0;681.0;323.0;307.0;254.0
-298;-390.0;-996.0;?;1021.0;-409.0;517.0;225.0;212.0
-303;-407.0;-971.0;-10.0;921.0;-553.0;886.0;?;186.0
?;-380.0;-893.0;3.0;933.0;-1.0;1117.0;219.0;228.0
-285;-339.0;-909.0;93.0;970.0;177.0;1093.0;235.0;265.0
-283;-363.0;-962.0;-83.0;988.0;20.0;865.0;294.0;282.0
-294;-417.0;-989.0;-94.0;986.0;-284.0;646.0;304.0;279.0
-282;-437.0;-988.0;-200.0;1003.0;71.0;647.0;265.0;305.0
-297;-409.0;-983.0;-289.0;998.0;16.0;825.0;243.0;311.0
-275;-411.0;-973.0;-296.0;?;-126.0;735.0;?;343.0
-301;-403.0;-948.0;-259.0;?;-136.0;623.0;231.0;?
-354;-456.0;-969.0;-353.0;987.0;-8.0;509.0;238.0;308.0
-345;-445.0;-985.0;-386.0;929.0;-7.0;303.0;261.0;288.0
-498;-421.0;-920.0;-434.0;880.0;-86.0;169.0;279.0;257.0
-468;-408.0;-860.0;-480.0;847.0;-65.0;-24.0;256.0;219.0
-324;-381.0;-810.0;-446.0;887.0;-51.0;-101.0;224.0;?
-176;-421.0;-885.0;-430.0;959.0;-50.0;-110.0;230.0;227.0
-94;-368.0;-931.0;-469.0;1015.0;-121.0;-87.0;264.0;?
-415;-379.0;-988.0;-522.0;978.0;-59.0;16.0;319.0;151.0
-515;-395.0;-979.0;-610.0;1007.0;90.0;94.0;352.0;134.0
-662;-316.0;-1010.0;-644.0;991.0;116.0;143.0;239.0;94.0
-145;-322.0;-1015.0;-660.0;937.0;14.0;152.0;182.0;159.0
936;-269.0;-919.0;-607.0;925.0;51.0;98.0;222.0;134.0
1048;-325.0;?;-478.0;1076.0;-17.0;185.0;97.0;108.0
1154;-355.0;-1083.0;-419.0;1167.0;-79.0;147.0;-73.0;115.0
1235;-296.0;-1193.0;-254.0;1112.0;?;48.0;-24.0;64.0
723;-273.0;-1106.0;-184.0;1113.0;-223.0;8.0;190.0;73.0
445;-257.0;-1057.0;-25.0;994.0;11.0;-38.0;276.0;112.0
-509;-199.0;-1007.0;-50.0;1010.0;-18.0;?;?;144.0
-940;-188.0;-967.0;-15.0;855.0;101.0;92.0;218.0;94.0
-293;-230.0;-875.0;-4.0;847.0;193.0;231.0;153.0;76.0
-1148;-236.0;-825.0;-98.0;?;353.0;282.0;64.0;70.0
744;-210.0;-784.0;-184.0;928.0;752.0;353.0;-20.0;?
554;-240.0;-864.0;-229.0;934.0;780.0;480.0;18.0;?
-2360;-234.0;-952.0;-361.0;1044.0;538.0;679.0;-5.0;175.0
343;-301.0;-1035.0;-443.0;957.0;61.0;986.0;37.0;105.0
478;-313.0;-1053.0;-457.0;1023.0;344.0;1186.0;166.0;39.0
-281;?;-1045.0;-405.0;?;?;1133.0;297.0;44.0
751;-223.0;-1027.0;-383.0;967.0;119.0;985.0;292.0;57.0
?;-174.0;-983.0;-247.0;927.0;-312.0;992.0;193.0;103.0
-104;-233.0;-934.0;-130.0;943.0;-466.0;956.0;?;181.0
12;-291.0;-956.0;?;1003.0;-527.0;927.0;-35.0;?
-184;?;-1030.0;17.0;1188.0;-404.0;941.0;-36.0;289.0
-35;-456.0;-1159.0;125.0;1270.0;184.0;907.0;20.0;506.0
-136;-474.0;-1219.0;336.0;1408.0;-137.0;718.0;154.0;324.0
-57;-536.0;-1401.0;317.0;1411.0;?;483.0;326.0;218.0
-80;-654.0;-1377.0;267.0;1091.0;366.0;?;610.0;221.0
-126;-310.0;-1101.0;192.0;830.0;420.0;-229.0;800.0;292.0
-139;-243.0;-765.0;208.0;?;12.0;-476.0;757.0;280.0
-80;-344.0;-667.0;58.0;757.0;-1126.0;-444.0;533.0;316.0
?;-356.0;-734.0;-42.0;788.0;766.0;-265.0;?;276.0
?;-329.0;?;63.0;?;684.0;-65.0;131.0;207.0
-31;-417.0;-856.0;-77.0;797.0;-651.0;-9.0;67.0;163.0
-69;-383.0;-786.0;-49.0;786.0;-193.0;-105.0;141.0;201.0
-98;-284.0;-755.0;-153.0;834.0;-67.0;-156.0;188.0;239.0
67;-302.0;-770.0;?;855.0;106.0;-237.0;189.0;236.0
38;-380.0;-778.0;-104.0;861.0;331.0;-182.0;213.0;277.0
577;-408.0;-833.0;?;929.0;?;-129.0;229.0;241.0
1373;-345.0;-939.0;-321.0;906.0;-43.0;24.0;186.0;178.0
789;-380.0;-942.0;-261.0;911.0;84.0;88.0;237.0;159.0
103;-307.0;-898.0;-235.0;848.0;51.0;95.0;211.0;26.0
47;-338.0;-842.0;-313.0;1013.0;67.0;-17.0;125.0;?
77;-214.0;-969.0;5.0;1119.0;51.0;-165.0;36.0;-36.0
366;-252.0;-1149.0;-205.0;1357.0;90.0;-23.0;-5.0;107.0
363;-308.0;-1369.0;28.0;1283.0;57.0;?;0.0;95.0
128;-242.0;-1314.0;99.0;1312.0;22.0;57.0;179.0;121.0
188;-413.0;-1246.0;233.0;1245.0;?;-111.0;?;76.0
?;-271.0;-1254.0;128.0;?;97.0;-94.0;217.0;3.0
-421;-198.0;-1198.0;-59.0;?;-243.0;-269.0;210.0;-61.0
-329;-277.0;-1164.0;-138.0;1059.0;?;-505.0;263.0;-29.0
549;-159.0;-1052.0;-26.0;947.0;-880.0;-806.0;131.0;5.0
1301;-144.0;-922.0;70.0;813.0;-221.0;-867.0;?;36.0
-2116;-159.0;-784.0;153.0;664.0;277.0;-770.0;28.0;46.0
-1628;-129.0;-668.0;231.0;657.0;-249.0;-641.0;40.0;41.0
129;-368.0;-764.0;-289.0;819.0;96.0;-570.0;114.0;193.0
696;-334.0;-805.0;?;841.0;13.0;-414.0;140.0;189.0
765;-351.0;-858.0;-262.0;868.0;58.0;-263.0;?;192.0
179;-314.0;-872.0;-261.0;901.0;8.0;-109.0;151.0;91.0
130;-373.0;-871.0;-208.0;930.0;94.0;?;147.0;90.0
221;-302.0;-899.0;-194.0;1072.0;206.0;76.0;171.0;160.0
249;-217.0;-1044.0;-233.0;1243.0;-83.0;188.0;153.0;16.0
211;-256.0;-1192.0;-238.0;1358.0;14.0;289.0;103.0;62.0
262;-335.0;-1395.0;-20.0;1385.0;?;467.0;70.0;183.0
68;-295.0;-1335.0;-37.0;1267.0;-84.0;614.0;188.0;124.0
-156;?;-1226.0;108.0;1067.0;-161.0;668.0;235.0;80.0
32;?;?;212.0;1142.0;85.0;468.0;276.0;43.0
-354;-245.0;-1120.0;?;1147.0;-279.0;48.0;278.0;19.0
-366;-254.0;-1122.0;8.0;1020.0;-401.0;-393.0;201.0;19.0
452;-168.0;-999.0;136.0;865.0;-445.0;-604.0;128.0;51.0
-1654;-182.0;-845.0;230.0;753.0;460.0;-595.0;127.0;55.0
-2331;-162.0;-744.0;295.0;694.0;-63.0;-538.0;100.0;51.0
796;-160.0;-710.0;?;723.0;-302.0;-414.0;93.0;37.0
214;-307.0;?;-288.0;783.0;-7.0;-793.0;165.0;224.0
19;-359.0;-791.0;-181.0;?;1.0;-905.0;172.0;270.0
-91;-337.0;-841.0;-18.0;911.0;57.0;-1010.0;186.0;199.0
248;-326.0;?;164.0;934.0;-4.0;-1079.0;193.0;123.0
352;-381.0;-906.0;262.0;932.0;-18.0;-1137.0;213.0;-6.0
345;-306.0;-894.0;187.0;950.0;112.0;-1110.0;263.0;-2.0
367;-188.0;?;87.0;1170.0;127.0;-997.0;230.0;-66.0
209;-112.0;-1148.0;102.0;1295.0;-164.0;-795.0;74.0;21.0
?;-265.0;-1224.0;174.0;1311.0;171.0;-615.0;146.0;152.0
524;-269.0;-1342.0;219.0;1205.0;-386.0;-545.0;185.0;44.0
271;-271.0;-1196.0;145.0;852.0;82.0;-588.0;353.0;?
-192;-294.0;-831.0;107.0;808.0;-64.0;-947.0;334.0;76.0
-967;-175.0;-838.0;73.0;1022.0;168.0;-1417.0;136.0;81.0
-565;-210.0;-1003.0;131.0;?;-782.0;-1697.0;12.0;?
567;-269.0;-1094.0;287.0;1045.0;-755.0;?;91.0;110.0
-32;-270.0;-1090.0;261.0;962.0;237.0;-816.0;199.0;124.0
-269;-233.0;-997.0;153.0;856.0;403.0;120.0;?;80.0
139;-199.0;-855.0;-37.0;826.0;155.0;1568.0;156.0;78.0
-64;-232.0;-830.0;298.0;871.0;357.0;2100.0;?;-2.0
7;-254.0;-897.0;393.0;901.0;470.0;809.0;54.0;-76.0
6;-274.0;-913.0;?;822.0;412.0;28.0;43.0;?
-7;-67.0;-813.0;-387.0;?;516.0;80.0;106.0;-77.0
30;-43.0;-800.0;-421.0;898.0;411.0;65.0;123.0;-9.0
-9;-102.0;-841.0;-438.0;928.0;-211.0;?;88.0;60.0
8;-91.0;-892.0;-395.0;965.0;-544.0;780.0;76.0;62.0
-8;-295.0;-881.0;-202.0;917.0;?;587.0;107.0;28.0
2;-225.0;-923.0;?;909.0;-892.0;360.0;189.0;59.0
7;-177.0;-896.0;134.0;920.0;-963.0;377.0;272.0;83.0
-3;-184.0;?;216.0;873.0;-468.0;295.0;299.0;123.0
2;-228.0;-846.0;279.0;934.0;1323.0;180.0;293.0;127.0
-2;-248.0;-897.0;326.0;987.0;-431.0;-160.0;222.0;108.0
-3;-276.0;-970.0;358.0;1025.0;-92.0;-320.0;184.0;66.0
9;-277.0;-1021.0;384.0;1014.0;277.0;-333.0;226.0;57.0
5;-261.0;-1006.0;412.0;988.0;-193.0;-79.0;260.0;111.0
12;-223.0;?;502.0;928.0;-294.0;107.0;204.0;108.0
0;-236.0;-921.0;546.0;910.0;155.0;354.0;138.0;127.0
?;-269.0;-905.0;572.0;948.0;182.0;517.0;101.0;180.0
18;-278.0;-935.0;571.0;959.0;101.0;270.0;112.0;164.0
?;-293.0;-955.0;603.0;959.0;27.0;-228.0;148.0;145.0
94;-317.0;-967.0;435.0;978.0;-84.0;-44.0;184.0;175.0
79;-309.0;-961.0;281.0;954.0;-103.0;198.0;207.0;179.0
62;-302.0;?;137.0;939.0;23.0;?;194.0;122.0
79;-328.0;-918.0;?;959.0;?;212.0;172.0;132.0
24;-296.0;-935.0;-5.0;970.0;18.0;64.0;?;133.0
284;-259.0;-936.0;-12.0;980.0;-9.0;64.0;153.0;41.0
700;-309.0;-961.0;?;1057.0;7.0;-2.0;?;38.0
543;-279.0;-1032.0;-109.0;1101.0;69.0;17.0;186.0;144.0
280;?;-1059.0;?;1110.0;43.0;87.0;245.0;156.0
271;-254.0;-1052.0;-102.0;1049.0;-81.0;-5.0;299.0;69.0
106;-335.0;-1032.0;-128.0;921.0;9.0;-2.0;311.0;31.0
5;-228.0;-919.0;-198.0;823.0;-3.0;-42.0;291.0;-10.0
-15;-174.0;-788.0;-257.0;781.0;-42.0;-121.0;248.0;-62.0
-67;-170.0;-751.0;-265.0;856.0;-59.0;-196.0;193.0;-34.0
-64;-132.0;-801.0;-302.0;948.0;-160.0;-306.0;159.0;10.0
-62;-133.0;-892.0;-143.0;1021.0;-70.0;-327.0;141.0;20.0
?;-140.0;-996.0;-63.0;?;-68.0;-338.0;144.0;?
-100;-189.0;-1045.0;119.0;980.0;-6.0;-186.0;153.0;-3.0
-172;-192.0;-992.0;185.0;913.0;162.0;-18.0;163.0;43.0
-267;-157.0;-917.0;176.0;821.0;227.0;83.0;150.0;70.0
-430;-151.0;-855.0;-8.0;860.0;332.0;171.0;122.0;69.0
-482;-160.0;-847.0;-224.0;882.0;433.0;213.0;89.0;3.0
-395;-164.0;-865.0;-374.0;934.0;277.0;300.0;85.0;19.0
-340;-166.0;-925.0;-451.0;978.0;?;491.0;108.0;16.0
-136;-181.0;-961.0;-378.0;1007.0;18.0;?;147.0;27.0
48;-171.0;-986.0;-434.0;1014.0;-28.0;779.0;170.0;20.0
50;-166.0;-985.0;-402.0;991.0;-98.0;722.0;160.0;-9.0
43;-177.0;-974.0;-400.0;950.0;-123.0;?;112.0;6.0
31;-150.0;-941.0;-381.0;942.0;-119.0;765.0;92.0;11.0
78;?;?;-247.0;?;-153.0;649.0;85.0;1.0
123;-133.0;-902.0;-197.0;906.0;-188.0;703.0;92.0;-19.0
114;-131.0;-889.0;-93.0;971.0;-138.0;552.0;100.0;-40.0
111;-174.0;-928.0;53.0;985.0;-215.0;77.0;92.0;-66.0
112;-156.0;-953.0;209.0;996.0;-212.0;-141.0;122.0;-44.0
123;-101.0;-945.0;105.0;982.0;-461.0;-81.0;164.0;?
106;-91.0;-942.0;-117.0;983.0;-264.0;126.0;166.0;4.0
82;-125.0;-950.0;-298.0;993.0;-204.0;273.0;139.0;?
107;-168.0;-967.0;-321.0;1008.0;-193.0;306.0;122.0;83.0
73;-195.0;-987.0;-281.0;953.0;-28.0;160.0;150.0;?
81;-192.0;-933.0;-191.0;903.0;-39.0;68.0;217.0;156.0
129;-206.0;-870.0;-142.0;897.0;-420.0;-62.0;275.0;183.0
54;-260.0;-881.0;-126.0;1023.0;-541.0;-159.0;251.0;136.0
184;?;-965.0;75.0;1037.0;-191.0;-67.0;202.0;124.0
252;-342.0;-1029.0;-61.0;1078.0;119.0;82.0;238.0;116.0
59;-272.0;-1041.0;-153.0;997.0;-149.0;183.0;300.0;139.0
95;-266.0;-973.0;-167.0;913.0;-325.0;355.0;305.0;163.0
155;-262.0;-870.0;-173.0;874.0;-133.0;338.0;270.0;135.0
2;-301.0;-833.0;-85.0;881.0;-77.0;273.0;233.0;158.0
-109;-264.0;-840.0;-132.0;931.0;-113.0;245.0;222.0;162.0
-82;-265.0;-896.0;-12.0;931.0;-160.0;143.0;?;85.0
9;-344.0;-900.0;225.0;868.0;-182.0;326.0;306.0;138.0
69;-311.0;-838.0;221.0;871.0;-48.0;-96.0;373.0;-76.0
44;?;-811.0;-45.0;810.0;-53.0;-17.0;408.0;95.0
17;-33.0;-764.0;-33.0;901.0;-58.0;84.0;378.0;215.0
43;-193.0;-795.0;149.0;959.0;-145.0;172.0;259.0;-216.0
11;-326.0;-874.0;39.0;968.0;-131.0;?;302.0;-155.0
72;-286.0;-976.0;60.0;958.0;-152.0;8.0;305.0;-30.0
101;-31.0;-940.0;-296.0;947.0;?;-241.0;139.0;-1.0
60;-83.0;-917.0;-176.0;896.0;2.0;-471.0;-34.0;25.0
188;-74.0;-902.0;72.0;813.0;95.0;-309.0;-45.0;-32.0
-57;-130.0;-824.0;95.0;873.0;101.0;-292.0;-3.0;-21.0
190;-96.0;-870.0;146.0;993.0;92.0;-248.0;-1.0;-37.0
78;-453.0;-872.0;-174.0;916.0;-58.0;331.0;338.0;231.0
74;-418.0;-888.0;-272.0;913.0;-166.0;395.0;366.0;221.0
72;-418.0;-894.0;-249.0;863.0;-85.0;440.0;369.0;240.0
237;-443.0;-918.0;-195.0;955.0;29.0;196.0;285.0;161.0
-76;-420.0;-977.0;-340.0;984.0;-24.0;506.0;254.0;174.0
-307;-272.0;-960.0;-522.0;974.0;-52.0;758.0;238.0;83.0
-179;-377.0;-930.0;-713.0;1070.0;-118.0;1023.0;251.0;68.0
19;-393.0;-1028.0;-673.0;1221.0;-88.0;1229.0;172.0;?
28;-327.0;-1177.0;-288.0;1315.0;-195.0;1455.0;63.0;56.0
-34;-246.0;-1289.0;-32.0;1247.0;-376.0;1329.0;26.0;109.0
111;-217.0;-1244.0;237.0;1161.0;-145.0;905.0;185.0;155.0
?;-272.0;-1142.0;498.0;1009.0;-269.0;540.0;198.0;167.0
134;-210.0;-1023.0;121.0;846.0;-349.0;166.0;136.0;131.0
-275;-197.0;-864.0;-88.0;764.0;-35.0;-15.0;66.0;67.0
-370;-235.0;-741.0;-193.0;748.0;321.0;-39.0;11.0;16.0
268;-224.0;-708.0;-121.0;825.0;495.0;7.0;-10.0;30.0
-363;-219.0;-773.0;87.0;886.0;?;-48.0;-47.0;45.0
1088;-190.0;-861.0;168.0;1023.0;73.0;-29.0;-44.0;48.0
1214;-240.0;-1000.0;303.0;1092.0;173.0;119.0;9.0;48.0
-1602;-247.0;-1057.0;218.0;1079.0;-26.0;378.0;88.0;48.0
-274;-233.0;-1081.0;135.0;1034.0;-251.0;637.0;218.0;?
750;-213.0;-1034.0;44.0;991.0;-335.0;739.0;226.0;92.0
-25;-205.0;-988.0;-22.0;951.0;-388.0;683.0;176.0;115.0
166;-211.0;-970.0;-9.0;900.0;-404.0;540.0;60.0;158.0
-1;-235.0;-915.0;90.0;912.0;?;274.0;?;235.0
14;-280.0;-930.0;146.0;975.0;-149.0;129.0;-4.0;124.0
32;-334.0;-977.0;193.0;1062.0;170.0;29.0;20.0;265.0
?;-392.0;-1104.0;187.0;1242.0;207.0;0.0;62.0;449.0
?;-364.0;-1197.0;228.0;1407.0;62.0;-57.0;?;413.0
-5;-536.0;-1324.0;?;1268.0;-312.0;-44.0;124.0;271.0
?;-599.0;-1220.0;244.0;1021.0;-167.0;-8.0;305.0;206.0
3;-407.0;-1048.0;40.0;835.0;64.0;-66.0;664.0;288.0
12;-145.0;-885.0;29.0;760.0;-525.0;-231.0;605.0;300.0
44;-325.0;-731.0;-217.0;851.0;-908.0;-232.0;344.0;313.0
42;-370.0;-847.0;-186.0;978.0;735.0;-243.0;250.0;213.0
-20;-408.0;-966.0;?;898.0;579.0;-294.0;113.0;164.0
-16;-406.0;-926.0;?;808.0;-501.0;-376.0;103.0;163.0
63;-306.0;-802.0;-105.0;?;-199.0;-444.0;139.0;171.0
82;-258.0;-758.0;-132.0;835.0;-29.0;-447.0;120.0;202.0
133;-304.0;-785.0;-150.0;861.0;59.0;-471.0;116.0;203.0
207;-376.0;-838.0;-260.0;902.0;139.0;-423.0;145.0;218.0
25;-359.0;-901.0;-271.0;944.0;-59.0;?;171.0;175.0
73;-367.0;-960.0;-261.0;925.0;41.0;-353.0;181.0;121.0
295;-301.0;-950.0;-238.0;871.0;102.0;-332.0;154.0;?
70;-299.0;-892.0;-214.0;940.0;21.0;-311.0;114.0;?
46;?;-892.0;-240.0;944.0;144.0;-289.0;70.0;137.0
168;-270.0;-933.0;?;1116.0;1.0;-220.0;87.0;144.0
?;-92.0;-1062.0;?;1066.0;?;-81.0;95.0;-36.0
128;-311.0;-1059.0;-428.0;1229.0;62.0;105.0;63.0;35.0
-216;-232.0;-1232.0;-318.0;1179.0;145.0;189.0;33.0;175.0
-381;-123.0;-1154.0;-674.0;1221.0;117.0;292.0;118.0;88.0
-115;?;-1133.0;-570.0;1287.0;61.0;459.0;109.0;?
-184;-402.0;-1283.0;-439.0;1204.0;130.0;546.0;127.0;12.0
87;-206.0;-1260.0;-520.0;1112.0;-170.0;344.0;222.0;-27.0
53;-232.0;-1134.0;-435.0;1086.0;-354.0;-124.0;326.0;-48.0
-627;-262.0;-1066.0;-220.0;1007.0;-624.0;-413.0;220.0;-27.0
-506;-152.0;-978.0;16.0;847.0;-401.0;-535.0;93.0;-12.0
-659;-129.0;-842.0;107.0;702.0;244.0;-703.0;63.0;-17.0
49;?;?;?;678.0;262.0;-701.0;59.0;?
878;?;?;120.0;671.0;-179.0;-646.0;42.0;-32.0
444;-67.0;-651.0;108.0;731.0;201.0;?;31.0;-31.0
770;?;-718.0;93.0;?;195.0;-205.0;34.0;-33.0
460;-86.0;-777.0;74.0;836.0;248.0;-16.0;55.0;19.0
-298;-351.0;-853.0;-275.0;934.0;52.0;10.0;129.0;41.0
-446;-341.0;-878.0;-389.0;1083.0;40.0;298.0;122.0;?
-460;-92.0;-1020.0;-406.0;1280.0;-154.0;527.0;126.0;-6.0
-457;-211.0;-1176.0;-289.0;1340.0;108.0;760.0;172.0;3.0
-436;-256.0;-1343.0;-27.0;1398.0;78.0;950.0;?;218.0
-398;-350.0;-1337.0;?;1375.0;-88.0;1179.0;92.0;117.0
-306;-480.0;-1325.0;381.0;1172.0;19.0;1079.0;189.0;130.0
-170;-321.0;-1204.0;596.0;1179.0;-63.0;612.0;290.0;12.0
-182;-254.0;-1179.0;116.0;1149.0;-310.0;159.0;315.0;-39.0
-7;-335.0;-1134.0;-21.0;1008.0;-654.0;-88.0;197.0;-37.0
?;-171.0;-1016.0;125.0;913.0;-244.0;-356.0;82.0;3.0
?;-114.0;-866.0;157.0;732.0;586.0;-490.0;9.0;26.0
1874;?;-750.0;133.0;773.0;-86.0;-457.0;18.0;27.0
2909;-114.0;-676.0;47.0;675.0;-31.0;-275.0;12.0;-14.0
1345;-120.0;-669.0;45.0;719.0;?;24.0;2.0;-45.0
559;-106.0;-723.0;80.0;837.0;253.0;319.0;?;-68.0
503;-91.0;-791.0;129.0;896.0;268.0;522.0;12.0;34.0
-64;-99.0;-872.0;?;912.0;242.0;583.0;24.0;146.0
58;-71.0;-920.0;95.0;995.0;311.0;669.0;?;221.0
44;-223.0;-995.0;93.0;1032.0;-243.0;659.0;4.0;69.0
-37;-388.0;-1082.0;40.0;1198.0;-155.0;575.0;16.0;42.0
25;-458.0;-1193.0;11.0;1216.0;-586.0;323.0;43.0;236.0
-21;-137.0;-1215.0;21.0;1221.0;1031.0;82.0;142.0;338.0
?;-245.0;-1176.0;96.0;1229.0;-160.0;-64.0;109.0;136.0
-17;-584.0;-1251.0;79.0;1081.0;-485.0;19.0;?;182.0
15;-497.0;-1040.0;176.0;894.0;?;?;?;237.0
10;-198.0;-858.0;-159.0;899.0;?;-107.0;636.0;337.0
-2;?;-837.0;-280.0;1016.0;-278.0;-68.0;372.0;321.0
-16;-317.0;-979.0;-388.0;991.0;-1055.0;278.0;197.0;?
-18;-465.0;-997.0;-315.0;976.0;292.0;245.0;218.0;199.0
-27;-389.0;?;-230.0;837.0;-887.0;-30.0;147.0;183.0
-112;-332.0;-850.0;-196.0;796.0;82.0;-419.0;141.0;210.0
-53;-285.0;-764.0;-236.0;?;207.0;-605.0;105.0;219.0
64;-322.0;-760.0;-235.0;771.0;101.0;-637.0;107.0;221.0
-162;-334.0;?;-172.0;824.0;45.0;-614.0;130.0;202.0
-896;-335.0;-813.0;-140.0;902.0;-158.0;-458.0;187.0;192.0
-1048;-354.0;-871.0;-223.0;988.0;-129.0;-369.0;167.0;168.0
-483;-312.0;-942.0;-263.0;988.0;-3.0;-203.0;193.0;151.0
-709;-328.0;-974.0;-259.0;994.0;41.0;-66.0;207.0;33.0
-685;-334.0;-968.0;-143.0;957.0;96.0;-59.0;153.0;67.0
-247;-285.0;-904.0;-322.0;999.0;-44.0;66.0;87.0;112.0
-415;-180.0;-1036.0;-400.0;1149.0;-22.0;169.0;110.0;-59.0
-460;-214.0;-1041.0;-474.0;1280.0;46.0;407.0;100.0;-51.0
-497;-305.0;-1262.0;-377.0;1325.0;-6.0;787.0;66.0;122.0
-510;-243.0;-1277.0;-419.0;1290.0;?;990.0;149.0;88.0
-243;-301.0;-1255.0;-373.0;1128.0;130.0;991.0;272.0;-49.0
-251;-315.0;-1168.0;-164.0;1071.0;147.0;737.0;397.0;-29.0
-138;-159.0;-1048.0;-25.0;1153.0;-204.0;302.0;319.0;-66.0
630;-124.0;-1063.0;-41.0;997.0;-308.0;-275.0;157.0;-50.0
1240;-193.0;-998.0;113.0;971.0;-578.0;-923.0;81.0;-38.0
1195;-98.0;-942.0;255.0;835.0;62.0;?;69.0;-17.0
1009;-71.0;-840.0;352.0;723.0;208.0;-1045.0;85.0;-5.0
1187;-109.0;-715.0;353.0;716.0;-240.0;-821.0;89.0;-60.0
820;-106.0;-695.0;279.0;721.0;104.0;-445.0;63.0;-62.0
-131;-96.0;-711.0;?;778.0;249.0;63.0;64.0;-89.0
-247;-74.0;-784.0;10.0;838.0;285.0;450.0;46.0;-53.0
-222;-87.0;-846.0;106.0;948.0;242.0;697.0;23.0;-26.0
-214;-84.0;-915.0;182.0;983.0;135.0;804.0;78.0;48.0
140;-590.0;-626.0;-164.0;703.0;-275.0;252.0;506.0;538.0
132;?;-610.0;?;715.0;-109.0;476.0;579.0;538.0
139;-575.0;?;-228.0;749.0;74.0;257.0;693.0;498.0
114;-617.0;?;-129.0;751.0;-41.0;-57.0;681.0;?
106;-614.0;-649.0;-314.0;765.0;?;199.0;560.0;420.0
148;-587.0;-658.0;-215.0;781.0;14.0;?;443.0;421.0
58;-564.0;-698.0;72.0;815.0;-64.0;-35.0;336.0;397.0
?;-552.0;-702.0;66.0;943.0;-70.0;-65.0;329.0;?
