InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit R-SHOE Body_Ax;Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RKN_ accX
-825;305.0;-40.0;26;17;1;-247;1000.0;12;64;1;168.0
-851;625.0;-188.0;0;16;-24;-233;960.0;8;62;-24;236.0
-810;633.0;-161.0;19;21;5;-302;1268.0;18;68;5;-308.0
-853;607.0;-139.0;-4;18;11;-204;958.0;-13;59;11;207.0
-808;650.0;48.0;9;23;-25;-314;982.0;-10;65;-25;50.0
-796;457.0;135.0;-165;16;15;-328;956.0;-26;73;15;206.0
-1302;748.0;125.0;40;25;-1248;-728;1010.0;789;-261;-1248;98.0
-804;834.0;-275.0;41;16;49;-221;1203.0;35;89;49;205.0
-814;610.0;-52.0;7;19;-21;-257;981.0;24;69;-21;174.0
-851;597.0;-136.0;-3;18;1;-215;948.0;-4;59;1;201.0
-1040;1226.0;236.0;-167;-6;-996;-61;1173.0;61;115;-996;101.0
-816;435.0;58.0;-11;37;-27;-250;1203.0;-307;117;-27;-120.0
-808;531.0;151.0;-11;15;-7;-300;988.0;-114;75;-7;191.0
-854;558.0;-121.0;-3;18;30;-213;963.0;-3;57;30;180.0
-968;923.0;354.0;4;18;31;-6;1000.0;282;12;31;-131.0
-795;-267.0;-288.0;-4;15;35;-321;425.0;-6;87;35;683.0
-852;567.0;-141.0;-3;18;-1;-205;951.0;5;60;-1;230.0
-961;265.0;-421.0;-15;1;187;9;393.0;20;12;187;-667.0
-744;480.0;-81.0;-5;27;11;-279;950.0;7;81;11;261.0
-624;308.0;27.0;-6;26;-127;-315;935.0;19;102;-127;208.0
-864;833.0;-120.0;-8;12;2;-188;990.0;-33;60;2;-67.0
-843;646.0;-159.0;0;15;-54;-237;933.0;1;66;-54;248.0
-848;625.0;-167.0;0;15;-19;-244;949.0;-4;60;-19;216.0
-844;533.0;-163.0;-3;16;19;-220;917.0;10;62;19;258.0
-796;707.0;-165.0;24;20;6;-299;1003.0;-3;77;6;134.0
-795;-90.0;-118.0;-5;22;47;-249;1532.0;52;137;47;59.0
-3454;-243.0;-346.0;76;27;381;-2139;227.0;-533;-2860;381;398.0
-821;464.0;109.0;9;18;15;-291;965.0;-11;66;15;209.0
-848;612.0;-192.0;1;17;-43;-242;915.0;3;64;-43;247.0
-670;736.0;69.0;19;18;-1327;-433;1018.0;-168;164;-1327;31.0
-817;653.0;-181.0;24;19;-22;-310;948.0;-2;61;-22;230.0
-841;552.0;-175.0;-3;16;3;-235;935.0;1;59;3;244.0
-833;191.0;-239.0;3;22;125;-242;1007.0;204;95;125;521.0
-838;543.0;-186.0;-3;16;30;-230;940.0;4;62;30;260.0
-815;436.0;-205.0;-1;18;46;-249;923.0;2;70;46;290.0
-837;537.0;-192.0;-3;17;23;-230;916.0;2;60;23;278.0
-551;49.0;-266.0;33;-3;-1241;-394;898.0;-376;376;-1241;735.0
-813;602.0;85.0;15;30;-47;-313;954.0;39;58;-47;224.0
-828;765.0;88.0;16;23;27;-250;949.0;104;71;27;251.0
-829;359.0;-307.0;116;22;-13;-234;831.0;18;68;-13;422.0
-798;640.0;41.0;5;25;-167;-316;904.0;-16;57;-167;237.0
-833;510.0;-191.0;-3;17;9;-248;922.0;-8;59;9;267.0
-853;458.0;-202.0;1;16;-51;-215;919.0;24;62;-51;255.0
-752;1001.0;25.0;-2;21;-3;-316;941.0;0;83;-3;304.0
-803;594.0;7.0;17;21;-76;-309;860.0;110;63;-76;503.0
-775;300.0;-112.0;154;25;-59;-461;978.0;194;90;-59;265.0
-861;544.0;-21.0;3;21;66;-201;1044.0;101;59;66;147.0
-920;499.0;-344.0;-92;-3;-184;42;612.0;45;-23;-184;-711.0
-862;420.0;-412.0;-87;-3;-24;-82;528.0;-63;79;-24;-704.0
-866;648.0;-551.0;4;16;-101;-194;965.0;21;58;-101;93.0
-832;334.0;121.0;9;16;3;-261;896.0;-1;63;3;373.0
-882;376.0;-63.0;120;30;-553;-338;939.0;-171;1;-553;369.0
-842;598.0;-183.0;0;17;42;-253;918.0;-9;58;42;248.0
-825;747.0;144.0;4;19;-1;-293;983.0;-5;60;-1;85.0
-805;558.0;59.0;-3;16;-14;-280;996.0;-25;67;-14;465.0
-827;548.0;-165.0;8;16;2;-243;941.0;0;71;2;227.0
-1411;102.0;-268.0;8;17;859;215;706.0;621;-312;859;351.0
-807;529.0;-141.0;2;19;180;-302;933.0;-32;86;180;190.0
-805;526.0;92.0;31;31;224;-343;972.0;107;69;224;97.0
-840;349.0;87.0;11;16;55;-255;934.0;-6;63;55;224.0
-857;596.0;-244.0;16;-2;40;-191;851.0;-89;71;40;389.0
-848;643.0;-181.0;0;15;-18;-253;942.0;-16;56;-18;235.0
-832;537.0;-213.0;-3;17;-59;-234;923.0;-3;64;-59;275.0
-841;583.0;-184.0;0;17;34;-235;923.0;8;66;34;255.0
-831;595.0;-200.0;-3;16;3;-225;907.0;8;67;3;267.0
-821;594.0;-196.0;-3;16;12;-250;919.0;-18;65;12;237.0
-811;833.0;819.0;41;16;33;-256;930.0;4;87;33;-452.0
-786;532.0;-72.0;20;17;-79;-336;964.0;-19;72;-79;122.0
-747;468.0;-63.0;-5;27;-19;-279;947.0;-1;83;-19;276.0
-850;655.0;-111.0;1;15;22;-191;942.0;35;67;22;226.0
-807;874.0;156.0;4;19;-89;-357;925.0;-84;58;-89;140.0
-834;584.0;-206.0;-3;16;11;-238;914.0;-13;65;11;273.0
-844;508.0;189.0;10;16;56;-254;967.0;-5;60;56;118.0
-838;564.0;-189.0;-3;16;10;-223;924.0;2;62;10;259.0
-842;593.0;-188.0;-3;16;-18;-220;929.0;7;60;-18;267.0
-846;582.0;-159.0;0;17;-28;-254;948.0;-9;55;-28;229.0
-838;588.0;-191.0;-3;16;36;-223;930.0;4;62;36;260.0
-848;520.0;-133.0;-3;17;-7;-226;948.0;2;64;-7;195.0
-839;609.0;-177.0;-3;16;12;-219;953.0;10;63;12;224.0
-831;553.0;-222.0;-3;17;-17;-232;903.0;1;64;-17;312.0
-933;287.0;-504.0;-74;-10;-89;168;501.0;-11;13;-89;-608.0
-847;608.0;-185.0;1;16;-20;-217;913.0;14;64;-20;255.0
-844;599.0;-157.0;-3;16;38;-224;941.0;5;60;38;232.0
-848;585.0;-201.0;-3;18;-10;-222;940.0;4;56;-10;223.0
-848;614.0;-162.0;0;15;-25;-233;941.0;1;63;-25;223.0
-762;484.0;-242.0;-16;11;-101;-361;828.0;-245;117;-101;-65.0
-858;621.0;-151.0;0;15;20;-205;941.0;10;53;20;236.0
-847;608.0;-164.0;-3;19;-47;-250;954.0;-7;52;-47;173.0
-846;575.0;-242.0;-3;17;-22;-250;970.0;1;54;-22;173.0
-842;603.0;-170.0;-3;16;-21;-228;933.0;1;61;-21;227.0
351;-282.0;-515.0;-1;42;90;1118;42.0;1210;1447;90;786.0
-850;629.0;-151.0;-3;16;5;-207;933.0;7;66;5;218.0
-843;603.0;-169.0;-3;16;34;-225;944.0;1;64;34;211.0
-848;628.0;-159.0;0;15;-19;-232;946.0;3;61;-19;220.0
-846;618.0;-164.0;-3;16;14;-232;951.0;-7;58;14;204.0
-848;624.0;-165.0;-3;16;44;-221;941.0;4;61;44;225.0
-836;467.0;-313.0;-6;18;-24;-221;1132.0;-85;78;-24;59.0
-852;643.0;-176.0;0;15;-33;-207;931.0;16;63;-33;248.0
-847;617.0;-162.0;-3;16;28;-218;942.0;10;63;28;226.0
-840;625.0;-180.0;-3;16;1;-230;941.0;1;65;1;217.0
-842;614.0;-179.0;-3;16;10;-224;932.0;2;66;10;229.0
-838;604.0;-178.0;-3;16;17;-228;948.0;3;64;17;204.0
-844;637.0;-168.0;0;16;48;-220;942.0;9;67;48;228.0
-848;625.0;-187.0;0;16;-93;-231;940.0;9;61;-93;239.0
-834;613.0;-167.0;-3;16;-51;-242;949.0;-10;69;-51;212.0
-850;631.0;-166.0;0;16;31;-222;948.0;9;59;31;230.0
-812;543.0;22.0;32;29;-95;-312;971.0;90;66;-95;116.0
-541;415.0;147.0;116;-8;503;-568;1040.0;-662;1092;503;475.0
-847;630.0;-171.0;0;16;-32;-231;951.0;10;61;-32;241.0
-799;662.0;-51.0;23;19;5;-307;989.0;-3;73;5;153.0
-796;331.0;-356.0;2;15;3;-265;620.0;9;86;3;870.0
-845;539.0;-211.0;-3;16;21;-219;942.0;9;63;21;281.0
-790;444.0;-281.0;4;22;-17;-235;943.0;-19;78;-17;347.0
-845;553.0;-196.0;-3;16;-12;-222;922.0;3;59;-12;265.0
-843;565.0;-221.0;-3;18;-1;-225;935.0;0;61;-1;229.0
-840;429.0;153.0;32;19;127;-243;933.0;12;57;127;270.0
-838;592.0;-189.0;-3;16;8;-234;953.0;-4;66;8;223.0
-861;529.0;-221.0;-3;17;47;-185;942.0;4;56;47;251.0
-838;594.0;-204.0;-3;16;-12;-226;941.0;7;62;-12;229.0
-849;579.0;-185.0;-3;17;21;-209;956.0;1;62;21;199.0
-845;615.0;-173.0;-3;16;34;-214;941.0;15;61;34;224.0
-878;363.0;-413.0;-85;-5;-203;-8;507.0;-49;70;-203;-693.0
-792;597.0;-102.0;21;17;4;-299;980.0;13;74;4;109.0
-792;711.0;261.0;14;21;-200;-331;951.0;1;71;-200;59.0
-786;695.0;-76.0;21;16;76;-305;976.0;-10;68;76;99.0
-708;686.0;-111.0;23;22;137;-475;970.0;-142;133;137;108.0
-816;515.0;-183.0;8;17;38;-257;940.0;-11;78;38;209.0
-833;553.0;-235.0;-3;17;20;-226;908.0;4;67;20;271.0
-816;505.0;137.0;-22;13;-15;-295;964.0;7;66;-15;171.0
-820;594.0;-87.0;22;21;5;-358;953.0;-19;43;5;189.0
-860;633.0;-165.0;-3;16;2;-214;944.0;22;44;2;216.0
-843;584.0;-182.0;-3;19;-84;-262;960.0;-7;53;-84;197.0
-808;647.0;42.0;9;23;21;-288;1000.0;8;76;21;46.0
-832;550.0;-231.0;-3;17;-17;-231;916.0;0;65;-17;280.0
-800;974.0;191.0;9;21;36;-332;972.0;-14;77;36;-152.0
