InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-38;611;17;-2;-32;-1;-28;-816;38;-32;-19;-28
0;621;-2;-1;10;16;-10;-813;0;10;-24;-10
1;587;2;-5;-37;-18;-6;-831;-1;-37;-18;-6
-14;475;-3;-2;10;-62;-7;-898;14;10;-18;-7
12;617;-1;4;-7;16;-12;-815;-12;-7;-22;-12
-40;483;13;-19;-120;-66;-79;-886;40;-120;-11;-79
23;617;2;-1;19;18;16;-812;-23;19;-20;16
15;168;37;12;0;628;9;-784;-15;0;-18;9
-28;480;5;-5;23;-144;-2;-889;28;23;-21;-2
19;486;-17;208;-40;-77;-54;-873;-19;-40;20;-54
-8;481;-4;2;10;-102;-14;-891;8;10;-17;-14
-334;457;-158;-128;1029;188;-2689;-769;334;1029;110;-2689
-6;619;5;3;-12;17;11;-810;6;-12;-20;11
17;482;3;-1;-129;-132;-54;-897;-17;-129;-27;-54
-69;685;15;16;-561;-139;909;-893;69;-561;-134;909
31;485;3;-2;12;-94;12;-890;-31;12;-18;12
-1;592;-2;-1;-31;-1;-5;-832;1;-31;-21;-5
-3708;1001;386;-252;1905;-436;-345;-909;3708;1905;-293;-345
-5;474;3;-2;10;-122;12;-893;5;10;-18;12
-2;485;-6;2;-44;-72;-15;-899;2;-44;-23;-15
-514;897;4;85;328;195;341;-125;514;328;81;341
10;492;1;2;-56;-58;-47;-890;-10;-56;-19;-47
1775;368;55;182;516;-208;507;-973;-1775;516;-30;507
-56;570;-8;0;-97;-19;-53;-847;56;-97;-20;-53
14;484;7;-1;13;-86;31;-895;-14;13;-21;31
-2;483;3;5;-22;-161;-5;-885;2;-22;-21;-5
31;484;136;75;-765;119;-445;-803;-31;-765;59;-445
5;596;-2;9;-19;-24;-3;-831;-5;-19;-23;-3
6;478;-2;2;21;-91;4;-892;-6;21;-16;4
133;581;-3;-1;52;-21;66;-840;-133;52;-21;66
-8;483;1;-8;-67;-105;-35;-886;8;-67;-15;-35
604;489;15;5;317;-115;308;-871;-604;317;-11;308
-39;491;0;8;6;-93;10;-892;39;6;-22;10
-11;600;-5;-1;-6;-19;0;-828;11;-6;-23;0
-21;484;2;1;-29;-72;-13;-897;21;-29;-22;-13
2101;605;-23;-24;-1028;-124;503;-675;-2101;-1028;88;503
32;480;-1;8;12;-48;16;-896;-32;12;-18;16
-1647;995;-83;586;-615;283;1251;-743;1647;-615;-127;1251
-5050;866;-62;-44;299;-27;-444;-830;5050;299;5;-444
-8;608;0;-3;39;11;2;-817;8;39;-19;2
16;719;3;-2;9;151;23;-698;-16;9;-13;23
-13;624;7;1;16;19;-16;-814;13;16;-25;-16
-31;584;-5;-3;3;-9;-15;-838;31;3;-22;-15
-38;622;4;4;13;19;15;-811;38;13;-22;15
0;600;4;-13;-37;-4;11;-821;0;-37;-17;11
28;591;3;-5;-28;-17;-6;-833;-28;-28;-22;-6
30;708;-5;1;13;117;-12;-722;-30;13;-18;-12
21;487;-5;-4;-12;-64;-1;-897;-21;-12;-22;-1
55;486;-273;31;70;-43;37;-882;-55;70;30;37
54;498;1;-14;145;-86;60;-892;-54;145;-25;60
-107;610;-5;-1;-19;10;-36;-821;107;-19;-22;-36
3;488;-14;-5;-4;-56;9;-898;-3;-4;-23;9
-21;198;50;-2;-239;678;-158;-774;21;-239;-46;-158
59;621;4;9;11;10;-2;-806;-59;11;-18;-2
9;488;-1;-1;13;-44;17;-894;-9;13;-20;17
-8;479;-3;2;-9;-55;12;-894;8;-9;-16;12
10;484;2;-1;2;-97;-22;-891;-10;2;-18;-22
1232;713;233;190;1715;49;390;-681;-1232;1715;59;390
-21;718;2;3;-14;144;-27;-703;21;-14;-15;-27
-6;481;-1;-6;-31;-76;21;-892;6;-31;-16;21
