InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
37.0;17;16.0;-1;2.0;18.0;9.0;-43.0;1;-88.0;-33.0;17;22.0
16.0;12;16.0;-33;10.0;27.0;-13.0;-1.0;33;-46.0;-24.0;12;40.0
18.0;-20;38.0;-17;6.0;40.0;10.0;-40.0;17;-60.0;-11.0;-20;52.0
-1.0;9;190.0;-2;-42.0;3.0;75.0;-64.0;2;-44.0;-39.0;9;-37.0
38.0;29;18.0;15;-22.0;32.0;-14.0;-30.0;-15;-75.0;-22.0;29;46.0
8.0;6;-12.0;-1;-16.0;41.0;-3.0;2.0;1;-41.0;-47.0;6;-5.0
28.0;14;4.0;-33;-59.0;7.0;8.0;5.0;33;-97.0;-46.0;14;14.0
-7.0;26;-24.0;-21;-36.0;-37.0;-28.0;-6.0;21;-78.0;-28.0;26;37.0
20.0;25;15.0;-26;-29.0;12.0;-9.0;19.0;26;-74.0;-81.0;25;18.0
7.0;-26;-5.0;0;-29.0;15.0;24.0;30.0;0;-75.0;-22.0;-26;9.0
33.0;1;17.0;-1;21.0;9.0;8.0;-12.0;1;-63.0;-5.0;1;22.0
28.0;5;-4.0;-19;-5.0;-13.0;12.0;24.0;19;-71.0;-13.0;5;25.0
9.0;-10;28.0;-15;-39.0;-3.0;19.0;0.0;15;-88.0;-44.0;-10;-20.0
2.0;6;15.0;-13;-13.0;25.0;13.0;13.0;13;-49.0;-24.0;6;-3.0
43.0;-4;28.0;25;-3.0;31.0;14.0;-14.0;-25;-60.0;-16.0;-4;26.0
27.0;0;19.0;-7;-5.0;6.0;-9.0;-12.0;7;-98.0;-59.0;0;40.0
19.0;1;26.0;-25;6.0;32.0;5.0;7.0;25;-89.0;-24.0;1;14.0
30.0;-36;-2.0;-29;-8.0;-11.0;4.0;18.0;29;-66.0;-20.0;-36;-32.0
18.0;-45;-17.0;-7;-48.0;-2.0;0.0;1.0;7;-42.0;-27.0;-45;-4.0
30.0;-2;39.0;7;-25.0;39.0;6.0;-31.0;-7;-93.0;-34.0;-2;-6.0
12.0;0;-6.0;25;-65.0;17.0;-6.0;50.0;-25;-44.0;0.0;0;26.0
15.0;13;22.0;-12;-9.0;38.0;12.0;36.0;12;-39.0;-11.0;13;22.0
10.0;-34;22.0;33;-27.0;32.0;1.0;-4.0;-33;-58.0;-15.0;-34;25.0
2.0;24;32.0;-8;10.0;9.0;33.0;-6.0;8;-68.0;-49.0;24;16.0
18.0;-21;43.0;6;-4.0;53.0;-9.0;1.0;-6;-78.0;-36.0;-21;-5.0
6.0;-50;36.0;-5;-9.0;4.0;-1.0;-20.0;5;-58.0;-6.0;-50;3.0
22.0;-20;24.0;-1;-9.0;22.0;7.0;5.0;1;-89.0;-28.0;-20;4.0
29.0;-4;34.0;-6;-17.0;48.0;-17.0;-2.0;6;-76.0;-30.0;-4;-2.0
24.0;22;-5.0;25;-18.0;4.0;-18.0;5.0;-25;-85.0;-7.0;22;-5.0
14.0;-40;15.0;-14;-31.0;18.0;32.0;-2.0;14;-62.0;-83.0;-40;-1.0
-23.0;-13;7.0;15;-29.0;7.0;9.0;0.0;-15;-47.0;-38.0;-13;-7.0
-9.0;-32;-5.0;-36;0.0;38.0;9.0;-12.0;36;-47.0;-31.0;-32;-17.0
-27.0;-35;30.0;-30;-21.0;-9.0;15.0;5.0;30;-67.0;-59.0;-35;14.0
24.0;-20;29.0;4;-69.0;-24.0;-2.0;17.0;-4;-53.0;-53.0;-20;66.0
17.0;18;17.0;25;-47.0;65.0;-35.0;-40.0;-25;-43.0;-9.0;18;9.0
29.0;-16;17.0;-9;-42.0;20.0;-33.0;-21.0;9;-71.0;-11.0;-16;5.0
51.0;0;19.0;-16;-10.0;-9.0;-41.0;-40.0;16;-35.0;-24.0;0;-19.0
51.0;4;-8.0;-9;0.0;-15.0;-24.0;-8.0;9;-25.0;-1.0;4;-9.0
25.0;29;59.0;-29;21.0;16.0;7.0;8.0;29;-32.0;-18.0;29;29.0
41.0;35;-7.0;-20;32.0;-12.0;50.0;21.0;20;-53.0;-19.0;35;5.0
-1.0;-53;-4.0;19;-13.0;11.0;-5.0;-27.0;-19;-38.0;-64.0;-53;40.0
21.0;12;2.0;-14;-27.0;3.0;-26.0;10.0;14;-34.0;-36.0;12;-2.0
-3.0;30;44.0;-23;5.0;51.0;-9.0;12.0;23;-18.0;-13.0;30;9.0
33.0;6;42.0;-22;-10.0;29.0;-32.0;8.0;22;-67.0;-13.0;6;32.0
25.0;9;-5.0;9;-18.0;0.0;-20.0;6.0;-9;-88.0;-13.0;9;-5.0
22.0;11;14.0;25;5.0;0.0;-7.0;-9.0;-25;-93.0;-47.0;11;12.0
43.0;25;17.0;-5;13.0;32.0;3.0;-38.0;5;-95.0;-20.0;25;-26.0
35.0;-12;2.0;-14;-7.0;58.0;-20.0;-25.0;14;-60.0;-39.0;-12;-8.0
41.0;-9;13.0;-20;-44.0;45.0;-1.0;-8.0;20;-89.0;-15.0;-9;-3.0
45.0;5;15.0;-2;18.0;27.0;-5.0;-21.0;2;-69.0;-45.0;5;-7.0
29.0;27;11.0;-23;-10.0;46.0;-7.0;12.0;23;-80.0;-36.0;27;15.0
21.0;18;10.0;-48;-15.0;41.0;-29.0;38.0;48;-76.0;8.0;18;36.0
43.0;10;-10.0;-47;-19.0;37.0;-13.0;51.0;47;-107.0;-22.0;10;17.0
20.0;-17;-11.0;0;38.0;-1.0;-38.0;68.0;0;-71.0;-16.0;-17;19.0
24.0;-22;2.0;43;11.0;27.0;3.0;13.0;-43;-78.0;-11.0;-22;2.0
31.0;11;21.0;-25;-17.0;24.0;-7.0;-12.0;25;-67.0;-22.0;11;10.0
29.0;27;29.0;-48;-38.0;18.0;-7.0;-21.0;48;-41.0;11.0;27;-5.0
9.0;-12;2.0;8;1.0;16.0;3.0;3.0;-8;-12.0;-8.0;-12;-7.0
29.0;30;24.0;-25;-4.0;33.0;-7.0;21.0;25;-36.0;-17.0;30;34.0
25.0;5;31.0;-29;-10.0;33.0;24.0;-23.0;29;-87.0;-11.0;5;-3.0
8.0;-23;25.0;-9;10.0;14.0;16.0;-33.0;9;-82.0;-38.0;-23;-21.0
-5.0;17;34.0;10;10.0;21.0;43.0;-55.0;-10;-62.0;-6.0;17;17.0
-16.0;22;-27.0;-5;45.0;30.0;-26.0;9.0;5;-25.0;-34.0;22;29.0
6.0;-23;-23.0;7;-7.0;14.0;-19.0;-11.0;-7;-42.0;-24.0;-23;7.0
33.0;28;-18.0;-12;-3.0;26.0;-21.0;9.0;12;-87.0;-47.0;28;-11.0
30.0;8;46.0;-50;10.0;47.0;-20.0;-7.0;50;-102.0;-31.0;8;55.0
36.0;39;-14.0;-25;-28.0;15.0;-10.0;15.0;25;-76.0;-24.0;39;19.0
19.0;51;-1.0;9;-36.0;38.0;-45.0;17.0;-9;-49.0;-30.0;51;17.0
-6.0;16;31.0;-27;-19.0;13.0;18.0;-9.0;27;-69.0;6.0;16;-2.0
31.0;25;18.0;30;6.0;34.0;9.0;-14.0;-30;-47.0;-17.0;25;8.0
-6.0;-2;33.0;-13;-12.0;28.0;-11.0;-16.0;13;-25.0;21.0;-2;10.0
28.0;-22;30.0;-22;-10.0;54.0;7.0;-21.0;22;-58.0;11.0;-22;11.0
49.0;-26;0.0;12;-12.0;0.0;18.0;-29.0;-12;-68.0;-61.0;-26;-8.0
-2.0;-35;-16.0;23;11.0;31.0;1.0;15.0;-23;-72.0;-22.0;-35;-3.0
43.0;6;-33.0;-7;-40.0;-33.0;-55.0;21.0;7;-64.0;-75.0;6;26.0
33.0;4;-22.0;-5;-40.0;16.0;-30.0;-21.0;5;-112.0;-93.0;4;19.0
29.0;-1;23.0;-35;-14.0;13.0;9.0;-29.0;35;-112.0;-26.0;-1;-11.0
21.0;-6;6.0;-49;-28.0;59.0;9.0;-38.0;49;-116.0;-47.0;-6;6.0
-17.0;22;1.0;18;-10.0;21.0;1.0;-21.0;-18;-97.0;-55.0;22;-5.0
13.0;25;-9.0;-23;-48.0;-5.0;-38.0;-14.0;23;-66.0;-73.0;25;-14.0
12.0;31;18.0;-40;7.0;19.0;-7.0;7.0;40;-99.0;-30.0;31;4.0
27.0;6;-41.0;33;-9.0;8.0;-52.0;53.0;-33;-62.0;-36.0;6;-2.0
12.0;11;16.0;-19;-13.0;20.0;-26.0;-28.0;19;-75.0;-32.0;11;8.0
10.0;47;-11.0;4;10.0;9.0;3.0;20.0;-4;-50.0;-24.0;47;-9.0
32.0;4;41.0;-28;8.0;24.0;-1.0;-46.0;28;-34.0;-24.0;4;10.0
41.0;16;22.0;2;-41.0;5.0;24.0;-23.0;-2;-71.0;-37.0;16;18.0
3.0;6;11.0;34;-28.0;22.0;10.0;-20.0;-34;-69.0;-40.0;6;7.0
20.0;-24;38.0;-15;-20.0;7.0;7.0;-64.0;15;-89.0;-22.0;-24;-11.0
27.0;-11;-23.0;-37;-3.0;19.0;-16.0;-24.0;37;-63.0;-60.0;-11;10.0
11.0;-3;-30.0;-25;-6.0;30.0;-41.0;41.0;25;-34.0;-37.0;-3;11.0
-5.0;0;-1.0;6;-6.0;-12.0;-2.0;36.0;-6;-93.0;-62.0;0;12.0
65.0;-24;-9.0;-28;-47.0;25.0;-2.0;35.0;28;-39.0;-4.0;-24;6.0
30.0;-11;12.0;-9;-20.0;28.0;-26.0;8.0;9;-42.0;-13.0;-11;-5.0
28.0;52;17.0;-26;20.0;28.0;-9.0;15.0;26;-31.0;4.0;52;25.0
41.0;11;11.0;32;-12.0;14.0;-26.0;37.0;-32;-43.0;27.0;11;36.0
36.0;-10;26.0;4;-35.0;5.0;-44.0;24.0;-4;-67.0;-22.0;-10;27.0
2.0;-37;41.0;9;-15.0;24.0;29.0;-12.0;-9;-41.0;-45.0;-37;-3.0
7.0;-3;2.0;-21;-94.0;26.0;-27.0;3.0;21;-50.0;-21.0;-3;1.0
3.0;8;9.0;-12;-32.0;10.0;3.0;5.0;12;-91.0;-71.0;8;12.0
26.0;-10;51.0;-23;-38.0;-5.0;26.0;-28.0;23;-100.0;-56.0;-10;-37.0
43.0;11;-6.0;-4;-37.0;-12.0;-10.0;9.0;4;-126.0;-85.0;11;-15.0
41.0;32;-3.0;-5;28.0;34.0;10.0;-49.0;5;-67.0;-30.0;32;-10.0
57.0;-3;-7.0;10;-28.0;27.0;18.0;13.0;-10;5.0;23.0;-3;14.0
17.0;-1;-17.0;8;-43.0;-3.0;-21.0;-12.0;-8;-124.0;-55.0;-1;-17.0
24.0;-10;6.0;-4;31.0;54.0;5.0;51.0;4;-60.0;21.0;-10;6.0
45.0;7;17.0;3;36.0;43.0;-8.0;47.0;-3;-45.0;2.0;7;19.0
20.0;-19;0.0;-44;0.0;16.0;-64.0;53.0;44;-69.0;-32.0;-19;24.0
6.0;-14;-9.0;-10;-2.0;-11.0;-47.0;81.0;10;-47.0;-13.0;-14;37.0
28.0;41;-4.0;15;-5.0;54.0;-14.0;12.0;-15;-36.0;-13.0;41;-11.0
16.0;-1;2.0;-12;-55.0;18.0;-1.0;24.0;12;-32.0;-30.0;-1;7.0
-1.0;14;-5.0;6;26.0;5.0;-10.0;13.0;-6;-97.0;-3.0;14;25.0
-21.0;18;56.0;3;-10.0;45.0;0.0;27.0;-3;-27.0;4.0;18;14.0
25.0;-27;47.0;19;-28.0;54.0;3.0;-35.0;-19;-73.0;-30.0;-27;-13.0
4.0;-7;51.0;-4;-13.0;37.0;18.0;-67.0;4;-67.0;1.0;-7;5.0
2.0;7;32.0;-4;-1.0;5.0;16.0;-39.0;4;-43.0;-32.0;7;6.0
-13.0;-42;48.0;3;-16.0;50.0;21.0;30.0;-3;-33.0;-11.0;-42;12.0
2.0;-17;-19.0;-39;25.0;57.0;6.0;45.0;39;-68.0;-24.0;-17;40.0
49.0;-10;21.0;3;-83.0;-10.0;23.0;13.0;-3;-67.0;-37.0;-10;-19.0
2.0;11;58.0;16;-13.0;24.0;11.0;-21.0;-16;-52.0;-8.0;11;10.0
6.0;11;30.0;-4;-25.0;29.0;1.0;-14.0;4;-72.0;-45.0;11;2.0
-5.0;-3;-20.0;3;-30.0;13.0;15.0;-4.0;-3;-64.0;-53.0;-3;2.0
31.0;23;50.0;-11;-30.0;33.0;-5.0;-46.0;11;-28.0;-17.0;23;-2.0
19.0;19;41.0;-5;-27.0;13.0;9.0;-73.0;5;-51.0;-36.0;19;-18.0
50.0;13;-32.0;-18;35.0;50.0;-20.0;51.0;18;-31.0;42.0;13;63.0
12.0;-3;24.0;16;10.0;60.0;10.0;53.0;-16;-45.0;6.0;-3;23.0
16.0;-2;2.0;-18;-23.0;44.0;19.0;-69.0;18;-115.0;-27.0;-2;-22.0
-27.0;314;77.0;-155;14.0;4.0;8.0;124.0;155;-93.0;-21.0;314;122.0
-267.0;689;204.0;-862;337.0;-107.0;134.0;-271.0;862;-1113.0;-20.0;689;43.0
8.0;3;66.0;-38;-15.0;78.0;37.0;2.0;38;-2.0;3.0;3;53.0
8.0;-21;800.0;72;187.0;11.0;-441.0;-863.0;-72;6.0;21.0;-21;144.0
-16.0;8;93.0;9;57.0;88.0;37.0;-7.0;-9;-37.0;43.0;8;28.0
-37.0;11;-6.0;13;-1.0;17.0;6.0;60.0;-13;-15.0;15.0;11;36.0
-103.0;-18;157.0;69;-25.0;28.0;-106.0;153.0;-69;64.0;-22.0;-18;59.0
17.0;8;102.0;-9;-29.0;50.0;6.0;-9.0;9;-41.0;-4.0;8;39.0
-13.0;-29;-9.0;-17;45.0;45.0;-11.0;-20.0;17;-27.0;31.0;-29;10.0
41.0;22;29.0;-16;16.0;33.0;-39.0;64.0;16;-35.0;19.0;22;56.0
52.0;44;-73.0;19;75.0;109.0;-55.0;86.0;-19;84.0;151.0;44;113.0
5.0;-218;141.0;-2096;53.0;32.0;86.0;-34.0;2096;-65.0;-36.0;-218;-28.0
202.0;-7;-81.0;-13;-23.0;-322.0;-82.0;107.0;13;190.0;-244.0;-7;121.0
-47.0;-40;48.0;34;-6.0;-4.0;45.0;158.0;-34;-57.0;-22.0;-40;38.0
-18.0;-41;-18.0;80;-59.0;18.0;21.0;-48.0;-80;-67.0;-30.0;-41;-32.0
-68.0;-9;-225.0;8;-152.0;-193.0;-110.0;-79.0;-8;-336.0;-297.0;-9;-155.0
-3.0;-33;95.0;-32;-112.0;-50.0;18.0;46.0;32;-135.0;-121.0;-33;-77.0
28.0;-61;46.0;4;5.0;28.0;-27.0;19.0;-4;-82.0;-21.0;-61;-9.0
29.0;-21;21.0;24;-23.0;24.0;43.0;18.0;-24;-164.0;-38.0;-21;10.0
-32.0;17;41.0;31;30.0;-33.0;-40.0;58.0;-31;-39.0;-41.0;17;13.0
46.0;-13;13.0;-14;-42.0;35.0;7.0;-27.0;14;-135.0;-80.0;-13;-16.0
-139.0;22;-543.0;-14;-37.0;258.0;-308.0;569.0;14;249.0;147.0;22;270.0
103.0;3;-4.0;-14;31.0;68.0;-17.0;19.0;14;-61.0;-37.0;3;-3.0
-20.0;34;798.0;-79;-80.0;-454.0;499.0;-275.0;79;-348.0;-465.0;34;-409.0
-9.0;22;52.0;12;-62.0;16.0;24.0;78.0;-12;-58.0;-18.0;22;-10.0
-109.0;-114;213.0;30;-161.0;-74.0;173.0;-406.0;-30;-374.0;-366.0;-114;-385.0
-18.0;4;12.0;-8;121.0;96.0;-11.0;165.0;8;49.0;116.0;4;131.0
-23.0;-52;69.0;2;46.0;32.0;9.0;80.0;-2;1.0;35.0;-52;62.0
-38.0;-1159;24.0;-897;159.0;280.0;-37.0;-48.0;897;221.0;305.0;-1159;-61.0
-303.0;-53;-518.0;216;689.0;1153.0;-616.0;128.0;-216;1591.0;1523.0;-53;806.0
28.0;13;-19.0;10;147.0;49.0;-15.0;130.0;-10;-36.0;53.0;13;126.0
16.0;13;24.0;26;-36.0;99.0;-11.0;-11.0;-26;-67.0;-16.0;13;-15.0
4.0;17;-34.0;-20;-101.0;6.0;-25.0;98.0;20;-64.0;-82.0;17;33.0
6.0;-15;62.0;92;-63.0;-12.0;48.0;-56.0;-92;-107.0;-83.0;-15;-55.0
73.0;-20;12.0;-52;-47.0;8.0;-20.0;-3.0;52;-159.0;-69.0;-20;-7.0
175.0;7;287.0;-9;-93.0;132.0;516.0;-722.0;9;465.0;94.0;7;-729.0
43.0;2;7.0;-34;-52.0;197.0;-30.0;-61.0;34;-72.0;47.0;2;-22.0
79.0;44;21.0;9;-52.0;5.0;11.0;-78.0;-9;-112.0;-57.0;44;-40.0
37.0;10;11.0;64;-6.0;4.0;0.0;-13.0;-64;-72.0;-28.0;10;-3.0
43.0;30;11.0;31;-37.0;38.0;10.0;-43.0;-31;-110.0;-44.0;30;-9.0
24.0;31;13.0;38;-22.0;13.0;9.0;-8.0;-38;-97.0;-27.0;31;-49.0
-26.0;-32;23.0;50;83.0;29.0;34.0;-29.0;-50;-25.0;11.0;-32;9.0
-570.0;-159;-544.0;-2356;1534.0;809.0;-248.0;315.0;2356;1397.0;1741.0;-159;591.0
41.0;22;5.0;-132;-12.0;-3.0;-27.0;-16.0;132;-42.0;-48.0;22;8.0
-60.0;-1;21.0;4;13.0;-14.0;23.0;-25.0;-4;-69.0;45.0;-1;21.0
-99.0;12;-26.0;2;-22.0;-15.0;-10.0;64.0;-2;16.0;58.0;12;23.0
28.0;-51;45.0;-58;20.0;17.0;-35.0;53.0;58;-54.0;-5.0;-51;14.0
236.0;31;102.0;17;-118.0;118.0;43.0;25.0;-17;-268.0;-218.0;31;-49.0
31.0;19;51.0;-57;19.0;36.0;-24.0;53.0;57;-61.0;6.0;19;24.0
-227.0;-58;-62.0;23;-144.0;91.0;-209.0;136.0;-23;277.0;380.0;-58;51.0
-65.0;-16;214.0;-112;347.0;-98.0;-675.0;135.0;112;232.0;-36.0;-16;270.0
-267.0;42;-209.0;-26;130.0;-91.0;-1.0;176.0;26;42.0;15.0;42;181.0
-12.0;17;-51.0;3;43.0;82.0;69.0;-3.0;-3;-92.0;-30.0;17;-11.0
-47.0;18;22.0;-66;12.0;-1.0;33.0;160.0;66;-43.0;-85.0;18;145.0
-45.0;172;294.0;-203;81.0;74.0;-100.0;-5.0;203;43.0;58.0;172;-102.0
-233.0;-20;-77.0;16;132.0;-27.0;-146.0;754.0;-16;774.0;569.0;-20;571.0
45.0;-24;-15.0;-18;36.0;80.0;7.0;28.0;18;-40.0;54.0;-24;-16.0
33.0;18;-79.0;5;96.0;5.0;-73.0;12.0;-5;-94.0;-105.0;18;51.0
-555.0;-17;-932.0;31;1338.0;722.0;-724.0;1991.0;-31;1257.0;1278.0;-17;1951.0
44.0;11;0.0;14;23.0;62.0;20.0;11.0;-14;7.0;33.0;11;-18.0
-480.0;640;-589.0;-21;843.0;1017.0;78.0;-507.0;21;-1088.0;496.0;640;-277.0
-30.0;-18;30.0;-24;-12.0;15.0;11.0;76.0;24;-2.0;4.0;-18;63.0
3.0;54;190.0;-37;25.0;43.0;24.0;-9.0;37;38.0;87.0;54;-4.0
-49.0;-18;205.0;-24;-66.0;166.0;63.0;-359.0;24;-276.0;174.0;-18;-157.0
146.0;9;-393.0;12;64.0;-100.0;-263.0;-107.0;-12;-292.0;-72.0;9;343.0
56.0;38;-55.0;-32;7.0;-8.0;-63.0;-7.0;32;-117.0;-95.0;38;6.0
97.0;17;-37.0;27;-29.0;-115.0;-185.0;-183.0;-27;-146.0;-197.0;17;65.0
32.0;-2;5.0;-14;-4.0;97.0;50.0;-324.0;14;-216.0;-101.0;-2;-204.0
146.0;-37;199.0;-6;67.0;200.0;-89.0;-225.0;6;-22.0;28.0;-37;-96.0
14.0;-13;71.0;2;-67.0;164.0;96.0;-953.0;-2;-54.0;3.0;-13;-376.0
62.0;-108;199.0;723;-134.0;-239.0;387.0;-595.0;-723;372.0;-222.0;-108;-466.0
-12.0;25;39.0;12;-45.0;22.0;4.0;-86.0;-12;-24.0;-20.0;25;-66.0
16.0;16;-9.0;19;-19.0;10.0;36.0;63.0;-19;-76.0;-88.0;16;42.0
-7.0;28;-6.0;19;-57.0;11.0;43.0;65.0;-19;-87.0;-47.0;28;59.0
44.0;6;52.0;10;39.0;-25.0;14.0;-13.0;-10;-109.0;-44.0;6;-2.0
42.0;22;13.0;-22;-72.0;25.0;16.0;-10.0;22;-160.0;-79.0;22;-24.0
7.0;-51;20.0;27;-53.0;-5.0;-9.0;4.0;-27;-98.0;-87.0;-51;-9.0
46.0;29;71.0;-43;-62.0;114.0;13.0;-161.0;43;-178.0;-16.0;29;-157.0
-28.0;33;86.0;7;8.0;-42.0;53.0;-36.0;-7;-138.0;-106.0;33;-41.0
22.0;-14;24.0;21;-55.0;3.0;29.0;-23.0;-21;-124.0;-47.0;-14;-38.0
-22.0;35;-810.0;-19;729.0;356.0;-806.0;407.0;19;537.0;625.0;35;959.0
-339.0;7;467.0;23;202.0;430.0;-20.0;-1503.0;-23;544.0;479.0;7;-404.0
53.0;-16;-108.0;-16;12.0;44.0;-31.0;51.0;16;-84.0;-23.0;-16;66.0
43.0;21;-73.0;9;-9.0;88.0;-24.0;-4.0;-9;-127.0;-15.0;21;30.0
400.0;-271;756.0;480;-1053.0;-32.0;736.0;-2046.0;-480;-1436.0;-1459.0;-271;-2188.0
49.0;23;41.0;16;-84.0;45.0;-51.0;-51.0;-16;-42.0;-8.0;23;-53.0
53.0;5;13.0;28;-70.0;56.0;-20.0;-59.0;-28;-48.0;-45.0;5;-50.0
35.0;-14;26.0;-17;-69.0;54.0;-15.0;-59.0;17;-105.0;-48.0;-14;-59.0
30.0;21;51.0;1;-169.0;22.0;-16.0;-105.0;-1;-15.0;-111.0;21;-112.0
-248.0;-8;-129.0;23;109.0;-272.0;-42.0;207.0;-23;-387.0;-318.0;-8;236.0
41.0;-47;-23.0;152;19.0;22.0;-24.0;38.0;-152;-69.0;-22.0;-47;53.0
53.0;-40;25.0;-63;9.0;-47.0;29.0;36.0;63;-59.0;23.0;-40;-3.0
-13.0;32;83.0;-13;-74.0;20.0;16.0;32.0;13;-22.0;9.0;32;2.0
-38.0;32;27.0;16;-97.0;9.0;-3.0;5.0;-16;-80.0;-4.0;32;-10.0
-93.0;-33;59.0;-19;72.0;-39.0;89.0;176.0;19;-94.0;-112.0;-33;125.0
-7.0;4;-4.0;-23;-55.0;-10.0;45.0;61.0;23;-100.0;-79.0;4;91.0
-18.0;-21;12.0;27;-60.0;-31.0;25.0;43.0;-27;-84.0;-47.0;-21;37.0
-155.0;-522;-280.0;570;33.0;-76.0;342.0;-114.0;-570;138.0;80.0;-522;-301.0
-27.0;-14;13.0;53;-88.0;28.0;-11.0;-19.0;-53;-30.0;3.0;-14;-57.0
-51.0;8;18.0;-7;-154.0;150.0;6.0;-64.0;7;-150.0;-84.0;8;-66.0
10.0;16;14.0;4;-35.0;-3.0;-33.0;-54.0;-4;-79.0;-77.0;16;-83.0
0.0;-3;99.0;-20;8.0;7.0;-16.0;-53.0;20;-112.0;-48.0;-3;-72.0
14.0;-188;-337.0;374;-7.0;134.0;-253.0;325.0;-374;-504.0;36.0;-188;31.0
39.0;-40;-68.0;7;-61.0;30.0;-44.0;23.0;-7;-77.0;-41.0;-40;32.0
256.0;10;465.0;35;-282.0;-179.0;499.0;-610.0;-35;-414.0;-284.0;10;-693.0
69.0;0;60.0;-22;-47.0;74.0;36.0;-41.0;22;-26.0;-32.0;0;-17.0
33.0;-11;60.0;38;-34.0;46.0;29.0;-19.0;-38;-49.0;-27.0;-11;24.0
-94.0;880;533.0;-146;-522.0;63.0;90.0;-680.0;146;58.0;-73.0;880;-795.0
-42.0;-11;32.0;20;-89.0;6.0;-23.0;27.0;-20;-36.0;-13.0;-11;27.0
129.0;72;-205.0;-47;160.0;111.0;-273.0;60.0;47;10.0;150.0;72;-107.0
407.0;-1;-359.0;-49;60.0;216.0;-508.0;-242.0;49;321.0;108.0;-1;-236.0
-15.0;-23;-155.0;-4;182.0;156.0;-95.0;303.0;4;5.0;166.0;-23;269.0
42.0;19;2.0;-1;-76.0;26.0;-31.0;-73.0;1;-143.0;-89.0;19;-7.0
40.0;21;-17.0;14;-113.0;8.0;-18.0;-50.0;-14;-128.0;-63.0;21;-67.0
29.0;28;-68.0;-30;-39.0;20.0;-48.0;73.0;30;-69.0;-32.0;28;-78.0
-75.0;-28;-218.0;-5;228.0;174.0;-403.0;364.0;5;-64.0;83.0;-28;184.0
94.0;-9;-35.0;14;15.0;50.0;-53.0;8.0;-14;-63.0;-25.0;-9;49.0
15.0;-5;13.0;-20;5.0;48.0;-39.0;95.0;20;-56.0;-25.0;-5;-19.0
36.0;-12;-56.0;64;-35.0;41.0;-8.0;50.0;-64;-124.0;-45.0;-12;-13.0
14.0;13;3.0;5;-52.0;9.0;-24.0;-5.0;-5;-117.0;-82.0;13;-43.0
124.0;-931;1062.0;5937;200.0;-53.0;279.0;-195.0;-5937;-51.0;-91.0;-931;-65.0
138.0;51;-111.0;5;-58.0;58.0;-118.0;-213.0;-5;-100.0;-1.0;51;-203.0
-121.0;-82;248.0;5;-121.0;-2.0;-348.0;2491.0;-5;-101.0;-13.0;-82;397.0
69.0;5;-54.0;-57;15.0;22.0;-86.0;91.0;57;-62.0;23.0;5;21.0
-9.0;10;73.0;37;-19.0;43.0;5.0;4.0;-37;-94.0;-29.0;10;21.0
24.0;6;-39.0;-5;-45.0;40.0;-30.0;38.0;5;40.0;-54.0;6;86.0
37.0;78;3.0;-36;-4.0;25.0;-1.0;32.0;36;-23.0;36.0;78;40.0
51.0;223;38.0;95;140.0;131.0;-7.0;54.0;-95;80.0;110.0;223;93.0
3.0;34;46.0;-63;-24.0;50.0;45.0;6.0;63;-12.0;-5.0;34;1.0
347.0;-20;-533.0;-19;-669.0;-160.0;219.0;-239.0;19;-240.0;-308.0;-20;-571.0
-16.0;-23;48.0;-7;-139.0;-54.0;27.0;-111.0;7;-233.0;-207.0;-23;-135.0
17.0;21;51.0;23;-31.0;53.0;26.0;36.0;-23;-67.0;-3.0;21;3.0
-114.0;5;257.0;-35;-253.0;-184.0;253.0;-477.0;35;-112.0;-191.0;5;-488.0
-5.0;22;67.0;-20;-51.0;44.0;31.0;29.0;20;-25.0;-5.0;22;-8.0
84.0;44;1300.0;-266;-18.0;-23.0;859.0;376.0;266;-184.0;-72.0;44;-743.0
-128.0;-17;69.0;-33;-50.0;443.0;52.0;268.0;33;216.0;99.0;-17;-41.0
-319.0;6;-228.0;75;-24.0;223.0;242.0;-255.0;-75;292.0;416.0;6;20.0
-23.0;-506;-21.0;-238;52.0;54.0;-1.0;28.0;238;16.0;61.0;-506;61.0
-2.0;-56;2.0;-12;-6.0;57.0;-18.0;-17.0;12;-82.0;-60.0;-56;-14.0
23.0;-32;-41.0;26;24.0;-25.0;-64.0;47.0;-26;-49.0;-49.0;-32;-11.0
28.0;-21;-31.0;-16;-55.0;-31.0;-36.0;17.0;16;-59.0;-100.0;-21;17.0
239.0;-2432;-158.0;-1989;513.0;65.0;-285.0;582.0;1989;273.0;445.0;-2432;568.0
37.0;0;6.0;7;-69.0;54.0;-78.0;3.0;-7;-141.0;-49.0;0;33.0
53.0;-17;49.0;-53;30.0;47.0;45.0;-21.0;53;5.0;40.0;-17;2.0
61.0;-15;49.0;5;2.0;50.0;82.0;-145.0;-5;-93.0;-32.0;-15;4.0
