Accelerometer RWR accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RUA accY;Accelerometer LWR accX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit RLA magneticY;Accelerometer RUA^ accZ;Accelerometer RUA_ accZ;Accelerometer LH accZ;InertialMeasurementUnit RUA magneticX
43.0;-412.0;-456.0;-650.0;53.0;182.0;-28;-164.0;-304.0;318.0;738.0;510.0
-174.0;124.0;-853.0;-7.0;634.0;-44.0;-23;450.0;-618.0;-273.0;-137.0;349.0
137.0;116.0;68.0;-166.0;363.0;284.0;-29;-100.0;218.0;293.0;93.0;351.0
136.0;159.0;1.0;-72.0;318.0;232.0;-29;-144.0;142.0;248.0;25.0;385.0
154.0;135.0;23.0;-119.0;349.0;276.0;-29;-60.0;155.0;278.0;89.0;356.0
126.0;-67.0;-60.0;-101.0;-312.0;314.0;-23;-322.0;96.0;336.0;208.0;353.0
141.0;135.0;-41.0;-103.0;319.0;236.0;-29;-136.0;91.0;219.0;34.0;372.0
-48.0;160.0;19.0;-32.0;6.0;232.0;-27;-61.0;69.0;247.0;-192.0;772.0
133.0;134.0;5.0;-114.0;348.0;266.0;-29;-61.0;133.0;269.0;70.0;356.0
174.0;139.0;80.0;-57.0;418.0;404.0;-25;-193.0;348.0;612.0;83.0;515.0
117.0;20.0;-199.0;-179.0;-27.0;352.0;-29;-81.0;-53.0;330.0;205.0;850.0
103.0;251.0;-112.0;66.0;125.0;207.0;-24;-441.0;59.0;328.0;-40.0;990.0
383.0;258.0;95.0;17.0;671.0;-45.0;-27;-484.0;145.0;133.0;-18.0;287.0
-85.0;41.0;-280.0;-174.0;343.0;295.0;-26;-201.0;-1.0;490.0;-79.0;441.0
159.0;123.0;-4.0;-139.0;327.0;226.0;-29;-125.0;140.0;250.0;48.0;364.0
416.0;-562.0;-48.0;-806.0;728.0;158.0;-28;-902.0;208.0;336.0;759.0;929.0
113.0;35.0;-144.0;-165.0;356.0;192.0;-29;-89.0;-7.0;159.0;96.0;411.0
-79.0;138.0;-267.0;-165.0;-18.0;89.0;-29;93.0;-127.0;135.0;-117.0;538.0
793.0;-448.0;-56.0;-695.0;298.0;-43.0;-26;-409.0;231.0;233.0;705.0;497.0
792.0;-462.0;56.0;-638.0;34.0;140.0;-23;-244.0;157.0;438.0;746.0;211.0
169.0;136.0;65.0;-104.0;344.0;267.0;-29;-56.0;188.0;269.0;64.0;351.0
-144.0;553.0;-363.0;391.0;-385.0;167.0;-23;348.0;-200.0;197.0;-781.0;176.0
383.0;189.0;10.0;-54.0;273.0;222.0;-29;-58.0;144.0;241.0;37.0;366.0
170.0;136.0;61.0;-117.0;345.0;269.0;-29;-61.0;176.0;272.0;60.0;350.0
-84.0;274.0;583.0;98.0;-682.0;623.0;-44;253.0;747.0;805.0;-469.0;-377.0
866.0;-542.0;-98.0;-665.0;210.0;111.0;-26;-387.0;50.0;37.0;520.0;278.0
104.0;95.0;-52.0;-145.0;290.0;211.0;-29;-71.0;67.0;200.0;58.0;367.0
595.0;185.0;-57.0;-201.0;448.0;-195.0;-30;-219.0;1.0;8.0;-275.0;262.0
