Accelerometer RWR accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RUA accY;Accelerometer LWR accX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit RLA magneticY;Accelerometer RUA^ accZ;Accelerometer RUA_ accZ;Accelerometer LH accZ;InertialMeasurementUnit RUA magneticX
-27.0;289.0;172.0;-203.0;348.0;481.0;-26;-498.0;-30.0;141.0;273.0;1329.0
?;214.0;-120.0;-206.0;367.0;639.0;?;-470.0;9.0;172.0;240.0;1342.0
-14.0;134.0;-426.0;-193.0;404.0;622.0;-26;-441.0;49.0;?;212.0;1352.0
102.0;163.0;-64.0;-117.0;693.0;238.0;1;-646.0;78.0;152.0;9.0;1386.0
118.0;136.0;-107.0;-145.0;714.0;196.0;-7;-640.0;93.0;175.0;-6.0;1363.0
84.0;119.0;-81.0;-42.0;731.0;154.0;-9;-646.0;75.0;209.0;3.0;1341.0
121.0;138.0;-21.0;-30.0;?;121.0;-9;-658.0;95.0;?;28.0;1321.0
115.0;147.0;14.0;16.0;754.0;120.0;-9;-689.0;154.0;253.0;31.0;1304.0
206.0;181.0;39.0;-121.0;759.0;130.0;-9;-716.0;253.0;300.0;107.0;1281.0
277.0;263.0;32.0;-169.0;766.0;161.0;-10;-746.0;265.0;409.0;123.0;1263.0
142.0;257.0;14.0;-25.0;766.0;175.0;-10;-751.0;317.0;502.0;202.0;1243.0
123.0;242.0;35.0;29.0;763.0;199.0;-10;-748.0;343.0;537.0;294.0;?
105.0;221.0;92.0;-45.0;769.0;212.0;-10;-757.0;175.0;587.0;187.0;1215.0
82.0;211.0;133.0;-293.0;773.0;309.0;-11;-770.0;-104.0;514.0;127.0;1216.0
-38.0;220.0;110.0;-362.0;793.0;373.0;-11;-780.0;-91.0;401.0;238.0;1221.0
-154.0;310.0;240.0;-324.0;816.0;445.0;-11;-768.0;-66.0;256.0;346.0;1225.0
-134.0;260.0;46.0;-154.0;834.0;588.0;-11;-751.0;12.0;172.0;336.0;1233.0
-19.0;118.0;-192.0;-127.0;851.0;705.0;-12;-717.0;6.0;193.0;319.0;1222.0
8.0;?;-288.0;-116.0;871.0;498.0;-13;-677.0;112.0;?;236.0;1208.0
163.0;97.0;-144.0;-267.0;636.0;192.0;5;-528.0;2.0;139.0;119.0;929.0
249.0;94.0;-203.0;-170.0;623.0;148.0;-7;-468.0;14.0;121.0;10.0;906.0
192.0;107.0;-198.0;-93.0;595.0;155.0;-11;-416.0;-42.0;?;35.0;883.0
294.0;123.0;-154.0;-61.0;556.0;144.0;-13;-383.0;-78.0;208.0;13.0;863.0
358.0;106.0;-89.0;-12.0;523.0;92.0;-14;-366.0;-30.0;255.0;39.0;840.0
350.0;105.0;-56.0;39.0;494.0;78.0;-13;-366.0;0.0;328.0;?;824.0
421.0;160.0;-60.0;-13.0;459.0;?;-14;-365.0;?;461.0;21.0;806.0
317.0;218.0;-160.0;-204.0;426.0;225.0;-14;-352.0;303.0;465.0;10.0;789.0
302.0;282.0;-149.0;-186.0;394.0;242.0;-14;-337.0;123.0;451.0;45.0;774.0
83.0;309.0;-123.0;44.0;359.0;360.0;-14;-322.0;-1.0;424.0;217.0;761.0
202.0;286.0;-89.0;75.0;323.0;314.0;-14;-306.0;-217.0;?;275.0;751.0
257.0;219.0;158.0;-203.0;284.0;148.0;-15;-291.0;?;300.0;258.0;739.0
291.0;167.0;15.0;-362.0;256.0;231.0;-15;-280.0;-137.0;299.0;84.0;735.0
260.0;276.0;-135.0;-514.0;231.0;312.0;-15;-259.0;-74.0;385.0;319.0;734.0
29.0;299.0;-352.0;-643.0;196.0;438.0;-15;-224.0;-3.0;347.0;332.0;734.0
?;131.0;-525.0;-395.0;157.0;475.0;-16;-186.0;39.0;291.0;516.0;735.0
-37.0;70.0;-407.0;-294.0;128.0;409.0;-18;-158.0;96.0;290.0;496.0;739.0
?;-33.0;-257.0;-293.0;113.0;404.0;-19;-168.0;139.0;325.0;318.0;748.0
147.0;-261.0;-116.0;-329.0;114.0;363.0;?;-202.0;231.0;372.0;325.0;759.0
278.0;-247.0;33.0;-357.0;136.0;278.0;-29;-246.0;?;370.0;?;769.0
288.0;-248.0;66.0;-427.0;167.0;252.0;-36;-283.0;279.0;399.0;381.0;776.0
265.0;-205.0;122.0;-497.0;207.0;?;-49;-314.0;250.0;391.0;354.0;784.0
226.0;-149.0;178.0;-458.0;242.0;289.0;-58;-317.0;263.0;406.0;306.0;785.0
234.0;-129.0;?;-417.0;273.0;310.0;-59;-312.0;307.0;431.0;281.0;783.0
221.0;-145.0;190.0;-277.0;310.0;314.0;-60;-319.0;314.0;450.0;198.0;779.0
300.0;-113.0;163.0;-39.0;351.0;335.0;-65;-332.0;375.0;499.0;209.0;779.0
325.0;-71.0;187.0;14.0;407.0;327.0;?;-345.0;481.0;523.0;3.0;776.0
227.0;-75.0;226.0;94.0;473.0;325.0;-62;-357.0;455.0;634.0;52.0;781.0
180.0;-57.0;247.0;73.0;530.0;337.0;-53;-365.0;221.0;579.0;-180.0;785.0
?;44.0;307.0;144.0;?;357.0;-41;-376.0;255.0;?;-257.0;793.0
131.0;?;379.0;190.0;620.0;351.0;-32;?;114.0;533.0;-297.0;803.0
156.0;255.0;415.0;168.0;651.0;481.0;-24;-377.0;-3.0;492.0;-246.0;814.0
109.0;352.0;119.0;156.0;665.0;542.0;-15;-363.0;16.0;397.0;-140.0;831.0
153.0;402.0;158.0;130.0;682.0;489.0;-8;-344.0;1.0;326.0;-84.0;842.0
71.0;328.0;39.0;161.0;707.0;550.0;-5;-324.0;-2.0;287.0;-77.0;852.0
109.0;281.0;-158.0;-34.0;718.0;520.0;-7;-305.0;9.0;278.0;-72.0;859.0
1.0;317.0;-136.0;-68.0;708.0;442.0;-12;-294.0;164.0;246.0;-371.0;873.0
2.0;408.0;-202.0;58.0;?;414.0;-10;-295.0;125.0;198.0;-63.0;880.0
147.0;396.0;-177.0;?;629.0;371.0;-11;-307.0;91.0;216.0;-4.0;883.0
354.0;217.0;-71.0;-34.0;?;331.0;-15;-334.0;-5.0;266.0;9.0;889.0
397.0;219.0;4.0;-16.0;521.0;?;-16;-372.0;108.0;268.0;-81.0;891.0
290.0;295.0;98.0;5.0;?;?;-15;-415.0;43.0;308.0;-68.0;?
191.0;283.0;33.0;26.0;431.0;148.0;-16;-449.0;26.0;317.0;-113.0;903.0
135.0;304.0;61.0;111.0;416.0;129.0;-16;-468.0;157.0;353.0;-32.0;912.0
136.0;334.0;43.0;76.0;?;188.0;-16;-467.0;212.0;414.0;-80.0;922.0
242.0;321.0;-74.0;-28.0;446.0;238.0;-16;-454.0;282.0;530.0;34.0;935.0
255.0;?;-89.0;-53.0;494.0;273.0;-16;-440.0;403.0;616.0;-34.0;947.0
110.0;360.0;29.0;-185.0;553.0;270.0;-16;-437.0;471.0;678.0;-48.0;962.0
86.0;319.0;119.0;-220.0;?;360.0;-16;-435.0;453.0;699.0;-72.0;978.0
-58.0;289.0;166.0;-184.0;670.0;405.0;-16;-437.0;370.0;659.0;160.0;999.0
-191.0;198.0;253.0;-168.0;723.0;484.0;-16;-440.0;?;600.0;156.0;1024.0
-298.0;38.0;340.0;-165.0;?;543.0;-17;-449.0;167.0;464.0;146.0;1046.0
-270.0;84.0;306.0;-125.0;811.0;597.0;-18;-449.0;219.0;482.0;83.0;1068.0
?;141.0;257.0;-89.0;845.0;626.0;-19;?;266.0;467.0;16.0;1091.0
-89.0;133.0;129.0;-107.0;888.0;?;-21;-435.0;323.0;463.0;-139.0;1111.0
?;103.0;49.0;-66.0;938.0;529.0;-24;-431.0;258.0;416.0;-170.0;1125.0
221.0;150.0;150.0;-76.0;995.0;511.0;?;-437.0;183.0;366.0;-155.0;1141.0
277.0;152.0;212.0;-129.0;1052.0;501.0;-39;-453.0;149.0;341.0;-187.0;1149.0
344.0;122.0;251.0;-65.0;1104.0;450.0;-45;-470.0;77.0;333.0;-128.0;1155.0
261.0;141.0;247.0;53.0;1149.0;338.0;-51;-466.0;84.0;?;-127.0;1166.0
282.0;99.0;132.0;73.0;1181.0;296.0;?;-449.0;75.0;261.0;-67.0;1171.0
262.0;92.0;53.0;59.0;1202.0;299.0;-52;-423.0;18.0;223.0;-145.0;1183.0
366.0;226.0;15.0;142.0;1214.0;291.0;-59;?;148.0;244.0;-137.0;?
384.0;310.0;19.0;170.0;1225.0;239.0;-59;-386.0;209.0;327.0;69.0;1199.0
401.0;326.0;7.0;15.0;1224.0;192.0;-62;-373.0;145.0;391.0;66.0;1205.0
418.0;?;-72.0;-169.0;1211.0;173.0;-62;-358.0;108.0;?;135.0;1213.0
304.0;426.0;8.0;?;1180.0;155.0;-52;-352.0;112.0;347.0;270.0;1223.0
318.0;355.0;146.0;-263.0;1133.0;206.0;-43;-354.0;-15.0;313.0;379.0;1234.0
345.0;113.0;68.0;-372.0;1064.0;305.0;-30;-349.0;-262.0;164.0;587.0;1246.0
418.0;-34.0;1.0;-385.0;957.0;361.0;-21;?;-330.0;27.0;786.0;?
378.0;-55.0;62.0;-319.0;839.0;327.0;-9;-343.0;-290.0;30.0;731.0;1269.0
215.0;-152.0;89.0;-323.0;712.0;258.0;-2;-362.0;-227.0;87.0;552.0;1277.0
163.0;-228.0;-234.0;?;605.0;117.0;-5;-370.0;-99.0;123.0;337.0;1281.0
217.0;-158.0;-451.0;-374.0;518.0;71.0;-13;-356.0;-24.0;170.0;390.0;1274.0
178.0;-26.0;-470.0;-437.0;430.0;121.0;-22;?;69.0;146.0;232.0;1264.0
149.0;64.0;-366.0;-401.0;349.0;171.0;-27;?;69.0;119.0;176.0;1251.0
149.0;19.0;-262.0;-283.0;265.0;146.0;-28;-398.0;?;186.0;106.0;1233.0
215.0;-113.0;-59.0;-106.0;191.0;83.0;-29;-477.0;87.0;240.0;259.0;1220.0
259.0;-192.0;28.0;-114.0;119.0;39.0;-29;-563.0;114.0;315.0;133.0;1208.0
161.0;-126.0;47.0;-37.0;47.0;37.0;-29;-639.0;71.0;?;-4.0;1198.0
100.0;1.0;10.0;83.0;-14.0;57.0;-29;-674.0;60.0;480.0;-18.0;1187.0
?;134.0;19.0;109.0;-59.0;76.0;-29;-686.0;63.0;495.0;-21.0;1178.0
-11.0;225.0;9.0;14.0;-81.0;114.0;-29;-654.0;-36.0;506.0;?;1165.0
50.0;401.0;-52.0;-181.0;-88.0;184.0;-30;-602.0;-295.0;396.0;13.0;1159.0
39.0;465.0;-96.0;-286.0;-63.0;312.0;-30;-538.0;?;330.0;43.0;1155.0
28.0;496.0;-103.0;-344.0;-23.0;407.0;-30;-456.0;-123.0;229.0;176.0;1155.0
13.0;432.0;-213.0;-174.0;39.0;490.0;-31;-357.0;66.0;318.0;?;1162.0
10.0;263.0;-461.0;37.0;?;557.0;-30;-272.0;74.0;359.0;215.0;1176.0
63.0;157.0;-515.0;-42.0;154.0;499.0;-32;-231.0;126.0;348.0;286.0;1191.0
158.0;215.0;-263.0;-59.0;769.0;298.0;-5;-497.0;50.0;188.0;8.0;?
117.0;247.0;-279.0;-170.0;734.0;220.0;-24;-492.0;96.0;?;-41.0;1334.0
94.0;277.0;-182.0;?;691.0;160.0;-30;-509.0;92.0;212.0;-63.0;1328.0
28.0;235.0;-48.0;-247.0;647.0;149.0;-29;-557.0;26.0;180.0;33.0;?
121.0;?;0.0;-146.0;595.0;161.0;-30;-623.0;10.0;211.0;125.0;1317.0
224.0;206.0;48.0;-64.0;544.0;147.0;-29;-693.0;28.0;266.0;204.0;1317.0
195.0;164.0;52.0;-48.0;506.0;126.0;-30;-745.0;94.0;329.0;250.0;1311.0
195.0;177.0;-41.0;-78.0;484.0;138.0;-30;-773.0;179.0;429.0;234.0;1314.0
159.0;175.0;-87.0;-18.0;481.0;157.0;-30;-782.0;212.0;548.0;269.0;1314.0
172.0;201.0;-112.0;-34.0;486.0;186.0;-31;-782.0;220.0;547.0;333.0;1322.0
112.0;239.0;-88.0;-172.0;?;202.0;-31;-783.0;-102.0;555.0;268.0;1331.0
31.0;215.0;?;-391.0;544.0;293.0;-31;-786.0;-175.0;400.0;331.0;1348.0
-65.0;198.0;77.0;?;?;400.0;?;-778.0;-26.0;297.0;121.0;1367.0
-97.0;244.0;64.0;-341.0;674.0;494.0;-31;-734.0;-6.0;260.0;360.0;1380.0
-160.0;209.0;-245.0;?;745.0;654.0;-31;-655.0;-31.0;250.0;335.0;1392.0
-15.0;28.0;-471.0;-147.0;814.0;635.0;-31;-588.0;81.0;291.0;318.0;1395.0
48.0;216.0;-145.0;-77.0;1122.0;364.0;-26;-1304.0;-39.0;220.0;-223.0;1487.0
-11.0;155.0;-12.0;94.0;1070.0;351.0;-27;-1342.0;76.0;242.0;380.0;1468.0
-7.0;108.0;-102.0;-36.0;?;305.0;-29;-1375.0;188.0;?;-80.0;1451.0
47.0;21.0;-34.0;-82.0;954.0;287.0;-28;-1400.0;206.0;303.0;-10.0;1436.0
204.0;226.0;-119.0;-160.0;914.0;285.0;-29;-1415.0;142.0;348.0;-12.0;1425.0
317.0;201.0;-41.0;-42.0;879.0;231.0;-29;-1426.0;117.0;399.0;65.0;1427.0
283.0;102.0;136.0;?;857.0;185.0;-29;?;227.0;417.0;-24.0;1434.0
?;90.0;143.0;98.0;850.0;210.0;-29;-1462.0;218.0;383.0;-72.0;1447.0
207.0;147.0;76.0;126.0;835.0;?;-29;?;358.0;425.0;-227.0;1456.0
572.0;142.0;48.0;?;796.0;?;-30;-1494.0;399.0;598.0;-67.0;1472.0
529.0;137.0;110.0;-153.0;751.0;272.0;-30;-1474.0;359.0;585.0;-79.0;1479.0
373.0;175.0;176.0;-153.0;725.0;250.0;-30;-1429.0;247.0;474.0;133.0;1492.0
240.0;195.0;281.0;-377.0;692.0;372.0;?;-1354.0;235.0;414.0;211.0;1498.0
195.0;64.0;254.0;-224.0;672.0;503.0;-29;-1267.0;212.0;423.0;303.0;1502.0
77.0;128.0;137.0;-188.0;661.0;524.0;-30;-1190.0;298.0;485.0;346.0;1510.0
78.0;220.0;52.0;?;622.0;423.0;-30;-1139.0;303.0;500.0;427.0;1514.0
23.0;9.0;107.0;7.0;527.0;442.0;?;-1106.0;323.0;501.0;15.0;1513.0
20.0;-138.0;?;-30.0;387.0;471.0;?;-1064.0;?;521.0;42.0;1506.0
47.0;-46.0;212.0;-38.0;277.0;488.0;-34;-1031.0;370.0;547.0;3.0;1493.0
82.0;16.0;274.0;-36.0;198.0;486.0;-39;-1006.0;418.0;599.0;?;1483.0
9.0;65.0;?;-5.0;?;506.0;-46;-984.0;462.0;620.0;25.0;1469.0
60.0;174.0;237.0;-90.0;194.0;539.0;-52;-971.0;393.0;577.0;73.0;1452.0
78.0;161.0;?;-64.0;231.0;586.0;-55;-969.0;248.0;491.0;54.0;1435.0
208.0;220.0;329.0;53.0;250.0;597.0;-54;-980.0;258.0;458.0;293.0;1426.0
210.0;234.0;?;22.0;263.0;596.0;-54;-997.0;178.0;384.0;78.0;1416.0
273.0;198.0;339.0;-6.0;297.0;547.0;-63;-1014.0;184.0;332.0;-164.0;1414.0
419.0;222.0;175.0;-49.0;341.0;493.0;-73;?;232.0;345.0;-197.0;1411.0
444.0;241.0;138.0;-49.0;404.0;396.0;-71;-1043.0;208.0;437.0;-239.0;1414.0
402.0;146.0;106.0;159.0;481.0;327.0;-63;-1054.0;-60.0;414.0;-75.0;1410.0
150.0;264.0;68.0;147.0;564.0;296.0;-52;-1067.0;72.0;382.0;-176.0;?
48.0;196.0;117.0;113.0;617.0;307.0;-49;-1079.0;-67.0;352.0;-197.0;1387.0
-121.0;257.0;123.0;?;648.0;338.0;-44;-1096.0;-190.0;293.0;-191.0;1369.0
-103.0;318.0;-130.0;-108.0;658.0;473.0;-33;-1120.0;-2.0;336.0;-67.0;1348.0
-149.0;241.0;-60.0;-171.0;?;410.0;-25;-1163.0;-34.0;432.0;-16.0;1317.0
-718.0;216.0;-149.0;-214.0;657.0;359.0;-22;?;-146.0;565.0;-38.0;1291.0
-1744.0;67.0;-347.0;-180.0;668.0;433.0;-25;-1292.0;-100.0;390.0;-144.0;1262.0
-1342.0;47.0;-213.0;-22.0;685.0;485.0;?;-1344.0;-324.0;-20.0;-228.0;1237.0
?;125.0;-148.0;142.0;702.0;588.0;-35;-1377.0;?;882.0;-281.0;1212.0
-530.0;143.0;-311.0;92.0;694.0;746.0;-35;-1384.0;203.0;1091.0;?;1194.0
-688.0;138.0;-235.0;57.0;?;601.0;-36;-1373.0;173.0;995.0;-313.0;1177.0
-273.0;?;-329.0;?;638.0;679.0;-36;-1357.0;?;628.0;-318.0;1163.0
359.0;316.0;176.0;-4.0;616.0;1161.0;-36;-1336.0;181.0;440.0;-339.0;1159.0
518.0;279.0;?;4.0;605.0;1399.0;-37;-1327.0;279.0;346.0;-254.0;1167.0
512.0;317.0;169.0;-30.0;607.0;973.0;-37;-1324.0;498.0;?;-111.0;1183.0
602.0;365.0;199.0;-75.0;612.0;473.0;-37;-1315.0;487.0;416.0;-58.0;1195.0
290.0;323.0;193.0;-120.0;599.0;179.0;-38;-1301.0;536.0;374.0;-31.0;1203.0
261.0;224.0;234.0;-224.0;578.0;-46.0;-38;-1288.0;783.0;467.0;-60.0;1197.0
273.0;139.0;429.0;-247.0;570.0;-182.0;-38;-1280.0;796.0;566.0;41.0;1189.0
218.0;153.0;430.0;-250.0;572.0;-97.0;?;-1268.0;881.0;709.0;129.0;1178.0
-85.0;40.0;409.0;-236.0;580.0;-3.0;-37;-1252.0;850.0;600.0;132.0;1167.0
-81.0;-59.0;626.0;-204.0;594.0;43.0;-38;-1241.0;700.0;591.0;93.0;1159.0
-139.0;-70.0;701.0;-190.0;609.0;296.0;-38;-1225.0;611.0;655.0;-4.0;1149.0
-202.0;-61.0;729.0;-188.0;628.0;356.0;-40;-1204.0;626.0;565.0;-137.0;1133.0
-521.0;-50.0;797.0;-163.0;647.0;198.0;-44;-1178.0;227.0;467.0;-204.0;1121.0
-506.0;-24.0;670.0;47.0;668.0;469.0;-47;-1152.0;369.0;523.0;-161.0;1119.0
-624.0;36.0;556.0;-52.0;684.0;539.0;-56;-1114.0;134.0;529.0;?;1108.0
-732.0;54.0;523.0;-36.0;698.0;308.0;-65;-1066.0;293.0;634.0;-244.0;1103.0
-545.0;62.0;?;-69.0;710.0;592.0;-63;-1009.0;506.0;770.0;-251.0;1096.0
-472.0;129.0;195.0;-64.0;718.0;555.0;-58;-949.0;489.0;820.0;-322.0;1086.0
-456.0;169.0;101.0;9.0;726.0;740.0;-59;-897.0;448.0;893.0;-303.0;1076.0
-488.0;207.0;-50.0;90.0;740.0;881.0;-72;-855.0;498.0;829.0;-288.0;1065.0
-376.0;209.0;227.0;97.0;752.0;840.0;-83;-825.0;515.0;743.0;-206.0;1055.0
-295.0;221.0;362.0;56.0;767.0;927.0;-79;-798.0;310.0;732.0;-409.0;1037.0
?;323.0;289.0;-34.0;775.0;995.0;-65;?;318.0;692.0;-479.0;1024.0
-185.0;310.0;318.0;79.0;773.0;871.0;-54;-757.0;315.0;681.0;-127.0;1014.0
4.0;294.0;408.0;5.0;769.0;780.0;-45;-733.0;292.0;729.0;-130.0;1004.0
82.0;?;189.0;-80.0;762.0;764.0;?;-714.0;244.0;653.0;-45.0;996.0
148.0;185.0;201.0;-213.0;752.0;748.0;-24;-702.0;225.0;536.0;217.0;988.0
66.0;219.0;202.0;-251.0;747.0;744.0;-15;-712.0;160.0;404.0;126.0;983.0
3.0;136.0;158.0;-240.0;747.0;739.0;?;-739.0;?;304.0;209.0;974.0
-96.0;-2.0;136.0;-196.0;753.0;671.0;-17;-773.0;12.0;236.0;-170.0;971.0
-22.0;-28.0;75.0;-88.0;760.0;448.0;-25;-812.0;61.0;226.0;-183.0;?
60.0;?;57.0;-26.0;766.0;310.0;-29;-851.0;66.0;248.0;-249.0;965.0
163.0;65.0;-28.0;26.0;756.0;270.0;-35;-874.0;53.0;288.0;-108.0;953.0
169.0;71.0;-73.0;-7.0;746.0;250.0;-36;-881.0;-14.0;322.0;-86.0;939.0
82.0;57.0;-56.0;-7.0;724.0;208.0;-36;-889.0;36.0;327.0;-160.0;?
-14.0;170.0;-20.0;?;706.0;186.0;-36;-894.0;140.0;380.0;-236.0;913.0
?;243.0;-63.0;-6.0;678.0;187.0;-36;-900.0;226.0;444.0;-93.0;900.0
-70.0;253.0;-124.0;65.0;664.0;268.0;-36;-902.0;205.0;553.0;-157.0;885.0
-151.0;296.0;-89.0;61.0;655.0;280.0;-37;-893.0;328.0;579.0;-111.0;877.0
-122.0;362.0;-35.0;7.0;?;245.0;?;-874.0;295.0;620.0;-204.0;865.0
-129.0;343.0;?;-76.0;654.0;307.0;?;-851.0;160.0;607.0;-269.0;868.0
-44.0;269.0;50.0;-127.0;674.0;434.0;-37;-823.0;-120.0;544.0;-91.0;865.0
-50.0;256.0;141.0;-111.0;702.0;509.0;-38;-785.0;-86.0;437.0;33.0;864.0
-108.0;287.0;173.0;-81.0;725.0;562.0;-37;-754.0;112.0;418.0;38.0;870.0
-180.0;247.0;72.0;-80.0;745.0;622.0;-38;-720.0;143.0;412.0;32.0;863.0
-185.0;211.0;-180.0;-62.0;764.0;719.0;-38;-687.0;174.0;435.0;59.0;858.0
383.0;284.0;?;14.0;542.0;40.0;-28;-336.0;-37.0;100.0;-75.0;733.0
355.0;301.0;-255.0;-28.0;507.0;?;-34;-313.0;-20.0;133.0;30.0;717.0
329.0;?;-233.0;-131.0;478.0;-9.0;-41;-297.0;-32.0;172.0;76.0;697.0
333.0;203.0;-189.0;-140.0;?;-24.0;-43;-291.0;-106.0;209.0;190.0;678.0
238.0;164.0;-127.0;-175.0;447.0;-25.0;-43;-291.0;-111.0;190.0;151.0;662.0
204.0;146.0;-91.0;-147.0;428.0;25.0;-44;-290.0;-58.0;252.0;287.0;643.0
130.0;137.0;-114.0;-165.0;?;84.0;-44;-288.0;19.0;352.0;178.0;629.0
146.0;121.0;-167.0;-127.0;368.0;105.0;-45;-276.0;110.0;509.0;?;613.0
53.0;189.0;-226.0;-154.0;342.0;?;-45;-261.0;55.0;537.0;118.0;600.0
-128.0;304.0;-198.0;-100.0;318.0;157.0;-45;-244.0;-43.0;488.0;139.0;587.0
-184.0;219.0;-130.0;-94.0;311.0;256.0;?;-231.0;107.0;522.0;98.0;580.0
-303.0;151.0;-101.0;-48.0;306.0;347.0;-46;-217.0;164.0;524.0;-21.0;580.0
-264.0;194.0;-84.0;-108.0;289.0;480.0;-47;-201.0;13.0;473.0;69.0;583.0
-145.0;318.0;-169.0;-73.0;272.0;553.0;-46;-187.0;?;448.0;215.0;588.0
19.0;346.0;-116.0;-17.0;270.0;506.0;-47;-168.0;98.0;436.0;242.0;590.0
66.0;353.0;33.0;?;291.0;465.0;-47;-157.0;110.0;398.0;175.0;592.0
116.0;298.0;-74.0;-153.0;322.0;534.0;?;-146.0;152.0;370.0;66.0;587.0
106.0;315.0;-148.0;-116.0;358.0;542.0;-49;-136.0;178.0;329.0;64.0;589.0
153.0;302.0;-92.0;-44.0;398.0;462.0;?;-130.0;201.0;300.0;52.0;590.0
284.0;174.0;-1.0;-65.0;436.0;406.0;-53;-138.0;220.0;335.0;66.0;?
141.0;132.0;35.0;-97.0;477.0;330.0;-67;-153.0;193.0;379.0;28.0;588.0
103.0;167.0;91.0;?;513.0;250.0;-80;-170.0;342.0;401.0;?;585.0
103.0;192.0;133.0;?;549.0;219.0;-83;-186.0;383.0;468.0;-43.0;589.0
28.0;142.0;?;-81.0;575.0;238.0;-74;-193.0;237.0;543.0;?;585.0
138.0;112.0;98.0;-31.0;597.0;300.0;-71;-188.0;-25.0;484.0;62.0;589.0
177.0;78.0;218.0;25.0;607.0;298.0;-83;-177.0;-135.0;368.0;107.0;583.0
71.0;?;305.0;19.0;615.0;364.0;?;?;-51.0;332.0;89.0;583.0
-62.0;102.0;232.0;-95.0;617.0;474.0;-77;-134.0;-138.0;319.0;48.0;579.0
26.0;125.0;-101.0;-112.0;614.0;576.0;-77;-93.0;-127.0;333.0;119.0;?
96.0;167.0;-302.0;?;598.0;541.0;-61;-54.0;-141.0;292.0;?;?
237.0;168.0;-294.0;-361.0;570.0;469.0;-46;-27.0;-183.0;249.0;333.0;566.0
335.0;159.0;-195.0;-185.0;534.0;?;-37;-35.0;-266.0;187.0;-226.0;566.0
504.0;247.0;-238.0;249.0;484.0;466.0;-25;-55.0;-167.0;171.0;183.0;559.0
545.0;285.0;-185.0;102.0;430.0;381.0;-17;-85.0;-51.0;177.0;289.0;558.0
475.0;110.0;-265.0;?;371.0;317.0;-11;-105.0;1.0;171.0;3.0;547.0
409.0;398.0;?;-92.0;306.0;263.0;-9;-129.0;36.0;245.0;74.0;547.0
307.0;?;-305.0;-162.0;248.0;183.0;-14;-150.0;102.0;231.0;-47.0;538.0
283.0;390.0;-172.0;-128.0;193.0;112.0;-23;-170.0;148.0;251.0;-2.0;532.0
126.0;284.0;-94.0;-95.0;138.0;73.0;-31;-207.0;232.0;283.0;100.0;526.0
127.0;180.0;-42.0;-52.0;88.0;75.0;-32;-238.0;168.0;327.0;122.0;519.0
117.0;80.0;51.0;-101.0;43.0;84.0;-34;-275.0;200.0;366.0;126.0;516.0
142.0;64.0;109.0;-111.0;6.0;107.0;-35;-288.0;249.0;402.0;55.0;505.0
111.0;?;165.0;-100.0;-21.0;?;-35;-289.0;253.0;476.0;83.0;494.0
128.0;249.0;138.0;28.0;?;169.0;-36;-285.0;119.0;525.0;125.0;480.0
173.0;292.0;117.0;-17.0;-57.0;211.0;?;-277.0;313.0;?;239.0;?
109.0;280.0;125.0;-139.0;-52.0;231.0;?;-268.0;3.0;596.0;273.0;460.0
8.0;260.0;105.0;-184.0;-34.0;283.0;-37;-265.0;-241.0;496.0;240.0;453.0
-156.0;281.0;-25.0;-294.0;-10.0;369.0;-38;-264.0;-232.0;366.0;308.0;452.0
-53.0;220.0;-8.0;-390.0;12.0;432.0;-38;-260.0;-377.0;155.0;377.0;452.0
40.0;250.0;-34.0;-89.0;26.0;562.0;-38;-256.0;96.0;241.0;323.0;454.0
369.0;316.0;-221.0;?;?;607.0;-38;-242.0;198.0;301.0;241.0;451.0
391.0;340.0;-456.0;311.0;68.0;524.0;-39;-228.0;266.0;283.0;108.0;460.0
533.0;305.0;-654.0;236.0;102.0;381.0;-40;-204.0;209.0;232.0;-76.0;462.0
517.0;277.0;-245.0;147.0;154.0;199.0;?;-187.0;300.0;251.0;-140.0;469.0
539.0;?;0.0;46.0;202.0;155.0;?;-184.0;302.0;282.0;-132.0;?
69.0;194.0;111.0;37.0;-69.0;221.0;-30;-251.0;37.0;398.0;202.0;408.0
90.0;214.0;147.0;29.0;-86.0;229.0;-30;-244.0;57.0;429.0;220.0;400.0
2.0;246.0;70.0;-1.0;-95.0;231.0;-30;?;?;493.0;297.0;392.0
53.0;260.0;76.0;24.0;-102.0;241.0;-31;-224.0;110.0;499.0;246.0;379.0
60.0;261.0;19.0;-37.0;-105.0;281.0;-31;-209.0;192.0;549.0;211.0;368.0
259.0;308.0;-12.0;-25.0;-111.0;?;-31;-192.0;53.0;544.0;?;353.0
201.0;?;68.0;-201.0;-120.0;287.0;-31;-177.0;-303.0;432.0;95.0;347.0
140.0;304.0;42.0;?;-131.0;334.0;-30;-166.0;-273.0;350.0;76.0;335.0
-116.0;200.0;-19.0;-130.0;-148.0;344.0;-31;-147.0;-367.0;234.0;-48.0;324.0
-99.0;226.0;-63.0;118.0;-167.0;435.0;-30;?;3.0;243.0;134.0;315.0
-55.0;253.0;-350.0;185.0;-190.0;551.0;-31;-112.0;187.0;345.0;3.0;307.0
