MotorData.IsAcceleration;MotorData.ActPosition;MotorData.Motor_Pos1reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached
1015;342229;0;-74617;-164;-761;1;0;0;0
0;335124;0;?;-199;-695;1;0;0;0
-1015;328947;0;-75255;-76;-284;1;0;?;0
-1015;328947;0;-75255;-76;-284;1;0;0;?
1015;325583;0;-78416;-179;-389;1;0;0;0
?;318710;0;-99064;-247;-574;1;0;0;0
0;315607;0;-71369;?;?;1;0;0;0
0;309430;0;-75980;-146;-179;1;0;0;0
0;309430;0;?;?;-179;1;0;0;0
-1015;306240;0;-63191;-60;-835;1;0;0;0
0;299193;0;-65308;-116;-667;1;?;0;0
-1015;296061;0;-104777;-94;-495;1;0;0;0
1015;289594;0;-98252;-149;-660;1;0;0;0
1015;289594;0;-98252;-149;-660;1;0;0;0
1015;289594;0;-98252;-149;-660;1;0;0;0
0;285592;0;-58522;-30;-416;1;0;0;0
0;279270;0;-93032;-209;246;1;0;0;0
0;273035;0;-86188;6;-464;1;0;0;0
0;273035;0;-86188;6;-464;1;0;0;?
-1015;269033;0;-65047;18;-682;1;0;0;0
?;262624;0;-100340;-67;-40;1;0;0;0
-1015;259260;0;-86507;-6;-570;1;0;0;0
0;252706;0;-93583;-154;-3;1;0;0;0
0;252706;0;-93583;-154;-3;1;0;0;0
0;249429;0;?;-78;-526;1;0;0;0
0;243252;0;-87928;?;-819;1;0;0;0
0;236872;0;-89436;-23;?;1;0;0;0
0;236872;0;-89436;-23;-495;1;0;0;0
-1015;233653;0;-74124;-63;112;1;?;0;?
-1015;233653;0;-74124;-63;112;1;0;0;0
0;227186;0;-81751;-128;-179;1;0;0;0
-1015;224054;0;-94453;45;-546;?;0;0;0
0;?;0;-75110;-60;-131;1;0;0;0
1015;213411;0;-81461;-125;-548;1;0;0;0
1015;213411;?;-81461;-125;-548;?;0;0;?
0;206944;0;-70528;-120;-502;1;0;0;0
-1015;203174;0;-77517;-102;-266;1;0;0;0
0;197026;0;-94279;-93;-782;1;0;0;0
0;193575;0;-93612;-127;-736;1;?;0;0
0;193575;0;-93612;-127;-736;1;0;0;0
0;186296;0;-80910;-37;-474;1;0;0;0
0;183251;?;-83259;-21;66;1;0;0;0
0;183251;0;-83259;-21;66;1;0;0;0
0;177248;0;-76966;-3;-112;1;0;0;0
0;177248;0;-76966;?;-112;?;0;0;0
-1015;170288;0;?;-162;-390;1;0;0;0
-1015;166924;0;-86159;-170;-131;1;0;0;0
0;160921;0;-77633;-153;-408;1;0;0;0
0;157644;0;-66642;-26;-256;1;0;0;0
0;150626;0;-91408;-84;-651;1;0;0;?
0;150626;0;-91408;-84;-651;1;0;0;0
1015;147494;0;-72500;-102;-91;1;0;0;0
0;141549;0;-86014;-90;-667;1;0;0;0
0;140012;0;-19198;-14;-403;1;0;0;0
0;140012;0;0;-33;-159;1;0;?;0
0;140012;0;0;-33;-159;1;0;0;0
0;140012;0;0;-33;-159;1;0;0;0
0;140012;0;0;-35;-146;1;0;0;0
0;140012;0;0;-32;-159;1;0;0;0
0;140012;0;0;-36;-153;?;0;0;0
0;140012;0;0;-36;-153;1;?;0;0
0;140012;?;?;-32;-138;1;0;?;0
0;140012;0;0;-39;-151;1;0;0;0
0;140012;0;0;-34;-157;1;?;0;0
0;140012;0;0;-32;?;1;0;0;0
0;140012;0;0;-32;-165;1;0;0;0
0;140012;0;0;-36;-161;1;0;0;0
0;140012;0;0;-33;-167;1;0;0;0
0;140012;0;0;-31;-171;1;0;0;0
0;140012;0;0;-31;-171;1;0;0;0
0;140012;0;0;-34;-157;1;0;?;0
0;140012;0;0;-34;-157;1;0;0;0
0;140012;0;0;-36;-169;1;0;0;0
0;140012;0;0;?;-152;1;0;0;0
0;140012;0;0;-34;-159;1;0;0;0
0;140012;0;0;-34;-159;1;?;0;0
0;140012;0;0;-36;-144;1;0;0;0
0;140012;0;0;-35;-171;1;0;0;0
0;140012;0;0;-37;-166;1;0;0;0
?;140012;0;0;-37;-166;1;0;0;0
0;140012;0;0;-33;-153;1;0;0;0
0;140012;0;0;-35;-140;1;0;0;0
0;140012;0;0;?;-170;?;0;0;0
0;140012;0;0;-33;-173;1;0;0;0
0;140012;0;0;-33;-173;1;0;0;0
0;140012;0;0;-33;-173;1;0;0;0
0;140012;0;0;-33;?;1;0;0;0
0;?;0;0;-33;-161;1;0;0;0
0;140012;0;0;-35;-165;1;0;0;0
0;140012;0;0;-33;?;?;0;0;?
0;140012;0;0;-33;-165;1;0;0;0
0;140012;?;0;-33;-150;1;0;0;0
0;140012;0;0;-32;-148;1;0;0;0
0;140012;0;0;-35;-153;1;0;0;0
0;140012;0;0;-35;-153;1;0;0;0
0;140012;?;0;-36;-158;1;0;0;0
0;140012;0;0;-32;-144;1;0;0;0
0;140012;0;0;-35;-159;1;?;0;0
0;140012;0;0;-34;-160;1;0;0;0
0;140012;0;0;-34;-160;1;0;0;0
0;140012;0;0;-34;-160;?;0;0;0
0;140012;0;0;-32;-159;1;0;0;0
0;140012;0;0;-34;-158;1;0;0;0
0;140012;0;0;-34;-138;1;0;0;0
0;140012;0;0;-34;-138;1;0;0;0
0;?;0;0;-33;-150;1;0;0;0
0;?;0;0;-32;-142;1;0;0;0
0;140012;0;0;-34;-153;1;0;0;0
0;140012;0;0;-33;-170;1;0;0;0
0;140012;0;0;-34;-157;1;0;0;0
0;140012;0;0;-34;-157;1;0;0;0
0;140012;0;0;-33;-149;1;0;0;0
0;140012;0;0;-33;-150;1;0;0;0
0;140012;0;0;-35;-177;1;0;0;0
0;140012;0;0;-35;-177;1;0;0;0
0;140012;0;0;-35;-177;1;0;0;0
0;140012;0;0;-35;-173;1;0;?;0
0;140012;0;0;-34;-150;1;0;0;0
0;140012;0;0;-34;-148;1;0;0;0
0;140012;0;0;-34;-153;1;0;0;0
0;140012;0;0;-34;-153;1;0;0;?
0;140012;0;0;-32;-157;1;0;0;0
0;140012;0;0;-32;-144;1;0;0;0
0;140012;0;0;-36;-161;1;?;0;0
0;140012;0;0;-37;-166;1;0;0;0
0;140012;0;0;-37;-166;1;0;0;0
0;140012;0;0;-33;-159;1;0;0;0
0;140012;0;?;-37;-170;1;0;0;0
0;140012;0;0;-37;-170;1;0;0;0
0;140012;0;0;-33;-142;1;0;0;0
0;140012;0;0;-33;-142;1;0;0;0
0;140012;0;0;-33;-142;1;0;0;0
0;140012;0;0;-37;-134;1;0;0;0
0;140012;0;0;-33;-152;1;0;0;0
0;140012;0;0;?;-155;1;0;0;0
0;140012;0;0;-32;-155;1;?;0;0
0;140012;0;0;-35;-177;1;0;0;0
0;140012;0;0;-31;-132;1;?;0;0
0;140012;0;0;-34;-165;1;0;0;0
0;140012;0;0;-34;-148;1;0;0;0
?;140012;0;?;-34;?;1;0;0;0
0;140012;0;0;-34;-152;1;0;0;0
0;140012;0;0;-34;-152;1;0;0;0
0;140012;0;0;-35;-153;1;0;0;0
0;140012;0;0;-35;-150;1;0;0;0
0;140012;0;0;-32;?;1;0;0;0
0;140012;0;?;-32;-170;1;0;0;0
0;140012;0;0;-29;?;1;0;0;0
0;140012;0;0;-35;-157;?;0;0;0
0;?;?;0;-33;-156;1;0;0;0
0;140012;0;0;-33;-156;1;0;0;0
0;140012;0;0;-34;-157;1;0;0;0
0;?;0;0;-32;-165;1;0;0;0
0;140012;0;0;-32;-161;1;0;0;?
?;140012;0;0;?;-161;1;0;0;0
0;140012;0;0;-31;-134;1;0;?;0
0;140012;0;0;-32;-153;1;0;0;0
0;140012;0;0;-32;-153;1;0;0;0
0;140012;0;0;-35;-142;1;0;0;0
0;140012;?;0;-36;-179;1;0;0;0
0;140012;0;0;-34;-148;1;0;0;0
0;140012;0;0;-34;-148;1;0;?;0
0;140012;0;?;-34;-159;1;0;?;0
0;140012;0;0;-32;-159;1;0;0;0
0;140012;0;0;-30;-145;1;0;0;0
0;140012;0;-11861;-30;-150;1;0;0;0
0;140012;0;-11861;-30;-150;1;0;0;0
-986;137315;0;-82621;-147;-251;1;0;0;0
0;134270;0;-82766;-107;-264;1;0;0;0
0;127455;0;-83230;-86;-161;1;0;0;0
?;127455;0;-83230;-86;-161;1;0;0;0
0;127455;0;-83230;-86;-161;1;0;0;0
-1015;118117;0;-78416;?;0;1;0;0;0
-1015;118117;0;-78416;-49;0;1;?;0;0
0;110751;0;?;-61;23;1;0;0;0
-1015;107793;?;-89581;-164;99;1;0;0;0
?;107793;0;-89581;-164;99;1;0;0;0
0;101297;0;?;-130;-839;1;0;0;0
?;97614;0;-68556;23;?;1;0;0;0
0;91234;0;-87928;-71;-988;1;0;0;0
0;87696;0;-90944;?;-235;1;0;0;0
0;87696;?;-90944;-13;-235;1;0;0;0
1015;80504;0;-73370;-156;-844;1;0;0;0
0;77227;0;-82998;-61;-24;1;0;0;0
0;70905;0;-83984;31;-736;1;0;0;0
0;?;0;-83984;31;-736;1;0;0;0
0;64670;0;-83839;-51;-868;1;0;0;0
0;64670;?;-83839;-51;-868;1;0;0;0
0;60900;0;-99151;-60;-696;1;0;0;0
0;55042;0;-75313;-79;-505;1;0;0;0
1015;51939;0;?;-52;-162;1;0;0;0
1015;51939;?;-75516;-52;-162;1;0;0;0
-1015;44979;0;-93264;-249;-561;1;0;0;0
0;41702;0;-71717;-39;-473;1;0;0;0
0;35699;0;-67077;-174;-833;1;0;0;?
1015;29058;0;-73196;-51;-764;1;0;0;0
?;29058;0;-73196;-51;-764;1;0;0;0
0;25694;0;-69600;?;-840;1;0;0;0
2001;22011;0;21344;-3;-192;1;0;0;0
2001;22011;0;21344;-3;-192;1;?;0;0
0;22011;0;0;-45;-218;1;0;0;0
0;22011;1;0;-47;?;1;0;0;0
0;22011;1;0;-47;-211;1;0;0;0
0;22011;1;?;-44;-213;1;0;0;0
0;22011;1;0;-68;-203;1;0;0;0
1015;22011;?;-27753;-37;-146;1;0;0;0
1015;22011;1;-27753;-37;-146;1;0;0;0
-1015;22011;1;203;?;?;1;0;0;0
0;22011;1;0;7;43;1;0;0;0
0;22011;1;0;8;29;?;0;0;0
0;22011;1;?;9;39;1;0;0;0
0;22011;1;0;9;39;1;0;0;0
0;22011;1;0;6;36;1;0;0;0
0;?;1;0;6;36;1;0;?;0
0;22011;1;0;10;31;1;0;0;0
0;22011;1;0;10;31;1;0;0;0
0;22011;1;0;8;38;1;0;0;0
0;22011;1;0;8;38;1;0;0;0
0;22011;1;0;6;37;1;?;0;0
0;22011;1;0;?;45;1;0;0;0
0;?;?;0;5;39;1;0;0;0
0;22011;1;0;8;34;1;0;0;0
0;22011;1;?;8;34;1;0;0;0
0;22011;1;0;9;47;1;0;0;0
0;22011;?;0;7;37;1;0;0;0
1015;23519;0;31320;62;900;1;0;0;0
1015;23519;0;31320;?;900;1;0;0;0
-1015;29841;0;89001;101;891;1;0;0;0
0;35757;0;89494;116;792;1;0;0;0
0;35757;0;89494;116;792;1;0;0;0
0;39208;0;96338;99;922;1;0;0;0
-1015;46168;0;95178;127;981;1;0;?;0
-1015;46168;0;95178;127;981;1;0;?;0
1015;49358;0;70267;188;270;1;0;0;0
0;55361;0;81548;74;376;1;0;0;0
0;59450;0;78213;223;1098;1;0;0;0
0;65598;0;92365;81;892;1;0;0;0
0;65598;0;92365;81;892;1;?;0;0
0;71369;0;84303;196;183;1;0;0;0
0;75110;0;89320;-36;856;1;0;0;0
-1015;81055;0;94888;-16;182;1;0;0;0
0;86971;0;60204;111;231;1;0;0;0
?;86971;0;60204;111;231;1;0;?;0
0;86971;0;60204;111;231;1;0;0;?
1015;90567;0;89117;37;540;1;0;0;0
1015;96338;0;73080;2;188;1;0;0;0
-1015;102341;0;77227;52;?;1;0;0;0
-1015;102341;0;77227;52;120;?;0;0;0
1015;106256;0;94598;47;415;1;0;0;0
?;111998;0;84245;178;753;1;0;0;0
-2030;114956;0;68730;-27;-28;?;0;0;0
-2030;114956;0;68730;-27;-28;1;0;0;0
0;121278;0;84361;53;307;1;0;0;0
0;125135;0;82447;20;362;1;0;0;0
-1015;131225;0;74269;152;550;?;0;0;0
0;137605;0;86159;247;193;1;0;0;0
1015;141143;0;74965;132;841;1;0;0;0
?;141143;0;74965;132;841;1;0;0;0
1015;141143;0;74965;132;841;?;0;0;0
-1015;147059;0;68237;28;503;1;0;?;0
0;150104;0;76821;0;-88;1;0;0;0
0;156745;?;88624;174;704;1;0;0;0
1015;160747;0;80823;250;-158;1;0;0;0
1015;160747;0;80823;?;-158;1;0;0;0
0;166663;0;65569;27;476;1;0;0;0
-1015;173072;0;66613;28;?;1;0;0;0
0;176668;0;83056;72;16;1;0;0;0
0;176668;0;83056;72;16;1;?;0;0
0;182584;0;73167;-53;64;?;0;0;0
1015;188732;0;65772;68;701;1;0;0;0
0;192502;0;66265;74;384;1;0;0;0
0;198505;0;76647;?;142;1;0;0;0
0;198505;0;76647;-104;142;1;0;0;0
0;201956;?;87870;96;-132;1;0;0;0
?;201956;0;87870;96;?;1;?;0;0
1015;208510;0;90857;63;780;1;0;0;0
0;214426;0;78851;116;103;1;0;0;0
0;217558;0;92481;134;759;1;0;0;0
0;217558;0;92481;134;759;1;0;0;0
0;224518;0;90045;45;469;1;0;0;0
0;?;0;99644;117;53;1;0;0;0
0;233624;0;?;37;602;1;0;0;0
0;233624;0;?;37;602;1;0;0;0
-1015;236756;0;82099;32;91;1;0;0;?
0;243223;0;65540;25;571;1;0;0;0
1015;249313;0;102225;19;121;1;0;0;0
1015;?;0;102225;?;121;1;?;0;0
0;255867;0;83578;123;924;1;0;0;0
0;255867;0;83578;123;924;1;0;?;0
0;259231;0;75603;185;158;1;0;0;?
0;265640;0;83085;137;338;1;0;0;0
1015;268917;?;78590;101;232;1;0;0;?
1015;275790;0;64757;?;191;1;0;0;0
1015;275790;0;64757;?;191;1;0;0;?
0;278835;0;84767;-17;233;1;0;0;0
-1015;284925;0;74936;164;-52;1;0;0;0
1015;288028;0;85695;97;554;1;0;0;0
1015;288028;0;85695;97;554;1;0;0;0
1015;294901;0;82070;60;924;1;0;0;0
1015;301310;0;62408;117;235;1;0;0;0
-1015;304587;0;76908;199;215;1;0;0;0
0;311315;0;70934;?;520;1;0;0;0
0;311315;0;?;50;520;1;0;0;0
0;311315;0;70934;?;520;1;0;0;0
1015;314766;0;81026;82;455;1;0;0;0
1015;321088;0;60813;156;359;1;0;0;0
0;324829;0;86420;28;?;1;0;0;0
0;324829;0;86420;28;154;1;?;0;0
1015;331006;0;74791;47;-21;1;0;0;0
1015;337328;0;87087;75;?;1;0;0;0
?;341388;0;72268;175;?;1;0;0;0
0;347565;0;94975;210;105;?;0;0;0
0;347565;0;94975;210;?;1;0;0;0
1015;350668;0;86652;18;392;1;?;0;0
1015;357570;0;84013;119;225;1;0;0;0
1015;357570;0;84013;119;225;1;0;0;0
0;360992;0;82737;210;288;0;?;1;0
0;366995;0;74617;88;382;0;1;1;0
0;366995;0;74617;88;382;0;1;1;0
0;370214;?;75400;186;394;0;1;1;0
0;376681;0;95265;191;420;0;?;1;0
0;383090;0;66091;93;986;0;1;1;0
0;383090;0;66091;93;986;0;1;1;0
-1015;386135;0;83259;196;?;0;1;1;0
-986;389992;0;0;?;645;0;1;1;0
0;389992;0;0;91;413;0;1;1;0
0;389992;0;0;92;411;0;1;1;1
0;389992;0;0;92;411;0;1;1;1
0;?;0;0;92;409;0;1;?;1
0;389992;0;0;88;419;0;1;1;1
0;389992;0;0;90;417;0;?;1;1
0;?;0;0;90;417;0;1;1;1
0;389992;0;0;?;407;0;1;1;1
0;389992;0;0;90;407;0;1;1;1
0;389992;0;0;?;403;?;1;1;1
0;389992;0;0;89;?;0;?;1;1
0;389992;0;0;90;423;0;1;1;1
0;389992;0;0;?;417;0;1;1;1
0;389992;0;0;94;417;0;1;1;1
0;389992;0;0;89;417;0;1;1;1
?;389992;0;0;89;399;0;1;?;1
0;389992;0;0;90;415;0;1;?;1
0;389992;0;0;90;415;0;1;1;1
0;389992;0;0;91;411;?;1;?;1
0;?;0;0;89;411;0;1;1;1
0;389992;0;0;87;406;0;1;1;1
0;389992;0;0;87;406;0;1;1;1
0;389992;0;0;91;409;0;1;1;1
0;389992;0;0;91;?;0;1;1;1
-2001;389992;0;0;-159;420;0;1;1;1
0;385033;0;-72297;-186;-1114;0;1;1;0
0;381930;0;-63481;-113;-792;0;1;1;?
1015;376014;0;-70325;?;-337;0;1;1;0
1015;376014;0;-70325;-201;-337;0;1;1;0
0;372331;0;-90712;-79;-897;0;1;1;0
1015;?;0;?;-36;-27;0;1;1;0
-1015;359455;0;-93061;-168;-781;0;1;1;0
-1015;359455;0;-93061;-168;-781;0;1;1;0
-1015;356236;0;-65772;?;?;0;1;1;?
-1015;356236;0;-65772;-204;-620;0;1;1;0
2030;346086;0;-67773;-3;-276;1;0;1;0
2030;346086;0;-67773;-3;-276;1;0;1;0
0;340228;0;-69658;-8;-114;?;0;1;0
1015;337125;0;-71369;-127;269;?;0;1;0
1015;337125;0;-71369;-127;?;1;0;1;0
0;330310;0;-81838;-234;-361;1;0;1;0
0;323988;0;-68382;-224;-1038;1;0;1;0
-1015;320073;0;-81751;0;102;1;0;1;0
-1015;320073;0;-81751;0;102;1;0;1;0
0;313345;0;-70528;?;16;1;0;1;0
0;310329;0;?;-99;-1010;?;0;1;0
0;306791;0;-84187;-81;-146;1;0;1;0
0;299831;0;-74704;26;64;1;0;1;0
0;299831;0;-74704;26;64;1;0;1;0
0;299831;0;-74704;26;64;1;0;1;0
1015;293683;0;-88972;-145;-493;1;0;1;0
-1015;290406;0;-75139;-171;-233;1;0;1;0
0;283446;0;-67396;-135;97;1;0;1;0
0;280227;0;-73747;-144;379;1;0;1;0
0;280227;0;-73747;-144;379;1;0;1;0
0;274079;0;-61248;-26;-656;1;0;1;0
-1015;267264;0;-68933;-79;-79;1;0;1;?
0;264219;0;-71108;-51;-287;1;0;1;0
0;264219;0;-71108;-51;-287;1;0;1;0
2001;260014;0;-4002;-12;11;?;0;1;?
0;260014;0;-116;1;243;1;0;1;?
0;260014;0;0;6;?;1;0;0;0
0;?;0;0;6;31;1;0;0;0
0;?;0;0;7;26;1;0;0;0
0;260014;0;0;7;26;1;0;0;0
0;260014;0;0;7;21;1;0;0;0
0;260014;0;0;4;31;1;0;0;0
0;260014;0;0;6;16;1;0;0;0
0;260014;?;0;10;28;1;0;0;0
0;260014;0;0;10;28;1;0;0;?
0;260014;0;0;6;36;1;0;0;0
0;260014;0;0;8;33;1;0;0;0
0;260014;0;0;6;26;1;0;0;0
0;260014;0;0;6;31;1;0;0;0
0;260014;0;0;6;31;1;0;0;0
0;260014;0;0;2;29;1;0;0;0
0;260014;0;0;2;29;1;0;0;0
0;260014;0;0;3;31;1;0;0;0
0;260014;0;0;6;32;1;0;0;0
0;260014;0;0;5;26;1;0;0;?
0;260014;0;0;5;26;1;0;0;0
0;260014;0;0;4;30;1;0;0;0
0;260014;0;0;3;29;1;0;0;0
0;260014;0;?;6;32;1;0;0;0
0;260014;0;0;6;32;1;0;0;0
0;260014;0;0;7;31;1;0;0;0
0;260014;0;0;5;37;1;0;0;0
0;260014;0;0;5;?;1;0;0;0
0;260014;0;0;7;12;1;0;0;0
0;260014;0;?;7;12;1;0;0;0
0;260014;0;0;7;12;1;0;0;0
0;260014;0;0;7;22;1;0;0;0
0;260014;0;0;6;31;1;0;0;0
0;260014;0;0;?;26;1;0;0;0
0;260014;0;0;6;30;1;0;0;0
0;260014;0;0;6;30;1;0;0;0
0;260014;0;0;2;23;1;0;0;0
0;260014;0;0;8;31;1;0;0;0
0;260014;0;0;8;27;1;0;?;0
0;260014;0;0;8;?;1;0;0;0
0;260014;0;0;6;25;1;0;0;0
0;260014;0;0;5;32;1;0;0;0
0;260014;0;0;4;?;1;0;0;0
0;260014;0;0;7;35;1;0;0;0
?;260014;0;?;7;35;1;0;0;0
0;260014;?;0;5;26;1;0;0;0
?;260014;0;0;5;?;1;0;0;0
?;260014;0;0;6;26;1;0;0;0
0;260014;0;0;6;19;1;0;0;0
0;260014;0;0;?;26;1;0;0;0
0;260014;0;?;6;26;1;?;0;0
0;260014;0;0;3;26;1;0;0;0
0;260014;0;0;7;28;1;0;0;0
0;260014;0;0;6;17;1;0;0;0
0;260014;0;0;6;17;1;0;0;0
0;260014;0;0;3;30;1;0;0;0
0;260014;0;0;5;32;1;0;?;0
0;260014;0;0;3;35;1;0;0;0
?;260014;?;0;8;28;1;0;0;0
0;260014;0;0;8;?;1;?;0;0
0;260014;0;0;3;26;1;0;?;?
0;260014;0;0;3;26;1;0;0;0
0;?;?;0;5;19;1;0;0;0
0;260014;0;0;?;?;1;0;0;0
0;260014;0;0;6;33;1;0;0;?
0;260014;0;0;?;33;1;0;0;0
0;260014;0;0;6;17;1;0;0;0
0;260014;0;0;?;13;1;0;0;0
0;260014;0;0;5;13;?;0;0;0
0;260014;0;0;5;13;1;0;0;0
0;260014;0;0;5;17;?;0;0;0
0;260014;0;0;4;21;1;0;0;0
0;260014;0;0;?;?;1;0;0;0
0;260014;0;0;3;35;1;0;0;0
0;260014;0;0;3;35;1;0;0;0
?;260014;0;0;3;35;1;0;0;0
0;260014;0;0;5;38;1;0;0;0
0;260014;0;0;?;35;1;0;0;0
0;260014;0;?;9;27;1;0;0;0
0;260014;0;0;5;30;1;0;0;0
0;260014;0;0;5;30;1;0;0;0
0;260014;0;0;5;26;1;0;0;0
0;260014;0;0;3;22;1;0;0;0
0;260014;0;0;6;13;1;0;0;0
0;260014;0;0;6;13;1;0;0;0
0;260014;0;?;5;29;1;0;0;0
0;260014;0;0;5;28;1;0;0;0
0;260014;0;0;7;29;?;0;?;0
0;260014;0;0;7;29;1;0;0;0
0;260014;0;0;3;45;1;0;0;0
0;260014;0;0;3;45;1;0;0;0
0;260014;0;0;6;35;1;?;0;0
0;260014;0;0;9;30;1;0;0;0
0;?;0;0;6;19;1;0;0;?
0;260014;0;0;6;35;1;0;?;0
0;260014;0;0;6;35;1;0;0;0
0;260014;0;0;6;19;1;0;0;0
0;260014;0;0;6;26;?;?;0;0
0;260014;0;0;5;26;1;0;0;0
0;260014;?;0;?;35;1;0;0;0
0;260014;0;0;4;35;1;0;0;0
0;260014;0;0;7;33;1;0;0;0
0;260014;0;0;5;21;1;0;0;0
0;260014;?;0;5;21;1;0;0;0
0;260014;0;0;7;16;1;0;0;0
0;260014;0;0;7;19;1;0;0;0
0;260014;0;0;7;19;1;0;0;0
0;260014;0;0;8;19;1;0;0;0
0;260014;0;0;3;44;1;0;0;0
0;260014;0;0;4;19;1;0;0;0
0;260014;0;0;5;26;1;0;0;0
0;260014;0;0;5;26;1;?;0;0
0;260014;0;0;7;22;1;0;0;0
0;?;0;0;3;?;1;0;0;0
0;260014;0;0;9;28;1;0;0;0
0;260014;0;0;7;29;1;0;0;0
0;260014;0;0;7;29;?;0;0;0
0;260014;0;0;7;29;1;0;0;0
0;260014;0;0;7;20;1;0;0;0
0;260014;0;0;7;28;1;0;0;?
0;260014;0;0;7;29;1;0;?;0
0;260014;0;0;7;29;?;0;0;0
?;260014;0;0;3;22;1;0;?;0
0;260014;?;0;6;30;1;0;0;0
0;260014;0;0;5;21;1;0;0;0
0;260014;?;0;7;34;1;0;0;0
0;260014;0;0;7;34;1;0;0;0
0;260014;0;0;5;16;1;0;0;0
0;260014;0;0;6;37;1;?;0;0
0;260014;0;0;-107;30;1;0;0;?
0;260014;0;0;-107;30;1;0;0;0
1015;256186;0;-81200;-36;55;1;0;0;0
1015;256186;0;-81200;-36;55;1;0;0;0
0;253141;0;-81983;-69;24;1;0;0;0
0;?;0;-76589;63;-150;1;0;0;0
0;240497;0;-100282;-155;-105;1;0;0;0
0;237394;0;-65540;-200;-749;1;0;0;0
0;237394;0;-65540;-200;-749;1;0;0;0
0;230985;0;-64844;-99;-464;1;0;0;0
1015;224982;0;-77981;-23;-600;1;0;0;0
0;221850;0;-89407;-140;-219;1;0;0;0
0;215383;0;-93177;-29;-782;1;0;0;0
0;215383;0;?;-29;-782;1;0;0;0
0;212251;0;-66236;-1;?;1;0;0;0
-1015;206190;0;-83839;27;-377;1;0;0;0
-1015;206190;0;-83839;27;-377;1;0;0;?
0;202652;0;-79460;-95;-350;1;0;0;0
0;?;0;-79460;-95;-350;1;0;0;0
1015;195373;0;-84303;-48;-431;1;0;0;0
1015;192270;0;-90973;-155;-181;1;0;0;0
0;185861;0;-65685;-8;?;1;0;0;0
0;179307;0;-80359;-41;-36;1;0;0;0
0;179307;0;-80359;-41;-36;1;0;0;0
1015;175856;0;-91495;-96;-681;1;0;0;0
0;170027;0;-84680;-19;195;?;0;0;0
-1015;166170;0;-80272;-95;-588;1;0;0;0
0;159848;0;-83404;8;-169;1;0;0;0
0;159848;0;-83404;8;-169;1;0;0;0
0;159848;0;-83404;8;-169;1;0;0;0
0;153700;?;-72558;-87;-121;1;0;0;?
0;149785;0;-74994;-87;-59;1;0;0;0
-1015;143608;0;-99847;-24;452;1;0;0;0
0;140505;0;-67773;-147;?;1;0;0;0
0;140505;0;-67773;-147;43;1;0;0;0
0;?;0;-90973;-145;-709;1;0;0;0
-1015;127600;0;-72384;-146;-444;1;0;0;0
-1015;124410;0;-71282;-53;-302;1;0;0;0
-1015;124410;0;-71282;-53;-302;1;0;?;0
0;118088;0;-95236;-234;-575;1;0;0;0
0;114811;0;-69571;34;-680;1;0;0;0
0;108808;0;-70238;-71;-440;1;0;0;0
1015;102341;0;-71340;-170;-223;1;0;0;0
?;102341;0;-71340;-170;?;1;0;0;0
1015;102341;0;-71340;-170;-223;1;0;0;0
0;99209;0;-93293;-37;-503;1;0;0;0
-1015;93032;0;-98890;-1;-47;?;0;0;0
-1015;86971;0;?;-120;-30;1;0;0;0
-1015;86971;0;-78793;-120;-30;1;0;0;0
0;83375;0;-82360;-170;-854;1;0;?;0
0;77053;0;-76560;-170;-861;1;0;0;0
1015;74008;0;-71456;-124;16;1;0;0;0
0;?;0;-65250;-173;-686;1;0;0;0
0;67367;0;-65250;-173;-686;?;0;0;0
0;64090;0;-91408;-63;-325;1;0;0;0
0;57768;0;-90538;-93;-844;1;0;0;0
1015;51272;0;-71514;-16;-777;1;0;0;0
1015;?;0;-71514;?;-777;1;0;0;0
?;48082;0;-88015;-113;-861;1;0;0;0
-1015;48082;?;-88015;-113;-861;1;0;0;0
0;41992;0;-95381;?;-898;?;0;0;0
0;38802;0;-69716;-165;-173;1;0;0;0
0;31929;0;-96425;-99;-766;1;0;0;0
-1015;25984;0;-66729;6;-806;1;0;0;0
?;?;0;-66729;?;-806;1;0;0;0
3016;23055;0;-19140;-211;?;1;0;0;0
0;22011;0;0;17;-190;?;0;0;0
0;22011;1;0;-37;-171;1;0;0;0
0;22011;1;0;-39;-179;1;0;0;0
0;22011;1;0;-39;-179;1;0;0;0
0;22011;1;?;-40;-156;1;0;0;0
0;22011;1;0;-37;-180;1;0;0;0
0;?;1;0;?;-180;1;0;0;0
0;22011;1;0;-38;-175;1;0;0;0
0;22011;1;0;-38;-175;1;0;0;0
0;22011;1;0;-35;-164;1;0;0;0
0;22011;1;0;-40;-171;1;0;?;0
0;22011;1;0;-37;-178;1;0;0;0
0;22011;1;0;-39;?;1;0;0;0
0;22011;1;0;-39;-177;1;0;0;0
0;22011;1;0;-37;-179;1;0;0;0
0;22011;1;0;-36;-180;1;0;0;0
0;22011;?;0;-36;-177;1;0;0;?
0;22011;1;0;-36;-164;1;?;0;0
0;22011;1;0;-36;-164;1;0;0;0
0;22011;1;0;-38;-167;1;0;0;0
0;22011;1;0;-38;-167;1;0;0;0
0;22011;1;0;-39;-175;1;0;0;0
