InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE EuY;Accelerometer RKN^ accZ;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit BACK gyroX
-1045.0;49.0;205.0;1202.0;132.0;106;-11;274.0;1243.0;1364.0;-19.0
-711.0;264.0;-325.0;717.0;180.0;101;-24;165.0;849.0;927.0;535.0
-742.0;190.0;-101.0;813.0;224.0;100;-28;204.0;1192.0;1309.0;597.0
-876.0;206.0;236.0;795.0;132.0;94;-33;-291.0;831.0;905.0;-563.0
-781.0;196.0;249.0;754.0;145.0;98;-23;-326.0;901.0;974.0;-645.0
-1010.0;173.0;-228.0;1026.0;63.0;-23;-11;318.0;899.0;379.0;84.0
-883.0;175.0;711.0;943.0;145.0;52;-26;100.0;838.0;972.0;-298.0
-659.0;174.0;-113.0;730.0;245.0;98;-24;280.0;1119.0;1257.0;555.0
-1000.0;184.0;-206.0;1053.0;54.0;-23;-11;322.0;855.0;352.0;108.0
-964.0;449.0;116.0;899.0;85.0;-23;-11;359.0;762.0;358.0;-188.0
-1066.0;378.0;-395.0;1349.0;397.0;83;-67;534.0;833.0;909.0;65.0
-971.0;227.0;-153.0;900.0;-17.0;-57;-43;159.0;972.0;739.0;640.0
-1256.0;137.0;53.0;1308.0;197.0;10;-81;-40.0;818.0;916.0;183.0
-909.0;514.0;110.0;853.0;231.0;159;-24;-55.0;1089.0;983.0;7.0
-960.0;520.0;335.0;815.0;178.0;155;-13;0.0;928.0;1149.0;-112.0
-570.0;584.0;38.0;351.0;556.0;-7;-27;108.0;962.0;975.0;-118.0
-775.0;238.0;-425.0;658.0;154.0;76;-24;-46.0;686.0;797.0;247.0
-975.0;277.0;-339.0;1254.0;268.0;52;-64;445.0;924.0;1156.0;260.0
-995.0;327.0;368.0;991.0;49.0;158;-21;66.0;881.0;967.0;-188.0
-1215.0;195.0;-97.0;1259.0;228.0;-16;-68;-150.0;686.0;761.0;23.0
-1095.0;567.0;19.0;905.0;211.0;65;-24;-26.0;924.0;963.0;-798.0
-1214.0;176.0;158.0;978.0;-101.0;72;-20;-80.0;530.0;792.0;389.0
-541.0;194.0;393.0;649.0;60.0;71;-22;182.0;942.0;1038.0;405.0
-1047.0;468.0;51.0;904.0;179.0;57;-25;62.0;896.0;994.0;-373.0
-1038.0;492.0;158.0;899.0;217.0;54;-25;78.0;960.0;1061.0;-183.0
-1013.0;-7.0;-326.0;946.0;363.0;-59;-41;408.0;800.0;1272.0;283.0
-673.0;953.0;-6.0;683.0;426.0;35;-12;121.0;927.0;1222.0;-281.0
-844.0;191.0;-435.0;663.0;66.0;65;-25;-43.0;689.0;804.0;193.0
-784.0;181.0;-192.0;909.0;208.0;63;-29;160.0;962.0;1010.0;505.0
-735.0;566.0;309.0;890.0;466.0;35;-12;75.0;938.0;1022.0;36.0
-1235.0;335.0;-282.0;1166.0;324.0;-47;-64;-206.0;693.0;890.0;-62.0
-849.0;630.0;-226.0;568.0;321.0;164;-28;-166.0;933.0;1019.0;260.0
-910.0;683.0;-58.0;623.0;318.0;166;-28;524.0;911.0;1016.0;-36.0
-1020.0;364.0;-93.0;871.0;168.0;34;-20;93.0;994.0;1134.0;-122.0
-774.0;121.0;-182.0;838.0;117.0;-156;-28;71.0;791.0;869.0;284.0
-844.0;180.0;530.0;857.0;115.0;-136;-38;-302.0;810.0;981.0;-376.0
-1087.0;310.0;15.0;943.0;92.0;1;-51;-125.0;808.0;777.0;-571.0
-1222.0;260.0;162.0;1152.0;164.0;-6;-63;633.0;1041.0;853.0;-166.0
-1136.0;340.0;-329.0;1006.0;209.0;66;-41;-393.0;722.0;708.0;-146.0
-669.0;693.0;114.0;823.0;513.0;-171;-28;77.0;927.0;1025.0;-563.0
-835.0;425.0;-207.0;950.0;-95.0;-82;-25;5.0;823.0;755.0;-553.0
-860.0;277.0;-166.0;1286.0;203.0;35;-53;-61.0;1065.0;1509.0;138.0
-826.0;215.0;-161.0;829.0;0.0;-146;-27;126.0;805.0;869.0;689.0
-861.0;48.0;276.0;839.0;-191.0;-118;-34;-28.0;952.0;1053.0;487.0
-666.0;221.0;247.0;690.0;-2.0;54;-23;-148.0;1061.0;1002.0;-334.0
-792.0;-32.0;-93.0;929.0;-96.0;-118;-34;98.0;937.0;1035.0;325.0
-941.0;352.0;-472.0;1080.0;401.0;-122;-21;422.0;1260.0;1327.0;-32.0
-882.0;549.0;196.0;756.0;293.0;-171;-27;81.0;992.0;1101.0;-483.0
-827.0;40.0;438.0;1142.0;-147.0;-49;-78;37.0;882.0;1088.0;-179.0
-938.0;29.0;-190.0;846.0;176.0;38;-68;-4.0;800.0;900.0;-562.0
-876.0;242.0;-319.0;877.0;266.0;58;-26;344.0;955.0;1512.0;-4.0
-945.0;500.0;223.0;1158.0;161.0;-81;-61;-353.0;1027.0;1049.0;-466.0
-959.0;617.0;182.0;886.0;215.0;62;-23;-29.0;933.0;1012.0;-10.0
-853.0;148.0;98.0;845.0;42.0;38;-23;-106.0;869.0;1065.0;181.0
-1014.0;757.0;-80.0;585.0;103.0;62;-23;-11.0;922.0;991.0;-133.0
-794.0;552.0;-251.0;802.0;121.0;-97;-42;-160.0;1329.0;862.0;-524.0
-909.0;277.0;-21.0;925.0;-91.0;-90;-40;29.0;771.0;718.0;300.0
-931.0;251.0;0.0;943.0;336.0;63;-28;50.0;876.0;995.0;333.0
-1008.0;102.0;342.0;1186.0;81.0;0;-73;-293.0;756.0;784.0;-284.0
-931.0;139.0;-261.0;1091.0;-22.0;-64;-24;397.0;847.0;1099.0;438.0
-892.0;310.0;-266.0;887.0;262.0;54;-25;443.0;1045.0;1312.0;66.0
-958.0;377.0;-141.0;1002.0;191.0;28;-24;149.0;969.0;879.0;-426.0
-961.0;339.0;-31.0;961.0;189.0;27;-23;135.0;951.0;896.0;-121.0
-826.0;207.0;137.0;842.0;137.0;-26;-13;468.0;713.0;885.0;-88.0
-908.0;109.0;97.0;1109.0;126.0;52;-27;30.0;979.0;987.0;521.0
-849.0;333.0;-229.0;1021.0;180.0;52;-27;5.0;900.0;941.0;-46.0
-979.0;195.0;-33.0;1075.0;101.0;29;-37;534.0;841.0;782.0;-315.0
-990.0;266.0;-45.0;830.0;51.0;27;-23;161.0;926.0;698.0;-22.0
-764.0;990.0;-134.0;2.0;613.0;-5;-52;-143.0;871.0;975.0;-623.0
-1027.0;764.0;-623.0;512.0;37.0;92;-27;-30.0;1009.0;1063.0;473.0
-1249.0;6.0;508.0;1169.0;109.0;102;-65;-379.0;802.0;855.0;-173.0
-1019.0;464.0;-439.0;1024.0;-133.0;-26;-13;542.0;872.0;424.0;298.0
-1167.0;202.0;-19.0;1184.0;101.0;-205;-72;813.0;944.0;793.0;187.0
-963.0;955.0;116.0;445.0;216.0;-58;-26;-42.0;547.0;626.0;-29.0
-596.0;266.0;396.0;925.0;40.0;49;-23;-197.0;1464.0;1257.0;-315.0
-828.0;268.0;-461.0;1396.0;214.0;-50;-76;4.0;1322.0;1266.0;-212.0
-1451.0;28.0;-33.0;987.0;298.0;51;-26;699.0;717.0;829.0;-55.0
-941.0;203.0;-429.0;844.0;234.0;57;-44;-397.0;1019.0;1352.0;-433.0
-1020.0;601.0;182.0;771.0;264.0;-26;-13;316.0;866.0;148.0;25.0
-1053.0;613.0;-293.0;1003.0;-115.0;-82;-26;379.0;726.0;322.0;-25.0
-563.0;368.0;169.0;1504.0;90.0;30;-49;462.0;1170.0;1262.0;-108.0
-854.0;208.0;546.0;1012.0;96.0;-54;-6;248.0;1094.0;1313.0;-583.0
-846.0;178.0;650.0;857.0;169.0;-147;-14;-314.0;1067.0;1173.0;-288.0
-234.0;600.0;42.0;-429.0;943.0;92;-25;-11.0;927.0;993.0;6.0
-720.0;260.0;192.0;702.0;62.0;72;-25;-80.0;1449.0;1483.0;4.0
-759.0;242.0;292.0;1008.0;238.0;69;-23;798.0;1037.0;693.0;299.0
-824.0;249.0;2.0;730.0;177.0;71;-23;-287.0;891.0;1008.0;-851.0
-873.0;25.0;-528.0;947.0;-140.0;-162;-26;186.0;634.0;806.0;399.0
-719.0;995.0;195.0;98.0;698.0;150;-31;21.0;938.0;997.0;-117.0
-723.0;1001.0;-61.0;119.0;693.0;118;-31;421.0;892.0;896.0;423.0
-1368.0;354.0;217.0;1516.0;147.0;58;-68;126.0;903.0;1179.0;37.0
-982.0;183.0;403.0;848.0;28.0;67;-48;-281.0;840.0;852.0;-779.0
-829.0;304.0;410.0;882.0;86.0;-58;-29;-71.0;990.0;1231.0;-1128.0
-1062.0;281.0;-420.0;1244.0;310.0;89;-61;411.0;1203.0;1474.0;103.0
-843.0;211.0;180.0;946.0;121.0;-176;-30;-245.0;1099.0;1501.0;-542.0
-931.0;287.0;-942.0;1017.0;338.0;51;-12;-16.0;1073.0;1137.0;438.0
-896.0;581.0;574.0;756.0;20.0;-160;-32;-42.0;533.0;300.0;-1272.0
-831.0;195.0;321.0;815.0;177.0;126;-36;-358.0;900.0;977.0;-1102.0
-852.0;1018.0;-47.0;368.0;492.0;-15;-28;4.0;929.0;1030.0;-89.0
-845.0;398.0;-326.0;873.0;187.0;-81;-25;433.0;670.0;1025.0;678.0
-1161.0;31.0;119.0;1258.0;91.0;48;-64;-328.0;679.0;747.0;-344.0
-1170.0;-56.0;192.0;1012.0;-234.0;107;-18;-151.0;700.0;951.0;422.0
-929.0;536.0;643.0;884.0;238.0;159;-24;-49.0;973.0;923.0;477.0
-899.0;81.0;485.0;1214.0;194.0;79;3;1787.0;1051.0;1346.0;-25.0
-820.0;252.0;-222.0;704.0;165.0;149;-27;140.0;640.0;781.0;791.0
-1178.0;96.0;334.0;1423.0;495.0;-10;-41;-78.0;1035.0;1102.0;-391.0
-852.0;477.0;195.0;762.0;-149.0;-108;-37;859.0;1075.0;1185.0;-187.0
-958.0;416.0;-282.0;909.0;315.0;-23;-11;157.0;961.0;1003.0;1021.0
-995.0;204.0;-501.0;1191.0;388.0;150;-58;471.0;975.0;1426.0;10.0
-1333.0;79.0;-1065.0;1200.0;211.0;73;-14;366.0;876.0;871.0;258.0
-1019.0;594.0;-579.0;806.0;-223.0;-147;-43;371.0;1031.0;1053.0;304.0
-1426.0;124.0;423.0;1078.0;-154.0;47;-75;-21.0;914.0;730.0;230.0
-908.0;120.0;510.0;1129.0;148.0;-98;-41;72.0;1169.0;1184.0;-589.0
-1051.0;906.0;-418.0;681.0;45.0;91;-27;429.0;928.0;533.0;173.0
-865.0;347.0;-92.0;832.0;285.0;-5;-44;859.0;1043.0;1243.0;-495.0
-681.0;169.0;-239.0;781.0;238.0;137;-23;159.0;995.0;1303.0;678.0
-1082.0;199.0;-704.0;1299.0;228.0;86;-35;488.0;1240.0;1495.0;7.0
-968.0;143.0;676.0;836.0;-28.0;114;-49;-420.0;838.0;862.0;-1003.0
-760.0;241.0;-329.0;783.0;222.0;130;-32;2.0;1320.0;1285.0;588.0
-708.0;188.0;-62.0;755.0;228.0;130;-26;274.0;1159.0;1176.0;782.0
-786.0;921.0;-24.0;432.0;367.0;-56;-28;85.0;716.0;463.0;-10.0
-844.0;99.0;-320.0;983.0;-98.0;-7;-26;146.0;1014.0;1209.0;654.0
-940.0;161.0;-227.0;911.0;119.0;28;-24;385.0;1020.0;1016.0;1598.0
-787.0;255.0;-98.0;932.0;297.0;120;-24;131.0;1004.0;1354.0;825.0
-890.0;330.0;-485.0;1154.0;313.0;139;-46;400.0;1157.0;1528.0;387.0
-921.0;229.0;-334.0;1258.0;289.0;122;-45;457.0;900.0;1617.0;341.0
-968.0;927.0;-372.0;486.0;108.0;141;-35;385.0;669.0;303.0;364.0
-685.0;198.0;-418.0;716.0;182.0;142;-26;176.0;665.0;828.0;598.0
-908.0;857.0;53.0;516.0;322.0;89;-26;246.0;460.0;118.0;-24.0
-1092.0;245.0;-656.0;1142.0;216.0;45;-27;0.0;807.0;499.0;-54.0
-985.0;824.0;19.0;453.0;112.0;106;-41;139.0;751.0;290.0;-148.0
-890.0;214.0;351.0;846.0;176.0;141;-35;-383.0;814.0;924.0;-742.0
-1084.0;174.0;-582.0;1122.0;157.0;44;-27;-60.0;807.0;479.0;20.0
-780.0;190.0;697.0;873.0;208.0;106;9;268.0;1169.0;1192.0;-209.0
-1001.0;437.0;-283.0;971.0;224.0;122;-34;-443.0;906.0;1135.0;-628.0
-912.0;58.0;-54.0;986.0;-25.0;54;-28;355.0;1212.0;1653.0;289.0
-977.0;350.0;-743.0;949.0;-138.0;-15;-28;418.0;1012.0;1045.0;21.0
-1152.0;33.0;160.0;1220.0;200.0;93;-68;-362.0;791.0;880.0;-435.0
-1329.0;234.0;-443.0;1271.0;343.0;45;-68;-124.0;831.0;1274.0;40.0
-1240.0;69.0;404.0;1160.0;131.0;110;-61;-318.0;849.0;1071.0;-266.0
-1091.0;17.0;-408.0;918.0;-22.0;87;-11;-323.0;664.0;813.0;512.0
-992.0;281.0;858.0;1001.0;-98.0;-15;-28;386.0;993.0;1023.0;-128.0
-845.0;233.0;683.0;1127.0;21.0;35;-74;174.0;1030.0;961.0;-389.0
-988.0;131.0;-710.0;1011.0;-220.0;7;-23;446.0;1033.0;1053.0;296.0
-866.0;170.0;459.0;844.0;112.0;161;-40;-264.0;810.0;908.0;-590.0
-1454.0;168.0;-9.0;1449.0;235.0;66;-59;-222.0;879.0;1063.0;-22.0
-762.0;843.0;81.0;274.0;511.0;-59;-27;-39.0;505.0;343.0;-43.0
-976.0;350.0;-716.0;920.0;-154.0;7;-23;421.0;1047.0;1082.0;211.0
-1235.0;78.0;25.0;1398.0;143.0;84;-33;31.0;1362.0;1232.0;66.0
-1273.0;345.0;-386.0;1219.0;-170.0;7;-24;330.0;1296.0;1206.0;220.0
-1211.0;795.0;778.0;769.0;152.0;-121;-88;225.0;663.0;256.0;-560.0
-760.0;862.0;-186.0;427.0;356.0;-56;-28;10.0;714.0;495.0;-54.0
-1017.0;364.0;-525.0;992.0;-67.0;117;-23;79.0;748.0;876.0;724.0
-669.0;173.0;188.0;903.0;8.0;108;-33;50.0;953.0;1420.0;-717.0
-1076.0;56.0;571.0;1057.0;76.0;79;-45;-118.0;847.0;848.0;-574.0
-755.0;883.0;-107.0;415.0;377.0;-56;-28;27.0;601.0;543.0;-59.0
-1098.0;43.0;917.0;1109.0;-28.0;30;-43;-47.0;888.0;883.0;-164.0
-889.0;889.0;-473.0;549.0;139.0;89;-26;327.0;551.0;378.0;-57.0
-667.0;942.0;192.0;319.0;350.0;79;-37;87.0;906.0;1151.0;53.0
-918.0;328.0;-352.0;955.0;297.0;134;-41;180.0;1157.0;1436.0;673.0
-879.0;242.0;328.0;1133.0;109.0;113;-42;128.0;1319.0;1044.0;-680.0
-1075.0;264.0;-194.0;1280.0;233.0;113;-46;440.0;1049.0;885.0;726.0
-945.0;291.0;-56.0;979.0;258.0;150;-31;50.0;-739.0;-661.0;-55.0
-962.0;185.0;-491.0;1313.0;328.0;84;-59;216.0;815.0;1470.0;-82.0
-515.0;428.0;401.0;305.0;55.0;120;-31;-226.0;953.0;1007.0;82.0
-1227.0;78.0;-305.0;1145.0;99.0;-173;-33;-51.0;1266.0;1340.0;340.0
-852.0;232.0;668.0;1037.0;197.0;147;-15;1076.0;1093.0;1039.0;-246.0
-557.0;651.0;712.0;335.0;721.0;-11;-26;209.0;931.0;1035.0;-492.0
-785.0;972.0;-1209.0;236.0;773.0;11;-37;103.0;1061.0;913.0;404.0
-1321.0;7.0;233.0;810.0;186.0;-12;-74;-444.0;814.0;940.0;-448.0
-1244.0;131.0;-530.0;1087.0;133.0;70;-30;-331.0;1242.0;1048.0;-343.0
-1182.0;243.0;-568.0;1261.0;252.0;141;-32;3.0;1282.0;1392.0;-133.0
-855.0;410.0;-445.0;1247.0;324.0;67;-43;68.0;1523.0;978.0;253.0
-906.0;337.0;-182.0;990.0;307.0;-106;-51;91.0;967.0;1764.0;455.0
-687.0;923.0;-85.0;374.0;593.0;81;-28;-48.0;633.0;45.0;-25.0
-775.0;110.0;784.0;894.0;158.0;80;6;75.0;1223.0;1301.0;-256.0
-470.0;662.0;-92.0;193.0;688.0;107;-29;-54.0;923.0;1148.0;573.0
-1198.0;-47.0;184.0;1206.0;190.0;-31;-77;814.0;864.0;885.0;-333.0
-944.0;57.0;-189.0;1215.0;-25.0;-82;-31;143.0;911.0;1086.0;-1706.0
-1045.0;59.0;-940.0;1045.0;7.0;169;-22;53.0;1045.0;1062.0;-291.0
-894.0;321.0;-475.0;907.0;294.0;28;-23;497.0;1337.0;1630.0;-58.0
-816.0;15.0;-369.0;970.0;34.0;64;-26;387.0;1001.0;1096.0;770.0
-725.0;309.0;-525.0;1146.0;497.0;-177;-32;341.0;1002.0;1102.0;615.0
-682.0;895.0;497.0;277.0;639.0;81;-28;1.0;548.0;64.0;-248.0
-1039.0;255.0;-191.0;1150.0;232.0;117;-69;1414.0;1089.0;1234.0;112.0
-1253.0;-3.0;488.0;1298.0;143.0;72;-67;-209.0;694.0;789.0;-262.0
-1006.0;66.0;1087.0;870.0;-9.0;-123;-54;206.0;904.0;953.0;-200.0
-1130.0;-61.0;117.0;944.0;-233.0;137;-21;-285.0;709.0;865.0;484.0
-801.0;99.0;690.0;919.0;133.0;140;4;-804.0;1173.0;1382.0;-383.0
-840.0;-111.0;-858.0;1098.0;-81.0;87;-29;-512.0;760.0;987.0;200.0
-1082.0;422.0;13.0;1057.0;32.0;-26;-13;156.0;886.0;106.0;-349.0
-941.0;241.0;-327.0;1214.0;135.0;-32;-41;142.0;1204.0;755.0;-799.0
-881.0;307.0;-73.0;922.0;230.0;28;-35;78.0;820.0;1792.0;505.0
-1032.0;172.0;163.0;999.0;83.0;122;-49;-286.0;742.0;927.0;-876.0
-1207.0;7.0;360.0;1037.0;6.0;99;-67;-306.0;717.0;701.0;-586.0
-895.0;92.0;-748.0;1105.0;-165.0;137;-17;-159.0;1072.0;1225.0;84.0
-1092.0;119.0;-621.0;1494.0;223.0;-118;-33;39.0;1058.0;1221.0;-147.0
-571.0;333.0;239.0;1473.0;62.0;34;-54;636.0;980.0;1238.0;-264.0
