InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
-678.0;-565.0;?;-438.0;24;?;967.0;811
-679.0;-564.0;585.0;-440.0;18;-7;?;811
-679.0;-563.0;585.0;-443.0;?;-7;?;810
-681.0;-561.0;?;-447.0;18;-8;966.0;810
-685.0;-560.0;583.0;-449.0;16;11;976.0;807
?;-559.0;?;-451.0;15;17;984.0;810
-690.0;-558.0;580.0;-454.0;17;-22;974.0;809
?;-557.0;?;-457.0;16;16;980.0;807
-696.0;-557.0;?;?;13;49;?;813
?;-556.0;579.0;?;17;9;?;?
?;-555.0;579.0;-470.0;?;9;966.0;?
-707.0;?;579.0;-475.0;17;-31;?;813
-710.0;-555.0;578.0;-481.0;14;-19;1001.0;806
-710.0;-555.0;?;-486.0;?;?;1000.0;807
-707.0;-555.0;578.0;?;20;0;986.0;?
?;-556.0;579.0;-495.0;24;?;?;802
-701.0;-556.0;579.0;-500.0;16;10;978.0;834
-704.0;?;579.0;-505.0;14;-28;975.0;?
?;-558.0;?;-512.0;19;-12;976.0;804
-713.0;-559.0;579.0;-519.0;?;?;976.0;?
-719.0;-561.0;579.0;-526.0;?;-37;985.0;810
-722.0;-563.0;578.0;-532.0;17;29;985.0;802
-725.0;-565.0;578.0;-538.0;20;32;984.0;?
-730.0;-568.0;577.0;-544.0;21;-2;974.0;810
-732.0;-570.0;577.0;?;16;4;?;815
-735.0;-572.0;578.0;-558.0;16;-6;986.0;809
-739.0;-574.0;577.0;?;17;-6;980.0;?
-740.0;-575.0;577.0;-572.0;?;-14;978.0;810
-743.0;-577.0;577.0;-577.0;22;-10;986.0;812
-744.0;?;576.0;-581.0;?;?;980.0;815
-747.0;-579.0;576.0;-587.0;18;?;?;814
-750.0;?;?;-591.0;15;6;932.0;?
-754.0;-579.0;577.0;-598.0;14;-40;954.0;800
-759.0;?;577.0;-604.0;22;-24;954.0;813
?;-578.0;578.0;-611.0;?;-6;966.0;817
-771.0;-578.0;579.0;-619.0;?;?;973.0;808
-779.0;-577.0;580.0;?;1;-33;?;809
-785.0;-577.0;?;?;-11;-8;890.0;811
-780.0;-577.0;583.0;-644.0;?;49;859.0;812
-781.0;-577.0;586.0;-637.0;-38;?;?;809
-793.0;-577.0;587.0;-645.0;-56;2035;943.0;806
-801.0;?;586.0;-647.0;37;?;918.0;810
-811.0;-578.0;584.0;-646.0;26;-300;938.0;815
?;-581.0;581.0;-647.0;?;-3037;987.0;?
-830.0;?;579.0;-649.0;8;-3894;935.0;826
-826.0;-593.0;575.0;?;?;-1224;932.0;821
-825.0;-601.0;571.0;-654.0;-90;492;821.0;805
-827.0;?;564.0;-656.0;?;-181;?;806
-826.0;-619.0;556.0;-653.0;-7;145;?;804
-821.0;-628.0;549.0;-644.0;7;121;?;812
-812.0;-635.0;542.0;-633.0;1;72;810.0;839
-801.0;?;536.0;-623.0;-1;?;747.0;749
-793.0;?;535.0;-618.0;45;143;762.0;655
-789.0;?;537.0;-617.0;53;90;773.0;?
?;-652.0;543.0;-617.0;?;?;762.0;698
-789.0;-656.0;548.0;-617.0;19;-43;768.0;705
-788.0;-656.0;?;?;8;2;804.0;658
-786.0;-655.0;558.0;?;?;-2;769.0;722
-781.0;?;564.0;?;?;26;?;?
-768.0;-650.0;?;-605.0;19;64;?;690
-748.0;-647.0;563.0;-600.0;23;25;792.0;?
-726.0;-646.0;558.0;-594.0;19;-1;823.0;1086
-712.0;-646.0;555.0;-589.0;?;-28;693.0;837
-706.0;-645.0;554.0;?;?;?;?;743
-710.0;?;555.0;-584.0;?;14;776.0;768
-707.0;-638.0;558.0;-576.0;13;-41;747.0;757
-700.0;-633.0;?;-575.0;21;-17;744.0;760
-703.0;-625.0;566.0;-581.0;?;-17;719.0;799
-706.0;-615.0;568.0;-586.0;23;-39;?;?
-713.0;-606.0;567.0;-592.0;22;-2;715.0;827
-713.0;-599.0;565.0;-592.0;?;-7;725.0;816
-711.0;-597.0;561.0;-591.0;20;-38;?;792
-711.0;-599.0;558.0;-590.0;20;-27;669.0;794
-713.0;-602.0;554.0;?;16;?;711.0;807
?;-604.0;551.0;-590.0;?;7;?;816
-714.0;-607.0;549.0;-589.0;?;-12;724.0;812
-713.0;-610.0;?;-587.0;17;-22;713.0;799
-710.0;-610.0;550.0;-584.0;25;5;?;796
?;-609.0;551.0;-582.0;20;4;728.0;796
-710.0;-607.0;554.0;-580.0;17;19;718.0;800
?;-605.0;557.0;-575.0;?;15;741.0;808
-708.0;-602.0;561.0;-571.0;?;2;728.0;815
-709.0;-597.0;563.0;-563.0;22;?;730.0;810
-713.0;-592.0;565.0;-554.0;15;12;751.0;806
-715.0;-587.0;566.0;-544.0;25;-14;?;?
?;-584.0;567.0;-530.0;33;-20;734.0;813
-694.0;-581.0;?;-517.0;?;-12;765.0;?
-684.0;-579.0;568.0;-510.0;40;?;782.0;835
-683.0;?;568.0;-508.0;18;-32;810.0;834
-685.0;-575.0;568.0;?;4;?;827.0;825
-689.0;?;567.0;-515.0;10;720;829.0;840
-694.0;-575.0;567.0;-520.0;-86;1869;843.0;836
?;-575.0;567.0;?;-22;2397;796.0;734
-707.0;-576.0;566.0;-527.0;59;?;820.0;768
-716.0;-577.0;?;-531.0;2;?;?;821
-724.0;-577.0;562.0;-535.0;?;-183;894.0;787
-724.0;-577.0;559.0;-533.0;18;29;845.0;862
-722.0;-579.0;556.0;-527.0;10;15;808.0;828
-719.0;-580.0;553.0;-521.0;23;34;864.0;769
?;-581.0;550.0;-514.0;19;-41;?;779
-712.0;-581.0;547.0;?;?;-2;850.0;744
?;?;547.0;-506.0;16;3;831.0;735
-708.0;-580.0;?;-502.0;13;-27;831.0;730
-704.0;-578.0;551.0;?;?;-9;821.0;783
-699.0;-575.0;552.0;-497.0;?;-20;831.0;?
-696.0;-571.0;552.0;-493.0;19;-41;817.0;813
-694.0;-568.0;553.0;-492.0;?;-20;826.0;809
-692.0;?;555.0;?;18;?;826.0;803
-693.0;-565.0;558.0;-490.0;18;1;?;815
-694.0;-563.0;560.0;-489.0;?;-45;?;811
-693.0;-561.0;560.0;-488.0;15;-46;806.0;819
-692.0;-559.0;561.0;-486.0;?;?;?;?
?;-559.0;560.0;-484.0;?;-9;796.0;807
-690.0;-558.0;?;?;16;-26;804.0;826
-690.0;-559.0;559.0;-483.0;27;-28;?;830
?;-559.0;558.0;-484.0;23;?;830.0;821
-692.0;-560.0;557.0;?;12;-33;822.0;813
?;-561.0;557.0;-494.0;17;-33;?;805
-699.0;-562.0;?;?;21;-14;811.0;814
-700.0;-562.0;557.0;-507.0;?;-15;810.0;817
-704.0;-562.0;557.0;-511.0;27;-32;792.0;813
-706.0;-562.0;?;-512.0;21;-42;817.0;809
-704.0;-562.0;556.0;-515.0;16;?;831.0;809
-706.0;-563.0;?;?;?;11;833.0;811
?;-564.0;?;-521.0;?;?;?;811
-710.0;-564.0;557.0;-525.0;?;-7;844.0;811
-714.0;-566.0;?;-528.0;16;-1;814.0;810
-717.0;-567.0;559.0;-532.0;20;-31;826.0;811
-721.0;?;560.0;-536.0;23;-51;?;812
?;-568.0;560.0;?;22;?;846.0;813
?;-568.0;560.0;-546.0;22;-47;?;817
-730.0;?;561.0;-552.0;22;-46;847.0;817
-734.0;-570.0;?;-554.0;22;-51;818.0;809
-740.0;-570.0;?;-557.0;21;?;783.0;805
-743.0;?;?;?;?;-15;782.0;808
-748.0;-569.0;564.0;-565.0;21;-14;791.0;?
?;-569.0;566.0;?;20;-6;773.0;807
?;?;568.0;-572.0;?;-8;795.0;806
?;?;570.0;?;15;13;?;?
-764.0;-566.0;572.0;-579.0;19;-5;769.0;808
-768.0;-566.0;575.0;?;26;?;757.0;808
?;-567.0;577.0;-583.0;23;-24;757.0;?
-782.0;-567.0;578.0;?;24;?;?;809
-798.0;-567.0;579.0;-594.0;24;-27;771.0;804
-813.0;-570.0;579.0;?;23;-27;792.0;797
-820.0;-574.0;?;-609.0;?;-24;787.0;804
-820.0;?;579.0;-616.0;?;-31;753.0;?
-821.0;-582.0;579.0;-621.0;24;-19;761.0;803
?;?;?;-625.0;21;?;764.0;811
-820.0;?;580.0;-628.0;14;-23;753.0;809
-822.0;-594.0;581.0;?;16;-54;772.0;798
-824.0;?;582.0;?;?;-2;771.0;798
-823.0;-597.0;584.0;-636.0;17;?;732.0;801
-821.0;?;?;-636.0;?;?;736.0;800
-815.0;?;587.0;-635.0;25;34;760.0;801
-813.0;-599.0;588.0;-634.0;50;5;?;799
-814.0;-598.0;?;-636.0;?;-18;?;796
-814.0;-596.0;589.0;-639.0;7;-17;770.0;792
-816.0;-593.0;589.0;?;25;-11;?;?
?;-592.0;592.0;-643.0;21;-10;733.0;801
-810.0;?;?;-643.0;?;-26;728.0;799
-799.0;-590.0;598.0;-643.0;12;1;738.0;793
-792.0;-591.0;600.0;-646.0;11;-3;814.0;792
?;-592.0;602.0;-652.0;10;?;?;790
-797.0;-594.0;?;-655.0;23;82;753.0;?
-793.0;-596.0;604.0;-656.0;?;5;768.0;784
-794.0;?;604.0;-657.0;26;-8;837.0;784
-797.0;-604.0;602.0;-662.0;22;4;801.0;?
?;-608.0;?;-665.0;27;-38;?;786
-795.0;-612.0;598.0;-669.0;18;-41;775.0;?
-797.0;-617.0;595.0;?;20;-41;781.0;?
-799.0;-622.0;?;-678.0;25;-56;773.0;804
-803.0;-626.0;589.0;-677.0;20;-39;823.0;?
-802.0;-629.0;585.0;-675.0;17;-30;824.0;?
-800.0;-633.0;583.0;?;16;-8;804.0;?
-789.0;-635.0;?;-661.0;?;3;773.0;798
-763.0;-636.0;582.0;-649.0;32;-6;773.0;804
-748.0;?;?;-638.0;?;?;820.0;802
-732.0;?;586.0;-633.0;32;25;813.0;?
-714.0;-628.0;589.0;-632.0;?;0;765.0;803
-700.0;-622.0;593.0;-639.0;12;-54;809.0;802
-698.0;?;599.0;-644.0;?;-83;?;801
-693.0;-610.0;604.0;-642.0;?;-75;849.0;?
?;-607.0;606.0;-639.0;12;?;?;?
-696.0;-609.0;606.0;-642.0;22;-62;?;800
-705.0;-613.0;?;-641.0;18;-21;934.0;798
-707.0;-616.0;605.0;-640.0;16;?;939.0;798
?;-620.0;?;?;21;28;914.0;800
-717.0;-625.0;603.0;-640.0;18;20;889.0;?
-729.0;-629.0;603.0;-636.0;17;-17;?;809
?;-632.0;602.0;-635.0;17;-23;885.0;806
-770.0;-634.0;600.0;?;16;?;867.0;815
-782.0;-634.0;600.0;-641.0;18;-10;?;801
?;-632.0;601.0;?;25;-20;858.0;891
-782.0;-625.0;605.0;-640.0;23;?;909.0;?
?;-616.0;612.0;-637.0;13;-26;940.0;?
-785.0;?;620.0;-637.0;12;-31;979.0;887
-788.0;-590.0;629.0;-639.0;13;11;962.0;681
-791.0;-575.0;636.0;-641.0;17;?;938.0;528
?;?;?;-643.0;21;?;918.0;567
-795.0;-552.0;644.0;?;?;?;907.0;696
-799.0;-541.0;649.0;?;10;-12;894.0;778
-804.0;-528.0;?;-647.0;?;84;?;780
-810.0;-517.0;?;-646.0;?;-109;1033.0;788
?;-507.0;641.0;-643.0;?;127;1000.0;795
-822.0;?;635.0;-638.0;?;?;954.0;799
?;-493.0;629.0;-630.0;-74;-237;913.0;815
?;?;622.0;-620.0;-21;-882;822.0;806
-833.0;-484.0;611.0;-607.0;185;?;837.0;807
-828.0;?;595.0;-591.0;220;-6903;890.0;814
-819.0;-473.0;574.0;-574.0;?;?;915.0;805
?;-462.0;548.0;-554.0;37;-3743;918.0;806
-795.0;-446.0;521.0;-535.0;-38;?;819.0;?
-782.0;-427.0;498.0;-518.0;30;-2934;810.0;?
-768.0;-405.0;482.0;?;1;-3020;?;?
-754.0;-382.0;473.0;-479.0;?;-3615;983.0;812
-738.0;?;?;?;138;-4270;1014.0;821
-717.0;-325.0;465.0;-431.0;332;?;1019.0;?
-690.0;-290.0;464.0;-404.0;792;-1076;?;834
-659.0;-249.0;?;-376.0;-51;?;881.0;?
-627.0;-204.0;?;-348.0;-1220;?;875.0;796
?;-154.0;472.0;-323.0;-486;415;953.0;835
-570.0;-100.0;476.0;-297.0;210;?;1153.0;765
-547.0;-42.0;475.0;-272.0;-48;?;1040.0;898
-525.0;16.0;468.0;-247.0;?;77;786.0;934
-504.0;?;?;?;30;?;871.0;825
?;121.0;438.0;?;-12;1;1009.0;1038
-469.0;174.0;?;-171.0;42;32;1074.0;598
-455.0;228.0;375.0;-150.0;?;-2;1027.0;557
-444.0;?;329.0;-132.0;?;3;?;909
-434.0;323.0;281.0;-114.0;21;?;?;?
-423.0;?;235.0;?;21;0;1087.0;371
-227.0;478.0;-128.0;133.0;14;0;967.0;799
-234.0;488.0;-122.0;?;?;-42;907.0;?
-239.0;?;-108.0;132.0;16;-48;?;801
-243.0;502.0;-97.0;132.0;15;-68;993.0;806
-246.0;?;-91.0;?;17;-221;?;803
-249.0;511.0;-88.0;?;?;?;?;795
-252.0;514.0;-87.0;125.0;-3;-546;958.0;?
-255.0;519.0;-86.0;123.0;1;-1216;963.0;804
-256.0;?;-87.0;?;65;?;947.0;800
-252.0;?;-88.0;130.0;?;-1323;941.0;?
-245.0;528.0;-89.0;138.0;-21;-1482;940.0;798
-234.0;531.0;?;148.0;21;-1795;980.0;791
-219.0;530.0;?;159.0;-35;?;985.0;809
?;529.0;?;?;-110;-1598;?;?
-184.0;528.0;-54.0;183.0;?;-1311;1005.0;797
-164.0;527.0;-26.0;196.0;127;-883;1003.0;809
-144.0;?;9.0;208.0;167;-976;946.0;805
-124.0;513.0;?;221.0;40;-894;881.0;796
-102.0;499.0;86.0;234.0;-14;-804;871.0;810
-79.0;481.0;113.0;247.0;30;-1029;884.0;?
?;458.0;125.0;263.0;19;-988;941.0;820
?;?;126.0;280.0;?;?;941.0;?
?;385.0;110.0;295.0;-89;-1227;928.0;801
14.0;337.0;78.0;308.0;17;-1377;870.0;807
29.0;276.0;46.0;318.0;37;-1601;844.0;809
39.0;218.0;20.0;325.0;?;-1623;862.0;806
43.0;195.0;?;332.0;52;-1505;896.0;805
44.0;208.0;-20.0;342.0;?;-1420;950.0;?
48.0;228.0;-20.0;354.0;40;-1423;903.0;806
51.0;257.0;?;365.0;8;-1431;889.0;797
53.0;305.0;-17.0;?;-65;-1573;860.0;799
54.0;?;-26.0;378.0;77;-1420;831.0;799
55.0;394.0;-39.0;382.0;?;-1333;832.0;789
57.0;?;-53.0;386.0;?;-1488;883.0;787
61.0;439.0;-66.0;391.0;17;-913;957.0;804
?;455.0;-82.0;397.0;-1428;-745;955.0;843
69.0;465.0;-98.0;403.0;-1492;?;888.0;875
?;471.0;-115.0;411.0;-114;132;?;835
?;474.0;-136.0;419.0;21;61;?;920
91.0;474.0;?;427.0;-39;134;989.0;905
104.0;469.0;-180.0;433.0;50;206;677.0;692
125.0;457.0;-199.0;?;?;112;?;1037
?;439.0;-213.0;?;48;106;923.0;?
173.0;421.0;?;455.0;20;-42;?;190
186.0;410.0;?;464.0;25;?;1142.0;512
193.0;410.0;-262.0;?;28;-43;1089.0;?
197.0;?;-286.0;469.0;9;-72;?;637
214.0;?;-303.0;469.0;?;-71;878.0;621
235.0;427.0;-312.0;469.0;14;-106;892.0;635
250.0;420.0;-313.0;473.0;16;-67;934.0;900
251.0;411.0;-309.0;475.0;22;-17;999.0;948
240.0;408.0;-307.0;470.0;?;?;1011.0;876
222.0;406.0;?;461.0;17;-19;913.0;1340
203.0;402.0;-300.0;450.0;30;?;879.0;?
187.0;?;-295.0;?;8;?;?;771
174.0;?;-290.0;434.0;19;-78;957.0;-1133
165.0;397.0;-288.0;431.0;?;-70;985.0;-1977
156.0;?;-288.0;429.0;?;-35;1010.0;470
148.0;405.0;-288.0;428.0;96;?;1139.0;-135
139.0;409.0;-287.0;?;-17;?;1113.0;-900
?;412.0;-284.0;?;122;-189;1203.0;?
125.0;?;-280.0;421.0;-41;-751;1314.0;1019
119.0;424.0;-278.0;?;-1006;-586;1319.0;710
118.0;426.0;-275.0;419.0;-1062;-121;990.0;851
121.0;426.0;-272.0;422.0;-600;-399;?;754
133.0;425.0;?;430.0;278;-628;613.0;841
?;431.0;-281.0;?;1087;-627;951.0;794
161.0;451.0;-301.0;?;?;-880;1103.0;796
?;?;-332.0;462.0;639;-883;1099.0;798
167.0;?;?;472.0;635;-430;?;792
174.0;558.0;-397.0;481.0;296;646;856.0;809
184.0;593.0;?;489.0;180;1375;865.0;811
194.0;?;-422.0;495.0;-154;1612;928.0;796
200.0;634.0;-419.0;?;-695;?;?;813
?;642.0;-410.0;505.0;-731;1500;885.0;809
206.0;?;-398.0;508.0;-988;1803;?;817
210.0;640.0;-386.0;511.0;-1185;1758;876.0;831
214.0;636.0;?;513.0;1641;2313;871.0;757
218.0;?;-367.0;516.0;1956;1194;919.0;783
222.0;?;-364.0;519.0;-127;-1373;1081.0;766
225.0;?;-363.0;522.0;1235;-615;?;?
228.0;628.0;-365.0;524.0;?;-305;?;845
227.0;623.0;-368.0;522.0;?;?;1391.0;682
?;?;?;517.0;420;-34;1478.0;899
219.0;605.0;-378.0;513.0;-85;-200;1065.0;899
216.0;589.0;-380.0;509.0;-19;-10;837.0;961
211.0;571.0;-380.0;503.0;90;?;865.0;2000
199.0;?;-379.0;?;-66;1;969.0;1121
?;?;-378.0;483.0;78;?;1057.0;471
?;?;-382.0;467.0;-30;81;1033.0;1014
117.0;550.0;?;445.0;26;67;931.0;688
?;541.0;-375.0;418.0;28;-2;830.0;721
60.0;516.0;-350.0;390.0;28;22;?;781
36.0;483.0;-312.0;365.0;20;37;981.0;883
14.0;?;-270.0;343.0;?;?;?;1165
-8.0;417.0;-234.0;323.0;17;-32;940.0;1092
-30.0;393.0;?;304.0;24;-61;?;1581
-50.0;?;?;286.0;13;-95;917.0;-652
-69.0;357.0;-201.0;269.0;-5;-106;987.0;-3218
-86.0;?;-207.0;254.0;47;-135;?;?
?;324.0;?;?;-45;-146;1097.0;2198
?;306.0;-216.0;234.0;136;-184;1201.0;-490
-121.0;285.0;-217.0;230.0;-56;-1354;1286.0;1692
-129.0;267.0;-215.0;?;-1297;-3171;1329.0;1753
-135.0;256.0;-213.0;237.0;-1863;-3237;1156.0;710
-136.0;251.0;?;242.0;-1091;-1889;?;916
-135.0;247.0;-207.0;?;229;-779;659.0;725
-131.0;?;-198.0;257.0;951;?;1099.0;858
-127.0;264.0;-193.0;271.0;717;196;1242.0;814
?;293.0;-199.0;274.0;593;1009;997.0;808
-125.0;334.0;-214.0;274.0;370;1598;766.0;?
-125.0;377.0;-226.0;281.0;85;1813;?;803
-114.0;419.0;-230.0;?;174;?;871.0;?
-100.0;454.0;-222.0;297.0;?;1680;?;801
-86.0;479.0;-204.0;299.0;-442;1659;?;795
-77.0;?;-180.0;300.0;-918;?;?;848
-71.0;503.0;-153.0;302.0;-783;3312;779.0;785
-65.0;507.0;?;304.0;-632;1776;819.0;?
-61.0;512.0;-108.0;308.0;?;-285;928.0;719
-58.0;519.0;?;312.0;1798;-1346;1033.0;915
-55.0;526.0;-90.0;317.0;-2013;-1877;?;791
-51.0;?;-92.0;?;-948;1011;888.0;599
-47.0;530.0;-99.0;?;?;722;?;2123
-42.0;?;-110.0;319.0;-1643;-816;1676.0;1695
-39.0;507.0;-123.0;316.0;417;-69;?;600
?;488.0;-134.0;?;-189;-194;1016.0;?
-35.0;458.0;-144.0;?;-1;36;?;1016
-42.0;?;-151.0;291.0;94;118;893.0;854
-57.0;382.0;-154.0;277.0;?;0;?;1008
-83.0;?;-156.0;262.0;101;70;1012.0;779
-115.0;361.0;-167.0;?;?;3;962.0;782
-149.0;361.0;-176.0;219.0;?;3;926.0;756
?;?;-170.0;?;?;-53;879.0;?
-207.0;321.0;-146.0;164.0;12;-113;?;?
-232.0;288.0;?;141.0;23;-160;932.0;1030
-254.0;256.0;-82.0;121.0;?;-142;880.0;1447
?;230.0;-58.0;105.0;19;-13;?;1283
?;209.0;-44.0;91.0;?;-30;995.0;1361
?;?;-38.0;77.0;20;-26;992.0;337
-332.0;175.0;-34.0;65.0;26;42;1001.0;-2041
?;?;?;57.0;-2;-180;1054.0;-594
-357.0;141.0;?;52.0;97;-23;1058.0;978
-364.0;125.0;-14.0;?;-5;?;1179.0;796
-366.0;?;-7.0;47.0;168;-1744;?;?
-365.0;99.0;-1.0;48.0;-37;?;1403.0;794
?;93.0;3.0;?;?;-3694;1030.0;704
-365.0;?;6.0;45.0;-718;-2729;?;945
?;92.0;9.0;43.0;849;-542;665.0;690
-365.0;103.0;12.0;47.0;1021;16;1130.0;853
-368.0;127.0;13.0;50.0;?;472;?;782
-376.0;?;11.0;41.0;717;?;?;780
-387.0;191.0;11.0;35.0;801;689;785.0;806
?;?;19.0;?;430;1723;?;782
-392.0;240.0;35.0;44.0;181;2836;872.0;806
?;255.0;59.0;?;-567;?;910.0;798
-395.0;267.0;?;47.0;-1116;?;887.0;795
?;?;109.0;44.0;-720;1469;813.0;801
-408.0;288.0;?;42.0;-1040;2366;814.0;797
-416.0;300.0;134.0;?;?;2320;892.0;?
-427.0;?;132.0;39.0;?;1592;903.0;789
-438.0;316.0;126.0;36.0;?;?;1009.0;803
-449.0;313.0;116.0;31.0;103;-1083;1044.0;812
-462.0;303.0;106.0;22.0;?;-979;1161.0;804
?;285.0;93.0;?;-279;-199;1347.0;825
-488.0;259.0;79.0;3.0;-48;-73;1370.0;691
-498.0;229.0;64.0;-3.0;-80;-76;1008.0;894
-510.0;196.0;47.0;?;25;32;815.0;1153
-519.0;?;27.0;-14.0;14;?;849.0;1011
-526.0;?;?;?;?;?;964.0;1009
-537.0;128.0;?;-29.0;25;-1;?;808
-553.0;?;-6.0;-39.0;1;16;1052.0;536
-571.0;116.0;-4.0;?;5;44;1089.0;829
?;?;7.0;-66.0;14;68;?;673
-597.0;102.0;28.0;-75.0;15;66;823.0;759
-604.0;95.0;53.0;-77.0;24;52;838.0;1105
-610.0;92.0;76.0;-77.0;21;?;969.0;-280
-618.0;95.0;96.0;-82.0;?;?;1058.0;-634
-626.0;101.0;?;-91.0;?;-37;1101.0;-54
-630.0;111.0;119.0;-100.0;14;9;1139.0;-412
-626.0;121.0;123.0;-104.0;16;-4;1082.0;-381
-622.0;131.0;?;-94.0;?;?;998.0;-448
-626.0;?;119.0;?;17;-6;930.0;324
-632.0;?;112.0;?;?;6;963.0;?
-637.0;164.0;102.0;-56.0;?;-16;?;?
?;179.0;91.0;-57.0;19;-37;1054.0;?
-647.0;190.0;80.0;-57.0;20;-19;1063.0;?
-652.0;?;71.0;-55.0;19;?;1019.0;662
-659.0;201.0;62.0;-54.0;24;-22;995.0;699
?;204.0;51.0;-54.0;20;?;1001.0;683
?;?;?;-48.0;16;-5;1004.0;702
-672.0;215.0;25.0;-36.0;22;-17;1011.0;719
-675.0;220.0;13.0;?;?;?;1022.0;734
-684.0;226.0;4.0;-41.0;?;-8;1025.0;732
-700.0;231.0;-6.0;-50.0;17;3;986.0;760
?;235.0;-15.0;-67.0;?;21;976.0;786
-735.0;?;?;-98.0;16;?;997.0;776
-752.0;249.0;-36.0;-128.0;19;-5;998.0;782
-756.0;259.0;-45.0;-159.0;16;?;949.0;803
?;269.0;-50.0;-159.0;18;22;966.0;?
-739.0;275.0;-50.0;-155.0;10;10;1006.0;796
-729.0;?;-45.0;?;15;42;?;798
-715.0;277.0;-40.0;-146.0;25;33;970.0;803
-699.0;276.0;?;-135.0;17;?;?;802
-682.0;281.0;-45.0;-131.0;?;-52;910.0;?
-667.0;290.0;?;?;19;-14;975.0;806
-652.0;299.0;-75.0;?;17;-11;974.0;809
-638.0;306.0;-88.0;-138.0;20;-34;949.0;805
-623.0;?;-96.0;?;19;-21;931.0;807
-611.0;?;-101.0;-150.0;20;-17;?;807
-602.0;313.0;?;-153.0;20;-61;954.0;?
-596.0;315.0;?;-155.0;16;-60;966.0;811
-588.0;?;-104.0;-155.0;15;?;?;810
-577.0;321.0;?;-153.0;15;?;?;809
-569.0;322.0;-107.0;-150.0;16;-35;922.0;807
-564.0;322.0;-107.0;-154.0;23;24;982.0;797
-557.0;?;-107.0;-160.0;24;?;977.0;807
-548.0;?;-110.0;-165.0;10;17;906.0;818
-536.0;321.0;-114.0;?;16;?;906.0;795
-525.0;322.0;-120.0;-167.0;26;?;939.0;802
?;322.0;-126.0;-162.0;20;79;?;810
-499.0;?;?;?;?;67;989.0;?
-487.0;326.0;-136.0;-157.0;29;73;943.0;822
-478.0;329.0;-140.0;-153.0;?;120;?;810
-473.0;330.0;-142.0;-145.0;20;?;905.0;837
-474.0;327.0;-142.0;-134.0;4;49;966.0;854
-475.0;325.0;-143.0;-121.0;?;3;986.0;797
-478.0;326.0;-149.0;-103.0;20;-1;976.0;?
-481.0;?;?;-82.0;-20;1;?;816
-485.0;343.0;-181.0;-59.0;21;-487;?;802
?;354.0;-201.0;?;-191;-943;948.0;?
?;?;-220.0;-18.0;-8;-1752;?;798
-492.0;382.0;-238.0;?;?;-3150;921.0;799
-493.0;399.0;-257.0;23.0;?;-3417;987.0;802
-496.0;417.0;-275.0;47.0;247;-2827;979.0;802
-498.0;434.0;?;70.0;?;-2487;923.0;798
-496.0;452.0;-305.0;91.0;-413;-1870;941.0;801
-491.0;469.0;-317.0;?;19;?;973.0;801
-483.0;483.0;-325.0;127.0;-93;-1712;941.0;797
-474.0;497.0;?;147.0;-138;-1433;?;797
-465.0;511.0;-339.0;?;?;-1121;919.0;?
-457.0;525.0;-346.0;186.0;29;-1681;929.0;797
-452.0;539.0;-352.0;?;-106;?;918.0;?
-447.0;549.0;-356.0;220.0;?;?;908.0;795
-441.0;558.0;-359.0;238.0;1;-3377;909.0;793
?;564.0;-362.0;254.0;-215;-3901;?;793
?;571.0;-366.0;?;?;?;?;792
?;575.0;-371.0;279.0;601;?;948.0;794
?;579.0;-376.0;288.0;0;3201;915.0;?
-406.0;582.0;-382.0;294.0;-470;509;952.0;795
-402.0;585.0;-390.0;299.0;2;291;1016.0;791
-398.0;588.0;-396.0;?;?;306;1138.0;801
-395.0;590.0;-402.0;303.0;-41;-56;?;797
-393.0;590.0;-407.0;303.0;54;226;?;780
-390.0;588.0;-411.0;?;10;23;863.0;802
?;586.0;?;298.0;17;30;?;818
-384.0;584.0;-415.0;293.0;10;24;1012.0;831
-382.0;584.0;-417.0;288.0;?;?;999.0;855
-380.0;?;?;?;20;32;977.0;775
-377.0;588.0;-418.0;277.0;13;0;?;632
-375.0;590.0;-417.0;?;20;-26;1083.0;?
-374.0;?;-415.0;269.0;14;-9;1083.0;212
-372.0;?;?;?;12;?;953.0;?
-367.0;586.0;-410.0;270.0;23;-5;939.0;?
?;585.0;-410.0;273.0;18;-29;?;748
?;585.0;-409.0;?;17;6;1035.0;791
-340.0;585.0;-408.0;280.0;19;-11;970.0;819
-330.0;?;-406.0;284.0;12;-34;970.0;801
-320.0;590.0;-406.0;288.0;12;?;?;?
-308.0;598.0;-409.0;292.0;?;-14;955.0;800
-295.0;605.0;-414.0;?;23;?;979.0;800
?;611.0;-419.0;301.0;?;-8;1009.0;810
?;617.0;-422.0;305.0;?;2;?;814
?;623.0;?;308.0;24;23;972.0;822
-237.0;628.0;-428.0;313.0;23;-13;965.0;811
-226.0;634.0;-432.0;315.0;?;-17;957.0;?
-212.0;641.0;-437.0;?;-5;7;947.0;804
-197.0;645.0;-440.0;319.0;-2;-29;?;?
-183.0;646.0;-442.0;319.0;18;-28;988.0;777
-168.0;648.0;?;321.0;25;-7;977.0;785
