InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LUA^ accX;Accelerometer LWR accX
-72;338.0;478.0;?;?;319.0;149.0;?;?;156.0;-149.0
-74;343.0;463.0;265.0;-199.0;?;431.0;?;-963.0;?;?
-73;353.0;449.0;268.0;-206.0;279.0;308.0;499.0;-957.0;868.0;?
-73;?;436.0;272.0;-214.0;260.0;232.0;?;?;488.0;-148.0
?;379.0;422.0;275.0;?;248.0;28.0;131.0;?;275.0;-381.0
-66;392.0;404.0;277.0;-224.0;?;241.0;-88.0;-943.0;446.0;-403.0
-61;?;385.0;?;-236.0;208.0;370.0;100.0;-939.0;507.0;-255.0
?;411.0;366.0;273.0;-237.0;181.0;218.0;-82.0;-936.0;595.0;-299.0
?;422.0;?;273.0;-243.0;?;47.0;76.0;-932.0;?;-437.0
?;?;335.0;268.0;?;139.0;128.0;172.0;-930.0;470.0;-351.0
-60;435.0;316.0;265.0;-253.0;?;?;146.0;-928.0;?;-444.0
-60;447.0;300.0;?;?;85.0;57.0;-18.0;?;?;-426.0
?;461.0;?;?;-222.0;41.0;265.0;-141.0;-925.0;492.0;?
-60;?;?;?;-197.0;?;731.0;?;-922.0;670.0;-144.0
-60;507.0;258.0;245.0;-172.0;-49.0;?;?;-919.0;495.0;?
-60;550.0;?;235.0;-115.0;-115.0;853.0;?;-915.0;?;?
-60;583.0;239.0;224.0;?;?;899.0;-365.0;-908.0;448.0;-521.0
-60;616.0;233.0;209.0;40.0;?;647.0;-322.0;-897.0;433.0;?
-60;654.0;223.0;191.0;?;-355.0;632.0;-559.0;-885.0;439.0;-843.0
?;680.0;207.0;172.0;200.0;-419.0;726.0;-798.0;-870.0;?;?
?;693.0;195.0;153.0;269.0;-483.0;527.0;-637.0;-854.0;?;-816.0
?;701.0;184.0;135.0;?;-545.0;?;?;-837.0;?;-1242.0
-60;712.0;169.0;119.0;?;?;358.0;-981.0;-820.0;909.0;?
-58;?;151.0;105.0;466.0;-651.0;427.0;-837.0;-804.0;900.0;-960.0
?;755.0;130.0;91.0;520.0;-699.0;685.0;-725.0;-787.0;714.0;-1127.0
-57;791.0;99.0;?;573.0;-750.0;450.0;-1152.0;-771.0;440.0;-1973.0
-69;810.0;62.0;64.0;628.0;-797.0;?;-920.0;-757.0;?;-1407.0
?;825.0;26.0;?;670.0;-836.0;665.0;-916.0;-745.0;102.0;-1316.0
-71;844.0;?;41.0;705.0;?;436.0;-1129.0;-733.0;?;-957.0
-65;857.0;?;32.0;?;-900.0;277.0;-1690.0;-724.0;?;-842.0
-64;866.0;?;25.0;772.0;-917.0;225.0;-1490.0;-715.0;58.0;-687.0
-66;875.0;?;20.0;791.0;-908.0;355.0;-1353.0;-708.0;0.0;?
-69;874.0;-194.0;14.0;809.0;-884.0;396.0;-1033.0;-701.0;-250.0;-608.0
?;?;-235.0;?;825.0;-848.0;295.0;?;?;218.0;-775.0
-76;?;-272.0;2.0;843.0;-814.0;322.0;-677.0;-685.0;?;?
-78;?;-305.0;-3.0;843.0;-779.0;457.0;-729.0;-679.0;-40.0;-432.0
?;824.0;-336.0;-7.0;803.0;-744.0;?;-877.0;-673.0;-46.0;-348.0
-82;803.0;-361.0;-10.0;?;-698.0;?;-866.0;-668.0;-177.0;-434.0
?;778.0;?;-12.0;622.0;-665.0;395.0;?;?;-207.0;?
-85;758.0;-404.0;-14.0;545.0;-643.0;294.0;-597.0;?;-218.0;-274.0
?;748.0;?;-14.0;504.0;-613.0;?;-632.0;-641.0;-107.0;?
-86;743.0;-436.0;-13.0;483.0;-596.0;945.0;?;-633.0;71.0;30.0
-72;367.0;150.0;-109.0;-347.0;27.0;?;-268.0;?;?;-116.0
-71;333.0;165.0;-48.0;-396.0;?;141.0;-410.0;-774.0;?;-212.0
-73;303.0;?;14.0;-436.0;?;258.0;-226.0;-785.0;517.0;?
-75;273.0;?;56.0;-476.0;143.0;193.0;-120.0;?;?;-158.0
-76;?;?;?;-514.0;178.0;?;121.0;-812.0;?;-93.0
-76;?;268.0;114.0;-525.0;193.0;215.0;78.0;-825.0;?;-110.0
-77;226.0;?;?;-529.0;199.0;?;31.0;?;667.0;?
-76;216.0;308.0;174.0;-520.0;194.0;145.0;?;-846.0;?;-146.0
-72;212.0;324.0;?;-508.0;199.0;251.0;129.0;-855.0;718.0;-148.0
-69;208.0;340.0;?;-500.0;215.0;271.0;104.0;-863.0;903.0;-76.0
?;?;354.0;288.0;?;225.0;4.0;195.0;-871.0;655.0;-100.0
-64;193.0;369.0;329.0;?;?;?;252.0;-878.0;769.0;-12.0
?;?;382.0;380.0;-466.0;239.0;70.0;?;-886.0;?;13.0
-57;184.0;388.0;?;-460.0;253.0;54.0;?;?;768.0;-1.0
-56;180.0;396.0;460.0;-455.0;271.0;242.0;?;-901.0;484.0;-207.0
-54;179.0;405.0;482.0;-444.0;?;140.0;?;-907.0;870.0;-110.0
-53;175.0;414.0;504.0;-430.0;294.0;-215.0;213.0;-912.0;540.0;168.0
-53;170.0;426.0;495.0;-413.0;305.0;-209.0;232.0;-917.0;654.0;82.0
-53;?;434.0;498.0;?;?;-15.0;12.0;-922.0;503.0;342.0
?;162.0;447.0;?;-384.0;342.0;-52.0;65.0;-929.0;?;243.0
-54;149.0;462.0;?;-376.0;364.0;38.0;?;-938.0;494.0;48.0
-55;141.0;476.0;581.0;-368.0;385.0;159.0;481.0;-946.0;?;?
-57;135.0;491.0;612.0;?;?;7.0;468.0;-955.0;554.0;-64.0
-60;126.0;506.0;?;-350.0;422.0;397.0;?;?;600.0;-551.0
-62;124.0;514.0;634.0;?;433.0;40.0;284.0;?;484.0;-397.0
-62;125.0;519.0;?;-319.0;435.0;-314.0;344.0;-977.0;272.0;642.0
-66;137.0;?;662.0;?;?;-273.0;?;?;?;544.0
-74;168.0;524.0;670.0;-278.0;421.0;-100.0;204.0;-985.0;?;370.0
?;?;514.0;672.0;-255.0;406.0;-245.0;-204.0;-987.0;612.0;562.0
-76;?;503.0;672.0;-233.0;401.0;?;675.0;-988.0;478.0;634.0
-79;258.0;497.0;?;-238.0;396.0;170.0;698.0;?;655.0;526.0
?;271.0;?;651.0;-249.0;398.0;197.0;?;-987.0;213.0;591.0
-81;275.0;480.0;631.0;-262.0;?;218.0;662.0;?;375.0;336.0
-82;269.0;462.0;609.0;-275.0;401.0;?;602.0;-984.0;685.0;74.0
-81;258.0;448.0;?;-288.0;407.0;238.0;?;-983.0;691.0;60.0
-82;250.0;?;565.0;-304.0;410.0;230.0;?;-981.0;?;27.0
-82;247.0;452.0;545.0;-313.0;409.0;241.0;380.0;?;491.0;-158.0
?;249.0;456.0;529.0;-320.0;406.0;307.0;162.0;-976.0;511.0;-321.0
-82;252.0;455.0;515.0;-322.0;?;325.0;106.0;-972.0;635.0;-272.0
?;255.0;448.0;505.0;?;391.0;224.0;66.0;-968.0;645.0;-352.0
-79;259.0;?;496.0;-323.0;?;195.0;55.0;?;?;?
-67;274.0;420.0;489.0;-317.0;357.0;199.0;-102.0;?;484.0;-547.0
-45;294.0;400.0;?;-304.0;?;143.0;-150.0;-949.0;511.0;?
?;319.0;376.0;475.0;?;298.0;69.0;?;?;536.0;-632.0
-36;346.0;346.0;468.0;-257.0;280.0;?;?;?;501.0;-680.0
?;376.0;311.0;461.0;-234.0;248.0;14.0;?;?;?;-657.0
-60;404.0;270.0;453.0;-215.0;215.0;40.0;-327.0;?;309.0;-614.0
-61;426.0;226.0;?;-198.0;168.0;27.0;-299.0;-888.0;178.0;-595.0
?;441.0;?;430.0;-195.0;134.0;?;-297.0;-876.0;34.0;-599.0
?;452.0;133.0;416.0;?;110.0;?;-250.0;-864.0;-54.0;-552.0
-70;?;91.0;396.0;-200.0;?;58.0;-206.0;-851.0;16.0;-439.0
-67;475.0;53.0;374.0;-210.0;61.0;127.0;-228.0;-838.0;52.0;-341.0
-63;?;16.0;350.0;-229.0;43.0;?;?;-825.0;93.0;-338.0
?;?;-19.0;326.0;-254.0;37.0;276.0;-242.0;-813.0;109.0;-299.0
-47;?;-49.0;305.0;?;35.0;325.0;-210.0;?;69.0;-297.0
-45;463.0;-68.0;287.0;-303.0;?;356.0;-223.0;-781.0;87.0;-217.0
-35;450.0;-77.0;269.0;-331.0;55.0;221.0;?;-763.0;140.0;-277.0
-31;431.0;-77.0;251.0;-365.0;?;?;-305.0;-745.0;123.0;-131.0
-32;405.0;?;233.0;?;?;431.0;-352.0;-725.0;111.0;-241.0
-28;378.0;-62.0;219.0;-415.0;93.0;663.0;-318.0;?;?;-371.0
-29;?;-41.0;?;-418.0;92.0;1020.0;-222.0;?;201.0;-434.0
-30;?;-11.0;201.0;-410.0;98.0;920.0;-206.0;?;356.0;-283.0
-30;295.0;?;192.0;-402.0;121.0;750.0;-343.0;-635.0;455.0;?
-30;261.0;53.0;180.0;-417.0;142.0;?;-680.0;?;579.0;229.0
-31;211.0;56.0;166.0;?;155.0;511.0;?;-592.0;810.0;52.0
-31;152.0;?;151.0;-513.0;174.0;?;-844.0;-571.0;661.0;-78.0
-31;97.0;-7.0;135.0;-552.0;184.0;323.0;-363.0;-553.0;630.0;-156.0
-31;67.0;-26.0;119.0;?;193.0;416.0;2.0;-538.0;827.0;-155.0
-32;60.0;-33.0;105.0;-601.0;?;?;-64.0;-522.0;907.0;-172.0
-32;66.0;-40.0;92.0;-605.0;?;411.0;-158.0;-506.0;751.0;-145.0
-32;73.0;?;?;-610.0;199.0;382.0;-184.0;?;608.0;-183.0
-32;76.0;?;75.0;-619.0;198.0;365.0;-229.0;-472.0;621.0;-230.0
-33;78.0;-80.0;?;-635.0;191.0;351.0;-251.0;-452.0;551.0;-247.0
-35;78.0;-93.0;?;-646.0;191.0;?;-283.0;?;488.0;-272.0
-35;72.0;-105.0;?;?;193.0;?;-268.0;-406.0;480.0;-245.0
-36;?;-123.0;?;-665.0;?;285.0;-289.0;-382.0;543.0;?
?;35.0;?;?;?;182.0;255.0;-267.0;-358.0;546.0;-293.0
-38;13.0;?;-4.0;-690.0;179.0;284.0;-255.0;-337.0;508.0;-331.0
-40;-8.0;-193.0;-19.0;-699.0;184.0;334.0;-231.0;-319.0;?;-433.0
-42;-28.0;?;-30.0;-707.0;?;461.0;-257.0;-299.0;532.0;?
?;-48.0;-239.0;?;-716.0;202.0;530.0;-300.0;-275.0;?;-828.0
?;-72.0;-262.0;-35.0;-726.0;215.0;?;-350.0;?;488.0;-681.0
-53;-101.0;-286.0;-43.0;-738.0;225.0;?;?;-230.0;396.0;-478.0
?;-136.0;-312.0;-56.0;-753.0;?;79.0;-484.0;-217.0;?;-311.0
-40;?;-352.0;-75.0;?;?;?;-593.0;-205.0;212.0;-350.0
?;-208.0;-401.0;?;-760.0;236.0;174.0;-248.0;-187.0;120.0;-582.0
?;-233.0;-442.0;-110.0;?;263.0;109.0;?;-167.0;?;?
-10;-245.0;-466.0;-116.0;-742.0;303.0;?;?;-145.0;386.0;-739.0
?;?;-482.0;-123.0;-734.0;364.0;116.0;?;-121.0;?;-756.0
?;-237.0;?;-137.0;?;441.0;?;-278.0;-96.0;508.0;-823.0
7;-234.0;-513.0;-157.0;-711.0;515.0;145.0;-433.0;?;283.0;-828.0
22;?;-535.0;-179.0;-696.0;586.0;217.0;-390.0;-53.0;?;?
34;-245.0;?;-197.0;-680.0;649.0;?;-322.0;-34.0;77.0;-663.0
?;-249.0;-571.0;-211.0;-664.0;?;170.0;-329.0;?;106.0;-568.0
36;?;-581.0;?;-642.0;765.0;178.0;-374.0;-2.0;77.0;?
37;-252.0;-590.0;-229.0;-622.0;811.0;200.0;-410.0;13.0;87.0;-456.0
?;-253.0;-593.0;-237.0;?;?;350.0;-413.0;27.0;108.0;-432.0
48;-255.0;-591.0;-246.0;?;868.0;448.0;?;40.0;149.0;-342.0
?;-262.0;-586.0;-257.0;-548.0;881.0;429.0;-370.0;51.0;161.0;-329.0
?;-275.0;-581.0;-269.0;-521.0;884.0;546.0;-405.0;62.0;183.0;-199.0
51;-295.0;-583.0;-279.0;-486.0;879.0;735.0;-470.0;72.0;212.0;?
51;-318.0;-593.0;-287.0;-452.0;?;852.0;-510.0;82.0;?;59.0
51;-344.0;-606.0;-293.0;?;875.0;710.0;-456.0;99.0;290.0;74.0
51;-376.0;-619.0;-297.0;?;875.0;?;-437.0;114.0;427.0;16.0
51;-408.0;-632.0;-306.0;?;865.0;?;-405.0;120.0;637.0;?
51;-430.0;-646.0;?;?;864.0;489.0;-461.0;123.0;596.0;-249.0
51;-443.0;-658.0;?;-347.0;864.0;436.0;-318.0;128.0;493.0;-368.0
51;-448.0;-657.0;-333.0;-366.0;867.0;395.0;-173.0;132.0;464.0;-398.0
51;-445.0;-647.0;?;-395.0;863.0;?;-254.0;134.0;465.0;-379.0
?;-436.0;?;-344.0;-424.0;?;472.0;?;136.0;524.0;?
52;-425.0;?;-349.0;-452.0;833.0;?;-476.0;138.0;?;-436.0
51;-414.0;-618.0;-354.0;-482.0;807.0;412.0;-405.0;138.0;?;-424.0
53;?;?;-357.0;-514.0;768.0;397.0;-379.0;139.0;304.0;-380.0
?;-393.0;-599.0;-357.0;-543.0;727.0;387.0;-398.0;?;444.0;?
51;-383.0;?;-355.0;-567.0;684.0;444.0;?;?;?;-482.0
57;-373.0;-575.0;-351.0;-588.0;?;452.0;-379.0;129.0;420.0;-546.0
45;-362.0;-561.0;?;?;610.0;?;?;123.0;430.0;-520.0
62;?;?;-336.0;-639.0;580.0;541.0;-329.0;118.0;454.0;-505.0
46;-338.0;-525.0;-324.0;-660.0;561.0;660.0;-422.0;?;514.0;-601.0
68;-328.0;-509.0;-311.0;?;551.0;?;-508.0;102.0;465.0;-576.0
160;-325.0;-497.0;?;-684.0;546.0;355.0;-456.0;?;?;?
?;-325.0;?;?;-688.0;544.0;388.0;?;81.0;411.0;-405.0
-266;-327.0;-479.0;?;?;540.0;482.0;-610.0;70.0;451.0;-438.0
-47;-333.0;-483.0;-262.0;-672.0;551.0;518.0;-596.0;66.0;486.0;-430.0
192;-344.0;-496.0;-253.0;-652.0;576.0;420.0;-410.0;70.0;431.0;?
?;-359.0;?;-248.0;-626.0;613.0;437.0;?;?;363.0;-255.0
131;-374.0;-531.0;-256.0;-590.0;655.0;399.0;-417.0;82.0;?;-345.0
113;-386.0;-555.0;?;-543.0;700.0;354.0;?;83.0;331.0;-337.0
81;-394.0;-580.0;-308.0;-501.0;745.0;310.0;-391.0;87.0;269.0;-345.0
75;?;?;-325.0;?;793.0;282.0;-282.0;90.0;246.0;-321.0
67;?;-618.0;?;-433.0;837.0;209.0;-231.0;95.0;318.0;?
62;-385.0;-627.0;-338.0;-412.0;?;?;-226.0;98.0;396.0;?
57;?;-633.0;-343.0;-394.0;896.0;239.0;?;101.0;?;-212.0
?;-363.0;-636.0;-352.0;-380.0;912.0;218.0;-267.0;101.0;298.0;?
47;-353.0;?;-364.0;-373.0;927.0;212.0;-261.0;100.0;327.0;-145.0
42;-344.0;?;-375.0;?;930.0;264.0;-256.0;97.0;?;-109.0
?;-338.0;?;-381.0;-363.0;929.0;309.0;?;92.0;255.0;-208.0
?;-335.0;-652.0;-382.0;-366.0;?;423.0;-192.0;88.0;290.0;-316.0
44;-333.0;-655.0;-376.0;-370.0;928.0;679.0;-154.0;85.0;213.0;-350.0
45;?;-647.0;-375.0;?;929.0;841.0;-141.0;?;251.0;-286.0
?;-336.0;-634.0;?;-389.0;936.0;651.0;-202.0;86.0;?;-184.0
46;?;-617.0;?;-400.0;944.0;578.0;-344.0;91.0;357.0;-78.0
46;-352.0;-607.0;-394.0;-409.0;?;576.0;-617.0;85.0;426.0;-76.0
46;-360.0;-613.0;-407.0;-418.0;956.0;578.0;-740.0;?;566.0;-249.0
46;?;-625.0;-416.0;-432.0;944.0;502.0;-522.0;76.0;630.0;-293.0
45;?;-627.0;-421.0;?;?;507.0;?;74.0;503.0;-295.0
45;?;-614.0;?;-479.0;918.0;462.0;-182.0;72.0;516.0;-309.0
45;-348.0;-596.0;?;-506.0;?;422.0;-347.0;68.0;?;-305.0
45;-329.0;?;-481.0;-531.0;884.0;?;-442.0;63.0;605.0;-311.0
45;?;-571.0;-521.0;?;?;412.0;-449.0;58.0;546.0;?
45;-294.0;-560.0;-555.0;-575.0;849.0;440.0;-450.0;56.0;523.0;-323.0
45;-281.0;?;-582.0;-592.0;834.0;515.0;-416.0;?;500.0;-358.0
45;-271.0;-541.0;-572.0;-607.0;818.0;581.0;-410.0;?;464.0;-342.0
45;-265.0;-533.0;?;-617.0;805.0;525.0;-406.0;54.0;?;-349.0
45;-262.0;-524.0;-576.0;-623.0;795.0;?;-396.0;54.0;?;-350.0
45;-262.0;-516.0;-550.0;-623.0;788.0;611.0;-461.0;55.0;445.0;?
45;-266.0;-513.0;-511.0;?;786.0;?;-498.0;59.0;453.0;-340.0
45;-272.0;-513.0;-486.0;-614.0;786.0;564.0;?;63.0;492.0;-293.0
45;?;-516.0;-477.0;-608.0;792.0;?;-497.0;66.0;477.0;-329.0
45;-291.0;-521.0;-476.0;?;798.0;548.0;?;67.0;457.0;-305.0
?;?;-528.0;-480.0;-582.0;813.0;514.0;-465.0;67.0;476.0;-260.0
45;-305.0;-536.0;-475.0;-565.0;832.0;537.0;-393.0;?;466.0;-226.0
45;-308.0;-544.0;-470.0;?;850.0;522.0;-397.0;63.0;493.0;-188.0
45;-309.0;-552.0;-467.0;-526.0;879.0;500.0;-381.0;62.0;501.0;-154.0
45;-310.0;-561.0;-466.0;-510.0;?;497.0;-357.0;62.0;514.0;-117.0
?;-310.0;-569.0;-465.0;-495.0;938.0;494.0;-343.0;?;534.0;-126.0
45;?;-577.0;-466.0;-485.0;959.0;465.0;-345.0;63.0;509.0;-104.0
?;-311.0;-585.0;-468.0;-476.0;?;427.0;?;62.0;481.0;-94.0
45;-313.0;-594.0;-467.0;-473.0;984.0;?;?;59.0;481.0;?
44;-314.0;?;?;?;991.0;?;?;54.0;467.0;-154.0
44;-316.0;?;-439.0;-473.0;993.0;?;-301.0;?;405.0;-195.0
44;?;-613.0;-423.0;?;991.0;421.0;?;44.0;?;-183.0
?;-316.0;?;-413.0;?;990.0;396.0;-268.0;39.0;435.0;-192.0
44;-316.0;-614.0;-408.0;-496.0;988.0;412.0;-290.0;?;?;?
44;-316.0;-611.0;-402.0;-505.0;982.0;?;-323.0;28.0;437.0;-249.0
44;-317.0;-606.0;?;-515.0;974.0;433.0;-304.0;23.0;447.0;-263.0
44;-317.0;-597.0;-392.0;-532.0;963.0;435.0;-290.0;?;471.0;-288.0
44;-316.0;-587.0;-397.0;-548.0;953.0;485.0;-334.0;7.0;515.0;-292.0
44;-313.0;?;-408.0;-564.0;929.0;461.0;-316.0;-1.0;469.0;?
44;-309.0;?;-421.0;?;903.0;504.0;-305.0;-9.0;458.0;-307.0
44;-303.0;-541.0;-435.0;?;874.0;486.0;-322.0;-18.0;504.0;-310.0
44;-296.0;-522.0;-442.0;?;842.0;487.0;-340.0;-27.0;506.0;-290.0
?;?;?;?;-630.0;809.0;?;-349.0;-36.0;540.0;-273.0
44;?;-486.0;-412.0;-645.0;779.0;454.0;-350.0;-46.0;?;-139.0
44;-261.0;-468.0;?;?;756.0;464.0;-361.0;-57.0;?;?
?;-245.0;-451.0;-308.0;-670.0;735.0;406.0;-364.0;?;582.0;-9.0
44;-228.0;-435.0;-254.0;-682.0;723.0;342.0;-373.0;-82.0;?;-28.0
44;?;-421.0;-210.0;?;?;271.0;-329.0;-98.0;576.0;3.0
44;-191.0;?;?;-697.0;698.0;?;-214.0;-116.0;?;19.0
?;-168.0;-381.0;-131.0;-701.0;?;380.0;-171.0;-133.0;?;21.0
45;-141.0;-354.0;-99.0;?;?;?;-152.0;-149.0;504.0;47.0
44;-119.0;-327.0;-88.0;-707.0;657.0;391.0;?;?;?;?
45;-104.0;-303.0;-91.0;-711.0;642.0;416.0;-166.0;-174.0;586.0;-2.0
?;-95.0;-281.0;-101.0;-714.0;629.0;407.0;-203.0;-188.0;599.0;?
?;-89.0;?;?;-719.0;?;465.0;?;-203.0;523.0;-126.0
46;?;?;?;?;?;450.0;-122.0;-217.0;524.0;?
46;-78.0;-204.0;-123.0;-723.0;558.0;429.0;-141.0;-232.0;529.0;?
?;-71.0;-176.0;-121.0;?;530.0;445.0;-161.0;-246.0;564.0;-296.0
62;-62.0;-151.0;-99.0;-727.0;505.0;?;-243.0;?;599.0;-393.0
68;-54.0;-130.0;-63.0;?;483.0;487.0;?;-276.0;617.0;?
74;-45.0;-111.0;-26.0;-729.0;465.0;?;-277.0;-291.0;?;-492.0
?;-36.0;-96.0;9.0;-725.0;453.0;483.0;-326.0;-307.0;596.0;-496.0
75;-30.0;-85.0;36.0;-719.0;451.0;451.0;?;-326.0;?;?
66;-25.0;-81.0;50.0;-714.0;447.0;403.0;-434.0;-348.0;512.0;-497.0
?;-22.0;-82.0;?;?;452.0;417.0;?;-366.0;440.0;-503.0
?;-21.0;-90.0;55.0;-701.0;462.0;392.0;-445.0;?;391.0;-453.0
?;-22.0;-103.0;55.0;-695.0;?;404.0;-392.0;-394.0;?;-415.0
40;-22.0;-117.0;57.0;-687.0;493.0;472.0;-356.0;-404.0;301.0;-442.0
?;-22.0;-135.0;61.0;-680.0;515.0;439.0;-415.0;-411.0;240.0;-523.0
?;-22.0;-160.0;?;-676.0;545.0;?;-413.0;-417.0;241.0;?
41;-19.0;?;58.0;-669.0;584.0;442.0;-364.0;-421.0;294.0;-588.0
36;?;?;52.0;-666.0;623.0;458.0;-404.0;-425.0;293.0;?
31;?;-236.0;45.0;-662.0;652.0;438.0;-444.0;?;278.0;-488.0
27;12.0;-261.0;?;?;680.0;?;-511.0;-431.0;188.0;-435.0
?;?;-286.0;40.0;-651.0;?;375.0;-513.0;-435.0;185.0;?
17;43.0;-309.0;45.0;-647.0;711.0;338.0;-483.0;-439.0;?;-301.0
14;62.0;-326.0;50.0;?;710.0;308.0;-461.0;?;234.0;-255.0
14;?;-340.0;55.0;-632.0;696.0;314.0;-458.0;?;274.0;?
17;99.0;-352.0;59.0;-629.0;684.0;365.0;-425.0;-452.0;326.0;-145.0
16;111.0;?;67.0;?;670.0;367.0;-380.0;-457.0;282.0;-186.0
?;119.0;-365.0;81.0;-622.0;655.0;397.0;?;-460.0;?;-293.0
?;120.0;-363.0;99.0;-625.0;?;372.0;-303.0;?;339.0;-286.0
17;118.0;?;116.0;?;631.0;350.0;-260.0;-462.0;371.0;-211.0
17;110.0;?;?;-624.0;627.0;415.0;?;-461.0;375.0;-261.0
17;99.0;-285.0;133.0;?;615.0;356.0;?;-462.0;446.0;-264.0
?;86.0;-248.0;?;?;607.0;256.0;-342.0;?;418.0;-260.0
17;72.0;-215.0;130.0;-624.0;593.0;243.0;?;?;421.0;-307.0
17;58.0;-185.0;132.0;-626.0;577.0;260.0;-205.0;-478.0;374.0;?
16;54.0;?;134.0;-619.0;541.0;249.0;-126.0;-482.0;371.0;-453.0
16;68.0;-109.0;130.0;-604.0;499.0;234.0;-45.0;-487.0;?;-473.0
16;?;-66.0;121.0;-585.0;468.0;301.0;?;?;543.0;-404.0
?;114.0;-25.0;109.0;-566.0;441.0;?;?;-500.0;566.0;?
?;133.0;10.0;94.0;-544.0;?;410.0;?;?;426.0;?
16;144.0;38.0;?;-528.0;398.0;443.0;-384.0;?;388.0;-409.0
15;146.0;60.0;73.0;-517.0;386.0;456.0;-354.0;-514.0;392.0;-382.0
16;145.0;78.0;69.0;-504.0;377.0;542.0;?;-516.0;367.0;-443.0
15;143.0;93.0;69.0;-498.0;372.0;610.0;-386.0;-517.0;?;?
14;?;104.0;71.0;-488.0;?;640.0;-419.0;-517.0;378.0;-558.0
16;144.0;111.0;75.0;-478.0;372.0;633.0;-408.0;-516.0;?;-513.0
12;145.0;116.0;86.0;?;372.0;?;-488.0;-515.0;431.0;?
52;144.0;114.0;103.0;-460.0;377.0;?;-574.0;-518.0;452.0;-374.0
?;139.0;?;123.0;?;377.0;359.0;?;-519.0;416.0;-309.0
163;132.0;83.0;?;-460.0;371.0;419.0;?;-522.0;435.0;-295.0
?;126.0;?;177.0;-463.0;364.0;470.0;-538.0;-525.0;?;-387.0
135;121.0;?;202.0;-469.0;363.0;378.0;-486.0;-527.0;?;?
130;?;?;214.0;?;?;298.0;-344.0;-524.0;572.0;-417.0
114;103.0;-81.0;?;-509.0;?;242.0;-335.0;-518.0;490.0;-409.0
78;94.0;-127.0;220.0;-532.0;?;244.0;-349.0;-513.0;278.0;-375.0
59;91.0;-169.0;202.0;-545.0;353.0;219.0;-370.0;?;265.0;-369.0
53;91.0;-209.0;172.0;-555.0;356.0;?;-270.0;-500.0;372.0;-379.0
?;?;-244.0;140.0;?;354.0;137.0;-147.0;-491.0;?;-348.0
38;?;-275.0;111.0;-567.0;352.0;139.0;-167.0;-482.0;?;-329.0
?;121.0;-299.0;85.0;-568.0;349.0;151.0;-178.0;-474.0;380.0;-304.0
29;136.0;-319.0;56.0;-572.0;353.0;?;?;-467.0;346.0;-250.0
27;148.0;-334.0;?;-578.0;363.0;239.0;-223.0;-460.0;324.0;?
?;?;?;?;-585.0;370.0;245.0;?;-454.0;238.0;?
?;162.0;-353.0;-51.0;?;?;276.0;?;-450.0;238.0;-268.0
34;164.0;-355.0;?;?;?;342.0;-195.0;-444.0;?;-277.0
33;164.0;-350.0;-145.0;-593.0;?;568.0;-198.0;-437.0;?;-356.0
35;162.0;-337.0;-189.0;-593.0;396.0;844.0;?;-429.0;296.0;?
39;156.0;-317.0;?;-594.0;403.0;?;?;-422.0;309.0;-161.0
40;145.0;-292.0;-258.0;-597.0;417.0;813.0;?;-416.0;347.0;-156.0
39;123.0;?;-278.0;?;444.0;?;-463.0;-408.0;450.0;12.0
?;92.0;-249.0;-292.0;-609.0;?;605.0;-686.0;-403.0;?;-1.0
40;?;?;?;-614.0;454.0;553.0;-690.0;-404.0;696.0;-160.0
40;21.0;-256.0;-334.0;-624.0;458.0;482.0;-587.0;-408.0;725.0;-225.0
40;-6.0;?;-360.0;-629.0;448.0;485.0;-287.0;?;530.0;?
40;-9.0;-241.0;?;-628.0;438.0;?;-171.0;-421.0;523.0;-282.0
40;?;?;-423.0;?;426.0;387.0;-305.0;-427.0;698.0;-294.0
40;10.0;-208.0;-441.0;-626.0;411.0;370.0;-384.0;-431.0;682.0;-287.0
40;18.0;-199.0;-444.0;-626.0;?;?;-406.0;-434.0;543.0;?
40;22.0;?;?;-626.0;385.0;407.0;-437.0;?;?;-259.0
40;22.0;-193.0;-422.0;?;370.0;427.0;?;-439.0;589.0;?
40;?;-196.0;-399.0;?;365.0;395.0;-375.0;-439.0;559.0;-253.0
40;?;-201.0;-400.0;-635.0;367.0;466.0;-321.0;-437.0;553.0;-241.0
40;-12.0;-207.0;-403.0;-639.0;371.0;535.0;-322.0;-435.0;?;-292.0
40;-22.0;-214.0;-412.0;?;381.0;?;-324.0;-430.0;574.0;?
39;-33.0;-224.0;-439.0;-650.0;395.0;466.0;-302.0;-422.0;565.0;-354.0
39;-44.0;-237.0;-461.0;-656.0;?;428.0;-349.0;-413.0;580.0;-384.0
39;-58.0;-254.0;-477.0;?;432.0;387.0;-441.0;-405.0;561.0;-391.0
39;-73.0;-275.0;?;-662.0;454.0;384.0;-427.0;-397.0;524.0;-370.0
39;-88.0;-295.0;-479.0;?;476.0;344.0;?;?;530.0;-390.0
39;?;-317.0;-477.0;-668.0;502.0;335.0;-379.0;?;538.0;-434.0
