InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
30.0;668.0;-509.0;379.0;18;5;967.0;807
162.0;-444.0;-28.0;-204.0;209;-324;1399.0;817
818.0;562.0;-698.0;726.0;14;-12;933.0;721
853.0;557.0;-651.0;655.0;50;-356;1225.0;796
-735.0;-572.0;578.0;-558.0;16;-6;986.0;809
-853.0;-562.0;557.0;-590.0;59;12;864.0;1404
-332.0;175.0;-34.0;65.0;26;42;1001.0;-2041
-722.0;-577.0;598.0;-543.0;25;-9;867.0;811
-696.0;-571.0;552.0;-493.0;19;-41;817.0;813
-764.0;-566.0;572.0;-579.0;19;-5;769.0;808
251.0;411.0;-309.0;475.0;22;-17;999.0;948
-812.0;-623.0;621.0;-758.0;-160;-1984;850.0;800
-576.0;-393.0;767.0;-820.0;22;-4;922.0;783
839.0;730.0;-652.0;697.0;40;-73;909.0;1501
572.0;707.0;-642.0;718.0;17;-6;954.0;803
-739.0;275.0;-50.0;-155.0;10;10;1006.0;796
163.0;-726.0;418.0;-480.0;24;-24;1032.0;331
174.0;-689.0;391.0;-532.0;17;-39;1025.0;1236
834.0;-546.0;14.0;-11.0;20;-6;940.0;777
-13.0;-691.0;324.0;-593.0;229;-307;854.0;1055
-866.0;-591.0;551.0;-647.0;22;-63;1022.0;486
31.0;-622.0;697.0;-382.0;21;12;953.0;1181
-340.0;585.0;-408.0;280.0;19;-11;970.0;819
-245.0;528.0;-89.0;138.0;-21;-1482;940.0;798
787.0;-712.0;439.0;-101.0;19;0;928.0;805
-43.0;533.0;-310.0;324.0;48;-50;987.0;609
-780.0;-470.0;610.0;-567.0;11;17;950.0;810
-745.0;-627.0;599.0;-686.0;21;-5;811.0;801
202.0;623.0;-331.0;575.0;-248;-284;924.0;-488
-803.0;-592.0;597.0;-609.0;21;-10;983.0;803
-74.0;554.0;-152.0;384.0;19;-60;988.0;636
