InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LUA^ accX;Accelerometer LWR accX
-151;678.0;633.0;179.0;439.0;183.0;562.0;-401.0;775.0;497.0;-264.0
-154;690.0;618.0;434.0;452.0;303.0;369.0;-300.0;751.0;341.0;-342.0
-154;683.0;627.0;438.0;446.0;321.0;365.0;-292.0;755.0;337.0;-321.0
-154;681.0;629.0;439.0;444.0;320.0;384.0;-286.0;756.0;342.0;-315.0
-154;700.0;611.0;457.0;453.0;278.0;341.0;-261.0;753.0;334.0;-348.0
-154;701.0;641.0;470.0;458.0;329.0;360.0;-294.0;746.0;414.0;-269.0
-117;678.0;663.0;315.0;491.0;197.0;480.0;-308.0;749.0;412.0;-277.0
-117;678.0;665.0;247.0;486.0;198.0;521.0;-310.0;749.0;444.0;-318.0
-34;42.0;364.0;-7.0;-716.0;1334.0;216.0;-299.0;298.0;260.0;-241.0
-116;642.0;711.0;221.0;450.0;318.0;574.0;-301.0;756.0;539.0;-250.0
-29;27.0;122.0;-78.0;-781.0;1254.0;324.0;-23.0;362.0;712.0;-328.0
-116;663.0;684.0;217.0;453.0;267.0;582.0;-463.0;752.0;592.0;-282.0
65;-47.0;-503.0;-85.0;-758.0;602.0;677.0;-573.0;460.0;713.0;-136.0
104;-317.0;-481.0;-120.0;-690.0;754.0;370.0;-205.0;4.0;685.0;-107.0
61;-374.0;-531.0;-404.0;-515.0;863.0;409.0;-327.0;-53.0;374.0;-322.0
61;-346.0;-524.0;-428.0;-555.0;882.0;365.0;-217.0;-46.0;436.0;-233.0
72;-307.0;-438.0;-266.0;-733.0;412.0;522.0;-406.0;-14.0;343.0;-579.0
62;-313.0;-446.0;-272.0;-722.0;436.0;571.0;-428.0;-15.0;354.0;-559.0
115;-246.0;-369.0;-176.0;-737.0;273.0;233.0;-559.0;118.0;156.0;-543.0
92;707.0;576.0;564.0;261.0;437.0;579.0;-144.0;732.0;329.0;-248.0
86;706.0;604.0;553.0;360.0;498.0;360.0;-218.0;721.0;239.0;-253.0
178;693.0;630.0;550.0;47.0;774.0;374.0;-118.0;754.0;243.0;-138.0
-59;653.0;749.0;519.0;-7.0;893.0;235.0;-481.0;703.0;444.0;-244.0
-153;651.0;751.0;499.0;-49.0;856.0;566.0;-406.0;722.0;298.0;-381.0
45;-309.0;-552.0;-467.0;-526.0;879.0;500.0;-381.0;62.0;501.0;-154.0
-155;703.0;643.0;544.0;29.0;758.0;157.0;-196.0;722.0;166.0;-296.0
-170;647.0;735.0;544.0;-39.0;744.0;492.0;-161.0;774.0;310.0;-391.0
-171;650.0;725.0;555.0;-35.0;731.0;465.0;-173.0;780.0;330.0;-438.0
-172;451.0;684.0;520.0;43.0;872.0;94.0;-173.0;729.0;138.0;-252.0
-167;479.0;662.0;515.0;43.0;947.0;65.0;-227.0;724.0;221.0;-245.0
90;-308.0;-478.0;-216.0;-525.0;920.0;512.0;-669.0;-73.0;527.0;-463.0
91;-243.0;-523.0;-190.0;-595.0;784.0;755.0;-476.0;-61.0;535.0;-125.0
91;-165.0;-574.0;-232.0;-626.0;635.0;628.0;-434.0;-53.0;592.0;-101.0
91;-162.0;-576.0;-242.0;-629.0;663.0;666.0;-490.0;-32.0;609.0;-136.0
-37;406.0;606.0;267.0;-604.0;935.0;697.0;-484.0;-58.0;354.0;-675.0
65;-45.0;-498.0;-82.0;-763.0;606.0;709.0;-532.0;469.0;729.0;-119.0
39;-33.0;-224.0;-439.0;-650.0;395.0;466.0;-302.0;-422.0;565.0;-354.0
-154;703.0;609.0;457.0;456.0;274.0;360.0;-264.0;753.0;326.0;-330.0
125;-348.0;-524.0;-269.0;-454.0;346.0;93.0;-360.0;-22.0;221.0;-137.0
-121;-633.0;-538.0;-469.0;471.0;198.0;425.0;-400.0;-726.0;401.0;-243.0
116;697.0;692.0;1.0;589.0;297.0;325.0;-276.0;609.0;290.0;-270.0
116;696.0;700.0;-9.0;596.0;310.0;427.0;-350.0;593.0;266.0;-348.0
133;696.0;547.0;124.0;548.0;111.0;356.0;-349.0;716.0;391.0;-216.0
133;693.0;573.0;118.0;554.0;163.0;372.0;-492.0;723.0;423.0;-166.0
133;684.0;586.0;118.0;550.0;186.0;336.0;-489.0;726.0;344.0;-144.0
124;710.0;592.0;551.0;540.0;4.0;313.0;-203.0;699.0;487.0;-230.0
128;692.0;657.0;510.0;464.0;392.0;225.0;-253.0;643.0;290.0;-238.0
128;683.0;723.0;483.0;454.0;373.0;507.0;-374.0;653.0;243.0;-216.0
-172;584.0;626.0;220.0;292.0;72.0;378.0;-168.0;858.0;561.0;-76.0
-172;586.0;602.0;200.0;294.0;77.0;402.0;-183.0;847.0;555.0;-68.0
-172;585.0;594.0;179.0;302.0;80.0;403.0;-137.0;838.0;602.0;-57.0
-142;651.0;585.0;-89.0;470.0;85.0;319.0;-462.0;721.0;286.0;-300.0
-133;653.0;585.0;-167.0;459.0;66.0;453.0;-446.0;726.0;412.0;-272.0
-133;656.0;582.0;-170.0;459.0;62.0;534.0;-449.0;727.0;420.0;-287.0
-133;654.0;569.0;-190.0;453.0;46.0;485.0;-378.0;723.0;390.0;-265.0
-133;655.0;565.0;-191.0;452.0;39.0;486.0;-368.0;723.0;389.0;-288.0
-133;654.0;566.0;-191.0;450.0;42.0;480.0;-373.0;725.0;381.0;-292.0
-133;652.0;570.0;-188.0;447.0;49.0;485.0;-379.0;726.0;387.0;-281.0
-133;652.0;570.0;-187.0;447.0;48.0;472.0;-357.0;726.0;371.0;-292.0
-133;651.0;569.0;-178.0;446.0;45.0;473.0;-379.0;725.0;392.0;-282.0
-133;651.0;570.0;-177.0;446.0;46.0;467.0;-390.0;725.0;384.0;-291.0
154;663.0;728.0;-38.0;580.0;361.0;430.0;-236.0;675.0;329.0;-282.0
211;659.0;747.0;358.0;508.0;368.0;317.0;-517.0;621.0;363.0;-328.0
-145;641.0;724.0;535.0;379.0;333.0;526.0;-330.0;745.0;546.0;-184.0
-151;683.0;673.0;405.0;491.0;208.0;456.0;-338.0;739.0;390.0;-329.0
-151;684.0;675.0;392.0;493.0;210.0;465.0;-349.0;736.0;393.0;-324.0
-151;684.0;683.0;376.0;502.0;215.0;441.0;-348.0;722.0;390.0;-290.0
-151;686.0;683.0;372.0;503.0;213.0;415.0;-341.0;720.0;384.0;-309.0
-151;685.0;684.0;370.0;503.0;216.0;443.0;-337.0;721.0;386.0;-306.0
-151;683.0;684.0;377.0;500.0;217.0;451.0;-323.0;723.0;411.0;-281.0
-151;685.0;683.0;385.0;501.0;216.0;400.0;-321.0;724.0;410.0;-305.0
-151;683.0;686.0;380.0;500.0;220.0;408.0;-349.0;727.0;414.0;-309.0
-151;684.0;684.0;372.0;500.0;214.0;417.0;-340.0;728.0;410.0;-309.0
-151;683.0;679.0;371.0;494.0;213.0;434.0;-292.0;730.0;428.0;-310.0
40;-362.0;-435.0;-394.0;-646.0;765.0;207.0;-71.0;-33.0;577.0;-157.0
-151;681.0;686.0;385.0;500.0;224.0;387.0;-344.0;729.0;411.0;-258.0
-151;670.0;702.0;383.0;474.0;258.0;481.0;-342.0;749.0;437.0;-310.0
141;-653.0;-521.0;-494.0;-45.0;689.0;392.0;-183.0;787.0;398.0;-168.0
60;-426.0;-635.0;-418.0;-488.0;1182.0;346.0;-426.0;60.0;219.0;-590.0
-151;659.0;692.0;450.0;430.0;257.0;463.0;-313.0;775.0;514.0;-251.0
-151;660.0;693.0;446.0;432.0;259.0;440.0;-334.0;774.0;514.0;-246.0
-154;694.0;649.0;473.0;456.0;341.0;381.0;-248.0;745.0;360.0;-261.0
-155;670.0;680.0;487.0;448.0;385.0;427.0;-257.0;749.0;244.0;-278.0
-25;91.0;330.0;-21.0;-716.0;1399.0;188.0;-318.0;301.0;354.0;-187.0
-115;703.0;599.0;195.0;452.0;127.0;476.0;-158.0;746.0;533.0;-240.0
81;-115.0;-533.0;-46.0;-566.0;838.0;521.0;-768.0;357.0;121.0;-674.0
65;-48.0;-500.0;-91.0;-759.0;607.0;769.0;-530.0;463.0;742.0;-136.0
-15;116.0;205.0;63.0;-795.0;1360.0;443.0;-121.0;307.0;653.0;-393.0
64;-16.0;-510.0;-60.0;-737.0;634.0;805.0;-619.0;466.0;644.0;-200.0
103;-333.0;-542.0;-436.0;-603.0;835.0;358.0;-285.0;-60.0;534.0;-225.0
62;-235.0;-441.0;-545.0;-676.0;793.0;432.0;-269.0;30.0;595.0;-140.0
91;-273.0;-488.0;-160.0;-700.0;354.0;153.0;-290.0;86.0;139.0;-479.0
99;512.0;-309.0;502.0;706.0;-672.0;464.0;-434.0;-652.0;300.0;74.0
37;-252.0;-590.0;-229.0;-622.0;811.0;200.0;-410.0;13.0;87.0;-456.0
220;-645.0;-645.0;-514.0;-67.0;840.0;132.0;-93.0;771.0;298.0;-271.0
152;695.0;669.0;548.0;-13.0;1015.0;167.0;-216.0;718.0;198.0;-123.0
158;696.0;632.0;544.0;53.0;740.0;176.0;-160.0;755.0;182.0;-117.0
149;709.0;512.0;573.0;224.0;421.0;378.0;-231.0;779.0;741.0;-155.0
149;731.0;590.0;557.0;250.0;798.0;466.0;-175.0;714.0;396.0;-70.0
148;732.0;585.0;553.0;235.0;807.0;518.0;-153.0;712.0;343.0;-129.0
-158;629.0;772.0;496.0;-68.0;945.0;388.0;-463.0;740.0;464.0;-339.0
-157;631.0;761.0;521.0;-24.0;936.0;482.0;-394.0;750.0;353.0;-254.0
-161;701.0;631.0;527.0;70.0;751.0;167.0;-216.0;751.0;183.0;-149.0
-156;694.0;667.0;525.0;75.0;823.0;155.0;-239.0;741.0;149.0;-261.0
-67;674.0;732.0;502.0;67.0;879.0;307.0;-632.0;751.0;377.0;-236.0
44;-316.0;-587.0;-397.0;-548.0;953.0;485.0;-334.0;7.0;515.0;-292.0
-142;598.0;793.0;466.0;-160.0;824.0;403.0;-502.0;741.0;369.0;-569.0
40;21.0;-256.0;-334.0;-624.0;458.0;482.0;-587.0;-408.0;725.0;-225.0
40;10.0;-208.0;-441.0;-626.0;411.0;370.0;-384.0;-431.0;682.0;-287.0
91;-183.0;-574.0;-275.0;-622.0;651.0;692.0;-390.0;-46.0;582.0;-6.0
-154;-376.0;-433.0;-243.0;-444.0;480.0;477.0;-529.0;759.0;701.0;-484.0
-172;548.0;665.0;538.0;-60.0;1000.0;446.0;-58.0;745.0;392.0;-332.0
91;-167.0;-558.0;-276.0;-632.0;659.0;690.0;-311.0;-42.0;602.0;9.0
-101;-516.0;-326.0;83.0;93.0;113.0;385.0;-270.0;739.0;370.0;-234.0
117;685.0;662.0;543.0;439.0;663.0;169.0;-209.0;708.0;277.0;-158.0
-17;112.0;-481.0;-293.0;-675.0;864.0;661.0;-832.0;251.0;536.0;-631.0
-17;112.0;-474.0;-270.0;-670.0;879.0;656.0;-811.0;261.0;538.0;-660.0
-17;77.0;-464.0;-202.0;-648.0;954.0;598.0;-706.0;303.0;418.0;-819.0
-14;134.0;241.0;49.0;-766.0;1374.0;389.0;-48.0;303.0;697.0;-344.0
-159;-696.0;-639.0;10.0;616.0;206.0;392.0;-314.0;720.0;365.0;-291.0
-17;18.0;-507.0;-208.0;-639.0;944.0;493.0;-775.0;273.0;491.0;-858.0
91;-172.0;-565.0;-282.0;-628.0;655.0;676.0;-338.0;-42.0;543.0;77.0
-174;608.0;753.0;515.0;-74.0;1021.0;465.0;-415.0;765.0;344.0;-351.0
-17;152.0;-487.0;-361.0;-670.0;769.0;702.0;-826.0;238.0;541.0;-656.0
-73;149.0;-394.0;-24.0;-761.0;453.0;764.0;-726.0;584.0;714.0;-446.0
-73;111.0;-442.0;-47.0;-755.0;486.0;739.0;-738.0;507.0;798.0;-439.0
-17;171.0;-470.0;-385.0;-669.0;769.0;671.0;-826.0;237.0;522.0;-682.0
-17;165.0;-471.0;-281.0;-654.0;837.0;592.0;-853.0;272.0;479.0;-723.0
-17;161.0;-480.0;-220.0;-661.0;826.0;600.0;-921.0;287.0;480.0;-616.0
-153;685.0;695.0;507.0;-43.0;844.0;72.0;-107.0;756.0;284.0;-144.0
-17;145.0;-487.0;-216.0;-650.0;848.0;511.0;-893.0;286.0;476.0;-746.0
-160;703.0;623.0;573.0;-14.0;796.0;423.0;-237.0;778.0;674.0;-107.0
-17;119.0;-476.0;-70.0;-656.0;893.0;545.0;-750.0;288.0;473.0;-988.0
-152;663.0;709.0;557.0;-112.0;965.0;418.0;-177.0;755.0;396.0;-374.0
9;606.0;779.0;480.0;-248.0;1068.0;536.0;-338.0;677.0;464.0;-263.0
6;612.0;770.0;492.0;-229.0;1079.0;423.0;-373.0;677.0;265.0;-235.0
17;-390.0;-255.0;-74.0;-625.0;783.0;43.0;214.0;58.0;511.0;-215.0
-147;695.0;682.0;540.0;28.0;880.0;109.0;-186.0;716.0;143.0;-205.0
154;695.0;701.0;31.0;611.0;261.0;340.0;-438.0;660.0;462.0;-358.0
-85;251.0;-483.0;-259.0;-650.0;696.0;765.0;-887.0;415.0;380.0;-470.0
-145;645.0;728.0;526.0;389.0;351.0;579.0;-331.0;738.0;575.0;-124.0
-145;635.0;574.0;409.0;302.0;184.0;424.0;-294.0;754.0;809.0;-33.0
40;-399.0;-419.0;-527.0;-600.0;771.0;195.0;-52.0;-26.0;518.0;-167.0
40;-396.0;-428.0;-476.0;-604.0;786.0;207.0;-72.0;-13.0;520.0;-204.0
91;-357.0;-429.0;-203.0;-438.0;1039.0;576.0;-139.0;-111.0;210.0;-679.0
40;-391.0;-430.0;-475.0;-609.0;787.0;193.0;-61.0;-11.0;515.0;-187.0
40;-392.0;-430.0;-485.0;-608.0;787.0;204.0;-62.0;-13.0;512.0;-236.0
40;-392.0;-429.0;-501.0;-608.0;796.0;191.0;-64.0;-14.0;523.0;-247.0
162;625.0;768.0;455.0;-151.0;1034.0;563.0;-374.0;670.0;559.0;-440.0
164;685.0;639.0;523.0;105.0;1040.0;512.0;-188.0;667.0;247.0;-193.0
162;688.0;629.0;524.0;125.0;996.0;555.0;-167.0;663.0;282.0;-111.0
40;-330.0;-454.0;-508.0;-643.0;825.0;325.0;-137.0;-20.0;552.0;-201.0
-83;-552.0;-514.0;-503.0;276.0;305.0;349.0;-372.0;814.0;442.0;-357.0
40;-320.0;-464.0;-529.0;-642.0;829.0;278.0;-187.0;-20.0;575.0;-205.0
40;-317.0;-467.0;-534.0;-641.0;827.0;289.0;-172.0;-19.0;578.0;-156.0
-151;666.0;691.0;531.0;450.0;247.0;511.0;-339.0;766.0;490.0;-275.0
-151;654.0;694.0;516.0;423.0;260.0;445.0;-318.0;780.0;511.0;-240.0
-23;200.0;475.0;178.0;-870.0;1612.0;503.0;-208.0;108.0;431.0;-203.0
-155;696.0;440.0;396.0;271.0;-84.0;526.0;-534.0;798.0;447.0;-526.0
-155;692.0;446.0;401.0;264.0;-75.0;501.0;-529.0;801.0;437.0;-506.0
-88;-529.0;-252.0;-332.0;88.0;94.0;304.0;-338.0;747.0;378.0;-280.0
147;651.0;708.0;519.0;138.0;1032.0;496.0;-333.0;755.0;295.0;-455.0
-133;678.0;690.0;501.0;486.0;328.0;271.0;-236.0;732.0;230.0;-357.0
-117;684.0;685.0;497.0;511.0;246.0;518.0;-400.0;723.0;416.0;-358.0
-117;684.0;683.0;504.0;510.0;240.0;471.0;-385.0;724.0;428.0;-314.0
91;-169.0;-580.0;-249.0;-632.0;676.0;747.0;-453.0;-21.0;603.0;-24.0
67;-174.0;-405.0;-77.0;-573.0;1150.0;223.0;-489.0;264.0;363.0;-838.0
93;-431.0;-342.0;-285.0;-558.0;755.0;106.0;100.0;-71.0;456.0;-200.0
172;680.0;643.0;574.0;42.0;866.0;537.0;-115.0;750.0;585.0;-92.0
65;-42.0;-511.0;-18.0;-759.0;607.0;842.0;-574.0;464.0;736.0;-153.0
40;-393.0;-430.0;-476.0;-603.0;793.0;170.0;-58.0;-12.0;515.0;-216.0
-172;587.0;623.0;220.0;294.0;65.0;335.0;-194.0;857.0;563.0;-57.0
-172;592.0;616.0;216.0;296.0;52.0;273.0;-190.0;857.0;561.0;-49.0
-172;594.0;613.0;215.0;299.0;46.0;274.0;-178.0;857.0;543.0;-71.0
-146;645.0;727.0;493.0;-121.0;1134.0;255.0;-578.0;603.0;365.0;-282.0
-172;598.0;606.0;215.0;301.0;29.0;284.0;-154.0;856.0;537.0;-99.0
-172;613.0;599.0;237.0;323.0;7.0;329.0;-96.0;851.0;504.0;-146.0
156;681.0;720.0;482.0;-28.0;1024.0;482.0;-443.0;687.0;329.0;-516.0
103;-340.0;-548.0;-509.0;-531.0;896.0;400.0;-349.0;-50.0;433.0;-324.0
52;-336.0;-648.0;-300.0;-390.0;902.0;298.0;-63.0;-59.0;274.0;-248.0
61;-229.0;-594.0;-243.0;-594.0;821.0;740.0;-204.0;-7.0;398.0;-17.0
99;692.0;467.0;496.0;469.0;-198.0;896.0;-950.0;-678.0;388.0;-764.0
134;707.0;553.0;130.0;576.0;49.0;472.0;-290.0;704.0;436.0;-351.0
133;670.0;661.0;102.0;599.0;223.0;482.0;-470.0;699.0;360.0;-399.0
167;680.0;696.0;90.0;606.0;283.0;353.0;-428.0;662.0;156.0;-274.0
151;675.0;667.0;568.0;-102.0;1196.0;409.0;-124.0;746.0;687.0;-1.0
161;701.0;679.0;64.0;620.0;240.0;248.0;-334.0;649.0;251.0;-380.0
117;686.0;690.0;-22.0;619.0;264.0;494.0;-234.0;615.0;360.0;-335.0
44;-333.0;-655.0;-376.0;-370.0;928.0;679.0;-154.0;85.0;213.0;-350.0
45;-294.0;-560.0;-555.0;-575.0;849.0;440.0;-450.0;56.0;523.0;-323.0
89;678.0;716.0;551.0;147.0;666.0;220.0;41.0;697.0;268.0;-325.0
88;694.0;652.0;544.0;104.0;683.0;360.0;-197.0;759.0;612.0;77.0
-17;125.0;-488.0;-325.0;-678.0;826.0;694.0;-827.0;241.0;580.0;-647.0
-117;678.0;670.0;577.0;500.0;203.0;424.0;-378.0;740.0;442.0;-275.0
102;679.0;725.0;506.0;132.0;1239.0;80.0;-325.0;628.0;371.0;-226.0
87;686.0;654.0;541.0;53.0;720.0;462.0;-165.0;763.0;460.0;171.0
-17;148.0;-480.0;-206.0;-650.0;852.0;579.0;-868.0;287.0;438.0;-802.0
129;681.0;644.0;566.0;302.0;878.0;353.0;-78.0;717.0;438.0;-112.0
40;-389.0;-428.0;-548.0;-607.0;807.0;200.0;-53.0;-17.0;520.0;-213.0
157;653.0;724.0;521.0;-19.0;1138.0;175.0;-221.0;636.0;183.0;-255.0
-24;638.0;743.0;502.0;-148.0;1132.0;316.0;-593.0;637.0;322.0;-218.0
-97;-600.0;-534.0;58.0;61.0;844.0;388.0;-331.0;-740.0;270.0;-300.0
-17;76.0;-462.0;-204.0;-647.0;957.0;558.0;-904.0;302.0;436.0;-777.0
91;-165.0;-573.0;-232.0;-624.0;635.0;662.0;-435.0;-57.0;596.0;165.0
17;-449.0;-349.0;-418.0;-519.0;749.0;5.0;67.0;12.0;412.0;-194.0
17;-447.0;-325.0;-445.0;-520.0;748.0;-3.0;122.0;20.0;387.0;-204.0
-155;718.0;431.0;384.0;308.0;-107.0;499.0;-562.0;793.0;406.0;-678.0
-154;795.0;222.0;79.0;454.0;-427.0;598.0;-799.0;720.0;306.0;-873.0
152;699.0;618.0;-23.0;641.0;187.0;286.0;-305.0;695.0;267.0;-319.0
-154;666.0;673.0;518.0;235.0;992.0;187.0;-456.0;744.0;557.0;-300.0
93;-450.0;-392.0;-442.0;-536.0;739.0;63.0;42.0;-25.0;441.0;-193.0
-17;165.0;-482.0;-377.0;-670.0;760.0;694.0;-846.0;237.0;572.0;-661.0
