InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
36.0;483.0;-312.0;365.0;20;37;981.0;883
162.0;-444.0;-28.0;-204.0;209;-324;1399.0;817
344.0;282.0;-426.0;360.0;20;30;846.0;856
555.0;107.0;-290.0;137.0;65;-49;1067.0;818
632.0;-399.0;126.0;89.0;-88;314;947.0;813
623.0;-397.0;131.0;73.0;-32;507;964.0;811
332.0;-611.0;374.0;-391.0;0;244;725.0;802
-103.0;-648.0;469.0;-395.0;-126;-411;858.0;805
-143.0;242.0;-117.0;277.0;-5;165;1262.0;256
64.0;522.0;-172.0;436.0;-11;-32;838.0;626
46.0;465.0;-226.0;438.0;-3;9;1192.0;891
-113.0;492.0;-259.0;316.0;31;106;910.0;856
-99.0;475.0;-262.0;331.0;35;131;850.0;834
251.0;411.0;-309.0;475.0;22;-17;999.0;948
250.0;420.0;-313.0;473.0;16;-67;934.0;900
235.0;427.0;-312.0;469.0;14;-106;892.0;635
104.0;469.0;-180.0;433.0;50;206;677.0;692
-722.0;-576.0;598.0;-542.0;18;-24;878.0;809
-717.0;-575.0;599.0;-538.0;18;-39;872.0;806
-13.0;-691.0;324.0;-593.0;229;-307;854.0;1055
66.0;-696.0;305.0;-545.0;16;32;1014.0;621
-243.0;502.0;-97.0;132.0;15;-68;993.0;806
-227.0;478.0;-128.0;133.0;14;0;967.0;799
283.0;-667.0;216.0;-183.0;43;593;915.0;790
208.0;-671.0;337.0;-529.0;30;17;1069.0;765
757.0;-444.0;185.0;-143.0;22;-31;822.0;810
763.0;-444.0;185.0;-138.0;14;-3;986.0;884
762.0;-446.0;189.0;-143.0;14;10;939.0;585
761.0;-454.0;196.0;-146.0;19;14;898.0;738
759.0;-456.0;198.0;-149.0;15;-5;960.0;788
759.0;-457.0;198.0;-150.0;22;17;919.0;871
758.0;-459.0;199.0;-149.0;37;82;921.0;797
758.0;-460.0;199.0;-149.0;32;38;915.0;798
756.0;-460.0;199.0;-152.0;17;1;894.0;800
755.0;-460.0;201.0;-153.0;18;5;907.0;799
755.0;-460.0;201.0;-153.0;15;-3;937.0;801
754.0;-459.0;200.0;-155.0;15;0;926.0;798
753.0;-458.0;201.0;-155.0;16;-15;916.0;793
753.0;-460.0;198.0;-155.0;21;5;930.0;797
753.0;-462.0;198.0;-156.0;14;-5;924.0;799
753.0;-459.0;195.0;-155.0;23;-11;916.0;796
753.0;-450.0;195.0;-154.0;15;12;917.0;796
754.0;-447.0;195.0;-153.0;17;9;932.0;799
737.0;-466.0;217.0;-167.0;19;-25;927.0;794
734.0;-466.0;218.0;-170.0;11;-16;916.0;791
707.0;-472.0;224.0;-202.0;12;-9;929.0;804
174.0;-689.0;391.0;-532.0;17;-39;1025.0;1236
159.0;-714.0;407.0;-529.0;22;-11;1021.0;596
178.0;-712.0;428.0;-503.0;18;17;1002.0;581
172.0;-722.0;428.0;-496.0;43;-98;1013.0;543
163.0;-726.0;418.0;-480.0;24;-24;1032.0;331
452.0;-611.0;-33.0;-310.0;19;-20;865.0;517
440.0;-627.0;-34.0;-312.0;20;-43;995.0;544
155.0;-723.0;417.0;-478.0;18;0;1026.0;402
123.0;-709.0;428.0;-471.0;20;-59;1014.0;447
86.0;-701.0;464.0;-453.0;16;-28;1048.0;518
70.0;-702.0;474.0;-451.0;26;-25;1027.0;513
-724.0;-577.0;559.0;-533.0;18;29;845.0;862
-722.0;-579.0;556.0;-527.0;10;15;808.0;828
-717.0;-567.0;559.0;-532.0;20;-31;826.0;811
-704.0;-562.0;557.0;-511.0;27;-32;792.0;813
-693.0;-561.0;560.0;-488.0;15;-46;806.0;819
-696.0;-571.0;552.0;-493.0;19;-41;817.0;813
-719.0;-580.0;553.0;-521.0;23;34;864.0;769
-722.0;-577.0;598.0;-543.0;25;-9;867.0;811
-761.0;-578.0;586.0;-600.0;19;-25;886.0;807
-764.0;-566.0;572.0;-579.0;19;-5;769.0;808
-798.0;-567.0;579.0;-594.0;24;-27;771.0;804
-713.0;-592.0;565.0;-554.0;15;12;751.0;806
503.0;-828.0;-408.0;-96.0;12;15;972.0;793
124.0;-685.0;-557.0;-445.0;23;7;1019.0;795
99.0;-599.0;-599.0;-472.0;19;-3;976.0;797
674.0;-768.0;-304.0;134.0;14;40;936.0;797
-792.0;-591.0;600.0;-646.0;11;-3;814.0;792
524.0;-826.0;-384.0;-55.0;19;-12;947.0;793
-763.0;-636.0;582.0;-649.0;32;-6;773.0;804
58.0;-593.0;-595.0;-478.0;21;24;948.0;800
-700.0;-622.0;593.0;-639.0;12;-54;809.0;802
63.0;-594.0;-599.0;-470.0;20;8;958.0;798
698.0;-731.0;-269.0;184.0;16;-10;959.0;798
-710.0;-607.0;554.0;-580.0;17;19;718.0;800
-711.0;-599.0;558.0;-590.0;20;-27;669.0;794
102.0;582.0;-400.0;502.0;32;-109;849.0;940
-788.0;-590.0;629.0;-639.0;13;11;962.0;681
405.0;97.0;-209.0;27.0;-273;1295;765.0;788
269.0;-692.0;265.0;-359.0;25;-31;898.0;1502
-758.0;-459.0;614.0;-475.0;16;0;754.0;678
-340.0;585.0;-408.0;280.0;19;-11;970.0;819
-93.0;648.0;-456.0;350.0;11;6;988.0;803
847.0;-544.0;0.0;3.0;18;24;951.0;756
-485.0;-567.0;626.0;-810.0;22;13;1083.0;787
-574.0;-523.0;650.0;-804.0;7;11;1041.0;822
-752.0;-595.0;604.0;-718.0;19;-31;857.0;801
-720.0;-621.0;594.0;-712.0;17;-37;836.0;798
-737.0;-626.0;593.0;-708.0;20;-11;815.0;801
-584.0;-243.0;727.0;-813.0;9;-20;857.0;801
-570.0;-264.0;703.0;-806.0;16;-34;875.0;805
-525.0;-298.0;740.0;-799.0;23;16;923.0;788
-514.0;-305.0;748.0;-805.0;16;-16;928.0;774
-500.0;-313.0;763.0;-809.0;18;-35;923.0;796
-491.0;-315.0;773.0;-811.0;20;-8;929.0;801
-484.0;-318.0;781.0;-815.0;12;24;926.0;797
-750.0;-627.0;597.0;-690.0;25;53;825.0;799
-745.0;-627.0;599.0;-686.0;21;-5;811.0;801
-809.0;-539.0;584.0;-633.0;21;15;977.0;682
-809.0;-549.0;579.0;-633.0;23;16;970.0;678
-764.0;-556.0;601.0;-596.0;13;175;932.0;812
-65.0;-530.0;621.0;-556.0;12;-585;920.0;738
-458.0;277.0;-70.0;65.0;15;-16;1006.0;228
-756.0;-162.0;407.0;-314.0;74;485;904.0;809
240.0;-622.0;663.0;-331.0;31;-533;1046.0;797
284.0;-550.0;629.0;-257.0;31;643;840.0;764
-576.0;-393.0;767.0;-820.0;22;-4;922.0;783
-577.0;-393.0;773.0;-814.0;16;17;918.0;787
-564.0;-399.0;767.0;-813.0;20;23;918.0;790
-202.0;516.0;-319.0;362.0;27;-5;984.0;725
-53.0;-726.0;586.0;-699.0;18;-118;1052.0;1094
-219.0;-725.0;656.0;-788.0;35;-125;1017.0;595
-803.0;-592.0;597.0;-609.0;21;-10;983.0;803
-800.0;-579.0;604.0;-599.0;20;41;893.0;813
-802.0;-574.0;609.0;-598.0;11;-41;987.0;807
-802.0;-567.0;612.0;-598.0;17;10;1014.0;811
-792.0;-573.0;602.0;-590.0;18;-25;999.0;801
-787.0;-582.0;594.0;-591.0;20;6;986.0;806
-862.0;-505.0;576.0;-602.0;23;-21;957.0;716
-854.0;-483.0;585.0;-565.0;18;20;1001.0;721
-857.0;-452.0;591.0;-504.0;20;10;962.0;732
-806.0;-450.0;581.0;-517.0;20;-25;980.0;745
-820.0;-452.0;555.0;-503.0;15;14;956.0;739
-861.0;-454.0;552.0;-503.0;19;31;966.0;737
-657.0;-423.0;769.0;-749.0;16;-5;941.0;797
-626.0;-416.0;777.0;-760.0;16;-4;941.0;796
-563.0;-402.0;789.0;-773.0;16;-5;948.0;797
-537.0;-392.0;798.0;-785.0;22;-10;917.0;803
-506.0;-383.0;800.0;-808.0;19;-15;938.0;795
-481.0;-372.0;801.0;-829.0;23;-15;932.0;799
-873.0;-452.0;558.0;-501.0;19;27;961.0;733
-863.0;-452.0;590.0;-528.0;19;13;987.0;744
-800.0;-545.0;571.0;-613.0;21;-14;1026.0;763
-817.0;-531.0;591.0;-616.0;29;28;1007.0;748
-807.0;-524.0;601.0;-603.0;32;0;1053.0;813
-802.0;-517.0;604.0;-601.0;13;-46;1012.0;641
-789.0;-544.0;566.0;-601.0;12;23;1016.0;805
-793.0;-548.0;562.0;-606.0;13;-45;999.0;807
-807.0;-530.0;562.0;-618.0;27;209;902.0;808
-793.0;-473.0;601.0;-582.0;-45;-29;962.0;815
-789.0;-496.0;581.0;-571.0;23;-11;958.0;812
-786.0;-513.0;561.0;-568.0;20;-26;937.0;810
-786.0;-513.0;559.0;-569.0;23;39;948.0;810
-781.0;-470.0;608.0;-565.0;18;35;964.0;809
-780.0;-470.0;610.0;-567.0;11;17;950.0;810
-777.0;-476.0;610.0;-567.0;27;-1;965.0;811
-709.0;-570.0;637.0;-560.0;20;-32;1015.0;728
-721.0;-573.0;639.0;-567.0;24;-14;966.0;705
-870.0;-360.0;605.0;-491.0;24;-4;1120.0;936
-603.0;-335.0;388.0;-187.0;125;-354;1119.0;1361
-562.0;178.0;148.0;68.0;18;-79;989.0;198
-856.0;-443.0;544.0;-492.0;20;58;927.0;461
-48.0;290.0;-147.0;457.0;780;505;665.0;788
-783.0;-592.0;561.0;-439.0;17;-48;1074.0;679
-864.0;-448.0;616.0;-480.0;14;6;980.0;700
85.0;549.0;-372.0;422.0;44;-79;1028.0;755
138.0;570.0;-427.0;457.0;0;-163;873.0;746
-716.0;-631.0;654.0;-690.0;17;36;891.0;804
-712.0;-633.0;652.0;-687.0;17;36;860.0;805
-698.0;-633.0;654.0;-677.0;17;35;786.0;796
-883.0;-523.0;564.0;-465.0;24;31;1010.0;614
-312.0;517.0;-326.0;220.0;267;110;909.0;805
371.0;-289.0;-178.0;-65.0;137;678;1475.0;656
-779.0;-594.0;572.0;-567.0;13;-7;957.0;816
-823.0;-598.0;546.0;-579.0;22;3;955.0;792
-825.0;-605.0;515.0;-594.0;17;9;976.0;785
144.0;-281.0;-52.0;-172.0;182;-385;941.0;1626
-823.0;-605.0;514.0;-594.0;25;-23;976.0;788
-828.0;-615.0;504.0;-597.0;26;-37;956.0;786
-830.0;-620.0;509.0;-598.0;17;-17;965.0;789
-827.0;-617.0;510.0;-597.0;25;14;982.0;799
-824.0;-617.0;514.0;-593.0;15;0;988.0;780
-821.0;-604.0;521.0;-585.0;18;13;1003.0;726
-817.0;-597.0;535.0;-579.0;17;45;1004.0;851
-361.0;146.0;131.0;83.0;-237;-69;631.0;1369
68.0;550.0;-367.0;367.0;-47;-30;878.0;673
-750.0;-397.0;627.0;-476.0;-44;-253;880.0;794
-3.0;553.0;-353.0;331.0;16;-21;1026.0;372
-96.0;491.0;-296.0;240.0;21;-16;943.0;345
-307.0;507.0;-313.0;218.0;461;-116;915.0;808
-305.0;479.0;-277.0;203.0;164;-322;908.0;799
63.0;-385.0;24.0;-287.0;-127;803;1327.0;833
-756.0;-524.0;629.0;-562.0;22;14;980.0;807
-753.0;-454.0;654.0;-547.0;15;-27;976.0;815
107.0;509.0;-334.0;489.0;12;9;939.0;847
-753.0;-529.0;602.0;-545.0;27;-47;997.0;815
-772.0;-559.0;609.0;-607.0;14;-49;1088.0;803
662.0;-724.0;455.0;-238.0;21;23;925.0;801
676.0;-724.0;456.0;-228.0;16;40;915.0;805
-777.0;-606.0;561.0;-615.0;13;33;1042.0;808
721.0;-718.0;458.0;-195.0;25;18;933.0;805
741.0;-715.0;457.0;-181.0;19;20;922.0;806
600.0;-833.0;-355.0;14.0;19;-9;976.0;795
123.0;515.0;-339.0;495.0;17;9;919.0;771
783.0;-712.0;442.0;-102.0;18;-22;906.0;809
783.0;-712.0;443.0;-101.0;17;-26;915.0;806
783.0;-712.0;443.0;-101.0;22;-25;918.0;804
781.0;-710.0;444.0;-101.0;17;32;917.0;806
776.0;-709.0;445.0;-106.0;17;79;898.0;799
149.0;524.0;-348.0;506.0;56;77;979.0;842
-840.0;-567.0;555.0;-522.0;33;-5;936.0;671
-826.0;-404.0;662.0;-550.0;15;-7;963.0;661
-832.0;-402.0;661.0;-563.0;21;15;986.0;625
162.0;530.0;-354.0;511.0;3;70;1094.0;786
436.0;-725.0;-323.0;-74.0;81;-319;831.0;641
-803.0;-491.0;620.0;-608.0;-52;-177;815.0;809
-794.0;-497.0;628.0;-608.0;-40;-151;947.0;804
-781.0;-590.0;594.0;-634.0;35;0;917.0;719
514.0;-553.0;-293.0;-1.0;44;-105;878.0;1419
-803.0;-585.0;602.0;-652.0;23;-4;899.0;673
-743.0;-577.0;577.0;-577.0;22;-10;986.0;812
-754.0;-579.0;577.0;-598.0;14;-40;954.0;800
-25.0;376.0;-179.0;263.0;1102;595;1060.0;825
822.0;543.0;-731.0;718.0;-644;-502;1390.0;1088
502.0;48.0;-228.0;118.0;25;-57;887.0;1502
-707.0;-638.0;558.0;-576.0;13;-41;747.0;757
478.0;24.0;-189.0;107.0;-16;6;870.0;1514
-795.0;-432.0;648.0;-526.0;25;15;875.0;682
-778.0;-584.0;594.0;-607.0;22;-27;863.0;778
-774.0;-585.0;592.0;-604.0;19;-50;856.0;807
-768.0;-581.0;588.0;-600.0;17;-27;862.0;790
-713.0;-606.0;567.0;-592.0;22;-2;715.0;827
-801.0;-445.0;630.0;-532.0;48;55;903.0;792
-117.0;342.0;-199.0;334.0;16;-140;873.0;177
-735.0;-581.0;609.0;-581.0;22;5;853.0;809
-723.0;-582.0;600.0;-549.0;19;-1;859.0;807
-719.0;-581.0;601.0;-545.0;17;17;851.0;806
-721.0;-576.0;599.0;-543.0;20;-19;860.0;804
-165.0;508.0;-434.0;444.0;79;-67;805.0;846
-732.0;-568.0;598.0;-574.0;20;-31;916.0;807
-734.0;-571.0;594.0;-577.0;20;1;894.0;811
-740.0;-575.0;588.0;-583.0;17;-23;959.0;813
-752.0;-577.0;586.0;-593.0;18;-24;898.0;811
787.0;-712.0;439.0;-101.0;19;0;928.0;805
164.0;608.0;-488.0;738.0;15;15;943.0;809
-731.0;-633.0;650.0;-712.0;11;35;935.0;809
-821.0;-582.0;579.0;-621.0;24;-19;761.0;803
-814.0;-596.0;589.0;-639.0;7;-17;770.0;792
-799.0;-590.0;598.0;-643.0;12;1;738.0;793
-844.0;-546.0;632.0;-612.0;-32;-2630;994.0;785
101.0;-375.0;186.0;-284.0;81;-981;885.0;811
491.0;-36.0;-86.0;48.0;374;-1744;1102.0;901
180.0;604.0;-366.0;555.0;17;-67;754.0;620
807.0;693.0;-666.0;733.0;960;-86;1203.0;834
36.0;546.0;-50.0;438.0;2;-144;1037.0;1297
-402.0;585.0;-390.0;299.0;2;291;1016.0;791
-102.0;499.0;86.0;234.0;-14;-804;871.0;810
826.0;673.0;-608.0;673.0;900;-2313;1100.0;795
717.0;-747.0;-245.0;222.0;21;39;941.0;797
806.0;609.0;-694.0;740.0;-964;2482;746.0;762
-790.0;-578.0;565.0;-476.0;28;-4;1138.0;1246
-384.0;584.0;-415.0;293.0;10;24;1012.0;831
-386.0;280.0;-264.0;183.0;512;547;1468.0;894
329.0;-13.0;-262.0;-26.0;-126;693;1744.0;665
-237.0;628.0;-428.0;313.0;23;-13;965.0;811
69.0;523.0;-186.0;439.0;88;134;1003.0;1793
193.0;23.0;-111.0;-138.0;578;-1608;1198.0;675
-183.0;646.0;-442.0;319.0;18;-28;988.0;777
-863.0;-630.0;606.0;-707.0;25;1;805.0;799
-880.0;-608.0;629.0;-711.0;23;9;808.0;802
-860.0;-626.0;627.0;-707.0;21;18;775.0;770
-863.0;-544.0;737.0;-720.0;88;-131;1134.0;-963
-863.0;-634.0;624.0;-675.0;47;-59;840.0;1098
-173.0;183.0;-87.0;249.0;800;-433;1260.0;1132
-861.0;-617.0;635.0;-672.0;-9;1;854.0;1102
219.0;605.0;-378.0;513.0;-85;-200;1065.0;899
-245.0;528.0;-89.0;138.0;-21;-1482;940.0;798
15.0;642.0;-490.0;386.0;21;-6;957.0;797
216.0;589.0;-380.0;509.0;-19;-10;837.0;961
13.0;673.0;-509.0;385.0;24;-15;987.0;809
-244.0;-551.0;436.0;-642.0;-482;637;1355.0;751
21.0;671.0;-508.0;383.0;20;4;979.0;809
30.0;668.0;-509.0;379.0;18;5;967.0;807
-862.0;-548.0;653.0;-638.0;40;33;880.0;670
-847.0;-501.0;669.0;-628.0;36;56;873.0;535
174.0;558.0;-397.0;481.0;296;646;856.0;809
-832.0;-468.0;696.0;-614.0;25;74;972.0;799
-361.0;-628.0;584.0;-806.0;-35;-52;1082.0;269
40.0;667.0;-511.0;375.0;16;5;972.0;806
-785.0;-503.0;737.0;-758.0;17;-138;1039.0;756
287.0;520.0;-298.0;681.0;-23;-11;1053.0;844
258.0;483.0;-317.0;652.0;-23;-89;943.0;1034
226.0;472.0;-336.0;606.0;20;14;710.0;404
-804.0;-450.0;769.0;-749.0;21;-131;1044.0;903
100.0;346.0;-200.0;531.0;4;-564;1355.0;797
-839.0;-385.0;852.0;-683.0;18;-4;988.0;583
-843.0;-417.0;795.0;-690.0;16;-59;946.0;927
-877.0;-381.0;798.0;-711.0;15;97;862.0;816
-837.0;-631.0;693.0;-739.0;15;86;957.0;866
-826.0;-687.0;677.0;-745.0;9;92;1049.0;851
781.0;525.0;-751.0;753.0;658;-955;1265.0;729
399.0;648.0;-293.0;731.0;-77;21;857.0;903
-810.0;-582.0;607.0;-660.0;15;42;853.0;678
-729.0;-367.0;670.0;-790.0;-91;-149;1024.0;761
-760.0;-283.0;660.0;-787.0;26;-152;867.0;802
-726.0;-646.0;558.0;-594.0;19;-1;823.0;1086
-789.0;-656.0;548.0;-617.0;19;-43;768.0;705
-744.0;-627.0;593.0;-704.0;14;34;789.0;799
-812.0;-635.0;542.0;-633.0;1;72;810.0;839
-802.0;-511.0;567.0;-611.0;98;941;904.0;807
-811.0;-578.0;584.0;-646.0;26;-300;938.0;815
-750.0;-628.0;593.0;-699.0;19;-7;796.0;790
-467.0;-342.0;806.0;-855.0;15;-15;885.0;797
525.0;364.0;-571.0;577.0;79;86;833.0;1125
-459.0;-343.0;814.0;-863.0;20;-20;918.0;787
61.0;663.0;-515.0;366.0;18;-16;958.0;803
-821.0;-576.0;641.0;-738.0;-6;29;850.0;816
299.0;258.0;-500.0;356.0;108;296;1027.0;1386
-825.0;-563.0;659.0;-741.0;54;-47;1007.0;807
-828.0;-557.0;669.0;-744.0;21;13;975.0;808
-845.0;-513.0;711.0;-754.0;23;-12;995.0;807
-841.0;-500.0;720.0;-756.0;18;-36;978.0;806
522.0;625.0;-363.0;664.0;24;50;977.0;798
-508.0;365.0;-144.0;346.0;-303;-1242;769.0;795
531.0;622.0;-368.0;671.0;18;75;987.0;797
-692.0;-616.0;712.0;-762.0;115;-145;1060.0;652
542.0;605.0;-427.0;698.0;15;72;953.0;803
-805.0;-651.0;694.0;-732.0;40;2;868.0;745
-814.0;-642.0;702.0;-731.0;-42;-140;907.0;659
-466.0;-368.0;802.0;-857.0;17;4;918.0;790
-514.0;-368.0;792.0;-847.0;21;25;946.0;788
-528.0;-369.0;789.0;-846.0;17;-37;913.0;791
-527.0;-372.0;787.0;-846.0;21;-24;927.0;790
-365.0;103.0;12.0;47.0;1021;16;1130.0;853
-527.0;-374.0;783.0;-844.0;20;-25;927.0;789
575.0;397.0;-444.0;713.0;22;-26;962.0;807
573.0;266.0;-489.0;713.0;18;14;935.0;799
857.0;726.0;-647.0;723.0;1127;-1155;1105.0;819
-572.0;-190.0;234.0;-226.0;-991;-657;1248.0;658
577.0;41.0;-504.0;720.0;13;5;924.0;803
578.0;30.0;-505.0;721.0;15;3;948.0;801
580.0;22.0;-508.0;722.0;16;8;931.0;805
-894.0;-445.0;625.0;-619.0;9;-34;1052.0;327
-529.0;-379.0;782.0;-838.0;20;-12;909.0;790
472.0;655.0;-487.0;638.0;10;52;962.0;859
-917.0;-488.0;619.0;-540.0;19;14;946.0;664
-570.0;-393.0;770.0;-824.0;14;-16;916.0;789
-621.0;-410.0;763.0;-797.0;18;21;921.0;793
-918.0;-469.0;612.0;-541.0;16;-46;927.0;645
-835.0;-543.0;670.0;-609.0;21;-52;975.0;605
-803.0;-710.0;636.0;-679.0;22;-38;991.0;654
-657.0;-429.0;751.0;-782.0;15;2;956.0;789
-81.0;-729.0;611.0;-729.0;41;-328;1012.0;400
-743.0;-462.0;746.0;-753.0;22;-4;924.0;797
787.0;-713.0;438.0;-101.0;19;-27;918.0;807
-518.0;-702.0;678.0;-832.0;40;44;996.0;338
-610.0;-709.0;672.0;-830.0;47;32;993.0;639
-686.0;-729.0;659.0;-823.0;50;21;1010.0;621
-755.0;-741.0;660.0;-751.0;24;-10;850.0;927
787.0;-712.0;439.0;-101.0;13;-5;926.0;805
790.0;-712.0;440.0;-105.0;22;13;929.0;806
794.0;-712.0;447.0;-117.0;20;24;923.0;805
792.0;-712.0;451.0;-123.0;15;-13;941.0;804
-61.0;554.0;-355.0;496.0;72;-55;975.0;373
-711.0;-744.0;631.0;-740.0;27;205;1068.0;1011
-852.0;-609.0;629.0;-652.0;20;13;1016.0;589
-848.0;-583.0;584.0;-645.0;18;15;999.0;807
-847.0;-596.0;627.0;-638.0;15;-7;1014.0;607
-840.0;-593.0;612.0;-633.0;15;-9;1017.0;701
-791.0;-479.0;737.0;-735.0;23;-5;924.0;797
-800.0;-586.0;592.0;-603.0;34;-132;1109.0;806
-841.0;-565.0;597.0;-638.0;21;-4;979.0;804
-803.0;-481.0;734.0;-729.0;16;-16;917.0;796
-812.0;-484.0;718.0;-704.0;19;15;934.0;797
-810.0;-483.0;716.0;-704.0;15;-13;950.0;797
-750.0;-510.0;614.0;-561.0;601;284;940.0;811
-809.0;-481.0;716.0;-704.0;18;2;961.0;798
-807.0;-479.0;715.0;-704.0;17;-11;936.0;801
-117.0;659.0;-38.0;341.0;-5;-85;991.0;133
-871.0;-613.0;541.0;-657.0;17;-25;1080.0;401
-866.0;-591.0;551.0;-647.0;22;-63;1022.0;486
-771.0;-641.0;565.0;-589.0;288;-143;974.0;811
-789.0;-549.0;606.0;-612.0;416;-1163;926.0;812
-796.0;-472.0;720.0;-703.0;16;-3;942.0;798
-788.0;-471.0;722.0;-703.0;22;-27;917.0;793
-725.0;-593.0;515.0;-532.0;390;-85;1000.0;412
-787.0;-695.0;678.0;-835.0;14;15;977.0;817
-720.0;-695.0;673.0;-849.0;17;32;1048.0;815
-759.0;-461.0;729.0;-708.0;15;-17;956.0;799
343.0;-176.0;51.0;-63.0;112;-75;915.0;1852
-917.0;-484.0;580.0;-537.0;13;-7;979.0;730
-585.0;-20.0;326.0;-240.0;-16;-440;1006.0;-43
118.0;426.0;-275.0;419.0;-1062;-121;990.0;851
124.0;-370.0;13.0;-251.0;3068;380;1371.0;778
-489.0;-672.0;677.0;-851.0;11;32;976.0;529
-751.0;-454.0;733.0;-711.0;23;11;942.0;798
-740.0;-448.0;741.0;-716.0;18;8;946.0;794
-506.0;-478.0;785.0;-791.0;-63;330;917.0;798
-704.0;-434.0;758.0;-730.0;15;0;946.0;798
-522.0;-326.0;794.0;-849.0;33;70;1020.0;791
-711.0;-425.0;900.0;-807.0;24;-43;892.0;651
-494.0;-364.0;804.0;-836.0;22;-18;923.0;802
-785.0;-487.0;868.0;-783.0;19;-44;946.0;765
-490.0;-362.0;803.0;-838.0;21;-10;915.0;793
-787.0;-496.0;862.0;-785.0;12;-15;991.0;831
-791.0;-518.0;849.0;-783.0;13;16;1005.0;808
-794.0;-531.0;839.0;-779.0;28;-11;1017.0;738
-503.0;-357.0;804.0;-841.0;19;0;908.0;802
-522.0;-344.0;805.0;-851.0;16;-1;918.0;787
-725.0;-600.0;649.0;-706.0;21;-90;811.0;809
795.0;636.0;-765.0;756.0;-31;-1580;764.0;3987
138.0;571.0;-398.0;479.0;1;-195;1017.0;336
-723.0;-603.0;657.0;-688.0;20;-27;759.0;806
661.0;773.0;-623.0;749.0;-6;-139;1237.0;3033
-844.0;-295.0;752.0;-706.0;157;-127;969.0;806
-716.0;-606.0;655.0;-686.0;19;-22;765.0;803
-527.0;-341.0;804.0;-850.0;15;35;910.0;789
844.0;774.0;-614.0;738.0;1028;-858;1395.0;851
-703.0;-613.0;653.0;-684.0;20;-15;753.0;802
-188.0;546.0;-405.0;493.0;15;-28;870.0;809
-748.0;-710.0;645.0;-669.0;16;56;957.0;348
-794.0;-760.0;618.0;-686.0;18;65;976.0;458
322.0;666.0;-520.0;602.0;18;-20;1022.0;762
-788.0;-731.0;645.0;-684.0;18;61;957.0;406
-812.0;-682.0;686.0;-699.0;0;-101;1101.0;664
-167.0;550.0;-411.0;521.0;19;-22;870.0;812
-543.0;-334.0;802.0;-845.0;15;45;925.0;803
-126.0;556.0;-419.0;565.0;13;13;914.0;813
-687.0;-776.0;610.0;-745.0;10;-30;918.0;485
-738.0;-756.0;644.0;-746.0;11;34;1016.0;848
-553.0;-325.0;805.0;-848.0;13;-17;937.0;807
169.0;604.0;-489.0;748.0;18;26;931.0;814
174.0;607.0;-491.0;745.0;15;52;914.0;805
-562.0;-321.0;806.0;-849.0;15;6;918.0;804
-616.0;-282.0;813.0;-855.0;21;-14;953.0;744
-812.0;-752.0;599.0;-677.0;-2;-105;1003.0;619
-693.0;-199.0;838.0;-846.0;18;67;954.0;889
-811.0;-693.0;588.0;-611.0;23;-20;980.0;765
-857.0;-653.0;558.0;-533.0;12;-23;1002.0;668
-856.0;-625.0;546.0;-500.0;19;-26;1038.0;488
-858.0;-604.0;546.0;-485.0;23;-36;1036.0;515
-687.0;-625.0;653.0;-669.0;23;-36;729.0;800
-755.0;-149.0;826.0;-829.0;42;-72;898.0;799
-751.0;-610.0;630.0;-721.0;12;-3;885.0;801
-758.0;-147.0;823.0;-828.0;29;-1;1052.0;814
-799.0;-61.0;783.0;-778.0;42;-10;872.0;800
-862.0;-600.0;540.0;-633.0;41;14;999.0;479
-859.0;-565.0;557.0;-620.0;-16;-126;996.0;469
-877.0;-507.0;726.0;-714.0;128;-205;872.0;800
-876.0;-442.0;797.0;-681.0;-3;146;920.0;814
-775.0;-763.0;638.0;-753.0;34;173;965.0;553
162.0;577.0;-430.0;642.0;-26;-16;937.0;880
-907.0;-275.0;755.0;-623.0;21;3;889.0;809
-922.0;-160.0;660.0;-664.0;13;-195;973.0;806
-821.0;-342.0;557.0;-498.0;1;-55;938.0;1355
231.0;619.0;-492.0;684.0;-45;-154;893.0;812
-854.0;-557.0;494.0;-529.0;98;10;1124.0;199
-355.0;473.0;-251.0;326.0;15;-45;996.0;254
-830.0;-785.0;613.0;-748.0;31;3431;1023.0;846
137.0;605.0;-483.0;727.0;19;-24;914.0;802
147.0;607.0;-485.0;734.0;18;10;936.0;812
-864.0;-645.0;646.0;-690.0;27;-72;848.0;825
-816.0;-49.0;767.0;-755.0;-213;35;902.0;806
-626.0;121.0;123.0;-104.0;16;-4;1082.0;-381
-282.0;84.0;16.0;159.0;1258;1691;1079.0;958
424.0;-51.0;-73.0;-47.0;14;-63;1083.0;-1717
355.0;-177.0;-277.0;-56.0;1681;-1411;1052.0;657
808.0;466.0;-668.0;741.0;20;-7;956.0;778
742.0;-708.0;444.0;-136.0;31;696;877.0;796
-406.0;582.0;-382.0;294.0;-470;509;952.0;795
211.0;-103.0;-65.0;-173.0;-229;2551;764.0;812
-773.0;-632.0;737.0;-754.0;124;113;876.0;1174
