InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LUA^ accX;Accelerometer LWR accX
-151;678.0;633.0;179.0;439.0;183.0;562.0;-401.0;775.0;497.0;-264.0
-151;684.0;684.0;372.0;500.0;214.0;417.0;-340.0;728.0;410.0;-309.0
-154;683.0;627.0;438.0;446.0;321.0;365.0;-292.0;755.0;337.0;-321.0
-154;694.0;649.0;473.0;456.0;341.0;381.0;-248.0;745.0;360.0;-261.0
-116;642.0;711.0;221.0;450.0;318.0;574.0;-301.0;756.0;539.0;-250.0
-151;670.0;695.0;368.0;470.0;244.0;483.0;-311.0;750.0;449.0;-294.0
91;-243.0;-523.0;-190.0;-595.0;784.0;755.0;-476.0;-61.0;535.0;-125.0
-172;505.0;382.0;176.0;58.0;-47.0;440.0;-629.0;886.0;674.0;-266.0
65;-48.0;-500.0;-91.0;-759.0;607.0;769.0;-530.0;463.0;742.0;-136.0
157;653.0;724.0;521.0;-19.0;1138.0;175.0;-221.0;636.0;183.0;-255.0
-41;-465.0;-486.0;-268.0;173.0;-58.0;522.0;-509.0;738.0;395.0;-549.0
-170;647.0;735.0;544.0;-39.0;744.0;492.0;-161.0;774.0;310.0;-391.0
