InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-476.0;217.0;996.0;-1018.0;-70.0;-531.0;13.0;-836.0;-1022.0;1301.0;-278.0;-299.0
-557.0;301.0;812.0;-1171.0;22.0;-550.0;41.0;-794.0;-1310.0;1045.0;-339.0;-333.0
-623.0;380.0;636.0;-1052.0;106.0;-472.0;-1.0;-651.0;-1277.0;888.0;-287.0;-308.0
-586.0;211.0;560.0;-1175.0;230.0;-347.0;-18.0;-685.0;-1253.0;571.0;-362.0;-352.0
-620.0;47.0;498.0;-1413.0;225.0;-232.0;170.0;-685.0;-1140.0;291.0;-344.0;-356.0
-601.0;-49.0;277.0;-1198.0;195.0;-51.0;480.0;-612.0;-892.0;-6.0;-397.0;-362.0
-476.0;-101.0;-12.0;-980.0;255.0;61.0;723.0;-549.0;-608.0;-303.0;-529.0;-395.0
-451.0;-88.0;-274.0;-617.0;319.0;-39.0;878.0;-518.0;-593.0;-539.0;-686.0;-458.0
-393.0;-32.0;-442.0;-280.0;323.0;-142.0;1140.0;-465.0;-532.0;-698.0;-873.0;-699.0
-387.0;-136.0;-487.0;-220.0;218.0;-151.0;1653.0;-419.0;-272.0;-745.0;-1124.0;-907.0
-441.0;-264.0;-544.0;-100.0;92.0;7.0;2125.0;-427.0;-149.0;-879.0;-1337.0;-1004.0
-557.0;-312.0;-517.0;-92.0;-39.0;331.0;2449.0;-420.0;-123.0;-905.0;-1407.0;-744.0
-538.0;-161.0;-428.0;-418.0;-33.0;612.0;2164.0;-315.0;-190.0;?;-1367.0;-555.0
-323.0;24.0;-283.0;-382.0;86.0;650.0;1396.0;-225.0;-253.0;?;-1306.0;-354.0
-208.0;42.0;-164.0;-49.0;236.0;315.0;754.0;-122.0;-281.0;?;-561.0;312.0
-251.0;-15.0;-44.0;-229.0;127.0;153.0;650.0;-58.0;-236.0;?;124.0;356.0
-299.0;8.0;82.0;-363.0;-45.0;164.0;828.0;-22.0;-366.0;?;89.0;-100.0
-291.0;73.0;111.0;-440.0;-166.0;152.0;804.0;21.0;-330.0;-152.0;-246.0;-394.0
-195.0;105.0;76.0;-337.0;-162.0;99.0;457.0;55.0;-266.0;-83.0;-341.0;-340.0
-77.0;170.0;96.0;-452.0;-173.0;40.0;35.0;107.0;-162.0;49.0;-87.0;3.0
29.0;164.0;85.0;-880.0;-88.0;38.0;-247.0;203.0;-73.0;171.0;187.0;301.0
126.0;36.0;72.0;-711.0;-111.0;69.0;-184.0;116.0;-26.0;119.0;162.0;-75.0
120.0;27.0;25.0;207.0;-137.0;250.0;-40.0;118.0;37.0;-88.0;-118.0;-242.0
93.0;126.0;-107.0;1130.0;-130.0;456.0;111.0;165.0;451.0;-88.0;-315.0;-170.0
142.0;177.0;-121.0;1475.0;-173.0;593.0;257.0;232.0;704.0;-94.0;-279.0;-258.0
153.0;156.0;-131.0;1136.0;-140.0;428.0;399.0;175.0;676.0;-182.0;-131.0;-309.0
117.0;152.0;-255.0;841.0;-186.0;369.0;395.0;170.0;336.0;-180.0;?;-631.0
235.0;136.0;-345.0;1161.0;-212.0;486.0;271.0;158.0;504.0;-94.0;?;-832.0
376.0;114.0;-370.0;2209.0;-99.0;548.0;-49.0;168.0;943.0;-222.0;?;-58.0
419.0;72.0;-283.0;1188.0;-32.0;621.0;-92.0;127.0;826.0;-166.0;?;?
415.0;82.0;-199.0;1020.0;141.0;729.0;?;198.0;715.0;-52.0;?;?
369.0;57.0;-116.0;1331.0;218.0;506.0;?;220.0;598.0;-47.0;?;?
318.0;29.0;-165.0;1371.0;202.0;479.0;?;207.0;623.0;120.0;-134.0;?
174.0;12.0;-253.0;2540.0;312.0;691.0;?;161.0;1081.0;-172.0;-356.0;?
155.0;?;-268.0;2350.0;338.0;800.0;?;110.0;1104.0;-478.0;-984.0;?
220.0;?;-252.0;1886.0;373.0;653.0;?;68.0;870.0;-394.0;-860.0;?
183.0;?;-143.0;1185.0;452.0;293.0;?;140.0;430.0;-302.0;-368.0;?
179.0;?;-156.0;528.0;367.0;87.0;?;136.0;97.0;-65.0;-389.0;?
247.0;?;-112.0;100.0;370.0;110.0;?;110.0;196.0;150.0;-487.0;?
407.0;?;-30.0;-420.0;313.0;219.0;?;99.0;268.0;?;-678.0;?
540.0;?;85.0;-1193.0;129.0;35.0;?;106.0;79.0;?;-490.0;?
594.0;?;123.0;-2067.0;-8.0;-307.0;?;46.0;-474.0;?;194.0;?
542.0;?;171.0;-2344.0;-119.0;-583.0;?;-13.0;-891.0;?;581.0;?
439.0;?;?;-1669.0;-138.0;-727.0;?;-18.0;-1044.0;?;681.0;?
424.0;?;?;-1256.0;-47.0;-674.0;?;-45.0;-815.0;506.0;585.0;762.0
276.0;?;?;-1012.0;-36.0;-334.0;?;-35.0;-261.0;502.0;420.0;715.0
114.0;?;?;-470.0;74.0;-48.0;?;-39.0;74.0;325.0;504.0;791.0
-17.0;?;53.0;-204.0;119.0;139.0;?;16.0;80.0;90.0;456.0;538.0
-79.0;3.0;85.0;-115.0;50.0;162.0;?;50.0;-24.0;-34.0;?;386.0
-28.0;-30.0;66.0;-166.0;56.0;91.0;?;-9.0;-114.0;-85.0;?;302.0
6.0;40.0;48.0;-242.0;33.0;45.0;?;-4.0;-117.0;-14.0;?;26.0
58.0;53.0;62.0;-247.0;1.0;9.0;-43.0;-18.0;-144.0;38.0;?;-44.0
62.0;43.0;46.0;-203.0;13.0;-52.0;-55.0;-64.0;-123.0;29.0;?;-1.0
36.0;28.0;15.0;-130.0;11.0;-81.0;-63.0;-59.0;-127.0;-16.0;?;127.0
-48.0;17.0;36.0;-115.0;-63.0;32.0;-68.0;-55.0;-117.0;-27.0;?;199.0
-54.0;3.0;52.0;-183.0;-72.0;2.0;-23.0;-68.0;-115.0;3.0;?;186.0
-48.0;-20.0;72.0;-245.0;-107.0;45.0;-38.0;-26.0;-51.0;79.0;?;152.0
-69.0;-4.0;64.0;-221.0;-78.0;1.0;-61.0;-108.0;-28.0;80.0;146.0;165.0
25.0;9.0;30.0;-128.0;-46.0;-22.0;-68.0;-91.0;-83.0;7.0;130.0;115.0
42.0;32.0;-24.0;-82.0;-11.0;-29.0;-36.0;-89.0;-144.0;-31.0;90.0;74.0
64.0;61.0;-34.0;-86.0;51.0;-40.0;1.0;-99.0;-155.0;-61.0;42.0;-6.0
-2.0;38.0;3.0;-116.0;53.0;-25.0;28.0;-127.0;-157.0;-61.0;4.0;-57.0
-13.0;8.0;51.0;-169.0;30.0;-7.0;29.0;-123.0;-195.0;-39.0;-15.0;-48.0
-65.0;-68.0;104.0;-295.0;-31.0;-35.0;35.0;-121.0;-173.0;22.0;-36.0;-25.0
-47.0;-37.0;129.0;-336.0;-31.0;-15.0;6.0;-149.0;-186.0;32.0;-51.0;-46.0
-40.0;-33.0;101.0;-367.0;6.0;-38.0;41.0;-100.0;-179.0;59.0;-116.0;-59.0
-2.0;-95.0;74.0;?;13.0;-59.0;36.0;-204.0;-258.0;56.0;-130.0;-129.0
-8.0;-26.0;45.0;?;37.0;-76.0;68.0;-202.0;-253.0;-13.0;-160.0;-160.0
27.0;-44.0;53.0;?;26.0;-76.0;23.0;-209.0;-278.0;-29.0;-185.0;-108.0
-23.0;-62.0;48.0;?;20.0;?;24.0;-228.0;-297.0;-48.0;-168.0;-172.0
-85.0;-72.0;95.0;?;22.0;?;142.0;-192.0;-348.0;27.0;-202.0;-183.0
-90.0;-76.0;155.0;?;29.0;?;82.0;-236.0;-262.0;81.0;-198.0;-207.0
-57.0;-37.0;104.0;?;39.0;?;107.0;-223.0;-198.0;107.0;-207.0;-215.0
-66.0;-70.0;73.0;?;24.0;?;101.0;-208.0;-224.0;?;-231.0;-192.0
-25.0;-55.0;69.0;?;29.0;?;97.0;-233.0;-270.0;?;-182.0;-171.0
-38.0;-65.0;96.0;-253.0;14.0;?;97.0;-190.0;-228.0;?;-162.0;-111.0
?;-85.0;79.0;-312.0;8.0;?;90.0;-171.0;-192.0;?;-179.0;-116.0
?;-77.0;98.0;-314.0;2.0;?;94.0;-159.0;-183.0;?;-166.0;-101.0
?;-81.0;92.0;-308.0;-13.0;?;67.0;-174.0;-177.0;?;-161.0;-107.0
?;-78.0;77.0;-262.0;-21.0;?;88.0;-173.0;-247.0;?;-150.0;-84.0
?;-56.0;88.0;-278.0;-5.0;?;81.0;-144.0;-202.0;?;-152.0;-107.0
?;-69.0;90.0;-267.0;10.0;?;86.0;-144.0;-175.0;79.0;-129.0;-132.0
?;-90.0;78.0;-292.0;-13.0;?;99.0;-137.0;-149.0;74.0;-142.0;-120.0
?;-81.0;70.0;-245.0;-23.0;?;75.0;-134.0;-136.0;54.0;-131.0;-105.0
?;-92.0;54.0;-226.0;-30.0;?;92.0;-88.0;-119.0;56.0;-133.0;-112.0
-35.0;-114.0;45.0;-208.0;-55.0;?;101.0;-147.0;-175.0;33.0;-133.0;-63.0
-41.0;-121.0;72.0;-220.0;-41.0;?;69.0;-176.0;-211.0;0.0;-126.0;-103.0
-41.0;-116.0;118.0;-195.0;-31.0;?;47.0;-121.0;-192.0;47.0;-114.0;-107.0
-26.0;-169.0;119.0;-190.0;-20.0;?;-6.0;-79.0;-86.0;86.0;-118.0;-123.0
-70.0;-210.0;131.0;-115.0;-41.0;?;3.0;-41.0;-55.0;133.0;-47.0;-67.0
-46.0;-282.0;95.0;-63.0;-50.0;?;20.0;-103.0;26.0;157.0;33.0;-29.0
-62.0;-281.0;81.0;-1.0;-134.0;?;-46.0;-154.0;48.0;106.0;40.0;24.0
-110.0;-307.0;100.0;45.0;-143.0;?;61.0;-199.0;1.0;66.0;-26.0;-28.0
-179.0;-356.0;100.0;-54.0;-168.0;?;121.0;-280.0;-51.0;18.0;-81.0;-85.0
-241.0;-420.0;74.0;-210.0;-141.0;?;158.0;-426.0;-77.0;52.0;?;-107.0
-206.0;-477.0;133.0;-407.0;-139.0;?;264.0;-524.0;-255.0;117.0;?;-138.0
-227.0;-385.0;243.0;-591.0;-149.0;-191.0;389.0;-571.0;-490.0;150.0;?;?
-165.0;-379.0;440.0;-872.0;-70.0;-163.0;511.0;-551.0;-689.0;175.0;?;?
-143.0;-388.0;549.0;-844.0;-10.0;-157.0;439.0;-564.0;-682.0;196.0;?;?
-164.0;-408.0;618.0;-848.0;15.0;-171.0;307.0;-563.0;-620.0;281.0;?;?
-253.0;-408.0;582.0;-853.0;16.0;-148.0;213.0;-610.0;-581.0;331.0;?;?
-323.0;-455.0;512.0;-789.0;-58.0;-248.0;377.0;-785.0;-611.0;399.0;?;?
-399.0;-500.0;423.0;-692.0;-38.0;-425.0;619.0;-946.0;-605.0;293.0;?;?
-507.0;-509.0;323.0;-652.0;-104.0;-576.0;716.0;-1124.0;-729.0;190.0;?;-596.0
-589.0;-572.0;330.0;-728.0;-183.0;-727.0;577.0;-1263.0;-956.0;153.0;?;-564.0
-576.0;-643.0;497.0;-868.0;-234.0;-802.0;628.0;-1455.0;-1206.0;76.0;-1553.0;-782.0
-554.0;-727.0;681.0;-1201.0;-197.0;-765.0;802.0;-1647.0;-1404.0;-9.0;-1822.0;-1237.0
-508.0;-750.0;781.0;-1559.0;-120.0;-702.0;1049.0;-1699.0;-1525.0;-145.0;-2096.0;-1468.0
256.0;-253.0;1337.0;-2865.0;488.0;-673.0;?;-1742.0;-2331.0;-265.0;-2295.0;-2359.0
166.0;-212.0;1061.0;-2784.0;422.0;-702.0;452.0;-1645.0;-1900.0;-458.0;-1973.0;-2151.0
-28.0;-388.0;708.0;-1794.0;171.0;-551.0;564.0;-2019.0;-1705.0;-720.0;-1721.0;-1763.0
86.0;-22.0;426.0;-1276.0;191.0;-630.0;698.0;-1915.0;-1951.0;-615.0;-1372.0;-1218.0
-26.0;64.0;110.0;-1153.0;384.0;-520.0;755.0;-1786.0;-1518.0;-142.0;-1440.0;-1251.0
-120.0;-148.0;31.0;-644.0;510.0;-395.0;848.0;-1610.0;-1115.0;181.0;-1323.0;-1415.0
-95.0;-223.0;113.0;-206.0;612.0;-374.0;916.0;-1406.0;-455.0;246.0;-1229.0;-1486.0
-36.0;-236.0;131.0;-246.0;526.0;-362.0;920.0;-1263.0;-204.0;347.0;-1348.0;-1318.0
35.0;-231.0;221.0;-273.0;321.0;-314.0;1022.0;-1164.0;-446.0;355.0;-1199.0;-910.0
96.0;-222.0;325.0;-668.0;260.0;-251.0;953.0;-1116.0;-822.0;262.0;-822.0;-419.0
71.0;-265.0;390.0;-1127.0;209.0;-283.0;851.0;-1112.0;-1017.0;231.0;-641.0;52.0
29.0;-323.0;424.0;-1179.0;167.0;-442.0;798.0;-1064.0;-1083.0;249.0;?;-116.0
28.0;-335.0;561.0;-1594.0;160.0;-611.0;691.0;?;-1259.0;260.0;?;-249.0
10.0;-341.0;577.0;-1703.0;189.0;-583.0;600.0;?;-1407.0;372.0;?;-306.0
-53.0;-379.0;613.0;-1677.0;148.0;-435.0;387.0;?;-1225.0;440.0;?;-190.0
-99.0;-411.0;660.0;-1384.0;62.0;-273.0;58.0;?;-860.0;434.0;?;90.0
-129.0;-485.0;676.0;-1179.0;-62.0;-224.0;-239.0;?;-589.0;429.0;?;434.0
-258.0;-469.0;593.0;-1215.0;-191.0;-260.0;-520.0;?;-584.0;490.0;?;784.0
-338.0;-443.0;526.0;-1271.0;-212.0;-433.0;-829.0;?;-713.0;474.0;?;1187.0
-440.0;-398.0;366.0;-957.0;-289.0;-563.0;-1177.0;?;-697.0;400.0;?;1613.0
-457.0;-367.0;227.0;-625.0;-251.0;-615.0;-1401.0;?;-645.0;263.0;?;1661.0
?;-352.0;115.0;-373.0;-131.0;?;-1294.0;?;-437.0;208.0;?;595.0
?;-227.0;-3.0;-280.0;68.0;?;-1039.0;?;-357.0;195.0;?;-512.0
?;-133.0;-46.0;-93.0;223.0;?;-979.0;?;-287.0;183.0;?;-1106.0
?;-60.0;-29.0;37.0;180.0;?;-891.0;-589.0;-282.0;80.0;?;-1222.0
?;18.0;47.0;-475.0;180.0;?;-934.0;?;-733.0;62.0;?;-1034.0
?;-201.0;400.0;-1625.0;331.0;?;-1074.0;?;-1298.0;24.0;-760.0;-1294.0
?;-152.0;392.0;-1804.0;694.0;?;-608.0;-330.0;-1029.0;31.0;-1097.0;-1948.0
?;-2.0;-111.0;-869.0;830.0;?;-2.0;-284.0;177.0;-37.0;-1065.0;-2049.0
?;24.0;-455.0;502.0;905.0;?;348.0;-111.0;197.0;-433.0;-989.0;-1588.0
?;101.0;-493.0;916.0;955.0;60.0;460.0;-114.0;-262.0;-1034.0;-706.0;-1132.0
?;248.0;-495.0;601.0;936.0;-50.0;621.0;-97.0;-449.0;-1148.0;-508.0;-617.0
?;235.0;-417.0;116.0;963.0;-129.0;685.0;-107.0;-432.0;-893.0;-268.0;136.0
?;205.0;-232.0;-482.0;934.0;-308.0;881.0;76.0;-374.0;-540.0;194.0;611.0
?;89.0;-53.0;-736.0;830.0;-401.0;1197.0;141.0;-474.0;-249.0;423.0;789.0
?;-3.0;102.0;-658.0;636.0;-293.0;1375.0;162.0;-342.0;-25.0;495.0;799.0
255.0;27.0;178.0;-504.0;366.0;-234.0;1425.0;75.0;-65.0;229.0;?;721.0
211.0;70.0;?;-320.0;123.0;-201.0;1333.0;90.0;20.0;371.0;?;678.0
116.0;95.0;?;-145.0;-9.0;-193.0;1162.0;85.0;-185.0;504.0;?;495.0
28.0;49.0;?;-236.0;-174.0;-156.0;846.0;36.0;-315.0;592.0;24.0;244.0
28.0;51.0;?;-361.0;-329.0;-167.0;501.0;28.0;-422.0;713.0;18.0;7.0
-37.0;-27.0;?;-428.0;-426.0;-192.0;13.0;21.0;-474.0;816.0;101.0;-118.0
-70.0;8.0;?;-526.0;-472.0;-253.0;-608.0;-32.0;-530.0;945.0;-37.0;-253.0
-87.0;54.0;?;-508.0;-415.0;-328.0;-1293.0;-103.0;-437.0;1044.0;-119.0;-348.0
-63.0;-109.0;?;-383.0;-415.0;-419.0;-1845.0;-138.0;-225.0;1070.0;-139.0;-424.0
-98.0;-25.0;606.0;-201.0;-621.0;-376.0;-2096.0;-147.0;-312.0;948.0;-201.0;-441.0
-176.0;252.0;610.0;-387.0;?;-262.0;-2097.0;-98.0;-697.0;784.0;-241.0;-470.0
-157.0;363.0;552.0;-545.0;?;-204.0;-1966.0;94.0;-783.0;922.0;-55.0;-530.0
47.0;164.0;406.0;-478.0;?;-265.0;-1708.0;86.0;-389.0;982.0;738.0;-161.0
186.0;-217.0;82.0;260.0;?;-258.0;-1432.0;60.0;560.0;853.0;1316.0;804.0
218.0;-152.0;-459.0;1604.0;?;-103.0;-1102.0;152.0;1466.0;253.0;879.0;1095.0
219.0;74.0;-968.0;2477.0;?;74.0;-484.0;325.0;1783.0;-411.0;210.0;579.0
353.0;138.0;-1224.0;2361.0;?;217.0;86.0;487.0;1672.0;-768.0;476.0;365.0
537.0;-63.0;-1269.0;1713.0;?;215.0;331.0;408.0;1586.0;-1024.0;1089.0;860.0
631.0;-11.0;-1316.0;1275.0;?;171.0;453.0;365.0;1157.0;-1392.0;?;1347.0
650.0;3.0;-1334.0;851.0;?;227.0;397.0;381.0;666.0;-1675.0;?;1613.0
624.0;18.0;-1296.0;361.0;?;421.0;398.0;419.0;259.0;-1851.0;?;1513.0
560.0;22.0;-1208.0;-59.0;?;621.0;425.0;527.0;37.0;-1863.0;?;1204.0
521.0;-72.0;-1020.0;-259.0;?;?;545.0;?;38.0;-1791.0;?;852.0
502.0;-139.0;-845.0;-263.0;?;?;593.0;?;254.0;-1620.0;?;533.0
603.0;-217.0;-641.0;-74.0;?;?;636.0;?;341.0;-1346.0;?;271.0
651.0;-188.0;-463.0;243.0;?;?;326.0;?;390.0;-1026.0;?;174.0
585.0;-113.0;-354.0;346.0;-250.0;?;-119.0;?;347.0;-673.0;?;139.0
503.0;-26.0;-170.0;283.0;-247.0;?;-414.0;?;237.0;-428.0;?;76.0
?;-92.0;113.0;112.0;-286.0;?;-592.0;?;76.0;-110.0;257.0;-52.0
?;-178.0;301.0;-16.0;-265.0;?;-726.0;22.0;113.0;290.0;205.0;-223.0
?;-67.0;523.0;-38.0;-256.0;?;-897.0;80.0;255.0;771.0;28.0;-370.0
?;214.0;750.0;64.0;-407.0;?;-927.0;-131.0;234.0;1163.0;304.0;-204.0
?;279.0;792.0;199.0;-518.0;?;-1024.0;-339.0;-81.0;1371.0;696.0;340.0
?;-51.0;866.0;70.0;-491.0;?;-1257.0;-399.0;-667.0;1442.0;654.0;579.0
?;-350.0;924.0;-373.0;-381.0;-514.0;-1276.0;-477.0;-650.0;1249.0;-120.0;157.0
?;-541.0;670.0;-485.0;-185.0;-488.0;-742.0;-614.0;-158.0;?;-800.0;-569.0
?;-195.0;82.0;-97.0;189.0;-710.0;-47.0;-785.0;197.0;?;-1231.0;-1258.0
?;154.0;-49.0;-470.0;519.0;-993.0;487.0;-802.0;-623.0;?;-1366.0;-1531.0
?;?;203.0;-1585.0;576.0;-1167.0;772.0;-862.0;-1828.0;?;-1289.0;-1260.0
?;?;417.0;-2379.0;659.0;-1067.0;1067.0;-834.0;-2199.0;?;-1151.0;-910.0
?;?;437.0;-2579.0;750.0;-899.0;1198.0;-728.0;-1751.0;?;-988.0;-665.0
?;?;?;-2370.0;830.0;-793.0;1322.0;-597.0;-1314.0;?;-898.0;-551.0
?;?;?;-1931.0;896.0;-793.0;?;-523.0;-1325.0;174.0;-768.0;-454.0
-420.0;?;?;-1358.0;867.0;-679.0;?;-551.0;-1287.0;411.0;-696.0;-414.0
-315.0;?;?;-1047.0;833.0;-493.0;?;-515.0;-943.0;?;-739.0;-452.0
-328.0;?;?;-804.0;777.0;-326.0;?;-409.0;-658.0;789.0;-623.0;-512.0
-332.0;?;?;-576.0;658.0;-240.0;?;-426.0;-617.0;826.0;-462.0;-436.0
-399.0;?;?;-607.0;447.0;-155.0;?;-403.0;-799.0;797.0;-355.0;-237.0
-368.0;?;?;-873.0;331.0;-126.0;?;-266.0;-948.0;929.0;-367.0;-170.0
-241.0;?;?;-923.0;87.0;-199.0;?;-204.0;-769.0;1153.0;-395.0;-220.0
-138.0;?;883.0;-637.0;?;-259.0;?;-337.0;-534.0;1173.0;-247.0;-166.0
3.0;?;855.0;-308.0;?;-222.0;337.0;-348.0;-561.0;1122.0;-352.0;-135.0
49.0;83.0;733.0;-291.0;?;-82.0;70.0;-3.0;-421.0;1216.0;-443.0;-241.0
262.0;?;499.0;-1.0;?;-84.0;-140.0;24.0;58.0;1260.0;-130.0;-354.0
431.0;?;176.0;785.0;?;-16.0;-218.0;-67.0;786.0;882.0;293.0;-115.0
504.0;?;-315.0;1768.0;-703.0;173.0;-173.0;91.0;1572.0;202.0;167.0;229.0
624.0;?;-846.0;2454.0;-334.0;376.0;-218.0;106.0;2074.0;-441.0;-193.0;-28.0
726.0;?;-1088.0;2506.0;-179.0;469.0;-281.0;143.0;2095.0;-1001.0;140.0;-157.0
791.0;-6.0;-1184.0;1762.0;-199.0;531.0;-397.0;160.0;1449.0;-1548.0;626.0;355.0
739.0;107.0;-1232.0;778.0;-177.0;629.0;-558.0;115.0;749.0;-1999.0;884.0;760.0
601.0;-6.0;-1244.0;132.0;-100.0;762.0;-653.0;190.0;283.0;-2271.0;690.0;744.0
410.0;-85.0;-1189.0;-239.0;1.0;925.0;-649.0;295.0;54.0;-2348.0;550.0;485.0
239.0;-108.0;-1122.0;-441.0;29.0;993.0;-592.0;305.0;0.0;-2293.0;526.0;?
172.0;-158.0;-972.0;-390.0;-117.0;911.0;-531.0;302.0;39.0;-2067.0;486.0;?
167.0;-233.0;-785.0;-113.0;-236.0;686.0;-366.0;231.0;193.0;?;371.0;?
135.0;-240.0;-679.0;201.0;-416.0;508.0;-249.0;144.0;323.0;?;356.0;?
62.0;-262.0;-467.0;356.0;-601.0;334.0;-205.0;52.0;269.0;?;339.0;?
-32.0;-229.0;-220.0;213.0;-680.0;223.0;-202.0;-92.0;158.0;?;399.0;?
-85.0;-214.0;-32.0;64.0;-697.0;-1.0;-285.0;-142.0;62.0;?;288.0;?
-110.0;-152.0;?;-31.0;-455.0;-329.0;-439.0;-181.0;-60.0;?;41.0;?
-219.0;-126.0;?;-197.0;-191.0;-605.0;-585.0;-139.0;-166.0;?;-99.0;?
-378.0;-37.0;?;-358.0;-228.0;-767.0;-552.0;-107.0;-168.0;?;271.0;?
?;-82.0;?;-329.0;-269.0;-944.0;-591.0;-243.0;-22.0;2145.0;370.0;?
?;-114.0;?;81.0;-61.0;-877.0;-592.0;-216.0;-46.0;2339.0;-70.0;?
?;-273.0;?;385.0;11.0;-559.0;-62.0;-218.0;-38.0;1750.0;-479.0;?
?;-112.0;?;355.0;390.0;-472.0;457.0;-288.0;173.0;1170.0;-959.0;?
?;120.0;?;365.0;714.0;-574.0;822.0;-475.0;-156.0;831.0;-1314.0;?
?;167.0;?;-902.0;791.0;-631.0;?;-484.0;-972.0;611.0;-1501.0;-1379.0
?;156.0;?;-1637.0;820.0;-529.0;1236.0;-451.0;-1478.0;452.0;-1238.0;-1225.0
?;123.0;?;-1760.0;867.0;-495.0;1279.0;-423.0;-1445.0;357.0;-1041.0;-895.0
?;?;621.0;-1627.0;899.0;-498.0;1271.0;-470.0;-1270.0;296.0;-829.0;-586.0
?;?;598.0;-1589.0;876.0;-458.0;1214.0;-375.0;-1264.0;296.0;-737.0;-466.0
-237.0;?;567.0;-1376.0;838.0;-384.0;1077.0;-397.0;-1102.0;371.0;-648.0;-443.0
-73.0;?;488.0;-1046.0;733.0;-281.0;912.0;-391.0;?;472.0;-565.0;-511.0
-66.0;?;536.0;-754.0;547.0;-142.0;696.0;-423.0;?;490.0;-541.0;-501.0
-94.0;?;574.0;-744.0;332.0;-3.0;519.0;-406.0;?;425.0;-517.0;-418.0
-88.0;17.0;658.0;-905.0;145.0;154.0;375.0;-298.0;?;453.0;-432.0;-340.0
9.0;91.0;613.0;-882.0;6.0;155.0;199.0;-275.0;?;544.0;-492.0;-346.0
130.0;-61.0;512.0;-669.0;-147.0;100.0;-19.0;-271.0;?;559.0;-269.0;-318.0
182.0;-81.0;503.0;-355.0;-599.0;117.0;-165.0;-622.0;?;424.0;-184.0;-154.0
207.0;139.0;641.0;-451.0;-792.0;334.0;-283.0;-254.0;-691.0;371.0;-220.0;-34.0
207.0;427.0;511.0;-479.0;-664.0;505.0;-595.0;17.0;-436.0;538.0;-320.0;-264.0
294.0;404.0;299.0;67.0;-498.0;469.0;-779.0;205.0;182.0;543.0;548.0;-118.0
275.0;-87.0;-202.0;1331.0;-603.0;400.0;?;251.0;1171.0;312.0;988.0;629.0
377.0;30.0;-962.0;2583.0;-415.0;221.0;?;?;2303.0;50.0;370.0;855.0
673.0;75.0;-1275.0;3281.0;-54.0;-27.0;?;?;2797.0;-200.0;176.0;212.0
679.0;170.0;-1254.0;3007.0;-53.0;-96.0;?;?;2390.0;-585.0;967.0;387.0
604.0;126.0;-1220.0;2076.0;-161.0;-4.0;?;?;1629.0;-1077.0;1367.0;1150.0
358.0;-4.0;-1292.0;1294.0;-192.0;121.0;?;?;1038.0;-1526.0;1365.0;1536.0
56.0;-9.0;-1281.0;497.0;-205.0;197.0;?;?;609.0;-1720.0;1227.0;1415.0
-114.0;-48.0;-1209.0;-10.0;-162.0;242.0;?;?;346.0;-1728.0;1052.0;906.0
-104.0;-102.0;-1124.0;-282.0;-139.0;183.0;-435.0;771.0;108.0;-1681.0;948.0;700.0
-38.0;-158.0;-1088.0;-191.0;-283.0;102.0;-410.0;656.0;127.0;-1532.0;801.0;657.0
35.0;-175.0;-1007.0;163.0;-458.0;-54.0;-366.0;472.0;171.0;-1329.0;654.0;579.0
?;-242.0;-901.0;430.0;-586.0;-110.0;-488.0;316.0;193.0;-1085.0;639.0;549.0
?;-163.0;-781.0;363.0;-605.0;-144.0;-577.0;227.0;205.0;-723.0;660.0;586.0
?;-66.0;-610.0;256.0;-460.0;-180.0;-833.0;192.0;274.0;-340.0;?;427.0
?;21.0;-131.0;95.0;-234.0;-120.0;-988.0;403.0;209.0;-64.0;?;196.0
?;?;263.0;-90.0;-166.0;132.0;-901.0;491.0;171.0;162.0;?;168.0
?;?;689.0;-328.0;-239.0;151.0;-876.0;201.0;412.0;659.0;?;471.0
-26.0;?;1032.0;-501.0;-154.0;101.0;-801.0;216.0;329.0;1250.0;?;514.0
-31.0;?;1238.0;-404.0;-142.0;353.0;-313.0;174.0;41.0;1262.0;?;212.0
34.0;?;973.0;-261.0;189.0;428.0;181.0;105.0;116.0;1195.0;?;-580.0
-102.0;183.0;734.0;37.0;541.0;82.0;607.0;-161.0;101.0;1192.0;?;-1207.0
-162.0;200.0;858.0;-170.0;559.0;-253.0;846.0;-300.0;-612.0;951.0;?;-1094.0
-245.0;172.0;914.0;-868.0;556.0;-276.0;1023.0;-376.0;-1109.0;885.0;?;-619.0
-311.0;173.0;841.0;-1273.0;494.0;-386.0;1127.0;-401.0;-1145.0;865.0;?;-160.0
-357.0;105.0;735.0;-1016.0;530.0;-567.0;1153.0;-376.0;-936.0;789.0;?;-83.0
-359.0;32.0;634.0;-856.0;629.0;-599.0;1119.0;-286.0;-894.0;690.0;?;-257.0
-360.0;-68.0;591.0;-991.0;650.0;-616.0;897.0;-288.0;-982.0;717.0;?;-431.0
-273.0;-19.0;549.0;-1122.0;598.0;-694.0;698.0;-332.0;-930.0;723.0;?;-563.0
