Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit LLA accZ;Accelerometer LH accZ;Accelerometer LWR accZ
56.0;-245.0;75.0;33.0;394.0
27.0;-224.0;84.0;41.0;396.0
10.0;-252.0;91.0;43.0;356.0
17.0;-253.0;104.0;57.0;394.0
45.0;-265.0;105.0;103.0;382.0
68.0;-297.0;111.0;115.0;375.0
77.0;-305.0;103.0;101.0;?
87.0;-285.0;84.0;113.0;?
101.0;-317.0;72.0;70.0;?
114.0;-288.0;56.0;65.0;?
91.0;-285.0;44.0;75.0;?
88.0;-266.0;30.0;45.0;?
86.0;-246.0;35.0;31.0;?
89.0;-230.0;32.0;20.0;?
81.0;-233.0;42.0;20.0;?
73.0;-249.0;47.0;21.0;?
63.0;-215.0;46.0;30.0;?
86.0;-231.0;56.0;30.0;?
64.0;-233.0;68.0;27.0;?
65.0;-243.0;69.0;21.0;?
60.0;-234.0;75.0;35.0;?
57.0;-255.0;82.0;44.0;?
77.0;-268.0;83.0;33.0;?
78.0;-280.0;79.0;27.0;?
86.0;-294.0;82.0;5.0;?
76.0;-301.0;84.0;55.0;?
76.0;-289.0;80.0;76.0;?
66.0;-322.0;73.0;60.0;?
70.0;-320.0;81.0;79.0;?
86.0;-320.0;71.0;101.0;?
100.0;-324.0;75.0;80.0;?
91.0;-304.0;73.0;71.0;?
80.0;-311.0;60.0;71.0;419.0
75.0;-284.0;57.0;70.0;413.0
85.0;-282.0;59.0;55.0;394.0
80.0;-272.0;51.0;12.0;406.0
67.0;-272.0;45.0;-11.0;433.0
96.0;-260.0;49.0;14.0;439.0
107.0;-255.0;51.0;34.0;477.0
107.0;?;53.0;-5.0;451.0
121.0;?;58.0;?;433.0
144.0;?;75.0;?;430.0
103.0;?;91.0;?;426.0
89.0;?;88.0;?;436.0
99.0;?;88.0;?;387.0
92.0;?;101.0;?;351.0
79.0;?;101.0;?;352.0
58.0;?;97.0;?;324.0
67.0;?;103.0;?;352.0
59.0;?;101.0;?;337.0
66.0;-204.0;85.0;?;?
52.0;-215.0;72.0;?;?
46.0;-224.0;63.0;16.0;?
76.0;-240.0;59.0;24.0;?
108.0;-274.0;52.0;52.0;?
137.0;-239.0;?;82.0;?
118.0;-241.0;?;83.0;?
107.0;-226.0;?;52.0;?
178.0;-204.0;?;52.0;?
162.0;-217.0;?;50.0;?
?;-205.0;?;61.0;?
?;-171.0;?;30.0;362.0
?;-166.0;91.0;-23.0;396.0
185.0;-134.0;101.0;-9.0;340.0
171.0;-131.0;105.0;49.0;311.0
148.0;?;97.0;2.0;354.0
191.0;-156.0;113.0;18.0;355.0
245.0;?;108.0;14.0;385.0
278.0;?;123.0;-19.0;?
291.0;?;146.0;-40.0;?
270.0;?;133.0;7.0;?
239.0;?;139.0;-16.0;?
212.0;?;167.0;-18.0;?
228.0;?;156.0;38.0;?
244.0;?;173.0;32.0;365.0
256.0;?;194.0;14.0;389.0
264.0;?;196.0;-39.0;425.0
300.0;?;192.0;-9.0;379.0
291.0;?;178.0;-1.0;308.0
217.0;?;165.0;17.0;268.0
147.0;?;172.0;53.0;275.0
163.0;?;190.0;48.0;257.0
141.0;-68.0;201.0;15.0;276.0
152.0;-100.0;211.0;-10.0;298.0
122.0;-141.0;201.0;31.0;325.0
106.0;-152.0;188.0;63.0;299.0
96.0;-155.0;172.0;81.0;315.0
90.0;-209.0;157.0;103.0;315.0
102.0;-231.0;152.0;84.0;301.0
51.0;-246.0;137.0;96.0;338.0
68.0;-245.0;127.0;88.0;356.0
90.0;-263.0;109.0;34.0;391.0
107.0;-251.0;92.0;29.0;387.0
135.0;-233.0;88.0;?;383.0
126.0;-258.0;76.0;?;377.0
109.0;-309.0;61.0;?;380.0
101.0;-276.0;60.0;?;387.0
89.0;-271.0;70.0;?;365.0
86.0;-262.0;72.0;?;393.0
102.0;-253.0;70.0;?;377.0
141.0;-238.0;55.0;?;412.0
155.0;-212.0;?;?;384.0
135.0;-217.0;?;?;402.0
116.0;-224.0;?;70.0;347.0
129.0;-206.0;79.0;50.0;355.0
134.0;-211.0;75.0;54.0;368.0
126.0;-199.0;78.0;24.0;377.0
123.0;-187.0;87.0;19.0;365.0
115.0;-199.0;99.0;30.0;373.0
112.0;-192.0;92.0;41.0;360.0
109.0;-204.0;99.0;29.0;353.0
120.0;-196.0;100.0;32.0;370.0
102.0;-202.0;109.0;43.0;385.0
100.0;-214.0;105.0;54.0;365.0
130.0;-215.0;107.0;61.0;394.0
138.0;-234.0;105.0;38.0;385.0
126.0;-219.0;111.0;18.0;404.0
126.0;-205.0;106.0;47.0;395.0
116.0;-217.0;104.0;43.0;403.0
125.0;-227.0;96.0;45.0;394.0
107.0;-232.0;96.0;17.0;383.0
?;-216.0;?;30.0;362.0
?;-223.0;?;77.0;364.0
?;-236.0;?;91.0;372.0
?;-225.0;?;81.0;365.0
?;-230.0;110.0;60.0;380.0
?;-228.0;99.0;52.0;375.0
?;-206.0;101.0;47.0;399.0
?;-204.0;85.0;15.0;378.0
?;-185.0;80.0;28.0;365.0
143.0;-175.0;83.0;40.0;393.0
121.0;-185.0;82.0;26.0;365.0
115.0;-184.0;92.0;37.0;389.0
116.0;-171.0;93.0;39.0;388.0
126.0;-186.0;100.0;53.0;357.0
114.0;-220.0;108.0;63.0;348.0
96.0;-231.0;105.0;61.0;391.0
85.0;-244.0;113.0;54.0;376.0
92.0;-251.0;112.0;58.0;376.0
90.0;-268.0;108.0;80.0;363.0
79.0;-253.0;104.0;71.0;351.0
86.0;-254.0;101.0;91.0;408.0
98.0;-237.0;94.0;64.0;355.0
92.0;-231.0;91.0;48.0;343.0
31.0;-252.0;78.0;99.0;345.0
23.0;-263.0;77.0;116.0;384.0
113.0;-271.0;65.0;113.0;392.0
159.0;-251.0;64.0;61.0;387.0
119.0;?;56.0;64.0;384.0
79.0;-258.0;56.0;133.0;311.0
49.0;-241.0;48.0;174.0;299.0
151.0;-218.0;35.0;117.0;331.0
196.0;-168.0;49.0;11.0;381.0
186.0;-148.0;48.0;-74.0;360.0
155.0;-115.0;62.0;1.0;300.0
201.0;-74.0;50.0;11.0;335.0
232.0;-68.0;41.0;-10.0;345.0
241.0;-60.0;56.0;?;403.0
221.0;-58.0;89.0;?;378.0
202.0;-49.0;126.0;?;375.0
193.0;-58.0;146.0;?;415.0
227.0;-58.0;146.0;?;404.0
219.0;-90.0;?;?;?
197.0;-122.0;?;-6.0;?
176.0;-146.0;?;-16.0;?
183.0;-168.0;?;15.0;?
224.0;-189.0;?;22.0;?
270.0;-167.0;233.0;-3.0;?
225.0;-186.0;227.0;-61.0;?
219.0;-166.0;200.0;-89.0;445.0
227.0;-136.0;181.0;-92.0;460.0
123.0;-420.0;223.0;49.0;544.0
49.0;-394.0;198.0;79.0;540.0
-29.0;-431.0;176.0;126.0;505.0
-80.0;-485.0;144.0;152.0;493.0
11.0;-450.0;122.0;142.0;389.0
31.0;-385.0;117.0;154.0;321.0
7.0;-356.0;97.0;189.0;336.0
-72.0;-405.0;73.0;217.0;367.0
-71.0;-418.0;33.0;275.0;269.0
-10.0;-398.0;16.0;292.0;238.0
-64.0;-357.0;12.0;256.0;300.0
-127.0;-342.0;-15.0;188.0;285.0
-67.0;-392.0;-45.0;176.0;233.0
-11.0;-394.0;-53.0;216.0;253.0
-40.0;-342.0;-90.0;152.0;293.0
-76.0;-347.0;-129.0;80.0;330.0
-41.0;-290.0;-139.0;22.0;325.0
3.0;-234.0;-96.0;-68.0;354.0
-53.0;-174.0;-66.0;-85.0;389.0
-76.0;-206.0;-153.0;-12.0;357.0
-48.0;-182.0;-119.0;63.0;388.0
-131.0;-336.0;?;134.0;396.0
-117.0;-397.0;?;236.0;368.0
-70.0;-443.0;?;382.0;327.0
9.0;-448.0;?;397.0;253.0
70.0;-392.0;?;355.0;208.0
16.0;-411.0;?;291.0;206.0
-61.0;-412.0;?;247.0;215.0
-172.0;-416.0;?;208.0;249.0
-162.0;-366.0;?;151.0;217.0
-132.0;-331.0;?;95.0;296.0
-17.0;-320.0;?;30.0;397.0
167.0;-133.0;-190.0;-74.0;407.0
90.0;-112.0;-183.0;-43.0;351.0
-27.0;-184.0;-162.0;-45.0;404.0
-52.0;-274.0;-140.0;?;450.0
58.0;-248.0;-110.0;?;539.0
123.0;-136.0;-48.0;?;597.0
231.0;-131.0;20.0;?;508.0
70.0;-179.0;80.0;?;472.0
175.0;-222.0;78.0;?;498.0
139.0;-300.0;105.0;?;557.0
192.0;-315.0;157.0;?;541.0
147.0;-308.0;231.0;62.0;513.0
211.0;-307.0;221.0;58.0;488.0
136.0;-348.0;181.0;55.0;472.0
111.0;-360.0;139.0;73.0;522.0
132.0;-337.0;135.0;50.0;470.0
129.0;-299.0;135.0;13.0;478.0
126.0;-292.0;133.0;-18.0;492.0
117.0;-293.0;116.0;11.0;497.0
134.0;-286.0;91.0;14.0;515.0
174.0;-250.0;85.0;15.0;487.0
165.0;-245.0;82.0;16.0;479.0
163.0;-229.0;95.0;-8.0;492.0
141.0;-204.0;100.0;-18.0;477.0
136.0;-201.0;112.0;-40.0;484.0
134.0;-179.0;112.0;-41.0;450.0
122.0;-174.0;123.0;-31.0;481.0
134.0;-168.0;137.0;-42.0;449.0
128.0;-156.0;146.0;-38.0;443.0
136.0;-165.0;155.0;-11.0;425.0
115.0;-175.0;158.0;14.0;?
119.0;-174.0;159.0;27.0;?
113.0;-166.0;153.0;45.0;?
126.0;-177.0;155.0;28.0;?
157.0;-189.0;154.0;-5.0;?
117.0;-210.0;151.0;29.0;?
126.0;-209.0;137.0;42.0;?
125.0;-185.0;130.0;48.0;?
104.0;?;120.0;58.0;?
86.0;?;117.0;97.0;?
86.0;?;114.0;92.0;?
73.0;?;111.0;112.0;?
67.0;?;101.0;140.0;327.0
67.0;?;90.0;139.0;316.0
39.0;?;81.0;185.0;307.0
5.0;?;73.0;166.0;296.0
-5.0;-303.0;70.0;165.0;336.0
-29.0;-366.0;63.0;205.0;334.0
-46.0;-423.0;47.0;257.0;353.0
-4.0;-466.0;37.0;244.0;397.0
-9.0;-449.0;20.0;242.0;352.0
107.0;-209.0;165.0;-8.0;428.0
124.0;-227.0;172.0;-30.0;451.0
96.0;-220.0;150.0;-49.0;495.0
122.0;-243.0;146.0;15.0;452.0
118.0;-262.0;138.0;91.0;441.0
93.0;-282.0;133.0;92.0;437.0
103.0;-328.0;?;112.0;433.0
101.0;-314.0;?;111.0;409.0
72.0;-320.0;?;106.0;383.0
48.0;-350.0;?;71.0;474.0
68.0;-329.0;?;57.0;450.0
114.0;-320.0;?;51.0;457.0
101.0;-321.0;?;79.0;446.0
118.0;-300.0;?;86.0;451.0
138.0;-267.0;?;46.0;437.0
99.0;-274.0;?;49.0;422.0
?;-268.0;?;30.0;437.0
?;-252.0;?;15.0;408.0
?;-237.0;?;50.0;433.0
?;-216.0;?;21.0;364.0
?;-192.0;75.0;30.0;370.0
?;-218.0;82.0;8.0;364.0
?;-225.0;79.0;1.0;398.0
?;-223.0;81.0;15.0;404.0
69.0;-243.0;89.0;50.0;424.0
62.0;-264.0;86.0;?;394.0
52.0;-294.0;85.0;?;429.0
44.0;-303.0;88.0;57.0;453.0
64.0;-312.0;89.0;63.0;451.0
74.0;-310.0;80.0;?;428.0
96.0;-315.0;79.0;?;461.0
-145.0;-83.0;43.0;?;128.0
-139.0;-134.0;47.0;?;222.0
-54.0;?;-4.0;?;234.0
34.0;?;-12.0;?;246.0
67.0;?;2.0;?;222.0
122.0;?;-1.0;?;358.0
163.0;-291.0;2.0;?;457.0
151.0;-335.0;2.0;-26.0;607.0
220.0;-323.0;1.0;-78.0;609.0
320.0;-247.0;-6.0;-89.0;617.0
395.0;-201.0;-31.0;-144.0;705.0
411.0;-191.0;-22.0;-192.0;691.0
445.0;-178.0;61.0;?;636.0
368.0;-180.0;175.0;?;558.0
328.0;-186.0;205.0;?;561.0
307.0;-199.0;172.0;?;553.0
302.0;-172.0;188.0;?;512.0
293.0;-115.0;257.0;?;448.0
263.0;-78.0;272.0;-35.0;443.0
233.0;-78.0;237.0;-8.0;424.0
262.0;-47.0;241.0;-50.0;484.0
248.0;-28.0;240.0;-91.0;457.0
251.0;-14.0;248.0;?;428.0
265.0;15.0;259.0;?;387.0
238.0;2.0;263.0;?;421.0
191.0;-16.0;250.0;?;437.0
-116.0;-501.0;-128.0;?;498.0
-88.0;-458.0;-107.0;?;497.0
-130.0;-402.0;-158.0;?;493.0
-148.0;-384.0;-180.0;?;469.0
-166.0;-342.0;-139.0;?;461.0
-149.0;-322.0;-113.0;?;435.0
-153.0;-314.0;-98.0;?;375.0
-166.0;-394.0;-89.0;?;400.0
10.0;-405.0;-55.0;309.0;349.0
109.0;-317.0;-22.0;195.0;292.0
63.0;-197.0;-16.0;34.0;229.0
-11.0;-487.0;-54.0;229.0;289.0
-43.0;-507.0;-77.0;141.0;410.0
-49.0;-489.0;-95.0;10.0;596.0
18.0;-452.0;-151.0;-121.0;716.0
136.0;-388.0;-208.0;-294.0;771.0
29.0;-345.0;38.0;209.0;351.0
28.0;-331.0;52.0;149.0;368.0
36.0;-310.0;68.0;95.0;331.0
41.0;-301.0;62.0;99.0;312.0
7.0;-302.0;46.0;119.0;309.0
-28.0;-307.0;26.0;162.0;319.0
-10.0;-331.0;7.0;152.0;362.0
2.0;-361.0;2.0;148.0;385.0
67.0;-325.0;2.0;94.0;375.0
132.0;-303.0;2.0;63.0;383.0
130.0;-262.0;-11.0;24.0;414.0
116.0;-241.0;-4.0;59.0;382.0
112.0;-224.0;5.0;85.0;373.0
112.0;-206.0;96.0;40.0;427.0
97.0;-212.0;101.0;48.0;393.0
102.0;-221.0;112.0;52.0;353.0
71.0;-216.0;117.0;58.0;371.0
92.0;-225.0;122.0;79.0;383.0
88.0;-237.0;120.0;82.0;361.0
105.0;-267.0;111.0;61.0;388.0
107.0;-251.0;107.0;40.0;388.0
?;-225.0;95.0;55.0;382.0
?;-215.0;89.0;37.0;411.0
?;-224.0;82.0;-7.0;414.0
?;-234.0;75.0;41.0;385.0
?;-245.0;92.0;398.0;42.0
?;-326.0;106.0;300.0;139.0
?;-284.0;131.0;156.0;229.0
?;-169.0;92.0;92.0;206.0
?;-177.0;38.0;69.0;224.0
?;-243.0;-52.0;81.0;313.0
100.0;-287.0;-60.0;62.0;337.0
117.0;-271.0;-24.0;61.0;405.0
108.0;-306.0;19.0;27.0;424.0
41.0;-400.0;86.0;-4.0;545.0
-16.0;-427.0;41.0;-17.0;583.0
50.0;-447.0;-6.0;38.0;601.0
111.0;-355.0;3.0;95.0;565.0
220.0;-379.0;37.0;111.0;585.0
39.0;-530.0;46.0;90.0;680.0
28.0;-505.0;56.0;85.0;471.0
40.0;-429.0;91.0;138.0;414.0
3.0;-408.0;99.0;229.0;359.0
-42.0;-405.0;79.0;331.0;353.0
6.0;-396.0;63.0;386.0;371.0
88.0;-367.0;92.0;329.0;356.0
153.0;-336.0;93.0;282.0;264.0
106.0;-324.0;41.0;323.0;225.0
100.0;-285.0;4.0;284.0;182.0
8.0;-232.0;-33.0;270.0;152.0
-66.0;-319.0;-70.0;191.0;188.0
-201.0;-175.0;-78.0;133.0;112.0
-68.0;-107.0;-68.0;53.0;128.0
-88.0;-67.0;-72.0;-68.0;163.0
-76.0;-78.0;-94.0;-135.0;253.0
-82.0;-55.0;-94.0;-113.0;249.0
-115.0;-76.0;-90.0;7.0;256.0
-68.0;-124.0;-88.0;225.0;318.0
-187.0;-375.0;-70.0;347.0;448.0
21.0;-544.0;-42.0;258.0;730.0
177.0;-486.0;4.0;-38.0;858.0
234.0;-342.0;59.0;-226.0;716.0
488.0;-136.0;58.0;-147.0;539.0
448.0;-77.0;23.0;26.0;333.0
306.0;-186.0;19.0;146.0;308.0
110.0;-388.0;44.0;271.0;315.0
?;-405.0;?;344.0;350.0
?;-343.0;?;330.0;337.0
77.0;-282.0;193.0;161.0;326.0
94.0;-281.0;18.0;66.0;352.0
171.0;-261.0;42.0;-2.0;302.0
139.0;-228.0;22.0;-65.0;358.0
145.0;-103.0;-29.0;-137.0;457.0
183.0;-86.0;-40.0;-84.0;435.0
168.0;-195.0;28.0;4.0;434.0
178.0;-241.0;78.0;-52.0;547.0
?;-206.0;66.0;-91.0;519.0
?;-141.0;63.0;-69.0;511.0
?;-121.0;89.0;13.0;450.0
?;-151.0;135.0;60.0;451.0
?;-203.0;151.0;90.0;398.0
75.0;-268.0;169.0;24.0;450.0
-9.0;-354.0;253.0;19.0;491.0
-48.0;-351.0;271.0;99.0;368.0
-67.0;-362.0;223.0;170.0;355.0
-194.0;-492.0;175.0;262.0;343.0
-285.0;-661.0;158.0;395.0;309.0
-290.0;-721.0;123.0;462.0;286.0
?;-721.0;93.0;415.0;303.0
?;-695.0;49.0;303.0;354.0
?;-693.0;-44.0;278.0;321.0
?;-727.0;-97.0;283.0;254.0
?;-746.0;-158.0;406.0;278.0
?;-781.0;-256.0;428.0;307.0
?;-764.0;-301.0;445.0;328.0
?;-745.0;-283.0;396.0;283.0
?;-730.0;-297.0;386.0;267.0
?;-708.0;-363.0;366.0;273.0
?;-637.0;-403.0;269.0;287.0
?;-445.0;-228.0;-466.0;359.0
?;-291.0;-206.0;-501.0;494.0
?;-249.0;-216.0;-562.0;499.0
?;-222.0;-149.0;-759.0;612.0
?;-181.0;-58.0;-758.0;708.0
?;-152.0;-36.0;-649.0;784.0
?;-258.0;-99.0;-637.0;725.0
?;-386.0;-102.0;-622.0;636.0
151.0;-261.0;18.0;-722.0;701.0
107.0;-161.0;64.0;-703.0;745.0
146.0;-136.0;132.0;-837.0;759.0
119.0;-216.0;198.0;-611.0;630.0
22.0;-224.0;268.0;-686.0;662.0
-21.0;-248.0;246.0;-697.0;637.0
56.0;-234.0;114.0;-750.0;721.0
26.0;-251.0;184.0;-686.0;754.0
-5.0;-290.0;219.0;-783.0;687.0
-43.0;-236.0;210.0;-836.0;769.0
-48.0;-279.0;154.0;-795.0;843.0
-45.0;-221.0;206.0;-785.0;779.0
-34.0;-203.0;162.0;-799.0;711.0
-48.0;-172.0;187.0;-821.0;751.0
-49.0;-207.0;240.0;-770.0;751.0
10.0;-220.0;118.0;-758.0;750.0
65.0;-221.0;122.0;-784.0;722.0
59.0;-180.0;187.0;-857.0;746.0
59.0;-146.0;182.0;-809.0;808.0
89.0;-194.0;175.0;-865.0;857.0
98.0;-162.0;186.0;-833.0;836.0
110.0;-170.0;207.0;-820.0;838.0
116.0;-200.0;213.0;-827.0;805.0
120.0;-161.0;214.0;-859.0;792.0
149.0;-118.0;223.0;-880.0;791.0
166.0;-158.0;265.0;-870.0;806.0
143.0;-152.0;296.0;-835.0;843.0
161.0;-154.0;287.0;-837.0;797.0
155.0;-98.0;260.0;-859.0;761.0
166.0;-94.0;267.0;-861.0;760.0
147.0;-107.0;290.0;-841.0;756.0
156.0;-147.0;287.0;-890.0;791.0
127.0;-118.0;293.0;-897.0;800.0
173.0;-119.0;286.0;-868.0;788.0
175.0;-50.0;294.0;-922.0;758.0
204.0;-147.0;287.0;-864.0;719.0
179.0;-89.0;281.0;-846.0;729.0
161.0;-122.0;295.0;-907.0;762.0
145.0;-129.0;277.0;-789.0;805.0
173.0;-165.0;268.0;-791.0;734.0
153.0;-92.0;298.0;-840.0;704.0
169.0;-51.0;317.0;-818.0;698.0
159.0;-119.0;299.0;-884.0;709.0
179.0;-88.0;300.0;-898.0;757.0
184.0;-136.0;269.0;-858.0;769.0
178.0;-125.0;257.0;-831.0;750.0
173.0;-136.0;265.0;-862.0;677.0
145.0;-126.0;253.0;-868.0;777.0
146.0;-153.0;276.0;-868.0;819.0
126.0;-147.0;300.0;-884.0;808.0
?;-106.0;271.0;-850.0;778.0
?;-110.0;263.0;-854.0;774.0
?;-120.0;280.0;-855.0;703.0
?;-104.0;245.0;-900.0;752.0
?;-153.0;271.0;-884.0;842.0
?;-160.0;276.0;-874.0;855.0
?;-147.0;253.0;-873.0;836.0
?;-95.0;300.0;-853.0;804.0
?;-126.0;300.0;-859.0;801.0
?;-150.0;280.0;-859.0;814.0
?;-179.0;264.0;-872.0;820.0
?;-157.0;275.0;-851.0;796.0
128.0;-172.0;275.0;-911.0;817.0
108.0;-152.0;283.0;-873.0;911.0
125.0;-177.0;302.0;-982.0;897.0
98.0;-197.0;308.0;-928.0;1030.0
117.0;-98.0;291.0;-748.0;1068.0
135.0;-193.0;275.0;-736.0;872.0
110.0;-237.0;275.0;-767.0;758.0
69.0;-249.0;279.0;-685.0;761.0
62.0;-243.0;304.0;-669.0;759.0
81.0;-342.0;291.0;-659.0;749.0
74.0;-332.0;294.0;-624.0;803.0
79.0;-329.0;407.0;-689.0;720.0
-326.0;-567.0;12.0;-446.0;627.0
-322.0;-533.0;37.0;-402.0;631.0
-325.0;-499.0;11.0;-352.0;623.0
-333.0;-529.0;-15.0;-337.0;593.0
-243.0;-641.0;-26.0;-273.0;601.0
-342.0;-633.0;-37.0;-266.0;630.0
-326.0;-674.0;-80.0;-111.0;521.0
-244.0;-685.0;-130.0;-214.0;?
-292.0;-703.0;-122.0;-261.0;?
-326.0;-601.0;-152.0;-254.0;?
-278.0;-613.0;-171.0;-198.0;?
-187.0;-589.0;-174.0;-141.0;?
-115.0;-513.0;-158.0;-129.0;?
-83.0;-539.0;-251.0;-81.0;?
-166.0;-657.0;-222.0;-107.0;?
-227.0;-750.0;-271.0;-23.0;?
-218.0;-673.0;-216.0;-51.0;?
-201.0;-608.0;-198.0;-114.0;313.0
-151.0;-640.0;-210.0;-45.0;316.0
-169.0;-745.0;-192.0;-214.0;219.0
-194.0;-730.0;-163.0;-39.0;325.0
-203.0;-526.0;-257.0;65.0;484.0
-133.0;-416.0;-343.0;416.0;569.0
-116.0;-663.0;-353.0;-30.0;373.0
-236.0;-699.0;-285.0;521.0;163.0
-520.0;-805.0;-279.0;445.0;207.0
-465.0;-838.0;-364.0;468.0;223.0
-219.0;-775.0;-425.0;763.0;-12.0
-371.0;-712.0;-368.0;591.0;2.0
-348.0;-888.0;-284.0;795.0;-33.0
-505.0;-774.0;-369.0;882.0;-230.0
-381.0;-803.0;-431.0;245.0;-295.0
-444.0;-698.0;-515.0;289.0;-441.0
-358.0;-60.0;-573.0;999.0;114.0
-195.0;-304.0;-601.0;957.0;130.0
-87.0;-1099.0;-609.0;1130.0;-365.0
-576.0;-1122.0;-574.0;4.0;-529.0
-666.0;-705.0;-805.0;1119.0;-199.0
-392.0;-657.0;-833.0;367.0;-148.0
-432.0;-615.0;-796.0;756.0;-67.0
-360.0;-663.0;125.0;734.0;24.0
-366.0;-819.0;-121.0;998.0;-117.0
-404.0;-1043.0;-956.0;775.0;-131.0
-366.0;-1063.0;-972.0;576.0;-120.0
-342.0;-844.0;-799.0;627.0;-179.0
-310.0;-747.0;-584.0;384.0;-33.0
-237.0;-418.0;-574.0;518.0;144.0
-84.0;-156.0;-508.0;408.0;151.0
-168.0;-151.0;-716.0;141.0;179.0
?;-131.0;-792.0;120.0;250.0
?;-151.0;-775.0;97.0;330.0
?;-202.0;-703.0;112.0;308.0
?;-284.0;-593.0;120.0;257.0
?;-365.0;-434.0;122.0;296.0
?;-396.0;-260.0;219.0;278.0
?;-382.0;-208.0;256.0;340.0
?;-428.0;-207.0;334.0;359.0
?;-403.0;-202.0;344.0;317.0
?;-419.0;-189.0;532.0;244.0
21.0;-476.0;-165.0;545.0;285.0
-101.0;-522.0;-133.0;442.0;184.0
-94.0;-548.0;-152.0;405.0;32.0
-122.0;-514.0;-177.0;337.0;40.0
-246.0;-552.0;-209.0;?;37.0
-295.0;-630.0;-222.0;?;65.0
-251.0;-646.0;-231.0;?;155.0
-228.0;-607.0;-226.0;?;187.0
-136.0;-537.0;-234.0;?;187.0
-106.0;-488.0;-316.0;?;187.0
-168.0;-593.0;-309.0;?;210.0
-235.0;-615.0;-336.0;?;243.0
-213.0;-567.0;-371.0;?;313.0
-155.0;-551.0;-351.0;?;361.0
-117.0;-547.0;-315.0;?;385.0
-107.0;-574.0;-279.0;?;428.0
?;-561.0;-243.0;?;464.0
-90.0;-558.0;?;82.0;536.0
-29.0;-517.0;?;57.0;523.0
13.0;-449.0;?;30.0;556.0
39.0;-410.0;?;1.0;557.0
39.0;-387.0;?;-39.0;514.0
24.0;-399.0;?;38.0;505.0
47.0;-365.0;?;59.0;494.0
48.0;-312.0;?;77.0;483.0
30.0;-259.0;?;29.0;482.0
33.0;-172.0;?;108.0;414.0
143.0;-172.0;19.0;69.0;341.0
257.0;-53.0;26.0;-178.0;362.0
335.0;133.0;26.0;-101.0;311.0
210.0;57.0;46.0;77.0;142.0
249.0;-106.0;65.0;176.0;119.0
175.0;-197.0;59.0;176.0;252.0
76.0;-205.0;111.0;66.0;322.0
94.0;-150.0;142.0;8.0;293.0
129.0;-161.0;245.0;20.0;295.0
38.0;-267.0;250.0;51.0;320.0
89.0;-331.0;50.0;102.0;360.0
58.0;-370.0;-31.0;114.0;436.0
57.0;-333.0;90.0;115.0;444.0
55.0;-378.0;141.0;79.0;482.0
107.0;-413.0;107.0;93.0;543.0
-10.0;-514.0;60.0;99.0;554.0
89.0;-504.0;27.0;151.0;573.0
146.0;-483.0;32.0;136.0;616.0
168.0;-504.0;40.0;113.0;629.0
151.0;-440.0;59.0;69.0;599.0
193.0;-396.0;60.0;39.0;532.0
143.0;-369.0;50.0;41.0;444.0
33.0;-405.0;46.0;82.0;454.0
-40.0;-370.0;30.0;194.0;420.0
93.0;-300.0;?;213.0;375.0
124.0;-234.0;?;203.0;387.0
421.0;-224.0;?;95.0;328.0
167.0;?;?;50.0;281.0
-59.0;?;?;39.0;210.0
-117.0;?;?;25.0;227.0
-109.0;?;?;28.0;204.0
-117.0;?;?;59.0;190.0
-92.0;?;?;89.0;251.0
-51.0;?;?;122.0;294.0
9.0;?;?;154.0;271.0
-17.0;?;?;192.0;258.0
-30.0;?;?;213.0;281.0
13.0;-373.0;-23.0;135.0;388.0
75.0;-373.0;-10.0;60.0;508.0
142.0;?;-23.0;-3.0;528.0
212.0;?;-18.0;-11.0;437.0
256.0;-240.0;-26.0;0.0;476.0
245.0;-336.0;-33.0;2.0;534.0
213.0;-344.0;-40.0;4.0;577.0
170.0;-322.0;24.0;-62.0;572.0
146.0;-282.0;102.0;-99.0;582.0
155.0;-281.0;113.0;-129.0;619.0
156.0;-250.0;79.0;-106.0;574.0
186.0;-255.0;81.0;-41.0;524.0
193.0;-251.0;115.0;9.0;520.0
177.0;-252.0;142.0;27.0;536.0
135.0;-238.0;160.0;39.0;470.0
106.0;-257.0;180.0;82.0;474.0
86.0;-269.0;193.0;74.0;471.0
134.0;-227.0;185.0;16.0;440.0
148.0;-206.0;157.0;-8.0;441.0
89.0;-202.0;170.0;8.0;369.0
46.0;-224.0;176.0;81.0;359.0
36.0;-266.0;161.0;96.0;372.0
53.0;-283.0;134.0;177.0;392.0
81.0;-245.0;126.0;133.0;384.0
123.0;-264.0;128.0;55.0;404.0
117.0;-290.0;113.0;12.0;370.0
56.0;-275.0;85.0;37.0;363.0
0.0;-302.0;63.0;70.0;420.0
24.0;-279.0;52.0;62.0;428.0
40.0;-318.0;60.0;40.0;521.0
82.0;-303.0;89.0;?;528.0
263.0;-253.0;78.0;?;480.0
201.0;-227.0;46.0;?;513.0
129.0;-277.0;48.0;?;480.0
135.0;-252.0;51.0;?;467.0
34.0;-264.0;69.0;?;459.0
27.0;-264.0;77.0;?;474.0
41.0;-296.0;99.0;?;454.0
11.0;-293.0;100.0;?;462.0
81.0;-320.0;132.0;?;444.0
109.0;-291.0;130.0;?;453.0
106.0;-282.0;137.0;?;441.0
96.0;-283.0;129.0;?;433.0
88.0;-275.0;90.0;?;424.0
83.0;-255.0;68.0;-54.0;439.0
