InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
-62;-62;23;-215.0;-103
-130;-130;51;-241.0;-91
-59;?;37;-230.0;-119
-107;?;46;-57.0;-87
-89;?;49;68.0;-115
-98;?;51;149.0;-93
-101;?;65;225.0;-83
-66;?;71;240.0;-79
-23;?;62;214.0;-36
-42;-42;44;214.0;-20
-53;-53;64;206.0;-25
-36;-36;38;226.0;8
-105;-105;9;222.0;15
-227;-227;151;230.0;-36
-329;-329;143;200.0;64
-298;-298;69;215.0;201
-73;-73;257;220.0;182
398;398;485;205.0;-37
407;407;429;233.0;-47
-736;-736;109;304.0;424
-1536;-1536;139;273.0;341
-1034;?;563;91.0;-131
-264;?;616;59.0;-52
9;?;379;-126.0;79
-254;?;261;-184.0;88
-803;?;61;-180.0;150
-1128;?;-78;-116.0;103
-1572;?;-128;-166.0;173
-1002;?;-1;-246.0;29
?;?;44;365.0;-62
?;?;57;427.0;-62
?;?;45;386.0;-39
?;?;51;309.0;-45
?;?;55;197.0;?
?;-98;?;174.0;?
?;-148;?;108.0;?
?;-269;?;100.0;?
?;-202;?;68.0;?
?;-529;?;6.0;?
?;-545;?;33.0;?
?;-17;?;104.0;?
?;-959;?;148.0;?
?;-1657;335;178.0;?
?;-837;322;183.0;?
-239;-239;285;134.0;?
239;239;518;182.0;?
734;734;550;-2.0;?
725;725;453;-212.0;?
-126;-126;325;-314.0;?
-624;-624;298;-310.0;-140
-804;-804;256;-312.0;-151
-466;-466;254;-234.0;-158
-252;-252;319;-144.0;-289
-2064;-2064;-134;-137.0;-509
-1964;-1964;-234;-118.0;-626
-2127;-2127;-505;-83.0;-1356
-3316;-3316;-963;-58.0;-607
165;165;-274;-51.0;1370
3795;3795;-385;-74.0;614
3669;3669;-1278;-133.0;-479
1449;1449;-486;-166.0;-303
-187;-187;258;-240.0;-181
2;2;-89;-325.0;38
3;3;53;-324.0;-52
-54;-54;59;-307.0;-36
13;?;-21;-258.0;4
-51;?;79;-65.0;-52
-26;?;-12;86.0;12
-60;?;37;224.0;-19
-72;?;58;292.0;-38
-8;-8;43;276.0;-26
0;0;39;325.0;-13
-11;-11;36;335.0;-8
-21;-21;33;357.0;-6
-36;-36;40;290.0;-11
-27;-27;48;262.0;-11
-54;-54;12;259.0;26
-59;-59;44;200.0;-3
-41;-41;61;153.0;-12
-215;-215;37;159.0;43
-385;-385;95;176.0;?
-265;-265;76;176.0;?
50;50;154;191.0;36
369;369;474;173.0;-203
88;88;312;170.0;-264
-578;-578;252;88.0;-233
-650;-650;613;109.0;-178
-291;-291;507;88.0;-37
-304;-304;393;-33.0;53
-984;-984;200;-85.0;113
-2111;-2111;144;-48.0;-80
-2322;-2322;119;-83.0;-137
-2045;-2045;-291;-98.0;134
-2040;-2040;-88;-96.0;-34
-959;-959;159;-127.0;-235
-449;-449;62;-122.0;-211
-509;-509;160;-178.0;-237
-632;-632;73;-154.0;-216
-1096;-1096;-252;-125.0;-44
-771;-771;-335;-88.0;55
-1198;-1198;-362;-127.0;-78
-1072;-1072;-688;-114.0;177
-1607;-1607;-372;-136.0;-134
-716;-716;?;-58.0;114
2976;2976;?;-108.0;909
2078;2078;?;-128.0;-177
131;131;?;-132.0;-230
246;246;?;-172.0;280
-66;-66;?;-209.0;-166
93;93;?;-269.0;44
0;0;?;-311.0;15
-33;-33;?;-392.0;-38
72;72;?;-298.0;41
14;14;?;-172.0;-18
42;42;?;-76.0;30
24;24;?;-24.0;7
25;25;?;106.0;0
10;10;-1;85.0;5
-5;-5;-1;108.0;6
-31;-31;1;44.0;7
-42;-42;-2;-26.0;12
-4;-4;-7;-20.0;15
-11;-11;12;-50.0;-1
-37;-37;14;-80.0;-3
-30;-30;2;-35.0;-5
-29;-29;9;-5.0;1
-37;-37;7;55.0;-5
-36;-36;3;64.0;-4
-75;-75;5;121.0;28
-117;-117;15;138.0;6
-117;-117;55;158.0;5
-140;-140;31;175.0;-1
6;6;124;237.0;14
226;226;224;248.0;134
112;112;70;236.0;220
327;327;73;186.0;222
1180;1180;98;182.0;118
1381;1381;142;137.0;91
1011;1011;195;182.0;212
547;547;239;88.0;301
-554;-554;441;-29.0;376
-1087;-1087;197;-60.0;446
-762;-762;-5;2.0;507
-1204;-1204;38;26.0;424
-1507;-1507;-120;10.0;242
-680;-680;-70;56.0;167
43;43;95;116.0;75
724;724;209;138.0;-104
1570;1570;321;140.0;?
1230;1230;141;112.0;?
425;425;-27;116.0;?
-269;-269;-156;84.0;?
-872;-872;-274;76.0;?
-180;-180;7;97.0;?
23;23;-244;88.0;?
819;819;128;83.0;?
2908;2908;782;?;?
1865;1865;-580;46.0;?
-288;-288;-1296;1.0;?
-57;-57;-356;-72.0;?
205;205;93;-162.0;?
-146;-146;75;-197.0;-39
8;8;60;-232.0;18
34;34;6;-295.0;24
-48;-48;9;-332.0;4
-22;-22;51;-333.0;24
-62;-62;?;-281.0;11
-38;-38;?;-264.0;22
-37;-37;?;-189.0;5
-38;-38;?;-164.0;6
-38;-38;?;-87.0;13
-19;-19;?;-39.0;6
11;11;?;-30.0;2
-16;-16;?;40.0;6
-26;-26;?;55.0;3
12;12;?;79.0;0
-19;-19;?;72.0;9
-32;-32;41;87.0;14
20;20;45;60.0;5
-20;-20;50;-11.0;1
-37;-37;44;-36.0;4
31;31;44;-47.0;0
4;4;53;5.0;-5
16;16;48;70.0;-2
40;40;45;34.0;2
-11;-11;50;47.0;-1
3;3;47;17.0;-6
15;15;45;11.0;-3
21;21;40;28.0;1
17;17;38;30.0;3
2;2;35;25.0;6
2;2;30;-41.0;8
-25;-25;43;-39.0;2
?;-7;46;-62.0;-3
?;5;28;-57.0;16
?;-75;20;4.0;17
?;-102;40;2.0;-4
?;-53;55;-7.0;0
?;-20;52;-5.0;4
?;20;61;22.0;-9
?;13;56;15.0;-7
?;11;41;62.0;0
?;40;47;51.0;-2
?;22;48;76.0;-1
?;5;44;91.0;1
?;2;47;111.0;2
19;19;42;96.0;7
39;39;46;89.0;1
13;13;52;67.0;?
-27;-27;46;19.0;?
-21;-21;48;12.0;?
11;11;44;0.0;?
1;1;43;39.0;?
-24;-24;47;21.0;?
-12;-12;43;13.0;?
-17;-17;44;-3.0;?
-38;-38;45;-3.0;?
-13;-13;43;10.0;?
-13;-13;48;29.0;?
-26;-26;51;2.0;-3
0;0;51;51.0;-2
14;14;48;44.0;-4
15;15;39;39.0;7
8;?;40;30.0;7
0;?;45;14.0;0
-12;-12;48;30.0;-1
-14;-14;50;34.0;-2
?;4;46;31.0;1
?;12;48;25.0;3
13;13;47;37.0;4
-13;-13;41;31.0;6
-6;-6;45;33.0;?
13;13;50;31.0;?
-6;-6;47;14.0;?
4;4;45;?;?
-16;-16;47;?;?
-18;-18;44;?;?
9;9;43;?;?
3;3;49;?;?
4;4;49;-35.0;?
-14;-14;44;-19.0;?
-3;-3;46;-18.0;?
21;21;56;-60.0;?
24;24;59;-55.0;?
12;12;66;-22.0;?
62;62;53;-31.0;-8
142;142;57;-38.0;-13
90;90;96;-22.0;-45
255;255;9;25.0;31
327;327;172;25.0;?
1145;1145;423;25.0;?
2259;2259;305;48.0;?
1519;1519;301;111.0;?
1185;1185;277;137.0;?
1540;1540;-84;162.0;?
1339;1339;334;193.0;?
1551;1551;395;178.0;?
?;1635;490;158.0;?
?;1374;1255;133.0;?
?;930;-1196;139.0;?
?;1216;-1824;111.0;?
?;1166;541;132.0;?
?;93;153;113.0;95
?;-25;-9;87.0;?
?;21;247;46.0;?
-88;-88;3;-66.0;?
37;37;169;-69.0;?
-33;-33;85;-50.0;?
-17;-17;104;-29.0;?
6956;6956;1071;738.0;?
7776;7776;1112;697.0;?
7396;7396;184;641.0;?
6090;6090;-465;533.0;?
2695;2695;-226;405.0;-481
1282;1282;174;405.0;-428
1804;1804;392;400.0;-263
1555;1555;606;363.0;-43
1612;1612;737;372.0;170
1290;1290;677;407.0;399
409;409;547;404.0;594
127;127;333;420.0;574
-473;-473;7;400.0;330
-1842;-1842;-115;311.0;300
-2823;-2823;-56;260.0;398
-3086;-3086;-135;217.0;377
-2222;-2222;-281;166.0;484
-396;-396;-466;120.0;577
563;563;-494;69.0;882
2598;2598;-648;-34.0;705
?;4437;-945;-40.0;-41
?;1915;-775;-169.0;158
?;-263;-411;-290.0;555
?;-69;62;-395.0;450
?;-41;230;-452.0;257
-37;-37;4;-469.0;85
-75;-75;9;-525.0;77
-98;-98;37;-585.0;85
-50;-50;14;-513.0;72
-51;-51;-3;-367.0;61
-76;-76;8;-274.0;56
-86;-86;77;-154.0;79
-68;-68;57;-43.0;76
-70;-70;37;-26.0;53
-101;-101;41;34.0;35
-70;-70;47;38.0;40
-62;-62;53;109.0;38
-46;-46;66;155.0;44
41;41;78;184.0;37
65;65;52;208.0;0
-5;-5;50;243.0;-26
-334;-334;15;271.0;-148
-438;-438;-23;271.0;-208
-374;-374;103;308.0;-227
-291;-291;127;341.0;-320
443;443;-7;357.0;-213
472;472;108;388.0;-518
-817;-817;148;336.0;-1414
-1380;-1380;33;335.0;-1136
-1149;-1149;256;328.0;-235
-565;-565;545;292.0;-347
617;617;498;96.0;-327
679;679;298;-62.0;-166
-85;-85;205;-88.0;-295
-626;-626;107;-146.0;-112
-1664;-1664;90;-168.0;-8
-1094;-1094;430;-156.0;283
87;87;437;-186.0;678
-1447;-1447;-227;-220.0;426
-1098;-1098;-531;-192.0;1325
-1991;-1991;-313;-195.0;2111
-3133;-3133;-706;-176.0;1681
3612;3612;-239;-172.0;1723
6424;6424;1140;-152.0;504
2169;2169;-560;-193.0;-614
325;325;-2317;-234.0;-523
320;320;-830;-294.0;-408
227;227;142;-388.0;86
86;86;-25;-350.0;63
-37;-37;13;-358.0;-36
-102;-102;45;-359.0;89
-52;-52;33;-180.0;27
-66;-66;13;33.0;22
-87;-87;17;223.0;24
-72;-72;26;261.0;32
-98;-98;27;307.0;26
-89;-89;26;367.0;29
-99;-99;28;403.0;28
-111;-111;46;354.0;31
-68;-68;64;328.0;23
-80;-80;15;332.0;-17
-196;-196;57;311.0;-35
-511;-511;64;258.0;-140
-303;-303;-35;305.0;-239
-315;-315;148;280.0;-353
-124;-124;378;311.0;-499
884;884;142;352.0;-413
-219;-219;27;438.0;-954
-975;-975;478;400.0;-2227
-437;-437;616;215.0;-1744
-572;-572;514;168.0;-372
525;525;691;147.0;-460
1306;1306;520;-5.0;-387
351;351;223;-97.0;-113
71;71;419;-149.0;-295
-209;-209;287;-192.0;71
228;228;471;-174.0;135
114;114;565;-243.0;?
-1368;-1368;-193;-209.0;?
-509;-509;95;-202.0;?
-4592;-4592;-1401;-181.0;?
-3648;-3648;-1795;-152.0;?
6636;6636;134;-144.0;?
4788;4788;-854;-159.0;?
-626;-626;-608;-172.0;?
427;427;-324;-273.0;?
801;801;-788;-343.0;?
336;336;149;-418.0;?
95;95;-48;-462.0;?
-16;-16;-58;-488.0;?
-86;-86;131;-292.0;?
39;39;-41;-63.0;?
?;52;20;49.0;?
?;5;22;172.0;?
?;-45;44;276.0;?
?;-121;35;345.0;?
?;-74;26;361.0;?
?;-87;51;337.0;?
?;-97;51;339.0;?
?;-139;75;399.0;28
?;-500;113;378.0;-130
?;-636;15;352.0;-235
?;-450;82;334.0;-233
?;-283;476;280.0;-421
?;726;664;239.0;-317
?;409;130;334.0;-654
?;-1320;70;310.0;-1846
?;-1361;802;157.0;-1828
?;-1901;557;130.0;-811
?;-1687;474;134.0;-512
-431;-431;446;-62.0;-641
-376;-376;-51;-302.0;-527
-1088;-1088;-132;-305.0;-471
-1663;-1663;-238;-252.0;-400
-347;-347;295;-349.0;-50
-1956;-1956;-495;-351.0;213
1247;1247;614;-372.0;2034
-254;-254;-631;-380.0;3294
-7463;-7463;-4344;-360.0;1416
3484;3484;100;-335.0;433
5738;5738;841;-307.0;814
-1896;-1896;-797;-298.0;1033
537;537;1908;-372.0;1000
?;394;1042;-373.0;294
?;193;366;-496.0;51
?;412;286;-441.0;59
?;-197;-148;-454.0;11
?;152;114;-322.0;55
?;-86;-21;-75.0;21
-22;-22;37;90.0;24
10;10;44;254.0;29
-5;-5;13;318.0;29
-79;-79;28;363.0;21
-55;-55;26;348.0;34
-82;-82;44;314.0;22
-14;-14;48;322.0;15
36;36;15;337.0;0
-375;-375;21;381.0;-117
-374;-374;45;376.0;-197
-590;-590;-24;378.0;-446
21;21;315;387.0;-484
1459;1459;359;318.0;-526
781;781;202;363.0;-1644
-110;-110;1152;504.0;-2224
-244;-244;978;398.0;-1159
431;431;443;195.0;-525
1328;1328;555;285.0;-827
6;6;-186;125.0;-759
-1506;-1506;-151;-73.0;-396
-1085;-1085;16;-82.0;4
-823;-823;-215;-1.0;314
-769;-769;-108;-84.0;346
-878;-878;-223;-123.0;574
-321;-321;-89;-116.0;1185
-99;-99;-30;-112.0;1809
-1522;-1522;-433;-155.0;2116
3442;3442;141;-215.0;1883
5570;5570;1354;-239.0;1097
-106;-106;1223;-247.0;381
-3;-3;345;-273.0;143
561;561;-1;-299.0;65
-297;-297;43;-328.0;-8
251;251;68;-397.0;19
-91;-91;56;-549.0;60
?;79;30;-473.0;37
?;127;17;-300.0;25
?;33;0;-143.0;27
?;-47;-19;-87.0;-11
?;-103;57;-49.0;38
?;-106;-3;98.0;-20
?;-183;-119;204.0;-111
-116;-116;-1;311.0;23
-93;-93;41;371.0;36
-91;-91;35;413.0;19
-12;-12;0;420.0;-50
-98;-98;-12;386.0;-135
-231;-231;3;286.0;-240
-125;-125;136;217.0;-377
435;?;265;315.0;-72
704;?;-515;357.0;49
-1023;?;-624;365.0;-67
-1634;?;232;350.0;-171
27;?;355;450.0;-662
185;?;319;471.0;-832
48;?;169;212.0;-560
47;?;7;70.0;-492
-388;?;39;78.0;-483
-438;?;26;-30.0;-311
-359;?;-32;-151.0;-257
-214;?;-175;-229.0;-165
?;?;-84;-344.0;208
?;?;-378;-408.0;713
?;-789;-544;?;1603
?;-164;-726;?;1521
?;665;-1061;?;12
?;644;-259;?;-504
?;155;121;-295.0;-74
?;-5;-19;-292.0;22
?;-64;150;-343.0;5
?;-51;32;-398.0;4
-8;-8;49;-361.0;18
-37;-37;79;-369.0;19
-69;-69;32;-280.0;-14
42;42;70;-230.0;-19
10;10;44;-120.0;-58
-244;-244;28;-122.0;-72
-311;-311;60;-84.0;2
-203;-203;79;125.0;43
-128;-128;74;275.0;100
-63;-63;39;384.0;29
-50;?;93;502.0;57
-67;?;64;472.0;-7
-85;?;-150;485.0;-321
-105;-105;-58;491.0;-228
-137;-137;136;491.0;-224
-240;-240;12;388.0;-141
556;556;188;322.0;66
1640;1640;297;427.0;72
960;960;-116;492.0;118
-265;-265;-52;555.0;-321
-508;-508;160;692.0;-545
-252;-252;139;593.0;-477
-434;-434;350;325.0;-742
-347;-347;294;185.0;-686
197;197;-8;41.0;-432
-498;-498;34;-69.0;-293
-1149;-1149;31;-124.0;-234
-1217;-1217;8;-134.0;-38
-1200;-1200;-124;-263.0;-133
-1036;-1036;-114;-325.0;?
-1068;-1068;-201;-428.0;?
-612;-612;-716;-392.0;?
-1073;-1073;432;-394.0;?
-1044;-1044;431;-356.0;1501
266;266;-567;-316.0;-1385
269;269;391;-294.0;-77
59;59;89;-374.0;228
71;71;-239;-415.0;-199
-83;-83;185;-463.0;210
0;0;-30;-470.0;-42
-17;-17;71;-479.0;70
-39;-39;77;-459.0;33
-27;-27;29;-343.0;-2
-74;-74;69;-169.0;44
-72;-72;64;-82.0;26
-8;-8;73;26.0;39
14;14;65;171.0;39
39;39;69;?;28
82;82;73;?;-22
101;101;58;?;8
18;18;5;?;12
-71;-71;80;?;-40
-86;-86;64;?;-42
-139;-139;-105;?;-82
-418;-418;-33;?;-129
-800;-800;115;390.0;-243
-312;-312;421;416.0;-464
414;414;735;444.0;-320
969;969;287;485.0;-29
1065;1065;-126;517.0;-150
-55;-55;265;796.0;-331
61;61;446;668.0;-597
-16;-16;-445;?;1594
-671;-671;2;?;-798
446;446;-97;?;370
-11;-11;123;?;-40
-78;?;78;?;-54
88;?;3;?;184
-116;?;68;?;-73
-102;?;34;?;80
-284;?;49;?;-14
-234;?;32;?;36
-148;?;70;?;78
-113;?;91;?;71
-59;-59;122;98.0;63
-65;-65;88;185.0;69
28;28;76;215.0;-3
-179;-179;20;210.0;-109
-403;-403;-34;179.0;-125
-224;-224;125;183.0;-227
-805;-805;-143;277.0;-225
71;71;366;344.0;-287
1010;1010;382;420.0;252
-262;-262;-694;507.0;691
?;-110;127;340.0;-420
?;184;711;545.0;-1004
?;334;528;441.0;-998
?;940;577;207.0;?
?;276;45;39.0;?
?;-276;50;-50.0;?
?;-469;122;-239.0;?
?;-693;-110;-230.0;?
?;-784;188;-204.0;?
?;-71;9;-198.0;?
?;140;-32;-153.0;?
?;-732;-338;-130.0;?
?;-254;-1875;-92.0;?
?;373;-909;-32.0;?
194;194;312;-33.0;?
149;149;-357;-71.0;?
66;66;-106;-161.0;?
150;150;32;-422.0;-44
130;130;-35;-440.0;132
25;25;36;-498.0;-85
-67;-67;-72;-401.0;79
-153;-153;15;-140.0;0
-171;-171;47;-22.0;6
-323;-323;54;4.0;-51
-315;-315;115;69.0;-67
-172;-172;70;215.0;27
-36;-36;54;290.0;59
-14;-14;46;351.0;39
-21;-21;37;289.0;9
12;12;61;211.0;-68
-119;-119;-129;235.0;-148
-153;-153;20;309.0;-318
-391;-391;301;348.0;-388
901;901;233;395.0;-150
2358;2358;248;393.0;-261
433;433;322;357.0;-719
-762;-762;336;330.0;-638
-151;-151;232;472.0;-590
?;-535;339;347.0;-919
-435;-435;488;98.0;-844
200;200;263;-14.0;-500
-117;-117;159;-36.0;-366
-439;-439;137;-117.0;-356
-111;-111;71;-164.0;-220
-770;-770;-196;-271.0;-49
-412;-412;-166;-289.0;180
-422;-422;-358;-285.0;770
-1116;-1116;-843;-344.0;1426
3159;3159;434;-340.0;1416
3538;3538;914;-323.0;785
-108;-108;-36;-296.0;307
440;440;111;-300.0;83
138;138;180;-308.0;-125
-199;-199;49;-418.0;-89
146;146;82;-431.0;-13
-153;-153;39;-403.0;-46
-38;-38;69;-323.0;-40
-184;-184;36;-281.0;-40
-277;-277;32;-182.0;-48
-285;-285;73;-103.0;-66
-1176;-1176;-217;-165.0;1478
-700;-700;-1036;-168.0;890
1174;1174;-906;-124.0;-1499
6;6;213;-94.0;-431
-275;-275;118;-56.0;103
166;166;-115;-42.0;-134
-142;?;80;-135.0;162
-1;?;-11;-171.0;-44
-98;?;45;-269.0;36
-192;?;76;-270.0;-32
-299;-299;49;-210.0;-76
-262;-262;49;-106.0;-33
-74;-74;-1;-731.0;33
23;23;85;-518.0;187
-31;-31;-11;-163.0;66
12;12;32;136.0;133
-31;-31;32;216.0;83
-73;-73;20;364.0;98
-70;-70;45;481.0;97
-29;-29;24;554.0;85
-30;-30;17;519.0;96
-100;-100;18;483.0;66
-306;-306;-3;430.0;-23
-499;?;34;372.0;-114
-479;?;61;387.0;-164
-361;?;99;408.0;-258
173;?;357;395.0;-465
1698;?;662;357.0;-512
1575;?;152;333.0;-433
-689;?;-406;427.0;-632
-1348;?;256;428.0;-886
-1158;?;635;223.0;-821
-617;?;399;180.0;-723
547;?;456;22.0;-604
311;?;354;-166.0;-604
-768;?;184;-119.0;-492
-1268;-1268;227;-173.0;-109
-684;-684;526;-269.0;-416
-704;-704;150;-269.0;861
59;59;-144;-274.0;2574
-586;-586;-516;-261.0;2843
-2399;-2399;-668;-240.0;1692
1904;1904;227;-238.0;-1413
3647;3647;-1423;-267.0;-214
673;673;-452;-283.0;1672
596;596;2407;-355.0;-131
443;443;462;-423.0;8
245;245;-384;-556.0;221
175;175;117;-533.0;-110
-117;-117;-117;-317.0;109
24;24;129;-253.0;-10
-43;-43;-9;232.0;23
-67;-67;-11;400.0;23
-96;-96;27;436.0;20
-122;-122;20;485.0;19
-1;-1;39;529.0;46
-22;-22;18;462.0;-25
?;-96;-21;391.0;13
?;-249;4;369.0;-75
?;-576;17;387.0;-332
?;-400;-4;334.0;-238
?;-134;434;363.0;-750
?;810;673;315.0;-594
?;698;156;?;-499
?;-1302;84;?;-2247
?;-1620;444;330.0;-2213
?;-1552;385;140.0;-778
?;-1289;514;46.0;-709
?;-385;477;-106.0;-773
-390;-390;98;-233.0;-544
-985;-985;-6;-242.0;-491
-1413;-1413;-50;-254.0;-406
-511;-511;251;-324.0;-224
-1751;-1751;-245;-393.0;431
186;186;191;-376.0;1994
-627;-627;-662;-397.0;2758
-6604;-6604;-3272;-390.0;2628
1433;1433;-442;-379.0;2573
7499;7499;2042;-300.0;819
1973;1973;1190;-274.0;-252
444;444;209;-286.0;937
487;487;-993;-479.0;923
125;125;48;-502.0;56
39;39;367;-444.0;4
-134;-134;-133;-388.0;75
-46;-46;163;-401.0;24
-59;-59;29;-7.0;45
-77;-77;63;190.0;29
-139;-139;63;243.0;31
-122;-122;62;330.0;21
-68;-68;126;412.0;29
-141;-141;80;370.0;3
-148;-148;98;380.0;15
-279;-279;97;376.0;-20
-468;-468;9;421.0;-169
-256;-256;37;?;-191
-585;-585;207;?;-573
-145;-145;286;?;-594
870;870;156;?;-449
-130;-130;292;?;-1659
-1348;-1348;722;?;-2247
-1713;-1713;586;?;-1024
-2065;-2065;468;?;-641
-1483;-1483;629;?;-928
-120;-120;513;?;-636
-400;-400;185;?;-563
-1189;-1189;82;-205.0;-413
-352;-352;389;-356.0;-133
-761;-761;193;-354.0;199
765;765;436;-311.0;1310
-1076;-1076;-332;-220.0;2675
-6207;-6207;-2376;-133.0;3569
1118;1118;-197;-129.0;2605
8218;8218;2192;-103.0;84
4017;4017;-1642;-115.0;1133
1500;1500;-2933;-172.0;3147
1809;1809;-90;-237.0;1483
594;594;-523;-377.0;231
-13;-13;-444;-414.0;121
?;80;265;-299.0;-14
?;-121;-120;-361.0;64
?;-87;154;-132.0;12
?;-107;29;258.0;46
?;-95;5;359.0;58
?;-186;68;441.0;27
?;-189;-4;?;51
-233;-233;78;?;29
-160;-160;54;?;18
-208;-208;41;?;-80
-341;-341;41;?;-162
-18;-18;33;?;-182
-540;-540;392;?;-680
660;660;?;?;-898
994;994;?;?;-690
-1836;-1836;?;?;-2551
-2040;-2040;?;?;-4072
-1731;-1731;?;?;-1706
-1588;-1588;?;?;-526
-833;-833;?;?;-1038
-513;-513;?;?;-407
-1029;-1029;?;?;-422
-1659;-1659;?;-239.0;-320
-442;-442;?;-305.0;-19
-2155;-2155;?;-355.0;1000
1100;1100;?;-339.0;2581
-162;-162;?;-301.0;4427
-7737;-7737;-2587;-351.0;3249
666;666;-64;-332.0;-1032
3966;3966;-828;-347.0;493
-70;-70;-698;-345.0;2055
1563;1563;1239;-395.0;92
251;251;-516;-459.0;399
142;142;-290;-513.0;310
232;232;163;-368.0;3
-320;-320;-139;-367.0;172
36;36;154;12.0;28
-92;-92;-15;263.0;112
-29;-29;23;239.0;77
-29;-29;13;346.0;86
-36;-36;41;368.0;86
-69;-69;?;405.0;64
-78;-78;?;384.0;57
-169;-169;?;367.0;-6
-219;-219;?;406.0;-66
-100;-100;?;393.0;-114
-129;-129;?;?;-508
536;536;?;?;-859
2209;2209;?;?;-417
1772;1772;43;?;-805
-799;-799;557;?;-1629
-1809;-1809;565;?;-990
-1418;-1418;542;?;-764
-991;-991;533;?;-897
-230;-230;293;?;-617
-1159;-1159;-17;?;-448
-1427;-1427;21;?;-329
-748;-748;176;-245.0;-130
-1363;-1363;-56;-316.0;707
1426;1426;312;-308.0;1746
-2792;?;-1335;-311.0;3226
-5104;?;-2336;-263.0;3556
4911;?;1977;-257.0;780
4826;?;1895;-274.0;-342
367;?;-3222;-289.0;1946
1148;?;-212;-341.0;1866
855;?;2180;-433.0;508
595;?;-1087;-530.0;681
154;?;-115;-530.0;209
-22;?;352;-473.0;24
41;?;-221;-473.0;177
-43;?;284;-64.0;47
-11;-11;-50;275.0;129
-35;-35;81;344.0;99
-87;-87;62;458.0;106
-38;-38;26;502.0;104
-71;-71;113;472.0;69
31;31;42;395.0;34
-369;-369;62;320.0;-57
-493;-493;-41;343.0;-185
-396;-396;-242;321.0;-336
-711;-711;93;331.0;-499
943;943;394;295.0;-503
1010;1010;198;145.0;-774
-1400;-1400;434;301.0;-2546
-1663;-1663;760;323.0;-3045
-1701;-1701;502;99.0;-1054
-2024;-2024;524;68.0;-681
-901;-901;608;-109.0;-918
42;42;300;-217.0;-574
-1152;-1152;12;-211.0;-371
-1131;-1131;175;-192.0;-266
-752;-752;222;-282.0;-149
-1307;-1307;-16;-318.0;1025
1354;1354;261;-325.0;2018
-2905;-2905;-822;-297.0;3920
-4148;-4148;-2656;-308.0;3272
5818;5818;-96;-281.0;-1453
4866;4866;2187;-270.0;-1509
-340;-340;-1032;-246.0;1261
369;369;?;-316.0;694
655;655;?;-445.0;-231
439;439;?;-462.0;?
97;97;?;-358.0;?
-25;-25;?;-307.0;?
-105;-105;?;391.0;?
-87;-87;?;436.0;?
-163;-163;59;416.0;59
-186;-186;86;406.0;-5
-254;-254;12;378.0;99
-386;-386;44;356.0;-31
-516;-516;102;355.0;-161
-657;-657;187;320.0;-317
433;433;615;357.0;-738
1171;1171;538;270.0;-598
-1802;-1802;115;288.0;-1178
-3438;-3438;337;343.0;-2101
-1470;-1470;527;207.0;-1442
-1209;-1209;419;107.0;-695
-1438;-1438;578;-34.0;-811
-225;-225;495;-238.0;-779
-370;-370;-12;-302.0;-471
-808;-808;21;-236.0;-349
-1279;-1279;151;-267.0;-240
-188;-188;420;-331.0;231
1065;1065;324;-357.0;1654
-1958;-1958;-1175;-338.0;3731
809;809;-456;-317.0;3566
914;914;195;-277.0;161
-3142;-3142;-950;-320.0;-1423
1838;1838;-1177;-351.0;643
1854;1854;-2160;-336.0;1553
-399;-399;-933;-425.0;406
708;708;541;-535.0;-37
-224;-224;-157;-432.0;100
-12;-12;77;-433.0;84
-59;-59;81;-137.0;80
-197;-197;?;252.0;90
3;3;?;?;93
-91;-91;?;?;96
-60;-60;?;?;66
-152;-152;?;?;87
-176;-176;?;?;83
-114;-114;?;?;24
-230;-230;?;?;4
-303;-303;?;?;-100
-437;-437;?;?;-260
-353;-353;?;?;-351
997;997;263;?;-421
1505;1505;449;?;-462
-750;-750;192;329.0;-789
-1953;-1953;184;283.0;-1413
-1374;-1374;379;120.0;-1177
-1463;-1463;299;53.0;-548
-1076;-1076;438;-96.0;-722
-447;-447;328;-226.0;-650
54;54;153;-238.0;-506
-1045;-1045;-82;-319.0;-296
-805;-805;204;-408.0;-276
-610;-610;270;?;306
-740;-740;-309;?;2269
2484;2484;-105;-241.0;3704
-3755;-3755;-1743;-308.0;4872
-5972;-5972;-1482;-307.0;1551
2115;2115;-641;-323.0;-883
1158;1158;-2809;-300.0;2257
491;491;-1127;-321.0;1277
1296;1296;474;-370.0;4
-52;-52;-257;-418.0;?
243;243;86;-435.0;?
-164;-164;15;-392.0;?
-77;-77;17;-210.0;?
33;33;42;162.0;?
-90;-90;-10;250.0;?
-37;-37;26;303.0;?
-56;-56;31;386.0;?
-32;-32;47;369.0;?
4;4;26;387.0;85
-69;-69;12;337.0;50
-237;-237;?;?;44
-242;-242;?;374.0;-81
-295;-295;?;326.0;45
-260;-260;?;338.0;-100
412;412;?;377.0;-906
1464;1464;253;351.0;-498
1767;1767;-99;388.0;26
157;157;625;325.0;-2056
-58;-58;52;222.0;119
-45;-45;-50;256.0;164
-23;-23;33;353.0;116
-42;-42;-26;381.0;131
-81;-81;-26;442.0;118
-134;-134;70;394.0;66
-127;-127;-53;395.0;102
