InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-9.0;21.0;-21.0;-50.0;-10.0;-40.0;-1.0;-37.0;-52.0;7.0;40.0;18.0
-43.0;4.0;2.0;-112.0;-40.0;-15.0;54.0;-48.0;-58.0;36.0;-45.0;-63.0
-10.0;-6.0;-5.0;-61.0;4.0;-22.0;10.0;13.0;-26.0;40.0;15.0;57.0
41.0;15.0;-13.0;-79.0;23.0;-19.0;-26.0;-25.0;-62.0;17.0;48.0;23.0
-8.0;0.0;4.0;-60.0;-4.0;6.0;8.0;7.0;-19.0;50.0;38.0;42.0
1.0;-37.0;21.0;-39.0;-15.0;15.0;51.0;20.0;-24.0;99.0;66.0;32.0
-16.0;-9.0;81.0;-128.0;16.0;32.0;44.0;-31.0;-84.0;120.0;-45.0;-61.0
-4.0;-31.0;60.0;-150.0;-9.0;37.0;40.0;-68.0;-80.0;91.0;10.0;-51.0
-22.0;-5.0;-1.0;-106.0;-21.0;14.0;34.0;25.0;-39.0;40.0;38.0;-10.0
5.0;7.0;13.0;-98.0;-12.0;-14.0;6.0;30.0;-50.0;63.0;42.0;25.0
29.0;10.0;-1.0;-71.0;-17.0;-6.0;-10.0;-36.0;-48.0;30.0;40.0;34.0
-9.0;2.0;9.0;-57.0;14.0;-50.0;-18.0;-40.0;-74.0;46.0;4.0;-23.0
9.0;5.0;-13.0;-41.0;2.0;19.0;-24.0;4.0;-37.0;22.0;20.0;15.0
14.0;-2.0;-38.0;-71.0;-2.0;7.0;-16.0;-9.0;-43.0;-2.0;28.0;21.0
-51.0;31.0;19.0;-81.0;-26.0;-16.0;0.0;8.0;-39.0;64.0;37.0;-6.0
9.0;6.0;-27.0;-71.0;1.0;20.0;-20.0;-3.0;-44.0;8.0;30.0;16.0
17.0;-7.0;60.0;-103.0;34.0;50.0;98.0;-21.0;-46.0;40.0;-69.0;-49.0
-1.0;-18.0;32.0;-123.0;-4.0;-7.0;109.0;13.0;-58.0;32.0;70.0;-10.0
0.0;-61.0;44.0;-58.0;-91.0;26.0;74.0;86.0;118.0;154.0;-34.0;62.0
45.0;102.0;52.0;-99.0;60.0;56.0;63.0;52.0;-90.0;36.0;42.0;48.0
2.0;-83.0;51.0;-134.0;-40.0;8.0;87.0;-18.0;-56.0;28.0;36.0;24.0
12.0;-29.0;-31.0;-2.0;24.0;103.0;36.0;13.0;27.0;-66.0;42.0;-61.0
10.0;0.0;-41.0;5.0;-4.0;146.0;48.0;-28.0;58.0;-80.0;37.0;-71.0
171.0;24.0;-82.0;-11.0;96.0;346.0;40.0;60.0;96.0;-178.0;13.0;-122.0
-8.0;-71.0;44.0;-112.0;25.0;34.0;-6.0;-17.0;-16.0;137.0;43.0;-19.0
3.0;-44.0;18.0;-142.0;54.0;29.0;-46.0;-40.0;24.0;200.0;-15.0;-61.0
16.0;-68.0;129.0;-84.0;-45.0;-136.0;16.0;97.0;-29.0;-22.0;36.0;23.0
-51.0;52.0;89.0;-80.0;50.0;6.0;173.0;-39.0;-106.0;145.0;-9.0;-98.0
-44.0;-5.0;203.0;23.0;155.0;-62.0;595.0;-76.0;-115.0;337.0;-191.0;-10.0
-34.0;56.0;5.0;-40.0;23.0;-22.0;180.0;-70.0;-59.0;151.0;-28.0;-54.0
-30.0;36.0;-49.0;-14.0;-22.0;-39.0;206.0;-161.0;-24.0;60.0;-67.0;-27.0
-44.0;41.0;-96.0;-1.0;-81.0;-28.0;157.0;-182.0;12.0;-84.0;-138.0;-56.0
39.0;-45.0;117.0;-128.0;-32.0;-88.0;-33.0;51.0;-69.0;-40.0;22.0;19.0
50.0;92.0;-128.0;-249.0;160.0;24.0;-75.0;-237.0;-264.0;-182.0;-291.0;-128.0
-13.0;46.0;61.0;-214.0;-38.0;66.0;116.0;-244.0;-270.0;-59.0;-143.0;-700.0
-5.0;-18.0;19.0;-159.0;34.0;21.0;64.0;-101.0;-109.0;-5.0;-134.0;-150.0
46.0;-13.0;1.0;-168.0;30.0;9.0;105.0;-81.0;-79.0;2.0;-107.0;-102.0
-8.0;1.0;-15.0;-33.0;57.0;16.0;112.0;-45.0;31.0;18.0;-103.0;-104.0
33.0;-20.0;13.0;-87.0;43.0;6.0;83.0;-99.0;-75.0;-39.0;-111.0;-64.0
24.0;-22.0;24.0;-201.0;59.0;17.0;111.0;-37.0;-120.0;10.0;-81.0;-38.0
40.0;-40.0;120.0;44.0;-49.0;-84.0;38.0;85.0;-162.0;-68.0;15.0;17.0
85.0;-50.0;166.0;-183.0;-59.0;-87.0;36.0;30.0;-40.0;-25.0;19.0;14.0
-27.0;-27.0;139.0;-18.0;-11.0;-107.0;49.0;5.0;-76.0;15.0;27.0;8.0
46.0;6.0;31.0;53.0;42.0;93.0;67.0;130.0;103.0;115.0;90.0;81.0
9.0;18.0;24.0;51.0;17.0;55.0;52.0;140.0;88.0;96.0;90.0;89.0
42.0;-5.0;12.0;-6.0;18.0;112.0;92.0;14.0;-4.0;-56.0;61.0;-112.0
33.0;-15.0;-2.0;-42.0;-8.0;137.0;31.0;-11.0;26.0;-31.0;68.0;-67.0
-22.0;-26.0;55.0;-192.0;6.0;-26.0;39.0;3.0;-48.0;86.0;12.0;-13.0
10.0;-21.0;30.0;-181.0;-6.0;-16.0;48.0;20.0;-53.0;100.0;20.0;-12.0
30.0;-20.0;35.0;-64.0;-24.0;133.0;10.0;-23.0;15.0;15.0;60.0;-78.0
-30.0;-7.0;-36.0;-25.0;-2.0;19.0;-33.0;22.0;5.0;23.0;12.0;1.0
-1.0;10.0;-50.0;-44.0;0.0;30.0;-2.0;24.0;-16.0;6.0;24.0;31.0
-68.0;-2.0;49.0;1.0;5.0;-215.0;-19.0;-13.0;-112.0;-43.0;29.0;22.0
15.0;-44.0;60.0;-125.0;1.0;82.0;64.0;-109.0;-99.0;23.0;-58.0;-41.0
-71.0;13.0;17.0;34.0;42.0;-180.0;-57.0;12.0;-168.0;-75.0;16.0;15.0
-1.0;-33.0;81.0;-63.0;26.0;31.0;103.0;5.0;64.0;92.0;-50.0;-41.0
-20.0;-18.0;45.0;5.0;22.0;18.0;89.0;-11.0;20.0;97.0;34.0;52.0
-34.0;-24.0;40.0;-56.0;21.0;32.0;60.0;49.0;9.0;103.0;62.0;88.0
11.0;-17.0;74.0;-84.0;-56.0;141.0;23.0;-23.0;-72.0;-34.0;10.0;12.0
-26.0;-46.0;1.0;66.0;14.0;8.0;93.0;51.0;127.0;90.0;79.0;83.0
0.0;24.0;-24.0;-31.0;-16.0;-25.0;-50.0;21.0;11.0;52.0;64.0;85.0
0.0;37.0;-30.0;-5.0;-42.0;-6.0;-81.0;32.0;-9.0;31.0;95.0;22.0
-11.0;28.0;-22.0;-46.0;-48.0;34.0;-72.0;27.0;42.0;2.0;62.0;39.0
-6.0;-4.0;-48.0;44.0;-41.0;26.0;-69.0;27.0;54.0;-8.0;108.0;112.0
1.0;-5.0;-38.0;10.0;-21.0;31.0;-51.0;67.0;51.0;14.0;95.0;114.0
-1.0;-1.0;-49.0;26.0;-31.0;9.0;-33.0;73.0;55.0;-1.0;91.0;95.0
33.0;-30.0;82.0;-111.0;25.0;120.0;74.0;-6.0;-17.0;33.0;39.0;-108.0
5.0;-55.0;-27.0;77.0;-23.0;50.0;-13.0;73.0;150.0;-27.0;91.0;62.0
16.0;-43.0;-11.0;29.0;-47.0;53.0;22.0;77.0;103.0;-8.0;26.0;7.0
8.0;-103.0;2.0;13.0;-46.0;60.0;10.0;16.0;95.0;28.0;-34.0;-53.0
17.0;-100.0;36.0;2.0;-70.0;71.0;19.0;8.0;37.0;15.0;5.0;-32.0
-5.0;-107.0;44.0;-88.0;-62.0;57.0;-6.0;-52.0;-8.0;52.0;-71.0;-69.0
21.0;-90.0;98.0;-126.0;-51.0;66.0;-9.0;-47.0;-2.0;95.0;-118.0;-162.0
40.0;-95.0;116.0;-96.0;-71.0;87.0;23.0;-83.0;14.0;100.0;-102.0;-141.0
28.0;13.0;-75.0;-51.0;-24.0;48.0;71.0;-13.0;10.0;-63.0;-5.0;-28.0
14.0;-2.0;-65.0;-16.0;-7.0;18.0;81.0;23.0;27.0;-86.0;-27.0;-26.0
37.0;7.0;-99.0;27.0;-9.0;53.0;51.0;-21.0;75.0;-87.0;-39.0;-45.0
34.0;-37.0;-87.0;29.0;2.0;66.0;61.0;4.0;60.0;-106.0;-35.0;-47.0
-43.0;-25.0;24.0;-21.0;-17.0;-11.0;98.0;72.0;25.0;90.0;2.0;51.0
-26.0;27.0;11.0;-129.0;-47.0;11.0;17.0;-71.0;-91.0;42.0;-84.0;-101.0
-14.0;-11.0;-8.0;-73.0;-45.0;-5.0;-65.0;-38.0;-15.0;23.0;45.0;25.0
-30.0;-50.0;-24.0;29.0;-35.0;-1.0;-31.0;21.0;68.0;42.0;97.0;53.0
-16.0;-19.0;-85.0;-68.0;0.0;23.0;30.0;-5.0;-22.0;-37.0;-38.0;20.0
-8.0;3.0;-73.0;25.0;0.0;10.0;52.0;-6.0;4.0;-10.0;-40.0;30.0
14.0;-23.0;72.0;-125.0;42.0;70.0;107.0;6.0;-66.0;84.0;52.0;-83.0
-16.0;-39.0;0.0;-38.0;-23.0;24.0;-20.0;-30.0;44.0;36.0;43.0;36.0
-1.0;-28.0;75.0;-91.0;-32.0;132.0;-3.0;12.0;-120.0;-105.0;25.0;31.0
-10.0;-25.0;64.0;-53.0;-27.0;85.0;59.0;-7.0;-3.0;71.0;78.0;37.0
-45.0;37.0;12.0;45.0;-74.0;-91.0;-94.0;-29.0;-158.0;-32.0;102.0;-77.0
20.0;-86.0;24.0;19.0;-65.0;75.0;44.0;41.0;99.0;37.0;-11.0;-45.0
20.0;-164.0;1.0;4.0;-55.0;53.0;13.0;-1.0;80.0;35.0;-67.0;-46.0
4.0;-98.0;22.0;-13.0;-71.0;59.0;13.0;-41.0;69.0;2.0;-143.0;-101.0
-26.0;36.0;23.0;-276.0;-143.0;-61.0;-150.0;-29.0;-132.0;18.0;66.0;-192.0
-31.0;-35.0;42.0;-56.0;-41.0;101.0;-11.0;-24.0;-138.0;-148.0;70.0;21.0
7.0;9.0;21.0;-199.0;-11.0;-5.0;17.0;-44.0;-168.0;26.0;-74.0;-110.0
2.0;-13.0;69.0;-91.0;-46.0;182.0;24.0;-7.0;-258.0;-240.0;24.0;17.0
559.0;-273.0;-54.0;-134.0;-222.0;-187.0;18.0;-35.0;236.0;6.0;-58.0;14.0
-29.0;-64.0;77.0;-301.0;-12.0;28.0;76.0;23.0;-152.0;-146.0;12.0;-1.0
-59.0;16.0;-83.0;-141.0;-99.0;-25.0;-149.0;-33.0;-139.0;-102.0;-209.0;296.0
-14.0;26.0;70.0;-115.0;80.0;-73.0;-60.0;-56.0;-121.0;12.0;-96.0;81.0
-77.0;-12.0;83.0;-209.0;0.0;41.0;68.0;13.0;-120.0;-77.0;76.0;22.0
-27.0;-22.0;20.0;-252.0;37.0;-106.0;18.0;46.0;-69.0;-77.0;5.0;-5.0
111.0;72.0;-124.0;-20.0;-9.0;181.0;129.0;49.0;-21.0;-190.0;112.0;28.0
70.0;59.0;-21.0;-94.0;43.0;88.0;94.0;48.0;-1.0;-87.0;50.0;56.0
42.0;88.0;-15.0;-165.0;29.0;74.0;70.0;57.0;-38.0;-51.0;65.0;86.0
-5.0;83.0;-38.0;-149.0;52.0;62.0;4.0;48.0;-7.0;-10.0;112.0;101.0
39.0;76.0;-50.0;-26.0;30.0;8.0;40.0;54.0;24.0;-9.0;126.0;117.0
-14.0;122.0;21.0;-106.0;26.0;-77.0;-52.0;23.0;-84.0;100.0;50.0;-28.0
-16.0;23.0;0.0;-15.0;-3.0;-46.0;8.0;30.0;3.0;79.0;-20.0;-80.0
17.0;-4.0;-13.0;-30.0;42.0;37.0;64.0;-36.0;2.0;-33.0;33.0;14.0
-27.0;0.0;-4.0;-33.0;6.0;11.0;74.0;19.0;55.0;40.0;60.0;29.0
-14.0;50.0;27.0;19.0;-7.0;30.0;38.0;-42.0;-2.0;62.0;48.0;35.0
26.0;-50.0;74.0;-179.0;-16.0;61.0;54.0;-114.0;-103.0;6.0;-108.0;-85.0
-44.0;-113.0;194.0;-237.0;-17.0;133.0;149.0;-143.0;-185.0;-50.0;-338.0;-143.0
-15.0;15.0;85.0;-101.0;12.0;58.0;66.0;-93.0;-6.0;158.0;-57.0;6.0
-14.0;11.0;83.0;33.0;91.0;29.0;77.0;28.0;-33.0;93.0;114.0;110.0
-57.0;-24.0;90.0;-131.0;30.0;-20.0;81.0;4.0;-72.0;141.0;72.0;68.0
-18.0;51.0;-18.0;-6.0;79.0;-84.0;42.0;-23.0;15.0;122.0;-40.0;-34.0
-53.0;33.0;-10.0;39.0;36.0;-75.0;79.0;11.0;-3.0;55.0;42.0;38.0
-20.0;-29.0;68.0;-74.0;-12.0;-6.0;51.0;-59.0;-27.0;105.0;-102.0;-96.0
-38.0;19.0;65.0;-93.0;79.0;-36.0;73.0;-90.0;-121.0;24.0;89.0;-4.0
-81.0;-30.0;89.0;-48.0;-16.0;2.0;2.0;21.0;-129.0;-90.0;79.0;46.0
54.0;13.0;-4.0;26.0;-4.0;67.0;-40.0;56.0;69.0;26.0;124.0;71.0
-1.0;-37.0;5.0;31.0;-25.0;75.0;-112.0;-2.0;28.0;32.0;104.0;50.0
-3.0;4.0;16.0;-11.0;-62.0;61.0;-91.0;-13.0;6.0;10.0;59.0;11.0
35.0;-41.0;32.0;-85.0;-53.0;54.0;-67.0;-28.0;-13.0;36.0;6.0;-73.0
-31.0;-17.0;54.0;-130.0;-75.0;12.0;-101.0;-81.0;-78.0;30.0;5.0;-75.0
-51.0;-42.0;33.0;-126.0;-108.0;11.0;-79.0;-138.0;-91.0;42.0;-32.0;-78.0
-65.0;-114.0;99.0;-140.0;-135.0;-18.0;-90.0;-126.0;-117.0;36.0;-105.0;-119.0
-42.0;-28.0;73.0;-124.0;13.0;-59.0;116.0;36.0;-95.0;-36.0;69.0;-78.0
-19.0;-14.0;65.0;-170.0;32.0;-24.0;76.0;60.0;-111.0;-73.0;38.0;-60.0
-25.0;-14.0;67.0;-242.0;30.0;25.0;18.0;46.0;-95.0;-63.0;29.0;-67.0
-21.0;-18.0;49.0;-303.0;8.0;46.0;14.0;41.0;-81.0;-91.0;93.0;-55.0
307.0;34.0;118.0;-398.0;-6.0;208.0;-781.0;-67.0;-209.0;170.0;-196.0;-260.0
-17.0;-9.0;-9.0;786.0;7.0;-1.0;52.0;-23.0;-41.0;-6.0;65.0;-142.0
51.0;-42.0;27.0;172.0;108.0;-26.0;408.0;-92.0;-19.0;39.0;-345.0;411.0
-26.0;-27.0;-1.0;-52.0;329.0;11.0;15.0;-109.0;-28.0;76.0;-430.0;-32.0
33.0;-21.0;-19.0;-261.0;-12.0;186.0;40.0;18.0;75.0;246.0;-43.0;-40.0
30.0;-6.0;-9.0;-222.0;-20.0;20.0;4.0;-14.0;-109.0;30.0;13.0;52.0
15.0;-19.0;22.0;-217.0;-5.0;5.0;-46.0;2.0;-115.0;-15.0;-14.0;105.0
2.0;-23.0;30.0;-152.0;-14.0;-21.0;-85.0;-5.0;-53.0;5.0;-42.0;89.0
-40.0;-14.0;57.0;-67.0;-5.0;24.0;224.0;-104.0;-26.0;64.0;24.0;-138.0
-19.0;3.0;24.0;-41.0;35.0;7.0;224.0;-105.0;-32.0;64.0;-35.0;-155.0
-13.0;-25.0;-58.0;-104.0;281.0;-83.0;143.0;-84.0;-4.0;205.0;-363.0;-169.0
138.0;-15.0;-99.0;196.0;130.0;-56.0;144.0;-77.0;117.0;38.0;-171.0;-191.0
-27.0;-55.0;-152.0;72.0;53.0;50.0;87.0;-101.0;33.0;46.0;-120.0;-106.0
34.0;-77.0;-163.0;71.0;-12.0;93.0;-2.0;-66.0;18.0;-6.0;-124.0;-114.0
-108.0;-202.0;49.0;12.0;-51.0;51.0;18.0;-164.0;57.0;118.0;-31.0;-34.0
-62.0;-56.0;-13.0;10.0;-4.0;-29.0;122.0;-8.0;25.0;122.0;74.0;104.0
-98.0;-57.0;3.0;-74.0;-10.0;-22.0;95.0;-5.0;36.0;102.0;100.0;39.0
-48.0;-55.0;8.0;-106.0;-6.0;26.0;73.0;-15.0;-7.0;56.0;84.0;50.0
-67.0;-34.0;-17.0;-23.0;-16.0;-21.0;111.0;-22.0;-8.0;44.0;81.0;-31.0
-85.0;3.0;-12.0;85.0;25.0;-20.0;60.0;-59.0;-13.0;76.0;61.0;-1.0
-63.0;-40.0;-14.0;62.0;31.0;-63.0;35.0;-77.0;18.0;117.0;-4.0;-42.0
-23.0;-329.0;175.0;-43.0;254.0;-417.0;128.0;-330.0;-227.0;-2.0;-211.0;272.0
44.0;-13.0;37.0;-150.0;-39.0;42.0;-39.0;-13.0;-27.0;74.0;6.0;49.0
98.0;-37.0;-64.0;-105.0;-81.0;49.0;17.0;166.0;-8.0;176.0;-47.0;-59.0
59.0;-15.0;-106.0;142.0;-43.0;66.0;41.0;136.0;-32.0;60.0;-35.0;-24.0
-3.0;-15.0;77.0;-153.0;26.0;70.0;108.0;-25.0;-81.0;94.0;72.0;-104.0
-46.0;63.0;-3.0;-4.0;-33.0;11.0;-14.0;-11.0;-51.0;101.0;-30.0;49.0
-52.0;-135.0;250.0;-452.0;379.0;31.0;654.0;-202.0;-294.0;38.0;-179.0;174.0
48.0;11.0;0.0;-102.0;89.0;31.0;268.0;-32.0;-66.0;44.0;-79.0;-4.0
25.0;-1.0;2.0;-41.0;-15.0;63.0;-23.0;4.0;-20.0;-52.0;-59.0;-44.0
-95.0;23.0;0.0;156.0;115.0;-61.0;6.0;-65.0;0.0;61.0;98.0;-26.0
-57.0;-64.0;-63.0;-42.0;353.0;-165.0;318.0;-230.0;-65.0;36.0;-304.0;-578.0
10.0;-22.0;14.0;-196.0;6.0;93.0;-27.0;-10.0;-78.0;-95.0;-5.0;-4.0
56.0;4.0;0.0;-37.0;89.0;14.0;50.0;8.0;19.0;45.0;53.0;23.0
-36.0;37.0;42.0;-139.0;84.0;-13.0;111.0;-20.0;-117.0;98.0;52.0;-37.0
-36.0;25.0;81.0;-125.0;77.0;-7.0;41.0;-32.0;-139.0;98.0;-86.0;-64.0
-224.0;-222.0;133.0;-35.0;-51.0;-71.0;135.0;-166.0;3.0;141.0;-297.0;75.0
64.0;44.0;19.0;5.0;57.0;33.0;166.0;52.0;-22.0;34.0;108.0;-164.0
59.0;14.0;41.0;-19.0;45.0;50.0;163.0;74.0;-6.0;50.0;141.0;-78.0
71.0;52.0;-17.0;-45.0;93.0;4.0;99.0;6.0;-11.0;34.0;158.0;-226.0
-49.0;-29.0;5.0;13.0;-26.0;36.0;23.0;-8.0;16.0;81.0;30.0;-58.0
49.0;28.0;25.0;-82.0;-7.0;21.0;21.0;20.0;-20.0;86.0;71.0;41.0
35.0;2.0;4.0;-151.0;5.0;5.0;-54.0;-55.0;-73.0;3.0;-104.0;3.0
-125.0;41.0;28.0;94.0;-11.0;69.0;-32.0;45.0;84.0;81.0;26.0;120.0
6.0;14.0;-3.0;-45.0;111.0;9.0;91.0;-73.0;-43.0;69.0;64.0;-273.0
-1.0;-11.0;-23.0;-29.0;118.0;-56.0;101.0;-78.0;-64.0;74.0;25.0;-197.0
31.0;22.0;8.0;6.0;32.0;-28.0;-47.0;-43.0;-96.0;-5.0;-88.0;-29.0
-30.0;8.0;-12.0;-51.0;6.0;-74.0;53.0;16.0;-13.0;84.0;50.0;-74.0
-16.0;9.0;-32.0;-10.0;36.0;-68.0;-31.0;-10.0;13.0;88.0;138.0;29.0
20.0;8.0;4.0;-83.0;18.0;-38.0;-117.0;-23.0;-75.0;5.0;-75.0;24.0
46.0;16.0;-16.0;-109.0;8.0;-35.0;-91.0;-26.0;-38.0;50.0;-44.0;22.0
-2.0;3.0;69.0;-78.0;100.0;9.0;121.0;-53.0;-79.0;60.0;-13.0;-218.0
-15.0;8.0;22.0;-66.0;90.0;0.0;138.0;-43.0;-37.0;18.0;77.0;-157.0
-8.0;-42.0;41.0;169.0;-24.0;-145.0;20.0;12.0;-54.0;10.0;49.0;25.0
14.0;-27.0;14.0;-80.0;-8.0;-94.0;14.0;25.0;3.0;79.0;33.0;12.0
-43.0;11.0;38.0;34.0;25.0;-193.0;-3.0;43.0;37.0;46.0;-21.0;-7.0
27.0;13.0;14.0;-43.0;128.0;100.0;118.0;-28.0;-45.0;13.0;83.0;-236.0
14.0;7.0;-2.0;-32.0;125.0;54.0;109.0;-11.0;-4.0;41.0;56.0;-276.0
-15.0;-17.0;41.0;-98.0;4.0;-94.0;5.0;3.0;86.0;88.0;14.0;-37.0
-45.0;-71.0;78.0;-82.0;-113.0;31.0;112.0;-116.0;-56.0;18.0;119.0;24.0
13.0;27.0;-8.0;-98.0;58.0;65.0;122.0;-70.0;-56.0;31.0;134.0;-217.0
11.0;23.0;2.0;-66.0;70.0;40.0;112.0;-83.0;-45.0;0.0;87.0;-200.0
0.0;19.0;-32.0;-55.0;86.0;1.0;61.0;-29.0;-62.0;-4.0;96.0;-192.0
9.0;25.0;-9.0;-64.0;88.0;20.0;117.0;-64.0;-93.0;-5.0;117.0;-117.0
11.0;17.0;0.0;-3.0;40.0;-10.0;52.0;-4.0;17.0;14.0;58.0;-145.0
-8.0;-8.0;-2.0;-47.0;32.0;46.0;47.0;-12.0;-24.0;37.0;60.0;-128.0
-17.0;-2.0;-9.0;-55.0;31.0;-16.0;22.0;14.0;-45.0;20.0;62.0;-124.0
-25.0;9.0;30.0;-55.0;49.0;-3.0;34.0;-22.0;3.0;85.0;58.0;-122.0
4.0;-27.0;28.0;-46.0;35.0;28.0;65.0;8.0;-16.0;77.0;42.0;-128.0
25.0;11.0;56.0;-34.0;5.0;69.0;-23.0;16.0;16.0;77.0;75.0;38.0
23.0;6.0;49.0;-44.0;1.0;79.0;-12.0;42.0;59.0;103.0;83.0;40.0
37.0;-11.0;36.0;-32.0;30.0;107.0;-70.0;22.0;37.0;69.0;90.0;7.0
57.0;14.0;20.0;43.0;-3.0;66.0;-103.0;7.0;36.0;54.0;80.0;57.0
21.0;39.0;4.0;-58.0;83.0;21.0;92.0;1.0;-24.0;35.0;18.0;-89.0
-10.0;-10.0;8.0;-29.0;59.0;31.0;50.0;-25.0;4.0;41.0;46.0;-116.0
4.0;-15.0;10.0;-24.0;73.0;46.0;84.0;-38.0;-17.0;33.0;27.0;-133.0
13.0;23.0;2.0;-56.0;53.0;27.0;47.0;-5.0;-15.0;16.0;74.0;-139.0
11.0;-7.0;-15.0;-37.0;62.0;26.0;45.0;-25.0;-28.0;15.0;35.0;-135.0
0.0;29.0;-4.0;-48.0;39.0;45.0;62.0;-42.0;-12.0;49.0;57.0;-120.0
-85.0;-144.0;91.0;-77.0;-369.0;173.0;-122.0;-38.0;95.0;-5.0;-2.0;248.0
-45.0;-47.0;19.0;-78.0;-50.0;22.0;-47.0;-63.0;-77.0;60.0;-229.0;-174.0
-44.0;-9.0;36.0;-98.0;-64.0;26.0;-50.0;-28.0;-35.0;50.0;-175.0;-163.0
-52.0;-32.0;12.0;-73.0;-68.0;48.0;-1.0;-40.0;-71.0;37.0;-145.0;-116.0
57.0;-27.0;26.0;-24.0;-29.0;88.0;-118.0;55.0;2.0;13.0;114.0;51.0
58.0;-8.0;18.0;-59.0;-32.0;65.0;-144.0;-62.0;14.0;23.0;11.0;-39.0
-27.0;-89.0;65.0;-5.0;-6.0;33.0;112.0;68.0;40.0;55.0;8.0;41.0
-62.0;-62.0;71.0;13.0;21.0;16.0;86.0;37.0;48.0;121.0;19.0;50.0
-50.0;-37.0;69.0;-46.0;20.0;-2.0;132.0;7.0;-18.0;121.0;-70.0;-16.0
-62.0;-34.0;87.0;-136.0;-7.0;-31.0;155.0;-61.0;-60.0;159.0;-112.0;-46.0
-62.0;-45.0;105.0;-120.0;-24.0;-42.0;139.0;-73.0;-116.0;161.0;-95.0;-110.0
-81.0;-53.0;83.0;-114.0;15.0;-69.0;81.0;-107.0;-103.0;160.0;-112.0;-66.0
-259.0;-56.0;256.0;-283.0;-26.0;-238.0;49.0;-78.0;-203.0;199.0;-155.0;245.0
-43.0;-17.0;63.0;-111.0;-104.0;-46.0;-5.0;-118.0;-99.0;110.0;-110.0;-107.0
-26.0;-55.0;85.0;-183.0;-124.0;-19.0;-30.0;-155.0;-71.0;94.0;-47.0;-45.0
5.0;5.0;10.0;-21.0;24.0;12.0;101.0;-48.0;17.0;38.0;17.0;-116.0
10.0;-15.0;43.0;-113.0;14.0;18.0;110.0;-48.0;-49.0;62.0;102.0;-89.0
8.0;-28.0;72.0;-110.0;35.0;15.0;115.0;-37.0;-77.0;75.0;87.0;-88.0
2.0;-6.0;30.0;-105.0;25.0;-14.0;106.0;-41.0;-49.0;74.0;81.0;-78.0
-27.0;-1.0;22.0;-62.0;28.0;21.0;184.0;-45.0;-53.0;93.0;78.0;-68.0
-25.0;0.0;64.0;47.0;-81.0;54.0;-7.0;-45.0;40.0;78.0;25.0;-4.0
-23.0;-6.0;31.0;-80.0;26.0;20.0;132.0;-35.0;-62.0;69.0;77.0;-12.0
-30.0;-20.0;58.0;-104.0;29.0;24.0;177.0;-6.0;-68.0;79.0;49.0;39.0
18.0;8.0;65.0;-124.0;10.0;-35.0;123.0;-22.0;-111.0;16.0;77.0;-9.0
2.0;44.0;67.0;-128.0;7.0;-54.0;160.0;-37.0;-134.0;15.0;110.0;94.0
-19.0;44.0;81.0;-152.0;39.0;-61.0;129.0;-39.0;-112.0;38.0;42.0;27.0
14.0;57.0;24.0;-111.0;30.0;-41.0;154.0;-39.0;-153.0;33.0;96.0;-40.0
-5.0;24.0;12.0;-101.0;134.0;-40.0;310.0;-76.0;-108.0;31.0;123.0;-97.0
10.0;30.0;62.0;-222.0;234.0;-95.0;587.0;-105.0;-185.0;46.0;294.0;-221.0
6.0;27.0;33.0;-54.0;72.0;24.0;54.0;-37.0;-28.0;29.0;121.0;-207.0
23.0;48.0;41.0;-82.0;39.0;22.0;65.0;-10.0;-52.0;51.0;132.0;-195.0
-24.0;7.0;22.0;-91.0;39.0;29.0;78.0;9.0;-23.0;41.0;139.0;-244.0
18.0;23.0;6.0;-54.0;109.0;26.0;108.0;-47.0;-81.0;42.0;69.0;-302.0
10.0;50.0;27.0;-42.0;25.0;2.0;-18.0;-42.0;-56.0;34.0;32.0;265.0
10.0;23.0;41.0;-97.0;107.0;9.0;93.0;-19.0;-81.0;11.0;91.0;-203.0
-21.0;3.0;13.0;-59.0;49.0;-20.0;181.0;-28.0;-21.0;48.0;-119.0;-99.0
120.0;23.0;-79.0;-146.0;-34.0;92.0;-9.0;-159.0;-41.0;-138.0;-117.0;-142.0
24.0;8.0;18.0;-3.0;-162.0;103.0;111.0;93.0;67.0;105.0;-14.0;44.0
264.0;99.0;-129.0;-128.0;207.0;196.0;-190.0;-98.0;-66.0;-259.0;-68.0;-321.0
-6.0;18.0;38.0;-161.0;52.0;187.0;-83.0;-113.0;-89.0;-95.0;-84.0;-125.0
-67.0;-2.0;-1.0;-165.0;73.0;111.0;-66.0;-95.0;-116.0;-30.0;-50.0;-33.0
-8.0;22.0;53.0;-80.0;129.0;17.0;91.0;13.0;-74.0;64.0;75.0;-245.0
10.0;99.0;51.0;-89.0;112.0;15.0;119.0;7.0;-67.0;32.0;119.0;-252.0
