InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-207.0;-357.0;280.0;-524.0;-103.0;331.0;153.0;294.0
-245.0;-196.0;135.0;-93.0;-542.0;-46.0;165.0;-31.0
-243.0;-156.0;132.0;-89.0;-533.0;-43.0;181.0;-76.0
-258.0;-94.0;152.0;-70.0;-500.0;-51.0;193.0;-157.0
-220.0;-87.0;103.0;-51.0;-424.0;-38.0;95.0;-177.0
-212.0;-367.0;282.0;-541.0;-126.0;350.0;166.0;286.0
20.0;-82.0;133.0;-306.0;2.0;363.0;128.0;278.0
34.0;-63.0;120.0;-305.0;14.0;364.0;150.0;261.0
36.0;-55.0;136.0;-343.0;6.0;373.0;116.0;230.0
17.0;-89.0;153.0;-328.0;6.0;350.0;95.0;257.0
-2.0;-120.0;174.0;-316.0;11.0;341.0;74.0;293.0
-350.0;-225.0;308.0;-153.0;-537.0;1.0;249.0;-43.0
-353.0;-272.0;298.0;-176.0;-554.0;16.0;258.0;30.0
-355.0;-322.0;291.0;-205.0;-577.0;41.0;265.0;101.0
-9.0;-150.0;182.0;-328.0;13.0;348.0;73.0;354.0
-120.0;-256.0;359.0;-312.0;58.0;348.0;53.0;453.0
-346.0;-363.0;285.0;-232.0;-607.0;67.0;269.0;150.0
-337.0;-399.0;273.0;-261.0;-638.0;90.0;276.0;181.0
-454.0;-585.0;566.0;-453.0;-632.0;365.0;160.0;182.0
-520.0;-784.0;635.0;-594.0;-811.0;412.0;304.0;602.0
-9.0;-166.0;171.0;-338.0;-7.0;353.0;96.0;375.0
-4.0;-178.0;159.0;-349.0;-22.0;359.0;114.0;399.0
-192.0;1.0;46.0;12.0;-441.0;-106.0;157.0;-258.0
-216.0;-174.0;103.0;-55.0;-446.0;-50.0;220.0;-81.0
-231.0;-222.0;113.0;-54.0;-457.0;-54.0;214.0;-32.0
-246.0;-263.0;121.0;-57.0;-476.0;-63.0;202.0;15.0
-255.0;-288.0;126.0;-63.0;-501.0;-72.0;177.0;55.0
-319.0;-75.0;213.0;-370.0;-149.0;192.0;368.0;234.0
-321.0;-78.0;215.0;-374.0;-156.0;198.0;372.0;234.0
-323.0;-80.0;219.0;-376.0;-159.0;201.0;373.0;234.0
-324.0;-82.0;224.0;-375.0;-161.0;203.0;371.0;234.0
-260.0;-113.0;220.0;-430.0;-174.0;286.0;630.0;265.0
-334.0;-96.0;239.0;-382.0;-168.0;202.0;377.0;243.0
-264.0;-165.0;240.0;-457.0;-96.0;144.0;498.0;300.0
-333.0;-106.0;246.0;-344.0;-168.0;223.0;367.0;249.0
-331.0;-106.0;245.0;-338.0;-161.0;223.0;358.0;249.0
-207.0;-356.0;395.0;-517.0;-229.0;535.0;300.0;476.0
-126.0;-385.0;232.0;-512.0;-208.0;449.0;215.0;558.0
-108.0;-298.0;273.0;-426.0;-114.0;439.0;216.0;467.0
-241.0;-378.0;334.0;-535.0;-200.0;503.0;528.0;479.0
-232.0;-409.0;256.0;-555.0;64.0;458.0;477.0;328.0
-235.0;-322.0;226.0;-376.0;95.0;387.0;488.0;474.0
-329.0;-107.0;244.0;-330.0;-152.0;221.0;346.0;249.0
-326.0;-107.0;242.0;-321.0;-141.0;219.0;331.0;250.0
-322.0;-107.0;239.0;-314.0;-133.0;220.0;316.0;251.0
-40.0;-178.0;211.0;-345.0;4.0;452.0;221.0;321.0
-47.0;-172.0;221.0;-341.0;6.0;451.0;210.0;315.0
-317.0;-107.0;235.0;-308.0;-125.0;219.0;300.0;252.0
-312.0;-107.0;231.0;-301.0;-116.0;214.0;279.0;252.0
-333.0;-455.0;401.0;-355.0;222.0;413.0;448.0;258.0
-220.0;-382.0;294.0;-572.0;-180.0;390.0;188.0;292.0
-604.0;-789.0;695.0;-864.0;-708.0;387.0;31.0;701.0
-289.0;-213.0;286.0;-440.0;-175.0;357.0;257.0;311.0
-286.0;-212.0;282.0;-445.0;-213.0;357.0;286.0;311.0
-282.0;-211.0;278.0;-452.0;-234.0;360.0;305.0;311.0
-280.0;-212.0;276.0;-459.0;-239.0;364.0;303.0;312.0
-279.0;-214.0;276.0;-462.0;-246.0;366.0;299.0;313.0
-280.0;-219.0;280.0;-462.0;-275.0;370.0;296.0;317.0
-281.0;-220.0;280.0;-459.0;-283.0;369.0;296.0;317.0
-283.0;-222.0;281.0;-456.0;-290.0;368.0;292.0;317.0
-285.0;-223.0;282.0;-455.0;-296.0;365.0;289.0;317.0
-287.0;-223.0;284.0;-455.0;-304.0;361.0;286.0;317.0
-287.0;-222.0;285.0;-468.0;-319.0;349.0;285.0;316.0
-287.0;-223.0;287.0;-472.0;-324.0;349.0;286.0;317.0
-287.0;-226.0;289.0;-476.0;-327.0;348.0;287.0;319.0
-288.0;-229.0;292.0;-479.0;-330.0;347.0;288.0;322.0
-288.0;-232.0;292.0;-481.0;-328.0;344.0;294.0;326.0
-288.0;-238.0;291.0;-482.0;-323.0;345.0;299.0;328.0
-90.0;-226.0;43.0;-407.0;-175.0;409.0;418.0;198.0
-73.0;-210.0;19.0;-375.0;-152.0;394.0;364.0;200.0
-63.0;-198.0;3.0;-364.0;-146.0;386.0;337.0;196.0
-58.0;-191.0;-5.0;-358.0;-143.0;384.0;324.0;193.0
-183.0;-122.0;16.0;77.0;-264.0;-165.0;34.0;-103.0
-165.0;-171.0;78.0;60.0;-341.0;-149.0;68.0;-80.0
-175.0;-225.0;66.0;34.0;-380.0;-93.0;92.0;-40.0
-2.0;-156.0;199.0;-363.0;-21.0;452.0;164.0;347.0
-86.0;-363.0;147.0;-600.0;-164.0;439.0;510.0;464.0
206.0;395.0;-357.0;513.0;280.0;-504.0;-414.0;-531.0
55.0;-39.0;100.0;-303.0;29.0;382.0;181.0;232.0
-22.0;-184.0;203.0;-381.0;-57.0;467.0;190.0;374.0
-29.0;-182.0;206.0;-354.0;-4.0;453.0;233.0;334.0
-188.0;-206.0;37.0;-16.0;-442.0;-94.0;209.0;-25.0
-103.0;-160.0;122.0;-323.0;184.0;324.0;31.0;280.0
-81.0;-278.0;116.0;-504.0;-91.0;532.0;275.0;349.0
-184.0;-214.0;32.0;-30.0;-478.0;-116.0;154.0;-14.0
29.0;-39.0;162.0;-210.0;236.0;296.0;-3.0;236.0
-415.0;-352.0;596.0;-98.0;-484.0;182.0;223.0;231.0
8.0;-70.0;179.0;-313.0;97.0;386.0;87.0;235.0
9.0;-77.0;169.0;-312.0;78.0;419.0;111.0;238.0
-151.0;-69.0;3.0;186.0;-241.0;-268.0;18.0;-122.0
-5.0;-196.0;182.0;-251.0;57.0;390.0;124.0;390.0
-37.0;-129.0;-70.0;-294.0;-92.0;336.0;310.0;166.0
-10.0;-226.0;192.0;-294.0;233.0;295.0;162.0;401.0
-44.0;-334.0;134.0;-392.0;-43.0;407.0;110.0;508.0
-115.0;49.0;113.0;-59.0;386.0;73.0;70.0;436.0
27.0;-260.0;51.0;-399.0;-41.0;398.0;102.0;429.0
81.0;-28.0;187.0;-267.0;-27.0;318.0;182.0;375.0
-179.0;-129.0;30.0;-4.0;-430.0;-69.0;214.0;-118.0
-80.0;157.0;53.0;-6.0;-811.0;-267.0;-187.0;-481.0
-417.0;-347.0;596.0;-84.0;-471.0;176.0;224.0;221.0
-128.0;-309.0;348.0;-355.0;25.0;387.0;96.0;510.0
-614.0;-665.0;809.0;-732.0;-814.0;380.0;237.0;174.0
-320.0;-62.0;271.0;-82.0;-473.0;-40.0;228.0;-249.0
-232.0;-547.0;312.0;-653.0;-381.0;569.0;364.0;519.0
219.0;-34.0;-168.0;-17.0;461.0;123.0;-139.0;313.0
226.0;222.0;-77.0;23.0;476.0;115.0;-162.0;-1.0
9.0;-69.0;177.0;-306.0;91.0;399.0;93.0;235.0
58.0;-166.0;-108.0;-202.0;235.0;-4.0;-118.0;519.0
-113.0;-340.0;278.0;-470.0;-218.0;624.0;373.0;509.0
-52.0;-222.0;216.0;-393.0;-56.0;449.0;250.0;387.0
-23.0;-153.0;-58.0;-327.0;-141.0;369.0;288.0;176.0
-176.0;-137.0;16.0;14.0;-317.0;-79.0;237.0;-76.0
95.0;-81.0;14.0;-206.0;89.0;248.0;-7.0;334.0
-25.0;-264.0;157.0;-547.0;-117.0;543.0;201.0;437.0
-166.0;-139.0;55.0;-46.0;-485.0;-159.0;19.0;-80.0
-98.0;-182.0;29.0;-300.0;-184.0;500.0;541.0;255.0
-409.0;-511.0;392.0;-235.0;-570.0;195.0;457.0;214.0
-180.0;-210.0;44.0;-43.0;-511.0;-134.0;97.0;-12.0
575.0;801.0;-641.0;738.0;845.0;-491.0;-402.0;-663.0
-32.0;-138.0;-61.0;-334.0;-168.0;370.0;389.0;171.0
-378.0;-615.0;533.0;-732.0;-582.0;596.0;434.0;671.0
