InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-9.0;21.0;-21.0;-50.0;-10.0;-40.0;-1.0;-37.0;-52.0;7.0;40.0;18.0
-43.0;4.0;2.0;-112.0;-40.0;-15.0;54.0;-48.0;-58.0;36.0;-45.0;-63.0
-10.0;-6.0;-5.0;-61.0;4.0;-22.0;10.0;13.0;-26.0;40.0;15.0;57.0
42.0;32.0;-24.0;-82.0;-11.0;-29.0;-36.0;-89.0;-144.0;-31.0;90.0;74.0
-8.0;0.0;4.0;-60.0;-4.0;6.0;8.0;7.0;-19.0;50.0;38.0;42.0
-34.0;-24.0;40.0;-56.0;21.0;32.0;60.0;49.0;9.0;103.0;62.0;88.0
-16.0;-9.0;81.0;-128.0;16.0;32.0;44.0;-31.0;-84.0;120.0;-45.0;-61.0
-4.0;-31.0;60.0;-150.0;-9.0;37.0;40.0;-68.0;-80.0;91.0;10.0;-51.0
-22.0;-5.0;-1.0;-106.0;-21.0;14.0;34.0;25.0;-39.0;40.0;38.0;-10.0
5.0;7.0;13.0;-98.0;-12.0;-14.0;6.0;30.0;-50.0;63.0;42.0;25.0
29.0;10.0;-1.0;-71.0;-17.0;-6.0;-10.0;-36.0;-48.0;30.0;40.0;34.0
-9.0;2.0;9.0;-57.0;14.0;-50.0;-18.0;-40.0;-74.0;46.0;4.0;-23.0
9.0;5.0;-13.0;-41.0;2.0;19.0;-24.0;4.0;-37.0;22.0;20.0;15.0
14.0;-2.0;-38.0;-71.0;-2.0;7.0;-16.0;-9.0;-43.0;-2.0;28.0;21.0
-51.0;31.0;19.0;-81.0;-26.0;-16.0;0.0;8.0;-39.0;64.0;37.0;-6.0
9.0;6.0;-27.0;-71.0;1.0;20.0;-20.0;-3.0;-44.0;8.0;30.0;16.0
79.0;-16.0;9.0;-69.0;11.0;153.0;215.0;-47.0;-5.0;-35.0;-66.0;-36.0
-1.0;-18.0;32.0;-123.0;-4.0;-7.0;109.0;13.0;-58.0;32.0;70.0;-10.0
-3.0;-15.0;77.0;-153.0;26.0;70.0;108.0;-25.0;-81.0;94.0;72.0;-104.0
120.0;27.0;25.0;207.0;-137.0;250.0;-40.0;118.0;37.0;-88.0;-118.0;-242.0
2.0;-83.0;51.0;-134.0;-40.0;8.0;87.0;-18.0;-56.0;28.0;36.0;24.0
19.0;32.0;261.0;-322.0;66.0;-63.0;222.0;-240.0;-314.0;311.0;-190.0;-126.0
-42.0;-3.0;-7.0;46.0;49.0;36.0;159.0;-21.0;4.0;61.0;199.0;-93.0
25.0;-26.0;22.0;-112.0;-26.0;26.0;184.0;8.0;-35.0;8.0;-22.0;79.0
3.0;-44.0;18.0;-142.0;54.0;29.0;-46.0;-40.0;24.0;200.0;-15.0;-61.0
6.0;-3.0;24.0;-94.0;5.0;25.0;76.0;-22.0;-15.0;80.0;83.0;-106.0
-136.0;-221.0;37.0;162.0;-253.0;-55.0;127.0;35.0;125.0;154.0;-322.0;60.0
2.0;23.0;31.0;-41.0;-28.0;18.0;-54.0;-73.0;-43.0;38.0;89.0;290.0
-21.0;-10.0;-35.0;91.0;-55.0;-29.0;-133.0;113.0;74.0;81.0;106.0;2.0
40.0;-715.0;738.0;-346.0;-1191.0;7.0;-1258.0;320.0;902.0;1589.0;-1940.0;635.0
-13.0;-121.0;48.0;-98.0;-77.0;65.0;4.0;-172.0;-87.0;39.0;-51.0;144.0
-23.0;14.0;143.0;-148.0;-136.0;-133.0;49.0;92.0;-67.0;75.0;272.0;343.0
19.0;2.0;31.0;-106.0;-110.0;20.0;240.0;29.0;-47.0;68.0;231.0;113.0
625.0;-7.0;-605.0;698.0;55.0;1940.0;112.0;-78.0;-339.0;-609.0;69.0;59.0
-20.0;36.0;-24.0;-21.0;27.0;-13.0;71.0;2.0;11.0;64.0;34.0;-98.0
-55.0;-30.0;32.0;0.0;13.0;41.0;102.0;19.0;9.0;78.0;-2.0;-25.0
-5.0;-18.0;19.0;-159.0;34.0;21.0;64.0;-101.0;-109.0;-5.0;-134.0;-150.0
-31.0;-51.0;-93.0;55.0;69.0;13.0;153.0;-146.0;21.0;70.0;-177.0;-92.0
358.0;227.0;-156.0;-361.0;415.0;249.0;-188.0;-459.0;-361.0;-691.0;-824.0;-159.0
-22.0;-14.0;63.0;-302.0;-23.0;-16.0;228.0;-113.0;-199.0;35.0;-101.0;-46.0
38.0;15.0;6.0;-63.0;39.0;129.0;20.0;-60.0;-52.0;15.0;-64.0;18.0
1.0;18.0;-3.0;-24.0;28.0;-31.0;70.0;17.0;3.0;71.0;44.0;-84.0
-6.0;38.0;-21.0;-27.0;14.0;-11.0;82.0;3.0;-14.0;27.0;62.0;-81.0
23.0;-39.0;41.0;-15.0;-28.0;77.0;-28.0;8.0;-40.0;45.0;-18.0;37.0
246.0;-92.0;-17.0;-10.0;-654.0;72.0;-211.0;176.0;6.0;-104.0;280.0;452.0
9.0;54.0;43.0;-65.0;-355.0;-3.0;119.0;-44.0;-42.0;38.0;-165.0;47.0
-3.0;-45.0;46.0;-90.0;-58.0;23.0;-8.0;-41.0;-40.0;82.0;-72.0;89.0
-22.0;-26.0;55.0;-192.0;6.0;-26.0;39.0;3.0;-48.0;86.0;12.0;-13.0
10.0;-21.0;30.0;-181.0;-6.0;-16.0;48.0;20.0;-53.0;100.0;20.0;-12.0
190.0;-144.0;-12.0;83.0;-409.0;555.0;-14.0;-78.0;162.0;48.0;802.0;-393.0
-30.0;-7.0;-36.0;-25.0;-2.0;19.0;-33.0;22.0;5.0;23.0;12.0;1.0
-1.0;-1.0;-49.0;26.0;-31.0;9.0;-33.0;73.0;55.0;-1.0;91.0;95.0
-22.0;-14.0;52.0;-152.0;90.0;-10.0;47.0;-59.0;-146.0;54.0;-32.0;-49.0
26.0;-50.0;74.0;-179.0;-16.0;61.0;54.0;-114.0;-103.0;6.0;-108.0;-85.0
-6.0;-15.0;38.0;200.0;-25.0;39.0;-9.0;-1.0;-120.0;-120.0;69.0;155.0
-1.0;-33.0;81.0;-63.0;26.0;31.0;103.0;5.0;64.0;92.0;-50.0;-41.0
-64.0;26.0;3.0;279.0;-99.0;134.0;220.0;-89.0;35.0;94.0;37.0;312.0
-57.0;36.0;67.0;14.0;-62.0;36.0;119.0;62.0;14.0;135.0;204.0;277.0
-1.0;-28.0;75.0;-91.0;-32.0;132.0;-3.0;12.0;-120.0;-105.0;25.0;31.0
6.0;-13.0;10.0;65.0;-16.0;40.0;14.0;-78.0;-17.0;7.0;1.0;18.0
69.0;42.0;-37.0;102.0;-33.0;91.0;-268.0;149.0;116.0;10.0;252.0;243.0
6.0;6.0;73.0;-115.0;-26.0;3.0;115.0;-45.0;-89.0;68.0;52.0;-63.0
61.0;-5.0;80.0;-264.0;-61.0;-75.0;-4.0;105.0;-335.0;51.0;38.0;-19.0
-21.0;10.0;36.0;20.0;38.0;-35.0;79.0;-9.0;17.0;49.0;18.0;-79.0
-7.0;-108.0;67.0;-52.0;178.0;19.0;8.0;-39.0;10.0;85.0;129.0;-82.0
-85.0;3.0;-12.0;85.0;25.0;-20.0;60.0;-59.0;-13.0;76.0;61.0;-1.0
1332.0;269.0;-788.0;511.0;1436.0;3083.0;2108.0;1773.0;2517.0;488.0;-125.0;-504.0
-297.0;44.0;78.0;-256.0;5.0;-365.0;169.0;-143.0;-309.0;195.0;-11.0;58.0
-599.0;157.0;108.0;1373.0;-84.0;-335.0;-52.0;-544.0;-663.0;-192.0;-311.0;-316.0
18.0;8.0;65.0;-124.0;10.0;-35.0;123.0;-22.0;-111.0;16.0;77.0;-9.0
8.0;-103.0;2.0;13.0;-46.0;60.0;10.0;16.0;95.0;28.0;-34.0;-53.0
40.0;-95.0;116.0;-96.0;-71.0;87.0;23.0;-83.0;14.0;100.0;-102.0;-141.0
-21.0;22.0;38.0;-16.0;165.0;-10.0;1815.0;98.0;-6.0;23.0;754.0;434.0
-23.0;-6.0;31.0;-80.0;26.0;20.0;132.0;-35.0;-62.0;69.0;77.0;-12.0
111.0;72.0;-124.0;-20.0;-9.0;181.0;129.0;49.0;-21.0;-190.0;112.0;28.0
557.0;4.0;330.0;142.0;-871.0;20.0;-260.0;-226.0;-177.0;486.0;186.0;456.0
-52.0;14.0;22.0;-46.0;9.0;58.0;82.0;43.0;36.0;99.0;190.0;46.0
-4.0;-7.0;51.0;-107.0;39.0;-22.0;57.0;-33.0;-81.0;147.0;21.0;-89.0
-16.0;-64.0;71.0;-19.0;-123.0;86.0;61.0;96.0;109.0;136.0;-16.0;75.0
-26.0;27.0;11.0;-129.0;-47.0;11.0;17.0;-71.0;-91.0;42.0;-84.0;-101.0
-3.0;4.0;16.0;-11.0;-62.0;61.0;-91.0;-13.0;6.0;10.0;59.0;11.0
66.0;-51.0;-16.0;-99.0;456.0;1.0;982.0;-115.0;24.0;121.0;476.0;-180.0
-16.0;-19.0;-85.0;-68.0;0.0;23.0;30.0;-5.0;-22.0;-37.0;-38.0;20.0
-7.0;-7.0;-125.0;150.0;-32.0;60.0;48.0;-65.0;70.0;10.0;-93.0;-28.0
14.0;-23.0;72.0;-125.0;42.0;70.0;107.0;6.0;-66.0;84.0;52.0;-83.0
-6.0;-4.0;-48.0;44.0;-41.0;26.0;-69.0;27.0;54.0;-8.0;108.0;112.0
2.0;-6.0;30.0;-105.0;25.0;-14.0;106.0;-41.0;-49.0;74.0;81.0;-78.0
-10.0;-25.0;64.0;-53.0;-27.0;85.0;59.0;-7.0;-3.0;71.0;78.0;37.0
221.0;126.0;175.0;-1202.0;-11.0;415.0;362.0;325.0;371.0;352.0;143.0;3.0
8.0;-28.0;72.0;-110.0;35.0;15.0;115.0;-37.0;-77.0;75.0;87.0;-88.0
10.0;-15.0;43.0;-113.0;14.0;18.0;110.0;-48.0;-49.0;62.0;102.0;-89.0
-19.0;3.0;24.0;-41.0;35.0;7.0;224.0;-105.0;-32.0;64.0;-35.0;-155.0
-11.0;3.0;15.0;-200.0;-51.0;-68.0;-11.0;-69.0;-109.0;96.0;184.0;-153.0
-57.0;-61.0;102.0;8.0;29.0;12.0;203.0;36.0;51.0;244.0;-304.0;-154.0
409.0;378.0;345.0;-1120.0;34.0;15.0;12.0;-443.0;-1031.0;71.0;-823.0;-1039.0
-45.0;-47.0;19.0;-78.0;-50.0;22.0;-47.0;-63.0;-77.0;60.0;-229.0;-174.0
0.0;29.0;-4.0;-48.0;39.0;45.0;62.0;-42.0;-12.0;49.0;57.0;-120.0
12.0;8.0;-13.0;-32.0;56.0;1.0;100.0;-3.0;-53.0;34.0;3.0;-207.0
6.0;27.0;33.0;-54.0;72.0;24.0;54.0;-37.0;-28.0;29.0;121.0;-207.0
-4.0;-29.0;-28.0;7.0;196.0;29.0;59.0;-84.0;30.0;52.0;-170.0;-363.0
-10.0;-10.0;8.0;-29.0;59.0;31.0;50.0;-25.0;4.0;41.0;46.0;-116.0
42.0;24.0;4.0;-56.0;136.0;54.0;134.0;-1.0;-47.0;42.0;11.0;-174.0
-17.0;10.0;45.0;-59.0;36.0;13.0;46.0;-1.0;-10.0;92.0;74.0;-91.0
57.0;14.0;20.0;43.0;-3.0;66.0;-103.0;7.0;36.0;54.0;80.0;57.0
-25.0;9.0;30.0;-55.0;49.0;-3.0;34.0;-22.0;3.0;85.0;58.0;-122.0
-17.0;-2.0;-9.0;-55.0;31.0;-16.0;22.0;14.0;-45.0;20.0;62.0;-124.0
-8.0;-8.0;-2.0;-47.0;32.0;46.0;47.0;-12.0;-24.0;37.0;60.0;-128.0
25.0;82.0;-353.0;317.0;162.0;54.0;87.0;169.0;186.0;-40.0;295.0;-627.0
-16.0;23.0;0.0;-15.0;-3.0;-46.0;8.0;30.0;3.0;79.0;-20.0;-80.0
17.0;-4.0;-13.0;-30.0;42.0;37.0;64.0;-36.0;2.0;-33.0;33.0;14.0
45.0;4.0;47.0;68.0;-2.0;78.0;56.0;155.0;103.0;83.0;142.0;93.0
-14.0;50.0;27.0;19.0;-7.0;30.0;38.0;-42.0;-2.0;62.0;48.0;35.0
-264.0;-540.0;294.0;-453.0;59.0;184.0;186.0;-281.0;-57.0;-189.0;-582.0;-319.0
-83.0;19.0;28.0;196.0;-212.0;-510.0;-307.0;174.0;151.0;693.0;158.0;44.0
58.0;11.0;7.0;-77.0;0.0;339.0;-32.0;56.0;202.0;204.0;-38.0;46.0
-32.0;-45.0;-6.0;-43.0;49.0;-70.0;99.0;-6.0;-2.0;73.0;-19.0;-37.0
-9.0;-13.0;-1.0;72.0;-16.0;50.0;17.0;-5.0;37.0;66.0;24.0;-62.0
17.0;23.0;-25.0;-23.0;17.0;64.0;36.0;13.0;-14.0;38.0;64.0;-78.0
14.0;-27.0;14.0;-80.0;-8.0;-94.0;14.0;25.0;3.0;79.0;33.0;12.0
-81.0;-53.0;83.0;-114.0;15.0;-69.0;81.0;-107.0;-103.0;160.0;-112.0;-66.0
-702.0;-174.0;190.0;-543.0;813.0;-979.0;167.0;-717.0;-717.0;530.0;1056.0;728.0
14.0;-25.0;246.0;-549.0;-50.0;-470.0;-87.0;-77.0;-405.0;-169.0;2.0;4.0
-44.0;-27.0;-20.0;-24.0;8.0;-55.0;13.0;8.0;-16.0;49.0;-75.0;-2.0
20.0;8.0;4.0;-83.0;18.0;-38.0;-117.0;-23.0;-75.0;5.0;-75.0;24.0
0.0;-14.0;56.0;91.0;-387.0;77.0;-351.0;40.0;168.0;48.0;131.0;300.0
89.0;-30.0;20.0;-115.0;-86.0;181.0;-156.0;112.0;73.0;-61.0;19.0;-374.0
-86.0;-225.0;15.0;-95.0;-101.0;-162.0;-474.0;-67.0;-30.0;137.0;29.0;-69.0
91.0;184.0;-147.0;107.0;-720.0;-6.0;-522.0;144.0;84.0;100.0;-368.0;-589.0
-86.0;-7.0;-11.0;25.0;-191.0;-137.0;196.0;141.0;33.0;156.0;146.0;-177.0
40.0;-7.0;-13.0;162.0;36.0;-42.0;45.0;-24.0;-120.0;5.0;-111.0;-125.0
9.0;-25.0;62.0;-820.0;-6.0;-245.0;0.0;-29.0;-426.0;-400.0;94.0;-36.0
281.0;175.0;9.0;-335.0;-64.0;168.0;-683.0;-262.0;-353.0;-178.0;-355.0;5.0
49.0;28.0;25.0;-82.0;-7.0;21.0;21.0;20.0;-20.0;86.0;71.0;41.0
-140.0;-130.0;117.0;-164.0;144.0;-161.0;-174.0;-168.0;-115.0;38.0;60.0;14.0
-242.0;-154.0;872.0;-152.0;19.0;-172.0;-606.0;52.0;-171.0;1062.0;-51.0;-88.0
-49.0;-29.0;5.0;13.0;-26.0;36.0;23.0;-8.0;16.0;81.0;30.0;-58.0
-10.0;-33.0;3.0;-74.0;8.0;16.0;94.0;-14.0;27.0;79.0;-106.0;-70.0
82.0;99.0;-73.0;118.0;144.0;92.0;-22.0;-9.0;-47.0;-23.0;-23.0;-194.0
37.0;-23.0;-15.0;-510.0;-8.0;-38.0;-20.0;-26.0;-86.0;-2.0;4.0;2.0
15.0;-23.0;68.0;-59.0;-36.0;38.0;-1.0;34.0;-22.0;109.0;50.0;-15.0
-69.0;-13.0;-65.0;-152.0;-147.0;-50.0;-242.0;9.0;-131.0;-100.0;-174.0;360.0
0.0;-8.0;57.0;-41.0;-28.0;41.0;0.0;65.0;-1.0;92.0;13.0;-29.0
-214.0;28.0;464.0;-278.0;410.0;151.0;-127.0;158.0;-412.0;409.0;-36.0;-126.0
-43.0;-10.0;-33.0;14.0;10.0;12.0;104.0;20.0;29.0;82.0;-31.0;-54.0
-37.0;-11.0;35.0;-30.0;20.0;-12.0;25.0;76.0;16.0;108.0;19.0;44.0
-81.0;17.0;73.0;-46.0;25.0;18.0;166.0;277.0;39.0;200.0;38.0;-16.0
-81.0;16.0;49.0;-183.0;80.0;-76.0;171.0;-109.0;-178.0;132.0;82.0;-61.0
161.0;-65.0;-52.0;28.0;-41.0;139.0;-50.0;185.0;-150.0;-39.0;-69.0;-214.0
32.0;130.0;-34.0;26.0;64.0;21.0;-12.0;126.0;50.0;7.0;197.0;161.0
24.0;40.0;-33.0;-16.0;-21.0;28.0;15.0;6.0;44.0;-20.0;88.0;-79.0
-48.0;-55.0;8.0;-106.0;-6.0;26.0;73.0;-15.0;-7.0;56.0;84.0;50.0
-67.0;-34.0;-17.0;-23.0;-16.0;-21.0;111.0;-22.0;-8.0;44.0;81.0;-31.0
4.0;-27.0;28.0;-46.0;35.0;28.0;65.0;8.0;-16.0;77.0;42.0;-128.0
-19.0;-13.0;16.0;-46.0;73.0;13.0;87.0;-28.0;2.0;112.0;-89.0;31.0
16.0;0.0;-23.0;-167.0;256.0;-122.0;189.0;-123.0;-85.0;190.0;-505.0;-398.0
318.0;237.0;291.0;-97.0;-741.0;148.0;-145.0;-42.0;-77.0;325.0;110.0;76.0
-9.0;7.0;33.0;99.0;-106.0;20.0;-142.0;-107.0;69.0;159.0;-130.0;-135.0
-46.0;63.0;-3.0;-4.0;-33.0;11.0;-14.0;-11.0;-51.0;101.0;-30.0;49.0
-495.0;-78.0;797.0;-1332.0;685.0;-501.0;1103.0;-527.0;-1296.0;679.0;-780.0;-624.0
405.0;-84.0;-805.0;714.0;20.0;168.0;18.0;57.0;418.0;208.0;-10.0;-26.0
139.0;-60.0;-715.0;309.0;-26.0;403.0;497.0;369.0;354.0;-1088.0;269.0;502.0
-75.0;49.0;-157.0;172.0;54.0;36.0;-57.0;200.0;252.0;-25.0;282.0;-127.0
169.0;-137.0;-1039.0;495.0;-287.0;875.0;-272.0;234.0;342.0;-1706.0;427.0;462.0
1.0;-32.0;33.0;212.0;-14.0;57.0;10.0;19.0;146.0;88.0;37.0;-44.0
-36.0;21.0;32.0;81.0;-94.0;-23.0;14.0;4.0;-1.0;214.0;230.0;130.0
-128.0;-216.0;-54.0;-345.0;-456.0;490.0;-155.0;-317.0;-325.0;-985.0;202.0;210.0
-59.0;-298.0;51.0;-38.0;-705.0;338.0;1377.0;-94.0;157.0;-293.0;-8.0;1112.0
50.0;-44.0;19.0;-65.0;217.0;41.0;-242.0;-167.0;-66.0;44.0;-641.0;-598.0
-27.0;-182.0;46.0;-126.0;-320.0;20.0;-298.0;-12.0;-37.0;34.0;-179.0;883.0
-61.0;26.0;67.0;-82.0;89.0;44.0;39.0;391.0;58.0;80.0;77.0;21.0
81.0;62.0;106.0;-270.0;-504.0;83.0;671.0;-59.0;-204.0;16.0;-183.0;-496.0
-14.0;-29.0;-4.0;93.0;-68.0;-14.0;30.0;25.0;168.0;288.0;-28.0;1.0
125.0;-52.0;37.0;-140.0;-606.0;143.0;-278.0;54.0;-69.0;-31.0;628.0;2219.0
-79.0;-6.0;96.0;69.0;142.0;-138.0;636.0;-53.0;-86.0;212.0;-60.0;109.0
-299.0;-47.0;570.0;-979.0;361.0;-618.0;408.0;-823.0;-1283.0;-575.0;-806.0;-479.0
-56.0;-443.0;613.0;-2207.0;539.0;-122.0;736.0;-1928.0;-1985.0;-76.0;-2242.0;-2131.0
-379.0;4.0;91.0;-367.0;178.0;-193.0;-49.0;-674.0;-667.0;-253.0;-245.0;-77.0
80.0;-171.0;146.0;665.0;-191.0;272.0;136.0;-40.0;177.0;341.0;437.0;430.0
-68.0;-2.0;49.0;1.0;5.0;-215.0;-19.0;-13.0;-112.0;-43.0;29.0;22.0
-4.0;-44.0;40.0;-226.0;-532.0;-81.0;544.0;-84.0;-243.0;-273.0;540.0;307.0
-33.0;171.0;-164.0;875.0;363.0;-296.0;725.0;-81.0;-20.0;164.0;527.0;-458.0
572.0;32.0;-279.0;-21.0;76.0;1097.0;75.0;105.0;47.0;-214.0;99.0;-111.0
-371.0;-44.0;-38.0;-340.0;-100.0;-108.0;-524.0;-140.0;-415.0;-160.0;-139.0;-340.0
12.0;209.0;-229.0;-37.0;543.0;-69.0;282.0;-193.0;-112.0;-81.0;-303.0;-472.0
-2.0;46.0;34.0;-49.0;127.0;5.0;130.0;-12.0;-79.0;41.0;43.0;-203.0
-620.0;47.0;498.0;-1413.0;225.0;-232.0;170.0;-685.0;-1140.0;291.0;-344.0;-356.0
8.0;53.0;26.0;-85.0;111.0;4.0;117.0;-10.0;-92.0;29.0;58.0;-157.0
-161.0;-78.0;-151.0;114.0;-29.0;-243.0;87.0;-136.0;19.0;82.0;172.0;261.0
-123.0;-65.0;-6.0;45.0;212.0;-136.0;-25.0;-207.0;-77.0;103.0;-113.0;10.0
-301.0;2.0;361.0;-645.0;-100.0;-717.0;67.0;0.0;-184.0;1010.0;332.0;833.0
-15.0;15.0;123.0;-76.0;-37.0;-103.0;172.0;-57.0;-91.0;312.0;-206.0;299.0
-24.0;55.0;133.0;-515.0;-542.0;-224.0;568.0;-204.0;-518.0;-143.0;-228.0;188.0
43.0;99.0;-193.0;338.0;-371.0;110.0;-415.0;426.0;380.0;-66.0;753.0;389.0
222.0;-268.0;546.0;-2572.0;-179.0;125.0;-444.0;229.0;-531.0;46.0;110.0;112.0
250.0;-162.0;-873.0;591.0;-404.0;210.0;-664.0;630.0;659.0;-993.0;847.0;736.0
99.0;94.0;5.0;-71.0;179.0;68.0;20.0;66.0;-29.0;88.0;283.0;-8.0
19.0;-64.0;108.0;226.0;150.0;63.0;912.0;-213.0;-159.0;-157.0;-260.0;-372.0
30.0;84.0;13.0;-37.0;105.0;40.0;39.0;111.0;-9.0;101.0;125.0;98.0
-95.0;-223.0;113.0;-206.0;612.0;-374.0;916.0;-1406.0;-455.0;246.0;-1229.0;-1486.0
-19.0;-228.0;247.0;-166.0;413.0;71.0;199.0;-25.0;-1.0;246.0;-342.0;-211.0
-3552.0;-323.0;396.0;2889.0;-827.0;-2434.0;-1874.0;-179.0;57.0;1624.0;684.0;-3560.0
-248.0;-85.0;160.0;-458.0;367.0;-110.0;15.0;-248.0;-499.0;-216.0;-1462.0;-2271.0
-23.0;-153.0;121.0;-150.0;-212.0;-496.0;-207.0;-447.0;-141.0;707.0;-412.0;-470.0
203.0;226.0;-160.0;1023.0;-173.0;844.0;-185.0;1061.0;1376.0;788.0;1006.0;807.0
-283.0;-276.0;633.0;-829.0;630.0;-925.0;627.0;-477.0;-771.0;1261.0;-1063.0;-841.0
-10.0;-82.0;72.0;-6.0;-133.0;125.0;-75.0;120.0;145.0;104.0;80.0;99.0
315.0;96.0;-17.0;-133.0;-849.0;270.0;-1147.0;-88.0;461.0;104.0;388.0;19.0
289.0;279.0;-10.0;-91.0;49.0;64.0;-70.0;189.0;-98.0;-66.0;-168.0;-378.0
153.0;102.0;11.0;28.0;529.0;141.0;901.0;-46.0;43.0;-29.0;-103.0;372.0
-1.0;22.0;36.0;-131.0;211.0;-59.0;466.0;-79.0;-147.0;48.0;291.0;-199.0
21.0;67.0;22.0;-61.0;186.0;38.0;377.0;43.0;-58.0;56.0;126.0;-390.0
-134.0;20.0;-117.0;323.0;35.0;-120.0;-3.0;-55.0;-157.0;11.0;-9.0;-10.0
-94.0;-72.0;106.0;-298.0;77.0;-151.0;-420.0;-276.0;-410.0;-268.0;-166.0;466.0
31.0;166.0;19.0;-65.0;-4.0;48.0;-689.0;169.0;115.0;250.0;422.0;-19.0
-419.0;-136.0;1127.0;-260.0;97.0;-1167.0;-310.0;1.0;-105.0;2490.0;-101.0;-47.0
-42.0;-69.0;-28.0;-25.0;246.0;84.0;-9.0;-31.0;79.0;141.0;116.0;-186.0
101.0;-444.0;557.0;-1109.0;186.0;210.0;200.0;-1010.0;-918.0;111.0;-1414.0;-1098.0
12.0;86.0;92.0;-496.0;423.0;96.0;678.0;-422.0;-588.0;-429.0;-405.0;-333.0
-242.0;87.0;613.0;-195.0;550.0;-561.0;353.0;-37.0;-498.0;1092.0;4.0;-153.0
-324.0;-192.0;-26.0;438.0;-376.0;-169.0;-359.0;500.0;577.0;609.0;347.0;208.0
73.0;67.0;3.0;-66.0;126.0;0.0;116.0;-4.0;-47.0;58.0;164.0;-313.0
-500.0;-86.0;526.0;-598.0;507.0;-608.0;898.0;-10.0;-462.0;1139.0;-226.0;-52.0
901.0;200.0;-4.0;-913.0;432.0;302.0;485.0;-49.0;-359.0;-401.0;90.0;726.0
231.0;129.0;-359.0;673.0;-289.0;691.0;-1050.0;605.0;851.0;-20.0;899.0;869.0
-403.0;-9.0;775.0;-525.0;98.0;-561.0;-116.0;-349.0;-564.0;1238.0;-55.0;-301.0
23.0;134.0;-66.0;-218.0;472.0;7.0;675.0;-146.0;-225.0;-81.0;370.0;-495.0
440.0;103.0;-74.0;246.0;-227.0;826.0;227.0;192.0;395.0;-296.0;424.0;-985.0
-337.0;-16.0;48.0;-257.0;-155.0;-550.0;-393.0;119.0;-208.0;410.0;209.0;146.0
-9.0;-58.0;168.0;-245.0;-76.0;-171.0;33.0;100.0;-22.0;0.0;39.0;-11.0
-10.0;0.0;14.0;-63.0;5.0;-25.0;118.0;-12.0;-38.0;59.0;-177.0;-930.0
-68.0;33.0;20.0;331.0;-43.0;147.0;549.0;-38.0;128.0;171.0;-155.0;-508.0
-17.0;-9.0;-9.0;786.0;7.0;-1.0;52.0;-23.0;-41.0;-6.0;65.0;-142.0
392.0;-129.0;-303.0;-268.0;-156.0;-478.0;-67.0;470.0;-28.0;373.0;196.0;-444.0
1020.0;297.0;-1155.0;2175.0;-160.0;840.0;-226.0;558.0;2240.0;-860.0;-104.0;65.0
703.0;134.0;-1084.0;1176.0;-426.0;709.0;-739.0;776.0;1069.0;-1764.0;1494.0;1328.0
150.0;-126.0;-63.0;157.0;-138.0;344.0;-128.0;-5.0;289.0;-196.0;-130.0;-182.0
-21.0;-18.0;49.0;-303.0;8.0;46.0;14.0;41.0;-81.0;-91.0;93.0;-55.0
17.0;-34.0;-47.0;-130.0;474.0;-29.0;-396.0;-102.0;3.0;64.0;32.0;-898.0
-45.0;4.0;-51.0;-7.0;533.0;3.0;510.0;-27.0;-3.0;0.0;272.0;111.0
241.0;147.0;0.0;-228.0;174.0;166.0;-390.0;-179.0;-195.0;-150.0;-268.0;-306.0
4.0;-218.0;-166.0;98.0;-352.0;-347.0;-771.0;181.0;-18.0;254.0;182.0;-483.0
-7.0;-42.0;6.0;-568.0;-138.0;-75.0;-322.0;-48.0;30.0;86.0;240.0;522.0
-508.0;-377.0;419.0;-489.0;-163.0;-524.0;-1190.0;-463.0;-470.0;673.0;-430.0;-7.0
-15.0;11.0;6.0;-58.0;-10.0;13.0;-60.0;-23.0;-42.0;23.0;278.0;599.0
412.0;263.0;-255.0;102.0;306.0;202.0;-176.0;-423.0;-138.0;-534.0;-220.0;160.0
225.0;-115.0;-1163.0;-349.0;-261.0;1334.0;-451.0;358.0;-71.0;-2831.0;587.0;307.0
160.0;-193.0;-17.0;262.0;-135.0;494.0;-84.0;330.0;486.0;-186.0;158.0;85.0
221.0;-21.0;-556.0;1452.0;-28.0;298.0;22.0;61.0;308.0;341.0;120.0;9.0
102.0;-99.0;169.0;-1100.0;-409.0;-310.0;187.0;-781.0;-990.0;-273.0;-795.0;801.0
