Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit RUA gyroY;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
1790.0;-161;?;-410.0;-3753;-596;-180.0;?;-73;221;792;-3753
1559.0;-161;?;-233.0;1153;-603;-101.0;?;-24;-428;1014;1153
1375.0;-158;?;-34.0;485;522;-86.0;?;1446;-1074;1450;485
1186.0;-156;?;98.0;-43;50;-136.0;?;457;-19;516;-43
697.0;-157;?;222.0;430;-225;-55.0;?;-7;107;169;430
553.0;-157;110;347.0;-332;0;206.0;?;?;0;572;-332
467.0;-157;-166;213.0;54;-79;279.0;?;?;59;301;54
532.0;-157;-41;78.0;-62;-62;233.0;180.0;?;50;431;-62
362.0;-157;-56;-33.0;-85;-60;110.0;241.0;?;38;427;-85
387.0;-157;-93;-251.0;-144;-69;-63.0;322.0;?;87;385;-144
341.0;-157;-43;-388.0;-136;-45;-105.0;245.0;?;76;432;-136
733.0;-157;-78;-328.0;66;-76;-83.0;345.0;?;110;417;66
805.0;-157;-41;-176.0;56;-77;-91.0;461.0;?;86;460;56
1491.0;-157;?;-58.0;38;-51;-65.0;335.0;?;111;422;38
151.0;-157;?;-2.0;-43;-63;-29.0;376.0;?;77;415;-43
717.0;-156;?;28.0;-347;-22;11.0;455.0;?;17;414;-347
784.0;-157;?;55.0;-658;198;1.0;416.0;?;269;?;-658
1361.0;-156;?;140.0;-1217;-101;-10.0;560.0;30;271;?;-1217
1710.0;-158;?;188.0;-2286;183;-177.0;423.0;226;367;?;-2286
524.0;-150;?;276.0;-2347;-55;-164.0;774.0;-19;-108;?;-2347
949.0;-97;?;375.0;-906;-417;-28.0;235.0;-277;-1077;?;-906
900.0;-35;?;464.0;-342;1629;75.0;411.0;1218;-574;?;-342
1159.0;-25;?;555.0;-656;1058;34.0;182.0;-341;-419;?;-656
1031.0;-25;?;597.0;506;-532;-23.0;-67.0;-1708;-8;?;506
971.0;-39;?;562.0;1499;248;-108.0;32.0;-80;919;?;1499
1053.0;-72;?;261.0;1040;163;-229.0;259.0;-57;668;430;1040
1021.0;-82;-741;204.0;996;108;-109.0;26.0;-79;659;424;996
929.0;-119;-444;109.0;967;117;191.0;-52.0;186;233;560;967
1010.0;-148;-398;-117.0;444;-26;115.0;-53.0;266;-219;998;444
938.0;-147;-162;-313.0;615;-288;?;-98.0;174;-608;1160;615
925.0;-159;236;-430.0;-108;-927;?;-85.0;112;-1422;2086;-108
1023.0;-161;1378;-507.0;-463;-1120;-109.0;-247.0;420;-1584;2704;-463
989.0;-165;2596;-591.0;227;-951;-182.0;-138.0;331;829;2722;227
1130.0;-174;2453;-582.0;-19;-982;-181.0;351.0;32;4394;2507;-19
1119.0;-176;840;-565.0;1816;-975;-145.0;365.0;-426;2036;1221;1816
1608.0;-170;1188;-572.0;-522;1569;-98.0;378.0;2437;-2362;514;-522
1759.0;-163;503;?;?;-36;21.0;870.0;752;-703;876;-3683
1260.0;-162;-1378;-269.0;?;-4448;115.0;749.0;-4350;872;1307;121
1357.0;-159;650;-103.0;?;-1394;148.0;-149.0;-348;-796;?;966
952.0;-157;903;34.0;?;584;25.0;-132.0;1452;-492;?;28
818.0;-157;?;56.0;?;-270;116.0;-372.0;-135;?;?;330
460.0;-157;157;266.0;?;324;156.0;1329.0;752;?;?;-367
537.0;-158;-93;271.0;?;-85;161.0;-196.0;181;?;?;-163
425.0;-158;-61;-4.0;?;15;100.0;342.0;300;?;?;-27
378.0;-158;51;-134.0;?;74;-7.0;105.0;439;?;?;-97
387.0;-158;-82;-358.0;?;-90;-124.0;339.0;191;?;?;-23
593.0;-157;-22;-430.0;?;29;-94.0;230.0;336;?;?;-69
693.0;-158;-45;-332.0;?;-51;-86.0;339.0;242;?;?;-71
1157.0;-157;-76;-166.0;13;-47;-214.0;403.0;236;?;?;13
1110.0;-157;-73;-31.0;-90;-15;-321.0;399.0;270;?;?;-90
531.0;-158;-133;126.0;-340;27;-282.0;470.0;277;?;?;?
777.0;-154;-175;182.0;-587;109;-184.0;432.0;333;?;388;?
714.0;-160;-214;292.0;-1012;161;?;505.0;284;?;237;?
1167.0;-152;-314;407.0;-1561;-57;?;515.0;28;?;431;?
1760.0;-154;-350;514.0;-1610;-265;?;465.0;-90;?;988;?
937.0;-153;-362;607.0;-1411;-105;?;585.0;95;-379;1129;?
932.0;-79;-1484;675.0;-984;620;?;611.0;506;-893;1902;-984
962.0;-39;-3325;691.0;534;1600;?;431.0;769;-1030;2626;534
1096.0;-58;-2215;717.0;1380;1295;?;176.0;516;377;1118;1380
1089.0;-70;-455;771.0;890;434;?;-105.0;195;1023;-129;890
915.0;-91;-816;453.0;706;414;?;-4.0;161;615;384;706
1100.0;?;-611;214.0;706;306;?;203.0;174;546;?;706
1016.0;?;-356;226.0;820;175;?;-53.0;308;52;?;820
916.0;?;-264;-41.0;916;?;89.0;15.0;444;5;?;916
979.0;?;-247;-266.0;576;?;-18.0;-40.0;294;-1410;?;576
929.0;?;583;-420.0;38;?;-138.0;-103.0;309;-648;?;?
924.0;?;2503;-490.0;-691;?;-168.0;-77.0;658;563;?;?
1013.0;?;3358;-569.0;-1481;?;-237.0;-258.0;1035;90;?;?
986.0;-170;3215;-668.0;-271;?;-294.0;104.0;1018;4139;?;?
1171.0;-172;1584;-745.0;1675;?;-326.0;290.0;573;1775;1394;?
1116.0;-169;505;-807.0;-1801;?;-348.0;394.0;910;-2974;482;?
1518.0;-166;433;-834.0;-3729;?;-365.0;-108.0;-82;-521;1274;?
1702.0;-166;-364;-843.0;33;?;-313.0;842.0;-1833;214;1182;?
1470.0;-163;-262;-746.0;492;?;-338.0;585.0;-610;-14;616;?
1281.0;-162;96;-595.0;-43;?;-469.0;1104.0;419;?;484;?
975.0;-162;20;-265.0;310;?;-320.0;-1671.0;210;?;458;?
688.0;-162;53;92.0;-222;83;5.0;792.0;358;?;404;?
459.0;-162;-20;366.0;-48;13;198.0;84.0;257;?;355;?
458.0;-162;-17;410.0;-33;-13;327.0;104.0;233;?;387;?
460.0;-162;-10;399.0;-69;-2;197.0;-115.0;248;?;401;-69
426.0;-162;-9;263.0;-6;-4;50.0;572.0;241;?;389;-6
449.0;-162;?;220.0;-56;-2;45.0;231.0;251;?;426;-56
604.0;-162;?;221.0;62;-52;55.0;319.0;192;?;406;62
863.0;-162;?;268.0;88;-34;-23.0;392.0;201;?;419;88
1030.0;?;?;285.0;28;-20;-77.0;405.0;202;?;389;28
1126.0;?;?;272.0;-36;34;-70.0;323.0;240;?;310;-36
625.0;?;?;222.0;-476;195;-29.0;358.0;403;?;418;-476
653.0;?;?;283.0;-803;95;-22.0;?;231;?;165;-803
824.0;?;?;335.0;-1321;175;-23.0;?;191;?;348;-1321
1509.0;?;?;362.0;-2181;62;-59.0;?;166;?;429;-2181
978.0;?;?;538.0;-2127;86;-2.0;?;179;?;446;-2127
469.0;?;?;583.0;-774;549;203.0;?;369;-1100;1813;-774
1001.0;?;?;586.0;1121;-408;307.0;?;-590;-561;1618;1121
1059.0;?;-716;611.0;1900;-432;335.0;?;-683;864;287;1900
1105.0;?;-877;609.0;1759;585;379.0;?;117;965;66;1759
1054.0;?;-762;399.0;1495;201;329.0;?;-156;?;91;1495
1007.0;-120;-726;136.0;731;55;215.0;?;-167;?;341;731
1059.0;-128;-635;70.0;224;130;274.0;?;57;?;595;224
923.0;-153;-345;-145.0;161;15;215.0;?;?;?;661;161
996.0;-142;-23;-400.0;-38;-143;91.0;-110.0;?;?;1009;-38
954.0;-174;64;-555.0;168;-320;29.0;-138.0;?;?;1253;168
893.0;-157;1179;-550.0;-339;-790;-145.0;-172.0;?;?;2221;-339
983.0;-159;2605;-570.0;-319;-1085;-204.0;-319.0;?;?;2930;-319
985.0;-237;2841;-527.0;1562;-762;-261.0;11.0;?;?;2713;1562
1143.0;75;2397;-548.0;1109;-1502;-287.0;374.0;?;?;3097;1109
1027.0;88;-1440;-535.0;233;-1118;-218.0;530.0;?;?;-278;233
1949.0;-229;-1773;-488.0;112;1043;-157.0;31.0;?;?;-2029;112
1723.0;-160;4017;-405.0;-1984;2401;-129.0;1017.0;?;-973;1866;-1984
1326.0;-156;4190;-325.0;-2096;2462;-134.0;385.0;?;-963;1962;-2096
1279.0;-182;1027;-254.0;-31;916;-140.0;372.0;?;-568;502;-31
945.0;-149;138;-143.0;330;-154;-257.0;-740.0;?;242;537;330
521.0;-173;45;12.0;-35;-30;?;804.0;?;-121;341;-35
401.0;-160;141;320.0;27;-81;?;814.0;276;87;475;27
460.0;-165;67;296.0;-88;-72;243.0;-220.0;223;60;400;-88
405.0;-165;66;293.0;-40;-57;295.0;415.0;231;53;392;-40
379.0;-163;89;234.0;-69;-28;154.0;242.0;262;118;396;-69
499.0;-165;81;-14.0;-112;-16;-31.0;404.0;265;74;391;-112
576.0;-164;73;-128.0;11;-81;-99.0;262.0;211;94;435;11
851.0;?;83;-104.0;92;-54;-88.0;408.0;237;95;432;92
990.0;?;103;-75.0;152;-2;-120.0;398.0;289;110;409;152
1269.0;?;66;10.0;78;-24;-134.0;383.0;261;84;402;78
528.0;?;-13;83.0;-60;-7;-81.0;421.0;248;1;425;-60
511.0;?;32;194.0;-591;111;-31.0;329.0;?;154;264;-591
975.0;?;-146;264.0;-880;?;-51.0;498.0;?;100;345;-880
1174.0;?;-190;262.0;-1569;?;-57.0;391.0;?;212;243;-1569
1444.0;?;-127;298.0;-1894;?;-62.0;522.0;?;74;587;-1894
1035.0;?;-233;348.0;-378;-262;38.0;649.0;?;-1094;1912;-378
960.0;?;-786;341.0;56;373;157.0;639.0;?;-1527;2287;56
865.0;?;-2918;371.0;262;1262;184.0;508.0;?;-1334;2526;262
1118.0;?;-2742;431.0;1648;981;225.0;197.0;?;-213;1629;1648
930.0;?;-557;527.0;1611;283;289.0;-104.0;?;1050;-22;1611
1005.0;?;-749;405.0;785;214;234.0;184.0;?;797;222;785
1093.0;-110;-904;196.0;477;206;172.0;82.0;?;644;375;477
952.0;-119;-502;106.0;-126;83;268.0;-46.0;?;374;486;-126
973.0;-152;-432;-169.0;-389;64;240.0;98.0;?;-105;775;-389
985.0;-139;3;-482.0;-216;-151;140.0;-175.0;?;-197;927;-216
928.0;-163;-49;-638.0;-32;-399;16.0;-123.0;?;-765;1270;-32
951.0;-165;679;-709.0;-360;-978;-125.0;-113.0;?;-1394;2046;-360
1070.0;-136;2138;-730.0;-710;-1430;-232.0;-147.0;629;-951;2887;-710
979.0;-238;2495;-719.0;994;-808;-330.0;-81.0;760;1510;2556;994
1147.0;19;2964;-682.0;1498;-1059;-299.0;608.0;887;4079;3244;1498
1079.0;139;-803;-565.0;709;-1629;-276.0;255.0;-1640;1823;570;709
1781.0;-195;-1568;-409.0;228;898;-228.0;297.0;-34;-2186;-1872;228
1563.0;-180;3760;-269.0;-879;2064;-183.0;1239.0;4447;-1651;1710;-879
1427.0;-141;1465;-30.0;-222;-564;-169.0;96.0;804;-15;1719;-222
1340.0;-185;-34;187.0;295;-388;-171.0;-10.0;-120;-18;401;295
839.0;-148;1320;321.0;?;602;-172.0;-712.0;1584;5;863;-142
565.0;-171;-253;409.0;?;-255;-88.0;556.0;-120;79;212;23
392.0;-162;208;508.0;?;-66;8.0;658.0;337;64;460;-122
428.0;-162;177;383.0;?;-67;-44.0;-79.0;307;80;442;-124
397.0;-166;-14;180.0;?;-142;-43.0;351.0;114;90;344;-51
327.0;-162;241;52.0;?;-10;-167.0;253.0;389;68;473;-170
478.0;-165;58;-162.0;?;-92;-354.0;361.0;192;101;384;-251
597.0;-164;147;-296.0;?;-52;-378.0;390.0;275;98;445;-255
766.0;-165;72;-272.0;?;-93;?;342.0;195;103;429;-72
1164.0;-164;92;-148.0;?;-55;?;365.0;228;130;419;91
1204.0;-165;126;-54.0;?;-86;-240.0;372.0;232;78;491;87
342.0;-164;40;139.0;49;-33;-125.0;376.0;220;153;374;49
755.0;-165;102;257.0;-179;-30;-24.0;360.0;266;13;492;-179
868.0;-164;-57;334.0;-554;107;31.0;463.0;253;192;245;-554
1743.0;-166;10;425.0;-1243;77;42.0;486.0;244;150;396;-1243
1259.0;-169;304;505.0;-2349;-75;3.0;427.0;296;-189;976;-2349
948.0;-165;-319;544.0;-2303;197;55.0;560.0;93;258;379;-2303
992.0;-170;-623;616.0;-856;-65;134.0;842.0;-138;-974;1600;-856
891.0;-116;-1038;638.0;-34;1053;240.0;552.0;615;-1550;2505;-34
1124.0;-48;-1890;615.0;689;2271;386.0;248.0;953;-136;1253;689
966.0;-61;-1360;608.0;1946;1007;426.0;-50.0;117;413;717;1946
1040.0;-91;-589;608.0;1923;377;456.0;-9.0;-43;969;44;1923
1025.0;-115;-668;108.0;1273;405;259.0;94.0;23;727;181;1273
989.0;-124;-831;-165.0;1165;160;170.0;235.0;-173;268;638;1165
995.0;-131;-588;-253.0;1088;259;75.0;5.0;43;369;453;1088
1009.0;-153;-128;-498.0;374;-44;14.0;11.0;343;-402;993;374
961.0;-159;81;-620.0;131;-388;5.0;-108.0;303;-731;1305;131
946.0;-161;195;-698.0;88;-714;-182.0;-51.0;156;-920;1533;88
940.0;-165;916;-661.0;-793;-1247;-339.0;-215.0;521;-1811;2376;-793
1033.0;-167;2069;-678.0;633;-1232;-370.0;-275.0;708;303;2673;633
1126.0;-175;3230;-661.0;625;-1283;-356.0;111.0;1031;4448;3490;625
1085.0;-179;-607;-615.0;97;-1355;-347.0;454.0;-1377;3459;895;97
1445.0;-174;-3036;-579.0;-33;857;-242.0;61.0;-1370;-1237;-2745;-33
1963.0;-167;1798;-528.0;-3773;1457;-175.0;804.0;2789;-2162;468;-3773
1229.0;-167;191;-383.0;-1732;-2219;-143.0;1446.0;-1167;222;1861;-1732
1445.0;-165;-1423;-244.0;1500;-1773;-155.0;-39.0;-2203;590;301;1500
904.0;-162;1243;-1.0;48;766;-181.0;190.0;1755;-216;697;48
?;-163;-10;272.0;147;-155;-92.0;-888.0;146;0;392;147
?;-163;11;612.0;-63;-80;175.0;869.0;195;91;339;-63
?;-163;256;702.0;-252;87;332.0;320.0;500;66;417;-252
?;-163;-123;570.0;17;-189;334.0;-57.0;15;99;330;17
403.0;-163;191;413.0;-68;42;351.0;293.0;425;49;420;-68
447.0;-163;6;124.0;-22;-75;124.0;441.0;197;97;366;-22
605.0;-163;80;-165.0;-134;-59;-47.0;188.0;261;93;422;-134
682.0;-163;80;-273.0;-115;-79;-41.0;403.0;244;94;452;-115
840.0;-162;49;-238.0;-35;-79;-79.0;411.0;217;114;431;-35
1142.0;-163;64;-179.0;-85;-15;-149.0;424.0;273;112;425;-85
761.0;-162;57;-138.0;-387;-5;-134.0;465.0;277;90;424;-387
555.0;-163;-26;-40.0;-520;115;-62.0;498.0;304;99;363;-520
759.0;-162;-114;6.0;-854;91;-39.0;415.0;209;158;313;-854
922.0;-162;-272;115.0;-1611;118;-61.0;461.0;82;320;234;-1611
1731.0;-161;-465;339.0;-1144;47;-38.0;388.0;-38;44;637;-1144
1019.0;-133;-818;548.0;165;-296;67.0;575.0;-136;-1049;1868;165
892.0;-91;-1991;702.0;227;1564;242.0;500.0;847;-1215;2125;227
1031.0;-67;-2321;744.0;552;2467;335.0;605.0;1062;-118;1205;552
986.0;-65;-1092;733.0;1484;555;401.0;219.0;-87;735;478;1484
1115.0;-80;-678;681.0;1052;454;395.0;-150.0;-14;957;105;1052
939.0;-101;-809;229.0;488;654;151.0;-138.0;177;588;286;488
1028.0;-112;-441;28.0;269;239;101.0;148.0;168;378;557;269
1053.0;-144;-287;-15.0;215;420;89.0;38.0;455;25;487;215
911.0;-137;-105;-257.0;489;?;6.0;-46.0;472;-117;855;489
1000.0;-155;-3;-436.0;321;?;-69.0;41.0;474;-689;1163;321
981.0;-172;417;-601.0;-517;?;-277.0;-126.0;482;-1484;1831;-517
888.0;-132;1808;-700.0;-1129;?;-415.0;-206.0;714;-738;2959;-1129
1017.0;-240;1923;-808.0;-397;?;-475.0;-211.0;357;-517;2470;-397
990.0;-24;2222;-796.0;-549;?;-469.0;-299.0;244;2735;3211;-549
1092.0;155;447;-791.0;587;?;-444.0;438.0;-479;4069;1529;587
1122.0;-174;694;-766.0;1099;?;-420.0;450.0;2351;-1114;-1624;1099
1420.0;-198;4782;-691.0;-2532;?;-347.0;111.0;5431;-2027;1709;-2532
1808.0;-138;185;-551.0;-1650;?;-254.0;1521.0;-1213;-482;2502;-1650
1376.0;-191;-1655;-395.0;750;-1649;-267.0;-38.0;-2068;-490;434;750
1395.0;-151;1630;-55.0;82;903;-212.0;417.0;2078;-33;766;82
946.0;-170;-36;247.0;224;-290;-61.0;-1125.0;7;-24;491;224
698.0;-166;?;529.0;-36;-83;127.0;1612.0;261;15;458;-36
454.0;-163;?;617.0;-191;96;394.0;-250.0;495;76;442;-191
481.0;-169;?;474.0;-55;-176;371.0;-45.0;-18;66;345;-55
479.0;-164;?;460.0;-90;62;?;?;442;79;451;-90
397.0;-166;?;119.0;-19;-79;97.0;?;169;56;405;-19
433.0;-166;?;-87.0;-14;-16;51.0;?;274;102;417;-14
497.0;-165;?;-84.0;104;-46;88.0;363.0;251;117;442;104
675.0;-165;?;26.0;70;-34;-9.0;378.0;?;63;443;70
1125.0;-165;?;59.0;-26;71;-11.0;432.0;?;105;366;-26
1285.0;-165;?;137.0;-23;-107;-40.0;458.0;?;33;525;-23
279.0;-164;?;172.0;-460;160;-29.0;321.0;?;179;214;-460
848.0;-165;?;212.0;-674;125;-11.0;447.0;?;103;360;-674
836.0;-165;?;267.0;-1173;19;23.0;500.0;?;148;427;-1173
1880.0;-163;?;409.0;-1841;763;54.0;537.0;?;684;-438;-1841
1260.0;-158;-109;482.0;-151;-35;126.0;437.0;?;-441;1156;-151
650.0;-122;-493;511.0;530;177;257.0;771.0;?;-1227;2209;530
1113.0;-78;-2563;526.0;529;2349;358.0;591.0;699;-992;1946;529
972.0;-70;-2515;528.0;2008;1955;434.0;226.0;187;-454;1837;2008
1120.0;-78;-727;623.0;1535;457;491.0;-81.0;-195;1059;107;1535
960.0;-83;-651;389.0;423;383;364.0;-74.0;-190;1107;-56;423
1051.0;-99;-789;135.0;-184;534;299.0;276.0;-24;619;444;-184
1005.0;-111;-266;159.0;-607;373;325.0;46.0;303;400;350;-607
954.0;-140;-235;-72.0;-127;395;244.0;8.0;434;81;635;-127
961.0;-142;-29;-350.0;7;274;132.0;-83.0;545;-102;695;7
997.0;-149;103;-592.0;-110;-189;?;-188.0;519;-756;1264;-110
935.0;-182;199;-734.0;-313;-717;-270.0;-154.0;318;-1086;1750;-313
969.0;-127;1333;-938.0;-903;-1081;-441.0;-259.0;948;-1433;2282;-903
1007.0;-227;2365;-962.0;854;-1356;-489.0;-226.0;?;239;?;854
1128.0;-90;2660;-916.0;1754;-1641;-478.0;63.0;?;3879;?;1754
1046.0;175;676;-787.0;131;-2044;-450.0;963.0;?;3648;2220;131
1406.0;-115;-839;-666.0;2;-1498;-359.0;-156.0;?;231;925;2
1719.0;-217;2800;-488.0;-547;808;-328.0;1066.0;?;-910;1069;-547
1435.0;-128;3915;-319.0;18;2003;-309.0;333.0;?;-526;841;18
1328.0;-186;757;-100.0;1029;674;-311.0;167.0;?;-336;235;1029
982.0;-155;-95;99.0;136;-217;-343.0;-924.0;?;29;475;136
675.0;-165;108;344.0;-20;38;-283.0;752.0;?;38;342;-20
444.0;-169;100;628.0;-87;-14;-46.0;414.0;?;34;378;-87
472.0;-160;59;740.0;-192;-77;168.0;90.0;227;127;402;-192
474.0;-169;22;722.0;-46;0;278.0;130.0;232;78;329;-46
426.0;-163;106;606.0;-126;-51;199.0;304.0;281;77;426;-126
448.0;-165;76;300.0;-78;-25;53.0;241.0;270;65;393;-78
507.0;-165;73;88.0;-14;-50;61.0;271.0;248;88;426;-14
681.0;-165;101;42.0;6;-53;132.0;393.0;258;134;434;6
858.0;-165;79;35.0;20;-23;26.0;310.0;281;56;443;20
1509.0;-165;-2;76.0;-19;-79;-19.0;428.0;184;61;449;-19
520.0;-164;10;82.0;-304;29;39.0;446.0;251;91;390;-304
315.0;-165;29;147.0;-421;167;82.0;330.0;339;81;302;-421
735.0;-165;-111;238.0;-845;163;129.0;535.0;197;178;266;-845
1443.0;-165;-277;377.0;-1809;356;143.0;500.0;159;261;164;-1809
1417.0;-165;-556;443.0;-1476;349;121.0;479.0;-32;15;390;-1476
497.0;-149;-1084;575.0;-371;214;199.0;544.0;-269;-934;1617;-371
1313.0;-97;-1082;570.0;279;1430;239.0;753.0;549;-970;1909;279
928.0;-57;-947;504.0;888;2131;369.0;685.0;861;32;1055;888
1137.0;-57;-1045;558.0;1321;927;353.0;446.0;-101;587;633;1321
1067.0;-67;-582;551.0;1318;480;359.0;-41.0;-139;1044;77;1318
1024.0;-93;-460;133.0;771;643;134.0;85.0;129;798;129;771
1086.0;-115;-633;-88.0;407;392;37.0;269.0;-50;509;487;407
972.0;-128;-285;-219.0;378;405;7.0;64.0;221;367;370;378
1021.0;-148;-88;-461.0;573;199;-89.0;33.0;420;-95;791;573
908.0;-156;25;-698.0;587;-115;-84.0;-78.0;467;-588;1188;587
902.0;-161;414;-795.0;-35;-740;-225.0;-177.0;544;-1383;1775;-35
944.0;-166;1056;-824.0;-412;-1770;-379.0;-173.0;592;-1278;2844;-412
898.0;-170;1808;-829.0;-1046;-1295;-403.0;-337.0;993;-444;2184;-1046
1041.0;-176;1305;-766.0;-133;-2830;-377.0;-279.0;-660;4222;3336;-133
1130.0;-178;1964;-742.0;2287;-976;-332.0;310.0;?;4019;2231;2287
1108.0;-177;4051;-615.0;2002;4364;-270.0;351.0;?;-2100;-2267;2002
1440.0;-170;2032;-503.0;393;261;-220.0;187.0;?;957;463;393
1692.0;-169;-1219;-348.0;-192;-2649;-174.0;1325.0;?;1943;2054;-192
1368.0;-171;-1268;-159.0;-81;-476;-251.0;404.0;?;-974;133;-81
1385.0;-168;-202;58.0;256;-809;-269.0;?;?;440;938;256
908.0;-168;341;222.0;236;-139;-292.0;?;?;31;538;236
651.0;-168;?;403.0;66;48;-175.0;?;?;-55;313;66
452.0;-168;?;559.0;10;-173;-12.0;?;?;201;499;10
514.0;-169;138;590.0;23;39;208.0;?;?;-58;308;23
447.0;-169;100;674.0;68;-110;66.0;159.0;?;175;427;68
355.0;-169;133;353.0;59;-64;-15.0;537.0;?;32;411;59
400.0;-169;109;?;18;-41;-240.0;306.0;?;74;384;18
565.0;-169;91;?;59;-42;-233.0;336.0;240;102;380;59
594.0;-169;88;?;56;-64;-167.0;402.0;238;59;409;56
1118.0;-168;112;-78.0;-42;8;-149.0;403.0;297;112;370;-42
1414.0;-168;132;52.0;-79;39;8.0;484.0;310;145;310;-79
310.0;-167;71;118.0;-390;66;120.0;371.0;308;59;371;-390
709.0;-167;132;169.0;-609;?;164.0;456.0;360;119;337;-609
?;-168;51;202.0;-762;?;167.0;484.0;267;202;281;-762
?;-165;-300;229.0;-1219;?;87.0;441.0;-26;203;450;-1219
?;-166;-266;290.0;-380;?;119.0;505.0;-149;-135;828;-380
?;-137;-675;397.0;608;?;294.0;685.0;506;-1837;2537;608
?;-90;-1081;478.0;1271;?;341.0;546.0;310;-1438;2442;1271
?;-72;-803;496.0;2033;?;365.0;460.0;-676;1091;176;2033
?;-68;-972;605.0;828;?;249.0;87.0;-196;962;?;828
?;-77;-709;660.0;-168;1052;378.0;-168.0;234;719;?;-168
?;-101;-268;259.0;324;526;267.0;-70.0;179;886;?;324
?;-119;-336;-36.0;380;557;119.0;69.0;358;283;?;380
?;-133;-138;-84.0;654;445;101.0;-55.0;458;171;?;654
968.0;-145;-75;-346.0;903;223;?;14.0;517;-233;?;903
966.0;-154;-61;-640.0;398;-322;?;-148.0;435;-807;?;398
921.0;-160;360;-803.0;-157;-859;-279.0;-148.0;590;-1382;?;-157
968.0;-166;1225;-780.0;-1702;-2079;-500.0;-222.0;537;-837;?;-1702
1014.0;-170;2422;-744.0;-424;-1862;-551.0;-238.0;1026;1081;?;-424
1059.0;-172;2369;-708.0;1365;-1963;-472.0;20.0;731;3398;?;1365
1122.0;-179;120;-595.0;825;-2257;-330.0;719.0;-1022;3164;?;825
1224.0;-178;-149;-515.0;1755;1599;-203.0;54.0;670;-433;-1621;1755
1818.0;-168;3456;-361.0;-955;2249;-134.0;572.0;4307;-1391;-360;-955
1400.0;-164;3785;-109.0;-1727;-236;-26.0;1139.0;3615;-584;2272;-1727
1431.0;-164;204;108.0;1060;-666;-43.0;158.0;248;-681;?;1060
1099.0;-162;-784;272.0;152;-770;-84.0;-319.0;-658;-153;?;152
773.0;-162;?;347.0;34;-219;-66.0;-518.0;254;-10;?;34
493.0;-163;?;566.0;193;31;-43.0;587.0;371;-5;?;193
424.0;-163;?;718.0;-253;-138;242.0;444.0;196;124;?;-253
539.0;-163;?;702.0;1;-65;383.0;-53.0;263;57;?;1
464.0;-163;?;621.0;18;-104;349.0;389.0;251;83;?;18
436.0;-163;?;317.0;49;-67;144.0;319.0;267;75;?;49
503.0;-163;?;-14.0;28;-112;54.0;247.0;236;85;?;28
612.0;-163;?;-110.0;84;-95;11.0;319.0;228;79;?;84
891.0;-162;?;-11.0;39;-43;-59.0;474.0;250;86;?;39
1267.0;-162;?;-28.0;-26;-78;-23.0;390.0;274;74;422;-26
1014.0;-161;27;-8.0;-227;-17;44.0;492.0;294;73;394;-227
552.0;-161;65;117.0;-585;100;74.0;513.0;389;13;377;-585
829.0;-161;-16;188.0;-1017;147;88.0;424.0;294;142;327;-1017
642.0;-158;-437;331.0;-1397;360;79.0;554.0;-49;548;-30;-1397
1943.0;-158;-483;506.0;-768;553;119.0;436.0;201;-189;571;-768
1090.0;-128;-1037;672.0;115;481;252.0;663.0;267;-1843;2541;115
982.0;-83;-1348;789.0;843;1287;404.0;443.0;392;-1336;2383;843
1172.0;-72;-482;758.0;1584;1976;?;146.0;747;788;184;1584
923.0;?;-395;733.0;1094;1062;?;601.0;140;1189;-124;1094
1216.0;?;-547;562.0;255;679;?;-281.0;-7;600;342;255
912.0;?;-357;69.0;54;795;?;-37.0;233;683;261;54
1009.0;?;-322;-186.0;190;402;?;-22.0;199;123;551;190
1084.0;?;-190;-324.0;-4;245;?;70.0;389;-70;822;-4
923.0;?;-48;-622.0;-172;-39;-275.0;-50.0;412;-296;923;-172
?;?;-8;-742.0;-308;-598;-293.0;0.0;400;-1181;1488;-308
?;?;248;?;-1055;-1142;-418.0;-163.0;573;-1070;2177;-1055
?;?;1324;?;-302;-1745;-519.0;-151.0;970;-1601;2262;-302
?;?;1607;?;188;-2296;-530.0;-304.0;537;3189;2948;188
?;?;1845;?;973;-2013;-532.0;-363.0;953;3856;2952;973
?;?;1592;?;545;-1366;-424.0;268.0;1347;-3763;1314;545
1126.0;-168;452;?;-3283;-525;?;319.0;651;-1925;502;-3283
1404.0;-165;2453;?;-1653;669;?;345.0;2836;211;533;-1653
1684.0;-164;2616;?;945;-170;?;1135.0;2764;-1404;1301;945
1413.0;-162;77;?;-66;-856;?;235.0;197;-184;1272;-66
1440.0;-162;31;?;265;148;?;-152.0;413;-207;177;265
1064.0;-162;89;441.0;0;-21;?;-589.0;359;-22;321;0
831.0;-163;-34;727.0;-204;-185;?;787.0;173;135;447;-204
480.0;-163;65;726.0;11;-42;?;109.0;295;23;312;11
447.0;-163;-2;567.0;-170;-169;?;-109.0;189;143;430;-170
