Accelerometer LUA^ accZ;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;InertialMeasurementUnit LUA accZ;Accelerometer LWR accY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LH accX
315.0;457.0;1107.0;-389.0;242.0;960.0;-2783;1210.0;1312.0;-777.0;-418.0;465.0
337.0;543.0;1338.0;-348.0;334.0;1048.0;2692;1381.0;105.0;-863.0;-416.0;368.0
280.0;367.0;1221.0;-305.0;373.0;1257.0;-161;1234.0;504.0;-852.0;-425.0;440.0
243.0;368.0;1083.0;-312.0;343.0;1035.0;?;983.0;321.0;-901.0;-400.0;593.0
294.0;228.0;1270.0;-317.0;294.0;951.0;?;1359.0;938.0;-1053.0;-415.0;634.0
288.0;224.0;1427.0;-294.0;311.0;1179.0;?;1547.0;2565.0;-1078.0;-452.0;535.0
234.0;198.0;1247.0;-276.0;291.0;1369.0;?;1315.0;396.0;-1077.0;-383.0;408.0
335.0;201.0;967.0;-388.0;264.0;1174.0;?;?;929.0;-1290.0;-426.0;450.0
274.0;210.0;806.0;-215.0;356.0;948.0;?;?;1428.0;-1248.0;-636.0;385.0
16.0;264.0;806.0;-223.0;321.0;856.0;?;?;1188.0;-963.0;-532.0;316.0
?;354.0;767.0;-161.0;268.0;820.0;?;?;1141.0;-1178.0;-427.0;249.0
?;368.0;655.0;121.0;262.0;758.0;?;?;782.0;-1396.0;-316.0;158.0
?;397.0;642.0;146.0;356.0;697.0;?;?;1149.0;-1230.0;-181.0;117.0
?;430.0;626.0;-13.0;377.0;648.0;786;?;910.0;-926.0;-127.0;145.0
97.0;454.0;697.0;-172.0;302.0;608.0;818;?;835.0;-854.0;-214.0;156.0
121.0;513.0;778.0;-146.0;158.0;618.0;?;833.0;843.0;-865.0;-341.0;152.0
178.0;527.0;890.0;-81.0;48.0;689.0;?;1024.0;1032.0;-845.0;-369.0;119.0
244.0;496.0;1055.0;-185.0;-5.0;863.0;816;1119.0;952.0;-786.0;-318.0;233.0
330.0;464.0;1061.0;-246.0;-26.0;978.0;751;1035.0;939.0;-761.0;-304.0;307.0
332.0;428.0;1172.0;-237.0;11.0;997.0;717;1280.0;1095.0;-738.0;-298.0;87.0
334.0;353.0;1232.0;-208.0;62.0;1178.0;716;1377.0;1079.0;-746.0;-313.0;-14.0
307.0;165.0;869.0;-222.0;81.0;1254.0;791;1055.0;1296.0;-805.0;-304.0;158.0
408.0;383.0;1035.0;-275.0;143.0;796.0;1494;1284.0;1510.0;-996.0;-304.0;284.0
323.0;458.0;1364.0;-237.0;317.0;1140.0;1206;1382.0;623.0;-1108.0;-333.0;393.0
241.0;198.0;973.0;-211.0;441.0;1201.0;416;1283.0;1158.0;-1102.0;-346.0;299.0
225.0;356.0;825.0;-168.0;383.0;992.0;1221;1050.0;1970.0;-1258.0;-177.0;215.0
326.0;305.0;714.0;151.0;448.0;791.0;1212;856.0;1727.0;-1371.0;-217.0;442.0
-209.0;408.0;699.0;-11.0;673.0;716.0;612;821.0;1352.0;-824.0;-235.0;392.0
-48.0;444.0;694.0;-251.0;584.0;634.0;730;789.0;1110.0;-1081.0;-201.0;269.0
95.0;437.0;750.0;122.0;459.0;656.0;661;806.0;1054.0;-1305.0;-348.0;233.0
-91.0;455.0;801.0;24.0;496.0;675.0;812;875.0;901.0;-1064.0;-318.0;336.0
62.0;417.0;825.0;-152.0;382.0;737.0;1164;888.0;856.0;-848.0;-213.0;424.0
156.0;450.0;852.0;-213.0;275.0;777.0;1561;906.0;755.0;-745.0;-281.0;469.0
195.0;438.0;939.0;-273.0;236.0;783.0;1087;1012.0;679.0;-718.0;?;447.0
238.0;487.0;1098.0;-280.0;188.0;852.0;-325;1182.0;720.0;-714.0;?;396.0
317.0;395.0;1106.0;-313.0;176.0;1032.0;-2341;1186.0;874.0;-747.0;?;456.0
313.0;472.0;1242.0;-349.0;238.0;1027.0;-1973;1199.0;1062.0;-805.0;?;497.0
302.0;401.0;1258.0;-332.0;314.0;1202.0;1466;1214.0;228.0;-826.0;?;470.0
272.0;266.0;1005.0;-325.0;352.0;1124.0;1343;962.0;555.0;-825.0;?;558.0
270.0;307.0;1120.0;-335.0;339.0;832.0;211;1130.0;75.0;-910.0;?;610.0
284.0;285.0;1348.0;-280.0;306.0;1051.0;1350;1533.0;1250.0;-1070.0;?;495.0
261.0;296.0;1404.0;-230.0;368.0;1296.0;1249;1506.0;2254.0;-1111.0;?;373.0
249.0;342.0;1169.0;-290.0;372.0;1341.0;866;1140.0;750.0;-1163.0;?;444.0
356.0;301.0;939.0;-317.0;355.0;1072.0;862;954.0;896.0;-1227.0;?;490.0
139.0;219.0;851.0;-242.0;339.0;912.0;788;1018.0;1017.0;-939.0;-582.0;517.0
45.0;282.0;796.0;-264.0;231.0;899.0;817;1073.0;1239.0;-1033.0;-471.0;390.0
175.0;374.0;735.0;-116.0;132.0;863.0;795;1020.0;999.0;-1319.0;-375.0;243.0
160.0;397.0;618.0;82.0;196.0;776.0;802;918.0;828.0;-1404.0;-304.0;65.0
107.0;371.0;604.0;28.0;294.0;652.0;785;834.0;1159.0;?;-264.0;-12.0
54.0;420.0;619.0;-92.0;359.0;599.0;804;778.0;1014.0;?;-264.0;-48.0
50.0;484.0;714.0;-107.0;332.0;587.0;793;851.0;858.0;?;-318.0;-48.0
118.0;490.0;925.0;-43.0;207.0;678.0;790;1045.0;893.0;?;-331.0;-56.0
177.0;438.0;1083.0;-119.0;83.0;911.0;777;1208.0;1040.0;?;-299.0;20.0
224.0;437.0;1058.0;-227.0;-7.0;1063.0;837;1207.0;929.0;?;-259.0;76.0
273.0;398.0;1277.0;-211.0;-19.0;1081.0;764;1467.0;1023.0;?;-251.0;-49.0
297.0;257.0;1237.0;-182.0;17.0;1415.0;677;1357.0;1067.0;?;-246.0;-56.0
305.0;96.0;862.0;-205.0;49.0;1301.0;1322;1001.0;1036.0;?;-243.0;164.0
357.0;45.0;1283.0;-189.0;144.0;929.0;1648;1443.0;1583.0;?;-227.0;258.0
307.0;105.0;1271.0;-141.0;303.0;1408.0;1760;1592.0;1219.0;?;-183.0;406.0
254.0;149.0;1097.0;-203.0;?;1241.0;1895;1393.0;522.0;?;-158.0;314.0
265.0;139.0;806.0;-282.0;?;1089.0;1117;999.0;1712.0;?;-85.0;328.0
238.0;269.0;700.0;92.0;?;853.0;916;845.0;2074.0;?;-173.0;535.0
-300.0;354.0;747.0;25.0;?;743.0;803;762.0;1690.0;?;-243.0;276.0
-180.0;368.0;655.0;170.0;?;642.0;825;691.0;1315.0;-1327.0;-199.0;212.0
-220.0;365.0;681.0;394.0;?;615.0;709;726.0;1111.0;-1313.0;-189.0;362.0
-168.0;381.0;765.0;48.0;?;638.0;817;829.0;996.0;-1093.0;-23.0;423.0
32.0;365.0;844.0;-143.0;?;708.0;1554;863.0;920.0;-893.0;-136.0;430.0
103.0;391.0;879.0;-132.0;268.0;743.0;1267;902.0;820.0;-792.0;-290.0;435.0
113.0;427.0;1024.0;-168.0;214.0;808.0;1968;1079.0;675.0;-709.0;-370.0;408.0
206.0;437.0;1144.0;-287.0;?;935.0;-2091;1200.0;595.0;-662.0;-360.0;443.0
278.0;425.0;1169.0;-339.0;?;1056.0;-2498;1266.0;742.0;-681.0;-360.0;432.0
249.0;471.0;1330.0;-313.0;?;1063.0;4859;1389.0;1115.0;-757.0;-419.0;375.0
260.0;435.0;1203.0;-261.0;?;1220.0;2843;1071.0;36.0;-793.0;-404.0;475.0
240.0;262.0;980.0;-290.0;?;1020.0;73;1070.0;691.0;-836.0;-365.0;625.0
294.0;279.0;1359.0;-305.0;?;883.0;1449;1448.0;223.0;-982.0;-396.0;623.0
244.0;197.0;1471.0;-290.0;?;1305.0;841;1525.0;1577.0;-1116.0;-446.0;561.0
256.0;211.0;1307.0;-280.0;?;1398.0;1134;1349.0;1928.0;-1132.0;-403.0;445.0
299.0;132.0;?;-328.0;?;1270.0;905;1157.0;489.0;-1273.0;-411.0;340.0
211.0;140.0;?;-269.0;?;1072.0;753;1129.0;1004.0;-1186.0;-602.0;378.0
-15.0;225.0;?;-284.0;?;984.0;875;1091.0;1167.0;-916.0;-557.0;279.0
88.0;240.0;?;-240.0;266.0;898.0;743;1025.0;1340.0;-1249.0;-449.0;135.0
79.0;376.0;?;38.0;289.0;835.0;824;951.0;1101.0;-1443.0;-390.0;16.0
34.0;331.0;?;118.0;334.0;707.0;776;823.0;949.0;-1312.0;-213.0;-72.0
43.0;344.0;?;55.0;381.0;630.0;771;760.0;1163.0;-1086.0;-135.0;-86.0
9.0;369.0;?;-15.0;340.0;588.0;804;810.0;981.0;-971.0;-137.0;-120.0
55.0;449.0;?;-30.0;236.0;665.0;788;958.0;873.0;-913.0;-189.0;-125.0
132.0;449.0;?;?;111.0;820.0;766;1185.0;874.0;-865.0;-207.0;-88.0
185.0;397.0;?;?;51.0;1043.0;812;1297.0;988.0;-821.0;-195.0;65.0
233.0;390.0;?;?;10.0;?;802;1302.0;885.0;-734.0;-190.0;237.0
290.0;295.0;1408.0;?;16.0;?;790;1588.0;966.0;?;-175.0;139.0
324.0;173.0;1026.0;?;27.0;?;851;974.0;1250.0;?;-136.0;259.0
397.0;185.0;961.0;?;59.0;?;851;1179.0;1219.0;?;-136.0;203.0
401.0;196.0;1317.0;?;196.0;?;1112;1584.0;1733.0;-1143.0;-161.0;198.0
322.0;221.0;1105.0;?;450.0;1343.0;1756;1362.0;963.0;?;-198.0;331.0
214.0;224.0;952.0;?;556.0;1043.0;1573;1102.0;905.0;?;-168.0;348.0
227.0;236.0;781.0;?;563.0;924.0;854;847.0;1973.0;?;-164.0;440.0
-40.0;405.0;744.0;?;656.0;739.0;984;800.0;1775.0;?;-270.0;381.0
-397.0;403.0;679.0;?;488.0;678.0;760;747.0;1491.0;?;-109.0;300.0
-54.0;367.0;690.0;?;369.0;?;600;762.0;1093.0;?;-127.0;285.0
-144.0;405.0;753.0;?;421.0;?;535;825.0;1064.0;?;-150.0;364.0
-18.0;389.0;836.0;-105.0;364.0;?;952;896.0;922.0;?;-214.0;415.0
104.0;381.0;869.0;-213.0;259.0;?;1697;927.0;844.0;?;-347.0;455.0
183.0;447.0;962.0;-241.0;245.0;?;1104;1025.0;758.0;?;-449.0;430.0
?;438.0;1097.0;-260.0;195.0;?;926;1161.0;690.0;?;-338.0;403.0
?;429.0;1155.0;-304.0;159.0;?;-2835;1181.0;580.0;-693.0;-327.0;456.0
?;431.0;?;-313.0;173.0;?;-1915;1269.0;937.0;-751.0;-388.0;464.0
?;453.0;?;-295.0;254.0;?;4702;1352.0;?;-814.0;-431.0;427.0
?;353.0;?;-286.0;311.0;?;2425;999.0;?;-843.0;-411.0;596.0
?;294.0;?;-311.0;311.0;?;1010;1212.0;?;-934.0;-389.0;?
?;274.0;?;-322.0;292.0;?;1963;1474.0;?;-1065.0;-433.0;?
?;269.0;?;-321.0;308.0;1312.0;549;1541.0;2443.0;-1145.0;-494.0;?
?;214.0;?;-287.0;276.0;1395.0;1011;1317.0;1351.0;-1146.0;-394.0;?
?;122.0;?;-317.0;307.0;1219.0;870;1073.0;136.0;-1266.0;-452.0;?
?;172.0;860.0;-218.0;373.0;1007.0;754;1018.0;1386.0;-1028.0;-609.0;?
?;252.0;800.0;-324.0;296.0;913.0;881;1000.0;1211.0;-1052.0;-473.0;?
?;316.0;710.0;-197.0;242.0;837.0;725;968.0;1217.0;-1292.0;-484.0;?
?;347.0;640.0;89.0;253.0;766.0;829;892.0;986.0;-1437.0;-367.0;?
?;366.0;629.0;103.0;349.0;704.0;799;814.0;1037.0;-1269.0;-192.0;?
41.0;287.0;620.0;5.0;360.0;602.0;772;778.0;1095.0;-1010.0;-117.0;?
104.0;451.0;698.0;-79.0;286.0;612.0;781;832.0;883.0;-895.0;-167.0;-82.0
107.0;481.0;893.0;-91.0;175.0;692.0;840;998.0;888.0;-873.0;-256.0;-54.0
160.0;424.0;1069.0;-116.0;70.0;908.0;687;1191.0;858.0;-840.0;-276.0;20.0
222.0;369.0;1109.0;-198.0;5.0;1060.0;861;1166.0;1000.0;-786.0;-252.0;138.0
295.0;473.0;1227.0;-192.0;9.0;1077.0;755;1279.0;847.0;-739.0;-205.0;163.0
314.0;305.0;1346.0;-195.0;27.0;1301.0;707;1438.0;1154.0;-731.0;-181.0;96.0
324.0;204.0;861.0;-211.0;59.0;1283.0;1128;895.0;1160.0;-797.0;-153.0;284.0
394.0;247.0;1138.0;-232.0;143.0;813.0;658;1377.0;1466.0;-992.0;-183.0;240.0
338.0;164.0;1362.0;-215.0;309.0;1230.0;2207;1555.0;971.0;-1150.0;-200.0;376.0
270.0;278.0;1032.0;-233.0;452.0;1272.0;3133;?;274.0;-1138.0;-198.0;419.0
?;302.0;884.0;-299.0;465.0;983.0;1027;?;1616.0;-1308.0;-181.0;352.0
269.0;272.0;822.0;-129.0;538.0;850.0;795;?;1919.0;-1456.0;-257.0;421.0
-146.0;389.0;718.0;127.0;578.0;750.0;952;?;1701.0;-852.0;-247.0;307.0
?;370.0;675.0;-36.0;506.0;635.0;551;?;1467.0;-1151.0;-203.0;197.0
?;409.0;706.0;217.0;499.0;609.0;867;?;1018.0;-1390.0;-331.0;208.0
?;416.0;759.0;66.0;525.0;657.0;703;?;1057.0;-1066.0;-215.0;293.0
?;407.0;812.0;-169.0;384.0;722.0;1128;?;875.0;-892.0;-185.0;354.0
124.0;415.0;841.0;-192.0;256.0;739.0;1750;?;743.0;-811.0;-306.0;402.0
197.0;453.0;933.0;-192.0;215.0;776.0;1138;?;687.0;-713.0;-367.0;375.0
222.0;470.0;1080.0;-254.0;169.0;907.0;-21;1196.0;705.0;-669.0;-326.0;374.0
326.0;416.0;1147.0;-326.0;148.0;1013.0;-2765;1195.0;569.0;-715.0;-332.0;460.0
314.0;422.0;1220.0;-369.0;187.0;1042.0;?;1383.0;1066.0;-772.0;-384.0;477.0
303.0;395.0;1278.0;-342.0;269.0;1146.0;?;1257.0;979.0;-821.0;-449.0;504.0
274.0;332.0;1082.0;-310.0;302.0;1120.0;?;958.0;487.0;-820.0;-398.0;661.0
304.0;294.0;1243.0;-335.0;?;937.0;?;1364.0;165.0;-942.0;-367.0;703.0
292.0;266.0;1447.0;-276.0;?;1165.0;?;1527.0;1527.0;-1080.0;-425.0;630.0
218.0;254.0;1342.0;-238.0;?;1344.0;?;1370.0;1878.0;-1121.0;-471.0;450.0
248.0;223.0;1075.0;-264.0;?;1279.0;?;1110.0;739.0;-1232.0;-362.0;382.0
240.0;223.0;921.0;-256.0;365.0;1039.0;?;995.0;600.0;-1245.0;-490.0;342.0
12.0;223.0;823.0;-203.0;364.0;905.0;?;1010.0;1333.0;-928.0;-599.0;335.0
78.0;204.0;743.0;-289.0;313.0;846.0;?;1026.0;1226.0;-1178.0;-498.0;195.0
137.0;251.0;741.0;-130.0;273.0;816.0;?;979.0;1089.0;-1382.0;-446.0;94.0
72.0;312.0;697.0;43.0;285.0;751.0;?;882.0;960.0;-1334.0;-315.0;33.0
72.0;316.0;694.0;22.0;333.0;715.0;796;816.0;1102.0;-1081.0;-163.0;-18.0
61.0;377.0;745.0;-69.0;322.0;687.0;821;838.0;1002.0;-915.0;-164.0;-40.0
79.0;433.0;849.0;-86.0;216.0;684.0;804;927.0;818.0;-880.0;-246.0;-38.0
112.0;456.0;1064.0;-62.0;122.0;822.0;785;1189.0;898.0;-852.0;-261.0;-41.0
181.0;395.0;1181.0;-106.0;60.0;1049.0;817;1243.0;932.0;-817.0;-216.0;58.0
251.0;307.0;1192.0;-150.0;34.0;1114.0;719;1309.0;947.0;-804.0;-171.0;112.0
259.0;404.0;1470.0;-194.0;19.0;1220.0;628;1572.0;968.0;-792.0;-156.0;-47.0
311.0;155.0;1034.0;-198.0;59.0;1515.0;613;1120.0;1106.0;-803.0;-158.0;9.0
302.0;149.0;817.0;-234.0;93.0;895.0;1076;953.0;1110.0;-910.0;-179.0;242.0
397.0;191.0;1260.0;-242.0;198.0;956.0;1760;1458.0;1630.0;-1145.0;-205.0;284.0
337.0;200.0;1128.0;-192.0;393.0;1306.0;862;1407.0;1169.0;-1230.0;-209.0;264.0
233.0;242.0;844.0;-167.0;417.0;1094.0;431;1181.0;755.0;-1297.0;-109.0;278.0
302.0;316.0;773.0;-132.0;455.0;847.0;1229;891.0;2001.0;?;-5.0;401.0
33.0;359.0;694.0;115.0;703.0;724.0;890;780.0;1951.0;?;-210.0;335.0
-322.0;403.0;695.0;-99.0;628.0;672.0;690;761.0;1562.0;?;-204.0;299.0
-33.0;413.0;700.0;121.0;395.0;619.0;832;774.0;1265.0;?;-228.0;373.0
-91.0;427.0;782.0;172.0;430.0;639.0;614;871.0;1060.0;?;-205.0;410.0
-13.0;421.0;844.0;-124.0;399.0;711.0;1051;918.0;976.0;?;-187.0;443.0
128.0;396.0;831.0;-139.0;245.0;755.0;1272;905.0;871.0;?;-209.0;495.0
214.0;433.0;901.0;-202.0;196.0;757.0;1558;974.0;?;?;-340.0;478.0
215.0;472.0;1035.0;-275.0;212.0;838.0;1245;1102.0;?;?;-404.0;428.0
276.0;422.0;1138.0;-354.0;206.0;953.0;-1991;1211.0;?;-704.0;-408.0;414.0
330.0;417.0;1169.0;-401.0;?;1015.0;-3091;1192.0;?;-770.0;-439.0;473.0
311.0;?;1301.0;-359.0;?;1077.0;-1812;1274.0;?;-818.0;-486.0;415.0
238.0;?;1079.0;-322.0;?;1219.0;-1364;1044.0;?;-799.0;-458.0;501.0
267.0;?;1120.0;-334.0;?;896.0;373;1205.0;?;-848.0;-374.0;603.0
322.0;?;1381.0;-310.0;?;1061.0;1214;1467.0;?;-1005.0;-409.0;556.0
309.0;?;1388.0;-325.0;?;1303.0;878;1404.0;?;-1127.0;-459.0;447.0
285.0;?;1198.0;-299.0;?;1294.0;916;1208.0;?;-1086.0;-405.0;373.0
363.0;?;1006.0;-353.0;?;1145.0;779;1057.0;?;-1239.0;-411.0;352.0
197.0;?;889.0;-238.0;?;1014.0;825;1052.0;?;-1087.0;-580.0;?
50.0;?;849.0;-293.0;?;?;827;1025.0;?;-1041.0;-474.0;?
132.0;?;712.0;-237.0;?;?;794;960.0;1194.0;-1304.0;-425.0;?
119.0;?;605.0;-43.0;?;?;796;891.0;862.0;-1358.0;-385.0;?
72.0;?;633.0;31.0;?;?;779;784.0;986.0;-1218.0;-233.0;?
61.0;?;641.0;37.0;297.0;?;797;795.0;1163.0;-1023.0;-166.0;-89.0
52.0;?;725.0;-3.0;282.0;?;833;876.0;853.0;-918.0;-168.0;-89.0
73.0;403.0;876.0;-12.0;198.0;?;788;1087.0;890.0;-877.0;-173.0;?
131.0;392.0;1119.0;-78.0;115.0;?;771;1257.0;927.0;?;-160.0;?
198.0;382.0;1167.0;-144.0;58.0;?;857;1254.0;966.0;?;-135.0;?
234.0;400.0;1297.0;-184.0;23.0;?;762;1506.0;970.0;?;-176.0;?
278.0;271.0;1460.0;-158.0;16.0;1381.0;589;1429.0;1102.0;?;-175.0;?
301.0;196.0;937.0;-185.0;38.0;1373.0;612;941.0;1125.0;?;-159.0;?
384.0;251.0;1203.0;-216.0;102.0;855.0;731;1474.0;1275.0;?;-143.0;?
354.0;251.0;1327.0;-215.0;260.0;1367.0;1703;1945.0;1654.0;-1203.0;-135.0;?
304.0;272.0;1203.0;?;452.0;1432.0;3447;1816.0;1110.0;-1221.0;-171.0;?
216.0;374.0;918.0;?;543.0;1186.0;2997;1243.0;1137.0;-1441.0;-197.0;?
184.0;600.0;790.0;1.0;637.0;792.0;1165;997.0;2258.0;-1536.0;-331.0;?
-378.0;643.0;527.0;176.0;689.0;545.0;626;521.0;1778.0;-885.0;-324.0;311.0
-173.0;646.0;463.0;181.0;491.0;422.0;588;401.0;1538.0;-1261.0;-232.0;82.0
-165.0;458.0;451.0;432.0;406.0;392.0;801;488.0;1120.0;-1437.0;137.0;176.0
-90.0;498.0;511.0;28.0;460.0;?;758;558.0;958.0;-1136.0;86.0;91.0
-3.0;464.0;494.0;-202.0;354.0;?;1296;483.0;983.0;-781.0;-764.0;18.0
182.0;477.0;539.0;-370.0;198.0;?;1587;535.0;803.0;-567.0;-1182.0;37.0
112.0;256.0;1373.0;26.0;-7.0;?;795;1429.0;1010.0;-812.0;-179.0;144.0
159.0;310.0;1402.0;-7.0;-43.0;?;677;1174.0;920.0;-762.0;-180.0;213.0
202.0;?;1423.0;3.0;-71.0;?;777;1067.0;941.0;-750.0;-114.0;327.0
207.0;?;719.0;1.0;-58.0;?;905;580.0;1109.0;-890.0;-127.0;278.0
202.0;?;833.0;10.0;76.0;?;1444;909.0;1221.0;-1139.0;-191.0;-11.0
170.0;?;1166.0;53.0;330.0;?;1561;1478.0;1635.0;-1381.0;-197.0;-256.0
209.0;-24.0;851.0;-116.0;531.0;?;378;1255.0;280.0;-1307.0;-205.0;-313.0
195.0;189.0;675.0;-422.0;599.0;?;552;967.0;891.0;-1333.0;-257.0;-59.0
190.0;185.0;631.0;-453.0;775.0;?;1131;815.0;2087.0;-1430.0;-321.0;246.0
-92.0;308.0;694.0;-172.0;719.0;?;683;861.0;1864.0;-711.0;-152.0;185.0
-93.0;358.0;689.0;91.0;474.0;?;583;864.0;1561.0;-765.0;41.0;146.0
-207.0;394.0;759.0;375.0;364.0;674.0;633;915.0;1166.0;-1257.0;97.0;148.0
-110.0;416.0;873.0;141.0;437.0;767.0;991;1051.0;1060.0;-942.0;206.0;237.0
12.0;410.0;963.0;-80.0;376.0;857.0;881;1134.0;924.0;-751.0;108.0;373.0
136.0;405.0;915.0;-190.0;271.0;939.0;1587;1072.0;816.0;-725.0;-158.0;494.0
151.0;402.0;971.0;-270.0;260.0;875.0;1397;1091.0;622.0;-741.0;-313.0;513.0
203.0;438.0;1124.0;-270.0;254.0;949.0;-567;1280.0;633.0;-749.0;-271.0;526.0
273.0;370.0;1154.0;-314.0;235.0;1079.0;-2182;1277.0;479.0;-812.0;-252.0;584.0
240.0;408.0;1190.0;-287.0;297.0;1035.0;-3439;1228.0;1146.0;-919.0;-348.0;530.0
244.0;410.0;1231.0;-242.0;378.0;1107.0;435;1152.0;440.0;-1000.0;-413.0;513.0
190.0;339.0;1107.0;-253.0;436.0;1055.0;3085;1159.0;752.0;-930.0;-440.0;571.0
212.0;331.0;1302.0;-283.0;388.0;967.0;924;1414.0;351.0;-955.0;-424.0;561.0
171.0;324.0;1415.0;-204.0;345.0;1238.0;1287;1517.0;735.0;-1089.0;-428.0;481.0
188.0;288.0;1348.0;-174.0;370.0;1338.0;1261;1298.0;2784.0;-1132.0;-420.0;407.0
217.0;289.0;1061.0;-221.0;327.0;1230.0;684;973.0;253.0;-1092.0;-342.0;388.0
267.0;261.0;889.0;-270.0;277.0;987.0;942;919.0;749.0;-1177.0;-480.0;417.0
40.0;228.0;777.0;-207.0;284.0;881.0;731;996.0;1346.0;-1023.0;-587.0;351.0
181.0;209.0;762.0;-315.0;?;837.0;804;1043.0;1100.0;-1230.0;-410.0;249.0
280.0;295.0;744.0;-274.0;?;817.0;778;974.0;1120.0;-1391.0;-350.0;151.0
216.0;236.0;664.0;-207.0;?;750.0;741;851.0;822.0;-1328.0;?;50.0
106.0;283.0;619.0;-136.0;?;678.0;747;752.0;1068.0;-1092.0;?;53.0
69.0;349.0;636.0;-70.0;?;598.0;724;745.0;1040.0;-901.0;?;40.0
76.0;408.0;785.0;-36.0;229.0;623.0;754;916.0;752.0;-839.0;?;5.0
139.0;400.0;1020.0;-79.0;149.0;783.0;752;1073.0;971.0;-832.0;?;-56.0
209.0;425.0;1128.0;-132.0;52.0;991.0;761;1257.0;966.0;-825.0;?;-139.0
235.0;362.0;1080.0;-165.0;20.0;1173.0;737;1200.0;894.0;-778.0;?;-421.0
213.0;397.0;1218.0;-174.0;34.0;1161.0;627;1432.0;977.0;-695.0;?;-422.0
229.0;184.0;1253.0;-166.0;35.0;1389.0;611;1449.0;1061.0;-716.0;?;221.0
327.0;2.0;964.0;-235.0;58.0;1217.0;611;1384.0;1193.0;-853.0;?;337.0
383.0;82.0;1413.0;-245.0;133.0;1032.0;1127;1848.0;1355.0;-1073.0;?;248.0
421.0;49.0;1142.0;-194.0;176.0;1544.0;2855;1565.0;1311.0;-1225.0;?;121.0
439.0;152.0;991.0;-355.0;374.0;1136.0;3603;1238.0;538.0;-1238.0;?;97.0
406.0;221.0;863.0;-277.0;406.0;1026.0;1705;987.0;1910.0;-1387.0;?;340.0
103.0;296.0;818.0;-50.0;716.0;834.0;689;916.0;1741.0;-1403.0;-351.0;284.0
-334.0;368.0;745.0;-34.0;756.0;749.0;782;771.0;1788.0;-889.0;-252.0;212.0
-138.0;437.0;700.0;246.0;581.0;662.0;512;711.0;1419.0;-1422.0;-48.0;173.0
-219.0;406.0;726.0;336.0;608.0;651.0;796;732.0;1151.0;-1234.0;160.0;144.0
-76.0;419.0;766.0;13.0;471.0;673.0;823;806.0;909.0;-992.0;124.0;295.0
117.0;393.0;?;-149.0;293.0;708.0;1447;833.0;1048.0;-887.0;-150.0;478.0
190.0;440.0;?;-265.0;215.0;716.0;1510;934.0;813.0;-814.0;-341.0;540.0
238.0;456.0;?;-339.0;165.0;823.0;1045;1135.0;666.0;-759.0;-448.0;531.0
342.0;429.0;?;-343.0;93.0;947.0;-1836;1176.0;478.0;-692.0;-369.0;518.0
417.0;410.0;?;-373.0;85.0;1022.0;-3305;1233.0;661.0;-738.0;-341.0;539.0
395.0;507.0;?;-383.0;171.0;1007.0;3097;1360.0;939.0;-766.0;-400.0;463.0
302.0;426.0;?;-374.0;238.0;1282.0;4008;1036.0;626.0;-778.0;-456.0;548.0
312.0;346.0;?;-368.0;254.0;988.0;648;1088.0;442.0;-824.0;-460.0;602.0
317.0;313.0;?;-324.0;253.0;897.0;1667;1432.0;313.0;-986.0;-455.0;614.0
297.0;283.0;?;-290.0;292.0;1269.0;1112;1557.0;1322.0;-1095.0;-425.0;478.0
267.0;274.0;1328.0;-253.0;302.0;1374.0;767;1355.0;2264.0;-1030.0;-361.0;331.0
403.0;211.0;1029.0;-351.0;309.0;1277.0;977;1132.0;217.0;-1298.0;-384.0;298.0
297.0;177.0;889.0;-334.0;304.0;1082.0;703;1096.0;873.0;-1207.0;-604.0;272.0
118.0;206.0;876.0;-395.0;270.0;975.0;866;1128.0;1319.0;-915.0;-590.0;265.0
172.0;248.0;801.0;-376.0;213.0;937.0;769;1068.0;1226.0;-1208.0;-522.0;176.0
122.0;272.0;729.0;-156.0;161.0;889.0;776;963.0;1110.0;-1412.0;-442.0;61.0
126.0;295.0;650.0;20.0;216.0;776.0;764;849.0;858.0;-1334.0;-259.0;-62.0
38.0;320.0;611.0;53.0;301.0;674.0;797;773.0;1245.0;-1115.0;-151.0;-112.0
18.0;317.0;634.0;4.0;303.0;605.0;712;769.0;886.0;-984.0;-117.0;-90.0
78.0;441.0;709.0;-36.0;247.0;620.0;703;915.0;887.0;-941.0;-172.0;-149.0
119.0;495.0;909.0;-40.0;137.0;717.0;771;1133.0;856.0;?;-194.0;-141.0
155.0;486.0;1084.0;-133.0;72.0;973.0;801;1283.0;1023.0;?;-184.0;-10.0
241.0;498.0;1125.0;-166.0;28.0;1141.0;824;1291.0;948.0;?;-154.0;126.0
262.0;501.0;1447.0;-181.0;26.0;1156.0;629;?;950.0;?;-175.0;200.0
329.0;269.0;1251.0;-172.0;38.0;1559.0;630;?;1147.0;?;-151.0;490.0
355.0;199.0;846.0;-223.0;33.0;1041.0;735;?;?;?;-118.0;491.0
439.0;251.0;1336.0;-288.0;82.0;951.0;1128;?;?;?;-138.0;516.0
