InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-207.0;-357.0;280.0;-524.0;-103.0;331.0;153.0;294.0
-245.0;-196.0;135.0;-93.0;-542.0;-46.0;165.0;-31.0
-243.0;-156.0;132.0;-89.0;-533.0;-43.0;181.0;-76.0
-246.0;-120.0;134.0;-79.0;-517.0;-47.0;190.0;-121.0
-258.0;-94.0;152.0;-70.0;-500.0;-51.0;193.0;-157.0
-212.0;-367.0;282.0;-541.0;-126.0;350.0;166.0;286.0
20.0;-82.0;133.0;-306.0;2.0;363.0;128.0;278.0
34.0;-63.0;120.0;-305.0;14.0;364.0;150.0;261.0
36.0;-55.0;136.0;-343.0;6.0;373.0;116.0;230.0
17.0;-89.0;153.0;-328.0;6.0;350.0;95.0;257.0
-2.0;-120.0;174.0;-316.0;11.0;341.0;74.0;293.0
-350.0;-225.0;308.0;-153.0;-537.0;1.0;249.0;-43.0
-353.0;-272.0;298.0;-176.0;-554.0;16.0;258.0;30.0
-355.0;-322.0;291.0;-205.0;-577.0;41.0;265.0;101.0
-9.0;-150.0;182.0;-328.0;13.0;348.0;73.0;354.0
-105.0;-224.0;351.0;-300.0;58.0;341.0;46.0;424.0
-346.0;-363.0;285.0;-232.0;-607.0;67.0;269.0;150.0
-337.0;-399.0;273.0;-261.0;-638.0;90.0;276.0;181.0
-339.0;-440.0;268.0;-291.0;-665.0;111.0;284.0;211.0
-355.0;-484.0;281.0;-320.0;-685.0;130.0;291.0;252.0
-9.0;-166.0;171.0;-338.0;-7.0;353.0;96.0;375.0
-4.0;-178.0;159.0;-349.0;-22.0;359.0;114.0;399.0
-205.0;-130.0;94.0;-49.0;-440.0;-61.0;220.0;-127.0
-216.0;-174.0;103.0;-55.0;-446.0;-50.0;220.0;-81.0
-231.0;-222.0;113.0;-54.0;-457.0;-54.0;214.0;-32.0
-246.0;-263.0;121.0;-57.0;-476.0;-63.0;202.0;15.0
-255.0;-288.0;126.0;-63.0;-501.0;-72.0;177.0;55.0
-319.0;-75.0;213.0;-370.0;-149.0;192.0;368.0;234.0
-321.0;-78.0;215.0;-374.0;-156.0;198.0;372.0;234.0
-323.0;-80.0;219.0;-376.0;-159.0;201.0;373.0;234.0
-324.0;-82.0;224.0;-375.0;-161.0;203.0;371.0;234.0
-333.0;-95.0;238.0;-381.0;-167.0;203.0;378.0;242.0
-334.0;-96.0;239.0;-382.0;-168.0;202.0;377.0;243.0
-334.0;-96.0;239.0;-382.0;-165.0;203.0;376.0;243.0
-333.0;-106.0;246.0;-344.0;-168.0;223.0;367.0;249.0
-331.0;-106.0;245.0;-338.0;-161.0;223.0;358.0;249.0
-133.0;-345.0;278.0;-449.0;-159.0;440.0;207.0;496.0
-126.0;-324.0;281.0;-436.0;-135.0;437.0;206.0;489.0
-108.0;-298.0;273.0;-426.0;-114.0;439.0;216.0;467.0
-87.0;-271.0;255.0;-415.0;-95.0;442.0;229.0;438.0
-68.0;-245.0;234.0;-404.0;-76.0;446.0;242.0;409.0
-52.0;-222.0;216.0;-393.0;-56.0;449.0;250.0;387.0
-329.0;-107.0;244.0;-330.0;-152.0;221.0;346.0;249.0
-326.0;-107.0;242.0;-321.0;-141.0;219.0;331.0;250.0
-322.0;-107.0;239.0;-314.0;-133.0;220.0;316.0;251.0
-40.0;-178.0;211.0;-345.0;4.0;452.0;221.0;321.0
-47.0;-172.0;221.0;-341.0;6.0;451.0;210.0;315.0
-317.0;-107.0;235.0;-308.0;-125.0;219.0;300.0;252.0
-312.0;-107.0;231.0;-301.0;-116.0;214.0;279.0;252.0
-217.0;-375.0;286.0;-557.0;-152.0;371.0;177.0;282.0
-220.0;-382.0;294.0;-572.0;-180.0;390.0;188.0;292.0
-224.0;-394.0;307.0;-587.0;-210.0;408.0;198.0;314.0
-289.0;-213.0;286.0;-440.0;-175.0;357.0;257.0;311.0
-286.0;-212.0;282.0;-445.0;-213.0;357.0;286.0;311.0
-282.0;-211.0;278.0;-452.0;-234.0;360.0;305.0;311.0
-280.0;-212.0;276.0;-459.0;-239.0;364.0;303.0;312.0
-279.0;-214.0;276.0;-462.0;-246.0;366.0;299.0;313.0
-280.0;-219.0;280.0;-462.0;-275.0;370.0;296.0;317.0
-281.0;-220.0;280.0;-459.0;-283.0;369.0;296.0;317.0
-283.0;-222.0;281.0;-456.0;-290.0;368.0;292.0;317.0
-285.0;-223.0;282.0;-455.0;-296.0;365.0;289.0;317.0
-287.0;-223.0;284.0;-455.0;-304.0;361.0;286.0;317.0
-287.0;-222.0;285.0;-468.0;-319.0;349.0;285.0;316.0
-287.0;-223.0;287.0;-472.0;-324.0;349.0;286.0;317.0
-287.0;-226.0;289.0;-476.0;-327.0;348.0;287.0;319.0
-288.0;-229.0;292.0;-479.0;-330.0;347.0;288.0;322.0
-288.0;-232.0;292.0;-481.0;-328.0;344.0;294.0;326.0
-288.0;-238.0;291.0;-482.0;-323.0;345.0;299.0;328.0
-73.0;-210.0;19.0;-375.0;-152.0;394.0;364.0;200.0
-68.0;-204.0;11.0;-369.0;-147.0;390.0;348.0;198.0
-63.0;-198.0;3.0;-364.0;-146.0;386.0;337.0;196.0
-58.0;-191.0;-5.0;-358.0;-143.0;384.0;324.0;193.0
-171.0;-191.0;76.0;52.0;-356.0;-130.0;75.0;-66.0
-174.0;-210.0;73.0;44.0;-369.0;-111.0;83.0;-52.0
-175.0;-225.0;66.0;34.0;-380.0;-93.0;92.0;-40.0
-2.0;-156.0;199.0;-363.0;-21.0;452.0;164.0;347.0
-99.0;-168.0;123.0;-337.0;175.0;329.0;39.0;285.0
-22.0;-184.0;203.0;-381.0;-57.0;467.0;190.0;374.0
80.0;-70.0;67.0;-226.0;-52.0;133.0;85.0;402.0
70.0;-99.0;67.0;-246.0;-71.0;143.0;102.0;424.0
-57.0;-230.0;236.0;-469.0;-169.0;501.0;195.0;405.0
-32.0;-273.0;182.0;-544.0;-121.0;545.0;162.0;454.0
-55.0;-236.0;235.0;-457.0;-144.0;520.0;226.0;416.0
-77.0;-265.0;217.0;-436.0;-118.0;453.0;203.0;483.0
59.0;-127.0;69.0;-263.0;-84.0;151.0;118.0;440.0
42.0;-54.0;147.0;-295.0;46.0;385.0;132.0;284.0
44.0;-50.0;142.0;-275.0;66.0;385.0;136.0;280.0
46.0;-46.0;137.0;-258.0;84.0;381.0;139.0;279.0
47.0;-47.0;127.0;-209.0;122.0;311.0;96.0;312.0
-165.0;-171.0;78.0;60.0;-341.0;-149.0;68.0;-80.0
-158.0;-149.0;78.0;71.0;-324.0;-171.0;58.0;-93.0
46.0;-52.0;125.0;-206.0;121.0;297.0;76.0;320.0
236.0;164.0;30.0;-217.0;17.0;259.0;89.0;319.0
-22.0;-153.0;-57.0;-328.0;-133.0;367.0;284.0;177.0
-21.0;-154.0;-56.0;-333.0;-132.0;367.0;290.0;179.0
52.0;-60.0;107.0;-204.0;109.0;273.0;39.0;318.0
58.0;-69.0;91.0;-205.0;98.0;267.0;26.0;320.0
66.0;-80.0;67.0;-208.0;87.0;262.0;17.0;322.0
95.0;-81.0;14.0;-206.0;89.0;248.0;-7.0;334.0
-78.0;-215.0;27.0;-382.0;-161.0;400.0;382.0;200.0
-82.0;-219.0;32.0;-389.0;-169.0;406.0;397.0;198.0
-85.0;-221.0;36.0;-397.0;-174.0;409.0;409.0;197.0
-88.0;-223.0;39.0;-404.0;-178.0;411.0;416.0;197.0
-90.0;-226.0;43.0;-407.0;-175.0;409.0;418.0;198.0
-92.0;-232.0;49.0;-408.0;-166.0;407.0;413.0;202.0
-93.0;-240.0;56.0;-415.0;-167.0;407.0;422.0;208.0
-93.0;-250.0;63.0;-422.0;-180.0;407.0;435.0;217.0
-187.0;-332.0;376.0;-496.0;-185.0;518.0;269.0;456.0
-185.0;-329.0;378.0;-494.0;-186.0;522.0;279.0;453.0
-50.0;-320.0;153.0;-389.0;-45.0;413.0;113.0;485.0
-61.0;-304.0;176.0;-380.0;-44.0;414.0;115.0;453.0
19.0;-58.0;155.0;-276.0;140.0;360.0;110.0;243.0
37.0;-139.0;50.0;-339.0;41.0;377.0;30.0;313.0
37.0;17.0;146.0;-262.0;111.0;336.0;41.0;186.0
-152.0;-103.0;-7.0;74.0;-268.0;-160.0;48.0;-100.0
-162.0;-113.0;1.0;71.0;-269.0;-158.0;47.0;-97.0
-173.0;-119.0;9.0;72.0;-268.0;-159.0;43.0;-98.0
-183.0;-122.0;16.0;77.0;-264.0;-165.0;34.0;-103.0
32.0;-143.0;66.0;-279.0;101.0;333.0;-18.0;301.0
36.0;-106.0;71.0;-257.0;121.0;316.0;-25.0;268.0
-198.0;-139.0;66.0;69.0;-348.0;-97.0;147.0;-107.0
-198.0;-123.0;65.0;89.0;-317.0;-115.0;153.0;-117.0
-162.0;-101.0;63.0;-25.0;-447.0;-186.0;21.0;-122.0
-262.0;-166.0;238.0;-457.0;-94.0;143.0;496.0;300.0
-165.0;-119.0;58.0;-37.0;-467.0;-173.0;17.0;-102.0
-166.0;-139.0;55.0;-46.0;-485.0;-159.0;19.0;-80.0
-170.0;-162.0;54.0;-51.0;-500.0;-148.0;25.0;-60.0
-174.0;-182.0;54.0;-51.0;-513.0;-143.0;35.0;-43.0
-178.0;-197.0;55.0;-48.0;-520.0;-142.0;51.0;-27.0
-179.0;-205.0;52.0;-46.0;-519.0;-139.0;72.0;-16.0
-180.0;-210.0;44.0;-43.0;-511.0;-134.0;97.0;-12.0
-254.0;-97.0;213.0;-418.0;-153.0;237.0;519.0;255.0
-181.0;-211.0;36.0;-37.0;-496.0;-127.0;125.0;-12.0
-184.0;-214.0;32.0;-30.0;-478.0;-116.0;154.0;-14.0
-188.0;-206.0;37.0;-16.0;-442.0;-94.0;209.0;-25.0
-187.0;-190.0;36.0;-4.0;-430.0;-85.0;216.0;-49.0
-183.0;-163.0;33.0;2.0;-424.0;-79.0;214.0;-82.0
-29.0;-182.0;206.0;-354.0;-4.0;453.0;233.0;334.0
-30.0;-191.0;204.0;-367.0;-19.0;453.0;244.0;353.0
-39.0;-204.0;207.0;-381.0;-37.0;452.0;251.0;369.0
-126.0;-349.0;268.0;-467.0;-183.0;446.0;212.0;502.0
-121.0;-353.0;258.0;-483.0;-201.0;454.0;214.0;515.0
-179.0;-129.0;30.0;-4.0;-430.0;-69.0;214.0;-118.0
-33.0;-146.0;223.0;-198.0;295.0;260.0;-41.0;354.0
-253.0;-42.0;191.0;-60.0;-573.0;-147.0;25.0;-245.0
-235.0;-110.0;146.0;-93.0;-589.0;-128.0;12.0;-92.0
-218.0;-120.0;100.0;-102.0;-592.0;-117.0;5.0;-78.0
-103.0;-26.0;-80.0;-177.0;-768.0;-198.0;-93.0;-266.0
-272.0;-13.0;98.0;-210.0;103.0;152.0;301.0;268.0
72.0;-59.0;181.0;-306.0;-64.0;336.0;120.0;394.0
79.0;-35.0;187.0;-282.0;-36.0;324.0;164.0;385.0
81.0;-28.0;187.0;-267.0;-27.0;318.0;182.0;375.0
76.0;-28.0;189.0;-249.0;-19.0;308.0;196.0;367.0
68.0;-31.0;186.0;-228.0;-13.0;299.0;205.0;355.0
351.0;251.0;-265.0;-142.0;142.0;199.0;54.0;194.0
90.0;21.0;120.0;-275.0;-73.0;311.0;212.0;282.0
82.0;7.0;132.0;-281.0;-91.0;319.0;200.0;293.0
-232.0;-112.0;101.0;-262.0;88.0;226.0;363.0;373.0
-121.0;-151.0;79.0;35.0;-222.0;-134.0;-37.0;-185.0
-116.0;-138.0;69.0;51.0;-216.0;-142.0;-53.0;-192.0
-168.0;-89.0;54.0;31.0;-379.0;-138.0;134.0;-153.0
-100.0;-267.0;291.0;-322.0;45.0;338.0;80.0;475.0
-98.0;-292.0;282.0;-340.0;18.0;354.0;100.0;499.0
-92.0;-312.0;268.0;-355.0;-3.0;368.0;115.0;517.0
-467.0;-415.0;361.0;-246.0;-733.0;147.0;214.0;146.0
-486.0;-462.0;397.0;-283.0;-760.0;166.0;229.0;203.0
-200.0;-91.0;91.0;-33.0;-430.0;-80.0;202.0;-169.0
-199.0;-55.0;91.0;-14.0;-416.0;-102.0;172.0;-209.0
-115.0;-375.0;262.0;-442.0;-167.0;451.0;162.0;514.0
-20.0;-213.0;178.0;-328.0;46.0;368.0;116.0;424.0
-1.0;-188.0;158.0;-297.0;72.0;367.0;112.0;396.0
-16.0;-104.0;235.0;-253.0;138.0;349.0;35.0;318.0
-78.0;-632.0;189.0;-856.0;-879.0;234.0;380.0;382.0
-120.0;-256.0;359.0;-312.0;58.0;348.0;53.0;453.0
10.0;-168.0;141.0;-269.0;95.0;367.0;109.0;369.0
11.0;-157.0;135.0;-245.0;120.0;366.0;108.0;350.0
-109.0;3.0;-138.0;-166.0;88.0;90.0;66.0;91.0
57.0;-37.0;99.0;-301.0;43.0;395.0;177.0;223.0
55.0;-39.0;100.0;-303.0;29.0;382.0;181.0;232.0
46.0;-48.0;107.0;-305.0;23.0;372.0;170.0;245.0
-309.0;-65.0;243.0;-77.0;-472.0;-45.0;218.0;-234.0
-294.0;-69.0;211.0;-73.0;-475.0;-48.0;206.0;-212.0
17.0;-215.0;78.0;-410.0;-71.0;417.0;116.0;374.0
21.0;-244.0;65.0;-408.0;-55.0;409.0;109.0;404.0
-274.0;-77.0;179.0;-69.0;-484.0;-50.0;198.0;-187.0
-316.0;-506.0;479.0;-213.0;309.0;367.0;-60.0;524.0
-119.0;0.0;-130.0;-179.0;50.0;96.0;82.0;94.0
-438.0;-476.0;507.0;-311.0;-679.0;192.0;350.0;74.0
-240.0;-139.0;205.0;-38.0;-468.0;119.0;188.0;-289.0
-58.0;-348.0;85.0;-445.0;-142.0;441.0;183.0;405.0
-47.0;-366.0;70.0;-446.0;-148.0;442.0;181.0;413.0
-84.0;-337.0;210.0;-438.0;-172.0;464.0;197.0;504.0
14.0;-80.0;177.0;-249.0;153.0;355.0;54.0;262.0
11.0;-88.0;176.0;-265.0;119.0;353.0;31.0;270.0
-95.0;-330.0;237.0;-432.0;-115.0;458.0;164.0;489.0
-417.0;-347.0;596.0;-84.0;-471.0;176.0;224.0;221.0
-415.0;-352.0;596.0;-98.0;-484.0;182.0;223.0;231.0
8.0;-70.0;179.0;-313.0;97.0;386.0;87.0;235.0
9.0;-69.0;177.0;-306.0;91.0;399.0;93.0;235.0
9.0;-71.0;176.0;-305.0;85.0;413.0;99.0;235.0
9.0;-74.0;173.0;-310.0;82.0;421.0;104.0;237.0
9.0;-77.0;169.0;-312.0;78.0;419.0;111.0;238.0
9.0;-79.0;160.0;-313.0;69.0;411.0;118.0;237.0
-23.0;-210.0;209.0;-262.0;37.0;389.0;118.0;411.0
-654.0;-376.0;606.0;-680.0;-828.0;174.0;-80.0;-386.0
-5.0;-196.0;182.0;-251.0;57.0;390.0;124.0;390.0
10.0;-183.0;159.0;-244.0;75.0;392.0;130.0;370.0
19.0;-173.0;145.0;-238.0;92.0;396.0;134.0;353.0
-488.0;-570.0;598.0;-425.0;-913.0;273.0;193.0;-42.0
-509.0;-550.0;587.0;-577.0;-847.0;464.0;227.0;-98.0
-609.0;-637.0;812.0;-724.0;-816.0;380.0;257.0;128.0
-555.0;-729.0;679.0;-746.0;-875.0;421.0;195.0;162.0
-524.0;-759.0;824.0;-637.0;-844.0;571.0;270.0;154.0
-475.0;-679.0;492.0;-757.0;-446.0;28.0;-168.0;240.0
-615.0;-752.0;774.0;-832.0;-571.0;417.0;131.0;334.0
-621.0;-724.0;654.0;-753.0;-494.0;20.0;-191.0;567.0
-45.0;-148.0;208.0;-251.0;150.0;413.0;95.0;310.0
-61.0;-149.0;226.0;-266.0;143.0;418.0;89.0;316.0
-74.0;-151.0;244.0;-284.0;127.0;418.0;86.0;330.0
-81.0;-151.0;255.0;-303.0;106.0;418.0;83.0;338.0
64.0;-5.0;138.0;-259.0;128.0;334.0;50.0;206.0
48.0;-17.0;157.0;-269.0;121.0;331.0;49.0;225.0
31.0;-42.0;175.0;-274.0;117.0;324.0;55.0;255.0
-43.0;-127.0;-71.0;-288.0;-85.0;328.0;288.0;165.0
-37.0;-129.0;-70.0;-294.0;-92.0;336.0;310.0;166.0
-34.0;-131.0;-67.0;-306.0;-113.0;345.0;340.0;167.0
-11.0;-117.0;208.0;-271.0;135.0;311.0;48.0;330.0
-26.0;-155.0;216.0;-278.0;139.0;318.0;47.0;371.0
-31.0;-186.0;213.0;-285.0;131.0;326.0;54.0;407.0
-96.0;-312.0;284.0;-409.0;-54.0;408.0;89.0;495.0
-48.0;-261.0;171.0;-348.0;65.0;386.0;114.0;414.0
-25.0;-152.0;-58.0;-330.0;-153.0;373.0;296.0;174.0
-23.0;-153.0;-58.0;-327.0;-141.0;369.0;288.0;176.0
-50.0;-263.0;148.0;-404.0;-30.0;394.0;103.0;446.0
-40.0;-271.0;127.0;-405.0;-41.0;403.0;108.0;457.0
10.0;-66.0;157.0;-244.0;131.0;301.0;-25.0;269.0
-92.0;-332.0;281.0;-426.0;-73.0;421.0;116.0;513.0
-32.0;-282.0;109.0;-406.0;-48.0;409.0;111.0;464.0
3.0;-164.0;113.0;-290.0;117.0;325.0;-19.0;325.0
-401.0;-496.0;402.0;-207.0;-550.0;182.0;445.0;178.0
-394.0;-481.0;415.0;-186.0;-537.0;171.0;438.0;142.0
-388.0;-465.0;424.0;-173.0;-534.0;160.0;435.0;108.0
-381.0;-448.0;427.0;-165.0;-536.0;153.0;434.0;79.0
-375.0;-431.0;424.0;-159.0;-537.0;145.0;423.0;55.0
-367.0;-413.0;414.0;-155.0;-539.0;137.0;406.0;37.0
-200.0;-342.0;291.0;-567.0;-261.0;441.0;269.0;482.0
-192.0;-336.0;282.0;-558.0;-246.0;437.0;261.0;491.0
-181.0;-330.0;270.0;-550.0;-234.0;435.0;255.0;498.0
-169.0;-325.0;257.0;-543.0;-225.0;433.0;252.0;501.0
-157.0;-320.0;243.0;-536.0;-216.0;432.0;250.0;501.0
-144.0;-316.0;231.0;-527.0;-207.0;428.0;244.0;500.0
-132.0;-308.0;220.0;-517.0;-195.0;423.0;237.0;494.0
-121.0;-300.0;213.0;-511.0;-182.0;419.0;229.0;485.0
-110.0;-289.0;206.0;-509.0;-174.0;422.0;227.0;469.0
-33.0;-10.0;85.0;-231.0;167.0;229.0;15.0;244.0
-170.0;-351.0;317.0;-474.0;-205.0;498.0;178.0;495.0
-209.0;-349.0;261.0;-481.0;-166.0;482.0;470.0;475.0
54.0;2.0;99.0;-309.0;71.0;318.0;85.0;183.0
-33.0;-205.0;174.0;-322.0;83.0;331.0;98.0;404.0
-40.0;-246.0;170.0;-329.0;74.0;340.0;110.0;452.0
14.0;-102.0;155.0;-202.0;126.0;312.0;62.0;315.0
-259.0;-415.0;362.0;-509.0;-163.0;460.0;220.0;524.0
-187.0;-351.0;341.0;-471.0;-207.0;495.0;172.0;498.0
-198.0;-354.0;368.0;-468.0;-205.0;489.0;166.0;506.0
-256.0;-402.0;368.0;-500.0;-171.0;460.0;201.0;514.0
-249.0;-392.0;372.0;-494.0;-176.0;463.0;198.0;507.0
-501.0;-509.0;451.0;-546.0;-915.0;-2.0;-100.0;289.0
-238.0;-382.0;374.0;-495.0;-187.0;470.0;207.0;501.0
-196.0;-354.0;392.0;-463.0;-201.0;485.0;163.0;513.0
-176.0;-137.0;16.0;14.0;-317.0;-79.0;237.0;-76.0
-160.0;-110.0;3.0;37.0;-298.0;-106.0;199.0;-104.0
-193.0;-354.0;412.0;-454.0;-194.0;482.0;160.0;518.0
-138.0;-323.0;450.0;-481.0;-132.0;483.0;173.0;609.0
-175.0;-334.0;412.0;-421.0;-165.0;472.0;158.0;510.0
-117.0;-326.0;383.0;-485.0;-131.0;487.0;185.0;577.0
-108.0;-295.0;427.0;-415.0;-110.0;451.0;186.0;605.0
-228.0;-369.0;375.0;-501.0;-197.0;480.0;221.0;492.0
-219.0;-357.0;376.0;-506.0;-201.0;491.0;232.0;481.0
-208.0;-348.0;376.0;-504.0;-202.0;501.0;242.0;469.0
-198.0;-340.0;377.0;-503.0;-195.0;507.0;253.0;463.0
-192.0;-336.0;377.0;-501.0;-188.0;512.0;260.0;460.0
-70.0;-244.0;108.0;-487.0;-52.0;480.0;205.0;323.0
-243.0;-330.0;94.0;-488.0;118.0;236.0;251.0;120.0
-69.0;-233.0;109.0;-474.0;-30.0;466.0;179.0;315.0
46.0;-178.0;17.0;-470.0;40.0;465.0;210.0;350.0
-92.0;-175.0;119.0;-369.0;142.0;345.0;64.0;290.0
-95.0;-173.0;122.0;-352.0;163.0;337.0;50.0;289.0
-119.0;-159.0;122.0;-292.0;199.0;312.0;14.0;272.0
-110.0;-159.0;121.0;-306.0;192.0;317.0;23.0;274.0
-103.0;-160.0;122.0;-323.0;184.0;324.0;31.0;280.0
-378.0;-573.0;518.0;-561.0;-20.0;576.0;580.0;409.0
-214.0;-167.0;197.0;-251.0;126.0;283.0;375.0;513.0
-330.0;-74.0;310.0;-87.0;-478.0;-30.0;232.0;-260.0
-119.0;-317.0;261.0;-455.0;-185.0;518.0;221.0;506.0
-69.0;-286.0;284.0;-309.0;-41.0;465.0;190.0;507.0
-55.0;-276.0;250.0;-282.0;-8.0;463.0;184.0;476.0
-50.0;-275.0;226.0;-258.0;27.0;459.0;179.0;451.0
61.0;-88.0;104.0;-240.0;157.0;286.0;-21.0;263.0
-246.0;-360.0;81.0;-510.0;82.0;260.0;281.0;119.0
56.0;-56.0;119.0;-223.0;171.0;274.0;-23.0;235.0
5.0;-231.0;101.0;-531.0;-70.0;512.0;224.0;402.0
-7.0;-245.0;125.0;-541.0;-92.0;527.0;218.0;417.0
-81.0;-278.0;116.0;-504.0;-91.0;532.0;275.0;349.0
-124.0;-331.0;259.0;-458.0;-202.0;521.0;215.0;512.0
-117.0;-346.0;236.0;-472.0;-235.0;533.0;221.0;517.0
-106.0;-341.0;273.0;-459.0;-208.0;611.0;284.0;523.0
-161.0;-336.0;189.0;-539.0;-121.0;525.0;294.0;370.0
-202.0;-394.0;210.0;-515.0;90.0;432.0;361.0;342.0
-156.0;-335.0;187.0;-513.0;-126.0;524.0;310.0;376.0
-261.0;-433.0;297.0;-552.0;70.0;470.0;496.0;326.0
75.0;31.0;101.0;-160.0;222.0;242.0;-21.0;202.0
49.0;-49.0;158.0;-132.0;305.0;206.0;-116.0;309.0
-91.0;-329.0;258.0;-477.0;-203.0;590.0;247.0;529.0
-88.0;-297.0;317.0;-339.0;-71.0;465.0;192.0;529.0
-112.0;-306.0;342.0;-367.0;-98.0;465.0;189.0;533.0
-71.0;-336.0;179.0;-464.0;-161.0;502.0;235.0;535.0
-184.0;-722.0;211.0;-637.0;-875.0;-51.0;-394.0;447.0
-72.0;-310.0;189.0;-453.0;-143.0;486.0;231.0;517.0
-72.0;-294.0;198.0;-448.0;-136.0;478.0;225.0;507.0
-196.0;-449.0;364.0;-489.0;-184.0;484.0;222.0;598.0
-302.0;-463.0;442.0;-367.0;-139.0;433.0;414.0;579.0
-50.0;-280.0;218.0;-239.0;60.0;452.0;180.0;442.0
-52.0;-284.0;223.0;-223.0;95.0;442.0;184.0;442.0
-74.0;-279.0;208.0;-443.0;-127.0;467.0;217.0;497.0
-186.0;-427.0;252.0;-623.0;-375.0;494.0;293.0;499.0
46.0;-43.0;134.0;-244.0;98.0;375.0;139.0;281.0
47.0;-41.0;132.0;-232.0;108.0;367.0;137.0;284.0
48.0;-40.0;129.0;-223.0;115.0;359.0;135.0;286.0
51.0;-40.0;125.0;-218.0;120.0;350.0;132.0;287.0
51.0;-40.0;123.0;-215.0;122.0;339.0;125.0;293.0
8.0;-311.0;86.0;-338.0;68.0;352.0;106.0;519.0
-33.0;-274.0;158.0;-333.0;71.0;345.0;116.0;484.0
50.0;-42.0;124.0;-212.0;123.0;326.0;113.0;301.0
-151.0;-128.0;72.0;86.0;-305.0;-193.0;44.0;-105.0
-128.0;-94.0;-36.0;177.0;-279.0;-298.0;9.0;-96.0
-26.0;-114.0;293.0;-245.0;120.0;417.0;135.0;421.0
-26.0;-83.0;277.0;-250.0;134.0;412.0;119.0;382.0
-39.0;-95.0;279.0;-260.0;130.0;408.0;110.0;379.0
-43.0;-105.0;298.0;-275.0;118.0;404.0;100.0;398.0
156.0;-93.0;-45.0;-159.0;155.0;210.0;-35.0;369.0
223.0;-36.0;-180.0;-20.0;459.0;124.0;-142.0;316.0
-175.0;-399.0;256.0;-615.0;-357.0;484.0;275.0;507.0
-167.0;-385.0;251.0;-612.0;-351.0;481.0;269.0;504.0
-144.0;-342.0;189.0;-465.0;-236.0;579.0;597.0;397.0
-243.0;-387.0;379.0;-572.0;-205.0;519.0;563.0;480.0
-39.0;-345.0;122.0;-395.0;-41.0;404.0;109.0;526.0
-71.0;-263.0;256.0;-224.0;306.0;273.0;59.0;477.0
-115.0;49.0;113.0;-59.0;386.0;73.0;70.0;436.0
-44.0;-334.0;134.0;-392.0;-43.0;407.0;110.0;508.0
-118.0;-313.0;315.0;-254.0;277.0;292.0;75.0;510.0
-52.0;-230.0;244.0;-261.0;140.0;291.0;30.0;465.0
-35.0;-259.0;205.0;-292.0;100.0;314.0;53.0;492.0
-26.0;-272.0;186.0;-302.0;84.0;323.0;56.0;501.0
-20.0;-284.0;166.0;-311.0;69.0;327.0;56.0;505.0
-16.0;-294.0;149.0;-320.0;55.0;331.0;56.0;506.0
-12.0;-299.0;139.0;-329.0;40.0;337.0;58.0;504.0
30.0;-41.0;151.0;-210.0;215.0;347.0;34.0;247.0
32.0;-38.0;155.0;-199.0;221.0;337.0;24.0;243.0
120.0;98.0;-3.0;-141.0;309.0;194.0;-140.0;70.0
58.0;-66.0;6.0;-242.0;175.0;281.0;-62.0;217.0
-186.0;-331.0;381.0;-495.0;-190.0;527.0;290.0;453.0
-189.0;-334.0;384.0;-499.0;-196.0;530.0;298.0;456.0
-10.0;-226.0;192.0;-294.0;233.0;295.0;162.0;401.0
-193.0;-338.0;386.0;-503.0;-204.0;534.0;301.0;458.0
29.0;-44.0;146.0;-268.0;158.0;361.0;100.0;226.0
36.0;-33.0;139.0;-261.0;170.0;360.0;90.0;213.0
43.0;-21.0;134.0;-255.0;177.0;358.0;80.0;203.0
49.0;-12.0;130.0;-247.0;184.0;353.0;68.0;194.0
57.0;-5.0;128.0;-239.0;193.0;344.0;50.0;187.0
-80.0;-311.0;107.0;-463.0;-8.0;459.0;234.0;480.0
-115.0;-343.0;160.0;-487.0;-57.0;475.0;238.0;483.0
-125.0;-355.0;176.0;-499.0;-76.0;477.0;238.0;487.0
101.0;46.0;74.0;-242.0;192.0;372.0;45.0;134.0
26.0;-135.0;127.0;-229.0;251.0;279.0;-39.0;375.0
62.0;-31.0;70.0;-266.0;176.0;368.0;30.0;172.0
61.0;-36.0;66.0;-270.0;170.0;384.0;46.0;173.0
-135.0;-365.0;190.0;-513.0;-94.0;473.0;235.0;492.0
114.0;77.0;41.0;-162.0;280.0;310.0;-23.0;73.0
-233.0;-781.0;423.0;-351.0;-873.0;393.0;248.0;-46.0
-446.0;-602.0;550.0;-444.0;-629.0;379.0;157.0;212.0
-472.0;-509.0;474.0;-425.0;-761.0;275.0;345.0;155.0
-455.0;-493.0;442.0;-410.0;-770.0;259.0;363.0;158.0
-451.0;-494.0;441.0;-405.0;-766.0;263.0;375.0;165.0
-448.0;-492.0;441.0;-394.0;-756.0;259.0;386.0;172.0
-446.0;-488.0;440.0;-378.0;-744.0;248.0;392.0;173.0
-447.0;-487.0;444.0;-364.0;-734.0;233.0;396.0;168.0
