InertialMeasurementUnit L-SHOE EuX;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX
103;963.0;-2;1;725;-2;-536.0;-72;72
-94;944.0;26;0;711;26;-572.0;-2;2
-116;872.0;117;-35;707;117;-493.0;20;-20
-94;932.0;14;4;711;14;-556.0;-7;7
-94;931.0;26;-1;711;26;-581.0;-23;23
-94;917.0;-15;-9;713;-15;-587.0;19;-19
-94;937.0;-5;2;706;-5;-561.0;21;-21
-94;917.0;17;-1;709;17;-540.0;-23;23
-94;908.0;-2;2;707;-2;-562.0;6;-6
-94;921.0;-17;-1;709;-17;-569.0;9;-9
-94;861.0;-29;12;700;-29;-579.0;25;-25
-94;886.0;-35;2;709;-35;-591.0;-1;1
-94;1002.0;-4;4;709;-4;-588.0;37;-37
-143;867.0;7;-1;645;7;-723.0;-19;19
-143;829.0;16;3;646;16;-650.0;27;-27
-133;902.0;-8;-2;739;-8;-514.0;14;-14
-133;916.0;-9;0;730;-9;-480.0;15;-15
88;1498.0;-607;40;875;-607;-784.0;51;-51
-17;923.0;-28;-8;747;-28;-496.0;-1;1
-17;943.0;0;1;737;0;-452.0;16;-16
116;946.0;10;-1;744;10;-150.0;6;-6
-17;942.0;-21;-2;737;-21;-521.0;-24;24
-17;943.0;0;7;734;0;-514.0;-16;16
-17;939.0;8;5;733;8;-497.0;-12;12
-17;943.0;5;1;736;5;-500.0;-3;3
-17;938.0;4;1;736;4;-502.0;-1;1
-17;944.0;10;2;729;10;-517.0;-25;25
-17;937.0;-10;2;732;-10;-519.0;-38;38
-17;954.0;-29;5;735;-29;-521.0;-34;34
-17;944.0;-75;90;734;-75;-500.0;-90;90
-17;926.0;-5;7;734;-5;-516.0;-44;44
-17;940.0;6;3;733;6;-522.0;-32;32
-17;942.0;-3;1;736;-3;-510.0;-40;40
-17;925.0;3;3;734;3;-520.0;-8;8
-17;945.0;16;3;728;16;-499.0;16;-16
-17;937.0;-11;5;732;-11;-501.0;-18;18
12;907.0;-134;82;692;-134;-517.0;-5;5
105;988.0;-25;5;727;-25;-670.0;-7;7
105;996.0;5;-3;721;5;-660.0;-24;24
-17;917.0;-27;6;728;-27;-497.0;22;-22
-17;943.0;-24;5;726;-24;-504.0;28;-28
-17;962.0;-26;4;727;-26;-506.0;26;-26
-17;930.0;-22;7;727;-22;-502.0;27;-27
-17;948.0;36;6;732;36;-500.0;49;-49
12;893.0;353;-14;784;353;-516.0;24;-24
-21;933.0;26;0;721;26;-527.0;-74;74
-17;956.0;-17;7;732;-17;-534.0;-42;42
-17;946.0;-17;2;735;-17;-504.0;-42;42
-19;944.0;-5;-1;717;-5;-490.0;17;-17
-17;885.0;-15;7;732;-15;-455.0;-23;23
-17;931.0;-14;-1;733;-14;-473.0;-31;31
-17;906.0;10;-2;732;10;-500.0;17;-17
-17;923.0;-18;2;729;-18;-510.0;14;-14
-17;912.0;-15;4;729;-15;-499.0;-3;3
-17;915.0;-10;3;732;-10;-488.0;23;-23
-17;925.0;0;-2;738;0;-473.0;14;-14
-17;928.0;11;4;735;11;-498.0;18;-18
-17;946.0;1;5;735;1;-508.0;15;-15
-17;922.0;8;4;736;8;-493.0;17;-17
-17;905.0;4;5;735;4;-488.0;16;-16
-17;896.0;6;5;736;6;-500.0;17;-17
-17;901.0;6;4;738;6;-520.0;33;-33
-17;928.0;-15;-1;730;-15;-495.0;69;-69
-121;856.0;3055;-34;682;3055;-393.0;-22;22
-15;897.0;-734;11;682;-734;-593.0;-15;15
132;1067.0;-49;6;786;-49;-708.0;-3114;3114
-21;961.0;49;-3;716;49;-536.0;-10;10
-21;950.0;7;-9;711;7;-519.0;-26;26
-21;931.0;2;-5;714;2;-520.0;-19;19
-21;936.0;-5;-10;705;-5;-538.0;55;-55
91;987.0;-12;1;719;-12;-644.0;914;-914
-21;956.0;-3;-2;722;-3;-523.0;47;-47
-21;961.0;-7;-8;704;-7;-550.0;-54;54
-39;747.0;-267;105;496;-267;-359.0;-398;398
-21;963.0;-7;-10;710;-7;-549.0;-68;68
-18;1052.0;-1;-87;706;-1;-512.0;-27;27
77;1377.0;-352;-5;836;-352;-471.0;-6958;6958
-21;904.0;-8;-24;718;-8;-573.0;45;-45
-21;920.0;-24;-24;723;-24;-589.0;-10;10
-21;972.0;-14;-25;712;-14;-557.0;11;-11
37;1031.0;-4;9;729;-4;-600.0;151;-151
-151;906.0;-9;-3;735;-9;-564.0;35;-35
-151;928.0;-15;1;731;-15;-568.0;-35;35
-151;992.0;-17;-7;731;-17;-590.0;14;-14
-151;977.0;-19;-2;735;-19;-568.0;21;-21
-151;947.0;-18;7;729;-18;-587.0;36;-36
-151;948.0;3;-2;733;3;-607.0;-11;11
-151;954.0;-7;5;730;-7;-588.0;-26;26
-151;949.0;-3;12;721;-3;-608.0;15;-15
-151;969.0;5;4;723;5;-603.0;-14;14
-151;998.0;8;5;717;8;-605.0;-1;1
-155;1033.0;-14;-12;736;-14;-609.0;11;-11
-151;962.0;8;-7;726;8;-596.0;-15;15
-151;980.0;-1;-3;725;-1;-596.0;-21;21
-151;984.0;-35;-1;732;-35;-608.0;55;-55
-151;966.0;-1;-3;731;-1;-610.0;5;-5
-151;976.0;25;-6;729;25;-597.0;-2;2
-151;976.0;-1;-1;723;-1;-580.0;16;-16
-151;983.0;-10;2;723;-10;-592.0;8;-8
-151;954.0;2;-2;730;2;-558.0;56;-56
-155;957.0;7;-3;723;7;-598.0;54;-54
-151;935.0;1;-6;732;1;-538.0;17;-17
-151;943.0;-10;-4;730;-10;-530.0;-12;12
-151;942.0;-15;-12;738;-15;-510.0;-25;25
-151;925.0;-13;-13;738;-13;-531.0;6;-6
-154;949.0;-24;-4;731;-24;-511.0;16;-16
-151;928.0;26;-4;730;26;-534.0;17;-17
-151;948.0;-15;-7;733;-15;-544.0;-5;5
-151;941.0;-15;-7;733;-15;-517.0;-5;5
-151;945.0;-34;-2;729;-34;-540.0;-14;14
-151;955.0;10;-3;731;10;-542.0;-17;17
-151;956.0;-4;-3;730;-4;-547.0;-16;16
-151;937.0;-1;-5;730;-1;-542.0;-11;11
-151;951.0;13;-3;729;13;-535.0;-4;4
-151;962.0;-5;-5;732;-5;-554.0;-6;6
-151;946.0;15;-4;732;15;-542.0;-5;5
-151;975.0;13;2;730;13;-531.0;-4;4
-151;963.0;-13;2;726;-13;-551.0;-7;7
31;949.0;11;0;717;11;-621.0;-29;29
69;900.0;144;-26;727;144;-572.0;-82;82
31;954.0;67;-6;703;67;-610.0;-22;22
31;976.0;15;6;705;15;-619.0;-12;12
61;968.0;-5;0;723;-5;-581.0;-20;20
31;974.0;-9;-1;702;-9;-605.0;9;-9
31;963.0;-2;-10;692;-2;-618.0;41;-41
31;969.0;-11;-2;702;-11;-609.0;10;-10
31;975.0;-15;4;713;-15;-605.0;4;-4
45;972.0;-6;-16;707;-6;-651.0;285;-285
45;980.0;6;-3;719;6;-547.0;46;-46
31;990.0;35;-18;699;35;-584.0;7;-7
31;988.0;-1;17;722;-1;-600.0;11;-11
31;947.0;-8;31;738;-8;-598.0;-19;19
-151;949.0;-11;-4;727;-11;-541.0;-7;7
67;970.0;-23;16;719;-23;-714.0;-272;272
65;998.0;81;52;696;81;-714.0;43;-43
41;966.0;11;-18;723;11;-546.0;-528;528
-151;959.0;-22;-3;731;-22;-569.0;-16;16
-151;964.0;4;-2;728;4;-560.0;34;-34
-151;950.0;-1;0;726;-1;-550.0;0;0
-151;967.0;-6;-5;730;-6;-550.0;25;-25
-151;938.0;26;2;725;26;-539.0;56;-56
-151;955.0;5;-6;731;5;-533.0;-29;29
-151;961.0;0;0;726;0;-540.0;8;-8
-151;942.0;0;0;734;0;-558.0;22;-22
-151;931.0;6;3;735;6;-569.0;-24;24
-151;954.0;15;3;730;15;-570.0;12;-12
-151;954.0;2;4;727;2;-570.0;18;-18
-151;927.0;-11;4;728;-11;-569.0;28;-28
-151;955.0;-14;-2;731;-14;-563.0;33;-33
-151;935.0;-22;1;730;-22;-585.0;-8;8
-151;954.0;13;0;731;13;-586.0;-8;8
-151;956.0;12;4;730;12;-576.0;40;-40
-151;937.0;-4;5;729;-4;-566.0;14;-14
-155;947.0;7;-1;721;7;-597.0;-57;57
-151;958.0;4;1;727;4;-582.0;3;-3
-151;947.0;36;-1;723;36;-590.0;35;-35
-151;952.0;-8;-3;727;-8;-588.0;-8;8
-151;970.0;1;-4;734;1;-595.0;9;-9
-174;1014.0;15;-10;730;15;-665.0;140;-140
-151;932.0;-11;0;724;-11;-596.0;-11;11
-151;936.0;-17;-7;729;-17;-570.0;-43;43
-151;985.0;-35;-1;725;-35;-580.0;1;-1
-151;952.0;-19;-3;730;-19;-594.0;36;-36
-151;940.0;-19;-6;731;-19;-579.0;19;-19
-151;956.0;-26;-3;728;-26;-582.0;18;-18
-151;941.0;-28;-5;730;-28;-561.0;5;-5
-151;923.0;-20;-4;729;-20;-578.0;-26;26
-151;952.0;32;-1;728;32;-580.0;-8;8
-151;957.0;29;1;726;29;-590.0;6;-6
-151;949.0;-12;0;730;-12;-566.0;-2;2
-151;956.0;-8;0;728;-8;-554.0;-7;7
-151;958.0;-8;3;722;-8;-582.0;-1;1
-151;934.0;-13;3;728;-13;-596.0;17;-17
-151;947.0;-13;2;724;-13;-578.0;-19;19
-151;947.0;7;-1;725;7;-593.0;25;-25
-151;947.0;1;2;725;1;-602.0;-8;8
-151;945.0;-45;4;730;-45;-592.0;-28;28
-151;950.0;-23;-1;731;-23;-573.0;11;-11
-151;951.0;-29;-2;729;-29;-569.0;-24;24
-151;971.0;5;0;729;5;-561.0;-34;34
-151;957.0;-29;2;723;-29;-580.0;-16;16
-151;933.0;-21;2;726;-21;-556.0;-23;23
-151;944.0;4;2;729;4;-592.0;-31;31
-151;934.0;-11;2;730;-11;-587.0;4;-4
-151;944.0;-14;0;728;-14;-595.0;-4;4
-151;956.0;33;-5;735;33;-593.0;49;-49
-151;947.0;2;2;730;2;-568.0;30;-30
-172;1015.0;61;-7;722;61;-716.0;26;-26
-151;971.0;4;0;732;4;-629.0;8;-8
-151;953.0;-5;-5;730;-5;-630.0;16;-16
-151;962.0;12;-6;724;12;-630.0;0;0
-180;1033.0;-15;3;718;-15;-700.0;47;-47
-151;955.0;-31;-7;732;-31;-621.0;-15;15
-172;1035.0;-35;-17;721;-35;-700.0;-124;124
-151;973.0;-14;0;728;-14;-620.0;-12;12
-151;982.0;-5;-6;730;-5;-631.0;-12;12
-151;943.0;-25;-9;724;-25;-632.0;-37;37
5;1015.0;-2454;-296;973;-2454;-796.0;-2776;2776
-151;986.0;-50;-3;732;-50;-622.0;-10;10
-151;977.0;-31;-7;732;-31;-615.0;-5;5
-151;966.0;-14;6;725;-14;-609.0;-27;27
-151;980.0;1;-3;724;1;-651.0;-30;30
-151;978.0;13;2;724;13;-637.0;24;-24
-180;992.0;2;9;725;2;-657.0;35;-35
-151;985.0;-7;-3;723;-7;-641.0;0;0
-151;983.0;-27;1;723;-27;-630.0;3;-3
-151;986.0;-4;-2;723;-4;-631.0;-27;27
-179;1021.0;26;0;724;26;-716.0;-72;72
-151;994.0;-41;3;724;-41;-647.0;-8;8
-151;973.0;-33;0;735;-33;-639.0;-16;16
-151;962.0;-34;-7;731;-34;-625.0;-45;45
-29;928.0;-1327;43;649;-1327;-560.0;18;-18
-151;987.0;-38;-2;723;-38;-615.0;-40;40
-151;970.0;-6;-3;725;-6;-588.0;-36;36
-151;921.0;9;-2;719;9;-591.0;-34;34
-151;918.0;1;-3;722;1;-589.0;-39;39
-151;969.0;-35;-5;726;-35;-583.0;13;-13
-151;966.0;5;-8;721;5;-619.0;-50;50
-116;903.0;-51;-3;677;-51;-494.0;8;-8
-155;950.0;-16;0;723;-16;-584.0;6;-6
-155;939.0;-6;-6;729;-6;-576.0;15;-15
-155;943.0;13;-6;726;13;-606.0;6;-6
-155;940.0;4;2;717;4;-611.0;8;-8
-155;927.0;-39;-2;727;-39;-610.0;-7;7
-155;939.0;28;0;723;28;-595.0;-12;12
-155;922.0;-10;-2;727;-10;-607.0;-9;9
-155;948.0;-16;-2;727;-16;-584.0;31;-31
-155;949.0;17;-3;728;17;-600.0;32;-32
-155;952.0;31;-2;726;31;-602.0;20;-20
-155;956.0;-17;4;724;-17;-610.0;18;-18
-155;938.0;-34;4;721;-34;-590.0;12;-12
-155;950.0;-26;1;723;-26;-606.0;12;-12
2;1024.0;-34;4;732;-34;-700.0;565;-565
-155;947.0;14;-10;726;14;-599.0;11;-11
-155;933.0;19;-5;724;19;-605.0;14;-14
-155;943.0;25;1;721;25;-605.0;22;-22
-145;999.0;34;71;719;34;-549.0;-149;149
-155;946.0;13;0;723;13;-602.0;-32;32
-155;947.0;7;-4;728;7;-597.0;10;-10
-155;946.0;-6;-1;725;-6;-619.0;-16;16
-155;947.0;7;3;721;7;-610.0;-13;13
-155;937.0;5;-3;724;5;-620.0;5;-5
84;967.0;-2083;-2083;1986;-2083;-723.0;-116;116
-155;944.0;10;-3;725;10;-616.0;23;-23
-155;949.0;19;-6;729;19;-614.0;-2;2
-155;947.0;-4;0;731;-4;-640.0;-27;27
-155;947.0;26;-4;733;26;-640.0;-15;15
-155;926.0;21;-5;731;21;-651.0;5;-5
-154;931.0;-3;-5;730;-3;-539.0;5;-5
-154;955.0;-18;-2;733;-18;-532.0;-18;18
-154;947.0;5;-12;746;5;-538.0;4;-4
-154;947.0;-22;-13;736;-22;-539.0;-11;11
-154;947.0;-16;-4;732;-16;-534.0;0;0
-151;934.0;14;-3;733;14;-522.0;40;-40
-154;947.0;20;-11;735;20;-540.0;-1;1
-154;956.0;-5;-10;736;-5;-541.0;-26;26
-154;952.0;13;-14;731;13;-529.0;-15;15
-154;945.0;5;-18;730;5;-549.0;-6;6
-154;927.0;-7;-27;736;-7;-538.0;6;-6
-154;952.0;41;-75;733;41;-545.0;28;-28
-154;956.0;6;-36;734;6;-561.0;34;-34
36;1136.0;-334;-564;503;-334;-494.0;-59;59
-26;923.0;-98;623;697;-98;-481.0;-198;198
-19;946.0;25;-5;728;25;-551.0;-13;13
-19;958.0;31;9;713;31;-506.0;-30;30
-19;933.0;-9;6;715;-9;-517.0;13;-13
-19;945.0;-10;6;719;-10;-529.0;3;-3
-19;929.0;-18;5;722;-18;-531.0;-36;36
-19;963.0;-16;0;722;-16;-517.0;-16;16
-19;959.0;-3;0;713;-3;-514.0;16;-16
-19;942.0;-22;5;716;-22;-521.0;35;-35
-19;934.0;-12;2;719;-12;-519.0;-26;26
-19;939.0;23;-4;716;23;-520.0;-29;29
-17;932.0;44;-6;735;44;-508.0;67;-67
-24;956.0;0;-4;687;0;-392.0;-2;2
-19;937.0;-12;-4;721;-12;-489.0;7;-7
-19;935.0;-13;2;716;-13;-513.0;-6;6
-19;925.0;6;0;714;6;-551.0;60;-60
-19;915.0;-2;-5;723;-2;-523.0;52;-52
99;918.0;12;-2;728;12;-464.0;41;-41
104;997.0;-33;1;721;-33;-576.0;7;-7
141;995.0;11;-1;710;11;-608.0;27;-27
-179;990.0;35;0;711;35;-875.0;37;-37
-160;985.0;5;-9;718;5;-570.0;4;-4
-24;1003.0;-62;9;695;-62;-449.0;-7;7
137;856.0;467;775;1287;467;-465.0;-33;33
-12;908.0;-1;17;699;-1;-573.0;5;-5
32;957.0;2;-6;718;2;-772.0;97;-97
19;928.0;-11;-6;721;-11;-680.0;15;-15
19;944.0;-3;2;722;-3;-652.0;-23;23
19;947.0;-1;-3;724;-1;-651.0;-40;40
19;953.0;3;0;721;3;-690.0;-35;35
1;969.0;25;5;725;25;-761.0;-64;64
-7;765.0;19;0;726;19;-763.0;-110;110
19;937.0;-6;2;726;-6;-659.0;-40;40
19;954.0;9;2;721;9;-672.0;-15;15
19;925.0;14;4;724;14;-690.0;12;-12
139;869.0;124;-11;659;124;-665.0;41;-41
19;955.0;17;-3;719;17;-673.0;-16;16
19;955.0;-5;-8;710;-5;-681.0;-16;16
19;938.0;-17;-8;711;-17;-692.0;-16;16
19;938.0;1;-1;720;1;-689.0;-16;16
19;955.0;-35;-1;719;-35;-709.0;-15;15
63;899.0;-343;-66;727;-343;-802.0;-48;48
-37;950.0;-12;2;729;-12;-883.0;-82;82
-154;932.0;-16;-4;731;-16;-390.0;0;0
-98;928.0;-49;5;710;-49;-410.0;0;0
-102;935.0;-102;-12;724;-102;-511.0;5;-5
-127;960.0;-22;-4;731;-22;-421.0;-58;58
-117;971.0;-12;-3;717;-12;-502.0;-56;56
-102;955.0;-6;6;715;-6;-501.0;13;-13
-102;956.0;-7;0;723;-7;-493.0;26;-26
-102;936.0;15;-1;721;15;-511.0;-6;6
-102;936.0;-7;0;718;-7;-514.0;-5;5
-102;961.0;12;-3;719;12;-502.0;-20;20
-102;952.0;-4;-2;720;-4;-504.0;-13;13
-127;951.0;-9;0;728;-9;-427.0;-9;9
-102;946.0;-9;0;715;-9;-520.0;14;-14
-133;937.0;3;2;730;3;-473.0;55;-55
-117;940.0;12;1;721;12;-467.0;8;-8
-102;957.0;11;-2;720;11;-503.0;2;-2
-102;957.0;-15;-4;718;-15;-490.0;-12;12
-102;957.0;-2;-1;720;-2;-483.0;6;-6
-102;929.0;-9;0;719;-9;-440.0;24;-24
-133;919.0;4;2;729;4;-469.0;-19;19
-102;964.0;-1;-4;722;-1;-500.0;9;-9
-127;947.0;-20;2;730;-20;-450.0;-16;16
-101;928.0;-9;-15;736;-9;-490.0;23;-23
-139;928.0;-33;-2;734;-33;-413.0;31;-31
-102;955.0;-16;3;715;-16;-512.0;0;0
-102;956.0;-16;-2;721;-16;-490.0;22;-22
-102;948.0;11;-4;724;11;-441.0;-2;2
-102;953.0;14;-4;719;14;-489.0;22;-22
-102;952.0;-21;7;716;-21;-544.0;-16;16
-102;937.0;-40;3;712;-40;-521.0;1;-1
-102;951.0;-31;-7;722;-31;-539.0;-33;33
96;942.0;-2150;-40;665;-2150;-531.0;30;-30
-102;921.0;-7;6;709;-7;-585.0;23;-23
-102;937.0;16;7;703;16;-550.0;-4;4
-102;933.0;-14;4;716;-14;-606.0;-27;27
-102;962.0;-12;3;715;-12;-590.0;9;-9
-30;992.0;16;381;704;16;-564.0;12;-12
-169;986.0;-40;334;725;-40;-737.0;-96;96
-102;947.0;4;0;715;4;-499.0;7;-7
-101;962.0;-6;-4;734;-6;-510.0;-4;4
-159;966.0;-60;-3;720;-60;-388.0;-24;24
-101;936.0;-7;-3;740;-7;-542.0;-12;12
-101;952.0;10;3;737;10;-551.0;-28;28
-143;833.0;-11;-3;644;-11;-712.0;-19;19
-174;994.0;-1016;-1017;1384;-1016;-741.0;-34;34
-143;851.0;-24;-7;644;-24;-782.0;-11;11
-83;1200.0;801;1015;-999;801;-584.0;-2352;2352
-172;1007.0;6;-1;715;6;-751.0;-347;347
-143;863.0;5;-4;645;5;-810.0;-11;11
-143;761.0;5;0;654;5;-691.0;24;-24
-143;836.0;30;2;642;30;-777.0;4;-4
-1;922.0;-293;-38;855;-293;-527.0;200;-200
-157;888.0;-22;4;628;-22;-638.0;50;-50
-157;898.0;30;6;624;30;-716.0;12;-12
-143;851.0;7;-3;644;7;-782.0;5;-5
-17;924.0;-5;5;724;-5;-453.0;17;-17
-143;927.0;-32;0;634;-32;-765.0;3;-3
150;856.0;-3945;240;639;-3945;-470.0;16;-16
-17;932.0;-15;-1;733;-15;-464.0;-1;1
-157;963.0;20;14;621;20;-637.0;41;-41
177;978.0;-24;-1;735;-24;-820.0;175;-175
-143;792.0;7;0;644;7;-663.0;-24;24
-143;846.0;-8;-4;642;-8;-697.0;42;-42
-143;829.0;17;1;644;17;-631.0;34;-34
-143;936.0;-13;0;639;-13;-752.0;12;-12
-143;927.0;12;1;642;12;-820.0;-3;3
-180;927.0;-22;-9;711;-22;-888.0;-176;176
-143;794.0;23;-2;644;23;-658.0;-12;12
-143;795.0;-10;-4;648;-10;-810.0;3;-3
-143;932.0;8;3;641;8;-758.0;-8;8
-143;831.0;-5;1;644;-5;-785.0;28;-28
-143;810.0;0;1;646;0;-692.0;3;-3
-102;966.0;5;-2;721;5;-488.0;20;-20
-143;950.0;-14;2;635;-14;-747.0;2;-2
39;827.0;-17;5;723;-17;-861.0;-8;8
152;1018.0;-20;-4;731;-20;-762.0;-1;1
-143;939.0;5;8;631;5;-751.0;-11;11
-151;923.0;-18;-2;731;-18;-500.0;-6;6
-143;858.0;24;-6;650;24;-722.0;33;-33
-151;946.0;-35;-3;730;-35;-533.0;-17;17
-151;963.0;-6;3;730;-6;-522.0;11;-11
-145;947.0;27;59;721;27;-511.0;-4;4
-117;1000.0;-25;3;722;-25;-489.0;15;-15
-98;883.0;-61;12;724;-61;-438.0;28;-28
-101;970.0;-11;20;729;-11;-461.0;-234;234
-172;1114.0;-48;33;725;-48;-580.0;-35;35
-143;830.0;-11;0;641;-11;-702.0;-27;27
-143;946.0;-15;-3;634;-15;-747.0;7;-7
-117;953.0;-17;2;719;-17;-509.0;100;-100
109;1022.0;-284;364;878;-284;-619.0;-24;24
-117;982.0;5;3;719;5;-500.0;-23;23
-139;926.0;-5;3;736;-5;-399.0;-19;19
-151;970.0;-339;1102;452;-339;-358.0;-15;15
-143;927.0;-17;-1;639;-17;-779.0;12;-12
-154;959.0;-7;-70;730;-7;-560.0;-13;13
-143;837.0;-40;5;641;-40;-680.0;-25;25
-157;946.0;7;1;630;7;-620.0;58;-58
60;1188.0;107;-862;646;107;-388.0;-145;145
104;913.0;7;-252;705;7;-509.0;8;-8
65;979.0;-76;-92;730;-76;-567.0;-1461;1461
-24;967.0;-11;2;684;-11;-420.0;27;-27
-143;919.0;-12;0;642;-12;-769.0;-43;43
-143;963.0;-10;-1;640;-10;-727.0;46;-46
145;1077.0;-1386;-1058;-579;-1386;-676.0;-1105;1105
-143;828.0;12;-3;643;12;-707.0;-20;20
-151;956.0;-24;-3;725;-24;-541.0;57;-57
-17;909.0;8;6;731;8;-454.0;5;-5
-143;908.0;-17;-1;642;-17;-768.0;34;-34
-4;927.0;1616;1220;-766;1616;-551.0;-862;862
19;1019.0;-2;0;720;-2;-702.0;-916;916
-143;845.0;9;-1;641;9;-787.0;-42;42
-143;926.0;-34;2;641;-34;-721.0;63;-63
99;935.0;11;0;731;11;-469.0;-7;7
105;996.0;-28;5;728;-28;-662.0;11;-11
-143;860.0;4;-6;643;4;-770.0;-24;24
104;963.0;-74;-14;721;-74;-649.0;-9;9
-151;978.0;-21;-5;732;-21;-547.0;-37;37
-143;877.0;1;0;645;1;-771.0;-21;21
-151;956.0;-32;1;727;-32;-526.0;-15;15
-133;943.0;-10;-13;738;-10;-479.0;-2;2
99;931.0;-12;0;729;-12;-460.0;-24;24
-143;960.0;10;0;635;10;-740.0;19;-19
-133;927.0;3;-4;731;3;-470.0;-40;40
99;909.0;-32;0;725;-32;-458.0;34;-34
-143;937.0;-12;6;634;-12;-748.0;-28;28
40;974.0;-2;4;721;-2;-921.0;-17;17
-143;792.0;-11;0;642;-11;-658.0;0;0
99;938.0;6;5;727;6;-419.0;12;-12
-157;940.0;-5;-8;638;-5;-645.0;76;-76
-143;957.0;-5;-4;635;-5;-746.0;13;-13
82;838.0;3;-18;730;3;-433.0;5890;-5890
-143;867.0;-4;-4;645;-4;-744.0;-33;33
43;1043.0;-18;4;740;-18;-673.0;38;-38
-143;948.0;9;1;638;9;-759.0;2;-2
-151;953.0;31;-8;728;31;-542.0;312;-312
-143;846.0;25;-3;646;25;-784.0;-31;31
-157;944.0;7;-8;644;7;-740.0;-28;28
-143;927.0;18;-6;641;18;-753.0;22;-22
-73;716.0;-46;60;725;-46;-765.0;-25;25
-110;918.0;6;104;328;6;-922.0;45;-45
-13;864.0;1853;-55;851;1853;-529.0;-63;63
-143;793.0;13;-2;644;13;-660.0;2;-2
-17;918.0;17;-1;734;17;-430.0;-26;26
-143;959.0;8;8;631;8;-747.0;-25;25
-143;939.0;-1;2;648;-1;-773.0;-17;17
-120;918.0;-53;46;659;-53;-902.0;17;-17
-143;858.0;8;-1;649;8;-782.0;37;-37
-143;951.0;-26;2;634;-26;-760.0;-7;7
107;1090.0;-4;-8;730;-4;-502.0;8;-8
-154;937.0;-15;1;730;-15;-411.0;65;-65
120;908.0;-8;6;731;-8;-507.0;-138;138
-143;802.0;9;-2;652;9;-770.0;-13;13
-139;928.0;0;-1;732;0;-419.0;11;-11
100;912.0;-33;-2;758;-33;-630.0;1414;-1414
-143;792.0;18;4;652;18;-671.0;14;-14
-9;965.0;-5;16;740;-5;-532.0;3852;-3852
11;938.0;-13;-27;737;-13;-799.0;-509;509
-143;843.0;-13;5;640;-13;-660.0;52;-52
98;927.0;244;-292;988;244;-495.0;47;-47
151;747.0;2896;-1878;-1507;2896;-544.0;-637;637
-143;959.0;-9;-1;635;-9;-747.0;11;-11
-157;912.0;-1;0;631;-1;-537.0;-12;12
116;973.0;27;-42;708;27;-446.0;-12;12
-17;915.0;-15;-1;733;-15;-447.0;-35;35
-143;841.0;-37;3;642;-37;-713.0;-10;10
-155;858.0;-841;409;266;-841;-494.0;-1;1
-143;939.0;6;-2;642;6;-759.0;15;-15
-143;926.0;3;-2;641;3;-832.0;13;-13
-17;939.0;-16;-5;744;-16;-485.0;38;-38
-143;858.0;-14;-1;648;-14;-789.0;-44;44
-1;1011.0;-24;-6;720;-24;-499.0;2426;-2426
-154;948.0;0;-1;737;0;-520.0;-21;21
-154;964.0;186;-101;761;186;-608.0;41;-41
-180;1034.0;-18;-4;725;-18;-793.0;108;-108
-151;935.0;-24;-8;731;-24;-517.0;-49;49
-17;946.0;23;-1;736;23;-421.0;25;-25
-154;954.0;-23;-24;733;-23;-517.0;42;-42
-143;922.0;-17;-1;641;-17;-768.0;-18;18
-143;838.0;-29;-6;650;-29;-759.0;13;-13
-88;952.0;-343;-127;292;-343;-984.0;37;-37
-17;923.0;16;-5;733;16;-422.0;104;-104
-143;850.0;-3;-3;645;-3;-784.0;-10;10
-17;921.0;-18;-2;737;-18;-456.0;34;-34
-179;935.0;-13;2;719;-13;-1002.0;-37;37
