InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit RUA magneticY
405.0;517.0;95.0;-564.0;-19;273.0;509.0;-11;141.0;-87;-51.0
119.0;307.0;235.0;532.0;13;397.0;63.0;-7;431.0;-24;-532.0
114.0;309.0;236.0;533.0;13;407.0;62.0;-7;427.0;-24;-537.0
107.0;308.0;237.0;530.0;14;414.0;61.0;-7;421.0;-24;-537.0
179.0;294.0;270.0;504.0;15;409.0;53.0;-7;477.0;-23;-534.0
123.0;309.0;235.0;534.0;13;389.0;65.0;-7;437.0;-24;-530.0
-54.0;1008.0;-475.0;-255.0;77;953.0;954.0;-5;87.0;-27;210.0
34.0;193.0;-51.0;473.0;31;66.0;103.0;-1;91.0;-45;-150.0
19.0;308.0;302.0;533.0;64;318.0;185.0;-3;276.0;-33;-462.0
-35.0;290.0;301.0;506.0;60;340.0;175.0;-3;223.0;-33;-466.0
-65.0;266.0;310.0;484.0;51;357.0;165.0;-2;188.0;-33;-457.0
-209.0;326.0;-144.0;349.0;6;484.0;346.0;-8;-23.0;-46;8.0
-225.0;335.0;-143.0;325.0;6;504.0;386.0;-11;-41.0;-39;6.0
-85.0;247.0;311.0;460.0;41;382.0;152.0;-2;176.0;-33;-452.0
-90.0;231.0;302.0;444.0;27;405.0;140.0;-2;177.0;-33;-452.0
-238.0;356.0;-75.0;262.0;32;639.0;386.0;-25;-137.0;-22;-78.0
168.0;257.0;320.0;527.0;16;331.0;21.0;-7;499.0;-24;-560.0
54.0;120.0;118.0;319.0;39;409.0;-304.0;-5;341.0;-31;-530.0
369.0;377.0;387.0;266.0;-133;463.0;102.0;-14;472.0;-41;-615.0
191.0;315.0;285.0;501.0;16;386.0;76.0;-7;496.0;-23;-553.0
184.0;316.0;291.0;499.0;16;400.0;75.0;-7;485.0;-23;-555.0
-132.0;227.0;213.0;381.0;48;587.0;60.0;-2;125.0;-31;-412.0
504.0;529.0;197.0;-467.0;146;304.0;507.0;-144;295.0;-49;-227.0
699.0;390.0;556.0;338.0;152;167.0;83.0;-8;802.0;-23;-801.0
426.0;552.0;254.0;81.0;109;607.0;305.0;16;617.0;-59;-620.0
-123.0;245.0;237.0;420.0;46;543.0;64.0;-2;143.0;-31;-419.0
400.0;479.0;252.0;76.0;109;589.0;235.0;-4;555.0;-19;-663.0
177.0;318.0;292.0;496.0;16;414.0;75.0;-7;475.0;-24;-559.0
173.0;317.0;292.0;493.0;16;423.0;71.0;-7;469.0;-24;-556.0
187.0;305.0;313.0;502.0;16;447.0;68.0;-7;461.0;-23;-557.0
162.0;297.0;284.0;555.0;15;332.0;113.0;-2;440.0;-31;-430.0
-293.0;102.0;-190.0;162.0;31;549.0;321.0;-7;-37.0;-29;57.0
217.0;276.0;349.0;524.0;17;393.0;40.0;-8;506.0;-23;-595.0
-382.0;398.0;-438.0;-204.0;59;601.0;600.0;-8;-369.0;-18;316.0
483.0;535.0;193.0;-489.0;151;339.0;507.0;-140;294.0;-49;-203.0
-349.0;-261.0;-249.0;445.0;31;371.0;-72.0;-10;1.0;-35;-95.0
471.0;540.0;184.0;-508.0;147;346.0;506.0;-121;308.0;-52;-181.0
456.0;539.0;177.0;-520.0;157;358.0;507.0;-91;311.0;-55;-165.0
443.0;540.0;167.0;-529.0;150;362.0;502.0;-87;307.0;-56;-148.0
369.0;521.0;108.0;-577.0;-173;318.0;454.0;-57;62.0;-13;-127.0
640.0;-100.0;458.0;218.0;135;-317.0;-595.0;19;-61.0;-73;-863.0
106.0;49.0;284.0;493.0;83;326.0;85.0;-3;330.0;-24;-331.0
471.0;770.0;-22.0;-511.0;-176;448.0;511.0;70;362.0;-68;-307.0
-109.0;227.0;246.0;437.0;11;510.0;87.0;-12;155.0;-16;-420.0
378.0;876.0;106.0;-29.0;112;772.0;659.0;19;532.0;-72;-418.0
304.0;114.0;399.0;452.0;109;307.0;-201.0;-3;514.0;-23;-536.0
612.0;564.0;266.0;-247.0;-168;21.0;555.0;-124;670.0;3;-257.0
480.0;386.0;437.0;98.0;-219;353.0;168.0;-82;416.0;4;-541.0
-164.0;79.0;257.0;515.0;77;357.0;-126.0;-12;123.0;-11;-551.0
110.0;318.0;249.0;521.0;13;420.0;66.0;-7;418.0;-24;-545.0
592.0;579.0;127.0;-232.0;175;373.0;-120.0;-3;558.0;-39;-554.0
50.0;45.0;218.0;491.0;113;261.0;160.0;-7;295.0;-23;-291.0
38.0;48.0;206.0;489.0;113;257.0;199.0;-7;276.0;-23;-253.0
246.0;333.0;292.0;481.0;16;386.0;97.0;-7;542.0;-24;-546.0
236.0;339.0;292.0;476.0;15;407.0;100.0;-7;530.0;-24;-547.0
232.0;341.0;294.0;473.0;16;415.0;99.0;-7;520.0;-23;-548.0
237.0;334.0;293.0;466.0;16;435.0;99.0;-7;526.0;-24;-540.0
435.0;264.0;198.0;473.0;82;-254.0;-37.0;-2;524.0;-29;-419.0
41.0;48.0;207.0;491.0;113;252.0;198.0;-7;278.0;-23;-249.0
-267.0;140.0;-179.0;340.0;24;77.0;500.0;-4;-159.0;-18;107.0
159.0;320.0;153.0;580.0;67;151.0;264.0;9;452.0;-87;-378.0
129.0;57.0;294.0;468.0;113;239.0;3.0;-7;351.0;-23;-415.0
415.0;489.0;-320.0;-493.0;27;175.0;556.0;-30;599.0;-19;307.0
450.0;524.0;51.0;-535.0;-51;189.0;430.0;26;240.0;-79;-39.0
127.0;58.0;295.0;466.0;113;243.0;-15.0;-7;349.0;-23;-424.0
128.0;69.0;291.0;463.0;113;251.0;-99.0;-7;347.0;-23;-446.0
423.0;515.0;85.0;-554.0;-24;257.0;556.0;-211;136.0;-64;-38.0
-278.0;282.0;-167.0;206.0;-5;496.0;330.0;-28;-121.0;41;15.0
417.0;475.0;264.0;70.0;112;602.0;214.0;-1;563.0;-25;-670.0
305.0;126.0;363.0;431.0;114;175.0;-450.0;-5;517.0;-27;-542.0
-257.0;327.0;-72.0;195.0;-112;179.0;185.0;-29;-130.0;-32;-41.0
102.0;316.0;257.0;522.0;13;433.0;55.0;-7;409.0;-24;-555.0
-207.0;308.0;-144.0;370.0;6;457.0;314.0;-12;-20.0;-54;10.0
432.0;493.0;84.0;-541.0;-49;148.0;432.0;-10;128.0;-60;-66.0
439.0;497.0;107.0;-533.0;-49;137.0;415.0;-43;110.0;-53;-92.0
-285.0;294.0;-222.0;250.0;31;714.0;250.0;-9;-4.0;-25;-70.0
91.0;278.0;249.0;539.0;16;391.0;-25.0;-7;434.0;-24;-542.0
146.0;305.0;276.0;524.0;16;358.0;14.0;-7;493.0;-24;-554.0
445.0;517.0;61.0;-543.0;-50;181.0;437.0;23;206.0;-74;-34.0
448.0;522.0;54.0;-539.0;-50;181.0;434.0;25;228.0;-77;-35.0
89.0;310.0;-106.0;-140.0;128;1006.0;-460.0;17;238.0;-47;-1136.0
6.0;224.0;-33.0;221.0;39;449.0;-302.0;-4;294.0;-33;-512.0
132.0;55.0;294.0;472.0;113;229.0;-1.0;-8;353.0;-23;-414.0
127.0;49.0;286.0;493.0;113;210.0;-7.0;-4;362.0;-29;-398.0
624.0;-532.0;538.0;108.0;139;19.0;-11.0;-6;647.0;-27;-341.0
75.0;272.0;1.0;158.0;81;474.0;-349.0;-3;351.0;-35;-580.0
240.0;329.0;303.0;475.0;16;437.0;98.0;-7;527.0;-24;-543.0
319.0;526.0;450.0;595.0;106;362.0;252.0;-14;555.0;-17;-746.0
13.0;224.0;-25.0;231.0;39;441.0;-301.0;-3;306.0;-34;-510.0
183.0;303.0;324.0;526.0;16;353.0;7.0;-7;523.0;-24;-573.0
-55.0;1090.0;-406.0;-744.0;-177;827.0;234.0;-165;233.0;-36;-345.0
296.0;773.0;-244.0;-612.0;-155;324.0;624.0;-172;75.0;-28;68.0
630.0;492.0;360.0;-82.0;166;-112.0;197.0;-2;341.0;-44;-454.0
467.0;352.0;452.0;335.0;106;166.0;40.0;8;640.0;-33;-585.0
544.0;527.0;228.0;-392.0;144;205.0;452.0;-198;326.0;-37;-318.0
528.0;522.0;204.0;-434.0;144;259.0;497.0;-171;303.0;-42;-257.0
-141.0;225.0;222.0;377.0;42;587.0;57.0;-2;119.0;-31;-414.0
-134.0;234.0;233.0;398.0;44;563.0;59.0;-2;131.0;-31;-417.0
-108.0;261.0;246.0;450.0;46;523.0;75.0;-2;158.0;-31;-414.0
583.0;983.0;114.0;60.0;155;534.0;669.0;-2;772.0;-33;-513.0
381.0;523.0;111.0;-571.0;-208;343.0;472.0;-56;110.0;-16;-130.0
830.0;407.0;486.0;-256.0;168;-175.0;178.0;-15;480.0;-31;-484.0
114.0;845.0;-15.0;-81.0;67;846.0;653.0;-16;205.0;-26;-354.0
28.0;844.0;-25.0;-15.0;44;925.0;599.0;-8;189.0;-21;-423.0
-167.0;878.0;-632.0;-485.0;19;959.0;846.0;-71;-176.0;-39;111.0
94.0;322.0;-231.0;-414.0;-147;-43.0;267.0;-109;-212.0;-6;187.0
324.0;345.0;256.0;525.0;17;69.0;154.0;9;603.0;-67;-445.0
318.0;290.0;394.0;496.0;16;320.0;-12.0;-7;625.0;-24;-636.0
422.0;432.0;-25.0;300.0;105;-474.0;-241.0;0;365.0;-25;-447.0
556.0;560.0;50.0;-490.0;-146;347.0;306.0;17;301.0;-52;-299.0
441.0;506.0;65.0;-545.0;-49;176.0;447.0;14;165.0;-72;-34.0
-143.0;227.0;231.0;384.0;39;584.0;56.0;-2;118.0;-31;-416.0
-274.0;198.0;-518.0;301.0;6;767.0;692.0;-27;134.0;-38;649.0
484.0;75.0;453.0;309.0;-2;53.0;-489.0;-7;652.0;-41;-661.0
418.0;522.0;91.0;-543.0;-40;224.0;561.0;83;92.0;-33;-75.0
232.0;1031.0;-364.0;-482.0;112;1105.0;963.0;-18;443.0;-22;29.0
-177.0;416.0;-55.0;36.0;-110;134.0;421.0;-48;-294.0;-34;-76.0
-272.0;549.0;-421.0;-145.0;-3;800.0;636.0;-23;-36.0;-34;146.0
137.0;1107.0;-45.0;17.0;23;1110.0;826.0;-17;252.0;-21;-373.0
442.0;514.0;65.0;-546.0;-50;175.0;443.0;16;186.0;-72;-34.0
-298.0;675.0;-570.0;-461.0;-3;926.0;777.0;-54;-146.0;-26;407.0
444.0;502.0;65.0;-542.0;-49;168.0;451.0;13;157.0;-72;-40.0
179.0;851.0;-271.0;-652.0;-146;943.0;-43.0;-143;663.0;-27;-383.0
-387.0;308.0;-17.0;202.0;82;536.0;340.0;-9;-210.0;-28;-177.0
463.0;1161.0;-37.0;-63.0;77;934.0;1120.0;-11;742.0;-75;-312.0
71.0;249.0;-54.0;393.0;36;-326.0;23.0;-5;51.0;-26;-167.0
493.0;608.0;-8.0;-575.0;-186;310.0;444.0;7;208.0;-36;-181.0
439.0;496.0;70.0;-540.0;-49;151.0;444.0;0;150.0;-68;-47.0
569.0;453.0;401.0;83.0;10;-88.0;-163.0;15;649.0;-39;-527.0
-442.0;281.0;-255.0;218.0;12;656.0;221.0;-9;-297.0;-25;-49.0
469.0;500.0;143.0;-505.0;-50;115.0;403.0;-88;140.0;-46;-134.0
305.0;268.0;357.0;529.0;16;179.0;7.0;-7;610.0;-23;-602.0
97.0;312.0;260.0;520.0;13;441.0;47.0;-7;400.0;-24;-565.0
-335.0;598.0;-300.0;39.0;20;972.0;617.0;-29;-343.0;-13;100.0
96.0;275.0;260.0;538.0;17;318.0;5.0;-8;418.0;-24;-533.0
165.0;-80.0;292.0;434.0;114;255.0;-126.0;-8;387.0;-23;-467.0
-354.0;318.0;-112.0;10.0;-32;605.0;388.0;-24;-328.0;-13;-56.0
571.0;470.0;259.0;-384.0;-99;269.0;-435.0;-165;486.0;-25;-477.0
152.0;-21.0;59.0;262.0;51;375.0;-431.0;1;401.0;-36;-636.0
219.0;146.0;366.0;393.0;112;427.0;-97.0;-6;486.0;-28;-648.0
453.0;481.0;287.0;86.0;116;584.0;219.0;3;605.0;-33;-658.0
-225.0;396.0;-423.0;-80.0;15;972.0;378.0;1;36.0;-64;120.0
-601.0;757.0;-661.0;-636.0;118;760.0;892.0;-76;-569.0;-28;542.0
576.0;527.0;201.0;-349.0;-79;131.0;464.0;-178;338.0;-36;-311.0
518.0;657.0;-62.0;-568.0;131;275.0;497.0;-157;233.0;-28;-73.0
486.0;602.0;228.0;169.0;112;551.0;359.0;14;691.0;-56;-583.0
673.0;461.0;433.0;-1.0;-142;22.0;317.0;14;647.0;-34;-465.0
73.0;984.0;-95.0;34.0;164;773.0;940.0;-5;208.0;-27;-176.0
-277.0;849.0;-642.0;-583.0;48;851.0;976.0;-70;-360.0;-28;338.0
-257.0;494.0;-599.0;17.0;6;618.0;764.0;-27;-210.0;-33;404.0
-200.0;230.0;-197.0;356.0;-6;319.0;176.0;-34;49.0;-22;8.0
249.0;322.0;312.0;484.0;16;435.0;87.0;-7;527.0;-24;-546.0
-46.0;1197.0;-170.0;-113.0;52;1331.0;1026.0;-9;101.0;-15;-356.0
-309.0;158.0;-114.0;441.0;17;444.0;-128.0;-12;11.0;-30;-546.0
246.0;653.0;-51.0;-65.0;91;889.0;-680.0;-4;589.0;-27;-1092.0
77.0;294.0;277.0;525.0;14;460.0;29.0;-7;376.0;-24;-585.0
187.0;567.0;94.0;475.0;68;385.0;350.0;-10;566.0;-41;-520.0
-631.0;590.0;-717.0;17.0;-26;536.0;798.0;-17;-285.0;-10;572.0
736.0;1402.0;79.0;252.0;50;1000.0;1179.0;6;1216.0;-84;-617.0
624.0;-500.0;546.0;173.0;135;-324.0;-124.0;18;-107.0;-73;-548.0
81.0;19.0;301.0;503.0;90;323.0;106.0;-3;302.0;-24;-327.0
91.0;36.0;259.0;500.0;113;218.0;65.0;-8;334.0;-23;-353.0
91.0;34.0;260.0;501.0;113;215.0;48.0;-7;331.0;-23;-365.0
91.0;36.0;260.0;500.0;113;217.0;61.0;-8;333.0;-23;-357.0
-485.0;209.0;-457.0;113.0;-130;418.0;475.0;1;-338.0;-30;388.0
122.0;204.0;242.0;579.0;78;69.0;-44.0;-8;401.0;-30;-579.0
247.0;-114.0;401.0;461.0;114;202.0;-531.0;-13;452.0;-27;-631.0
92.0;34.0;261.0;499.0;113;218.0;57.0;-8;331.0;-23;-361.0
511.0;306.0;357.0;475.0;94;-87.0;110.0;5;682.0;-69;-601.0
-215.0;262.0;-125.0;398.0;6;400.0;288.0;0;-6.0;-67;4.0
-412.0;369.0;-379.0;-24.0;60;746.0;402.0;-4;-213.0;-25;107.0
91.0;36.0;261.0;500.0;113;217.0;56.0;-8;334.0;-23;-360.0
738.0;427.0;386.0;-389.0;168;310.0;269.0;-16;440.0;-31;-390.0
260.0;-488.0;399.0;471.0;60;122.0;80.0;-4;486.0;-19;-364.0
102.0;42.0;272.0;500.0;113;214.0;37.0;-6;340.0;-26;-374.0
369.0;-462.0;489.0;449.0;101;67.0;-57.0;-10;593.0;-25;-450.0
209.0;1219.0;-292.0;131.0;5;1209.0;1154.0;-24;616.0;-60;-187.0
-185.0;533.0;-609.0;-715.0;-137;394.0;741.0;-74;-465.0;-18;560.0
