InertialMeasurementUnit L-SHOE EuX;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX
?;885.0;38;24;733;38;-612.0;4;?
?;951.0;16;-30;736;16;-618.0;21;?
?;984.0;-16;26;731;-16;-610.0;17;?
?;1014.0;-30;-6;726;-30;-608.0;-16;?
31;980.0;14;2;732;14;-614.0;17;?
31;944.0;-8;2;720;-8;-615.0;34;?
31;945.0;-20;-5;717;-20;?;-16;?
31;984.0;15;14;731;15;?;-3;3
31;989.0;2;1;736;2;?;28;-28
31;955.0;-30;-8;732;-30;?;-41;41
31;976.0;-27;9;724;-27;?;-84;84
31;980.0;-23;2;727;-23;?;-19;19
31;967.0;-36;-4;733;-36;?;12;-12
31;949.0;11;0;717;11;-621.0;-29;29
31;954.0;67;-6;703;67;-610.0;-22;22
31;976.0;49;-3;706;49;-620.0;7;-7
31;976.0;15;6;705;15;-619.0;-12;12
31;976.0;-3;8;706;-3;-606.0;-17;17
31;974.0;-9;-1;702;-9;-605.0;9;-9
31;963.0;-2;-10;692;-2;-618.0;41;-41
31;969.0;-11;-2;702;-11;-609.0;10;-10
31;975.0;-15;4;713;-15;-605.0;4;-4
31;979.0;3;-1;713;3;-604.0;55;-55
31;984.0;18;-9;710;18;-601.0;19;-19
31;990.0;35;-18;699;35;-584.0;7;-7
31;988.0;-1;17;722;-1;-600.0;11;-11
31;947.0;-8;31;738;-8;-598.0;-19;19
31;937.0;23;3;728;23;-610.0;?;2
31;986.0;-12;1;730;-12;-600.0;?;1
31;997.0;-47;17;729;-47;-600.0;?;14
31;968.0;-58;45;750;-58;-580.0;?;9
32;956.0;100;-28;690;100;-590.0;?;3
33;955.0;335;9;730;335;-605.0;?;22
35;926.0;491;95;797;491;-626.0;?;43
36;943.0;549;70;747;549;-595.0;?;18
36;981.0;330;268;890;330;-601.0;?;?
38;976.0;25;310;905;25;-598.0;1;?
39;940.0;-202;116;786;-202;-576.0;-4;?
40;969.0;-64;-63;519;-64;-584.0;-2;?
41;940.0;284;-232;160;284;-610.0;-3;?
41;918.0;290;-235;156;290;-647.0;4;?
41;937.0;268;-228;167;268;-668.0;12;?
41;1009.0;273;-221;187;273;-673.0;-3;?
41;1040.0;296;-249;120;296;-634.0;19;?
41;1024.0;236;-191;255;236;-656.0;-9;9
40;1009.0;22;16;727;22;-660.0;-42;42
40;979.0;32;21;755;32;-682.0;6;-6
40;966.0;31;-12;691;31;-718.0;-50;50
40;995.0;-15;23;742;-15;-717.0;-62;62
40;995.0;-8;15;711;-8;-776.0;-16;16
40;1007.0;-26;15;727;-26;-747.0;-50;50
40;999.0;4;10;721;4;-763.0;-34;?
40;1003.0;6;9;722;6;-759.0;-13;?
40;1019.0;4;12;729;4;-785.0;-16;?
40;990.0;-6;10;720;-6;-800.0;-7;?
40;1011.0;-17;12;716;-17;-784.0;-3;?
40;999.0;-18;10;718;-18;-839.0;-3;?
40;1040.0;-17;10;727;-17;-810.0;15;?
40;1012.0;5;17;729;5;-860.0;45;-45
40;1042.0;-15;10;726;-15;-860.0;33;-33
40;1032.0;2;4;719;2;-968.0;-3;3
40;966.0;2;9;724;2;-821.0;-14;14
40;1088.0;-49;8;731;-49;-873.0;-1;1
40;1060.0;-19;4;726;-19;-844.0;25;-25
40;937.0;6;2;723;6;-870.0;39;-39
40;930.0;-7;5;723;-7;-855.0;18;-18
40;977.0;-32;0;724;-32;-834.0;2;-2
40;946.0;-47;-3;725;-47;-851.0;9;-9
40;934.0;-23;8;723;-23;-852.0;5;-5
40;970.0;2;12;731;?;-857.0;-2;2
40;946.0;16;6;735;?;-845.0;-17;17
40;979.0;-4;1;725;?;-863.0;-32;32
40;998.0;-18;4;725;?;-865.0;-9;9
40;956.0;0;14;733;?;-861.0;-9;9
40;972.0;15;6;731;15;-906.0;-22;22
40;999.0;15;-5;724;15;-884.0;-4;4
40;1001.0;7;6;722;7;-897.0;-13;13
40;988.0;45;12;733;45;-910.0;-11;11
40;1046.0;67;3;731;67;-893.0;-45;45
40;1037.0;50;-3;722;50;-940.0;-25;25
40;1042.0;33;0;726;33;-915.0;25;-25
40;1021.0;14;1;724;14;-925.0;-28;28
40;955.0;19;-12;718;19;-927.0;-5;5
40;994.0;-5;-10;718;-5;-931.0;-6;6
40;1021.0;14;2;723;14;-902.0;-16;16
40;999.0;43;2;722;43;-897.0;20;-20
40;972.0;3;-4;715;3;-913.0;-3;3
40;935.0;-6;-8;714;-6;-907.0;20;-20
40;927.0;-27;7;720;-27;-905.0;28;-28
40;953.0;-37;10;725;-37;-896.0;1;-1
40;967.0;-20;-1;719;-20;-910.0;-4;4
40;961.0;0;-1;715;0;-899.0;0;0
40;938.0;14;0;719;14;-938.0;17;-17
40;958.0;-21;2;721;-21;-929.0;-13;13
40;975.0;-23;9;722;-23;-911.0;-50;50
40;968.0;-17;3;716;-17;-920.0;-19;19
40;965.0;-27;2;721;-27;-933.0;-5;5
40;994.0;0;7;726;0;-922.0;-12;12
40;967.0;14;3;717;14;-930.0;7;-7
40;983.0;4;5;724;4;-924.0;14;-14
40;967.0;16;1;723;16;-905.0;29;-29
40;985.0;?;5;722;24;-942.0;5;-5
40;960.0;?;9;724;-11;-931.0;-34;34
40;986.0;?;-1;718;-11;-929.0;-60;60
40;975.0;?;0;721;24;-930.0;-84;84
40;987.0;?;2;?;2;-928.0;-8;8
40;988.0;?;2;?;-13;-939.0;43;-43
40;986.0;?;2;?;6;-922.0;-33;33
40;970.0;?;4;?;16;-929.0;-36;36
40;978.0;?;7;?;13;-939.0;31;-31
40;980.0;14;1;?;14;-922.0;10;-10
40;973.0;25;4;?;25;-938.0;-16;16
40;985.0;3;10;?;3;-932.0;0;0
40;976.0;-29;0;?;-29;-935.0;6;-6
40;994.0;-19;-3;?;-19;-922.0;-28;28
40;987.0;-7;5;?;-7;-939.0;-40;40
40;1001.0;-24;0;720;-24;-903.0;-5;5
40;975.0;-32;-1;719;-32;-905.0;-4;4
40;1002.0;-15;0;716;-15;-918.0;15;-15
40;1002.0;-19;-2;712;-19;-945.0;24;-24
40;982.0;5;-3;717;5;-907.0;4;-4
40;968.0;-1;2;722;-1;-914.0;17;-17
?;1001.0;-38;5;722;-38;-929.0;-8;8
?;993.0;15;-3;717;15;-940.0;-39;39
?;975.0;0;3;719;0;-920.0;0;0
40;977.0;-25;13;721;-25;-931.0;37;-37
40;967.0;9;5;718;9;-941.0;21;-21
40;974.0;-7;-1;719;-7;-950.0;29;-29
40;977.0;-7;-1;719;-7;-935.0;32;-32
40;966.0;-8;-1;718;-8;-931.0;-10;10
40;976.0;11;1;721;11;-944.0;2;-2
40;984.0;17;2;723;17;-950.0;-2;2
40;974.0;-22;-2;720;-22;-945.0;8;-8
40;980.0;16;0;722;16;-935.0;46;-46
40;995.0;49;5;727;49;-954.0;-21;21
40;975.0;9;-1;721;9;-949.0;-32;32
40;966.0;9;-4;715;9;-915.0;5;-5
40;984.0;-31;4;723;-31;-908.0;-13;13
40;1001.0;-19;7;727;-19;-919.0;-24;24
40;1000.0;65;2;723;65;-920.0;-13;13
40;986.0;0;1;718;0;-920.0;14;-14
40;985.0;-15;2;716;-15;-911.0;7;-7
40;978.0;10;-2;719;10;-918.0;-14;14
40;975.0;-28;-3;720;-28;-912.0;-12;12
40;976.0;-12;1;719;-12;-930.0;-13;13
40;976.0;-26;3;723;-26;-915.0;16;-16
40;985.0;-37;3;724;-37;-923.0;28;-28
40;985.0;29;0;720;29;-912.0;-36;36
40;984.0;32;-1;717;32;-914.0;-20;20
40;974.0;-2;4;721;-2;-921.0;-17;17
40;977.0;4;2;723;4;-918.0;-64;64
40;986.0;-6;-4;719;-6;-920.0;-26;26
40;980.0;-6;-4;719;-6;-919.0;-21;21
40;978.0;-14;1;717;-14;-921.0;-7;7
40;986.0;-10;2;718;-10;-910.0;6;-6
40;980.0;5;1;722;5;-929.0;-19;19
40;960.0;6;1;721;6;-919.0;-10;10
40;932.0;6;-2;721;6;-901.0;24;-24
40;954.0;-40;-4;720;-40;-920.0;40;-40
40;954.0;-24;4;717;-24;-921.0;-27;27
40;966.0;-6;0;721;-6;-927.0;-25;25
40;973.0;-1;9;718;-1;-902.0;7;-7
40;1034.0;-33;-6;732;-33;-903.0;-12;12
40;890.0;-8;-18;732;-8;-915.0;32;-32
41;859.0;49;5;708;49;-923.0;38;-38
45;921.0;334;-28;704;334;-937.0;15;-15
54;943.0;2035;-75;507;2035;?;23;-23
50;918.0;2368;-558;241;2368;?;27;-27
50;938.0;-300;-609;476;-300;?;14;-14
67;987.0;-3037;392;1006;-3037;?;-29;29
68;935.0;-3894;656;1131;-3894;?;-32;32
75;932.0;-1224;230;875;-1224;?;-14;14
86;821.0;492;58;754;492;?;?;3
83;820.0;-181;-32;771;-181;?;?;-65
84;861.0;145;-13;730;145;?;?;-63
85;843.0;121;-17;713;121;?;?;20
85;810.0;72;-21;746;72;?;?;-81
87;747.0;311;-19;735;311;-696.0;?;-33
87;762.0;143;-10;700;143;-739.0;?;622
87;773.0;90;15;693;90;-735.0;?;990
87;762.0;2;-17;695;2;-724.0;?;?
87;768.0;-43;-30;701;-43;-752.0;?;?
88;804.0;2;-15;714;2;-735.0;?;599
87;769.0;-2;-15;715;-2;-720.0;?;234
87;773.0;26;-16;699;26;-728.0;?;206
87;789.0;64;-12;693;64;-714.0;-60;60
87;792.0;25;-11;699;25;-699.0;144;-144
87;823.0;-1;-14;697;-1;-740.0;244;-244
87;693.0;-28;-14;704;-28;-752.0;626;-626
87;692.0;2;-2;711;2;-765.0;836;-836
87;776.0;14;-4;706;14;-714.0;754;-754
87;747.0;-41;-13;702;-41;-725.0;790;-790
87;744.0;-17;-9;699;-17;-728.0;782;-782
87;719.0;-17;-8;700;-17;-714.0;592;-592
87;695.0;-39;1;704;-39;-728.0;192;-192
87;715.0;-2;-1;704;-2;-691.0;11;-11
87;725.0;-7;-6;702;-7;-709.0;77;-77
87;706.0;-38;-5;700;-38;-715.0;76;-76
87;669.0;-27;-10;701;-27;-701.0;78;-78
87;711.0;-11;0;708;-11;-713.0;34;-34
87;701.0;7;3;707;7;-716.0;48;-48
87;?;-12;-5;705;-12;-730.0;60;-60
87;?;-22;3;707;-22;-739.0;18;-18
87;?;5;7;707;5;-750.0;30;-30
87;?;4;2;707;4;-761.0;29;-29
87;?;19;-2;706;19;-757.0;27;-27
87;?;15;2;711;15;-755.0;28;-28
87;?;2;4;712;2;-781.0;49;-49
87;?;19;7;708;19;-765.0;21;-21
87;?;12;-2;711;12;-777.0;14;-14
87;?;-14;-2;704;-14;-797.0;93;-93
87;?;-20;13;699;-20;-797.0;94;-94
87;?;-12;-22;708;-12;-817.0;149;-149
87;?;-26;34;696;-26;-834.0;201;-201
87;?;-32;-22;717;-32;-821.0;222;-222
88;827.0;119;-1;716;119;-813.0;283;-283
92;829.0;720;-7;611;720;-800.0;337;-337
94;843.0;1869;-389;619;1869;-809.0;397;-397
92;796.0;2397;-70;746;2397;-820.0;167;-167
90;820.0;996;213;727;996;-820.0;-65;65
90;860.0;-371;-73;675;-371;-831.0;-16;16
93;894.0;-183;25;726;-183;-810.0;-39;39
93;845.0;29;19;727;29;-771.0;-195;195
93;808.0;15;-33;?;15;-808.0;-326;326
93;864.0;34;25;?;34;-789.0;-260;260
93;853.0;-41;1;?;-41;-804.0;-183;183
93;850.0;-2;18;709;-2;-820.0;-212;212
93;831.0;3;7;709;3;-822.0;-240;240
93;831.0;-27;-4;704;-27;-804.0;-253;253
93;821.0;-9;5;706;-9;-813.0;-104;104
93;831.0;-20;8;710;-20;-819.0;16;-16
93;817.0;-41;-4;700;-41;-836.0;-4;4
93;826.0;-20;-4;698;-20;-824.0;0;0
93;826.0;4;5;707;4;-810.0;26;-26
93;821.0;1;4;706;1;-820.0;33;-33
93;811.0;-45;4;704;-45;-850.0;-15;?
93;806.0;-46;2;710;-46;-850.0;-11;?
93;829.0;-4;-1;703;-4;-846.0;-18;?
93;796.0;-9;4;700;-9;-847.0;-52;52
93;804.0;-26;5;705;-26;-866.0;-5;5
93;819.0;-28;3;695;-28;-848.0;?;-3
93;830.0;-24;3;696;-24;-840.0;?;12
93;822.0;-33;3;707;-33;-834.0;?;13
93;821.0;-33;0;702;-33;-833.0;?;-7
93;811.0;-14;-2;699;-14;-838.0;?;-11
93;810.0;-15;-2;699;-15;-818.0;?;32
93;792.0;-32;-1;698;-32;-821.0;?;5
93;817.0;-42;-1;702;-42;-840.0;?;-6
93;831.0;-20;3;708;-20;-848.0;?;29
93;833.0;11;6;712;11;-841.0;?;18
93;859.0;2;5;711;2;-840.0;?;39
93;844.0;-7;0;704;-7;-856.0;?;56
93;814.0;-1;-3;701;-1;-823.0;?;-11
93;826.0;-31;6;709;-31;-861.0;29;-29
93;813.0;-51;10;713;-51;-833.0;12;-12
93;846.0;-46;9;713;-46;-826.0;17;-17
93;833.0;-47;9;713;-47;-823.0;6;-6
93;847.0;-46;9;713;-46;-822.0;7;-7
93;818.0;-51;11;714;-51;-811.0;0;0
93;783.0;-28;3;707;-28;-817.0;-4;?
93;782.0;-15;-2;698;-15;-805.0;-6;?
93;791.0;-14;-1;703;-14;-818.0;-14;?
93;773.0;-6;-6;705;-6;-813.0;-14;?
93;795.0;-8;-6;704;-8;-800.0;-14;?
93;786.0;13;-1;715;13;-808.0;-6;?
93;769.0;-5;2;713;-5;-810.0;-3;?
93;757.0;-33;?;705;-33;-790.0;-2;2
93;757.0;-24;?;707;-24;-792.0;-5;5
93;783.0;?;?;707;-27;-810.0;-3;3
93;771.0;?;?;707;-27;-794.0;16;-16
93;792.0;?;?;707;-27;-779.0;8;-8
93;787.0;?;?;707;-24;-779.0;12;-12
93;753.0;?;?;706;-31;-780.0;-8;8
93;761.0;-19;?;708;-19;-777.0;-32;32
93;764.0;14;?;715;14;-786.0;-13;13
93;753.0;-23;?;708;-23;-783.0;-21;21
93;772.0;-54;?;701;-54;-780.0;-37;37
93;771.0;-2;?;712;-2;-772.0;-81;81
93;732.0;-11;?;707;-11;-776.0;-45;45
93;736.0;-19;5;710;-19;-781.0;5;-5
93;760.0;34;15;717;34;-788.0;-33;33
93;799.0;5;?;694;5;-781.0;-24;24
93;796.0;-18;?;707;-18;-761.0;-52;52
93;770.0;-17;?;721;-17;-776.0;-49;49
93;741.0;-11;?;707;-11;-728.0;-25;25
93;733.0;-10;?;710;-10;-770.0;-55;55
93;728.0;-26;?;711;-26;-743.0;-44;44
93;738.0;1;?;715;1;-737.0;-73;73
93;814.0;-3;?;718;-3;-707.0;-92;92
93;786.0;42;?;718;42;-728.0;-70;70
93;753.0;82;?;722;82;-729.0;-24;24
93;768.0;5;?;718;5;-723.0;29;-29
93;837.0;-8;?;708;-8;-736.0;27;-27
93;801.0;4;-4;705;4;-749.0;25;-25
93;?;-38;1;710;-38;-749.0;?;-25
93;?;-41;2;711;-41;-735.0;?;-30
93;?;-41;3;715;-41;-769.0;?;-19
93;?;-56;4;719;-56;-760.0;?;-9
93;?;-39;8;712;-39;-781.0;?;-52
93;?;-30;8;714;-30;-801.0;?;-57
93;?;-8;-5;718;-8;-781.0;?;-30
93;?;3;-11;706;3;-765.0;?;-27
93;?;-6;-5;707;-6;-788.0;?;-27
94;820.0;16;13;717;16;-768.0;?;-27
94;813.0;25;26;719;25;-800.0;?;-27
93;765.0;0;12;727;0;-760.0;?;-28
93;809.0;-54;9;?;-54;-755.0;26;-26
93;830.0;-83;15;?;-83;-848.0;31;-31
93;849.0;-75;14;?;-75;?;16;-16
94;840.0;-77;13;?;-77;?;-46;46
94;930.0;-62;0;713;-62;?;-81;?
93;934.0;-21;1;?;-21;?;-71;?
93;939.0;14;5;?;14;?;-8;?
93;914.0;28;2;?;28;?;-111;?
93;889.0;20;3;?;20;?;-232;?
94;896.0;-17;1;?;-17;?;-567;?
94;885.0;-23;2;?;-23;?;?;?
93;867.0;15;-4;711;15;?;?;?
93;860.0;-10;-6;712;-10;?;-1205;?
93;858.0;-20;2;707;-20;?;?;?
93;909.0;5;3;698;5;?;?;?
94;940.0;-26;3;705;-26;?;?;-514
94;979.0;-31;7;713;-31;?;1917;-1917
93;962.0;11;-4;713;11;?;2463;-2463
94;938.0;17;3;708;17;?;2204;-2204
93;918.0;45;0;711;45;-765.0;1713;-1713
94;907.0;-38;10;712;-38;-734.0;236;-236
94;894.0;-12;1;715;-12;-745.0;-186;186
92;990.0;84;-12;721;84;-642.0;-170;170
97;1033.0;-109;42;702;-109;-649.0;-106;?
87;1000.0;127;-70;714;127;-598.0;32;?
103;954.0;-263;70;699;-263;-640.0;-28;?
106;913.0;-237;-262;772;-237;-638.0;10;?
112;822.0;-882;-999;686;-882;-607.0;-11;?
147;837.0;-5177;-693;152;-5177;-570.0;-5;?
121;890.0;-6903;-496;-37;-6903;-537.0;20;?
199;915.0;-5007;-130;180;-5007;-527.0;14;?
101;918.0;-3743;383;497;-3743;-510.0;32;?
-180;819.0;-3062;300;680;-3062;-515.0;36;?
-168;810.0;-2934;302;655;-2934;-483.0;36;?
-130;907.0;-3020;151;709;-3020;-504.0;57;-57
-141;983.0;-3615;386;542;-3615;-465.0;50;-50
-113;1014.0;-4270;203;601;-4270;-461.0;57;-57
-119;1019.0;-3770;708;313;-3770;-414.0;66;-66
-103;937.0;-1076;573;17;-1076;-390.0;58;-58
-104;881.0;1878;-497;886;1878;-403.0;10;-10
-108;875.0;1699;1323;1143;1699;-472.0;-63;63
-106;953.0;415;1214;718;415;-440.0;6;-6
-109;?;149;-271;704;149;-425.0;-168;168
-108;1040.0;66;238;711;66;-481.0;-240;240
-108;786.0;77;49;708;77;?;-548;548
-108;871.0;37;?;721;37;?;-1584;1584
-108;1009.0;1;?;725;1;?;-2367;2367
-108;1074.0;32;?;721;32;?;-2500;2500
-108;1027.0;-2;?;721;-2;?;-415;415
-108;1025.0;3;?;?;3;?;2072;-2072
-108;1020.0;13;?;?;13;?;2070;-2070
-108;1087.0;0;42;?;0;?;2004;-2004
-108;967.0;0;2;?;0;?;60;-60
-108;907.0;-42;1;?;-42;?;60;-60
-108;928.0;-48;-7;?;-48;?;35;-35
-108;993.0;-68;-8;?;-68;?;27;-27
-108;979.0;-221;-16;?;-221;?;-1;1
-108;966.0;-124;-11;?;-124;?;9;-9
-108;958.0;-546;-29;?;-546;-454.0;5;-5
-108;963.0;-1216;-47;?;-1216;-458.0;-34;34
-107;947.0;-1270;-49;?;-1270;-480.0;-46;46
-105;941.0;-1323;-21;?;-1323;-510.0;-64;64
-101;940.0;-1482;28;?;-1482;-478.0;-38;38
-98;980.0;-1795;-25;729;-1795;-505.0;-8;8
-94;985.0;-1807;75;708;-1807;-508.0;-29;29
-90;994.0;-1598;270;644;-1598;-555.0;-62;62
-89;1005.0;-1311;276;591;-1311;-551.0;-51;51
-86;1003.0;-883;237;515;-883;-551.0;-15;15
-84;946.0;-976;197;521;-976;-556.0;-30;30
-83;881.0;-894;206;617;-894;-531.0;-27;27
-79;871.0;-804;177;664;-804;-554.0;-3;3
-79;884.0;-1029;149;642;-1029;-558.0;24;-24
-79;941.0;-988;142;654;-988;-543.0;14;-14
-73;941.0;-1082;46;732;-1082;-552.0;-8;8
-71;928.0;-1227;20;768;-1227;-536.0;71;-71
-68;870.0;-1377;-80;747;-1377;-325.0;59;-59
-63;844.0;-1601;-161;779;-1601;-384.0;-10;10
-61;862.0;-1623;-166;811;-1623;-603.0;17;-17
-57;896.0;-1505;-267;832;-1505;-620.0;17;-17
-55;950.0;-1420;-291;853;-1420;-509.0;14;-14
-56;903.0;-1423;-281;827;-1423;-477.0;33;-33
-53;889.0;-1431;-238;877;-1431;-472.0;-14;14
-48;860.0;-1573;-27;716;-1573;-470.0;2;-2
-46;831.0;-1420;-15;642;-1420;-469.0;-46;46
-42;832.0;-1333;223;350;-1333;-500.0;-63;63
-40;883.0;-1488;552;-50;-1488;-541.0;-31;31
?;957.0;-913;-84;1033;-913;-486.0;-187;187
?;955.0;-745;-255;1786;-745;-531.0;-24;24
?;888.0;-538;269;1089;-538;-675.0;-687;687
?;1087.0;132;180;745;132;-608.0;-1429;1429
?;1398.0;61;34;742;61;-479.0;-1724;?
?;989.0;134;10;723;134;-552.0;-3002;?
?;677.0;206;7;739;206;-466.0;-3207;?
-38;756.0;112;23;725;112;-531.0;-2342;?
-38;923.0;106;-21;726;106;-650.0;-36;?
-38;1112.0;-42;-20;731;-42;-746.0;1830;?
-38;1142.0;-40;-10;722;-40;-549.0;989;?
-38;1089.0;-43;-13;730;-43;-547.0;1506;?
-38;969.0;-72;-6;730;-72;-510.0;2613;?
-38;878.0;-71;13;715;-71;-537.0;2589;?
-38;892.0;-106;8;725;-106;-482.0;3114;?
-38;934.0;-67;-19;734;-67;-545.0;3773;?
-38;999.0;-17;-18;728;-17;-495.0;4079;?
-38;1011.0;-45;10;720;-45;-492.0;4143;?
-38;913.0;-19;1;726;-19;-468.0;4163;?
-38;879.0;5;3;715;?;-463.0;4375;-4375
-38;916.0;-43;-9;727;?;-500.0;3125;-3125
-38;957.0;-78;-7;720;?;-518.0;1333;-1333
-38;985.0;-70;-4;729;?;-579.0;-92;92
-38;1010.0;-35;-105;817;?;-563.0;-2204;2204
-43;1139.0;17;-120;771;?;-680.0;-1974;1974
-40;1113.0;103;-217;826;?;-675.0;-1596;1596
-47;1203.0;-189;-212;755;?;-740.0;-2150;2150
-43;1314.0;-751;-269;775;?;-676.0;-856;856
-38;1319.0;-586;-410;826;?;-580.0;-97;97
-45;990.0;-121;-310;358;?;-624.0;-13;13
60;658.0;-399;-942;756;-399;-659.0;85;-85
142;613.0;-628;-1139;1091;-628;?;-56;56
99;951.0;-627;-677;629;-627;?;20;-20
88;1103.0;-880;-926;769;-880;?;-19;19
85;1099.0;-883;-962;790;-883;?;-87;87
46;915.0;-430;-739;566;-430;?;-38;38
-7;856.0;646;-435;506;646;-459.0;-97;97
-40;865.0;1375;-256;453;1375;-466.0;-161;161
-45;928.0;1612;-309;628;1612;-434.0;?;126
-52;921.0;1676;-306;1002;1676;-450.0;?;146
-57;885.0;1500;-42;1009;1500;-443.0;?;179
-60;869.0;1803;662;987;1803;-398.0;?;273
-64;876.0;1758;1134;940;1758;-455.0;?;449
-66;871.0;?;2253;-1348;?;-480.0;?;526
-69;919.0;?;2411;-1345;?;-500.0;?;844
-74;1081.0;?;473;862;?;-504.0;?;1074
-73;1069.0;-615;68;-133;?;-616.0;?;1744
-75;1101.0;-305;649;716;?;-713.0;-3773;3773
-76;1391.0;-634;318;1516;-634;-652.0;-4945;4945
-75;1478.0;-34;91;305;-34;-563.0;-5914;5914
-75;1065.0;-200;104;736;-200;-699.0;-6723;6723
-75;837.0;-10;23;759;-10;-715.0;-4830;4830
-75;865.0;85;15;665;85;-601.0;-1860;1860
-75;969.0;1;18;779;1;-558.0;446;-446
-75;1057.0;86;-2;680;86;-550.0;1231;-1231
-75;1033.0;81;23;746;81;-531.0;2115;-2115
-75;931.0;67;12;712;67;-479.0;3616;-3616
-75;830.0;?;17;706;-2;-490.0;3978;-3978
-75;874.0;?;15;707;22;-480.0;4202;-4202
-75;981.0;?;16;705;37;-490.0;4376;-4376
-75;1035.0;-9;18;706;-9;-488.0;4778;-4778
-75;940.0;-32;6;710;-32;-449.0;4219;-4219
-75;937.0;-61;-16;724;-61;-464.0;3763;-3763
-76;917.0;-95;-8;720;-95;-471.0;3801;-3801
-76;987.0;-106;-19;734;-106;?;307;-307
-77;1089.0;-135;-123;779;-135;?;-2456;2456
-79;1097.0;-146;-228;839;-146;?;-1856;1856
-79;1201.0;-184;-387;836;-184;?;-2386;2386
-79;1286.0;-1354;-579;922;-1354;?;-2914;2914
-62;1329.0;-3171;-392;820;-3171;?;-1334;1334
-12;1156.0;-3237;-690;832;-3237;?;-93;93
29;661.0;-1889;-1925;1670;-1889;?;16;-16
32;659.0;-779;-1493;1326;-779;?;13;-13
23;1099.0;-240;-363;395;-240;?;-27;27
5;1242.0;196;-422;513;196;-501.0;-14;14
-23;997.0;1009;-180;304;1009;-530.0;-31;31
-51;766.0;1598;-105;341;1598;-519.0;-5;5
-78;742.0;1813;0;441;1813;-504.0;19;-19
-88;871.0;1501;237;300;1501;-467.0;-75;75
-94;996.0;1680;27;451;1680;-452.0;-88;88
-109;915.0;1659;230;958;1659;?;-151;151
-114;793.0;1738;703;1149;1738;?;-243;243
-119;779.0;3312;1062;660;3312;?;-192;192
-128;819.0;1776;1930;296;1776;?;-398;398
-130;928.0;-285;2648;-2478;-285;?;-559;559
-127;1033.0;-1346;553;-1033;-1346;?;-1198;1198
-124;1109.0;-1877;-3118;4006;-1877;?;-1784;1784
-127;888.0;1011;-2080;2087;1011;?;-1679;1679
-130;1094.0;722;2045;1031;722;?;-3229;3229
-131;1676.0;-816;1600;1608;-816;-757.0;-5107;5107
-131;1318.0;-69;-490;506;-69;-616.0;-5242;5242
-131;1016.0;-194;-28;901;-194;-613.0;-4312;4312
-131;915.0;36;47;726;36;-656.0;-2268;2268
-131;893.0;118;-36;661;118;-601.0;-558;558
-131;984.0;?;58;791;0;-551.0;309;-309
-131;1012.0;?;-55;662;70;-509.0;1634;-1634
-131;962.0;?;25;750;3;-505.0;2118;-2118
-131;926.0;?;0;711;3;-496.0;2258;-2258
-131;879.0;?;-3;719;-53;-458.0;3661;-3661
-131;948.0;?;7;716;-113;-430.0;3995;-3995
-131;932.0;?;-6;712;-160;-401.0;3695;-3695
-131;880.0;?;-32;725;-142;-423.0;4514;-4514
-131;928.0;?;-43;723;-13;-401.0;3703;-3703
-131;995.0;?;-13;716;-30;-422.0;3341;-3341
-131;992.0;?;2;713;-26;-455.0;3693;-3693
-131;1001.0;?;-43;739;42;-497.0;376;-376
-132;1054.0;?;-90;796;-180;-500.0;-2167;2167
-131;1058.0;?;?;837;-23;-640.0;-3116;3116
-134;1179.0;?;?;881;-582;-741.0;-3609;3609
-131;1327.0;-1744;?;874;-1744;-661.0;-1544;1544
-128;1403.0;-2539;?;834;-2539;-716.0;-93;93
-118;1030.0;-3694;?;940;-3694;-673.0;10;-10
-61;683.0;-2729;?;953;-2729;-624.0;23;-23
-33;665.0;-542;?;646;-542;-645.0;-26;26
-50;1130.0;16;?;485;16;-633.0;-7;7
-59;1222.0;472;?;581;472;-494.0;6;-6
-67;987.0;863;?;536;863;-461.0;-10;10
-65;785.0;689;?;496;689;-465.0;-24;24
-88;806.0;1723;?;528;1723;-472.0;15;-15
-126;872.0;2836;?;451;2836;-447.0;-14;14
?;910.0;2238;?;917;2238;-412.0;-26;26
?;887.0;1280;318;1161;1280;-419.0;-36;36
?;813.0;1469;-68;736;1469;-420.0;-4;4
?;814.0;2366;762;487;2366;-409.0;81;-81
?;892.0;2320;-235;-1038;2320;-416.0;-85;?
-163;903.0;1592;-1;-2083;1592;-487.0;145;?
-166;1009.0;384;865;-299;384;-423.0;-137;?
-161;1044.0;-1083;-862;1258;-1083;-489.0;-435;?
-160;1161.0;-979;-249;1066;-979;-656.0;-285;?
-159;1347.0;-199;447;?;-199;-614.0;-2241;?
-158;1370.0;-73;-124;770;-73;?;-3817;?
-159;1008.0;-76;8;707;-76;?;-4573;?
-158;815.0;32;-92;720;32;?;-4411;?
-158;849.0;55;-52;711;55;?;-3589;?
-158;964.0;11;9;703;11;?;-3827;3827
-158;1021.0;-1;-8;712;-1;?;-940;940
?;1052.0;16;-4;708;16;?;1469;-1469
?;1089.0;44;-8;712;44;?;1573;-1573
