Accelerometer LUA^ accY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;Accelerometer BACK accX
1105.0;-238.0;-478.0;440.0;497.0;39;938.0;-404.0;39.0;-939.0;-462.0;-1247.0;77.0
1321.0;-59.0;-461.0;433.0;508.0;84;950.0;-390.0;41.0;-274.0;-442.0;-1162.0;10.0
1026.0;-82.0;-444.0;423.0;410.0;74;963.0;-378.0;53.0;?;-416.0;-809.0;28.0
?;-251.0;-437.0;422.0;320.0;117;982.0;-364.0;59.0;?;-394.0;-1039.0;46.0
?;-85.0;-423.0;419.0;326.0;146;997.0;-365.0;?;?;-372.0;-1331.0;38.0
?;-31.0;-414.0;421.0;485.0;137;1010.0;-367.0;?;-35.0;-359.0;?;-3.0
?;-15.0;-411.0;420.0;589.0;223;1015.0;-360.0;?;54.0;-346.0;?;-13.0
?;-38.0;-413.0;422.0;454.0;47;1018.0;-344.0;?;40.0;-325.0;?;9.0
?;-26.0;-411.0;423.0;321.0;-209;1023.0;-328.0;?;80.0;-297.0;?;10.0
760.0;-25.0;-404.0;424.0;260.0;-172;1011.0;-311.0;?;264.0;-259.0;?;81.0
716.0;18.0;-393.0;428.0;242.0;-168;1001.0;-303.0;?;124.0;-225.0;?;184.0
764.0;17.0;-377.0;431.0;205.0;-170;982.0;-293.0;?;-5.0;-193.0;?;110.0
789.0;11.0;-356.0;434.0;176.0;-176;972.0;-282.0;?;172.0;-182.0;-816.0;188.0
749.0;-3.0;-339.0;438.0;213.0;-163;965.0;-273.0;?;402.0;-180.0;-886.0;462.0
818.0;-18.0;-317.0;444.0;251.0;-195;952.0;-253.0;?;487.0;-184.0;-1044.0;514.0
965.0;-154.0;-291.0;454.0;300.0;-174;946.0;-237.0;?;1125.0;-195.0;-1154.0;261.0
1054.0;-138.0;?;470.0;390.0;130;942.0;-209.0;?;1268.0;-212.0;-1154.0;200.0
989.0;-65.0;?;479.0;501.0;215;949.0;-187.0;?;46.0;-220.0;-1191.0;332.0
1069.0;-319.0;?;495.0;558.0;152;945.0;-161.0;?;-137.0;-234.0;-1317.0;278.0
1262.0;-454.0;?;504.0;648.0;194;954.0;-137.0;96.0;-60.0;-260.0;-921.0;291.0
614.0;-231.0;-142.0;510.0;736.0;172;959.0;-123.0;108.0;-386.0;-282.0;-605.0;331.0
811.0;-111.0;-142.0;511.0;682.0;178;975.0;-115.0;122.0;-298.0;-293.0;-1001.0;345.0
957.0;-259.0;-159.0;512.0;515.0;186;975.0;-116.0;135.0;-340.0;-306.0;-987.0;301.0
851.0;-224.0;-193.0;514.0;647.0;165;962.0;-125.0;145.0;-356.0;-319.0;-943.0;298.0
828.0;-232.0;-239.0;515.0;622.0;200;957.0;-146.0;143.0;-268.0;-333.0;-876.0;251.0
819.0;-278.0;-287.0;?;466.0;155;946.0;-165.0;136.0;-382.0;-347.0;-805.0;274.0
747.0;-309.0;-341.0;515.0;356.0;199;936.0;-190.0;125.0;-531.0;-369.0;-746.0;330.0
762.0;-284.0;-375.0;514.0;320.0;186;920.0;-216.0;115.0;-353.0;-395.0;-735.0;276.0
731.0;-287.0;-398.0;512.0;385.0;-128;911.0;-242.0;109.0;153.0;-415.0;-765.0;232.0
748.0;-258.0;-412.0;507.0;361.0;-193;900.0;-273.0;99.0;1455.0;-437.0;-799.0;265.0
749.0;-259.0;-420.0;501.0;407.0;-203;890.0;-302.0;94.0;2115.0;-464.0;-796.0;363.0
751.0;-296.0;-424.0;495.0;387.0;-96;884.0;-332.0;85.0;1076.0;-486.0;-775.0;116.0
783.0;-292.0;-429.0;485.0;441.0;164;874.0;-352.0;79.0;-474.0;-499.0;-869.0;72.0
900.0;-279.0;-427.0;476.0;446.0;54;877.0;-367.0;70.0;1227.0;-503.0;-1003.0;146.0
1066.0;-173.0;-432.0;471.0;462.0;12;881.0;-377.0;65.0;1492.0;-509.0;-1028.0;2.0
1035.0;-338.0;-440.0;455.0;570.0;60;897.0;-386.0;55.0;-1090.0;-511.0;-1148.0;15.0
1120.0;-249.0;-436.0;448.0;550.0;46;911.0;-389.0;59.0;-259.0;-502.0;-1155.0;15.0
1101.0;-46.0;-435.0;436.0;434.0;75;933.0;-395.0;67.0;-351.0;-489.0;-868.0;17.0
913.0;-146.0;-445.0;423.0;322.0;103;956.0;-400.0;74.0;-100.0;-465.0;-973.0;49.0
1200.0;-100.0;-456.0;416.0;262.0;125;983.0;-410.0;82.0;-74.0;-430.0;-1228.0;48.0
1342.0;5.0;-472.0;416.0;327.0;135;1017.0;-426.0;82.0;-54.0;-399.0;-1275.0;19.0
1200.0;-10.0;-498.0;414.0;540.0;218;1036.0;-439.0;84.0;47.0;-371.0;-1077.0;21.0
946.0;-20.0;-521.0;410.0;476.0;33;1066.0;-442.0;81.0;-10.0;-347.0;-932.0;53.0
828.0;-32.0;-539.0;410.0;409.0;-215;1085.0;-440.0;78.0;47.0;-332.0;-885.0;75.0
787.0;-29.0;-549.0;412.0;322.0;-165;1095.0;-439.0;75.0;174.0;-304.0;-850.0;40.0
753.0;-9.0;-545.0;411.0;301.0;-164;1093.0;-438.0;73.0;101.0;-274.0;?;93.0
788.0;11.0;-536.0;414.0;244.0;-174;1084.0;-437.0;75.0;?;-246.0;?;212.0
789.0;-14.0;-521.0;412.0;165.0;-163;1078.0;-432.0;75.0;?;-222.0;?;35.0
746.0;-60.0;-504.0;?;193.0;-167;1074.0;-430.0;77.0;?;-205.0;?;50.0
692.0;-49.0;-486.0;?;254.0;-181;1067.0;-423.0;73.0;?;-195.0;?;248.0
804.0;-60.0;-460.0;?;253.0;-173;1058.0;-414.0;66.0;?;-199.0;?;473.0
981.0;-167.0;-417.0;?;296.0;-167;1052.0;-404.0;63.0;?;-210.0;?;207.0
1056.0;-128.0;-369.0;?;352.0;-221;1049.0;-393.0;65.0;?;-230.0;?;157.0
1015.0;-3.0;-324.0;?;452.0;18;1047.0;-387.0;68.0;?;-249.0;-1219.0;277.0
1179.0;-117.0;-283.0;?;574.0;221;1043.0;-374.0;69.0;?;-277.0;-1327.0;232.0
1144.0;-379.0;-255.0;?;649.0;166;1049.0;-363.0;66.0;?;-307.0;-1070.0;230.0
738.0;-253.0;-234.0;?;635.0;180;1059.0;-358.0;59.0;?;-320.0;-546.0;298.0
719.0;-13.0;-225.0;?;587.0;180;1058.0;-363.0;54.0;?;-321.0;-941.0;264.0
1035.0;?;-224.0;?;373.0;186;1052.0;-374.0;52.0;?;-332.0;-1057.0;259.0
940.0;?;-239.0;?;639.0;159;1042.0;-393.0;57.0;-309.0;-359.0;?;276.0
897.0;?;-271.0;?;549.0;216;1037.0;-417.0;60.0;-269.0;-375.0;?;199.0
861.0;?;-320.0;?;427.0;?;1028.0;-441.0;63.0;-383.0;-392.0;?;246.0
769.0;-274.0;-368.0;470.0;383.0;?;1019.0;-466.0;54.0;-435.0;-405.0;-728.0;282.0
668.0;-259.0;-406.0;464.0;412.0;?;1009.0;?;42.0;95.0;-418.0;-708.0;237.0
688.0;-263.0;-439.0;454.0;347.0;?;997.0;?;27.0;432.0;-427.0;-756.0;136.0
728.0;-228.0;-461.0;445.0;322.0;?;990.0;?;13.0;1161.0;-439.0;-801.0;229.0
772.0;-221.0;-468.0;434.0;343.0;?;979.0;?;3.0;1809.0;-445.0;-803.0;341.0
764.0;-252.0;-472.0;422.0;397.0;?;973.0;?;-3.0;1076.0;-452.0;-796.0;41.0
795.0;?;-473.0;416.0;462.0;?;964.0;-586.0;-4.0;-896.0;-458.0;-943.0;157.0
971.0;-210.0;-467.0;404.0;449.0;?;962.0;-592.0;-1.0;1038.0;-459.0;-1003.0;251.0
1073.0;-112.0;-462.0;397.0;429.0;?;961.0;-590.0;-1.0;1310.0;-463.0;-998.0;146.0
1020.0;-273.0;-464.0;385.0;482.0;?;966.0;-584.0;-2.0;-108.0;-464.0;-1054.0;31.0
1091.0;-194.0;-470.0;379.0;532.0;?;974.0;-572.0;-1.0;-465.0;-456.0;-1159.0;57.0
1116.0;-45.0;-477.0;373.0;448.0;91;989.0;-566.0;-3.0;-268.0;-444.0;-939.0;20.0
972.0;-267.0;-488.0;370.0;319.0;115;996.0;-567.0;2.0;-206.0;-426.0;-1068.0;59.0
1231.0;-188.0;-493.0;370.0;342.0;146;1002.0;-566.0;3.0;-24.0;-410.0;-1283.0;21.0
1301.0;-31.0;-497.0;367.0;477.0;141;1004.0;-565.0;5.0;-173.0;-388.0;-1258.0;15.0
1172.0;-40.0;-506.0;370.0;525.0;209;1006.0;-553.0;13.0;56.0;-368.0;-1026.0;-18.0
895.0;-39.0;-517.0;370.0;467.0;84;1013.0;-539.0;19.0;-11.0;-340.0;-845.0;4.0
737.0;-17.0;-515.0;375.0;369.0;-193;1003.0;-523.0;22.0;75.0;-297.0;-762.0;51.0
714.0;-14.0;-506.0;379.0;260.0;-177;995.0;-512.0;17.0;179.0;-250.0;-744.0;80.0
716.0;-8.0;-483.0;379.0;205.0;-154;975.0;-498.0;11.0;165.0;-202.0;-768.0;152.0
735.0;17.0;-452.0;382.0;155.0;-186;959.0;-489.0;9.0;17.0;-176.0;-822.0;145.0
779.0;17.0;-416.0;382.0;175.0;-147;949.0;-481.0;4.0;16.0;-163.0;-840.0;159.0
766.0;-21.0;-381.0;385.0;205.0;-184;933.0;-463.0;3.0;401.0;-160.0;-882.0;?
850.0;-45.0;-344.0;388.0;255.0;-169;923.0;-447.0;-1.0;378.0;-168.0;-1003.0;?
943.0;-93.0;-300.0;392.0;267.0;?;912.0;-422.0;-2.0;1047.0;?;-1120.0;?
1024.0;-182.0;-256.0;401.0;348.0;?;909.0;-401.0;-4.0;1307.0;?;-1177.0;103.0
1013.0;-76.0;-215.0;410.0;423.0;?;899.0;-381.0;-2.0;589.0;?;-1131.0;287.0
926.0;-153.0;-172.0;420.0;561.0;?;900.0;-359.0;3.0;-319.0;?;-1258.0;?
1232.0;-449.0;-127.0;425.0;616.0;?;898.0;-337.0;11.0;68.0;?;-1351.0;?
1025.0;-199.0;-92.0;435.0;643.0;182;911.0;-319.0;22.0;-303.0;?;-641.0;354.0
618.0;105.0;-72.0;440.0;698.0;183;913.0;-310.0;22.0;-338.0;?;-887.0;357.0
1144.0;-196.0;-71.0;441.0;427.0;173;902.0;-298.0;27.0;-313.0;?;-1109.0;341.0
939.0;-235.0;-92.0;443.0;625.0;184;898.0;-296.0;34.0;-286.0;?;-970.0;295.0
843.0;-201.0;-132.0;446.0;786.0;176;890.0;-299.0;39.0;-283.0;?;-926.0;290.0
819.0;-281.0;-179.0;?;478.0;180;879.0;-311.0;37.0;-214.0;-365.0;-819.0;339.0
759.0;-340.0;-221.0;?;400.0;179;861.0;-323.0;34.0;-388.0;-384.0;-752.0;333.0
707.0;-326.0;-250.0;?;401.0;180;844.0;-340.0;30.0;-267.0;-409.0;-725.0;343.0
722.0;-288.0;-278.0;?;361.0;177;823.0;-362.0;24.0;15.0;-437.0;-728.0;196.0
722.0;-271.0;-307.0;?;333.0;184;805.0;-393.0;16.0;404.0;-474.0;-718.0;260.0
730.0;-288.0;-330.0;?;351.0;173;790.0;-430.0;5.0;937.0;-514.0;-727.0;181.0
721.0;-326.0;-348.0;?;410.0;178;780.0;-464.0;-6.0;1695.0;-552.0;-709.0;-73.0
719.0;-337.0;-365.0;?;448.0;165;779.0;-500.0;-15.0;926.0;-578.0;-752.0;97.0
828.0;-289.0;-388.0;?;441.0;74;782.0;-532.0;-18.0;-405.0;-598.0;-857.0;120.0
912.0;-158.0;-421.0;?;410.0;52;796.0;-555.0;-25.0;1895.0;-613.0;-932.0;64.0
1051.0;-200.0;-455.0;?;499.0;76;814.0;-567.0;-31.0;49.0;-617.0;-1142.0;31.0
1288.0;-40.0;-475.0;389.0;565.0;89;844.0;-570.0;-27.0;-1013.0;-605.0;-1248.0;23.0
1195.0;?;-486.0;385.0;512.0;98;872.0;-565.0;-21.0;-457.0;-581.0;-986.0;22.0
1123.0;?;-497.0;386.0;395.0;?;896.0;-562.0;-4.0;-214.0;-544.0;-1166.0;-7.0
1293.0;-95.0;-498.0;389.0;409.0;150;914.0;-567.0;12.0;-27.0;-502.0;-1303.0;9.0
1320.0;-27.0;-490.0;396.0;470.0;139;922.0;-562.0;29.0;-187.0;-457.0;-1281.0;-7.0
1160.0;6.0;-497.0;398.0;432.0;221;928.0;-554.0;43.0;58.0;-418.0;-1082.0;-46.0
915.0;-26.0;-508.0;402.0;413.0;76;929.0;-536.0;53.0;50.0;-389.0;-928.0;-37.0
752.0;0.0;-513.0;404.0;341.0;-196;914.0;-517.0;62.0;129.0;-348.0;-855.0;-16.0
691.0;7.0;-507.0;411.0;265.0;-170;890.0;-498.0;69.0;176.0;-306.0;-781.0;17.0
701.0;15.0;-495.0;415.0;214.0;-155;855.0;-483.0;76.0;257.0;-276.0;-789.0;98.0
756.0;41.0;-480.0;420.0;145.0;-177;828.0;-475.0;82.0;241.0;-258.0;?;156.0
777.0;52.0;-465.0;427.0;105.0;-156;805.0;?;88.0;14.0;-249.0;?;62.0
770.0;31.0;-450.0;435.0;132.0;-176;779.0;?;95.0;380.0;-253.0;?;141.0
790.0;8.0;?;442.0;203.0;-173;751.0;?;100.0;400.0;-270.0;?;382.0
852.0;-30.0;?;455.0;232.0;-175;733.0;?;108.0;1497.0;-298.0;?;280.0
1049.0;-116.0;?;467.0;298.0;-177;714.0;?;120.0;648.0;-322.0;?;142.0
1069.0;-41.0;?;483.0;399.0;-176;702.0;?;135.0;227.0;-343.0;?;237.0
1044.0;-76.0;?;494.0;514.0;-178;694.0;?;155.0;-94.0;-371.0;-1328.0;208.0
1328.0;-210.0;?;504.0;613.0;-177;694.0;?;176.0;93.0;-401.0;-1373.0;244.0
1061.0;-288.0;?;519.0;628.0;-177;703.0;?;204.0;-350.0;-431.0;-873.0;?
721.0;-88.0;?;525.0;638.0;-177;698.0;?;221.0;-302.0;-449.0;-737.0;?
958.0;-135.0;?;530.0;474.0;-178;681.0;?;232.0;-339.0;-461.0;-1030.0;?
1050.0;-204.0;?;529.0;484.0;-176;664.0;?;242.0;-276.0;-481.0;-1007.0;321.0
957.0;-167.0;?;528.0;722.0;-179;653.0;-406.0;248.0;-245.0;?;-913.0;307.0
824.0;-250.0;?;?;576.0;-174;642.0;-420.0;250.0;-181.0;?;-791.0;?
745.0;-302.0;?;?;409.0;-178;636.0;-420.0;249.0;-376.0;?;-719.0;?
730.0;-320.0;?;?;335.0;-179;627.0;-419.0;244.0;-224.0;?;-696.0;?
740.0;-274.0;?;?;304.0;-168;621.0;-424.0;239.0;-195.0;?;-734.0;?
714.0;-248.0;?;?;324.0;-191;616.0;-436.0;226.0;586.0;?;-769.0;?
763.0;-252.0;?;?;321.0;-152;611.0;-442.0;216.0;1104.0;?;-770.0;?
738.0;-296.0;?;?;347.0;?;605.0;-444.0;208.0;2100.0;?;-741.0;?
694.0;-347.0;?;?;440.0;?;600.0;-436.0;207.0;885.0;?;-728.0;?
735.0;-338.0;-591.0;455.0;439.0;?;594.0;-425.0;205.0;-759.0;?;-866.0;?
936.0;-267.0;-580.0;447.0;373.0;?;583.0;-410.0;204.0;1323.0;?;-998.0;?
1035.0;-210.0;-572.0;436.0;434.0;?;576.0;-390.0;206.0;988.0;?;-971.0;?
1031.0;-291.0;-569.0;418.0;507.0;?;566.0;-364.0;207.0;-778.0;-269.0;-1112.0;?
1195.0;-73.0;-563.0;414.0;478.0;?;560.0;-347.0;212.0;-298.0;-251.0;-1144.0;?
1090.0;-70.0;-556.0;404.0;410.0;?;542.0;-325.0;222.0;-284.0;-238.0;-996.0;132.0
1178.0;-150.0;-552.0;402.0;317.0;?;517.0;-300.0;236.0;8.0;-236.0;-1210.0;?
1351.0;-152.0;-543.0;404.0;380.0;122;476.0;-279.0;245.0;-183.0;-252.0;-1322.0;?
1243.0;-85.0;-533.0;404.0;638.0;214;441.0;-257.0;259.0;-3.0;-283.0;-1194.0;?
1001.0;-99.0;-528.0;407.0;631.0;57;414.0;-235.0;?;2.0;-303.0;-982.0;?
802.0;-95.0;-524.0;411.0;516.0;-208;381.0;-198.0;?;76.0;-310.0;-866.0;?
722.0;-64.0;-519.0;413.0;462.0;-170;349.0;-166.0;?;126.0;-303.0;-819.0;?
740.0;-29.0;-512.0;416.0;303.0;-156;309.0;-132.0;?;204.0;-294.0;-771.0;?
709.0;-21.0;-504.0;419.0;?;-178;278.0;-109.0;?;92.0;-291.0;-763.0;?
730.0;?;-490.0;420.0;?;-153;250.0;-88.0;?;-5.0;-286.0;-765.0;?
732.0;?;-480.0;419.0;?;-167;223.0;-66.0;?;49.0;-286.0;-784.0;?
693.0;?;-468.0;418.0;221.0;-165;198.0;-44.0;320.0;440.0;-285.0;-809.0;?
733.0;?;-453.0;415.0;241.0;-170;174.0;-23.0;325.0;608.0;-281.0;-913.0;?
916.0;?;-439.0;416.0;257.0;-171;161.0;0.0;330.0;1166.0;?;-1147.0;?
1135.0;?;-424.0;419.0;303.0;-170;139.0;27.0;339.0;514.0;?;-1292.0;?
1094.0;?;-406.0;421.0;431.0;-172;131.0;52.0;344.0;370.0;?;-1186.0;?
1057.0;?;-385.0;420.0;657.0;-172;121.0;83.0;349.0;-269.0;?;-1314.0;344.0
1240.0;?;-358.0;424.0;662.0;-172;126.0;113.0;351.0;-41.0;-273.0;-1353.0;275.0
947.0;?;-331.0;424.0;650.0;-172;122.0;137.0;352.0;-361.0;-268.0;-706.0;269.0
634.0;-116.0;-308.0;425.0;781.0;-172;108.0;158.0;353.0;-319.0;-266.0;?;276.0
973.0;-202.0;-289.0;423.0;508.0;-172;101.0;177.0;355.0;-337.0;-258.0;?;296.0
1002.0;-338.0;-272.0;422.0;574.0;-172;90.0;200.0;357.0;-323.0;-251.0;?;281.0
853.0;-203.0;-256.0;418.0;607.0;-172;88.0;228.0;357.0;-229.0;-244.0;?;269.0
819.0;-247.0;-233.0;419.0;555.0;-172;79.0;265.0;355.0;-260.0;-247.0;?;285.0
741.0;-275.0;-207.0;417.0;426.0;-172;69.0;298.0;356.0;-407.0;-250.0;?;276.0
694.0;-294.0;-186.0;411.0;387.0;-170;58.0;330.0;354.0;-409.0;-253.0;?;284.0
694.0;-267.0;-169.0;411.0;376.0;-174;48.0;356.0;350.0;-150.0;-256.0;?;254.0
753.0;-244.0;-154.0;410.0;376.0;-167;36.0;379.0;346.0;582.0;-263.0;?;319.0
725.0;-263.0;-147.0;408.0;409.0;-175;25.0;395.0;344.0;1092.0;-264.0;-744.0;303.0
726.0;-262.0;-140.0;404.0;441.0;-166;15.0;410.0;342.0;2054.0;-267.0;-722.0;337.0
679.0;-276.0;-131.0;402.0;523.0;-164;3.0;426.0;340.0;333.0;-273.0;-717.0;-15.0
730.0;-245.0;-119.0;396.0;515.0;-187;-6.0;437.0;335.0;-112.0;-277.0;-807.0;83.0
872.0;-298.0;-101.0;394.0;498.0;-65;-20.0;447.0;333.0;1955.0;-288.0;-929.0;215.0
963.0;-251.0;-92.0;387.0;486.0;25;-23.0;456.0;329.0;-45.0;-293.0;-945.0;63.0
978.0;-341.0;-78.0;381.0;576.0;15;-24.0;464.0;327.0;-498.0;-300.0;-1105.0;69.0
1174.0;-176.0;-62.0;377.0;556.0;49;-14.0;465.0;321.0;-478.0;-310.0;-1206.0;50.0
1142.0;-13.0;-46.0;372.0;438.0;83;2.0;462.0;311.0;-159.0;-311.0;-854.0;39.0
941.0;-206.0;-26.0;363.0;326.0;122;26.0;454.0;299.0;-34.0;-299.0;-912.0;20.0
1166.0;-156.0;-9.0;351.0;298.0;119;64.0;446.0;289.0;-129.0;-267.0;-1229.0;10.0
1330.0;-45.0;6.0;347.0;466.0;202;111.0;440.0;276.0;2.0;-220.0;-1330.0;40.0
1219.0;-28.0;27.0;339.0;564.0;107;168.0;425.0;251.0;12.0;-166.0;-1199.0;31.0
1027.0;-69.0;55.0;334.0;510.0;-186;220.0;412.0;225.0;56.0;-134.0;-1008.0;16.0
892.0;-24.0;84.0;324.0;486.0;-186;279.0;395.0;198.0;2.0;-103.0;?;37.0
770.0;15.0;107.0;318.0;396.0;-153;323.0;388.0;178.0;99.0;-92.0;?;52.0
752.0;15.0;127.0;313.0;356.0;-182;362.0;384.0;163.0;66.0;-85.0;?;104.0
746.0;-6.0;147.0;300.0;242.0;-155;397.0;?;149.0;72.0;-67.0;?;185.0
743.0;-3.0;168.0;296.0;171.0;-161;422.0;?;137.0;59.0;-48.0;?;121.0
686.0;-2.0;190.0;290.0;147.0;-159;447.0;?;123.0;349.0;-19.0;?;84.0
727.0;-17.0;211.0;286.0;212.0;-168;468.0;?;114.0;341.0;6.0;?;393.0
759.0;-54.0;236.0;285.0;270.0;-175;487.0;?;102.0;1156.0;23.0;?;501.0
887.0;-110.0;259.0;280.0;283.0;-172;501.0;403.0;93.0;1318.0;30.0;?;122.0
991.0;-142.0;282.0;282.0;335.0;-176;509.0;404.0;85.0;188.0;31.0;?;197.0
1036.0;-34.0;300.0;281.0;458.0;-176;509.0;409.0;79.0;138.0;15.0;-1206.0;290.0
1143.0;-154.0;325.0;284.0;512.0;-177;505.0;407.0;69.0;-62.0;-4.0;-1362.0;279.0
1297.0;-442.0;352.0;285.0;611.0;-177;492.0;?;64.0;-227.0;-30.0;-1222.0;240.0
784.0;-241.0;358.0;289.0;671.0;-177;473.0;?;72.0;-379.0;-54.0;-718.0;307.0
856.0;-31.0;344.0;293.0;615.0;-177;462.0;?;88.0;-404.0;-68.0;-929.0;317.0
1115.0;-240.0;308.0;309.0;457.0;-176;445.0;?;112.0;-366.0;-78.0;?;277.0
982.0;-191.0;262.0;319.0;650.0;-178;426.0;?;131.0;-319.0;-88.0;?;276.0
826.0;-193.0;216.0;333.0;617.0;?;399.0;?;145.0;-258.0;-130.0;?;257.0
780.0;-237.0;168.0;346.0;402.0;?;373.0;?;157.0;-312.0;-195.0;?;315.0
704.0;-317.0;125.0;356.0;278.0;-182;346.0;?;163.0;-367.0;-268.0;?;297.0
689.0;-272.0;76.0;370.0;239.0;-166;322.0;?;164.0;-125.0;-347.0;?;302.0
705.0;-243.0;32.0;373.0;235.0;-188;309.0;?;164.0;116.0;-395.0;?;166.0
726.0;-244.0;-5.0;?;265.0;-166;304.0;?;168.0;756.0;-417.0;-761.0;332.0
802.0;-259.0;-30.0;?;341.0;-170;305.0;?;165.0;1433.0;-436.0;-819.0;277.0
760.0;-283.0;-43.0;?;477.0;-215;303.0;?;163.0;1723.0;-446.0;-804.0;34.0
784.0;-298.0;-47.0;?;557.0;49;308.0;239.0;151.0;-172.0;-452.0;-899.0;-1.0
907.0;-241.0;-42.0;?;546.0;155;309.0;225.0;143.0;587.0;-455.0;-1032.0;166.0
1079.0;-136.0;-33.0;?;477.0;20;321.0;214.0;126.0;1403.0;-456.0;-1080.0;77.0
1054.0;-274.0;-19.0;?;505.0;60;337.0;211.0;?;-326.0;-449.0;-1108.0;89.0
1188.0;-209.0;6.0;?;464.0;79;364.0;213.0;?;-623.0;-438.0;-1175.0;70.0
1183.0;30.0;34.0;?;362.0;95;397.0;221.0;?;-395.0;-410.0;-950.0;48.0
987.0;-105.0;52.0;?;323.0;111;439.0;226.0;?;-45.0;-363.0;-988.0;33.0
1201.0;-171.0;69.0;?;281.0;142;495.0;228.0;?;-39.0;-303.0;-1250.0;29.0
1322.0;-79.0;86.0;339.0;370.0;142;553.0;223.0;?;-137.0;-236.0;-1335.0;6.0
1201.0;-29.0;109.0;327.0;537.0;178;613.0;209.0;?;13.0;-179.0;-1155.0;-15.0
950.0;-50.0;137.0;318.0;573.0;192;658.0;185.0;?;60.0;-138.0;-977.0;-21.0
815.0;-32.0;162.0;306.0;404.0;-96;699.0;164.0;?;83.0;-119.0;-837.0;-24.0
718.0;-6.0;185.0;297.0;281.0;?;730.0;147.0;?;213.0;-115.0;-758.0;-36.0
712.0;9.0;202.0;286.0;208.0;?;754.0;133.0;?;274.0;-109.0;-769.0;170.0
774.0;26.0;221.0;266.0;128.0;?;778.0;124.0;?;101.0;-103.0;-811.0;201.0
805.0;27.0;238.0;255.0;100.0;?;794.0;118.0;?;2.0;-103.0;-813.0;183.0
784.0;17.0;262.0;246.0;160.0;?;817.0;109.0;?;297.0;-109.0;-833.0;468.0
791.0;38.0;285.0;243.0;207.0;?;835.0;105.0;?;347.0;-122.0;-940.0;464.0
964.0;-41.0;311.0;240.0;255.0;?;853.0;107.0;-130.0;922.0;-134.0;-1157.0;115.0
1061.0;-201.0;345.0;244.0;357.0;?;860.0;118.0;-135.0;1396.0;-155.0;-1196.0;265.0
995.0;-111.0;378.0;248.0;501.0;-177;861.0;133.0;-138.0;767.0;-171.0;-1129.0;356.0
1101.0;-222.0;408.0;252.0;664.0;-178;855.0;145.0;-136.0;-7.0;-179.0;-1295.0;337.0
1284.0;-456.0;440.0;260.0;664.0;-178;846.0;154.0;-130.0;-1.0;-184.0;-1247.0;294.0
769.0;-178.0;463.0;271.0;744.0;-179;828.0;162.0;-122.0;-184.0;-180.0;-494.0;314.0
689.0;-45.0;457.0;285.0;603.0;-177;817.0;169.0;-103.0;-302.0;-175.0;-972.0;322.0
1071.0;-296.0;426.0;296.0;521.0;-180;808.0;187.0;-75.0;-288.0;-183.0;-1028.0;317.0
836.0;-273.0;370.0;317.0;744.0;-176;792.0;202.0;-43.0;-327.0;-207.0;-907.0;286.0
801.0;-260.0;309.0;333.0;529.0;-178;772.0;204.0;-17.0;-273.0;-230.0;-821.0;274.0
746.0;-280.0;242.0;350.0;421.0;-181;748.0;200.0;2.0;-233.0;-265.0;-738.0;302.0
680.0;-302.0;181.0;361.0;354.0;-170;726.0;183.0;8.0;-363.0;-298.0;-688.0;291.0
650.0;-299.0;117.0;369.0;360.0;-192;704.0;158.0;12.0;-578.0;-339.0;-681.0;243.0
698.0;-272.0;68.0;374.0;341.0;-159;688.0;132.0;12.0;-233.0;-379.0;-721.0;208.0
725.0;-248.0;34.0;376.0;328.0;-195;680.0;109.0;9.0;540.0;-410.0;-783.0;282.0
757.0;-279.0;4.0;374.0;402.0;-177;669.0;81.0;5.0;1708.0;-439.0;-820.0;189.0
759.0;-270.0;-12.0;372.0;483.0;125;663.0;50.0;-4.0;2111.0;-456.0;-807.0;-52.0
802.0;-229.0;-22.0;369.0;512.0;195;654.0;18.0;-16.0;146.0;-473.0;-890.0;-8.0
944.0;-228.0;-24.0;364.0;464.0;64;656.0;-4.0;-28.0;437.0;-483.0;-990.0;171.0
1036.0;-177.0;-21.0;365.0;466.0;63;658.0;-12.0;-35.0;1429.0;-498.0;-1035.0;128.0
1022.0;-292.0;-16.0;368.0;470.0;57;671.0;-17.0;-41.0;-295.0;-504.0;-1083.0;71.0
1222.0;?;-2.0;362.0;460.0;70;692.0;-9.0;-38.0;-746.0;-512.0;-1214.0;37.0
1178.0;?;15.0;365.0;349.0;96;722.0;7.0;-26.0;-206.0;-504.0;-976.0;57.0
1042.0;?;17.0;366.0;258.0;101;756.0;18.0;-16.0;-110.0;-483.0;-1062.0;-20.0
1274.0;-193.0;18.0;365.0;333.0;153;797.0;29.0;3.0;-110.0;-452.0;-1326.0;8.0
1321.0;-64.0;17.0;362.0;538.0;141;841.0;28.0;2.0;-210.0;-410.0;-1349.0;27.0
1212.0;0.0;23.0;358.0;621.0;182;879.0;19.0;-12.0;-5.0;-381.0;-1165.0;-40.0
986.0;-51.0;30.0;361.0;513.0;186;914.0;6.0;-26.0;45.0;-345.0;-986.0;-51.0
