InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE EuX;Accelerometer RKN_ accX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ;InertialMeasurementUnit L-SHOE EuY
762.0;622.0;120.0;158;-264.0;533.0;-156.0;89.0;706.0;795.0;-41
761.0;628.0;96.0;158;-264.0;485.0;-145.0;68.0;727.0;752.0;-37
755.0;641.0;-385.0;85;-280.0;823.0;30.0;-133.0;220.0;791.0;-52
727.0;597.0;27.0;52;60.0;668.0;-257.0;220.0;502.0;895.0;-40
739.0;610.0;-773.0;171;-349.0;737.0;-246.0;144.0;806.0;798.0;-13
810.0;585.0;-382.0;82;-373.0;738.0;-1.0;42.0;527.0;746.0;-50
762.0;629.0;112.0;158;-281.0;484.0;-143.0;61.0;672.0;1179.0;-36
-17.0;-194.0;123.0;-15;-158.0;469.0;-231.0;953.0;636.0;674.0;-46
421.0;-196.0;-384.0;21;-95.0;280.0;-25.0;885.0;731.0;776.0;-44
787.0;615.0;-38.0;149;-54.0;689.0;-31.0;-44.0;150.0;895.0;-23
745.0;637.0;-101.0;92;-354.0;677.0;-192.0;48.0;256.0;431.0;-40
766.0;605.0;-392.0;86;-318.0;916.0;26.0;-216.0;358.0;815.0;-52
863.0;482.0;150.0;111;-260.0;872.0;-90.0;-122.0;849.0;943.0;-33
852.0;506.0;58.0;119;58.0;475.0;-131.0;-17.0;674.0;537.0;-33
384.0;377.0;-628.0;134;133.0;277.0;489.0;-686.0;296.0;759.0;-44
763.0;601.0;48.0;81;-108.0;785.0;-223.0;84.0;28.0;788.0;-45
664.0;509.0;212.0;36;-36.0;232.0;-376.0;399.0;243.0;492.0;-41
719.0;496.0;-750.0;-18;-431.0;853.0;-354.0;335.0;195.0;737.0;-39
721.0;659.0;118.0;92;-227.0;1014.0;-192.0;96.0;351.0;895.0;-45
352.0;269.0;-561.0;53;-458.0;180.0;-587.0;678.0;142.0;613.0;-38
862.0;457.0;59.0;117;36.0;364.0;-220.0;-8.0;631.0;845.0;-33
864.0;437.0;77.0;113;68.0;333.0;-252.0;0.0;591.0;886.0;-36
746.0;624.0;-21.0;81;-73.0;863.0;-210.0;102.0;301.0;745.0;-45
739.0;631.0;-20.0;81;-139.0;905.0;-212.0;106.0;327.0;703.0;-45
732.0;611.0;14.0;43;72.0;161.0;122.0;-275.0;411.0;548.0;-36
-697.0;-574.0;111.0;74;-118.0;301.0;329.0;-278.0;282.0;589.0;-41
-590.0;-415.0;-241.0;11;-256.0;693.0;507.0;-471.0;554.0;890.0;-42
164.0;227.0;-486.0;19;-394.0;176.0;567.0;-775.0;261.0;465.0;-32
868.0;394.0;71.0;110;66.0;490.0;-303.0;4.0;787.0;863.0;-34
825.0;565.0;-365.0;82;-355.0;426.0;-22.0;22.0;398.0;948.0;-50
810.0;585.0;-374.0;82;-377.0;770.0;-1.0;42.0;511.0;762.0;-50
808.0;588.0;-383.0;82;-371.0;797.0;-1.0;42.0;533.0;826.0;-50
805.0;580.0;-736.0;-163;-509.0;136.0;46.0;-114.0;293.0;547.0;-64
948.0;258.0;52.0;120;10.0;720.0;-101.0;155.0;786.0;949.0;-44
892.0;327.0;35.0;104;29.0;451.0;-311.0;-1.0;578.0;848.0;-34
806.0;543.0;-341.0;77;-244.0;764.0;-171.0;164.0;838.0;641.0;-43
831.0;533.0;119.0;120;-26.0;753.0;-99.0;126.0;635.0;1086.0;-42
808.0;589.0;-374.0;83;-346.0;739.0;-16.0;-14.0;448.0;465.0;-50
825.0;564.0;-373.0;82;-351.0;438.0;-23.0;22.0;288.0;922.0;-50
809.0;586.0;-381.0;82;-352.0;803.0;-2.0;43.0;389.0;718.0;-50
729.0;525.0;-344.0;128;-174.0;162.0;177.0;-402.0;287.0;454.0;-44
711.0;622.0;-17.0;81;37.0;863.0;-275.0;177.0;213.0;728.0;-45
16.0;216.0;155.0;-147;-67.0;163.0;77.0;-973.0;329.0;492.0;-39
783.0;613.0;-229.0;-155;-11.0;299.0;-44.0;-98.0;322.0;894.0;-35
808.0;588.0;-378.0;82;-358.0;791.0;0.0;42.0;423.0;719.0;-50
808.0;588.0;-386.0;82;-354.0;521.0;16.0;25.0;349.0;453.0;-50
818.0;575.0;-361.0;82;-365.0;448.0;-5.0;2.0;190.0;854.0;-50
236.0;368.0;-21.0;-58;-1.0;826.0;538.0;-721.0;802.0;971.0;-39
713.0;591.0;110.0;-1;-90.0;832.0;-262.0;270.0;548.0;737.0;-44
551.0;376.0;-83.0;-20;-81.0;271.0;433.0;-607.0;158.0;675.0;-41
817.0;577.0;-360.0;82;-361.0;534.0;-5.0;1.0;271.0;918.0;-50
675.0;604.0;-10.0;150;-133.0;289.0;248.0;-344.0;210.0;581.0;-40
713.0;616.0;-9.0;81;18.0;818.0;-283.0;179.0;340.0;782.0;-45
841.0;537.0;-366.0;82;-345.0;804.0;-15.0;-71.0;533.0;790.0;-50
371.0;410.0;-20.0;75;-25.0;239.0;504.0;-664.0;245.0;680.0;-38
-588.0;-389.0;9.0;28;42.0;341.0;494.0;-509.0;-2.0;629.0;-41
837.0;541.0;-365.0;82;-363.0;863.0;-21.0;-76.0;486.0;743.0;-50
756.0;624.0;-38.0;150;-61.0;906.0;33.0;-193.0;830.0;690.0;-39
734.0;618.0;-80.0;-1;-250.0;680.0;-186.0;213.0;407.0;1010.0;-46
834.0;547.0;-361.0;82;-358.0;821.0;-29.0;-73.0;500.0;776.0;-50
837.0;542.0;-354.0;82;-344.0;843.0;-25.0;-76.0;370.0;741.0;-50
702.0;579.0;118.0;150;-104.0;273.0;218.0;-352.0;252.0;618.0;-40
834.0;546.0;-362.0;82;-378.0;809.0;-30.0;-75.0;488.0;772.0;-50
847.0;366.0;59.0;119;-1.0;608.0;-282.0;262.0;870.0;859.0;-39
755.0;508.0;30.0;62;9.0;635.0;-337.0;242.0;601.0;877.0;-42
808.0;587.0;-320.0;80;-381.0;602.0;-37.0;44.0;131.0;730.0;-50
646.0;428.0;105.0;43;-6.0;427.0;-461.0;432.0;361.0;775.0;-39
745.0;494.0;-20.0;62;23.0;728.0;-358.0;271.0;519.0;931.0;-42
-518.0;-489.0;-162.0;-58;-124.0;180.0;-392.0;582.0;199.0;563.0;-40
747.0;496.0;-10.0;62;45.0;767.0;-353.0;267.0;562.0;860.0;-42
793.0;608.0;-374.0;82;-342.0;572.0;9.0;-47.0;-89.0;795.0;-50
836.0;543.0;-365.0;82;-363.0;799.0;-28.0;-76.0;541.0;785.0;-50
486.0;297.0;51.0;105;-40.0;1081.0;-528.0;630.0;535.0;913.0;-28
673.0;584.0;147.0;150;-110.0;251.0;250.0;-379.0;229.0;550.0;-40
839.0;539.0;-360.0;82;-355.0;805.0;-27.0;-76.0;552.0;779.0;-50
741.0;491.0;-19.0;62;19.0;692.0;-365.0;276.0;585.0;905.0;-42
726.0;509.0;-4.0;62;19.0;708.0;-365.0;283.0;425.0;943.0;-42
820.0;573.0;-353.0;81;-382.0;583.0;-12.0;-17.0;240.0;498.0;-50
806.0;589.0;-347.0;80;-323.0;647.0;-36.0;37.0;109.0;723.0;-50
751.0;615.0;22.0;91;-75.0;518.0;-224.0;89.0;357.0;1072.0;-42
839.0;539.0;-363.0;82;-345.0;819.0;-28.0;-74.0;524.0;793.0;-50
746.0;636.0;-19.0;45;-91.0;771.0;-148.0;129.0;884.0;489.0;-41
837.0;542.0;-373.0;82;-360.0;829.0;-33.0;-64.0;439.0;798.0;-50
796.0;519.0;-13.0;91;14.0;373.0;-287.0;125.0;722.0;604.0;-43
741.0;560.0;-61.0;179;16.0;68.0;121.0;-351.0;274.0;449.0;-50
707.0;381.0;73.0;107;8.0;848.0;-421.0;422.0;734.0;720.0;-40
730.0;572.0;37.0;165;-126.0;-27.0;124.0;-354.0;319.0;498.0;-54
369.0;199.0;0.0;58;-66.0;749.0;-576.0;702.0;971.0;838.0;-29
704.0;374.0;19.0;100;-47.0;913.0;-449.0;403.0;807.0;1110.0;-17
819.0;574.0;-360.0;81;-363.0;520.0;-10.0;-19.0;197.0;476.0;-50
953.0;267.0;-303.0;67;-409.0;429.0;-34.0;-138.0;708.0;953.0;-38
796.0;520.0;-4.0;91;23.0;533.0;-284.0;124.0;684.0;943.0;-43
746.0;531.0;-27.0;92;21.0;729.0;-331.0;226.0;833.0;768.0;-42
838.0;540.0;-365.0;82;-364.0;831.0;-34.0;-67.0;514.0;825.0;-50
755.0;651.0;-428.0;84;-312.0;893.0;-42.0;-75.0;970.0;915.0;-52
711.0;618.0;-23.0;81;13.0;859.0;-283.0;181.0;469.0;759.0;-45
819.0;573.0;-344.0;81;-380.0;560.0;-11.0;-17.0;230.0;424.0;-50
759.0;548.0;1056.0;122;-1252.0;173.0;-274.0;219.0;285.0;752.0;-31
855.0;485.0;321.0;155;79.0;316.0;-113.0;-145.0;325.0;705.0;-43
757.0;554.0;-391.0;80;-323.0;971.0;39.0;-344.0;677.0;893.0;-57
843.0;535.0;-369.0;82;-372.0;814.0;-25.0;-51.0;537.0;774.0;-50
830.0;556.0;-363.0;83;-363.0;942.0;-15.0;-37.0;569.0;745.0;-50
842.0;535.0;-390.0;82;-374.0;835.0;-18.0;-64.0;551.0;822.0;-50
838.0;542.0;-388.0;81;-360.0;909.0;-57.0;-31.0;675.0;816.0;-50
776.0;625.0;-696.0;84;-933.0;901.0;-69.0;-43.0;345.0;775.0;-52
750.0;636.0;16.0;45;-134.0;827.0;-139.0;122.0;496.0;357.0;-43
820.0;573.0;-364.0;81;-354.0;571.0;-13.0;-16.0;269.0;411.0;-50
842.0;536.0;-359.0;82;-370.0;804.0;-26.0;-51.0;540.0;819.0;-50
63.0;-68.0;26.0;1;-131.0;613.0;-560.0;823.0;680.0;828.0;-40
756.0;550.0;-59.0;-178;-190.0;686.0;-306.0;179.0;662.0;947.0;-39
809.0;587.0;-381.0;82;-380.0;625.0;6.0;-41.0;211.0;501.0;-50
807.0;589.0;-374.0;80;-323.0;676.0;-36.0;38.0;99.0;703.0;-50
751.0;561.0;-19.0;-178;-189.0;647.0;-299.0;180.0;506.0;958.0;-39
642.0;472.0;48.0;30;-2.0;786.0;-415.0;441.0;375.0;960.0;-41
935.0;314.0;404.0;99;756.0;494.0;-128.0;107.0;521.0;920.0;-30
-31.0;124.0;131.0;-26;-45.0;454.0;614.0;-779.0;525.0;755.0;-43
842.0;536.0;-377.0;82;-362.0;824.0;-26.0;-52.0;545.0;802.0;-50
839.0;539.0;-385.0;82;-359.0;821.0;-28.0;-74.0;519.0;778.0;-50
210.0;242.0;636.0;117;-222.0;179.0;541.0;-777.0;201.0;600.0;-57
-101.0;-218.0;4.0;1;-28.0;232.0;-618.0;749.0;254.0;574.0;-49
843.0;535.0;-364.0;82;-360.0;817.0;-21.0;-58.0;542.0;785.0;-50
817.0;572.0;-363.0;82;-363.0;542.0;-6.0;73.0;-87.0;585.0;-50
841.0;537.0;-363.0;82;-373.0;818.0;-20.0;-59.0;545.0;774.0;-50
817.0;573.0;-360.0;82;-353.0;639.0;-5.0;71.0;-73.0;679.0;-50
710.0;495.0;-3.0;62;13.0;747.0;-402.0;298.0;578.0;916.0;-42
858.0;448.0;-112.0;48;-437.0;599.0;-250.0;15.0;832.0;844.0;-43
752.0;588.0;139.0;158;-825.0;623.0;-239.0;179.0;760.0;716.0;-45
808.0;587.0;-386.0;82;-372.0;573.0;5.0;-41.0;201.0;497.0;-50
749.0;521.0;396.0;165;51.0;718.0;-341.0;228.0;354.0;733.0;-55
834.0;547.0;-374.0;82;-359.0;834.0;-28.0;-70.0;495.0;789.0;-50
10.0;-181.0;-552.0;-15;-565.0;326.0;-514.0;839.0;485.0;661.0;-50
811.0;584.0;-368.0;82;-372.0;726.0;-5.0;45.0;232.0;795.0;-50
153.0;235.0;246.0;69;9.0;152.0;580.0;-765.0;190.0;537.0;-49
753.0;643.0;-99.0;150;-186.0;985.0;-45.0;-135.0;421.0;740.0;-40
726.0;508.0;-7.0;62;20.0;749.0;-369.0;281.0;650.0;916.0;-42
164.0;259.0;-21.0;47;-6.0;124.0;571.0;-762.0;264.0;505.0;-44
756.0;590.0;101.0;158;-253.0;592.0;-232.0;160.0;767.0;825.0;-43
720.0;682.0;-71.0;57;-252.0;882.0;-119.0;45.0;224.0;638.0;-40
765.0;640.0;-376.0;84;-308.0;924.0;-2.0;-73.0;388.0;993.0;-52
771.0;633.0;-377.0;78;-333.0;874.0;-55.0;-43.0;217.0;588.0;-52
839.0;539.0;-383.0;82;-355.0;814.0;-33.0;-65.0;529.0;794.0;-50
840.0;539.0;-353.0;82;-363.0;823.0;-21.0;-60.0;541.0;794.0;-50
840.0;538.0;-370.0;82;-351.0;823.0;-34.0;-66.0;531.0;757.0;-50
724.0;593.0;-144.0;-162;-358.0;65.0;108.0;-335.0;251.0;544.0;-47
839.0;539.0;-376.0;82;-362.0;794.0;-35.0;-66.0;515.0;818.0;-50
839.0;539.0;-382.0;82;-363.0;814.0;-35.0;-67.0;524.0;788.0;-50
703.0;702.0;92.0;57;23.0;939.0;0.0;-114.0;466.0;807.0;-40
716.0;661.0;-298.0;-100;-154.0;206.0;58.0;-218.0;704.0;570.0;-52
808.0;588.0;-372.0;82;-355.0;558.0;3.0;-43.0;156.0;489.0;-50
807.0;590.0;-358.0;82;-365.0;512.0;3.0;-38.0;69.0;437.0;-50
779.0;605.0;429.0;135;-78.0;419.0;-146.0;73.0;236.0;759.0;-9
769.0;599.0;-400.0;86;-305.0;930.0;37.0;-219.0;439.0;942.0;-52
838.0;541.0;-374.0;82;-374.0;841.0;-34.0;-69.0;523.0;800.0;-50
597.0;399.0;-21.0;37;-124.0;80.0;-485.0;498.0;225.0;489.0;-62
811.0;583.0;-363.0;82;-374.0;756.0;-6.0;46.0;243.0;759.0;-50
841.0;536.0;-372.0;82;-347.0;824.0;-15.0;-70.0;539.0;807.0;-50
835.0;544.0;-406.0;82;-348.0;819.0;-27.0;-78.0;505.0;804.0;-50
675.0;495.0;65.0;52;65.0;149.0;-419.0;353.0;261.0;509.0;-21
718.0;694.0;66.0;57;39.0;1005.0;-48.0;-33.0;224.0;875.0;-38
716.0;612.0;-22.0;81;27.0;912.0;-284.0;180.0;313.0;919.0;-45
791.0;610.0;-360.0;82;-350.0;601.0;19.0;-49.0;75.0;886.0;-50
674.0;247.0;0.0;-55;-64.0;665.0;-51.0;-694.0;744.0;906.0;-41
812.0;581.0;-370.0;83;-351.0;947.0;-15.0;-42.0;489.0;759.0;-50
731.0;305.0;16.0;45;-19.0;556.0;-398.0;463.0;1101.0;627.0;-41
807.0;569.0;-70.0;171;-59.0;925.0;-133.0;83.0;291.0;892.0;-27
726.0;603.0;-42.0;84;22.0;940.0;-279.0;177.0;482.0;982.0;-45
838.0;541.0;-380.0;81;-357.0;924.0;-30.0;-65.0;653.0;825.0;-50
418.0;414.0;-203.0;29;-198.0;125.0;432.0;-684.0;379.0;488.0;-36
767.0;548.0;-10.0;92;36.0;583.0;-290.0;166.0;864.0;758.0;-42
711.0;618.0;-12.0;81;21.0;847.0;-283.0;181.0;198.0;834.0;-45
944.0;228.0;50.0;114;-26.0;641.0;-83.0;222.0;749.0;935.0;-44
754.0;652.0;-377.0;78;-335.0;911.0;-8.0;-82.0;449.0;819.0;-52
721.0;685.0;4.0;57;-93.0;913.0;-100.0;28.0;208.0;714.0;-40
809.0;588.0;-371.0;81;-360.0;376.0;4.0;-23.0;-47.0;184.0;-50
821.0;568.0;-367.0;83;-364.0;939.0;-31.0;-43.0;535.0;805.0;-50
765.0;641.0;-413.0;78;-309.0;832.0;-31.0;-47.0;193.0;855.0;-52
805.0;593.0;-375.0;82;-362.0;785.0;8.0;26.0;251.0;754.0;-50
840.0;538.0;-378.0;82;-361.0;944.0;-32.0;-64.0;670.0;486.0;-50
480.0;458.0;458.0;103;-24.0;176.0;415.0;-623.0;188.0;573.0;-55
837.0;545.0;-372.0;83;-363.0;942.0;-22.0;-34.0;549.0;784.0;-50
843.0;535.0;-391.0;82;-373.0;827.0;-23.0;-54.0;545.0;763.0;-50
709.0;496.0;716.0;38;-263.0;123.0;-390.0;315.0;211.0;604.0;-61
376.0;376.0;73.0;100;26.0;184.0;452.0;-716.0;198.0;382.0;-36
835.0;542.0;-383.0;81;-354.0;917.0;-97.0;14.0;676.0;833.0;-50
752.0;613.0;42.0;91;-85.0;448.0;-226.0;88.0;766.0;1049.0;-41
785.0;619.0;-355.0;81;-363.0;115.0;18.0;-21.0;-421.0;11.0;-50
198.0;100.0;5.0;30;-37.0;263.0;-615.0;757.0;322.0;605.0;-37
772.0;631.0;-375.0;79;-333.0;965.0;-34.0;-69.0;543.0;980.0;-51
694.0;423.0;-603.0;104;94.0;942.0;-437.0;385.0;576.0;852.0;-17
-771.0;-635.0;-414.0;117;-392.0;820.0;25.0;36.0;440.0;916.0;-43
