InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
224.0;-937.0;490.0;366.0;121.0;782.0
132.0;-974.0;485.0;435.0;-1.0;901.0
168.0;-963.0;500.0;432.0;15.0;838.0
225.0;-958.0;493.0;435.0;142.0;837.0
197.0;-974.0;502.0;439.0;70.0;779.0
190.0;-971.0;501.0;417.0;91.0;791.0
203.0;-969.0;506.0;377.0;101.0;757.0
202.0;-972.0;509.0;392.0;87.0;744.0
189.0;-983.0;510.0;385.0;83.0;751.0
301.0;-936.0;445.0;406.0;-85.0;777.0
300.0;-936.0;446.0;385.0;-82.0;769.0
300.0;-937.0;445.0;388.0;-86.0;778.0
316.0;-916.0;516.0;434.0;97.0;705.0
88.0;-998.0;476.0;457.0;28.0;883.0
155.0;-979.0;511.0;453.0;-8.0;851.0
171.0;-988.0;510.0;454.0;-49.0;858.0
122.0;-986.0;532.0;486.0;-41.0;899.0
164.0;-981.0;511.0;496.0;-10.0;857.0
144.0;-990.0;499.0;506.0;-16.0;818.0
164.0;-979.0;489.0;503.0;26.0;783.0
148.0;-980.0;482.0;477.0;34.0;781.0
170.0;-975.0;491.0;483.0;13.0;764.0
172.0;-976.0;492.0;478.0;25.0;737.0
163.0;-986.0;489.0;504.0;5.0;808.0
171.0;-961.0;501.0;402.0;-33.0;836.0
166.0;-979.0;492.0;475.0;2.0;789.0
165.0;-955.0;502.0;366.0;-40.0;827.0
76.0;-965.0;545.0;448.0;-48.0;680.0
141.0;-987.0;488.0;425.0;-11.0;770.0
147.0;-979.0;480.0;475.0;19.0;800.0
178.0;-964.0;545.0;465.0;-87.0;867.0
187.0;-964.0;547.0;454.0;-90.0;868.0
124.0;-984.0;518.0;463.0;-57.0;889.0
299.0;-938.0;446.0;375.0;-70.0;783.0
189.0;-970.0;544.0;441.0;-72.0;868.0
186.0;-970.0;545.0;433.0;-69.0;874.0
174.0;-962.0;545.0;445.0;-60.0;860.0
172.0;-963.0;546.0;456.0;-79.0;865.0
154.0;-981.0;500.0;503.0;-27.0;792.0
172.0;-973.0;543.0;442.0;-40.0;847.0
193.0;-965.0;498.0;497.0;-22.0;791.0
201.0;-968.0;497.0;493.0;-16.0;811.0
202.0;-965.0;497.0;468.0;-2.0;786.0
202.0;-958.0;499.0;458.0;-6.0;754.0
189.0;-947.0;501.0;474.0;-5.0;735.0
278.0;-950.0;567.0;509.0;34.0;582.0
140.0;-989.0;489.0;495.0;0.0;756.0
72.0;-1036.0;506.0;770.0;-143.0;743.0
196.0;-976.0;500.0;469.0;-48.0;748.0
186.0;-980.0;501.0;425.0;-49.0;767.0
57.0;-990.0;488.0;487.0;7.0;787.0
152.0;-972.0;502.0;449.0;-2.0;789.0
158.0;-969.0;504.0;436.0;-11.0;786.0
174.0;-989.0;505.0;447.0;-23.0;768.0
186.0;-970.0;508.0;441.0;-15.0;821.0
209.0;-984.0;508.0;450.0;-33.0;782.0
231.0;-964.0;508.0;427.0;-20.0;768.0
224.0;-947.0;511.0;421.0;-5.0;799.0
166.0;-967.0;499.0;418.0;-16.0;762.0
189.0;-975.0;499.0;406.0;-28.0;770.0
175.0;-984.0;497.0;404.0;-29.0;788.0
303.0;-935.0;447.0;388.0;-75.0;780.0
166.0;-980.0;496.0;445.0;0.0;814.0
181.0;-978.0;496.0;435.0;-2.0;778.0
118.0;-999.0;491.0;465.0;2.0;779.0
166.0;-961.0;496.0;456.0;11.0;768.0
151.0;-971.0;495.0;445.0;0.0;809.0
159.0;-997.0;501.0;483.0;-10.0;805.0
156.0;-981.0;492.0;474.0;23.0;836.0
166.0;-978.0;496.0;448.0;21.0;806.0
188.0;-981.0;496.0;469.0;-29.0;793.0
185.0;-976.0;499.0;456.0;-38.0;790.0
204.0;-971.0;498.0;428.0;-40.0;785.0
213.0;-797.0;704.0;395.0;-96.0;458.0
303.0;-935.0;447.0;403.0;-87.0;783.0
190.0;-978.0;498.0;431.0;-33.0;764.0
189.0;-979.0;498.0;477.0;-9.0;781.0
184.0;-972.0;496.0;443.0;6.0;772.0
166.0;-983.0;496.0;440.0;12.0;773.0
158.0;-991.0;494.0;454.0;-7.0;780.0
175.0;-977.0;492.0;434.0;-39.0;789.0
233.0;-894.0;526.0;312.0;-72.0;741.0
336.0;-1332.0;431.0;245.0;-118.0;787.0
181.0;-993.0;492.0;448.0;-3.0;821.0
302.0;-934.0;448.0;404.0;-97.0;771.0
148.0;-993.0;491.0;466.0;-20.0;777.0
143.0;-977.0;492.0;456.0;1.0;817.0
156.0;-989.0;492.0;456.0;17.0;810.0
168.0;-996.0;494.0;440.0;-12.0;819.0
187.0;-981.0;494.0;426.0;-10.0;799.0
172.0;-966.0;493.0;435.0;-5.0;771.0
170.0;-1005.0;494.0;435.0;69.0;613.0
186.0;-981.0;491.0;444.0;-14.0;778.0
815.0;-464.0;-85.0;-80.0;-294.0;-6.0
305.0;-935.0;448.0;415.0;-89.0;782.0
176.0;-983.0;491.0;433.0;12.0;791.0
178.0;-965.0;488.0;479.0;-32.0;745.0
305.0;-936.0;449.0;385.0;-88.0;771.0
162.0;-968.0;492.0;466.0;10.0;756.0
168.0;-990.0;493.0;476.0;20.0;773.0
180.0;-995.0;494.0;479.0;5.0;750.0
180.0;-981.0;498.0;492.0;-3.0;754.0
374.0;-927.0;414.0;338.0;-152.0;749.0
185.0;-874.0;564.0;467.0;34.0;891.0
155.0;-947.0;487.0;587.0;-18.0;671.0
189.0;-969.0;499.0;486.0;-11.0;713.0
299.0;-961.0;585.0;535.0;-52.0;791.0
272.0;-944.0;570.0;458.0;-88.0;809.0
281.0;-964.0;562.0;435.0;-88.0;853.0
203.0;-978.0;506.0;467.0;-17.0;761.0
288.0;-856.0;483.0;643.0;-6.0;657.0
201.0;-961.0;504.0;437.0;-28.0;767.0
187.0;-968.0;501.0;481.0;67.0;774.0
174.0;-980.0;491.0;466.0;-4.0;806.0
173.0;-969.0;488.0;476.0;-32.0;819.0
290.0;-895.0;424.0;351.0;-59.0;701.0
95.0;-971.0;484.0;514.0;-13.0;843.0
176.0;-975.0;487.0;448.0;4.0;826.0
167.0;-1110.0;405.0;462.0;-61.0;801.0
167.0;-980.0;483.0;479.0;8.0;786.0
204.0;-1000.0;459.0;356.0;-24.0;795.0
161.0;-913.0;434.0;442.0;-132.0;819.0
124.0;-994.0;479.0;476.0;29.0;780.0
293.0;-906.0;427.0;354.0;-58.0;717.0
170.0;-900.0;366.0;278.0;-124.0;686.0
367.0;-866.0;290.0;268.0;-37.0;660.0
154.0;-984.0;481.0;442.0;13.0;784.0
87.0;-989.0;417.0;488.0;65.0;867.0
135.0;-994.0;492.0;496.0;14.0;785.0
245.0;-977.0;547.0;627.0;-26.0;764.0
300.0;-948.0;565.0;458.0;-69.0;763.0
118.0;-966.0;662.0;329.0;140.0;604.0
311.0;-951.0;567.0;464.0;-60.0;763.0
276.0;-892.0;434.0;322.0;-12.0;674.0
315.0;-948.0;571.0;482.0;-55.0;759.0
410.0;-902.0;612.0;419.0;-41.0;679.0
308.0;-840.0;193.0;-100.0;-358.0;-309.0
267.0;-911.0;444.0;326.0;-80.0;663.0
322.0;-948.0;577.0;586.0;-42.0;733.0
321.0;-937.0;568.0;477.0;-58.0;773.0
403.0;-912.0;616.0;582.0;-48.0;640.0
349.0;-932.0;599.0;677.0;-18.0;741.0
353.0;-929.0;605.0;575.0;-21.0;779.0
179.0;-979.0;948.0;446.0;-98.0;824.0
306.0;-932.0;447.0;376.0;-70.0;773.0
252.0;-919.0;534.0;407.0;28.0;706.0
372.0;-929.0;602.0;600.0;-46.0;655.0
414.0;-901.0;622.0;456.0;3.0;646.0
191.0;-1174.0;842.0;395.0;-258.0;916.0
244.0;-755.0;893.0;217.0;-19.0;746.0
190.0;-1122.0;572.0;82.0;-177.0;577.0
215.0;-973.0;413.0;405.0;-59.0;876.0
205.0;-938.0;450.0;431.0;-53.0;918.0
216.0;-969.0;414.0;396.0;-69.0;869.0
215.0;-968.0;413.0;402.0;-60.0;873.0
283.0;-1010.0;328.0;583.0;-123.0;904.0
213.0;-979.0;413.0;379.0;-65.0;850.0
208.0;-973.0;412.0;418.0;-62.0;868.0
208.0;-975.0;413.0;403.0;-67.0;850.0
208.0;-975.0;411.0;401.0;-57.0;869.0
179.0;-969.0;405.0;436.0;-70.0;880.0
200.0;-976.0;410.0;381.0;-58.0;886.0
203.0;-975.0;410.0;405.0;-59.0;878.0
326.0;-1113.0;396.0;344.0;-146.0;826.0
189.0;-976.0;404.0;384.0;-56.0;880.0
190.0;-977.0;404.0;386.0;-49.0;857.0
211.0;-969.0;408.0;392.0;-69.0;876.0
297.0;-956.0;352.0;435.0;-88.0;739.0
363.0;-935.0;322.0;405.0;-39.0;730.0
226.0;-963.0;409.0;384.0;-69.0;872.0
260.0;-1070.0;285.0;394.0;-166.0;885.0
261.0;-954.0;400.0;466.0;-98.0;913.0
152.0;-954.0;596.0;233.0;-85.0;808.0
159.0;-927.0;564.0;292.0;-54.0;799.0
250.0;-929.0;274.0;519.0;-163.0;829.0
298.0;-879.0;340.0;371.0;-78.0;861.0
333.0;-914.0;350.0;388.0;-122.0;907.0
271.0;-662.0;465.0;392.0;-68.0;795.0
333.0;-1020.0;244.0;400.0;-127.0;800.0
307.0;-995.0;294.0;416.0;-49.0;824.0
240.0;-973.0;395.0;392.0;-37.0;812.0
357.0;-933.0;486.0;297.0;-26.0;753.0
226.0;-1215.0;232.0;280.0;-137.0;831.0
206.0;-981.0;390.0;388.0;-31.0;801.0
225.0;-1043.0;215.0;264.0;1.0;839.0
173.0;-965.0;325.0;388.0;-106.0;794.0
198.0;-983.0;451.0;358.0;10.0;833.0
167.0;-972.0;281.0;397.0;11.0;844.0
348.0;-1084.0;508.0;355.0;-124.0;729.0
157.0;-795.0;520.0;389.0;22.0;978.0
305.0;-930.0;451.0;375.0;-96.0;763.0
201.0;-903.0;627.0;228.0;36.0;839.0
225.0;-946.0;582.0;272.0;20.0;782.0
288.0;-944.0;453.0;446.0;-65.0;787.0
183.0;-972.0;419.0;362.0;-31.0;839.0
228.0;-947.0;583.0;276.0;4.0;783.0
160.0;-934.0;627.0;170.0;93.0;819.0
164.0;-981.0;673.0;264.0;128.0;764.0
248.0;-946.0;589.0;253.0;28.0;812.0
141.0;-999.0;389.0;423.0;-14.0;844.0
97.0;-963.0;443.0;304.0;-66.0;900.0
169.0;-988.0;434.0;335.0;-30.0;887.0
160.0;-888.0;400.0;385.0;74.0;1330.0
185.0;-945.0;453.0;321.0;-68.0;913.0
207.0;-960.0;459.0;324.0;-88.0;881.0
195.0;-955.0;459.0;342.0;-80.0;870.0
301.0;-921.0;644.0;263.0;135.0;865.0
158.0;-1036.0;381.0;260.0;-131.0;829.0
185.0;-975.0;457.0;322.0;-63.0;812.0
417.0;-1049.0;1210.0;232.0;-65.0;689.0
435.0;-1025.0;818.0;263.0;-108.0;692.0
316.0;-865.0;655.0;205.0;-63.0;796.0
376.0;-1101.0;729.0;261.0;195.0;758.0
285.0;-1058.0;715.0;365.0;170.0;830.0
281.0;-939.0;577.0;315.0;-22.0;775.0
246.0;-931.0;594.0;258.0;-67.0;777.0
239.0;-866.0;560.0;202.0;0.0;752.0
221.0;-871.0;559.0;335.0;9.0;774.0
217.0;-943.0;550.0;311.0;57.0;785.0
295.0;-922.0;601.0;263.0;26.0;801.0
182.0;-965.0;456.0;341.0;-49.0;829.0
175.0;-979.0;455.0;339.0;-49.0;817.0
161.0;-723.0;908.0;247.0;66.0;925.0
148.0;-990.0;454.0;359.0;-78.0;840.0
172.0;-956.0;452.0;339.0;-70.0;866.0
180.0;-967.0;454.0;376.0;-36.0;874.0
171.0;-968.0;452.0;342.0;-27.0;868.0
172.0;-961.0;451.0;369.0;-36.0;884.0
169.0;-972.0;451.0;358.0;-33.0;884.0
131.0;-989.0;441.0;382.0;-9.0;879.0
95.0;-979.0;836.0;353.0;43.0;908.0
157.0;-971.0;455.0;359.0;-49.0;875.0
237.0;-952.0;471.0;307.0;-99.0;859.0
231.0;-965.0;471.0;334.0;-96.0;872.0
246.0;-962.0;472.0;326.0;-76.0;860.0
301.0;-915.0;468.0;317.0;-125.0;838.0
318.0;-810.0;488.0;267.0;-83.0;838.0
270.0;-915.0;462.0;299.0;-111.0;859.0
278.0;-855.0;505.0;416.0;23.0;810.0
809.0;-255.0;-199.0;314.0;-129.0;803.0
119.0;-947.0;421.0;351.0;-175.0;795.0
162.0;-1121.0;402.0;376.0;-217.0;816.0
186.0;-1010.0;453.0;364.0;-7.0;783.0
135.0;-980.0;424.0;390.0;66.0;732.0
213.0;-989.0;484.0;356.0;-37.0;682.0
178.0;-945.0;451.0;378.0;44.0;764.0
132.0;-954.0;420.0;320.0;6.0;815.0
193.0;-913.0;488.0;283.0;10.0;783.0
198.0;-900.0;527.0;160.0;171.0;867.0
313.0;-882.0;386.0;435.0;20.0;819.0
85.0;-917.0;442.0;335.0;-18.0;878.0
172.0;-968.0;563.0;417.0;-14.0;931.0
161.0;-1003.0;391.0;388.0;-94.0;729.0
324.0;-880.0;530.0;364.0;-205.0;830.0
221.0;-931.0;422.0;353.0;-64.0;823.0
237.0;-931.0;426.0;367.0;-39.0;793.0
201.0;-931.0;429.0;359.0;-6.0;814.0
195.0;-981.0;427.0;364.0;40.0;866.0
191.0;-980.0;435.0;367.0;-12.0;876.0
177.0;-1111.0;340.0;243.0;-29.0;884.0
205.0;-993.0;444.0;367.0;-53.0;841.0
278.0;-971.0;449.0;355.0;-66.0;818.0
272.0;-929.0;454.0;306.0;-14.0;799.0
147.0;-933.0;414.0;498.0;66.0;989.0
383.0;-782.0;402.0;495.0;-17.0;899.0
70.0;-1012.0;542.0;293.0;-244.0;772.0
637.0;-498.0;346.0;215.0;19.0;866.0
777.0;-629.0;627.0;27.0;-289.0;273.0
358.0;-819.0;536.0;254.0;-304.0;574.0
273.0;-869.0;514.0;287.0;90.0;1049.0
864.0;-481.0;619.0;-14.0;-366.0;10.0
187.0;-962.0;485.0;517.0;-42.0;875.0
290.0;-984.0;472.0;312.0;-2.0;829.0
294.0;-986.0;474.0;284.0;-21.0;852.0
155.0;-949.0;417.0;623.0;10.0;930.0
136.0;-966.0;448.0;558.0;-59.0;905.0
189.0;-970.0;486.0;410.0;-25.0;866.0
184.0;-973.0;485.0;445.0;-36.0;858.0
180.0;-976.0;486.0;370.0;-6.0;852.0
186.0;-977.0;485.0;402.0;-21.0;825.0
183.0;-975.0;487.0;410.0;-10.0;833.0
189.0;-972.0;488.0;381.0;-25.0;835.0
192.0;-970.0;486.0;434.0;-38.0;826.0
395.0;-985.0;581.0;378.0;-109.0;843.0
193.0;-971.0;484.0;416.0;-40.0;833.0
251.0;-901.0;576.0;411.0;-5.0;783.0
191.0;-967.0;483.0;415.0;-29.0;837.0
193.0;-965.0;481.0;412.0;-26.0;842.0
536.0;-688.0;204.0;71.0;-129.0;627.0
121.0;-835.0;831.0;419.0;126.0;743.0
194.0;-962.0;482.0;364.0;29.0;855.0
192.0;-968.0;481.0;389.0;-33.0;850.0
188.0;-975.0;481.0;395.0;-38.0;839.0
187.0;-974.0;480.0;396.0;-11.0;830.0
183.0;-969.0;481.0;420.0;-19.0;828.0
185.0;-970.0;478.0;362.0;-28.0;848.0
477.0;-810.0;452.0;77.0;-134.0;961.0
186.0;-974.0;479.0;457.0;-5.0;856.0
183.0;-974.0;477.0;432.0;0.0;839.0
318.0;-898.0;468.0;309.0;-9.0;885.0
182.0;-972.0;478.0;399.0;0.0;850.0
183.0;-971.0;479.0;405.0;-6.0;842.0
184.0;-976.0;477.0;417.0;-20.0;840.0
248.0;-987.0;508.0;372.0;-112.0;887.0
181.0;-976.0;479.0;410.0;-2.0;847.0
181.0;-970.0;479.0;385.0;10.0;830.0
182.0;-971.0;480.0;376.0;9.0;861.0
184.0;-973.0;479.0;407.0;-10.0;852.0
184.0;-974.0;478.0;415.0;1.0;861.0
184.0;-973.0;478.0;412.0;-14.0;860.0
188.0;-972.0;481.0;407.0;-2.0;849.0
195.0;-973.0;482.0;412.0;5.0;838.0
194.0;-970.0;482.0;386.0;-13.0;857.0
397.0;-887.0;470.0;334.0;-83.0;830.0
281.0;-872.0;453.0;356.0;-64.0;810.0
196.0;-968.0;481.0;387.0;-6.0;846.0
196.0;-967.0;481.0;384.0;8.0;828.0
202.0;-965.0;482.0;414.0;-1.0;831.0
208.0;-964.0;483.0;392.0;-12.0;837.0
209.0;-967.0;484.0;399.0;-11.0;841.0
213.0;-969.0;483.0;391.0;-2.0;860.0
207.0;-962.0;483.0;383.0;-8.0;830.0
209.0;-962.0;482.0;402.0;-2.0;826.0
1.0;-989.0;419.0;424.0;73.0;929.0
118.0;-970.0;467.0;298.0;-29.0;867.0
84.0;-980.0;460.0;380.0;32.0;918.0
144.0;-976.0;480.0;361.0;59.0;887.0
193.0;-973.0;486.0;344.0;41.0;867.0
212.0;-987.0;486.0;345.0;49.0;857.0
229.0;-1036.0;479.0;368.0;127.0;968.0
227.0;-975.0;490.0;362.0;28.0;848.0
271.0;-957.0;491.0;334.0;19.0;847.0
295.0;-949.0;494.0;355.0;37.0;838.0
217.0;-965.0;480.0;425.0;1.0;840.0
214.0;-969.0;482.0;395.0;-10.0;835.0
212.0;-972.0;480.0;426.0;-11.0;839.0
206.0;-968.0;482.0;399.0;-19.0;830.0
210.0;-976.0;481.0;402.0;-11.0;828.0
216.0;-977.0;482.0;393.0;-22.0;829.0
220.0;-983.0;479.0;383.0;-16.0;819.0
345.0;-848.0;584.0;230.0;21.0;846.0
219.0;-983.0;481.0;386.0;7.0;819.0
210.0;-966.0;483.0;398.0;-20.0;829.0
121.0;-919.0;489.0;517.0;95.0;728.0
200.0;-955.0;483.0;376.0;-35.0;840.0
203.0;-948.0;483.0;454.0;-39.0;846.0
209.0;-932.0;483.0;305.0;-42.0;837.0
230.0;-955.0;482.0;318.0;-22.0;837.0
268.0;-858.0;480.0;379.0;-81.0;785.0
278.0;-907.0;476.0;405.0;-86.0;800.0
331.0;-1016.0;457.0;473.0;-130.0;807.0
62.0;-898.0;362.0;336.0;-53.0;776.0
175.0;-974.0;426.0;389.0;27.0;828.0
75.0;-971.0;385.0;35.0;9.0;694.0
296.0;-1274.0;363.0;189.0;1.0;717.0
312.0;-912.0;256.0;304.0;-39.0;745.0
179.0;-959.0;425.0;390.0;23.0;796.0
185.0;-949.0;426.0;382.0;26.0;804.0
181.0;-942.0;426.0;396.0;40.0;802.0
186.0;-958.0;427.0;344.0;20.0;827.0
184.0;-882.0;180.0;370.0;80.0;996.0
212.0;-969.0;197.0;398.0;111.0;1004.0
178.0;-905.0;434.0;383.0;15.0;847.0
112.0;-868.0;252.0;375.0;75.0;1013.0
218.0;-868.0;347.0;373.0;93.0;877.0
250.0;-956.0;438.0;341.0;73.0;828.0
239.0;-850.0;371.0;304.0;135.0;993.0
282.0;-850.0;348.0;273.0;-23.0;1008.0
467.0;-908.0;375.0;437.0;-231.0;695.0
249.0;-818.0;469.0;373.0;-39.0;876.0
260.0;-848.0;454.0;308.0;-109.0;789.0
390.0;-943.0;455.0;224.0;59.0;779.0
214.0;-956.0;456.0;227.0;-93.0;730.0
227.0;-971.0;489.0;314.0;61.0;789.0
381.0;-805.0;348.0;124.0;-44.0;546.0
262.0;-929.0;522.0;46.0;-161.0;400.0
211.0;-951.0;563.0;316.0;144.0;853.0
208.0;-916.0;509.0;359.0;81.0;796.0
235.0;-983.0;492.0;276.0;144.0;796.0
248.0;-920.0;456.0;413.0;24.0;720.0
89.0;-899.0;504.0;254.0;55.0;813.0
54.0;-954.0;541.0;212.0;185.0;564.0
217.0;-959.0;452.0;440.0;-14.0;781.0
238.0;-954.0;399.0;545.0;0.0;854.0
276.0;-954.0;453.0;447.0;-53.0;760.0
391.0;-913.0;240.0;191.0;-21.0;707.0
289.0;-950.0;424.0;331.0;-53.0;786.0
289.0;-951.0;427.0;342.0;-35.0;791.0
287.0;-948.0;425.0;342.0;-28.0;790.0
291.0;-952.0;427.0;352.0;-34.0;790.0
292.0;-948.0;429.0;353.0;-57.0;791.0
252.0;-1223.0;436.0;295.0;-3.0;913.0
297.0;-942.0;428.0;373.0;-50.0;790.0
292.0;-943.0;428.0;365.0;-58.0;799.0
137.0;-1006.0;498.0;355.0;-64.0;930.0
283.0;-971.0;418.0;377.0;-44.0;803.0
162.0;-1017.0;516.0;361.0;-14.0;869.0
88.0;-1092.0;533.0;319.0;-35.0;855.0
80.0;-983.0;507.0;380.0;-2.0;895.0
367.0;-938.0;296.0;335.0;14.0;763.0
269.0;-920.0;528.0;277.0;30.0;733.0
306.0;-900.0;609.0;284.0;87.0;774.0
228.0;-836.0;391.0;173.0;87.0;734.0
312.0;-813.0;851.0;208.0;21.0;711.0
196.0;-978.0;406.0;393.0;-67.0;876.0
46.0;-992.0;502.0;445.0;-7.0;923.0
191.0;-982.0;401.0;374.0;-63.0;898.0
138.0;-1005.0;477.0;537.0;-49.0;832.0
199.0;-974.0;399.0;402.0;-47.0;885.0
253.0;-846.0;176.0;168.0;27.0;729.0
168.0;-978.0;489.0;492.0;27.0;761.0
204.0;-974.0;492.0;360.0;124.0;781.0
387.0;-899.0;380.0;415.0;-196.0;821.0
-19.0;-987.0;481.0;462.0;29.0;919.0
-20.0;-977.0;503.0;409.0;39.0;1008.0
107.0;-984.0;512.0;377.0;-59.0;896.0
12.0;-907.0;263.0;898.0;-170.0;747.0
108.0;-991.0;510.0;440.0;-78.0;909.0
167.0;-1014.0;480.0;585.0;58.0;808.0
120.0;-957.0;404.0;570.0;124.0;592.0
160.0;-981.0;484.0;386.0;157.0;805.0
115.0;-989.0;499.0;379.0;-83.0;863.0
142.0;-825.0;1081.0;387.0;55.0;1061.0
196.0;-976.0;400.0;412.0;-43.0;868.0
276.0;-926.0;462.0;525.0;-20.0;868.0
73.0;-893.0;541.0;634.0;306.0;717.0
185.0;-848.0;1126.0;274.0;-6.0;845.0
103.0;-984.0;527.0;408.0;-59.0;900.0
176.0;-985.0;494.0;497.0;-7.0;749.0
195.0;-980.0;401.0;386.0;-41.0;891.0
135.0;-1028.0;503.0;420.0;-50.0;623.0
925.0;-36.0;-295.0;-422.0;-453.0;-357.0
235.0;-941.0;417.0;364.0;129.0;895.0
147.0;-1043.0;493.0;131.0;-12.0;781.0
181.0;-756.0;549.0;344.0;-50.0;1030.0
137.0;-945.0;395.0;83.0;-202.0;656.0
132.0;-910.0;197.0;323.0;-63.0;1091.0
176.0;-975.0;545.0;465.0;-75.0;884.0
218.0;-963.0;409.0;386.0;-85.0;882.0
693.0;-603.0;139.0;198.0;-302.0;352.0
356.0;-962.0;531.0;384.0;39.0;846.0
318.0;-981.0;582.0;161.0;47.0;857.0
238.0;-1039.0;445.0;224.0;86.0;656.0
174.0;-975.0;503.0;462.0;-135.0;874.0
157.0;-975.0;483.0;514.0;31.0;799.0
209.0;-952.0;246.0;434.0;-16.0;982.0
134.0;-960.0;180.0;344.0;138.0;815.0
175.0;-880.0;276.0;410.0;13.0;1045.0
161.0;-981.0;492.0;506.0;-4.0;763.0
161.0;-984.0;524.0;366.0;164.0;875.0
260.0;-946.0;505.0;394.0;129.0;711.0
316.0;-886.0;449.0;252.0;58.0;945.0
242.0;-939.0;435.0;162.0;35.0;961.0
348.0;-1008.0;503.0;456.0;21.0;937.0
612.0;-602.0;596.0;-104.0;-128.0;348.0
75.0;-987.0;510.0;435.0;-29.0;905.0
257.0;-971.0;549.0;407.0;-225.0;814.0
126.0;-994.0;398.0;445.0;-32.0;910.0
481.0;-866.0;928.0;194.0;-44.0;678.0
387.0;-1133.0;297.0;228.0;-47.0;816.0
127.0;-933.0;199.0;372.0;-57.0;773.0
213.0;-1169.0;1090.0;204.0;-352.0;751.0
