Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit RUA gyroY;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
981.0;-156;0;-22.0;-2;-1;1.0;164.0;279;71;372;-2
987.0;-156;-5;6.0;17;3;34.0;175.0;276;72;367;17
967.0;-160;-19;25.0;-23;-11;6.0;365.0;299;66;411;-23
971.0;-156;4;-132.0;-22;0;4.0;259.0;254;66;391;-22
996.0;-166;29;222.0;8;15;115.0;599.0;244;81;353;8
971.0;-157;2;-5.0;21;-3;-63.0;152.0;271;73;377;21
972.0;-157;0;78.0;-34;4;-79.0;129.0;269;70;374;-34
1006.0;-162;0;4.0;-12;-5;-22.0;317.0;273;69;394;-12
969.0;-157;0;0.0;-41;4;-59.0;138.0;269;71;372;-41
758.0;-159;-8;-101.0;-9;35;65.0;385.0;257;72;415;-9
1013.0;-162;2;-56.0;8;0;-33.0;265.0;277;73;390;8
981.0;-171;49;234.0;-141;4;214.0;162.0;355;60;505;-141
997.0;-162;-3;-29.0;2;0;-45.0;269.0;275;72;391;2
1015.0;-166;7;98.0;-43;-19;-129.0;-135.0;220;72;405;-43
820.0;-151;3;63.0;-20;-14;-129.0;-146.0;282;70;390;-20
993.0;-158;-2;-14.0;-29;1;-50.0;165.0;309;70;393;-29
1005.0;-162;-3;-88.0;-24;6;-41.0;241.0;282;68;383;-24
960.0;-157;-4;43.0;-22;0;-54.0;142.0;266;68;378;-22
886.0;-162;-4;-109.0;-27;-1;-110.0;253.0;249;74;403;-27
959.0;-157;3;44.0;-1;-1;-39.0;149.0;270;74;375;-1
968.0;-155;2;19.0;-9;-1;-130.0;261.0;259;66;395;-9
1010.0;-163;47;37.0;19;-16;-5.0;301.0;264;60;387;19
969.0;-157;4;-4.0;0;-1;-50.0;144.0;272;73;376;0
976.0;-157;-1;-7.0;-1;4;-46.0;140.0;269;70;374;-1
985.0;-159;-11;16.0;-20;-7;-112.0;308.0;307;69;376;-20
967.0;-157;4;-27.0;-10;1;-29.0;150.0;273;72;374;-10
966.0;-157;3;44.0;-4;1;-43.0;161.0;273;69;376;-4
999.0;-162;3;-14.0;10;2;-59.0;271.0;283;68;389;10
946.0;-157;2;12.0;16;-1;-33.0;151.0;272;69;378;16
649.0;-163;3;-9.0;16;-1;19.0;65.0;265;71;377;16
957.0;-157;1;10.0;-11;5;-31.0;143.0;270;70;373;-11
989.0;-154;-992;-561.0;-614;-2332;0.0;303.0;62;534;2182;-614
988.0;-158;0;-103.0;1;7;-9.0;320.0;299;68;385;1
981.0;-167;-9;-41.0;4;-33;35.0;246.0;253;75;383;4
969.0;-157;0;-19.0;-19;3;-8.0;150.0;270;67;375;-19
962.0;-157;-5;-12.0;-1;-2;14.0;139.0;265;68;380;-1
1014.0;-161;27;-8.0;-227;-17;44.0;492.0;294;73;394;-227
999.0;-162;-4;25.0;-26;-4;21.0;252.0;277;71;396;-26
989.0;-167;-4;-5.0;-32;-17;39.0;242.0;253;74;380;-32
952.0;-157;4;-8.0;8;-3;23.0;143.0;273;70;377;8
982.0;-162;0;-17.0;-33;-2;3.0;272.0;280;70;394;-33
951.0;-161;-3;206.0;85;-16;243.0;16.0;304;64;361;85
970.0;-167;-2;-35.0;-16;-14;60.0;261.0;256;70;381;-16
991.0;-167;-5;-51.0;-24;-12;20.0;249.0;256;73;383;-24
985.0;-167;-4;-32.0;-22;-17;36.0;237.0;262;76;380;-22
978.0;-167;-1;-19.0;23;-21;2.0;216.0;268;74;378;23
978.0;-162;5;-44.0;31;1;-1.0;261.0;282;73;386;31
977.0;-162;4;-35.0;-33;-5;2.0;261.0;285;67;394;-33
961.0;-99;-536;-19.0;134;-405;-112.0;23.0;29;388;479;134
960.0;-157;-1;-9.0;24;-1;-28.0;139.0;267;72;377;24
985.0;-162;5;-23.0;-37;-6;9.0;260.0;285;67;395;-37
950.0;-157;-2;0.0;-4;4;0.0;150.0;267;68;374;-4
906.0;-163;4;-27.0;11;-5;-35.0;37.0;267;66;381;11
1002.0;-160;-4;66.0;-8;6;-69.0;190.0;307;79;357;-8
840.0;-131;5;559.0;17;0;-104.0;487.0;219;131;839;17
950.0;-157;0;17.0;4;0;-43.0;160.0;268;74;374;4
964.0;-174;1;35.0;4;1;-56.0;163.0;261;71;380;4
975.0;-174;-2;26.0;-9;4;-57.0;156.0;257;73;377;-9
979.0;-174;0;17.0;-16;3;-25.0;154.0;259;71;378;-16
977.0;-174;2;1.0;1;-5;-51.0;163.0;262;70;385;1
987.0;-174;-1;15.0;3;3;-61.0;160.0;259;72;379;3
988.0;-174;1;14.0;30;2;-54.0;162.0;261;71;380;30
1326.0;-174;-27;310.0;28;-75;-253.0;-363.0;232;78;436;28
989.0;-174;-1;19.0;1;-1;-48.0;163.0;259;71;384;1
1196.0;-163;2;-2.0;-25;-1;11.0;133.0;266;66;377;-25
968.0;-174;0;3.0;-28;0;-64.0;151.0;262;67;385;-28
1019.0;-166;7;170.0;-26;3;-313.0;133.0;253;74;393;-26
996.0;-162;1;41.0;-5;4;24.0;279.0;278;71;386;-5
984.0;-174;1;26.0;20;1;-134.0;177.0;253;69;378;20
977.0;-163;-3;1665.0;-14;9;73.0;255.0;298;78;475;-14
955.0;-157;-6;1.0;-20;-1;-28.0;146.0;263;71;377;-20
965.0;-157;-2;7.0;-3;0;-56.0;140.0;268;70;377;-3
1000.0;-163;5;31.0;-20;2;-44.0;88.0;271;72;374;-20
958.0;-157;-3;32.0;-20;0;-43.0;151.0;267;71;377;-20
974.0;-156;46;-169.0;189;-125;-149.0;62.0;299;85;487;189
1025.0;-115;-668;108.0;1273;405;259.0;94.0;23;727;181;1273
970.0;-167;4;-26.0;33;-13;40.0;221.0;272;67;379;33
996.0;-169;-53;112.0;-149;-159;-105.0;278.0;322;107;321;-149
983.0;-167;8;15.0;-34;-2;-30.0;229.0;257;84;370;-34
994.0;-167;4;11.0;40;-8;-29.0;241.0;267;71;379;40
1008.0;-167;-4;20.0;29;-8;-22.0;223.0;267;68;386;29
948.0;-157;2;43.0;-10;-1;-21.0;141.0;272;69;378;-10
991.0;-162;-5;-56.0;-12;-4;3.0;259.0;275;66;396;-12
990.0;-173;-129;-58.0;-43;27;-248.0;360.0;250;81;374;-43
949.0;-165;-49;-70.0;117;122;-134.0;284.0;204;76;393;117
965.0;-157;4;-8.0;-25;1;-37.0;151.0;271;72;375;-25
1187.0;-151;-4;4.0;34;-6;-46.0;-155.0;273;67;390;34
989.0;-167;-91;213.0;-21;38;22.0;-312.0;250;80;389;-21
1005.0;-162;10;14.0;30;-10;3.0;262.0;287;74;393;30
1002.0;-154;-7;735.0;-41;-44;-35.0;297.0;245;66;392;-41
990.0;-167;0;32.0;29;2;-57.0;229.0;258;69;384;29
975.0;-167;-5;75.0;23;-6;-18.0;211.0;266;73;385;23
984.0;-156;12;-5.0;37;11;-188.0;230.0;277;69;401;37
964.0;-174;-6;23.0;4;5;-193.0;174.0;247;70;376;4
999.0;-162;-6;20.0;-15;0;44.0;259.0;270;71;391;-15
803.0;-174;-2;125.0;-14;-32;-140.0;167.0;229;73;392;-14
961.0;-157;0;5.0;-16;-1;-49.0;141.0;269;67;380;-16
970.0;-157;-4;7.0;-7;-1;-22.0;140.0;265;68;380;-7
969.0;-157;-1;-9.0;-27;0;-18.0;145.0;268;68;378;-27
959.0;-157;-1;5.0;-2;1;-22.0;152.0;268;68;378;-2
978.0;-155;-2;174.0;9;-2;-87.0;300.0;259;79;442;9
963.0;-157;0;-11.0;-12;0;-33.0;150.0;268;70;378;-12
967.0;-167;2;-52.0;-8;0;65.0;247.0;257;78;375;-8
990.0;-150;36;-374.0;495;39;-1.0;253.0;362;107;610;495
970.0;-167;6;-36.0;-13;7;27.0;254.0;249;79;374;-13
972.0;-157;7;-10.0;-33;-2;-36.0;151.0;274;70;378;-33
979.0;-157;5;-6.0;-31;-2;-12.0;146.0;273;71;378;-31
968.0;-167;6;12.0;-29;7;-2.0;237.0;249;77;376;-29
988.0;-165;17;60.0;-70;-32;543.0;202.0;239;75;398;-70
438.0;-162;-123;640.0;-19;-120;229.0;-273.0;112;43;383;-19
959.0;-157;-6;37.0;-9;3;-9.0;151.0;261;73;377;-9
986.0;-162;-8;71.0;-42;-1;258.0;228.0;271;73;388;-42
979.0;-159;7;-83.0;10;1;4.0;178.0;320;78;358;10
986.0;-180;-101;-89.0;-41;-266;255.0;-27.0;268;140;393;-41
992.0;-157;1;-66.0;-5;-4;34.0;129.0;338;64;387;-5
998.0;-172;-123;185.0;-235;237;6.0;116.0;382;46;479;-235
942.0;-157;-2;52.0;-52;-1;-28.0;141.0;267;67;380;-52
970.0;-163;-1;-626.0;28;-2;-443.0;82.0;260;73;379;28
967.0;-161;1;-206.0;18;5;-161.0;319.0;279;66;372;18
1000.0;-163;13;-456.0;-15;12;255.0;191.0;262;78;377;-15
970.0;-159;9;30.0;-21;5;-25.0;140.0;303;70;365;-21
982.0;-159;2;-77.0;-18;2;-103.0;199.0;306;69;366;-18
972.0;-163;-3;-58.0;-12;-6;20.0;62.0;258;72;376;-12
992.0;-157;-40;-129.0;5;30;121.0;200.0;269;70;373;5
964.0;-151;0;258.0;359;25;-284.0;-238.0;334;-13;461;359
954.0;-159;-12;-211.0;32;6;-139.0;19.0;323;64;399;32
994.0;-157;-8;-280.0;10;7;108.0;148.0;264;71;383;10
982.0;-162;-2;-239.0;-18;5;-44.0;241.0;283;69;384;-18
987.0;-156;2;-178.0;-15;-5;289.0;241.0;295;68;391;-15
