InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit RUA magneticY
-83.0;237.0;247.0;462.0;10;500.0;86.0;-12;175.0;-15;-433.0
119.0;307.0;235.0;532.0;13;397.0;63.0;-7;431.0;-24;-532.0
114.0;309.0;236.0;533.0;13;407.0;62.0;-7;427.0;-24;-537.0
107.0;308.0;237.0;530.0;14;414.0;61.0;-7;421.0;-24;-537.0
179.0;294.0;270.0;504.0;15;409.0;53.0;-7;477.0;-23;-534.0
421.0;-364.0;371.0;619.0;27;-702.0;-151.0;-7;-150.0;-24;-458.0
34.0;193.0;-51.0;473.0;31;66.0;103.0;-1;91.0;-45;-150.0
11.0;193.0;-64.0;459.0;31;88.0;114.0;-1;109.0;-48;-137.0
128.0;69.0;291.0;463.0;113;251.0;-99.0;-7;347.0;-23;-446.0
-212.0;289.0;-136.0;385.0;6;431.0;296.0;-12;-22.0;-61;11.0
-207.0;308.0;-144.0;370.0;6;457.0;314.0;-12;-20.0;-54;10.0
-209.0;326.0;-144.0;349.0;6;484.0;346.0;-8;-23.0;-46;8.0
-225.0;335.0;-143.0;325.0;6;504.0;386.0;-11;-41.0;-39;6.0
-266.0;294.0;-216.0;262.0;36;706.0;250.0;-9;30.0;-25;-74.0
-252.0;289.0;-213.0;276.0;44;690.0;249.0;-9;57.0;-25;-80.0
250.0;389.0;206.0;487.0;41;180.0;211.0;18;605.0;-50;-449.0
191.0;293.0;273.0;506.0;15;397.0;53.0;-7;495.0;-23;-538.0
204.0;297.0;275.0;509.0;15;386.0;52.0;-7;509.0;-23;-542.0
239.0;334.0;230.0;488.0;154;258.0;94.0;-7;576.0;-10;-514.0
191.0;315.0;285.0;501.0;16;386.0;76.0;-7;496.0;-23;-553.0
184.0;316.0;291.0;499.0;16;400.0;75.0;-7;485.0;-23;-555.0
-132.0;227.0;213.0;381.0;48;587.0;60.0;-2;125.0;-31;-412.0
-141.0;225.0;222.0;377.0;42;587.0;57.0;-2;119.0;-31;-414.0
-143.0;227.0;231.0;384.0;39;584.0;56.0;-2;118.0;-31;-416.0
-134.0;234.0;233.0;398.0;44;563.0;59.0;-2;131.0;-31;-417.0
-123.0;245.0;237.0;420.0;46;543.0;64.0;-2;143.0;-31;-419.0
-108.0;261.0;246.0;450.0;46;523.0;75.0;-2;158.0;-31;-414.0
177.0;318.0;292.0;496.0;16;414.0;75.0;-7;475.0;-24;-559.0
173.0;317.0;292.0;493.0;16;423.0;71.0;-7;469.0;-24;-556.0
177.0;313.0;298.0;493.0;16;435.0;74.0;-7;466.0;-24;-556.0
162.0;297.0;284.0;555.0;15;332.0;113.0;-2;440.0;-31;-430.0
-260.0;119.0;-167.0;215.0;33;491.0;260.0;-8;47.0;-29;-2.0
188.0;310.0;306.0;494.0;16;446.0;75.0;-7;461.0;-24;-551.0
187.0;305.0;313.0;502.0;16;447.0;68.0;-7;461.0;-23;-557.0
197.0;298.0;324.0;509.0;16;433.0;56.0;-7;468.0;-23;-563.0
-225.0;18.0;-133.0;245.0;65;427.0;21.0;-8;86.0;-28;-206.0
128.0;67.0;292.0;468.0;113;248.0;-68.0;-7;344.0;-23;-439.0
515.0;794.0;149.0;57.0;153;164.0;565.0;40;559.0;-78;-449.0
-296.0;291.0;-152.0;180.0;-5;533.0;346.0;-26;-164.0;44;11.0
249.0;647.0;-139.0;-712.0;189;403.0;646.0;81;-105.0;-49;28.0
513.0;597.0;12.0;-556.0;-157;307.0;406.0;9;234.0;-41;-214.0
527.0;590.0;26.0;-540.0;-202;310.0;374.0;17;251.0;-48;-242.0
541.0;580.0;38.0;-520.0;-145;320.0;344.0;16;272.0;-51;-266.0
-109.0;227.0;246.0;437.0;11;510.0;87.0;-12;155.0;-16;-420.0
242.0;349.0;247.0;513.0;17;172.0;184.0;3;541.0;-53;-402.0
70.0;280.0;68.0;398.0;36;-55.0;-28.0;-6;412.0;-25;-356.0
553.0;568.0;44.0;-502.0;-207;332.0;321.0;18;290.0;-52;-284.0
-278.0;282.0;-167.0;206.0;-5;496.0;330.0;-28;-121.0;41;15.0
-284.0;315.0;-282.0;84.0;115;751.0;290.0;-4;-57.0;-25;-20.0
246.0;332.0;291.0;481.0;17;379.0;97.0;-7;548.0;-24;-545.0
-133.0;1052.0;-244.0;-148.0;-7;1143.0;922.0;-16;-86.0;-28;-249.0
-69.0;793.0;-90.0;17.0;33;877.0;604.0;-27;62.0;7;-291.0
246.0;333.0;292.0;481.0;16;386.0;97.0;-7;542.0;-24;-546.0
243.0;336.0;292.0;479.0;15;398.0;99.0;-7;538.0;-24;-546.0
236.0;339.0;292.0;476.0;15;407.0;100.0;-7;530.0;-24;-547.0
232.0;341.0;294.0;473.0;16;415.0;99.0;-7;520.0;-23;-548.0
237.0;334.0;293.0;466.0;16;435.0;99.0;-7;526.0;-24;-540.0
240.0;329.0;303.0;475.0;16;437.0;98.0;-7;527.0;-24;-543.0
249.0;322.0;312.0;484.0;16;435.0;87.0;-7;527.0;-24;-546.0
-207.0;239.0;-193.0;336.0;-5;342.0;202.0;-48;40.0;-8;4.0
-200.0;230.0;-197.0;356.0;-6;319.0;176.0;-34;49.0;-22;8.0
552.0;484.0;291.0;-369.0;-163;152.0;272.0;-49;246.0;-20;-384.0
448.0;525.0;45.0;-536.0;-51;189.0;422.0;20;247.0;-69;-46.0
450.0;524.0;51.0;-535.0;-51;189.0;430.0;26;240.0;-79;-39.0
448.0;522.0;54.0;-539.0;-50;181.0;434.0;25;228.0;-77;-35.0
445.0;517.0;61.0;-543.0;-50;181.0;437.0;23;206.0;-74;-34.0
442.0;514.0;65.0;-546.0;-50;175.0;443.0;16;186.0;-72;-34.0
441.0;506.0;65.0;-545.0;-49;176.0;447.0;14;165.0;-72;-34.0
-150.0;482.0;-251.0;-252.0;-32;515.0;508.0;-61;-320.0;-21;134.0
129.0;61.0;294.0;466.0;113;247.0;-34.0;-7;347.0;-23;-431.0
127.0;58.0;295.0;466.0;113;243.0;-15.0;-7;349.0;-23;-424.0
444.0;502.0;65.0;-542.0;-49;168.0;451.0;13;157.0;-72;-40.0
439.0;496.0;70.0;-540.0;-49;151.0;444.0;0;150.0;-68;-47.0
432.0;493.0;84.0;-541.0;-49;148.0;432.0;-10;128.0;-60;-66.0
439.0;497.0;107.0;-533.0;-49;137.0;415.0;-43;110.0;-53;-92.0
469.0;500.0;143.0;-505.0;-50;115.0;403.0;-88;140.0;-46;-134.0
513.0;496.0;175.0;-461.0;-49;90.0;392.0;-169;213.0;-39;-172.0
-159.0;492.0;-276.0;-257.0;-26;566.0;541.0;-62;-313.0;-21;163.0
128.0;58.0;296.0;470.0;113;240.0;-3.0;-7;348.0;-23;-419.0
129.0;57.0;294.0;468.0;113;239.0;3.0;-7;351.0;-23;-415.0
132.0;56.0;295.0;471.0;113;236.0;5.0;-7;352.0;-23;-414.0
124.0;317.0;137.0;573.0;67;217.0;270.0;9;417.0;-88;-366.0
131.0;54.0;294.0;472.0;113;232.0;0.0;-7;352.0;-23;-414.0
132.0;55.0;294.0;472.0;113;229.0;-1.0;-8;353.0;-23;-414.0
131.0;52.0;292.0;471.0;113;226.0;4.0;-8;352.0;-23;-412.0
41.0;48.0;207.0;491.0;113;252.0;198.0;-7;278.0;-23;-249.0
168.0;225.0;157.0;484.0;67;76.0;32.0;-129;476.0;-33;-404.0
38.0;48.0;206.0;489.0;113;257.0;199.0;-7;276.0;-23;-253.0
50.0;45.0;218.0;491.0;113;261.0;160.0;-7;295.0;-23;-291.0
91.0;34.0;260.0;501.0;113;215.0;48.0;-7;331.0;-23;-365.0
93.0;33.0;258.0;501.0;113;216.0;59.0;-8;332.0;-23;-360.0
91.0;36.0;259.0;500.0;113;218.0;65.0;-8;334.0;-23;-353.0
93.0;37.0;260.0;502.0;113;217.0;63.0;-8;333.0;-23;-355.0
91.0;36.0;260.0;500.0;113;217.0;61.0;-8;333.0;-23;-357.0
91.0;36.0;261.0;500.0;113;217.0;56.0;-8;334.0;-23;-360.0
90.0;35.0;258.0;500.0;113;219.0;55.0;-8;330.0;-23;-362.0
92.0;34.0;261.0;499.0;113;218.0;57.0;-8;331.0;-23;-361.0
96.0;42.0;266.0;501.0;113;215.0;45.0;-8;335.0;-24;-368.0
99.0;39.0;269.0;500.0;113;215.0;36.0;-7;337.0;-25;-374.0
102.0;42.0;272.0;500.0;113;214.0;37.0;-6;340.0;-26;-374.0
107.0;44.0;275.0;499.0;113;213.0;34.0;-5;345.0;-27;-375.0
112.0;47.0;279.0;498.0;113;213.0;21.0;-4;350.0;-29;-382.0
119.0;46.0;282.0;499.0;113;212.0;8.0;-4;356.0;-29;-391.0
265.0;919.0;-310.0;-656.0;-147;846.0;-255.0;-143;713.0;-26;-348.0
187.0;902.0;-282.0;-648.0;-145;946.0;-313.0;-142;608.0;-26;-330.0
100.0;853.0;-4.0;-73.0;68;837.0;665.0;-16;184.0;-26;-328.0
114.0;845.0;-15.0;-81.0;67;846.0;653.0;-16;205.0;-26;-354.0
110.0;318.0;249.0;521.0;13;420.0;66.0;-7;418.0;-24;-545.0
149.0;261.0;309.0;515.0;16;329.0;25.0;-7;486.0;-24;-555.0
580.0;496.0;356.0;-9.0;-78;254.0;326.0;8;599.0;-72;-428.0
480.0;386.0;437.0;98.0;-219;353.0;168.0;-82;416.0;4;-541.0
554.0;516.0;338.0;-37.0;-78;336.0;377.0;-13;563.0;-63;-413.0
225.0;108.0;323.0;440.0;103;399.0;-123.0;-3;442.0;-24;-438.0
220.0;112.0;316.0;438.0;103;396.0;-112.0;-3;438.0;-24;-429.0
213.0;114.0;309.0;436.0;102;389.0;-97.0;-3;434.0;-24;-417.0
228.0;768.0;141.0;-34.0;100;756.0;600.0;-116;246.0;-35;-461.0
106.0;49.0;284.0;493.0;83;326.0;85.0;-3;330.0;-24;-331.0
92.0;31.0;294.0;500.0;88;325.0;96.0;-3;315.0;-24;-330.0
157.0;318.0;-101.0;-344.0;-164;75.0;76.0;25;-65.0;-69;47.0
-231.0;531.0;-541.0;-92.0;6;637.0;753.0;-51;-157.0;-39;381.0
-233.0;553.0;-431.0;29.0;17;597.0;516.0;-6;-56.0;-75;154.0
-275.0;554.0;-419.0;55.0;17;585.0;512.0;5;-85.0;-59;145.0
128.0;830.0;-12.0;-83.0;77;843.0;634.0;-16;216.0;-26;-379.0
140.0;823.0;-5.0;-85.0;94;844.0;620.0;-16;235.0;-24;-396.0
351.0;908.0;4.0;-89.0;125;819.0;711.0;-15;437.0;-29;-313.0
127.0;49.0;286.0;493.0;113;210.0;-7.0;-4;362.0;-29;-398.0
612.0;-18.0;479.0;179.0;135;-255.0;-540.0;18;-166.0;-73;-982.0
621.0;439.0;410.0;48.0;182;75.0;150.0;-179;645.0;-56;-540.0
559.0;461.0;400.0;11.0;168;55.0;138.0;-4;508.0;-21;-473.0
647.0;415.0;484.0;118.0;139;81.0;158.0;12;681.0;-34;-551.0
369.0;521.0;108.0;-577.0;-173;318.0;454.0;-57;62.0;-13;-127.0
381.0;523.0;111.0;-571.0;-208;343.0;472.0;-56;110.0;-16;-130.0
443.0;540.0;167.0;-529.0;150;362.0;502.0;-87;307.0;-56;-148.0
-185.0;458.0;-282.0;141.0;11;823.0;497.0;-25;-7.0;-28;56.0
456.0;539.0;177.0;-520.0;157;358.0;507.0;-91;311.0;-55;-165.0
471.0;540.0;184.0;-508.0;147;346.0;506.0;-121;308.0;-52;-181.0
483.0;535.0;193.0;-489.0;151;339.0;507.0;-140;294.0;-49;-203.0
427.0;474.0;267.0;68.0;113;607.0;211.0;1;570.0;-30;-667.0
-378.0;403.0;-436.0;-190.0;54;607.0;594.0;-11;-351.0;-8;312.0
-507.0;469.0;-537.0;-70.0;14;782.0;614.0;-4;-343.0;-25;303.0
417.0;475.0;264.0;70.0;112;602.0;214.0;-1;563.0;-25;-670.0
-245.0;384.0;-444.0;-89.0;15;994.0;374.0;-7;4.0;-58;144.0
407.0;477.0;259.0;73.0;110;596.0;222.0;-3;561.0;-21;-666.0
400.0;479.0;252.0;76.0;109;589.0;235.0;-4;555.0;-19;-663.0
395.0;524.0;242.0;93.0;109;576.0;289.0;10;581.0;-49;-636.0
402.0;530.0;247.0;91.0;109;583.0;294.0;10;595.0;-49;-636.0
393.0;382.0;362.0;280.0;217;395.0;94.0;-14;509.0;-41;-614.0
180.0;565.0;83.0;470.0;61;483.0;364.0;-10;519.0;-41;-508.0
495.0;624.0;-19.0;-567.0;105;341.0;449.0;-161;211.0;-29;-84.0
504.0;529.0;197.0;-467.0;146;304.0;507.0;-144;295.0;-49;-227.0
528.0;522.0;204.0;-434.0;144;259.0;497.0;-171;303.0;-42;-257.0
539.0;524.0;214.0;-407.0;144;231.0;477.0;-165;318.0;-40;-289.0
369.0;377.0;387.0;266.0;-133;463.0;102.0;-14;472.0;-41;-615.0
544.0;527.0;228.0;-392.0;144;205.0;452.0;-198;326.0;-37;-318.0
-48.0;813.0;-83.0;49.0;32;877.0;609.0;-27;106.0;1;-276.0
-23.0;824.0;-80.0;74.0;32;857.0;617.0;-25;142.0;-11;-269.0
8.0;839.0;-84.0;97.0;32;846.0;622.0;-21;188.0;-21;-277.0
42.0;842.0;-79.0;117.0;32;828.0;621.0;-13;239.0;-35;-285.0
81.0;844.0;-80.0;132.0;32;816.0;622.0;-5;288.0;-46;-297.0
563.0;525.0;250.0;-358.0;140;170.0;428.0;-103;344.0;-28;-353.0
588.0;522.0;271.0;-309.0;137;140.0;411.0;33;382.0;-23;-379.0
468.0;613.0;-13.0;-580.0;68;359.0;430.0;-207;187.0;-27;-92.0
-322.0;547.0;-429.0;-3.0;16;755.0;332.0;-2;72.0;-48;-152.0
84.0;268.0;50.0;201.0;80;449.0;-353.0;-4;371.0;-31;-540.0
-246.0;226.0;-340.0;42.0;2;508.0;512.0;-13;63.0;-32;211.0
87.0;250.0;67.0;215.0;80;439.0;-343.0;-4;378.0;-31;-529.0
206.0;856.0;-215.0;-655.0;-67;645.0;101.0;-138;-84.0;-34;-495.0
54.0;185.0;72.0;289.0;39;402.0;-301.0;-4;346.0;-32;-528.0
70.0;889.0;-158.0;-30.0;120;846.0;781.0;-13;265.0;-14;-119.0
41.0;217.0;17.0;261.0;39;411.0;-301.0;-3;337.0;-34;-514.0
13.0;224.0;-25.0;231.0;39;441.0;-301.0;-3;306.0;-34;-510.0
10.0;224.0;-30.0;224.0;39;443.0;-303.0;-3;299.0;-34;-511.0
6.0;224.0;-33.0;221.0;39;449.0;-302.0;-4;294.0;-33;-512.0
1.0;224.0;-35.0;219.0;39;452.0;-299.0;-4;288.0;-33;-512.0
92.0;283.0;239.0;530.0;16;400.0;-20.0;-7;446.0;-24;-532.0
94.0;285.0;239.0;530.0;16;403.0;-17.0;-7;447.0;-24;-531.0
117.0;308.0;254.0;522.0;16;391.0;19.0;-7;466.0;-24;-535.0
132.0;303.0;273.0;523.0;16;370.0;9.0;-7;482.0;-24;-553.0
135.0;301.0;274.0;523.0;16;367.0;9.0;-7;484.0;-24;-554.0
141.0;304.0;276.0;523.0;16;364.0;12.0;-7;489.0;-24;-557.0
-311.0;330.0;-106.0;144.0;-28;545.0;350.0;-25;-200.0;-9;-55.0
-238.0;356.0;-75.0;262.0;32;639.0;386.0;-25;-137.0;-22;-78.0
145.0;305.0;276.0;521.0;16;359.0;14.0;-7;492.0;-24;-555.0
146.0;305.0;276.0;524.0;16;358.0;14.0;-7;493.0;-24;-554.0
161.0;304.0;283.0;515.0;16;364.0;12.0;-7;505.0;-24;-556.0
-246.0;351.0;-425.0;-91.0;72;773.0;449.0;-5;220.0;-33;173.0
107.0;273.0;263.0;539.0;16;299.0;-6.0;-8;428.0;-24;-534.0
-291.0;253.0;-235.0;184.0;17;539.0;365.0;-10;-29.0;-34;85.0
96.0;275.0;260.0;538.0;17;318.0;5.0;-8;418.0;-24;-533.0
91.0;280.0;258.0;535.0;17;349.0;18.0;-8;403.0;-24;-534.0
236.0;766.0;139.0;-28.0;-190;747.0;604.0;-119;252.0;-35;-440.0
83.0;303.0;270.0;521.0;14;450.0;36.0;-7;383.0;-24;-578.0
91.0;308.0;265.0;519.0;14;448.0;40.0;-7;392.0;-24;-572.0
97.0;312.0;260.0;520.0;13;441.0;47.0;-7;400.0;-24;-565.0
265.0;281.0;366.0;476.0;2;320.0;134.0;-8;530.0;-31;-492.0
-90.0;231.0;302.0;444.0;27;405.0;140.0;-2;177.0;-33;-452.0
246.0;770.0;142.0;-23.0;-182;741.0;613.0;-121;262.0;-35;-421.0
-85.0;247.0;311.0;460.0;41;382.0;152.0;-2;176.0;-33;-452.0
335.0;771.0;144.0;8.0;-94;671.0;675.0;-120;385.0;-36;-333.0
-65.0;266.0;310.0;484.0;51;357.0;165.0;-2;188.0;-33;-457.0
-35.0;290.0;301.0;506.0;60;340.0;175.0;-3;223.0;-33;-466.0
19.0;308.0;302.0;533.0;64;318.0;185.0;-3;276.0;-33;-462.0
-43.0;702.0;-234.0;8.0;-11;954.0;681.0;-12;137.0;-71;5.0
-256.0;327.0;34.0;399.0;77;479.0;305.0;-8;-42.0;-33;-251.0
478.0;615.0;147.0;86.0;-97;349.0;525.0;-151;620.0;-60;-327.0
102.0;316.0;257.0;522.0;13;433.0;55.0;-7;409.0;-24;-555.0
-269.0;531.0;-379.0;-116.0;-2;790.0;627.0;-22;11.0;-12;99.0
-257.0;327.0;-72.0;195.0;-112;179.0;185.0;-29;-130.0;-32;-41.0
-237.0;331.0;-60.0;212.0;-134;188.0;175.0;-29;-98.0;-32;-53.0
-248.0;537.0;-388.0;-118.0;-3;764.0;625.0;-22;70.0;-14;106.0
-156.0;401.0;-34.0;49.0;-110;120.0;396.0;-47;-263.0;-33;-97.0
-340.0;769.0;-698.0;-357.0;6;467.0;891.0;-16;325.0;-24;196.0
-234.0;287.0;-5.0;363.0;82;494.0;68.0;-12;29.0;-14;-468.0
-204.0;551.0;-574.0;-376.0;-107;782.0;662.0;-76;120.0;-50;431.0
123.0;309.0;235.0;534.0;13;389.0;65.0;-7;437.0;-24;-530.0
418.0;522.0;91.0;-543.0;-40;224.0;561.0;83;92.0;-33;-75.0
424.0;515.0;84.0;-547.0;-27;251.0;565.0;24;130.0;-51;-45.0
416.0;516.0;91.0;-559.0;-20;268.0;543.0;-161;137.0;-67;-43.0
409.0;515.0;96.0;-564.0;-19;268.0;526.0;-38;138.0;-82;-47.0
-274.0;621.0;-482.0;-577.0;-108;690.0;-53.0;-69;81.0;-37;0.0
181.0;556.0;3.0;-121.0;55;521.0;361.0;-10;816.0;-41;-456.0
589.0;524.0;217.0;-327.0;-154;156.0;441.0;-179;355.0;-36;-352.0
374.0;888.0;-96.0;-250.0;145;805.0;434.0;-5;375.0;-25;-388.0
379.0;869.0;-98.0;-255.0;149;802.0;410.0;-5;362.0;-25;-425.0
334.0;936.0;-124.0;-351.0;122;1095.0;602.0;1;367.0;-27;-490.0
127.0;73.0;290.0;462.0;113;252.0;-126.0;-7;347.0;-23;-454.0
6.0;-19.0;276.0;619.0;82;181.0;-191.0;-10;291.0;-12;-569.0
-16.0;-169.0;291.0;611.0;83;261.0;-130.0;-9;263.0;-12;-549.0
-215.0;239.0;-121.0;414.0;6;368.0;278.0;-24;2.0;-70;2.0
-215.0;262.0;-125.0;398.0;6;400.0;288.0;0;-6.0;-67;4.0
-305.0;295.0;-227.0;239.0;29;721.0;249.0;-9;-39.0;-25;-65.0
183.0;300.0;324.0;521.0;16;355.0;9.0;-7;519.0;-24;-573.0
-285.0;294.0;-222.0;250.0;31;714.0;250.0;-9;-4.0;-25;-70.0
171.0;302.0;316.0;528.0;16;360.0;9.0;-7;516.0;-24;-567.0
169.0;301.0;314.0;529.0;16;360.0;9.0;-7;514.0;-24;-564.0
423.0;515.0;85.0;-554.0;-24;257.0;556.0;-211;136.0;-64;-38.0
166.0;299.0;313.0;529.0;16;360.0;9.0;-7;512.0;-24;-562.0
126.0;-61.0;242.0;416.0;113;311.0;-107.0;-8;352.0;-23;-436.0
167.0;300.0;313.0;528.0;16;362.0;6.0;-7;512.0;-24;-562.0
424.0;526.0;100.0;-532.0;-49;205.0;550.0;-182;83.0;-22;-104.0
560.0;527.0;179.0;-381.0;-48;123.0;487.0;-182;304.0;-35;-259.0
573.0;527.0;193.0;-362.0;-62;123.0;474.0;-178;328.0;-36;-285.0
576.0;527.0;201.0;-349.0;-79;131.0;464.0;-178;338.0;-36;-311.0
582.0;526.0;210.0;-337.0;-94;143.0;453.0;-180;344.0;-36;-334.0
167.0;298.0;310.0;527.0;16;362.0;9.0;-7;512.0;-24;-561.0
-177.0;416.0;-55.0;36.0;-110;134.0;421.0;-48;-294.0;-34;-76.0
182.0;301.0;325.0;523.0;16;356.0;8.0;-7;517.0;-24;-573.0
156.0;-301.0;287.0;391.0;80;279.0;69.0;-5;463.0;-31;-430.0
198.0;298.0;310.0;521.0;16;356.0;16.0;-7;530.0;-24;-570.0
-215.0;765.0;-538.0;-611.0;-38;983.0;851.0;-142;-11.0;-28;345.0
197.0;296.0;310.0;522.0;16;355.0;15.0;-7;529.0;-24;-570.0
166.0;297.0;313.0;528.0;16;361.0;7.0;-7;511.0;-24;-563.0
167.0;298.0;312.0;525.0;16;362.0;8.0;-7;511.0;-24;-563.0
199.0;296.0;310.0;520.0;16;355.0;12.0;-7;528.0;-24;-570.0
-316.0;532.0;-374.0;-109.0;-2;817.0;626.0;-31;-145.0;-9;101.0
-319.0;558.0;-488.0;-177.0;18;982.0;723.0;-42;-295.0;-17;327.0
331.0;346.0;276.0;459.0;168;194.0;84.0;-6;654.0;-12;-558.0
195.0;295.0;311.0;521.0;16;357.0;12.0;-7;525.0;-24;-570.0
167.0;302.0;321.0;518.0;16;368.0;5.0;-7;505.0;-24;-567.0
-278.0;108.0;-177.0;190.0;32;524.0;300.0;-7;5.0;-29;34.0
729.0;461.0;368.0;-407.0;-168;316.0;435.0;-20;409.0;-28;-417.0
210.0;289.0;328.0;511.0;16;406.0;43.0;-7;485.0;-23;-571.0
223.0;282.0;336.0;514.0;16;376.0;27.0;-7;511.0;-23;-581.0
195.0;296.0;309.0;521.0;16;359.0;12.0;-7;524.0;-24;-571.0
-349.0;-261.0;-249.0;445.0;31;371.0;-72.0;-10;1.0;-35;-95.0
193.0;300.0;308.0;522.0;16;361.0;16.0;-7;522.0;-24;-568.0
489.0;638.0;142.0;67.0;-100;362.0;554.0;-151;639.0;-50;-317.0
190.0;298.0;308.0;521.0;16;361.0;15.0;-7;519.0;-24;-566.0
-93.0;166.0;-278.0;281.0;33;13.0;233.0;-2;104.0;-36;-65.0
-114.0;146.0;-271.0;273.0;33;31.0;232.0;-2;87.0;-36;-66.0
-129.0;129.0;-264.0;268.0;34;45.0;223.0;-2;81.0;-34;-71.0
-145.0;122.0;-258.0;261.0;34;54.0;206.0;-2;82.0;-33;-80.0
180.0;53.0;286.0;378.0;73;301.0;-233.0;-8;445.0;-24;-477.0
176.0;296.0;308.0;517.0;16;382.0;5.0;-7;499.0;-24;-571.0
179.0;294.0;311.0;519.0;16;378.0;4.0;-7;503.0;-24;-571.0
-158.0;108.0;-249.0;255.0;34;66.0;187.0;-2;85.0;-34;-96.0
478.0;613.0;-29.0;-594.0;-200;315.0;487.0;7;184.0;-33;-147.0
167.0;300.0;322.0;522.0;16;364.0;7.0;-7;506.0;-24;-569.0
169.0;299.0;321.0;523.0;16;358.0;6.0;-7;509.0;-24;-569.0
173.0;298.0;325.0;524.0;16;354.0;5.0;-7;512.0;-24;-572.0
493.0;608.0;-8.0;-575.0;-186;310.0;444.0;7;208.0;-36;-181.0
-136.0;819.0;-245.0;-45.0;-10;997.0;830.0;-21;-36.0;-50;-21.0
-195.0;876.0;-293.0;-67.0;79;738.0;873.0;-2;-79.0;-27;26.0
183.0;294.0;313.0;518.0;16;376.0;3.0;-7;507.0;-24;-573.0
162.0;60.0;270.0;371.0;72;286.0;-235.0;-8;434.0;-24;-469.0
144.0;66.0;258.0;375.0;73;286.0;-239.0;-8;419.0;-24;-462.0
165.0;298.0;310.0;527.0;16;361.0;9.0;-7;513.0;-24;-564.0
359.0;765.0;145.0;10.0;-97;651.0;685.0;-106;417.0;-36;-319.0
-319.0;319.0;15.0;332.0;76;499.0;312.0;-8;-118.0;-30;-240.0
126.0;69.0;246.0;379.0;73;293.0;-245.0;-8;401.0;-24;-453.0
28.0;56.0;151.0;434.0;69;279.0;-321.0;-31;298.0;-21;-408.0
198.0;284.0;342.0;510.0;17;424.0;51.0;-8;482.0;-23;-591.0
190.0;292.0;338.0;504.0;18;439.0;61.0;-8;472.0;-23;-586.0
312.0;294.0;377.0;478.0;1;289.0;143.0;-8;564.0;-28;-496.0
297.0;352.0;253.0;519.0;17;107.0;172.0;7;579.0;-64;-434.0
-232.0;410.0;-216.0;140.0;124;1059.0;265.0;-12;559.0;-37;-127.0
-200.0;219.0;-199.0;365.0;-5;298.0;149.0;-25;48.0;-32;4.0
-223.0;163.0;-74.0;288.0;-46;447.0;-24.0;17;-71.0;-27;-123.0
549.0;515.0;154.0;-259.0;-6;-34.0;154.0;3;547.0;-34;-374.0
180.0;293.0;303.0;523.0;16;354.0;1.0;-7;521.0;-24;-569.0
174.0;292.0;301.0;523.0;16;356.0;2.0;-7;515.0;-24;-571.0
526.0;546.0;-27.0;-299.0;21;-28.0;381.0;-3;541.0;-30;-101.0
-225.0;512.0;-616.0;-696.0;-138;423.0;724.0;-89;-484.0;-27;580.0
-674.0;810.0;-687.0;-553.0;98;760.0;932.0;-76;-631.0;-37;487.0
78.0;298.0;275.0;522.0;14;456.0;32.0;-7;377.0;-24;-582.0
77.0;294.0;277.0;525.0;14;460.0;29.0;-7;376.0;-24;-585.0
76.0;290.0;277.0;529.0;14;461.0;30.0;-7;374.0;-24;-583.0
79.0;286.0;280.0;532.0;14;457.0;26.0;-7;380.0;-24;-583.0
-210.0;162.0;-60.0;293.0;-154;428.0;-9.0;16;-51.0;-25;-126.0
167.0;299.0;311.0;527.0;16;362.0;9.0;-7;513.0;-24;-564.0
170.0;303.0;311.0;524.0;16;363.0;15.0;-7;514.0;-24;-564.0
-194.0;160.0;-49.0;312.0;-177;416.0;-6.0;15;-25.0;-25;-145.0
169.0;294.0;302.0;523.0;16;358.0;2.0;-7;513.0;-24;-571.0
164.0;294.0;302.0;522.0;16;359.0;3.0;-7;510.0;-24;-568.0
163.0;297.0;301.0;522.0;16;362.0;7.0;-7;508.0;-24;-568.0
160.0;300.0;296.0;521.0;16;362.0;12.0;-7;505.0;-24;-565.0
159.0;302.0;295.0;520.0;16;363.0;12.0;-7;505.0;-24;-563.0
172.0;304.0;310.0;523.0;16;362.0;16.0;-7;516.0;-24;-563.0
159.0;320.0;153.0;580.0;67;151.0;264.0;9;452.0;-87;-378.0
208.0;895.0;15.0;-60.0;66;852.0;720.0;-15;241.0;-27;-292.0
161.0;302.0;291.0;519.0;16;363.0;12.0;-7;508.0;-24;-560.0
162.0;304.0;289.0;519.0;16;365.0;14.0;-7;506.0;-24;-559.0
162.0;305.0;290.0;517.0;16;367.0;15.0;-7;506.0;-24;-559.0
174.0;304.0;313.0;523.0;16;366.0;14.0;-7;515.0;-24;-564.0
175.0;305.0;314.0;522.0;16;367.0;14.0;-7;520.0;-24;-566.0
220.0;766.0;149.0;-35.0;169;792.0;595.0;-103;254.0;-35;-523.0
106.0;894.0;7.0;-67.0;40;839.0;718.0;-16;165.0;-27;-290.0
