Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit RUA gyroY;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
959.0;-163;-88;-1.0;-83;69;107.0;304.0;255;61;374;-83
844.0;158;34;-241.0;1168;2283;163.0;526.0;818;720;2145;1168
1079.0;-163;-21;-81.0;25;-52;-80.0;125.0;305;74;433;25
1005.0;-163;-29;-487.0;-237;-40;-356.0;270.0;314;-10;460;-237
987.0;-162;2;-213.0;-40;6;-146.0;300.0;255;70;398;-40
1083.0;-163;-169;21.0;15;-105;196.0;89.0;242;93;403;15
973.0;-163;-21;-2.0;-36;-58;65.0;134.0;311;77;435;-36
992.0;-161;6;526.0;29;-12;979.0;251.0;288;71;396;29
999.0;-163;23;-289.0;-28;-10;408.0;320.0;262;67;384;-28
980.0;-163;2;89.0;-31;1;142.0;260.0;302;74;448;-31
979.0;-163;-5;76.0;-36;6;59.0;281.0;294;81;454;-36
996.0;-171;46;200.0;-135;8;234.0;167.0;356;65;498;-135
988.0;-163;31;156.0;-42;-24;79.0;526.0;264;68;390;-42
984.0;-163;30;232.0;-42;-25;-23.0;305.0;264;68;391;-42
988.0;-151;179;412.0;16;-49;34.0;277.0;271;78;409;16
1006.0;-163;19;-75.0;-63;-31;29.0;193.0;276;74;406;-63
1003.0;-163;46;157.0;14;-17;147.0;230.0;263;62;387;14
968.0;-163;49;7.0;23;-15;108.0;201.0;262;60;385;23
996.0;-163;47;-193.0;19;-16;-4.0;258.0;263;61;386;19
1002.0;-163;48;-23.0;21;-15;-129.0;324.0;262;61;386;21
1010.0;-163;47;37.0;19;-16;-5.0;301.0;264;60;387;19
549.0;-176;-59;256.0;-37;-576;-146.0;288.0;269;272;389;-37
981.0;-163;-3;-148.0;-24;-5;-143.0;257.0;312;79;469;-24
1007.0;-152;-5;-213.0;-7;6;14.0;359.0;315;102;628;-7
980.0;-151;-8;-9.0;14;8;182.0;313.0;313;105;625;14
988.0;-167;-13;-141.0;31;-60;20.0;263.0;253;75;381;31
957.0;-167;-11;-59.0;33;-58;79.0;249.0;254;81;376;33
976.0;-153;-240;58.0;-189;-227;-116.0;213.0;544;-8;455;-189
982.0;-167;-9;60.0;9;-64;146.0;278.0;259;91;368;9
992.0;-167;-13;-60.0;29;-52;145.0;220.0;255;75;381;29
977.0;-167;-19;-60.0;-7;-50;45.0;211.0;261;63;393;-7
996.0;-167;-14;-69.0;-20;-46;44.0;209.0;259;67;388;-20
981.0;-167;-9;-41.0;4;-33;35.0;246.0;253;75;383;4
993.0;-156;-10;-285.0;-14;-2;109.0;461.0;256;71;385;-14
1033.0;-165;31;150.0;40;-68;-77.0;332.0;336;73;351;40
996.0;-167;-12;-78.0;-3;-37;57.0;252.0;263;78;382;-3
980.0;-167;-9;-35.0;-12;-30;95.0;231.0;261;73;382;-12
989.0;-167;-4;-5.0;-32;-17;39.0;242.0;253;74;380;-32
989.0;-155;-5;161.0;-2;6;-172.0;264.0;265;70;390;-2
877.0;-160;-18;-556.0;-18;6;-36.0;197.0;241;70;380;-18
646.0;-156;-35;-753.0;-41;31;-726.0;467.0;299;61;407;-41
970.0;-167;-2;-35.0;-16;-14;60.0;261.0;256;70;381;-16
991.0;-167;-5;-51.0;-24;-12;20.0;249.0;256;73;383;-24
985.0;-167;-4;-32.0;-22;-17;36.0;237.0;262;76;380;-22
978.0;-167;-1;-19.0;23;-21;2.0;216.0;268;74;378;23
978.0;-167;0;-83.0;-11;-10;56.0;189.0;261;76;378;-11
978.0;-167;5;-68.0;-32;-4;25.0;172.0;258;70;378;-32
958.0;-177;-173;848.0;-350;-147;-203.0;161.0;179;132;329;-350
963.0;-174;-4;22.0;-48;1;76.0;162.0;246;73;377;-48
991.0;-174;-1;92.0;-24;1;-75.0;169.0;250;70;378;-24
982.0;-157;-3;165.0;-26;6;-237.0;113.0;268;68;374;-26
984.0;-159;-2;-92.0;1;0;-121.0;141.0;263;70;385;1
984.0;-174;1;26.0;20;1;-134.0;177.0;253;69;378;20
964.0;-174;-6;23.0;4;5;-193.0;174.0;247;70;376;4
1007.0;-167;-69;-76.0;-9;44;-272.0;66.0;260;77;391;-9
964.0;-174;1;35.0;4;1;-56.0;163.0;261;71;380;4
975.0;-174;-2;26.0;-9;4;-57.0;156.0;257;73;377;-9
979.0;-174;0;17.0;-16;3;-25.0;154.0;259;71;378;-16
977.0;-174;2;1.0;1;-5;-51.0;163.0;262;70;385;1
987.0;-174;-1;15.0;3;3;-61.0;160.0;259;72;379;3
988.0;-174;1;14.0;30;2;-54.0;162.0;261;71;380;30
997.0;-174;-1;48.0;5;-8;-64.0;160.0;260;71;390;5
989.0;-174;-1;19.0;1;-1;-48.0;163.0;259;71;384;1
989.0;-174;3;30.0;-17;2;-74.0;152.0;262;71;380;-17
968.0;-174;0;3.0;-28;0;-64.0;151.0;262;67;385;-28
984.0;-174;-2;53.0;4;-1;-88.0;162.0;258;69;384;4
985.0;-174;-2;29.0;45;-3;-107.0;171.0;259;65;388;45
980.0;-174;-6;19.0;31;-3;-99.0;172.0;254;66;390;31
974.0;-174;2;32.0;-6;-2;-118.0;151.0;259;72;384;-6
978.0;-174;1;68.0;-10;2;-122.0;131.0;259;69;382;-10
999.0;-174;-1;66.0;-16;4;-125.0;144.0;257;70;381;-16
983.0;-174;1;8.0;15;-2;-154.0;162.0;259;69;385;15
993.0;-174;3;-3.0;7;1;-154.0;175.0;260;69;384;7
980.0;-167;4;-52.0;32;-5;-22.0;213.0;259;75;378;32
973.0;-167;6;-32.0;50;-7;23.0;236.0;261;79;374;50
970.0;-167;4;-26.0;33;-13;40.0;221.0;272;67;379;33
966.0;-167;0;-27.0;-12;-9;-21.0;229.0;266;75;381;-12
983.0;-167;8;15.0;-34;-2;-30.0;229.0;257;84;370;-34
994.0;-167;4;11.0;40;-8;-29.0;241.0;267;71;379;40
1008.0;-167;-4;20.0;29;-8;-22.0;223.0;267;68;386;29
1133.0;-166;36;15.0;34;79;-186.0;579.0;233;75;379;34
980.0;-170;31;1.0;-42;33;-98.0;320.0;245;66;394;-42
990.0;-167;-2;-6.0;13;-1;-37.0;248.0;260;70;386;13
998.0;-167;-2;12.0;46;-1;-74.0;232.0;260;70;386;46
1112.0;-146;47;-143.0;-33;175;-194.0;322.0;272;84;396;-33
805.0;-166;191;-174.0;5;-22;-438.0;-161.0;236;108;390;5
994.0;-145;-16;256.0;-32;248;52.0;179.0;221;107;421;-32
978.0;-169;55;87.0;16;64;-92.0;273.0;252;78;388;16
961.0;-167;0;19.0;27;3;-29.0;212.0;256;75;382;27
990.0;-167;0;32.0;29;2;-57.0;229.0;258;69;384;29
975.0;-167;-5;75.0;23;-6;-18.0;211.0;266;73;385;23
987.0;-167;1;-17.0;16;8;-108.0;212.0;250;72;382;16
969.0;-167;6;15.0;-30;-5;-123.0;208.0;265;65;379;-30
966.0;-167;2;31.0;-8;-13;-161.0;204.0;272;70;378;-8
953.0;-167;0;82.0;21;-15;-115.0;210.0;273;73;378;21
972.0;-128;-285;-219.0;378;405;7.0;64.0;221;367;370;378
947.0;-165;-13;9.0;25;137;-52.0;215.0;242;77;391;25
974.0;-167;1;35.0;-7;-12;-14.0;221.0;270;73;377;-7
816.0;-147;-8;60.0;-33;10;-35.0;182.0;245;77;386;-33
1000.0;180;-9;-8.0;-33;-12;-30.0;240.0;272;67;372;-33
986.0;-172;-50;161.0;-51;-126;69.0;-65.0;249;121;581;-51
967.0;-167;2;-52.0;-8;0;65.0;247.0;257;78;375;-8
1006.0;-163;-89;123.0;-83;72;-125.0;312.0;258;58;373;-83
970.0;-167;6;-36.0;-13;7;27.0;254.0;249;79;374;-13
993.0;-180;327;277.0;392;95;341.0;519.0;143;240;210;392
989.0;-146;26;75.0;0;95;-189.0;160.0;272;80;389;0
968.0;-167;6;12.0;-29;7;-2.0;237.0;249;77;376;-29
861.0;-146;17;-100.0;21;178;-168.0;249.0;286;84;428;21
974.0;-167;9;153.0;46;14;55.0;239.0;245;75;375;46
1018.0;-180;-97;344.0;-15;-266;88.0;191.0;266;111;400;-15
859.0;-160;-82;-111.0;-8;-23;-104.0;319.0;224;37;457;-8
995.0;-169;-63;134.0;-129;-162;-121.0;273.0;332;102;329;-129
993.0;-151;-5;511.0;16;-16;127.0;337.0;326;93;647;16
992.0;-163;76;-4.0;-71;-4;88.0;260.0;300;109;350;-71
1123.0;-83;-1235;611.0;-132;205;156.0;906.0;531;-862;1813;-132
999.0;-162;-6;20.0;-15;0;44.0;259.0;270;71;391;-15
998.0;-162;-5;36.0;-12;-3;-13.0;261.0;273;68;394;-12
1005.0;-162;10;14.0;30;-10;3.0;262.0;287;74;393;30
991.0;-162;-5;-56.0;-12;-4;3.0;259.0;275;66;396;-12
997.0;-162;-1;5.0;16;1;-9.0;244.0;277;66;391;16
996.0;-162;1;41.0;-5;4;24.0;279.0;278;71;386;-5
980.0;-162;1;22.0;-13;1;16.0;281.0;279;69;390;-13
985.0;-162;5;-23.0;-37;-6;9.0;260.0;285;67;395;-37
977.0;-162;4;-35.0;-33;-5;2.0;261.0;285;67;394;-33
978.0;-162;5;-44.0;31;1;-1.0;261.0;282;73;386;31
982.0;-162;0;-17.0;-33;-2;3.0;272.0;280;70;394;-33
999.0;-162;-4;25.0;-26;-4;21.0;252.0;277;71;396;-26
997.0;-162;-4;-19.0;9;0;15.0;258.0;275;74;391;9
994.0;-162;-2;-16.0;-18;-1;-8.0;260.0;277;72;391;-18
990.0;-162;2;-47.0;2;-4;-25.0;268.0;282;71;393;2
999.0;-162;3;-14.0;10;2;-59.0;271.0;283;68;389;10
993.0;-162;-1;19.0;-44;3;-68.0;272.0;279;64;392;-44
982.0;-162;-4;-12.0;-16;0;-82.0;254.0;277;68;394;-16
973.0;-162;-4;-26.0;11;2;-58.0;250.0;275;72;390;11
966.0;-162;-4;-36.0;-24;-1;-52.0;271.0;277;66;395;-24
986.0;-162;3;-63.0;-22;-1;-41.0;271.0;283;67;392;-22
988.0;-162;2;8.0;13;3;-51.0;271.0;279;71;387;13
997.0;-162;-3;-29.0;2;0;-45.0;269.0;275;72;391;2
1013.0;-162;2;-56.0;8;0;-33.0;265.0;277;73;390;8
990.0;-162;4;35.0;-10;-2;-1.0;218.0;276;76;390;-10
936.0;-162;2;33.0;-29;-4;-16.0;271.0;274;72;395;-29
1006.0;-162;0;4.0;-12;-5;-22.0;317.0;273;69;394;-12
970.0;-162;2;46.0;-15;-1;-30.0;379.0;276;64;392;-15
951.0;-162;3;38.0;12;-4;-60.0;304.0;276;68;392;12
998.0;-160;-4;-3.0;24;6;3.0;230.0;290;71;401;24
979.0;-160;-10;15.0;-3;6;-24.0;247.0;282;72;402;-3
1440.0;-156;-65;189.0;6;-75;14.0;382.0;239;58;405;6
879.0;-158;4;214.0;14;8;14.0;330.0;306;71;383;14
541.0;-156;-42;344.0;16;71;293.0;304.0;319;81;381;16
993.0;-167;-118;341.0;-14;26;77.0;325.0;255;59;405;-14
979.0;-158;7;270.0;11;6;40.0;305.0;309;71;382;11
974.0;-158;10;190.0;-12;3;4.0;272.0;312;68;382;-12
925.0;-158;2;136.0;-43;0;-21.0;308.0;309;68;386;-43
1016.0;-158;4;27.0;-16;3;-12.0;339.0;306;71;379;-16
1004.0;-158;4;-41.0;-16;-4;-19.0;359.0;311;71;381;-16
990.0;-158;5;-84.0;-2;-6;-30.0;326.0;309;76;382;-2
988.0;-158;0;-139.0;-2;5;-6.0;306.0;301;69;386;-2
988.0;-158;0;-103.0;1;7;-9.0;320.0;299;68;385;1
979.0;-160;4;9.0;2;-4;6.0;249.0;299;52;416;2
978.0;-160;-1;9.0;-3;5;-21.0;254.0;291;62;406;-3
981.0;-160;2;-36.0;-21;2;-3.0;241.0;289;73;404;-21
987.0;-162;9;192.0;-8;6;41.0;293.0;276;68;400;-8
991.0;-162;0;183.0;-26;2;-48.0;212.0;264;72;398;-26
982.0;-162;-10;137.0;1;9;-125.0;194.0;258;72;389;1
972.0;-162;-2;103.0;29;20;-164.0;221.0;269;72;384;29
1006.0;-164;5;151.0;20;-3;-70.0;316.0;257;75;385;20
938.0;-164;4;-120.0;22;-1;-29.0;309.0;257;75;386;22
960.0;-163;-1;-126.0;23;-4;20.0;277.0;276;70;382;23
981.0;-163;1;-110.0;-32;-3;38.0;232.0;279;70;380;-32
969.0;-163;-2;-48.0;-6;-3;59.0;224.0;284;66;379;-6
989.0;-163;16;35.0;-2;7;138.0;227.0;265;60;382;-2
953.0;-163;-1;166.0;51;-10;267.0;168.0;284;71;367;51
1002.0;-160;14;-42.0;-12;-7;-28.0;259.0;301;64;414;-12
1003.0;-160;4;-24.0;-5;2;-18.0;263.0;289;72;404;-5
982.0;-158;11;-251.0;96;-7;-111.0;220.0;285;75;381;96
977.0;-156;10;-41.0;18;-1;100.0;248.0;291;67;383;18
982.0;-156;6;-178.0;-31;-3;54.0;248.0;296;63;385;-31
1054.0;-157;-82;3.0;8;-69;-108.0;343.0;236;47;457;8
997.0;-160;4;42.0;-5;3;-26.0;245.0;288;73;403;-5
996.0;-160;3;-9.0;1;1;-7.0;255.0;288;70;406;1
998.0;-157;3;35.0;-2;8;165.0;214.0;287;72;396;-2
988.0;-156;10;121.0;6;6;183.0;230.0;286;68;393;6
989.0;-156;4;153.0;8;-1;51.0;223.0;295;69;390;8
1001.0;176;6;-334.0;-9;-1;202.0;111.0;260;78;386;-9
986.0;-156;11;261.0;-4;-2;-177.0;230.0;289;70;386;-4
1008.0;-151;-13;-235.0;-9;-4;-38.0;-229.0;263;70;395;-9
988.0;-155;-36;-202.0;38;72;-389.0;324.0;295;39;414;38
971.0;-156;4;-139.0;14;-1;18.0;229.0;292;67;392;14
998.0;-156;-3;-52.0;-9;-5;-24.0;224.0;296;73;390;-9
996.0;-156;1;-97.0;2;-1;-74.0;240.0;290;75;391;2
979.0;-156;8;99.0;14;2;-149.0;231.0;284;68;394;14
984.0;-156;12;-5.0;37;11;-188.0;230.0;277;69;401;37
978.0;-156;9;-4.0;27;8;-42.0;238.0;280;70;400;27
972.0;-163;-3;-58.0;-12;-6;20.0;62.0;258;72;376;-12
977.0;-157;10;186.0;29;9;105.0;234.0;279;70;400;29
997.0;-156;6;85.0;-3;2;-135.0;220.0;281;72;401;-3
912.0;-163;-3;-29.0;-10;0;-30.0;80.0;263;73;371;-10
997.0;-157;0;63.0;9;-4;3.0;236.0;299;65;388;9
998.0;-157;0;62.0;10;-4;-13.0;269.0;299;65;388;10
993.0;-156;2;79.0;-5;-6;6.0;247.0;298;67;384;-5
992.0;-156;5;55.0;-14;-10;-45.0;246.0;299;67;380;-14
991.0;-156;1;45.0;-12;-5;-7.0;247.0;298;69;384;-12
972.0;-157;-4;42.0;-24;2;-12.0;232.0;297;75;388;-24
994.0;-157;-4;43.0;-22;1;-11.0;237.0;297;75;388;-22
991.0;-157;1;31.0;-4;0;-25.0;244.0;295;69;384;-4
994.0;-156;4;-5.0;0;1;-29.0;231.0;293;68;383;0
973.0;-157;0;-70.0;17;2;27.0;231.0;290;67;387;17
994.0;-157;1;-9.0;9;3;95.0;235.0;287;73;384;9
997.0;-157;0;-59.0;8;3;113.0;243.0;287;73;384;8
649.0;-163;3;-9.0;16;-1;19.0;65.0;265;71;377;16
994.0;-156;2;-45.0;11;5;80.0;238.0;285;73;384;11
985.0;-156;-4;-128.0;-1;-1;86.0;245.0;292;71;382;-1
997.0;-156;-3;-155.0;-17;-1;75.0;223.0;292;71;382;-17
945.0;-159;-8;53.0;20;-3;-8.0;1536.0;301;69;374;20
952.0;-175;0;31.0;4;-38;4.0;430.0;275;74;366;4
1017.0;-175;5;36.0;6;-34;-39.0;352.0;274;75;362;6
972.0;-175;-2;55.0;-3;-32;11.0;313.0;285;70;368;-3
974.0;-175;0;84.0;-1;-17;-56.0;301.0;277;70;368;-1
981.0;-175;2;124.0;-7;-6;-49.0;280.0;270;70;368;-7
975.0;-175;5;80.0;12;-5;-84.0;247.0;272;67;366;12
1002.0;-175;4;13.0;12;-9;-72.0;182.0;275;68;365;12
971.0;-162;7;297.0;-33;-6;51.0;301.0;263;70;385;-33
984.0;-175;-1;140.0;6;1;46.0;263.0;271;65;369;6
974.0;-175;-3;73.0;11;0;45.0;262.0;272;64;371;11
983.0;-175;2;49.0;18;3;80.0;259.0;270;69;364;18
962.0;-175;3;23.0;7;4;102.0;269.0;269;73;362;7
962.0;-175;3;-5.0;-2;7;80.0;269.0;267;70;362;-2
951.0;-175;4;32.0;-3;8;7.0;292.0;266;70;361;-3
969.0;-175;3;-71.0;-2;7;47.0;312.0;267;70;362;-2
942.0;-175;4;-59.0;-4;9;33.0;302.0;265;70;361;-4
962.0;-175;3;-111.0;-1;6;115.0;292.0;268;70;363;-1
988.0;-157;-11;-228.0;-2;13;91.0;144.0;261;71;378;-2
984.0;-152;112;-536.0;254;38;-6.0;251.0;423;77;632;254
575.0;-158;-78;463.0;-13;-4;394.0;-975.0;258;96;374;-13
981.0;-156;10;-69.0;-6;2;371.0;233.0;287;67;388;-6
997.0;-157;16;-96.0;20;-2;117.0;232.0;278;71;375;20
995.0;-157;18;-115.0;20;-2;61.0;223.0;281;73;378;20
940.0;-163;0;-14.0;0;-4;-30.0;127.0;262;69;377;0
939.0;-156;46;128.0;-14;-3;-165.0;192.0;292;71;396;-14
965.0;-175;0;-100.0;-32;-2;-56.0;235.0;278;68;367;-32
939.0;-156;47;77.0;22;9;-61.0;204.0;283;71;406;22
983.0;-156;69;-83.0;49;-2;-5.0;181.0;275;68;391;49
989.0;-156;71;-91.0;-22;-6;42.0;244.0;276;66;388;-22
980.0;-156;76;34.0;19;-5;53.0;247.0;272;61;388;19
963.0;-163;-1;-43.0;10;0;-26.0;66.0;261;76;370;10
923.0;-163;3;-29.0;-31;0;-36.0;36.0;267;72;374;-31
948.0;-142;21;47.0;-85;-11;91.0;118.0;255;83;387;-85
826.0;-151;-5;-31.0;10;-2;-62.0;-221.0;272;70;385;10
965.0;-141;31;125.0;1;15;123.0;256.0;236;65;400;1
1180.0;-163;-2;8.0;-22;3;-37.0;5.0;267;72;371;-22
978.0;-163;0;19.0;-36;0;-63.0;80.0;266;73;372;-36
1000.0;-163;5;31.0;-20;2;-44.0;88.0;271;72;374;-20
947.0;-163;7;19.0;-13;1;-11.0;90.0;272;74;375;-13
920.0;-163;2;74.0;-11;-7;-33.0;99.0;263;69;380;-11
776.0;-156;-3;-23.0;-22;-1;-266.0;371.0;251;66;391;-22
1050.0;-161;-6;44.0;6;2;-87.0;306.0;275;69;368;6
986.0;-161;0;1.0;5;-2;-106.0;340.0;279;69;364;5
966.0;-161;-6;-238.0;31;7;-137.0;365.0;276;71;383;31
948.0;-161;-8;-72.0;-24;-4;-152.0;348.0;283;67;376;-24
964.0;-161;-8;34.0;-26;-5;-140.0;354.0;283;66;376;-26
970.0;-161;-2;130.0;7;-1;-104.0;349.0;279;68;370;7
975.0;-161;1;180.0;24;1;-144.0;347.0;278;70;367;24
956.0;-161;0;168.0;14;0;-135.0;314.0;279;69;368;14
926.0;-163;2;180.0;-1;3;58.0;72.0;268;68;374;-1
1523.0;-161;126;315.0;-3;-12;-523.0;363.0;353;89;481;-3
1051.0;-162;-4;76.0;63;-7;-212.0;305.0;251;74;378;63
961.0;-161;-8;180.0;2;-5;-163.0;290.0;279;78;371;2
953.0;-161;-4;5.0;-23;-3;-297.0;321.0;283;66;376;-23
412.0;-169;132;493.0;13;-112;297.0;-172.0;192;42;411;13
528.0;-156;-34;735.0;-59;-205;49.0;411.0;234;91;380;-59
880.0;-162;-2;-391.0;37;-3;-307.0;353.0;248;72;395;37
983.0;-159;48;-122.0;24;-15;-272.0;324.0;267;69;372;24
957.0;-161;0;-108.0;-10;2;-209.0;315.0;281;66;373;-10
965.0;-162;-7;-191.0;-9;9;-260.0;320.0;254;73;406;-9
990.0;-164;-16;-312.0;-29;7;-158.0;440.0;257;67;397;-29
962.0;-163;5;88.0;33;2;101.0;89.0;270;70;375;33
978.0;-161;-6;204.0;-18;-8;-67.0;357.0;296;68;388;-18
971.0;-161;-4;8.0;-3;4;62.0;377.0;288;64;388;-3
970.0;-161;9;-44.0;-22;0;12.0;369.0;294;69;378;-22
978.0;-161;2;-132.0;-18;-7;35.0;350.0;299;69;385;-18
1019.0;-170;34;-59.0;-27;35;-39.0;475.0;259;76;382;-27
964.0;-160;-2;86.0;-20;-6;-140.0;354.0;298;70;390;-20
942.0;-160;-13;-15.0;-22;-8;-26.0;284.0;297;69;405;-22
967.0;-160;-19;25.0;-23;-11;6.0;365.0;299;66;411;-23
985.0;-160;-19;-59.0;-23;-11;-99.0;366.0;299;66;411;-23
970.0;-163;5;17.0;-41;6;108.0;81.0;270;79;369;-41
969.0;-163;-3;38.0;-33;6;76.0;89.0;265;75;368;-33
963.0;-163;0;61.0;-9;1;72.0;62.0;264;72;375;-9
808.0;-159;-1;-155.0;-14;3;-91.0;288.0;293;69;376;-14
963.0;-162;-3;-81.0;-47;-1;-83.0;171.0;249;74;402;-47
952.0;-163;3;7.0;-17;1;20.0;82.0;266;73;376;-17
1048.0;-162;-4;-42.0;-43;-1;60.0;134.0;249;74;402;-43
999.0;-160;2;-9.0;10;5;-30.0;240.0;288;70;402;10
924.0;-163;29;-135.0;-27;-11;206.0;374.0;259;71;380;-27
990.0;-160;5;-10.0;-4;3;-7.0;251.0;291;67;405;-4
880.0;-166;207;31.0;28;-44;-280.0;211.0;261;102;380;28
959.0;-151;156;133.0;-11;-59;-141.0;338.0;289;82;401;-11
992.0;-160;7;-49.0;-14;5;-18.0;241.0;291;71;403;-14
1006.0;-159;10;-88.0;2;-1;242.0;188.0;317;71;369;2
994.0;-156;1;8.0;-11;-4;289.0;248.0;295;68;392;-11
873.0;-158;32;-29.0;-10;-28;0.0;305.0;335;72;444;-10
976.0;-159;0;122.0;-17;0;52.0;281.0;304;74;428;-17
979.0;-160;-5;63.0;-40;-3;41.0;267.0;302;70;434;-40
986.0;-160;1;-103.0;3;-4;-2.0;258.0;307;73;436;3
998.0;-160;-3;-50.0;-17;-2;-13.0;269.0;304;74;436;-17
998.0;-160;-4;-3.0;-36;-2;-81.0;259.0;302;74;436;-36
1052.0;-149;-2;8.0;8;15;-195.0;234.0;425;73;483;8
859.0;-134;6;551.0;16;0;-717.0;435.0;225;132;837;16
848.0;-149;44;-149.0;790;97;-15.0;381.0;585;-74;439;790
989.0;-160;-111;773.0;888;-167;-832.0;391.0;442;56;310;888
982.0;-168;302;-85.0;38;68;-113.0;264.0;527;-222;606;38
997.0;-160;-1;180.0;-6;-1;-111.0;291.0;305;74;438;-6
987.0;-159;-8;-240.0;-20;5;-6.0;211.0;318;59;370;-20
946.0;-149;-11;170.0;-31;23;-48.0;221.0;424;74;471;-31
988.0;-151;693;803.0;-919;-143;-637.0;266.0;1309;-626;576;-919
984.0;-163;-13;-900.0;-7;-36;653.0;110.0;283;83;511;-7
949.0;-149;-13;6.0;-1;30;-30.0;449.0;423;71;470;-1
1088.0;-149;-15;-65.0;6;24;28.0;193.0;425;72;464;6
1010.0;-149;-39;105.0;36;34;-63.0;146.0;447;73;477;36
910.0;-143;-10;70.0;129;38;-90.0;297.0;412;80;543;129
982.0;-170;368;346.0;32;-145;-175.0;-220.0;604;-22;518;32
996.0;-157;-437;-72.0;278;1175;5.0;-100.0;1661;-596;697;278
934.0;-163;1391;-314.0;-1108;-1542;-330.0;781.0;2541;-1440;1787;-1108
998.0;-159;-1;-27.0;41;6;101.0;261.0;300;74;417;41
964.0;-159;-96;69.0;68;25;50.0;332.0;371;84;427;68
991.0;-160;-3;69.0;13;0;149.0;260.0;300;70;424;13
995.0;-160;2;204.0;-9;0;19.0;249.0;303;72;421;-9
954.0;-166;-45;-250.0;-301;-167;1032.0;111.0;319;171;533;-301
992.0;-155;-4;-111.0;5;-2;15.0;342.0;263;67;379;5
982.0;-156;-1;-27.0;-2;5;-3.0;350.0;263;71;384;-2
974.0;-155;2;13.0;-29;-2;7.0;324.0;259;70;383;-29
1017.0;-155;-3;25.0;-28;-4;113.0;330.0;262;68;381;-28
1005.0;-155;-7;88.0;-1;-3;111.0;302.0;266;69;377;-1
978.0;-155;-3;75.0;30;-11;104.0;302.0;259;70;373;30
728.0;-163;10;-17.0;-20;-1;104.0;394.0;259;66;391;-20
433.0;-156;-135;-112.0;-86;-22;-20.0;351.0;237;72;407;-86
913.0;-159;-11;-42.0;6;33;23.0;320.0;253;74;417;6
998.0;-152;53;-82.0;-81;-6;36.0;252.0;329;35;404;-81
1445.0;-154;-60;219.0;19;-22;-27.0;-132.0;250;72;398;19
1020.0;-159;-4;-49.0;-20;37;23.0;323.0;258;77;410;-20
968.0;-160;-7;61.0;-7;3;-4.0;242.0;282;68;405;-7
968.0;-160;-4;61.0;8;-1;0.0;252.0;284;70;407;8
989.0;-160;-3;116.0;15;-3;-21.0;249.0;285;70;408;15
981.0;-160;-6;106.0;18;-3;-44.0;235.0;284;66;411;18
977.0;-160;-4;69.0;13;-2;-65.0;258.0;285;67;410;13
989.0;-160;-1;31.0;-5;0;-43.0;236.0;287;71;406;-5
979.0;-160;-3;-44.0;1;-3;-52.0;224.0;284;73;408;1
999.0;-160;-4;35.0;-32;1;-41.0;231.0;285;67;406;-32
1114.0;-175;-65;136.0;-5;161;264.0;343.0;266;86;407;-5
1005.0;-160;3;-12.0;-11;6;-49.0;247.0;291;67;403;-11
985.0;-160;-1;-3.0;42;1;-58.0;236.0;284;74;405;42
968.0;-160;-1;-12.0;14;0;-54.0;229.0;284;73;406;14
982.0;-162;-2;-239.0;-18;5;-44.0;241.0;283;69;384;-18
991.0;-168;80;387.0;-61;-148;-204.0;193.0;323;107;359;-61
986.0;-160;9;60.0;13;1;-41.0;241.0;295;70;404;13
996.0;-160;1;31.0;12;0;-53.0;231.0;287;69;406;12
1001.0;-160;-1;32.0;-1;-4;-67.0;252.0;285;71;409;-1
984.0;-160;-3;-10.0;8;1;-45.0;236.0;283;70;406;8
994.0;-160;4;25.0;-27;-3;-4.0;245.0;292;67;409;-27
979.0;-160;3;25.0;1;3;-47.0;247.0;290;70;403;1
955.0;-168;-33;-10.0;-5;-14;122.0;264.0;299;23;450;-5
989.0;-160;-7;-24.0;-7;-5;-39.0;212.0;296;70;426;-7
969.0;-158;-10;192.0;-56;-2;138.0;127.0;233;68;401;-56
951.0;-158;-10;-104.0;-54;0;25.0;135.0;231;88;389;-54
989.0;-160;-3;166.0;23;7;98.0;239.0;297;72;412;23
959.0;-157;-6;37.0;-9;3;-9.0;151.0;261;73;377;-9
942.0;-157;2;71.0;-7;0;-11.0;147.0;270;69;378;-7
955.0;-157;5;39.0;-32;-2;-11.0;130.0;272;71;378;-32
979.0;-157;5;-6.0;-31;-2;-12.0;146.0;273;71;378;-31
972.0;-157;7;-10.0;-33;-2;-36.0;151.0;274;70;378;-33
959.0;-110;-436;151.0;144;329;105.0;-9.0;241;454;237;144
1000.0;-157;-41;115.0;8;16;95.0;229.0;257;76;382;8
1014.0;-157;-33;-85.0;14;34;129.0;224.0;276;66;375;14
976.0;-160;-1;-88.0;28;0;5.0;240.0;300;71;414;28
997.0;-157;-33;-202.0;58;24;185.0;228.0;268;74;380;58
992.0;-157;-40;-129.0;5;30;121.0;200.0;269;70;373;5
990.0;-157;-50;-111.0;24;38;-18.0;193.0;274;45;372;24
