InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
155.0;-845.0;?;422.0;108.0;1126.0
219.0;-929.0;?;405.0;-49.0;762.0
286.0;-1102.0;?;281.0;-314.0;595.0
167.0;-1120.0;?;282.0;-448.0;731.0
267.0;-1237.0;?;387.0;-290.0;855.0
454.0;-1329.0;?;389.0;-292.0;743.0
357.0;-1001.0;?;517.0;-329.0;?
409.0;-892.0;?;367.0;-241.0;?
443.0;-961.0;?;306.0;-165.0;?
438.0;-1041.0;?;293.0;-111.0;719.0
305.0;-1011.0;?;331.0;-140.0;738.0
254.0;-873.0;617.0;389.0;-118.0;730.0
215.0;-765.0;617.0;415.0;-34.0;758.0
162.0;-791.0;611.0;415.0;28.0;769.0
189.0;-843.0;607.0;456.0;91.0;824.0
192.0;-875.0;606.0;494.0;124.0;1039.0
166.0;-856.0;600.0;480.0;3.0;971.0
144.0;-871.0;595.0;396.0;-47.0;1087.0
151.0;-897.0;588.0;660.0;95.0;1041.0
149.0;-943.0;583.0;612.0;464.0;749.0
165.0;-1150.0;580.0;236.0;-283.0;632.0
196.0;-1166.0;573.0;145.0;-697.0;524.0
250.0;-1155.0;574.0;368.0;-333.0;758.0
344.0;-1242.0;572.0;286.0;-252.0;623.0
460.0;-1115.0;573.0;147.0;-35.0;669.0
598.0;-869.0;564.0;312.0;-104.0;600.0
469.0;-875.0;562.0;288.0;-77.0;697.0
420.0;-957.0;571.0;172.0;-111.0;673.0
365.0;?;574.0;245.0;-38.0;713.0
308.0;?;585.0;273.0;38.0;732.0
?;?;590.0;263.0;10.0;732.0
?;?;598.0;284.0;36.0;703.0
?;?;604.0;268.0;130.0;768.0
?;?;608.0;273.0;162.0;893.0
?;?;609.0;318.0;77.0;1076.0
?;?;616.0;294.0;-11.0;916.0
126.0;?;629.0;342.0;116.0;1120.0
142.0;?;635.0;524.0;138.0;1023.0
194.0;?;647.0;420.0;-82.0;833.0
255.0;?;659.0;91.0;-254.0;748.0
98.0;?;670.0;267.0;?;741.0
267.0;?;681.0;251.0;?;810.0
391.0;?;704.0;338.0;?;723.0
357.0;?;718.0;468.0;?;731.0
434.0;?;727.0;284.0;?;678.0
436.0;?;?;293.0;?;719.0
406.0;?;?;253.0;?;745.0
284.0;?;?;317.0;?;743.0
229.0;?;759.0;364.0;?;753.0
183.0;?;763.0;394.0;23.0;744.0
144.0;?;769.0;351.0;11.0;781.0
177.0;?;774.0;417.0;56.0;934.0
164.0;?;775.0;451.0;97.0;1087.0
140.0;-848.0;776.0;368.0;26.0;1088.0
104.0;?;780.0;403.0;-138.0;1101.0
121.0;?;785.0;699.0;2.0;1157.0
132.0;-980.0;795.0;595.0;257.0;835.0
166.0;-1150.0;794.0;181.0;-454.0;618.0
213.0;-1254.0;791.0;121.0;-442.0;550.0
262.0;-1241.0;798.0;191.0;-323.0;676.0
440.0;-1426.0;806.0;69.0;-136.0;675.0
509.0;-1050.0;806.0;123.0;?;627.0
469.0;-870.0;799.0;251.0;?;626.0
433.0;-841.0;804.0;203.0;?;627.0
431.0;-849.0;821.0;56.0;?;686.0
371.0;-866.0;837.0;190.0;?;696.0
312.0;-813.0;851.0;208.0;21.0;711.0
250.0;-795.0;870.0;200.0;-27.0;728.0
244.0;-755.0;893.0;217.0;-19.0;746.0
225.0;-781.0;906.0;262.0;66.0;848.0
197.0;-814.0;908.0;268.0;36.0;1022.0
143.0;-822.0;920.0;277.0;-72.0;1079.0
128.0;-823.0;935.0;331.0;-39.0;918.0
118.0;-815.0;949.0;351.0;104.0;934.0
125.0;-913.0;967.0;329.0;66.0;930.0
169.0;-1063.0;978.0;22.0;-187.0;714.0
169.0;-1211.0;994.0;189.0;-402.0;752.0
166.0;-1113.0;1002.0;295.0;-209.0;858.0
360.0;-1110.0;1019.0;212.0;-173.0;791.0
421.0;-1028.0;1035.0;314.0;-223.0;687.0
517.0;-1000.0;1043.0;290.0;?;658.0
460.0;-962.0;1050.0;218.0;?;658.0
409.0;-1123.0;1055.0;139.0;?;667.0
303.0;-1029.0;1053.0;223.0;-116.0;753.0
189.0;-883.0;1053.0;275.0;-83.0;758.0
178.0;-777.0;1057.0;277.0;-75.0;789.0
156.0;-762.0;1052.0;289.0;9.0;809.0
142.0;-775.0;1052.0;353.0;82.0;907.0
130.0;-839.0;1050.0;358.0;83.0;975.0
110.0;-858.0;1045.0;306.0;14.0;1002.0
117.0;-872.0;1041.0;386.0;-87.0;1007.0
172.0;-926.0;1036.0;665.0;100.0;1120.0
165.0;-1027.0;1034.0;341.0;146.0;715.0
198.0;-1144.0;1027.0;1.0;-480.0;484.0
143.0;-1094.0;1021.0;273.0;-294.0;636.0
282.0;-1248.0;1017.0;90.0;-265.0;755.0
429.0;-1370.0;1008.0;50.0;-59.0;735.0
458.0;-876.0;994.0;179.0;71.0;621.0
514.0;-879.0;976.0;214.0;44.0;630.0
363.0;-868.0;972.0;139.0;16.0;614.0
381.0;-920.0;977.0;82.0;-91.0;690.0
313.0;-880.0;987.0;216.0;-65.0;688.0
237.0;-820.0;991.0;193.0;29.0;689.0
205.0;-769.0;1006.0;183.0;53.0;759.0
193.0;-734.0;1012.0;191.0;57.0;742.0
185.0;-775.0;1011.0;231.0;101.0;893.0
161.0;-829.0;1017.0;196.0;-48.0;957.0
100.0;-814.0;1021.0;262.0;-103.0;916.0
118.0;-825.0;1030.0;310.0;66.0;847.0
122.0;-877.0;1034.0;350.0;40.0;811.0
157.0;-981.0;1043.0;283.0;-152.0;700.0
223.0;-1134.0;1046.0;21.0;-322.0;591.0
122.0;-1055.0;1049.0;313.0;-297.0;831.0
282.0;-1233.0;1059.0;255.0;-175.0;857.0
462.0;-1285.0;1069.0;258.0;-230.0;719.0
456.0;-920.0;1073.0;534.0;-258.0;644.0
480.0;-935.0;1076.0;339.0;-199.0;641.0
514.0;-1044.0;1085.0;212.0;-156.0;675.0
387.0;-1116.0;1085.0;184.0;-130.0;710.0
287.0;-978.0;1087.0;?;-123.0;727.0
223.0;-840.0;1087.0;?;-41.0;723.0
179.0;-781.0;1088.0;?;37.0;753.0
152.0;-788.0;1085.0;381.0;3.0;912.0
161.0;-820.0;1082.0;420.0;24.0;1046.0
142.0;-825.0;1081.0;387.0;55.0;1061.0
96.0;-827.0;1078.0;370.0;-17.0;987.0
83.0;-836.0;1079.0;538.0;6.0;1133.0
?;-964.0;1077.0;703.0;304.0;925.0
?;-1153.0;1078.0;194.0;18.0;646.0
?;-1259.0;1070.0;158.0;-604.0;604.0
?;-1095.0;1069.0;263.0;-282.0;769.0
?;-1298.0;1068.0;230.0;-200.0;751.0
?;-1386.0;1064.0;179.0;-28.0;672.0
?;-772.0;1053.0;237.0;12.0;622.0
?;-923.0;1044.0;270.0;7.0;583.0
?;-973.0;1045.0;141.0;-96.0;622.0
?;-938.0;1046.0;131.0;-109.0;687.0
264.0;-858.0;1050.0;243.0;15.0;716.0
248.0;-788.0;1053.0;206.0;51.0;716.0
210.0;-732.0;1061.0;259.0;?;757.0
196.0;-718.0;1062.0;249.0;?;852.0
180.0;-785.0;1067.0;224.0;?;1037.0
156.0;-851.0;1071.0;256.0;?;991.0
116.0;-816.0;1076.0;258.0;?;1024.0
140.0;-831.0;1080.0;435.0;197.0;1010.0
144.0;-966.0;1082.0;353.0;137.0;?
230.0;-1088.0;1089.0;162.0;-280.0;?
185.0;-1190.0;1085.0;225.0;-479.0;?
175.0;-1162.0;1088.0;371.0;-224.0;?
442.0;-1190.0;1089.0;275.0;-237.0;?
384.0;-996.0;1088.0;524.0;-221.0;?
461.0;-1030.0;1081.0;343.0;-125.0;?
460.0;-1041.0;1074.0;299.0;?;?
469.0;-1121.0;1065.0;258.0;?;?
343.0;-1021.0;1050.0;240.0;?;753.0
223.0;-848.0;1045.0;352.0;-107.0;757.0
193.0;-776.0;1033.0;375.0;-28.0;793.0
160.0;-722.0;1022.0;406.0;1.0;826.0
151.0;-758.0;1010.0;424.0;63.0;939.0
152.0;-828.0;997.0;452.0;61.0;1158.0
119.0;-846.0;988.0;315.0;40.0;1147.0
113.0;-851.0;975.0;493.0;-38.0;1141.0
133.0;-897.0;967.0;635.0;173.0;1157.0
143.0;-995.0;950.0;614.0;448.0;927.0
168.0;-1168.0;938.0;198.0;-252.0;501.0
121.0;-1247.0;918.0;141.0;-669.0;581.0
153.0;-1202.0;899.0;231.0;-334.0;652.0
317.0;-1354.0;879.0;295.0;-179.0;603.0
482.0;-1266.0;855.0;163.0;-24.0;579.0
594.0;-821.0;834.0;248.0;-96.0;585.0
481.0;-804.0;816.0;208.0;-22.0;592.0
468.0;-833.0;807.0;88.0;-60.0;639.0
414.0;-850.0;798.0;160.0;-86.0;681.0
345.0;-780.0;797.0;237.0;-54.0;730.0
?;-739.0;794.0;259.0;-34.0;709.0
?;-747.0;792.0;281.0;40.0;718.0
?;-753.0;792.0;274.0;80.0;823.0
?;-782.0;786.0;264.0;39.0;958.0
?;-823.0;784.0;302.0;-42.0;1081.0
?;-831.0;778.0;331.0;-72.0;891.0
?;-817.0;776.0;464.0;109.0;934.0
?;-905.0;769.0;488.0;71.0;877.0
?;-1004.0;768.0;74.0;-55.0;781.0
?;-1185.0;762.0;63.0;-473.0;828.0
?;-1108.0;758.0;457.0;-357.0;921.0
?;-1123.0;759.0;?;-179.0;816.0
?;-1052.0;761.0;?;-175.0;742.0
?;?;764.0;?;-127.0;708.0
447.0;?;765.0;?;-150.0;675.0
452.0;?;768.0;?;-81.0;722.0
327.0;?;767.0;?;-81.0;743.0
203.0;?;773.0;284.0;-91.0;781.0
166.0;?;777.0;351.0;-15.0;779.0
136.0;?;779.0;364.0;49.0;882.0
116.0;?;781.0;424.0;40.0;990.0
122.0;?;782.0;470.0;61.0;1090.0
88.0;?;784.0;384.0;64.0;1064.0
72.0;?;783.0;497.0;17.0;1173.0
111.0;-915.0;781.0;611.0;265.0;1058.0
131.0;-1039.0;782.0;505.0;324.0;785.0
149.0;-1186.0;785.0;152.0;-373.0;571.0
88.0;-1193.0;?;245.0;-495.0;647.0
181.0;-1254.0;?;325.0;-283.0;747.0
396.0;-1382.0;?;212.0;-68.0;685.0
454.0;-960.0;806.0;167.0;57.0;662.0
507.0;-900.0;809.0;260.0;42.0;633.0
434.0;-858.0;815.0;204.0;36.0;622.0
396.0;-933.0;832.0;130.0;-76.0;641.0
322.0;-883.0;849.0;216.0;-65.0;684.0
304.0;-833.0;867.0;214.0;38.0;716.0
213.0;-774.0;883.0;236.0;58.0;703.0
199.0;-742.0;899.0;257.0;37.0;749.0
198.0;-748.0;916.0;215.0;47.0;892.0
178.0;-795.0;928.0;260.0;83.0;1083.0
129.0;-814.0;946.0;267.0;?;983.0
122.0;-804.0;958.0;371.0;?;1074.0
125.0;-838.0;975.0;420.0;?;867.0
124.0;-983.0;992.0;211.0;?;783.0
179.0;-1157.0;1008.0;141.0;?;742.0
127.0;-1137.0;1023.0;321.0;?;915.0
265.0;-1216.0;1037.0;291.0;?;879.0
497.0;-1251.0;1059.0;394.0;-306.0;726.0
395.0;-985.0;1072.0;402.0;-176.0;687.0
483.0;-986.0;1088.0;235.0;-199.0;631.0
448.0;-1102.0;1098.0;231.0;-120.0;666.0
361.0;-1090.0;1107.0;224.0;-134.0;726.0
249.0;-935.0;1109.0;245.0;-146.0;772.0
168.0;-830.0;1114.0;343.0;-107.0;796.0
164.0;-730.0;1114.0;415.0;-96.0;797.0
158.0;-735.0;1115.0;396.0;-53.0;839.0
158.0;-804.0;?;465.0;22.0;1024.0
139.0;-841.0;?;417.0;6.0;1024.0
114.0;-861.0;?;402.0;-76.0;1086.0
122.0;-879.0;1121.0;684.0;-21.0;1231.0
169.0;-923.0;1123.0;707.0;405.0;795.0
194.0;-1084.0;1128.0;342.0;-38.0;744.0
217.0;-1193.0;1128.0;-11.0;-522.0;581.0
174.0;-1126.0;1127.0;381.0;-365.0;707.0
207.0;-1311.0;1128.0;129.0;-207.0;714.0
406.0;-1376.0;1127.0;171.0;6.0;687.0
402.0;-862.0;1120.0;244.0;-6.0;632.0
536.0;-896.0;1112.0;251.0;-19.0;637.0
396.0;-858.0;1114.0;101.0;-79.0;654.0
411.0;-906.0;1119.0;144.0;-85.0;689.0
325.0;-898.0;1124.0;252.0;-21.0;717.0
249.0;-827.0;1128.0;229.0;6.0;740.0
224.0;-783.0;1135.0;227.0;-35.0;731.0
209.0;-763.0;1138.0;248.0;2.0;778.0
196.0;-800.0;1141.0;280.0;82.0;851.0
149.0;-839.0;1141.0;349.0;39.0;1049.0
101.0;-852.0;1147.0;332.0;-39.0;1125.0
106.0;-816.0;1150.0;320.0;41.0;1026.0
127.0;-845.0;1154.0;356.0;53.0;829.0
136.0;-959.0;1159.0;311.0;-284.0;728.0
178.0;-1073.0;1161.0;93.0;-312.0;564.0
163.0;-1093.0;1167.0;215.0;-246.0;869.0
281.0;-1251.0;1170.0;261.0;-178.0;852.0
426.0;-1259.0;1178.0;348.0;-286.0;786.0
488.0;-923.0;1177.0;446.0;-218.0;717.0
453.0;-900.0;1179.0;270.0;-196.0;653.0
438.0;-1038.0;1182.0;251.0;-148.0;667.0
357.0;-1077.0;1180.0;209.0;-82.0;733.0
299.0;-990.0;1178.0;278.0;-87.0;761.0
207.0;-880.0;1171.0;321.0;-52.0;776.0
150.0;-796.0;1168.0;352.0;?;852.0
156.0;-726.0;1163.0;345.0;?;911.0
154.0;-777.0;1163.0;470.0;?;1043.0
128.0;-827.0;1154.0;361.0;62.0;1059.0
102.0;-835.0;1148.0;385.0;-66.0;1112.0
111.0;-891.0;1142.0;596.0;-159.0;896.0
154.0;-971.0;1131.0;725.0;320.0;855.0
142.0;-1123.0;1123.0;288.0;147.0;662.0
190.0;-1237.0;1109.0;71.0;-533.0;590.0
140.0;-1080.0;1099.0;224.0;-488.0;748.0
346.0;-1195.0;1087.0;162.0;-205.0;669.0
439.0;-1310.0;1082.0;233.0;33.0;658.0
559.0;-815.0;1070.0;228.0;58.0;611.0
596.0;-945.0;1056.0;262.0;-16.0;629.0
424.0;-929.0;1054.0;136.0;-17.0;675.0
392.0;-847.0;1056.0;189.0;-83.0;719.0
322.0;-853.0;1060.0;240.0;36.0;729.0
251.0;-797.0;1065.0;256.0;?;758.0
201.0;-771.0;1071.0;251.0;26.0;732.0
233.0;-727.0;1081.0;260.0;88.0;839.0
162.0;-783.0;1083.0;297.0;105.0;992.0
147.0;-834.0;1082.0;330.0;-43.0;1017.0
122.0;-843.0;1085.0;332.0;-72.0;1143.0
131.0;-827.0;1085.0;369.0;133.0;1034.0
167.0;-899.0;1085.0;339.0;-16.0;602.0
189.0;-996.0;1091.0;63.0;-389.0;673.0
213.0;-1169.0;1090.0;204.0;-352.0;751.0
247.0;-1252.0;1093.0;363.0;-245.0;942.0
488.0;-1319.0;1096.0;263.0;-253.0;806.0
438.0;-944.0;1095.0;475.0;-325.0;743.0
463.0;?;1093.0;345.0;-198.0;707.0
442.0;?;1096.0;269.0;-144.0;674.0
449.0;?;1095.0;243.0;-96.0;692.0
362.0;?;1086.0;262.0;-138.0;704.0
227.0;?;1084.0;328.0;-88.0;734.0
190.0;?;1077.0;387.0;-11.0;805.0
164.0;?;1076.0;386.0;58.0;872.0
175.0;?;1068.0;533.0;83.0;1059.0
148.0;?;1061.0;421.0;111.0;1102.0
125.0;?;1049.0;441.0;-41.0;948.0
131.0;?;1039.0;579.0;-38.0;1212.0
162.0;-927.0;1031.0;736.0;362.0;1099.0
160.0;-1103.0;1020.0;358.0;111.0;447.0
194.0;-1225.0;1011.0;71.0;-544.0;565.0
161.0;-1120.0;993.0;228.0;-411.0;599.0
285.0;-1314.0;985.0;267.0;-144.0;699.0
468.0;-1389.0;974.0;222.0;99.0;655.0
560.0;-822.0;964.0;235.0;-49.0;693.0
576.0;-845.0;951.0;240.0;18.0;643.0
411.0;-819.0;954.0;133.0;10.0;659.0
420.0;-854.0;960.0;151.0;-40.0;681.0
365.0;-869.0;961.0;262.0;-7.0;684.0
272.0;-816.0;972.0;237.0;11.0;707.0
268.0;-785.0;978.0;271.0;57.0;705.0
224.0;-767.0;993.0;263.0;80.0;828.0
159.0;-789.0;999.0;254.0;109.0;937.0
168.0;-802.0;1005.0;313.0;1.0;1140.0
117.0;-815.0;1009.0;241.0;-124.0;877.0
104.0;-778.0;1018.0;406.0;102.0;1004.0
147.0;-870.0;1027.0;476.0;-29.0;858.0
165.0;-996.0;1032.0;306.0;-219.0;611.0
235.0;-1206.0;1042.0;127.0;-338.0;805.0
182.0;-1093.0;1045.0;332.0;-288.0;898.0
324.0;-1182.0;1059.0;240.0;-225.0;815.0
379.0;-1126.0;1066.0;452.0;-220.0;721.0
462.0;-945.0;1073.0;369.0;-191.0;705.0
472.0;-983.0;1082.0;299.0;-198.0;673.0
495.0;-1095.0;1084.0;298.0;-162.0;711.0
360.0;-1094.0;1086.0;249.0;-102.0;763.0
268.0;-950.0;1085.0;324.0;-84.0;741.0
220.0;-825.0;1090.0;345.0;-48.0;724.0
197.0;-785.0;1089.0;383.0;39.0;826.0
173.0;-787.0;1094.0;397.0;68.0;886.0
168.0;-825.0;1091.0;455.0;30.0;1071.0
125.0;-824.0;?;374.0;16.0;1090.0
81.0;-791.0;?;391.0;-57.0;1107.0
116.0;-840.0;?;598.0;99.0;1191.0
138.0;-941.0;?;836.0;423.0;849.0
148.0;-1081.0;?;442.0;243.0;714.0
139.0;-1248.0;?;199.0;-468.0;472.0
137.0;-1180.0;?;125.0;-489.0;660.0
144.0;-1352.0;?;308.0;-211.0;801.0
323.0;-1279.0;?;283.0;5.0;708.0
452.0;-829.0;1068.0;294.0;55.0;706.0
515.0;-892.0;1059.0;276.0;39.0;687.0
431.0;-861.0;1056.0;183.0;13.0;659.0
403.0;-928.0;1061.0;155.0;-49.0;670.0
340.0;-941.0;1061.0;293.0;-29.0;715.0
247.0;-877.0;1071.0;240.0;1.0;771.0
?;-816.0;1080.0;239.0;55.0;739.0
?;-777.0;1091.0;268.0;98.0;818.0
?;-765.0;1091.0;258.0;97.0;1017.0
?;-795.0;1090.0;353.0;23.0;1079.0
?;-838.0;1094.0;347.0;-92.0;1048.0
?;-806.0;1100.0;406.0;65.0;1137.0
?;-864.0;1103.0;430.0;67.0;763.0
?;-1044.0;1101.0;252.0;-80.0;761.0
?;-1206.0;1103.0;98.0;-350.0;781.0
?;-1106.0;1101.0;337.0;-219.0;1016.0
?;-1204.0;1105.0;356.0;-262.0;866.0
?;-1150.0;1102.0;505.0;-290.0;725.0
?;-943.0;1102.0;385.0;-184.0;679.0
?;-989.0;1100.0;268.0;-71.0;661.0
?;-1135.0;1094.0;273.0;-61.0;751.0
?;-1149.0;1088.0;256.0;-99.0;780.0
?;?;1078.0;272.0;-110.0;760.0
?;?;1076.0;374.0;-71.0;851.0
?;?;1066.0;413.0;22.0;911.0
?;?;1059.0;424.0;77.0;1009.0
?;?;1051.0;487.0;97.0;1116.0
?;?;1043.0;501.0;86.0;1044.0
?;?;1034.0;491.0;168.0;1132.0
?;?;1027.0;653.0;166.0;1253.0
?;?;1018.0;573.0;131.0;621.0
?;?;1003.0;206.0;-419.0;618.0
?;?;992.0;235.0;-490.0;585.0
128.0;?;981.0;?;-127.0;769.0
382.0;?;974.0;?;135.0;718.0
477.0;?;959.0;?;21.0;672.0
604.0;?;947.0;?;-58.0;651.0
406.0;-833.0;939.0;?;13.0;667.0
432.0;-903.0;936.0;?;-69.0;647.0
397.0;-932.0;940.0;?;-53.0;686.0
259.0;-867.0;937.0;?;-6.0;696.0
240.0;-784.0;946.0;?;19.0;718.0
?;-744.0;952.0;?;29.0;734.0
?;-746.0;952.0;?;64.0;928.0
?;-777.0;954.0;?;31.0;919.0
?;-808.0;955.0;?;-144.0;1076.0
?;-794.0;962.0;?;39.0;1067.0
?;-840.0;964.0;?;67.0;757.0
?;-962.0;968.0;113.0;-285.0;745.0
?;-1129.0;973.0;257.0;-461.0;917.0
205.0;-1073.0;978.0;307.0;-218.0;885.0
517.0;-1278.0;982.0;329.0;-272.0;813.0
369.0;-1032.0;989.0;475.0;-236.0;725.0
499.0;-1076.0;990.0;320.0;-193.0;673.0
469.0;-1048.0;989.0;329.0;-124.0;650.0
443.0;-1137.0;989.0;246.0;-87.0;707.0
324.0;-1066.0;979.0;227.0;-160.0;733.0
258.0;-893.0;975.0;308.0;-160.0;698.0
191.0;-811.0;972.0;344.0;-81.0;764.0
158.0;-737.0;964.0;365.0;-19.0;901.0
155.0;-752.0;956.0;365.0;25.0;1054.0
151.0;-796.0;951.0;445.0;33.0;1101.0
128.0;?;943.0;435.0;15.0;1070.0
88.0;?;936.0;419.0;55.0;1192.0
104.0;?;932.0;692.0;?;1008.0
168.0;?;921.0;639.0;375.0;717.0
189.0;?;910.0;265.0;-117.0;612.0
142.0;?;894.0;95.0;-557.0;467.0
187.0;?;883.0;257.0;-345.0;719.0
339.0;?;866.0;218.0;-106.0;735.0
407.0;?;848.0;198.0;55.0;640.0
500.0;?;824.0;231.0;28.0;616.0
525.0;?;807.0;221.0;25.0;639.0
?;?;796.0;86.0;-17.0;683.0
?;?;785.0;187.0;-21.0;703.0
?;?;779.0;181.0;11.0;742.0
?;?;776.0;207.0;39.0;748.0
?;?;772.0;246.0;?;707.0
?;?;762.0;267.0;?;823.0
?;-784.0;755.0;309.0;88.0;977.0
?;-838.0;749.0;308.0;-31.0;1115.0
?;-841.0;741.0;271.0;-50.0;1139.0
?;-802.0;735.0;307.0;35.0;960.0
?;-867.0;725.0;371.0;-68.0;790.0
139.0;-986.0;720.0;52.0;-254.0;726.0
154.0;-1159.0;708.0;198.0;-352.0;766.0
215.0;-1144.0;695.0;315.0;-234.0;870.0
293.0;-1206.0;680.0;249.0;-205.0;776.0
363.0;-1016.0;667.0;373.0;-237.0;701.0
485.0;-1054.0;650.0;262.0;-226.0;659.0
450.0;-1034.0;633.0;244.0;-199.0;674.0
390.0;-1053.0;614.0;202.0;-128.0;717.0
298.0;-993.0;595.0;248.0;-106.0;739.0
246.0;-886.0;581.0;321.0;-80.0;747.0
191.0;-813.0;559.0;353.0;-69.0;741.0
167.0;-763.0;543.0;347.0;3.0;856.0
157.0;-795.0;520.0;389.0;22.0;978.0
139.0;-821.0;503.0;442.0;14.0;1098.0
112.0;-808.0;485.0;416.0;28.0;1079.0
80.0;-824.0;465.0;436.0;57.0;1153.0
111.0;-884.0;445.0;716.0;102.0;1018.0
164.0;-1000.0;422.0;584.0;311.0;809.0
203.0;-1133.0;402.0;141.0;-308.0;570.0
102.0;-1290.0;375.0;79.0;-543.0;595.0
136.0;-1173.0;348.0;315.0;-332.0;755.0
271.0;-1287.0;319.0;191.0;-106.0;684.0
429.0;-1124.0;289.0;225.0;-15.0;701.0
554.0;-865.0;264.0;234.0;-40.0;653.0
490.0;-872.0;245.0;219.0;38.0;670.0
446.0;-912.0;232.0;119.0;-16.0;668.0
392.0;-882.0;220.0;200.0;-49.0;677.0
331.0;-910.0;215.0;242.0;-3.0;706.0
289.0;-806.0;208.0;244.0;36.0;715.0
230.0;-765.0;202.0;245.0;13.0;731.0
221.0;-761.0;195.0;258.0;91.0;798.0
193.0;-789.0;188.0;292.0;88.0;955.0
139.0;-824.0;185.0;330.0;-25.0;1052.0
116.0;-823.0;179.0;354.0;-87.0;967.0
109.0;-811.0;171.0;?;-18.0;1020.0
118.0;-852.0;163.0;?;37.0;902.0
166.0;-985.0;157.0;?;-251.0;541.0
188.0;-1145.0;152.0;195.0;-276.0;717.0
158.0;-1097.0;153.0;290.0;-242.0;882.0
381.0;-1252.0;149.0;274.0;-121.0;811.0
463.0;-1205.0;158.0;317.0;-217.0;790.0
467.0;-903.0;159.0;401.0;-174.0;738.0
454.0;-862.0;165.0;291.0;-198.0;716.0
476.0;-1026.0;174.0;265.0;-143.0;736.0
385.0;-1084.0;180.0;259.0;-132.0;772.0
288.0;-964.0;188.0;274.0;?;747.0
236.0;-856.0;195.0;320.0;?;753.0
208.0;-812.0;204.0;329.0;?;785.0
165.0;-818.0;206.0;308.0;22.0;828.0
156.0;-846.0;208.0;372.0;90.0;973.0
141.0;-840.0;211.0;413.0;77.0;1067.0
124.0;-831.0;?;345.0;-2.0;1033.0
95.0;-854.0;?;410.0;-6.0;1084.0
104.0;-867.0;?;636.0;168.0;948.0
153.0;-996.0;?;414.0;354.0;691.0
195.0;-1155.0;?;25.0;-464.0;488.0
202.0;-1178.0;201.0;132.0;-491.0;683.0
228.0;-1209.0;199.0;312.0;-289.0;697.0
418.0;-1347.0;204.0;111.0;-110.0;668.0
588.0;-960.0;210.0;243.0;13.0;655.0
599.0;-821.0;206.0;227.0;21.0;605.0
420.0;-898.0;209.0;132.0;-24.0;660.0
449.0;-923.0;225.0;58.0;-88.0;660.0
391.0;-913.0;240.0;191.0;-21.0;707.0
266.0;-833.0;252.0;208.0;30.0;730.0
234.0;-762.0;273.0;195.0;5.0;752.0
222.0;-731.0;290.0;194.0;48.0;780.0
192.0;-752.0;306.0;195.0;87.0;1018.0
161.0;-789.0;318.0;261.0;16.0;976.0
128.0;-837.0;326.0;232.0;-128.0;1007.0
143.0;-826.0;339.0;326.0;105.0;1016.0
154.0;-875.0;350.0;376.0;-10.0;667.0
160.0;-989.0;366.0;207.0;-193.0;662.0
259.0;-1187.0;380.0;92.0;-411.0;703.0
155.0;-1078.0;393.0;354.0;-213.0;801.0
353.0;-1195.0;408.0;224.0;-206.0;825.0
405.0;-1161.0;426.0;408.0;-282.0;741.0
490.0;-996.0;440.0;363.0;-238.0;661.0
?;-945.0;454.0;259.0;-198.0;653.0
?;-1056.0;473.0;273.0;-75.0;694.0
?;-1111.0;487.0;205.0;-151.0;714.0
?;-967.0;503.0;283.0;-168.0;734.0
?;-836.0;512.0;302.0;-68.0;775.0
?;-764.0;523.0;354.0;18.0;799.0
?;-767.0;531.0;374.0;49.0;922.0
?;-819.0;538.0;460.0;159.0;1104.0
128.0;-821.0;542.0;315.0;107.0;988.0
84.0;-832.0;541.0;470.0;-53.0;1084.0
117.0;-874.0;543.0;654.0;111.0;1084.0
148.0;-954.0;543.0;495.0;301.0;538.0
189.0;-1135.0;549.0;-20.0;-416.0;521.0
145.0;-1244.0;545.0;198.0;-334.0;646.0
237.0;-1216.0;550.0;338.0;-290.0;731.0
458.0;-1388.0;553.0;173.0;-63.0;658.0
509.0;-912.0;558.0;180.0;18.0;587.0
542.0;-874.0;552.0;227.0;7.0;628.0
410.0;-941.0;552.0;119.0;-39.0;623.0
484.0;-912.0;570.0;101.0;-90.0;650.0
374.0;-874.0;582.0;200.0;-10.0;681.0
288.0;-811.0;599.0;153.0;39.0;747.0
240.0;-772.0;611.0;167.0;-13.0;707.0
191.0;-726.0;628.0;239.0;33.0;786.0
224.0;-728.0;637.0;225.0;114.0;958.0
157.0;-783.0;646.0;241.0;24.0;985.0
127.0;-814.0;655.0;261.0;-127.0;969.0
120.0;-819.0;661.0;354.0;59.0;873.0
136.0;-868.0;672.0;357.0;-4.0;729.0
155.0;-1000.0;682.0;154.0;-270.0;787.0
243.0;-1152.0;696.0;93.0;-431.0;687.0
125.0;-1035.0;705.0;343.0;-181.0;903.0
373.0;-1208.0;720.0;?;-206.0;852.0
414.0;-1205.0;736.0;?;-287.0;824.0
490.0;-991.0;745.0;?;-202.0;728.0
458.0;-982.0;755.0;281.0;?;664.0
524.0;-1063.0;771.0;268.0;?;633.0
371.0;-1178.0;779.0;186.0;?;680.0
299.0;-1028.0;784.0;240.0;?;670.0
245.0;-904.0;791.0;279.0;?;702.0
167.0;-812.0;794.0;289.0;?;746.0
144.0;-723.0;801.0;320.0;?;959.0
143.0;-727.0;800.0;419.0;?;1105.0
