InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RWR accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA^ accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
-23.0;344.0;-926.0;1102.0;-281.0;1044.0;-765.0;4.0;626.0;450.0;-43.0;329.0
224.0;287.0;-1010.0;1074.0;-134.0;942.0;-881.0;117.0;586.0;476.0;-97.0;250.0
163.0;261.0;-998.0;1015.0;-157.0;924.0;-855.0;140.0;534.0;389.0;-76.0;272.0
80.0;360.0;-1063.0;943.0;82.0;925.0;-1001.0;210.0;427.0;420.0;-148.0;159.0
219.0;356.0;-803.0;1109.0;-365.0;933.0;-742.0;111.0;724.0;426.0;190.0;202.0
329.0;216.0;-940.0;1055.0;-233.0;1028.0;-805.0;-59.0;695.0;644.0;178.0;332.0
86.0;326.0;-972.0;1003.0;-154.0;885.0;-819.0;148.0;497.0;384.0;-67.0;251.0
102.0;292.0;-968.0;984.0;-230.0;865.0;-801.0;152.0;477.0;416.0;-109.0;212.0
328.0;199.0;-884.0;1040.0;-281.0;903.0;-600.0;-38.0;473.0;550.0;98.0;-38.0
305.0;197.0;-855.0;1040.0;-265.0;968.0;-564.0;-76.0;468.0;519.0;108.0;-3.0
315.0;152.0;-850.0;1040.0;-278.0;976.0;-565.0;-95.0;479.0;453.0;103.0;-21.0
308.0;-23.0;-820.0;1454.0;225.0;549.0;-396.0;87.0;912.0;290.0;41.0;144.0
256.0;259.0;-1000.0;1004.0;-379.0;975.0;-859.0;-32.0;722.0;534.0;106.0;100.0
226.0;286.0;-1031.0;999.0;-369.0;877.0;-949.0;-66.0;631.0;611.0;153.0;-15.0
195.0;345.0;-787.0;1034.0;-373.0;894.0;-758.0;1.0;634.0;481.0;220.0;70.0
192.0;297.0;-791.0;1020.0;-430.0;865.0;-787.0;-58.0;617.0;431.0;221.0;13.0
102.0;316.0;-960.0;1034.0;-189.0;815.0;-786.0;168.0;527.0;464.0;-85.0;178.0
93.0;321.0;-961.0;1076.0;-183.0;794.0;-760.0;89.0;509.0;457.0;-96.0;208.0
22.0;192.0;-799.0;915.0;-169.0;751.0;-740.0;127.0;707.0;350.0;-60.0;151.0
62.0;181.0;-871.0;828.0;-211.0;798.0;-808.0;135.0;671.0;378.0;-12.0;136.0
318.0;307.0;-881.0;1003.0;-383.0;807.0;-767.0;-30.0;646.0;534.0;135.0;124.0
268.0;463.0;-664.0;1080.0;-474.0;1144.0;-694.0;-240.0;737.0;452.0;560.0;626.0
127.0;422.0;-936.0;1019.0;43.0;813.0;-590.0;109.0;564.0;335.0;14.0;308.0
133.0;404.0;-945.0;1038.0;3.0;804.0;-609.0;82.0;536.0;325.0;3.0;296.0
211.0;288.0;-824.0;927.0;-385.0;754.0;-747.0;-21.0;636.0;399.0;70.0;108.0
118.0;395.0;-948.0;1025.0;46.0;798.0;-608.0;84.0;560.0;313.0;-2.0;307.0
168.0;158.0;-895.0;1091.0;-354.0;924.0;-598.0;-29.0;750.0;475.0;45.0;213.0
234.0;247.0;-968.0;1082.0;-183.0;971.0;-792.0;0.0;703.0;459.0;-20.0;178.0
203.0;238.0;-710.0;819.0;-364.0;651.0;-595.0;-72.0;583.0;429.0;91.0;172.0
234.0;256.0;-968.0;1070.0;-171.0;964.0;-791.0;18.0;688.0;471.0;-24.0;180.0
231.0;277.0;-966.0;1080.0;-220.0;966.0;-788.0;28.0;681.0;470.0;-28.0;172.0
252.0;397.0;-831.0;892.0;204.0;422.0;-400.0;204.0;233.0;379.0;-15.0;215.0
114.0;111.0;-853.0;1207.0;-289.0;892.0;-284.0;117.0;502.0;155.0;-100.0;316.0
239.0;266.0;-963.0;1080.0;-225.0;964.0;-787.0;28.0;678.0;458.0;-16.0;181.0
144.0;298.0;-685.0;912.0;-335.0;747.0;-547.0;-99.0;709.0;461.0;122.0;207.0
767.0;774.0;-271.0;449.0;-627.0;377.0;-109.0;-578.0;31.0;942.0;812.0;524.0
257.0;273.0;-804.0;838.0;-347.0;714.0;-690.0;-13.0;554.0;496.0;127.0;151.0
237.0;257.0;-948.0;1079.0;-176.0;971.0;-781.0;30.0;679.0;449.0;-27.0;181.0
100.0;146.0;-926.0;1023.0;-204.0;908.0;-808.0;87.0;817.0;410.0;-19.0;114.0
65.0;273.0;-998.0;1004.0;-118.0;649.0;-771.0;85.0;698.0;536.0;58.0;299.0
139.0;90.0;-826.0;771.0;-65.0;605.0;-585.0;174.0;622.0;529.0;-47.0;401.0
569.0;160.0;-696.0;996.0;-441.0;910.0;-725.0;-326.0;596.0;614.0;280.0;-85.0
182.0;205.0;-902.0;1091.0;-403.0;918.0;-753.0;-14.0;793.0;423.0;86.0;149.0
382.0;252.0;-879.0;966.0;-171.0;845.0;-702.0;-158.0;508.0;549.0;122.0;7.0
20.0;248.0;-953.0;873.0;-326.0;920.0;-755.0;59.0;526.0;512.0;159.0;321.0
407.0;290.0;-827.0;954.0;-248.0;775.0;-652.0;-50.0;752.0;477.0;106.0;87.0
211.0;223.0;-895.0;1083.0;-414.0;896.0;-752.0;26.0;763.0;470.0;82.0;117.0
102.0;138.0;-1023.0;1008.0;-235.0;906.0;-893.0;73.0;757.0;603.0;-17.0;119.0
281.0;77.0;-851.0;994.0;-163.0;1292.0;-643.0;23.0;705.0;508.0;102.0;269.0
226.0;53.0;-871.0;1117.0;-321.0;1009.0;-744.0;99.0;856.0;460.0;103.0;284.0
122.0;356.0;-968.0;1092.0;0.0;811.0;-553.0;103.0;577.0;304.0;-46.0;275.0
181.0;205.0;-990.0;1068.0;-238.0;963.0;-795.0;-11.0;605.0;323.0;41.0;290.0
106.0;295.0;-975.0;1090.0;39.0;866.0;-586.0;66.0;584.0;322.0;-26.0;229.0
321.0;202.0;-850.0;1007.0;-261.0;975.0;-771.0;-25.0;539.0;419.0;24.0;244.0
142.0;322.0;-706.0;863.0;-397.0;703.0;-594.0;2.0;634.0;430.0;61.0;199.0
192.0;321.0;-815.0;815.0;-329.0;701.0;-721.0;39.0;591.0;454.0;129.0;145.0
391.0;229.0;-893.0;829.0;-297.0;1125.0;-789.0;-45.0;484.0;506.0;213.0;78.0
178.0;296.0;-947.0;990.0;-393.0;860.0;-864.0;-63.0;629.0;364.0;163.0;-13.0
203.0;255.0;-866.0;957.0;-357.0;866.0;-770.0;-97.0;620.0;378.0;127.0;62.0
106.0;306.0;-986.0;1074.0;30.0;852.0;-605.0;49.0;572.0;290.0;-9.0;242.0
191.0;268.0;-972.0;971.0;-376.0;971.0;-898.0;34.0;587.0;467.0;180.0;-4.0
-16.0;163.0;-980.0;998.0;17.0;845.0;-461.0;-89.0;502.0;79.0;21.0;-23.0
294.0;305.0;-1080.0;977.0;31.0;795.0;-671.0;-49.0;432.0;248.0;63.0;-44.0
88.0;268.0;-952.0;958.0;-245.0;848.0;-914.0;108.0;584.0;406.0;-22.0;95.0
271.0;318.0;-845.0;1013.0;14.0;771.0;-500.0;69.0;766.0;157.0;63.0;252.0
153.0;311.0;-692.0;899.0;-392.0;689.0;-571.0;-53.0;664.0;463.0;90.0;173.0
209.0;156.0;-959.0;1070.0;-304.0;960.0;-846.0;-71.0;756.0;380.0;68.0;92.0
215.0;139.0;-964.0;1089.0;-307.0;968.0;-845.0;-66.0;784.0;384.0;63.0;77.0
201.0;144.0;-957.0;1074.0;-300.0;971.0;-843.0;-56.0;772.0;398.0;59.0;59.0
199.0;153.0;-963.0;1086.0;-358.0;978.0;-851.0;-44.0;790.0;388.0;52.0;55.0
191.0;120.0;-1004.0;1116.0;-353.0;1010.0;-934.0;-76.0;764.0;405.0;22.0;-28.0
229.0;141.0;-958.0;1075.0;-341.0;1001.0;-865.0;-90.0;786.0;414.0;79.0;73.0
215.0;250.0;-778.0;824.0;-323.0;687.0;-665.0;5.0;574.0;468.0;117.0;165.0
228.0;144.0;-957.0;1092.0;-312.0;980.0;-868.0;-102.0;764.0;414.0;81.0;68.0
278.0;269.0;-896.0;799.0;-369.0;753.0;-812.0;22.0;533.0;454.0;170.0;64.0
81.0;194.0;-866.0;940.0;-157.0;862.0;-812.0;166.0;674.0;341.0;-78.0;86.0
16.0;180.0;-844.0;956.0;-190.0;857.0;-790.0;109.0;689.0;322.0;-104.0;115.0
278.0;337.0;-877.0;980.0;-406.0;884.0;-797.0;-8.0;603.0;460.0;170.0;97.0
261.0;319.0;-871.0;983.0;-416.0;913.0;-798.0;-60.0;593.0;484.0;169.0;69.0
231.0;336.0;-853.0;1038.0;-485.0;884.0;-755.0;37.0;741.0;425.0;160.0;66.0
259.0;235.0;-966.0;1072.0;-199.0;841.0;-693.0;-158.0;508.0;493.0;202.0;333.0
267.0;476.0;-967.0;1020.0;-50.0;864.0;-675.0;56.0;457.0;481.0;209.0;330.0
80.0;268.0;-906.0;915.0;-245.0;836.0;-844.0;92.0;599.0;378.0;-69.0;86.0
243.0;446.0;-932.0;1029.0;-104.0;877.0;-668.0;86.0;483.0;506.0;220.0;332.0
127.0;367.0;-719.0;1009.0;-359.0;796.0;-591.0;-61.0;775.0;399.0;132.0;229.0
259.0;306.0;-862.0;975.0;-396.0;913.0;-796.0;-48.0;604.0;491.0;200.0;52.0
91.0;188.0;-988.0;1120.0;-188.0;981.0;-869.0;202.0;872.0;387.0;16.0;38.0
-26.0;249.0;-932.0;1089.0;-237.0;1023.0;-787.0;188.0;757.0;414.0;54.0;226.0
183.0;178.0;-870.0;1070.0;-482.0;915.0;-772.0;-95.0;734.0;405.0;115.0;124.0
141.0;278.0;-781.0;893.0;-434.0;782.0;-658.0;-132.0;594.0;395.0;54.0;237.0
213.0;267.0;-775.0;870.0;-401.0;798.0;-660.0;-75.0;612.0;394.0;29.0;202.0
208.0;227.0;-889.0;940.0;-364.0;867.0;-819.0;-93.0;593.0;389.0;181.0;51.0
286.0;257.0;-801.0;869.0;-361.0;808.0;-712.0;12.0;582.0;449.0;59.0;56.0
36.0;215.0;-822.0;882.0;-173.0;768.0;-778.0;198.0;655.0;370.0;-53.0;107.0
345.0;162.0;-944.0;1139.0;-275.0;965.0;-860.0;79.0;755.0;561.0;29.0;267.0
164.0;361.0;-897.0;922.0;-450.0;829.0;-841.0;-55.0;522.0;365.0;66.0;89.0
-11.0;289.0;-965.0;1016.0;-244.0;970.0;-824.0;146.0;669.0;351.0;-39.0;277.0
4.0;311.0;-960.0;999.0;-196.0;927.0;-816.0;153.0;669.0;369.0;-27.0;271.0
21.0;351.0;-941.0;1025.0;-254.0;917.0;-790.0;156.0;679.0;381.0;-13.0;291.0
30.0;357.0;-927.0;1049.0;-204.0;933.0;-770.0;180.0;691.0;404.0;-25.0;324.0
36.0;346.0;-926.0;1040.0;-255.0;936.0;-763.0;132.0;734.0;423.0;19.0;350.0
214.0;158.0;-975.0;1090.0;-170.0;916.0;-712.0;28.0;617.0;492.0;-93.0;27.0
160.0;207.0;-950.0;1086.0;-297.0;953.0;-886.0;104.0;713.0;456.0;-9.0;99.0
171.0;468.0;-761.0;916.0;-404.0;829.0;-645.0;-74.0;506.0;535.0;87.0;262.0
480.0;835.0;-583.0;601.0;-800.0;342.0;100.0;-148.0;-137.0;934.0;665.0;701.0
307.0;1043.0;-119.0;147.0;-712.0;-331.0;601.0;-107.0;-701.0;739.0;818.0;914.0
117.0;199.0;-891.0;1107.0;-313.0;950.0;-823.0;111.0;759.0;401.0;-31.0;47.0
195.0;798.0;-1004.0;752.0;-398.0;679.0;-790.0;-94.0;-32.0;481.0;296.0;308.0
-110.0;-91.0;-956.0;1126.0;-226.0;990.0;-848.0;21.0;925.0;308.0;-184.0;184.0
-5.0;10.0;-1007.0;1081.0;45.0;645.0;-391.0;238.0;268.0;439.0;-302.0;-235.0
225.0;128.0;-978.0;1100.0;-186.0;918.0;-724.0;38.0;641.0;501.0;-128.0;20.0
234.0;-38.0;-957.0;1011.0;-315.0;1285.0;-830.0;-108.0;687.0;556.0;144.0;149.0
175.0;166.0;-1015.0;1000.0;-248.0;903.0;-894.0;83.0;677.0;560.0;22.0;168.0
185.0;507.0;-835.0;914.0;-326.0;843.0;-663.0;64.0;452.0;512.0;170.0;348.0
223.0;127.0;-976.0;1101.0;-136.0;895.0;-715.0;29.0;641.0;498.0;-121.0;28.0
103.0;280.0;-782.0;994.0;-78.0;813.0;-741.0;155.0;769.0;352.0;8.0;199.0
63.0;247.0;-787.0;1039.0;-101.0;865.0;-725.0;132.0;769.0;370.0;-66.0;290.0
33.0;297.0;-845.0;1061.0;-203.0;923.0;-765.0;132.0;760.0;356.0;-97.0;307.0
218.0;130.0;-978.0;1109.0;-140.0;890.0;-708.0;37.0;640.0;503.0;-106.0;28.0
216.0;139.0;-973.0;1098.0;-157.0;889.0;-706.0;29.0;629.0;496.0;-119.0;34.0
242.0;-336.0;-742.0;1138.0;42.0;1203.0;-358.0;117.0;905.0;218.0;-262.0;328.0
157.0;217.0;-943.0;1016.0;-56.0;965.0;-587.0;61.0;763.0;443.0;-116.0;114.0
217.0;152.0;-972.0;1101.0;-147.0;895.0;-706.0;39.0;622.0;499.0;-113.0;31.0
27.0;406.0;-914.0;988.0;-204.0;918.0;-723.0;41.0;692.0;261.0;31.0;204.0
184.0;360.0;-937.0;1050.0;-238.0;960.0;-771.0;-7.0;694.0;478.0;80.0;224.0
200.0;176.0;-976.0;1100.0;-160.0;879.0;-685.0;49.0;622.0;502.0;-120.0;51.0
63.0;391.0;-933.0;1067.0;-208.0;926.0;-795.0;114.0;596.0;383.0;144.0;166.0
109.0;256.0;-972.0;1086.0;-87.0;949.0;-789.0;95.0;735.0;330.0;20.0;189.0
126.0;289.0;-1044.0;1106.0;-54.0;950.0;-861.0;180.0;800.0;221.0;65.0;2.0
-14.0;197.0;-894.0;1178.0;-211.0;920.0;-799.0;118.0;886.0;361.0;-74.0;47.0
43.0;342.0;-980.0;1076.0;-108.0;907.0;-791.0;92.0;702.0;372.0;44.0;229.0
112.0;10.0;-1036.0;1172.0;-133.0;938.0;-743.0;244.0;656.0;469.0;-286.0;68.0
83.0;245.0;-898.0;1043.0;-300.0;818.0;-828.0;113.0;751.0;390.0;20.0;152.0
161.0;388.0;-932.0;1056.0;-232.0;943.0;-755.0;-24.0;669.0;431.0;134.0;256.0
111.0;293.0;-915.0;1032.0;-269.0;857.0;-845.0;156.0;739.0;411.0;1.0;140.0
125.0;304.0;-961.0;968.0;-247.0;878.0;-885.0;104.0;681.0;460.0;4.0;118.0
94.0;260.0;-1032.0;926.0;-242.0;895.0;-964.0;69.0;641.0;491.0;24.0;141.0
202.0;172.0;-979.0;1108.0;-172.0;905.0;-689.0;60.0;626.0;496.0;-120.0;54.0
153.0;252.0;-736.0;655.0;-311.0;802.0;-636.0;-124.0;998.0;415.0;63.0;213.0
168.0;177.0;-974.0;969.0;-196.0;971.0;-885.0;110.0;688.0;491.0;95.0;89.0
161.0;331.0;-699.0;845.0;-265.0;722.0;-576.0;-71.0;607.0;429.0;80.0;202.0
178.0;372.0;-875.0;1036.0;-402.0;933.0;-797.0;55.0;599.0;437.0;210.0;-5.0
203.0;239.0;-763.0;831.0;-299.0;713.0;-640.0;-32.0;568.0;438.0;107.0;200.0
251.0;246.0;-853.0;829.0;-308.0;781.0;-760.0;13.0;574.0;462.0;139.0;123.0
50.0;323.0;-973.0;998.0;-63.0;936.0;-778.0;58.0;692.0;382.0;31.0;223.0
172.0;386.0;-932.0;1043.0;-237.0;934.0;-764.0;-1.0;694.0;410.0;163.0;259.0
173.0;371.0;-951.0;1037.0;-216.0;958.0;-793.0;32.0;699.0;406.0;128.0;256.0
199.0;170.0;-979.0;1104.0;-175.0;895.0;-687.0;62.0;627.0;500.0;-111.0;53.0
197.0;172.0;-981.0;1097.0;-170.0;894.0;-687.0;66.0;616.0;500.0;-118.0;55.0
281.0;-19.0;-894.0;1109.0;-54.0;893.0;-675.0;-64.0;680.0;259.0;-52.0;-235.0
74.0;49.0;-1032.0;1109.0;-77.0;912.0;-748.0;195.0;611.0;510.0;-172.0;-8.0
181.0;379.0;-946.0;1047.0;-222.0;954.0;-766.0;12.0;706.0;404.0;155.0;281.0
201.0;166.0;-984.0;1111.0;-167.0;904.0;-694.0;58.0;599.0;504.0;-124.0;50.0
200.0;149.0;-987.0;1100.0;-171.0;890.0;-692.0;65.0;620.0;501.0;-113.0;53.0
198.0;175.0;-993.0;1109.0;-131.0;885.0;-693.0;50.0;632.0;500.0;-98.0;53.0
166.0;225.0;-989.0;1032.0;-284.0;955.0;-912.0;16.0;676.0;472.0;58.0;-18.0
162.0;-127.0;-936.0;1103.0;-13.0;732.0;-465.0;47.0;401.0;481.0;-226.0;-358.0
99.0;390.0;-904.0;1008.0;-492.0;766.0;-706.0;-141.0;369.0;427.0;370.0;304.0
200.0;189.0;-996.0;1090.0;-164.0;886.0;-696.0;66.0;545.0;511.0;-117.0;50.0
36.0;212.0;-980.0;1060.0;-85.0;929.0;-801.0;70.0;645.0;398.0;53.0;199.0
354.0;415.0;-995.0;1047.0;-276.0;917.0;-803.0;-36.0;416.0;559.0;79.0;134.0
282.0;516.0;-997.0;1010.0;-429.0;965.0;-905.0;-76.0;309.0;651.0;167.0;117.0
324.0;308.0;-996.0;1039.0;-352.0;910.0;-847.0;-57.0;460.0;576.0;132.0;68.0
317.0;198.0;-766.0;1019.0;-430.0;866.0;-710.0;-63.0;649.0;396.0;88.0;44.0
193.0;354.0;-930.0;1048.0;-197.0;950.0;-753.0;17.0;693.0;438.0;145.0;272.0
123.0;300.0;-742.0;915.0;-360.0;764.0;-628.0;-77.0;664.0;353.0;108.0;249.0
153.0;300.0;-743.0;848.0;-366.0;764.0;-628.0;-54.0;627.0;368.0;65.0;239.0
295.0;208.0;-886.0;1108.0;-429.0;1016.0;-723.0;-56.0;689.0;558.0;140.0;131.0
326.0;277.0;-964.0;1050.0;-364.0;933.0;-827.0;-57.0;524.0;575.0;133.0;53.0
325.0;287.0;-930.0;1072.0;-364.0;961.0;-798.0;-27.0;514.0;575.0;137.0;56.0
194.0;342.0;-951.0;1059.0;-210.0;970.0;-768.0;11.0;706.0;469.0;129.0;262.0
184.0;258.0;-768.0;844.0;-342.0;761.0;-650.0;-28.0;595.0;370.0;41.0;241.0
197.0;274.0;-817.0;845.0;-304.0;774.0;-724.0;22.0;554.0;373.0;67.0;190.0
198.0;356.0;-954.0;1051.0;-265.0;961.0;-771.0;17.0;698.0;477.0;160.0;261.0
207.0;276.0;-954.0;852.0;-280.0;833.0;-886.0;22.0;564.0;420.0;101.0;50.0
193.0;210.0;-1116.0;1021.0;-376.0;749.0;-922.0;-108.0;681.0;546.0;-5.0;187.0
166.0;178.0;-1049.0;969.0;-289.0;772.0;-813.0;-38.0;653.0;503.0;20.0;234.0
-61.0;343.0;-1021.0;1120.0;7.0;1068.0;-980.0;170.0;638.0;641.0;-50.0;196.0
188.0;355.0;-938.0;1050.0;-252.0;961.0;-754.0;11.0;705.0;487.0;119.0;276.0
183.0;347.0;-946.0;1040.0;-301.0;959.0;-769.0;-18.0;699.0;491.0;110.0;284.0
199.0;388.0;-946.0;1000.0;-203.0;903.0;-769.0;-79.0;661.0;511.0;143.0;284.0
221.0;351.0;-936.0;987.0;-172.0;959.0;-755.0;-23.0;601.0;482.0;170.0;296.0
203.0;227.0;-996.0;1090.0;-119.0;909.0;-697.0;94.0;527.0;514.0;-126.0;55.0
71.0;121.0;-977.0;962.0;-321.0;1044.0;-791.0;-84.0;675.0;453.0;124.0;215.0
157.0;199.0;-1028.0;906.0;-257.0;892.0;-775.0;-18.0;616.0;478.0;54.0;233.0
123.0;215.0;-1012.0;899.0;-206.0;1114.0;-739.0;17.0;556.0;466.0;87.0;236.0
87.0;166.0;-987.0;892.0;-145.0;1115.0;-676.0;28.0;578.0;442.0;140.0;259.0
79.0;153.0;-923.0;894.0;-168.0;958.0;-595.0;-48.0;616.0;390.0;173.0;278.0
212.0;214.0;-885.0;1087.0;-422.0;1017.0;-742.0;-8.0;752.0;604.0;159.0;80.0
65.0;90.0;-1122.0;1000.0;-226.0;1301.0;-1002.0;-6.0;688.0;636.0;-20.0;142.0
213.0;247.0;-1041.0;1136.0;-289.0;723.0;-728.0;76.0;707.0;459.0;-123.0;182.0
293.0;247.0;-946.0;1121.0;-261.0;716.0;-705.0;141.0;673.0;439.0;-112.0;182.0
67.0;236.0;-980.0;994.0;-277.0;1021.0;-808.0;-27.0;621.0;466.0;36.0;200.0
208.0;404.0;-941.0;981.0;-251.0;886.0;-760.0;28.0;578.0;512.0;217.0;311.0
51.0;197.0;-1016.0;1016.0;-282.0;901.0;-849.0;-66.0;619.0;469.0;110.0;207.0
44.0;251.0;-1063.0;1022.0;-317.0;860.0;-911.0;-55.0;597.0;495.0;57.0;166.0
197.0;225.0;-991.0;1101.0;-147.0;898.0;-695.0;93.0;512.0;515.0;-137.0;60.0
116.0;140.0;-889.0;1150.0;-269.0;867.0;-442.0;53.0;563.0;516.0;-1.0;254.0
112.0;84.0;-869.0;1140.0;-119.0;883.0;-301.0;72.0;567.0;255.0;-4.0;302.0
183.0;496.0;-920.0;1000.0;-251.0;908.0;-738.0;-12.0;616.0;502.0;138.0;365.0
160.0;538.0;-923.0;1002.0;-215.0;897.0;-766.0;-18.0;608.0;545.0;165.0;326.0
201.0;220.0;-980.0;1096.0;-145.0;870.0;-683.0;83.0;487.0;508.0;-133.0;59.0
206.0;437.0;-890.0;983.0;-372.0;893.0;-699.0;-7.0;757.0;565.0;139.0;391.0
97.0;204.0;-902.0;927.0;-172.0;801.0;-853.0;170.0;647.0;384.0;-31.0;57.0
28.0;277.0;-978.0;1080.0;-176.0;972.0;-811.0;94.0;726.0;343.0;74.0;195.0
-1.0;291.0;-770.0;933.0;-228.0;811.0;-719.0;90.0;749.0;309.0;-57.0;184.0
201.0;255.0;-982.0;1077.0;-185.0;865.0;-685.0;90.0;473.0;519.0;-150.0;56.0
131.0;324.0;-731.0;843.0;-361.0;763.0;-593.0;-72.0;592.0;407.0;88.0;225.0
151.0;243.0;-950.0;1163.0;-256.0;994.0;-870.0;55.0;772.0;435.0;134.0;222.0
134.0;204.0;-958.0;1126.0;-198.0;1003.0;-869.0;59.0;770.0;441.0;146.0;201.0
126.0;191.0;-977.0;1037.0;-264.0;1056.0;-876.0;61.0;803.0;428.0;95.0;193.0
171.0;292.0;-745.0;830.0;-349.0;742.0;-599.0;-57.0;516.0;428.0;74.0;236.0
230.0;242.0;-791.0;848.0;-395.0;726.0;-659.0;-22.0;506.0;437.0;128.0;235.0
275.0;277.0;-945.0;845.0;-358.0;755.0;-862.0;6.0;545.0;493.0;178.0;118.0
207.0;271.0;-986.0;1082.0;-90.0;863.0;-694.0;89.0;439.0;527.0;-142.0;48.0
8.0;256.0;-972.0;1090.0;-137.0;968.0;-811.0;92.0;715.0;361.0;80.0;188.0
231.0;191.0;-909.0;1044.0;-263.0;960.0;-835.0;-71.0;745.0;471.0;130.0;73.0
239.0;238.0;-918.0;1063.0;-324.0;964.0;-838.0;-57.0;746.0;441.0;142.0;88.0
245.0;262.0;-942.0;1086.0;-428.0;990.0;-854.0;-43.0;772.0;450.0;132.0;104.0
208.0;313.0;-982.0;1084.0;11.0;819.0;-670.0;136.0;359.0;538.0;-110.0;67.0
212.0;285.0;-998.0;1093.0;-344.0;1026.0;-845.0;-5.0;754.0;512.0;121.0;220.0
216.0;240.0;-1017.0;1084.0;-393.0;1027.0;-859.0;-12.0;753.0;499.0;110.0;248.0
212.0;234.0;-1017.0;1111.0;-395.0;1017.0;-865.0;20.0;757.0;509.0;110.0;252.0
202.0;249.0;-983.0;1057.0;-355.0;1003.0;-848.0;-57.0;758.0;524.0;95.0;220.0
177.0;277.0;-967.0;1069.0;-269.0;1035.0;-852.0;-89.0;714.0;504.0;65.0;195.0
174.0;322.0;-975.0;1017.0;-349.0;1007.0;-880.0;-32.0;694.0;500.0;134.0;192.0
208.0;299.0;-953.0;1138.0;-335.0;1015.0;-868.0;-94.0;685.0;491.0;144.0;178.0
223.0;352.0;-944.0;1086.0;-382.0;977.0;-853.0;-17.0;691.0;482.0;129.0;209.0
114.0;286.0;-789.0;950.0;-540.0;959.0;-1021.0;0.0;658.0;383.0;139.0;308.0
201.0;310.0;-878.0;1017.0;-426.0;1074.0;-736.0;-102.0;590.0;606.0;161.0;285.0
323.0;397.0;-865.0;961.0;-411.0;905.0;-738.0;-32.0;603.0;576.0;252.0;200.0
242.0;360.0;-838.0;1000.0;-462.0;876.0;-708.0;-82.0;632.0;547.0;180.0;295.0
308.0;286.0;-888.0;1042.0;-607.0;811.0;-473.0;-156.0;613.0;804.0;199.0;367.0
334.0;281.0;-721.0;1042.0;-537.0;1059.0;-323.0;-300.0;622.0;921.0;403.0;504.0
265.0;172.0;-762.0;1027.0;-311.0;803.0;-682.0;-42.0;713.0;557.0;182.0;-22.0
217.0;203.0;-768.0;1040.0;-300.0;902.0;-698.0;40.0;663.0;478.0;139.0;-6.0
181.0;235.0;-850.0;999.0;-283.0;951.0;-787.0;-3.0;658.0;431.0;94.0;-16.0
142.0;287.0;-905.0;1000.0;-271.0;958.0;-821.0;-43.0;639.0;420.0;66.0;73.0
134.0;307.0;-928.0;1013.0;-289.0;923.0;-816.0;-16.0;654.0;422.0;80.0;188.0
187.0;288.0;-900.0;1000.0;-335.0;895.0;-776.0;7.0;654.0;424.0;126.0;211.0
218.0;312.0;-889.0;1000.0;-348.0;903.0;-747.0;10.0;637.0;414.0;122.0;195.0
203.0;326.0;-904.0;999.0;-401.0;915.0;-751.0;-16.0;620.0;397.0;87.0;227.0
192.0;346.0;-906.0;1000.0;-376.0;881.0;-754.0;-47.0;633.0;407.0;129.0;247.0
281.0;129.0;-965.0;1043.0;-225.0;1022.0;-870.0;4.0;725.0;459.0;138.0;59.0
193.0;418.0;-1007.0;1002.0;-201.0;935.0;-772.0;44.0;551.0;330.0;96.0;226.0
18.0;247.0;-968.0;1078.0;-155.0;952.0;-804.0;57.0;717.0;342.0;25.0;200.0
137.0;296.0;-987.0;931.0;-253.0;884.0;-672.0;46.0;527.0;282.0;71.0;388.0
355.0;429.0;-903.0;790.0;-363.0;439.0;-775.0;44.0;295.0;630.0;472.0;364.0
288.0;291.0;-921.0;795.0;-375.0;809.0;-831.0;27.0;489.0;434.0;186.0;124.0
255.0;204.0;-921.0;1107.0;-26.0;937.0;-449.0;79.0;628.0;502.0;66.0;322.0
95.0;261.0;-978.0;1151.0;-230.0;1024.0;-640.0;54.0;701.0;550.0;-66.0;131.0
258.0;234.0;-946.0;1117.0;-3.0;948.0;-496.0;91.0;599.0;514.0;92.0;261.0
234.0;233.0;-1015.0;1141.0;-85.0;961.0;-584.0;104.0;543.0;529.0;76.0;226.0
88.0;257.0;-937.0;1080.0;-201.0;985.0;-735.0;217.0;594.0;585.0;-53.0;52.0
17.0;245.0;-976.0;1066.0;-134.0;951.0;-814.0;93.0;700.0;336.0;37.0;196.0
233.0;325.0;-901.0;938.0;-359.0;914.0;-774.0;-43.0;629.0;494.0;186.0;174.0
207.0;373.0;-874.0;971.0;-363.0;907.0;-746.0;12.0;713.0;510.0;137.0;189.0
221.0;268.0;-1042.0;1102.0;-91.0;930.0;-621.0;155.0;559.0;518.0;94.0;212.0
13.0;221.0;-974.0;1050.0;-191.0;970.0;-801.0;118.0;711.0;346.0;31.0;215.0
247.0;308.0;-1047.0;1125.0;-40.0;930.0;-626.0;76.0;573.0;473.0;83.0;200.0
11.0;241.0;-977.0;1078.0;-156.0;952.0;-808.0;116.0;726.0;372.0;50.0;221.0
14.0;247.0;-980.0;1070.0;-118.0;954.0;-801.0;113.0;735.0;392.0;36.0;207.0
