Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit LLA accZ;Accelerometer LH accZ;Accelerometer LWR accZ
21.0;-322.0;16.0;71.0;374.0
37.0;-320.0;9.0;93.0;365.0
30.0;-314.0;5.0;90.0;395.0
30.0;-294.0;4.0;45.0;383.0
47.0;-301.0;-9.0;59.0;386.0
-3.0;-315.0;-5.0;-2.0;438.0
27.0;-321.0;-11.0;82.0;365.0
32.0;-320.0;-9.0;72.0;402.0
-9.0;-405.0;-29.0;71.0;388.0
37.0;-292.0;20.0;30.0;424.0
34.0;-292.0;26.0;31.0;412.0
35.0;-280.0;-8.0;116.0;456.0
39.0;-302.0;-18.0;79.0;356.0
40.0;-315.0;-20.0;72.0;384.0
35.0;-334.0;-20.0;61.0;364.0
27.0;-341.0;-19.0;103.0;371.0
30.0;-339.0;-11.0;109.0;359.0
14.0;-355.0;-51.0;90.0;349.0
23.0;-341.0;-4.0;102.0;388.0
17.0;-341.0;-5.0;112.0;358.0
53.0;-274.0;-32.0;-13.0;392.0
33.0;-325.0;-15.0;32.0;451.0
21.0;-344.0;-26.0;108.0;389.0
7.0;-345.0;-66.0;-80.0;529.0
1.0;-350.0;-11.0;58.0;460.0
30.0;-299.0;28.0;122.0;350.0
-34.0;-361.0;-7.0;81.0;363.0
-51.0;-304.0;-6.0;71.0;373.0
79.0;-381.0;20.0;81.0;550.0
72.0;-369.0;65.0;5.0;414.0
55.0;-315.0;1.0;114.0;391.0
41.0;-329.0;40.0;51.0;436.0
-74.0;-366.0;-207.0;-368.0;543.0
37.0;-334.0;-8.0;31.0;432.0
35.0;-292.0;44.0;45.0;392.0
33.0;-292.0;41.0;27.0;394.0
41.0;-349.0;3.0;85.0;413.0
-5.0;-383.0;18.0;72.0;421.0
0.0;-342.0;21.0;134.0;369.0
38.0;-447.0;357.0;235.0;435.0
6.0;-335.0;0.0;149.0;363.0
-1.0;-256.0;-3.0;64.0;333.0
0.0;-334.0;-37.0;120.0;337.0
38.0;-214.0;-70.0;104.0;344.0
351.0;45.0;-34.0;-62.0;336.0
11.0;-304.0;-12.0;167.0;324.0
100.0;-287.0;-60.0;62.0;337.0
58.0;-594.0;22.0;173.0;563.0
-51.0;-302.0;-96.0;167.0;276.0
4.0;-191.0;-129.0;100.0;76.0
51.0;-519.0;12.0;49.0;449.0
-24.0;-461.0;-57.0;353.0;261.0
90.0;-346.0;-22.0;13.0;495.0
170.0;-387.0;96.0;128.0;498.0
123.0;-122.0;-13.0;110.0;364.0
94.0;-231.0;-12.0;85.0;430.0
-15.0;-304.0;-45.0;86.0;314.0
-90.0;-388.0;52.0;107.0;354.0
65.0;-261.0;50.0;167.0;305.0
28.0;-314.0;53.0;21.0;453.0
134.0;-435.0;-11.0;168.0;351.0
5.0;-253.0;20.0;-31.0;394.0
97.0;-375.0;17.0;524.0;211.0
112.0;-292.0;8.0;148.0;338.0
80.0;-311.0;60.0;71.0;419.0
81.0;-293.0;-397.0;182.0;352.0
19.0;-264.0;114.0;-114.0;621.0
76.0;-260.0;197.0;211.0;332.0
-10.0;-366.0;-141.0;90.0;351.0
157.0;-338.0;-19.0;85.0;505.0
-137.0;-435.0;-66.0;204.0;422.0
-10.0;-471.0;-78.0;150.0;417.0
31.0;-308.0;55.0;113.0;384.0
-29.0;-439.0;-46.0;126.0;453.0
160.0;-317.0;128.0;60.0;466.0
39.0;-463.0;-255.0;-69.0;141.0
13.0;-373.0;-22.0;150.0;394.0
-10.0;-518.0;-87.0;394.0;497.0
-290.0;-757.0;-313.0;143.0;536.0
37.0;-348.0;17.0;158.0;341.0
-100.0;-315.0;-72.0;132.0;406.0
-229.0;-592.0;-79.0;103.0;392.0
-352.0;-798.0;-405.0;305.0;287.0
-12.0;-345.0;102.0;152.0;339.0
-12.0;-288.0;74.0;196.0;262.0
137.0;-313.0;52.0;333.0;292.0
10.0;-670.0;-366.0;691.0;243.0
14.0;-360.0;-44.0;216.0;305.0
-181.0;-126.0;-69.0;-86.0;333.0
2.0;-350.0;-11.0;192.0;373.0
-44.0;-329.0;1.0;134.0;379.0
2.0;-382.0;-10.0;57.0;322.0
145.0;-129.0;277.0;-789.0;805.0
18.0;-177.0;-97.0;241.0;22.0
163.0;-242.0;93.0;-61.0;492.0
345.0;-285.0;-66.0;-113.0;565.0
-1.0;-295.0;-17.0;40.0;338.0
-189.0;-552.0;35.0;-255.0;339.0
21.0;-360.0;-6.0;112.0;331.0
-72.0;-256.0;-158.0;85.0;246.0
41.0;-345.0;114.0;131.0;442.0
-75.0;-319.0;98.0;96.0;286.0
-15.0;-25.0;-19.0;-86.0;300.0
-53.0;-174.0;-66.0;-85.0;389.0
-30.0;-319.0;-4.0;-9.0;348.0
-29.0;-189.0;-81.0;-4.0;218.0
9.0;-296.0;-60.0;61.0;341.0
59.0;-304.0;47.0;-38.0;495.0
-12.0;-287.0;-114.0;39.0;280.0
-21.0;-328.0;-57.0;69.0;322.0
57.0;-310.0;75.0;101.0;508.0
-163.0;-498.0;-297.0;20.0;183.0
45.0;-280.0;61.0;95.0;379.0
-206.0;-213.0;78.0;-33.0;326.0
66.0;-399.0;144.0;35.0;384.0
-22.0;-340.0;220.0;151.0;359.0
24.0;-370.0;43.0;97.0;355.0
38.0;-272.0;45.0;-84.0;463.0
93.0;-253.0;95.0;42.0;385.0
22.0;-290.0;53.0;40.0;364.0
56.0;-296.0;69.0;234.0;477.0
57.0;-295.0;-46.0;72.0;367.0
19.0;-324.0;37.0;62.0;483.0
-107.0;-252.0;-51.0;193.0;161.0
87.0;-335.0;44.0;82.0;420.0
31.0;-302.0;32.0;20.0;495.0
49.0;-263.0;-26.0;39.0;340.0
48.0;-304.0;48.0;67.0;371.0
157.0;-255.0;91.0;139.0;326.0
68.0;-275.0;6.0;51.0;407.0
-133.0;-160.0;-62.0;67.0;178.0
24.0;-279.0;52.0;62.0;428.0
0.0;-302.0;63.0;70.0;420.0
-41.0;-252.0;-18.0;68.0;287.0
-159.0;-185.0;4.0;-80.0;314.0
142.0;-403.0;72.0;33.0;485.0
49.0;-319.0;19.0;41.0;483.0
193.0;-168.0;-83.0;30.0;453.0
-7.0;-351.0;15.0;128.0;351.0
-17.0;-346.0;12.0;133.0;358.0
-22.0;-372.0;12.0;160.0;358.0
57.0;-447.0;58.0;93.0;522.0
178.0;-241.0;-36.0;35.0;388.0
-15.0;-292.0;-42.0;42.0;345.0
-5.0;-379.0;-24.0;142.0;334.0
-21.0;-389.0;-2.0;148.0;373.0
-18.0;-163.0;-61.0;-34.0;252.0
156.0;-120.0;31.0;-17.0;210.0
59.0;-294.0;13.0;60.0;492.0
60.0;-290.0;17.0;59.0;475.0
40.0;-265.0;-64.0;64.0;332.0
24.0;-308.0;-61.0;46.0;329.0
-282.0;-830.0;48.0;398.0;638.0
-79.0;-325.0;-145.0;213.0;221.0
-40.0;-459.0;102.0;215.0;531.0
-142.0;-300.0;-139.0;65.0;383.0
-13.0;-253.0;67.0;16.0;483.0
21.0;-277.0;146.0;80.0;337.0
-23.0;-234.0;-110.0;-104.0;360.0
-94.0;-455.0;-7.0;216.0;286.0
-24.0;-192.0;19.0;67.0;228.0
48.0;-338.0;88.0;84.0;405.0
-194.0;-175.0;-39.0;103.0;138.0
97.0;-156.0;117.0;-60.0;470.0
-13.0;-301.0;28.0;82.0;350.0
25.0;-256.0;23.0;39.0;327.0
74.0;-387.0;15.0;66.0;360.0
66.0;-374.0;67.0;139.0;418.0
72.0;-63.0;49.0;-235.0;318.0
-91.0;-385.0;141.0;245.0;293.0
67.0;-522.0;25.0;212.0;402.0
-46.0;-566.0;-21.0;355.0;252.0
-41.0;-333.0;-3.0;129.0;376.0
-248.0;-682.0;-181.0;512.0;168.0
57.0;-310.0;53.0;62.0;434.0
-451.0;-859.0;-426.0;-101.0;500.0
-21.0;-246.0;-191.0;-97.0;401.0
-6.0;-295.0;35.0;19.0;371.0
17.0;-270.0;33.0;55.0;364.0
65.0;-308.0;65.0;70.0;433.0
74.0;-292.0;79.0;46.0;473.0
-204.0;-457.0;-428.0;420.0;463.0
134.0;-227.0;185.0;16.0;440.0
172.0;-369.0;96.0;182.0;359.0
81.0;-284.0;45.0;39.0;402.0
58.0;-297.0;52.0;68.0;432.0
75.0;-431.0;-127.0;-29.0;592.0
14.0;-233.0;75.0;33.0;365.0
-8.0;-703.0;-304.0;111.0;534.0
89.0;-202.0;170.0;8.0;369.0
-248.0;-711.0;-467.0;-274.0;452.0
76.0;-294.0;85.0;62.0;398.0
48.0;-272.0;-35.0;237.0;336.0
244.0;-310.0;58.0;177.0;515.0
-35.0;-312.0;93.0;97.0;402.0
145.0;-190.0;181.0;94.0;349.0
27.0;-297.0;50.0;28.0;369.0
63.0;-302.0;68.0;91.0;414.0
76.0;-319.0;40.0;90.0;391.0
23.0;-263.0;77.0;116.0;384.0
166.0;-323.0;119.0;49.0;376.0
-8.0;-328.0;14.0;66.0;324.0
-227.0;-286.0;-50.0;129.0;310.0
-24.0;-289.0;30.0;227.0;342.0
125.0;-156.0;38.0;16.0;707.0
92.0;-252.0;68.0;30.0;436.0
-10.0;-338.0;-31.0;133.0;335.0
67.0;-295.0;44.0;51.0;437.0
59.0;-293.0;44.0;57.0;431.0
-9.0;-323.0;-22.0;129.0;353.0
2.0;-361.0;2.0;148.0;385.0
67.0;-309.0;51.0;68.0;418.0
58.0;-306.0;51.0;79.0;443.0
17.0;-287.0;-21.0;118.0;381.0
-10.0;-320.0;-26.0;125.0;340.0
-10.0;-321.0;-27.0;107.0;333.0
-17.0;-273.0;-46.0;71.0;459.0
62.0;-269.0;64.0;83.0;461.0
48.0;-324.0;68.0;54.0;465.0
60.0;-341.0;2.0;279.0;465.0
-59.0;-259.0;-8.0;172.0;297.0
68.0;-361.0;47.0;116.0;369.0
50.0;-313.0;-9.0;1.0;361.0
95.0;-229.0;-22.0;149.0;493.0
321.0;-18.0;27.0;-595.0;198.0
19.0;-356.0;13.0;138.0;300.0
65.0;-452.0;61.0;80.0;181.0
69.0;-353.0;51.0;126.0;421.0
16.0;-285.0;-5.0;139.0;439.0
68.0;-309.0;161.0;90.0;462.0
18.0;-255.0;25.0;54.0;408.0
57.0;-333.0;19.0;43.0;488.0
61.0;-104.0;161.0;-169.0;465.0
-87.0;-321.0;-75.0;323.0;201.0
12.0;-375.0;12.0;167.0;388.0
202.0;-328.0;-91.0;272.0;328.0
48.0;-237.0;181.0;-14.0;434.0
100.0;-306.0;96.0;82.0;450.0
65.0;-274.0;19.0;55.0;406.0
21.0;-471.0;82.0;209.0;520.0
-30.0;-286.0;-6.0;136.0;372.0
141.0;-170.0;31.0;-4.0;320.0
-28.0;-284.0;-2.0;110.0;343.0
65.0;-319.0;-7.0;82.0;343.0
106.0;-241.0;47.0;41.0;367.0
-6.0;-290.0;9.0;104.0;301.0
35.0;-294.0;33.0;97.0;332.0
18.0;-282.0;23.0;107.0;393.0
96.0;-314.0;6.0;99.0;364.0
11.0;-275.0;-5.0;112.0;383.0
-10.0;-268.0;21.0;27.0;401.0
96.0;-303.0;42.0;51.0;411.0
75.0;-284.0;57.0;70.0;413.0
191.0;-232.0;25.0;122.0;372.0
63.0;-232.0;327.0;21.0;435.0
-9.0;-261.0;37.0;66.0;377.0
28.0;-280.0;56.0;40.0;384.0
-46.0;-324.0;3.0;158.0;312.0
-13.0;-341.0;-6.0;135.0;353.0
40.0;-383.0;108.0;70.0;404.0
133.0;-312.0;5.0;43.0;406.0
-11.0;-337.0;-3.0;161.0;338.0
-19.0;-342.0;-30.0;121.0;342.0
71.0;-216.0;117.0;58.0;371.0
16.0;-321.0;-26.0;126.0;345.0
60.0;-334.0;30.0;-50.0;551.0
-12.0;-218.0;67.0;82.0;348.0
74.0;-300.0;40.0;71.0;404.0
58.0;-282.0;46.0;-13.0;452.0
225.0;-108.0;140.0;-30.0;415.0
233.0;-73.0;188.0;42.0;314.0
30.0;-372.0;-102.0;144.0;534.0
66.0;-244.0;-11.0;54.0;304.0
72.0;-350.0;58.0;-54.0;503.0
-167.0;-281.0;-133.0;-13.0;364.0
-109.0;-321.0;-63.0;124.0;430.0
40.0;-235.0;54.0;73.0;346.0
38.0;-281.0;42.0;33.0;392.0
80.0;-272.0;51.0;12.0;406.0
69.0;-293.0;36.0;78.0;414.0
55.0;-299.0;8.0;113.0;403.0
-4.0;-268.0;35.0;80.0;434.0
40.0;-277.0;50.0;32.0;379.0
-145.0;-522.0;-445.0;75.0;264.0
106.0;-439.0;-27.0;285.0;350.0
77.0;-219.0;3.0;-10.0;519.0
136.0;-236.0;-41.0;-159.0;569.0
-168.0;-106.0;21.0;79.0;459.0
44.0;-308.0;94.0;144.0;361.0
-5.0;-331.0;-108.0;49.0;390.0
-31.0;-272.0;-156.0;4.0;367.0
80.0;-283.0;-211.0;-20.0;469.0
-2.0;-278.0;-36.0;103.0;305.0
3.0;-276.0;-23.0;79.0;353.0
-67.0;-392.0;-45.0;176.0;233.0
-46.0;-397.0;78.0;186.0;346.0
154.0;-422.0;15.0;-9.0;625.0
-28.0;-340.0;-23.0;121.0;344.0
-4.0;-466.0;37.0;244.0;397.0
3.0;-357.0;128.0;248.0;402.0
-64.0;-239.0;-192.0;46.0;443.0
85.0;-411.0;231.0;137.0;454.0
16.0;-370.0;-21.0;153.0;382.0
3.0;-307.0;224.0;-12.0;441.0
10.0;-349.0;86.0;96.0;389.0
56.0;-210.0;-5.0;162.0;193.0
281.0;-473.0;29.0;283.0;504.0
249.0;25.0;-105.0;-291.0;484.0
-38.0;-496.0;71.0;-365.0;783.0
126.0;-265.0;102.0;30.0;480.0
23.0;-226.0;54.0;42.0;314.0
170.0;-452.0;274.0;-53.0;496.0
-50.0;-292.0;149.0;137.0;303.0
128.0;-348.0;119.0;204.0;451.0
71.0;-279.0;56.0;128.0;465.0
67.0;-281.0;132.0;145.0;395.0
140.0;-191.0;46.0;217.0;275.0
-37.0;-384.0;-144.0;302.0;139.0
86.0;-282.0;-57.0;236.0;207.0
0.0;-321.0;-38.0;158.0;434.0
274.0;-149.0;9.0;-66.0;410.0
326.0;-230.0;-41.0;160.0;313.0
33.0;-301.0;257.0;126.0;390.0
69.0;-492.0;40.0;301.0;363.0
119.0;-110.0;-8.0;172.0;64.0
9.0;-305.0;-2.0;472.0;420.0
77.0;-200.0;64.0;134.0;546.0
107.0;-180.0;108.0;72.0;322.0
-180.0;-511.0;110.0;123.0;487.0
-32.0;-252.0;-302.0;-136.0;614.0
-149.0;-297.0;56.0;51.0;651.0
7.0;-366.0;73.0;290.0;322.0
87.0;-194.0;51.0;125.0;186.0
175.0;-222.0;83.0;45.0;477.0
151.0;-112.0;-99.0;-6.0;353.0
41.0;-283.0;39.0;76.0;198.0
-15.0;-533.0;210.0;201.0;333.0
-48.0;-268.0;329.0;-9.0;688.0
32.0;-334.0;225.0;323.0;212.0
-42.0;-214.0;-7.0;170.0;345.0
51.0;-274.0;58.0;205.0;466.0
-118.0;-782.0;-306.0;267.0;486.0
-117.0;-166.0;61.0;71.0;251.0
148.0;-280.0;-100.0;108.0;266.0
101.0;-358.0;142.0;57.0;518.0
111.0;-265.0;97.0;105.0;407.0
-284.0;-583.0;-287.0;-293.0;678.0
162.0;-193.0;-34.0;173.0;321.0
15.0;-541.0;-333.0;129.0;66.0
-144.0;-357.0;73.0;-658.0;847.0
-53.0;-596.0;98.0;172.0;380.0
118.0;-111.0;91.0;-2.0;319.0
-25.0;-298.0;-3.0;311.0;177.0
120.0;-196.0;100.0;32.0;370.0
-66.0;-524.0;119.0;110.0;600.0
-470.0;-859.0;-702.0;662.0;-20.0
-282.0;-652.0;-465.0;668.0;55.0
354.0;99.0;253.0;-79.0;303.0
201.0;-448.0;-24.0;142.0;538.0
