InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
-30;-30;19;19.0;-4
-10;-10;29;-28.0;7
34;34;32;671.0;10
122;122;61;-220.0;-262
-2;-2;7;55.0;-1
30;30;31;-11.0;2
-27;-27;2;-63.0;2
230;230;286;-331.0;363
70;70;45;-95.0;6
1314;1314;-569;-155.0;-621
-35;-35;76;-161.0;90
763;763;63;-17.0;-10
-28;-28;23;102.0;3
218;218;63;-4.0;-28
-128;-128;16;240.0;7
-45;-45;40;303.0;206
86;86;2;-120.0;168
123;123;-3;376.0;2
-1543;-1543;-328;-89.0;-1013
35;35;-4;101.0;-1
2358;2358;248;393.0;-261
-186;-186;51;45.0;9
-68;-68;34;-736.0;41
353;353;-478;-119.0;-506
5;5;27;262.0;1
1249;1249;207;57.0;-79
-387;-387;25;306.0;166
-2311;-2311;-317;-112.0;40
52;52;28;51.0;-7
-108;-108;25;-130.0;-1
-75;-75;11;51.0;2
-8;-8;16;394.0;1
-922;-922;34;-100.0;-12
-51;-51;26;188.0;1
-305;-305;33;-155.0;3
-384;-384;212;-260.0;-337
-559;-559;-200;-62.0;-151
-145;-145;42;423.0;-55
-376;-376;-608;47.0;402
610;610;-1012;-138.0;-379
