InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
4482;873;40;612;-873;4482
3643;1597;90;536;-1597;3643
-2873;2806;67;596;-2806;-2873
-6290;4032;84;558;-4032;-6290
-1871;6581;-341;1103;-6581;-1871
-500;9362;-1884;2769;-9362;-500
-2215;8606;-1755;2682;-8606;-2215
16;3788;590;583;-3788;16
557;-1467;1239;80;1467;557
-132;-2698;1042;266;2698;-132
279;-3224;988;155;3224;279
-134;-4326;756;388;4326;-134
41;-4336;708;359;4336;41
140;-5225;5;832;5225;140
53;-5423;-454;1374;5423;53
97;-5226;-1011;1307;5226;97
40;-5262;-1399;2492;5262;40
-17;-6510;-2193;3713;6510;-17
32;-6237;-1099;3441;6237;32
259;-1324;2176;1546;1324;259
410;1848;423;-1182;-1848;410
479;4234;-2061;387;-4234;479
-380;5341;-1603;2759;-5341;-380
-1040;2720;-1094;1357;-2720;-1040
148;991;57;658;-991;148
936;301;92;768;-301;936
327;41;-104;614;-41;327
194;209;108;701;-209;194
588;75;-33;680;-75;588
302;80;33;673;-80;302
351;101;20;679;-101;351
941;114;8;685;-114;941
1212;179;33;683;-179;1212
1433;123;6;704;-123;1433
707;343;46;661;-343;707
1746;485;5;696;-485;1746
4714;978;16;644;-978;4714
-1321;2412;136;474;-2412;-1321
-10702;3432;44;556;-3432;-10702
-4397;5906;178;462;-5906;-4397
1238;8374;-255;987;-8374;1238
-2415;8517;-1400;2433;-8517;-2415
247;5552;-1205;2730;-5552;247
844;-791;150;1513;791;844
-460;-2942;1097;237;2942;-460
501;-2635;1059;114;2635;501
-230;-4108;703;497;4108;?
-65;-4400;450;510;4400;?
35;-4553;151;700;?;?
17;-4778;-115;974;?;?
57;-4689;-890;1350;?;?
-32;-4948;-1122;2019;?;?
20;-5490;-2254;3415;5490;?
86;-5579;-105;2965;5579;?
102;-3277;3985;1625;3277;?
122;818;1611;2376;-818;?
422;3713;2025;332;-3713;422
-493;4833;1969;?;-4833;-493
-2279;3668;-2105;?;-3668;-2279
-997;1123;-904;?;-1123;-997
1375;375;47;?;-375;1375
499;331;-227;?;-331;499
33;116;155;?;-116;33
677;179;-82;?;-179;?
145;120;50;?;-120;?
206;166;16;?;-166;?
601;238;16;687;-238;601
882;262;46;675;-262;882
1327;257;-5;714;?;1327
1334;295;46;665;?;1334
2221;449;8;724;?;2221
2446;705;27;693;?;2446
514;1483;102;548;?;514
129;2898;?;730;?;129
-284;4408;?;260;?;-284
-1706;6422;?;1026;?;-1706
-1101;?;?;3110;?;-1101
150;?;?;3279;?;150
608;?;?;2008;?;608
363;?;?;445;2244;363
145;?;?;-39;2781;145
213;-3268;866;431;3268;213
41;-4386;638;465;4386;41
-28;-4633;128;804;4633;-28
110;-5264;-347;1158;5264;110
83;-4793;-543;1266;4793;83
56;-4439;-1319;1886;4439;56
107;-4905;-1777;2839;4905;107
8;-5257;?;2919;5257;8
52;-3941;?;2656;3941;52
240;384;?;2275;-384;240
250;2441;?;1190;-2441;250
79;?;-4161;2477;-3986;79
-1451;?;-2316;4146;-5461;-1451
-959;?;-889;2306;-2849;-959
1457;?;37;679;-670;1457
61;?;134;650;-284;61
-297;?;-76;675;-138;-297
1134;?;65;679;-207;1134
772;?;-14;686;-174;772
652;167;15;697;-167;652
897;201;19;703;-201;897
1561;314;28;682;-314;1561
1015;427;20;712;-427;1015
1321;473;57;683;-473;1321
2309;682;8;732;-682;2309
2546;1230;52;642;-1230;?
1648;1993;85;576;-1993;?
-2418;3218;-105;810;-3218;?
-2509;5288;327;254;-5288;?
-1381;7456;-476;1219;-7456;?
-2438;8121;-1520;2594;-8121;?
-88;4928;-993;2694;-4928;?
886;-565;-596;2982;565;?
41;-2955;624;1003;2955;?
96;-3525;1192;-111;3525;?
-78;-4420;466;755;4420;-78
-201;-4774;526;363;4774;-201
-167;-4829;170;657;4829;-167
-26;-4979;-494;1238;4979;-26
-9;-5461;-948;1456;5461;-9
85;-4835;-1876;2631;4835;85
8;-6289;-1189;?;6289;8
33;-5900;2304;?;5900;?
39;-2262;3894;?;2262;?
-104;-1179;1312;?;1179;?
-240;3575;-996;?;-3575;?
-1965;5064;-1130;?;-5064;?
-1572;883;-561;?;-883;?
1137;554;-85;?;-554;?
1072;271;-9;?;-271;1072
812;-17;-1;?;17;812
780;278;27;?;-278;?
494;97;-6;?;-97;?
233;?;27;?;-206;?
711;?;37;?;-196;?
1684;?;26;690;-311;?
1840;?;29;704;-348;?
3064;?;8;709;-577;?
841;?;46;700;-520;?
2843;?;-21;682;-989;?
5113;1915;66;611;-1915;?
-3975;2819;180;622;-2819;?
-4541;5006;47;557;-5006;-4541
1560;7044;165;566;-7044;1560
785;8658;-923;1798;-8658;785
-185;7211;-1513;2582;-7211;-185
20;1238;232;1310;-1238;20
109;-2496;1138;244;2496;109
134;-2994;974;243;2994;134
10;?;801;466;3827;10
-35;?;543;463;4225;-35
2;?;251;660;4528;2
-1;?;-406;1133;5030;-1
48;?;-809;1408;4993;48
0;?;-1386;2200;5333;0
82;?;-2045;3129;5055;82
10;?;359;3186;6147;10
13;?;4357;2550;3528;13
167;?;1628;1544;-2392;167
188;?;-4340;995;-2440;188
68;?;-2563;1599;-3715;68
-1356;?;94;2334;-4659;-1356
-717;1683;-659;1843;-1683;-717
1488;647;-115;973;-647;1488
520;214;?;748;-214;520
-365;89;?;704;-89;-365
383;186;?;678;-186;383
511;38;?;704;-38;511
564;121;?;685;-121;564
1158;?;?;691;-124;1158
1648;?;?;701;-154;1648
1827;?;?;716;-127;1827
1703;?;?;655;-202;1703
1080;?;?;732;-485;1080
1042;?;?;551;-901;1042
1092;?;?;529;-1830;1092
-271;?;?;458;-3667;-271
-1239;?;?;249;-5856;-1239
-1276;?;?;1977;-8138;-1276
-2251;?;?;2926;-9504;-2251
-1642;?;?;2583;-5887;-1642
314;-855;?;2115;855;314
186;-3559;?;340;3559;186
-1;-3562;1084;27;3562;-1
126;-4364;674;643;4364;126
-91;-4855;410;424;4855;-91
34;-4921;-25;1007;4921;34
-3;-5389;-599;1283;5389;-3
36;-5340;-867;1369;5340;36
21;-5279;-1306;2583;5279;21
0;-6281;-2047;3069;6281;0
97;-5759;3034;3505;5759;97
61;-4233;3864;2241;4233;?
294;-1135;-27;-1512;1135;?
212;4468;3312;-1370;-4468;?
-1296;5616;1338;1140;-5616;?
-1844;2606;-1357;1123;-2606;-1844
869;896;579;610;-896;869
1941;302;-322;825;-302;1941
18;188;-3;668;-188;18
8;135;148;650;-135;8
1273;130;38;669;-130;1273
1769;268;30;685;-268;1769
1743;423;22;694;-423;1743
394;481;?;636;-481;394
4973;981;?;760;-981;4973
4447;1790;?;575;-1790;4447
-4482;2923;?;683;-2923;-4482
-3833;5175;?;681;-5175;-3833
1118;7940;?;566;-7940;1118
139;9058;?;1931;-9058;139
-347;?;?;1662;-6467;-347
413;?;?;763;-734;413
-76;?;?;1000;3156;-76
134;?;?;171;3599;134
71;?;?;197;3952;71
-253;?;?;675;4424;-253
10;?;371;573;4942;10
20;?;-264;996;5052;20
-42;?;-589;1297;5414;-42
22;-5287;-1561;2145;5287;22
79;-5281;-2575;3535;5281;79
-49;-7084;1399;3612;7084;-49
214;-1432;4373;3085;1432;214
-99;2011;141;620;-2011;-99
-31;1589;-1072;-1876;-1589;-31
-107;6860;1451;-113;-6860;-107
-1610;3611;-498;1547;-3611;-1610
265;-381;-967;949;381;265
2465;806;398;655;-806;2465
1481;-155;-199;681;155;1481
709;190;46;691;-190;709
378;174;53;687;-174;378
326;25;-55;687;-25;326
-98;216;77;694;-216;-98
901;153;9;658;-153;901
1116;248;76;641;-248;1116
1307;282;38;687;-282;1307
1824;398;33;702;-398;1824
731;456;14;694;-456;731
5193;1016;24;651;-1016;5193
1785;1991;75;560;-1991;1785
-5735;2942;87;492;-2942;-5735
-2009;5247;9;643;-5247;-2009
-868;8209;-921;1753;-8209;-868
-684;8560;-1462;2436;-8560;-684
964;5731;522;697;-5731;964
125;503;1365;115;-503;125
165;?;578;792;3107;165
47;?;1039;107;3343;47
-86;?;831;287;3986;-86
-98;?;425;647;4568;-98
-125;?;491;367;4659;-125
-4;?;-68;954;4759;-4
-13;?;-693;1286;5171;-13
-34;?;-1433;1990;5308;-34
-7;?;-1776;3416;5306;-7
-104;?;591;3778;6728;-104
59;?;4135;4085;4364;59
-67;?;2725;1109;238;-67
-160;?;-841;-984;-2114;-160
-1043;?;-853;1858;-4218;-1043
-2618;2638;-290;1555;-2638;-2618
-1131;707;-379;774;-707;-1131
211;431;-59;1214;-431;?
-229;-15;19;497;15;?
301;150;27;705;-150;?
345;95;11;707;-95;?
222;1;19;627;-1;?
733;84;42;700;-84;?
1772;42;8;659;-42;?
1763;123;20;683;-123;?
1306;148;19;682;-148;?
1428;245;20;681;-245;?
2385;484;71;612;-484;?
5248;646;-27;697;-646;?
1958;1694;89;502;-1694;?
-4877;700;-73;737;-700;?
-2765;1763;55;545;-1763;?
442;7083;177;384;-7083;442
-1836;8399;-1386;2321;-8399;-1836
-1346;8587;-1856;2754;-8587;-1346
589;4968;-842;2261;-4968;589
301;158;96;637;-158;301
933;140;-26;705;-140;933
1420;174;42;?;-174;1420
1604;236;26;675;-236;1604
665;390;25;681;-390;665
971;598;34;674;-598;971
3463;618;-19;706;-618;3463
1247;1712;77;529;-1712;1247
-5986;2727;9;504;-2727;-5986
-4487;4709;131;459;-4709;-4487
983;7593;265;532;-7593;983
-1739;7867;-873;1849;-7867;-1739
250;199;10;692;-199;250
59;119;26;674;-119;59
691;185;22;703;-185;691
1242;118;15;702;-118;1242
1220;173;29;697;-173;1220
1556;235;43;668;-235;1556
1837;407;27;690;-407;1837
2296;614;49;676;-614;2296
5113;784;-39;710;-784;5113
2067;1591;117;533;-1591;2067
-6231;2693;-37;623;-2693;-6231
-4848;5087;-78;725;-5087;-4848
1214;8452;-451;1290;-8452;1214
65;8749;-2147;3044;-8749;65
-694;6248;-1003;2395;-6248;-694
634;1097;1080;542;-1097;634
-59;-2887;873;391;2887;-59
179;-2890;1048;210;2890;179
99;-3944;798;430;3944;99
-173;-4916;363;754;4916;-173
162;-5193;-60;850;5193;162
89;-5451;-40;1072;5451;89
110;-5317;-921;1557;5317;110
56;-5136;-1703;2395;5136;56
35;-5349;-949;3170;5349;35
45;-6805;-1586;3761;6805;45
41;-3331;1774;2557;3331;41
155;1437;1681;856;-1437;155
379;2708;-4378;2027;-2708;379
-290;5062;-3295;3528;-5062;-290
-926;4529;-879;2441;-4529;-926
928;1495;-530;1045;-1495;928
2409;323;150;773;-323;2409
1150;108;-97;695;-108;1150
140;159;48;669;-159;140
307;109;48;686;-109;307
358;87;11;?;-87;358
237;136;61;?;-136;237
431;107;29;?;?;431
353;149;44;?;?;353
1508;182;35;?;?;1508
1542;179;49;?;?;1542
221;507;67;?;?;221
3540;919;-27;?;?;3540
1216;1809;105;?;?;1216
-5604;3163;12;640;?;-5604
-3178;5294;41;712;?;-3178
845;7890;-77;1063;?;845
1100;8677;-1420;2352;-8677;1100
451;6781;-1182;2734;-6781;451
-119;1193;599;1303;-1193;-119
28;-3140;1193;109;3140;28
77;-2998;1305;-6;2998;77
-101;-3483;1032;306;3483;-101
-96;-4255;358;587;4255;-96
8;-4732;193;752;4732;8
7;-5054;-538;1138;5054;7
42;-4943;-726;1438;4943;42
?;-5146;-1390;1938;5146;21
13;-5822;-1943;3021;5822;13
-8;-6107;2773;3355;6107;-8
-33;-5267;-428;1280;5267;-33
6;-5349;-497;?;5349;6
-63;-5074;-1934;?;5074;-63
-49;-5647;-1895;3949;5647;-49
-132;-6915;2212;2634;6915;-132
206;117;3363;3119;-117;206
451;3068;910;1349;-3068;451
21;1078;14;-1106;-1078;21
-917;4837;-541;1205;-4837;-917
-660;2986;-799;1633;-2986;-660
1950;180;-226;736;-180;1950
2662;540;32;819;-540;2662
896;-76;-11;585;76;896
728;205;26;719;-205;728
1265;105;16;676;-105;1265
1065;72;23;653;-72;1065
1274;137;49;683;-137;1274
1949;178;25;664;-178;1949
1994;119;19;706;-119;1994
1158;384;47;655;-384;1158
314;362;24;682;-362;314
-149;377;-13;713;-377;-149
-114;1930;69;544;-1930;-114
798;1464;-29;745;-1464;798
-240;3305;93;456;-3305;-240
-3;7783;-499;1050;-7783;-3
2036;9122;-2043;2917;-9122;2036
-150;8988;-2140;3062;-8988;-150
-712;3260;-901;2572;-3260;-712
456;-2678;454;1203;2678;?
-228;-2506;1464;-368;2506;?
81;-3094;1062;137;3094;?
68;-4771;372;544;4771;?
-141;-4984;115;620;4984;?
5;-5064;-508;1176;5064;?
-53;-5243;-731;1303;5243;?
141;-5226;-1674;2164;5226;?
-68;-6003;-1712;3407;6003;?
-114;-5845;2849;4310;5845;?
348;-2335;4705;3443;2335;?
-97;2127;-264;-1570;-2127;-97
342;4132;-1539;-1812;-4132;342
-623;4660;-127;2469;-4660;-623
-1486;3508;-1234;2146;-3508;-1486
1567;827;-427;979;-827;1567
1558;157;181;796;-157;1558
199;359;-181;591;-359;199
708;10;126;747;-10;708
421;118;-31;652;-118;421
215;86;17;683;-86;215
288;67;40;695;-67;288
922;87;16;658;-87;922
1142;70;17;702;-70;?
1608;127;40;654;-127;?
774;259;43;647;-259;?
1852;495;24;644;-495;?
4670;1102;28;593;-1102;?
-2239;2312;-13;644;-2312;?
-7886;3895;200;342;-3895;-7886
-1713;6920;-500;1067;-6920;-1713
1828;9790;-1738;2620;-9790;1828
-36;8546;-1464;2532;-8546;-36
-113;3447;-190;1306;-3447;-113
173;-1563;864;419;1563;173
-37;-3216;1068;176;3216;-37
143;-2579;1105;241;2579;143
-62;-2994;983;248;2994;-62
7;-4606;376;592;4606;7
10;-5270;-144;1017;5270;10
-68;-4799;-763;1300;4799;-68
-142;-5778;-1070;1997;5778;-142
-111;-4818;-2537;2967;4818;-111
-188;-5736;-1393;2653;5736;-188
-128;?;3986;2928;5499;-128
358;?;3200;3222;-2078;358
-17;?;-2495;-248;-1319;-17
355;?;-2307;-598;-1237;355
-359;?;46;1864;-5375;-359
-44;?;-284;930;-1629;?
2558;?;-80;586;-230;?
697;?;122;776;-440;?
-367;?;-63;559;148;?
1314;?;20;673;-147;?
1197;?;8;686;-195;?
1710;?;48;652;-126;?
1268;?;-19;677;-585;?
3256;976;51;591;-976;?
2640;1954;37;560;-1954;?
-3107;3944;63;498;-3944;?
-2615;5920;220;287;-5920;?
-1847;8559;-1093;1628;-8559;?
-2038;8890;-2250;3576;-8890;-2038
629;5227;-687;2060;-5227;629
661;1886;372;922;-1886;661
103;-494;-159;2323;494;103
98;-3222;534;1023;3222;98
-43;-4323;857;85;4323;-43
-69;-4831;438;793;4831;-69
-103;-4890;-93;756;4890;-103
2;-5345;-461;1207;5345;2
8;-5373;?;1419;5373;8
-21;-4549;?;2420;4549;-21
-101;-7552;?;4051;7552;-101
95;-4037;2079;2921;4037;95
85;428;3561;1541;-428;85
230;411;3246;1660;-411;230
-118;6442;499;1435;-6442;-118
-1924;5758;-1696;2167;-5758;-1924
-1372;1221;-1057;?;-1221;-1372
890;1125;-83;?;-1125;890
975;92;-8;?;-92;975
477;157;23;?;-157;477
621;244;41;?;-244;621
571;?;19;?;-47;571
292;?;46;?;-134;292
609;?;20;?;-64;609
1198;?;34;?;-111;1198
1673;?;33;?;-100;1673
1537;?;32;?;-147;1537
1340;?;73;?;-291;1340
3752;?;14;?;-510;3752
5876;?;55;?;-1501;5876
5638;?;-122;?;-2385;5638
4800;4406;26;565;-4406;4800
1341;7962;198;479;-7962;1341
-1842;8856;-1234;2075;-8856;-1842
-503;8075;-1597;2760;-8075;-503
778;3456;-587;2383;-3456;778
2;-2767;162;1633;2767;2
60;-3694;1079;98;3694;60
31;-3979;788;267;3979;31
-138;-4912;440;690;4912;-138
71;-4851;384;499;4851;71
55;-5076;-82;1022;5076;55
93;-5379;-754;1417;5379;93
45;-5377;-1476;2064;5377;45
37;-5389;-1955;3152;5389;37
61;-6457;-303;3687;6457;61
46;-5816;5074;3518;5816;46
94;-3034;1919;1656;3034;94
322;1365;-5079;749;-1365;322
-382;4880;-1657;2661;-4880;-382
-1419;2835;-113;2712;-2835;-1419
245;536;-842;1248;-536;245
1936;482;363;856;-482;1936
1141;60;-172;695;-60;1141
556;183;54;676;-183;556
764;201;73;681;-201;764
696;130;-46;691;-130;696
395;238;108;674;-238;395
1262;292;55;626;-292;1262
1469;492;55;707;-492;1469
1679;399;54;689;-399;1679
1565;408;46;684;-408;1565
410;702;-25;771;-702;410
4136;1024;106;512;-1024;4136
2299;2560;-96;880;-2560;2299
-3999;4079;91;759;-4079;-3999
-1682;4286;?;342;-4286;-1682
-830;7505;?;1103;-7505;-830
-2721;10024;?;1100;-10024;-2721
-1063;3296;?;1730;-3296;-1063
203;-2632;-497;1497;2632;203
-17;-2160;956;29;2160;-17
57;-3134;535;450;3134;57
111;-4206;294;605;4206;111
36;-4667;76;694;4667;36
148;-5219;-359;1130;5219;148
90;-5587;-453;1213;5587;90
80;-5273;-849;1671;5273;80
-37;?;-1237;2735;5324;-37
?;?;712;3553;6634;-42
?;?;4578;3108;4169;123
?;?;12;695;-357;1520
?;?;-11;629;-771;2639
?;1215;86;501;-1215;3837
?;3464;-86;699;-3464;-1471
?;5061;221;270;-5061;-3375
?;6921;-503;1129;-6921;-1519
?;9248;-2017;2971;-9248;-2290
?;6504;-1686;3073;-6504;-29
?;979;-681;2604;-979;649
?;-2430;549;930;2430;-121
?;-3619;1099;-70;3619;362
?;-3997;644;530;3997;9
?;-4974;396;567;4974;104
96;-5359;-12;819;5359;96
-83;-5057;-229;1032;5057;-83
-127;-5720;-802;1411;5720;-127
-90;-4942;-1685;2345;4942;-90
-234;-6293;-1533;2831;6293;-234
-141;-6206;1473;3159;6206;-141
-71;-413;3868;2347;413;-71
-159;563;1238;492;-563;-159
456;2290;-834;1509;-2290;456
-1304;5466;-1242;3328;-5466;-1304
-2498;2750;-1311;1879;-2750;-2497
272;648;182;331;-648;272
1053;377;152;607;-377;1053
223;172;-115;744;-172;223
512;202;156;633;-202;512
853;103;-25;711;-103;853
583;98;60;671;-98;583
990;100;37;677;-100;990
1812;79;24;698;-79;1812
1614;147;57;673;-147;1614
2453;144;6;690;-144;2453
1032;559;59;645;-559;1032
2399;617;24;649;-617;2399
5482;1651;28;591;-1651;5482
-2561;2983;87;515;-2983;-2561
-7200;1990;-29;565;-1990;-7200
-734;5760;86;649;-5760;-734
1668;9234;-1066;1967;-9234;1668
-26;6688;-1560;2489;-6688;-26
235;3294;492;673;-3294;235
148;-1987;1177;-17;1987;148
54;-3780;656;328;3780;54
257;-3449;731;346;3449;257
-67;-4513;254;604;4513;-67
76;-4508;59;740;4508;76
-39;-5133;-358;1103;5133;?
-168;-5184;-987;1506;5184;?
-67;-5100;-666;1902;5100;?
-43;-5554;-2293;3657;5554;?
-103;-6139;1722;2930;6139;?
-79;-3314;5315;1992;3314;?
197;2719;1455;2231;-2719;?
-13;4905;3618;-1243;-4905;?
-1346;4730;1947;-14;-4730;?
-2512;3585;-1854;2688;-3585;?
-751;1133;454;903;-1133;?
1236;347;-29;776;-347;?
358;197;-72;755;-197;?
213;126;276;562;-126;?
853;173;-86;788;-173;853
307;98;190;622;-98;307
576;95;39;721;-95;576
966;70;76;705;-70;966
1354;101;108;673;-101;1354
1591;80;66;716;-80;1591
352;388;112;618;-388;352
4125;302;3;743;-302;4125
4072;995;84;528;-995;4072
-4468;2136;77;421;-2136;-4468
-4510;3606;-22;569;-3606;-4510
-1428;7033;220;99;-7033;-1428
-2601;8447;-1007;1624;-8447;-2601
-1655;10174;-1686;2630;-10174;-1655
221;7311;-1031;2063;-7311;221
479;-2028;-568;1948;2028;479
187;-3697;849;294;3697;187
141;-2728;1060;-105;2728;141
78;-4486;393;711;4486;78
3;-305;2636;1091;305;3
-329;3743;137;-432;-3743;-329
-2467;4000;-1026;?;-4000;-2467
-2892;2418;-602;?;-2418;-2892
724;798;-53;?;-798;724
877;55;-42;?;-55;877
-625;331;53;?;-331;-625
?;164;44;?;-164;?
?;122;50;?;-122;?
?;123;48;?;-123;?
?;82;41;697;-82;?
?;97;49;640;-97;?
?;136;31;696;-136;1995
?;130;57;682;-130;1367
?;183;43;666;-183;1485
?;676;-1;652;-676;3043
?;1458;67;574;-1458;656
?;2600;14;603;-2600;-3630
-2403;5839;116;268;-5839;-2403
-519;8180;-103;628;-8180;-519
-1874;8642;-1397;2486;-8642;-1874
-969;7478;-1904;3204;-7478;-969
817;354;-421;1848;-354;817
510;-4067;911;398;4067;510
163;-3252;936;84;3252;163
116;-4217;642;413;4217;116
11;-4735;453;531;4735;11
30;-5031;118;709;5031;30
111;-5126;-404;1215;5126;111
-98;-5288;-934;1549;5288;-98
-93;-4974;-1613;2472;4974;-93
-83;-5968;-1236;3521;5968;-83
-127;-7216;1293;4014;7216;-127
237;-2711;3616;2849;2711;237
116;1419;2601;-951;-1419;116
302;4095;-917;-42;-4095;302
-1155;5949;-1751;3709;-5949;-1155
-1553;3093;-75;2709;-3093;-1553
1439;689;-121;1246;-689;1439
577;255;-151;864;-255;577
-740;133;155;601;-133;-740
467;192;-24;728;-192;467
521;59;82;651;-59;521
390;71;48;675;-71;390
863;112;40;670;-112;863
1811;105;67;664;-105;1811
1464;101;20;693;-101;1464
2372;130;84;640;-130;2372
1649;378;27;673;-378;1649
2161;651;35;584;-651;2161
5638;1359;55;530;-1359;5638
-471;3056;-38;629;-3056;-471
-4403;4744;316;192;-4744;-4403
-1578;7458;-635;1372;-7458;?
-1628;9799;-1938;2872;-9799;?
-107;7450;-1427;2717;-7450;?
444;1618;-469;2423;-1618;?
-76;-2678;857;660;2678;?
226;-3494;1301;-251;3494;?
63;-3671;740;570;3671;?
38;-4830;509;522;4830;?
8;-4912;46;776;4912;?
62;-5074;-402;1234;5074;?
8;-5886;-1055;1576;5886;?
-62;-4817;-1441;2361;4817;?
-84;-6876;-1942;3269;6876;?
-31;-6459;1261;3510;6459;-31
-37;?;4164;2499;1081;-37
92;?;306;982;119;92
114;?;21;636;-4714;114
-1352;?;444;1526;-7591;-1352
-2028;?;-1555;1911;-2699;-2028
933;?;-136;1245;-866;933
2779;?;104;699;-285;2779
985;-18;-141;657;18;985
281;234;172;677;?;281
920;32;-47;671;?;920
882;114;78;681;?;882
1240;135;33;679;?;1240
1713;156;32;689;?;1713
2261;105;63;676;?;2261
713;25;37;?;?;713
1123;221;32;?;?;?
489;-48;42;?;?;?
1187;110;40;?;?;?
2057;46;33;?;?;?
2426;?;41;?;?;?
2842;?;?;?;-145;?
2693;?;?;?;-153;?
2961;?;59;?;-208;?
2327;?;-30;?;-430;?
2797;?;37;?;-488;?
2890;?;40;550;-1037;?
-1225;?;-54;543;-3619;-1225
-254;?;340;286;-7063;-254
1603;?;-807;1608;-8179;1603
-170;?;-1028;2205;-6782;-170
424;?;1040;501;-2535;424
229;?;1258;34;2132;229
-66;?;933;207;?;-66
184;?;874;418;?;184
-16;-4243;486;665;?;-16
126;-4890;373;674;4890;?
-9;-5104;-122;1060;5104;?
21;-5135;-407;1275;5135;21
27;-5290;-935;1888;5290;27
29;-4531;-2085;3032;4531;29
-7;-6298;-429;3356;6298;-7
51;-5037;3068;3337;5037;51
56;504;2575;1528;-504;56
24;1981;-1019;-385;-1981;24
279;5059;-2867;2291;-5059;279
-599;6140;-2534;3524;-6140;-599
-1119;2130;-1069;1373;-2130;-1119
1370;521;42;849;?;1370
2840;202;-11;728;?;2840
1098;73;-3;631;?;1098
492;144;66;710;?;492
589;113;-1;644;?;589
603;152;53;689;?;603
1021;164;19;683;?;1021
1505;209;30;684;?;1505
2405;179;46;678;?;2405
2102;267;26;689;?;2102
2514;?;62;668;?;2514
1984;?;14;700;?;1984
1816;?;58;565;?;1816
1116;906;34;586;?;1116
-3916;1083;-32;682;?;-3916
-2871;3648;193;393;?;-2871
-251;7205;-701;1461;?;-251
-1025;7029;-1629;2633;-7029;-1025
308;5982;-1459;2578;-5982;308
182;4236;-893;2124;-4236;?
-87;-1228;692;518;1228;?
227;-2812;1265;-27;2812;?
-21;-2631;840;399;2631;?
68;-4045;627;353;4045;?
24;-3990;350;549;3990;?
103;-4445;-28;856;4445;?
95;-4531;-669;1347;4531;95
-6;-4782;-863;1596;4782;-6
62;-4313;-1931;2817;4313;62
-51;-5101;-306;3464;5101;-51
14;-4733;3334;2954;4733;14
291;1000;2488;1696;-1000;291
231;4169;604;-1063;-4169;231
288;5362;-1023;392;-5362;288
-691;4616;-1957;2705;-4616;?
-1845;1199;-772;1314;-1199;?
-285;345;-135;782;-345;?
1454;171;-28;742;-171;1454
1070;17;43;608;-17;1070
1007;234;6;736;-234;1007
1281;55;44;647;-55;1281
1247;142;27;691;-142;1247
1802;176;30;692;-176;1802
2413;122;42;683;-122;2413
2883;256;38;692;-256;2883
2912;227;40;671;-227;2912
2784;654;13;727;-654;2784
3877;653;31;639;-653;3877
1072;1320;42;522;-1320;1072
1641;-3;9;621;3;1641
1084;-13;59;633;13;1084
2098;-22;31;636;22;2098
2659;17;23;643;-17;2659
2880;68;39;645;-68;2880
3267;51;19;651;-51;3267
2641;86;43;632;-86;2641
3454;39;-5;675;?;3454
4751;203;4;666;-203;4751
3614;227;24;638;-227;3614
1751;702;-79;?;-702;1751
-1362;2460;105;?;-2460;-1362
-3642;2258;-2;?;-2258;-3642
-3155;3570;167;?;-3570;-3155
-1690;7880;-523;?;-7880;-1690
-71;6873;-1799;?;-6873;-71
187;2443;-216;?;-2443;187
81;84;988;393;-84;81
228;-1325;606;359;1325;228
52;-1691;832;301;1691;52
132;-2147;730;330;2147;132
122;-4359;519;432;4359;122
72;-5211;347;756;5211;72
108;?;302;1014;4086;108
28;?;164;1198;3473;28
53;?;-584;2108;2662;53
32;?;-421;1954;2774;32
14;?;-276;1739;3016;14
93;?;-1214;3531;474;93
-43;?;328;2373;-224;-43
176;?;1850;300;854;176
-83;-509;1567;891;509;-83
51;-587;1590;750;587;51
3668;-239;293;658;239;3668
6223;53;-204;774;-53;6223
4017;-92;178;603;92;4017
2482;53;-65;714;-53;2482
2112;-50;40;678;50;2112
-173;-99;19;681;99;-173
-320;-51;3;692;51;-320
1545;-128;28;686;128;1545
1459;-83;-4;695;83;1459
2616;-162;12;670;162;2616
3709;-480;22;653;480;3709
1601;-459;107;587;459;1601
643;-134;137;492;134;643
499;159;21;613;-159;499
-119;199;-13;677;-199;-119
-51;48;0;652;-48;-51
2;-63;-17;688;63;2
214;-108;37;630;108;214
244;-81;44;616;81;244
87;-94;29;626;94;87
121;-126;-2;654;126;121
163;-58;-8;663;58;163
524;2;61;587;-2;524
995;1;48;604;-1;995
791;11;13;637;-11;791
359;7;30;618;-7;359
62;37;29;624;-37;62
-260;100;29;620;-100;-260
-333;73;?;611;-73;-333
-233;17;?;626;-17;-233
-154;14;?;637;-14;-154
-146;33;?;641;-33;-146
-107;13;?;631;-13;-107
172;?;19;625;-27;172
709;?;14;645;72;709
938;?;19;636;156;938
605;?;-33;635;38;605
386;-279;-24;675;279;386
251;-443;-11;694;443;251
35;-582;-89;728;582;35
56;-1010;-197;862;1010;56
99;-803;-132;774;803;99
82;-299;228;395;299;82
62;82;320;391;-82;62
68;201;39;627;-201;68
125;109;-37;634;-109;125
118;117;-42;641;-117;118
73;-150;-100;601;150;73
54;-532;62;442;532;54
62;-706;80;375;706;62
61;-963;-229;582;963;61
28;-1090;-182;574;1090;28
4;-915;105;383;915;4
11;-550;-29;546;550;11
