InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RWR accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA^ accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
12.0;?;-1225.0;?;-214.0;1152.0;?;21.0;676.0;464.0;133.0;75.0
84.0;?;-1155.0;?;-161.0;1027.0;-1088.0;65.0;648.0;478.0;146.0;-83.0
137.0;?;-1030.0;?;-221.0;951.0;-969.0;95.0;647.0;454.0;55.0;-59.0
96.0;?;-957.0;?;-206.0;869.0;-910.0;169.0;638.0;427.0;-20.0;77.0
49.0;?;-850.0;?;-217.0;801.0;-818.0;141.0;622.0;389.0;-25.0;129.0
19.0;268.0;-777.0;?;-224.0;805.0;-743.0;122.0;644.0;339.0;-24.0;131.0
-1.0;291.0;-770.0;933.0;-228.0;811.0;-719.0;90.0;749.0;309.0;-57.0;184.0
-27.0;278.0;-807.0;1009.0;-231.0;819.0;-721.0;130.0;924.0;303.0;-36.0;233.0
-21.0;280.0;-847.0;1192.0;-354.0;811.0;-718.0;128.0;977.0;293.0;0.0;236.0
10.0;211.0;-852.0;1261.0;-455.0;869.0;-704.0;-2.0;1106.0;281.0;-30.0;235.0
28.0;163.0;-882.0;1318.0;-460.0;1016.0;-718.0;-9.0;1184.0;281.0;-41.0;260.0
29.0;195.0;-1018.0;1616.0;-564.0;1186.0;-842.0;52.0;754.0;298.0;-7.0;282.0
70.0;32.0;-1163.0;1189.0;-464.0;1218.0;-1011.0;-369.0;807.0;352.0;43.0;245.0
155.0;64.0;-1180.0;1027.0;-408.0;1482.0;-1075.0;-264.0;972.0;427.0;-24.0;148.0
135.0;50.0;-1356.0;1223.0;-555.0;1274.0;-1253.0;-99.0;939.0;478.0;167.0;181.0
210.0;-18.0;-1356.0;1231.0;-480.0;900.0;-1313.0;-239.0;760.0;528.0;285.0;60.0
411.0;83.0;-895.0;1116.0;-335.0;1105.0;-861.0;-166.0;620.0;535.0;133.0;-165.0
274.0;200.0;-945.0;946.0;-289.0;1191.0;-869.0;-96.0;566.0;506.0;117.0;-26.0
203.0;286.0;-1092.0;900.0;-212.0;1100.0;-1048.0;-57.0;550.0;?;151.0;-137.0
202.0;304.0;-1091.0;849.0;-243.0;902.0;-1052.0;-7.0;553.0;?;140.0;-139.0
207.0;276.0;-954.0;852.0;-280.0;833.0;-886.0;22.0;564.0;420.0;101.0;50.0
197.0;274.0;-817.0;845.0;-304.0;774.0;-724.0;22.0;554.0;373.0;67.0;190.0
184.0;258.0;-768.0;844.0;-342.0;761.0;-650.0;-28.0;595.0;370.0;41.0;241.0
153.0;300.0;-743.0;848.0;-366.0;764.0;-628.0;-54.0;627.0;368.0;65.0;239.0
123.0;300.0;-742.0;915.0;-360.0;764.0;-628.0;-77.0;664.0;353.0;108.0;249.0
147.0;328.0;?;963.0;-440.0;773.0;-641.0;-11.0;?;349.0;151.0;248.0
173.0;363.0;?;1068.0;-442.0;805.0;-644.0;27.0;?;391.0;169.0;225.0
204.0;361.0;?;1240.0;-495.0;856.0;-659.0;-30.0;?;417.0;145.0;234.0
193.0;311.0;?;1335.0;-530.0;964.0;-698.0;-99.0;?;458.0;116.0;244.0
190.0;354.0;?;1407.0;-522.0;1129.0;-746.0;-142.0;?;499.0;111.0;254.0
175.0;296.0;?;1403.0;-303.0;1207.0;-884.0;206.0;?;547.0;132.0;285.0
183.0;48.0;?;1224.0;-247.0;1232.0;-1003.0;41.0;?;596.0;179.0;262.0
226.0;104.0;?;1291.0;-379.0;1461.0;-1038.0;-12.0;?;608.0;87.0;220.0
172.0;?;?;1410.0;-445.0;1283.0;-1156.0;-16.0;?;625.0;87.0;288.0
97.0;?;?;1274.0;-370.0;1127.0;-1220.0;-104.0;?;755.0;56.0;224.0
135.0;90.0;?;1107.0;-323.0;1334.0;-938.0;-88.0;?;673.0;17.0;7.0
131.0;158.0;?;1038.0;-170.0;1244.0;-1138.0;-89.0;?;470.0;48.0;63.0
122.0;196.0;?;905.0;-124.0;1113.0;-1215.0;81.0;652.0;463.0;99.0;7.0
135.0;123.0;?;865.0;-97.0;974.0;-1065.0;93.0;627.0;460.0;41.0;-11.0
116.0;154.0;?;833.0;-189.0;864.0;-935.0;137.0;677.0;427.0;30.0;69.0
60.0;128.0;-860.0;871.0;-248.0;822.0;-825.0;134.0;738.0;376.0;-55.0;120.0
8.0;149.0;-802.0;946.0;-245.0;764.0;-750.0;88.0;748.0;317.0;-70.0;124.0
-22.0;135.0;-753.0;998.0;-243.0;784.0;-702.0;11.0;849.0;269.0;-82.0;130.0
-34.0;138.0;-752.0;1058.0;-283.0;829.0;-692.0;20.0;974.0;234.0;-76.0;136.0
-30.0;140.0;-821.0;1183.0;-284.0;892.0;-742.0;-34.0;980.0;225.0;-30.0;131.0
2.0;131.0;-892.0;1241.0;-353.0;933.0;-806.0;-75.0;966.0;236.0;-17.0;100.0
63.0;264.0;-908.0;?;-350.0;1075.0;-815.0;-60.0;984.0;248.0;-38.0;74.0
84.0;321.0;-1014.0;?;-445.0;1171.0;-913.0;84.0;777.0;263.0;8.0;83.0
140.0;126.0;-1143.0;?;-495.0;1174.0;-1046.0;-191.0;781.0;284.0;39.0;72.0
199.0;75.0;-1189.0;?;-568.0;1221.0;-1088.0;-277.0;973.0;297.0;5.0;132.0
207.0;71.0;-1250.0;1183.0;-655.0;1166.0;-1074.0;-207.0;977.0;346.0;64.0;252.0
207.0;-50.0;-1244.0;1288.0;-616.0;953.0;-1101.0;-292.0;792.0;440.0;233.0;207.0
347.0;19.0;-922.0;1157.0;-402.0;1064.0;-888.0;-283.0;634.0;520.0;219.0;-115.0
357.0;210.0;-904.0;996.0;-345.0;1266.0;-851.0;-224.0;537.0;538.0;190.0;-83.0
274.0;243.0;-1092.0;879.0;-282.0;1178.0;-1052.0;-75.0;487.0;590.0;245.0;-161.0
241.0;280.0;-1134.0;831.0;-254.0;982.0;-1113.0;-55.0;518.0;610.0;225.0;-216.0
271.0;261.0;-1003.0;790.0;-267.0;815.0;-945.0;2.0;570.0;537.0;182.0;-39.0
251.0;246.0;-853.0;829.0;-308.0;781.0;-760.0;13.0;574.0;462.0;139.0;123.0
203.0;239.0;-763.0;831.0;-299.0;713.0;-640.0;-32.0;568.0;438.0;107.0;200.0
161.0;331.0;-699.0;845.0;-265.0;722.0;-576.0;-71.0;607.0;429.0;80.0;202.0
135.0;350.0;-708.0;914.0;-304.0;755.0;-590.0;-43.0;783.0;386.0;108.0;228.0
131.0;436.0;-739.0;1098.0;-368.0;753.0;-630.0;84.0;863.0;367.0;135.0;238.0
172.0;391.0;-760.0;1242.0;-450.0;783.0;-639.0;47.0;?;384.0;148.0;222.0
199.0;334.0;-767.0;1277.0;-480.0;932.0;-627.0;36.0;?;395.0;80.0;242.0
170.0;312.0;-850.0;1453.0;-482.0;1084.0;-694.0;-22.0;?;426.0;93.0;321.0
142.0;283.0;-1019.0;1565.0;-391.0;1190.0;-865.0;255.0;?;483.0;103.0;376.0
140.0;47.0;-1107.0;1252.0;-252.0;1274.0;-972.0;-42.0;?;549.0;141.0;334.0
165.0;159.0;-1174.0;1363.0;-369.0;1574.0;?;59.0;?;577.0;80.0;252.0
113.0;100.0;-1373.0;1438.0;-396.0;1258.0;?;8.0;?;605.0;91.0;283.0
49.0;77.0;-1388.0;1247.0;-367.0;1222.0;?;-46.0;817.0;748.0;35.0;187.0
132.0;127.0;-1118.0;1107.0;-329.0;1403.0;-956.0;-51.0;709.0;645.0;25.0;37.0
129.0;162.0;-1282.0;991.0;-263.0;1206.0;-1193.0;58.0;621.0;486.0;71.0;135.0
120.0;154.0;-1264.0;876.0;-184.0;1070.0;-1181.0;111.0;604.0;495.0;69.0;69.0
98.0;145.0;-1070.0;841.0;-169.0;941.0;-1006.0;126.0;615.0;490.0;59.0;29.0
44.0;156.0;-962.0;863.0;-197.0;862.0;?;125.0;696.0;436.0;6.0;76.0
-4.0;142.0;-862.0;868.0;-177.0;791.0;?;134.0;745.0;390.0;-33.0;107.0
-33.0;135.0;-783.0;941.0;-177.0;755.0;?;88.0;746.0;350.0;-57.0;98.0
-45.0;154.0;-742.0;970.0;-193.0;781.0;?;34.0;866.0;296.0;?;114.0
-51.0;136.0;-754.0;1057.0;-253.0;857.0;?;51.0;951.0;259.0;?;135.0
-41.0;159.0;-815.0;1157.0;-257.0;895.0;?;18.0;?;250.0;?;125.0
-10.0;185.0;-878.0;1235.0;-301.0;940.0;?;-26.0;?;241.0;?;95.0
27.0;245.0;-914.0;1261.0;-302.0;1051.0;?;-62.0;?;230.0;?;99.0
58.0;263.0;-1019.0;1368.0;-432.0;1153.0;?;26.0;?;238.0;?;114.0
118.0;89.0;-1127.0;1129.0;-562.0;1121.0;-1020.0;-256.0;?;250.0;32.0;136.0
186.0;120.0;-1158.0;1011.0;-545.0;1209.0;-1044.0;-390.0;?;276.0;10.0;164.0
184.0;79.0;-1216.0;1254.0;-652.0;1158.0;-1072.0;-170.0;?;358.0;93.0;200.0
214.0;12.0;-1246.0;1330.0;-651.0;915.0;-1122.0;-280.0;827.0;412.0;310.0;162.0
438.0;49.0;-854.0;1200.0;-428.0;1080.0;-831.0;-259.0;663.0;497.0;216.0;-122.0
394.0;225.0;-915.0;1051.0;-395.0;1305.0;-842.0;-189.0;547.0;547.0;187.0;-44.0
263.0;289.0;-1129.0;?;-308.0;?;-1077.0;-86.0;419.0;622.0;260.0;-146.0
234.0;331.0;-1180.0;?;-264.0;?;-1142.0;-50.0;401.0;628.0;256.0;-210.0
299.0;298.0;-1062.0;?;-312.0;?;-980.0;-22.0;433.0;526.0;208.0;14.0
289.0;283.0;-908.0;?;-313.0;?;-788.0;-2.0;463.0;483.0;194.0;192.0
245.0;299.0;-793.0;?;-288.0;?;-642.0;-4.0;535.0;503.0;150.0;248.0
190.0;299.0;-674.0;?;-375.0;?;-529.0;-39.0;652.0;477.0;119.0;234.0
138.0;340.0;-617.0;?;-413.0;?;-489.0;-70.0;800.0;418.0;106.0;236.0
125.0;373.0;-638.0;?;-428.0;?;-514.0;-69.0;923.0;384.0;164.0;?
154.0;302.0;-658.0;?;-444.0;?;-547.0;-35.0;982.0;411.0;160.0;?
198.0;279.0;-727.0;?;-459.0;?;-596.0;-24.0;1104.0;444.0;173.0;?
214.0;295.0;-856.0;?;-467.0;?;-719.0;-94.0;1178.0;482.0;131.0;?
205.0;346.0;-1025.0;?;-388.0;?;-885.0;113.0;924.0;519.0;109.0;?
182.0;119.0;-1141.0;?;-223.0;?;-1014.0;122.0;1009.0;554.0;134.0;?
194.0;171.0;-1180.0;?;-139.0;?;-1066.0;43.0;1104.0;558.0;68.0;?
145.0;138.0;-1307.0;1377.0;-383.0;?;-1182.0;133.0;985.0;543.0;8.0;?
39.0;76.0;-1472.0;1321.0;-463.0;?;-1360.0;33.0;890.0;638.0;41.0;?
96.0;66.0;-1172.0;1179.0;-410.0;?;-1038.0;-53.0;801.0;656.0;-80.0;92.0
75.0;91.0;-1159.0;1099.0;-306.0;?;-1071.0;-30.0;733.0;486.0;-11.0;178.0
?;103.0;-1226.0;1003.0;-236.0;?;-1149.0;67.0;662.0;460.0;49.0;121.0
?;135.0;-1141.0;923.0;-184.0;?;-1075.0;91.0;612.0;474.0;54.0;19.0
32.0;129.0;-1043.0;873.0;-139.0;?;-997.0;126.0;594.0;465.0;36.0;-21.0
-4.0;188.0;-967.0;842.0;-154.0;?;-918.0;115.0;619.0;410.0;-7.0;42.0
-35.0;202.0;-878.0;855.0;-127.0;?;-837.0;111.0;655.0;387.0;-34.0;57.0
-54.0;233.0;-807.0;912.0;-175.0;776.0;-769.0;123.0;709.0;348.0;-43.0;75.0
-38.0;228.0;-772.0;942.0;-233.0;753.0;-717.0;107.0;808.0;286.0;-36.0;140.0
-17.0;255.0;-761.0;1031.0;-286.0;803.0;-679.0;95.0;966.0;256.0;-55.0;176.0
-10.0;200.0;-784.0;1166.0;-352.0;838.0;-688.0;67.0;996.0;252.0;-48.0;191.0
-9.0;151.0;-840.0;1250.0;-348.0;915.0;-725.0;-62.0;1052.0;240.0;-45.0;213.0
15.0;291.0;-897.0;1343.0;-358.0;1031.0;-767.0;-55.0;946.0;248.0;-32.0;212.0
39.0;288.0;-1005.0;1407.0;-361.0;1151.0;-874.0;52.0;600.0;271.0;7.0;214.0
96.0;158.0;-1142.0;1005.0;-403.0;1195.0;-1030.0;-252.0;756.0;301.0;52.0;196.0
193.0;226.0;-1178.0;1050.0;-434.0;1345.0;-1073.0;-130.0;985.0;332.0;-8.0;139.0
168.0;134.0;-1279.0;1248.0;-662.0;1051.0;-1142.0;-37.0;928.0;375.0;133.0;246.0
222.0;28.0;-1216.0;1249.0;-495.0;851.0;-1134.0;-229.0;741.0;439.0;211.0;205.0
380.0;87.0;-779.0;1107.0;-374.0;1118.0;-720.0;-225.0;606.0;480.0;100.0;7.0
283.0;216.0;-918.0;981.0;-293.0;1240.0;?;-157.0;517.0;530.0;192.0;84.0
154.0;260.0;-1129.0;833.0;-292.0;1109.0;?;-37.0;499.0;617.0;240.0;-125.0
193.0;286.0;-1106.0;809.0;-239.0;905.0;?;-1.0;504.0;?;202.0;-152.0
281.0;299.0;-970.0;798.0;-268.0;801.0;?;24.0;532.0;?;161.0;41.0
249.0;296.0;-817.0;830.0;-317.0;758.0;?;31.0;571.0;475.0;107.0;160.0
171.0;265.0;-737.0;863.0;-364.0;732.0;?;4.0;606.0;480.0;64.0;194.0
134.0;303.0;-712.0;933.0;-382.0;731.0;?;-33.0;660.0;431.0;73.0;230.0
132.0;325.0;-712.0;987.0;-406.0;773.0;?;-58.0;817.0;392.0;108.0;258.0
131.0;355.0;-749.0;1133.0;-375.0;819.0;?;20.0;932.0;405.0;130.0;265.0
163.0;303.0;-788.0;1258.0;-436.0;854.0;?;18.0;971.0;428.0;170.0;260.0
184.0;252.0;-834.0;1312.0;-474.0;961.0;?;-33.0;1113.0;461.0;112.0;233.0
187.0;356.0;-888.0;1435.0;-402.0;1142.0;?;-37.0;1042.0;490.0;98.0;240.0
161.0;272.0;-1049.0;1484.0;-346.0;1223.0;-908.0;154.0;876.0;529.0;109.0;267.0
142.0;23.0;-1153.0;1209.0;-255.0;1293.0;-1024.0;84.0;1124.0;577.0;150.0;227.0
188.0;151.0;-1184.0;1347.0;-354.0;1414.0;-1064.0;93.0;1135.0;572.0;?;158.0
125.0;24.0;-1327.0;1483.0;-373.0;1252.0;-1187.0;88.0;936.0;567.0;?;256.0
33.0;48.0;-1331.0;1319.0;-351.0;1156.0;-1244.0;-105.0;795.0;697.0;?;208.0
76.0;98.0;-1061.0;1073.0;-264.0;1406.0;-912.0;-90.0;682.0;618.0;-80.0;44.0
33.0;163.0;-1255.0;955.0;-175.0;1283.0;-1176.0;44.0;642.0;462.0;0.0;120.0
39.0;154.0;-1337.0;868.0;-132.0;1074.0;-1262.0;83.0;597.0;490.0;89.0;-11.0
93.0;160.0;-1123.0;852.0;-110.0;920.0;-1064.0;113.0;627.0;463.0;67.0;-59.0
91.0;171.0;-933.0;839.0;-122.0;831.0;-888.0;201.0;650.0;413.0;-26.0;22.0
36.0;215.0;-822.0;882.0;-173.0;768.0;-778.0;198.0;655.0;370.0;-53.0;107.0
-11.0;208.0;-757.0;919.0;-222.0;754.0;-717.0;209.0;688.0;327.0;-88.0;?
-45.0;198.0;-736.0;931.0;-248.0;788.0;-675.0;93.0;803.0;270.0;-105.0;?
-74.0;157.0;-771.0;1019.0;-252.0;831.0;-682.0;76.0;985.0;244.0;-125.0;?
-71.0;159.0;-829.0;1182.0;-289.0;847.0;-720.0;51.0;999.0;240.0;?;?
-43.0;185.0;-883.0;1293.0;-359.0;877.0;-753.0;-21.0;1003.0;228.0;?;?
17.0;185.0;-886.0;1264.0;-435.0;1045.0;-765.0;-113.0;1104.0;239.0;?;?
61.0;319.0;-973.0;1497.0;-450.0;1207.0;-846.0;72.0;833.0;265.0;?;?
114.0;249.0;-1143.0;1294.0;-408.0;1201.0;-1015.0;-151.0;639.0;306.0;?;?
192.0;175.0;-1225.0;971.0;-411.0;1342.0;-1098.0;-344.0;818.0;365.0;?;?
204.0;168.0;-1235.0;1104.0;-652.0;1318.0;-1082.0;-99.0;853.0;439.0;?;166.0
171.0;4.0;-1349.0;1152.0;-634.0;966.0;-1183.0;-191.0;728.0;479.0;?;250.0
349.0;60.0;-1057.0;1136.0;-501.0;910.0;-1006.0;-267.0;611.0;524.0;?;49.0
463.0;130.0;-834.0;948.0;-297.0;1116.0;-722.0;-248.0;593.0;469.0;?;58.0
276.0;217.0;-919.0;853.0;-157.0;1135.0;-880.0;-112.0;576.0;577.0;?;41.0
144.0;283.0;-1029.0;889.0;-157.0;918.0;-997.0;15.0;565.0;705.0;?;-225.0
227.0;283.0;-960.0;885.0;-257.0;789.0;-898.0;39.0;582.0;590.0;168.0;-112.0
286.0;257.0;-801.0;869.0;-361.0;808.0;-712.0;12.0;582.0;449.0;59.0;56.0
213.0;267.0;-775.0;870.0;-401.0;798.0;-660.0;-75.0;612.0;394.0;29.0;202.0
141.0;278.0;-781.0;893.0;-434.0;782.0;-658.0;-132.0;594.0;395.0;54.0;237.0
137.0;302.0;?;932.0;-405.0;774.0;-639.0;-131.0;690.0;377.0;138.0;230.0
160.0;395.0;?;994.0;-471.0;794.0;-651.0;-47.0;837.0;391.0;177.0;210.0
201.0;?;?;1196.0;-419.0;847.0;-658.0;77.0;886.0;422.0;200.0;183.0
237.0;?;-808.0;1280.0;-438.0;868.0;-694.0;46.0;836.0;466.0;170.0;188.0
237.0;?;-835.0;1255.0;-500.0;1051.0;-701.0;-113.0;?;?;126.0;240.0
198.0;?;-913.0;1288.0;?;1194.0;-754.0;-33.0;?;?;94.0;343.0
136.0;?;-1107.0;1300.0;?;1185.0;-942.0;307.0;?;597.0;193.0;405.0
173.0;?;-1175.0;1208.0;?;1152.0;-1008.0;189.0;?;631.0;207.0;333.0
236.0;?;-1116.0;1327.0;?;?;-956.0;94.0;1132.0;617.0;42.0;277.0
137.0;?;-1225.0;1519.0;-402.0;?;-1056.0;72.0;966.0;609.0;27.0;420.0
40.0;?;-1227.0;1296.0;-399.0;?;-1120.0;-124.0;798.0;730.0;7.0;363.0
26.0;?;-1031.0;1064.0;-299.0;?;-877.0;-158.0;703.0;701.0;-57.0;141.0
34.0;?;-1253.0;953.0;-193.0;?;-1166.0;-29.0;641.0;520.0;79.0;143.0
83.0;?;-1333.0;882.0;-167.0;?;-1264.0;89.0;602.0;475.0;153.0;9.0
158.0;?;-1131.0;860.0;-124.0;?;-1073.0;122.0;604.0;453.0;128.0;-81.0
141.0;?;-954.0;841.0;-158.0;?;-906.0;200.0;599.0;438.0;37.0;-13.0
67.0;?;-843.0;883.0;-144.0;?;-802.0;214.0;625.0;392.0;-52.0;125.0
-7.0;235.0;-777.0;904.0;-171.0;?;-733.0;182.0;681.0;344.0;-86.0;142.0
-55.0;231.0;-743.0;965.0;-196.0;?;-676.0;133.0;824.0;288.0;-128.0;153.0
-79.0;241.0;-761.0;1033.0;-292.0;792.0;-665.0;127.0;1043.0;239.0;-120.0;195.0
-85.0;169.0;-807.0;1222.0;-351.0;833.0;-682.0;81.0;1013.0;220.0;-89.0;226.0
-59.0;93.0;-848.0;1246.0;-402.0;897.0;-707.0;-95.0;1093.0;222.0;-68.0;213.0
-1.0;144.0;-895.0;1282.0;-391.0;1087.0;-764.0;-176.0;983.0;229.0;-58.0;209.0
27.0;296.0;-1024.0;1459.0;-434.0;1229.0;-883.0;-35.0;634.0;253.0;8.0;222.0
98.0;210.0;-1174.0;1078.0;-488.0;1180.0;-1078.0;-190.0;733.0;306.0;105.0;171.0
210.0;214.0;-1188.0;971.0;-483.0;1361.0;-1100.0;-185.0;924.0;361.0;59.0;87.0
230.0;231.0;-1267.0;1235.0;-659.0;1109.0;-1157.0;-180.0;915.0;421.0;149.0;118.0
231.0;44.0;-1252.0;1265.0;-625.0;871.0;-1147.0;-293.0;724.0;462.0;269.0;213.0
373.0;52.0;-856.0;1120.0;-440.0;1062.0;-792.0;-275.0;577.0;536.0;206.0;66.0
366.0;178.0;-872.0;914.0;-331.0;1226.0;-763.0;-226.0;531.0;574.0;208.0;112.0
301.0;256.0;-1063.0;840.0;-327.0;1151.0;-987.0;-89.0;506.0;647.0;265.0;?
253.0;267.0;-1108.0;829.0;-306.0;898.0;-1068.0;10.0;530.0;651.0;251.0;?
282.0;280.0;-964.0;810.0;-280.0;760.0;-903.0;16.0;573.0;538.0;199.0;-33.0
265.0;279.0;-783.0;823.0;-342.0;?;-695.0;-23.0;606.0;435.0;129.0;109.0
175.0;235.0;-736.0;875.0;-335.0;?;-624.0;-56.0;629.0;425.0;90.0;198.0
115.0;275.0;-718.0;913.0;-325.0;?;-591.0;-87.0;662.0;436.0;120.0;223.0
127.0;367.0;-719.0;1009.0;-359.0;796.0;-591.0;-61.0;775.0;399.0;132.0;229.0
155.0;382.0;-760.0;1135.0;-422.0;840.0;-640.0;31.0;897.0;374.0;159.0;229.0
185.0;315.0;-793.0;1256.0;-448.0;872.0;-681.0;35.0;983.0;388.0;151.0;213.0
210.0;264.0;-838.0;1278.0;-570.0;997.0;-707.0;-38.0;1186.0;414.0;119.0;224.0
213.0;342.0;-916.0;1550.0;-518.0;1143.0;-760.0;-98.0;1031.0;455.0;39.0;303.0
175.0;111.0;-1046.0;1468.0;-363.0;1205.0;-894.0;143.0;916.0;521.0;95.0;342.0
142.0;9.0;-1129.0;1208.0;-313.0;1316.0;-997.0;5.0;1218.0;583.0;94.0;241.0
156.0;60.0;-1191.0;1410.0;-400.0;1509.0;-1070.0;23.0;1080.0;595.0;38.0;158.0
76.0;22.0;-1393.0;1425.0;-359.0;1196.0;-1272.0;-8.0;930.0;624.0;58.0;272.0
64.0;27.0;-1281.0;1242.0;-354.0;1234.0;-1215.0;?;751.0;747.0;-11.0;135.0
110.0;115.0;-1096.0;1046.0;-197.0;1406.0;-954.0;?;670.0;618.0;-21.0;-16.0
54.0;148.0;-1292.0;948.0;-73.0;1234.0;-1225.0;?;604.0;478.0;71.0;31.0
57.0;146.0;-1279.0;864.0;-102.0;1059.0;-1215.0;?;577.0;475.0;67.0;-34.0
63.0;131.0;-1104.0;817.0;-100.0;899.0;-1051.0;?;598.0;447.0;23.0;2.0
48.0;160.0;-930.0;811.0;-171.0;797.0;-880.0;166.0;646.0;397.0;2.0;110.0
11.0;157.0;-817.0;858.0;-194.0;726.0;-759.0;171.0;744.0;343.0;-70.0;133.0
-24.0;137.0;-735.0;928.0;-196.0;717.0;-680.0;98.0;853.0;291.0;-90.0;106.0
-53.0;142.0;-700.0;1023.0;-236.0;752.0;-642.0;42.0;973.0;237.0;-115.0;125.0
-72.0;143.0;-722.0;1153.0;-255.0;825.0;-649.0;19.0;1037.0;202.0;-95.0;149.0
-58.0;120.0;-785.0;1271.0;-296.0;919.0;-702.0;-54.0;1016.0;213.0;-37.0;140.0
-19.0;172.0;-866.0;1317.0;-358.0;1020.0;-781.0;-67.0;1050.0;230.0;-49.0;110.0
58.0;253.0;-973.0;1418.0;-408.0;1155.0;-879.0;18.0;830.0;241.0;2.0;106.0
110.0;157.0;-1108.0;1258.0;-507.0;1217.0;-1017.0;-127.0;617.0;265.0;44.0;99.0
194.0;108.0;-1229.0;970.0;?;1233.0;-1125.0;-338.0;924.0;286.0;32.0;115.0
240.0;104.0;-1233.0;1104.0;?;1264.0;-1110.0;-126.0;1040.0;334.0;34.0;183.0
211.0;-9.0;-1294.0;1301.0;?;921.0;-1153.0;-184.0;839.0;391.0;219.0;212.0
316.0;-23.0;-1031.0;1209.0;?;930.0;-988.0;-301.0;652.0;443.0;192.0;6.0
364.0;120.0;-786.0;1029.0;?;1251.0;-718.0;-235.0;551.0;494.0;112.0;-81.0
207.0;200.0;-986.0;902.0;-350.0;1218.0;-936.0;-98.0;463.0;558.0;185.0;-84.0
193.0;232.0;-1170.0;790.0;-255.0;1012.0;-1140.0;-41.0;468.0;589.0;231.0;-234.0
275.0;273.0;-1070.0;762.0;-329.0;864.0;-1027.0;6.0;494.0;514.0;183.0;-111.0
278.0;269.0;-896.0;799.0;-369.0;753.0;-812.0;22.0;533.0;454.0;170.0;64.0
215.0;250.0;-778.0;824.0;-323.0;687.0;-665.0;5.0;574.0;468.0;117.0;165.0
153.0;311.0;-692.0;899.0;-392.0;689.0;-571.0;-53.0;664.0;463.0;90.0;173.0
115.0;341.0;-687.0;1011.0;?;716.0;-548.0;-53.0;789.0;396.0;105.0;217.0
119.0;377.0;-704.0;1128.0;?;789.0;-572.0;6.0;885.0;371.0;123.0;248.0
151.0;361.0;-742.0;1233.0;?;849.0;-613.0;88.0;985.0;392.0;151.0;242.0
183.0;294.0;-818.0;1339.0;?;993.0;-675.0;-43.0;1110.0;422.0;?;264.0
193.0;281.0;-906.0;1297.0;?;1111.0;-750.0;62.0;1120.0;?;?;273.0
165.0;346.0;-1037.0;1570.0;?;1203.0;-880.0;41.0;886.0;?;?;327.0
148.0;-5.0;-1134.0;1284.0;?;1273.0;-994.0;-62.0;1073.0;551.0;?;322.0
157.0;104.0;-1169.0;1264.0;?;1466.0;-1067.0;73.0;1118.0;587.0;?;221.0
148.0;32.0;-1295.0;1420.0;?;1334.0;-1181.0;11.0;946.0;596.0;?;226.0
49.0;58.0;-1415.0;1301.0;-320.0;1157.0;-1319.0;-104.0;840.0;693.0;?;256.0
45.0;92.0;-1106.0;1093.0;-268.0;1339.0;-977.0;-34.0;723.0;739.0;?;-18.0
114.0;209.0;-1161.0;986.0;-217.0;1258.0;-1105.0;86.0;630.0;546.0;?;91.0
92.0;192.0;-1289.0;883.0;-155.0;1072.0;-1211.0;136.0;576.0;495.0;?;-2.0
129.0;162.0;-1142.0;886.0;-135.0;979.0;-1054.0;27.0;592.0;463.0;?;7.0
91.0;179.0;-982.0;838.0;-185.0;870.0;-937.0;179.0;630.0;425.0;?;118.0
30.0;156.0;-873.0;848.0;-154.0;784.0;-828.0;164.0;719.0;383.0;?;179.0
-29.0;135.0;-787.0;916.0;-136.0;754.0;-741.0;148.0;788.0;353.0;?;141.0
-54.0;140.0;-731.0;996.0;-251.0;768.0;-671.0;42.0;873.0;298.0;?;121.0
-81.0;142.0;-733.0;1065.0;-327.0;822.0;-662.0;28.0;967.0;248.0;-77.0;143.0
-86.0;188.0;-776.0;1194.0;-374.0;882.0;-693.0;1.0;964.0;236.0;-28.0;143.0
-54.0;214.0;-851.0;1250.0;-453.0;950.0;-767.0;-37.0;942.0;249.0;-34.0;125.0
41.0;293.0;-915.0;1292.0;-438.0;1064.0;-836.0;0.0;961.0;248.0;5.0;112.0
103.0;216.0;-1012.0;1368.0;-426.0;1162.0;-918.0;21.0;730.0;245.0;29.0;147.0
193.0;41.0;-1152.0;1038.0;-581.0;1118.0;-1034.0;-333.0;797.0;296.0;95.0;159.0
135.0;-152.0;-1193.0;994.0;-491.0;1217.0;-1072.0;-304.0;1145.0;297.0;?;211.0
88.0;-43.0;-1218.0;1285.0;-624.0;1142.0;-1067.0;-188.0;1049.0;335.0;?;270.0
180.0;-39.0;-1222.0;1384.0;-586.0;858.0;-1149.0;-329.0;790.0;427.0;?;176.0
399.0;64.0;-854.0;1155.0;-381.0;1149.0;-848.0;-244.0;595.0;458.0;?;-125.0
372.0;169.0;-893.0;954.0;-313.0;1348.0;-830.0;-131.0;497.0;485.0;?;-58.0
254.0;242.0;-1162.0;820.0;-283.0;1177.0;-1162.0;-39.0;454.0;547.0;?;-162.0
