Accelerometer LWR accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LLA accY;Accelerometer LH accY;Accelerometer LWR accX;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1
635.0;851.0;-494.0;737.0;-239.0;91;-53.0
516.0;906.0;-255.0;1258.0;-243.0;100;-675.0
145.0;1025.0;113.0;927.0;-146.0;-76;-846.0
393.0;999.0;-151.0;908.0;-207.0;-123;373.0
439.0;1010.0;-82.0;987.0;-144.0;58;-38.0
425.0;1093.0;-200.0;1197.0;-89.0;104;1.0
323.0;952.0;-276.0;1041.0;-176.0;-172;-764.0
316.0;893.0;-344.0;913.0;-642.0;73;-231.0
359.0;1020.0;-343.0;1037.0;-185.0;154;700.0
238.0;982.0;-482.0;989.0;-398.0;150;376.0
532.0;1167.0;-421.0;1202.0;-455.0;-157;744.0
325.0;967.0;-68.0;1070.0;-141.0;105;6.0
276.0;946.0;-171.0;1038.0;-68.0;105;3.0
617.0;525.0;-879.0;95.0;-753.0;-154;710.0
474.0;990.0;-201.0;1049.0;-189.0;92;129.0
238.0;1067.0;-62.0;1096.0;-162.0;40;-24.0
448.0;922.0;-347.0;1012.0;-284.0;-133;736.0
462.0;1054.0;-189.0;977.0;-139.0;-17;344.0
18.0;999.0;123.0;1025.0;-193.0;17;16.0
380.0;934.0;-237.0;1106.0;-128.0;125;-644.0
624.0;819.0;-310.0;1087.0;21.0;65;76.0
247.0;1119.0;-277.0;1013.0;-208.0;-7;303.0
395.0;836.0;-34.0;823.0;-372.0;3;175.0
380.0;943.0;-281.0;996.0;-282.0;99;-710.0
453.0;-558.0;-895.0;-695.0;-331.0;116;-657.0
476.0;1309.0;-435.0;1374.0;-529.0;151;658.0
385.0;725.0;-430.0;1184.0;-306.0;55;166.0
360.0;986.0;-237.0;1143.0;-148.0;92;72.0
576.0;982.0;-392.0;1138.0;-494.0;130;702.0
-179.0;994.0;12.0;989.0;-844.0;67;224.0
452.0;927.0;-366.0;1017.0;-372.0;134;700.0
