Accelerometer LWR accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LLA accY;Accelerometer LH accY;Accelerometer LWR accX;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1
42.0;902.0;?;907.0;?;93;-20.0
41.0;976.0;36.0;932.0;-160.0;93;-17.0
80.0;1024.0;54.0;1014.0;-176.0;93;-13.0
37.0;1045.0;69.0;1036.0;-154.0;93;-9.0
85.0;1044.0;73.0;1063.0;-144.0;93;-4.0
36.0;1022.0;66.0;1049.0;-156.0;93;1.0
44.0;1019.0;47.0;1019.0;-165.0;93;3.0
48.0;?;79.0;1022.0;-132.0;93;5.0
45.0;999.0;114.0;1029.0;-132.0;93;6.0
35.0;991.0;112.0;996.0;-130.0;93;?
37.0;990.0;?;1003.0;-132.0;93;7.0
?;1020.0;96.0;1029.0;-165.0;93;?
10.0;1038.0;106.0;1028.0;-136.0;93;10.0
29.0;1053.0;115.0;1034.0;-177.0;93;11.0
23.0;1088.0;118.0;1058.0;-176.0;93;12.0
51.0;1047.0;110.0;1060.0;-212.0;93;13.0
34.0;1002.0;?;1012.0;-201.0;?;14.0
33.0;994.0;111.0;1005.0;-159.0;93;14.0
59.0;969.0;99.0;979.0;-169.0;93;14.0
38.0;964.0;99.0;970.0;-160.0;93;13.0
3.0;?;90.0;1027.0;-178.0;93;12.0
19.0;1038.0;103.0;1034.0;-183.0;93;?
18.0;1016.0;82.0;1031.0;-190.0;93;12.0
22.0;1022.0;87.0;995.0;-165.0;93;12.0
11.0;993.0;106.0;991.0;-190.0;93;12.0
10.0;990.0;105.0;995.0;-179.0;93;11.0
9.0;990.0;107.0;1002.0;-183.0;93;10.0
38.0;?;111.0;999.0;-176.0;93;9.0
39.0;999.0;106.0;999.0;-196.0;93;8.0
31.0;987.0;91.0;974.0;-214.0;?;7.0
39.0;985.0;93.0;978.0;-213.0;?;5.0
29.0;1015.0;90.0;1001.0;-215.0;93;4.0
45.0;1019.0;89.0;1031.0;-209.0;93;2.0
?;1034.0;85.0;1019.0;-210.0;93;-1.0
?;1034.0;78.0;1006.0;-219.0;93;?
22.0;?;72.0;1036.0;-177.0;93;-3.0
17.0;1037.0;72.0;1062.0;-160.0;93;-5.0
34.0;1020.0;87.0;1040.0;-149.0;93;-7.0
20.0;1005.0;94.0;1037.0;-149.0;93;-10.0
?;1006.0;93.0;1024.0;-168.0;93;-12.0
9.0;987.0;105.0;991.0;-129.0;93;-15.0
32.0;1010.0;126.0;1024.0;-97.0;93;-18.0
3.0;990.0;139.0;1040.0;-115.0;93;-21.0
-20.0;?;140.0;1012.0;-136.0;93;-24.0
11.0;991.0;135.0;1031.0;?;93;-27.0
-4.0;1035.0;157.0;1024.0;-147.0;93;-32.0
-15.0;1029.0;165.0;1035.0;-158.0;93;-36.0
?;993.0;147.0;997.0;-164.0;93;?
4.0;993.0;140.0;983.0;-154.0;93;-46.0
24.0;996.0;132.0;?;-174.0;93;-51.0
41.0;991.0;127.0;1016.0;-165.0;93;-55.0
36.0;1009.0;137.0;1025.0;-158.0;93;-59.0
28.0;1030.0;116.0;1025.0;-145.0;93;-63.0
75.0;1048.0;109.0;1024.0;-175.0;93;-67.0
106.0;1073.0;100.0;1046.0;?;93;-71.0
105.0;1056.0;98.0;1084.0;-183.0;93;-75.0
134.0;1030.0;?;1067.0;-135.0;93;-79.0
122.0;1013.0;69.0;1074.0;-132.0;93;-84.0
109.0;?;?;1040.0;-147.0;93;-88.0
?;1039.0;23.0;1032.0;-126.0;93;-92.0
78.0;1056.0;?;1083.0;-117.0;93;-95.0
59.0;1045.0;86.0;1090.0;-125.0;93;-99.0
70.0;1038.0;79.0;1100.0;-102.0;?;-102.0
54.0;1032.0;91.0;1080.0;-88.0;93;-107.0
52.0;1012.0;104.0;1055.0;-102.0;93;-111.0
59.0;963.0;101.0;1028.0;-106.0;93;-115.0
64.0;?;103.0;987.0;-110.0;93;-118.0
89.0;911.0;132.0;976.0;-95.0;93;-121.0
88.0;914.0;109.0;936.0;-100.0;93;-124.0
124.0;920.0;85.0;932.0;-140.0;93;-125.0
106.0;894.0;87.0;936.0;-177.0;93;-126.0
101.0;884.0;72.0;898.0;?;93;-125.0
80.0;969.0;70.0;906.0;-175.0;93;-124.0
90.0;1014.0;67.0;981.0;-196.0;93;-123.0
51.0;1147.0;19.0;1069.0;-211.0;93;-123.0
107.0;1210.0;26.0;1168.0;-253.0;93;-122.0
139.0;1209.0;46.0;1217.0;-252.0;93;-122.0
179.0;1140.0;18.0;1208.0;-218.0;93;-120.0
133.0;996.0;27.0;1094.0;-168.0;93;-119.0
89.0;930.0;22.0;1015.0;-121.0;94;-121.0
101.0;916.0;0.0;1026.0;-31.0;94;-122.0
114.0;921.0;21.0;1006.0;-4.0;93;-125.0
109.0;943.0;89.0;1016.0;?;93;-127.0
102.0;977.0;94.0;958.0;-80.0;93;-126.0
104.0;960.0;93.0;982.0;-95.0;93;-129.0
96.0;989.0;118.0;1000.0;-137.0;94;-130.0
69.0;1086.0;103.0;1049.0;-178.0;94;-129.0
92.0;1131.0;97.0;?;-216.0;?;-130.0
104.0;1237.0;67.0;1129.0;-291.0;93;-133.0
153.0;1296.0;46.0;1206.0;-320.0;?;-136.0
175.0;1250.0;58.0;1257.0;-338.0;93;-139.0
246.0;1158.0;43.0;1164.0;-350.0;94;-143.0
256.0;1041.0;2.0;1111.0;-299.0;94;-149.0
266.0;968.0;-23.0;1045.0;-280.0;93;-155.0
282.0;911.0;-50.0;1138.0;-200.0;93;-162.0
273.0;892.0;-76.0;1014.0;-154.0;93;-167.0
278.0;856.0;-77.0;943.0;-121.0;93;-170.0
330.0;893.0;-90.0;960.0;-47.0;94;?
244.0;855.0;-111.0;940.0;-201.0;94;-168.0
252.0;855.0;-113.0;901.0;-247.0;93;-161.0
298.0;888.0;?;929.0;-227.0;94;-151.0
?;949.0;-116.0;973.0;-209.0;93;-142.0
314.0;923.0;-92.0;1001.0;-226.0;94;-131.0
322.0;913.0;-205.0;985.0;-249.0;94;-118.0
254.0;?;-232.0;969.0;-266.0;92;-104.0
219.0;924.0;-216.0;967.0;-324.0;97;-88.0
217.0;949.0;-206.0;919.0;-359.0;87;-72.0
207.0;1055.0;-229.0;937.0;-390.0;103;-56.0
282.0;958.0;-218.0;914.0;-515.0;106;-38.0
310.0;1003.0;-233.0;918.0;-556.0;112;-20.0
317.0;1035.0;-283.0;989.0;-524.0;147;0.0
368.0;1012.0;-289.0;1004.0;-612.0;121;18.0
368.0;1020.0;-346.0;1016.0;-638.0;199;37.0
366.0;1058.0;-422.0;1024.0;-694.0;101;55.0
394.0;1101.0;-379.0;1063.0;-739.0;-180;73.0
481.0;?;-378.0;1058.0;-818.0;-168;92.0
?;1133.0;-400.0;1151.0;-830.0;-130;114.0
546.0;1082.0;-437.0;1169.0;-842.0;-141;135.0
643.0;985.0;-505.0;1133.0;-821.0;-113;156.0
647.0;931.0;-582.0;1119.0;-784.0;-119;175.0
639.0;866.0;-659.0;1049.0;-739.0;-103;193.0
656.0;928.0;-667.0;1124.0;-678.0;?;212.0
573.0;843.0;-696.0;1052.0;-624.0;-108;232.0
582.0;761.0;-771.0;849.0;-630.0;-106;253.0
589.0;754.0;-821.0;757.0;-527.0;-109;273.0
541.0;823.0;-848.0;925.0;-418.0;-108;293.0
478.0;842.0;-800.0;882.0;-282.0;-108;312.0
518.0;723.0;-742.0;788.0;-179.0;-108;335.0
500.0;737.0;-744.0;771.0;-44.0;-108;359.0
438.0;767.0;-723.0;787.0;33.0;-108;384.0
442.0;779.0;-629.0;778.0;111.0;-108;?
531.0;778.0;-528.0;763.0;122.0;-108;432.0
600.0;689.0;-406.0;700.0;152.0;-108;455.0
573.0;695.0;-320.0;725.0;167.0;-108;479.0
508.0;644.0;-320.0;537.0;496.0;-108;653.0
597.0;660.0;-268.0;567.0;403.0;-108;653.0
678.0;651.0;-260.0;568.0;366.0;-108;653.0
681.0;693.0;?;558.0;441.0;-108;652.0
728.0;597.0;-240.0;557.0;406.0;-108;652.0
?;695.0;-215.0;597.0;438.0;?;652.0
715.0;687.0;-309.0;594.0;333.0;-108;653.0
794.0;673.0;-351.0;686.0;327.0;-108;655.0
843.0;632.0;-370.0;675.0;376.0;-107;657.0
861.0;735.0;-383.0;680.0;518.0;-105;660.0
969.0;650.0;-336.0;754.0;372.0;-101;663.0
928.0;509.0;-391.0;698.0;282.0;-98;667.0
672.0;427.0;-442.0;679.0;94.0;-94;672.0
490.0;481.0;-413.0;618.0;-129.0;-90;679.0
440.0;390.0;-466.0;651.0;-255.0;-89;684.0
378.0;393.0;?;729.0;-366.0;-86;688.0
296.0;342.0;-508.0;736.0;-513.0;-84;693.0
159.0;489.0;-512.0;835.0;-603.0;-83;699.0
196.0;868.0;-515.0;1080.0;-424.0;-79;706.0
?;1623.0;-476.0;1801.0;-337.0;-79;712.0
674.0;1689.0;-466.0;2305.0;-733.0;-79;717.0
756.0;1631.0;-520.0;?;-1249.0;-73;722.0
908.0;1396.0;-500.0;1290.0;-1412.0;?;724.0
1045.0;1157.0;-466.0;1436.0;-826.0;-68;725.0
1212.0;994.0;?;1490.0;-567.0;-63;726.0
847.0;769.0;-887.0;1247.0;-438.0;-61;728.0
635.0;606.0;-1072.0;983.0;-309.0;-57;730.0
437.0;520.0;-893.0;752.0;-231.0;-55;731.0
337.0;581.0;-852.0;683.0;-217.0;-56;733.0
327.0;582.0;-1035.0;630.0;-342.0;-53;738.0
284.0;663.0;-860.0;655.0;-369.0;-48;743.0
300.0;727.0;-552.0;715.0;-402.0;-46;748.0
280.0;729.0;-392.0;786.0;-437.0;-42;753.0
236.0;807.0;-369.0;879.0;-409.0;-40;757.0
270.0;938.0;-406.0;1047.0;-379.0;-37;762.0
317.0;1172.0;-397.0;1250.0;-389.0;-36;766.0
343.0;1253.0;?;1544.0;-365.0;-37;771.0
388.0;999.0;-390.0;1414.0;?;-37;775.0
343.0;885.0;-343.0;1002.0;-563.0;-37;779.0
298.0;919.0;-331.0;773.0;-520.0;-37;780.0
350.0;1049.0;-295.0;885.0;-411.0;-37;781.0
481.0;1120.0;-264.0;1184.0;-314.0;-38;782.0
587.0;1038.0;-287.0;1390.0;-368.0;-38;784.0
581.0;847.0;-348.0;1189.0;-294.0;-38;785.0
471.0;778.0;-402.0;1122.0;-118.0;-38;784.0
395.0;796.0;-392.0;936.0;-74.0;-38;784.0
493.0;873.0;-372.0;941.0;54.0;-38;786.0
526.0;960.0;-398.0;1011.0;86.0;-38;789.0
511.0;991.0;-260.0;1092.0;?;-38;792.0
542.0;963.0;-166.0;1065.0;38.0;-38;796.0
477.0;961.0;-278.0;1060.0;-55.0;-38;799.0
437.0;901.0;-261.0;1040.0;-124.0;-38;?
479.0;873.0;-217.0;993.0;-155.0;-38;804.0
479.0;902.0;-211.0;990.0;-117.0;-38;807.0
472.0;988.0;-232.0;?;-164.0;-38;809.0
453.0;1046.0;-248.0;1108.0;-248.0;-38;809.0
439.0;1024.0;-335.0;1138.0;-311.0;-38;809.0
?;1068.0;-309.0;?;-334.0;-38;809.0
311.0;1147.0;-270.0;1176.0;-252.0;-43;808.0
323.0;1150.0;-266.0;1146.0;-257.0;-40;?
397.0;1038.0;-291.0;1124.0;-370.0;-47;809.0
408.0;824.0;-299.0;894.0;-472.0;-43;?
312.0;865.0;-229.0;806.0;-524.0;-38;809.0
273.0;1023.0;-160.0;983.0;-417.0;-45;808.0
342.0;1176.0;-258.0;1162.0;-436.0;60;805.0
416.0;1266.0;?;1340.0;-408.0;142;804.0
472.0;1197.0;-512.0;1385.0;-368.0;99;802.0
438.0;1120.0;-473.0;1327.0;-323.0;88;802.0
388.0;1081.0;-403.0;1255.0;-272.0;85;803.0
313.0;1079.0;-400.0;1234.0;-241.0;46;802.0
301.0;1025.0;-354.0;1209.0;-261.0;-7;802.0
282.0;899.0;-245.0;1160.0;-274.0;-40;803.0
279.0;789.0;-143.0;1051.0;-258.0;-45;802.0
225.0;701.0;-108.0;951.0;-211.0;-52;802.0
203.0;645.0;-110.0;846.0;-204.0;-57;801.0
205.0;580.0;-149.0;731.0;-152.0;-60;801.0
189.0;647.0;-225.0;746.0;-83.0;-64;801.0
237.0;?;-240.0;909.0;-46.0;-66;801.0
254.0;903.0;-253.0;?;-106.0;-69;802.0
299.0;?;-213.0;1279.0;-144.0;-74;802.0
363.0;1453.0;-189.0;1665.0;-193.0;-73;802.0
437.0;1420.0;-171.0;1930.0;-317.0;-75;803.0
566.0;1082.0;-197.0;1596.0;-521.0;-76;803.0
669.0;1027.0;-221.0;1146.0;-596.0;-75;803.0
538.0;1142.0;-263.0;1177.0;-451.0;-75;802.0
373.0;1077.0;-319.0;1237.0;-264.0;?;801.0
308.0;879.0;-410.0;1127.0;-163.0;-75;802.0
235.0;798.0;-546.0;889.0;-74.0;-75;807.0
176.0;?;-614.0;786.0;-139.0;-75;812.0
145.0;755.0;-313.0;740.0;-251.0;-75;816.0
116.0;751.0;-21.0;789.0;-325.0;-75;814.0
59.0;817.0;135.0;836.0;-409.0;-75;810.0
177.0;830.0;55.0;820.0;-384.0;-75;807.0
230.0;913.0;-112.0;879.0;-306.0;-75;805.0
333.0;917.0;-272.0;956.0;-326.0;-75;?
421.0;892.0;-324.0;1017.0;-315.0;-75;799.0
462.0;?;-372.0;1109.0;-254.0;-75;796.0
514.0;1072.0;-336.0;1169.0;-235.0;-76;793.0
602.0;1115.0;-292.0;1297.0;-311.0;-76;790.0
669.0;1155.0;-346.0;1355.0;-388.0;-77;787.0
631.0;1210.0;-333.0;1362.0;-395.0;-79;783.0
632.0;1187.0;-325.0;1357.0;-269.0;-79;779.0
756.0;991.0;-376.0;1210.0;-361.0;-79;776.0
668.0;1023.0;-520.0;1093.0;-493.0;-62;775.0
411.0;?;-594.0;1206.0;-448.0;-12;772.0
386.0;1282.0;-463.0;?;-413.0;29;770.0
515.0;?;-467.0;1347.0;-382.0;32;767.0
?;1159.0;-647.0;1248.0;-375.0;23;763.0
456.0;1072.0;-596.0;1256.0;-294.0;5;763.0
299.0;1029.0;-451.0;1310.0;-267.0;-23;766.0
222.0;?;-404.0;1280.0;-229.0;-51;766.0
206.0;942.0;-409.0;1241.0;-231.0;-78;?
217.0;866.0;-308.0;1100.0;-272.0;-88;764.0
218.0;756.0;-114.0;929.0;-281.0;-94;763.0
221.0;656.0;-31.0;828.0;-248.0;-109;763.0
177.0;616.0;-43.0;746.0;-192.0;-114;764.0
200.0;623.0;-122.0;757.0;-106.0;-119;764.0
200.0;761.0;-220.0;?;-68.0;-128;765.0
262.0;869.0;-269.0;1034.0;-105.0;-130;765.0
338.0;988.0;-272.0;1119.0;-183.0;-127;?
393.0;1342.0;-207.0;1500.0;-215.0;-124;764.0
334.0;1364.0;-175.0;1795.0;-173.0;?;763.0
443.0;1198.0;-190.0;1524.0;-391.0;-130;761.0
512.0;1100.0;-260.0;1223.0;?;-131;760.0
670.0;1107.0;-312.0;981.0;-523.0;-131;757.0
606.0;1075.0;-259.0;1234.0;-388.0;-131;756.0
432.0;937.0;-199.0;1199.0;-239.0;-131;757.0
371.0;787.0;-356.0;1034.0;-135.0;-131;762.0
266.0;730.0;-476.0;851.0;-68.0;-131;765.0
244.0;752.0;-677.0;783.0;-142.0;-131;?
206.0;772.0;-386.0;802.0;-259.0;-131;764.0
249.0;813.0;-87.0;811.0;-388.0;?;759.0
304.0;838.0;39.0;826.0;-404.0;-131;752.0
335.0;828.0;-50.0;830.0;-333.0;-131;745.0
382.0;859.0;-196.0;849.0;-278.0;-131;741.0
412.0;872.0;-342.0;968.0;-236.0;-131;736.0
445.0;896.0;-447.0;990.0;?;-131;730.0
503.0;971.0;-411.0;1086.0;-231.0;-131;724.0
537.0;1025.0;-332.0;1168.0;-228.0;-131;718.0
553.0;?;-292.0;1209.0;-287.0;-131;712.0
586.0;1192.0;-319.0;1230.0;-306.0;-132;706.0
597.0;1320.0;-352.0;1399.0;-292.0;-131;700.0
684.0;1223.0;-374.0;1395.0;-330.0;-134;694.0
770.0;985.0;-425.0;1147.0;-460.0;-131;688.0
560.0;989.0;-481.0;1079.0;-446.0;-128;683.0
385.0;1109.0;?;1195.0;-306.0;-118;678.0
466.0;1190.0;-470.0;1347.0;-246.0;-61;672.0
494.0;1146.0;-562.0;1370.0;-245.0;-33;672.0
425.0;1073.0;-596.0;1249.0;-291.0;-50;672.0
326.0;987.0;-437.0;1177.0;-257.0;-59;673.0
197.0;958.0;-292.0;1067.0;-259.0;-67;676.0
192.0;925.0;-279.0;1053.0;?;-65;677.0
215.0;823.0;-239.0;933.0;-261.0;-88;679.0
149.0;775.0;-165.0;887.0;-264.0;-126;?
?;740.0;-93.0;822.0;-247.0;-140;678.0
165.0;678.0;-107.0;807.0;-195.0;-150;678.0
155.0;691.0;-168.0;777.0;-131.0;-153;679.0
210.0;794.0;-217.0;877.0;-142.0;-156;680.0
235.0;956.0;-220.0;1061.0;-162.0;-159;680.0
244.0;1089.0;-196.0;1266.0;-221.0;-163;679.0
316.0;1212.0;-144.0;1319.0;-304.0;-166;678.0
351.0;1440.0;-126.0;1503.0;-379.0;-161;676.0
503.0;1355.0;-164.0;1617.0;-405.0;-160;672.0
743.0;1012.0;-200.0;1358.0;-524.0;-159;671.0
787.0;872.0;-234.0;1077.0;-424.0;?;670.0
582.0;828.0;-290.0;1018.0;-279.0;-159;669.0
541.0;941.0;-349.0;1134.0;-179.0;-158;668.0
493.0;964.0;-519.0;1214.0;-214.0;-158;669.0
466.0;904.0;-610.0;1128.0;-253.0;-158;671.0
?;857.0;-492.0;1010.0;-287.0;-158;674.0
338.0;845.0;-371.0;880.0;-304.0;-158;676.0
419.0;813.0;?;757.0;-307.0;-158;677.0
453.0;811.0;-245.0;748.0;?;-158;675.0
414.0;850.0;?;865.0;-264.0;-158;?
375.0;909.0;-282.0;1009.0;-198.0;-158;671.0
365.0;1015.0;?;1103.0;-223.0;-159;670.0
387.0;1112.0;-412.0;1207.0;-213.0;-159;669.0
490.0;1016.0;-411.0;1164.0;-215.0;-159;667.0
519.0;874.0;-341.0;1036.0;-197.0;-159;666.0
467.0;831.0;-270.0;985.0;-146.0;-159;667.0
406.0;882.0;-274.0;986.0;-93.0;-159;667.0
?;910.0;-308.0;1093.0;-89.0;?;670.0
418.0;971.0;-351.0;1093.0;-167.0;-159;674.0
383.0;998.0;-364.0;1042.0;?;-159;680.0
435.0;1006.0;-280.0;999.0;-268.0;-159;686.0
?;966.0;-261.0;1019.0;-263.0;-159;691.0
447.0;914.0;-287.0;964.0;-228.0;-159;695.0
438.0;922.0;-275.0;1040.0;-205.0;-159;700.0
424.0;876.0;-305.0;1000.0;-261.0;-159;705.0
386.0;921.0;-352.0;969.0;-275.0;-159;710.0
391.0;1012.0;-309.0;1001.0;-262.0;-159;715.0
452.0;981.0;-279.0;1027.0;-301.0;-159;719.0
472.0;959.0;-299.0;1029.0;-330.0;-159;?
449.0;999.0;-332.0;1036.0;-299.0;-159;726.0
407.0;1000.0;-329.0;1087.0;-278.0;-159;728.0
?;989.0;-340.0;1050.0;-247.0;-159;730.0
309.0;966.0;-374.0;1007.0;-267.0;-159;732.0
306.0;939.0;-337.0;934.0;-315.0;-159;?
347.0;932.0;-257.0;958.0;-357.0;-159;720.0
380.0;953.0;-191.0;1007.0;-331.0;-159;716.0
399.0;971.0;-192.0;1060.0;-273.0;-159;714.0
418.0;979.0;-246.0;1103.0;-269.0;-159;715.0
411.0;1015.0;-350.0;?;-262.0;-159;718.0
426.0;1004.0;-422.0;1070.0;-302.0;?;719.0
?;967.0;-374.0;999.0;-321.0;-159;721.0
440.0;965.0;?;987.0;-306.0;-159;722.0
414.0;973.0;-270.0;1030.0;-291.0;-159;722.0
424.0;954.0;-258.0;1036.0;-311.0;-159;721.0
392.0;944.0;-314.0;1042.0;-291.0;-159;720.0
351.0;915.0;-344.0;?;-282.0;-159;719.0
339.0;905.0;-323.0;957.0;-298.0;-159;717.0
367.0;926.0;-335.0;957.0;-337.0;-159;717.0
365.0;953.0;-329.0;992.0;-338.0;-159;715.0
363.0;951.0;-290.0;981.0;-364.0;-159;714.0
391.0;954.0;-283.0;959.0;-376.0;?;713.0
394.0;981.0;-313.0;980.0;-373.0;-159;712.0
422.0;979.0;-344.0;1017.0;-384.0;-159;711.0
430.0;935.0;-341.0;1013.0;-390.0;-159;709.0
404.0;911.0;-329.0;986.0;-341.0;-160;708.0
?;869.0;?;922.0;-343.0;-161;706.0
365.0;855.0;-348.0;899.0;-358.0;-161;704.0
364.0;905.0;-372.0;913.0;?;-163;700.0
392.0;962.0;-363.0;987.0;-428.0;-164;696.0
424.0;988.0;-311.0;1022.0;-418.0;-164;693.0
474.0;982.0;-323.0;1037.0;-407.0;-165;693.0
447.0;971.0;-384.0;1033.0;-364.0;-165;695.0
441.0;981.0;-445.0;1020.0;-356.0;-166;698.0
457.0;980.0;-466.0;1034.0;-360.0;-166;704.0
414.0;995.0;-446.0;1049.0;-312.0;-170;710.0
399.0;1034.0;-405.0;1098.0;-294.0;-172;718.0
396.0;1053.0;-378.0;1120.0;-308.0;-172;725.0
379.0;?;-402.0;1128.0;-329.0;-168;731.0
363.0;?;-400.0;1110.0;-334.0;-161;737.0
350.0;1086.0;-342.0;1094.0;-396.0;-156;743.0
317.0;1057.0;?;1043.0;-418.0;-152;747.0
315.0;1029.0;-301.0;1021.0;-399.0;-148;750.0
315.0;1014.0;-271.0;1028.0;-356.0;-146;753.0
299.0;988.0;-259.0;1012.0;-325.0;-142;755.0
286.0;968.0;-274.0;1014.0;?;-138;757.0
276.0;921.0;-272.0;990.0;-302.0;?;757.0
?;921.0;-243.0;958.0;-314.0;-134;757.0
240.0;933.0;-212.0;946.0;-325.0;-131;757.0
270.0;943.0;-205.0;943.0;-282.0;-123;756.0
274.0;941.0;-210.0;957.0;-318.0;-118;754.0
302.0;937.0;-208.0;974.0;-303.0;-114;753.0
340.0;?;-209.0;1013.0;-304.0;-102;752.0
341.0;957.0;-215.0;1035.0;-296.0;-92;751.0
383.0;1006.0;-234.0;1028.0;-291.0;-95;751.0
367.0;1020.0;-250.0;1081.0;-295.0;-99;750.0
398.0;920.0;-263.0;988.0;-324.0;-100;750.0
437.0;892.0;-273.0;896.0;-356.0;-101;749.0
397.0;902.0;-272.0;?;-299.0;-101;748.0
486.0;931.0;-275.0;1036.0;-253.0;-101;748.0
499.0;918.0;-280.0;1058.0;-254.0;-101;748.0
436.0;919.0;-335.0;1030.0;-207.0;-101;749.0
454.0;952.0;-352.0;1002.0;-175.0;-101;751.0
503.0;1007.0;-324.0;1040.0;-196.0;-101;754.0
508.0;973.0;-371.0;1095.0;-193.0;-101;757.0
525.0;912.0;-357.0;1134.0;-200.0;-101;760.0
500.0;828.0;-273.0;1018.0;-176.0;-101;763.0
604.0;863.0;-297.0;888.0;-104.0;?;767.0
607.0;887.0;-350.0;908.0;-137.0;-101;769.0
595.0;894.0;-363.0;998.0;-211.0;-101;768.0
578.0;?;-358.0;1086.0;-269.0;-101;767.0
467.0;934.0;-377.0;1109.0;-246.0;-101;767.0
456.0;944.0;-403.0;1070.0;-256.0;?;766.0
486.0;942.0;-494.0;1012.0;-263.0;-101;764.0
472.0;979.0;-505.0;997.0;-282.0;-101;761.0
482.0;1015.0;-447.0;1011.0;-326.0;-101;758.0
483.0;1021.0;-358.0;1040.0;-366.0;-101;756.0
474.0;992.0;-350.0;1071.0;-371.0;-101;753.0
?;?;-372.0;1026.0;-291.0;-101;750.0
441.0;904.0;-386.0;964.0;-294.0;-101;?
397.0;950.0;-401.0;968.0;-301.0;-101;744.0
371.0;962.0;-406.0;1000.0;-304.0;-101;742.0
364.0;942.0;-335.0;1015.0;-294.0;-101;741.0
365.0;930.0;-281.0;1016.0;-266.0;-101;739.0
361.0;910.0;-307.0;1006.0;-279.0;-101;739.0
322.0;903.0;-325.0;977.0;-274.0;?;738.0
310.0;869.0;-317.0;939.0;-252.0;-101;738.0
342.0;852.0;?;941.0;-234.0;-101;739.0
385.0;893.0;-270.0;967.0;?;?;739.0
434.0;940.0;-269.0;1020.0;-229.0;-101;740.0
460.0;1001.0;-269.0;1101.0;?;-101;741.0
478.0;1038.0;-292.0;1138.0;-271.0;-101;743.0
528.0;1046.0;-331.0;1129.0;-290.0;-101;744.0
561.0;1012.0;?;1110.0;-310.0;?;744.0
550.0;1018.0;-359.0;1088.0;-330.0;-101;745.0
466.0;986.0;-364.0;1079.0;-289.0;-101;746.0
446.0;944.0;-356.0;1022.0;?;-101;746.0
?;933.0;?;?;-295.0;-101;746.0
389.0;953.0;-398.0;964.0;-301.0;-101;747.0
396.0;978.0;-368.0;994.0;-307.0;-101;748.0
387.0;1018.0;-306.0;1024.0;-326.0;-101;751.0
339.0;981.0;-337.0;1044.0;?;-101;?
335.0;985.0;-337.0;1041.0;-311.0;?;755.0
336.0;968.0;-328.0;1013.0;-276.0;-101;757.0
321.0;945.0;-310.0;1002.0;-274.0;-101;758.0
320.0;935.0;-287.0;967.0;-295.0;-101;758.0
319.0;913.0;-255.0;965.0;-260.0;-101;758.0
352.0;926.0;-229.0;980.0;-252.0;-101;759.0
364.0;938.0;-236.0;997.0;-253.0;-101;759.0
394.0;964.0;-266.0;1004.0;-281.0;-101;759.0
437.0;973.0;-268.0;1022.0;-292.0;-101;759.0
?;962.0;-265.0;1037.0;-314.0;-101;758.0
551.0;962.0;-278.0;1039.0;-334.0;?;758.0
595.0;943.0;-293.0;1040.0;-370.0;-101;757.0
608.0;930.0;-315.0;1009.0;-425.0;-101;756.0
635.0;879.0;-353.0;972.0;-485.0;-101;755.0
661.0;872.0;-393.0;930.0;?;-101;754.0
737.0;897.0;-439.0;979.0;-577.0;-101;752.0
721.0;895.0;-481.0;986.0;-611.0;-101;751.0
755.0;906.0;-557.0;989.0;-666.0;-101;750.0
812.0;857.0;-650.0;996.0;-748.0;-101;749.0
747.0;812.0;-708.0;959.0;-807.0;-101;749.0
748.0;742.0;-752.0;853.0;-853.0;-101;749.0
715.0;649.0;-757.0;769.0;-912.0;-101;749.0
647.0;503.0;-811.0;686.0;-938.0;-101;749.0
474.0;377.0;-874.0;556.0;-1070.0;-101;?
414.0;302.0;-906.0;428.0;-934.0;-101;749.0
415.0;215.0;-954.0;278.0;?;-101;?
461.0;?;-1010.0;268.0;-610.0;?;749.0
417.0;191.0;-966.0;?;-617.0;-101;749.0
426.0;238.0;-1056.0;309.0;-531.0;-101;748.0
531.0;252.0;-908.0;227.0;-385.0;-101;748.0
563.0;246.0;-787.0;350.0;-371.0;-101;746.0
520.0;?;-738.0;201.0;-319.0;-101;744.0
653.0;644.0;-741.0;737.0;-211.0;-101;741.0
452.0;540.0;-680.0;574.0;-272.0;-101;738.0
1071.0;267.0;-654.0;-443.0;-262.0;-102;734.0
1418.0;175.0;-646.0;73.0;?;-102;730.0
1081.0;195.0;-599.0;-275.0;-726.0;-102;725.0
984.0;211.0;-669.0;-86.0;-563.0;-102;721.0
957.0;82.0;-548.0;-135.0;-427.0;-102;716.0
877.0;92.0;-948.0;-145.0;-331.0;?;711.0
910.0;142.0;-1245.0;-82.0;-369.0;-102;707.0
893.0;151.0;-1507.0;-50.0;-355.0;-102;705.0
830.0;134.0;-1138.0;-31.0;-549.0;-102;702.0
?;133.0;-1029.0;16.0;-530.0;-102;701.0
949.0;145.0;-986.0;38.0;-511.0;-102;699.0
962.0;130.0;-1031.0;148.0;-517.0;-102;698.0
?;47.0;-930.0;133.0;-494.0;-102;698.0
887.0;120.0;-1021.0;256.0;-472.0;-102;698.0
856.0;220.0;-1083.0;470.0;-635.0;-102;698.0
709.0;202.0;-1068.0;570.0;-991.0;-102;698.0
772.0;-15.0;-1101.0;142.0;-1099.0;-102;?
