InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
0;-20;-377.0;18;9;-352.0;744;642;20;9;0;19;-50
-20;9;47.0;21;29;-217.0;649;733;-9;29;-20;-2;-45
-13;5;91.0;16;-5;-186.0;652;736;-5;-5;-13;-2;-45
23;3;110.0;15;-5;-288.0;655;735;-3;-5;23;-7;-45
20;-26;68.0;18;17;-323.0;649;737;26;17;20;-6;-45
2;-7;101.0;20;-23;-261.0;652;732;7;-23;2;-7;-45
-6;-30;109.0;17;-36;-215.0;658;731;30;-36;-6;-6;-45
6;-58;136.0;15;-35;-238.0;648;742;58;-35;6;3;-45
179;-157;91.0;-23;-348;-258.0;671;762;157;-348;179;-168;-42
19;-33;-373.0;13;8;-362.0;744;649;33;8;19;11;-50
-21;2;-364.0;13;-11;-350.0;750;642;-2;-11;-21;26;-50
-352;136;126.0;97;206;-253.0;530;737;-136;206;-352;28;-42
-144;135;119.0;-6;169;-264.0;645;773;-135;169;-144;-29;-42
13;7;114.0;18;-4;-363.0;659;727;-7;-4;13;31;-45
-4;25;109.0;17;-4;-344.0;656;733;-25;-4;-4;22;-45
2;-9;149.0;12;-11;-268.0;657;739;9;-11;2;24;-45
-3;9;147.0;16;-30;-208.0;659;730;-9;-30;-3;33;-45
-13;-15;-53.0;11;11;22.0;656;739;15;11;-13;30;-44
-4;21;-37.0;16;1;28.0;653;736;-21;1;-4;31;-44
-5;45;-2.0;25;-5;28.0;652;726;-45;-5;-5;36;-45
1;44;-13.0;24;30;16.0;652;726;-44;30;1;33;-45
17;48;-22.0;19;23;11.0;652;732;-48;23;17;40;-45
31;38;-20.0;15;-12;34.0;656;733;-38;-12;31;40;-45
15;36;-20.0;12;-12;29.0;660;733;-36;-12;15;31;-45
7;46;-29.0;12;-4;19.0;661;734;-46;-4;7;32;-45
-6;16;72.0;20;19;-2.0;659;724;-16;19;-6;26;-45
-4;34;71.0;22;14;4.0;655;726;-34;14;-4;24;-45
6;49;73.0;15;-26;-6.0;666;726;-49;-26;6;23;-45
5;57;83.0;20;-7;1.0;662;724;-57;-7;5;23;-45
7;21;55.0;19;3;2.0;665;721;-21;3;7;23;-45
38;62;61.0;15;-40;17.0;672;719;-62;-40;38;26;-45
12;59;67.0;20;-57;12.0;670;715;-59;-57;12;27;-45
1;19;59.0;19;-22;6.0;667;719;-19;-22;1;18;-45
24;48;46.0;15;-32;-11.0;669;723;-48;-32;24;18;-46
-22;55;58.0;19;-75;13.0;669;718;-55;-75;-22;25;-46
-46;105;69.0;18;-25;4.0;671;717;-105;-25;-46;21;-46
-53;146;80.0;20;13;-1.0;671;714;-146;13;-53;20;-46
-74;171;81.0;20;-29;0.0;677;708;-171;-29;-74;20;-46
-55;210;61.0;22;-18;26.0;693;689;-210;-18;-55;39;-47
-21;4;-380.0;13;-12;-355.0;750;641;-4;-12;-21;26;-50
-19;-3;-375.0;13;-8;-362.0;750;642;3;-8;-19;26;-50
-25;16;-353.0;15;-20;-373.0;748;640;-16;-20;-25;25;-50
-8;22;-353.0;15;-18;-363.0;748;639;-22;-18;-8;23;-50
22;13;-365.0;15;-25;-362.0;749;639;-13;-25;22;24;-50
-323;-87;81.0;22;-409;-9.0;703;680;87;-409;-323;9;-47
4;24;-11.0;16;-29;9.0;661;729;-24;-29;4;11;-42
-14;26;9.0;17;-23;18.0;657;731;-26;-23;-14;14;-42
-11;-6;0.0;17;-45;18.0;659;730;6;-45;-11;17;-42
6;16;10.0;19;1;18.0;661;725;-16;1;6;12;-42
6;14;-12.0;22;7;-3.0;656;725;-14;7;6;11;-42
-3;-12;-7.0;19;-13;-5.0;661;724;12;-13;-3;12;-42
-8;11;0.0;12;-18;19.0;665;730;-11;-18;-8;15;-42
0;23;1.0;13;-2;6.0;660;733;-23;-2;0;14;-42
5;8;18.0;21;34;29.0;654;728;-8;34;5;10;-42
5;13;31.0;19;21;26.0;657;730;-13;21;5;11;-42
-3;22;30.0;17;-13;4.0;662;728;-22;-13;-3;15;-42
-12;-1;-36.0;19;-36;38.0;658;727;1;-36;-12;10;-42
-8;27;166.0;18;4;-351.0;647;739;-27;4;-8;-7;-41
29;31;177.0;19;20;-161.0;654;732;-31;20;29;-5;-41
-10;-15;15.0;20;0;-253.0;652;732;15;0;-10;-4;-41
-19;3;-112.0;17;-21;-301.0;655;732;-3;-21;-19;-5;-41
-10;-12;-135.0;15;-13;-317.0;655;736;12;-13;-10;-9;-41
12;13;150.0;22;13;-232.0;652;729;-13;13;12;-1;-41
16;3;136.0;19;14;-218.0;655;730;-3;14;16;-7;-41
-1;24;-385.0;18;-11;-353.0;744;642;-24;-11;-1;26;-50
-7;17;-378.0;14;47;-356.0;745;645;-17;47;-7;23;-50
23;1;-359.0;16;15;-350.0;746;641;-1;15;23;19;-50
2;13;-351.0;18;5;-348.0;746;639;-13;5;2;23;-50
13;24;-359.0;14;12;-354.0;748;642;-24;12;13;25;-50
24;-5;-381.0;15;-24;-358.0;748;641;5;-24;24;24;-50
-20;-20;-374.0;18;-2;-360.0;746;640;20;-2;-20;26;-50
-14;4;-361.0;14;11;-354.0;747;643;-4;11;-14;26;-50
26;-53;290.0;25;-28;-142.0;636;738;53;-28;26;-35;-40
0;-69;252.0;13;-44;-173.0;655;738;69;-44;0;-2;-40
-103;448;6.0;22;-179;-387.0;639;739;-448;-179;-103;18;-41
-12;29;-363.0;13;-10;-348.0;743;648;-29;-10;-12;23;-50
-12;160;-160.0;4;-76;-104.0;692;711;-160;-76;-12;57;-35
9;16;-363.0;13;8;-328.0;743;648;-16;8;9;19;-50
30;32;-363.0;15;28;-335.0;744;644;-32;28;30;21;-50
-3;-26;168.0;19;-33;-177.0;669;720;26;-33;-3;-4;-39
-9;14;-373.0;19;-6;-345.0;737;646;-14;-6;-9;26;-50
22;-35;349.0;21;-23;-205.0;668;717;35;-23;22;-1;-39
47;7;-718.0;24;6;-517.0;665;715;-7;6;47;-4;-39
-27;-30;-450.0;21;-5;-454.0;676;710;30;-5;-27;-8;-39
15;-16;-557.0;25;7;-471.0;672;707;16;7;15;-5;-39
4;-24;-558.0;22;8;-554.0;673;710;24;8;4;-6;-39
4;-43;-551.0;14;43;-473.0;674;720;43;43;4;-11;-39
11;-28;-556.0;17;28;-411.0;669;720;28;28;11;-19;-39
-1;-9;-586.0;23;12;-351.0;662;718;9;12;-1;-9;-39
15;6;-625.0;25;35;-455.0;654;722;-6;35;15;-3;-39
-6;-7;-556.0;23;19;-253.0;661;720;7;19;-6;-3;-39
-3;4;42.0;20;-23;-100.0;670;716;-4;-23;-3;9;-39
-9;-9;95.0;21;-44;-99.0;674;711;9;-44;-9;15;-39
5;-29;100.0;21;-30;-101.0;671;713;29;-30;5;7;-39
5;-41;119.0;25;-9;-95.0;662;716;41;-9;5;-6;-39
24;-15;144.0;20;-19;-83.0;667;717;15;-19;24;0;-39
-5;-20;255.0;20;3;-79.0;661;724;20;3;-5;-12;-39
32;-23;246.0;20;1;-103.0;658;727;23;1;32;-7;-39
-31;-31;-372.0;15;9;-355.0;742;648;31;9;-31;24;-50
-135;-33;-13.0;33;70;59.0;619;754;33;70;-135;-62;-40
-51;9;27.0;24;92;51.0;684;696;-9;92;-51;65;-40
-31;-38;30.0;14;24;27.0;652;742;38;24;-31;13;-40
-55;-33;12.0;0;5;5.0;674;741;33;5;-55;32;-40
43;-7;-85.0;24;-26;-563.0;660;718;7;-26;43;24;-40
20;-60;-102.0;15;-39;-548.0;670;721;60;-39;20;27;-40
24;-69;-108.0;11;-32;-498.0;679;719;69;-32;24;28;-40
44;-31;-131.0;14;-36;-413.0;673;722;31;-36;44;19;-40
8;-41;-111.0;13;-37;-354.0;671;724;41;-37;8;21;-40
31;-32;-102.0;19;-21;-339.0;665;721;32;-21;31;21;-40
43;-8;-126.0;21;-44;-250.0;658;724;8;-44;43;27;-40
20;-16;-170.0;17;-38;-295.0;663;724;16;-38;20;36;-40
27;-4;-206.0;17;-58;-331.0;660;727;4;-58;27;32;-40
59;11;-180.0;7;-84;-386.0;674;729;-11;-84;59;21;-40
124;-34;-206.0;6;-54;-402.0;681;725;34;-54;124;19;-40
111;-66;-126.0;14;-99;-277.0;664;727;66;-99;111;13;-40
141;-80;-132.0;4;-88;-306.0;699;713;80;-88;141;-6;-40
109;-217;-141.0;-5;-150;-223.0;674;742;217;-150;109;13;-40
-31;1;-352.0;14;17;-362.0;746;644;-1;17;-31;24;-50
-15;37;-354.0;14;-22;-365.0;746;643;-37;-22;-15;20;-50
-4;-17;-372.0;20;-24;-354.0;746;634;17;-24;-4;29;-50
-16;8;-364.0;13;-4;-374.0;750;641;-8;-4;-16;23;-50
-9;3;-366.0;12;-7;-353.0;747;645;-3;-7;-9;29;-50
5;-11;-370.0;11;10;-346.0;751;643;11;10;5;25;-50
5;-11;-363.0;19;-3;-362.0;747;636;11;-3;5;24;-50
10;-8;-376.0;15;-15;-366.0;750;637;8;-15;10;23;-50
21;1;-355.0;14;2;-372.0;750;640;-1;2;21;26;-50
19;-6;-362.0;15;8;-364.0;747;641;6;8;19;27;-50
17;-4;-353.0;15;-5;-354.0;750;637;4;-5;17;30;-50
24;-18;-365.0;14;1;-363.0;749;641;18;1;24;27;-50
-22;14;-392.0;12;20;-363.0;750;644;-14;20;-22;26;-50
-26;-12;-56.0;21;40;-194.0;657;727;12;40;-26;-36;-39
-24;-10;-34.0;21;36;-154.0;658;727;10;36;-24;-35;-39
-32;9;19.0;17;35;-148.0;666;723;-9;35;-32;-27;-39
-36;14;65.0;16;38;-163.0;668;722;-14;38;-36;-26;-39
-14;12;-383.0;13;13;-354.0;753;637;-12;13;-14;24;-50
0;20;-373.0;12;-2;-373.0;754;637;-20;-2;0;22;-50
-15;11;-386.0;9;36;-352.0;756;641;-11;36;-15;17;-50
-4;-14;-392.0;12;-4;-353.0;754;637;14;-4;-4;27;-50
-5;-28;-374.0;14;-19;-360.0;754;636;28;-19;-5;31;-50
-21;-31;-394.0;17;-1;-363.0;750;634;31;-1;-21;22;-50
-32;-12;-390.0;17;0;-373.0;751;633;12;0;-32;25;-50
5;2;-371.0;15;-8;-360.0;757;631;-2;-8;5;22;-50
9;-9;-396.0;11;28;-358.0;758;636;9;28;9;30;-50
9;17;-355.0;8;1;-318.0;759;638;-17;1;9;25;-50
-1;128;-7.0;29;-1;-74.0;665;706;-128;-1;-1;151;-39
1;71;48.0;42;-72;-115.0;642;711;-71;-72;1;68;-39
42;-4;120.0;12;-87;-124.0;668;733;4;-87;42;-66;-39
24;-31;223.0;26;-88;-116.0;650;724;31;-88;24;48;-39
53;-13;254.0;11;-75;-53.0;667;734;13;-75;53;-51;-39
32;-8;251.0;17;-49;-28.0;657;731;8;-49;32;5;-39
8;-13;276.0;17;-33;-76.0;659;732;13;-33;8;-13;-39
-27;18;-10.0;16;-4;9.0;654;735;-18;-4;-27;12;-39
-20;0;-20.0;17;-7;9.0;652;735;0;-7;-20;10;-39
-8;1;-39.0;18;-10;28.0;653;733;-1;-10;-8;15;-39
-19;-2;-12.0;17;18;9.0;656;732;2;18;-19;14;-39
-39;13;10.0;15;3;27.0;656;734;-13;3;-39;14;-39
-33;12;-21.0;14;-25;17.0;658;735;-12;-25;-33;16;-39
-25;22;-21.0;18;-6;20.0;656;732;-22;-6;-25;21;-39
-17;18;-29.0;17;-11;24.0;656;733;-18;-11;-17;11;-39
-20;-11;-4.0;17;-13;10.0;655;733;11;-13;-20;11;-39
-51;-25;-5.0;18;2;20.0;656;729;25;2;-51;17;-39
-13;-16;-8.0;17;-11;17.0;654;733;16;-11;-13;15;-39
-25;0;10.0;16;-16;26.0;655;734;0;-16;-25;17;-39
-25;37;-27.0;23;-5;16.0;656;725;-37;-5;-25;19;-39
-25;38;-40.0;23;-5;8.0;656;724;-38;-5;-25;19;-39
-14;-4;-37.0;17;-5;12.0;651;737;4;-5;-14;16;-39
15;-7;-12.0;16;0;34.0;651;737;7;0;15;8;-39
2;3;-14.0;18;5;28.0;654;733;-3;5;2;9;-39
-29;0;-25.0;18;-8;17.0;651;735;0;-8;-29;16;-39
-25;1;-24.0;22;-4;17.0;652;729;-1;-4;-25;13;-39
-32;-8;-1.0;20;-11;28.0;654;730;8;-11;-32;7;-39
-39;-3;-28.0;15;-32;39.0;654;736;3;-32;-39;10;-39
-23;40;18.0;17;-3;34.0;657;730;-40;-3;-23;11;-39
-13;30;-34.0;20;-25;38.0;651;731;-30;-25;-13;11;-39
-31;-2;-38.0;22;-37;21.0;646;735;2;-37;-31;14;-39
-45;1;-19.0;20;16;17.0;652;732;-1;16;-45;13;-39
-24;36;-2.0;22;-6;19.0;650;730;-36;-6;-24;15;-39
-11;16;-23.0;23;-4;27.0;648;732;-16;-4;-11;9;-39
-2;-26;-29.0;22;41;27.0;650;731;26;41;-2;9;-39
6;-7;1.0;20;-12;19.0;650;734;7;-12;6;9;-39
-13;-9;-20.0;19;-19;27.0;657;728;9;-19;-13;15;-39
-34;2;-30.0;20;-25;26.0;655;730;-2;-25;-34;17;-39
-17;20;-30.0;21;-24;16.0;650;733;-20;-24;-17;10;-39
-9;14;-27.0;17;-37;11.0;652;736;-14;-37;-9;6;-39
-6;19;-8.0;18;15;13.0;654;734;-19;15;-6;4;-39
-5;1;-34.0;16;6;19.0;652;738;-1;6;-5;13;-39
14;3;-25.0;25;2;26.0;650;727;-3;2;14;16;-39
1;-6;-44.0;23;13;3.0;651;728;6;13;1;19;-39
15;7;-27.0;15;-19;21.0;650;739;-7;-19;15;8;-39
5;12;-10.0;23;16;28.0;646;733;-12;16;5;11;-39
-27;24;-39.0;24;17;26.0;647;731;-24;17;-27;5;-39
-52;4;-38.0;18;23;26.0;651;736;-4;23;-52;10;-39
-16;8;-41.0;15;9;8.0;652;739;-8;9;-16;17;-39
9;9;-35.0;16;-41;26.0;648;740;-9;-41;9;20;-39
53;-1;-19.0;87;-49;11.0;609;678;1;-49;53;83;-38
38;-89;-393.0;18;-34;-334.0;824;531;89;-34;38;50;-57
-4;22;-10.0;20;-35;-8.0;654;730;-22;-35;-4;25;-41
4;-13;-38.0;17;4;44.0;658;731;13;4;4;16;-41
34;6;-20.0;16;25;18.0;661;729;-6;25;34;16;-40
-49;13;-37.0;20;15;36.0;652;731;-13;15;-49;20;-40
-32;21;-20.0;18;46;36.0;665;723;-21;46;-32;34;-41
-3;19;-39.0;23;12;26.0;661;719;-19;12;-3;52;-41
-27;51;-20.0;14;-3;17.0;667;724;-51;-3;-27;53;-41
-10;10;-373.0;9;2;-336.0;759;637;-10;2;-10;6;-51
21;2;-383.0;8;-13;-344.0;764;633;-2;-13;21;3;-51
1;18;-383.0;16;-12;-325.0;754;633;-18;-12;1;3;-51
16;-15;-385.0;9;-9;-290.0;764;631;15;-9;16;8;-52
44;7;-390.0;17;-21;-271.0;753;631;-7;-21;44;3;-52
24;1;-383.0;12;-36;-288.0;761;630;-1;-36;24;0;-52
41;2;-379.0;8;-55;-304.0;767;629;-2;-55;41;9;-52
-15;12;-366.0;16;-15;-323.0;753;634;-12;-15;-15;10;-52
-29;-19;-383.0;15;-8;-327.0;759;628;19;-8;-29;10;-52
-6;37;-392.0;15;-33;-318.0;753;634;-37;-33;-6;6;-52
-48;-37;-15.0;15;42;-291.0;659;732;37;42;-48;37;-43
-35;-4;63.0;23;25;-184.0;666;714;4;25;-35;39;-43
-52;34;45.0;24;14;-186.0;657;719;-34;14;-52;74;-43
17;-1;179.0;25;5;-206.0;661;715;1;5;17;62;-43
12;-12;167.0;25;-30;-93.0;660;716;12;-30;12;48;-43
-2;-7;128.0;25;-40;-65.0;658;717;7;-40;-2;50;-43
10;-14;95.0;24;-30;-64.0;659;718;14;-30;10;45;-43
128;-53;-369.0;14;-156;-148.0;653;741;53;-156;128;2;-43
-6;8;-386.0;17;10;-327.0;752;633;-8;10;-6;7;-52
-10;-40;-409.0;17;-8;-325.0;756;629;40;-8;-10;13;-52
8;12;-369.0;13;-13;-317.0;758;633;-12;-13;8;7;-52
8;20;-389.0;13;-7;-319.0;757;634;-20;-7;8;5;-52
11;2;-373.0;11;5;-331.0;757;635;-2;5;11;9;-52
-5;-14;-375.0;10;24;-332.0;760;634;14;24;-5;5;-52
-1;-6;-391.0;14;-19;-324.0;758;631;6;-19;-1;9;-52
-2;2;-391.0;20;-33;-302.0;750;631;-2;-33;-2;9;-52
0;-1;-393.0;21;-33;-324.0;749;630;1;-33;0;9;-52
-14;13;-355.0;16;-23;-326.0;753;634;-13;-23;-14;7;-52
-24;2;-377.0;12;-1;-328.0;757;634;-2;-1;-24;9;-52
-49;419;-101.0;-83;69;-209.0;742;805;-419;69;-49;-4;-36
-6;-23;-7.0;59;104;-32.0;645;700;23;104;-6;26;-36
27;39;-90.0;35;-21;145.0;671;712;-39;-21;27;32;-37
-58;70;-14.0;40;-22;124.0;669;722;-70;-22;-58;31;-42
-22;-7;-367.0;16;12;-318.0;755;630;7;12;-22;11;-52
-21;1;-371.0;20;16;-326.0;752;629;-1;16;-21;9;-52
-16;16;-385.0;12;-19;-318.0;763;629;-16;-19;-16;4;-52
-29;9;-411.0;13;-27;-318.0;763;627;-9;-27;-29;4;-52
-14;18;-380.0;12;-18;-318.0;763;628;-18;-18;-14;3;-52
-31;-30;-407.0;10;-33;-334.0;759;635;30;-33;-31;-1;-52
1;-30;-372.0;15;-16;-327.0;754;635;30;-16;1;4;-52
7;-11;-374.0;14;12;-315.0;755;635;11;12;7;1;-52
18;15;-405.0;11;-3;-303.0;765;627;-15;-3;18;7;-52
17;7;-421.0;12;-6;-308.0;765;626;-7;-6;17;7;-52
20;23;-380.0;10;1;-272.0;765;628;-23;1;20;7;-52
-93;152;72.0;-5;-384;136.0;727;709;-152;-384;-93;-32;-38
-86;-57;-47.0;-4;101;-280.0;693;724;57;101;-86;57;-46
31;0;-4.0;23;96;-175.0;656;720;0;96;31;97;-46
3;52;64.0;17;-100;-155.0;674;711;-52;-100;3;81;-46
159;15;50.0;13;-83;-164.0;667;726;-15;-83;159;62;-46
165;59;-4.0;-21;-189;-140.0;692;747;-59;-189;165;104;-46
219;36;-105.0;-4;-108;-91.0;692;737;-36;-108;219;-1;-37
-12;10;261.0;69;-221;-500.0;628;684;-10;-221;-12;69;-37
-12;-10;54.0;20;3;7.0;665;721;10;3;-12;17;-44
-17;-18;61.0;14;17;18.0;669;723;18;17;-17;21;-44
-11;-19;82.0;13;12;-15.0;672;722;19;12;-11;26;-44
-17;-27;82.0;14;20;-87.0;669;724;27;20;-17;20;-44
-10;-27;157.0;19;-4;-47.0;664;722;27;-4;-10;21;-44
7;-10;151.0;22;-13;-33.0;664;719;10;-13;7;25;-44
8;-21;139.0;19;18;-65.0;665;721;21;18;8;18;-44
18;-14;47.0;22;44;-86.0;638;740;14;44;18;18;-42
-1;9;140.0;20;-32;-55.0;664;721;-9;-32;-1;19;-44
-2;30;187.0;20;-26;-55.0;663;721;-30;-26;-2;24;-44
12;21;191.0;18;14;-36.0;666;720;-21;14;12;26;-44
25;2;99.0;8;-15;-107.0;698;706;-2;-15;25;39;-43
-1;-7;-199.0;22;-12;79.0;671;710;7;-12;-1;39;-43
6;8;-45.0;21;-15;-45.0;669;713;-8;-15;6;44;-43
6;10;8.0;18;26;-98.0;677;711;-10;26;6;33;-43
-8;-20;-43.0;14;14;-21.0;683;711;20;14;-8;29;-43
-48;3;-76.0;15;52;-115.0;679;713;-3;52;-48;33;-43
-8;9;-122.0;15;26;-47.0;680;711;-9;26;-8;34;-43
-19;-11;195.0;18;6;-46.0;669;718;11;6;-19;27;-44
-37;9;198.0;13;-27;-43.0;675;719;-9;-27;-37;25;-44
-26;-26;139.0;29;-4;-62.0;658;716;26;-4;-26;44;-42
-4;58;139.0;2;-33;-85.0;654;736;-58;-33;-4;55;-43
-165;-242;122.0;102;140;-80.0;652;658;242;140;-165;3;-42
-35;-3;194.0;16;-6;-41.0;671;718;3;-6;-35;25;-44
-88;-24;77.0;-102;-70;39.0;764;794;24;-70;-88;-39;-41
-114;-50;72.0;18;86;22.0;662;725;50;86;-114;45;-39
-118;-26;57.0;6;45;24.0;662;742;26;45;-118;31;-39
-88;155;91.0;38;55;55.0;657;700;-155;55;-88;-101;-38
158;77;-53.0;7;-69;-224.0;645;748;-77;-69;158;100;-38
-16;-11;22.0;19;19;-128.0;644;739;11;19;-16;11;-42
-41;80;2.0;-16;24;40.0;706;725;-80;24;-41;10;-43
59;248;49.0;10;-30;51.0;675;726;-248;-30;59;26;-42
35;201;59.0;5;-8;60.0;681;727;-201;-8;35;19;-43
35;204;51.0;5;-8;69.0;680;727;-204;-8;35;19;-43
98;214;60.0;-11;-90;64.0;676;749;-214;-90;98;31;-42
16;4;49.0;14;-10;64.0;657;732;-4;-10;16;73;-41
3;13;80.0;21;-4;54.0;646;733;-13;-4;3;65;-41
-29;-19;5.0;17;6;-66.0;676;714;19;6;-29;15;-43
-1;-37;34.0;18;9;-70.0;668;720;37;9;-1;14;-43
14;-32;230.0;18;-49;-185.0;660;726;32;-49;14;37;-43
14;-21;177.0;16;-45;-342.0;662;727;21;-45;14;36;-43
-13;-20;88.0;18;-45;-312.0;662;726;20;-45;-13;34;-43
10;-28;80.0;20;-43;-291.0;660;724;28;-43;10;31;-43
34;-38;42.0;19;-31;-151.0;663;723;38;-31;34;31;-43
12;-24;42.0;21;-43;-123.0;658;724;24;-43;12;33;-43
-18;-128;70.0;19;17;-97.0;662;721;128;17;-18;49;-42
-164;-46;53.0;-4;4;-103.0;680;739;46;4;-164;13;-42
-31;13;57.0;22;22;33.0;654;724;-13;22;-31;73;-41
106;309;116.0;-149;-109;69.0;781;846;-309;-109;106;-44;-38
68;256;65.0;-92;-62;28.0;720;822;-256;-62;68;-51;-38
3;117;59.0;91;7;29.0;604;697;-117;7;3;-23;-38
-30;5;477.0;21;44;-303.0;682;705;-5;44;-30;17;-13
-52;21;7.0;15;36;-9.0;657;729;-21;36;-52;82;-41
-69;61;-20.0;17;41;-24.0;655;730;-61;41;-69;70;-41
-128;34;35.0;27;77;-116.0;642;728;-34;77;-128;69;-41
-182;38;0.0;20;129;-248.0;647;734;-38;129;-182;56;-41
-120;100;15.0;10;136;-216.0;663;736;-100;136;-120;27;-41
-57;-1;67.0;22;77;21.0;673;711;1;77;-57;47;-40
-2;-11;81.0;11;10;-6.0;720;669;11;10;-2;58;-46
-2;-33;42.0;38;6;-36.0;499;939;33;6;-2;0;-5
-69;56;-61.0;25;84;-392.0;643;733;-56;84;-69;31;-41
188;181;-176.0;-8;-71;-188.0;684;729;-181;-71;188;8;-43
-74;228;-18.0;36;150;-143.0;611;739;-228;150;-74;26;-44
-136;292;109.0;-9;166;-81.0;761;721;-292;166;-136;-81;-44
-9;161;306.0;19;120;136.0;630;712;-161;120;-9;169;-44
-97;236;247.0;-7;139;194.0;726;727;-236;139;-97;-21;-45
-75;154;39.0;18;116;13.0;687;709;-154;116;-75;33;-45
41;15;-47.0;12;3;-147.0;685;711;-15;3;41;46;-43
-136;-4;-105.0;29;75;-258.0;643;726;4;75;-136;30;-40
-89;-71;-20.0;1;108;-77.0;660;749;71;108;-89;23;-41
-55;57;-457.0;11;2;285.0;665;740;-57;2;-55;31;-38
-46;45;-249.0;21;-4;-21.0;668;726;-45;-4;-46;30;-38
-37;36;-140.0;25;-3;-333.0;661;724;-36;-3;-37;12;-38
-76;-12;-178.0;-5;82;-100.0;681;739;12;82;-76;4;-41
-41;-23;-220.0;9;-12;-39.0;659;740;23;-12;-41;26;-41
148;-398;102.0;96;-139;-129.0;589;681;398;-139;148;129;-37
167;-146;46.0;18;-94;-1.0;686;706;146;-94;167;48;-38
-240;-136;2.0;-8;80;-90.0;657;762;136;80;-240;13;-37
-24;-10;192.0;9;-25;-164.0;676;726;10;-25;-24;8;-32
-12;79;53.0;163;104;36.0;557;627;-79;104;-12;138;-41
13;40;-87.0;17;-68;132.0;661;728;-40;-68;13;18;-25
15;20;70.0;19;-11;69.0;657;727;-20;-11;15;18;-25
-14;-33;-23.0;22;-5;63.0;662;719;33;-5;-14;16;-25
-35;-59;-139.0;21;-39;-137.0;662;720;59;-39;-35;20;-25
-11;6;11.0;19;-12;8.0;655;730;-6;-12;-11;-34;-40
1;-3;8.0;19;-17;21.0;653;731;3;-17;1;-34;-40
-7;4;16.0;19;-13;15.0;654;730;-4;-13;-7;-36;-40
-1;-2;23.0;19;-16;27.0;654;731;2;-16;-1;-33;-40
-4;3;47.0;19;-14;14.0;654;731;-3;-14;-4;-36;-40
-4;2;36.0;19;-15;17.0;654;731;-2;-15;-4;-35;-40
-14;-50;-107.0;28;15;-532.0;653;721;50;15;-14;20;-32
-4;-30;72.0;23;-10;-439.0;655;724;30;-10;-4;32;-32
-17;0;79.0;19;-32;-122.0;657;730;0;-32;-17;16;-32
13;25;-257.0;28;-17;-220.0;648;724;-25;-17;13;16;-32
64;33;-538.0;22;-53;-481.0;662;721;-33;-53;64;19;-32
75;33;-551.0;19;-22;-585.0;664;724;-33;-22;75;18;-32
-10;35;1.0;19;14;65.0;663;725;-35;14;-10;-10;-40
-26;-17;21.0;23;46;42.0;692;696;17;46;-26;-22;-40
-17;-20;42.0;13;-17;-3.0;658;735;20;-17;-17;-21;-40
72;-65;-338.0;85;154;-108.0;496;786;65;154;72;-4;-41
6;34;-407.0;53;-69;-304.0;683;652;-34;-69;6;145;-41
140;-198;-401.0;0;152;-273.0;670;735;198;152;140;138;-41
-25;-13;60.0;14;-10;17.0;661;731;13;-10;-25;-33;-40
28;-15;44.0;22;-28;2.0;657;724;15;-28;28;-6;-40
5;-19;20.0;19;-30;8.0;658;727;19;-30;5;10;-40
-16;-11;30.0;18;-16;0.0;660;729;11;-16;-16;-35;-40
-18;347;-27.0;-138;168;-55.0;807;783;-347;168;-18;316;-45
115;53;-30.0;57;-127;-18.0;648;689;-53;-127;115;3;-46
154;-8;-73.0;29;-105;-24.0;662;713;8;-105;154;26;-46
104;74;-89.0;-33;-48;-53.0;704;744;-74;-48;104;165;-45
139;-68;-80.0;61;-191;-74.0;632;705;68;-191;139;-29;-46
174;-48;-58.0;-12;-127;-27.0;686;737;48;-127;174;81;-45
101;13;-64.0;30;-138;-76.0;653;726;-13;-138;101;-15;-46
53;-15;4.0;27;-92;-41.0;649;728;15;-92;53;30;-45
-59;-242;87.0;-62;-15;-1.0;739;763;242;-15;-59;17;-30
87;-240;119.0;-2;-129;-91.0;693;724;240;-129;87;2;-31
63;111;80.0;22;-26;28.0;641;747;-111;-26;63;1;-34
6;13;-31.0;24;-2;64.0;666;720;-13;-2;6;18;-38
8;9;90.0;28;-59;80.0;666;713;-9;-59;8;-5;-38
-2;16;162.0;18;-50;143.0;663;727;-16;-50;-2;-9;-38
-2;7;224.0;7;-30;199.0;670;734;-7;-30;-2;-12;-38
63;-31;32.0;23;-43;-18.0;656;725;31;-43;63;-28;-40
35;-34;83.0;17;-50;-4.0;661;728;34;-50;35;-9;-40
4;-31;78.0;12;-40;48.0;665;730;31;-40;4;-19;-40
27;49;211.0;16;-4;-75.0;673;717;-49;-4;27;19;-38
55;-88;30.0;22;-61;27.0;634;745;88;-61;55;-11;38
-22;-72;29.0;21;-35;-8.0;647;737;72;-35;-22;8;39
