InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
307.0;-171.0;-53;147.0;217.0;168;150;115.0;-10
296.0;-174.0;11;155.0;213.0;168;150;119.0;-10
282.0;-175.0;62;161.0;208.0;167;150;123.0;-10
263.0;-176.0;-21;171.0;199.0;167;149;128.0;-10
245.0;-181.0;38;180.0;186.0;167;150;135.0;-10
229.0;-185.0;-6;?;174.0;167;150;139.0;-10
210.0;-185.0;4;?;163.0;168;150;144.0;-10
193.0;-195.0;-4;?;151.0;167;150;150.0;-10
182.0;-200.0;1;?;137.0;167;150;153.0;-10
?;-208.0;22;?;?;167;150;153.0;-10
?;-212.0;25;?;?;167;150;145.0;-10
?;-216.0;8;?;?;167;?;141.0;-11
?;-221.0;4;?;?;167;?;133.0;-11
?;-222.0;15;?;99.0;167;?;128.0;-11
?;-220.0;22;?;96.0;167;?;118.0;-11
?;-215.0;22;?;93.0;167;?;113.0;-11
?;-208.0;9;?;88.0;167;?;111.0;-11
?;-199.0;-3;?;83.0;167;?;111.0;-11
?;-193.0;7;?;71.0;167;?;110.0;-11
?;-185.0;16;?;58.0;167;?;121.0;-11
?;-176.0;17;291.0;42.0;167;?;134.0;-11
?;-172.0;17;303.0;25.0;167;?;148.0;-11
?;-163.0;19;310.0;8.0;167;150;166.0;?
?;-166.0;20;321.0;-5.0;167;150;182.0;?
?;-167.0;20;330.0;-14.0;167;150;200.0;?
-341.0;-170.0;20;335.0;-20.0;167;150;208.0;?
-343.0;-169.0;19;340.0;-27.0;167;150;212.0;?
-337.0;-161.0;13;340.0;-31.0;167;150;214.0;?
-339.0;-149.0;15;337.0;-33.0;167;150;213.0;?
-352.0;-140.0;20;335.0;-34.0;167;150;207.0;?
-357.0;-137.0;19;334.0;-37.0;167;150;202.0;?
-358.0;-136.0;20;332.0;-37.0;167;150;?;?
-363.0;-134.0;13;330.0;-39.0;167;150;?;?
-369.0;-140.0;16;327.0;-39.0;167;150;?;?
-379.0;-143.0;17;325.0;-40.0;167;150;178.0;-12
-387.0;-147.0;13;320.0;-35.0;167;?;170.0;-12
-393.0;-152.0;18;320.0;-32.0;167;?;164.0;-12
-407.0;-162.0;14;318.0;-28.0;167;150;158.0;-12
-419.0;-173.0;12;316.0;-25.0;167;150;155.0;-12
-428.0;-186.0;15;316.0;-23.0;167;150;151.0;-12
-443.0;-196.0;11;318.0;-23.0;167;150;152.0;-12
?;-211.0;10;316.0;-23.0;167;150;154.0;-12
?;-224.0;13;316.0;-22.0;167;150;158.0;-12
?;-234.0;16;316.0;-24.0;167;150;160.0;-12
?;-243.0;13;316.0;-22.0;167;150;160.0;-12
?;-241.0;15;313.0;-18.0;167;150;156.0;-12
?;-226.0;9;315.0;-8.0;167;150;147.0;-12
?;-201.0;13;316.0;2.0;167;150;135.0;-12
?;-171.0;30;315.0;?;167;150;118.0;-13
?;-131.0;19;311.0;?;167;150;91.0;-13
?;-86.0;8;308.0;?;167;150;62.0;-13
?;-35.0;16;304.0;29.0;167;150;36.0;-13
?;25.0;8;302.0;40.0;167;150;-5.0;-14
?;77.0;-1;300.0;52.0;167;150;-51.0;-15
?;132.0;4;301.0;63.0;167;150;-116.0;-15
?;182.0;4;300.0;72.0;167;150;-172.0;-15
-684.0;226.0;1;304.0;77.0;167;150;-221.0;-15
-675.0;262.0;4;308.0;78.0;167;150;-276.0;-15
-662.0;295.0;5;312.0;71.0;167;150;-321.0;-15
-646.0;324.0;4;324.0;52.0;168;150;-359.0;?
-642.0;346.0;4;335.0;26.0;168;150;-376.0;?
-642.0;361.0;3;351.0;0.0;167;150;-380.0;?
-643.0;368.0;4;368.0;-33.0;167;150;-373.0;?
-650.0;376.0;-3;390.0;-70.0;168;150;-357.0;?
-659.0;382.0;6;411.0;-105.0;168;150;-332.0;?
-674.0;384.0;19;431.0;-139.0;168;150;-308.0;?
-695.0;384.0;3;453.0;-169.0;168;?;-292.0;?
-714.0;388.0;0;473.0;-200.0;168;?;-269.0;?
-734.0;390.0;4;?;-222.0;168;?;-241.0;?
-755.0;392.0;0;?;-226.0;?;?;-217.0;?
-766.0;399.0;1;?;-211.0;?;?;-215.0;?
-775.0;405.0;4;538.0;-206.0;?;?;-220.0;?
-777.0;409.0;8;550.0;-216.0;168;?;-211.0;?
-777.0;408.0;-1;559.0;-230.0;168;?;-197.0;?
-777.0;409.0;-4;564.0;-241.0;168;?;?;-15
-774.0;410.0;-1;569.0;-247.0;168;?;?;-15
-770.0;407.0;2;574.0;-256.0;168;?;?;-15
-764.0;406.0;8;575.0;-260.0;168;?;?;-15
-757.0;407.0;3;576.0;-267.0;168;?;?;-15
-750.0;408.0;-1;570.0;-264.0;168;150;?;-15
-747.0;?;3;568.0;-265.0;?;150;-183.0;-15
-742.0;?;1;573.0;-266.0;?;150;-190.0;-15
-739.0;?;0;573.0;-267.0;168;150;-199.0;-15
-738.0;?;7;578.0;-274.0;168;150;-211.0;-15
-739.0;?;7;584.0;-278.0;168;150;-225.0;-16
-744.0;?;-3;586.0;-278.0;168;150;-233.0;-16
-748.0;?;-5;592.0;?;168;150;-225.0;-16
-752.0;?;4;594.0;?;168;150;-207.0;-16
-753.0;?;4;595.0;?;168;150;-174.0;-16
-751.0;?;-1;594.0;?;168;150;-125.0;-16
-750.0;?;?;598.0;?;168;150;-67.0;-16
-749.0;?;?;602.0;?;168;150;-7.0;-16
-748.0;?;?;603.0;?;168;150;48.0;-16
-750.0;407.0;5;608.0;?;168;150;89.0;-16
-754.0;410.0;3;609.0;?;168;?;118.0;-16
-756.0;413.0;-1;614.0;?;168;?;129.0;-16
-756.0;?;-1;612.0;?;168;?;132.0;-16
-754.0;?;-3;618.0;?;168;?;134.0;-16
-752.0;?;-3;614.0;?;168;?;132.0;-16
-749.0;?;1;616.0;?;168;?;128.0;-16
-748.0;?;2;614.0;?;168;150;126.0;-16
-745.0;?;1;615.0;-380.0;168;150;123.0;-16
-743.0;?;2;615.0;-377.0;168;150;119.0;-16
-740.0;?;-1;615.0;-375.0;168;150;117.0;-16
-741.0;?;-7;617.0;-375.0;168;150;115.0;-16
-739.0;?;-2;614.0;-373.0;167;150;115.0;-16
-739.0;?;5;615.0;-373.0;168;150;110.0;-16
-741.0;?;1;617.0;-373.0;168;150;109.0;-16
?;416.0;2;617.0;-371.0;168;150;105.0;-16
?;414.0;3;615.0;-366.0;168;150;99.0;-16
?;414.0;-1;614.0;-361.0;168;?;93.0;-16
?;414.0;-4;617.0;-360.0;168;?;87.0;-16
?;413.0;-5;622.0;-352.0;168;?;75.0;-16
?;411.0;-2;626.0;-351.0;168;?;62.0;-16
?;410.0;-1;629.0;-347.0;167;150;49.0;-16
?;407.0;1;635.0;-338.0;?;150;29.0;-16
?;407.0;3;642.0;-329.0;?;150;3.0;-16
?;409.0;0;649.0;-333.0;?;150;-7.0;-16
?;410.0;3;653.0;-348.0;168;150;-3.0;-16
?;413.0;3;659.0;-366.0;168;150;31.0;-16
?;415.0;0;662.0;-380.0;168;150;55.0;-16
?;418.0;4;666.0;-382.0;167;150;75.0;-16
?;420.0;4;670.0;-383.0;168;150;110.0;?
-748.0;422.0;-2;671.0;-376.0;168;150;147.0;?
-742.0;422.0;1;674.0;-359.0;168;150;203.0;-16
-734.0;423.0;0;673.0;-352.0;168;150;247.0;-16
-728.0;428.0;-1;673.0;-360.0;167;150;277.0;-16
-725.0;427.0;-1;672.0;-361.0;168;150;296.0;-16
-725.0;428.0;-5;675.0;-358.0;168;150;307.0;-16
-724.0;434.0;-4;?;-365.0;168;150;301.0;-16
-726.0;435.0;0;?;-367.0;168;150;305.0;-16
-729.0;437.0;-2;?;-363.0;168;150;324.0;-16
-729.0;437.0;1;?;-348.0;168;150;329.0;-16
-730.0;435.0;3;?;-335.0;168;150;325.0;-16
-735.0;431.0;0;?;-325.0;168;150;305.0;-16
-741.0;429.0;-3;?;-324.0;168;150;297.0;-16
-744.0;424.0;-8;?;-322.0;168;150;301.0;-16
-749.0;422.0;-3;?;-321.0;168;150;290.0;-16
-755.0;419.0;-3;?;-321.0;168;150;284.0;-16
-761.0;414.0;-5;?;-325.0;168;150;266.0;-16
-763.0;412.0;2;626.0;-325.0;168;150;261.0;?
-768.0;407.0;2;626.0;-325.0;168;150;253.0;?
-769.0;?;-3;623.0;-329.0;168;150;250.0;?
-772.0;?;-1;626.0;-329.0;168;150;249.0;?
-774.0;?;0;624.0;-338.0;168;150;253.0;?
-775.0;?;1;628.0;-347.0;168;150;259.0;?
-775.0;?;-1;629.0;-355.0;168;150;263.0;?
-774.0;?;-4;629.0;-365.0;168;150;272.0;?
-772.0;?;-1;635.0;-370.0;168;150;278.0;-16
-769.0;406.0;2;640.0;?;168;150;291.0;-16
-765.0;406.0;0;640.0;-377.0;167;150;?;-16
-762.0;409.0;2;640.0;-377.0;168;150;300.0;?
-755.0;412.0;3;645.0;-378.0;168;150;306.0;?
-752.0;416.0;0;647.0;-380.0;168;150;311.0;?
-747.0;419.0;-2;649.0;-378.0;168;150;311.0;?
-742.0;422.0;3;647.0;-381.0;167;150;308.0;?
-739.0;423.0;1;?;-382.0;168;150;?;?
-737.0;425.0;-2;?;-385.0;168;150;?;?
-737.0;425.0;1;?;-390.0;168;150;?;?
-738.0;426.0;2;?;-391.0;168;150;?;?
-739.0;426.0;1;?;-394.0;168;150;305.0;?
-741.0;425.0;4;?;-394.0;168;150;306.0;?
-743.0;427.0;4;?;-396.0;168;150;305.0;-16
-747.0;426.0;1;?;-398.0;168;150;305.0;-16
-750.0;423.0;2;?;-398.0;168;150;302.0;-16
-753.0;423.0;-1;?;-400.0;168;150;304.0;-16
-755.0;423.0;-2;?;-399.0;168;150;303.0;-16
-757.0;421.0;-1;?;-401.0;168;150;305.0;-16
?;420.0;0;?;-400.0;168;150;307.0;-16
?;418.0;2;?;-400.0;168;150;309.0;-16
-762.0;419.0;6;648.0;-396.0;168;150;308.0;-16
-759.0;420.0;4;646.0;-396.0;168;150;311.0;-16
-758.0;421.0;2;647.0;?;168;?;314.0;-16
-757.0;421.0;10;648.0;?;168;?;314.0;?
-757.0;423.0;5;646.0;?;168;?;316.0;?
-755.0;424.0;-2;642.0;?;167;?;314.0;?
-754.0;425.0;0;645.0;?;168;?;?;?
-754.0;425.0;-1;645.0;?;168;?;?;-16
-752.0;426.0;?;644.0;?;168;?;?;-16
-750.0;425.0;?;641.0;?;168;?;?;-16
-750.0;428.0;?;643.0;?;168;?;312.0;-16
-749.0;427.0;?;641.0;?;168;?;310.0;-16
-750.0;427.0;?;641.0;?;?;?;309.0;-16
-751.0;?;?;645.0;?;?;?;311.0;-16
-752.0;?;?;643.0;?;?;?;310.0;-16
-752.0;427.0;?;645.0;?;?;?;310.0;-16
-752.0;427.0;?;646.0;?;?;?;312.0;-16
-753.0;427.0;?;644.0;-393.0;?;150;314.0;-16
-756.0;427.0;?;646.0;-393.0;?;150;312.0;-16
-754.0;427.0;?;644.0;-396.0;168;?;316.0;?
-752.0;?;?;649.0;-397.0;168;?;316.0;-16
-754.0;?;?;648.0;-397.0;168;?;317.0;-16
-753.0;?;?;649.0;-400.0;168;?;319.0;-16
-755.0;?;-6;646.0;-400.0;167;?;318.0;-16
-754.0;?;1;648.0;-401.0;168;?;319.0;-16
-756.0;?;-4;648.0;-402.0;168;?;319.0;-16
-754.0;?;-4;647.0;-403.0;168;?;320.0;-16
-753.0;431.0;5;651.0;-403.0;167;?;318.0;-16
-752.0;429.0;5;647.0;-402.0;168;?;319.0;?
-753.0;431.0;?;648.0;-405.0;168;?;317.0;?
-753.0;432.0;?;645.0;-405.0;168;?;317.0;-16
-752.0;431.0;?;647.0;-404.0;168;?;318.0;-16
-752.0;433.0;1;646.0;-401.0;168;?;316.0;-16
-750.0;435.0;6;643.0;-399.0;167;150;316.0;-16
-750.0;434.0;3;642.0;-397.0;168;150;316.0;-16
-749.0;435.0;0;643.0;-397.0;168;150;317.0;-16
-750.0;436.0;0;638.0;-395.0;168;150;316.0;-16
-749.0;436.0;0;636.0;-389.0;168;150;316.0;-16
-750.0;435.0;0;634.0;-387.0;167;150;314.0;-16
-753.0;436.0;1;628.0;-384.0;167;150;309.0;-16
-751.0;434.0;4;624.0;-378.0;167;150;307.0;-16
-750.0;434.0;3;618.0;-373.0;168;150;305.0;-16
-748.0;433.0;-3;613.0;-367.0;168;150;302.0;-16
-749.0;432.0;-2;605.0;-356.0;167;150;295.0;-16
-748.0;431.0;9;593.0;-344.0;167;150;290.0;-16
-747.0;428.0;12;586.0;-331.0;167;150;283.0;-16
-743.0;426.0;2;572.0;-318.0;167;150;276.0;-16
-740.0;423.0;14;558.0;-304.0;168;150;268.0;-16
-735.0;421.0;25;549.0;-285.0;168;148;259.0;-16
-732.0;418.0;?;532.0;-266.0;168;143;252.0;-15
-727.0;415.0;?;516.0;-247.0;168;134;243.0;-15
-722.0;415.0;?;503.0;-228.0;168;122;240.0;-14
-718.0;412.0;?;490.0;-211.0;168;110;232.0;-12
-712.0;409.0;?;471.0;-191.0;168;102;227.0;-10
-704.0;405.0;?;455.0;-168.0;168;96;219.0;-9
-694.0;401.0;?;431.0;-145.0;168;90;213.0;-8
?;398.0;?;410.0;-120.0;168;84;204.0;-9
?;396.0;?;384.0;-91.0;?;79;197.0;-9
?;394.0;?;363.0;-64.0;168;75;189.0;-9
?;391.0;?;334.0;-30.0;168;70;?;-10
?;389.0;?;308.0;2.0;168;67;?;-10
?;384.0;?;285.0;35.0;168;?;?;?
?;380.0;?;256.0;65.0;168;?;?;?
-598.0;376.0;?;234.0;96.0;168;?;?;?
-589.0;374.0;-415;208.0;124.0;168;?;?;?
-582.0;372.0;-359;186.0;152.0;168;?;?;-10
-573.0;371.0;-261;161.0;180.0;168;?;?;-10
-568.0;373.0;-416;142.0;204.0;167;?;?;-9
-560.0;377.0;256;122.0;223.0;167;?;?;-9
-551.0;381.0;135;?;234.0;167;?;?;-9
-542.0;389.0;-494;?;244.0;167;?;?;-8
-531.0;397.0;-47;?;252.0;?;?;248.0;-8
-515.0;405.0;-67;?;260.0;?;37;264.0;-8
-505.0;413.0;-150;?;270.0;?;37;?;-8
?;420.0;-36;?;272.0;?;37;?;-8
?;426.0;-110;?;276.0;?;37;?;-8
?;432.0;-65;17.0;280.0;?;37;?;-8
?;431.0;-93;4.0;279.0;141;37;?;-8
?;427.0;-96;-7.0;281.0;141;37;?;-8
?;418.0;-74;-15.0;285.0;142;37;?;-8
?;411.0;-87;-26.0;287.0;143;37;?;-8
?;404.0;-81;-37.0;297.0;145;37;?;-8
-477.0;400.0;-67;-41.0;304.0;147;37;?;-8
-484.0;394.0;-73;-51.0;316.0;148;37;?;-8
-486.0;388.0;-83;-55.0;326.0;149;37;?;-8
-486.0;384.0;-68;-60.0;335.0;151;37;246.0;-8
-480.0;382.0;-59;-67.0;342.0;153;37;230.0;-8
?;381.0;-57;-69.0;345.0;153;37;211.0;-8
?;386.0;-48;-73.0;343.0;153;?;189.0;-8
?;390.0;8;-78.0;338.0;152;?;167.0;-8
?;397.0;15;-83.0;336.0;151;?;147.0;-8
?;404.0;42;-83.0;338.0;151;?;130.0;-7
?;413.0;246;-80.0;338.0;151;?;121.0;-5
?;418.0;5;-82.0;338.0;151;?;123.0;-8
?;428.0;303;-79.0;333.0;151;?;133.0;-4
-477.0;430.0;1241;-73.0;329.0;151;?;148.0;9
-479.0;432.0;913;-68.0;327.0;151;?;164.0;12
-477.0;434.0;362;-58.0;328.0;151;?;189.0;11
-464.0;440.0;208;-60.0;323.0;151;?;214.0;13
-449.0;447.0;52;-74.0;313.0;151;12;238.0;11
-424.0;453.0;-10;-91.0;313.0;151;13;245.0;10
-397.0;453.0;-219;-103.0;327.0;151;13;251.0;8
-371.0;440.0;-268;-115.0;354.0;151;14;253.0;4
-359.0;426.0;-272;-133.0;379.0;151;14;261.0;1
-347.0;413.0;-97;-149.0;401.0;151;14;269.0;-3
-329.0;404.0;-110;-170.0;409.0;151;?;280.0;-7
-313.0;397.0;-507;-189.0;417.0;151;?;291.0;-9
-299.0;391.0;-606;-209.0;431.0;151;?;304.0;-11
-284.0;391.0;-636;-226.0;448.0;151;?;311.0;-12
-269.0;386.0;-636;-247.0;468.0;151;?;315.0;-14
-260.0;383.0;-819;-265.0;486.0;151;?;317.0;-15
-257.0;377.0;-634;-283.0;498.0;151;?;?;-16
-248.0;380.0;-1144;-298.0;511.0;152;?;?;-17
-241.0;382.0;-1287;?;?;152;?;?;-17
-239.0;?;268;?;?;152;30;?;-17
-243.0;?;-877;?;?;152;27;?;-16
-251.0;?;-1086;?;?;152;27;?;-15
-259.0;?;750;?;?;152;28;?;-15
-260.0;?;80;?;?;150;28;?;-14
-254.0;?;-243;?;?;147;27;?;-14
-241.0;?;-77;?;?;142;27;?;-14
-217.0;?;-220;?;?;128;27;?;-14
-195.0;?;-84;?;?;115;27;?;-14
-178.0;?;-158;?;?;106;27;?;-14
-142.0;?;-149;?;595.0;97;27;?;-14
-104.0;?;-146;?;593.0;95;27;338.0;-14
-98.0;?;-152;?;589.0;95;27;327.0;-14
-141.0;?;-131;?;590.0;99;27;306.0;-14
?;?;-122;?;594.0;106;27;281.0;-14
?;?;-130;?;?;116;27;246.0;-14
?;?;-131;?;?;127;27;218.0;-13
?;?;-116;?;?;133;27;193.0;-13
?;?;-102;?;?;139;27;168.0;-13
?;514.0;-113;?;?;144;27;140.0;-13
?;523.0;-110;-419.0;?;147;27;109.0;-13
?;534.0;-67;-417.0;?;148;27;75.0;-13
?;549.0;-69;-412.0;?;147;27;44.0;-13
?;566.0;-88;?;?;151;27;10.0;-12
?;584.0;-27;?;?;153;28;-12.0;-11
?;608.0;101;?;?;152;27;-20.0;-8
?;630.0;355;?;528.0;152;28;-3.0;-6
?;653.0;403;?;530.0;152;24;21.0;-2
?;667.0;339;?;534.0;152;9;82.0;5
?;?;645;?;539.0;152;-7;165.0;8
?;?;743;?;548.0;152;-21;281.0;10
?;?;611;?;561.0;152;-26;372.0;9
?;710.0;829;?;560.0;152;-23;436.0;7
-309.0;714.0;876;?;540.0;152;-19;487.0;6
-305.0;710.0;616;?;511.0;152;-11;515.0;5
-286.0;697.0;474;?;484.0;152;5;523.0;1
-261.0;678.0;335;?;474.0;152;21;524.0;-2
-243.0;654.0;453;?;473.0;152;30;536.0;-5
-228.0;630.0;162;?;480.0;152;39;544.0;-8
-219.0;608.0;-198;?;485.0;152;46;558.0;-12
-215.0;584.0;-566;?;?;152;50;573.0;-15
-213.0;568.0;-1709;?;?;152;57;591.0;?
-215.0;555.0;-1348;-464.0;?;152;63;610.0;?
-224.0;548.0;-841;-465.0;?;152;64;?;?
-231.0;541.0;-908;-461.0;?;152;64;?;?
-246.0;535.0;-969;-453.0;?;153;64;657.0;?
-259.0;535.0;-1014;-448.0;?;153;64;665.0;?
-267.0;544.0;190;-441.0;?;153;69;672.0;-16
-279.0;553.0;-662;?;?;155;74;678.0;-15
-288.0;563.0;-1468;?;?;155;75;678.0;-13
-966.0;812.0;-226;?;?;156;73;-19.0;2
-981.0;824.0;24;?;?;156;64;-24.0;9
-999.0;830.0;324;?;?;156;46;2.0;19
-1018.0;832.0;375;?;?;156;29;42.0;31
-1034.0;826.0;1005;527.0;?;156;27;112.0;36
-1050.0;806.0;?;543.0;?;156;33;155.0;?
-1077.0;788.0;?;553.0;?;156;46;176.0;45
-1110.0;764.0;?;?;?;156;59;183.0;47
-1141.0;736.0;?;?;-4.0;156;68;175.0;46
-1162.0;705.0;?;?;33.0;156;80;149.0;39
-1168.0;671.0;?;?;68.0;156;?;120.0;28
-1171.0;634.0;?;?;88.0;?;?;94.0;21
-1191.0;591.0;?;?;111.0;?;100;67.0;13
-1215.0;554.0;?;?;137.0;?;?;51.0;6
-1231.0;517.0;-1839;?;165.0;?;?;45.0;3
-1234.0;490.0;?;?;182.0;?;?;57.0;1
?;473.0;?;?;197.0;?;?;75.0;1
?;466.0;1215;?;213.0;?;?;103.0;2
?;466.0;665;?;228.0;?;?;138.0;3
?;468.0;-1405;?;245.0;?;?;190.0;3
?;472.0;-461;?;260.0;?;?;238.0;4
?;477.0;-390;411.0;273.0;?;?;283.0;8
?;494.0;-453;396.0;?;?;?;330.0;9
?;513.0;-255;384.0;?;?;?;369.0;8
?;530.0;-304;378.0;?;?;?;411.0;9
?;550.0;-238;374.0;?;?;?;421.0;8
?;572.0;-274;375.0;?;156;?;412.0;9
?;577.0;-262;387.0;?;156;99;383.0;9
?;575.0;-263;405.0;?;157;98;343.0;9
-1165.0;575.0;-246;420.0;?;159;98;281.0;10
-1181.0;577.0;?;437.0;?;161;98;221.0;10
-1197.0;581.0;?;456.0;?;164;98;170.0;10
-1210.0;579.0;?;472.0;?;166;98;95.0;11
-1213.0;571.0;?;490.0;?;165;98;19.0;11
-1219.0;559.0;-213;512.0;25.0;163;98;-72.0;11
-1218.0;547.0;-156;530.0;23.0;161;97;-140.0;12
-1211.0;536.0;-104;543.0;23.0;162;98;-186.0;12
-1214.0;534.0;-38;553.0;11.0;166;96;-237.0;?
-1216.0;533.0;26;557.0;0.0;168;97;-273.0;?
-1220.0;533.0;-148;560.0;-12.0;169;96;-307.0;?
-1211.0;522.0;-261;569.0;-19.0;169;90;-321.0;?
-1195.0;498.0;18;575.0;-25.0;169;85;-329.0;?
-1171.0;?;76;581.0;-32.0;169;61;-319.0;?
-1159.0;?;290;578.0;-41.0;169;39;-299.0;?
-1143.0;?;746;569.0;-48.0;170;43;-258.0;?
-1118.0;?;644;566.0;-39.0;170;48;-228.0;?
-1101.0;?;363;556.0;-27.0;169;56;-213.0;?
-1081.0;?;162;531.0;-11.0;170;70;-203.0;?
-1061.0;398.0;48;511.0;21.0;170;79;-198.0;21
-1036.0;376.0;-270;494.0;67.0;170;89;-190.0;11
-1016.0;353.0;?;476.0;103.0;170;99;-184.0;-2
-996.0;332.0;?;464.0;132.0;170;105;-177.0;-18
-974.0;311.0;?;456.0;159.0;171;113;-166.0;-46
-948.0;288.0;?;446.0;182.0;170;119;-150.0;-68
-915.0;268.0;?;443.0;194.0;173;122;-125.0;-77
-888.0;250.0;?;438.0;198.0;169;121;-104.0;-77
-864.0;239.0;?;438.0;195.0;173;119;-90.0;-71
-840.0;229.0;?;443.0;191.0;174;120;-77.0;-67
-821.0;228.0;?;446.0;186.0;166;121;-65.0;-62
-806.0;228.0;49;448.0;173.0;186;119;-58.0;-57
-798.0;239.0;-561;449.0;160.0;151;117;-58.0;-53
-798.0;266.0;-81;444.0;150.0;204;117;-61.0;-53
-800.0;291.0;-235;443.0;136.0;154;117;-64.0;?
-798.0;312.0;-205;447.0;112.0;-149;116;?;?
-802.0;334.0;-126;450.0;69.0;-203;116;?;?
-793.0;353.0;-224;458.0;10.0;-145;116;?;?
-780.0;362.0;-199;476.0;-56.0;-180;116;?;?
-771.0;381.0;-206;491.0;-135.0;-152;116;?;?
-769.0;401.0;-191;504.0;-198.0;-154;116;?;?
-767.0;425.0;-203;522.0;-255.0;-148;116;?;?
-765.0;444.0;-181;537.0;-288.0;-129;?;50.0;?
-760.0;458.0;-157;549.0;-309.0;-154;?;80.0;-52
-747.0;467.0;-141;557.0;-332.0;-154;?;108.0;-50
-735.0;475.0;-45;569.0;-353.0;-179;?;132.0;-51
-715.0;484.0;-14;571.0;-369.0;-163;?;152.0;-49
-697.0;491.0;81;?;-384.0;-23;?;172.0;-46
-682.0;502.0;93;?;-398.0;18;?;193.0;-47
?;507.0;-308;?;-407.0;-4;108;209.0;-34
?;515.0;177;?;-420.0;12;86;230.0;-14
?;519.0;427;?;-427.0;4;61;261.0;-4
?;521.0;-190;?;-438.0;7;52;283.0;0
?;525.0;379;?;-449.0;?;53;299.0;-2
?;529.0;660;?;-454.0;?;55;318.0;-4
?;539.0;217;?;-449.0;?;67;339.0;-7
?;548.0;47;?;-445.0;6;83;351.0;-10
-485.0;558.0;-233;555.0;-440.0;6;96;353.0;-10
-491.0;561.0;-443;547.0;-430.0;6;109;349.0;-10
-499.0;572.0;-762;533.0;?;6;117;345.0;-9
-504.0;581.0;-1443;524.0;?;5;126;343.0;-11
-512.0;593.0;-1861;512.0;?;7;136;332.0;-16
-510.0;598.0;-1819;501.0;?;4;143;330.0;-23
-507.0;600.0;-459;494.0;?;6;148;329.0;-30
-501.0;609.0;-862;486.0;?;6;148;329.0;-32
-496.0;616.0;-2844;476.0;?;2;145;330.0;-32
-491.0;624.0;-1282;469.0;?;10;144;337.0;-31
-480.0;634.0;-2695;461.0;?;-5;144;344.0;-27
-467.0;648.0;-3887;455.0;?;13;144;353.0;-25
-450.0;661.0;-529;446.0;?;-17;142;363.0;-24
-429.0;672.0;-394;443.0;?;-144;140;372.0;-23
-401.0;683.0;-504;432.0;?;-167;138;384.0;-23
-366.0;693.0;-76;430.0;?;-152;138;399.0;-24
-331.0;705.0;-423;420.0;?;-164;138;419.0;-23
-298.0;710.0;-127;417.0;?;-153;138;443.0;-23
-269.0;?;-253;413.0;-535.0;-141;138;480.0;-23
-240.0;?;-234;407.0;-548.0;-107;138;511.0;-23
-220.0;?;-217;405.0;-551.0;-70;138;553.0;-23
-205.0;?;-249;396.0;-550.0;-43;138;606.0;-23
-193.0;733.0;-181;393.0;-551.0;-26;137;651.0;-23
-177.0;738.0;-214;382.0;-555.0;-25;137;697.0;-23
-164.0;742.0;-151;375.0;-559.0;-25;137;733.0;-23
-145.0;748.0;-51;368.0;-563.0;-23;136;765.0;-22
-124.0;750.0;-102;358.0;-569.0;-19;135;789.0;-22
-99.0;756.0;-174;355.0;-573.0;-15;131;810.0;-19
-69.0;759.0;-457;350.0;-575.0;-13;128;824.0;-17
-34.0;761.0;-618;350.0;-577.0;-13;117;839.0;-13
6.0;768.0;-266;350.0;-582.0;-13;87;854.0;-6
43.0;776.0;-27;352.0;-592.0;-13;66;864.0;-2
77.0;782.0;59;351.0;-603.0;-13;60;875.0;-3
110.0;788.0;237;347.0;-610.0;-13;63;884.0;-6
138.0;797.0;124;346.0;-619.0;-13;70;?;-10
151.0;808.0;-8;345.0;-624.0;-13;79;?;-13
149.0;822.0;-120;339.0;-627.0;-13;97;?;-16
131.0;836.0;-317;?;-629.0;-13;116;?;-16
105.0;852.0;-370;?;-639.0;-13;?;?;-14
70.0;870.0;-756;?;-642.0;-13;?;?;-10
37.0;885.0;-1006;312.0;-658.0;-13;?;858.0;-8
15.0;895.0;-1006;309.0;-671.0;-13;?;853.0;-9
-13.0;908.0;-1013;305.0;-684.0;-13;?;840.0;-11
-39.0;923.0;846;298.0;-697.0;-13;?;833.0;-14
-59.0;938.0;2106;293.0;-709.0;-12;173;818.0;-15
-74.0;952.0;-353;284.0;-722.0;-13;169;811.0;-14
-79.0;962.0;202;279.0;-731.0;-13;161;805.0;-11
-81.0;970.0;2832;276.0;-743.0;-15;162;801.0;-7
-76.0;977.0;1153;270.0;-751.0;-17;158;800.0;-5
-59.0;980.0;-232;278.0;-760.0;-19;154;795.0;-4
-34.0;977.0;-70;282.0;-762.0;-23;154;793.0;-5
-5.0;975.0;-238;292.0;-760.0;-14;154;790.0;-5
40.0;970.0;-167;296.0;-759.0;-19;154;787.0;-5
81.0;963.0;-231;306.0;-751.0;-8;154;788.0;-4
114.0;956.0;-185;303.0;-745.0;-28;154;792.0;-4
133.0;962.0;-192;296.0;-734.0;-146;154;798.0;-4
141.0;966.0;-229;290.0;-728.0;-183;154;811.0;-4
151.0;969.0;-176;279.0;-720.0;-153;154;825.0;-4
