Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RUA accY
-75.0;-996.0;1183.0;726.0;-839.0;912.0;122.0
190.0;-1004.0;1189.0;875.0;-793.0;742.0;167.0
122.0;-859.0;1044.0;946.0;-812.0;788.0;-3.0
109.0;-855.0;1015.0;950.0;-812.0;742.0;-14.0
129.0;-856.0;1003.0;934.0;-815.0;723.0;-28.0
134.0;-841.0;990.0;922.0;-807.0;720.0;-40.0
246.0;-983.0;1122.0;996.0;-745.0;712.0;289.0
210.0;-1083.0;1043.0;958.0;-872.0;711.0;76.0
278.0;-923.0;1064.0;912.0;-822.0;831.0;270.0
178.0;-1005.0;963.0;932.0;-881.0;869.0;212.0
222.0;-950.0;1009.0;921.0;-637.0;276.0;304.0
318.0;-932.0;1115.0;986.0;-792.0;789.0;200.0
267.0;-1107.0;1064.0;641.0;-887.0;370.0;315.0
176.0;-1017.0;1072.0;584.0;-773.0;581.0;191.0
107.0;-1186.0;1048.0;1318.0;-1062.0;911.0;268.0
342.0;-996.0;1062.0;958.0;-838.0;808.0;302.0
313.0;-995.0;1099.0;1008.0;-833.0;757.0;194.0
336.0;-948.0;1090.0;968.0;-779.0;765.0;274.0
131.0;-1014.0;1163.0;634.0;-725.0;545.0;173.0
194.0;-1046.0;1200.0;705.0;-691.0;555.0;161.0
306.0;-814.0;1124.0;864.0;-749.0;766.0;199.0
347.0;-913.0;985.0;820.0;-872.0;707.0;-58.0
344.0;-870.0;1225.0;808.0;-792.0;850.0;89.0
195.0;-903.0;1345.0;998.0;-835.0;984.0;-11.0
304.0;-1062.0;1108.0;703.0;-728.0;577.0;20.0
321.0;-794.0;965.0;804.0;-724.0;642.0;-18.0
546.0;-937.0;928.0;858.0;-719.0;258.0;146.0
548.0;-887.0;953.0;749.0;-473.0;241.0;413.0
180.0;-986.0;892.0;696.0;-681.0;556.0;379.0
315.0;-968.0;1063.0;836.0;-918.0;578.0;14.0
240.0;-781.0;992.0;800.0;-722.0;620.0;-25.0
241.0;-977.0;1092.0;1013.0;-853.0;748.0;139.0
317.0;-946.0;1031.0;914.0;-785.0;801.0;389.0
361.0;-953.0;977.0;952.0;-775.0;795.0;317.0
420.0;-1020.0;948.0;755.0;-687.0;378.0;22.0
402.0;-973.0;955.0;731.0;-572.0;405.0;62.0
436.0;-925.0;992.0;689.0;-442.0;418.0;125.0
365.0;-987.0;1050.0;706.0;-384.0;341.0;156.0
485.0;-777.0;1008.0;671.0;-403.0;466.0;341.0
83.0;-833.0;1023.0;1294.0;-799.0;839.0;84.0
67.0;-1158.0;1144.0;1031.0;-1074.0;827.0;381.0
192.0;-949.0;1067.0;993.0;-826.0;754.0;205.0
173.0;-967.0;1089.0;990.0;-854.0;768.0;121.0
123.0;-1097.0;1166.0;818.0;-559.0;611.0;175.0
161.0;-1104.0;1101.0;809.0;-603.0;551.0;207.0
205.0;-969.0;1066.0;986.0;-859.0;728.0;130.0
224.0;-1111.0;1088.0;831.0;-684.0;421.0;108.0
247.0;-1080.0;1100.0;878.0;-720.0;397.0;101.0
227.0;-1063.0;1100.0;881.0;-778.0;392.0;90.0
277.0;-1062.0;1151.0;854.0;-806.0;428.0;56.0
233.0;-1078.0;1137.0;911.0;-809.0;434.0;57.0
272.0;-1095.0;1146.0;928.0;-822.0;451.0;90.0
273.0;-1041.0;1141.0;990.0;-670.0;457.0;245.0
270.0;-929.0;1163.0;994.0;-593.0;528.0;265.0
378.0;-784.0;1049.0;948.0;-646.0;762.0;308.0
398.0;-877.0;946.0;986.0;-769.0;650.0;199.0
326.0;-894.0;979.0;920.0;-765.0;569.0;-45.0
288.0;-846.0;1048.0;947.0;-795.0;707.0;-58.0
348.0;-896.0;912.0;843.0;-830.0;471.0;-109.0
293.0;-887.0;1031.0;747.0;-861.0;541.0;73.0
390.0;-934.0;956.0;893.0;-909.0;492.0;-163.0
272.0;-1095.0;803.0;811.0;-1063.0;509.0;-152.0
188.0;-969.0;1066.0;1000.0;-857.0;720.0;127.0
271.0;-927.0;883.0;1096.0;-716.0;572.0;278.0
208.0;-1293.0;1017.0;1134.0;-1128.0;755.0;361.0
166.0;-971.0;1070.0;963.0;-788.0;720.0;318.0
128.0;-809.0;1056.0;1007.0;-652.0;705.0;222.0
-12.0;-839.0;1104.0;1187.0;-687.0;739.0;241.0
157.0;-806.0;1020.0;932.0;-795.0;687.0;-46.0
163.0;-964.0;1118.0;941.0;-892.0;907.0;132.0
168.0;-927.0;989.0;932.0;-841.0;820.0;101.0
155.0;-949.0;963.0;921.0;-881.0;719.0;107.0
164.0;-978.0;1039.0;918.0;-894.0;708.0;121.0
173.0;-992.0;1050.0;963.0;-904.0;752.0;135.0
41.0;-1048.0;1085.0;999.0;-932.0;784.0;48.0
218.0;-895.0;1098.0;990.0;-741.0;896.0;110.0
306.0;-990.0;987.0;839.0;-900.0;584.0;25.0
348.0;-906.0;1003.0;870.0;-782.0;709.0;1.0
76.0;-918.0;1026.0;829.0;-841.0;637.0;123.0
131.0;-1215.0;878.0;1114.0;-1149.0;615.0;114.0
-42.0;-922.0;1173.0;1159.0;-825.0;922.0;107.0
184.0;-941.0;1032.0;718.0;-866.0;583.0;108.0
235.0;-943.0;897.0;958.0;-859.0;546.0;84.0
337.0;-852.0;1137.0;818.0;-757.0;797.0;201.0
157.0;-966.0;867.0;896.0;-802.0;655.0;147.0
394.0;-803.0;1181.0;774.0;-746.0;710.0;147.0
211.0;-1016.0;1099.0;859.0;-833.0;721.0;45.0
395.0;-977.0;1070.0;1001.0;-844.0;701.0;191.0
365.0;-979.0;1049.0;991.0;-840.0;707.0;233.0
352.0;-978.0;1030.0;980.0;-827.0;740.0;311.0
841.0;-734.0;692.0;294.0;-357.0;-384.0;360.0
390.0;-802.0;906.0;789.0;-662.0;356.0;254.0
340.0;-968.0;1011.0;993.0;-837.0;665.0;183.0
316.0;-1042.0;1127.0;899.0;-945.0;824.0;-107.0
298.0;-987.0;1082.0;991.0;-836.0;710.0;273.0
251.0;-975.0;1099.0;981.0;-820.0;743.0;276.0
247.0;-988.0;1101.0;988.0;-841.0;739.0;245.0
228.0;-974.0;1071.0;990.0;-833.0;759.0;200.0
359.0;-918.0;1051.0;943.0;-763.0;726.0;281.0
265.0;-992.0;1061.0;1039.0;-856.0;745.0;251.0
307.0;-1011.0;1049.0;1054.0;-879.0;736.0;224.0
320.0;-1006.0;1048.0;1001.0;-882.0;744.0;183.0
334.0;-963.0;1055.0;969.0;-842.0;763.0;173.0
287.0;-941.0;1073.0;972.0;-815.0;801.0;228.0
269.0;-944.0;1097.0;974.0;-815.0;800.0;268.0
275.0;-981.0;1096.0;1010.0;-871.0;759.0;146.0
257.0;-980.0;1055.0;1001.0;-864.0;759.0;153.0
286.0;-975.0;1060.0;980.0;-837.0;751.0;190.0
276.0;-973.0;1070.0;980.0;-835.0;754.0;203.0
270.0;-971.0;1069.0;998.0;-837.0;758.0;210.0
294.0;-969.0;1070.0;981.0;-835.0;783.0;213.0
279.0;-967.0;1071.0;1000.0;-836.0;763.0;214.0
294.0;-965.0;1081.0;1000.0;-835.0;733.0;214.0
274.0;-968.0;1076.0;1007.0;-839.0;742.0;209.0
290.0;-968.0;1064.0;980.0;-841.0;750.0;199.0
281.0;-968.0;1061.0;985.0;-840.0;769.0;200.0
198.0;-967.0;1090.0;990.0;-839.0;754.0;145.0
286.0;-972.0;1080.0;990.0;-841.0;763.0;201.0
285.0;-966.0;1079.0;981.0;-832.0;755.0;197.0
288.0;-967.0;1082.0;999.0;-831.0;760.0;192.0
294.0;-971.0;1070.0;988.0;-835.0;757.0;192.0
283.0;-975.0;1043.0;990.0;-837.0;759.0;192.0
272.0;-975.0;1075.0;989.0;-837.0;757.0;193.0
269.0;-974.0;1088.0;986.0;-840.0;761.0;192.0
188.0;-945.0;1089.0;990.0;-827.0;791.0;117.0
83.0;-1014.0;1137.0;952.0;-656.0;769.0;163.0
279.0;-970.0;1081.0;1002.0;-837.0;744.0;189.0
269.0;-975.0;1065.0;1003.0;-842.0;773.0;193.0
267.0;-971.0;1072.0;992.0;-840.0;781.0;187.0
260.0;-971.0;1067.0;974.0;-839.0;772.0;187.0
288.0;-954.0;1059.0;972.0;-811.0;768.0;234.0
267.0;-951.0;1080.0;961.0;-808.0;772.0;243.0
285.0;-951.0;1079.0;971.0;-811.0;774.0;243.0
-10.0;-1034.0;1152.0;902.0;-658.0;774.0;273.0
217.0;-970.0;1074.0;972.0;-852.0;784.0;181.0
148.0;-1019.0;1102.0;919.0;-627.0;764.0;183.0
187.0;-952.0;1092.0;990.0;-834.0;773.0;101.0
180.0;-966.0;1099.0;1003.0;-858.0;780.0;94.0
250.0;-956.0;1158.0;954.0;-823.0;786.0;172.0
119.0;-1141.0;1379.0;1242.0;-1014.0;1009.0;253.0
289.0;-954.0;1056.0;912.0;-781.0;775.0;278.0
216.0;-889.0;973.0;1012.0;-793.0;682.0;46.0
276.0;-965.0;1093.0;948.0;-806.0;784.0;278.0
235.0;-920.0;1051.0;997.0;-840.0;813.0;111.0
404.0;-825.0;1161.0;850.0;-682.0;951.0;211.0
234.0;-946.0;1117.0;948.0;-496.0;599.0;261.0
318.0;-825.0;1111.0;839.0;-180.0;810.0;537.0
313.0;-720.0;976.0;947.0;-586.0;536.0;103.0
262.0;-968.0;1131.0;988.0;-833.0;774.0;228.0
259.0;-928.0;1041.0;955.0;-788.0;658.0;348.0
263.0;-1011.0;1119.0;1014.0;-868.0;765.0;187.0
573.0;-825.0;921.0;916.0;-884.0;509.0;203.0
59.0;-1251.0;1203.0;1264.0;-1122.0;994.0;218.0
401.0;-963.0;1153.0;916.0;-789.0;770.0;21.0
336.0;-808.0;1236.0;773.0;-642.0;1015.0;334.0
158.0;-918.0;1012.0;937.0;-908.0;666.0;108.0
210.0;-1031.0;1194.0;936.0;-869.0;666.0;109.0
259.0;-889.0;1036.0;842.0;-805.0;857.0;160.0
210.0;-893.0;1188.0;858.0;-824.0;930.0;152.0
167.0;-1007.0;910.0;966.0;-843.0;642.0;109.0
278.0;-842.0;971.0;912.0;-794.0;598.0;-42.0
267.0;-1004.0;1081.0;1037.0;-873.0;735.0;184.0
236.0;-1020.0;1016.0;1048.0;-797.0;563.0;222.0
285.0;-990.0;1080.0;1033.0;-844.0;766.0;158.0
310.0;-936.0;1002.0;1027.0;-825.0;533.0;158.0
269.0;-856.0;971.0;866.0;-752.0;801.0;189.0
275.0;-786.0;1090.0;839.0;-683.0;1029.0;182.0
280.0;-765.0;869.0;771.0;-630.0;616.0;255.0
255.0;-974.0;994.0;744.0;-436.0;396.0;89.0
170.0;-1060.0;1120.0;959.0;-610.0;359.0;-15.0
376.0;-807.0;994.0;836.0;-667.0;799.0;247.0
50.0;-1005.0;1284.0;903.0;-572.0;412.0;16.0
-73.0;-966.0;1123.0;733.0;-589.0;430.0;-160.0
116.0;-935.0;1172.0;938.0;-591.0;551.0;-64.0
243.0;-976.0;1081.0;996.0;-836.0;759.0;167.0
477.0;-931.0;1039.0;740.0;-611.0;606.0;398.0
438.0;-927.0;1000.0;702.0;-592.0;498.0;294.0
232.0;-1018.0;1165.0;724.0;-463.0;366.0;146.0
260.0;-1002.0;1132.0;794.0;-427.0;359.0;146.0
341.0;-827.0;1049.0;989.0;-653.0;598.0;10.0
243.0;-959.0;1101.0;997.0;-834.0;746.0;199.0
196.0;-866.0;907.0;844.0;-805.0;701.0;112.0
258.0;-1003.0;1061.0;997.0;-855.0;765.0;209.0
236.0;-798.0;950.0;819.0;-733.0;766.0;134.0
172.0;-787.0;987.0;889.0;-711.0;971.0;142.0
198.0;-845.0;1075.0;935.0;-717.0;677.0;-33.0
196.0;-855.0;1042.0;957.0;-729.0;662.0;-30.0
267.0;-983.0;1082.0;974.0;-831.0;761.0;221.0
281.0;-989.0;1099.0;989.0;-840.0;745.0;188.0
79.0;-969.0;1192.0;1183.0;-794.0;416.0;-96.0
107.0;-791.0;1077.0;725.0;-507.0;794.0;112.0
-45.0;-836.0;867.0;605.0;-401.0;642.0;-222.0
184.0;-876.0;949.0;688.0;-552.0;612.0;92.0
155.0;-864.0;942.0;717.0;-553.0;492.0;56.0
-78.0;-954.0;1049.0;689.0;-377.0;332.0;-302.0
65.0;-838.0;923.0;630.0;-507.0;210.0;-232.0
-19.0;-1095.0;951.0;719.0;-850.0;185.0;-256.0
183.0;-951.0;927.0;807.0;-723.0;423.0;-93.0
199.0;-884.0;1040.0;903.0;-600.0;473.0;-38.0
197.0;-855.0;1040.0;968.0;-564.0;468.0;-3.0
-79.0;-902.0;1056.0;927.0;-513.0;533.0;-159.0
266.0;-968.0;1073.0;992.0;-835.0;766.0;198.0
256.0;-974.0;1085.0;988.0;-842.0;752.0;199.0
152.0;-865.0;920.0;845.0;-817.0;717.0;82.0
157.0;-811.0;931.0;821.0;-758.0;724.0;113.0
155.0;-798.0;958.0;801.0;-738.0;740.0;123.0
237.0;-899.0;1127.0;1041.0;-815.0;707.0;77.0
181.0;-1087.0;1079.0;1056.0;-971.0;707.0;-82.0
-9.0;-1294.0;1301.0;921.0;-1153.0;839.0;212.0
234.0;-1016.0;1117.0;949.0;-928.0;923.0;134.0
178.0;-1032.0;871.0;999.0;-943.0;655.0;83.0
256.0;-987.0;1070.0;989.0;-851.0;754.0;206.0
303.0;-855.0;774.0;802.0;-752.0;460.0;136.0
270.0;-987.0;1077.0;991.0;-850.0;754.0;211.0
304.0;-961.0;968.0;878.0;-885.0;681.0;118.0
233.0;-1177.0;913.0;939.0;-1108.0;574.0;44.0
174.0;-967.0;1044.0;989.0;-923.0;737.0;75.0
-554.0;-1225.0;738.0;767.0;237.0;528.0;399.0
404.0;-793.0;878.0;848.0;-669.0;643.0;303.0
336.0;-863.0;879.0;847.0;-778.0;485.0;186.0
247.0;-1035.0;1010.0;918.0;-948.0;719.0;-32.0
196.0;-957.0;891.0;902.0;-898.0;675.0;91.0
240.0;-866.0;936.0;837.0;-822.0;736.0;170.0
194.0;-803.0;965.0;825.0;-755.0;751.0;122.0
135.0;-753.0;998.0;784.0;-702.0;849.0;130.0
205.0;-904.0;1018.0;952.0;-763.0;717.0;-81.0
187.0;-936.0;1059.0;996.0;-894.0;731.0;128.0
242.0;-882.0;1090.0;1025.0;-857.0;754.0;143.0
237.0;-891.0;1120.0;1046.0;-885.0;740.0;140.0
288.0;-977.0;1080.0;971.0;-841.0;745.0;215.0
258.0;-975.0;1068.0;977.0;-845.0;760.0;232.0
166.0;-826.0;921.0;793.0;-751.0;717.0;208.0
162.0;-791.0;928.0;799.0;-708.0;830.0;198.0
247.0;-972.0;1089.0;968.0;-841.0;741.0;233.0
266.0;-973.0;1081.0;979.0;-836.0;743.0;246.0
274.0;-971.0;1079.0;981.0;-833.0;750.0;233.0
-58.0;-901.0;1030.0;881.0;-612.0;809.0;228.0
361.0;-736.0;1173.0;849.0;-619.0;920.0;301.0
256.0;-971.0;1064.0;990.0;-837.0;727.0;240.0
60.0;-951.0;982.0;1017.0;-860.0;648.0;-23.0
179.0;-810.0;1425.0;1094.0;-765.0;969.0;117.0
258.0;-850.0;1161.0;837.0;-801.0;727.0;57.0
296.0;-975.0;1070.0;971.0;-835.0;746.0;248.0
283.0;-974.0;1067.0;982.0;-837.0;737.0;242.0
290.0;-971.0;1060.0;984.0;-835.0;734.0;260.0
174.0;-964.0;884.0;902.0;-901.0;698.0;162.0
161.0;-883.0;902.0;825.0;-822.0;796.0;204.0
119.0;-811.0;968.0;819.0;-750.0;839.0;152.0
311.0;-970.0;1075.0;960.0;-827.0;733.0;253.0
291.0;-969.0;1079.0;960.0;-827.0;735.0;264.0
298.0;-969.0;1080.0;978.0;-826.0;746.0;258.0
290.0;-974.0;1073.0;980.0;-829.0;750.0;268.0
156.0;-902.0;933.0;671.0;-716.0;508.0;132.0
296.0;-1031.0;942.0;964.0;-927.0;587.0;-102.0
282.0;-970.0;1061.0;990.0;-827.0;730.0;271.0
297.0;-960.0;1059.0;978.0;-819.0;751.0;256.0
234.0;-891.0;1171.0;873.0;-751.0;817.0;129.0
256.0;-964.0;1079.0;988.0;-826.0;748.0;239.0
268.0;-960.0;1081.0;969.0;-823.0;766.0;251.0
282.0;-963.0;1062.0;976.0;-826.0;758.0;243.0
286.0;-972.0;1066.0;981.0;-833.0;754.0;245.0
271.0;-863.0;881.0;786.0;-785.0;563.0;57.0
296.0;-775.0;861.0;787.0;-682.0;558.0;119.0
306.0;-776.0;830.0;784.0;-660.0;606.0;158.0
318.0;-780.0;886.0;784.0;-660.0;691.0;210.0
351.0;-763.0;998.0;769.0;-645.0;771.0;228.0
286.0;-971.0;1090.0;972.0;-834.0;727.0;240.0
250.0;-973.0;1077.0;987.0;-841.0;763.0;217.0
119.0;-1000.0;1127.0;889.0;-601.0;746.0;109.0
230.0;-973.0;1077.0;999.0;-843.0;755.0;219.0
-80.0;-955.0;1216.0;759.0;-408.0;1029.0;265.0
309.0;-965.0;1064.0;607.0;-355.0;304.0;98.0
-160.0;-989.0;1047.0;479.0;-505.0;428.0;-8.0
53.0;-965.0;1079.0;614.0;-304.0;245.0;-146.0
255.0;-941.0;1075.0;699.0;-212.0;331.0;70.0
309.0;-982.0;1029.0;559.0;-195.0;127.0;160.0
453.0;-964.0;951.0;589.0;-593.0;196.0;13.0
291.0;-1007.0;1003.0;660.0;-484.0;245.0;102.0
322.0;-1035.0;1087.0;751.0;-548.0;300.0;163.0
339.0;-1010.0;981.0;784.0;-508.0;210.0;221.0
280.0;-980.0;1001.0;828.0;-489.0;290.0;115.0
244.0;-936.0;1028.0;908.0;-362.0;277.0;172.0
335.0;-989.0;999.0;817.0;-408.0;221.0;224.0
538.0;-880.0;935.0;430.0;-82.0;-31.0;380.0
116.0;-876.0;1312.0;1073.0;-679.0;733.0;210.0
479.0;-865.0;1001.0;547.0;-93.0;170.0;377.0
237.0;-942.0;1101.0;763.0;-328.0;494.0;253.0
128.0;-860.0;871.0;822.0;-825.0;738.0;120.0
149.0;-802.0;946.0;764.0;-750.0;748.0;124.0
274.0;-990.0;1085.0;626.0;-480.0;494.0;184.0
365.0;-998.0;1010.0;556.0;-560.0;342.0;109.0
726.0;-824.0;907.0;558.0;-453.0;13.0;425.0
178.0;-934.0;1109.0;766.0;40.0;693.0;365.0
263.0;-1003.0;1100.0;649.0;-463.0;520.0;168.0
296.0;-963.0;1059.0;613.0;-344.0;323.0;152.0
128.0;-915.0;1065.0;1009.0;-872.0;764.0;-67.0
178.0;-1084.0;1006.0;762.0;-870.0;683.0;201.0
178.0;-1049.0;969.0;772.0;-813.0;653.0;234.0
257.0;-975.0;1069.0;976.0;-843.0;764.0;208.0
255.0;-971.0;1092.0;972.0;-838.0;772.0;223.0
275.0;-972.0;1079.0;985.0;-840.0;769.0;230.0
269.0;-963.0;1070.0;985.0;-830.0;754.0;251.0
242.0;-976.0;1091.0;970.0;-845.0;746.0;218.0
175.0;-1013.0;882.0;850.0;-954.0;650.0;32.0
142.0;-862.0;868.0;791.0;-814.0;745.0;107.0
135.0;-783.0;941.0;755.0;-736.0;746.0;98.0
248.0;-972.0;1075.0;985.0;-841.0;744.0;218.0
270.0;-973.0;1081.0;990.0;-843.0;764.0;209.0
271.0;-979.0;1077.0;990.0;-847.0;764.0;220.0
269.0;-977.0;1098.0;998.0;-842.0;772.0;232.0
253.0;-977.0;1074.0;971.0;-847.0;759.0;229.0
244.0;-975.0;1069.0;971.0;-840.0;770.0;228.0
260.0;-966.0;1103.0;971.0;-837.0;766.0;220.0
230.0;-988.0;1074.0;994.0;-862.0;745.0;176.0
237.0;-981.0;1100.0;998.0;-849.0;770.0;186.0
247.0;-989.0;1079.0;1000.0;-861.0;769.0;193.0
236.0;-982.0;1070.0;985.0;-854.0;761.0;211.0
238.0;-966.0;1070.0;966.0;-840.0;771.0;217.0
265.0;-962.0;1106.0;988.0;-836.0;742.0;208.0
269.0;-993.0;1048.0;973.0;-863.0;799.0;174.0
273.0;-973.0;1109.0;992.0;-848.0;691.0;218.0
274.0;-1015.0;1053.0;1004.0;-881.0;752.0;209.0
266.0;-965.0;1071.0;976.0;-824.0;746.0;262.0
303.0;-975.0;1082.0;977.0;-842.0;754.0;237.0
-74.0;-1175.0;1035.0;873.0;-1056.0;750.0;-160.0
156.0;-994.0;1164.0;930.0;-606.0;762.0;234.0
272.0;-972.0;1071.0;980.0;-832.0;743.0;262.0
272.0;-969.0;1053.0;971.0;-832.0;747.0;238.0
282.0;-966.0;1080.0;980.0;-827.0;740.0;243.0
267.0;-948.0;1040.0;973.0;-817.0;766.0;233.0
267.0;-952.0;1081.0;949.0;-816.0;782.0;239.0
278.0;-979.0;1107.0;968.0;-843.0;781.0;252.0
178.0;-969.0;1147.0;1011.0;-628.0;678.0;45.0
202.0;-878.0;855.0;830.0;-837.0;655.0;57.0
161.0;-980.0;1179.0;990.0;-587.0;692.0;34.0
296.0;-817.0;830.0;758.0;-709.0;571.0;160.0
265.0;-737.0;863.0;732.0;-614.0;606.0;194.0
303.0;-712.0;933.0;731.0;-578.0;660.0;230.0
137.0;-994.0;1174.0;966.0;-542.0;706.0;35.0
668.0;-721.0;1020.0;1013.0;-407.0;618.0;561.0
383.0;-907.0;1020.0;1040.0;-654.0;568.0;229.0
327.0;-1014.0;1155.0;987.0;-854.0;811.0;303.0
247.0;-983.0;1088.0;1003.0;-847.0;759.0;187.0
247.0;-981.0;1081.0;1010.0;-848.0;747.0;190.0
218.0;-985.0;1041.0;941.0;-874.0;748.0;169.0
137.0;-1010.0;1119.0;1026.0;-922.0;761.0;63.0
48.0;-1011.0;1093.0;1050.0;-662.0;604.0;247.0
135.0;-760.0;1224.0;849.0;-681.0;1018.0;174.0
161.0;-994.0;1109.0;989.0;-891.0;766.0;100.0
257.0;-801.0;869.0;808.0;-712.0;582.0;56.0
267.0;-775.0;870.0;798.0;-660.0;612.0;202.0
195.0;-1014.0;1095.0;1030.0;-950.0;814.0;180.0
302.0;-758.0;932.0;774.0;-639.0;690.0;230.0
437.0;-731.0;1029.0;794.0;-624.0;832.0;246.0
206.0;-988.0;1080.0;985.0;-866.0;795.0;129.0
190.0;-978.0;1089.0;981.0;-847.0;781.0;124.0
153.0;-987.0;1110.0;1003.0;-915.0;877.0;73.0
129.0;-886.0;884.0;945.0;-835.0;653.0;-9.0
128.0;-830.0;916.0;872.0;-759.0;721.0;43.0
138.0;-814.0;950.0;880.0;-752.0;730.0;70.0
127.0;-821.0;982.0;871.0;-752.0;739.0;45.0
612.0;-690.0;910.0;544.0;-309.0;320.0;452.0
89.0;-992.0;1020.0;878.0;-851.0;753.0;-17.0
131.0;-851.0;1003.0;898.0;-781.0;683.0;27.0
44.0;-944.0;1065.0;989.0;-859.0;764.0;-21.0
426.0;-946.0;984.0;823.0;-604.0;498.0;311.0
15.0;-1023.0;1163.0;937.0;-796.0;825.0;19.0
78.0;-1001.0;1127.0;955.0;-787.0;726.0;-1.0
93.0;-987.0;1113.0;992.0;-794.0;721.0;-102.0
122.0;-973.0;1118.0;920.0;-739.0;694.0;-21.0
157.0;-817.0;858.0;726.0;-759.0;744.0;133.0
881.0;-952.0;1173.0;626.0;-530.0;-87.0;259.0
234.0;-931.0;1386.0;1168.0;-817.0;806.0;193.0
120.0;-786.0;1029.0;1251.0;-718.0;551.0;-81.0
110.0;-902.0;1215.0;934.0;-629.0;657.0;113.0
203.0;-1017.0;1106.0;979.0;-757.0;642.0;-98.0
160.0;-1047.0;1081.0;1011.0;-741.0;624.0;-60.0
-91.0;-925.0;1098.0;1044.0;-812.0;770.0;17.0
-17.0;-930.0;1101.0;945.0;-833.0;797.0;18.0
253.0;-858.0;1016.0;968.0;-782.0;730.0;-56.0
425.0;-979.0;1039.0;977.0;-893.0;559.0;98.0
324.0;-986.0;1020.0;1025.0;-899.0;606.0;81.0
151.0;-1124.0;1024.0;1218.0;-1028.0;671.0;91.0
301.0;-879.0;1150.0;918.0;-821.0;785.0;-108.0
303.0;-1004.0;1030.0;967.0;-686.0;612.0;375.0
254.0;-1033.0;1015.0;905.0;-897.0;559.0;20.0
318.0;-866.0;1049.0;940.0;-833.0;573.0;-46.0
461.0;-903.0;1131.0;1113.0;-806.0;541.0;121.0
156.0;-873.0;848.0;784.0;-828.0;719.0;179.0
135.0;-787.0;916.0;754.0;-741.0;788.0;141.0
357.0;-869.0;1221.0;939.0;-672.0;522.0;235.0
349.0;-989.0;1216.0;960.0;-783.0;891.0;281.0
448.0;-977.0;971.0;914.0;-794.0;710.0;221.0
565.0;-1010.0;965.0;921.0;-787.0;363.0;239.0
300.0;-1002.0;1105.0;1107.0;-664.0;601.0;292.0
299.0;-1161.0;1085.0;954.0;-859.0;598.0;171.0
297.0;-1021.0;1111.0;1014.0;-644.0;575.0;303.0
230.0;-755.0;1161.0;1052.0;-384.0;673.0;409.0
578.0;-863.0;1190.0;635.0;-659.0;624.0;240.0
451.0;-879.0;1086.0;861.0;-715.0;425.0;151.0
554.0;-840.0;1000.0;1042.0;-665.0;358.0;138.0
152.0;-1106.0;1147.0;1035.0;-960.0;722.0;177.0
452.0;-891.0;1070.0;945.0;-856.0;455.0;79.0
298.0;-685.0;912.0;747.0;-547.0;709.0;207.0
591.0;-1001.0;1134.0;939.0;-571.0;474.0;476.0
443.0;-909.0;1038.0;877.0;-760.0;635.0;307.0
496.0;-920.0;1000.0;908.0;-738.0;616.0;365.0
404.0;-941.0;981.0;886.0;-760.0;578.0;311.0
211.0;-876.0;857.0;795.0;-818.0;632.0;132.0
198.0;-781.0;917.0;754.0;-732.0;704.0;145.0
75.0;-976.0;1176.0;889.0;-648.0;782.0;38.0
394.0;-932.0;1010.0;936.0;-756.0;701.0;277.0
399.0;-947.0;1040.0;976.0;-781.0;680.0;259.0
214.0;-770.0;1106.0;803.0;-742.0;1011.0;63.0
227.0;-926.0;1059.0;886.0;-862.0;660.0;-6.0
156.0;-981.0;1133.0;967.0;-674.0;707.0;-48.0
347.0;-834.0;937.0;800.0;-690.0;743.0;256.0
-19.0;-894.0;1109.0;893.0;-675.0;680.0;-235.0
122.0;-949.0;1079.0;816.0;-959.0;754.0;-274.0
192.0;-969.0;1007.0;976.0;-857.0;665.0;-5.0
104.0;-912.0;951.0;1161.0;-872.0;769.0;233.0
328.0;-938.0;1100.0;919.0;-764.0;814.0;336.0
324.0;-948.0;1060.0;922.0;-785.0;754.0;333.0
342.0;-983.0;998.0;939.0;-873.0;668.0;206.0
330.0;-1008.0;1016.0;926.0;-911.0;643.0;170.0
-64.0;-1036.0;1130.0;1067.0;-937.0;792.0;-111.0
-19.0;-1031.0;1137.0;1058.0;-859.0;869.0;6.0
334.0;-1023.0;1021.0;933.0;-935.0;639.0;146.0
327.0;-1014.0;1019.0;962.0;-937.0;646.0;146.0
296.0;-998.0;1030.0;1003.0;-924.0;659.0;162.0
243.0;-975.0;1031.0;1028.0;-909.0;698.0;191.0
176.0;-996.0;1012.0;1038.0;-894.0;758.0;221.0
92.0;-986.0;1121.0;981.0;-813.0;707.0;38.0
-17.0;-987.0;1032.0;1083.0;-811.0;845.0;56.0
-16.0;-1048.0;1109.0;965.0;-792.0;721.0;132.0
142.0;-733.0;1065.0;822.0;-662.0;967.0;143.0
127.0;-916.0;974.0;805.0;-883.0;769.0;73.0
82.0;-983.0;1108.0;992.0;-798.0;744.0;17.0
-62.0;-1012.0;1104.0;1005.0;-900.0;845.0;-55.0
101.0;-976.0;1125.0;961.0;-799.0;735.0;5.0
-97.0;-954.0;1088.0;933.0;-817.0;703.0;-323.0
86.0;-896.0;1130.0;919.0;-788.0;870.0;121.0
265.0;-724.0;969.0;710.0;-640.0;675.0;135.0
