Accelerometer RKN_ accY;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE Nav_Ay;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Ax
1157.0;?;-1023;38.0;1017.0;-797.0;-59
1204.0;?;-691;219.0;2542.0;-771.0;-643
1777.0;1000.0;-1381;1425.0;-752.0;-779.0;101
1572.0;556.0;-2742;502.0;?;-801.0;899
1529.0;1217.0;-1882;-188.0;1603.0;-661.0;203
?;1511.0;-907;-376.0;-1016.0;-532.0;-1
?;1079.0;-873;602.0;-861.0;-376.0;-180
?;847.0;-707;-163.0;-544.0;-400.0;-257
?;652.0;-436;215.0;-48.0;-378.0;?
?;511.0;-144;276.0;-171.0;-371.0;?
?;524.0;13;363.0;-110.0;-359.0;?
?;697.0;515;309.0;45.0;-445.0;?
?;753.0;1846;461.0;188.0;-560.0;?
?;781.0;2757;482.0;197.0;-620.0;?
?;911.0;3103;373.0;272.0;-554.0;?
?;1303.0;2000;418.0;163.0;-614.0;?
?;1403.0;407;373.0;100.0;-928.0;?
?;1225.0;313;512.0;354.0;-579.0;?
?;1570.0;147;418.0;358.0;-744.0;?
?;1240.0;856;857.0;1078.0;-1023.0;?
902.0;783.0;1003;430.0;1350.0;-654.0;?
1094.0;925.0;-39;528.0;-182.0;-588.0;?
1005.0;1262.0;178;324.0;-228.0;-562.0;?
1015.0;1102.0;247;-336.0;-150.0;-498.0;?
1158.0;760.0;?;12.0;-190.0;-329.0;-178
927.0;633.0;?;64.0;-488.0;-387.0;67
1023.0;755.0;?;76.0;-395.0;-420.0;-42
952.0;830.0;?;5.0;-414.0;-454.0;-13
940.0;855.0;?;-88.0;-334.0;-420.0;-30
937.0;909.0;?;-168.0;-314.0;-488.0;30
941.0;875.0;?;-262.0;-446.0;-601.0;13
?;930.0;?;-317.0;-560.0;-582.0;117
?;1159.0;?;-73.0;75.0;-767.0;25
?;1230.0;-282;490.0;1403.0;-950.0;-4
?;1293.0;-410;-71.0;1435.0;-536.0;119
?;1428.0;-192;782.0;1984.0;-839.0;-362
?;1161.0;-771;1635.0;-694.0;-889.0;-391
?;536.0;-908;-399.0;396.0;-819.0;91
?;950.0;-582;-219.0;1572.0;-697.0;95
?;1445.0;-997;-481.0;-230.0;-517.0;-61
?;1203.0;-993;1006.0;-481.0;-461.0;-129
?;879.0;-670;159.0;-427.0;-381.0;-100
?;691.0;-537;-111.0;-102.0;-376.0;98
?;493.0;-225;476.0;-80.0;-443.0;316
?;?;-148;330.0;-145.0;-320.0;181
?;?;384;264.0;-28.0;-463.0;-86
?;792.0;1062;341.0;109.0;-616.0;-313
?;820.0;1079;396.0;182.0;-697.0;-485
1379.0;951.0;2709;344.0;216.0;-710.0;-182
994.0;1415.0;3701;552.0;146.0;?;-134
-25.0;1417.0;?;457.0;?;?;-1175
922.0;1102.0;?;427.0;?;?;193
743.0;1408.0;?;510.0;?;?;1664
2004.0;1376.0;?;554.0;?;?;-1009
874.0;818.0;?;614.0;?;-773.0;-1023
1036.0;923.0;?;810.0;?;-767.0;468
1043.0;1170.0;173;659.0;?;-577.0;-231
931.0;1100.0;181;122.0;?;-525.0;-3
1195.0;828.0;160;-96.0;?;-451.0;-23
900.0;778.0;?;181.0;?;-454.0;-143
1052.0;720.0;?;10.0;?;-424.0;37
1011.0;772.0;?;-116.0;?;-442.0;-94
955.0;795.0;?;19.0;?;-363.0;3
1002.0;831.0;?;-50.0;?;-519.0;-59
916.0;831.0;?;-169.0;?;-572.0;-86
936.0;792.0;?;-173.0;?;-636.0;113
1047.0;1089.0;?;-317.0;?;-687.0;-21
1084.0;1355.0;?;539.0;?;-986.0;277
1143.0;1434.0;?;460.0;1952.0;-669.0;95
1162.0;1339.0;?;-114.0;2444.0;-829.0;-472
1786.0;1107.0;?;1500.0;-234.0;-771.0;265
1693.0;720.0;?;440.0;276.0;-759.0;509
1421.0;1262.0;?;-11.0;1889.0;-590.0;706
1339.0;1412.0;?;-971.0;24.0;-422.0;606
814.0;1069.0;?;1476.0;-672.0;-338.0;-264
666.0;854.0;?;210.0;-561.0;-345.0;-147
408.0;683.0;?;65.0;-74.0;-335.0;84
406.0;482.0;?;233.0;-41.0;-336.0;42
364.0;510.0;-188;303.0;-91.0;-321.0;-197
386.0;733.0;422;294.0;-47.0;?;-324
490.0;799.0;1770;313.0;31.0;-499.0;-1041
694.0;783.0;3187;279.0;72.0;-587.0;-855
1127.0;936.0;3521;393.0;213.0;-392.0;?
1381.0;1345.0;2807;481.0;?;-656.0;-685
302.0;1271.0;248;592.0;?;-987.0;-1623
855.0;1259.0;-686;499.0;257.0;-367.0;-255
690.0;1636.0;1137;467.0;479.0;-865.0;963
1912.0;1027.0;1208;491.0;910.0;-838.0;?
1445.0;720.0;273;737.0;1624.0;-571.0;?
797.0;1226.0;85;668.0;1093.0;-521.0;?
1046.0;?;72;286.0;-185.0;-488.0;?
838.0;?;96;3.0;10.0;-380.0;?
1117.0;741.0;?;7.0;-209.0;-326.0;?
979.0;689.0;?;93.0;-418.0;-349.0;?
1077.0;791.0;?;114.0;?;-346.0;?
981.0;765.0;?;-121.0;?;-366.0;?
1015.0;769.0;?;-9.0;?;-401.0;?
997.0;840.0;?;-155.0;?;-486.0;?
?;829.0;?;-256.0;?;-579.0;?
?;1010.0;?;-316.0;?;-518.0;?
?;1240.0;?;-3.0;?;-730.0;?
?;1313.0;?;533.0;?;-962.0;-73
?;1429.0;?;-25.0;?;-661.0;-174
?;1423.0;?;1395.0;?;-838.0;-569
?;765.0;?;741.0;-1298.0;-763.0;-20
?;734.0;-907;-219.0;753.0;-761.0;90
1464.0;1379.0;-534;-559.0;741.0;-570.0;-52
1128.0;1275.0;-1071;454.0;-1356.0;-369.0;-77
744.0;985.0;-761;199.0;-469.0;-299.0;-203
490.0;755.0;-550;-160.0;-402.0;-330.0;-82
399.0;523.0;-462;233.0;-151.0;-366.0;42
305.0;442.0;-317;330.0;-198.0;-382.0;?
307.0;547.0;-38;323.0;-43.0;-351.0;-124
323.0;804.0;440;281.0;48.0;-399.0;-223
467.0;861.0;1243;434.0;32.0;-441.0;-523
747.0;818.0;2723;290.0;117.0;-568.0;-400
1583.0;920.0;3286;389.0;260.0;-517.0;-693
679.0;1304.0;2017;602.0;160.0;-487.0;-602
178.0;1318.0;331;486.0;157.0;-840.0;1750
819.0;1077.0;-2013;475.0;293.0;-676.0;1385
1215.0;1052.0;-2291;536.0;478.0;-827.0;-1967
1856.0;1630.0;190;615.0;1033.0;-920.0;-1963
694.0;1198.0;975;772.0;1663.0;-663.0;-252
1203.0;949.0;177;428.0;747.0;-650.0;?
?;1303.0;65;213.0;-206.0;-562.0;-165
?;1080.0;192;-120.0;99.0;-449.0;20
?;756.0;132;-21.0;-390.0;-361.0;-135
?;599.0;?;242.0;-442.0;-366.0;-92
?;701.0;?;-24.0;?;-424.0;-56
?;808.0;?;1.0;?;-369.0;-102
?;850.0;?;-59.0;?;-371.0;-60
?;915.0;?;-195.0;?;-339.0;-131
?;814.0;?;-192.0;?;-458.0;-16
?;785.0;?;-117.0;?;-450.0;-11
?;943.0;37;-362.0;?;-494.0;-13
1183.0;1109.0;-251;510.0;?;-840.0;298
1152.0;1127.0;-9;14.0;?;-1055.0;-168
1464.0;1381.0;?;351.0;?;-514.0;-575
1795.0;1633.0;?;1828.0;?;-1167.0;-596
1448.0;1042.0;?;-326.0;?;-691.0;-45
1322.0;592.0;?;196.0;?;-902.0;872
1037.0;1250.0;?;-155.0;?;-681.0;261
613.0;1453.0;?;1215.0;-1452.0;-520.0;?
386.0;1096.0;?;-399.0;-326.0;-393.0;?
392.0;944.0;?;253.0;-346.0;-364.0;?
389.0;719.0;?;11.0;77.0;-399.0;?
408.0;543.0;?;484.0;-124.0;-400.0;?
433.0;536.0;?;351.0;48.0;-405.0;?
578.0;605.0;?;412.0;103.0;-506.0;?
773.0;699.0;?;390.0;155.0;-489.0;?
1360.0;809.0;?;449.0;96.0;-459.0;?
1198.0;911.0;?;414.0;126.0;-426.0;-1089
263.0;988.0;2628;301.0;73.0;-458.0;-651
1054.0;1060.0;1432;409.0;-23.0;-339.0;-593
104.0;974.0;2275;356.0;289.0;-510.0;-1269
2198.0;866.0;-386;667.0;537.0;-869.0;690
1674.0;842.0;-2370;493.0;709.0;-867.0;295
646.0;1547.0;1641;1135.0;1940.0;-1051.0;-2467
1043.0;1794.0;963;723.0;791.0;-907.0;?
993.0;900.0;-156;405.0;-497.0;-852.0;?
1130.0;1195.0;516;-273.0;109.0;-717.0;?
1008.0;1110.0;-70;-242.0;-170.0;-530.0;?
883.0;996.0;198;258.0;-423.0;-523.0;-121
1105.0;782.0;108;-98.0;-414.0;-481.0;-63
880.0;736.0;73;-16.0;-413.0;-548.0;-24
944.0;842.0;160;-15.0;-369.0;-568.0;-75
936.0;922.0;84;-197.0;-268.0;-503.0;-31
919.0;945.0;68;-281.0;-244.0;-442.0;-98
1009.0;799.0;84;-242.0;-179.0;-437.0;-53
1079.0;725.0;136;121.0;?;-497.0;13
1005.0;781.0;99;284.0;?;-534.0;39
1189.0;966.0;118;291.0;?;-478.0;0
1206.0;1093.0;-58;-170.0;?;-409.0;-57
2235.0;1021.0;70;437.0;?;-326.0;-18
1448.0;713.0;-88;938.0;?;-390.0;81
1519.0;600.0;-256;489.0;?;-245.0;89
1045.0;697.0;-101;-1050.0;?;-504.0;31
745.0;667.0;-884;1842.0;1408.0;-718.0;-20
428.0;651.0;-202;-118.0;-916.0;-1314.0;-93
417.0;1073.0;-1491;-47.0;-740.0;-858.0;?
374.0;1947.0;?;444.0;-370.0;-768.0;?
422.0;1784.0;?;289.0;-49.0;-744.0;-44
354.0;1164.0;?;55.0;58.0;-702.0;272
620.0;1045.0;-380;552.0;193.0;-575.0;335
1329.0;1297.0;-352;174.0;592.0;-572.0;-109
903.0;1416.0;-1617;284.0;486.0;-764.0;1275
1216.0;1694.0;-1301;-61.0;280.0;-595.0;905
1578.0;1312.0;-434;80.0;-470.0;-553.0;-537
439.0;1052.0;-646;1194.0;-271.0;-473.0;65
-146.0;1081.0;-193;513.0;1356.0;-367.0;210
?;927.0;-144;791.0;?;-432.0;-63
?;?;59;-975.0;?;-468.0;328
?;?;1104;-261.0;?;-397.0;19
?;?;1380;1274.0;?;-429.0;-840
?;626.0;1384;359.0;?;?;-405
?;754.0;1313;?;?;?;-294
?;794.0;1282;?;?;?;-456
?;706.0;1676;?;?;?;578
?;758.0;-195;?;?;?;-1681
?;748.0;-1724;?;?;?;?
?;780.0;-92;?;?;?;1861
?;1192.0;-120;?;?;?;-386
?;1749.0;-1297;?;?;?;-1040
?;1700.0;-457;?;?;?;99
?;1177.0;276;?;?;?;-180
?;?;91;?;?;-478.0;112
?;?;83;?;?;-461.0;-69
?;?;77;?;?;-541.0;-61
?;?;93;-46.0;?;-419.0;1
?;?;-47;-63.0;?;-442.0;34
?;?;43;-249.0;-206.0;-383.0;37
?;?;-232;-323.0;-31.0;-519.0;119
?;?;-593;337.0;84.0;-727.0;-33
?;?;-780;551.0;894.0;-684.0;-159
928.0;?;-1851;?;652.0;-455.0;632
1058.0;?;-1252;?;885.0;-824.0;365
1022.0;?;-332;?;921.0;-642.0;-298
907.0;?;-562;?;798.0;-326.0;150
1638.0;?;42;?;445.0;-520.0;?
1223.0;?;369;?;567.0;-585.0;?
502.0;?;1079;?;1262.0;-523.0;?
361.0;?;2366;?;-624.0;-337.0;?
?;?;1753;?;635.0;-482.0;?
?;?;2205;1140.0;457.0;-79.0;?
?;?;1961;-1311.0;-1070.0;-709.0;?
?;?;-783;613.0;-97.0;-547.0;-1620
565.0;651.0;296;889.0;81.0;-1218.0;-743
833.0;1474.0;189;84.0;389.0;-1160.0;21
1017.0;1846.0;-1097;69.0;436.0;-490.0;-530
996.0;1730.0;465;480.0;574.0;-593.0;17
757.0;674.0;283;571.0;513.0;-584.0;50
502.0;853.0;102;474.0;801.0;-537.0;25
612.0;1021.0;230;690.0;1150.0;-489.0;-68
656.0;1011.0;26;732.0;863.0;-512.0;24
654.0;989.0;?;104.0;-351.0;-395.0;81
822.0;787.0;?;-207.0;-537.0;-611.0;104
1687.0;658.0;?;251.0;-203.0;-737.0;38
1278.0;572.0;?;-205.0;-428.0;-566.0;?
1095.0;1002.0;-1448;-235.0;-194.0;-1170.0;?
1028.0;?;-2114;-528.0;-80.0;-354.0;?
244.0;?;-1472;121.0;49.0;-604.0;?
1369.0;?;-347;512.0;427.0;-421.0;389
1027.0;?;114;521.0;200.0;-428.0;285
816.0;?;127;447.0;486.0;-435.0;146
998.0;?;480;372.0;890.0;-431.0;136
1009.0;?;1340;414.0;1526.0;-501.0;-326
?;?;2490;1019.0;1438.0;-415.0;68
?;?;2114;29.0;-46.0;-289.0;-565
?;?;1865;1458.0;1501.0;-196.0;-316
?;?;?;-484.0;-1227.0;-670.0;2405
?;?;?;380.0;-299.0;-597.0;1492
?;?;?;824.0;-95.0;-826.0;-358
?;?;?;265.0;584.0;-602.0;?
376.0;?;?;322.0;339.0;-609.0;?
-25.0;1366.0;?;288.0;636.0;-497.0;?
615.0;887.0;?;689.0;620.0;-551.0;?
840.0;840.0;?;465.0;991.0;-471.0;?
919.0;878.0;?;824.0;869.0;-501.0;?
776.0;1163.0;?;466.0;42.0;-474.0;?
675.0;1009.0;?;-304.0;-459.0;-460.0;?
-24.0;765.0;?;174.0;-248.0;-798.0;?
2279.0;599.0;?;35.0;-230.0;-601.0;?
1391.0;694.0;-1552;-181.0;-162.0;-817.0;?
1196.0;1064.0;-2361;-580.0;-19.0;-724.0;?
724.0;1541.0;-1300;-107.0;-252.0;-730.0;-474
197.0;1609.0;-426;387.0;316.0;-524.0;173
1254.0;1081.0;-172;572.0;541.0;-397.0;435
752.0;899.0;257;628.0;668.0;-523.0;-137
1105.0;796.0;1002;468.0;949.0;-434.0;-316
913.0;824.0;1950;-96.0;565.0;-514.0;-430
1211.0;711.0;2382;363.0;474.0;-432.0;-571
1069.0;715.0;2088;1068.0;345.0;-405.0;-537
1533.0;750.0;2023;-197.0;953.0;-211.0;-199
1611.0;729.0;?;921.0;263.0;-822.0;-756
529.0;482.0;?;-155.0;-379.0;-866.0;-1500
-236.0;758.0;?;-529.0;-178.0;-853.0;683
491.0;1528.0;?;872.0;77.0;-868.0;2007
566.0;1846.0;?;554.0;342.0;-593.0;143
116.0;1488.0;?;478.0;566.0;-611.0;-176
425.0;834.0;?;466.0;691.0;-530.0;67
785.0;759.0;?;428.0;1135.0;-498.0;-175
712.0;879.0;?;885.0;1187.0;-500.0;74
1187.0;1155.0;?;296.0;29.0;-513.0;-85
705.0;1183.0;?;?;-393.0;-271.0;-4
381.0;767.0;?;?;-178.0;-482.0;135
436.0;557.0;?;?;-363.0;-829.0;59
2167.0;435.0;?;?;-576.0;-632.0;339
783.0;700.0;?;?;-89.0;-855.0;183
1721.0;1282.0;?;?;-13.0;-431.0;?
1849.0;2183.0;?;?;1.0;-588.0;?
-70.0;1236.0;?;?;654.0;-334.0;?
1271.0;724.0;?;?;831.0;-494.0;?
1032.0;678.0;?;?;585.0;-393.0;?
930.0;728.0;?;?;1299.0;-477.0;?
1250.0;887.0;?;?;?;-435.0;?
1068.0;912.0;?;?;?;-286.0;?
1822.0;702.0;?;?;-115.0;-225.0;?
1712.0;537.0;?;?;?;-390.0;?
611.0;329.0;?;?;?;-1007.0;?
-136.0;969.0;?;?;?;-1240.0;370
180.0;1670.0;930;1063.0;?;-394.0;780
519.0;1671.0;504;259.0;?;-577.0;-3
75.0;?;285;358.0;?;-543.0;-134
-48.0;?;358;648.0;761.0;-569.0;16
829.0;?;231;457.0;867.0;-452.0;-96
955.0;?;222;776.0;1577.0;-464.0;-17
1038.0;?;134;549.0;709.0;-401.0;70
859.0;?;115;-286.0;-657.0;-208.0;175
509.0;?;-421;30.0;-455.0;-383.0;-32
254.0;?;-665;498.0;-397.0;-675.0;-231
?;?;-1389;-136.0;-439.0;-1626.0;735
?;?;-2632;-137.0;-268.0;-262.0;855
?;?;-1837;-462.0;-148.0;-525.0;-136
?;?;-168;257.0;149.0;-500.0;228
348.0;?;263;441.0;626.0;-608.0;320
?;?;789;621.0;799.0;-427.0;-284
?;?;1580;470.0;940.0;-532.0;-1172
890.0;942.0;2778;-245.0;699.0;-435.0;-1081
1296.0;1065.0;2668;827.0;912.0;-337.0;-1109
1176.0;824.0;2066;396.0;34.0;-84.0;-860
1390.0;395.0;4270;1823.0;285.0;-756.0;3166
1985.0;214.0;2404;1558.0;-302.0;-668.0;2883
1105.0;904.0;-653;-1118.0;-579.0;-140.0;-505
-181.0;1676.0;615;472.0;-123.0;-910.0;140
43.0;1872.0;514;673.0;152.0;-671.0;217
591.0;1506.0;276;340.0;535.0;-500.0;-92
534.0;1017.0;451;408.0;570.0;?;52
21.0;775.0;128;634.0;1008.0;?;-199
551.0;855.0;129;724.0;1173.0;?;?
910.0;995.0;13;237.0;1074.0;?;?
1350.0;797.0;142;139.0;-260.0;?;?
762.0;559.0;46;259.0;-540.0;?;?
327.0;518.0;-331;518.0;-314.0;?;?
585.0;862.0;-921;41.0;-460.0;?;?
2556.0;1524.0;-2085;-310.0;-287.0;?;?
373.0;1706.0;-2326;-479.0;-197.0;?;?
1381.0;1441.0;-1119;-333.0;-306.0;?;?
802.0;1023.0;-328;?;361.0;?;?
333.0;910.0;74;?;897.0;?;?
1272.0;1081.0;117;?;439.0;-330.0;?
690.0;927.0;290;?;1737.0;-288.0;?
1197.0;766.0;?;?;236.0;-260.0;-536
1156.0;604.0;?;?;850.0;-250.0;-387
1526.0;572.0;?;?;1549.0;-231.0;-52
1480.0;658.0;?;?;-385.0;-214.0;-174
1263.0;717.0;?;?;-565.0;-246.0;-519
302.0;833.0;1086;?;-216.0;-210.0;30
-152.0;?;1462;?;231.0;-414.0;-460
870.0;?;5911;?;521.0;-889.0;-3111
373.0;?;2940;?;774.0;-1072.0;-3413
97.0;1903.0;-200;?;660.0;-641.0;-821
72.0;2037.0;?;?;915.0;-653.0;201
705.0;1552.0;?;?;772.0;-658.0;-169
1291.0;1170.0;?;?;-140.0;-317.0;-122
948.0;1082.0;?;?;-441.0;-410.0;-126
392.0;943.0;?;?;-160.0;-361.0;-63
325.0;789.0;?;?;-129.0;-343.0;-31
1767.0;747.0;?;?;-103.0;-348.0;-175
891.0;806.0;?;-483.0;295.0;-441.0;-157
2706.0;782.0;193;-167.0;194.0;-436.0;-152
598.0;766.0;149;40.0;390.0;-512.0;-170
363.0;863.0;132;234.0;565.0;-450.0;-142
1563.0;961.0;40;453.0;645.0;-583.0;51
794.0;1101.0;-43;404.0;515.0;-868.0;-122
1257.0;1319.0;-107;445.0;581.0;?;15
1119.0;1395.0;-348;374.0;1022.0;?;146
790.0;1252.0;-537;1076.0;1107.0;?;-409
1373.0;858.0;-987;27.0;505.0;?;44
1628.0;869.0;-2172;973.0;1350.0;?;0
639.0;1315.0;-2103;1166.0;1832.0;?;-393
-129.0;1160.0;-960;351.0;662.0;?;161
532.0;878.0;-677;-993.0;-28.0;?;110
874.0;663.0;-502;58.0;-1037.0;?;72
296.0;556.0;-412;817.0;-577.0;?;189
741.0;683.0;-383;297.0;-147.0;?;106
982.0;819.0;-129;197.0;16.0;?;161
942.0;930.0;-17;?;186.0;?;-76
1025.0;915.0;415;?;110.0;?;-230
804.0;847.0;732;?;58.0;-392.0;-265
708.0;791.0;1226;?;83.0;-423.0;-757
669.0;843.0;2929;?;84.0;-434.0;-1018
402.0;1033.0;2296;?;344.0;-410.0;-1579
555.0;1071.0;191;?;?;-483.0;-911
397.0;1117.0;388;?;?;-889.0;1496
1528.0;1074.0;451;?;?;-808.0;?
2815.0;1710.0;996;?;?;-571.0;?
2108.0;1426.0;1162;?;?;-778.0;?
775.0;865.0;?;357.0;?;?;?
1317.0;926.0;?;125.0;?;?;?
1228.0;1099.0;?;-19.0;?;?;?
1047.0;948.0;?;56.0;?;?;?
1156.0;860.0;?;-35.0;?;?;?
880.0;821.0;?;-36.0;?;?;?
934.0;849.0;?;-41.0;-229.0;?;?
887.0;784.0;?;-82.0;-207.0;?;?
?;?;?;-117.0;-191.0;?;?
?;?;74;-266.0;-178.0;?;?
945.0;945.0;42;-255.0;-129.0;?;?
1026.0;971.0;57;-88.0;196.0;?;-20
1176.0;923.0;28;130.0;705.0;?;-25
1353.0;949.0;30;416.0;1177.0;?;8
1661.0;?;60;690.0;1427.0;?;15
1399.0;?;-109;939.0;988.0;-498.0;-36
1411.0;?;-158;642.0;-463.0;-902.0;64
1218.0;?;-243;-254.0;500.0;-436.0;?
713.0;?;-465;-226.0;1487.0;-772.0;?
502.0;?;-592;171.0;-449.0;-695.0;?
348.0;?;-878;-91.0;-631.0;-627.0;-47
380.0;745.0;-920;115.0;-343.0;-534.0;424
394.0;1066.0;-604;293.0;-80.0;-510.0;341
482.0;1092.0;-613;428.0;-69.0;-436.0;-131
639.0;958.0;-757;217.0;37.0;-456.0;-52
733.0;809.0;-674;400.0;43.0;-473.0;79
863.0;750.0;-603;300.0;20.0;-444.0;88
1214.0;813.0;-434;299.0;169.0;-369.0;150
1162.0;906.0;-164;473.0;267.0;-343.0;103
440.0;872.0;-60;577.0;1.0;-349.0;173
287.0;851.0;42;311.0;52.0;-332.0;29
1033.0;986.0;-47;-236.0;-282.0;-328.0;-62
925.0;904.0;-54;-2.0;?;-314.0;-62
?;851.0;-46;316.0;?;-367.0;-39
?;886.0;?;340.0;?;-379.0;-45
?;944.0;?;408.0;2291.0;-409.0;-34
?;1001.0;?;1358.0;1094.0;-355.0;?
?;1015.0;?;716.0;55.0;-436.0;?
?;1040.0;?;-21.0;-237.0;-362.0;?
?;977.0;?;401.0;868.0;-767.0;?
?;1047.0;-249;-75.0;-373.0;-630.0;?
382.0;1300.0;-448;736.0;-399.0;-503.0;?
346.0;1490.0;-675;-1189.0;-235.0;-708.0;?
445.0;902.0;-557;743.0;-84.0;-534.0;?
382.0;707.0;-737;301.0;-316.0;-566.0;?
431.0;940.0;-812;354.0;-134.0;-562.0;?
679.0;1100.0;-580;95.0;-29.0;-480.0;?
806.0;1075.0;-734;475.0;-102.0;-470.0;16
1026.0;913.0;-796;272.0;387.0;-457.0;-28
1151.0;766.0;-753;832.0;497.0;-438.0;-29
646.0;777.0;-572;467.0;204.0;-440.0;-97
534.0;892.0;-448;287.0;?;-404.0;-140
619.0;977.0;-321;393.0;?;-398.0;-151
806.0;938.0;-146;238.0;?;-403.0;-158
1456.0;858.0;18;163.0;?;-379.0;-289
1385.0;851.0;887;263.0;?;-338.0;-509
1024.0;840.0;1557;353.0;?;-417.0;-626
886.0;839.0;2005;322.0;?;?;-1356
1036.0;948.0;1485;308.0;?;?;-607
1060.0;983.0;-586;?;?;?;1370
1000.0;1040.0;-2;383.0;?;?;614
1090.0;1421.0;?;332.0;?;?;-479
976.0;1471.0;?;339.0;?;?;-303
895.0;1180.0;?;476.0;?;?;-181
953.0;782.0;?;153.0;?;?;38
961.0;954.0;?;-70.0;?;?;-52
1002.0;919.0;?;69.0;?;?;-36
996.0;989.0;?;147.0;?;-499.0;4
942.0;976.0;?;133.0;?;-403.0;-52
990.0;860.0;?;121.0;-227.0;-464.0;12
960.0;822.0;?;38.0;-127.0;-492.0;-19
911.0;943.0;?;-112.0;-130.0;?;-38
956.0;1008.0;?;-175.0;-176.0;?;-26
980.0;992.0;-24;-102.0;-202.0;?;-13
?;979.0;-11;-65.0;-137.0;?;?
?;951.0;-5;69.0;100.0;?;?
?;929.0;-6;367.0;694.0;?;?
?;942.0;-12;375.0;1441.0;?;?
?;954.0;2;1346.0;1656.0;?;?
?;1001.0;-9;645.0;-242.0;?;?
?;1005.0;-21;477.0;354.0;?;?
539.0;1018.0;-52;-414.0;1095.0;?;?
411.0;1109.0;-208;1305.0;-218.0;?;?
475.0;1223.0;-239;-335.0;-263.0;?;?
406.0;1272.0;-218;-159.0;-52.0;?;?
478.0;1026.0;-488;444.0;-424.0;-566.0;?
558.0;717.0;-251;260.0;-294.0;-582.0;?
806.0;592.0;-239;149.0;0.0;-566.0;-233
632.0;826.0;-798;390.0;-60.0;-518.0;-178
866.0;1065.0;-753;200.0;75.0;-517.0;-37
774.0;1058.0;-812;?;231.0;-471.0;53
1169.0;915.0;-550;?;206.0;-424.0;113
?;821.0;-289;?;68.0;-437.0;?
493.0;816.0;-366;?;13.0;-509.0;?
678.0;842.0;63;?;?;-507.0;?
1058.0;962.0;22;?;?;?;?
1423.0;1089.0;-132;?;?;?;?
1193.0;1039.0;6;?;?;?;?
1423.0;932.0;-119;283.0;?;?;?
786.0;878.0;-7;293.0;?;?;-216
1091.0;831.0;368;218.0;?;?;-44
970.0;868.0;445;262.0;?;?;55
1150.0;?;521;178.0;?;?;?
972.0;?;799;265.0;?;?;?
1009.0;?;577;346.0;?;-355.0;?
964.0;?;623;481.0;?;-481.0;?
942.0;?;929;-27.0;?;-606.0;?
974.0;1193.0;408;16.0;-62.0;-460.0;-177
1015.0;1528.0;280;-426.0;37.0;-426.0;-230
989.0;1295.0;220;-166.0;-220.0;-450.0;280
981.0;736.0;-145;-89.0;-172.0;-523.0;-166
985.0;554.0;-8;70.0;-153.0;-579.0;44
971.0;875.0;-43;117.0;19.0;-520.0;15
950.0;1227.0;?;-88.0;207.0;-626.0;-38
965.0;1128.0;?;7.0;193.0;-380.0;41
1002.0;995.0;?;215.0;174.0;-368.0;-18
1033.0;940.0;?;355.0;220.0;-321.0;30
1081.0;895.0;?;295.0;235.0;-373.0;7
1119.0;911.0;?;272.0;?;-358.0;0
1141.0;987.0;?;300.0;?;-368.0;5
1195.0;944.0;?;249.0;?;-374.0;6
1051.0;945.0;?;219.0;?;-390.0;7
1001.0;966.0;?;232.0;465.0;-380.0;12
970.0;989.0;?;215.0;508.0;-398.0;15
682.0;981.0;?;246.0;438.0;-381.0;-1
645.0;949.0;-21;447.0;409.0;-381.0;-3
?;952.0;-5;354.0;435.0;-388.0;-5
?;838.0;-11;1092.0;143.0;-382.0;1
?;918.0;-6;107.0;661.0;-400.0;-5
766.0;937.0;2;-748.0;402.0;-381.0;-4
997.0;929.0;-3;631.0;-207.0;-342.0;28
871.0;980.0;-7;-34.0;258.0;-430.0;6
1074.0;988.0;-36;133.0;-16.0;-505.0;5
1036.0;956.0;-8;690.0;-304.0;-587.0;-1
943.0;1019.0;-99;272.0;90.0;-622.0;14
940.0;1087.0;-225;558.0;163.0;-580.0;134
958.0;1089.0;-90;217.0;244.0;-508.0;220
907.0;1133.0;-87;136.0;97.0;-467.0;222
894.0;992.0;-208;146.0;23.0;-542.0;118
858.0;767.0;-361;207.0;-102.0;-569.0;91
944.0;802.0;?;204.0;-195.0;-590.0;212
822.0;987.0;?;193.0;-142.0;-567.0;301
1250.0;1136.0;?;289.0;-44.0;-494.0;376
1297.0;1012.0;?;311.0;71.0;-473.0;446
1120.0;802.0;?;380.0;83.0;-505.0;507
1098.0;792.0;?;297.0;30.0;-527.0;424
691.0;753.0;?;210.0;-28.0;-553.0;242
1060.0;843.0;?;205.0;-80.0;-505.0;167
1053.0;945.0;?;192.0;-78.0;-497.0;75
951.0;992.0;?;198.0;5.0;-481.0;-104
1033.0;964.0;?;270.0;48.0;-479.0;-389
967.0;895.0;-95;294.0;121.0;-491.0;-596
970.0;899.0;162;364.0;138.0;-491.0;-679
957.0;899.0;365;392.0;123.0;-472.0;-706
965.0;907.0;515;374.0;81.0;-495.0;-654
985.0;?;309;192.0;255.0;-474.0;-637
1002.0;?;470;-133.0;349.0;-450.0;-333
1009.0;?;210;201.0;685.0;-426.0;-411
994.0;?;-442;204.0;664.0;-421.0;-251
995.0;?;523;-129.0;28.0;-501.0;578
