InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticY;Accelerometer RWR accZ;InertialMeasurementUnit RUA magneticY
528.0;-57.0;731.0;229.0;386.0;916.0;-449.0
459.0;-71.0;812.0;148.0;365.0;944.0;-491.0
448.0;203.0;444.0;-39.0;526.0;736.0;-424.0
456.0;206.0;445.0;-40.0;532.0;746.0;-424.0
462.0;211.0;481.0;-39.0;540.0;744.0;-420.0
52.0;206.0;675.0;183.0;288.0;872.0;-261.0
1.0;-398.0;192.0;748.0;-39.0;642.0;351.0
187.0;94.0;246.0;350.0;566.0;560.0;-520.0
207.0;90.0;310.0;342.0;648.0;550.0;-523.0
-77.0;-443.0;468.0;476.0;-200.0;710.0;237.0
-90.0;-407.0;390.0;403.0;-275.0;605.0;165.0
27.0;-312.0;271.0;466.0;-51.0;711.0;134.0
31.0;107.0;212.0;-38.0;237.0;858.0;-415.0
57.0;-237.0;223.0;435.0;-110.0;540.0;54.0
71.0;-222.0;223.0;422.0;-101.0;495.0;28.0
98.0;-203.0;170.0;411.0;-77.0;432.0;7.0
200.0;-165.0;8.0;380.0;52.0;432.0;-50.0
221.0;-163.0;42.0;373.0;83.0;399.0;-76.0
428.0;-73.0;694.0;26.0;407.0;998.0;-511.0
57.0;209.0;710.0;180.0;292.0;939.0;-267.0
59.0;213.0;683.0;175.0;294.0;992.0;-270.0
-200.0;-74.0;329.0;174.0;48.0;644.0;-49.0
47.0;119.0;346.0;-52.0;258.0;795.0;-424.0
67.0;133.0;491.0;-68.0;285.0;797.0;-433.0
-267.0;-37.0;309.0;334.0;-102.0;610.0;-107.0
62.0;215.0;658.0;173.0;298.0;865.0;-272.0
89.0;152.0;482.0;-89.0;318.0;992.0;-441.0
65.0;217.0;694.0;172.0;301.0;821.0;-279.0
-189.0;-13.0;258.0;313.0;27.0;710.0;-147.0
205.0;270.0;92.0;208.0;480.0;525.0;-528.0
148.0;258.0;86.0;199.0;427.0;519.0;-526.0
106.0;245.0;118.0;186.0;380.0;534.0;-528.0
77.0;230.0;152.0;169.0;344.0;552.0;-528.0
46.0;218.0;193.0;152.0;315.0;604.0;-524.0
18.0;207.0;215.0;134.0;292.0;620.0;-517.0
-8.0;197.0;266.0;120.0;270.0;689.0;-513.0
-34.0;193.0;316.0;104.0;245.0;766.0;-511.0
-60.0;190.0;338.0;93.0;219.0;828.0;-514.0
-100.0;193.0;379.0;80.0;177.0;758.0;-522.0
-110.0;194.0;454.0;78.0;169.0;770.0;-526.0
-116.0;203.0;478.0;84.0;164.0;748.0;-522.0
-115.0;209.0;291.0;98.0;161.0;719.0;-514.0
-102.0;214.0;265.0;110.0;171.0;713.0;-510.0
-76.0;222.0;349.0;120.0;196.0;693.0;-506.0
-116.0;10.0;209.0;281.0;141.0;754.0;-195.0
143.0;346.0;755.0;-118.0;418.0;591.0;-435.0
197.0;381.0;641.0;-215.0;461.0;674.0;-443.0
200.0;387.0;649.0;-225.0;462.0;698.0;-438.0
112.0;175.0;516.0;-116.0;343.0;1057.0;-453.0
-51.0;35.0;231.0;248.0;250.0;696.0;-240.0
140.0;198.0;514.0;-147.0;380.0;744.0;-467.0
173.0;219.0;512.0;-176.0;421.0;703.0;-484.0
504.0;197.0;260.0;507.0;295.0;502.0;-227.0
483.0;193.0;250.0;507.0;294.0;510.0;-203.0
471.0;184.0;241.0;506.0;308.0;492.0;-181.0
553.0;151.0;134.0;603.0;446.0;576.0;-214.0
401.0;-29.0;697.0;-231.0;388.0;932.0;-434.0
424.0;154.0;111.0;502.0;293.0;543.0;-138.0
409.0;143.0;253.0;503.0;268.0;516.0;-137.0
211.0;246.0;493.0;-208.0;461.0;682.0;-499.0
252.0;270.0;470.0;-242.0;495.0;731.0;-522.0
416.0;147.0;803.0;-395.0;453.0;806.0;-283.0
-115.0;210.0;286.0;67.0;139.0;449.0;-408.0
466.0;213.0;494.0;-37.0;545.0;709.0;-419.0
60.0;236.0;649.0;-169.0;358.0;679.0;-589.0
70.0;229.0;661.0;-158.0;366.0;662.0;-575.0
67.0;219.0;643.0;-133.0;368.0;624.0;-547.0
255.0;331.0;347.0;222.0;448.0;725.0;-491.0
239.0;325.0;307.0;220.0;444.0;626.0;-487.0
234.0;315.0;284.0;214.0;446.0;616.0;-483.0
397.0;133.0;288.0;497.0;237.0;480.0;-141.0
392.0;122.0;253.0;494.0;202.0;521.0;-140.0
388.0;115.0;308.0;488.0;160.0;772.0;-135.0
381.0;111.0;391.0;472.0;110.0;866.0;-130.0
369.0;108.0;347.0;454.0;62.0;727.0;-127.0
363.0;99.0;256.0;429.0;25.0;654.0;-132.0
366.0;94.0;193.0;401.0;10.0;680.0;-141.0
385.0;82.0;165.0;373.0;24.0;645.0;-160.0
410.0;70.0;177.0;349.0;63.0;607.0;-175.0
57.0;214.0;719.0;-106.0;359.0;590.0;-511.0
46.0;208.0;714.0;-79.0;348.0;678.0;-477.0
38.0;202.0;703.0;-63.0;341.0;525.0;-451.0
30.0;194.0;719.0;-53.0;337.0;686.0;-431.0
19.0;185.0;698.0;-45.0;329.0;588.0;-412.0
8.0;176.0;724.0;-37.0;317.0;590.0;-397.0
158.0;269.0;709.0;-209.0;392.0;851.0;-497.0
162.0;272.0;677.0;-216.0;391.0;825.0;-500.0
160.0;273.0;690.0;-222.0;393.0;825.0;-503.0
161.0;271.0;690.0;-229.0;393.0;815.0;-505.0
161.0;274.0;692.0;-234.0;392.0;789.0;-507.0
-5.0;168.0;649.0;-33.0;301.0;652.0;-385.0
232.0;159.0;668.0;594.0;275.0;895.0;-564.0
-23.0;163.0;688.0;-32.0;286.0;651.0;-376.0
-43.0;159.0;606.0;-30.0;262.0;621.0;-367.0
383.0;-159.0;917.0;42.0;147.0;733.0;-293.0
391.0;-161.0;876.0;66.0;173.0;765.0;-280.0
396.0;-166.0;918.0;101.0;197.0;790.0;-274.0
-67.0;155.0;580.0;-36.0;237.0;609.0;-367.0
161.0;273.0;650.0;-236.0;392.0;759.0;-509.0
160.0;275.0;665.0;-240.0;392.0;788.0;-506.0
160.0;275.0;684.0;-245.0;392.0;736.0;-505.0
455.0;-2.0;646.0;-199.0;48.0;875.0;-532.0
-85.0;150.0;617.0;-40.0;216.0;524.0;-372.0
-104.0;142.0;605.0;-44.0;195.0;648.0;-373.0
76.0;-54.0;140.0;182.0;512.0;446.0;-317.0
32.0;-73.0;138.0;178.0;507.0;510.0;-295.0
-163.0;53.0;591.0;-86.0;157.0;605.0;-324.0
-150.0;53.0;599.0;-90.0;173.0;473.0;-314.0
-155.0;-17.0;585.0;-35.0;116.0;136.0;-487.0
-137.0;48.0;550.0;-95.0;191.0;575.0;-302.0
-132.0;46.0;545.0;-103.0;195.0;546.0;-311.0
-129.0;46.0;544.0;-113.0;195.0;601.0;-304.0
468.0;214.0;486.0;-38.0;546.0;750.0;-418.0
467.0;214.0;492.0;-35.0;550.0;771.0;-418.0
470.0;216.0;475.0;-34.0;554.0;794.0;-415.0
-196.0;21.0;347.0;-93.0;86.0;541.0;-127.0
-194.0;3.0;448.0;-105.0;97.0;507.0;-104.0
-17.0;-97.0;164.0;182.0;503.0;569.0;-265.0
-67.0;-123.0;156.0;189.0;488.0;603.0;-233.0
-112.0;-151.0;144.0;207.0;504.0;604.0;-200.0
472.0;217.0;469.0;-36.0;557.0;780.0;-415.0
474.0;219.0;441.0;-39.0;561.0;769.0;-416.0
476.0;222.0;429.0;-42.0;568.0;734.0;-417.0
559.0;-8.0;614.0;-121.0;455.0;886.0;-423.0
-190.0;-18.0;469.0;-118.0;105.0;487.0;-92.0
430.0;140.0;174.0;443.0;159.0;567.0;-183.0
413.0;124.0;159.0;470.0;140.0;492.0;-164.0
404.0;105.0;166.0;488.0;127.0;509.0;-156.0
400.0;100.0;57.0;500.0;117.0;526.0;-162.0
539.0;-6.0;610.0;-128.0;346.0;879.0;-437.0
479.0;222.0;417.0;-44.0;566.0;712.0;-418.0
420.0;89.0;193.0;490.0;119.0;399.0;-205.0
423.0;77.0;172.0;481.0;126.0;368.0;-234.0
362.0;28.0;609.0;-88.0;452.0;822.0;-380.0
129.0;98.0;579.0;-30.0;307.0;862.0;-341.0
502.0;205.0;456.0;501.0;503.0;635.0;-356.0
499.0;210.0;447.0;450.0;495.0;672.0;-351.0
615.0;271.0;183.0;528.0;517.0;703.0;-308.0
-188.0;-40.0;490.0;-127.0;111.0;538.0;-86.0
100.0;98.0;551.0;-53.0;287.0;1014.0;-350.0
482.0;227.0;426.0;-45.0;567.0;706.0;-418.0
485.0;227.0;405.0;-45.0;561.0;701.0;-415.0
488.0;230.0;389.0;-42.0;555.0;723.0;-413.0
295.0;132.0;730.0;-302.0;442.0;591.0;-549.0
67.0;220.0;630.0;173.0;299.0;916.0;-278.0
490.0;232.0;393.0;-40.0;546.0;715.0;-412.0
494.0;216.0;391.0;342.0;477.0;728.0;-349.0
489.0;218.0;442.0;258.0;477.0;746.0;-350.0
488.0;221.0;480.0;165.0;480.0;751.0;-358.0
485.0;222.0;587.0;61.0;481.0;650.0;-372.0
490.0;226.0;626.0;-49.0;484.0;675.0;-394.0
524.0;311.0;729.0;-318.0;567.0;806.0;-604.0
81.0;213.0;327.0;273.0;399.0;701.0;-420.0
159.0;275.0;700.0;-242.0;389.0;787.0;-506.0
29.0;199.0;341.0;270.0;365.0;768.0;-396.0
-26.0;185.0;427.0;258.0;311.0;939.0;-375.0
487.0;231.0;398.0;-36.0;536.0;767.0;-410.0
158.0;276.0;719.0;-240.0;388.0;839.0;-502.0
154.0;276.0;759.0;-237.0;386.0;820.0;-499.0
-150.0;-281.0;233.0;497.0;72.0;658.0;47.0
-288.0;-507.0;-21.0;819.0;210.0;450.0;386.0
-94.0;-280.0;141.0;505.0;225.0;586.0;39.0
-176.0;-190.0;754.0;-6.0;91.0;698.0;-264.0
388.0;153.0;472.0;-72.0;385.0;685.0;-432.0
360.0;141.0;515.0;-75.0;340.0;672.0;-434.0
284.0;-229.0;192.0;689.0;152.0;406.0;-114.0
278.0;-215.0;195.0;663.0;127.0;425.0;-127.0
279.0;-212.0;164.0;661.0;118.0;495.0;-141.0
277.0;-214.0;123.0;671.0;112.0;540.0;-159.0
361.0;-231.0;51.0;721.0;82.0;480.0;-218.0
228.0;-251.0;171.0;757.0;7.0;401.0;-154.0
333.0;131.0;557.0;-79.0;310.0;672.0;-443.0
309.0;122.0;580.0;-83.0;290.0;706.0;-451.0
294.0;114.0;536.0;-89.0;275.0;761.0;-458.0
277.0;106.0;485.0;-94.0;266.0;864.0;-466.0
265.0;99.0;447.0;-99.0;260.0;891.0;-469.0
252.0;92.0;473.0;-99.0;255.0;786.0;-471.0
96.0;43.0;386.0;-101.0;162.0;635.0;-456.0
371.0;361.0;462.0;-299.0;375.0;632.0;-590.0
406.0;269.0;94.0;101.0;267.0;438.0;-477.0
402.0;37.0;323.0;367.0;332.0;528.0;-119.0
561.0;-101.0;196.0;426.0;596.0;641.0;4.0
405.0;52.0;178.0;370.0;335.0;488.0;-108.0
574.0;135.0;490.0;38.0;109.0;743.0;-261.0
609.0;508.0;645.0;-279.0;-150.0;699.0;-546.0
573.0;136.0;542.0;-39.0;77.0;832.0;-275.0
619.0;525.0;513.0;-564.0;-108.0;771.0;-634.0
-145.0;141.0;113.0;156.0;-14.0;580.0;-365.0
-115.0;165.0;255.0;151.0;19.0;597.0;-390.0
-58.0;185.0;291.0;146.0;88.0;630.0;-419.0
20.0;217.0;326.0;151.0;178.0;641.0;-436.0
519.0;279.0;546.0;417.0;303.0;891.0;-343.0
512.0;279.0;482.0;416.0;265.0;866.0;-339.0
124.0;288.0;579.0;80.0;341.0;861.0;-367.0
122.0;286.0;635.0;94.0;338.0;877.0;-357.0
119.0;285.0;694.0;109.0;339.0;879.0;-349.0
508.0;273.0;396.0;417.0;238.0;794.0;-342.0
245.0;-51.0;281.0;86.0;35.0;703.0;-46.0
191.0;219.0;468.0;535.0;105.0;890.0;-501.0
212.0;223.0;267.0;509.0;139.0;916.0;-512.0
276.0;-32.0;185.0;88.0;71.0;745.0;-73.0
313.0;257.0;266.0;485.0;236.0;691.0;-503.0
336.0;262.0;259.0;484.0;256.0;672.0;-489.0
356.0;268.0;446.0;484.0;279.0;821.0;-475.0
71.0;225.0;622.0;173.0;303.0;792.0;-278.0
70.0;222.0;673.0;173.0;302.0;857.0;-275.0
516.0;269.0;295.0;419.0;234.0;805.0;-347.0
116.0;253.0;349.0;156.0;291.0;676.0;-456.0
404.0;96.0;56.0;504.0;111.0;471.0;-179.0
277.0;409.0;707.0;-51.0;486.0;481.0;-467.0
131.0;-189.0;45.0;399.0;-32.0;423.0;-11.0
-34.0;241.0;67.0;94.0;227.0;464.0;-431.0
-207.0;-281.0;296.0;372.0;-176.0;694.0;-220.0
-333.0;-120.0;242.0;359.0;-262.0;788.0;-30.0
115.0;293.0;403.0;240.0;428.0;229.0;-279.0
265.0;396.0;502.0;87.0;489.0;320.0;-361.0
238.0;364.0;258.0;10.0;564.0;590.0;-604.0
243.0;364.0;273.0;11.0;565.0;566.0;-603.0
241.0;365.0;271.0;12.0;563.0;566.0;-603.0
515.0;421.0;559.0;-382.0;635.0;650.0;-618.0
443.0;167.0;96.0;502.0;307.0;526.0;-148.0
-200.0;36.0;315.0;-80.0;78.0;471.0;-146.0
413.0;92.0;87.0;497.0;114.0;410.0;-193.0
610.0;-159.0;338.0;151.0;507.0;369.0;-547.0
512.0;456.0;637.0;-479.0;488.0;865.0;-614.0
-257.0;-566.0;297.0;794.0;-56.0;1011.0;286.0
119.0;-180.0;244.0;141.0;-156.0;479.0;135.0
114.0;-203.0;212.0;206.0;-169.0;561.0;156.0
103.0;-216.0;253.0;236.0;-189.0;575.0;172.0
79.0;-249.0;186.0;297.0;-235.0;474.0;204.0
-125.0;17.0;533.0;-337.0;131.0;819.0;-482.0
177.0;200.0;657.0;592.0;91.0;961.0;-482.0
617.0;55.0;325.0;118.0;521.0;894.0;-476.0
354.0;-90.0;90.0;529.0;411.0;428.0;-453.0
113.0;-272.0;835.0;64.0;601.0;993.0;-320.0
-228.0;-167.0;751.0;-137.0;70.0;958.0;-269.0
-233.0;-84.0;340.0;-34.0;-90.0;668.0;-125.0
207.0;-90.0;1125.0;277.0;212.0;650.0;-108.0
282.0;-343.0;912.0;270.0;662.0;906.0;54.0
177.0;196.0;613.0;615.0;98.0;963.0;-480.0
172.0;187.0;524.0;615.0;115.0;1008.0;-482.0
171.0;185.0;584.0;605.0;130.0;1051.0;-485.0
169.0;185.0;692.0;594.0;143.0;990.0;-491.0
215.0;-64.0;186.0;791.0;200.0;593.0;-333.0
-213.0;-156.0;660.0;-132.0;83.0;808.0;-250.0
-95.0;26.0;119.0;294.0;-170.0;465.0;-140.0
50.0;-394.0;879.0;93.0;745.0;929.0;63.0
129.0;-43.0;178.0;920.0;211.0;469.0;-315.0
226.0;-60.0;150.0;801.0;231.0;488.0;-311.0
-166.0;114.0;45.0;171.0;-35.0;595.0;-342.0
394.0;-348.0;183.0;1207.0;266.0;435.0;-192.0
-178.0;-212.0;871.0;69.0;89.0;686.0;-207.0
243.0;-503.0;492.0;612.0;96.0;791.0;464.0
238.0;-286.0;931.0;-191.0;710.0;845.0;-332.0
-89.0;-412.0;786.0;226.0;212.0;995.0;-428.0
310.0;400.0;618.0;-197.0;520.0;790.0;-533.0
704.0;558.0;882.0;-710.0;339.0;793.0;-797.0
556.0;490.0;496.0;-593.0;583.0;780.0;-634.0
313.0;398.0;605.0;-191.0;526.0;839.0;-534.0
-384.0;-378.0;837.0;31.0;-25.0;962.0;-355.0
334.0;523.0;393.0;-392.0;543.0;447.0;-806.0
-108.0;-468.0;159.0;829.0;-232.0;486.0;267.0
-45.0;-381.0;660.0;311.0;218.0;969.0;-377.0
148.0;94.0;891.0;184.0;143.0;774.0;-752.0
256.0;370.0;698.0;-254.0;499.0;965.0;-573.0
18.0;143.0;238.0;-335.0;296.0;782.0;-409.0
112.0;-396.0;126.0;887.0;-83.0;491.0;-103.0
172.0;-386.0;128.0;973.0;101.0;398.0;71.0
288.0;-235.0;-30.0;780.0;14.0;389.0;-99.0
323.0;-195.0;74.0;828.0;212.0;469.0;-25.0
316.0;-290.0;162.0;927.0;145.0;403.0;-64.0
-27.0;-441.0;319.0;880.0;-58.0;679.0;164.0
11.0;-412.0;290.0;772.0;253.0;622.0;58.0
-69.0;-188.0;418.0;819.0;59.0;520.0;-315.0
28.0;151.0;255.0;-321.0;298.0;779.0;-408.0
-335.0;-308.0;139.0;590.0;-337.0;474.0;78.0
73.0;-840.0;209.0;1450.0;-157.0;517.0;378.0
-102.0;-468.0;357.0;987.0;-25.0;741.0;196.0
-323.0;-234.0;1027.0;-142.0;49.0;745.0;-549.0
-92.0;-208.0;467.0;909.0;49.0;422.0;-81.0
-218.0;-114.0;491.0;-140.0;88.0;696.0;-88.0
-241.0;-185.0;936.0;-175.0;79.0;965.0;-329.0
-128.0;-504.0;387.0;843.0;506.0;819.0;263.0
14.0;-162.0;111.0;837.0;168.0;475.0;-276.0
492.0;202.0;918.0;-396.0;512.0;969.0;-518.0
277.0;437.0;904.0;-167.0;595.0;1048.0;-505.0
229.0;298.0;755.0;-604.0;550.0;538.0;-660.0
281.0;130.0;1067.0;-313.0;437.0;272.0;-552.0
109.0;148.0;866.0;-549.0;360.0;764.0;-658.0
312.0;401.0;623.0;-195.0;521.0;820.0;-534.0
313.0;398.0;629.0;-197.0;524.0;835.0;-533.0
-106.0;19.0;509.0;-360.0;164.0;788.0;-504.0
-237.0;-92.0;308.0;-38.0;-106.0;692.0;-139.0
-284.0;5.0;1050.0;-407.0;-40.0;892.0;-612.0
33.0;-23.0;20.0;592.0;187.0;424.0;-447.0
-201.0;-100.0;381.0;-144.0;107.0;902.0;-97.0
729.0;239.0;265.0;201.0;565.0;540.0;-469.0
483.0;368.0;123.0;156.0;675.0;482.0;-526.0
308.0;394.0;607.0;-182.0;524.0;844.0;-523.0
572.0;83.0;519.0;-215.0;665.0;861.0;-497.0
506.0;194.0;425.0;584.0;531.0;506.0;-367.0
556.0;120.0;329.0;645.0;716.0;543.0;-472.0
609.0;-205.0;112.0;157.0;550.0;378.0;-567.0
-208.0;4.0;363.0;-141.0;-38.0;781.0;-357.0
312.0;398.0;599.0;-189.0;525.0;826.0;-534.0
128.0;340.0;371.0;-328.0;347.0;764.0;-412.0
134.0;345.0;365.0;-347.0;354.0;826.0;-415.0
315.0;398.0;609.0;-194.0;525.0;795.0;-532.0
-319.0;-390.0;365.0;354.0;-36.0;812.0;-186.0
-232.0;-216.0;237.0;265.0;559.0;687.0;-127.0
-158.0;-43.0;683.0;359.0;-2.0;1138.0;-50.0
-122.0;260.0;688.0;-3.0;103.0;893.0;-585.0
-309.0;-367.0;273.0;358.0;-81.0;728.0;-194.0
207.0;166.0;847.0;140.0;479.0;1095.0;-423.0
-285.0;-343.0;270.0;361.0;-118.0;796.0;-204.0
-253.0;-311.0;221.0;363.0;-156.0;767.0;-210.0
427.0;-228.0;138.0;797.0;424.0;461.0;-86.0
501.0;-35.0;109.0;381.0;447.0;452.0;-371.0
439.0;-138.0;100.0;602.0;243.0;427.0;-220.0
-304.0;6.0;1016.0;48.0;-18.0;449.0;-429.0
246.0;256.0;14.0;183.0;496.0;507.0;-472.0
-203.0;51.0;216.0;-65.0;65.0;557.0;-157.0
508.0;-85.0;117.0;546.0;277.0;458.0;-238.0
586.0;-12.0;670.0;-95.0;496.0;960.0;-390.0
246.0;244.0;473.0;-220.0;606.0;465.0;-514.0
488.0;-87.0;99.0;588.0;257.0;459.0;-226.0
355.0;-25.0;712.0;-333.0;322.0;942.0;-511.0
-144.0;252.0;657.0;15.0;94.0;820.0;-577.0
319.0;158.0;839.0;439.0;503.0;958.0;-681.0
253.0;158.0;755.0;568.0;328.0;955.0;-601.0
343.0;341.0;359.0;-5.0;660.0;545.0;-614.0
351.0;336.0;355.0;-1.0;670.0;530.0;-608.0
314.0;424.0;898.0;-573.0;547.0;920.0;-765.0
328.0;296.0;357.0;-222.0;670.0;406.0;-535.0
343.0;-186.0;602.0;650.0;220.0;944.0;-22.0
253.0;310.0;10.0;373.0;630.0;532.0;-587.0
127.0;-20.0;158.0;720.0;269.0;480.0;-404.0
318.0;435.0;527.0;-248.0;508.0;716.0;-582.0
438.0;359.0;552.0;109.0;590.0;955.0;-506.0
653.0;408.0;670.0;-168.0;702.0;687.0;-458.0
350.0;-185.0;696.0;709.0;225.0;801.0;15.0
-248.0;-100.0;253.0;-32.0;-113.0;675.0;-148.0
176.0;311.0;194.0;362.0;506.0;456.0;-577.0
94.0;-309.0;746.0;161.0;-39.0;1030.0;-418.0
-132.0;213.0;177.0;60.0;125.0;333.0;-412.0
329.0;398.0;320.0;-11.0;634.0;641.0;-642.0
-98.0;208.0;127.0;74.0;160.0;384.0;-409.0
528.0;549.0;104.0;175.0;655.0;532.0;-639.0
494.0;-47.0;119.0;437.0;429.0;442.0;-344.0
443.0;-252.0;73.0;956.0;296.0;416.0;-318.0
377.0;440.0;486.0;-154.0;661.0;383.0;-529.0
353.0;-230.0;126.0;732.0;73.0;601.0;-217.0
331.0;-269.0;186.0;892.0;134.0;455.0;-56.0
413.0;-57.0;796.0;-1202.0;273.0;936.0;-631.0
-55.0;-225.0;188.0;726.0;333.0;602.0;-408.0
-83.0;247.0;-54.0;86.0;175.0;495.0;-433.0
520.0;-11.0;3.0;366.0;327.0;692.0;-313.0
-41.0;-211.0;164.0;621.0;382.0;565.0;-479.0
398.0;-32.0;733.0;-243.0;381.0;1020.0;-439.0
302.0;288.0;144.0;216.0;556.0;507.0;-542.0
447.0;-33.0;729.0;-238.0;380.0;924.0;-455.0
453.0;-36.0;793.0;-215.0;391.0;981.0;-453.0
-29.0;-202.0;177.0;513.0;415.0;588.0;-563.0
415.0;384.0;128.0;169.0;640.0;402.0;-526.0
323.0;397.0;322.0;-10.0;630.0;603.0;-642.0
517.0;362.0;220.0;114.0;704.0;629.0;-531.0
-257.0;-102.0;244.0;-25.0;-118.0;664.0;-152.0
229.0;403.0;226.0;-146.0;468.0;492.0;-757.0
-33.0;-175.0;164.0;765.0;-55.0;489.0;-344.0
-239.0;-314.0;154.0;391.0;-23.0;578.0;86.0
111.0;293.0;410.0;227.0;422.0;167.0;-297.0
455.0;-61.0;242.0;838.0;740.0;615.0;-314.0
-264.0;-466.0;344.0;360.0;-38.0;558.0;171.0
339.0;-17.0;0.0;394.0;433.0;388.0;-315.0
111.0;291.0;414.0;230.0;421.0;147.0;-297.0
-133.0;-650.0;406.0;829.0;45.0;706.0;531.0
109.0;276.0;925.0;106.0;416.0;934.0;-390.0
108.0;293.0;423.0;229.0;423.0;212.0;-295.0
534.0;7.0;26.0;300.0;362.0;543.0;-357.0
487.0;446.0;523.0;-59.0;599.0;846.0;-592.0
34.0;-34.0;54.0;573.0;131.0;499.0;-448.0
115.0;294.0;392.0;239.0;428.0;217.0;-279.0
154.0;315.0;134.0;-11.0;477.0;892.0;-560.0
157.0;315.0;66.0;-16.0;480.0;680.0;-569.0
293.0;395.0;288.0;-15.0;612.0;640.0;-640.0
296.0;399.0;315.0;-14.0;615.0;647.0;-642.0
114.0;295.0;369.0;240.0;427.0;184.0;-279.0
440.0;-72.0;893.0;44.0;414.0;965.0;-505.0
428.0;-71.0;840.0;-129.0;399.0;924.0;-522.0
444.0;-73.0;725.0;286.0;426.0;1016.0;-480.0
109.0;292.0;420.0;232.0;422.0;162.0;-293.0
107.0;291.0;419.0;231.0;422.0;161.0;-293.0
109.0;293.0;392.0;232.0;422.0;154.0;-291.0
168.0;-176.0;-53.0;390.0;12.0;462.0;-25.0
-26.0;62.0;-126.0;-109.0;169.0;533.0;-327.0
107.0;292.0;391.0;235.0;420.0;173.0;-290.0
204.0;-321.0;41.0;727.0;253.0;406.0;-167.0
403.0;-72.0;312.0;814.0;164.0;619.0;-197.0
303.0;399.0;350.0;-12.0;619.0;622.0;-644.0
539.0;10.0;14.0;283.0;379.0;438.0;-367.0
247.0;94.0;272.0;332.0;724.0;562.0;-526.0
265.0;395.0;504.0;88.0;489.0;310.0;-359.0
177.0;201.0;615.0;564.0;89.0;995.0;-491.0
444.0;-76.0;697.0;520.0;439.0;955.0;-460.0
345.0;-115.0;221.0;389.0;726.0;538.0;-305.0
236.0;359.0;233.0;5.0;561.0;579.0;-596.0
239.0;360.0;258.0;9.0;563.0;560.0;-600.0
241.0;361.0;264.0;12.0;567.0;562.0;-600.0
415.0;-77.0;895.0;220.0;418.0;895.0;-501.0
623.0;534.0;556.0;-38.0;643.0;388.0;-363.0
168.0;-20.0;173.0;708.0;326.0;399.0;-369.0
480.0;-57.0;797.0;-160.0;339.0;903.0;-511.0
376.0;487.0;581.0;-52.0;600.0;376.0;-445.0
350.0;470.0;562.0;-37.0;574.0;544.0;-440.0
346.0;470.0;619.0;-35.0;572.0;682.0;-440.0
505.0;426.0;276.0;-279.0;657.0;548.0;-574.0
340.0;338.0;245.0;-216.0;565.0;659.0;-499.0
-60.0;-190.0;851.0;335.0;250.0;1003.0;-41.0
-73.0;-494.0;903.0;438.0;432.0;926.0;237.0
343.0;474.0;748.0;-46.0;571.0;806.0;-441.0
417.0;354.0;369.0;-380.0;609.0;722.0;-655.0
641.0;70.0;244.0;714.0;765.0;801.0;-451.0
444.0;377.0;577.0;-328.0;493.0;917.0;-525.0
703.0;182.0;-49.0;107.0;591.0;345.0;-635.0
328.0;397.0;281.0;-12.0;635.0;622.0;-644.0
114.0;295.0;331.0;238.0;428.0;125.0;-284.0
158.0;-208.0;271.0;879.0;555.0;817.0;-135.0
160.0;169.0;927.0;518.0;155.0;1083.0;-550.0
493.0;483.0;868.0;-121.0;453.0;786.0;-478.0
-319.0;-79.0;547.0;-77.0;-34.0;795.0;-132.0
353.0;235.0;58.0;103.0;387.0;280.0;-442.0
628.0;556.0;262.0;-60.0;-51.0;144.0;-485.0
264.0;34.0;445.0;-359.0;505.0;557.0;-964.0
111.0;291.0;388.0;234.0;422.0;140.0;-289.0
109.0;293.0;378.0;233.0;423.0;148.0;-288.0
449.0;-135.0;273.0;1128.0;765.0;732.0;-326.0
108.0;293.0;397.0;233.0;421.0;134.0;-288.0
151.0;106.0;930.0;269.0;148.0;832.0;-706.0
444.0;-260.0;202.0;959.0;292.0;553.0;-355.0
457.0;-35.0;89.0;620.0;701.0;333.0;-224.0
552.0;388.0;286.0;-147.0;664.0;699.0;-545.0
399.0;118.0;221.0;317.0;823.0;620.0;-540.0
107.0;293.0;398.0;233.0;419.0;137.0;-290.0
117.0;22.0;632.0;-152.0;130.0;645.0;-948.0
108.0;294.0;407.0;233.0;420.0;139.0;-290.0
-271.0;-573.0;263.0;630.0;-81.0;459.0;358.0
314.0;132.0;716.0;-312.0;494.0;1113.0;-553.0
149.0;314.0;180.0;19.0;474.0;1001.0;-556.0
227.0;-562.0;86.0;1300.0;363.0;469.0;117.0
21.0;-478.0;133.0;922.0;406.0;540.0;179.0
652.0;445.0;108.0;184.0;753.0;447.0;-624.0
452.0;-55.0;793.0;-201.0;406.0;988.0;-480.0
-247.0;-103.0;380.0;-140.0;1.0;1185.0;-500.0
439.0;-44.0;812.0;-299.0;375.0;975.0;-495.0
334.0;318.0;197.0;34.0;674.0;612.0;-581.0
-93.0;273.0;739.0;-31.0;124.0;972.0;-591.0
-353.0;-421.0;157.0;418.0;-193.0;611.0;300.0
-322.0;-292.0;244.0;334.0;361.0;654.0;-36.0
325.0;399.0;287.0;-6.0;632.0;582.0;-642.0
624.0;320.0;-19.0;218.0;598.0;363.0;-419.0
611.0;279.0;109.0;338.0;417.0;508.0;-289.0
